aturar	stå	aturar	stå	V	V;IMP;FIN;ACT
bancos	banker	banco	bank	N	N;NOM;INDF;MASC+FEM;PL
bancos	bankers	banco	bank	N	N;GEN;INDF;MASC+FEM;PL
pensaron	tyckte	pensar	tycka	V	V;IND;PST;FIN;ACT
pensaron	trodde	pensar	tro	V	V;IND;PST;FIN;ACT
pensaron	tänkte	pensar	tänka	V	V;IND;PST;FIN;ACT
instrucións	instruktioner	instrución	instruktion	N	N;NOM;INDF;MASC+FEM;PL
instrucións	anvisningar	instrución	anvisning	N	N;NOM;INDF;MASC+FEM;PL
chamábase	namnge	chamábase	namnge	V	V;IMP;FIN;ACT
chamábase	ringde	chamábase	ringa	V	V;IND;PST;FIN;ACT
chamábase	ringt	chamábase	ringa	V	V;V.CVB;ACT
chamábase	kallas	chamábase	kalla	V	V;NFIN;PASS
pluma	pen	plumo	pen	N	N;NOM;INDF;MASC+FEM;SG
pluma	penna	plumo	penna	N	N;NOM;INDF;MASC+FEM;SG
pluma	pennan	plumo	penna	N	N;NOM;DEF;MASC+FEM;SG
pluma	fjädrar	plumo	fjädra	N	N;NOM;INDF;MASC+FEM;PL
pluma	fjäder	plumo	fjäda	N	N;NOM;INDF;NEUT;SG
espido	naken	espido	nake	N	N;NOM;DEF;MASC+FEM;SG
técnicos	tekniker	técnico	teknik	N	N;NOM;INDF;MASC+FEM;PL
verbas	ord	verba	ord	N	N;NOM;INDF;NEUT;SG
deixalos	let	deixalo	leta	N	N;NOM;INDF;NEUT;SG
deixalos	ledighet	deixalo	ledighet	N	N;NOM;INDF;MASC+FEM;SG
conclusión	slutsats	conclusión	slutsats	N	N;NOM;INDF;MASC+FEM;SG
conclusión	slutsatser	conclusión	slutsats	N	N;NOM;INDF;MASC+FEM;PL
orgullosos	stolt	orgulloso	stolt	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
orgullosos	stolta	orgulloso	stolta	ADJ	ADJ;NOM;PL
chegarán	will	chegar	will	V	V;IMP;FIN;ACT
chegarán	kommer	chegar	komma	V	V;IND;PRS;FIN;ACT
escoitou	hörde	escoitar	höra	V	V;IND;PST;FIN;ACT
escoitou	hördes	escoitar	höra	V	V;IND;PST;FIN;PASS
escoitou	hörs	escoitar	höra	V	V;IND;FIN;PASS
músculos	muskler	músculo	muskl	N	N;NOM;INDF;NEUT;PL
músculos	musklerna	músculo	muskl	N	N;NOM;DEF;MASC+FEM;PL
demostración	demonstration	demostración	demonstration	N	N;NOM;INDF;MASC+FEM;SG
computador	datorn	computador	dator	N	N;NOM;DEF;MASC+FEM;SG
computador	dator	computador	dator	N	N;NOM;INDF;MASC+FEM;SG
xogadores	spelare	xogador	spel	N	N;NOM;INDF;MASC+FEM;PL
gañando	vinna	gañar	vinna	V	V;IMP;FIN;ACT
preguntando	frågar	preguntar	fråga	V	V;IND;PRS;FIN;ACT
violación	raps	violación	raps	N	N;NOM;INDF;MASC+FEM;SG
violación	våldtäkter	violación	våldtäkt	N	N;NOM;INDF;MASC+FEM;PL
violación	kränkning	violación	kränkning	N	N;NOM;INDF;MASC+FEM;SG
violación	överträdelse	violación	överträdelse	N	N;NOM;INDF;MASC+FEM;SG
gustoume	gilla	gustoume	gilla	V	V;IMP;FIN;ACT
gustoume	gillar	gustoume	gilla	V	V;IND;PRS;FIN;ACT
gustoume	like	gustoume	like	V	V;IMP;FIN;ACT
gustoume	gillade	gustoume	gilla	V	V;IND;PST;FIN;ACT
xefa	head	xefa	head	N	N;NOM;INDF;MASC+FEM;SG
xefa	huvud	xefa	huvud	N	N;NOM;INDF;NEUT;SG
xefa	huvudet	xefa	huvud	N	N;NOM;DEF;NEUT;SG
manchas	prickar	mancha	pricka	N	N;NOM;INDF;MASC+FEM;PL
manchas	fläckar	mancha	fläck	N	N;NOM;INDF;MASC+FEM;PL
neveira	kylskåp	neveiro	kylskåp	N	N;NOM;INDF;NEUT;SG
neveira	kylskåpet	neveiro	kylskåp	N	N;NOM;DEF;NEUT;SG
neveira	kyl	neveiro	kyl	N	N;NOM;INDF;NEUT;SG
potente	kraftfull	potente	kraftfull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
potente	mäktiga	potente	mäktig	ADJ	ADJ;NOM;PL
potente	mäktig	potente	mäktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
potente	mäktigt	potente	mäktig	ADJ	ADJ;NOM;INDF;NEUT;SG
lexítimo	rättmätiga	lexítimo	rättmätig	ADJ	ADJ;NOM;PL
perigosa	farliga	perigosa	farlig	ADJ	ADJ;NOM;PL
perigosa	farlig	perigosa	farlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
perigosa	farligt	perigosa	farlig	ADJ	ADJ;NOM;INDF;NEUT;SG
categoría	kategori	categoría	kategori	N	N;NOM;INDF;MASC+FEM;SG
categoría	kategorin	categoría	kategori	N	N;NOM;DEF;MASC+FEM;SG
estatal	statliga	estatal	statlig	ADJ	ADJ;NOM;PL
estatal	statligt	estatal	statlig	ADJ	ADJ;NOM;INDF;NEUT;SG
amargo	bitter	amargo	bitter	N	N;NOM;INDF;MASC+FEM;SG
amargo	bittert	amargo	bitter	N	N;NOM;INDF;NEUT;SG
representante	ombud	representante	ombud	N	N;NOM;INDF;NEUT;SG
representante	proxy	representante	proxy	N	N;NOM;INDF;MASC+FEM;SG
representante	ombud	representante	ombud	N	N;NOM;INDF;NEUT;SG
representante	företrädare	representante	företrädare	N	N;NOM;INDF;MASC+FEM;PL
representante	representant	representante	representant	N	N;NOM;INDF;MASC+FEM;SG
levárono	tog	levárono	ta	V	V;IND;PST;FIN;ACT
xogamos	lekte	xogar	leka	V	V;IMP;FIN;ACT
xogamos	spelat	xogar	spela	V	V;V.CVB;ACT
xogamos	spelas	xogar	spela	V	V;IND;FIN;PASS
xogamos	spelade	xogar	spela	V	V;IND;PST;FIN;ACT
xogamos	spelades	xogar	spela	V	V;IND;PST;FIN;PASS
xogamos	spela	xogar	spela	V	V;IMP;FIN;ACT
renunciar	ger	renunciar	ge	V	V;IND;PRS;FIN;ACT
logro	prestation	logro	prestation	N	N;NOM;INDF;MASC+FEM;SG
estranxeira	utländska	estranxeiro	utländsk	ADJ	ADJ;NOM;PL
estranxeira	utländsk	estranxeiro	utländsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
estranxeira	utländskt	estranxeiro	utländsk	ADJ	ADJ;NOM;INDF;NEUT;SG
estranxeira	främmande	estranxeiro	främmande	ADJ	ADJ;NOM
favorita	favoriten	favoritar	favoriten	N	N;NOM;DEF;MASC+FEM;SG
favorita	favorit	favoritar	favorit	N	N;NOM;INDF;MASC+FEM;SG
seguranza	entreprenör	seguranza	entreprenör	N	N;NOM;INDF;MASC+FEM;SG
subtítulos	undertexter	subtítulo	undertext	N	N;NOM;INDF;MASC+FEM;PL
subtítulos	textning	subtítulo	textning	N	N;NOM;INDF;MASC+FEM;SG
ciclo	kretslopp	ciclo	kretslopp	N	N;NOM;INDF;NEUT;SG
ciclo	cykel	ciclo	cykel	N	N;NOM;INDF;MASC+FEM;SG
dirán	säg	dir	säg	V	V;IMP;FIN;ACT
dirán	säga	dir	säga	V	V;IMP;FIN;ACT
viaxa	reser	viaxa	resa	V	V;IND;PRS;FIN;ACT
néboa	fog	néboa	fog	N	N;NOM;INDF;MASC+FEM;SG
néboa	dimma	néboa	dimma	N	N;NOM;INDF;MASC+FEM;SG
ducia	dussin	ducia	dussin	N	N;NOM;INDF;NEUT;SG
localización	platsen	localización	plats	N	N;NOM;DEF;MASC+FEM;SG
localización	läge	localización	läge	N	N;NOM;INDF;NEUT;SG
localización	plats	localización	plats	N	N;NOM;INDF;MASC+FEM;SG
levado	tagit	levar	ta	V	V;V.CVB;ACT
levado	togs	levar	ta	V	V;IND;PST;FIN;PASS
cidadás	invånare	cidadán	invånare	N	N;NOM;INDF;MASC+FEM;PL
cidadás	medborgare	cidadán	medborgare	N	N;NOM;INDF;MASC+FEM;PL
cidadás	medborgarna	cidadán	medborgare	N	N;NOM;DEF;MASC+FEM;PL
satisfacer	tillfredsställa	satisfacer	tillfredsställa	V	V;NFIN;ACT
satisfacer	uppfylla	satisfacer	uppfylla	V	V;IMP;FIN;ACT
pioneiros	pionjärer	pioneiro	pionjär	N	N;NOM;INDF;MASC+FEM;PL
esperan	hoppas	esperar	hoppas	V	V;NFIN
esperan	väntar	esperar	vänta	V	V;IND;PRS;FIN;ACT
lémbrome	minns	lémbrome	minnas	V	V;NFIN
brincar	skämtar	brincar	skämta	V	V;IND;PRS;FIN;ACT
brincar	skämtar	brincar	skämta	V	V;IND;PRS;FIN;ACT
lote	parti	lote	parti	N	N;NOM;INDF;NEUT;SG
lote	lot	lote	lot	N	N;NOM;INDF;MASC+FEM;SG
metais	metaller	metal	metall	N	N;NOM;INDF;MASC+FEM;PL
lixeiro	ljust	lixeiro	ljust	ADJ	ADJ;NOM;INDF;NEUT;SG
acumulación	ansamling	acumulación	ansamling	N	N;NOM;INDF;MASC+FEM;SG
manchester	manchester	manchester	manchest	N	N;NOM;INDF;MASC+FEM;PL
raíces	rötterna	raíz	rot	N	N;NOM;DEF;MASC+FEM;PL
raíces	rötter	raíz	rött	N	N;NOM;INDF;MASC+FEM;PL
evidentemente	uppenbarligen	evidente	uppenbarligen	ADV	ADV
tina	tina	tina	tin	N	N;NOM;INDF;MASC+FEM;SG
condena	tid	condena	tid	N	N;NOM;INDF;MASC+FEM;SG
condena	tidpunkt	condena	tidpunkt	N	N;NOM;INDF;MASC+FEM;SG
condena	dags	condena	dags	N	N;MASC+FEM
condena	klockslag	condena	klockslag	N	N;NOM;INDF;NEUT;SG
condena	tiden	condena	tid	N	N;NOM;DEF;MASC+FEM;SG
defunto	död	defunto	död	N	N;NOM;INDF;MASC+FEM;SG
defunto	dead	defunto	dead	N	N;NOM;INDF;MASC+FEM;SG
fuga	lemmar	fugar	lem	N	N;NOM;INDF;MASC+FEM;PL
fuga	extremiteter	fugar	extremitet	N	N;NOM;INDF;MASC+FEM;PL
fuga	lem	fugar	lem	N	N;NOM;INDF;MASC+FEM;SG
fantasma	vagn	fantasma	vagn	N	N;NOM;INDF;MASC+FEM;SG
fantasma	ekipage	fantasma	ekipag	N	N;NOM;INDF;NEUT;SG
fantasma	ghost	fantasma	ghost	N	N;NOM;INDF;MASC+FEM;SG
fantasma	vålnad	fantasma	vålnad	N	N;NOM;INDF;MASC+FEM;SG
fantasma	spöke	fantasma	spöke	N	N;NOM;INDF;NEUT;SG
regrese	backa	regrese	backa	V	V;IMP;FIN;ACT
escapou	undkom	escapar	undkoma	V	V;IMP;PST;FIN;ACT
escapou	flydde	escapar	fly	V	V;IND;PST;FIN;ACT
escapou	rymde	escapar	ryma	V	V;IND;PST;FIN;ACT
tumbas	gravar	tumba	grav	N	N;NOM;INDF;MASC+FEM;PL
amada	älskade	amadar	älskad	ADJ	ADJ;NOM;PL;PST;V.PTCP
amada	älskad	amadar	älskad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
cooperativas	kooperativ	cooperativa	kooperativ	N	N;NOM;INDF;NEUT;SG
cooperativas	kooperativ	cooperativa	kooperativ	N	N;NOM;INDF;NEUT;SG
colgar	häng	colgar	häng	V	V;IMP;FIN;ACT
colgar	hänga	colgar	hänga	V	V;IMP;FIN;ACT
internado	sjukhus	internado	sjukhus	N	N;NOM;INDF;NEUT;SG
internado	sjukhuset	internado	sjukhus	N	N;NOM;DEF;NEUT;SG
pensado	tyckte	pensar	tycka	V	V;IND;PST;FIN;ACT
pensado	trodde	pensar	tro	V	V;IND;PST;FIN;ACT
pensado	tänkte	pensar	tänka	V	V;IND;PST;FIN;ACT
sabas	tabeller	saber	tabell	N	N;NOM;INDF;MASC+FEM;PL
sabas	plåt	saber	plåt	N	N;NOM;INDF;MASC+FEM;SG
sabas	lakan	saber	laka	N	N;NOM;INDF;MASC+FEM;SG
sabas	blad	saber	blad	N	N;NOM;INDF;NEUT;SG
sermón	predikan	sermón	predik	N	N;NOM;INDF;MASC+FEM;SG
barriga	magen	barriga	mage	N	N;NOM;DEF;MASC+FEM;SG
barriga	mage	barriga	mage	N	N;NOM;INDF;MASC+FEM;SG
gustaríalle	gilla	gustaríalle	gilla	V	V;IMP;FIN;ACT
gustaríalle	gillar	gustaríalle	gilla	V	V;IND;PRS;FIN;ACT
gustaríalle	like	gustaríalle	like	V	V;IMP;FIN;ACT
parado	stand	parado	stand	N	N;NOM;INDF;MASC+FEM;SG
esperas	väntan	espera	väntan	N	N;NOM;DEF;MASC+FEM;SG
escravo	slaven	escravo	slav	N	N;NOM;DEF;MASC+FEM;SG
socorro	hjälp	socorro	hjälp	N	N;NOM;INDF;MASC+FEM;SG
mandou	skickas	mandar	skicka	V	V;IND;PRS;FIN;PASS
mandou	skickade	mandar	skicka	V	V;IND;PST;FIN;ACT
seda	siden	sedo	sid	N	N;NOM;DEF;MASC+FEM;SG
seda	silk	sedo	silk	N	N;NOM;INDF;MASC+FEM;SG
seda	silke	sedo	silka	N	N;NOM;INDF;NEUT;SG
secreta	hemlighet	secreta	hemlighet	N	N;NOM;INDF;MASC+FEM;SG
secreta	secret	secreta	sec	N	N;NOM;INDF;MASC+FEM;SG
vido	come	vir	come	N	N;NOM;INDF;MASC+FEM;SG
ombreiro	axeln	ombreiro	axel	N	N;NOM;DEF;MASC+FEM;SG
ombreiro	skuldra	ombreiro	skuldra	N	N;NOM;INDF;MASC+FEM;SG
ombreiro	bog	ombreiro	bog	N	N;NOM;INDF;MASC+FEM;SG
dispararon	sköt	disparar	sköta	V	V;IMP;FIN;ACT
potencia	kraft	potencia	kraft	N	N;NOM;INDF;MASC+FEM;SG
potencia	makt	potencia	makt	N	N;NOM;INDF;MASC+FEM;SG
potencia	power	potencia	power	N	N;NOM;INDF;MASC+FEM;SG
prometo	lova	prometo	lova	V	V;IMP;FIN;ACT
prometo	lovar	prometo	lova	V	V;IND;PRS;FIN;ACT
planos	planer	plano	plan	N	N;NOM;INDF;MASC+FEM;PL
polis	cops	polis	cops	N	N;NOM;INDF;NEUT;SG
polis	poliser	polis	polis	N	N;NOM;INDF;MASC+FEM;PL
seguirá	will	seguir	will	V	V;IMP;FIN;ACT
seguirá	kommer	seguir	komma	V	V;IND;PRS;FIN;ACT
deixaría	låt	deixar	låta	V	V;IMP;FIN;ACT
vervos	see	vervo	see	V	V;IMP;FIN;ACT
vervos	se	vervo	se	V	V;IMP;FIN;ACT
ataques	attacker	ataque	attack	N	N;NOM;INDF;MASC+FEM;PL
ataques	angrepp	ataque	angrepp	N	N;NOM;INDF;NEUT;PL
ataques	attentat	ataque	attentad	N	N;NOM;INDF;NEUT;SG
cometer	begå	cometer	begå	V	V;IMP;FIN;ACT
cometer	arkivera	cometer	arkivera	V	V;IMP;FIN;ACT
escoitaches	hör	escoitaches	höra	V	V;IND;PRS;FIN;ACT
escoitaches	höra	escoitaches	höra	V	V;IMP;FIN;ACT
escoitaches	hörde	escoitaches	höra	V	V;IND;PST;FIN;ACT
escoitaches	hördes	escoitaches	höra	V	V;IND;PST;FIN;PASS
escoitaches	hörs	escoitaches	höra	V	V;IND;FIN;PASS
vendas	försäljning	venda	försäljning	N	N;NOM;INDF;MASC+FEM;SG
pague	betalar	pague	betala	V	V;IND;PRS;FIN;ACT
pague	betala	pague	betala	V	V;IMP;FIN;ACT
levarte	ta	levarte	ta	V	V;IMP;FIN;ACT
sacaches	hämta	sacaches	hämta	V	V;IMP;FIN;ACT
sacaches	skaffa	sacaches	skaffa	V	V;IMP;FIN;ACT
sacaches	gjorde	sacaches	göra	V	V;IND;PST;FIN;ACT
xudea	front	xudea	front	N	N;NOM;INDF;MASC+FEM;SG
xudea	framsidan	xudea	framsida	N	N;NOM;DEF;MASC+FEM;SG
xudea	framsida	xudea	framsida	N	N;NOM;INDF;MASC+FEM;SG
refíreste	medelvärde	refíreste	medelvärde	N	N;NOM;INDF;MASC+FEM;SG
refíreste	mean	refíreste	mean	N	N;NOM;INDF;MASC+FEM;SG
soñando	drömmer	soñar	drömma	V	V;IND;PRS;FIN;ACT
soñando	drömde	soñar	dröma	V	V;IND;PST;FIN;ACT
soñando	drömma	soñar	drömma	V	V;IMP;FIN;ACT
adoro	älska	adoro	älsk	V	V;IMP;FIN;ACT
adoro	älskar	adoro	älska	V	V;IND;PRS;FIN;ACT
xastre	skräddaren	xastre	skräddare	N	N;NOM;DEF;MASC+FEM;SG
xastre	skräddare	xastre	skräddare	N	N;NOM;INDF;MASC+FEM;PL
enxergar	förstår	enxergar	förstå	V	V;IND;PRS;FIN;ACT
enxergar	förstå	enxergar	förstå	V	V;IMP;FIN;ACT
tetas	bröst	teta	bröst	N	N;NOM;INDF;NEUT;SG
boulevard	boulevard	boulevard	boulevard	N	N;NOM;INDF;MASC+FEM;SG
autoestrada	motorväg	autoestrada	motorväg	N	N;NOM;INDF;MASC+FEM;SG
autoestrada	motorvägen	autoestrada	motorväg	N	N;NOM;DEF;MASC+FEM;SG
crucifixión	korsfästelse	crucifixión	korsfästelse	N	N;NOM;INDF;MASC+FEM;SG
serventa	hemhjälp	serventar	hemhjälp	N	N;NOM;INDF;MASC+FEM;SG
serventa	piga	serventar	pig	N	N;NOM;INDF;MASC+FEM;SG
serventa	mö	serventar	mö	N	N;NOM;INDF;MASC+FEM;SG
serventa	jungfru	serventar	jungfru	N	N;NOM;INDF;MASC+FEM;SG
serventa	hembiträde	serventar	hembiträde	N	N;NOM;INDF;NEUT;SG
refuxiados	flykting	refuxiado	flykting	N	N;NOM;INDF;MASC+FEM;SG
refuxiados	flyktingar	refuxiado	flykting	N	N;NOM;INDF;MASC+FEM;PL
viñan	kommer	vir	komma	V	V;IND;PRS;FIN;ACT
viñan	kom	vir	komma	V	V;IMP;FIN;ACT
viñan	kom	vir	komma	V	V;IMP;FIN;ACT
levei	tog	levar	ta	V	V;IND;PST;FIN;ACT
cambian	ändra	cambiar	ändra	V	V;IMP;FIN;ACT
cambian	byt	cambiar	byta	V	V;IMP;FIN;ACT
cambian	byta	cambiar	byta	V	V;NFIN;ACT
honestidade	ärlighet	honestidade	ärlighet	N	N;NOM;INDF;MASC+FEM;SG
granxas	gårdar	granxa	gård	N	N;NOM;INDF;MASC+FEM;PL
granxas	lantbruk	granxa	lantbruk	N	N;NOM;INDF;NEUT;SG
mestra	lärare	mestra	lärare	N	N;NOM;INDF;MASC+FEM;PL
mestra	mästerverk	mestra	mästerverk	N	N;NOM;INDF;NEUT;SG
occidental	västra	occidental	onstra	ADJ	ADJ;NOM;DEF;SG
occidental	västlig	occidental	västlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
occidental	västra	occidental	onstra	ADJ	ADJ;NOM;DEF;SG
representar	representera	representar	representera	V	V;IMP;FIN;ACT
representar	företräda	representar	företräda	V	V;IMP;FIN;ACT
representar	representerar	representar	representera	V	V;IND;PRS;FIN;ACT
actuación	föreställning	actuación	föreställning	N	N;NOM;INDF;MASC+FEM;SG
actuación	performance	actuación	performance	N	N;NOM;INDF;MASC+FEM;SG
actuación	resultat	actuación	resultat	N	N;NOM;INDF;NEUT;SG
actuación	prestanda	actuación	prestanda	N	N;NOM;INDF;MASC+FEM;SG
impresionante	imponerande	impresionante	imponerande	ADJ	ADJ;NOM;PRS;V.PTCP
encaixa	passar	encaixa	passa	V	V;IND;PRS;FIN;ACT
tomaba	tog	tomar	ta	V	V;IND;PST;FIN;ACT
fantasía	fantasi	fantasía	fantasi	N	N;NOM;INDF;MASC+FEM;SG
fantasía	fantasy	fantasía	fantasy	N	N;NOM;INDF;MASC+FEM;SG
vicepresidente	vice	vicepresidente	vice	N	N;NOM;INDF;MASC+FEM;SG
vicepresidente	president	vicepresidente	president	N	N;NOM;DEF;MASC+FEM;SG
vicepresidente	ordförande	vicepresidente	ordförande	N	N;NOM;INDF;MASC+FEM;SG
vicepresidente	ordföranden	vicepresidente	ordförande	N	N;NOM;DEF;MASC+FEM;SG
vicepresidente	talmannen	vicepresidente	talman	N	N;NOM;DEF;MASC+FEM;SG
fase	scen	fase	scen	N	N;NOM;INDF;MASC+FEM;SG
fase	etapp	fase	etapp	N	N;NOM;INDF;MASC+FEM;SG
fase	stadium	fase	stadium	N	N;NOM;INDF;NEUT;SG
fase	skede	fase	skede	N	N;NOM;INDF;NEUT;SG
fase	fas	fase	fas	N	N;NOM;INDF;MASC+FEM;SG
fase	fasen	fase	fas	N	N;NOM;DEF;MASC+FEM;SG
fase	etapp	fase	etapp	N	N;NOM;INDF;MASC+FEM;SG
veredes	see	verede	see	V	V;IMP;FIN;ACT
veredes	se	verede	se	V	V;IMP;FIN;ACT
extraordinario	extraordinära	extraordinario	extraordinär	ADJ	ADJ;NOM;PL
contesta	besvara	contesta	besvara	V	V;IMP;FIN;ACT
contesta	svara	contesta	svara	V	V;IMP;FIN;ACT
preguntoume	frågade	preguntoume	fråga	V	V;IND;PST;FIN;ACT
impedir	stanna	impedir	stanna	V	V;IMP;FIN;ACT
impedir	sluta	impedir	sluta	V	V;IMP;FIN;ACT
impedir	stoppa	impedir	stoppa	V	V;IMP;FIN;ACT
impedir	behåll	impedir	behålla	V	V;IMP;FIN;ACT
congreso	kongressen	congreso	kongress	N	N;NOM;DEF;MASC+FEM;SG
congreso	congress	congreso	congress	N	N;NOM;INDF;MASC+FEM;SG
congreso	kongress	congreso	kongress	N	N;NOM;INDF;MASC+FEM;SG
recibiron	fått	recibir	få	V	V;V.CVB;ACT
recibiron	fick	recibir	få	V	V;IND;PST;FIN;ACT
collen	ta	coller	ta	V	V;IMP;FIN;ACT
béisbol	baseboll	béisbol	baseboll	N	N;NOM;INDF;MASC+FEM;SG
béisbol	baseball	béisbol	baseball	N	N;NOM;INDF;NEUT;SG
electrónico	elektronisk	electrónico	elektronisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
electrónico	elektroniskt	electrónico	elektronisk	ADJ	ADJ;NOM;INDF;NEUT;SG
electrónico	elektroniska	electrónico	elektronisk	ADJ	ADJ;NOM;PL
reto	utmaningen	reto	utmaning	N	N;NOM;DEF;MASC+FEM;SG
reto	challenge	reto	challenge	N	N;NOM;INDF;MASC+FEM;SG
reto	utmaning	reto	utmaning	N	N;NOM;INDF;MASC+FEM;SG
postura	hållningen	postura	hållning	N	N;NOM;DEF;MASC+FEM;SG
postura	hållning	postura	hållning	N	N;NOM;INDF;MASC+FEM;SG
postura	ställning	postura	ställning	N	N;NOM;INDF;MASC+FEM;SG
postura	position	postura	position	N	N;NOM;INDF;MASC+FEM;SG
postura	ståndpunkt	postura	ståndpunkt	N	N;NOM;INDF;MASC+FEM;SG
postura	befattning	postura	befattning	N	N;NOM;INDF;MASC+FEM;SG
interacción	samspel	interacción	samspel	N	N;NOM;INDF;NEUT;SG
interacción	interaktion	interacción	interaktion	N	N;NOM;INDF;MASC+FEM;SG
interacción	växelverkan	interacción	växelverkan	N	N;NOM;INDF;MASC+FEM;SG
interacción	samverkan	interacción	samverkan	N	N;NOM;INDF;MASC+FEM;SG
despedida	farväl	despedir	farväl	N	N;NOM;INDF;NEUT;SG
convencer	övertyga	convencer	övertyga	V	V;IMP;NFIN;ACT
convencer	övertygar	convencer	övertyga	V	V;IND;PRS;FIN;ACT
ego	ego	ego	ego	N	N;NOM;INDF;NEUT;SG
prioridades	prioriteringar	prioridade	prioritering	N	N;NOM;INDF;MASC+FEM;PL
largo	get	largo	ge	N	N;NOM;INDF;MASC+FEM;SG
largo	out	largo	out	N	N;NOM;INDF;MASC+FEM;SG
experto	experten	experto	expert	N	N;NOM;DEF;MASC+FEM;SG
experto	sakkunnig	experto	sakkunnig	N	N;NOM;INDF;MASC+FEM;SG
experto	expert	experto	expert	N	N;NOM;INDF;MASC+FEM;SG
referencia	hänvisning	referencia	hänvisning	N	N;NOM;INDF;MASC+FEM;SG
referencia	referens	referencia	referens	N	N;NOM;INDF;MASC+FEM;SG
tiveses	had	ter	had	V	V;IMP;FIN;ACT
tiveses	hadde	ter	ha	V	V;IND;PST;FIN;ACT
tiveses	hade	ter	ha	V	V;IND;PST;FIN;ACT
tiveses	haft	ter	ha	V	V;V.CVB;ACT
necesitaba	behövdes	necesitar	behöva	V	V;IND;PST;FIN;PASS
necesitaba	behövs	necesitar	behöva	V	V;IND;PRS;FIN;PASS
necesitaba	behövde	necesitar	behöva	V	V;IND;PST;FIN;ACT
gafas	glasögon	gafo	glasögon	N	N;NOM;INDF;NEUT;PL
secreto	hemlighet	secreto	hemlighet	N	N;NOM;INDF;MASC+FEM;SG
secreto	secret	secreto	sec	N	N;NOM;INDF;MASC+FEM;SG
pavos	kalkoner	pavo	kalkon	N	N;NOM;INDF;MASC+FEM;PL
pavos	kalkon	pavo	kalkon	N	N;NOM;INDF;MASC+FEM;SG
pavos	spänn	pavo	spänna	N	N;NOM;INDF;NEUT;SG
verdadeiros	verklig	verdadeiro	verklig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
verdadeiros	äkta	verdadeiro	äkta	ADJ	ADJ;NOM
verdadeiros	verkligt	verdadeiro	verklig	ADJ	ADJ;NOM;INDF;NEUT;SG
verdadeiros	riktig	verdadeiro	riktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
verdadeiros	sann	verdadeiro	sann	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
similares	likartade	similar	likartad	ADJ	ADJ;NOM;PL
similares	liknande	similar	liknande	ADJ	ADJ;NOM;PRS;V.PTCP
desafío	utmaningen	desafío	utmaning	N	N;NOM;DEF;MASC+FEM;SG
desafío	challenge	desafío	challenge	N	N;NOM;INDF;MASC+FEM;SG
desafío	utmaning	desafío	utmaning	N	N;NOM;INDF;MASC+FEM;SG
desafío	defiance	desafío	defiance	N	N;NOM;INDF;NEUT;SG
capturar	fånga	capturar	fånga	V	V;IMP;FIN;ACT
profundidade	djup	profundidade	djup	N	N;NOM;INDF;MASC+FEM;SG
profundidade	djupet	profundidade	djup	N	N;NOM;DEF;NEUT;SG
profundidade	djup	profundidade	djup	N	N;NOM;INDF;MASC+FEM;SG
profundidade	deep	profundidade	deep	N	N;NOM;INDF;NEUT;SG
capas	lager	capa	lag	N	N;NOM;INDF;MASC+FEM;PL
capas	skikt	capa	skikt	N	N;NOM;INDF;NEUT;SG
capas	guld	capa	guld	N	N;NOM;INDF;NEUT;SG
utiliza	använda	utilizar	använda	V	V;IMP;FIN;ACT
utiliza	använd	utilizar	använda	V	V;IMP;FIN;ACT
virán	kommer	virán	komma	V	V;IND;PRS;FIN;ACT
virán	kom	virán	komma	V	V;IMP;FIN;ACT
operar	operera	operar	operera	V	V;IMP;FIN;ACT
orientais	östra	oriental	östra	ADJ	ADJ;NOM;DEF;SG
orientais	östlig	oriental	östlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
adolescente	tonåring	adolescente	tonåring	N	N;NOM;INDF;MASC+FEM;SG
nalgures	nånstans	nalgures	nånstans	ADV	ADV
nalgures	någonstans	nalgures	någonstans	ADV	ADV
maquinaria	maskineri	maquinaria	maskineri	N	N;NOM;INDF;NEUT;SG
maquinaria	maskiner	maquinaria	maskin	N	N;NOM;INDF;MASC+FEM;PL
maquinaria	machine	maquinaria	machine	N	N;NOM;INDF;NEUT;SG
maquinaria	maskin	maquinaria	maskin	N	N;NOM;INDF;MASC+FEM;SG
renda	hyran	renda	hyra	N	N;NOM;DEF;MASC+FEM;SG
renda	inkomster	renda	inkomst	N	N;NOM;INDF;MASC+FEM;PL
renda	intäkter	renda	intäkt	N	N;NOM;INDF;MASC+FEM;PL
renda	inkomst	renda	inkomst	N	N;NOM;INDF;MASC+FEM;SG
sexamos	låt	sexar	låta	V	V;IMP;FIN;ACT
admitir	erkänna	admitir	erkänna	V	V;IMP;FIN;ACT
