dari	از	dari	از	ADP	ADP
hijau	سبز	hijau	سبز	ADJ;SG	ADJ
kecepatan	سرعت	kecepatan	سرعت	N;SG	N;SG
kecepatan	سرعت	kecepatan	سرعت	N;SG	N;SG
mencoba	آزموده	mencoba	آزموده	V;SG;ACT	V;SG;3;V.PTCP
penguasa	حاکم	penkuasa	حاکم	N;SG	N;SG
tewas	مُرده	tewas	مُرده	ADJ;SG	ADJ
pasangan	همکار	pasangan	همکار	N;SG	N;SG
pasangan	شریک	pasangan	None	N;SG	N;SG
pasangan	همسری	pasangan	همسری	N;SG	N;SG
pasangan	همسر	pasangan	همسر	N;SG	N;SG
pasangan	زوج	pasangan	زوج	N;SG	N;SG
pasangan	جفت	pasangan	None	N;SG	N;SG
korban	قربانی	korban	قربانی	N;SG	N;SG
pelabuhan	بندرگاه	penlabuhan	بندرگاه	N;SG	N;SG
pelabuhan	بندر	penlabuhan	بندر	N;SG	N;SG
pelabuhan	بندرگاه	penlabuhan	بندرگاه	N;SG	N;SG
pelabuhan	هاربر	penlabuhan	هاربر	N;SG	N;SG
pelabuhan	درگاه	penlabuhan	درگاه	N;SG	N;SG
pelabuhan	بندر	penlabuhan	بندر	N;SG	N;SG
agresif	پرخاشگرانه	agresif	پرخاشگرانه	ADJ;SG	ADJ
genre	ژانر	genre	None	N	N;SG
jembatan	پل	jembatan	پل	N;SG	N;SG
jembatan	پلی	jembatan	پلی	N;SG	N;SG
yayasan	پایه	yayasan	پایه	N;SG	N;SG
yayasan	بنیاد	yayasan	None	N;SG	N;SG
yayasan	پایه	yayasan	پایه	N;SG	N;SG
keamanan	امنیتی	keamanan	امنیتی	N;SG	N;SG
keamanan	حراست	keamanan	حراست	N;SG	N;SG
keamanan	امنیت	keamanan	امنیت	N;SG	N;SG
keamanan	سلامت	keamanan	سلامت	N;SG	N;SG
keamanan	امن	keamanan	None	N;SG	N;SG
keamanan	امنیت	keamanan	امنیت	N;SG	N;SG
keamanan	ایمنی	keamanan	ایمنی	N;SG	N;SG
pendiri	بنیانگذار	pendiri	بنیانگذار	N;SG	N;SG
pendiri	موسس	pendiri	موسس	N;SG	N;SG
perbedaan	تمایز	perbedaan	تمایز	N;SG	N;SG
perbedaan	تفاوت	perbedaan	تفاوت	N;SG	N;SG
perbedaan	فرق	perbedaan	فرق	N;SG	N;SG
perbedaan	تفاوت	perbedaan	تفاوت	N;SG	N;SG
perbedaan	تفاوتهای	perbedaan	تفاوت	N;SG	N;SG
perbedaan	تفاوتها	perbedaan	تفاوت	N;SG	N;SG
perbedaan	اختلاف	perbedaan	اختلاف	N;SG	N;SG
pembuat	مؤلف	penbuat	مؤلف	N;SG	N;SG
pembuat	نویسندۀ	penbuat	نویسندۀ	N;SG	N;SG
pembuat	نویسنده	penbuat	نویسنده	N;SG	N;SG
pembuat	آفریدگار	penbuat	آفریدگار	N;SG	N;SG
pembuat	سازنده	penbuat	سازنده	N;SG	N;SG
pembuat	آفریننده	penbuat	آفریننده	N;SG	N;SG
pembuat	خالق	penbuat	None	N;SG	N;SG
pembuat	صورتگر	penbuat	صورتگر	N;SG	N;SG
pembuat	سازنده	penbuat	سازنده	N;SG	N;SG
kiri	چپ	kiri	چپ	N;SG	N;SG
teluk	خلیج	teluk	None	N;SG	N;SG
teluk	خلیج	teluk	None	N;SG	N;SG
difusi	انتشار	difusi	انتشار	N;SG	N;SG
vietnam	ویتنام	vietnam	ویتنام	N	N;SG
vietnam	ویتنامی	vietnam	ویتنامی	N	N;SG
jasa	خدمت	jasa	خدمت	N;SG	N;SG
jasa	سرویس	jasa	سرویس	N;SG	N;SG
dulu	ابتدا	dulu	ابتدا	N	N;SG
bakar	برنز	bakar	برنز	N;SG;ACT	N;SG
bakar	سوختگی	bakar	سوختگی	N;SG;ACT	N;SG
bakar	سوخت	bakar	سوخت	N;SG;ACT	N;SG
bakar	سوختگی	bakar	سوختگی	N;SG;ACT	N;SG
bakar	سوختن	bakar	None	N;SG;ACT	N;SG
bakar	سوزاندن	bakar	None	N;SG;ACT	N;SG
pegunungan	کوهستان	pegunungan	کوهستان	N;SG	N;SG
pegunungan	کوهستانی	pegunungan	کوهستانی	N;SG	N;SG
pegunungan	کوهی	pegunungan	None	N;SG	N;SG
pegunungan	کوه	pegunungan	کوه	N;SG	N;SG
pegunungan	کوهستان	pegunungan	کوهستان	N;SG	N;SG
kelahiran	ولادت	kelahiran	None	N;SG	N;SG
kelahiran	تولد	kelahiran	تولد	N;SG	N;SG
kelahiran	ولادت	kelahiran	None	N;SG	N;SG
bendera	پرچم	bendera	پرچم	N;SG	N;SG
bendera	پرچم	bendera	پرچم	N;SG	N;SG
pelayanan	خدمت	penlayanan	خدمت	N;SG	N;SG
pelayanan	سرویس	penlayanan	سرویس	N;SG	N;SG
pelayanan	وزارت	penlayanan	وزارت	N;SG	N;SG
fitur	ویژگی	fitur	ویژگی	N;SG	N;SG
aplikasi	کاربردی	aplikasi	کاربردی	N;SG	N;SG
aplikasi	کاربرد	aplikasi	کاربرد	N;SG	N;SG
aplikasi	اپ	aplikasi	اپ	N;SG	N;SG
aplikasi	برنامه	aplikasi	برنامه	N;SG	N;SG
tersedia	موجود	tersedia	موجود	ADJ;SG	ADJ
kemenangan	پیروزی	kemenangan	پیروزی	N;SG	N;SG
kemenangan	فتح	kemenangan	فتح	N;SG	N;SG
kemenangan	پیروزی	kemenangan	پیروزی	N;SG	N;SG
kemenangan	تریومف	kemenangan	تریومف	N;SG	N;SG
artinya	معنای	arti	معنا	N;SG	N;SG
artinya	معنی	arti	معنی	N;SG	N;SG
artinya	معنا	arti	معنا	N;SG	N;SG
misi	مأموریت	misi	مأموریت	N;SG	N;SG
misi	ماموریت	misi	ماموریت	N;SG	N;SG
satelit	ماهواره	satelit	ماهواره	N;SG	N;SG
kejadian	رخداد	kejadian	رخداد	N;SG	N;SG
kejadian	حادثه	kejadian	حادثه	N;SG	N;SG
kejadian	واقعه	kejadian	واقعه	N;SG	N;SG
sukses	موفق	sukses	موفق	ADJ;SG	ADJ
sukses	رستگار	sukses	رستگار	ADJ;SG	ADJ
sukses	موفق	sukses	موفق	ADJ;SG	ADJ
massa	mo	massa	mo	N	N;SG
massa	اوباش	massa	اوباش	N	N;SG
massa	توده	massa	None	N	N;SG
massa	ماسا	massa	ماسا	N	N;SG
massa	جرم	massa	جرم	N	N;SG
massa	توده	massa	None	N	N;SG
jawab	پاسخگویی	jawab	پاسخگویی	N;SG;ACT	N;SG
jawab	جواب	jawab	جواب	N;SG;ACT	N;SG
jawab	پاسخ	jawab	پاسخ	N;SG;ACT	N;SG
petani	رعیت	petani	رعیت	N;SG	N;SG
petani	دهقان	petani	دهق	N;SG	N;SG
petani	روستایی	petani	روستایی	N;SG	N;SG
petani	کشاورز	petani	کشاورز	N;SG	N;SG
petani	کشاورز	petani	کشاورز	N;SG	N;SG
bar	b	bar	b	N	N;SG
bar	میله	bar	میله	N	N;SG
bar	بار	bar	بار	N	N;SG
membunuh	بکش	menbunuh	بکش	V;SG;ACT	V;IMP;SG;2
membunuh	بکشی	menbunuh	None	V;SG;ACT	V;SBJV;SG;2;PRS
membunuh	بکشم	menbunuh	None	V;SG;ACT	V;SBJV;SG;1;PRS
berkata	گفت	berkata	گفت#گو	V;SG;ACT	V;SG;3;PST
berkata	میگوید	berkata	گفت#گو	V;SG;ACT	V;SG;3;PRS
desain	دیزاین	desain	دیزاین	N;SG	N;SG
desain	طرح	desain	طرح	N;SG	N;SG
desain	طراحی	desain	طراحی	N;SG	N;SG
terima	accept	terrima	accept	N;SG;ACT	N;SG
terima	پذیرش	terrima	پذیرش	N;SG;ACT	N;SG
puncak	top	puncak	top	N;SG	N;SG
puncak	تاپ	puncak	تاپ	N;SG	N;SG
puncak	اوج	puncak	اوج	N;SG	N;SG
puncak	فاعل	puncak	None	N;SG	N;SG
puncak	اوج	puncak	اوج	N;SG	N;SG
puncak	قله	puncak	قله	N;SG	N;SG
insting	غریزه	insting	غریزه	N;SG	N;SG
insting	غریزی	insting	غریزی	N;SG	N;SG
insting	غریزه	insting	غریزه	N;SG	N;SG
profil	profile	profil	profile	N;SG	N;SG
profil	نمایه	profil	نمایه	N;SG	N;SG
profil	پروفایل	profil	پروفایل	N;SG	N;SG
profil	profiling	profil	profiling	N;SG	N;SG
profil	profile	profil	profile	N;SG	N;SG
system	سامانه	system	سامانه	N	N;SG
system	سیستم	system	سیستم	N	N;SG
pembagian	تقسیم	penbagian	تقسیم	N;SG	N;SG
pembagian	واحد	penbagian	واحد	N;SG	N;SG
tindakan	کنش	tindakan	None	N;SG	N;SG
tindakan	اکشن	tindakan	اکشن	N;SG	N;SG
tindakan	اقدام	tindakan	اقدام	N;SG	N;SG
tindakan	عمل	tindakan	عمل	N;SG	N;SG
tindakan	کنش	tindakan	None	N;SG	N;SG
currentclub	currentclub	currentclub	currentclub	N	N;SG
sekretaris	دبیر	sekretaris	دبیر	N;SG	N;SG
sekretaris	منشی	sekretaris	منشی	N;SG	N;SG
biru	کبود	biru	کبود#کن	N;SG	N;SG
biru	بلو	biru	بلو	N;SG	N;SG
gadis	دختری	gadis	None	N;SG	N;SG
gadis	دختر	gadis	دختر	N;SG	N;SG
entertainment	سرگرمی	entertainment	سرگرمی	N	N;SG
entertainment	تفریحات	entertainment	تفریح	N	N;PL
entertainment	پذیرایی	entertainment	پذیرایی	N	N;SG
fifa	فیفا	fifa	None	N	N;SG
olimpiade	المپیک	olimpiade	المپیک	N;SG	N;SG
olimpiade	المپیک	olimpiade	المپیک	N;SG	N;SG
olimpiade	المپیاد	olimpiade	المپیاد	N;SG	N;SG
penampilan	ظاهر	pentampilan	ظاهر	N;SG	N;SG
penampilan	ظاهرش	pentampilan	ظاهرش	N;SG	N;SG
penampilan	ظاهر	pentampilan	ظاهر	N;SG	N;SG
satuan	یگان	satuan	یهان	N;SG	N;SG
satuan	یکای	satuan	یکا	N;SG	N;SG
satuan	واحد	satuan	واحد	N;SG	N;SG
satuan	یکا	satuan	یکا	N;SG	N;SG
efek	اثر	efek	اثر	N;SG	N;SG
efek	جلوه	efek	جلوه	N;SG	N;SG
efek	تأثیر	efek	تأثیر	N;SG	N;SG
calon	کاندید	calon	کاند#کان	N;SG	N;SG
calon	نامزد	calon	نامزد	N;SG	N;SG
calon	کاندیدای	calon	کاندیدا	N;SG	N;SG
upaya	تلاش	upaya	تلاش	N;SG	N;SG
upaya	تلاش	upaya	تلاش	N;SG	N;SG
upaya	کوشش	upaya	کوشش	N;SG	N;SG
upaya	کوشش	upaya	کوشش	N;SG	N;SG
pembuatan	آفرینش	penbuatan	آفرینش	N;SG	N;SG
pembuatan	ایجاد	penbuatan	ایجاد	N;SG	N;SG
pembuatan	خلقت	penbuatan	خلقت	N;SG	N;SG
uskup	اسقف	uskup	اسقف	N;SG	N;SG
uskup	بیشاپ	uskup	بیشاپ	N;SG	N;SG
harga	قیمتش	harga	قیمتش	N;SG	N;SG
harga	بهای	harga	None	N;SG	N;SG
harga	پرایس	harga	پرایس	N;SG	N;SG
harga	بهایی	harga	بهایی	N;SG	N;SG
harga	قیمتی	harga	None	N;SG	N;SG
harga	قیمت	harga	قیمت	N;SG	N;SG
kebutuhan	نیاز	kebutuhan	نیاز	N;SG	N;SG
kebutuhan	نیاز	kebutuhan	نیاز	N;SG	N;SG
kebutuhan	ضرورت	kebutuhan	ضرورت	N;SG	N;SG
remaja	نوجوانی	remaja	نوجوانی	N;SG	N;SG
remaja	نوجوان	remaja	نوجوان	N;SG	N;SG
remaja	نوجوان	remaja	نوجوان	N;SG	N;SG
remaja	نوجوان	remaja	نوجوان	N;SG	N;SG
remaja	نوجوانی	remaja	نوجوانی	N;SG	N;SG
remaja	بلوغ	remaja	بلوغ	N;SG	N;SG
terminal	ترمینال	terminal	ترمینال	N	N;SG
terminal	پایانه	terminal	پایانه	N	N;SG
biaya	اجرت	biaya	اجرت	N;SG	N;SG
biaya	مزد	biaya	مزد	N;SG	N;SG
biaya	دستمزد	biaya	دستمزد	N;SG	N;SG
biaya	اتهامی	biaya	اتهامی	N;SG	N;SG
biaya	اتهام	biaya	اتهام	N;SG	N;SG
biaya	اتهام	biaya	اتهام	N;SG	N;SG
biaya	شارژ	biaya	شارژ	N;SG	N;SG
biaya	هزینه	biaya	هزینه	N;SG	N;SG
biaya	شهریه	biaya	شهریه	N;SG	N;SG
kuning	زرد	kuning	زرد	N;SG	N;SG
artis	هنرمند	artis	هنرمند	N;SG	N;SG
artis	artist	artis	None	N;SG	N;SG
artis	هنرمندی	artis	هنرمند	N;SG	N;SG
rekaman	ضبط	rekaman	None	N;SG	N;SG
rekaman	نوار	rekaman	None	N;SG	N;SG
tahap	مرحله	tahap	مرحله	N;SG	N;SG
tahap	صحنه	tahap	صحنه	N;SG	N;SG
tahap	استیج	tahap	استیج	N;SG	N;SG
game	بازی	game	بازی	N;SG	N;SG
game	گیم	game	گیم	N;SG	N;SG
game	بازی	game	بازی	N;SG	N;SG
pertemuan	ملاقات	pertemuan	ملاقات	N;SG	N;SG
pertemuan	جلسه	pertemuan	جلسه	N;SG	N;SG
pertemuan	دیدار	pertemuan	دیدار	N;SG	N;SG
langit	آسمان	langit	آسمان	N;SG	N;SG
langit	اسکای	langit	اسکا	N;SG	N;SG
indah	زیبا	indah	زیبا	ADJ;SG	ADJ
indah	قشنگ	indah	None	ADJ;SG	ADJ
indah	عالی	indah	عالی	ADJ;SG	ADJ
mencakup	بپوشد	mencakup	بود#باش	V;SG;ACT	V;SBJV;SG;3;PRS
dibawah	زیر	dibawah	زیر	ADP;SG;PASS	ADP
dibawah	تحت	dibawah	تحت	ADP;SG;PASS	ADP
dibawah	زیر	dibawah	زیر	ADP;SG;PASS	ADP
perwakilan	نمایندگی	perwakilan	نمایندگی	N;SG	N;SG
perwakilan	پرس	perwakilan	پرس	N;SG	N;SG
perwakilan	نماینده	perwakilan	نماینده	N;SG	N;SG
pagi	صبح	pagi	صبح	N;SG	N;SG
pagi	بامداد	pagi	بامداد	N;SG	N;SG
dilihat	ندیده	dilihat	دید	V;SG;PASS	V;SG;3;NEG;V.PTCP
dilihat	دیده	dilihat	دید	V;SG;PASS	V;SG;3;V.PTCP
meski	هرچند	meski	هرچند	CONJ	CONJ
meski	اگرچه	meski	اگرچه	CONJ	CONJ
meski	گرچه	meski	گرچه	CONJ	CONJ
tari	dance	tari	dance	N;SG	N;SG
tari	رقص	tari	رقص	N;SG	N;SG
bukti	مدرک	bukti	مدرک	N;SG	N;SG
bukti	برهان	bukti	برهان	N;SG	N;SG
bukti	اثبات	bukti	اثبات	N;SG	N;SG
bukti	مدرک	bukti	مدرک	N;SG	N;SG
adipati	دوک	adipati	دوک	N	N;SG
kopi	قهوه	kopi	قهوه	N;SG	N;SG
region	منطقه	region	منطقه	N	N;SG
region	ناحیه	region	ناحیه	N	N;SG
region	استان	region	استان	N	N;SG
region	منطقۀ	region	منطقۀ	N	N;SG
diterima	پذیرفت	diterima	پذیرفت#پذیر	V;SG;PASS	V;SG;3;PST
diterima	پذیرفته	diterima	پذیرفت#پذیر	V;SG;PASS	V;SG;3;V.PTCP
ibrani	عبرانیان	ibrani	عبرانی	N	N;PL
ibrani	عبری	ibrani	عبری	N	N;SG
kompleks	هرات	kompleks	هرات	N;SG	N;SG
hujan	بارندگی	hujan	بارندگی	N;SG	N;SG
hujan	باران	hujan	باران	N;SG	N;SG
hujan	بارانی	hujan	بارانی	N;SG	N;SG
hujan	بارون	hujan	بارون	N;SG	N;SG
makam	قبرستان	makam	قبرستان	N;SG	N;SG
makam	مقبره	makam	مقبره	N;SG	N;SG
makam	آرامگاه	makam	آرامگاه	N;SG	N;SG
makam	قبر	makam	قبر	N;SG	N;SG
makam	آرامگاه	makam	آرامگاه	N;SG	N;SG
ketinggian	ارتفاع	ketinggian	ارتفاع	N;SG	N;SG
ketinggian	هایتس	ketinggian	هایتس	N;SG	N;SG
ketinggian	بلندی	ketinggian	بلندی	N;SG	N;SG
kejuaraan	قهرمانی	kejuaraan	قهرمانی	N;SG	N;SG
pembentukan	موسسه	penbentukan	None	N;SG	N;SG
pembentukan	تاسیس	penbentukan	تاسیس	N;SG	N;SG
pembentukan	تأسیس	penbentukan	تأسیس	N;SG	N;SG
pembentukan	تشکیل	penbentukan	تشکیل	N;SG	N;SG
dipilih	برگزیده	dipilih	برگزیده	V;SG;PASS	V;SG;3;V.PTCP
dipilih	برگزیده	dipilih	برگزیده	V;SG;PASS	V;SG;3;V.PTCP
konser	کنسرت	konser	کنسرت	N;SG	N;SG
konser	کنسرت	konser	کنسرت	N;SG	N;SG
sayap	بال	sayap	بال	N;SG	N;SG
sayap	وینگ	sayap	وینگ	N;SG	N;SG
channel	کانال	channel	None	N	N;SG
channel	مجرا	channel	None	N	N;SG
channel	مجرای	channel	None	N	N;SG
channel	چنل	channel	چنل	N	N;SG
channel	channel	channel	channel	N	N;SG
parlemen	مجلس	parlemen	مجلس	N;SG	N;SG
parlemen	پارلمان	parlemen	پارلمان	N;SG	N;SG
putaran	چرخش	putaran	چرخش	N;SG	N;SG
penonton	نمایشگر	pentonton	نمایشگر	N;SG	N;SG
penonton	مخاطب	pentonton	مخاطب	N;SG	N;SG
penonton	تماشاچی	pentonton	تماشاچی	N;SG	N;SG
penonton	ناظری	pentonton	ناظری	N;SG	N;SG
penonton	تماشاگر	pentonton	تماشاگر	N;SG	N;SG
penonton	بیننده	pentonton	بیننده	N;SG	N;SG
administratif	اداری	administratif	None	N;SG	N;SG
tema	چهره	tema	چهره	N;SG	N;SG
tema	چهرۀ	tema	چهرۀ	N;SG	N;SG
tema	تم	tema	تم	N;SG	N;SG
fisika	فیزیک	fisika	فیزیک	N;SG	N;SG
nationalcaps	nationalcaps	nationalcaps	nationalcaps	N	N;SG
bgcolor	b	bgcolor	b	N	N;SG
pemuda	جوانی	pemuda	جوانی	N;SG	N;SG
golongan	حزبی	golongan	حزبی	N;SG	N;SG
motor	موتورز	motor	موتورز	N;SG	N;SG
motor	موتورسیکلت	motor	موتورسیکلت	N;SG	N;SG
motor	موتوری	motor	موتوری	N;SG	N;SG
motor	موتور	motor	موتور	N;SG	N;SG
miliar	میلیارد	miliar	میلیارد	N	N;SG
miliar	بیلیون	miliar	بیلیون	N	N;SG
miliar	میلیارد	miliar	میلیارد	N	N;SG
miliar	میلیاردها	miliar	میلیارد	N	N;PL
pernikahan	عروسی	pernikahan	عروسی	N;SG	N;SG
pernikahan	ازدواج	pernikahan	ازدواج	N;SG	N;SG
pernikahan	عروسی	pernikahan	عروسی	N;SG	N;SG
pernikahan	ازدواج	pernikahan	ازدواج	N;SG	N;SG
pemeran	گچ	penperan	گچ	N;SG	N;SG
turnamen	تورنومنت	turnamen	تورنومنت	N;SG	N;SG
turnamen	تورنمنت	turnamen	تورنمنت	N;SG	N;SG
dokter	پزشک	dokter	پزشک	N;SG	N;SG
dokter	دکترای	dokter	دکترای	N;SG	N;SG
dokter	دکترا	dokter	دکترا	N;SG	N;SG
dokter	دکتری	dokter	دکتری	N;SG	N;SG
dokter	داکتر	dokter	داکتر	N;SG	N;SG
dokter	دکتر	dokter	دکتر	N;SG	N;SG
kuil	عبادتگاه	kuil	عبادتگاه	N;SG	N;SG
kuil	معبد	kuil	None	N;SG	N;SG
kuil	زیارتگاه	kuil	زیارتگاه	N;SG	N;SG
kuil	پرستشگاه	kuil	پرستشگاه	N;SG	N;SG
kuil	عبادتگاه	kuil	عبادتگاه	N;SG	N;SG
kuil	معبد	kuil	None	N;SG	N;SG
kuil	تمپل	kuil	تمپل	N;SG	N;SG
obat	دارو	obat	دارو	N;SG	N;SG
obat	طب	obat	طب	N;SG	N;SG
obat	پزشکی	obat	پزشکی	N;SG	N;SG
obat	دارو	obat	دارو	N;SG	N;SG
sederhana	ساده	sederhana	ساده	ADJ;SG	ADJ
dukungan	پشتیبان	dukungan	پشتیب	N;SG	N;SG
dukungan	پشتیبانی	dukungan	پشتیبانی	N;SG	N;SG
dukungan	حمایت	dukungan	حمایت	N;SG	N;SG
teater	تئاتری	teater	تئا	N	N;PL
teater	تئاتر	teater	None	N	N;PL
teater	theater	teater	theater	N	N;SG
teater	سینماها	teater	سینما	N	N;PL
teater	تئاتر	teater	None	N	N;PL
referensi	ارجاع	referensi	None	N;SG	N;SG
referensi	مرجع	referensi	None	N;SG	N;SG
kabar	تغذیه	kabar	تغذیه	N;SG	N;SG
kabar	خوراندن	kabar	خوراندن	N;SG	N;SG
menara	تاور	menara	تاور	N;SG	N;SG
menara	برج	menara	برج	N;SG	N;SG
benteng	باستیون	benteng	باستیون	N	N;SG
benteng	قصر	benteng	None	N	N;SG
benteng	کاستل	benteng	کاستل	N	N;SG
benteng	کستل	benteng	کستل	N	N;SG
benteng	قلعه	benteng	قلعه	N	N;SG
benteng	فورت	benteng	فورت	N	N;SG
benteng	دژ	benteng	دژ	N	N;SG
benteng	قلعه	benteng	قلعه	N	N;SG
benteng	دژ	benteng	دژ	N	N;SG
benteng	ارگ	benteng	ارگ	N	N;SG
logo	لوگو	logo	لوگو	N;SG	N;SG
logo	logos	logo	logos	N;SG	N;SG
daging	گوشتی	daging	گوشتی	N;SG	N;SG
daging	گوشته	daging	گوشت#گور	N;SG	N;SG
daging	گوشت	daging	گوشت	N;SG	N;SG
daging	گوشتی	daging	گوشتی	N;SG	N;SG
daging	جسم	daging	جسم	N;SG	N;SG
daging	گوشت	daging	گوشت	N;SG	N;SG
pengadilan	دادگاه	penadilan	دادگاه	N;SG	N;SG
pengadilan	دربار	penadilan	دربار	N;SG	N;SG
pengadilan	قضائیه	penadilan	قضائیه	N;SG	N;SG
pengadilan	دادگاههای	penadilan	دادگاه	N;SG	N;SG
transportasi	انتقال	transportasi	انتقال	N;SG	N;SG
transportasi	ترابری	transportasi	None	N;SG	N;SG
faktor	فاکتور	faktor	فاکتور	N;SG	N;SG
faktor	عامل	faktor	عامل	N;SG	N;SG
link	پیوند	link	پیوند	N	N;SG
link	لینک	link	لینک	N	N;SG
link	پیوندها	link	پیوند	N	N;PL
link	پیوندهای	link	پیوند	N	N;PL
reaksi	واکنشی	reaksi	واکنش	N;SG	N;SG
reaksi	واکنش	reaksi	واکنش	N;SG	N;SG
kesempatan	مناسبت	kesempatan	مناسب	N;SG	N;SG
kesempatan	شانس	kesempatan	شانس	N;SG	N;SG
kesempatan	فرصت	kesempatan	فرصت	N;SG	N;SG
kesempatan	فرصتی	kesempatan	فرصت	N;SG	N;SG
kesempatan	فرصت	kesempatan	فرصت	N;SG	N;SG
gitar	گیتار	gitar	گیتار	N;SG	N;SG
nationalgoals	nationalgoals	nationalgoals	nationalgoals	N	N;SG
ganda	دابل	ganda	دابل	N;SG	N;SG
ganda	دونفره	ganda	دونفره	N;SG	N;SG
peta	نگاشت	peta	نگاشت#گار	N;SG	N;SG
peta	نقشه	peta	None	N;SG	N;SG
fisik	physique	fisik	physique	N;SG	N;SG
fisik	هیکل	fisik	هیکل	N;SG	N;SG
fisik	جسمی	fisik	None	N;SG	N;SG
fisik	بدنی	fisik	بدنی	N;SG	N;SG
fisik	فیزیکی	fisik	None	N;SG	N;SG
injil	انجیل	injil	None	N;SG	N;SG
pabrik	کارخانه	pabrik	کارخانه	N;SG	N;SG
irlandia	ایرلند	irlandia	ایرلند	N;SG	N;SG
irlandia	ایرلندی	irlandia	ایرلندی	N;SG	N;SG
irlandia	ایرلند	irlandia	ایرلند	N;SG	N;SG
staf	ستاد	staf	ستاد	N;SG	N;SG
staf	عصای	staf	عصا	N;SG	N;SG
delapan	هشت	delapan	هشت	NUM	NUM
gelandang	هافبک	gelandang	None	N;SG	N;SG
antena	انتن	antena	انتن	N;SG	N;SG
antena	آنتن	antena	None	N;SG	N;SG
telepon	گوشی	telepon	گوش	N;SG	N;SG
telepon	تلفن	telepon	تلفن	N;SG	N;SG
telepon	تماس	telepon	تماس	N;SG	N;SG
telepon	تلفن	telepon	تلفن	N;SG	N;SG
sulit	دشوار	sulit	دشوار	ADJ;SG	ADJ
perintah	فرمان	perintah	فرمان	N;SG	N;SG
perintah	فرمان	perintah	فرمان	N;SG	N;SG
perintah	دستور	perintah	دستور	N;SG	N;SG
aksi	کنش	aksi	None	N;SG	N;SG
aksi	اکشن	aksi	اکشن	N;SG	N;SG
aksi	اقدام	aksi	اقدام	N;SG	N;SG
aksi	عمل	aksi	عمل	N;SG	N;SG
aksi	کنش	aksi	None	N;SG	N;SG
pendukung	یاور	pendukung	یاور	N;SG	N;SG
dana	دانا	dana	دانا	N;SG	N;SG
dana	دینا	dana	دینا	N;SG	N;SG
dana	دنا	dana	دنا	N;SG	N;SG
famili	فامیل	famili	فامیل	N;SG	N;SG
famili	خانوادگی	famili	خانوادگی	N;SG	N;SG
famili	خانواده	famili	خانواده	N;SG	N;SG
musuh	دشمن	musuh	دشمن	N;SG	N;SG
musuh	دشمنی	musuh	دشمنی	N;SG	N;SG
musuh	حریف	musuh	حریف	N;SG	N;SG
musuh	دشمنی	musuh	دشمنی	N;SG	N;SG
perbatasan	مرز	perbatasan	مرز	N;SG	N;SG
perbatasan	لبه	perbatasan	لبه	N;SG	N;SG
perbatasan	مرزی	perbatasan	مرز	N;SG	N;SG
perbatasan	مرز	perbatasan	مرز	N;SG	N;SG
perbatasan	لبۀ	perbatasan	لبۀ	N;SG	N;SG
perbatasan	مرزی	perbatasan	مرز	N;SG	N;SG
pemberontakan	خیزش	penberontakan	خیزش	N;SG	N;SG
pemberontakan	عصیان	penberontakan	عصیان	N;SG	N;SG
pemberontakan	طغیان	penberontakan	طغیان	N;SG	N;SG
pemberontakan	سرکشی	penberontakan	سرکشی	N;SG	N;SG
pemberontakan	شورش	penberontakan	شورش	N;SG	N;SG
revolusi	انقلابی	revolusi	انقلاب	N;SG	N;SG
revolusi	انقلاب	revolusi	انقلاب	N;SG	N;SG
kucing	گربه	kucing	گربه	N;SG	N;SG
kucing	cat	kucing	cat	N;SG	N;SG
kucing	گربه	kucing	گربه	N;SG	N;SG
toko	فروشگاه	toko	فروشگاه	N;SG	N;SG
toko	خرید	toko	خرید	N;SG	N;SG
toko	فروشی	toko	فروشی	N;SG	N;SG
toko	مغازه	toko	مغازه	N;SG	N;SG
toko	shop	toko	shop	N;SG	N;SG
toko	فروشگاه	toko	فروشگاه	N;SG	N;SG
toko	ذخیره	toko	ذخیره	N;SG	N;SG
arti	معنای	arti	معنا	N;SG	N;SG
arti	معنی	arti	معنی	N;SG	N;SG
arti	معنا	arti	معنا	N;SG	N;SG
pelatih	trainer	penlatih	None	N;SG	N;SG
pelatih	مربی	penlatih	مربی	N;SG	N;SG
pelatih	coaches	penlatih	coaches	N;SG	N;SG
pelatih	coach	penlatih	coach	N;SG	N;SG
pelatih	دلیجان	penlatih	دلیج	N;SG	N;SG
pelatih	مربیگری	penlatih	None	N;SG	N;SG
pelatih	مربی	penlatih	مربی	N;SG	N;SG
kursi	صندلی	kursi	صندلی	N;SG	N;SG
kursi	صندلی	kursi	صندلی	N;SG	N;SG
kursi	صندلی	kursi	صندلی	N;SG	N;SG
komisi	تصدی	komisi	تصدی	N;SG	N;SG
komisi	کمیسیون	komisi	کمیسیون	N;SG	N;SG
terjun	آبشار	terjun	آبشار	N;SG;ACT	N;SG
terjun	فالز	terjun	فالز	N;SG;ACT	N;SG
rute	مسیر	rute	مسیر	N;SG	N;SG
pertunjukan	نمایش	pertunjukan	نمایش	N;SG	N;SG
pertumbuhan	رشد	pertumbuhan	رشد	N;SG	N;SG
atom	اتم	atom	اتم	N;SG	N;SG
layar	پرده	layar	پرده	N;SG	N;SG
layar	بادبان	layar	بادب	N;SG	N;SG
konflik	تضاد	konflik	None	N;SG	N;SG
konflik	ناسازگار	konflik	ناسازگار	N;SG	N;SG
