mistério	geheimnis	mistério	geheimnis	N;MASC;SG	N;NOM;NEUT;SG
reduzido	reduziert	reduzir	reduzieren	V;MASC;SG;V.PTCP	V;V.PTCP
reduzido	verringert	reduzir	verringern	V;MASC;SG;V.PTCP	V;V.PTCP
reduzido	reduzierte	reduzir	reduzieren	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
assegurar	sicherstellen	assegurar	sicherstellen	V;NFIN	V;NFIN
assegurar	sorgen	assegurar	sorgen	V;NFIN	V;NFIN
assegurar	gewährleisten	assegurar	gewährleisten	V;NFIN	V;NFIN
provocou	provoziert	provocar	provozieren	V;IND;SG;3;PST;FIN	V;V.PTCP
provocou	hervorgerufen	provocar	hervorrufen	V;IND;SG;3;PST;FIN	V;V.PTCP
provocou	entfacht	provocar	entfachen	V;IND;SG;3;PST;FIN	V;V.PTCP
legais	rechtlichen	legal	rechtlich	ADJ;MASC;PL	ADJ
legais	juristische	legal	juristisch	ADJ;MASC;PL	ADJ;NOM;FEM;PL
legais	rechtliche	legal	rechtlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
horta	gartens	horta	gartens	N;FEM;SG	N;NOM;NEUT;SG
vegetal	pflanzlichen	vegetal	pflanzlich	ADJ;MASC;SG	ADJ
estabelecimentos	betriebe	estabelecimento	betreiben	N;MASC;PL	N;NOM;MASC;PL
exibidos	angezeigt	exibir	anzeigen	V;MASC;PL;V.PTCP	V;V.PTCP
exibidos	ausgestellt	exibir	ausstellen	V;MASC;PL;V.PTCP	V;V.PTCP
conteúdos	inhalte	conteúdo	inhalt	N;MASC;PL	N
conteúdos	inhalte	conteúdo	inhalt	N;MASC;PL	N
correr	ausführen	correr	ausführen	V;NFIN	V;NFIN
correr	laufen	correr	laufen	V;NFIN	V;NFIN
empregado	bedienung	empregado	Bedienung	N;MASC;SG	N;NOM;FEM;SG
reduzida	reduziert	reduzir	reduzieren	V;FEM;SG;V.PTCP	V;V.PTCP
reduzida	verringert	reduzir	verringern	V;FEM;SG;V.PTCP	V;V.PTCP
reduzida	reduzierte	reduzir	reduzieren	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
entrando	betreten	entrar	betreten	V;V.MSDR	V;NFIN
horizontal	horizontaler	horizontal	horizontal	ADJ;MASC;SG	ADJ
horizontal	horizontal	horizontal	horizontal	ADJ;MASC;SG	ADJ
horizontal	waagerecht	horizontal	waagerecht	ADJ;MASC;SG	ADJ
horizontal	horizontalen	horizontal	horizontalen	ADJ;MASC;SG	ADJ
sensação	gefühl	sensação	Gefühl	N;FEM;SG	N;NOM;NEUT;SG
sensação	gefühl	sensação	Gefühl	N;FEM;SG	N;NOM;NEUT;SG
sensação	empfindung	sensação	empfindung	N;FEM;SG	N;SG
convidada	eingeladen	convidar	einladen	V;FEM;SG;V.PTCP	V;V.PTCP
permanecendo	bleiben	permanecer	bleiben	V;V.MSDR	V;NFIN
poetas	poeten	poeta	poeten	N;MASC;PL	N;PL
pretendia	beabsichtigt	pretender	beabsichtigen	V;IND;SG;3;IPFV;FIN	V;V.PTCP
anunciada	kündigte	anunciar	kündigen	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
anunciada	verkündet	anunciar	verkünden	V;FEM;SG;V.PTCP	V;V.PTCP
anunciada	bekanntgegeben	anunciar	bekanntgeben	V;FEM;SG;V.PTCP	V;V.PTCP
anunciada	angekündigt	anunciar	ankündigen	V;FEM;SG;V.PTCP	V;V.PTCP
fósseis	fossilien	fóssil	fossilien	N;MASC;PL	N;NOM;FEM;PL
fósseis	fossilien	fóssil	fossilien	N;MASC;PL	N;NOM;FEM;PL
puro	gepflegtes	puro	gepflegt	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
puro	ordentlich	puro	ordentlich	ADJ;MASC;SG	ADJ
puro	reine	puro	rein	ADJ;MASC;SG	ADJ;NOM
puro	rein	puro	rein	ADJ;MASC;SG	ADJ
currículo	lehrplan	currículo	lehrplan	N;MASC;SG	N
conquistado	erobert	conquistar	erobern	V;MASC;SG;V.PTCP	V;V.PTCP
conquistado	eroberte	conquistar	erobern	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
conquistado	besiegt	conquistar	besiegen	V;MASC;SG;V.PTCP	V;V.PTCP
barras	stäbe	barra	staben	N;FEM;PL	N;NOM
mudando	ändern	mudar	ändern	V;V.MSDR	V;NFIN
mudando	verändern	mudar	verändern	V;V.MSDR	V;NFIN
respectivos	jeweilige	respectivo	jeweilig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
respectivos	jeweiligen	respectivo	jeweilig	ADJ;MASC;PL	ADJ;NOM;MASC;PL
antigamente	zuvor	antigamente	zuvor	ADV	ADV
antigamente	ehemals	antigamente	ehemals	ADV	ADV
turcos	türken	turco	türken	N;MASC;PL	N;PL
conselhos	rat	conselho	rat	N;MASC;PL	N
parou	aufgehört	parar	aufhören	V;IND;SG;3;PST;FIN	V;V.PTCP
parou	gestoppt	parar	stoppen	V;IND;SG;3;PST;FIN	V;V.PTCP
parou	angehalten	parar	anhalten	V;IND;SG;3;PST;FIN	V;V.PTCP
equipas	mannschaften	equipa	mannschaften	N;FEM;PL	N;NOM;PL
equipas	teams	equipa	teams	N;FEM;PL	N;NOM;NEUT;PL
adequada	ordnungsgemäß	adequado	ordnungsgemäß	ADJ;FEM;SG	ADJ
adequada	angemessener	adequado	angemessen	ADJ;FEM;SG	ADJ
adequada	angemessen	adequado	angemessen	ADJ;FEM;SG	ADJ
adequada	passend	adequado	passend	ADJ;FEM;SG	ADJ
adequada	geeignet	adequado	geeignet	ADJ;FEM;SG	ADJ
válidos	gültige	válido	gültig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
válidos	gültigen	válido	gültig	ADJ;MASC;PL	ADJ
válidos	gültigkeit	válido	gültigkeit	ADJ;MASC;PL	ADJ
válidos	stichhaltig	válido	stichhaltig	ADJ;MASC;PL	ADJ
válidos	gültig	válido	gültig	ADJ;MASC;PL	ADJ
esquadrão	kader	esquadrão	kader	N;MASC;SG	N;NOM;MASC;SG
esquadrão	einheit	esquadrão	einheit	N;MASC;SG	N;NOM;FEM;SG
registo	geschäftsstelle	registo	geschäftsstelle	N;MASC;SG	N;NOM;FEM;SG
profundo	tief	profundo	tief	ADJ;MASC;SG	ADJ
profundo	tiefgreifend	profundo	tiefgreifend	ADJ;MASC;SG	ADJ
profundo	tief	profundo	tief	ADJ;MASC;SG	ADJ
clipes	clips	clipe	clips	N;MASC;PL	N;NOM
ideologia	ideologie	ideologia	ideologie	N;FEM;SG	N;NOM;FEM;SG
implica	impliziert	implicar	implizieren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reconhecer	erkenne	reconhecer	erkennen	V;NFIN	V;IND;SG;3;PRS;FIN
reconhecer	erkennen	reconhecer	erkennen	V;NFIN	V;NFIN
reconhecer	anerkennen	reconhecer	anerkennen	V;NFIN	V;NFIN
reconhecer	erkennen	reconhecer	erkennen	V;NFIN	V;NFIN
reconhecer	anerkennen	reconhecer	anerkennen	V;NFIN	V;NFIN
reconhecer	erkenne	reconhecer	erkennen	V;NFIN	V;IND;SG;3;PRS;FIN
reconhecer	erkennen	reconhecer	erkennen	V;NFIN	V;NFIN
reconhecer	anerkennen	reconhecer	anerkennen	V;NFIN	V;NFIN
reconhecer	bestätige	reconhecer	bestätige	V;NFIN	V;IND;SG;3;PST;FIN
reconhecer	erkennen	reconhecer	erkennen	V;NFIN	V;NFIN
reconhecer	bestätigen	reconhecer	bestätigen	V;NFIN	V;NFIN
reconhecer	anerkennen	reconhecer	anerkennen	V;NFIN	V;NFIN
atrações	sehenswürdigkeiten	atração	sehenswürdigkeiten	N;FEM;PL	N;NOM;FEM;PL
adotou	angenommen	adotar	annehmen	V;IND;SG;3;PST;FIN	V;V.PTCP
adotou	verabschiedet	adotar	verabschieden	V;IND;SG;3;PST;FIN	V;V.PTCP
adotou	erlassen	adotar	erlassen	V;IND;SG;3;PST;FIN	V;NFIN
adotou	adoptiert	adotar	adoptieren	V;IND;SG;3;PST;FIN	V;V.PTCP
imposto	steuern	impor	steuern	V;MASC;SG;V.PTCP	V;NFIN
prazer	genuss	prazer	genuss	N;MASC;SG	N
avisado	warnte	avisar	warnen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
avisado	gewarnt	avisar	warnen	V;MASC;SG;V.PTCP	V;V.PTCP
assinar	anmelden	assinar	anmelden	V;NFIN	V;NFIN
assinar	abonnieren	assinar	abonnieren	V;NFIN	V;NFIN
assinar	abonniert	assinar	abonnieren	V;NFIN	V;V.PTCP
assinar	signieren	assinar	signieren	V;NFIN	V;NFIN
assinar	unterzeichnen	assinar	unterzeichnen	V;NFIN	V;NFIN
assinar	zeichen	assinar	zeichen	V;NFIN	V;NFIN
assinar	unterschreiben	assinar	unterschreiben	V;NFIN	V;NFIN
assinar	unterzeichnen	assinar	unterzeichnen	V;NFIN	V;NFIN
ofereceu	angeboten	oferecer	anbieten	V;IND;SG;3;PST;FIN	V;V.PTCP
integrada	integriert	integrar	integrieren	V;FEM;SG;V.PTCP	V;V.PTCP
integrada	integrierte	integrar	integrieren	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
pistas	pisten	pista	pisten	N;FEM;PL	N;NOM;PL
pistas	pisten	pista	pisten	N;FEM;PL	N;NOM;PL
pistas	hinweise	pista	hinweisen	N;FEM;PL	N;NOM;FEM;PL
presa	geklebt	presa	kleben	V;FEM;SG;V.PTCP	V;V.PTCP
presa	inhaftiert	presa	inhaftieren	V;FEM;SG;V.PTCP	V;V.PTCP
presa	verhaftet	presa	verhaften	V;FEM;SG;V.PTCP	V;V.PTCP
presa	festgenommen	presa	festnehmen	V;FEM;SG;V.PTCP	V;V.PTCP
presa	festnehmen	presa	festnehmen	V;FEM;SG;V.PTCP	V;NFIN
departamentos	abteilungen	departamento	abteilingen	N;MASC;PL	N;NOM;FEM;PL
barcos	boote	barco	bioten	N;MASC;PL	N;NOM;NEUT;PL
barcos	schiffe	barco	schiff	N;MASC;PL	N;NOM;NEUT;PL
dublagem	synchronisierung	dublagem	synchronisierung	N;FEM;SG	N;NOM;FEM;SG
iniciando	beginn	iniciar	beginnen	V;V.MSDR	V;IND;SG;3;PST;FIN
iniciando	starten	iniciar	start	V;V.MSDR	V;NFIN
iniciando	angefangen	iniciar	anfangen	V;V.MSDR	V;V.PTCP
iniciando	einleiten	iniciar	einleiten	V;V.MSDR	V;NFIN
forest	wald	forest	wald	N;MASC;SG	N;NOM;MASC;SG
visitou	besucht	visitar	besuchen	V;IND;SG;3;PST;FIN	V;V.PTCP
visitou	besichtigt	visitar	besichtigen	V;IND;SG;3;PST;FIN	V;V.PTCP
visitou	besuchte	visitar	besuchen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
salva	speichert	salvar	speichern	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
salva	spart	salvar	sparen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
salva	rettet	salvar	retten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
salva	weisen	salvar	weisen	V;IND;SG;3;PRS;FIN	V;NFIN
salva	speichern	salvar	speichern	V;IND;SG;3;PRS;FIN	V;NFIN
salva	sparen	salvar	sparen	V;IND;SG;3;PRS;FIN	V;NFIN
salva	retten	salvar	retten	V;IND;SG;3;PRS;FIN	V;NFIN
salva	speichere	salvar	speich	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
salva	gerettet	salvar	retten	V;IND;SG;3;PRS;FIN	V;V.PTCP
salva	gespeicherte	salvar	gespeichert	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FIN
salva	gespeichert	salvar	speichern	V;IND;SG;3;PRS;FIN	V;V.PTCP
salva	errettet	salvar	erretten	V;IND;SG;3;PRS;FIN	V;V.PTCP
extensa	umfangreichen	extenso	umfangreich	ADJ;FEM;SG	ADJ
extensa	umfassend	extenso	umfassend	ADJ;FEM;SG	ADJ
extensa	umfangreiches	extenso	umfangreich	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
justo	rechtschaffenen	justo	rechtschaffen	ADJ;MASC;SG	ADJ
justo	gerechter	justo	gerechter	ADJ;MASC;SG	ADJ
justo	gerecht	justo	rechen	ADJ;MASC;SG	ADJ
justo	fair	justo	fair	ADJ;MASC;SG	ADJ
justo	jahrmarkt	justo	jahrmarkt	ADJ;MASC;SG	ADJ
átomos	atomen	átomo	atom	N;MASC;PL	N;PL
comunistas	kommunisten	comunista	kommunist	N;MASC;PL	N;PL
comunistas	kommunisten	comunista	kommunist	N;MASC;PL	N;PL
transmitir	übermitteln	transmitir	übermitteln	V;NFIN	V;NFIN
rodovias	autobahnen	rodovia	autobahnen	N;FEM;PL	N;NOM;FEM;PL
rodovias	straßen	rodovia	straß	N;FEM;PL	N;NOM;PL
sepultado	vergraben	sepultado	vergraben	V;MASC;SG;V.PTCP	V;V.PTCP
sepultado	begraben	sepultado	begraben	V;MASC;SG;V.PTCP	V;V.PTCP
sepultado	bestattet	sepultado	bestatten	V;MASC;SG;V.PTCP	V;V.PTCP
sepultado	beerdigt	sepultado	beerdigen	V;MASC;SG;V.PTCP	V;V.PTCP
inspirada	inspiriert	inspirar	inspirieren	V;FEM;SG;V.PTCP	V;V.PTCP
inspirada	inspirierte	inspirar	inspirieren	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
inspirada	inspirieren	inspirar	inspirieren	V;FEM;SG;V.PTCP	V;NFIN
absurdo	absurd	absurdo	absurd	ADJ;MASC;SG	ADJ
absurdo	absurd	absurdo	absurd	ADJ;MASC;SG	ADJ
absurdo	lächerlich	absurdo	lächerlich	ADJ;MASC;SG	ADJ
absurdo	schwachsinn	absurdo	schwachsinn	ADJ;MASC;SG	ADJ
meridional	südliches	meridional	südlich	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
meridional	südlichen	meridional	südlich	ADJ;MASC;SG	ADJ;ACC;MASC;SG
fundir	verschmelzen	fundir	verschmelzen	V;NFIN	V;NFIN
fundir	zusammenführen	fundir	zusammenführen	V;NFIN	V;NFIN
fundir	verbinden	fundir	verbinden	V;NFIN	V;NFIN
fundir	übertragenden	fundir	übertragend	V;NFIN	V;PL;3;FIN
fundir	verschmelzen	fundir	verschmelzen	V;NFIN	V;NFIN
fundir	zusammenfassen	fundir	zusammenfassen	V;NFIN	V;V.PTCP
fundir	zusammenführen	fundir	zusammenführen	V;NFIN	V;NFIN
felicidade	glück	felicidade	glück	N;FEM;SG	N;NOM;SG
suficientes	hinreichend	suficiente	hinreichend	ADJ;MASC;PL	ADJ
suficientes	ausreichende	suficiente	ausreichend	ADJ;MASC;PL	ADJ;NOM;FEM;PL
suficientes	ausreichenden	suficiente	ausreichend	ADJ;MASC;PL	ADJ
performances	aufführungen	performance	aufführingen	N;FEM;PL	N;NOM;FEM;PL
telescópio	teleskop	telescópio	teleskop	N;MASC;SG	N;NOM;NEUT;SG
tronco	torso	tronco	torso	N;MASC;SG	N;SG
promessa	zusage	promessa	zusage	N;FEM;SG	N;SG
promessa	zusage	promessa	zusage	N;FEM;SG	N;SG
comparado	verglich	comparar	verglich	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
comparado	verglichen	comparar	vergleichen	V;MASC;SG;V.PTCP	V;V.PTCP
propõe	schlägt	propor	schlagen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
propõe	vorschlagen	propor	vorschlagen	V;IND;SG;3;PRS;FIN	V;NFIN
transformado	verwandelt	transformar	verwandeln	V;MASC;SG;V.PTCP	V;V.PTCP
transformado	verwandelte	transformar	verwandeln	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
transformado	gewandelt	transformar	wandeln	V;MASC;SG;V.PTCP	V;V.PTCP
transformado	umgewandelt	transformar	umwandeln	V;MASC;SG;V.PTCP	V;V.PTCP
portos	häfen	porto	häfen	N;MASC;PL	N;NOM;PL
portos	häfen	porto	häfen	N;MASC;PL	N;NOM;PL
portos	seehäfen	porto	seehäfen	N;MASC;PL	N;NOM;PL
adversários	gegnern	adversário	gegnern	N;MASC;PL	N;PL
reitor	dekan	reitor	dekan	N;MASC;SG	N
contemporâneo	zeitgemäße	contemporâneo	zeitgemäß	ADJ;MASC;SG	ADJ;NOM
contemporâneo	zeitgemäß	contemporâneo	zeitgemäß	ADJ;MASC;SG	ADJ
associadas	angegliedert	associar	angliedern	V;FEM;PL;V.PTCP	V;V.PTCP
associadas	verbundenen	associar	verbunden	V;FEM;PL;V.PTCP	V;IND;PL;3;PST;FIN
associadas	assoziierten	associar	assoziiert	V;FEM;PL;V.PTCP	V;IND;PL;3;PST;FIN
associadas	assoziiert	associar	assoziieren	V;FEM;PL;V.PTCP	V;V.PTCP
proximidade	nähe	proximidade	nähe	N;FEM;SG	N;NOM;FEM;SG
proximidade	nähe	proximidade	nähe	N;FEM;SG	N;NOM;FEM;SG
inserir	einfügen	inserir	einfüg	V;NFIN	V;NFIN
inserir	fügen	inserir	fügen	V;NFIN	V;NFIN
insiste	besteht	insistir	bestehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
insiste	beharrt	insistir	beharren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
insiste	bestehen	insistir	bestehen	V;IND;SG;3;PRS;FIN	V;NFIN
percepção	wahrnehmung	percepção	wahrnehmung	N;FEM;SG	N;NOM;FEM;SG
frequentes	häufig	frequente	häufig	ADJ;MASC;PL	ADJ
frequentes	häufiger	frequente	häufig	ADJ;MASC;PL	ADJ
frequentes	häufige	frequente	häufig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
frequentes	häufig	frequente	häufig	ADJ;MASC;PL	ADJ
frequentes	allgemein	frequente	allgemein	ADJ;MASC;PL	ADJ
frequentes	gemeinsame	frequente	gemeinsam	ADJ;MASC;PL	ADJ;NOM;FEM;PL
fechada	abgeschlossen	fechar	abschließen	V;FEM;SG;V.PTCP	V;V.PTCP
fechada	geschlossen	fechar	schließen	V;FEM;SG;V.PTCP	V;V.PTCP
serie	serie	seriar	serie	N;FEM;SG	N;NOM;FEM;SG
frequente	gemeinsamen	frequente	gemeinsam	ADJ;MASC;SG	ADJ;SG
frequente	häufig	frequente	häufig	ADJ;MASC;SG	ADJ
frequente	allgemein	frequente	allgemein	ADJ;MASC;SG	ADJ
frequente	gemeinsames	frequente	gemeinsam	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
frequente	häufig	frequente	häufig	ADJ;MASC;SG	ADJ
frequente	häufiger	frequente	häufig	ADJ;MASC;SG	ADJ
enviada	verschickt	enviar	verschicken	V;FEM;SG;V.PTCP	V;V.PTCP
enviada	geschickt	enviar	schicken	V;FEM;SG;V.PTCP	V;V.PTCP
enviada	versendet	enviar	versenden	V;FEM;SG;V.PTCP	V;V.PTCP
enviada	gesendet	enviar	senden	V;FEM;SG;V.PTCP	V;V.PTCP
enviada	versandt	enviar	versandt	V;FEM;SG;V.PTCP	V;V.PTCP
muralha	wand	muralha	wand	N;FEM;SG	N;NOM;FEM;SG
machos	männer	macho	männer	N;MASC;PL	N;NOM;MASC;PL
machos	männchen	macho	männchen	N;MASC;PL	N;NOM;PL
difíceis	schwierig	difícil	schwierig	ADJ;MASC;PL	ADJ
difíceis	schwer	difícil	schwer	ADJ;MASC;PL	ADJ
difíceis	schwierige	difícil	schwierig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
renovação	renovierung	renovação	renovierung	N;FEM;SG	N;NOM;FEM;SG
renovação	sanierung	renovação	sanierung	N;FEM;SG	N;NOM;FEM;SG
renovação	restaurierung	renovação	restaurierung	N;FEM;SG	N;NOM;FEM;SG
renovação	sanierung	renovação	sanierung	N;FEM;SG	N;NOM;FEM;SG
renovação	renovierung	renovação	renovierung	N;FEM;SG	N;NOM;FEM;SG
renovação	stadterneuerung	renovação	stadterneuerung	N;FEM;SG	N;NOM;FEM;SG
exclusivo	exklusiver	exclusivo	exklusiv	ADJ;MASC;SG	ADJ
exclusivo	exklusiven	exclusivo	exklusiv	ADJ;MASC;SG	ADJ
exclusivo	exklusives	exclusivo	exklusives	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
exclusivo	exklusiv	exclusivo	exklusiv	ADJ;MASC;SG	ADJ
apoiado	gefördert	apoiar	fördern	V;MASC;SG;V.PTCP	V;V.PTCP
apoiado	unterstützte	apoiar	unterstützen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
apoiado	unterstützt	apoiar	unterstützen	V;MASC;SG;V.PTCP	V;V.PTCP
eficaz	wirksam	eficaz	wirksam	ADJ;FEM;SG	ADJ
eficaz	effektiver	eficaz	effektiv	ADJ;FEM;SG	ADJ
eficaz	effektiv	eficaz	effektiv	ADJ;FEM;SG	ADJ
secundárias	sekundär	secundário	sekundär	ADJ;FEM;PL	ADJ
secundárias	sekundäre	secundário	sekundäre	ADJ;FEM;PL	ADJ;NOM;FEM;PL
secundárias	sekundärer	secundário	sekundärer	ADJ;FEM;PL	ADJ
enterrado	vergraben	enterrar	vergraben	V;MASC;SG;V.PTCP	V;V.PTCP
enterrado	begraben	enterrar	begraben	V;MASC;SG;V.PTCP	V;V.PTCP
enterrado	bestattet	enterrar	bestatten	V;MASC;SG;V.PTCP	V;V.PTCP
enterrado	beerdigt	enterrar	beerdigen	V;MASC;SG;V.PTCP	V;V.PTCP
embarcações	schiffe	embarcação	schiff	N;FEM;PL	N;NOM;NEUT;PL
pouso	landung	pouso	landung	N;MASC;SG	N;NOM;FEM;SG
confrontos	zusammenstöße	confronto	zusammenstöße	N;MASC;PL	N
confrontos	zusammenstöße	confronto	zusammenstöße	N;MASC;PL	N
criaturas	kreaturen	criatura	kreatur	N;FEM;PL	N;NOM;PL
colapso	einsturz	colapso	einsturz	N;MASC;SG	N;SG
pátria	heimat	pátria	heimat	N;FEM;SG	N;FEM;SG
pátria	heimat	pátria	heimat	N;FEM;SG	N;FEM;SG
competir	konkurrieren	competir	konkurrieren	V;NFIN	V;NFIN
competir	konkurrieren	competir	konkurrieren	V;NFIN	V;NFIN
operar	operieren	operar	operieren	V;NFIN	V;NFIN
operar	betreiben	operar	betreiben	V;NFIN	V;NFIN
operar	betriebskosten	operar	betriebskosten	V;NFIN	V;PL;FIN
operar	operieren	operar	operieren	V;NFIN	V;NFIN
temática	thema	temático	thema	N;FEM;SG	N;NOM;NEUT;SG
derivados	derivaten	derivar	derivat	V;MASC;PL;V.PTCP	V;NFIN
oficina	werkstatt	oficina	Werkstatt	N;FEM;SG	N;NOM;FEM;SG
invenção	erfindung	invenção	erfindung	N;FEM;SG	N;FEM;SG
invenção	erfindung	invenção	erfindung	N;FEM;SG	N;FEM;SG
perdida	verlor	perder	verlieren	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
perdida	verirrt	perder	verirren	V;FEM;SG;V.PTCP	V;V.PTCP
perdida	verloren	perder	verlieren	V;FEM;SG;V.PTCP	V;V.PTCP
bactérias	bakterien	bactéria	bakterien	N;FEM;PL	N;NOM;PL
bactérias	bakterien	bactéria	bakterien	N;FEM;PL	N;NOM;PL
progressivo	progressiv	progressivo	progressiv	ADJ;MASC;SG	ADJ
progressivo	progressiven	progressivo	progressiv	ADJ;MASC;SG	ADJ
progressivo	schrittweise	progressivo	schrittweise	ADJ;MASC;SG	ADJ
progressivo	fortschrittlich	progressivo	fortschrittlich	ADJ;MASC;SG	ADJ
colaborou	zusammengearbeitet	colaborar	zusammennearbeiten	V;IND;SG;3;PST;FIN	V;V.PTCP
colaborou	mitgearbeitet	colaborar	mitarbeiten	V;IND;SG;3;PST;FIN	V;V.PTCP
colaborou	zusammengearbeitet	colaborar	zusammennearbeiten	V;IND;SG;3;PST;FIN	V;V.PTCP
colaborou	arbeitete	colaborar	arbeiten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
colaborou	mitgearbeitet	colaborar	mitarbeiten	V;IND;SG;3;PST;FIN	V;V.PTCP
requer	erfordert	requerer	erfordern	V;IND;SG;3;PRS;FIN	V;SG;FIN
requer	benötigt	requerer	benötigen	V;IND;SG;3;PRS;FIN	V;V.PTCP
requer	verlangt	requerer	verlangen	V;IND;SG;3;PRS;FIN	V;V.PTCP
tentaram	versuchten	tentar	versuchen	V;IND;PL;3;FIN	V;IND;PL;3;PST;FIN
tentaram	versucht	tentar	versuchen	V;IND;PL;3;FIN	V;V.PTCP
tentaram	ausprobiert	tentar	ausprobieren	V;IND;PL;3;FIN	V;V.PTCP
reeleito	wiedergewählt	reeleger	wiederwählen	V;MASC;SG;V.PTCP	V;V.PTCP
reeleito	wiederwahl	reeleger	wiederwahl	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
ligeiramente	etwas	ligeiramente	etwas	ADV	ADV
futuros	künftige	futuro	künftig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
futuros	zukünftige	futuro	zukünftig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
impróprio	unpassend	impróprio	unpassend	ADJ;MASC;SG	ADJ
impróprio	unsachgemäße	impróprio	unsachgemäße	ADJ;MASC;SG	ADJ
impróprio	unangemessen	impróprio	unangemessen	ADJ;MASC;SG	ADJ
impróprio	unanständig	impróprio	unanständig	ADJ;MASC;SG	ADJ
impróprio	unpassend	impróprio	unpassend	ADJ;MASC;SG	ADJ
impróprio	unangemessen	impróprio	unangemessen	ADJ;MASC;SG	ADJ
impróprio	unangebracht	impróprio	unangebracht	ADJ;MASC;SG	ADJ
impróprio	ungeeignet	impróprio	ungeeignet	ADJ;MASC;SG	ADJ
impróprio	unpassend	impróprio	unpassend	ADJ;MASC;SG	ADJ
impróprio	unangemessen	impróprio	unangemessen	ADJ;MASC;SG	ADJ
impróprio	unangebracht	impróprio	unangebracht	ADJ;MASC;SG	ADJ
impróprio	ungeeignet	impróprio	ungeeignet	ADJ;MASC;SG	ADJ
inferiores	unterlegen	inferior	unterliegen	ADJ;MASC;PL	ADJ
inferiores	unterer	inferior	unter	ADJ;MASC;PL	ADJ
potências	kräfte	potências	krafen	N;FEM;PL	N
encontros	tagungen	encontro	tagung	N;MASC;PL	N;NOM;FEM;PL
encontros	versammlungen	encontro	versammlingen	N;MASC;PL	N;NOM;FEM;PL
subiu	bestieg	subir	besteigen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
subiu	kletterte	subir	klettern	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
subiu	stieg	subir	steigen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
subiu	bestiegen	subir	besteigen	V;IND;SG;3;PST;FIN	V;V.PTCP
subiu	geklettert	subir	klettern	V;IND;SG;3;PST;FIN	V;V.PTCP
votado	gewählt	votar	wählen	V;MASC;SG;V.PTCP	V;V.PTCP
votado	gestimmt	votar	stimmen	V;MASC;SG;V.PTCP	V;V.PTCP
votado	stimmte	votar	stimmen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
votado	abgestimmt	votar	abstimmen	V;MASC;SG;V.PTCP	V;V.PTCP
viajar	reisen	viajar	reisen	V;NFIN	V;NFIN
viajar	reisen	viajar	reisen	V;NFIN	V;NFIN
incorporada	eingebaut	incorporar	einbauen	V;FEM;SG;V.PTCP	V;V.PTCP
incorporada	einbettung	incorporar	einbettung	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
incorporada	eingebettet	incorporar	einbetten	V;FEM;SG;V.PTCP	V;V.PTCP
primárias	vorwahlen	primária	vorwahlen	N;FEM;PL	N;NOM;PL
meninos	knaben	menino	knaben	N;MASC;PL	N;NOM;PL
