על	despre	על	despre	ADP	ADP;ACC
הרפובליקה	republică	הרפובליקה	republică	N;FEM;SG	N;INDF;FEM;SG
שחקנים	jucători	שחקן	jucător	N;MASC;PL	N;INDF;MASC;PL
שחקנים	jucatori	שחקן	jucator	N;MASC;PL	N;INDF;MASC;PL
שחקנים	jucătorii	שחקן	jucător	N;MASC;PL	N;DEF;MASC;PL
שחקנים	actorilor	שחקן	actor	N;MASC;PL	N;DEF;MASC;PL
שחקנים	actorii	שחקן	actor	N;MASC;PL	N;DEF;MASC;PL
שחקנים	actori	שחקן	actor	N;MASC;PL	N;INDF;MASC;PL
אירועים	evenimentele	אירוע	eveniment	N;MASC;PL	N;DEF;FEM;PL
אירועים	evenimente	אירוע	eveniment	N;MASC;PL	N;INDF;FEM;PL
יחידות	unități	יחידה	unitate	N;FEM;PL	N;INDF;FEM;PL
יחידות	unităţi	יחידה	unitate	N;FEM;PL	N;INDF;FEM;PL
יחידות	unitati	יחידה	unitati	N;FEM;PL	N;INDF;FEM;PL
מנהל	administrator	מנהל	administrator	N;MASC;SG	N;INDF;MASC;SG
מנהל	administratorul	מנהל	administrator	N;MASC;SG	N;DEF;MASC;SG
מנהל	director	מנהל	director	N;MASC;SG	N;INDF;MASC;SG
מנהל	regizor	מנהל	regizor	N;MASC;SG	N;INDF;MASC;SG
מנהל	manager	מנהל	manager	N;MASC;SG	N;INDF;MASC;SG
מנהל	managerul	מנהל	manager	N;MASC;SG	N;DEF;MASC;SG
מנהל	administrator	מנהל	administrator	N;MASC;SG	N;INDF;MASC;SG
מנהל	administratorul	מנהל	administrator	N;MASC;SG	N;DEF;MASC;SG
מפה	harta	מפה	hartă	N;FEM;SG	N;DEF;FEM;SG
מפה	hartă	מפה	hartă	N;FEM;SG	N;INDF;FEM;SG
בעיה	problemă	בעיה	problemă	N;FEM;SG	N;INDF;FEM;SG
בעיה	problema	בעיה	problemă	N;FEM;SG	N;DEF;FEM;SG
דמויות	cifre	דמות	cifră	N;FEM;PL	N;INDF;FEM;PL
דמויות	figuri	דמות	figură	N;FEM;PL	N;INDF;FEM;PL
דמויות	cifrele	דמות	cifre	N;FEM;PL	N;DEF;FEM;PL
דמויות	caractere	דמות	caracter	N;FEM;PL	N;INDF;FEM;PL
דמויות	caracterele	דמות	caracter	N;FEM;PL	N;DEF;FEM;PL
דמויות	personajele	דמות	personaj	N;FEM;PL	N;DEF;FEM;PL
דמויות	personaje	דמות	personaj	N;FEM;PL	N;INDF;FEM;PL
דברים	lucrurile	דבר	lucru	N;MASC;PL	N;DEF;FEM;PL
דברים	lucruri	דבר	lucru	N;MASC;PL	N;INDF;FEM;PL
דברים	chestii	דבר	chestie	N;MASC;PL	N;INDF;FEM;PL
דברים	lucruri	דבר	lucru	N;MASC;PL	N;INDF;FEM;PL
להוסיף	adaugă	הוסיף	adăuga	V;NFIN;ACT	V;IND;3;PRS;FIN
להוסיף	adauga	הוסיף	adauga	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
קטנה	mic	קטן	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
קטנה	mică	קטן	mic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
קטנה	mic	קטן	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מוזיאון	muzeul	מוזיאון	muzeu	N;MASC;SG	N;DEF;MASC;SG
מוזיאון	museum	מוזיאון	museum	N;MASC;SG	N;INDF;MASC;SG
מוזיאון	muzeu	מוזיאון	muzeu	N;MASC;SG	N;INDF;MASC;SG
יכולת	abilitate	יכולת	abilitate	N;FEM;SG	N;INDF;FEM;SG
יכולת	capacitatea	יכולת	capacitate	N;FEM;SG	N;DEF;FEM;SG
יכולת	abilitatea	יכולת	abilitate	N;FEM;SG	N;DEF;FEM;SG
יכולת	capacitate	יכולת	capacitate	N;FEM;SG	N;INDF;FEM;SG
רחוב	street	רחוב	street	N;MASC;SG	N;INDF;MASC;SG
רחוב	strada	רחוב	stradă	N;MASC;SG	N;DEF;FEM;SG
רחוב	stradă	רחוב	stradă	N;MASC;SG	N;INDF;FEM;SG
גברים	masculii	גבר	mascul	N;MASC;PL	N;DEF;MASC;PL
גברים	barbatii	גבר	barbat	N;MASC;PL	N;DEF;MASC;PL
גברים	bărbați	גבר	bărbat	N;MASC;PL	N;INDF;MASC;PL
קבע	set	קבע	set	N;MASC;SG	N;INDF;MASC;SG
ההיסטוריה	istoricul	ההיסטוריה	istoric	N;FEM;SG	N;DEF;MASC;SG
ההיסטוריה	istorie	ההיסטוריה	istorie	N;FEM;SG	N;INDF;FEM;SG
ההיסטוריה	istoria	ההיסטוריה	istorie	N;FEM;SG	N;DEF;FEM;SG
אומר	spunând	אמר	spune	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
תבניות	modele	תבנית	model	N;FEM;PL	N;INDF;FEM;PL
תבניות	tipare	תבנית	tipar	N;FEM;PL	N;INDF;FEM;PL
תבניות	tiparele	תבנית	tipar	N;FEM;PL	N;DEF;FEM;PL
קטנים	mici	קטן	mic	ADJ;MASC;PL	ADJ;INDF;PL
אפשרות	opțiune	אפשרות	opțiune	N;FEM;SG	N;INDF;FEM;SG
אפשרות	opțiunea	אפשרות	opțiune	N;FEM;SG	N;DEF;FEM;SG
אפשרות	posibilitate	אפשרות	posibilitate	N;FEM;SG	N;INDF;FEM;SG
אפשרות	posibilitatea	אפשרות	posibilitate	N;FEM;SG	N;DEF;FEM;SG
מקורות	sursele	מקור	sursă	N;MASC;PL	N;DEF;FEM;PL
מקורות	surse	מקור	sursă	N;MASC;PL	N;INDF;FEM;PL
מקורות	originile	מקור	origine	N;MASC;PL	N;DEF;FEM;PL
מקורות	origini	מקור	origine	N;MASC;PL	N;INDF;FEM;PL
ספרות	literatură	ספרות	literatură	N;FEM;SG	N;INDF;FEM;SG
ספרות	literatura	ספרות	literatură	N;FEM;SG	N;DEF;FEM;SG
קבוע	permanenta	קבוע	permanent	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קבוע	permanentă	קבוע	permanent	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קבוע	constantă	קבוע	constant	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קבוע	regulată	קבוע	regulat	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קבוע	obișnuit	קבוע	obișnuit	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קבוע	fixă	קבוע	fix	ADJ;MASC;SG	ADJ;INDF;FEM;SG
קבוע	fix	קבוע	fix	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קבוע	reparat	קבוע	repara	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קבוע	fixat	קבוע	fixat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
תפקידים	roluri	תפקיד	rol	N;MASC;PL	N;INDF;FEM;PL
תפקידים	rolurile	תפקיד	rol	N;MASC;PL	N;DEF;FEM;PL
לחלוטין	absolut	לחלוטין	absolut	ADV	ADV
לחלוטין	complet	לחלוטין	complet	ADV	ADV
לחלוטין	total	לחלוטין	total	ADV	ADV
מפלגת	party	מפלגה	party	N;FEM;SG	N;INDF;MASC;SG
מפלגת	petrecere	מפלגה	petrecere	N;FEM;SG	N;INDF;FEM;SG
מפלגת	partid	מפלגה	partid	N;FEM;SG	N;INDF;MASC;SG
מקרה	caz	מקרה	caz	N;MASC;SG	N;INDF;MASC;SG
מקרה	cazul	מקרה	caz	N;MASC;SG	N;DEF;MASC;SG
פנים	chipuri	פנים	chip	N;MASC;PL	N;INDF;FEM;PL
פנים	fețe	פנים	față	N;MASC;PL	N;INDF;FEM;PL
מגיע	venind	הגיע	veni	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
כמות	cantitatea	כמות	cantitate	N;FEM;SG	N;DEF;FEM;SG
כמות	cantitate	כמות	cantitate	N;FEM;SG	N;INDF;FEM;SG
צבאי	militară	צבאי	militar	ADJ;MASC;SG	ADJ;INDF;FEM;SG
צבאי	militar	צבאי	militar	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ועדת	comitetul	ועדה	comitet	N;FEM;SG	N;DEF;MASC;SG
ועדת	comitet	ועדה	comitet	N;FEM;SG	N;INDF;MASC;SG
תוכניות	programe	תוכנית	program	N;FEM;PL	N;INDF;FEM;PL
תוכניות	planurile	תוכנית	plan	N;FEM;PL	N;DEF;FEM;PL
תוכניות	planuri	תוכנית	plan	N;FEM;PL	N;INDF;FEM;PL
תוכניות	programe	תוכנית	program	N;FEM;PL	N;INDF;FEM;PL
תוכניות	programele	תוכנית	program	N;FEM;PL	N;DEF;FEM;PL
מיד	imediat	מייד	imediat	ADV	ADV
אלוף	champ	אלוף	champ	N;MASC;SG	N;INDF;MASC;SG
אלוף	campion	אלוף	campion	N;MASC;SG	N;INDF;MASC;SG
אלוף	campioană	אלוף	campioană	N;MASC;SG	N;INDF;FEM;SG
אלוף	campioana	אלוף	campioană	N;MASC;SG	N;DEF;FEM;SG
אלוף	campionul	אלוף	campion	N;MASC;SG	N;DEF;MASC;SG
סדר	comanda	סדר	comandă	N;MASC;SG	N;DEF;FEM;SG
סדר	ordinea	סדר	ordine	N;MASC;SG	N;DEF;FEM;SG
סדר	comandă	סדר	comandă	N;MASC;SG	N;INDF;FEM;SG
סדר	ordine	סדר	ordine	N;MASC;SG	N;INDF;FEM;SG
סדר	ordin	סדר	ordin	N;MASC;SG	N;INDF;MASC;SG
התרבות	cultura	התרבות	cultură	N;FEM;SG	N;DEF;FEM;SG
התרבות	cultură	התרבות	cultură	N;FEM;SG	N;INDF;FEM;SG
התרבות	civilizatie	התרבות	civilizatie	N;FEM;SG	N;INDF;FEM;SG
התרבות	civilizatia	התרבות	civilizatie	N;FEM;SG	N;DEF;FEM;SG
חוסר	lipsa	חוסר	lipsă	N;MASC;SG	N;DEF;FEM;SG
ניסיון	tentativă	ניסיון	tentativă	N;MASC;SG	N;INDF;FEM;SG
ניסיון	tentativa	ניסיון	tentativa	N;MASC;SG	N;DEF;FEM;SG
ניסיון	experiență	ניסיון	experiență	N;MASC;SG	N;INDF;FEM;SG
ניסיון	experiența	ניסיון	experiență	N;MASC;SG	N;DEF;FEM;SG
ניסיון	experienta	ניסיון	experient	N;MASC;SG	N;DEF;FEM;SG
חומר	materialul	חומר	material	N;MASC;SG	N;DEF;MASC;SG
חומר	material	חומר	material	N;MASC;SG	N;INDF;MASC;SG
חומר	substanță	חומר	substanță	N;MASC;SG	N;INDF;FEM;SG
חומר	substanța	חומר	substanță	N;MASC;SG	N;DEF;FEM;SG
גרסה	versiunea	גרסה	versiune	N;FEM;SG	N;DEF;FEM;SG
גרסה	versiune	גרסה	versiune	N;FEM;SG	N;INDF;FEM;SG
כפר	satul	כפר	sat	N;MASC;SG	N;DEF;MASC;SG
כפר	satului	כפר	sat	N;MASC;SG	N;DEF;MASC;SG
כפר	sat	כפר	sat	N;MASC;SG	N;INDF;MASC;SG
עניין	interes	עניין	interes	N;MASC;SG	N;INDF;MASC;SG
עניין	dobânda	עניין	dobândă	N;MASC;SG	N;DEF;FEM;SG
עניין	dobândă	עניין	dobândă	N;MASC;SG	N;INDF;FEM;SG
עניין	interesul	עניין	interes	N;MASC;SG	N;DEF;MASC;SG
דם	blood	דם	blood	N;MASC;SG	N;INDF;MASC;SG
דם	sângele	דם	sânge	N;MASC;SG	N;DEF;MASC;SG
דם	sânge	דם	sânge	N;MASC;SG	N;INDF;MASC;SG
נשק	armă	נשק	armă	N;MASC;SG	N;INDF;FEM;SG
נשק	arma	נשק	armă	N;MASC;SG	N;DEF;FEM;SG
מיני	mini	מין	min		
מבנים	clădiri	מבנה	clădire	N;MASC;PL	N;INDF;FEM;PL
מבנים	cladiri	מבנה	cladire	N;MASC;PL	N;INDF;FEM;PL
מבנים	structurile	מבנה	structură	N;MASC;PL	N;DEF;FEM;PL
מבנים	structuri	מבנה	structură	N;MASC;PL	N;INDF;FEM;PL
מבנים	structurilor	מבנה	structură	N;MASC;PL	N;DEF;FEM;PL
אמנות	arta	אמנות	artă	N;FEM;SG	N;DEF;FEM;SG
אמנות	artă	אמנות	artă	N;FEM;SG	N;INDF;FEM;SG
אמנות	art	אמנות	art	N;FEM;SG	N;INDF;MASC;SG
דיון	discutie	דיון	discutie	N;MASC;SG	N;INDF;FEM;SG
דיון	discuţie	דיון	discuţie	N;MASC;SG	N;INDF;FEM;SG
דיון	discuție	דיון	discuție	N;MASC;SG	N;INDF;FEM;SG
דיון	dezbatere	דיון	dezbatere	N;MASC;SG	N;INDF;FEM;SG
דיון	dezbaterea	דיון	dezbatere	N;MASC;SG	N;DEF;FEM;SG
אש	focul	אש	foc	N;FEM;SG	N;DEF;MASC;SG
אש	incendiu	אש	incendiu	N;FEM;SG	N;INDF;MASC;SG
אש	foc	אש	foc	N;FEM;SG	N;INDF;MASC;SG
אש	ash	אש	ash	N;FEM;SG	N;INDF;MASC;SG
אש	cenușă	אש	cenușă	N;FEM;SG	N;INDF;FEM;SG
מרכזי	centrala	מרכזי	centrală	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מרכזי	centrală	מרכזי	central	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מרכזי	central	מרכזי	central	ADJ;MASC;SG	ADJ;INDF;MASC;SG
עשרות	zeci	עשרות	zece	NUM;FEM;PL	NUM;INDF;FEM;PL
עשרות	zeci	עשרות	zece	NUM;FEM;PL	NUM;INDF;FEM;PL
השירים	cantece	השיר	cantec	N;MASC;PL	N;INDF;FEM;PL
השירים	cântece	השיר	cântec	N;MASC;PL	N;INDF;FEM;PL
השירים	melodii	השיר	melodie	N;MASC;PL	N;INDF;FEM;PL
משמעות	sensul	משמעות	sens	N;FEM;SG	N;DEF;MASC;SG
משמעות	semnificație	משמעות	semnificație	N;FEM;SG	N;INDF;FEM;SG
משמעות	semnificatie	משמעות	semnificatie	N;FEM;SG	N;INDF;FEM;SG
משמעות	semnificația	משמעות	semnificație	N;FEM;SG	N;DEF;FEM;SG
משמעות	semnificație	משמעות	semnificație	N;FEM;SG	N;INDF;FEM;SG
אישי	personala	אישי	personal	ADJ;MASC;SG	ADJ;DEF;FEM;SG
אישי	personală	אישי	personal	ADJ;MASC;SG	ADJ;INDF;FEM;SG
תושבים	locuitori	תושב	locuitor	N;MASC;PL	N;INDF;MASC;PL
תושבים	locuitori	תושב	locuitor	N;MASC;PL	N;INDF;MASC;PL
תושבים	locuitorii	תושב	locuitor	N;MASC;PL	N;DEF;MASC;PL
תושבים	rezidenți	תושב	rezident	N;MASC;PL	N;INDF;MASC;PL
עכשיו	acum	עכשיו	acum	ADV	ADV
רשמי	oficial	רשמי	oficial	ADJ;MASC;SG	ADJ;INDF;MASC;SG
רשמי	oficiala	רשמי	oficială	ADJ;MASC;SG	ADJ;DEF;FEM;SG
רשמי	oficială	רשמי	oficial	ADJ;MASC;SG	ADJ;INDF;FEM;SG
רשמי	formală	רשמי	formal	ADJ;MASC;SG	ADJ;INDF;FEM;SG
פיתוח	dezvoltarea	פיתוח	dezvoltare	N;MASC;SG	N;DEF;FEM;SG
פיתוח	elaborare	פיתוח	elaborare	N;MASC;SG	N;INDF;FEM;SG
פיתוח	dezvoltare	פיתוח	dezvoltare	N;MASC;SG	N;INDF;FEM;SG
פיתוח	dezvoltarea	פיתוח	dezvoltare	N;MASC;SG	N;DEF;FEM;SG
הקריירה	cariera	הקריירה	carieră	N	N;DEF;FEM;SG
הקריירה	carieră	הקריירה	carieră	N	N;INDF;FEM;SG
מאמרים	articolele	מאמר	articol	N;MASC;PL	N;DEF;FEM;PL
מאמרים	articole	מאמר	articol	N;MASC;PL	N;INDF;FEM;PL
התורה	tora	התורה	torî		
פעולות	operatiuni	פעולה	operatiune	N;FEM;PL	N;INDF;FEM;PL
פעולות	operațiuni	פעולה	operațiune	N;FEM;PL	N;INDF;FEM;PL
פעולות	operații	פעולה	operație	N;FEM;PL	N;INDF;FEM;PL
פעולות	acțiunile	פעולה	acțiune	N;FEM;PL	N;DEF;FEM;PL
פעולות	acțiuni	פעולה	acțiune	N;FEM;PL	N;INDF;FEM;PL
דמות	personaj	דמות	personaj	N;FEM;SG	N;INDF;MASC;SG
דמות	caracterul	דמות	caracter	N;FEM;SG	N;DEF;MASC;SG
דמות	caracter	דמות	caracter	N;FEM;SG	N;INDF;MASC;SG
דמות	figură	דמות	figură	N;FEM;SG	N;INDF;FEM;SG
דמות	figura	דמות	figură	N;FEM;SG	N;DEF;FEM;SG
חלקים	părți	חלק	parte	N;MASC;PL	N;INDF;FEM;PL
חלקים	piese	חלק	piesă	N;MASC;PL	N;INDF;FEM;PL
חלקים	părţi	חלק	pară	N;MASC;PL	N;INDF;FEM;PL
חלקים	secțiunile	חלק	secțiune	N;MASC;PL	N;DEF;FEM;PL
חלקים	secțiuni	חלק	secțiune	N;MASC;PL	N;INDF;FEM;PL
חלקים	bucăți	חלק	bucată	N;MASC;PL	N;INDF;FEM;PL
מילים	versuri	מילה	vers	N;FEM;PL	N;INDF;FEM;PL
מילים	versurile	מילה	vers	N;FEM;PL	N;DEF;FEM;PL
מילים	cuvintele	מילה	cuvânt	N;FEM;PL	N;DEF;FEM;PL
מילים	cuvinte	מילה	cuvânt	N;FEM;PL	N;INDF;FEM;PL
מילים	vorbe	מילה	vorbă	N;FEM;PL	N;INDF;FEM;PL
סדרה	serie	סדרה	serie	N;FEM;SG	N;INDF;FEM;SG
סדרה	seria	סדרה	serie	N;FEM;SG	N;DEF;FEM;SG
סדרה	secventa	סדרה	secventa	N;FEM;SG	N;DEF;FEM;SG
הופיעה	apărut	הופיע	apărea	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
שפה	limba	שפה	limbă	N;FEM;SG	N;DEF;FEM;SG
שפה	limbă	שפה	limbă	N;FEM;SG	N;INDF;FEM;SG
שפה	limbaj	שפה	limbaj	N;FEM;SG	N;INDF;MASC;SG
שפה	limbajul	שפה	limbaj	N;FEM;SG	N;DEF;MASC;SG
אוויר	aer	אוויר	aer	N;MASC;SG	N;INDF;MASC;SG
אוויר	aerul	אוויר	aer	N;MASC;SG	N;DEF;MASC;SG
אוויר	air	אוויר	air	N;MASC;SG	N;INDF;MASC;SG
השיחה	conversatie	השיח	conversatie	N;FEM;SG	N;INDF;FEM;SG
השיחה	conversație	השיח	conversație	N;FEM;SG	N;INDF;FEM;SG
לקרוא	citește	קרא	citi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקרוא	citeste	קרא	citesc	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
זכות	privilegiu	זכות	privilegiu	N;FEM;SG	N;INDF;MASC;SG
זכות	privilegiul	זכות	privilegiu	N;FEM;SG	N;DEF;MASC;SG
כבוד	respectul	כבוד	respect	N;MASC;SG	N;DEF;MASC;SG
כבוד	respect	כבוד	respect	N;MASC;SG	N;INDF;MASC;SG
כבוד	demnitate	כבוד	demnitate	N;MASC;SG	N;INDF;FEM;SG
כבוד	demnitatea	כבוד	demnitate	N;MASC;SG	N;DEF;FEM;SG
מיזם	project	מיזם	project	N;MASC;SG	N;INDF;MASC;SG
מיזם	proiectului	מיזם	proiect	N;MASC;SG	N;DEF;MASC;SG
מיזם	proiectul	מיזם	proiect	N;MASC;SG	N;DEF;MASC;SG
מיזם	proiect	מיזם	proiect	N;MASC;SG	N;INDF;MASC;SG
טיפול	terapie	טיפול	terapie	N;MASC;SG	N;INDF;FEM;SG
טיפול	terapia	טיפול	terapie	N;MASC;SG	N;DEF;FEM;SG
טיפול	tratamentul	טיפול	tratament	N;MASC;SG	N;DEF;MASC;SG
טיפול	tratamentului	טיפול	tratament	N;MASC;SG	N;DEF;MASC;SG
טיפול	tratament	טיפול	tratament	N;MASC;SG	N;INDF;MASC;SG
תנועה	mişcare	תנועה	mişcare	N;FEM;SG	N;INDF;FEM;SG
תנועה	mișcare	תנועה	mișcare	N;FEM;SG	N;INDF;FEM;SG
תנועה	trafic	תנועה	trafic	N;FEM;SG	N;INDF;MASC;SG
תנועה	traficul	תנועה	trafic	N;FEM;SG	N;DEF;MASC;SG
תנועה	vocala	תנועה	vocală	N;FEM;SG	N;DEF;FEM;SG
תנועה	mișcarea	תנועה	mișcare	N;FEM;SG	N;DEF;FEM;SG
תנועה	miscarea	תנועה	miscare	N;FEM;SG	N;DEF;FEM;SG
תנועה	mişcare	תנועה	mişcare	N;FEM;SG	N;INDF;FEM;SG
תנועה	miscare	תנועה	miscare	N;FEM;SG	N;INDF;FEM;SG
תנועה	mişcarea	תנועה	mincare	N;FEM;SG	N;DEF;FEM;SG
תנועה	mișcare	תנועה	mișcare	N;FEM;SG	N;INDF;FEM;SG
יחיד	singură	יחיד	singur	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יחיד	singur	יחיד	singur	ADJ;MASC;SG	ADJ;INDF;MASC;SG
כוכב	vedeta	כוכב	vedeta	N;MASC;SG	N;DEF;FEM;SG
כוכב	steaua	כוכב	stea	N;MASC;SG	N;DEF;FEM;SG
תחנת	staţie	תחנה	staţie	N;FEM;SG	N;INDF;FEM;SG
תחנת	gara	תחנה	gară	N;FEM;SG	N;DEF;FEM;SG
תחנת	stația	תחנה	stație	N;FEM;SG	N;DEF;FEM;SG
תחנת	statie	תחנה	statie	N;FEM;SG	N;INDF;FEM;SG
תחנת	stație	תחנה	stație	N;FEM;SG	N;INDF;FEM;SG
תחנת	gară	תחנה	gară	N;FEM;SG	N;INDF;FEM;SG
במהירות	repede	במהירות	repede	ADV	ADV
ביטוי	frază	ביטוי	frază	N;MASC;SG	N;INDF;FEM;SG
ביטוי	fraza	ביטוי	frază	N;MASC;SG	N;DEF;FEM;SG
ביטוי	expresia	ביטוי	expresie	N;MASC;SG	N;DEF;FEM;SG
ביטוי	exprimare	ביטוי	exprimare	N;MASC;SG	N;INDF;FEM;SG
ביטוי	expresie	ביטוי	expresie	N;MASC;SG	N;INDF;FEM;SG
פרופסור	profesor	פרופסור	profesor	N;MASC;SG	N;INDF;MASC;SG
פרופסור	profesorul	פרופסור	profesor	N;MASC;SG	N;DEF;MASC;SG
דעת	părere	דעה	părere	N;FEM;SG	N;INDF;FEM;SG
דעת	aviz	דעה	aviz	N;FEM;SG	N;INDF;MASC;SG
דעת	opinie	דעה	opinie	N;FEM;SG	N;INDF;FEM;SG
שחור	neagră	שחור	negru	ADJ;MASC;SG	ADJ;INDF;FEM;SG
שחור	negru	שחור	negru	ADJ;MASC;SG	ADJ;INDF;MASC;SG
שחור	neagra	שחור	negru	ADJ;MASC;SG	ADJ;DEF;FEM;SG
חודש	lună	חודש	lună	N;MASC;SG	N;INDF;FEM;SG
חודש	luna	חודש	lună	N;MASC;SG	N;DEF;FEM;SG
חוקי	juridice	חוקי	juridic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
חוקי	legale	חוקי	legal	ADJ;MASC;PL	ADJ;INDF;FEM;PL
בתחילה	inițial	בתחילה	inițial	ADV	ADV
יוצרים	creatorii	יוצר	creator	N;MASC;PL	N;DEF;MASC;PL
להביא	adu	הביא	adu	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
שינויים	modificări	שינוי	modificare	N;MASC;PL	N;INDF;FEM;PL
שינויים	schimbări	שינוי	schimbare	N;MASC;PL	N;INDF;FEM;PL
שינויים	schimbari	שינוי	schimbari	N;MASC;PL	N;INDF;FEM;PL
נתונים	date	נתון	dată	N;MASC;PL	N;INDF;FEM;PL
נתונים	datele	נתון	dată	N;MASC;PL	N;DEF;FEM;PL
מזון	mancare	מזון	mancare	N;MASC;SG	N;INDF;FEM;SG
מזון	mâncare	מזון	mâncare	N;MASC;SG	N;INDF;FEM;SG
מזון	alimentare	מזון	alimentare	N;MASC;SG	N;INDF;FEM;SG
מזון	hrană	מזון	hrană	N;MASC;SG	N;INDF;FEM;SG
בא	venind	בא	veni	V;MASC;SG;3;PST;ACT	V;V.MSDR
בניין	clădire	בניין	clădire	N;MASC;SG	N;INDF;FEM;SG
בניין	cladire	בניין	cladire	N;MASC;SG	N;INDF;FEM;SG
בניין	clădirea	בניין	clădire	N;MASC;SG	N;DEF;FEM;SG
עזרה	ajutor	עזרה	ajutor	N;FEM;SG	N;INDF;MASC;SG
פרקים	episoadele	פרק	episod	N;MASC;PL	N;DEF;FEM;PL
פרקים	episoade	פרק	episod	N;MASC;PL	N;INDF;FEM;PL
פרקים	capitolele	פרק	capitol	N;MASC;PL	N;DEF;FEM;PL
פרקים	capitole	פרק	capitol	N;MASC;PL	N;INDF;FEM;PL
מקובל	acceptabil	מקובל	acceptabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מקובל	acceptabilă	מקובל	acceptabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מקובל	acceptat	מקובל	acceptat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מקובל	acceptata	מקובל	acceptată	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מקובל	acceptată	מקובל	accepta	ADJ;MASC;SG	ADJ;INDF;FEM;SG
השמש	sun	השמש	sun		
גורם	factorul	גורם	factor	N;MASC;SG	N;DEF;MASC;SG
גורם	factor	גורם	factor	N;MASC;SG	N;INDF;MASC;SG
עדכון	actualizarea	עדכון	actualizare	N;MASC;SG	N;DEF;FEM;SG
עדכון	actualizare	עדכון	actualizare	N;MASC;SG	N;INDF;FEM;SG
מנסה	încercând	ניסה	încerca	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מקומות	localuri	מקום	local	N;MASC;PL	N;INDF;FEM;PL
מקומות	locuri	מקום	loc	N;MASC;PL	N;INDF;FEM;PL
מעולם	niciodată	מעולם	niciodată	ADV	ADV
הגנה	protecție	הגנה	protecție	N;FEM;SG	N;INDF;FEM;SG
הגנה	protecția	הגנה	protecție	N;FEM;SG	N;DEF;FEM;SG
הגנה	protectie	הגנה	protectie	N;FEM;SG	N;INDF;FEM;SG
הגנה	apărarea	הגנה	apărare	N;FEM;SG	N;DEF;FEM;SG
הגנה	apărare	הגנה	apărare	N;FEM;SG	N;INDF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
הגנה	apararea	הגנה	aparare	N;FEM;SG	N;DEF;FEM;SG
הגנה	apărarea	הגנה	apărare	N;FEM;SG	N;DEF;FEM;SG
הגנה	apărare	הגנה	apărare	N;FEM;SG	N;INDF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
גובה	altitudinea	גובה	altitudine	N;MASC;SG	N;DEF;FEM;SG
גובה	altitudine	גובה	altitudine	N;MASC;SG	N;INDF;FEM;SG
גובה	elevație	גובה	elevație	N;MASC;SG	N;INDF;FEM;SG
גובה	înălţime	גובה	înălţime	N;MASC;SG	N;INDF;FEM;SG
גובה	înălțimea	גובה	înălțime	N;MASC;SG	N;DEF;FEM;SG
גובה	înălțime	גובה	înălțime	N;MASC;SG	N;INDF;FEM;SG
תקשורת	comunicare	תקשורת	comunicare	N;FEM;SG	N;INDF;FEM;SG
תקשורת	comunicarea	תקשורת	comunicare	N;FEM;SG	N;DEF;FEM;SG
תקשורת	presă	תקשורת	presă	N;FEM;SG	N;INDF;FEM;SG
תקשורת	media	תקשורת	medie	N;FEM;SG	N;DEF;FEM;SG
תקשורת	presa	תקשורת	presă	N;FEM;SG	N;DEF;FEM;SG
משקל	greutate	משקל	greutate	N;MASC;SG	N;INDF;FEM;SG
משקל	greutatea	משקל	greutate	N;MASC;SG	N;DEF;FEM;SG
לשמור	ține	שמר	ține	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשמור	păstrați	שמר	păstra	V;NFIN;ACT	V;IND;PL;2;IPFV;FIN
לשמור	păstrează	שמר	păstra	V;NFIN;ACT	V;IND;3;PRS;FIN
השפעה	impact	השפעה	impact	N;FEM;SG	N;INDF;MASC;SG
