ve	un	ve	un	CONJ	CONJ
milli	nacionālais	milli	nacionāls	ADJ	ADJ;NOM;MASC;SG
kitap	grāmata	kitap	grāmata	N;NOM;SG;3	N;NOM;FEM;SG
kitap	grāmatiņa	kitap	grāmatiņš	N;NOM;SG;3	N;NOM;FEM;SG
ödülleri	balvas	ödül	balva	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	godalgas	ödül	godalga	N;NOM;PL;3	N;NOM;FEM;PL
ödülleri	balvas	ödül	balva	N;NOM;PL;3	N;NOM;FEM;PL
kaldı	atlikusī	kal	atlikt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kaldı	atlikušais	kal	atlikt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
kaldı	palika	kal	palikt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
bakanı	ministre	bakan	ministre	N;NOM;SG;3	N;NOM;FEM;SG
bakanı	ministrs	bakan	ministrs	N;NOM;SG;3	N;NOM;MASC;SG
krallık	karaliste	krallık	karaliste	N;NOM;SG;3	N;NOM;FEM;SG
doğdu	dzimis	doğ	dzimt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
doğdu	dzimusi	doğ	dzimt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
başkanlığı	prezidentūra	başkanlık	prezidentūra	N;NOM;SG;3	N;NOM;FEM;SG
as	pakārt	as	pakārt		
bakanlığı	ministrija	bakanlık	ministrija	N;NOM;SG;3	N;NOM;FEM;SG
kurulmuştur	izveidots	kur	izveidot	V;PFV;NFH;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
durumu	statuss	durum	statuss	N;NOM;SG;3	N;NOM;MASC;SG
durumu	nosacījums	durum	nosacījums	N;NOM;SG;3	N;NOM;MASC;SG
durumu	stāvoklis	durum	stāvoklis	N;NOM;SG;3	N;NOM;MASC;SG
kırmızı	sarkani	kırmızı	sarkans	ADJ	ADJ;NOM;MASC;PL
kırmızı	sarkano	kırmızı	sarkana	ADJ	ADJ;ACC;MASC;SG
kırmızı	sarkana	kırmızı	sarkana	ADJ	ADJ;NOM;FEM;SG
kırmızı	sarkanais	kırmızı	sarkans	ADJ	ADJ;NOM;MASC;SG
kırmızı	sarkans	kırmızı	sarkans	ADJ	ADJ;NOM;MASC;SG
kırmızı	sarkanā	kırmızı	sarkana	ADJ	ADJ;NOM;FEM;SG
yardım	palīdzība	yardım	palīdzība	N;NOM;SG;3	N;NOM;FEM;SG
yardım	palīdzība	yardım	palīdzība	N;NOM;SG;3	N;NOM;FEM;SG
oranı	likme	oran	likme	N;NOM;SG;3	N;NOM;FEM;SG
oranı	attiecība	oran	attiecība	N;NOM;SG;3	N;NOM;FEM;SG
şarkıcı	dziedātāja	şarkıcı	dziedātāja	N;NOM;SG;3	N;NOM;FEM;SG
şarkıcı	dziedātājs	şarkıcı	dziedātājs	N;NOM;SG;3	N;NOM;MASC;SG
hafta	nedēļa	hafta	nedēļa	N;NOM;SG;3	N;NOM;FEM;SG
ekonomik	ekonomiskais	ekonomik	ekonomisks	ADJ	ADJ;NOM;MASC;SG
ekonomik	ekonomiskā	ekonomik	ekonomiska	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomiska	ekonomik	ekonomiska	ADJ	ADJ;NOM;FEM;SG
ekonomik	ekonomiska	ekonomik	ekonomiska	ADJ	ADJ;NOM;FEM;SG
adam	puisis	adam	puisis	N;NOM;SG;3	N;NOM;MASC;SG
adam	čalis	adam	čalis	N;NOM;SG;3	N;NOM;MASC;SG
adam	cilvēks	adam	cilvēks	N;NOM;SG;3	N;NOM;MASC;SG
adam	vīrietis	adam	vīrietis	N;NOM;SG;3	N;NOM;MASC;SG
kendisi	pats	kendi	pats	PRO;NOM;SG;3;REFL	PRO;NOM;MASC;SG
kendisi	pati	kendi	pati	PRO;NOM;SG;3;REFL	PRO;NOM;FEM;SG
hizmet	serviss	hizmet	serviss	N;NOM;SG;3	N;NOM;MASC;SG
hizmet	apkalpošana	hizmet	apkalpošana	N;NOM;SG;3	N;NOM;FEM;SG
hizmet	dienests	hizmet	dienests	N;NOM;SG;3	N;NOM;MASC;SG
hizmet	pakalpojums	hizmet	pakalpojums	N;NOM;SG;3	N;NOM;MASC;SG
girdi	ierakstīts	gir	ierakstīt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yıllar	gadi	yıl	gads	N;NOM;PL;3	N;NOM;MASC;PL
ilan	sludinājums	ilan	sludinājums	N;NOM;SG;3	N;NOM;MASC;SG
sürekli	pastāvīgi	sürekli	pastāvīgi	ADV	ADV
sürekli	nepārtraukti	sürekli	nepārtraukti	ADV	ADV
sürekli	nepārtraukti	sürekli	nepārtraukti	ADV	ADV
basketbol	basketbols	basketbol	basketbols	N;NOM;SG;3	N;NOM;MASC;SG
basketbol	basketball	basketbol	basketball	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	lietošana	kullanım	lietošana	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	izmantošana	kullanım	izmantošana	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	lietojums	kullanım	lietojums	N;NOM;SG;3	N;NOM;MASC;SG
kullanımı	lietošana	kullanım	lietošana	N;NOM;SG;3	N;NOM;FEM;SG
kullanımı	lietojums	kullanım	lietojums	N;NOM;SG;3	N;NOM;MASC;SG
kullanımı	izmantošana	kullanım	izmantošana	N;NOM;SG;3	N;NOM;FEM;SG
vardı	bija	var	būt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
belli	acīmredzama	belli	acīmredzama	ADJ	ADJ;NOM;FEM;SG
öldü	nomira	öl	nomirt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
öldü	mira	öl	mirt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
öldü	mirusi	öl	mirt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
öldü	miris	öl	mirt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
öldü	beigts	öl	beigt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
hızlı	ātrāks	hızlı	ātrs	ADJ	ADJ;NOM;CMPR;MASC;SG
hızlı	ātrāka	hızlı	ātra	ADJ	ADJ;NOM;CMPR;FEM;SG
hızlı	ātra	hızlı	ātra	ADJ	ADJ;NOM;FEM;SG
hızlı	ātrs	hızlı	ātrs	ADJ	ADJ;NOM;MASC;SG
hızlı	ātra	hızlı	ātra	ADJ	ADJ;NOM;FEM;SG
hızlı	ātrā	hızlı	ātrs	ADJ	ADJ;NOM;FEM;SG
hızlı	ātrs	hızlı	ātrs	ADJ	ADJ;NOM;MASC;SG
oynadı	spēlējis	oyna	spēlēt	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
oynadı	spēlēja	oyna	spēlēt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
kiralık	noma	kiralık	noma	N;NOM;SG;3	N;NOM
kiralık	īre	kiralık	īre	N;NOM;SG;3	N;NOM;FEM;SG
aslında	faktiski	aslında	faktiski	ADV	ADV
zaten	jau	zaten	jau	ADV	ADV
madalya	medaļa	madalya	medaļa	N;NOM;SG;3	N;NOM;FEM;SG
azerbaycan	azerbaidžāna	azerbaycan	azerbaidžāna	N;NOM;SG;3	N;NOM;FEM;SG
sayfası	lappuse	sayfa	lappuse	N;NOM;SG;3	N;NOM;FEM;SG
sayfası	lapa	sayfa	lapa	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	modifikācija	değişiklik	modifikācija	N;NOM;SG;3	N;NOM;FEM;SG
değişiklik	grozījums	değişiklik	grozījums	N;NOM;SG;3	N;NOM;MASC;SG
değişiklik	maiņa	değişiklik	maiņa	N;NOM;SG;3	N;NOM;FEM;SG
maddeler	vielas	madde	viela	N;NOM;PL;3	N;NOM;FEM;PL
kulübü	klubs	kulüb	klubs	N;NOM;SG;3	N;NOM;MASC;SG
kulübü	kluba	kulüb	klubs	N;NOM;SG;3	N;NOM;MASC;SG
tanımlar	definīcijas	tanım	definīcija	N;NOM;PL;3	N;NOM;FEM;PL
fark	paziņojums	fark	paziņojums	N;NOM;SG;3	N;NOM;MASC;SG
fark	starpība	fark	starpība	N;NOM;SG;3	N;NOM;FEM;SG
fark	atšķirība	fark	atšķirība	N;NOM;SG;3	N;NOM;FEM;SG
ilçesi	rajons	ilçe	rajons	N;NOM;SG;3	N;NOM;MASC;SG
ilçesi	apgabals	ilçe	apgabals	N;NOM;SG;3	N;NOM;MASC;SG
posta	pasts	posta	pasts		
kendini	sevi	kendi	sevis	PRO;ACC;SG;3;REFL	PRO;ACC;REFL
not	piezīme	not	piezīme		
güncelleme	atjaunināt	güncelle	atjaunināt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
güncelleme	atjaunot	güncelle	atjaunot	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
baş	vadītājs	baş	vadītājs	N;NOM;SG;3	N;NOM;MASC;SG
baş	galva	baş	galva	N;NOM;SG;3	N;NOM;FEM;SG
düşünüyorum	domāt	düşün	domāt	V;PROG;IND;SG;1;POS;INFM;PRS	V;POS;NFIN
yaşam	dzīve	yaşam	dzīve	N;NOM;SG;3	N;NOM;FEM;SG
yaşam	dzīvība	yaşam	dzīvība	N;NOM;SG;3	N;NOM;FEM;SG
isim	vārds	isim	vārds	N;NOM;SG;3	N;NOM;MASC;SG
isim	nosaukums	isim	nosaukums	N;NOM;SG;3	N;NOM;MASC;SG
gece	nakts	gece	nakts	N;NOM;SG;3	N;NOM;FEM;SG
bilgiler	info	bilgi	info	N;NOM;PL;3	N
site	mājaslapa	sit	mājaslaps	N;NOM;SG;3	N;NOM;FEM;SG
site	vietne	sit	vietne	N;NOM;SG;3	N;NOM;FEM;SG
site	vieta	sit	vieta	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	šķira	sınıf	šķirt	N;NOM;SG;3	N;NOM;FEM;SG
sınıf	klase	sınıf	klase	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	sekvence	dizi	sekvence	N;NOM;SG;3	N;NOM;FEM;SG
dizisi	secība	dizi	secība	N;NOM;SG;3	N;NOM;FEM;SG
seçildi	ievēlēta	seç	ievēlēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
seçildi	ievēlēts	seç	ievēlēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçildi	izvēlētais	seç	izvēlēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
seçildi	izraudzīts	seç	izraudzīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçildi	izvēlēts	seç	izvēlēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seçildi	izvēlēta	seç	izvēlēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
yapılmış	izgatavots	yap	izgatavot	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yapmak	padarot	yap	padarīt	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;V.CVB
yapıldı	izgatavots	yap	izgatavot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yapıldı	paveikts	yap	paveikt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yapıldı	darīts	yap	darīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yapıldı	izdarīts	yap	izdarīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
park	parks	park	parks	N;NOM;SG;3	N;NOM;MASC;SG
park	stāvvieta	park	stāvvieta	N;NOM;SG;3	N;NOM;MASC;SG
siyasetçi	politiķis	siyasetçi	politiķis	N;NOM;SG;3	N;NOM;MASC;SG
edebiyat	literatūra	edebiyat	literatūra	N;NOM;SG;3	N;NOM;FEM;SG
müzesi	muzeju	müze	muzejs	N;ACC;SG;3	N;ACC;MASC;SG
annesi	māte	anne	māte	N;NOM;SG;3	N;NOM;FEM;SG
verildi	dots	ver	dot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verildi	dota	ver	dot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
çalıştı	strādāja	çalış	strādāt	V;PFV;IND;SG;3;POS;PST	V;FH;IND;3;POS;PST;FIN;ACT
yönetimi	pārvaldība	yönetim	pārvaldība	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	apsaimniekošana	yönetim	apsaimniekošana	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	vadība	yönetim	vadība	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	ievadīšana	yönetim	ievadīšana	N;NOM;SG;3	N;NOM;FEM;SG
yönetimi	administrācija	yönetim	administrācija	N;NOM;SG;3	N;NOM;FEM;SG
bulundu	atrasta	bulun	atrast	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bulundu	atrasts	bulun	atrast	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bazen	dažkārt	bazen	dažkārt	ADV	ADV
bazen	dažreiz	bazen	dažreiz	ADV	ADV
doğum	dzimšanas	doğum	dzimšana	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	drošība	güvenlik	drošība	N;NOM;SG;3	N;NOM;FEM;SG
güvenlik	drošums	güvenlik	drošums	N;NOM;SG;3	N;NOM;MASC;SG
güvenlik	drošība	güvenlik	drošība	N;NOM;SG;3	N;NOM;FEM;SG
başkenti	kapitāls	başkent	kapitāls	N;NOM;SG;3	N;NOM;MASC;SG
başkenti	galvaspilsēta	başkent	galvaspilsēta	N;NOM;SG;3	N;NOM;FEM;SG
hala	vēl	hala	vēl	ADV	ADV
hala	joprojām	hala	joprojām	ADV	ADV
camii	mošeja	camii	mošeja	N;NOM;SG;3	N;NOM;FEM;SG
derneği	apvienība	dernek	apvienība	N;NOM;SG;3	N;NOM;FEM;SG
derneği	biedrība	dernek	biedrība	N;NOM;SG;3	N;NOM;FEM;SG
derneği	asociācija	dernek	asociācija	N;NOM;SG;3	N;NOM;FEM;SG
kuruldu	dibināta	kur	dibināt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kuruldu	dibināts	kur	dibināt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kuruldu	izveidots	kur	izveidot	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kuruldu	uzstādīts	kur	uzstādīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kuruldu	uzstādīta	kur	uzstādīt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kuruldu	uzstādīt	kur	uzstādīt	V;PFV;IND;SG;3;POS;PST;PASS	V;POS;NFIN
enstitüsü	institūts	enstitü	institūts	N;NOM;SG;3	N;NOM;MASC;SG
öğretim	instrukcija	öğretim	instrukcija	N;NOM;SG;3	N;NOM;FEM;SG
öğretim	norādījums	öğretim	norādījums	N;NOM;SG;3	N;NOM;MASC;SG
öğretim	fakultāte	öğretim	fakultāte	N;NOM;SG;3	N;NOM;FEM;SG
öğretim	mācīšana	öğretim	mācīšana	N;NOM;SG;3	N;NOM;FEM;SG
dikkat	uzmanība	dikkat	uzmanība	N;NOM;SG;3	N;NOM;FEM;SG
kurulmuş	dibināta	kur	dibināt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kurulmuş	dibināts	kur	dibināt	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
kurulmuş	izveidots	kur	izveidot	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bilimsel	zinātniskā	bilimsel	zinātniska	ADJ	ADJ;NOM;FEM;SG
bilimsel	zinātniska	bilimsel	zinātniska	ADJ	ADJ;NOM;FEM;SG
bilimsel	zinātniskais	bilimsel	zinātnisks	ADJ	ADJ;NOM;MASC;SG
bilimsel	zinātnisks	bilimsel	zinātnisks	ADJ	ADJ;NOM;MASC;SG
aşk	mīlestība	aşk	mīlestība	N;NOM;SG;3	N;NOM;FEM;SG
aşk	mīla	aşk	mīlēt	N;NOM;SG;3	N;NOM;FEM;SG
etkisi	trieciens	etki	trieciens	N;NOM;SG;3	N;NOM;MASC;SG
etkisi	ietekme	etki	ietekme	N;NOM;SG;3	N;NOM;FEM;SG
etkisi	ietekme	etki	ietekme	N;NOM;SG;3	N;NOM;FEM;SG
etkisi	efekts	etki	efekts	N;NOM;SG;3	N;NOM;MASC;SG
etkisi	ietekme	etki	ietekme	N;NOM;SG;3	N;NOM;FEM;SG
müdürlüğü	direktorāts	müdürlük	direktorāts	N;NOM;SG;3	N;NOM;MASC;SG
yeşil	zaļas	yeşil	zaļa	ADJ	ADJ;NOM;FEM;PL
yeşil	zaļa	yeşil	zaļš	ADJ	ADJ;NOM;FEM;SG
yeşil	zaļā	yeşil	zaļš	ADJ	ADJ;NOM;FEM;SG
yeşil	zaļš	yeşil	zaļš	ADJ	ADJ;NOM;MASC;SG
yeşil	zaļi	yeşil	zaļš	ADJ	ADJ;NOM;MASC;PL
ailesi	saime	aile	saime	N;NOM;SG;3	N;NOM;FEM;SG
ailesi	ģimene	aile	ģimene	N;NOM;SG;3	N;NOM;FEM;SG
insanlar	cilveki	insan	cilveks	N;NOM;PL;3	N;NOM;MASC;PL
insanlar	cilvēki	insan	cilvēks	N;NOM;PL;3	N;NOM;MASC;PL
parçası	daļa	parça	daļa	N;NOM;SG;3	N;NOM;FEM;SG
eğitimi	apmācību	eğitim	apmācība	N;ACC;SG;3	N;ACC;FEM;SG
bilgisayar	dators	bilgisayar	dators	N;NOM;SG;3	N;NOM;MASC;SG
sınırları	robežas	sınır	robeža	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	robežas	sınır	robeža	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	limiti	sınır	limiti	N;NOM;PL;3	N;NOM;MASC;PL
sınırları	robežas	sınır	robeža	N;NOM;PL;3	N;NOM;FEM;PL
sınırları	ierobežojumi	sınır	ierobežojums	N;NOM;PL;3	N;NOM;MASC;PL
demokratik	demokrātiskas	demokratik	demokrātiska	ADJ	ADJ;NOM;FEM;PL
demokratik	demokrātisko	demokratik	demokrātiska	ADJ	ADJ;ACC;MASC;SG
demokratik	demokrātiskā	demokratik	demokrātiska	ADJ	ADJ;NOM;FEM;SG
demokratik	demokrātiska	demokratik	demokrātiska	ADJ	ADJ;NOM;FEM;SG
sistem	sistēma	sistem	sistēma	N;NOM;SG;3	N;NOM;FEM;SG
şimdi	tagad	şimdi	tagad	ADV	ADV
amacı	nolūks	amaç	nolūks	N;NOM;SG;3	N;NOM;MASC;SG
amacı	mērķis	amaç	mērķis	N;NOM;SG;3	N;NOM;MASC;SG
özellikleri	īpašības	özellik	īpašība	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	raksturlielumi	özellik	raksturlielums	N;NOM;PL;3	N;NOM;MASC;PL
özellikleri	atribūti	özellik	atribūti	N;NOM;PL;3	N;NOM;MASC;PL
özellikleri	raksturlielumi	özellik	raksturlielums	N;NOM;PL;3	N;NOM;MASC;PL
özellikleri	pazīmes	özellik	pazīme	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	iezīmes	özellik	iezīme	N;NOM;PL;3	N;NOM;FEM;PL
özellikleri	īpašības	özellik	īpašība	N;NOM;PL;3	N;NOM;FEM;PL
kişilik	personība	kişilik	personība	N;NOM;SG;3	N;NOM;FEM;SG
boş	tukši	boş	tukši	ADJ	ADJ;NOM;MASC;PL
boş	tukšs	boş	tukšs	ADJ	ADJ;NOM;MASC;SG
boş	tukšas	boş	tukša	ADJ	ADJ;NOM;FEM;PL
boş	tukša	boş	tukša	ADJ	ADJ;NOM;FEM;SG
boş	tukšā	boş	tukša	ADJ	ADJ;NOM;FEM;SG
boş	tukšu	boş	tukša	ADJ	ADJ;ACC;MASC;SG
boş	tukšs	boş	tukšs	ADJ	ADJ;NOM;MASC;SG
boş	tukša	boş	tukša	ADJ	ADJ;NOM;FEM;SG
adası	sala	ada	sals	N;NOM;SG;3	N;NOM;FEM;SG
kim	kas	kim	kas	PRO;NOM;SG;3	PRO;NOM
kim	kurš	kim	kurš	PRO;NOM;SG;3	PRO;NOM;MASC;SG
federasyonu	federācija	federasyon	federācija	N;NOM;SG;3	N;NOM;FEM;SG
uyum	atbilstība	uyum	atbilstība	N;NOM;SG;3	N;NOM;FEM;SG
programı	programmu	program	programma	N;ACC;SG;3	N;ACC;FEM;SG
programı	programmu	program	programma	N;ACC;SG;3	N;ACC;FEM;SG
resimleri	attēli	resim	attēls	N;NOM;PL;3	N;NOM;MASC;PL
resimleri	bildes	resim	bilde	N;NOM;PL;3	N;NOM;FEM;PL
yapısı	struktūra	yapı	struktūra	N;NOM;SG;3	N;NOM;FEM;SG
yapısı	uzbūve	yapı	uzbūve	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	komunikācija	iletiş	komunikācija	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	paziņojums	iletiş	paziņojums	N;NOM;SG;3	N;NOM;MASC;SG
iletişim	saziņa	iletiş	saziņa	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	kontakts	iletiş	kontakts	N;NOM;SG;3	N;NOM;MASC;SG
iletişim	komunikācija	iletiş	komunikācija	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	saziņa	iletiş	saziņa	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	students	öğrenci	students	N;NOM;SG;3	N;NOM;MASC;SG
üyeleri	locekļi	üye	loceklis	N;NOM;PL;3	N;NOM;MASC;PL
üyeleri	dalībnieki	üye	dalībnieks	N;NOM;PL;3	N;NOM;MASC;PL
üyeleri	deputāti	üye	deputāts	N;NOM;PL;3	N;NOM;MASC;PL
üyeleri	biedri	üye	biedrs	N;NOM;PL;3	N;NOM;MASC;PL
kolay	viegla	kolay	viegla	ADJ	ADJ;NOM;FEM;SG
kolay	viegls	kolay	viegls	ADJ	ADJ;NOM;MASC;SG
yayınlandı	publicēts	yayınla	publicēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
yayınlandı	publicēta	yayınla	publicēt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
baba	tētis	baba	tētis	N;NOM;SG;3	N;NOM;MASC;SG
baba	tētis	baba	tētis	N;NOM;SG;3	N;NOM;MASC;SG
baba	tēvs	baba	tēvs	N;NOM;SG;3	N;NOM;MASC;SG
sonuçlar	rezultāti	sonuç	rezultāts	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	iznākumi	sonuç	iznākums	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	rezultāti	sonuç	rezultāts	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	secinājumi	sonuç	secinājums	N;NOM;PL;3	N;NOM;MASC;PL
soğuk	aukstāks	soğuk	auksts	ADJ	ADJ;NOM;CMPR;MASC;SG
soğuk	auksts	soğuk	auksts	ADJ	ADJ;NOM;MASC;SG
soğuk	aukstā	soğuk	auksts	ADJ	ADJ;NOM;FEM;SG
projesi	projekts	proje	projekts	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	iemesls	neden	iemesls	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	cēlonis	neden	cēlonis	N;NOM;SG;3	N;NOM;MASC;SG
kararı	lēmums	karar	lēmums	N;NOM;SG;3	N;NOM;MASC;SG
kişiler	personas	kişi	persona	N;NOM;PL;3	N;NOM;FEM;PL
kişiler	cilveki	kişi	cilveks	N;NOM;PL;3	N;NOM;MASC;PL
kişiler	cilvēki	kişi	cilvēks	N;NOM;PL;3	N;NOM;MASC;PL
kişiler	kontakti	kişi	kontakts	N;NOM;PL;3	N;NOM;MASC;PL
uydu	pavadonis	uy	pavadonis	N;NOM;SG;3	N;NOM;MASC;SG
basit	vienkāršs	basit	vienkāršs	ADJ	ADJ;NOM;MASC;SG
basit	vienkārša	basit	vienkārša	ADJ	ADJ;NOM;FEM;SG
basit	vienkāršas	basit	vienkārša	ADJ	ADJ;NOM;FEM;PL
basit	vienkāršā	basit	vienkārša	ADJ	ADJ;NOM;FEM;SG
kaynaklar	avoti	kaynak	avots	N;NOM;PL;3	N;NOM;MASC;PL
kaynaklar	līdzekļi	kaynak	līdzeklis	N;NOM;PL;3	N;NOM;MASC;PL
cumhurbaşkanı	prezidents	cumhurbaşkanı	prezidents	N;NOM;SG;3	N;NOM;MASC;SG
cumhurbaşkanı	priekšsēdētāja	cumhurbaşkanı	priekšsēdētājs	N;NOM;SG;3	N;NOM;MASC;SG
cumhurbaşkanı	priekšsēdētājs	cumhurbaşkanı	priekšsēdētājs	N;NOM;SG;3	N;NOM;MASC;SG
alındı	saņemts	al	saņemt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
alındı	ņemta	al	ņemt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
alındı	ņemts	al	ņemt	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
boyu	augums	boy	augums	N;NOM;SG;3	N;NOM;MASC;SG
boyu	augstums	boy	augstums	N;NOM;SG;3	N;NOM;MASC;SG
boyu	garums	boy	garums	N;NOM;SG;3	N;NOM;MASC;SG
boyu	izmers	boy	izmers	N;NOM;SG;3	N;NOM;MASC;SG
boyu	lielums	boy	lielums	N;NOM;SG;3	N;NOM;MASC;SG
boyu	izmērs	boy	izmērs	N;NOM;SG;3	N;NOM;MASC;SG
defans	aizstāvība	defans	aizstāvība	N;NOM;SG;3	N;NOM;FEM;SG
defans	aizsardzība	defans	aizsardzība	N;NOM;SG;3	N;NOM;FEM;SG
defans	aizstāvība	defans	aizstāvība	N;NOM;SG;3	N;NOM;FEM;SG
defans	aizsardzība	defans	aizsardzība	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	palīgs	yardımcı	palīgs	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	asistents	yardımcı	asistents	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	vietnieks	yardımcı	vietnieks	N;NOM;SG;3	N;NOM;MASC;SG
özerk	autonomi	özerk	autonoms		
