con	مع	con	مَعَ	ADP	ADP;ACC
persona	شخص	persona	شَخص	N;FEM;SG	N;NOM;INDF;SG
persona	الشخص	persona	شَخص	N;FEM;SG	N;NOM;DEF;SG
capacidad	القدرة	capacidad	قُدرَة	N;FEM;SG	N;NOM;DEF;SG
capacidad	قدرة	capacidad	قُدرَة	N;FEM;SG	N;NOM;INDF;SG
capacidad	القدرة	capacidad	قُدرَة	N;FEM;SG	N;NOM;DEF;SG
capacidad	السعة	capacidad	سِعَّة	N;FEM;SG	N;NOM;DEF;SG
capacidad	سعة	capacidad	سَعَة	N;FEM;SG	N;NOM;INDF;SG
capacidad	القدرة	capacidad	قُدرَة	N;FEM;SG	N;NOM;DEF;SG
capacidad	قدرة	capacidad	قُدرَة	N;FEM;SG	N;NOM;INDF;SG
capacidad	القدره	capacidad	القدره	N;FEM;SG	N;NOM;DEF;SG
artes	الفنون	arte	فَنّ	N;PL	N;NOM;DEF;PL
artes	فنون	arte	فَنّ	N;PL	N;NOM;INDF;PL
participó	شاركت	participar	شَارَك	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
cantidad	المبلغ	cantidad	مَبلَغ	N;FEM;SG	N;NOM;DEF;SG
cantidad	الكمية	cantidad	كَمِّيَّة	N;FEM;SG	N;NOM;DEF;SG
cantidad	كمية	cantidad	كَمِّيَّة	N;FEM;SG	N;NOM;INDF;SG
fuentes	مصادر	fuente	مَصدَر	N;FEM;PL	N;NOM;INDF;PL
fuentes	المصادر	fuente	مَصدَر	N;FEM;PL	N;NOM;DEF;PL
fuentes	الخطوط	fuente	خَطّ	N;FEM;PL	N;NOM;DEF;PL
fuentes	خطوط	fuente	خَطّ	N;FEM;PL	N;NOM;INDF;PL
fuentes	نوافير	fuente	نَافِير	N;FEM;PL	N;NOM;INDF;PL
luz	الخفيفة	luz	خَفِيف	N;FEM;SG	N;NOM;DEF;SG
luz	ضوء	luz	ضَوء	N;FEM;SG	N;NOM;INDF;SG
luz	النور	luz	النور	N;FEM;SG	N;NOM;DEF;SG
baja	تدني	baja	تَدَنِّي	N;FEM;SG	N;NOM;INDF;SG
baja	انخفاض	baja	اِنخِفَاض	N;FEM;SG	N;NOM;INDF;SG
paz	سلام	paz	سَلَام	N;FEM;SG	N;NOM;INDF;SG
paz	السلام	paz	سَلَام	N;FEM;SG	N;NOM;DEF;SG
tercer	ثالثا	tercero	ثَالِث	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
tercer	الثالثة	tercero	ثَالِث	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
tercer	ثالث	tercero	ثَالِث	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
tercer	الثالث	tercero	ثَالِث	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
tercer	ثالثة	tercero	ثَالِث	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
vuelta	اللفة	vuelta	لِفَّة	N;FEM;SG	N;NOM;DEF;SG
vuelta	العودة	vuelta	عَودَة	N;FEM;SG	N;NOM;DEF;SG
vuelta	عودة	vuelta	عَودَة	N;FEM;SG	N;NOM;INDF;SG
noche	المساء	noche	مَسَاء	N;FEM;SG	N;NOM;DEF;SG
noche	مساء	noche	مَسَاء	N;FEM;SG	N;NOM;INDF;SG
noche	ليلا	noche	ليلا	N;FEM;SG	N;NOM;INDF;SG
noche	الليل	noche	لَيل	N;FEM;SG	N;NOM;DEF;SG
noche	ليلة	noche	لَيلَة	N;FEM;SG	N;NOM;INDF;SG
noche	ليل	noche	لَيل	N;FEM;SG	N;NOM;INDF;SG
muestra	يظهر	mostrar	ظَهَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
personal	شخصي	personal	شَخصِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
aeropuerto	مطار	aeropuerto	مَطَار	N;MASC;SG	N;NOM;INDF;SG
aeropuerto	المطار	aeropuerto	مَطَار	N;MASC;SG	N;NOM;DEF;SG
apoyo	دعم	apoyo	دَعم	N;MASC;SG	N;NOM;INDF;SG
apoyo	الدعم	apoyo	دَعم	N;MASC;SG	N;NOM;DEF;SG
semana	اسبوعا	semana	أُسبُوع	N;FEM;SG	N;ACC;INDF;SG
semana	الاسبوع	semana	أُسبُوع	N;FEM;SG	N;NOM;DEF;SG
semana	اسبوع	semana	أُسبُوع	N;FEM;SG	N;NOM;INDF;SG
palacio	قصر	palacio	قَصر	N;MASC;SG	N;NOM;INDF;SG
palacio	القصر	palacio	قَصر	N;MASC;SG	N;NOM;DEF;SG
pacífico	السلمية	pacífico	سِلمِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
pacífico	سلمية	pacífico	سِلمِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
pacífico	سلمي	pacífico	سِلمِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
escritor	الكاتب	escritor	كَاتِب	N;MASC;SG	N;NOM;DEF;SG
escritor	كاتب	escritor	كَاتِب	N;MASC;SG	N;NOM;INDF;SG
escritor	الكاتبة	escritor	كَاتِب	N;MASC;SG	N;NOM;DEF;SG
profesor	استاذ	profesor	استاذ	N;MASC;SG	N;NOM;INDF;SG
profesor	استاذة	profesor	استاذة	N;MASC;SG	N;NOM;INDF;SG
profesor	استاذ	profesor	استاذ	N;MASC;SG	N;NOM;INDF;SG
profesor	المعلم	profesor	مُعلِم	N;MASC;SG	N;NOM;DEF;SG
profesor	معلم	profesor	مُعَلِّم	N;MASC;SG	N;NOM;INDF;SG
profesor	مدرس	profesor	مُدَرِّس	N;MASC;SG	N;NOM;INDF;SG
profesor	معلمة	profesor	مُعَلِّم	N;MASC;SG	N;NOM;INDF;SG
diseño	تصميم	diseño	تَصمِيم	N;MASC;SG	N;NOM;INDF;SG
diseño	التصميم	diseño	تَصمِيم	N;MASC;SG	N;NOM;DEF;SG
casos	الحالات	caso	حَالَة	N;MASC;PL	N;NOM;DEF;PL
casos	حالات	caso	حَالَة	N;MASC;PL	N;NOM;INDF;PL
casos	القضايا	caso	قَضِيَّة	N;MASC;PL	N;NOM;DEF;PL
casos	قضايا	caso	قَضِيَّة	N;MASC;PL	N;NOM;INDF;PL
negro	سوداء	negro	أَسوَد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
camino	الصراط	camino	صِرَاط	N;MASC;SG	N;NOM;DEF;SG
camino	الدرب	camino	دَرب	N;MASC;SG	N;NOM;DEF;SG
camino	المسار	camino	مَسَار	N;MASC;SG	N;NOM;DEF;SG
camino	مسار	camino	مَسَار	N;MASC;SG	N;NOM;INDF;SG
camino	الطريق	camino	طَرِيق	N;MASC;SG	N;NOM;DEF;SG
camino	طريق	camino	طَرِيق	N;MASC;SG	N;NOM;INDF;SG
camino	الطريق	camino	طَرِيق	N;MASC;SG	N;NOM;DEF;SG
camino	طريقة	camino	طَرِيقَة	N;MASC;SG	N;NOM;INDF;SG
camino	الطريقة	camino	طَرِيقَة	N;MASC;SG	N;NOM;DEF;SG
ayuda	المساعدة	ayuda	مُسَاعَدَة	N;FEM;SG	N;NOM;DEF;SG
ayuda	مساعدة	ayuda	مُسَاعَدَة	N;FEM;SG	N;NOM;INDF;SG
ayuda	معونة	ayuda	مَعُونَة	N;FEM;SG	N;NOM;INDF;SG
ayuda	المعونة	ayuda	مَعُونَة	N;FEM;SG	N;NOM;DEF;SG
nombres	اسماء	nombre	اِسم	N;MASC;PL	N;NOM;INDF;PL
nombres	الاسماء	nombre	اِسم	N;MASC;PL	N;NOM;DEF;PL
causa	السبب	causa	سَبَب	N;FEM;SG	N;NOM;DEF;SG
causa	سبب	causa	سَبَب	N;FEM;SG	N;NOM;INDF;SG
causa	اسباب	causa	سَبَب	N;FEM;SG	N;NOM;INDF;SG
horario	جدولة	horario	جَدوَلَة	N;MASC;SG	N;NOM;INDF;SG
horario	جدول	horario	جَدوَل	N;MASC;SG	N;NOM;INDF;SG
ciencias	العلوم	ciencia	عِلم	N;FEM;PL	N;NOM;DEF;PL
ciencias	علوم	ciencia	عِلم	N;FEM;PL	N;NOM;INDF;PL
ciencias	علوم	ciencia	عِلم	N;FEM;PL	N;NOM;INDF;PL
tamaño	المقاس	tamaño	مَقَاس	N;MASC;SG	N;NOM;DEF;SG
tamaño	الحجم	tamaño	حَجم	N;MASC;SG	N;NOM;DEF;SG
tamaño	حجم	tamaño	حَجم	N;MASC;SG	N;NOM;INDF;SG
principio	المبدا	principio	مَبدَا	N;MASC;SG	N;NOM;DEF;SG
principio	مبدا	principio	مَبدَا	N;MASC;SG	N;NOM;INDF;SG
periodo	الفترة	periodo	فَترَة	N;MASC;SG	N;NOM;DEF;SG
periodo	فترة	periodo	فَترَة	N;MASC;SG	N;NOM;INDF;SG
nacimiento	ميلاد	nacimiento	ميلاد	N;MASC;SG	N;NOM;INDF;SG
nacimiento	الميلاد	nacimiento	مِيلَاد	N;MASC;SG	N;NOM;DEF;SG
nacimiento	الولادة	nacimiento	وِلَادَة	N;MASC;SG	N;NOM;DEF;SG
nacimiento	ولادة	nacimiento	وِلَادَة	N;MASC;SG	N;NOM;INDF;SG
etapa	الطور	etapa	طُور	N;FEM;SG	N;NOM;DEF;SG
etapa	المرحلة	etapa	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
etapa	مرحلة	etapa	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
etapa	المنصة	etapa	مِنَصَّة	N;FEM;SG	N;NOM;DEF;SG
etapa	المسرح	etapa	مَسرَح	N;FEM;SG	N;NOM;DEF;SG
etapa	المرحلة	etapa	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
etapa	مرحلة	etapa	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
actualidad	التيار	actualidad	تَيَّار	N;FEM;SG	N;NOM;DEF;SG
actualidad	تيار	actualidad	تَيَّار	N;FEM;SG	N;NOM;INDF;SG
pequeño	صغير	pequeño	صَغِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
pequeño	صغيرة	pequeño	صَغِير	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
pequeño	قليل	pequeño	قَلِيل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
zonas	مناطق	zona	مِنطَقَة	N;FEM;PL	N;NOM;INDF;PL
zonas	المجالات	zona	مَجَال	N;FEM;PL	N;NOM;DEF;PL
zonas	مجالات	zona	مَجَال	N;FEM;PL	N;NOM;INDF;PL
zonas	مناطق	zona	مِنطَقَة	N;FEM;PL	N;NOM;INDF;PL
zonas	المناطق	zona	مِنطَقَة	N;FEM;PL	N;NOM;DEF;PL
referencias	المراجع	referencia	المراجع	N;FEM;PL	N;NOM;DEF;PL
referencias	مراجع	referencia	مَرجَع	N;FEM;PL	N;NOM;INDF;PL
única	فريدة	único	فَرِيد	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
ediciones	اصدارات	edición	إِصدَار	N;FEM;PL	N;NOM;INDF;PL
ediciones	الطبعات	edición	طَبعَة	N;FEM;PL	N;NOM;DEF;PL
ediciones	الاصدارات	edición	إِصدَار	N;FEM;PL	N;NOM;DEF;PL
ediciones	تعديلات	edición	تَعدِيل	N;FEM;PL	N;NOM;INDF;PL
ediciones	التعديلات	edición	تَعدِيل	N;FEM;PL	N;NOM;DEF;PL
presente	الحالي	presente	حَالِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
congreso	المؤتمر	congreso	مُؤتَمَر	N;MASC;SG	N;NOM;DEF;SG
guitarra	الجيتار	guitarra	جِيتَار	N;FEM;SG	N;NOM;DEF;SG
guitarra	الغيتار	guitarra	غِيتَار	N;FEM;SG	N;NOM;DEF;SG
elementos	عناصر	elemento	عُنصُر	N;MASC;PL	N;NOM;INDF;PL
elementos	العناصر	elemento	عُنصُر	N;MASC;PL	N;NOM;DEF;PL
relaciones	علاقات	relación	عَلَاقَة	N;FEM;PL	N;NOM;INDF;PL
relaciones	العلاقات	relación	عَلَاقَة	N;FEM;PL	N;NOM;DEF;PL
relaciones	العلاقات	relación	عَلَاقَة	N;FEM;PL	N;NOM;DEF;PL
relaciones	علاقات	relación	عَلَاقَة	N;FEM;PL	N;NOM;INDF;PL
relaciones	العلاقات	relación	عَلَاقَة	N;FEM;PL	N;NOM;DEF;PL
horas	الساعات	hora	سَاعَة	N;FEM;PL	N;NOM;DEF;PL
horas	ساعات	hora	سَاعَة	N;FEM;PL	N;NOM;INDF;PL
partes	اجزاء	parte	جُزء	N;FEM;PL	N;NOM;INDF;PL
text	نصوص	text	نَصّ	N	N;NOM;INDF;PL
text	نص	text	نَصّ	N	N;NOM;INDF;SG
text	النص	text	نَصّ	N	N;NOM;DEF;SG
lengua	لسان	lengua	لِسَان	N;FEM;SG	N;NOM;INDF;SG
lengua	اللسان	lengua	لِسَان	N;FEM;SG	N;NOM;DEF;SG
lengua	لغة	lengua	لُغَة	N;FEM;SG	N;NOM;INDF;SG
lengua	اللغة	lengua	لُغَة	N;FEM;SG	N;NOM;DEF;SG
torre	البرج	torre	بُرج	N;FEM;SG	N;NOM;DEF;SG
torre	برج	torre	بُرج	N;FEM;SG	N;NOM;INDF;SG
torre	الرخ	torre	رَخّ	N;FEM;SG	N;NOM;DEF;SG
actividades	النشاطات	actividad	نَشَاط	N;FEM;PL	N;NOM;DEF;PL
actividades	انشطة	actividad	نَشَاط	N;FEM;PL	N;NOM;INDF;PL
sencillo	بسيط	sencillo	بَسِيط	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
sencillo	بسيطة	sencillo	بَسِيط	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
sencillo	سهل	sencillo	سَهل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
sencillo	سهلة	sencillo	سَهل	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
federal	فيدرالي	federal	فِيدِرَالِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
federal	اتحادية	federal	اِتِّحَادِيَّة	ADJ;SG	ADJ;NOM;INDF;FEM;SG
federal	الاتحادي	federal	اِتِّحَادِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
federal	اتحادي	federal	اِتِّحَادِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
federal	فيدرالية	federal	فِيدِرَالِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
participación	المشاركة	participación	مُشَارَكَة	N;FEM;SG	N;NOM;DEF;SG
participación	الاقبال	participación	إِقبَال	N;FEM;SG	N;NOM;DEF;SG
participación	المشاركة	participación	مُشَارَكَة	N;FEM;SG	N;NOM;DEF;SG
fuerte	قويا	fuerte	قَوِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
fuerte	قوية	fuerte	قَوِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
fuerte	قوي	fuerte	قَوِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
italiano	الايطالية	italiano	إِيطَالِيَّة	N;MASC;SG	N;NOM;DEF;SG
italiano	الايطالي	italiano	إِيطَالِيّ	N;MASC;SG	N;NOM;DEF;SG
posee	يملك	poseer	مَلَك	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
posee	يمتلك	poseer	اِمتَلَك	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
jugadores	اللاعبين	jugador	لَاعِب	N;MASC;PL	N;NOM;DEF;PL
jugadores	اللاعبون	jugador	لَاعِب	N;MASC;PL	N;NOM;DEF;PL
jugadores	لاعبين	jugador	لَاعِب	N;MASC;PL	N;NOM;INDF;PL
seguridad	الامن	seguridad	أَمن	N;FEM;SG	N;NOM;DEF;SG
seguridad	الامنية	seguridad	أُمنِيَّة	N;FEM;SG	N;NOM;DEF;SG
seguridad	السلامة	seguridad	سَلَامَة	N;FEM;SG	N;NOM;DEF;SG
seguridad	سلامة	seguridad	سَلَامَة	N;FEM;SG	N;NOM;INDF;SG
seguridad	الامان	seguridad	أَمَان	N;FEM;SG	N;NOM;DEF;SG
administración	مسؤول	administración	مَسؤُول	N;FEM;SG	N;NOM;INDF;SG
administración	المسؤول	administración	مَسؤُول	N;FEM;SG	N;NOM;DEF;SG
administración	المشرف	administración	مُشرِف	N;FEM;SG	N;NOM;DEF;SG
administración	ادارة	administración	إِدَارَة	N;FEM;SG	N;NOM;INDF;SG
administración	الادارة	administración	إِدَارَة	N;FEM;SG	N;NOM;DEF;SG
administración	الادارة	administración	إِدَارَة	N;FEM;SG	N;NOM;DEF;SG
empresas	الشركات	empresa	شَرِكَة	N;FEM;PL	N;NOM;DEF;PL
empresas	شركات	empresa	شَرِكَة	N;FEM;PL	N;NOM;INDF;PL
mercado	سوق	mercado	سُوق	N;MASC;SG	N;NOM;INDF;SG
mercado	السوق	mercado	سُوق	N;MASC;SG	N;NOM;DEF;SG
mercado	سوق	mercado	سُوق	N;MASC;SG	N;NOM;INDF;SG
mercado	السوق	mercado	سُوق	N;MASC;SG	N;NOM;DEF;SG
lucha	مصارعة	lucha	مُصَارَعَة	N;FEM;SG	N;NOM;INDF;SG
lucha	المصارعة	lucha	مُصَارَعَة	N;FEM;SG	N;NOM;DEF;SG
lucha	قتال	lucha	قِتَال	N;FEM;SG	N;NOM;INDF;SG
lucha	القتال	lucha	قِتَال	N;FEM;SG	N;NOM;DEF;SG
lucha	شجار	lucha	شَاجِر	N;FEM;SG	N;NOM;INDF;SG
lucha	قتال	lucha	قِتَال	N;FEM;SG	N;NOM;INDF;SG
lucha	القتال	lucha	قِتَال	N;FEM;SG	N;NOM;DEF;SG
lucha	صراع	lucha	صِرَاع	N;FEM;SG	N;NOM;INDF;SG
lucha	النضال	lucha	نِضَال	N;FEM;SG	N;NOM;DEF;SG
lucha	الكفاح	lucha	كَفَاح	N;FEM;SG	N;NOM;DEF;SG
estructura	الهيكل	estructura	هَيكَل	N;FEM;SG	N;NOM;DEF;SG
estructura	هيكل	estructura	هَيكَل	N;FEM;SG	N;NOM;INDF;SG
estructura	بنية	estructura	بِنيَة	N;FEM;SG	N;NOM;INDF;SG
ocupación	احتلال	ocupación	اِحتِلَال	N;FEM;SG	N;NOM;INDF;SG
ocupación	الاحتلال	ocupación	اِحتِلَال	N;FEM;SG	N;NOM;DEF;SG
ocupación	المهنة	ocupación	مُهَنِّئ	N;FEM;SG	N;NOM;DEF;SG
literatura	الادب	literatura	أَدَب	N;FEM;SG	N;NOM;DEF;SG
armas	الاسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;DEF;PL
armas	اسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;INDF;PL
armas	الاسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;DEF;PL
armas	اسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;INDF;PL
armas	الاسلحة	arma	سِلَاح	N;FEM;PL	N;NOM;DEF;PL
armas	البنادق	arma	بُندُقِيَّة	N;FEM;PL	N;NOM;DEF;PL
energía	طاقة	energía	طَاقَة	N;FEM;SG	N;NOM;INDF;SG
energía	الطاقة	energía	طَاقَة	N;FEM;SG	N;NOM;DEF;SG
idioma	لغة	idioma	لُغَة	N;MASC;SG	N;NOM;INDF;SG
idioma	اللغة	idioma	لُغَة	N;MASC;SG	N;NOM;DEF;SG
cabeza	الراس	cabeza	رَأس	N;FEM;SG	N;NOM;DEF;SG
cabeza	الرؤوس	cabeza	رُؤُوس	N;FEM;SG	N;NOM;DEF;SG
gobernador	محافظ	gobernador	مُحَافِظ	N;MASC;SG	N;NOM;INDF;SG
gobernador	الحاكم	gobernador	حَاكِم	N;MASC;SG	N;NOM;DEF;SG
geográfica	جغرافي	geográfico	جُغرَافِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
geográfica	جغرافية	geográfico	جُغرَافِيَّة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
geográfica	جغرافي	geográfico	جُغرَافِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
geográfica	جغرافية	geográfico	جُغرَافِيَّة	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
mes	شهرا	mes	شَهر	N;MASC;SG	N;ACC;INDF;SG
mes	الشهر	mes	شَهر	N;MASC;SG	N;NOM;DEF;SG
mes	شهر	mes	شَهر	N;MASC;SG	N;NOM;INDF;SG
diferencia	تباين	diferencia	تَبَايُن	N;FEM;SG	N;NOM;INDF;SG
diferencia	الفرق	diferencia	فِرقَة	N;FEM;SG	N;NOM;DEF;SG
diferencia	اختلاف	diferencia	اِختِلَاف	N;FEM;SG	N;NOM;INDF;SG
diferencia	الاختلاف	diferencia	اِختِلَاف	N;FEM;SG	N;NOM;DEF;SG
objetivo	هدف	objetivo	هَدَف	N;MASC;SG	N;NOM;INDF;SG
objetivo	الهدف	objetivo	هَدَف	N;MASC;SG	N;NOM;DEF;SG
objetivo	استهداف	objetivo	اِستِهدَاف	N;MASC;SG	N;NOM;INDF;SG
objetivo	الهدف	objetivo	هَدَف	N;MASC;SG	N;NOM;DEF;SG
objetivo	المرمى	objetivo	مَرمَى	N;MASC;SG	N;NOM;DEF;SG
objetivo	هدف	objetivo	هَدَف	N;MASC;SG	N;NOM;INDF;SG
objetivo	الهدف	objetivo	هَدَف	N;MASC;SG	N;NOM;DEF;SG
economía	اقتصاد	economía	اِقتِصَاد	N;FEM;SG	N;NOM;INDF;SG
economía	الاقتصاد	economía	اِقتِصَاد	N;FEM;SG	N;NOM;DEF;SG
economía	اقتصاد	economía	اِقتِصَاد	N;FEM;SG	N;NOM;INDF;SG
economía	الاقتصاد	economía	اِقتِصَاد	N;FEM;SG	N;NOM;DEF;SG
histórico	تاريخي	histórico	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
histórico	تاريخية	histórico	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
histórico	تاريخي	histórico	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
histórico	تاريخية	histórico	تَارِيخِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
india	الهند	india	هِند	N;FEM;SG	N;NOM;DEF;SG
india	بالهند	india	بِ	N;FEM;SG	N;NOM;DEF;SG
visita	الزيارة	visita	زِيَارَة	N;FEM;SG	N;NOM;DEF;SG
visita	زيارة	visita	زِيَارَة	N;FEM;SG	N;NOM;INDF;SG
visita	الزيارة	visita	زِيَارَة	N;FEM;SG	N;NOM;DEF;SG
visita	زيارة	visita	زِيَارَة	N;FEM;SG	N;NOM;INDF;SG
conde	العد	conde	عَدّ	N;MASC;SG	N;NOM;DEF;SG
conde	العدد	conde	عَدَد	N;MASC;SG	N;NOM;DEF;SG
fase	الطور	fase	طُور	N;FEM;SG	N;NOM;DEF;SG
fase	المرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;DEF;SG
fase	مرحلة	fase	مَرحَلَة	N;FEM;SG	N;NOM;INDF;SG
resultados	النتائج	resultado	نَتِيجَة	N;MASC;PL	N;NOM;DEF;PL
resultados	نتائج	resultado	نَتِيجَة	N;MASC;PL	N;NOM;INDF;PL
niños	الاولاد	niño	وَلَد	N;MASC;PL	N;NOM;DEF;PL
niños	الاطفال	niño	طِفل	N;MASC;PL	N;NOM;DEF;PL
niños	الاطفال	niño	طِفل	N;MASC;PL	N;NOM;DEF;PL
pequeña	صغير	pequeño	صَغِير	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
pequeña	صغيرة	pequeño	صَغِير	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
pequeña	قليل	pequeño	قَلِيل	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
presenta	يعرض	presentar	عَرَّض	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
campaña	حملة	campaña	حَملَة	N;FEM;SG	N;NOM;INDF;SG
campaña	الحملة	campaña	حَملَة	N;FEM;SG	N;NOM;DEF;SG
dar	اعطي	dar	أَعطَى	V;NFIN	V;PFV;MASC;SG;3;ACT
colegio	مدرسة	colegio	مَدرَسَة	N;MASC;SG	N;NOM;INDF;SG
colegio	المدرسة	colegio	مَدرَسَة	N;MASC;SG	N;NOM;DEF;SG
colegio	كلية	colegio	كُلِّيَّة	N;MASC;SG	N;NOM;INDF;SG
colegio	الكلية	colegio	كُلِّيَّة	N;MASC;SG	N;NOM;DEF;SG
colegio	الجامعة	colegio	جَامِعَة	N;MASC;SG	N;NOM;DEF;SG
occidental	غربي	occidental	غَربِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
occidental	غربي	occidental	غَربِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
occidental	غربية	occidental	غَربِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
occidental	الغربية	occidental	غَربِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
tropas	قوات	tropa	قُوَّة	N;FEM;PL	N;NOM;INDF;PL
tropas	القوات	tropa	قُوَّة	N;FEM;PL	N;NOM;DEF;PL
sección	القسم	sección	قِسم	N;FEM;SG	N;NOM;DEF;SG
sección	قسم	sección	قِسم	N;FEM;SG	N;NOM;INDF;SG
sección	الفرع	sección	فَرع	N;FEM;SG	N;NOM;DEF;SG
presencia	التواجد	presencia	تَوَاجُد	N;FEM;SG	N;NOM;DEF;SG
presencia	الوجود	presencia	وُجُود	N;FEM;SG	N;NOM;DEF;SG
permite	تسمح	permitir	سَمَح	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
permite	يسمح	permitir	سَمَح	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sentido	الاحساس	sentido	إِحسَاس	N;MASC;SG	N;NOM;DEF;SG
sentido	حاسة	sentido	حَاسّ	N;MASC;SG	N;NOM;INDF;SG
sentido	احساس	sentido	إِحسَاس	N;MASC;SG	N;NOM;INDF;SG
ficha	لسان	ficha	لِسَان	N;FEM;SG	N;NOM;INDF;SG
siete	سبع	siete	سَبعَة	NUM;PL	NUM;NOM;INDF;FEM
siete	سبعة	siete	سَبعَة	NUM;PL	NUM;NOM;INDF;MASC
siete	السبعة	siete	سَبعَة	NUM;PL	NUM;NOM;DEF;MASC
animales	حيوانات	animal	حيوانات	N;MASC;PL	N;NOM;INDF;PL
animales	الحيوانات	animal	حَيَوَان	N;MASC;PL	N;NOM;DEF;PL
esposa	الزوجة	esposa	زَوجَة	N;FEM;SG	N;NOM;DEF;SG
esposa	زوجة	esposa	زَوجَة	N;FEM;SG	N;NOM;INDF;SG
ríos	الانهار	río	إِنهَار	N;MASC;PL	N;NOM;DEF;PL
bar	الحانة	bar	حَانَة	N;MASC;SG	N;NOM;DEF;SG
bar	حانة	bar	حَانَة	N;MASC;SG	N;NOM;INDF;SG
bar	شريط	bar	شَرِيط	N;MASC;SG	N;NOM;INDF;SG
bar	البار	bar	بَار	N;MASC;SG	N;NOM;DEF;SG
medalla	وسام	medalla	وَسِيمَة	N;FEM;SG	N;NOM;INDF;SG
medalla	الميدالية	medalla	مِيدَالِيَّة	N;FEM;SG	N;NOM;DEF;SG
medalla	ميدالية	medalla	مِيدَالِيَّة	N;FEM;SG	N;NOM;INDF;SG
función	الوظيفة	función	وَظِيفَة	N;FEM;SG	N;NOM;DEF;SG
función	الدالة	función	دَالَة	N;FEM;SG	N;NOM;DEF;SG
función	دالة	función	دَالَة	N;FEM;SG	N;NOM;INDF;SG
función	وظيفة	función	وَظِيفَة	N;FEM;SG	N;NOM;INDF;SG
usuarios	المستخدمون	usuario	مُستَخدِم	N;MASC;PL	N;NOM;DEF;PL
