yleiset	frequentes	yleinen	frequente	ADJ;NOM;PL	ADJ;MASC;PL
kansalainen	cidadão	kansalainen	cidadão	N;NOM;SG	N;MASC;SG
amsterdamin	amsterdão	amsterdami	amsterdão	N;GEN;SG	N;MASC;SG
amsterdamin	amesterdão	amsterdami	amesterdão	N;GEN;SG	N;MASC;SG
amsterdamin	amsterdã	amsterdami	amsterdã	N;GEN;SG	N;MASC;SG
uhrien	vitimas	uhri	vitima	N;GEN;PL	N;FEM;PL
uhrien	vítimas	uhri	vítima	N;GEN;PL	N;FEM;PL
maku	gosto	maku	gosto	N;NOM;SG	N;MASC;SG
maku	sabor	maku	sabor	N;NOM;SG	N;MASC;SG
maku	sabor	maku	sabor	N;NOM;SG	N;MASC;SG
maku	sabor	maku	sabor	N;NOM;SG	N;MASC;SG
fia	fia	fia	fia	N;NOM;SG	N;FEM;SG
ssp	pup	ssp	pup	N;NOM;SG	N;MASC;SG
suojella	proteger	suojella	proteger	V;SG;NFIN;ACT	V;NFIN
suojella	protegendo	suojella	proteger	V;SG;NFIN;ACT	V;V.MSDR
suojella	proteja	suojella	protejar	V;SG;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
suojella	proteger	suojella	proteger	V;SG;NFIN;ACT	V;NFIN
suojella	protege	suojella	proteger	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
kuoron	coral	kuoro	coral	N;GEN;SG	N;MASC;SG
kuoron	coro	kuoro	coro	N;GEN;SG	N;MASC;SG
vuoret	montanhas	vuori	montanha	N;NOM;PL	N;FEM;PL
sedan	sedan	sedan	sedan	N;NOM;SG	N;MASC;SG
katherine	katherine	katherinen	katherine	N;NOM;SG	N;FEM;SG
katherine	catarina	katherinen	catarina	N;NOM;SG	N;FEM;SG
turvallisuuden	segurança	turvallisuus	segurança	N;GEN;SG	N;FEM;SG
ajatukset	pensamentos	ajatus	pensamento	N;NOM;PL	N;MASC;PL
ajatukset	reflexões	ajatus	reflexão	N;NOM;PL	N;FEM;PL
demokratian	democracia	demokratia	democracia	N;GEN;SG	N;FEM;SG
dem	dem	dem	dem	N;NOM;SG	N;MASC;SG
kerros	camada	kerros	camada	N;NOM;SG	N;FEM;SG
kerros	chão	kerros	chão	N;NOM;SG	N;MASC;SG
kerros	pavimento	kerros	pavimento	N;NOM;SG	N;MASC;SG
kerros	piso	kerros	piso	N;NOM;SG	N;MASC;SG
ohjus	míssil	ohjus	míssil	N;NOM;SG	N;MASC;SG
villi	selvagem	villi	selvagem	ADJ;NOM;SG	ADJ;MASC;SG
olento	criatura	olento	criatura	N;NOM;SG	N;FEM;SG
lokakuu	outubro	lokakuu	outubro	N;NOM;SG	N;MASC;SG
lokakuu	toc	lokakuu	toc	N;NOM;SG	N;MASC;SG
lokakuu	out	lokakuu	out	N;NOM;SG	N;MASC;SG
suuntaus	tendência	suuntaus	tendência	N;NOM;SG	N;FEM;SG
suuntaus	orientação	suuntaus	orientação	N;NOM;SG	N;FEM;SG
hirviö	fera	hirviö	fera	N;NOM;SG	N;FEM;SG
hirviö	besta	hirviö	besta	N;NOM;SG	N;FEM;SG
hirviö	monstro	hirviö	monstro	N;NOM;SG	N;MASC;SG
hirviö	monster	hirviö	monster	N;NOM;SG	N;MASC;SG
vallitsee	reina	vallita	reina	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
aurora	aurora	aurora	aurora	N;NOM;SG	N;FEM;SG
espanjaa	castelhano	espanja	castelhano	N;PRT;SG	N;MASC;SG
espanjaa	espanhola	espanja	espanhola	N;PRT;SG	N;FEM;SG
espanjaa	espanhol	espanja	espanhol	N;PRT;SG	N;MASC;SG
epäselvä	ambígua	epä#selvä	ambíguo	ADJ;NOM;SG	ADJ;FEM;SG
epäselvä	ambíguo	epä#selvä	ambíguo	ADJ;NOM;SG	ADJ;MASC;SG
case	case	case	case	N;NOM;SG	N;MASC;SG
case	caso	case	caso	N;NOM;SG	N;MASC;SG
luettelot	catálogos	luettelo	catálogo	N;NOM;PL	N;MASC;PL
luettelot	listas	luettelo	lista	N;NOM;PL	N;FEM;PL
luodaan	criando	luoda	criar	V;IND;PRS;FIN;PASS	V;V.MSDR
luodaan	criar	luoda	criar	V;IND;PRS;FIN;PASS	V;NFIN
maradona	maradona	marado	maradona	N;NOM;SG	N;MASC;SG
kalaa	peixe	kala	peixe	N;PRT;SG	N;MASC;SG
malin	malin	mali	malin	N;GEN;SG	N;MASC;SG
malin	mali	mali	mali	N;GEN;SG	N;MASC;SG
historiallista	histórico	historiallinen	histórico	ADJ;PRT;SG	ADJ;MASC;SG
historiallista	histórica	historiallinen	histórico	ADJ;PRT;SG	ADJ;FEM;SG
historiallista	histórico	historiallinen	histórico	ADJ;PRT;SG	ADJ;MASC;SG
historiallista	histórica	historiallinen	histórico	ADJ;PRT;SG	ADJ;FEM;SG
heinäkuu	julho	heinäkuu	julho	N;NOM;SG	N;MASC;SG
vuorten	montanhas	vuori	montanha	N;GEN;PL	N;FEM;PL
platon	platão	platon	platão	N;NOM;SG	N;MASC;SG
ajoitettu	programada	ajoittaa	programar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ajoitettu	agendada	ajoittaa	agendar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ajoitettu	agendado	ajoittaa	agendar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ajoitettu	programado	ajoittaa	programar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ajoitettu	cronometrado	ajoittaa	cronometrar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
suojata	proteja	suojata	protejar	V;SG;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
suojata	proteger	suojata	proteger	V;SG;NFIN;ACT	V;NFIN
suojata	protege	suojata	proteger	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
muotoilu	formatação	muotoilu	formatação	N;NOM;SG	N;FEM;SG
muotoilu	concepção	muotoilu	concepção	N;NOM;SG	N;FEM;SG
muotoilu	desenho	muotoilu	desenho	N;NOM;SG	N;MASC;SG
muotoilu	design	muotoilu	design	N;NOM;SG	N;MASC;SG
muotoilu	moldagem	muotoilu	moldagem	N;NOM;SG	N;FEM;SG
puolustajat	defesas	puolustaja	defesa	N;NOM;PL	N;FEM;PL
puolustajat	defensores	puolustaja	defensor	N;NOM;PL	N;MASC;PL
sudanin	sudão	sudan	sudão	N;GEN;SG	N;MASC;SG
sudanin	sudanês	sudan	sudanês	N;GEN;SG	N;MASC;SG
mitat	dimensões	mitta	dimensão	N;NOM;PL	N;FEM;PL
irene	irene	irene	irene	N;NOM;SG	N;FEM;SG
lääkkeiden	medicamentos	lääke	medicamento	N;GEN;PL	N;MASC;PL
lääkkeiden	remédios	lääke	remédio	N;GEN;PL	N;MASC;PL
todellisuuden	realidade	todellisuus	realidade	N;GEN;SG	N;FEM;SG
todellisuuden	reality	todellisuus	reality	N;GEN;SG	N;MASC;SG
erotettu	separado	erottaa	separar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
erotettu	expulsa	erottaa	expulsar	V;NOM;SG;V.PTCP;PASS	V;SG;V.PTCP
erotettu	expulso	erottaa	expulso	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
erotettu	disparado	erottaa	disparar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
erotettu	despedido	erottaa	despedir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
erotettu	demitido	erottaa	demitir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
prosessin	processo	prosessi	processo	N;GEN;SG	N;MASC;SG
valikoima	seleção	valikoima	seleção	N;NOM;SG	N;FEM;SG
valikoima	selecção	valikoima	selecção	N;NOM;SG	N;FEM;SG
kirjoittaminen	escrita	kirjoittaminen	escrita	N;NOM;SG	N;FEM;SG
dylan	dylan	dyla	dylan	N;NOM;SG	N;MASC;SG
luominen	criação	luominen	criação	N;NOM;SG	N;FEM;SG
luominen	criação	luominen	criação	N;NOM;SG	N;FEM;SG
vaihdella	variar	vaihti	variar	V;SG;NFIN;ACT	V;NFIN
arsenal	arsenal	arsenal	arsenal	N;NOM;SG	N;MASC;SG
seikkailu	aventura	seikkailu	aventura	N;NOM;SG	N;FEM;SG
seikkailu	adventure	seikkailu	adventure	N;NOM;SG	N;MASC;SG
käymään	visite	käydä	visitir	V;IN+ALL;SG;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
käymään	visitar	käydä	visitar	V;IN+ALL;SG;NFIN;ACT	V;NFIN
bafta	bafta	bafta	bafta	N;NOM;SG	N;FEM;SG
linkkiä	link	linkki	link	N;PRT;SG	N;MASC;SG
linkkiä	ligação	linkki	ligação	N;PRT;SG	N;FEM;SG
gloria	glória	gloria	glória	N;NOM;SG	N;FEM;SG
gloria	gloria	gloria	gloria	N;NOM;SG	N;FEM;SG
asp	asp	asp	asp	N;NOM;SG	N;MASC;SG
silmä	eye	silmä	eye	N;NOM;SG	N;MASC;SG
silmä	olho	silmä	olho	N;NOM;SG	N;MASC;SG
karibian	caribe	karibia	caribe	N;GEN;SG	N;MASC;SG
kokemus	experiência	kokemus	experiência	N;NOM;SG	N;FEM;SG
kokemus	experiencia	kokemus	experienciar	N;NOM;SG	N;FEM;SG
kokemus	vivência	kokemus	vivência	N;NOM;SG	N;FEM;SG
katto	tecto	katto	tecto	N;NOM;SG	N;MASC;SG
katto	teto	katto	teto	N;NOM;SG	N;MASC;SG
katto	telhado	katto	telhar	N;NOM;SG	N;MASC;SG
katto	teto	katto	teto	N;NOM;SG	N;MASC;SG
huomattavaa	notável	huomattava	notável	ADJ;PRT;SG	ADJ;MASC;SG
haltija	guardião	haltija	guardião	N;NOM;SG	N;MASC;SG
haltija	detentor	haltija	detentor	N;NOM;SG	N;MASC;SG
haltija	holder	haltija	holder	N;NOM;SG	N;FEM;SG
haltija	detentor	haltija	detentor	N;NOM;SG	N;MASC;SG
kerttu	gretel	kerttu	gretel	N;NOM;SG	N;MASC;SG
kirjaimet	cartas	kirjain	carta	N;NOM;PL	N;FEM;PL
kirjaimet	letras	kirjain	letra	N;NOM;PL	N;FEM;PL
kysymyksen	questão	kysymys	questão	N;GEN;SG	N;FEM;SG
kysymyksen	pergunta	kysymys	pergunta	N;GEN;SG	N;FEM;SG
maila	bat	maila	bat	N;NOM;SG	N;MASC;SG
maila	morcego	maila	morcego	N;NOM;SG	N;MASC;SG
maila	bastão	maila	bastão	N;NOM;SG	N;MASC;SG
madison	madison	madison	madison	N;NOM;SG	N;MASC;SG
maastossa	terreno	maasto	terreno	N;IN+ESS;SG	N;MASC;SG
riippumaton	independente	riippumaton	independente	ADJ;NOM;SG	ADJ;MASC;SG
asemat	posições	asema	posição	N;NOM;PL	N;FEM;PL
asemat	estações	asema	estação	N;NOM;PL	N;FEM;PL
taiteilijoita	artistas	taiteilija	artista	N;PRT;PL	N;MASC;PL
pysähtyi	parou	pysähtyä	parar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pysähtyi	parado	pysähtyä	parar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
nalle	ursinho	nalle	ursinho	N;NOM;SG	N;MASC;SG
nalle	bear	nalle	bear	N;NOM;SG	N;MASC;SG
nalle	urso	nalle	urso	N;NOM;SG	N;MASC;SG
laukaisu	lançamento	laukaisu	lançamento	N;NOM;SG	N;MASC;SG
kenian	quénia	kenia	quénia	N;GEN;SG	N;MASC;SG
kenian	quênia	kenia	quênia	N;GEN;SG	N;FEM;SG
valvoo	supervisionar	valvoa	supervisionar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
valvoo	monitora	valvoa	monitora	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
immonen	immonen	immonen	immonen	N;NOM;SG	N;MASC;SG
vastuu	responsabilidade	vastuu	responsabilidade	N;NOM;SG	N;FEM;SG
vastuu	responsabilidade	vastuu	responsabilidade	N;NOM;SG	N;FEM;SG
varaa	livro	vara	livro	N;PRT;SG	N;MASC;SG
varaa	reserva	vara	reserva	N;PRT;SG	N;FEM;SG
lane	lane	lane	lane	N;NOM;SG	N;MASC;SG
vaunun	carrinho	vaunu	carrinho	N;GEN;SG	N;MASC;SG
vaunun	vagão	vaunu	vagão	N;GEN;SG	N;MASC;SG
vaunun	carroça	vaunu	carroça	N;GEN;SG	N;FEM;SG
googlen	google	google	google	N;GEN;SG	N;MASC;SG
kulutus	consumo	kulutus	consumo	N;NOM;SG	N;MASC;SG
nilsson	nilsson	nilssoan	nilsson	N;NOM;SG	N;MASC;SG
turvallisuus	segurança	turvallisuus	segurança	N;NOM;SG	N;FEM;SG
turvallisuus	segurança	turvallisuus	segurança	N;NOM;SG	N;FEM;SG
ihme	milagre	ihme	milagre	N;NOM;SG	N;MASC;SG
ihme	maravilha	ihme	maravilha	N;NOM;SG	N;FEM;SG
ihme	wonder	ihme	wonder	N;NOM;SG	N;MASC;SG
alba	alba	alba	alba	N;NOM;SG	N;FEM;SG
turbo	turbo	turbo	turbo	N;NOM;SG	N;MASC;SG
lasku	declínio	lasku	declínio	N;NOM;SG	N;MASC;SG
lasku	diminuição	lasku	diminuição	N;NOM;SG	N;FEM;SG
lasku	desembarque	lasku	desembarque	N;NOM;SG	N;MASC;SG
lasku	aterragem	lasku	aterragem	N;NOM;SG	N;FEM;SG
lasku	pouso	lasku	pouso	N;NOM;SG	N;MASC;SG
lasku	fatura	lasku	fatura	N;NOM;SG	N;FEM;SG
lasku	factura	lasku	factura	N;NOM;SG	N;FEM;SG
natura	natura	natura	natura	N;NOM;SG	N;FEM;SG
arabia	arábia	arabi	arábia	N;NOM;SG	N;FEM;SG
arabia	árabe	arabi	árabe	N;NOM;SG	N;MASC;SG
kalastusta	pescaria	kalastus	pescaria	N;PRT;SG	N;FEM;SG
kalastusta	pesca	kalastus	pesca	N;PRT;SG	N;FEM;SG
värejä	cores	väri	cor	N;PRT;PL	N;FEM;PL
värejä	cores	väri	cor	N;PRT;PL	N;FEM;PL
europa	europa	europa	europa	N;NOM;SG	N;FEM;SG
ketju	cadeia	ketju	cadeia	N;NOM;SG	N;FEM;SG
ketju	corrente	ketju	corrente	N;NOM;SG	N;FEM;SG
ptolemaios	ptolomeu	prolemaios	ptolomer	N;NOM;SG	N;MASC;SG
rikki	broken	rikki	broken	N;NOM;SG	N;MASC;SG
rikki	enxofre	rikki	enxofre	N;NOM;SG	N;MASC;SG
rikki	enxofre	rikki	enxofre	N;NOM;SG	N;MASC;SG
vaihtoehtoisesti	alternativamente	vaihto#ehtoisesti	alternativamente	ADV	ADV
vaihtoehtoisesti	opcionalmente	vaihto#ehtoisesti	opcionalmente	ADV	ADV
ranger	ranger	ranger	ranger	N;NOM;SG	N;FEM;SG
tiedemies	cientista	tiede#mies	cientista	N;NOM;SG	N;MASC;SG
afc	caf	afc	caf	N;NOM;SG	N;MASC;SG
afc	afc	afc	afc	N;NOM;SG	N;MASC;SG
morrison	morrison	mortiso	morrison	N;NOM;SG	N;MASC;SG
vartalo	body	vartalo	body	N;NOM;SG	N;MASC;SG
vartalo	corpo	vartalo	corpo	N;NOM;SG	N;MASC;SG
vartalo	tronco	vartalo	tronco	N;NOM;SG	N;MASC;SG
vartalo	torso	vartalo	torso	N;NOM;SG	N;MASC;SG
isäntä	organizador	isäntä	organizador	N;NOM;SG	N;MASC;SG
isäntä	hospedeiro	isäntä	hospedeiro	N;NOM;SG	N;MASC;SG
isäntä	anfitrião	isäntä	anfitrião	N;NOM;SG	N;MASC;SG
isäntä	host	isäntä	host	N;NOM;SG	N;MASC;SG
isäntä	apresentador	isäntä	apresentador	N;NOM;SG	N;MASC;SG
isäntä	acolhimento	isäntä	acolhimento	N;NOM;SG	N;MASC;SG
isäntä	mestre	isäntä	mestre	N;NOM;SG	N;MASC;SG
isäntä	master	isäntä	master	N;NOM;SG	N;MASC;SG
laajuus	escopo	laajuus	escopo	N;NOM;SG	N;MASC;SG
laajuus	âmbito	laajuus	âmbito	N;NOM;SG	N;MASC;SG
laajuus	extensão	laajuus	extensão	N;NOM;SG	N;FEM;SG
rainer	rainer	rainer	rainer	N;NOM;SG	N;MASC;SG
lama	recessão	lama	recessão	N;NOM;SG	N;FEM;SG
lama	lama	lama	lama	N;NOM;SG	N;FEM;SG
lama	depressão	lama	depressão	N;NOM;SG	N;FEM;SG
piirteet	características	piirre	característica	N;NOM;PL	N;FEM;PL
piirteet	características	piirre	característica	N;NOM;PL	N;FEM;PL
piirteet	funcionalidades	piirre	funcionalidade	N;NOM;PL	N;FEM;PL
damon	damon	damo	damon	N;NOM;SG	N;MASC;SG
sokrates	sócrates	sokrates	sócrate	N;NOM;SG	N;MASC;SG
ilmainen	livre	ilmainen	livre	ADJ;NOM;SG	ADJ;MASC;SG
ilmainen	gratuito	ilmainen	gratuito	ADJ;NOM;SG	ADJ;MASC;SG
kapinallisten	rebeldes	kapinallinen	rebelde	N;GEN;PL	N;MASC;PL
fanien	fans	fanien	fam	N;GEN;PL	N;MASC;PL
fanien	fãs	fanien	fã	N;GEN;PL	N;MASC;PL
fanien	ventiladores	fanien	ventilador	N;GEN;PL	N;MASC;PL
fanien	adeptos	fanien	adepto	N;GEN;PL	N;MASC;PL
kirjailijoita	roteiristas	kirjailija	roteirista	N;PRT;PL	N;MASC;PL
kirjailijoita	escritores	kirjailija	escritor	N;PRT;PL	N;MASC;PL
palkkaa	contratação	palkka	contratação	N;PRT;SG	N;FEM;SG
säätää	ajustar	säätää	ajustar	V;SG;NFIN;ACT	V;NFIN
säätää	ajusta	säätää	ajusta	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
hiili	carvão	hiili	carvão	N;NOM;SG	N;MASC;SG
hiili	hulha	hiili	holha	N;NOM;SG	N;FEM;SG
hiili	carvão	hiili	carvão	N;NOM;SG	N;MASC;SG
hiili	carbono	hiili	carbono	N;NOM;SG	N;MASC;SG
vastuuta	responsabilidade	vastuu	responsabilidade	N;PRT;SG	N;FEM;SG
kööpenhaminassa	copenhague	kööpen#hamina	copenhagar	N;IN+ESS;SG	N;FEM;SG
kööpenhaminassa	copenhagen	kööpen#hamina	copenhagen	N;IN+ESS;SG	N;MASC;SG
kööpenhaminassa	copenhaga	kööpen#hamina	copenhago	N;IN+ESS;SG	N;FEM;SG
viite	árbitro	viite	árbitro	N;NOM;SG	N;MASC;SG
viite	ref	viite	ref	N;NOM;SG	N;MASC;SG
viite	referência	viite	referência	N;NOM;SG	N;FEM;SG
viite	referencia	viite	referenciar	N;NOM;SG	N;FEM;SG
vankien	prisioneiras	vanki	prisioneiro	N;GEN;PL	N;FEM;PL
vankien	presos	vanki	preso	N;GEN;PL	N;MASC;PL
vankien	prisioneiros	vanki	prisioneiro	N;GEN;PL	N;MASC;PL
mao	mao	mao	mao	N;NOM;SG	N;FEM;SG
säädetty	promulgada	säätää	promulgar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
saavutettu	atingido	saavuttaa	atingir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
saavutettu	alcançada	saavuttaa	alcançar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
saavutettu	alcançado	saavuttaa	alcançar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
saavutettu	alcançou	saavuttaa	alcançar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
saavutettu	cumprida	saavuttaa	cumprir	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
saavutettu	concretizou	saavuttaa	concretizar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
saavutettu	alcançada	saavuttaa	alcançar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
saavutettu	alcançado	saavuttaa	alcançar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
funk	funk	funk	funk	N;NOM;SG	N;MASC;SG
#ei	#não	#ei	#não	N;NOM;SG	N;MASC;SG
#ei	#não	#ei	#não	N;NOM;SG	N;MASC;SG
hevoset	cavalos	hevonen	cavalo	N;NOM;PL	N;MASC;PL
sävellykset	composições	sävellys	composição	N;NOM;PL	N;FEM;PL
läpimurto	avanço	läpi#murto	avanço	N;NOM;SG	N;MASC;SG
myönnetään	concedida	myöntää	conceder	V;IND;PRS;FIN;PASS	V;FEM;SG;V.PTCP
myönnetään	concedidos	myöntää	conceder	V;IND;PRS;FIN;PASS	V;MASC;PL;V.PTCP
myönnetään	concedidas	myöntää	conceder	V;IND;PRS;FIN;PASS	V;FEM;PL;V.PTCP
myönnetään	concedido	myöntää	conceder	V;IND;PRS;FIN;PASS	V;MASC;SG;V.PTCP
liga	liga	liga	liga	N;NOM;SG	N;FEM;SG
piireissä	círculos	piireä	círculo	N;IN+ESS;PL	N;MASC;PL
aston	aston	asto	aston	N;GEN;SG	N;MASC;SG
tuotettu	produziu	tuottaa	produzir	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
tuotettu	produzida	tuottaa	produzir	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
tuotettu	produzido	tuottaa	produzir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
tuotettu	gerado	tuottaa	gerar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
tuotettu	gerada	tuottaa	gerar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
dokumentin	documentário	dokumentti	documentário	N;GEN;SG	N;MASC;SG
pelko	fear	pelko	fear	N;NOM;SG	N;MASC;SG
pelko	medo	pelko	medo	N;NOM;SG	N;MASC;SG
horn	corno	horn	corno	N;NOM;SG	N;MASC;SG
horn	horn	horn	horn	N;NOM;SG	N;MASC;SG
horn	chifre	horn	chifre	N;NOM;SG	N;MASC;SG
horn	buzina	horn	buzina	N;NOM;SG	N;FEM;SG
ilmoitus	aviso	ilmoitus	aviso	N;NOM;SG	N;MASC;SG
ilmoitus	anuncio	ilmoitus	anuncio	N;NOM;SG	N;MASC;SG
ilmoitus	anúncio	ilmoitus	anúncio	N;NOM;SG	N;MASC;SG
ilmoitus	notificação	ilmoitus	notificação	N;NOM;SG	N;FEM;SG
ilmoitus	declaração	ilmoitus	declaração	N;NOM;SG	N;FEM;SG
sankarit	heróis	sankari	herói	N;NOM;PL	N;MASC;PL
erin	erin	erin	erin	N;NOM;SG	N;FEM;SG
tarinoiden	histórias	tarina	história	N;GEN;PL	N;FEM;PL
päivien	dias	päivä	dia	N;GEN;PL	N;MASC;PL
yksityisen	privada	yksityinen	privado	ADJ;GEN;SG	ADJ;FEM;SG
yksityisen	privado	yksityinen	privado	ADJ;GEN;SG	ADJ;MASC;SG
piiritys	cerco	piiritys	cerco	N;NOM;SG	N;MASC;SG
sophie	sophie	sophi	sophie	N;NOM;SG	N;FEM;SG
sophie	sofia	sophi	sofiar	N;NOM;SG	N;FEM;SG
uno	uno	uno	uno	N;NOM;SG	N;MASC;SG
akselin	eixo	akseli	eixo	N;GEN;SG	N;MASC;SG
akselin	eixo	akseli	eixo	N;GEN;SG	N;MASC;SG
venezuelan	venezuelano	vene#zuela	venezuelano	N;GEN;SG	N;MASC;SG
venezuelan	venezuela	vene#zuela	venezuela	N;GEN;SG	N;FEM;SG
omistajat	proprietários	omistaja	proprietário	N;NOM;PL	N;MASC;PL
omistajat	donos	omistaja	dono	N;NOM;PL	N;MASC;PL
omistajat	proprietários	omistaja	proprietário	N;NOM;PL	N;MASC;PL
donner	donner	donner	donner	N;NOM;SG	N;MASC;SG
keskeyttää	suspender	keskeyttää	suspender	V;IND;SG;PRS;FIN;ACT	V;NFIN
keskeyttää	interromper	keskeyttää	interromper	V;IND;SG;PRS;FIN;ACT	V;NFIN
keskeyttää	interrompendo	keskeyttää	interromper	V;IND;SG;PRS;FIN;ACT	V;V.MSDR
hiljaa	calmamente	hiljaa	calmamente	ADV	ADV
hiljaa	silenciosamente	hiljaa	silenciosamente	ADV	ADV
kirjeitä	cartas	kirje	carta	N;PRT;PL	N;FEM;PL
kirjeitä	letras	kirje	letra	N;PRT;PL	N;FEM;PL
tulevaisuuteen	futuro	tulevaisuus	futuro	N;IN+ALL;SG	N;MASC;SG
tulevaisuuteen	future	tulevaisuus	future	N;IN+ALL;SG	N;MASC;SG
tulevaisuuteen	futura	tulevaisuus	futuro	N;IN+ALL;SG	N;FEM;SG
mitata	medir	mitata	medir	V;SG;NFIN;ACT	V;NFIN
mitata	mede	mitata	medir	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
ohjauksen	direção	ohjaus	direção	N;GEN;SG	N;FEM;SG
kesäkuu	june	kesäkuu	june	N;NOM;SG	N;FEM;SG
kesäkuu	junho	kesäkuu	junho	N;NOM;SG	N;MASC;SG
kunnia	honra	kunnia	honra	N;NOM;SG	N;FEM;SG
kunnia	honra	kunnia	honra	N;NOM;SG	N;FEM;SG
kunnia	honor	kunnia	honor	N;NOM;SG	N;MASC;SG
kunnia	glória	kunnia	glória	N;NOM;SG	N;FEM;SG
kunnia	glory	kunnia	glory	N;NOM;SG	N;MASC;SG
konrad	konrad	konrad	konrad	N;NOM;SG	N;MASC;SG
ansaitsi	merecido	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ansaitsi	mereceu	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ansaitsi	ganhou	ansaita	ganhar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ansaitsi	merecido	ansaita	merecer	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ansaitsi	ganhado	ansaita	ganhar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
lucius	lúcio	lucius	lúcio	N;NOM;SG	N;MASC;SG
lucius	lucius	lucius	luciu	N;NOM;SG	N;MASC;SG
työllistää	empregar	työllistää	empregar	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
työllistää	emprega	työllistää	empregar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
burton	burton	burto	burton	N;NOM;SG	N;MASC;SG
atlantis	atlantis	atlantis	atlantil	N;NOM;SG	N;MASC;SG
atlantis	atlântida	atlantis	atlântido	N;NOM;SG	N;FEM;SG
osuu	atingido	osua	atingir	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
osuu	bate	osua	bater	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
osuu	bater	osua	bater	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
pjotr	pyotr	pjotr	pyotr	N;NOM;SG	N;MASC;SG
linjat	linhas	linja	linha	N;NOM;PL	N;FEM;PL
ramsay	ramsay	ramsaa	ramsay	N;NOM;SG	N;MASC;SG
lainasi	emprestado	lainata	emprestar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
lainasi	emprestada	lainata	emprestar	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
veri	sangue	veri	sangue	N;NOM;SG	N;MASC;SG
veri	blood	veri	blood	N;NOM;SG	N;MASC;SG
kitaran	guitarra	kitara	guitarra	N;GEN;SG	N;FEM;SG
kitaran	violão	kitara	violão	N;GEN;SG	N;MASC;SG
luna	luna	luna	luna	N;NOM;SG	N;FEM;SG
spartan	espartano	sparta	espartano	N;GEN;SG	N;MASC;SG
esineet	objectos	esine	objecto	N;NOM;PL	N;MASC;PL
esineet	objetos	esine	objeto	N;NOM;PL	N;MASC;PL
