jako	como	jako	como	CONJ	CONJ
tituly	titulaciones	titul	titulación	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
plně	plenamente	plně	plenamente	ADV;POS	ADV
plně	totalmente	plně	totalmente	ADV;POS	ADV
plně	completamente	plně	completamente	ADV;POS	ADV
hrát	juegue	hrát	jugar	V;POS;NFIN	V;IMP;SG;3;FIN
hrát	juega	hrát	jugar	V;POS;NFIN	V;IND;SG;3;PRS;FIN
hrát	jugar	hrát	jugar	V;POS;NFIN	V;NFIN
hrát	reproducir	hrát	reproducir	V;POS;NFIN	V;NFIN
možnosti	posibilidades	možnost	posibilidad	N;NOM;FEM;PL;POS	N;FEM;PL
možnosti	opciones	možnost	opción	N;NOM;FEM;PL;POS	N;FEM;PL
letu	vuelo	let	vuelo	N;INAN;DAT;MASC;SG;POS	N;MASC;SG
mužstvo	equipo	mužstvo	equipo	N;NOM;NEUT;SG;POS	N;MASC;SG
mužstvo	team	mužstvo	team	N;NOM;NEUT;SG;POS	N
novinář	periodista	novinář	periodista	N;ANIM;NOM;MASC;SG;POS	N;SG
novinář	reportero	novinář	reportero	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
novinář	periodista	novinář	periodista	N;ANIM;NOM;MASC;SG;POS	N;SG
novinář	reportera	novinář	reportera	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
revoluce	revolution	revoluce	revolution	N;NOM;FEM;SG;POS	N
revoluce	revolución	revoluce	revolución	N;NOM;FEM;SG;POS	N;FEM;SG
olympijské	olímpicos	olympijský	olímpico	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
olympijské	olimpiadas	olympijský	olimpiado	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL;V.PTCP
víc	más	hodně	más	ADV;CMPR;POS	ADV
víc	mas	hodně	mas	ADV;CMPR;POS	ADV
svatý	santa	svatý	santo	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
svatý	santa	svatý	santo	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
dvůr	patio	dvůr	patio	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dvůr	tribunal	dvůr	tribunal	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dvůr	court	dvůr	court	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
látky	telas	látka	tela	N;NOM;FEM;PL;POS	N;FEM;PL
látky	substancias	látka	substancia	N;NOM;FEM;PL;POS	N;FEM;PL
látky	sustancias	látka	sustancia	N;NOM;FEM;PL;POS	N;FEM;PL
ostrovy	islas	ostrov	isla	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
postava	carácter	postava	carácter	N;NOM;FEM;SG;POS	N;MASC;SG
postava	caracter	postava	caracter	N;NOM;FEM;SG;POS	N;MASC;SG
postava	personaje	postava	personaje	N;NOM;FEM;SG;POS	N;MASC;SG
postava	figura	postava	figura	N;NOM;FEM;SG;POS	N;FEM;SG
postava	cifra	postava	cifra	N;NOM;FEM;SG;POS	N;FEM;SG
jazyků	idiomas	jazyk	idioma	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
jazyků	lenguas	jazyk	lengua	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
polský	polaca	polský	polaco	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
vydáno	expedido	vydaný	expedir	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
vydáno	expedida	vydaný	expedido	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
vydáno	emitido	vydaný	emitido	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
paměti	memoria	paměť	memoria	N;NOM;FEM;SG;POS	N;FEM;SG
případ	case	případ	case	N;INAN;NOM;MASC;SG;POS	N
případ	caso	případ	caso	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
případ	estuche	případ	estuche	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
formě	forma	forma	forma	N;DAT;FEM;SG;POS	N;FEM;SG
formě	formulario	forma	formulario	N;DAT;FEM;SG;POS	N;MASC;SG
html	html	htmnout	html	N;NOM;MASC;SG;POS	N;MASC;SG
kníže	principe	kníže	principe	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kníže	prince	kníže	prince	N;ANIM;NOM;MASC;SG;POS	N
kníže	príncipe	kníže	príncipe	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
reakce	reacción	reakce	reacción	N;NOM;FEM;SG;POS	N;FEM;SG
reakce	repuesta	reakce	repuesta	N;NOM;FEM;SG;POS	N;FEM;SG
reakce	respuesta	reakce	respuesta	N;NOM;FEM;SG;POS	N;FEM;SG
zelené	verde	zelený	verde	ADJ;NOM;NEUT;SG;POS	ADJ;SG
lev	león	lev	león	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
pracuje	trabaja	pracovat	trabajar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
pracuje	funciona	pracovat	funcionar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vojáků	soldados	voják	soldado	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
knihovna	biblioteca	knihovna	biblioteca	N;NOM;FEM;SG;POS	N;FEM;SG
konkrétní	específica	konkrétní	específico	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
konkrétní	especifico	konkrétní	especifico	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
konkrétní	específico	konkrétní	específico	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
konkrétní	concreto	konkrétní	concreto	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
rodiče	progenitores	rodič	progenitor	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
rodiče	padres	rodič	padre	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
rodiče	padres	rodič	padre	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
půdy	suelos	půda	suelo	N;NOM;FEM;PL;POS	N;MASC;PL
půdy	suelos	půda	suelo	N;NOM;FEM;PL;POS	N;MASC;PL
vězení	carcel	vězení	carcel	N;NOM;NEUT;SG;POS	N;FEM;SG
vězení	cárcel	vězení	cárcel	N;NOM;NEUT;SG;POS	N;FEM;SG
vězení	prisión	vězení	prisión	N;NOM;NEUT;SG;POS	N;FEM;SG
vězení	cárcel	vězení	cárcel	N;NOM;NEUT;SG;POS	N;FEM;SG
vězení	carcel	vězení	carcel	N;NOM;NEUT;SG;POS	N;FEM;SG
vězení	prisión	vězení	prisión	N;NOM;NEUT;SG;POS	N;FEM;SG
sčítání	censo	sčítání	censo	N;NOM;NEUT;SG;POS	N;MASC;SG
slov	palabras	slovo	palabra	N;GEN;NEUT;PL;POS	N;FEM;PL
letouny	aviones	letoun	avión	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
mládí	juventud	mládí	juventud	N;NOM;NEUT;SG;POS	N;FEM;SG
rybník	estanque	rybník	estanque	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
rybník	laguna	rybník	laguna	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zahraniční	extranjera	zahraniční	extranjero	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
pokračoval	continuó	pokračovat	continuar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
bílá	blanca	bílý	blanco	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
bílá	blanco	bílý	blanco	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
singl	soltero	singl	soltero	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
singl	soltera	singl	soltera	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
singl	single	singl	single	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kulturních	culturales	kulturní	cultural	ADJ;GEN;MASC;PL;POS	ADJ;PL
svoboda	freedom	svoboda	freedom	N;NOM;FEM;SG;POS	N;MASC;SG
svoboda	libertad	svoboda	libertad	N;NOM;FEM;SG;POS	N;FEM;SG
svoboda	liberty	svoboda	liberty	N;NOM;FEM;SG;POS	N;MASC;SG
svoboda	libertad	svoboda	libertad	N;NOM;FEM;SG;POS	N;FEM;SG
půl	mitad	půl	mitad	N;NOM;FEM;SG;POS	N;FEM;SG
půl	half	půl	half	N;NOM;FEM;SG;POS	N
barva	color	barva	color	N;NOM;FEM;SG;POS	N;MASC;SG
barva	pintura	barva	pintura	N;NOM;FEM;SG;POS	N;FEM;SG
barva	pinta	barva	pinta	N;NOM;FEM;SG;POS	N;FEM;SG
barva	color	barva	color	N;NOM;FEM;SG;POS	N;MASC;SG
zakladatel	fundador	zakladatel	fundador	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
příklad	ejemplo	příklad	ejemplo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
věže	towers	věž	tower	N;NOM;FEM;PL;POS	N
věže	torres	věž	torre	N;NOM;FEM;PL;POS	N;FEM;PL
opery	óperas	opera	ópera	N;NOM;FEM;PL;POS	N;FEM;PL
osobně	personalmente	osobně	personalmente	ADV;POS	ADV
pohledu	perspectiva	pohled	perspectiva	N;INAN;GEN;MASC;SG;POS	N;FEM;SG
hudbu	music	hudba	music	N;ACC;FEM;SG;POS	N
hudbu	música	hudba	música	N;ACC;FEM;SG;POS	N;FEM;SG
hudbu	musica	hudba	musica	N;ACC;FEM;SG;POS	N;FEM;SG
charakter	carácter	charakter	carácter	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
charakter	caracter	charakter	caracter	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
charakter	personaje	charakter	personaje	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kytarista	guitarrista	kytarista	guitarrista	N;ANIM;NOM;MASC;SG;POS	N;SG
vozů	vagones	vůz	vagón	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
vozů	carretas	vůz	carreta	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
spolupráce	colaboración	spolupráce	colaboración	N;NOM;FEM;SG;POS	N;FEM;SG
spolupráce	cooperación	spolupráce	cooperación	N;NOM;FEM;SG;POS	N;FEM;SG
cup	taza	cup	taza	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
cup	copa	cup	copa	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
cup	cup	cup	cupo	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
černá	negra	černý	negro	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
černá	negro	černý	negro	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
jazyky	idiomas	jazyk	idioma	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
jazyky	lenguas	jazyk	lengua	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
trůn	trono	trůn	trono	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
končí	finaliza	končit	finalizar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
končí	termina	končit	terminar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
materiál	material	materiál	material	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
materiál	material	materiál	material	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kapela	band	kapela	band	N;NOM;FEM;SG;POS	N;SG
kapela	banda	kapela	banda	N;NOM;FEM;SG;POS	N;FEM;SG
fakulty	facultades	fakulta	facultad	N;NOM;FEM;PL;POS	N;FEM;PL
fakulty	profesores	fakulta	profesor	N;NOM;FEM;PL;POS	N;MASC;PL
snadno	fácilmente	snadno	fácilmente	ADV;POS	ADV
snadno	facilmente	snadno	facilmente	ADV;POS	ADV
polovina	mitad	polovina	mitad	N;NOM;FEM;SG;POS	N;FEM;SG
polovina	half	polovina	half	N;NOM;FEM;SG;POS	N
dědictví	patrimonio	dědictví	patrimonio	N;NOM;NEUT;SG;POS	N;MASC;SG
dědictví	herencia	dědictví	herencia	N;NOM;NEUT;SG;POS	N;FEM;SG
dědictví	heritage	dědictví	heritage	N;NOM;NEUT;SG;POS	N;MASC;SG
dědictví	herencia	dědictví	herencia	N;NOM;NEUT;SG;POS	N;FEM;SG
dědictví	sucesión	dědictví	sucesión	N;NOM;NEUT;SG;POS	N;FEM;SG
zemědělství	agricultura	zemědělství	agricultura	N;NOM;NEUT;SG;POS	N;FEM;SG
zemědělství	agricultura	zemědělství	agricultura	N;NOM;NEUT;SG;POS	N;FEM;SG
martina	martina	martina	martina	N;NOM;FEM;SG;POS	N;FEM;SG
martina	martín	martina	martín	N;NOM;FEM;SG;POS	N;MASC;SG
setkání	reunión	setkání	reunión	N;NOM;NEUT;SG;POS	N;FEM;SG
setkání	encuentro	setkání	encuentro	N;NOM;NEUT;SG;POS	N;MASC;SG
rakouské	austríaca	rakouský	austríaco	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
rakouské	austriaca	rakouský	austriaco	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
spodní	inferior	spodní	inferior	ADJ;NOM;MASC;SG;POS	ADJ;SG
spodní	inferior	spodní	inferior	ADJ;NOM;MASC;SG;POS	ADJ;SG
bývalé	antiguo	bývalý	antiguo	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
bývalé	ex	bývalý	ex	ADJ;NOM;NEUT;SG;POS	ADJ
občas	ocasionalmente	občas	ocasionalmente	ADV	ADV
obsahu	contenido	obsah	contenido	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
lidské	humano	lidský	humano	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
lidské	humana	lidský	humano	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
stupně	grados	stupeň	grado	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
stupně	títulos	stupeň	título	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
stupně	titulaciones	stupeň	titulación	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
festival	festival	festival	festival	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
konkrétně	específicamente	konkrétně	específicamente	ADV;POS	ADV
konkrétně	concretamente	konkrétně	concretamente	ADV;POS	ADV
technologie	technologies	technologie	technologie	N;NOM;FEM;SG;POS	N
technologie	tecnología	technologie	tecnología	N;NOM;FEM;SG;POS	N;FEM;SG
technologie	tecnologia	technologie	tecnologia	N;NOM;FEM;SG;POS	N;FEM;SG
technologie	tecnología	technologie	tecnología	N;NOM;FEM;SG;POS	N;FEM;SG
metra	subte	metro	subtir	N;NOM;NEUT;SG;POS	N;MASC;SG
metra	metro	metro	metro	N;NOM;NEUT;SG;POS	N;MASC;SG
metra	metro	metro	metro	N;NOM;NEUT;SG;POS	N;MASC;SG
komunistické	comunista	komunistický	comunista	ADJ;NOM;FEM;SG;POS	ADJ;SG
bilance	balanza	bilance	balanza	N;NOM;FEM;SG;POS	N;FEM;SG
bilance	balance	bilance	balance	N;NOM;FEM;SG;POS	N;MASC;SG
bilance	saldo	bilance	saldo	N;NOM;FEM;SG;POS	N;MASC;SG
bilance	equilibrio	bilance	equilibrio	N;NOM;FEM;SG;POS	N;MASC;SG
žádost	aplicacion	žádost	aplicacion	N;NOM;FEM;SG;POS	N;FEM;SG
žádost	solicitud	žádost	solicitud	N;NOM;FEM;SG;POS	N;FEM;SG
žádost	aplicación	žádost	aplicación	N;NOM;FEM;SG;POS	N;FEM;SG
žádost	petición	žádost	petición	N;NOM;FEM;SG;POS	N;FEM;SG
žádost	solicitud	žádost	solicitud	N;NOM;FEM;SG;POS	N;FEM;SG
míru	paz	míra	paz	N;ACC;FEM;SG;POS	N;FEM;SG
míru	peace	míra	peace	N;ACC;FEM;SG;POS	N
krátké	corta	krátký	corto	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
krátké	corto	krátký	corto	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
krátké	breve	krátký	breve	ADJ;NOM;NEUT;SG;POS	ADJ;SG
samostatné	separada	samostatný	separado	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG;V.PTCP
samostatné	separado	samostatný	separar	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
dětství	niñez	dětství	niñez	N;NOM;NEUT;SG;POS	N;FEM;SG
dětství	infancia	dětství	infancia	N;NOM;NEUT;SG;POS	N;FEM;SG
policie	policía	policie	policía	N;NOM;FEM;SG;POS	N;SG
policie	police	policie	police	N;NOM;FEM;SG;POS	N
policie	policia	policie	policia	N;NOM;FEM;SG;POS	N;FEM;SG
městská	urbana	městský	urbano	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
městská	urbano	městský	urbano	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
air	aire	air	aire	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
air	air	air	air	N;INAN;NOM;MASC;SG;POS	N
podíl	proporción	podíl	proporción	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
autorů	autores	autor	autor	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
metody	métodos	metoda	método	N;NOM;FEM;PL;POS	N;MASC;PL
mírně	moderadamente	mírně	moderadamente	ADV;POS	ADV
mírně	levemente	mírně	levemente	ADV;POS	ADV
mírně	ligeramente	mírně	ligeramente	ADV;POS	ADV
turné	recorrido	turné	recorrido	N;NEUT;POS	N;MASC;SG
turné	tour	turné	tour	N;NEUT;POS	N;MASC;SG
turné	gira	turné	gira	N;NEUT;POS	N;FEM;SG
turné	giras	turné	gira	N;NEUT;POS	N;FEM;PL
pokračuje	continúa	pokračovat	continuar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tábor	camp	tábor	camp	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tábor	campamento	tábor	campamento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tábor	campo	tábor	campo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
vědy	ciencias	věda	ciencia	N;NOM;FEM;PL;POS	N;FEM;PL
vědy	ciencias	věda	ciencia	N;NOM;FEM;PL;POS	N;FEM;PL
vzduchu	aire	vzduch	aire	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
vzduchu	air	vzduch	air	N;INAN;GEN;MASC;SG;POS	N
formy	formas	forma	forma	N;NOM;FEM;PL;POS	N;FEM;PL
formy	formularios	forma	formulario	N;NOM;FEM;PL;POS	N;MASC;PL
formy	moldes	forma	molde	N;NOM;FEM;PL;POS	N;MASC;PL
motory	motores	motor	motor	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
motory	motores	motor	motor	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
plocha	escritorio	plocha	escritorio	N;NOM;FEM;SG;POS	N;MASC;SG
plocha	superficie	plocha	superficie	N;NOM;FEM;SG;POS	N;FEM;SG
plocha	zona	plocha	zona	N;NOM;FEM;SG;POS	N;FEM;SG
plocha	area	plocha	area	N;NOM;FEM;SG;POS	N;FEM;SG
plocha	área	plocha	área	N;NOM;FEM;SG;POS	N;FEM;SG
ačkoli	aunque	ačkoliv	aunque	CONJ	CONJ
ačkoli	aunque	ačkoliv	aunque	CONJ	CONJ
dnů	días	den	día	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
dnů	jornadas	den	jornada	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
dnů	dias	den	dia	N;INAN;GEN;MASC;PL;POS	N;MASC;PL
dnů	days	den	day	N;INAN;GEN;MASC;PL;POS	N
domy	casas	dům	casa	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
domy	viviendas	dům	vivienda	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
domy	hogares	dům	hogar	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
domy	casas	dům	casa	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
společenství	mancomunidad	společenství	mancomunidad	N;NOM;NEUT;SG;POS	N;FEM;SG
společenství	comunidad	společenství	comunidad	N;NOM;NEUT;SG;POS	N;FEM;SG
obrany	defensa	obrana	defensa	N;NOM;FEM;SG;POS	N;SG
obrany	defensa	obrana	defensa	N;NOM;FEM;SG;POS	N;SG
zrušení	supresión	zrušení	supresión	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	abolición	zrušení	abolición	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	revocación	zrušení	revocación	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	derogación	zrušení	derogación	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	anulación	zrušení	anulación	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	cancelación	zrušení	cancelación	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	caducidad	zrušení	caducidad	N;NOM;NEUT;SG;POS	N;FEM;SG
zrušení	revocación	zrušení	revocación	N;NOM;NEUT;SG;POS	N;FEM;SG
ochranu	proteccion	ochrana	proteccion	N;ACC;FEM;SG;POS	N;FEM;SG
ochranu	protección	ochrana	protección	N;ACC;FEM;SG;POS	N;FEM;SG
obrázek	foto	obrázek	foto	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obrázek	imagen	obrázek	imagen	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obrázek	imágen	obrázek	imágen	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
mapa	plano	mapa	plano	N;NOM;FEM;SG;POS	N;MASC;SG
mapa	mapa	mapa	mapa	N;NOM;FEM;SG;POS	N;MASC;SG
spolupracoval	cooperó	spolupracovat	cooperar	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
středu	miércoles	středa	miércoles	N;ACC;FEM;SG;POS	N
etnické	étnico	etnický	étnico	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
etnické	étnica	etnický	étnico	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
sbírka	colección	sbírka	colección	N;NOM;FEM;SG;POS	N;FEM;SG
sbírka	coleccion	sbírka	coleccionar	N;NOM;FEM;SG;POS	N;FEM;SG
knihu	libro	kniha	libro	N;ACC;FEM;SG;POS	N;MASC;SG
dráha	pista	dráha	pista	N;NOM;FEM;SG;POS	N;FEM;SG
dráha	pasarela	dráha	pasarela	N;NOM;FEM;SG;POS	N;FEM;SG
nabízí	ofrece	nabízet	ofrecer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
napětí	tensión	napětí	tensión	N;NOM;NEUT;SG;POS	N;FEM;SG
napětí	suspense	napětí	suspense	N;NOM;NEUT;SG;POS	N;MASC;SG
napětí	suspenso	napětí	suspenso	N;NOM;NEUT;SG;POS	N;MASC;SG
napětí	voltaje	napětí	voltaje	N;NOM;NEUT;SG;POS	N;MASC;SG
napětí	tensión	napětí	tensión	N;NOM;NEUT;SG;POS	N;FEM;SG
námořní	armada	námořní	armado	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG;V.PTCP
námořní	naval	námořní	naval	ADJ;NOM;FEM;SG;POS	ADJ;SG
námořní	marítima	námořní	marítimo	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
poli	poli	pole	poli	N;DAT;NEUT;SG;POS	N;MASC;SG
ministerstva	ministerios	ministerstvo	ministerio	N;NOM;NEUT;PL;POS	N;MASC;PL
ministerstva	ministerios	ministerstvo	ministerio	N;NOM;NEUT;PL;POS	N;MASC;PL
prostě	solo	prostě	solo	ADV;POS	ADV
prostě	simplemente	prostě	simplemente	ADV;POS	ADV
prostě	sólo	prostě	sólo	ADV;POS	ADV
stroj	máquina	stroj	máquina	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
stroj	maquina	stroj	maquina	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
výročí	aniversario	výročí	aniversario	N;NOM;NEUT;SG;POS	N;MASC;SG
praxi	práctica	praxe	práctica	N;ACC;FEM;SG;POS	N;FEM;SG
běžně	comúnmente	běžně	comúnmente	ADV;POS	ADV
běžně	normalmente	běžně	normalmente	ADV;POS	ADV
kříže	cruces	kříž	cruce	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
kříže	crucifijos	kříž	crucifijo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
účasti	participación	účast	participación	N;NOM;FEM;SG;POS	N;FEM;SG
týden	week	týden	week	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
týden	semana	týden	semana	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
zlaté	dorados	zlatý	dorado	ADJ;NOM;NEUT;PL;POS	ADJ;MASC;PL;V.PTCP
dcery	hijas	dcera	hija	N;NOM;FEM;PL;POS	N;FEM;PL
plán	plano	plán	plano	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
plán	plan	plán	plan	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
chrám	sien	chrám	sien	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
chrám	temple	chrám	temple	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
chrám	templo	chrám	templo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
populární	popular	populární	popular	ADJ;NOM;MASC;SG;POS	ADJ;SG
show	espectáculo	show	espectáculo	N;FEM;POS	N;MASC;SG
show	show	show	show	N;FEM;POS	N;MASC;SG
celkové	total	celkový	total	ADJ;NOM;NEUT;SG;POS	ADJ;SG
smysl	sentido	smysl	sentido	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
věc	thing	věc	thing	N;NOM;FEM;SG;POS	N
věc	cosa	věc	cosa	N;NOM;FEM;SG;POS	N;FEM;SG
uživatele	usuarios	uživatel	usuario	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
uživatele	usuarios	uživatel	usuario	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
osoba	persona	osoba	persona	N;NOM;FEM;SG;POS	N;FEM;SG
nasazení	despliegue	nasazení	despliegue	N;NOM;NEUT;SG;POS	N;MASC;SG
hvězdy	estrellas	hvězda	estrella	N;NOM;FEM;PL;POS	N;PL
hvězdy	stars	hvězda	star	N;NOM;FEM;PL;POS	N
aplikace	aplicacion	aplikace	aplicacion	N;NOM;FEM;SG;POS	N;FEM;SG
aplikace	solicitud	aplikace	solicitud	N;NOM;FEM;SG;POS	N;FEM;SG
aplikace	aplicación	aplikace	aplicación	N;NOM;FEM;SG;POS	N;FEM;SG
aplikace	app	aplikace	app	N;NOM;FEM;SG;POS	N;FEM;SG
aplikace	aplicación	aplikace	aplicación	N;NOM;FEM;SG;POS	N;FEM;SG
mezitím	entretanto	mezitím	entretanto	ADV	ADV
provincii	provincia	provincie	provincia	N;DAT;FEM;SG;POS	N;FEM;SG
měření	medición	měření	medición	N;NOM;NEUT;SG;POS	N;FEM;SG
měření	medición	měření	medición	N;NOM;NEUT;SG;POS	N;FEM;SG
měření	medición	měření	medición	N;NOM;NEUT;SG;POS	N;FEM;SG
měření	medida	měření	medida	N;NOM;NEUT;SG;POS	N;FEM;SG
standardní	estándar	standardní	estándar	ADJ;NOM;MASC;SG;POS	ADJ;SG
onemocnění	enfermedad	onemocnění	enfermedad	N;NOM;NEUT;SG;POS	N;FEM;SG
onemocnění	enfermedad	onemocnění	enfermedad	N;NOM;NEUT;SG;POS	N;FEM;SG
linie	línea	linie	línea	N;NOM;FEM;SG;POS	N;FEM;SG
linie	linea	linie	linea	N;NOM;FEM;SG;POS	N;FEM;SG
linie	lines	linie	lín	N;NOM;FEM;SG;POS	N
majetek	propiedad	majetek	propiedad	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
majetek	inmueble	majetek	inmueble	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
učení	docencia	učení	docencia	N;NOM;NEUT;SG;POS	N;FEM;SG
