ini	इस	ini	यह	DET	DET;ACC;SG;3
darah	खून	darah	खून	N;SG	N;NOM;MASC;SG;3
darah	रक्त	darah	रक्त	N;SG	N;NOM;MASC;SG;3
pasal	सूरा	pasal	सूरा	N;SG	N;NOM;MASC;SG;3
pasal	अध्याय	pasal	अध्याय	N;SG	N;NOM;MASC;SG;3
pasal	लेख	pasal	लेख	N;SG	N;NOM;MASC;SG;3
pasal	आलेख	pasal	आलेख	N;SG	N;NOM;MASC;SG;3
siswa	विद्यार्थी	siswa	विद्यार्थी	N;SG	N;NOM;MASC;SG;3
siswa	विद्यार्थी	siswa	विद्यार्थी	N;SG	N;NOM;MASC;SG;3
jelas	साफ	jelas	साफ	ADJ;SG	ADJ
kemungkinan	संभावना	kemungkinan	संभावना	N;SG	N;NOM;FEM;SG;3
kemungkinan	संभाव्यता	kemungkinan	संभाव्यता	N;SG	N;NOM;FEM;SG;3
kemungkinan	सम्भावना	kemungkinan	सम्भावना	N;SG	N;NOM;FEM;SG;3
kemungkinan	संभावना	kemungkinan	संभावना	N;SG	N;NOM;FEM;SG;3
imam	इमाम	imam	इमाम	N;SG	N;NOM;MASC;SG;3
imam	पुजारी	imam	पुजारी	N;SG	N;NOM;MASC;SG;3
berbentuk	तराशा	berbentuk	तराश	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
pimpinan	नेतृत्व	pimpinan	नेतृत्व	N;SG	N;NOM;MASC;SG;3
kebudayaan	संस्कृति	kebudayaan	संस्कृति	N;SG	N;NOM;FEM;SG;3
kemerdekaan	आज़ादी	kemerdekaan	आज़ादी	N;SG	N;NOM;FEM;SG;3
kemerdekaan	आजादी	kemerdekaan	आजादी	N;SG	N;NOM;FEM;SG;3
kemerdekaan	स्वतंत्रता	kemerdekaan	स्वतन्त्रता	N;SG	N;NOM;FEM;SG;3
kemerdekaan	स्वतन्त्रता	kemerdekaan	स्वतन्त्रता	N;SG	N;NOM;FEM;SG;3
kemerdekaan	स्वतंत्रता	kemerdekaan	स्वतन्त्रता	N;SG	N;NOM;FEM;SG;3
publik	जनता	publik	जनता	N	N;NOM;FEM;SG;3
publik	लोक	publik	लोक	N	N;NOM;MASC;SG;3
publik	पब्लिक	publik	पब्लिक	N	N;NOM;MASC;SG;3
publik	सरेआम	publik	सरेआम	N	N;NOM;MASC;SG;3
sutradara	निर्देशक	sutradara	निर्देशक	N;SG	N;NOM;MASC;SG;3
sutradara	निदेशक	sutradara	निदेशक	N;SG	N;NOM;MASC;SG;3
angka	संख्या	angka	संख्या	N;SG	N;NOM;FEM;SG;3
angka	नंबर	angka	नंबर	N;SG	N;NOM;MASC;SG;3
angka	संख्या	angka	संख्या	N;SG	N;NOM;FEM;SG;3
jurusan	मेजर्स	jurusan	मेजर्स	N;SG	N;NOM;MASC;SG;3
jurusan	एकाग्रता	jurusan	एकाग्रता	N;SG	N;NOM;FEM;SG;3
jurusan	विशेषज्ञता	jurusan	विशेषज्ञता	N;SG	N;NOM;FEM;SG;3
jurusan	मेजर	jurusan	मेजर	N;SG	N;NOM;MASC;SG;3
jurusan	प्रमुख	jurusan	प्रमुख	N;SG	N;NOM;MASC;SG;3
menggantikan	बदलें	mengantikan	बदल	V;SG;ACT	V;SBJV;SG;FIN;ACT
latar	पृष्ठभूमि	latar	पृष्ठभूमि	N;SG	N;NOM;FEM;SG;3
terbang	मक्खी	terbang	मक्खी	N;SG;ACT	N;NOM;MASC;SG;3
konsep	अवधारणा	konsep	अवधारणा	N;SG	N;NOM;FEM;SG;3
konsep	प्रारूप	konsep	प्रारूप	N;SG	N;NOM;MASC;SG;3
konsep	ड्राफ़्ट	konsep	ड्राफ़्ट	N;SG	N;NOM;MASC;SG;3
konsep	मसौदा	konsep	मसौदा	N;SG	N;NOM;MASC;SG;3
konsep	ड्राफ्ट	konsep	ड्राफ्ट	N;SG	N;NOM;MASC;SG;3
konsep	ड्राफ़्ट	konsep	ड्राफ़्ट	N;SG	N;NOM;MASC;SG;3
konsep	मसौदा	konsep	मसौदा	N;SG	N;NOM;MASC;SG;3
pengurus	व्यवस्थापक	penurus	व्यवस्थापक	N;SG	N;NOM;MASC;SG;3
pengurus	प्रशासक	penurus	प्रशासक	N;SG	N;NOM;MASC;SG;3
pengurus	व्यवस्थापक	penurus	व्यवस्थापक	N;SG	N;NOM;MASC;SG;3
pengurus	प्रशासक	penurus	प्रशासक	N;SG	N;NOM;MASC;SG;3
pengurus	व्यवस्थापक	penurus	व्यवस्थापक	N;SG	N;NOM;MASC;SG;3
merasa	लगा	menrasa	लगा	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
danau	झील	danau	झील	N;SG	N;NOM;FEM;SG;3
muslim	मुस्लिम	muslim	मुस्लिम	N;SG	N;NOM;MASC;SG;3
area	क्षेत्र	area	क्षेत्र	N;SG	N;NOM;MASC;SG;3
area	क्षेत्र	area	क्षेत्र	N;SG	N;NOM;MASC;SG;3
area	क्षेत्रफल	area	क्षेत्रफल	N;SG	N;NOM;MASC;SG;3
bupati	रीजेंट	bupati	रीजेंट	N	N;NOM;MASC;SG;3
ukuran	आकार	ukuran	आकार	N;SG	N;NOM;MASC;SG;3
ukuran	आकार	ukuran	आकार	N;SG	N;NOM;MASC;SG;3
pilihan	पसंद	pilihan	पसंद	N;SG	N;NOM;FEM;SG;3
pilihan	चुनाव	pilihan	चुनाव	N;SG	N;NOM;MASC;SG;3
pilihan	विकल्प	pilihan	विकल्प	N;SG	N;NOM;MASC;SG;3
pilihan	चुनाव	pilihan	चुनाव	N;SG	N;NOM;MASC;SG;3
kulit	चमड़ा	kulit	चमड़ा	N;SG	N;NOM;MASC;SG;3
kulit	चमड़े	kulit	चमड़ा	N;SG	N;NOM;MASC;SG;3
kulit	छाल	kulit	छाल	N;SG	N;NOM;FEM;SG;3
kulit	चमड़ी	kulit	चमड़ी	N;SG	N;NOM;FEM;SG;3
kulit	त्वचा	kulit	त्वचा	N;SG	N;NOM;FEM;SG;3
kulit	स्किन	kulit	स्किन	N;SG	N;NOM;MASC;SG;3
kendaraan	गाडी	kendaraan	गाडी	N;SG	N;NOM;FEM;SG;3
direktur	निर्देशक	direktur	निर्देशक	N;SG	N;NOM;MASC;SG;3
direktur	निदेशक	direktur	निदेशक	N;SG	N;NOM;MASC;SG;3
pesan	सन्देश	pesan	सन्देश	N;SG	N;NOM;MASC;SG;3
pesan	संदेश	pesan	संदेश	N;SG	N;NOM;MASC;SG;3
pesan	संदेश	pesan	संदेश	N;SG	N;NOM;MASC;SG;3
tenaga	ऊर्जा	tenaga	ऊर्जा	N;SG	N;NOM;FEM;SG;3
tenaga	उर्जा	tenaga	उर्जा	N;SG	N;NOM;FEM;SG;3
tenaga	पावर	tenaga	पावर	N;SG	N;NOM;FEM;SG;3
tenaga	शक्ति	tenaga	शक्ति	N;SG	N;NOM;FEM;SG;3
pertahanan	रक्षा	pertahanan	रक्षा	N;SG	N;NOM;FEM;SG;3
pertahanan	रक्षा	pertahanan	रक्षा	N;SG	N;NOM;FEM;SG;3
mengalahkan	धड़कता	menkalahkan	धड़क	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
pekerjaan	नौकरी	pekerjaan	नौकरी	N;SG	N;NOM;FEM;SG;3
pekerjaan	कार्य	pekerjaan	कार्य	N;SG	N;NOM;MASC;SG;3
pekerjaan	जॉब	pekerjaan	जॉब	N;SG	N;NOM;MASC;SG;3
pekerjaan	कार्यालय	pekerjaan	कार्यालय	N;SG	N;NOM;MASC;SG;3
pekerjaan	काम	pekerjaan	काम	N;SG	N;NOM;MASC;SG;3
pekerjaan	कार्य	pekerjaan	कार्य	N;SG	N;NOM;MASC;SG;3
pekerjaan	जॉब	pekerjaan	जॉब	N;SG	N;NOM;MASC;SG;3
pekerjaan	कार्य	pekerjaan	कार्य	N;SG	N;NOM;MASC;SG;3
kementerian	मंत्रिमंडल	kementerian	मंत्रिमंडल	N;SG	N;NOM;MASC;SG;3
kementerian	मंत्रालय	kementerian	मंत्रालय	N;SG	N;NOM;MASC;SG;3
rencana	प्लान	rencana	प्लान	N;SG	N;NOM;MASC;SG;3
rencana	योजना	rencana	योजना	N;SG	N;NOM;FEM;SG;3
tipe	प्रकार	tipe	प्रकार	N;SG	N;NOM;MASC;SG;3
tipe	प्रकार	tipe	प्रकार	N;SG	N;NOM;MASC;SG;3
aliran	जाति	aliran	जाति	N;SG	N;NOM;FEM;SG;3
aliran	धारा	aliran	धारा	N;SG	N;NOM;FEM;SG;3
aliran	स्ट्रीम	aliran	स्ट्रीम	N;SG	N;NOM;MASC;SG;3
aliran	प्रवाह	aliran	प्रवाह	N;SG	N;NOM;MASC;SG;3
aliran	स्ट्रीम	aliran	स्ट्रीम	N;SG	N;NOM;MASC;SG;3
berjalan	चलना	berjalan	चल	V;SG;ACT	V;MASC;NFIN;ACT
berjalan	चलता	berjalan	चल	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
berjalan	दौड़ना	berjalan	दौड़	V;SG;ACT	V;MASC;NFIN;ACT
berjalan	चलना	berjalan	चल	V;SG;ACT	V;MASC;NFIN;ACT
teks	पाठ	teks	पाठ	N;SG	N;NOM;MASC;SG;3
teks	टेक्स्ट	teks	टेक्स्ट	N;SG	N;NOM;MASC;SG;3
tujuh	सात	tujuh	सात	NUM	NUM
minyak	तेल	minyak	तेल	N;SG	N;NOM;MASC;SG;3
minyak	ऑयल	minyak	ऑयल	N;SG	N;NOM;MASC;SG;3
upacara	समारोह	upacara	समारोह	N;SG	N;NOM;MASC;SG;3
upacara	रस्म	upacara	रस्म	N;SG	N;NOM;FEM;SG;3
manajemen	प्रबंधन	manajemen	प्रबंधन	N;SG	N;NOM;MASC;SG;3
manajemen	प्रबन्धन	manajemen	प्रबन्धन	N;SG	N;NOM;MASC;SG;3
murid	विद्यार्थी	murid	विद्यार्थी	N;SG	N;NOM;MASC;SG;3
murid	विद्यार्थी	murid	विद्यार्थी	N;SG	N;NOM;MASC;SG;3
murid	शिष्य	murid	शिष्य	N;SG	N;NOM;MASC;SG;3
gas	गैस	gas	गैस	N;SG	N;NOM;FEM;SG;3
tumbuhan	पौधा	tumbuhan	पौधा	N;SG	N;NOM;MASC;SG;3
tumbuhan	पादप	tumbuhan	पादप	N;SG	N;NOM;MASC;SG;3
tumbuhan	संयंत्र	tumbuhan	संयंत्र	N;SG	N;NOM;MASC;SG;3
generasi	पीढ़ी	generasi	पीढी	N;SG	N;NOM;FEM;SG;3
saluran	चैनल	saluran	चैनल	N;SG	N;NOM;MASC;SG;3
saluran	चैनल	saluran	चैनल	N;SG	N;NOM;MASC;SG;3
vokal	स्वर	vokal	स्वर	N;SG	N;NOM;MASC;SG;3
vokal	स्वर	vokal	स्वर	N;SG	N;NOM;MASC;SG;3
vokal	गायन	vokal	गायन	N;SG	N;NOM;MASC;SG;3
vokal	स्वर	vokal	स्वर	N;SG	N;NOM;MASC;SG;3
akademi	अकादमी	akademi	अकादमी	N;SG	N;NOM;FEM;SG;3
khususnya	विशेषकर	khususnya	विशेषकर	ADV	ADV
khususnya	विशेषकर	khususnya	विशेषकर	ADV	ADV
pinjaman	ऋण	pinjaman	ऋण	N;SG	N;NOM;MASC;SG;3
pinjaman	ऋण	pinjaman	ऋण	N;SG	N;NOM;MASC;SG;3
pinjaman	लोन	pinjaman	लोन	N;SG	N;NOM;MASC;SG;3
metode	विधि	metode	विधि	N;SG	N;NOM;FEM;SG;3
metode	विधि	metode	विधि	N;SG	N;NOM;FEM;SG;3
predator	परभक्षी	predator	परभक्षी	N	N;NOM;MASC;SG;3
predator	परभक्षी	predator	परभक्षी	N	N;NOM;MASC;SG;3
peraturan	नियम	peraturan	नियम	N;SG	N;NOM;MASC;SG;3
peraturan	नियमन	peraturan	नियमन	N;SG	N;NOM;MASC;SG;3
peraturan	विनियम	peraturan	विनियम	N;SG	N;NOM;MASC;SG;3
peraturan	विनियमन	peraturan	विनियमन	N;SG	N;NOM;MASC;SG;3
peraturan	शासन	peraturan	शासन	N;SG	N;NOM;MASC;SG;3
peraturan	नियम	peraturan	नियम	N;SG	N;NOM;MASC;SG;3
pemenang	विजेता	penmenang	विजेता	N;SG	N;NOM;MASC;SG;3
pemenang	विजेता	penmenang	विजेता	N;SG	N;NOM;MASC;SG;3
cahaya	रोशनी	cahaya	रोशनी	N;SG	N;NOM;FEM;SG;3
cahaya	लाइट	cahaya	लाइट	N;SG	N;NOM;FEM;SG;3
bergerak	चलती	bergerak	चल	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
skor	स्कोरिंग	skor	स्कोरिंग	N;SG	N;NOM;FEM;SG;3
skor	अंक	skor	अंक	N;SG	N;NOM;MASC;SG;3
skor	स्कोर	skor	स्कोर	N;SG	N;NOM;MASC;SG;3
skor	अंक	skor	अंक	N;SG	N;NOM;MASC;SG;3
skor	स्कोर	skor	स्कोर	N;SG	N;NOM;MASC;SG;3
pengaruh	प्रभाव	pengaruh	प्रभाव	N;SG	N;NOM;MASC;SG;3
airlines	एयरलाइन	airlines	एयरलाइन	N	N;NOM;FEM;SG;3
airlines	एयरलाइंस	airlines	एयरलाइन	N	N;NOM;FEM;PL;3
kompetisi	प्रतिस्पर्धा	kompetisi	प्रतिस्पर्धा	N;SG	N;NOM;FEM;SG;3
kompetisi	प्रतियोगिता	kompetisi	प्रतियोगिता	N;SG	N;NOM;FEM;SG;3
polisi	पुलिस	polisi	पुलिस	N;SG	N;NOM;FEM;SG;3
hijau	हरी	hijau	हरा	ADJ;SG	ADJ;NOM;FEM;SG
kecepatan	वेग	kecepatan	वेग	N;SG	N;NOM;MASC;SG;3
kecepatan	गति	kecepatan	गति	N;SG	N;NOM;FEM;SG;3
kecepatan	रफ्तार	kecepatan	रफ्तार	N;SG	N;NOM;FEM;SG;3
kecepatan	गति	kecepatan	गति	N;SG	N;NOM;FEM;SG;3
mencoba	आजमाया	mencoba	आजमा	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
penguasa	मापक	penkuasa	मापक	N;SG	N;NOM;MASC;SG;3
penguasa	शासक	penkuasa	शासक	N;SG	N;NOM;MASC;SG;3
pasangan	साथी	pasangan	साथी	N;SG	N;NOM;MASC;SG;3
pasangan	पार्टनर	pasangan	पार्टनर	N;SG	N;NOM;MASC;SG;3
pasangan	साझेदार	pasangan	साझेदार	N;SG	N;NOM;MASC;SG;3
pasangan	संगी	pasangan	संगा	N;SG	N;NOM;MASC;SG;3
pasangan	जीवनसाथी	pasangan	जीवनसाथी	N;SG	N;NOM;FEM;SG;3
menolak	घटती	mentolak	घट	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
mengubah	बदलना	menubah	बदल	V;SG;ACT	V;MASC;NFIN;ACT
mengubah	बदलें	menubah	बदल	V;SG;ACT	V;SBJV;SG;FIN;ACT
korban	शिकार	korban	शिकार	N;SG	N;NOM;MASC;SG;3
korban	हताहत	korban	हताहत	N;SG	N;NOM;MASC;SG;3
pelabuhan	तट	penlabuhan	तट	N;SG	N;NOM;MASC;SG;3
pelabuhan	पोर्ट	penlabuhan	पोर्ट	N;SG	N;NOM;MASC;SG;3
pelabuhan	पोर्ट	penlabuhan	पोर्ट	N;SG	N;NOM;MASC;SG;3
pelabuhan	बंदरगाह	penlabuhan	बंदरगाह	N;SG	N;NOM;MASC;SG;3
genre	विधा	genre	विधा	N	N;NOM;FEM;SG;3
genre	शैलियाँ	genre	शैली	N	N;NOM;FEM;PL;3
genre	जाति	genre	जाति	N	N;NOM;FEM;SG;3
jembatan	ब्रिज	jembatan	ब्रिज	N;SG	N;NOM;MASC;SG;3
jembatan	पुल	jembatan	पुल	N;SG	N;NOM;MASC;SG;3
jembatan	सेतु	jembatan	सेतु	N;SG	N;NOM;MASC;SG;3
jembatan	ब्रिज	jembatan	ब्रिज	N;SG	N;NOM;MASC;SG;3
jembatan	पुल	jembatan	पुल	N;SG	N;NOM;MASC;SG;3
yayasan	न्यास	yayasan	न्यास	N;SG	N;NOM;MASC;SG;3
yayasan	मूलाधार	yayasan	मूलाधार	N;SG	N;NOM;MASC;SG;3
keamanan	मिलावट	keamanan	मिलावट	N;SG	N;NOM;FEM;SG;3
keamanan	सुरक्षा	keamanan	सुरक्षा	N;SG	N;NOM;FEM;SG;3
keamanan	सुरक्षा	keamanan	सुरक्षा	N;SG	N;NOM;FEM;SG;3
pendiri	संस्थापक	pendiri	संस्थापक	N;SG	N;NOM;MASC;SG;3
news	न्यूज़	news	न्यूज़		
perbedaan	भेद	perbedaan	भेद	N;SG	N;NOM;MASC;SG;3
perbedaan	भिन्नता	perbedaan	भिन्नता	N;SG	N;NOM;FEM;SG;3
pintu	दरवाजा	pintu	दरवाजा	N;SG	N;NOM;MASC;SG;3
pintu	दरवाज़ा	pintu	दरवाज़ा	N;SG	N;NOM;MASC;SG;3
pintu	द्वार	pintu	द्वार	N;SG	N;NOM;MASC;SG;3
pintu	द्वार	pintu	द्वार	N;SG	N;NOM;MASC;SG;3
pembuat	रचयिता	penbuat	रचयिता	N;SG	N;NOM;MASC;SG;3
pembuat	लेखक	penbuat	लेखक	N;SG	N;NOM;MASC;SG;3
pembuat	निर्माता	penbuat	निर्माता	N;SG	N;NOM;MASC;SG;3
kiri	बाएं	kiri	बाएं	N;SG	N;NOM;MASC;SG;3
menciptakan	बनाने	menciptakan	बना	V;SG;ACT	V;MASC;NFIN;ACT
menciptakan	बनाना	menciptakan	बना	V;SG;ACT	V;MASC;NFIN;ACT
vietnam	विएतनाम	vietnam	विएतनाम	N	N;NOM;MASC;SG;3
vietnam	वियतनामी	vietnam	वियतनामी	N	N;NOM;MASC;SG;3
jasa	सेवा	jasa	सेवा	N;SG	N;NOM;FEM;SG;3
membuka	खोलने	menbuka	खोल	V;SG;ACT	V;NFIN;ACT
swasta	निजी	swasta	निजी	ADJ;SG	ADJ;NOM
pegunungan	पर्वत	pegunungan	पर्वत	N;SG	N;NOM;MASC;SG;3
pegunungan	पहाड़	pegunungan	पहाड	N;SG	N;NOM;MASC;SG;3
kelahiran	nativity	kelahiran	nativity	N;SG	N;NOM;MASC;SG;3
kelahiran	जन्म	kelahiran	जन्म	N;SG	N;NOM;MASC;SG;3
bendera	झंडा	bendera	झंडा	N;SG	N;NOM;MASC;SG;3
bendera	ध्वज	bendera	ध्वज	N;SG	N;NOM;MASC;SG;3
bendera	फ्लैग	bendera	फ्लैग	N;SG	N;NOM;MASC;SG;3
bendera	फ्लैग्स	bendera	फ्लैग	N;SG	N;NOM;MASC;SG;3
bendera	ध्वज	bendera	ध्वज	N;SG	N;NOM;MASC;SG;3
pelayanan	सेवा	penlayanan	सेवा	N;SG	N;NOM;FEM;SG;3
pelayanan	मंत्रालय	penlayanan	मंत्रालय	N;SG	N;NOM;MASC;SG;3
fitur	सुविधा	fitur	सुविधा	N;SG	N;NOM;FEM;SG;3
fitur	विशेषता	fitur	विशेषता	N;SG	N;NOM;FEM;SG;3
aplikasi	एप्लिकेशन	aplikasi	एप्लिकेशन	N;SG	N;NOM;MASC;SG;3
aplikasi	आवेदन	aplikasi	आवेदन	N;SG	N;NOM;MASC;SG;3
aplikasi	अनुप्रयोग	aplikasi	अनुप्रयोग	N;SG	N;NOM;MASC;SG;3
aplikasi	ऐप	aplikasi	ऐप	N;SG	N;NOM;MASC;SG;3
aplikasi	एप्लिकेशन	aplikasi	एप्लिकेशन	N;SG	N;NOM;MASC;SG;3
aplikasi	app	aplikasi	app	N;SG	N;NOM;MASC;SG;3
aplikasi	एप्लिकेशन	aplikasi	एप्लिकेशन	N;SG	N;NOM;MASC;SG;3
aplikasi	ऐप्स	aplikasi	ऐप्स	N;SG	N;NOM;MASC;SG;3
aplikasi	एप्लिकेशन	aplikasi	एप्लिकेशन	N;SG	N;NOM;MASC;SG;3
aplikasi	आवेदन	aplikasi	आवेदन	N;SG	N;NOM;MASC;SG;3
aplikasi	अनुप्रयोग	aplikasi	अनुप्रयोग	N;SG	N;NOM;MASC;SG;3
tersedia	उपलब्ध	tersedia	उपलब्ध	ADJ;SG	ADJ
artinya	मतलब	arti	मतलब	N;SG	N;NOM;MASC;SG;3
misi	मिशन	misi	मिशन	N;SG	N;NOM;MASC;SG;3
misi	मिशन	misi	मिशन	N;SG	N;NOM;MASC;SG;3
satelit	सैटेलाइट	satelit	सैटेलाइट	N;SG	N;NOM;MASC;SG;3
satelit	उपग्रह	satelit	उपग्रह	N;SG	N;NOM;MASC;SG;3
kejadian	घटना	kejadian	घटना	N;SG	N;NOM;FEM;SG;3
sukses	सफल	sukses	सफल	ADJ;SG	ADJ
sukses	कामयाब	sukses	कामयाब	ADJ;SG	ADJ
sukses	सफल	sukses	सफल	ADJ;SG	ADJ
sukses	सफल	sukses	सफल	ADJ;SG	ADJ
massa	द्रव्यमान	massa	द्रव्यमान	N	N;NOM;MASC;SG;3
jawab	जवाब	jawab	जवाब	N;SG;ACT	N;NOM;MASC;SG;3
petani	कृषक	petani	कृषक	N;SG	N;NOM;MASC;SG;3
bar	बार	bar	बार	N	N;NOM;FEM;SG;3
bar	पट्टी	bar	पट्टी	N	N;NOM;FEM;SG;3
bar	बार	bar	बार	N	N;NOM;FEM;SG;3
membunuh	मार	menbunuh	मार	V;SG;ACT	V;ACT
membunuh	मारो	menbunuh	मार	V;SG;ACT	V;SG;FIN;ACT
membunuh	मार	menbunuh	मार	V;SG;ACT	V;ACT
berkata	कहा	berkata	कह	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
nominasi	नामांकन	nominasi	नामांकन	N;SG	N;NOM;MASC;SG;3
desain	डिजाइन	desain	डिजाइन	N;SG	N;NOM;MASC;SG;3
desain	डिजाइन	desain	डिजाइन	N;SG	N;NOM;MASC;SG;3
desain	डिज़ाइन	desain	डिज़ाइन	N;SG	N;NOM;MASC;SG;3
puncak	पार्ट्स	puncak	पार्ट्स	N;SG	N;NOM;MASC;SG;3
puncak	शीर्ष	puncak	शीर्ष	N;SG	N;NOM;MASC;SG;3
puncak	शिखर	puncak	शिखर	N;SG	N;NOM;MASC;SG;3
profil	रूपरेखा	profil	रूपरेखा	N;SG	N;NOM;FEM;SG;3
profil	प्रोफाइल	profil	प्रोफाइल	N;SG	N;NOM;MASC;SG;3
profil	प्रोफ़ाइल	profil	प्रोफ़ाइल	N;SG	N;NOM;MASC;SG;3
profil	प्रोफाइलिंग	profil	प्रोफाइलिंग	N;SG	N;NOM;FEM;SG;3
profil	प्रोफाइल	profil	प्रोफाइल	N;SG	N;NOM;MASC;SG;3
profil	प्रोफ़ाइल	profil	प्रोफ़ाइल	N;SG	N;NOM;MASC;SG;3
system	तंत्र	system	तंत्र	N	N;NOM;MASC;SG;3
system	सिस्टम	system	सिस्टम	N	N;NOM;MASC;SG;3
system	तन्त्र	system	तन्त्र	N	N;NOM;MASC;SG;3
system	प्रणाली	system	प्रणाली	N	N;NOM;FEM;SG;3
pembagian	विभाग	penbagian	विभाग	N;SG	N;NOM;MASC;SG;3
pembagian	विभाजन	penbagian	विभाजन	N;SG	N;NOM;MASC;SG;3
pembagian	प्रभाग	penbagian	प्रभाग	N;SG	N;NOM;MASC;SG;3
pembagian	विभाजन	penbagian	विभाजन	N;SG	N;NOM;MASC;SG;3
tindakan	क्रिया	tindakan	क्रिया	N;SG	N;NOM;FEM;SG;3
tindakan	एक्शन	tindakan	एक्शन	N;SG	N;NOM;MASC;SG;3
tindakan	कार्रवाई	tindakan	कार्रवाई	N;SG	N;NOM;FEM;SG;3
tindakan	क्रिया	tindakan	क्रिया	N;SG	N;NOM;FEM;SG;3
sekretaris	सचिव	sekretaris	सचिव	N;SG	N;NOM;MASC;SG;3
gadis	लडकी	gadis	लडकी	N;SG	N;NOM;FEM;SG;3
gadis	लड़की	gadis	लड़की	N;SG	N;NOM;FEM;SG;3
entertainment	मनोरंजन	entertainment	मनोरंजन	N	N;NOM;MASC;SG;3
penampilan	प्रकटन	pentampilan	प्रकटन	N;SG	N;NOM;MASC;SG;3
penampilan	रूप	pentampilan	रूप	N;SG	N;NOM;MASC;SG;3
penampilan	प्रदर्शन	pentampilan	प्रदर्शन	N;SG	N;NOM;MASC;SG;3
satuan	यूनिट	satuan	यूनिट	N;SG	N;NOM;FEM;SG;3
satuan	इकाई	satuan	इकाई	N;SG	N;NOM;FEM;SG;3
satuan	यूनिट	satuan	यूनिट	N;SG	N;NOM;FEM;SG;3
satuan	इकाई	satuan	इकाई	N;SG	N;NOM;FEM;SG;3
satuan	ईकाई	satuan	ईकाई	N;SG	N;NOM;FEM;SG;3
efek	असर	efek	असर	N;SG	N;NOM;MASC;SG;3
efek	प्रभाव	efek	प्रभाव	N;SG	N;NOM;MASC;SG;3
efek	प्रभाव	efek	प्रभाव	N;SG	N;NOM;MASC;SG;3
calon	प्रत्याशी	calon	प्रत्याशी	N;SG	N;NOM;MASC;SG;3
upaya	प्रयास	upaya	प्रयास	N;SG	N;NOM;MASC;SG;3
upaya	प्रयास	upaya	प्रयास	N;SG	N;NOM;MASC;SG;3
upaya	प्रयत्न	upaya	प्रयत्न	N;SG	N;NOM;MASC;SG;3
upaya	प्रयत्न	upaya	प्रयत्न	N;SG	N;NOM;MASC;SG;3
pembuatan	निर्माण	penbuatan	निर्माण	N;SG	N;NOM;MASC;SG;3
pembuatan	सृष्टि	penbuatan	सृष्टि	N;SG	N;NOM;FEM;SG;3
harga	कीमत	harga	कीमत	N;SG	N;NOM;FEM;SG;3
harga	मूल्य	harga	मूल्य	N;SG	N;NOM;MASC;SG;3
drs	डॉक्टर्स	drs	डॉक्टर	N	N;NOM;MASC;PL;3
remaja	टीन	remaja	टीन	N;SG	N;NOM;MASC;SG;3
remaja	किशोरावस्था	remaja	किशोरावस्था	N;SG	N;NOM;FEM;SG;3
remaja	किशोर	remaja	किशोर	N;SG	N;NOM;MASC;SG;3
remaja	किशोरावस्था	remaja	किशोरावस्था	N;SG	N;NOM;FEM;SG;3
terminal	टर्मिनल	terminal	टर्मिनल	N	N;NOM;MASC;SG;3
biaya	शुल्क	biaya	शुल्क	N;SG	N;NOM;MASC;SG;3
biaya	आरोप	biaya	आरोप	N;SG	N;NOM;MASC;SG;3
biaya	खर्चा	biaya	खर्चा	N;SG	N;NOM;MASC;SG;3
biaya	लागत	biaya	लागत	N;SG	N;NOM;FEM;SG;3
biaya	प्रभार	biaya	प्रभार	N;SG	N;NOM;MASC;SG;3
biaya	चार्ज	biaya	चार्ज	N;SG	N;NOM;MASC;SG;3
biaya	लागत	biaya	लागत	N;SG	N;NOM;FEM;SG;3
biaya	फीस	biaya	फीस	N;SG	N;NOM;FEM;SG;3
biaya	शुल्क	biaya	शुल्क	N;SG	N;NOM;MASC;SG;3
kuning	पीला	kuning	पीला	N;SG	N;NOM;MASC;SG;3
artis	कलाकार	artis	कलाकार	N;SG	N;NOM;MASC;SG;3
artis	कलाकार	artis	कलाकार	N;SG	N;NOM;MASC;SG;3
rekaman	फुटेज	rekaman	फुटेज	N;SG	N;NOM;MASC;SG;3
rekaman	रिकार्डिंग	rekaman	रिकार्डिंग	N;SG	N;NOM;FEM;SG;3
rekaman	रिकॉर्डिंग	rekaman	रिकॉर्डिंग	N;SG	N;NOM;FEM;SG;3
rekaman	टेप	rekaman	टेप	N;SG	N;NOM;MASC;SG;3
tahap	चरण	tahap	चरण	N;SG	N;NOM;MASC;SG;3
tahap	स्टेज	tahap	स्टेज	N;SG	N;NOM;MASC;SG;3
game	गेम	game	गेम	N;SG	N;NOM;MASC;SG;3
game	गेमिंग	game	गेमिंग	N;SG	N;NOM;FEM;SG;3
game	गेम	game	गेम	N;SG	N;NOM;MASC;SG;3
game	खेल	game	खेल	N;SG	N;NOM;MASC;SG;3
game	गेम्स	game	गेम्स	N;SG	N;NOM;MASC;SG;3
