hän	그녀는	hän	그녀+는	PRO;NOM;SG;3	PRO
julkaisu	개봉	julkaisu	개봉	N;NOM;SG	N
julkaisu	게시	julkaisu	게시	N;NOM;SG	N
julkaisu	게시물	julkaisu	게시물	N;NOM;SG	N
julkaisu	출판물	julkaisu	출판물	N;NOM;SG	N
julkaisu	출판	julkaisu	출판	N;NOM;SG	N
julkaisu	게시	julkaisu	게시	N;NOM;SG	N
julkaisu	출판	julkaisu	출판	N;NOM;SG	N
auringon	태양	aurinko	태양	N;GEN;SG	N
auringon	태양광	aurinko	태양광	N;GEN;SG	N
auringon	태양	aurinko	태양	N;GEN;SG	N
löydettiin	발견됨	löytää	발견+되+ㄴ	V;IND;PST;FIN;PASS	V
löydettiin	찾았다	löytää	찾+았+다	V;IND;PST;FIN;PASS	V
löydettiin	찾았습니다	löytää	찾+았+습니다	V;IND;PST;FIN;PASS	V
löydettiin	발견됨	löytää	발견+되+ㄴ	V;IND;PST;FIN;PASS	V
mainita	언급하기	mainita	언급+하+기	V;SG;NFIN;ACT	V
julkaisuja	게시물	julkaisu	게시물	N;PRT;PL	N
julkaisuja	출판물	julkaisu	출판물	N;PRT;PL	N
käyttäjien	사용자	käyttäjä	사용자	N;GEN;PL	N
jalkapallo	축구	jalka#pallo	축구	N;NOM;SG	N
jalkapallo	축구	jalka#pallo	축구	N;NOM;SG	N
jalkapallo	미식축구	jalka#pallo	미식+축구	N;NOM;SG	N
jalkapallo	풋볼	jalka#pallo	풋볼	N;NOM;SG	N
tähti	항성	tähti	항성	N;NOM;SG	N
suunnitellut	예정된	suunnitella	예정+되+ㄴ	V;NOM;PL;V.PTCP;PASS	V
tila	상태	tila	상태	N;NOM;SG	N
tila	농장	tila	농장	N;NOM;SG	N
tila	농장이	tila	농장+이	N;NOM;SG	N
tila	모드	tila	모드	N;NOM;SG	N
tila	공간	tila	공간	N;NOM;SG	N
tila	우주	tila	우주	N;NOM;SG	N
tapahtumat	이벤트	tapahtuma	이벤트	N;NOM;PL	N
tapahtumat	행사	tapahtuma	행사	N;NOM;PL	N
tapahtumat	거래	tapahtuma	거래	N;NOM;PL	N
tapahtumat	트랜잭션	tapahtuma	트랜잭션	N;NOM;PL	N
rahaa	돈이	raha	돈+이	N;PRT;SG	N
rahaa	캐시	raha	캐시	N;PRT;SG	N
rahaa	현금	raha	현금	N;PRT;SG	N
aalto	파동	aalto	파동	N;NOM;SG	N
tapahtumia	이벤트	tapahtuma	이벤트	N;PRT;PL	N
tapahtumia	행사	tapahtuma	행사	N;PRT;PL	N
yhtiöt	회사	yhtiö	회사	N;NOM;PL	N
toivo	희망	toivo	희망	N;NOM;SG	N
järjestö	조직	järjestö	조직	N;NOM;SG	N
järjestö	기구	järjestö	기구	N;NOM;SG	N
järjestö	단체	järjestö	단체	N;NOM;SG	N
järjestö	조직	järjestö	조직	N;NOM;SG	N
järjestö	기구	järjestö	기구	N;NOM;SG	N
rakenne	텍스처	rakenne	텍스처	N;NOM;SG	N
rakenne	질감	rakenne	질감	N;NOM;SG	N
rakenne	구조물	rakenne	구조물	N;NOM;SG	N
rakenne	구조	rakenne	구조	N;NOM;SG	N
kielet	언어	kieli	언어	N;NOM;PL	N
kielet	언어	kieli	언어	N;NOM;PL	N
pojat	소년	poika	소년	N;NOM;PL	N
pojat	소년들	poika	소년+들	N;NOM;PL	N
pojat	보이즈	poika	보이즈	N;NOM;PL	N
taiteilija	음악가	taiteilija	음악가	N;NOM;SG	N
taiteilija	예술가	taiteilija	예술가	N;NOM;SG	N
taiteilija	아티스트	taiteilija	아티스트	N;NOM;SG	N
taiteilija	아티스트가	taiteilija	아티스트+가	N;NOM;SG	N
elokuvia	필름	elo#kuva	필름	N;PRT;PL	N
elokuvia	영화	elo#kuva	영화	N;PRT;PL	N
elokuvia	영화	elo#kuva	영화	N;PRT;PL	N
tunnin	시간	tunti	시간	N;GEN;SG	N
hyökkäyksen	침략	hyökkäys	침략	N;GEN;SG	N
hyökkäyksen	침공	hyökkäys	침공	N;GEN;SG	N
kanta	직위	kanta	직위	N;NOM;SG	N
kanta	포지션	kanta	포지션	N;NOM;SG	N
tyttö	소녀	tyttö	소녀	N;NOM;SG	N
rakentaminen	건물	rakentaminen	건물	N;NOM;SG	N
rakentaminen	건축	rakentaminen	건축	N;NOM;SG	N
rakentaminen	빌딩	rakentaminen	빌딩	N;NOM;SG	N
rakentaminen	공사	rakentaminen	공사	N;NOM;SG	N
rakentaminen	건설	rakentaminen	건설	N;NOM;SG	N
rakentaminen	건축	rakentaminen	건축	N;NOM;SG	N
merkitty	표시됨	merkitä	표시+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
hengen	정신	henki	정신	N;GEN;SG	N
media	미디어	media	미디어	N;NOM;SG	N
parlamentin	국회	parlamentti	국회	N;GEN;SG	N
parlamentin	국민의회	parlamentti	국민의회	N;GEN;SG	N
parlamentin	의회	parlamentti	의회	N;GEN;SG	N
lippu	깃발	lippu	깃발	N;NOM;SG	N
lippu	국기	lippu	국기	N;NOM;SG	N
lippu	플래그	lippu	플래그	N;NOM;SG	N
lippu	티켓	lippu	티켓	N;NOM;SG	N
lippu	항공권	lippu	항공권	N;NOM;SG	N
ystävä	친구	ystävä	친구	N;NOM;SG	N
kauppa	상점	kauppa	상점	N;NOM;SG	N
kauppa	쇼핑	kauppa	쇼핑	N;NOM;SG	N
kauppa	상거래	kauppa	상거래	N;NOM;SG	N
kauppa	상업	kauppa	상업	N;NOM;SG	N
kauppa	매장	kauppa	매장	N;NOM;SG	N
kauppa	상점	kauppa	상점	N;NOM;SG	N
kauppa	무역	kauppa	무역	N;NOM;SG	N
kanavan	채널	kanava	채널	N;GEN;SG	N
koulussa	학교	koulu	학교	N;IN+ESS;SG	N
koulussa	학교는	koulu	학교+는	N;IN+ESS;SG	N
jatkuu	계속하기	jatkua	계속+하+기	V;IND;SG;3;PRS;FIN;ACT	V
kirjasto	도서관	kirjasto	도서관	N;NOM;SG	N
peliä	게임	peli	게임	N;PRT;SG	N
peliä	경기	peli	경기	N;PRT;SG	N
lääketieteen	의학	lääke#tiede	의학	N;GEN;SG	N
lääketieteen	의료	lääke#tiede	의료	N;GEN;SG	N
valmistus	제조	valmistus	제조	N;NOM;SG	N
valmistus	제조업	valmistus	제조업	N;NOM;SG	N
valmistus	제조	valmistus	제조	N;NOM;SG	N
nimiä	이름	nimi	이름	N;PRT;PL	N
alukset	혈관	alus	혈관	N;NOM;PL	N
lento	항공편	lento	항공+편	N;NOM;SG	N
lento	비행	lento	비행	N;NOM;SG	N
dollarin	달러	dollari	달러	N;GEN;SG	N
päällikkö	과장	päällikkö	과장	N;NOM;SG	N
löytyi	찾았다	löytyä	찾+았+다	V;IND;SG;3;PST;FIN;ACT	V
löytyi	찾았습니다	löytyä	찾+았+습니다	V;IND;SG;3;PST;FIN;ACT	V
löytyi	발견됨	löytyä	발견+되+ㄴ	V;IND;SG;3;PST;FIN;ACT	V
vallankumouksen	혁명	vallan#kumous	혁명	N;GEN;SG	N
artisti	음악가	artisti	음악가	N;NOM;SG	N
artisti	예술가	artisti	예술가	N;NOM;SG	N
artisti	아티스트	artisti	아티스트	N;NOM;SG	N
artisti	아티스트가	artisti	아티스트+가	N;NOM;SG	N
lähettää	보내기	lähettää	보내+기	V;SG;NFIN;ACT	V
lähettää	보내기	lähettää	보내+기	V;SG;NFIN;ACT	V
käyttäen	사용하기	käyttää	사용+하+기	V;INS;SG;NFIN;ACT	V
tapahtuma	거래	tapahtuma	거래	N;NOM;SG	N
tapahtuma	트랜잭션	tapahtuma	트랜잭션	N;NOM;SG	N
tapahtuma	이벤트	tapahtuma	이벤트	N;NOM;SG	N
tyyppi	종류	tyyppi	종류	N;NOM;SG	N
tyyppi	유형	tyyppi	유형	N;NOM;SG	N
runoja	문학	runo	문학	N;PRT;PL	N
street	거리가	street	거리+가	N;NOM;SG	N
street	거리	street	거리	N;NOM;SG	N
tuloksena	결과	tulos	결과	N;FRML;SG	N
huomioon	계좌	huomio	계좌	N;IN+ALL;SG	N
huomioon	계정	huomio	계정	N;IN+ALL;SG	N
museon	박물관	museo	박물관	N;GEN;SG	N
kirkossa	교회	kirkko	교회	N;IN+ESS;SG	N
rakennukset	건물	rakennus	건물	N;NOM;PL	N
rakennukset	건축물	rakennus	건축물	N;NOM;PL	N
rakennukset	건물들	rakennus	건물+들	N;NOM;PL	N
rakennukset	빌딩	rakennus	빌딩	N;NOM;PL	N
järjestelmän	배열	järjestelmä	배열	N;GEN;SG	N
järjestelmän	체계	järjestelmä	체계	N;GEN;SG	N
järjestelmän	시스템	järjestelmä	시스템	N;GEN;SG	N
nimenomaan	정확히	nimen#omaan	정확+히	ADV	ADV
nimenomaan	구체적으로	nimen#omaan	구체+적+으로	ADV	ADV
asiat	것들	asia	것+들	N;NOM;PL	N
asiat	사물	asia	사물	N;NOM;PL	N
liiga	동맹	liiga	동맹	N;NOM;SG	N
liiga	리그	liiga	리그	N;NOM;SG	N
hallinto	경영	hallinto	경영	N;NOM;SG	N
hallinto	관리	hallinto	관리	N;NOM;SG	N
hallinto	행정학	hallinto	행정학	N;NOM;SG	N
yhteistyössä	협력	yhteis#työ	협력	N;IN+ESS;SG	N
remix	리믹스	remix	리믹스	N;NOM;SG	N
ominaisuuksia	특징	ominaisuus	특징	N;PRT;PL	N
ominaisuuksia	기능	ominaisuus	기능	N;PRT;PL	N
kuolema	죽음	kuolema	죽음	N;NOM;SG	N
kuolema	사망	kuolema	사망	N;NOM;SG	N
ennätys	레코드	ennätys	레코드	N;NOM;SG	N
ennätys	녹음	ennätys	녹음	N;NOM;SG	N
ennätys	녹화	ennätys	녹화	N;NOM;SG	N
ennätys	기록	ennätys	기록	N;NOM;SG	N
tilaa	구독	tila	구독	N;PRT;SG	N
tilaa	순서	tila	순서	N;PRT;SG	N
tilaa	주문	tila	주문	N;PRT;SG	N
tilaa	공간	tila	공간	N;PRT;SG	N
tilaa	우주	tila	우주	N;PRT;SG	N
tutkija	연구자	tutkija	연구자	N;NOM;SG	N
tutkija	연구원	tutkija	연구원	N;NOM;SG	N
tutkija	과학자	tutkija	과학자	N;NOM;SG	N
tutkija	탐정	tutkija	탐정	N;NOM;SG	N
sininen	푸른	sininen	푸르+ㄴ	ADJ;NOM;SG	ADJ
voittoa	이익	voitto	이익	N;PRT;SG	N
voittoa	승리	voitto	승리	N;PRT;SG	N
leveä	넓은	leveä	넓+ㄴ	ADJ;NOM;SG	ADJ
muutos	변화	muutos	변화	N;NOM;SG	N
muutos	변경	muutos	변경	N;NOM;SG	N
ulkopuolelle	바깥	ulko#puoli	바깥	N;AT+ALL;SG	N
tekstin	텍스트	teksti	텍스트	N;GEN;SG	N
tekstin	문자	teksti	문자	N;GEN;SG	N
tekstin	문구	teksti	문구	N;GEN;SG	N
aktiivisesti	적극적으로	aktiivisesti	적극+적+으로	ADV	ADV
perinteisesti	전통적으로	perinteisesti	전통+적+으로	ADV	ADV
järjestelmä	배열	järjestelmä	배열	N;NOM;SG	N
järjestelmä	체계	järjestelmä	체계	N;NOM;SG	N
järjestelmä	시스템	järjestelmä	시스템	N;NOM;SG	N
talous	경제학	talous	경제학	N;NOM;SG	N
talous	경제	talous	경제	N;NOM;SG	N
oikeudet	허가	oikeus	허+가	N;NOM;PL	N
oikeudet	권리	oikeus	권리	N;NOM;PL	N
albumit	앨범	albumi	앨범	N;NOM;PL	N
albumit	음반	albumi	음반	N;NOM;PL	N
kunnat	코뮌	kunta	코뮌	N;NOM;PL	N
keskustelun	대화	keskustelu	대화	N;GEN;SG	N
keskustelun	논의	keskustelu	논의	N;GEN;SG	N
lämpötila	온도	lämmö#tila	온도	N;NOM;SG	N
koulutus	훈련	koulutus	훈련	N;NOM;SG	N
koulutus	트레이닝	koulutus	트레이닝	N;NOM;SG	N
koulutus	교육학	koulutus	교육학	N;NOM;SG	N
koulutus	교육	koulutus	교육	N;NOM;SG	N
koulutus	학력	koulutus	학력	N;NOM;SG	N
voimakas	강한	voimakas	강하+ㄴ	ADJ;NOM;SG	ADJ
alku	시작	alku	시작	N;NOM;SG	N
arkkipiispa	주교	arkki#piispa	주교	N;NOM;SG	N
arkkipiispa	대주교	arkki#piispa	대주교	N;NOM;SG	N
lasketaan	계산하기	laskea	계산+하+기	V;IND;PRS;FIN;PASS	V
ohjelmaa	프로그램	ohjelma	프로그램	N;PRT;SG	N
valta	전력	valta	전력	N;NOM;SG	N
valta	권력	valta	권력	N;NOM;SG	N
julkaisut	게시물	julkaisu	게시물	N;NOM;PL	N
julkaisut	출판물	julkaisu	출판물	N;NOM;PL	N
naaras	여성	naaras	여성	N;NOM;SG	N
alkanut	시작되었습니다	alkaa	시작+되+었+습니다	V;NOM;SG;V.PTCP;ACT	V
alkanut	시작했습니다	alkaa	시작+하+었+습니다	V;NOM;SG;V.PTCP;ACT	V
alkanut	시작됨	alkaa	시작+되+ㄴ	V;NOM;SG;V.PTCP;ACT	V
erilaiset	다르다	erilainen	다르+다	ADJ;NOM;PL	ADJ
venäläiset	러시아인	venäläinen	러시아인	N;NOM;PL	N
venäläiset	러시아인	venäläinen	러시아인	N;NOM;PL	N
termi	용어	termi	용어	N;NOM;SG	N
käsite	개념	käsite	개념	N;NOM;SG	N
poistettu	삭제됨	poistaa	삭제되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
poistettu	삭제함	poistaa	삭제+하+ㅁ	V;NOM;SG;V.PTCP;PASS	V
poistettu	삭제되었습니다	poistaa	삭제+되+었+습니다	V;NOM;SG;V.PTCP;PASS	V
poistettu	삭제됨	poistaa	삭제되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
poistettu	삭제되었습니다	poistaa	삭제+되+었+습니다	V;NOM;SG;V.PTCP;PASS	V
maantiede	지리학	maan#tiede	지리학	N;NOM;SG	N
maantiede	지리	maan#tiede	지리	N;NOM;SG	N
band	밴드	band	밴드	N;NOM;SG	N
hyökkäys	침략	hyökkäys	침략	N;NOM;SG	N
hyökkäys	침공	hyökkäys	침공	N;NOM;SG	N
hyökkäys	공격	hyökkäys	공격	N;NOM;SG	N
hyökkäys	폭행	hyökkäys	폭행	N;NOM;SG	N
hyökkäys	공격	hyökkäys	공격	N;NOM;SG	N
päätoimittaja	편집기	pää#toimittaja	편집기	N;NOM;SG	N
päätoimittaja	편집자	pää#toimittaja	편집자	N;NOM;SG	N
voima	체력	voima	체력	N;NOM;SG	N
voima	강제	voima	강제	N;NOM;SG	N
voima	전력	voima	전력	N;NOM;SG	N
voima	권력	voima	권력	N;NOM;SG	N
tapaus	케이스	tapaus	케이스	N;NOM;SG	N
tapaus	사례	tapaus	사례	N;NOM;SG	N
osallistua	참석하기	osallistua	참석+하+기	V;SG;NFIN;ACT	V
ominaisuudet	특성	ominaisuus	특성	N;NOM;PL	N
ominaisuudet	특징	ominaisuus	특징	N;NOM;PL	N
ominaisuudet	속성	ominaisuus	속성	N;NOM;PL	N
ominaisuudet	특성	ominaisuus	특성	N;NOM;PL	N
ominaisuudet	자산	ominaisuus	자산	N;NOM;PL	N
ominaisuudet	속성	ominaisuus	속성	N;NOM;PL	N
ominaisuudet	특징	ominaisuus	특징	N;NOM;PL	N
ominaisuudet	기능	ominaisuus	기능	N;NOM;PL	N
ääntä	소리	ääni	소리	N;PRT;SG	N
ääntä	목소리	ääni	목소리	N;PRT;SG	N
ääntä	음성	ääni	음성	N;PRT;SG	N
ääntä	오디오	ääni	오디오	N;PRT;SG	N
huono	나쁜	huono	나쁘+ㄴ	ADJ;NOM;SG	ADJ
huono	나쁘다	huono	나쁘+다	ADJ;NOM;SG	ADJ
school	학교	school	학교	N;NOM;SG	N
school	학교는	school	학교+는	N;NOM;SG	N
kuvat	그림	kuva	그림	N;NOM;PL	N
kuvat	사진	kuva	사진	N;NOM;PL	N
kuvat	사진들	kuva	사진+들	N;NOM;PL	N
kuvat	사진	kuva	사진	N;NOM;PL	N
kuvat	사진들	kuva	사진+들	N;NOM;PL	N
kuvat	픽처스	kuva	픽처스	N;NOM;PL	N
asteen	학위	aste	학위	N;GEN;SG	N
puu	나무	puu	나무	N;NOM;SG	N
puu	목재	puu	목재	N;NOM;SG	N
puu	나무	puu	나무	N;NOM;SG	N
dance	무용	dance	무용	N;NOM;SG	N
sotaa	전쟁	sota	전쟁	N;PRT;SG	N
vahva	강한	vahva	강하+ㄴ	ADJ;NOM;SG	ADJ
matkaa	여행	matka	여행	N;PRT;SG	N
taso	계층	taso	계층	N;NOM;SG	N
ero	해체	ero	해체	N;NOM;SG	N
ero	차이	ero	차이	N;NOM;SG	N
ero	구별	ero	구별	N;NOM;SG	N
liikenne	교통수단	liikenne	교통+수단	N;NOM;SG	N
liikenne	운송	liikenne	운송	N;NOM;SG	N
liikenne	교통	liikenne	교통	N;NOM;SG	N
liikenne	교통량	liikenne	교통량	N;NOM;SG	N
liikenne	트래픽	liikenne	트래픽	N;NOM;SG	N
liikenne	교통	liikenne	교통	N;NOM;SG	N
liikenne	교통수단	liikenne	교통+수단	N;NOM;SG	N
liikenne	운송	liikenne	운송	N;NOM;SG	N
liikenne	수송	liikenne	수송	N;NOM;SG	N
liikenne	교통	liikenne	교통	N;NOM;SG	N
sotilas	군인	sotilas	군인	N;NOM;SG	N
sotilas	병사	sotilas	병사	N;NOM;SG	N
sotilas	해병대	sotilas	해병대	N;NOM;SG	N
sotilas	군사	sotilas	군사	N;NOM;SG	N
lapsia	애들	lapsi	애+들	N;PRT;PL	N
lapsia	아이들	lapsi	아이+들	N;PRT;PL	N
lapsia	어린이	lapsi	어린이	N;PRT;PL	N
lapsia	어린이들	lapsi	어린이+들	N;PRT;PL	N
lapsia	자녀	lapsi	자녀	N;PRT;PL	N
lapsia	어린이	lapsi	어린이	N;PRT;PL	N
lapsia	아이들	lapsi	아이+들	N;PRT;PL	N
muotoa	형태	muoto	형태	N;PRT;SG	N
muotoa	모양	muoto	모양	N;PRT;SG	N
meren	해병대	meri	해병대	N;GEN;SG	N
kilpailuun	대회	kilpailu	대회	N;IN+ALL;SG	N
hallinnon	행정학	hallinto	행정학	N;GEN;SG	N
ymmärtää	이해하기	ymmärtää	이해+하+기	V;IND;SG;3;PRS;FIN;ACT	V
ymmärtää	알아듣기	ymmärtää	알+아+있+기	V;IND;SG;3;PRS;FIN;ACT	V
ymmärtää	이해하기	ymmärtää	이해+하+기	V;IND;SG;3;PRS;FIN;ACT	V
linnut	새들	lintu	새+들	N;NOM;PL	N
pappi	성직자	pappi	성직자	N;NOM;SG	N
tutkijat	수사관	tutkija	수사관	N;NOM;PL	N
tutkijat	연구자	tutkija	연구자	N;NOM;PL	N
tutkijat	연구원	tutkija	연구원	N;NOM;PL	N
tutkijat	과학자	tutkija	과학자	N;NOM;PL	N
hehtaaria	헥타르	hehtaari	헥타르	N;PRT;SG	N
muutokset	변수	muutos	변수	N;NOM;PL	N
muutokset	변화	muutos	변화	N;NOM;PL	N
muutokset	변경	muutos	변경	N;NOM;PL	N
satama	항구	satama	항구	N;NOM;SG	N
satama	항구	satama	항구	N;NOM;SG	N
keisarin	황제	keisari	황제	N;GEN;SG	N
keisarin	천황	keisari	천황	N;GEN;SG	N
käytäntö	정책	käytäntö	정책	N;NOM;SG	N
käytäntö	방침	käytäntö	방침	N;NOM;SG	N
käytäntö	연습생	käytäntö	연습생	N;NOM;SG	N
käytäntö	연습	käytäntö	연습	N;NOM;SG	N
käsikirjoitus	사본	käsi#kirjoitus	사본	N;NOM;SG	N
käsikirjoitus	문자	käsi#kirjoitus	문자	N;NOM;SG	N
käsikirjoitus	스크립트	käsi#kirjoitus	스크립트	N;NOM;SG	N
turnaus	토너먼트	turnaus	토너먼트	N;NOM;SG	N
turnaus	대회	turnaus	대회	N;NOM;SG	N
home	곰팡이	home	곰팡이	N;NOM;SG	N
valtaa	전력	valta	전력	N;PRT;SG	N
valtaa	권력	valta	권력	N;PRT;SG	N
taakse	뒤에	taakse	뒤+에	ADV	ADV
talvella	겨울	talvi	겨울	N;AT+ESS
;SG	N
satoja	수백명이	sata	수백명+이	NUM;PRT;PL	NUM
satoja	수백	sata	수백	NUM;PRT;PL	NUM
pyytää	요청하기	pyytää	요청+하+기	V;IND;SG;3;PRS;FIN;ACT	V
kanavalla	채널	kanava	채널	N;AT+ESS
;SG	N
rakennuksia	건물	rakennus	건물	N;PRT;PL	N
rakennuksia	건축물	rakennus	건축물	N;PRT;PL	N
rakennuksia	건물들	rakennus	건물+들	N;PRT;PL	N
rakennuksia	빌딩	rakennus	빌딩	N;PRT;PL	N
raamatun	성경	raamattu	성경	N;GEN;SG	N
raamatun	성경	raamattu	성경	N;GEN;SG	N
materiaalia	물질	materiaali	물질	N;PRT;SG	N
materiaalia	재료	materiaali	재료	N;PRT;SG	N
sinä	당신은	sinä	당신+은	PRO;NOM;SG;2	PRO
sinä	당신	sinä	당신	PRO;NOM;SG;2	PRO
kokoonpano	설정	kokoonpano	설정	N;NOM;SG	N
kokoonpano	구성	kokoonpano	구성	N;NOM;SG	N
kokoonpano	합성	kokoonpano	합성	N;NOM;SG	N
kokoonpano	작곡	kokoonpano	작곡	N;NOM;SG	N
kuun	음력	kuu	음력	N;GEN;SG	N
laitos	설치	laitos	설치	N;NOM;SG	N
laitos	연구소	laitos	연구소	N;NOM;SG	N
laitos	기관	laitos	기관	N;NOM;SG	N
jaa	공유해	jaa	공유+하+어	V;IMP;SG;2;FIN;ACT	V
jaa	공유하기	jaa	공유+하+기	V;IMP;SG;2;FIN;ACT	V
tehdas	식물	tehdas	식물	N;NOM;SG	N
tehdas	식물학	tehdas	식물학	N;NOM;SG	N
tutki	둘러보기	tutkia	둘러보+기	V;IMP;SG;2;FIN;ACT	V
helppo	쉬운	helppo	쉽+ㄴ	ADJ;NOM;SG	ADJ
helppo	쉬워	helppo	쉽+어	ADJ;NOM;SG	ADJ
helppo	아쉬운	helppo	아쉽+ㄴ	ADJ;NOM;SG	ADJ
dynastian	왕조	dynastia	왕조	N;GEN;SG	N
prinsessa	공주님	prinsessa	공주님	N;NOM;SG	N
yritykset	회사	yritys	회사	N;NOM;PL	N
eläinten	동물들	eläin	동물+들	N;GEN;PL	N
eläinten	동물	eläin	동물	N;GEN;PL	N
eläinten	동물	eläin	동물	N;GEN;PL	N
eläinten	동물학	eläin	동물학	N;GEN;PL	N
meidän	우리의	minä	우리+의	PRO;GEN;PL;1	PRO
meidän	우리의	minä	우리+의	PRO;GEN;PL;1	PRO
teho	전력	teho	전력	N;NOM;SG	N
teho	권력	teho	권력	N;NOM;SG	N
nuoret	청소년	nuori	청소년	N;NOM;PL	N
airlines	항공	airlines	항공	N;NOM;SG	N
airlines	항공사	airlines	항공사	N;NOM;SG	N
mallia	모델	malli	모델	N;PRT;SG	N
mallia	모형	malli	모형	N;PRT;SG	N
yhteyttä	접촉	yhteys	접촉	N;PRT;SG	N
yhteyttä	연락처	yhteys	연락처	N;PRT;SG	N
parantaa	개선하기	parantaa	개선+하+기	V;IND;SG;3;PRS;FIN;ACT	V
parantaa	개선하기	parantaa	개선+하+기	V;IND;SG;3;PRS;FIN;ACT	V
lukea	읽기	lukea	읽+기	V;SG;NFIN;ACT	V
lukea	읽는다	lukea	읽+는다	V;SG;NFIN;ACT	V
lukea	읽고	lukea	읽+고	V;SG;NFIN;ACT	V
paluu	반납	paluu	반납	N;NOM;SG	N
paluu	반환	paluu	반환	N;NOM;SG	N
paluu	귀환	paluu	귀환	N;NOM;SG	N
paluu	복귀	paluu	복귀	N;NOM;SG	N
yhdiste	화합물	yhdiste	화합물	N;NOM;SG	N
yhdiste	복합	yhdiste	복합	N;NOM;SG	N
yhdiste	복합체	yhdiste	복합체	N;NOM;SG	N
säätiön	파운데이션	säätiö	파운데이션	N;GEN;SG	N
yhteiskunnan	사회	yhteis#kunta	사회	N;GEN;SG	N
nousu	어센션	nousu	어센션	N;NOM;SG	N
nousu	승천	nousu	승천	N;NOM;SG	N
nousu	상승	nousu	상승	N;NOM;SG	N
sijainti	직위	sijainti	직위	N;NOM;SG	N
sijainti	포지션	sijainti	포지션	N;NOM;SG	N
myyty	팔렸다	myydä	팔리+었+다	V;NOM;SG;V.PTCP;PASS	V
insinööri	기술자	insinööri	기술자	N;NOM;SG	N
insinööri	공학자	insinööri	공학자	N;NOM;SG	N
lyömäsoittimet	타악기	lyömäsoitin	타악기	N;NOM;PL	N
menestystä	성공적	menestys	성공+적	N;PRT;SG	N
menestystä	성공	menestys	성공	N;PRT;SG	N
tähtien	항성	tähtien	항성	N;GEN;PL	N
merkki	브랜드	merkki	브랜드	N;NOM;SG	N
merkki	기호	merkki	기호	N;NOM;SG	N
merkki	서명	merkki	서명	N;NOM;SG	N
keskusta	시내	keskusta	시내	N;NOM;SG	N
keskusta	중앙	keskusta	중앙	N;NOM;SG	N
keskusta	중심	keskusta	중심	N;NOM;SG	N
keskusta	중앙	keskusta	중앙	N;NOM;SG	N
autoa	자동차	auto	자동차	N;PRT;SG	N
autoa	차량	auto	차량	N;PRT;SG	N
työt	직장	työ	직장	N;NOM;PL	N
työt	작업	työ	작업	N;NOM;PL	N
työt	작업	työ	작업	N;NOM;PL	N
työt	일자리	työ	일자리	N;NOM;PL	N
työt	직업	työ	직업	N;NOM;PL	N
tehtäviä	할당	tehtävä	할당	N;PRT;PL	N
tehtäviä	작업	tehtävä	작업	N;PRT;PL	N
tehtäviä	태스크	tehtävä	태스크	N;PRT;PL	N
tekstiä	텍스트	teksti	텍스트	N;PRT;SG	N
tekstiä	문자	teksti	문자	N;PRT;SG	N
tekstiä	문구	teksti	문구	N;PRT;SG	N
tuhansia	수천	tuhat	수천	NUM;PRT;PL	NUM
punk	펑크	punk	펑크	N;NOM;SG	N
nostaa	올리기	nostaa	올리+기	V;IND;SG;3;PRS;FIN;ACT	V
löytynyt	찾았다	löytyä	찾+았+다	V;NOM;SG;V.PTCP;ACT	V
löytynyt	찾았습니다	löytyä	찾+았+습니다	V;NOM;SG;V.PTCP;ACT	V
löytynyt	발견됨	löytyä	발견+되+ㄴ	V;NOM;SG;V.PTCP;ACT	V
keskustassa	시내	keskusta	시내	N;IN+ESS;SG	N
neuvosto	협의회	neuvosto	협의회	N;NOM;SG	N
neuvosto	평의회	neuvosto	평의회	N;NOM;SG	N
tekijät	작가	tekijä	작가	N;NOM;PL	N
tekijät	제작자	tekijä	제작자	N;NOM;PL	N
tekijät	작성자	tekijä	작성자	N;NOM;PL	N
tekijät	요인	tekijä	요인	N;NOM;PL	N
valtakunta	왕국	valta#kunta	왕국	N;NOM;SG	N
valtakunta	제국	valta#kunta	제국	N;NOM;SG	N
kuvanveistäjä	조각가	kuva#veistäjä	조각+가	N;NOM;SG	N
kuvanveistäjä	조각가자리	kuva#veistäjä	조각가리리	N;NOM;SG	N
kohde	객체	kohde	객체	N;NOM;SG	N
kohde	개체	kohde	개체	N;NOM;SG	N
kohde	대상	kohde	대상	N;NOM;SG	N
kohde	천체	kohde	천체	N;NOM;SG	N
kohde	타깃	kohde	타깃	N;NOM;SG	N
kohde	대상	kohde	대상	N;NOM;SG	N
kohde	타겟	kohde	타산	N;NOM;SG	N
kohde	주제	kohde	주제	N;NOM;SG	N
kohde	제목	kohde	제목	N;NOM;SG	N
taide	예술	taide	예술	N;NOM;SG	N
taide	예술	taide	예술	N;NOM;SG	N
taide	미술	taide	미술	N;NOM;SG	N
energia	에너지	energia	에너지	N;NOM;SG	N
kuntaa	코뮌	kunta	코뮌	N;PRT;SG	N
ajo	운전	ajo	운전	N;NOM;SG	N
hävittäjä	전투기	hävittäjä	전투기	N;NOM;SG	N
ostaa	구매하기	ostaa	구매+하+기	V;SG;FIN;ACT	V
eurovision	유로비전	euro#visio	유로비전	N;GEN;SG	N
naisia	여자들	nainen	여자+들	N;PRT;PL	N
