con	ar	con	ar	ADP	ADP
nuevas	jaunas	nuevo	jauna	ADJ;FEM;PL	ADJ;NOM;FEM;PL
sencillo	vienkāršs	sencillo	vienkāršs	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sencillo	vienkārša	sencillo	vienkārša	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sencillo	vienkāršā	sencillo	vienkārša	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sencillo	vienotā	sencillo	vienots	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sencillo	vienreizēja	sencillo	vienreizēja	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sencillo	vienots	sencillo	vienots	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sencillo	vienotais	sencillo	vienot	ADJ;MASC;SG	ADJ;NOM;MASC;SG
sencillo	viegla	sencillo	viegla	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sencillo	viegls	sencillo	viegls	ADJ;MASC;SG	ADJ;NOM;MASC;SG
federal	federālā	federal	federāla	ADJ;SG	ADJ;NOM;FEM;SG
federal	federālais	federal	federāls	ADJ;SG	ADJ;NOM;MASC;SG
participación	iesaistīšana	participación	iesaistīšana	N;FEM;SG	N;NOM;FEM;SG
participación	iesaistīšanās	participación	iesaistīšanās	N;FEM;SG	N;NOM;FEM;SG
participación	iesaiste	participación	iesaiste	N;FEM;SG	N;NOM;FEM;SG
participación	atsaucība	participación	atsaucība	N;FEM;SG	N;NOM;FEM;SG
participación	piedalīšanās	participación	piedalīšanās	N;FEM;SG	N;NOM;FEM;SG
participación	līdzdalība	participación	līdzdalība	N;FEM;SG	N;NOM;FEM;SG
participación	dalība	participación	dalība	N;FEM;SG	N;NOM;FEM;SG
fuerte	stiprs	fuerte	stiprs	ADJ;SG	ADJ;NOM;MASC;SG
fuerte	spēcīgs	fuerte	spēcīgs	ADJ;SG	ADJ;NOM;MASC;SG
fuerte	stipra	fuerte	stiprs	ADJ;SG	ADJ;NOM;FEM;SG
fuerte	spēcīga	fuerte	spēcīga	ADJ;SG	ADJ;NOM;FEM;SG
primeras	pirmās	primero	pirmā	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
primeras	pirmie	primero	pirmais	ADJ;FEM;PL	ADJ;NOM;DEF;MASC;PL
posee	pieder	poseer	piederēt	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
jugadores	spēlētāji	jugador	spēlētājs	N;MASC;PL	N;NOM;MASC;PL
jugadores	atskaņotāji	jugador	atskaņotājs	N;MASC;PL	N;NOM;MASC;PL
lleva	nes	llevar	nest	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
seguridad	drošība	seguridad	drošība	N;FEM;SG	N;NOM;FEM;SG
seguridad	drošums	seguridad	drošums	N;FEM;SG	N;NOM;MASC;SG
seguridad	drošība	seguridad	drošība	N;FEM;SG	N;NOM;FEM;SG
administración	administrators	administración	administrators	N;FEM;SG	N;NOM;MASC;SG
administración	administratora	administración	administrators	N;FEM;SG	N;GEN;MASC;SG
administración	pārvaldība	administración	pārvaldība	N;FEM;SG	N;NOM;FEM;SG
administración	apsaimniekošana	administración	apsaimniekošana	N;FEM;SG	N;NOM;FEM;SG
administración	vadība	administración	vadība	N;FEM;SG	N;NOM;FEM;SG
administración	ievadīšana	administración	ievadīšana	N;FEM;SG	N;NOM;FEM;SG
administración	administrācija	administración	administrācija	N;FEM;SG	N;NOM;FEM;SG
empresas	uzņēmumi	empresa	uzņēmums	N;FEM;PL	N;NOM;MASC;PL
empresas	uzņēmējsabiedrības	empresa	uzņēmējsabiedrība	N;FEM;PL	N;NOM;FEM;PL
empresas	kompānijas	empresa	kompānija	N;FEM;PL	N;NOM;FEM;PL
empresas	uzņēmumi	empresa	uzņēmums	N;FEM;PL	N;NOM;MASC;PL
empresas	uzņēmumi	empresa	uzņēmums	N;FEM;PL	N;NOM;MASC;PL
mercado	tirgus	mercado	tirgus	N;MASC;SG	N;NOM;MASC;SG
mercado	tirgū	mercado	tirgus	N;MASC;SG	N;ESS;MASC;SG
lucha	cīņa	lucha	cīņa	N;FEM;SG	N;NOM;FEM;SG
lucha	cīņu	lucha	cīņa	N;FEM;SG	N;ACC;FEM;SG
lucha	cīņa	lucha	cīņa	N;FEM;SG	N;NOM;FEM;SG
lucha	cīņa	lucha	cīņa	N;FEM;SG	N;NOM;FEM;SG
estructura	struktūra	estructura	struktūra	N;FEM;SG	N;NOM;FEM;SG
estructura	uzbūve	estructura	uzbūve	N;FEM;SG	N;NOM;FEM;SG
jesús	hesus	jesú	hesi	N;MASC;SG	N;NOM;MASC;SG
jesús	jēzus	jesú	jēzs	N;MASC;SG	N;NOM;MASC;SG
ocupación	profesija	ocupación	profesija	N;FEM;SG	N;NOM;FEM;SG
ocupación	nodarbošanās	ocupación	nodarbošanās	N;FEM;SG	N;NOM;FEM;SG
literatura	literatūra	literatura	literatūra	N;FEM;SG	N;NOM;FEM;SG
literatura	literatūrā	literatura	literatūra	N;FEM;SG	N;ESS;FEM;SG
armas	rokām	arma	roka	N;FEM;PL	N;DAT;FEM;PL
armas	ieročus	arma	ierocis	N;FEM;PL	N;ACC;MASC;PL
armas	rokas	arma	roka	N;FEM;PL	N;NOM;FEM;PL
armas	ieroči	arma	ieroce	N;FEM;PL	N;NOM;MASC;PL
armas	ieročus	arma	ierocis	N;FEM;PL	N;ACC;MASC;PL
armas	ieroči	arma	ieroce	N;FEM;PL	N;NOM;MASC;PL
armas	šaujamieroču	arma	šaujamieroce	N;FEM;PL	N;GEN;MASC;PL
armas	šaujamieročus	arma	šaujamierocs	N;FEM;PL	N;ACC;MASC;PL
armas	šaujamieroči	arma	šaujamieroce	N;FEM;PL	N;NOM;MASC;PL
armas	ieročiem	arma	ierocis	N;FEM;PL	N;DAT;MASC;PL
armas	šautenes	arma	šautene	N;FEM;PL	N;NOM;FEM;PL
energía	enerģētika	energía	enerģētika	N;FEM;SG	N;NOM;FEM;SG
energía	enerģija	energía	enerģija	N;FEM;SG	N;NOM;FEM;SG
idioma	valoda	idioma	valoda	N;MASC;SG	N;NOM;FEM;SG
cabeza	vadītājs	cabeza	vadītājs	N;FEM;SG	N;NOM;MASC;SG
cabeza	galvu	cabeza	galva	N;FEM;SG	N;ACC;FEM;SG
cabeza	galva	cabeza	galva	N;FEM;SG	N;NOM;FEM;SG
gobernador	regulators	gobernador	regulators	N;MASC;SG	N;NOM;MASC;SG
gobernador	gubernators	gobernador	gubernators	N;MASC;SG	N;NOM;MASC;SG
cuyo	kuru	cuyo	kura	PRO;MASC;SG	PRO;ACC;MASC;SG
geográfica	ģeogrāfiskais	geográfico	ģeogrāfisks	ADJ;FEM;SG	ADJ;NOM;MASC;SG
geográfica	ģeogrāfiskā	geográfico	ģeogrāfiska	ADJ;FEM;SG	ADJ;NOM;FEM;SG
geográfica	ģeogrāfisko	geográfico	ģeogrāfiska	ADJ;FEM;SG	ADJ;ACC;MASC;SG
geográfica	ģeogrāfiskais	geográfico	ģeogrāfisks	ADJ;FEM;SG	ADJ;NOM;MASC;SG
geográfica	ģeogrāfiskā	geográfico	ģeogrāfiska	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mes	mēnesis	mes	mēnesis	N;MASC;SG	N;NOM;MASC;SG
mes	mēnesi	mes	mēnesis	N;MASC;SG	N;ACC;MASC;SG
diferencia	starpība	diferencia	starpība	N;FEM;SG	N;NOM;FEM;SG
diferencia	atšķirība	diferencia	atšķirība	N;FEM;SG	N;NOM;FEM;SG
objetivo	mērķa	objetivo	mērķis	N;MASC;SG	N;GEN;MASC;SG
objetivo	mērķis	objetivo	mērķis	N;MASC;SG	N;NOM;MASC;SG
objetivo	mērķis	objetivo	mērķis	N;MASC;SG	N;NOM;MASC;SG
objetivo	mērķis	objetivo	mērķis	N;MASC;SG	N;NOM;MASC;SG
ruta	maršruts	ruta	maršruts	N;FEM;SG	N;NOM;MASC;SG
economía	ekonomika	economía	ekonomika	N;FEM;SG	N;NOM;FEM;SG
economía	ekonomikā	economía	ekonomika	N;FEM;SG	N;ESS;FEM;SG
economía	ekonomika	economía	ekonomika	N;FEM;SG	N;NOM;FEM;SG
histórico	vēsturisks	histórico	vēsturisks	ADJ;MASC;SG	ADJ;NOM;MASC;SG
histórico	vēsturiska	histórico	vēsturiska	ADJ;MASC;SG	ADJ;NOM;FEM;SG
histórico	vēsturisko	histórico	vēsturisks	ADJ;MASC;SG	ADJ;ACC;MASC;SG
histórico	vēsturiskais	histórico	vēsturisks	ADJ;MASC;SG	ADJ;NOM;MASC;SG
histórico	vēsturisks	histórico	vēsturisks	ADJ;MASC;SG	ADJ;NOM;MASC;SG
histórico	vēsturiskā	histórico	vēsturiska	ADJ;MASC;SG	ADJ;NOM;FEM;SG
histórico	vēsturisko	histórico	vēsturisks	ADJ;MASC;SG	ADJ;ACC;MASC;SG
histórico	vēsturiskais	histórico	vēsturisks	ADJ;MASC;SG	ADJ;NOM;MASC;SG
flores	ziedi	flor	zieds	N;FEM;PL	N;NOM;MASC;PL
flores	puķes	flor	puķe	N;FEM;PL	N;NOM;FEM;PL
flores	floresas	flor	floresa	N;FEM;PL	N;NOM;FEM;PL
visita	apmeklējuma	visita	apmeklējums	N;FEM;SG	N;GEN;MASC;SG
visita	vizīte	visita	vizīte	N;FEM;SG	N;NOM;FEM;SG
visita	apmeklējums	visita	apmeklējums	N;FEM;SG	N;NOM;MASC;SG
conde	skaits	conde	skaits	N;MASC;SG	N;NOM;MASC;SG
fase	fāze	fase	fāze	N;FEM;SG	N;NOM;FEM;SG
fase	posms	fase	posms	N;FEM;SG	N;NOM;MASC;SG
fase	etaps	fase	etaps	N;FEM;SG	N;NOM;MASC;SG
resultados	rezultāti	resultado	rezultāts	N;MASC;PL	N;NOM;MASC;PL
resultados	rezultātus	resultado	rezultāts	N;MASC;PL	N;ACC;MASC;PL
niños	bērni	niño	bērns	N;MASC;PL	N;NOM;MASC;PL
niños	bērnus	niño	bērns	N;MASC;PL	N;ACC;MASC;PL
niños	bērniem	niño	bērns	N;MASC;PL	N;DAT;MASC;PL
niños	bērni	niño	bērns	N;MASC;PL	N;NOM;MASC;PL
tales	tādi	tal	tāds	PRO;PL	PRO;NOM;MASC;PL
pequeña	maza	pequeño	maza	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pequeña	mazs	pequeño	mazs	ADJ;FEM;SG	ADJ;NOM;MASC;SG
pequeña	maza	pequeño	maza	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pequeña	mazais	pequeño	mazs	ADJ;FEM;SG	ADJ;NOM;MASC;SG
presenta	iepazīstina	presentar	iepazīstināt	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
campaña	kampaņa	campaña	kampaņa	N;FEM;SG	N;NOM;FEM;SG
campaña	kampaņā	campaña	kampaņa	N;FEM;SG	N;ESS;FEM;SG
dar	iedot	dar	iedot	V;NFIN	V;POS;NFIN
dar	dod	dar	dot	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
dar	dot	dar	dot	V;NFIN	V;POS;NFIN
dar	dodiet	dar	dot	V;NFIN	V;IMP;PL;2;POS;FIN;ACT
colegio	skola	colegio	skola	N;MASC;SG	N;NOM;FEM;SG
colegio	skolu	colegio	skola	N;MASC;SG	N;ACC;FEM;SG
colegio	skolā	colegio	skola	N;MASC;SG	N;ESS;FEM;SG
colegio	koledža	colegio	koledža	N;MASC;SG	N;NOM;FEM;SG
colegio	kolēģija	colegio	kolēģija	N;MASC;SG	N;NOM;FEM;SG
colegio	koledžā	colegio	koledžs	N;MASC;SG	N;ESS;FEM;SG
aproximadamente	aptuveni	aproximadamente	aptuveni	ADV	ADV
aproximadamente	apmēram	aproximadamente	apmēram	ADV	ADV
aproximadamente	aptuveni	aproximadamente	aptuveni	ADV	ADV
sección	iedaļa	sección	iedaļa	N;FEM;SG	N;NOM;FEM;SG
sección	sadaļa	sección	sadaļa	N;FEM;SG	N;NOM;FEM;SG
sección	sekcija	sección	sekcija	N;FEM;SG	N;NOM;FEM;SG
presencia	esamība	presencia	esamība	N;FEM;SG	N;NOM;FEM;SG
presencia	klātbūtni	presencia	klātbūtne	N;FEM;SG	N;ACC;FEM;SG
presencia	esība	presencia	esība	N;FEM;SG	N;NOM;FEM;SG
presencia	klātbūtne	presencia	klātbūtne	N;FEM;SG	N;NOM;FEM;SG
permite	atļauj	permitir	atļaut	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
permite	atļaujas	permitir	atļauties	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
sentido	jēga	sentido	jēga	N;MASC;SG	N;NOM;FEM;SG
sentido	saprāts	sentido	saprāts	N;MASC;SG	N;NOM;MASC;SG
ficha	cilni	ficha	cilns	N;FEM;SG	N;ACC;FEM;SG
ficha	tab	ficha	tab	N;FEM;SG	N
siete	septiņi	siete	septiņi	NUM;PL	NUM;NOM;MASC;PL
siete	septiņas	siete	septiņas	NUM;PL	NUM;NOM;FEM;PL
animales	dzīvniekus	animal	dzīvnieks	N;MASC;PL	N;ACC;MASC;PL
animales	dzīvniekiem	animal	dzīvnieks	N;MASC;PL	N;DAT;MASC;PL
animales	dzīvnieki	animal	dzīvnieks	N;MASC;PL	N;NOM;MASC;PL
animales	mājdzīvnieki	animal	mājdzīvnieks	N;MASC;PL	N;NOM;MASC;PL
animales	mājdzīvniekiem	animal	mājdzīvnieks	N;MASC;PL	N;DAT;MASC;PL
esposa	sieva	esposa	sieva	N;FEM;SG	N;NOM;FEM;SG
ríos	upēm	río	upe	N;MASC;PL	N;DAT;FEM;PL
ríos	upēs	río	upe	N;MASC;PL	N;ESS;FEM;PL
catalina	catalina	catalina	catalināt	N;FEM;SG	N;NOM;MASC;SG
murió	nomira	morir	nomirt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
murió	mira	morir	mirt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
realizar	pildīt	realizar	pildīt	V;NFIN	V;POS;NFIN
bar	bārs	bar	bārs	N;MASC;SG	N;NOM;MASC;SG
bar	stienis	bar	stienis	N;MASC;SG	N;NOM;MASC;SG
medalla	medaļu	medalla	medaļa	N;FEM;SG	N;ACC;FEM;SG
medalla	medaļa	medalla	medaļa	N;FEM;SG	N;NOM;FEM;SG
función	amats	función	amats	N;FEM;SG	N;NOM;MASC;SG
función	funkcija	función	funkcija	N;FEM;SG	N;NOM;FEM;SG
usuarios	izmantotāji	usuario	izmantotājs	N;MASC;PL	N;NOM;MASC;PL
usuarios	lietotāji	usuario	lietotājs	N;MASC;PL	N;NOM;MASC;PL
programas	programmas	programa	programma	N;MASC;PL	N;NOM;FEM;PL
programas	programmas	programa	programma	N;MASC;PL	N;NOM;FEM;PL
calidad	kvalitāte	calidad	kvalitāte	N;FEM;SG	N;NOM;FEM;SG
artistas	izpildītāji	artista	izpildītājs	N;PL	N;NOM;MASC;PL
artistas	māksliniekiem	artista	mākslinieks	N;PL	N;DAT;MASC;PL
artistas	izpildītāji	artista	izpildītājs	N;PL	N;NOM;MASC;PL
artistas	mākslinieki	artista	mākslinieks	N;PL	N;NOM;MASC;PL
similar	līdzīgs	similar	līdzīgs	ADJ;SG	ADJ;NOM;MASC;SG
similar	līdzīga	similar	līdzīga	ADJ;SG	ADJ;NOM;FEM;SG
independencia	neatkarība	independencia	neatkarība	N;FEM;SG	N;NOM;FEM;SG
buena	laba	buen	laba	ADJ;FEM;SG	ADJ;NOM;FEM;SG
buena	labs	buen	labs	ADJ;FEM;SG	ADJ;NOM;MASC;SG
buena	labais	buen	labs	ADJ;FEM;SG	ADJ;NOM;MASC;SG
sistemas	sistēmas	sistema	sistēma	N;MASC;PL	N;NOM;FEM;PL
virgen	jaunava	virgen	jaunava	N;FEM;SG	N;NOM;FEM;SG
transporte	transportēšana	transporte	transportēšana	N;MASC;SG	N;NOM;FEM;SG
transporte	transports	transporte	transports	N;MASC;SG	N;NOM;MASC;SG
transporte	pārvadāšana	transporte	pārvadāšana	N;MASC;SG	N;NOM;FEM;SG
transporte	transports	transporte	transports	N;MASC;SG	N;NOM;MASC;SG
transporte	transportēšana	transporte	transportēšana	N;MASC;SG	N;NOM;FEM;SG
transporte	pārvadāšana	transporte	pārvadāšana	N;MASC;SG	N;NOM;FEM;SG
pueblos	pilsētas	pueblo	pilsēta	N;MASC;PL	N;NOM;FEM;PL
pueblos	tautas	pueblo	tauta	N;MASC;PL	N;NOM;FEM;PL
pueblos	tautām	pueblo	tauta	N;MASC;PL	N;DAT;FEM;PL
coordenadas	koordinātes	coordenada	koordināte	N;FEM;PL	N;NOM;FEM;PL
valor	drosme	valor	drosme	N;MASC;SG	N;NOM;FEM;SG
valor	drosmi	valor	drosme	N;MASC;SG	N;ACC;FEM;SG
valor	vērtība	valor	vērtība	N;MASC;SG	N;NOM;FEM;SG
unidad	vienotība	unidad	vienotība	N;FEM;SG	N;NOM;FEM;SG
unidad	vienība	unidad	vienība	N;FEM;SG	N;NOM;FEM;SG
crear	izveidot	crear	izveidot	V;NFIN	V;POS;NFIN
crear	radīt	crear	radīt	V;NFIN	V;POS;NFIN
crear	veidot	crear	veidot	V;NFIN	V;POS;NFIN
crear	radot	crear	radot	V;NFIN	V;V.CVB
imágenes	attēli	imagen	attēls	N;FEM;PL	N;NOM;MASC;PL
imágenes	bildes	imagen	bilde	N;FEM;PL	N;NOM;FEM;PL
imágenes	attēli	imagen	attēls	N;FEM;PL	N;NOM;MASC;PL
imágenes	attēlus	imagen	attēls	N;FEM;PL	N;ACC;MASC;PL
inicio	sākums	inicio	sākums	N;MASC;SG	N;NOM;MASC;SG
inicio	starts	inicio	starts	N;MASC;SG	N;NOM;MASC;SG
salud	cheers	salud	cheers	N;FEM;SG	N;NOM;MASC;SG
salud	priekā	salud	prieks	N;FEM;SG	N;ESS;MASC;SG
salud	veselību	salud	veselība	N;FEM;SG	N;ACC;FEM;SG
salud	veselība	salud	veselība	N;FEM;SG	N;NOM;FEM;SG
contiene	satur	contener	saturēt	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
idea	doma	idea	doma	N;FEM;SG	N;NOM;FEM;SG
idea	ideja	idea	ideja	N;FEM;SG	N;NOM;FEM;SG
llevó	vadīja	llevar	vadīt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
minutos	minūtes	minuto	minūte	N;MASC;PL	N;NOM;FEM;PL
minutos	protokoli	minuto	protokolis	N;MASC;PL	N;NOM;MASC;PL
minutos	min	minuto	minēt	N;MASC;PL	N
verano	vasarai	verano	vasara	N;MASC;SG	N;DAT;FEM;SG
verano	vasara	verano	vasara	N;MASC;SG	N;NOM;FEM;SG
verano	vasarā	verano	vasara	N;MASC;SG	N;ESS;FEM;SG
sol	saule	sol	saule	N;MASC;SG	N;NOM;FEM;SG
sol	saulē	sol	saule	N;MASC;SG	N;ESS;FEM;SG
sol	saule	sol	saule	N;MASC;SG	N;NOM;FEM;SG
sol	saulīte	sol	saulīte	N;MASC;SG	N;NOM;FEM;SG
teoría	teorija	teoría	teorija	N;FEM;SG	N;NOM;FEM;SG
revolución	revolūcija	revolución	revolūcija	N;FEM;SG	N;NOM;FEM;SG
entrada	ieraksts	entrada	ieraksts	N;FEM;SG	N;NOM;MASC;SG
entrada	ieeja	entrada	ieeja	N;FEM;SG	N;NOM;FEM;SG
entrada	ievade	entrada	ievade	N;FEM;SG	N;NOM;FEM;SG
mejores	labāki	mejor	labs	ADJ;PL	ADJ;NOM;CMPR;MASC;PL
mejores	labākie	mejor	labs	ADJ;PL	ADJ;NOM;CMPR;MASC;PL
mejores	labākās	mejor	laba	ADJ;PL	ADJ;NOM;CMPR;FEM;PL
mando	pavēlniecība	mando	pavēlniecība	N;MASC;SG	N;NOM;FEM;SG
mando	komanda	mando	komanda	N;MASC;SG	N;NOM;FEM;SG
mando	vadība	mando	vadība	N;MASC;SG	N;NOM;FEM;SG
decidió	izlēma	decidir	izlemt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
decidió	nolēma	decidir	nolemt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
decidió	nolēmusi	decidir	nolemt	V;IND;SG;3;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
decidió	izlemts	decidir	izlemt	V;IND;SG;3;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
decidió	nolemts	decidir	nolemt	V;IND;SG;3;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ciencia	zinātne	ciencia	zinātne	N;FEM;SG	N;NOM;FEM;SG
records	uzskaite	records	uzskaite	N;MASC	N;NOM;FEM;SG
records	ieraksti	records	ierakste	N;MASC	N;NOM;MASC;PL
records	pieraksti	records	pieraksts	N;MASC	N;NOM;MASC;PL
aire	gaiss	aire	gaiss	N;MASC;SG	N;NOM;MASC;SG
sector	nozare	sector	nozare	N;MASC;SG	N;NOM;FEM;SG
sector	sektors	sector	sektors	N;MASC;SG	N;NOM;MASC;SG
importancia	svarīgums	importancia	svarīgums	N;FEM;SG	N;NOM;MASC;SG
importancia	nozīmīgums	importancia	nozīmīgums	N;FEM;SG	N;NOM;MASC;SG
importancia	nozīme	importancia	nozīme	N;FEM;SG	N;NOM;FEM;SG
importancia	nozīmība	importancia	nozīmība	N;FEM;SG	N;NOM;FEM;SG
ataque	uzbrukums	ataque	uzbrukums	N;MASC;SG	N;NOM;MASC;SG
ataque	uzbrukumu	ataque	uzbrukums	N;MASC;SG	N;ACC;MASC;SG
ataque	uzbrukumā	ataque	uzbrukums	N;MASC;SG	N;ESS;MASC;SG
flora	flora	flora	flora	N;FEM;SG	N;NOM;FEM;SG
comunicación	komunikācija	comunicación	komunikācija	N;FEM;SG	N;NOM;FEM;SG
comunicación	paziņojums	comunicación	paziņojums	N;FEM;SG	N;NOM;MASC;SG
comunicación	saziņa	comunicación	saziņa	N;FEM;SG	N;NOM;FEM;SG
comunicación	komunikācija	comunicación	komunikācija	N;FEM;SG	N;NOM;FEM;SG
comunicación	saziņa	comunicación	saziņa	N;FEM;SG	N;NOM;FEM;SG
comunicación	komunikāciju	comunicación	komunikācija	N;FEM;SG	N;ACC;FEM;SG
puente	tilts	puente	tilts	N;MASC;SG	N;NOM;MASC;SG
puente	tilta	puente	tilts	N;MASC;SG	N;GEN;MASC;SG
matrimonio	laulība	matrimonio	laulība	N;MASC;SG	N;NOM;FEM;SG
matrimonio	laulībā	matrimonio	laulība	N;MASC;SG	N;ESS;FEM;SG
matrimonio	laulību	matrimonio	laulība	N;MASC;SG	N;ACC;FEM;SG
material	materiāls	material	materiāls	N;MASC;SG	N;NOM;MASC;SG
humanos	cilvēkiem	humanos	cilvēks	N	N;DAT;MASC;PL
humanos	cilvēks	humanos	cilvēks	N	N;NOM;MASC;SG
humanos	cilvēka	humanos	cilvēks	N	N;GEN;MASC;SG
humanos	cilvēku	humanos	cilvēks	N	N;ACC;MASC;SG
mitad	pusi	mitad	puse	N;FEM;SG	N;ACC;FEM;SG
realidad	realitāte	realidad	realitāte	N;FEM;SG	N;NOM;FEM;SG
realidad	īstenība	realidad	īstenība	N;FEM;SG	N;NOM;FEM;SG
gente	tauta	gente	tauta	N;FEM;SG	N;NOM;FEM;SG
cámara	kamera	cámara	kamers	N;FEM;SG	N;NOM;FEM;SG
cámara	palāta	cámara	palātīt	N;FEM;SG	N;NOM;FEM;SG
cámara	fotoaparāta	cámara	fotoaparāts	N;FEM;SG	N;GEN;MASC;SG
cámara	kamera	cámara	kamers	N;FEM;SG	N;NOM;FEM;SG
cámara	fotoaparātu	cámara	fotoaparāts	N;FEM;SG	N;ACC;MASC;SG
cámara	kameru	cámara	kamera	N;FEM;SG	N;ACC;MASC;SG
escudo	vairogs	escudo	vairogs	N;MASC;SG	N;NOM;MASC;SG
aguas	ūdeņi	agua	ūdens	N;FEM;PL	N;NOM;MASC;PL
acceso	pieeja	acceso	pieeja	N;MASC;SG	N;NOM;FEM;SG
acceso	piekļuve	acceso	piekļuve	N;MASC;SG	N;NOM;FEM;SG
clasificación	reitingu	clasificación	reitings	N;FEM;SG	N;ACC;MASC;SG
clasificación	novērtējums	clasificación	novērtējums	N;FEM;SG	N;NOM;MASC;SG
clasificación	vērtējums	clasificación	vērtējums	N;FEM;SG	N;NOM;MASC;SG
clasificación	reitings	clasificación	reitings	N;FEM;SG	N;NOM;MASC;SG
clasificación	šķirošana	clasificación	šķirošana	N;FEM;SG	N;NOM;FEM;SG
clasificación	kārtošana	clasificación	kārtošana	N;FEM;SG	N;NOM;FEM;SG
clasificación	šķirošanas	clasificación	šķirošana	N;FEM;SG	N;GEN;FEM;SG
clasificación	šķirošanu	clasificación	šķirošana	N;FEM;SG	N;ACC;FEM;SG
clasificación	klasifikācija	clasificación	klasifikācija	N;FEM;SG	N;NOM;FEM;SG
clasificación	ranga	clasificación	ranga	N;FEM;SG	N;NOM;MASC;SG
mano	roku	mano	roka	N;FEM;SG	N;ACC;FEM;SG
mano	roka	mano	roka	N;FEM;SG	N;NOM;FEM;SG
sigue	seko	seguir	sekot	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
sigue	sekot	seguir	sekot	V;IND;SG;3;PRS;FIN	V;POS;NFIN
cuya	kuru	cuyo	kura	PRO;FEM;SG	PRO;ACC;MASC;SG
sociales	sociālie	social	sociāls	ADJ;PL	ADJ;NOM;MASC;PL
problema	problēmu	problema	problēma	N;MASC;SG	N;ACC;FEM;SG
problema	problēma	problema	problēma	N;MASC;SG	N;NOM;FEM;SG
trabajos	darbi	trabajo	darbs	N;MASC;PL	N;NOM;MASC;PL
trabajos	darbavietas	trabajo	darbavieta	N;MASC;PL	N;NOM;FEM;PL
trabajos	darbi	trabajo	darbs	N;MASC;PL	N;NOM;MASC;PL
independiente	neatkarīgais	independiente	neatkarīgs	ADJ;SG	ADJ;NOM;MASC;SG
independiente	neatkarīga	independiente	neatkarīga	ADJ;SG	ADJ;NOM;FEM;SG
independiente	neatkarīgs	independiente	neatkarīgs	ADJ;SG	ADJ;NOM;MASC;SG
futbolista	futbolists	futbolista	futbolists	N;SG	N;NOM;MASC;SG
comercial	komerciāls	comercial	komerciāls	ADJ;SG	ADJ;NOM;MASC;SG
comercial	komerciālais	comercial	komerciāls	ADJ;SG	ADJ;NOM;MASC;SG
comercial	komerciālā	comercial	komerciāla	ADJ;SG	ADJ;NOM;FEM;SG
metal	metāla	metal	metāls	N;MASC;SG	N;GEN;MASC;SG
metal	metāls	metal	metāls	N;MASC;SG	N;NOM;MASC;SG
diario	dienā	diario	diena	N;MASC;SG	N;ESS;FEM;SG
diario	dienasgrāmata	diario	dienasgrāmata	N;MASC;SG	N;NOM;FEM;SG
diario	dienasgrāmatu	diario	dienasgrāmata	N;MASC;SG	N;ACC;FEM;SG
diario	dienasgrāmata	diario	dienasgrāmata	N;MASC;SG	N;NOM;FEM;SG
palabra	vārdu	palabra	vārds	N;FEM;SG	N;ACC;MASC;SG
carácter	rakstzīme	carácter	rakstzīme	N;MASC;SG	N;NOM;FEM;SG
carácter	raksturu	carácter	raksturs	N;MASC;SG	N;ACC;MASC;SG
carácter	raksturs	carácter	raksturs	N;MASC;SG	N;NOM;MASC;SG
reina	dāma	reina	dāma	N;FEM;SG	N;NOM;FEM;SG
reina	karaliene	reina	karaliene	N;FEM;SG	N;NOM;FEM;SG
domingo	svētdienā	domingo	svētdiena	N	N;ESS;FEM;SG
domingo	svētdienu	domingo	svētdiena	N	N;ACC;FEM;SG
