एक	satu	एक	satu	NUM	NUM
भाव	emosi	भाव	emosi	N;NOM;MASC;SG;3	N;SG
भाव	gestur	भाव	gestur	N;NOM;MASC;SG;3	N
भाव	gerak	भाव	gerak	N;NOM;MASC;SG;3	N;SG;ACT
भाव	sikap	भाव	sikap	N;NOM;MASC;SG;3	N;SG
भाव	akal	भाव	akal	N;NOM;MASC;SG;3	N;SG
भाव	indera	भाव	indera	N;NOM;MASC;SG;3	N;SG
हवा	angin	हवा	angin	N;NOM;FEM;SG;3	N;SG
हवा	sepoi	हवा	sepoi	N;NOM;FEM;SG;3	N
हवा	angin	हवा	angin	N;NOM;FEM;SG;3	N;SG
पाठ	teks	पाठ	teks	N;NOM;MASC;SG;3	N;SG
पाठ	bacaannya	पाठ	bacaan	N;NOM;MASC;SG;3	N;SG
गठन	bingkai	गठन	bingkai	N;NOM;MASC;SG;3	N;SG
गठन	frame	गठन	frame	N;NOM;MASC;SG;3	N
गठन	bingkai	गठन	bingkai	N;NOM;MASC;SG;3	N;SG
गठन	frame	गठन	frame	N;NOM;MASC;SG;3	N
गठन	pembentukan	गठन	penbentukan	N;NOM;MASC;SG;3	N;SG
गठन	formasi	गठन	formasi	N;NOM;MASC;SG;3	N;SG
नागरिक	kewarganegaraan	नागरिक	kewarganegaraan	N;NOM;MASC;SG;3	N;SG
नागरिक	warga	नागरिक	warga	N;NOM;MASC;SG;3	N;SG
अस्तित्व	keberadaan	अस्तित्व	keberadaan	N;NOM;MASC;SG;3	N;SG
अस्तित्व	keberadaannya	अस्तित्व	keberadaan	N;NOM;MASC;SG;3	N;SG
अस्तित्व	eksistensi	अस्तित्व	eksistensi	N;NOM;MASC;SG;3	N
अस्तित्व	survival	अस्तित्व	survival	N;NOM;MASC;SG;3	N
अस्तित्व	eksistensial	अस्तित्व	eksistensial	N;NOM;MASC;SG;3	N
गंभीर	serius	गंभीर	serius	ADJ	ADJ;SG
समझ	memahami	समझ	menpahami	V;ACT	V;SG;ACT
समझ	pahami	समझ	pahami	V;ACT	V;SG;ACT
समझ	mengertilah	समझ	menkerti	V;ACT	V;SG;ACT
समझ	memahami	समझ	menpahami	V;ACT	V;SG;ACT
प्रशासन	administrasi	प्रशासन	administrasi	N;NOM;MASC;SG;3	N;SG
आदेश	mandat	आदेश	mandat	N;NOM;MASC;SG;3	N;SG
आदेश	pesanan	आदेश	pesanan	N;NOM;MASC;SG;3	N;SG
आदेश	pemesanan	आदेश	penpesanan	N;NOM;MASC;SG;3	N;SG
आदेश	urutan	आदेश	urutan	N;NOM;MASC;SG;3	N;SG
आदेश	perintah	आदेश	perintah	N;NOM;MASC;SG;3	N;SG
आदेश	pesanan	आदेश	pesanan	N;NOM;MASC;SG;3	N;SG
सैन्य	kemiliteran	सैन्य	kemiliteran	N;NOM;MASC;SG;3	N;SG
छह	enam	छह	enam	NUM	NUM
भुगतान	pembayaran	भुगतान	penbayaran	N;NOM;MASC;SG;3	N;SG
भुगतान	pembayaran	भुगतान	penbayaran	N;NOM;MASC;SG;3	N;SG
भुगतान	pembayaran	भुगतान	penbayaran	N;NOM;MASC;SG;3	N;SG
ध्वनि	bunyi	ध्वनि	bunyi	N;NOM;FEM;SG;3	N;SG
ध्वनि	kedengarannya	ध्वनि	kedengaran	N;NOM;FEM;SG;3	N;SG
ध्वनि	bunyinya	ध्वनि	bunyi	N;NOM;FEM;SG;3	N;SG
निवास	residence	निवास	residence	N;NOM;MASC;SG;3	N
निवास	kediaman	निवास	kediaman	N;NOM;MASC;SG;3	N;SG
निवास	residences	निवास	residences	N;NOM;MASC;SG;3	N
हत्या	pembunuhan	हत्या	penbunuhan	N;NOM;FEM;SG;3	N;SG
हत्या	pembunuhan	हत्या	penbunuhan	N;NOM;FEM;SG;3	N;SG
पवित्र	suci	पवित्र	suci	ADJ	ADJ;SG
पवित्र	suci	पवित्र	suci	ADJ	ADJ;SG
इकाई	satuan	इकाई	satuan	N;NOM;FEM;SG;3	N;SG
इकाई	unit	इकाई	unit	N;NOM;FEM;SG;3	N;SG
इकाई	satuan	इकाई	satuan	N;NOM;FEM;SG;3	N;SG
इकाई	unit	इकाई	unit	N;NOM;FEM;SG;3	N;SG
प्रबंधक	manajer	प्रबंधक	manajer	N;NOM;MASC;SG;3	N;SG
प्रबंधक	pengelola	प्रबंधक	penkelola	N;NOM;MASC;SG;3	N;SG
प्रबंधक	manajer	प्रबंधक	manajer	N;NOM;MASC;SG;3	N;SG
प्रबंधक	pengelola	प्रबंधक	penkelola	N;NOM;MASC;SG;3	N;SG
संग्रहालय	musium	संग्रहालय	musium	N;NOM;MASC;SG;3	N
संग्रहालय	musium	संग्रहालय	musium	N;NOM;MASC;SG;3	N
मुद्रा	pose	मुद्रा	pose	N;NOM;FEM;SG;3	N;SG
मुद्रा	uang	मुद्रा	uang	N;NOM;FEM;SG;3	N;SG
मतलब	artinya	मतलब	arti	N;NOM;MASC;SG;3	N;SG
मतलब	sarana	मतलब	sarana	N;NOM;MASC;SG;3	N;SG
मतलब	maksud	मतलब	maksud	N;NOM;MASC;SG;3	N;SG
युवा	pemuda	युवा	pemuda	N;NOM;MASC;SG;3	N;SG
युवा	mudanya	युवा	muda	N;NOM;MASC;SG;3	N;SG
अंतरिक्ष	ruang	अंतरिक्ष	ruang	N;NOM;MASC;SG;3	N;SG
अंतरिक्ष	spasi	अंतरिक्ष	spasi	N;NOM;MASC;SG;3	N
अंतरिक्ष	angkasa	अंतरिक्ष	angkasa	N;NOM;MASC;SG;3	N;SG
संचार	komunikasi	संचार	komunikasi	N;NOM;MASC;SG;3	N;SG
संचार	komunikasi	संचार	komunikasi	N;NOM;MASC;SG;3	N;SG
प्रसारण	siaran	प्रसारण	siaran	N;NOM;MASC;SG;3	N;SG
प्रसारण	penyiaran	प्रसारण	pensiaran	N;NOM;MASC;SG;3	N;SG
प्रसारण	siaran	प्रसारण	siaran	N;NOM;MASC;SG;3	N;SG
प्रसारण	siaran	प्रसारण	siaran	N;NOM;MASC;SG;3	N;SG
प्रसारण	penyiaran	प्रसारण	pensiaran	N;NOM;MASC;SG;3	N;SG
फुटबॉल	sepakbola	फुटबॉल	sepakbola	N;NOM;MASC;SG;3	N;SG
नियमित	biasa	नियमित	biasa	ADJ;NOM	ADJ;SG
व्याख्या	catatan	व्याख्या	catatan	N;NOM;FEM;SG;3	N;SG
व्याख्या	interpretasi	व्याख्या	interpretasi	N;NOM;FEM;SG;3	N;SG
व्याख्या	penafsiran	व्याख्या	penafsiran	N;NOM;FEM;SG;3	N;SG
व्याख्या	penjelasan	व्याख्या	penjelasan	N;NOM;FEM;SG;3	N;SG
दावा	klaim	दावा	klaim	N;NOM;MASC;SG;3	N;SG
दावा	klaim	दावा	klaim	N;NOM;MASC;SG;3	N;SG
मोबाइल	seluler	मोबाइल	seluler	N;NOM;MASC;SG;3	N;SG
मोबाइल	ponsel	मोबाइल	ponsel	N;NOM;MASC;SG;3	N;SG
संभावना	peluang	संभावना	peluang	N;NOM;FEM;SG;3	N;SG
संभावना	kemungkinan	संभावना	kemungkinan	N;NOM;FEM;SG;3	N;SG
संभावना	probabilitas	संभावना	probabilitas	N;NOM;FEM;SG;3	N
संभावना	kemungkinannya	संभावना	kemungkinan	N;NOM;FEM;SG;3	N;SG
संभावना	kemungkinan	संभावना	kemungkinan	N;NOM;FEM;SG;3	N;SG
दिवस	siang	दिवस	siang	N;NOM;MASC;SG;3	N;SG
दिवस	hari	दिवस	hari	N;NOM;MASC;SG;3	N;SG
तर्क	argumen	तर्क	argumen	N;NOM;MASC;SG;3	N;SG
तर्क	penalaran	तर्क	pentalaran	N;NOM;MASC;SG;3	N;SG
तर्क	logika	तर्क	logika	N;NOM;MASC;SG;3	N;SG
विरुद्ध	melawan	विरुद्ध	menlawan	ADP	ADP;SG;ACT
विरुद्ध	terhadap	विरुद्ध	terhadap	ADP	ADP
परीक्षा	ujian	परीक्षा	ujian	N;NOM;FEM;SG;3	N;SG
परीक्षा	pengujian	परीक्षा	penujian	N;NOM;FEM;SG;3	N;SG
परीक्षा	tes	परीक्षा	tes	N;NOM;FEM;SG;3	N;SG
परीक्षा	pemeriksaan	परीक्षा	penperiksaan	N;NOM;FEM;SG;3	N;SG
परीक्षा	ujian	परीक्षा	ujian	N;NOM;FEM;SG;3	N;SG
परीक्षा	ujian	परीक्षा	ujian	N;NOM;FEM;SG;3	N;SG
बिक्री	penjualan	बिक्री	penjualan	N;NOM;FEM;SG;3	N;SG
बिक्री	penjualan	बिक्री	penjualan	N;NOM;FEM;SG;3	N;SG
बिक्री	jualan	बिक्री	jualan	N;NOM;FEM;SG;3	N;SG;ACT
बिक्री	obral	बिक्री	obral	N;NOM;FEM;SG;3	N;SG
इंटरनेट	internet	इंटरनेट	internet	N;NOM;MASC;SG;3	N;SG
सम्मेलन	konferensi	सम्मेलन	konferensi	N;NOM;MASC;SG;3	N;SG
सम्मेलन	konvensi	सम्मेलन	konvensi	N;NOM;MASC;SG;3	N;SG
सिटी	kota	सिटी	kota	N;NOM;FEM;SG;3	N;SG
सिर	kepala	सिर	kepala	N;NOM;MASC;SG;3	N;SG
दबाव	tekanan	दबाव	tekanan	N;NOM;MASC;SG;3	N;SG
बोर्ड	papan	बोर्ड	papan	N;NOM;MASC;SG;3	N;SG
बोर्ड	papan	बोर्ड	papan	N;NOM;MASC;SG;3	N;SG
बोर्ड	dewan	बोर्ड	dewan	N;NOM;MASC;SG;3	N;SG
संसार	dunia	संसार	dunia	N;NOM;MASC;SG;3	N;SG
संसार	dunia	संसार	dunia	N;NOM;MASC;SG;3	N;SG
प्रतिनिधित्व	perwakilan	प्रतिनिधित्व	perwakilan	N;NOM;MASC;SG;3	N;SG
प्रतिनिधित्व	representasi	प्रतिनिधित्व	representasi	N;NOM;MASC;SG;3	N;SG
समारोह	upacara	समारोह	upacara	N;NOM;MASC;SG;3	N;SG
समारोह	jambore	समारोह	jambore	N;NOM;MASC;SG;3	N;SG
मस्तिष्क	otak	मस्तिष्क	otak	N;NOM;MASC;SG;3	N;SG
प्रायः	biasanya	प्रायः	biasanya	ADV	ADV
प्रायः	seringkali	प्रायः	seringkali	ADV	ADV
प्रायः	sering	प्रायः	sering	ADV	ADV
मौसम	musim	मौसम	musim	N;NOM;MASC;SG;3	N;SG
मौसम	cuaca	मौसम	cuaca	N;NOM;MASC;SG;3	N;SG
मौसम	musim	मौसम	musim	N;NOM;MASC;SG;3	N;SG
मौसम	musimnya	मौसम	musim	N;NOM;MASC;SG;3	N;SG
भावना	emosi	भावना	emosi	N;NOM;FEM;SG;3	N;SG
भावना	sentimen	भावना	sentimen	N;NOM;FEM;SG;3	N;SG
भावना	perasaan	भावना	perrasaan	N;NOM;FEM;SG;3	N;SG
भावना	semangat	भावना	semangat	N;NOM;FEM;SG;3	N;SG
गुणवत्ता	kualitas	गुणवत्ता	kualitas	N;NOM;FEM;SG;3	N;SG
खाना	makanan	खाना	makanan	N;NOM;MASC;SG;3	N;SG
खाना	pangan	खाना	pangan	N;NOM;MASC;SG;3	N;SG
मिले	menemukan	मिल	mentemukan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
मिले	mendapati	मिल	mendapati	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
मिले	nemu	मिल	ne	V;PFV;MASC;SG;V.PTCP;ACT	V
मिले	bertemu	मिल	bertemu	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
सिद्धान्त	siddhanta	सिद्धान्त	siddhanta	N;NOM;MASC;SG;3	N
सिद्धान्त	prinsip	सिद्धान्त	prinsip	N;NOM;MASC;SG;3	N;SG
सिद्धान्त	teori	सिद्धान्त	teori	N;NOM;MASC;SG;3	N;SG
राजवंश	dinasti	राजवंश	dinasti	N;NOM;MASC;SG;3	N
संक्रमण	peralihan	संक्रमण	peralihan	N;NOM;MASC;SG;3	N;SG
संक्रमण	transisi	संक्रमण	transisi	N;NOM;MASC;SG;3	N;SG
संक्रमण	infeksi	संक्रमण	infeksi	N;NOM;MASC;SG;3	N;SG
घाटी	lembah	घाटी	lembah	N;NOM;FEM;SG;3	N;SG
विकल्प	alternatifnya	विकल्प	alternatif	N;NOM;MASC;SG;3	N;SG
विकल्प	alternative	विकल्प	alternative	N;NOM;MASC;SG;3	N;SG
विकल्प	alternatif	विकल्प	alternatif	N;NOM;MASC;SG;3	N;SG
विकल्प	opsi	विकल्प	opsi	N;NOM;MASC;SG;3	N;SG
विकल्प	options	विकल्प	options	N;NOM;MASC;SG;3	N
विकल्प	pilihan	विकल्प	pilihan	N;NOM;MASC;SG;3	N;SG
विकल्प	opsi	विकल्प	opsi	N;NOM;MASC;SG;3	N;SG
उद्यान	taman	उद्यान	taman	N;NOM;MASC;SG;3	N;SG
पशु	hewan	पशु	hewan	N;NOM;MASC;SG;3	N;SG
पशु	binatang	पशु	binatang	N;NOM;MASC;SG;3	N;SG
पशु	hewan	पशु	hewan	N;NOM;MASC;SG;3	N;SG
पशु	binatang	पशु	binatang	N;NOM;MASC;SG;3	N;SG
प्रमाण	bukti	प्रमाण	bukti	N;NOM;MASC;SG;3	N;SG
प्रमाण	buktinya	प्रमाण	bukti	N;NOM;MASC;SG;3	N;SG
प्रमाण	bukti	प्रमाण	bukti	N;NOM;MASC;SG;3	N;SG
प्रमाण	pembuktian	प्रमाण	penbuktian	N;NOM;MASC;SG;3	N;SG
मानसिक	cenayang	मानसिक	cenayang	N;NOM;MASC;SG;3	N;SG
मानसिक	psikis	मानसिक	psikis	N;NOM;MASC;SG;3	N
मानसिक	paranormal	मानसिक	paranormal	N;NOM;MASC;SG;3	N
मानसिक	mental	मानसिक	mental	N;NOM;MASC;SG;3	N;SG
मानसिक	mental	मानसिक	mental	N;NOM;MASC;SG;3	N;SG
रसायन	kimiawi	रसायन	kimiawi	N;NOM;MASC;SG;3	N;SG
रसायन	kimia	रसायन	kimia	N;NOM;MASC;SG;3	N;SG
रसायन	kimia	रसायन	kimia	N;NOM;MASC;SG;3	N;SG
रसायन	kimia	रसायन	kimia	N;NOM;MASC;SG;3	N;SG
क्षेत्रफल	daerah	क्षेत्रफल	daerah	N;NOM;MASC;SG;3	N;SG
क्षेत्रफल	wilayah	क्षेत्रफल	wilayah	N;NOM;MASC;SG;3	N;SG
क्षेत्रफल	luas	क्षेत्रफल	luas	N;NOM;MASC;SG;3	N;SG
क्षेत्रफल	kawasan	क्षेत्रफल	kawasan	N;NOM;MASC;SG;3	N;SG
क्षेत्रफल	area	क्षेत्रफल	area	N;NOM;MASC;SG;3	N;SG
प्रभावी	efektif	प्रभावी	efektif	ADJ	ADJ;SG
विज्ञापन	iklan	विज्ञापन	iklan	N;NOM;MASC;SG;3	N;SG
विज्ञापन	periklanan	विज्ञापन	periklanan	N;NOM;MASC;SG;3	N;SG
विज्ञापन	iklan	विज्ञापन	iklan	N;NOM;MASC;SG;3	N;SG
विज्ञापन	iklan	विज्ञापन	iklan	N;NOM;MASC;SG;3	N;SG
विज्ञापन	iklan	विज्ञापन	iklan	N;NOM;MASC;SG;3	N;SG
आसानी	kemudahan	आसानी	kemudahan	N;NOM;FEM;SG;3	N;SG
शिकार	mangsanya	शिकार	mangsa	N;NOM;MASC;SG;3	N;SG
शिकार	mangsa	शिकार	mangsa	N;NOM;MASC;SG;3	N
शिकार	perburuan	शिकार	perburuan	N;NOM;MASC;SG;3	N;SG
शिकार	korban	शिकार	korban	N;NOM;MASC;SG;3	N;SG
रोगी	pasien	रोगी	pasien	N;NOM;MASC;SG;3	N;SG
क्रांति	revolusi	क्रांति	revolusi	N;NOM;FEM;SG;3	N;SG
हृदय	jantung	हृदय	jantung	N;NOM;MASC;SG;3	N;SG
हृदय	hati	हृदय	hati	N;NOM;MASC;SG;3	N;SG
हृदय	jantung	हृदय	jantung	N;NOM;MASC;SG;3	N;SG
आयोग	komisi	आयोग	komisi	N;NOM;MASC;SG;3	N;SG
आयोग	komisi	आयोग	komisi	N;NOM;MASC;SG;3	N;SG
चर्च	gereja	चर्च	gereja	N;NOM;MASC;SG;3	N;SG
चर्च	gereja	चर्च	gereja	N;NOM;MASC;SG;3	N;SG
कार्यालय	pekerjaan	कार्यालय	pekerjaan	N;NOM;MASC;SG;3	N;SG
कार्यालय	kerja	कार्यालय	kerja	N;NOM;MASC;SG;3	N;SG
कार्यालय	kantor	कार्यालय	kantor	N;NOM;MASC;SG;3	N;SG
कार्यालय	perkantoran	कार्यालय	perkantoran	N;NOM;MASC;SG;3	N;SG
कार्यालय	kantor	कार्यालय	kantor	N;NOM;MASC;SG;3	N;SG
कार्यालय	kantoran	कार्यालय	kantoran	N;NOM;MASC;SG;3	N;SG
परिवहन	transportasi	परिवहन	transportasi	N;NOM;MASC;SG;3	N;SG
परिवहन	pengangkutan	परिवहन	penangkutan	N;NOM;MASC;SG;3	N;SG
परिवहन	transportasi	परिवहन	transportasi	N;NOM;MASC;SG;3	N;SG
परिवहन	transpor	परिवहन	transpor	N;NOM;MASC;SG;3	N;SG
परिवहन	angkut	परिवहन	angkut	N;NOM;MASC;SG;3	N;SG;ACT
परिवहन	pengangkutan	परिवहन	penangkutan	N;NOM;MASC;SG;3	N;SG
स्टार	bintang	स्टार	bintang	N;NOM;MASC;SG;3	N;SG
वर्षा	hujan	वर्षा	hujan	N;NOM;FEM;SG;3	N;SG
जनरल	jendral	जनरल	jendral	N;NOM;MASC;SG;3	N
जनरल	jenderal	जनरल	jenderal	N;NOM;MASC;SG;3	N;SG
संदेश	pesan	संदेश	pesan	N;NOM;MASC;SG;3	N;SG
संदेश	pesan	संदेश	pesan	N;NOM;MASC;SG;3	N;SG
मार	membunuh	मार	menbunuh	V;ACT	V;SG;ACT
मार	bunuhlah	मार	bunuh	V;ACT	V;SG;ACT
मार	bunuh	मार	bunuh	V;ACT	V;SG;ACT
मार	membunuh	मार	menbunuh	V;ACT	V;SG;ACT
मार	bunuh	मार	bunuh	V;ACT	V;SG;ACT
मार	bunuhlah	मार	bunuh	V;ACT	V;SG;ACT
परिचय	perkenalan	परिचय	perkenalan	N;NOM;MASC;SG;3	N;SG
परिचय	pengenalan	परिचय	penkenalan	N;NOM;MASC;SG;3	N;SG
परिचय	pendahuluan	परिचय	pendahuluan	N;NOM;MASC;SG;3	N;SG
परिचय	pengantar	परिचय	penantar	N;NOM;MASC;SG;3	N;SG
परिचय	perihal	परिचय	perihal	N;NOM;MASC;SG;3	N
उत्पत्ति	asal	उत्पत्ति	asal	N;NOM;FEM;SG;3	N;SG
उत्पत्ति	pelampung	उत्पत्ति	penlampung	N;NOM;FEM;SG;3	N;SG
मांग	permintaan	मांग	permintaan	N;NOM;FEM;SG;3	N;SG
देवता	dewa	देवता	dewa	N;NOM;MASC;SG;3	N;SG
दौर	ronde	दौर	ronde	N;NOM;MASC;SG;3	N
संचालन	operasi	संचालन	operasi	N;NOM;MASC;SG;3	N;SG
संचालन	operasi	संचालन	operasi	N;NOM;MASC;SG;3	N;SG
स्वर	vokal	स्वर	vokal	N;NOM;MASC;SG;3	N;SG
स्वर	vokal	स्वर	vokal	N;NOM;MASC;SG;3	N;SG
स्वर	vokal	स्वर	vokal	N;NOM;MASC;SG;3	N;SG
लाइन	line	लाइन	line	N;NOM;FEM;SG;3	N
लाइन	baris	लाइन	baris	N;NOM;FEM;SG;3	N;SG
प्रश्न	pertanyaan	प्रश्न	pertanyaan	N;NOM;MASC;SG;3	N;SG
प्रश्न	kueri	प्रश्न	kueri	N;NOM;MASC;SG;3	N
प्रश्न	pertanyaan	प्रश्न	pertanyaan	N;NOM;MASC;SG;3	N;SG
प्रश्न	pertanyaan	प्रश्न	pertanyaan	N;NOM;MASC;SG;3	N;SG
आलोचना	kritik	आलोचना	kritik	N;NOM;FEM;SG;3	N;SG
जालस्थल	website	जालस्थल	website	N;NOM;MASC;SG;3	N;SG
पुरानी	tua	पुराना	tua	ADJ;FEM;SG	ADJ;SG
पुरानी	lama	पुराना	lama	ADJ;FEM;SG	ADJ;SG
पसंद	bookmark	पसंद	bookmark	N;NOM;FEM;SG;3	N
पसंद	pilihan	पसंद	pilihan	N;NOM;FEM;SG;3	N;SG
पसंद	sukanya	पसंद	suka	N;NOM;FEM;SG;3	N;SG
पसंद	kesukaan	पसंद	kesukaan	N;NOM;FEM;SG;3	N;SG
पसंद	bookmark	पसंद	bookmark	N;NOM;FEM;SG;3	N
पसंद	penanda	पसंद	pentanda	N;NOM;FEM;SG;3	N;SG
सुझाव	saran	सुझाव	saran	N;NOM;MASC;SG;3	N;SG
सुझाव	pengumpulan	सुझाव	penkumpulan	N;NOM;MASC;SG;3	N;SG
सुझाव	agregasi	सुझाव	agregasi	N;NOM;MASC;SG;3	N;SG
सुझाव	agregat	सुझाव	agregat	N;NOM;MASC;SG;3	N;SG
सुझाव	usul	सुझाव	usul	N;NOM;MASC;SG;3	N;SG;ACT
सुझाव	sugesti	सुझाव	sugesti	N;NOM;MASC;SG;3	N
सुझाव	saran	सुझाव	saran	N;NOM;MASC;SG;3	N;SG
सुझाव	rekomendasi	सुझाव	rekomendasi	N;NOM;MASC;SG;3	N;SG
सुझाव	saran	सुझाव	saran	N;NOM;MASC;SG;3	N;SG
सुझाव	persenan	सुझाव	persenan	N;NOM;MASC;SG;3	N;SG
सुझाव	tips	सुझाव	tips	N;NOM;MASC;SG;3	N;SG
सुझाव	kiat	सुझाव	kiat	N;NOM;MASC;SG;3	N;SG
खेती	peternakan	खेती	peternakan	N;NOM;FEM;SG;3	N;SG
खेती	pertanian	खेती	pertanian	N;NOM;FEM;SG;3	N;SG
खेती	panen	खेती	panen	N;NOM;FEM;SG;3	N;SG
लिखने	menulis	लिख	mentulis	V;NFIN;ACT	V;SG;ACT
विभाजन	divisi	विभाजन	divisi	N;NOM;MASC;SG;3	N;SG
विभाजन	pembagian	विभाजन	penbagian	N;NOM;MASC;SG;3	N;SG
विभाजन	divisi	विभाजन	divisi	N;NOM;MASC;SG;3	N;SG
विभाजन	pembagian	विभाजन	penbagian	N;NOM;MASC;SG;3	N;SG
विभाजन	partisi	विभाजन	partisi	N;NOM;MASC;SG;3	N;SG
विशेषता	atribut	विशेषता	atribut	N;NOM;FEM;SG;3	N
विशेषता	kualitas	विशेषता	kualitas	N;NOM;FEM;SG;3	N;SG
विशेषता	fitur	विशेषता	fitur	N;NOM;FEM;SG;3	N;SG
क्षेत्रीय	regional	क्षेत्रीय	regional	ADJ;NOM	ADJ;SG
लड़ाई	pertempuran	लड़ाई	pertempuran	N;NOM;FEM;SG;3	N;SG
लड़ाई	peperangan	लड़ाई	peperangan	N;NOM;FEM;SG;3	N
लड़ाई	lawan	लड़ाई	lawan	N;NOM;FEM;SG;3	N;SG;ACT
अंश	pecahan	अंश	pecahan	N;NOM;MASC;SG;3	N;SG
अंश	fraksi	अंश	fraksi	N;NOM;MASC;SG;3	N;SG
ग्रामीण	pedesaan	ग्रामीण	pedesaan	N;NOM;MASC;SG;3	N;SG
रोड	jalan	रोड	jalan	N;NOM;FEM;SG;3	N;SG;ACT
गायक	penyanyi	गायक	pennyanyi	N;NOM;MASC;SG;3	N;SG
कोशिका	sel	कोशिका	sel	N;NOM;FEM;SG;3	N;SG
सत्र	sesi	सत्र	sesi	N;NOM;MASC;SG;3	N;SG
सत्र	sesi	सत्र	sesi	N;NOM;MASC;SG;3	N;SG
पहुँच	menjangkau	पहुँच	menjangkau	V;ACT	V;SG;ACT
पहुँच	mencapai	पहुँच	mencapai	V;ACT	V;SG;ACT
पुराना	tua	पुराना	tua	ADJ;MASC;SG	ADJ;SG
पुराना	lama	पुराना	lama	ADJ;MASC;SG	ADJ;SG
तेज	cepat	तेज	cepat	ADJ	ADJ;SG
सर	tuan	सर	tuan	N;NOM;MASC;SG;3	N;SG
प्रवाह	aliran	प्रवाह	aliran	N;NOM;MASC;SG;3	N;SG
प्रवाह	alur	प्रवाह	alur	N;NOM;MASC;SG;3	N;SG
अपराध	pengakuan	अपराध	penakuan	N;NOM;MASC;SG;3	N;SG
अपराध	kriminalitas	अपराध	kriminalitas	N;NOM;MASC;SG;3	N;SG
अपराध	pidana	अपराध	pidana	N;NOM;MASC;SG;3	N
अपराध	kejahatan	अपराध	kejahatan	N;NOM;MASC;SG;3	N;SG
अपराध	kriminal	अपराध	kriminal	N;NOM;MASC;SG;3	N;SG
व्यक्तित्व	kepribadian	व्यक्तित्व	kepribadian	N;NOM;MASC;SG;3	N;SG
रॉक	batuan	रॉक	batuan	N;NOM;MASC;SG;3	N;SG
रॉक	batu	रॉक	batu	N;NOM;MASC;SG;3	N;SG
लंबी	lama	लंबा	lama	ADJ;NOM;FEM;SG	ADJ;SG
लंबी	panjang	लंबा	panjang	ADJ;NOM;FEM;SG	ADJ;SG
गेम	permainan	गेम	permainan	N;NOM;MASC;SG;3	N;SG
गेम	game	गेम	game	N;NOM;MASC;SG;3	N;SG
गेम	permainan	गेम	permainan	N;NOM;MASC;SG;3	N;SG
गेम	game	गेम	game	N;NOM;MASC;SG;3	N;SG
गेम	permainan	गेम	permainan	N;NOM;MASC;SG;3	N;SG
गेम	game	गेम	game	N;NOM;MASC;SG;3	N;SG
शास्त्र	shastra	शास्त्र	shastra	N;NOM;MASC;SG;3	N
संपत्ति	properti	संपत्ति	properti	N;NOM;FEM;SG;3	N;SG
संपत्ति	aset	संपत्ति	aset	N;NOM;FEM;SG;3	N;SG
भौतिकी	fisika	भौतिकी	fisika	N;NOM;FEM;SG;3	N;SG
फ़िल्में	bioskop	फ़िल्म	bioskop	N;NOM;FEM;PL;3	N
सैनिक	tentara	सैनिक	tentara	N;NOM;MASC;SG;3	N;SG
सैनिक	prajurit	सैनिक	prajurit	N;NOM;MASC;SG;3	N;SG
सैनिक	serdadu	सैनिक	serdadu	N;NOM;MASC;SG;3	N;SG
सैनिक	kemiliteran	सैनिक	kemiliteran	N;NOM;MASC;SG;3	N;SG
डेटा	data	डेटा	data	N;NOM;MASC;SG;3	N;SG
दूध	susu	दूध	susu	N;NOM;MASC;SG;3	N;SG
दूध	susunya	दूध	susu	N;NOM;MASC;SG;3	N;SG
विद्वानों	sarjana	विद्वान	sarjana	N;ACC;MASC;PL;3	N
मानना	percaya	मान	percaya	V;NFIN;ACT	V;SG;ACT
उपस्थिति	kehadiran	उपस्थिति	kehadiran	N;NOM;FEM;SG;3	N;SG
उपस्थिति	kehadirannya	उपस्थिति	kehadiran	N;NOM;FEM;SG;3	N;SG
उपस्थिति	kehadiran	उपस्थिति	kehadiran	N;NOM;FEM;SG;3	N;SG
होटल	hotel	होटल	hotel	N;NOM;MASC;SG;3	N;SG
होटल	hotel	होटल	hotel	N;NOM;MASC;SG;3	N;SG
उच्चारण	pengucapan	उच्चारण	penucapan	N;NOM;MASC;SG;3	N;SG
साहित्यिक	sastra	साहित्यिक	sastra	N;NOM;MASC;SG;3	N
वृक्ष	pohon	वृक्ष	pohon	N;NOM;MASC;SG;3	N;SG
वृक्ष	pepohonan	वृक्ष	pepohonan	N;NOM;MASC;SG;3	N;SG
वृक्ष	pohon	वृक्ष	pohon	N;NOM;MASC;SG;3	N;SG
निवेश	investasi	निवेश	investasi	N;NOM;MASC;SG;3	N;SG
निवेश	investor	निवेश	investor	N;NOM;MASC;SG;3	N;SG
निवेश	investasi	निवेश	investasi	N;NOM;MASC;SG;3	N;SG
निवेश	investasi	निवेश	investasi	N;NOM;MASC;SG;3	N;SG
दार्शनिक	filsuf	दार्शनिक	filsuf	N;NOM;MASC;SG;3	N
पुराण	purana	पुराण	purana	N;NOM;MASC;SG;3	N
सौ	seratus	सौ	seratus	NUM	NUM
सौ	ratus	सौ	ratus	NUM	NUM
आंतरिक	internal	आंतरिक	internal	ADJ;NOM	ADJ;SG
मित्र	teman	मित्र	teman	N;NOM;MASC;SG;3	N;SG
