この	aquesta	この	aquest	DET	DET;FEM;SG
タイプ	tipus	タイプ	tipus	N	N;MASC
議会	parlament	議会	parlament	N	N;MASC;SG
延長	estén	延長	estar	V	V;IND;SG;3;PRS;FIN
条件	criteris	条件	criteri	N	N;MASC;PL
条件	condició	条件	condició	N	N;FEM;SG
競走	cursa	競走	cursa	N	N;FEM;SG
競走	racing	競走	racing	N	N;MASC;SG
デジタル	digital	デジタル	digital	ADJ	ADJ;SG
ポジション	posició	ポジション	posició	N	N;FEM;SG
ポジション	posicions	ポジション	posició	N	N;FEM;PL
ソング	cançons	ソング	cançó	N	N;FEM;PL
ソング	songs	ソング	songs	N	N;SG
ソング	cançó	ソング	cançó	N	N;FEM;SG
履歴	història	履歴	història	N	N;FEM;SG
方向	indicacions	方向	indicació	N	N;FEM;PL
方向	direccions	方向	direcció	N	N;FEM;PL
方向	direcció	方向	direcció	N	N;FEM;SG
方向	orientació	方向	orientació	N	N;FEM;SG
法律	llei	法律	llei	N	N;FEM;SG
法律	lleis	法律	llei	N	N;FEM;PL
提案	suggereix	提案	suggerir	V	V;IND;SG;3;PRS;FIN
提案	suggerir	提案	suggerir	V	V;NFIN
効果	efecte	効果	efecte	N	N;MASC;SG
効果	efectes	効果	efecte	N	N;MASC;PL
ミュージック	música	ミュージック	música	N	N;FEM;SG
ヶ月	mesos	ヶ月	mes	N	N;MASC;PL
職業	treball	職業	treball	N	N;MASC;SG
職業	feina	職業	feina	N	N;FEM;SG
職業	ocupacions	職業	ocupació	N	N;FEM;PL
職業	professió	職業	professió	N	N;FEM;SG
職業	professions	職業	professió	N	N;FEM;PL
職業	ocupació	職業	ocupació	N	N;FEM;SG
製品	producte	製品	producte	N	N;MASC;SG
製品	productes	製品	producte	N	N;MASC;PL
速度	velocitat	速度	velocitat	N	N;FEM;SG
速度	velocitat	速度	velocitat	N	N;FEM;SG
電子	electró	電子	electró	N	N;MASC;SG
電子	electrons	電子	electró	N	N;MASC;PL
徒歩	passeig	徒歩	passeig	N	N;MASC;SG
更新	refresca	更新	refresca	V	V;IND;SG;3;PRS;FIN
仕事	treball	仕事	treball	N	N;MASC;SG
仕事	feina	仕事	feina	N	N;FEM;SG
仕事	treball	仕事	treball	N	N;MASC;SG
連盟	confederació	連盟	confederació	N	N;FEM;SG
政策	pòlissa	政策	pòlissa	N	N;FEM;SG
政治家	polítics	政治家	polític	N	N;MASC;PL
メディア	mitjans	メディア	mitjà	N	N;MASC;PL
図書館	biblioteques	図書館	biblioteca	N	N;FEM;PL
図書館	biblioteca	図書館	biblioteca	N	N;FEM;SG
艦隊	flota	艦隊	flota	N	N;FEM;SG
艦隊	flotes	艦隊	flota	N	N;FEM;PL
強い	forts	強い	fort	ADJ	ADJ;MASC;PL
強い	forta	強い	fort	ADJ	ADJ;FEM;SG
強い	fort	強い	fort	ADJ	ADJ;MASC;SG
バージョン	versió	バージョン	versió	N	N;FEM;SG
バージョン	versions	バージョン	versió	N	N;FEM;PL
ポイント	punts	ポイント	punt	N	N;MASC;PL
ポイント	punt	ポイント	punt	N	N;MASC;SG
旅客	passatger	旅客	passatger	N	N;MASC;SG
方針	pòlissa	方針	pòlissa	N	N;FEM;SG
タイム	temps	タイム	temps	N	N;MASC
基準	estàndards	基準	estàndard	N	N;MASC;PL
基準	criteris	基準	criteri	N	N;MASC;PL
接続	connecta	接続	connectar	V	V;IND;SG;3;PRS;FIN
勝ち	guanyar	勝つ	guanyar	V	V;NFIN
障害	discapacitat	障害	discapacitat	N	N;FEM;SG
障害	invalidesa	障害	invalidesa	N	N;FEM;SG
ホテル	hotel	ホテル	hotel	N	N;MASC;SG
ホテル	hosteleria	ホテル	hosteleria	N	N;FEM;SG
ホテル	hotels	ホテル	hotel	N	N;MASC;PL
仕様	especificacions	仕様	especificació	N	N;FEM;PL
仕様	especificació	仕様	especificació	N	N;FEM;SG
仕様	especialitzacions	仕様	especialització	N	N;FEM;PL
ビデオ	vídeo	ビデオ	vídeo	N	N;MASC;SG
ビデオ	video	ビデオ	video	N	N;MASC;SG
分割	divideix	分割	dividir	V	V;IND;SG;3;PRS;FIN
殺人	homicidi	殺人	homicidi	N	N;MASC;SG
スタイル	estils	スタイル	estil	N	N;MASC;PL
スタイル	estil	スタイル	estil	N	N;MASC;SG
リング	anells	リング	anell	N	N;MASC;PL
リング	anelles	リング	anella	N	N;FEM;PL
宣言	declarar	宣言	declarar	V	V;NFIN
宣言	declari	宣言	declarar	V	V;SBJV;SG;3;PRS;FIN
キング	rei	キング	rei	N	N;MASC;SG
ハイ	high	ハイ	high	N	N;SG
ベル	campana	ベル	campana	N	N;FEM;SG
提出	presentin	提出	presentar	V	V;SBJV;PL;3;PRS;FIN
地震	terratrèmol	地震	terratrèmol	N	N;MASC;SG
地震	terratrèmols	地震	terratrèmol	N	N;MASC;PL
博物館	museus	博物館	museu	N	N;MASC;PL
博物館	museum	博物館	museum	N	N;MASC;SG
博物館	museu	博物館	museu	N	N;MASC;SG
週間	setmana	週間	setmana	N	N;FEM;SG
週間	setmanes	週間	setmana	N	N;FEM;PL
機構	mecanisme	機構	mecanisme	N	N;MASC;SG
定義	definir	定義	definir	V	V;NFIN
定義	defineix	定義	definir	V	V;IND;SG;3;PRS;FIN
天皇	emperador	天皇	emperador	N	N;MASC;SG
学部	facultats	学部	facultat	N	N;FEM;PL
学部	facultat	学部	facultat	N	N;FEM;SG
直接	directament	直接	directament	ADV	ADV
投手	llançador	投手	llançador	N	N;MASC;SG
性格	caràcter	性格	caràcter	N	N;MASC;SG
性格	personatge	性格	personatge	N	N;MASC;SG
性格	personalitat	性格	personalitat	N	N;FEM;SG
ユニット	dependències	ユニット	dependència	N	N;FEM;PL
ユニット	unitats	ユニット	unitat	N	N;FEM;PL
ユニット	unitat	ユニット	unitat	N	N;FEM;SG
ピアノ	piano	ピアノ	piano	N	N;MASC;SG
良い	bones	良い	bo	ADJ	ADJ;FEM;PL
良い	bona	良い	bo	ADJ	ADJ;FEM;SG
レベル	nivells	レベル	nivell	N	N;MASC;PL
レベル	nivell	レベル	nivell	N	N;MASC;SG
政権	règim	政権	règim	N	N;MASC;SG
見る	visualitza	見る	visualitzar	V	V;IND;SG;3;PRS;FIN
空間	espai	空間	espai	N	N;MASC;SG
新人	rookies	新人	rookia	N	N;MASC;PL
同	idèntiques	同	idèntic	ADJ	ADJ;FEM;PL
同	idèntic	同	idèntic	ADJ	ADJ;MASC;SG
ヒット	encertar	ヒット	encertar	V	V;NFIN
改造	alteració	改造	alteració	N	N;FEM;SG
ガス	gas	ガス	gas	N	N;MASC;SG
作業	treball	作業	treball	N	N;MASC;SG
貨物	mercaderies	貨物	mercaderia	N	N;FEM;PL
貨物	béns	貨物	bé	N	N;MASC;PL
貨物	mercaderies	貨物	mercaderia	N	N;FEM;PL
市場	mercat	市場	mercat	N	N;MASC;SG
経度	longitud	経度	longitud	N	N;FEM;SG
サイズ	talles	サイズ	talla	N	N;FEM;PL
サイズ	mides	サイズ	mida	N	N;FEM;PL
サイズ	dimensions	サイズ	dimensió	N	N;FEM;PL
サイズ	mida	サイズ	mida	N	N;FEM;SG
翻訳	tradueix	翻訳	traduir	V	V;IND;SG;3;PRS;FIN
翻訳	traduir	翻訳	traduir	V	V;NFIN
そこ	hi	そこ	hi	PRO	PRO;3
被害	danys	被害	dany	N	N;MASC;PL
商品	mercaderies	商品	mercaderia	N	N;FEM;PL
商品	béns	商品	bé	N	N;MASC;PL
商品	productes	商品	producte	N	N;MASC;PL
商品	mercaderia	商品	mercaderia	N	N;FEM;SG
商品	mercaderia	商品	mercaderia	N	N;FEM;SG
詳細	detalls	詳細	detall	N	N;MASC;PL
備考	notes	備考	nota	N	N;FEM;PL
単位	dependències	単位	dependència	N	N;FEM;PL
単位	unitats	単位	unitat	N	N;FEM;PL
単位	unitat	単位	unitat	N	N;FEM;SG
機械	màquina	機械	màquina	N	N;FEM;SG
機械	maquinària	機械	maquinària	N	N;FEM;SG
機械	màquines	機械	màquina	N	N;FEM;PL
革命	revolució	革命	revolució	N	N;FEM;SG
軌道	òrbita	軌道	òrbita	N	N;FEM;SG
農業	agricultura	農業	agricultura	N	N;FEM;SG
農業	agricultura	農業	agricultura	N	N;FEM;SG
土曜	dissabtes	土曜	dissabtes	N	N
理論	teoria	理論	teoria	N	N;FEM;SG
理論	teories	理論	teoria	N	N;FEM;PL
生物	organisme	生物	organisme	N	N;MASC;SG
理解	entenent	理解	entendre	V	V;V.MSDR
戦士	warrior	戦士	warrior	N	N;MASC;SG
戦士	guerrer	戦士	guerrer	N	N;MASC;SG
戦士	warriors	戦士	warriors	N	N;PL
戦士	guerrers	戦士	guerrer	N	N;MASC;PL
ジャンル	gènere	ジャンル	gènere	N	N;MASC;SG
ジャンル	gèneres	ジャンル	gènere	N	N;MASC;PL
実験	experiments	実験	experiment	N	N;MASC;PL
実験	experiment	実験	experiment	N	N;MASC;SG
出力	sortida	出力	sortida	N	N;FEM;SG
出力	sortides	出力	sortida	N	N;FEM;PL
師団	divisió	師団	divisió	N	N;FEM;SG
主催	acollir	主催	acollir	V	V;NFIN
統一	unificació	統一	unificació	N	N;FEM;SG
料理	cuinar	料理	cuinar	V	V;NFIN
首都	capital	首都	capital	N	N;MASC;SG
破壊	destruir	破壊	destruir	V	V;NFIN
スタジアム	estadi	スタジアム	estadi	N	N;MASC;SG
スタジアム	stadium	スタジアム	stadium	N	N;MASC;SG
停止	atura	停止	aturar	V	V;IND;SG;3;PRS;FIN
停止	aturi	停止	aturar	V	V;SBJV;SG;3;PRS;FIN
土地	terres	土地	terra	N	N;FEM;PL
兄弟	germà	兄弟	germà	N	N;MASC;SG
兄弟	germans	兄弟	germà	N	N;MASC;PL
イメージ	imatges	イメージ	imatge	N	N;FEM;PL
イメージ	imatge	イメージ	imatge	N	N;FEM;SG
カラー	color	カラー	color	N	N;MASC;SG
カラー	colors	カラー	color	N	N;MASC;PL
カラー	color	カラー	color	N	N;MASC;SG
カラー	colors	カラー	color	N	N;MASC;PL
チャンネル	canals	チャンネル	canal	N	N;MASC;PL
チャンネル	canal	チャンネル	canal	N	N;MASC;SG
セット	conjunt	セット	conjunt	N	N;MASC;SG
動物	animals	動物	animal	N	N;PL
動物	animal	動物	animal	N	N;SG
住民	habitants	住民	habitant	N	N;PL
住民	residents	住民	resident	N	N;PL
資本	capital	資本	capital	N	N;MASC;SG
テンプレート	plantilles	テンプレート	plantilla	N	N;FEM;PL
テンプレート	plantilla	テンプレート	plantilla	N	N;FEM;SG
あなた	tu	あなた	tu	PRO	PRO;SG;1
あなた	vostè	あなた	tu	PRO	PRO;SG;2;FORM
選択	escolliu	選択	escolliu	V	V;SBJV;SG;3;PRS;FIN
選択	escollir	選択	escollir	V	V;NFIN
選択	escull	選択	escollir	V	V;IND;SG;3;PRS;FIN
選択	seleccioneu	選択	seleccioneu	V	V;IND;SG;1;PRS;FIN
選択	selecciona	選択	seleccionar	V	V;IND;SG;3;PRS;FIN
購入	compra	購入	comprar	V	V;IND;SG;3;PRS;FIN
購入	compra	購入	comprar	V	V;IND;SG;3;PRS;FIN
購入	comprar	購入	comprar	V	V;NFIN
ライ	sègol	ライ	sègol	N	N;MASC;SG
タレント	talents	タレント	talent	N	N;MASC;PL
タレント	talent	タレント	talent	N	N;MASC;SG
階級	files	階級	fila	N	N;FEM;PL
階級	classe	階級	classe	N	N;FEM;SG
市長	alcalde	市長	alcalde	N	N;MASC;SG
コーチ	autocars	コーチ	autocar	N	N;MASC;PL
コーチ	entrenadors	コーチ	entrenador	N	N;MASC;PL
コーチ	autocar	コーチ	autocar	N	N;MASC;SG
コーチ	entrenador	コーチ	entrenador	N	N;MASC;SG
建物	edifici	建物	edifici	N	N;MASC;SG
建物	edificació	建物	edificació	N	N;FEM;SG
建物	edificacions	建物	edificació	N	N;FEM;PL
建物	edificis	建物	edifici	N	N;MASC;PL
ジュニア	subalterns	ジュニア	subaltern	N	N;MASC;PL
候補	candidata	候補	candidata	N	N;FEM;SG
候補	candidat	候補	candidat	N	N;MASC;SG
モード	modalitat	モード	modalitat	N	N;FEM;SG
モード	mode	モード	mode	N	N;MASC;SG
皇帝	emperador	皇帝	emperador	N	N;MASC;SG
皇帝	emperadors	皇帝	emperador	N	N;MASC;PL
集団	grup	集団	grup	N	N;MASC;SG
魔法	màgia	魔法	màgia	N	N;FEM;SG
修正	arregla	修正	arreglar	V	V;IND;SG;3;PRS;FIN
地下鉄	metro	地下鉄	metro	N	N;MASC;SG
地下鉄	metro	地下鉄	metro	N	N;MASC;SG
ブログ	blog	ブログ	blog	N	N;MASC;SG
ブログ	bloc	ブログ	bloc	N	N;MASC;SG
ブログ	blogs	ブログ	blog	N	N;MASC;PL
部屋	sala	部屋	sala	N	N;FEM;SG
部屋	habitació	部屋	habitació	N	N;FEM;SG
部屋	habitacions	部屋	habitació	N	N;FEM;PL
部屋	sales	部屋	sala	N	N;FEM;PL
既に	ja	既に	ja	ADV	ADV
トラック	pista	トラック	pista	N	N;FEM;SG
トラック	peça	トラック	peça	N	N;SG
トラック	vies	トラック	via	N	N;FEM;PL
トラック	peces	トラック	peça	N	N;PL
トラック	pistes	トラック	pista	N	N;FEM;PL
トラック	camió	トラック	camió	N	N;MASC;SG
トラック	camions	トラック	camió	N	N;MASC;PL
美術館	museus	美術館	museu	N	N;MASC;PL
美術館	museum	美術館	museum	N	N;MASC;SG
美術館	museu	美術館	museu	N	N;MASC;SG
合計	sumatori	合計	sumatori	N	N;MASC;SG
合計	sumes	合計	suma	N	N;FEM;PL
エンディング	concertació	エンディング	concertació	N	N;FEM;SG
エンディング	conclusió	エンディング	conclusió	N	N;FEM;SG
ユーザー	usuari	ユーザー	usuari	N	N;MASC;SG
ユーザー	usuaris	ユーザー	usuari	N	N;MASC;PL
父親	pare	父親	pare	N	N;MASC;SG
植物	plantes	植物	planta	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
ショー	espectacle	ショー	espectacle	N	N;MASC;SG
コミック	còmics	コミック	còmic	N	N;MASC;PL
エネルギー	energies	エネルギー	energia	N	N;FEM;PL
エネルギー	energia	エネルギー	energia	N	N;FEM;SG
ルール	regles	ルール	regla	N	N;FEM;PL
ルール	normes	ルール	norma	N	N;FEM;PL
ルール	regla	ルール	regla	N	N;FEM;SG
移行	migrar	移行	migrar	V	V;NFIN
まだ	encara	まだ	encara	ADV	ADV
ランキング	rànquing	ランキング	rànquing	N	N;MASC;SG
ランキング	rànquing	ランキング	rànquing	N	N;MASC;SG
年齢	edat	年齢	edat	N	N;FEM;SG
年齢	edats	年齢	edat	N	N;FEM;PL
エリア	àmbit	エリア	àmbit	N	N;MASC;SG
エリア	àrea	エリア	àrea	N	N;FEM;SG
形態	morfologia	形態	morfologia	N	N;FEM;SG
形態	formularis	形態	formulari	N	N;MASC;PL
形態	formes	形態	forma	N	N;FEM;PL
シン	pecat	シン	pecat	N	N;MASC;SG
作曲家	compositor	作曲家	compositor	N	N;MASC;SG
精神	esperit	精神	esperit	N	N;MASC;SG
スタート	comença	スタート	començar	V	V;IND;SG;3;PRS;FIN
範囲	àmbit	範囲	àmbit	N	N;MASC;SG
範囲	abast	範囲	abast	N	N;MASC;SG
自治体	municipis	自治体	municipi	N	N;MASC;PL
自治体	ajuntaments	自治体	ajuntament	N	N;MASC;PL
宣伝	promoguin	宣伝	promoure	V	V;SBJV;PL;3;PRS;FIN
哲学	filosofia	哲学	filosofia	N	N;FEM;SG
財団	fonament	財団	fonament	N	N;MASC;SG
財団	fundació	財団	fundació	N	N;FEM;SG
教師	mestra	教師	mestra	N	N;FEM;SG
教師	mestres	教師	mestre	N	N;MASC;PL
教師	professors	教師	professor	N	N;MASC;PL
教師	docents	教師	docent	N	N;PL
教師	professorat	教師	professorat	N	N;MASC;SG
宗教	religió	宗教	religió	N	N;FEM;SG
武器	armes	武器	arma	N	N;FEM;PL
住宅	habitatge	住宅	habitatge	N	N;MASC;SG
緊急	urgent	緊急	urgent	ADJ	ADJ;SG
連隊	regiment	連隊	regiment	N	N;MASC;SG
連隊	regiments	連隊	regiment	N	N;MASC;PL
ストーリー	història	ストーリー	història	N	N;FEM;SG
ストーリー	històries	ストーリー	història	N	N;FEM;PL
ストーリー	relats	ストーリー	relat	N	N;MASC;PL
ストーリー	narrativa	ストーリー	narrativa	N	N;FEM;SG
ストーリー	narració	ストーリー	narració	N	N;FEM;SG
保険	assegurança	保険	assegurança	N	N;FEM;SG
保険	assegurances	保険	assegurança	N	N;FEM;PL
制限	restringeix	制限	restringir	V	V;IND;SG;3;PRS;FIN
キー	claus	キー	clau	N	N;FEM;PL
キー	tecles	キー	tecla	N	N;FEM;PL
責任	responsabilitat	責任	responsabilitat	N	N;FEM;SG
責任	responsabilitat	責任	responsabilitat	N	N;FEM;SG
児童	nen	児童	nen	N	N;MASC;SG
ボール	pilotes	ボール	pilota	N	N;FEM;PL
ボール	boles	ボール	bola	N	N;FEM;PL
電力	electricitat	電力	electricitat	N	N;FEM;SG
医学	medicament	医学	medicament	N	N;MASC;SG
医学	medicina	医学	medicina	N	N;FEM;SG
サー	senyor	サー	senyor	N	N;MASC;SG
自己	self	自己	self	N	N;MASC;SG
シーン	escena	シーン	escena	N	N;FEM;SG
シーン	escenes	シーン	escena	N	N;FEM;PL
憲法	constitució	憲法	constitució	N	N;FEM;SG
支店	subdivisió	支店	subdivisió	N	N;FEM;SG
管理	administrador	管理	administrador	N	N;MASC;SG
管理	administrador	管理	administrador	N	N;MASC;SG
管理	administradors	管理	administrador	N	N;MASC;PL
略称	abreviació	略称	abreviació	N	N;FEM;SG
オープニング	obertura	オープニング	obertura	N	N;FEM;SG
カバー	portada	カバー	portada	N	N;FEM;SG
カバー	caràtula	カバー	caràtula	N	N;FEM;SG
コンピュータ	ordinador	コンピュータ	ordinador	N	N;MASC;SG
コンピュータ	ordinadors	コンピュータ	ordinador	N	N;MASC;PL
長い	llarga	長い	llarg	ADJ	ADJ;FEM;SG
長い	llarg	長い	llarg	ADJ	ADJ;MASC;SG
統計	estadística	統計	estadística	N	N;FEM;SG
統計	estadístiques	統計	estadística	N	N;FEM;PL
強化	reforçar	強化	reforçar	V	V;NFIN
強化	enfortir	強化	enfortir	V	V;NFIN
パン	pa	パン	pa	N	N;MASC;SG
インターネット	internet	インターネット	internet	N	N;SG
パーク	parc	パーク	parc	N	N;MASC;SG
思想	pensador	思想	pensador	N	N;MASC;SG
先生	sensei	先生	sensei	N	N;MASC;SG
先生	mestra	先生	mestra	N	N;FEM;SG
先生	metge	先生	metge	N	N;MASC;SG
先生	doctor	先生	doctor	N	N;MASC;SG
ハウス	casa	ハウス	casa	N	N;FEM;SG
会員	membre	会員	membre	N	N;MASC;SG
会員	afiliació	会員	afiliació	N	N;FEM;SG
会員	adhesió	会員	adhesió	N	N;FEM;SG
トンネル	túnel	トンネル	túnel	N	N;MASC;SG
トンネル	túnels	トンネル	túnel	N	N;MASC;PL
チャート	diagrames	チャート	diagrama	N	N;MASC;PL
竣工	finalització	竣工	finalització	N	N;FEM;SG
竣工	compleció	竣工	compleció	N	N;FEM;SG
戦車	tanc	戦車	tanc	N	N;MASC;SG
戦車	tancs	戦車	tanc	N	N;MASC;PL
スキー	esquí	スキー	esquí	N	N;MASC;SG
愛称	sobrenom	愛称	sobrenom	N	N;MASC;SG
愛称	sobrenoms	愛称	sobrenom	N	N;MASC;PL
再	currículum	再	currículum	N	N;MASC;SG
機器	dispositiu	機器	dispositiu	N	N;MASC;SG
機器	equipaments	機器	equipament	N	N;MASC;PL
機器	equipament	機器	equipament	N	N;MASC;SG
機器	dispositius	機器	dispositiu	N	N;MASC;PL
プロダクション	producció	プロダクション	producció	N	N;FEM;SG
プログラム	programa	プログラム	programa	N	N;MASC;SG
プログラム	programa	プログラム	programa	N	N;MASC;SG
プログラム	programes	プログラム	programa	N	N;MASC;PL
アカデミー	academia	アカデミー	academia	N	N;FEM;SG
アカデミー	acadèmia	アカデミー	acadèmia	N	N;FEM;SG
アカデミー	acadèmies	アカデミー	acadèmia	N	N;FEM;PL
司会	moderador	司会	moderador	N	N;MASC;SG
司会	presentador	司会	presentador	N	N;MASC;SG
二	dos	二	dos	NUM	NUM;MASC;PL
二	dues	二	dos	NUM	NUM;FEM;PL
改善	milloren	改善	millorar	V	V;IND;PL;3;PRS;FIN
改善	millorar	改善	millorar	V	V;NFIN
改善	millora	改善	millorar	V	V;IND;SG;3;PRS;FIN
文書	document	文書	document	N	N;MASC;SG
文書	documents	文書	document	N	N;MASC;PL
世代	generació	世代	generació	N	N;FEM;SG
世代	generacions	世代	generació	N	N;FEM;PL
ネットワーク	xarxa	ネットワーク	xarxa	N	N;FEM;SG
ネットワーク	xarxes	ネットワーク	xarxa	N	N;FEM;PL
審査	revisió	審査	revisió	N	N;FEM;SG
プレイヤー	reproductor	プレイヤー	reproductor	N	N;MASC;SG
プレイヤー	jugador	プレイヤー	jugador	N	N;MASC;SG
プレイヤー	jugadors	プレイヤー	jugador	N	N;MASC;PL
河川	riu	河川	riu	N	N;MASC;SG
河川	rius	河川	riu	N	N;MASC;PL
クイズ	qüestionari	クイズ	qüestionari	N	N;MASC;SG
巨大	enorme	巨大	enorme	ADJ	ADJ;SG
巨大	gegant	巨大	gegant	ADJ	ADJ;SG
伝統	tradició	伝統	tradició	N	N;FEM;SG
伝統	tradicions	伝統	tradició	N	N;FEM;PL
区分	categoria	区分	categoria	N	N;FEM;SG
後継	successors	後継	successor	N	N;MASC;PL
比較	compara	比較	comparar	V	V;IND;SG;3;PRS;FIN
比較	comparar	比較	comparar	V	V;NFIN
貴族	noblesa	貴族	noblesa	N	N;FEM;SG
向上	milloren	向上	millorar	V	V;IND;PL;3;PRS;FIN
向上	millorar	向上	millorar	V	V;NFIN
バトル	batalla	バトル	batalla	N	N;FEM;SG
日曜	diumenges	日曜	diumenges	N	N
ダンス	dansa	ダンス	dansa	N	N;FEM;SG
資格	titulacions	資格	titulació	N	N;FEM;PL
資格	titulació	資格	titulació	N	N;FEM;SG
実現	adonar	実現	adonar-se	V	V;NFIN
ミサイル	míssils	ミサイル	míssil	N	N;MASC;PL
平和	pacífica	平和	pacífic	ADJ	ADJ;FEM;SG
集合	conjunt	集合	conjunt	N	N;MASC;SG
コンサート	concert	コンサート	concert	N	N;MASC;SG
コンサート	concerts	コンサート	concert	N	N;MASC;PL
回転	gira	回転	girar	V	V;IND;SG;3;PRS;FIN
ロボット	robot	ロボット	robot	N	N;MASC;SG
ロボット	robots	ロボット	robot	N	N;MASC;PL
歩兵	infanteria	歩兵	infanteria	N	N;FEM;SG
小惑星	asteroides	小惑星	asteroit	N	N;MASC;PL
小惑星	asteroide	小惑星	asteroide	N	N;MASC;SG
用語	termini	用語	termini	N	N;MASC;SG
用語	termes	用語	terme	N	N;MASC;PL
用語	condicions	用語	condició	N	N;FEM;PL
用語	terminologia	用語	terminologia	N	N;FEM;SG
前身	predecessors	前身	predecessor	N	N;MASC;PL
姉妹	germanes	姉妹	germana	N	N;FEM;PL
姉妹	germana	姉妹	germana	N	N;FEM;SG
小さな	petita	小さな	petit	ADJ	ADJ;FEM;SG
小さな	petites	小さな	petit	ADJ	ADJ;FEM;PL
秘密	secret	秘密	secret		
一致	coincideix	一致	coincidir	V	V;IND;SG;3;PRS;FIN
適用	aplica	適用	aplicar	V	V;IND;SG;3;PRS;FIN
イオン	ions	イオン	ions	N	N;MASC;PL
フィールド	àmbit	フィールド	àmbit	N	N;MASC;SG
フィールド	camp	フィールド	camp	N	N;MASC;SG
フィールド	camps	フィールド	camp	N	N;MASC;PL
キロ	kilòmetres	キロ	kilòmetre	N	N;MASC;PL
キロ	quilo	キロ	quilo	N	N;MASC;SG
論文	tesi	論文	tesi	N	N;FEM;SG
論文	tesis	論文	tesi	N	N;FEM;PL
福祉	benestar	福祉	benestar	N	N;MASC;SG
属する	pertanyen	属する	pertànyer	V	V;IND;PL;3;PRS;FIN
レポート	informe	レポート	informe	N	N;MASC;SG
レポート	informes	レポート	informe	N	N;MASC;PL
要素	elements	要素	element	N	N;MASC;PL
要素	element	要素	element	N	N;MASC;SG
市町村	municipis	市町村	municipi	N	N;MASC;PL
市町村	ajuntaments	市町村	ajuntament	N	N;MASC;PL
市町村	municipi	市町村	municipi	N	N;MASC;SG
平日	feiners	平日	feiner	N	N;MASC;PL
ブラ	sostenidor	ブラ	sostenidor	N	N;MASC;SG
違反	ofendre	違反	ofendre	V	V;NFIN
性能	actuació	性能	actuació	N	N;FEM;SG
性能	rendiment	性能	rendiment	N	N;MASC;SG
カメラ	càmeres	カメラ	càmera	N	N;PL
役割	rols	役割	rol	N	N;MASC;PL
十分	suficient	十分	suficient	ADJ	ADJ;SG
講師	instructors	講師	instructor	N	N;MASC;PL
読み	llegir	読む	llegir	V	V;NFIN
コレクション	cobraments	コレクション	cobrament	N	N;MASC;PL
犯罪	crim	犯罪	crim	N	N;MASC;SG
大陸	continent	大陸	continent	N	N;MASC;SG
大陸	continents	大陸	continent	N	N;MASC;PL
画面	pantalla	画面	pantalla	N	N;FEM;SG
医師	metge	医師	metge	N	N;MASC;SG
医師	doctors	医師	doctor	N	N;MASC;PL
医師	metges	医師	metge	N	N;MASC;PL
医師	metge	医師	metge	N	N;MASC;SG
医師	doctor	医師	doctor	N	N;MASC;SG
国会	parlament	国会	parlament	N	N;MASC;SG
国会	dieta	国会	dieta	N	N;FEM;SG
インタビュー	entrevista	インタビュー	entrevista	N	N;FEM;SG
インタビュー	entrevistes	インタビュー	entrevista	N	N;FEM;PL
マガジン	revista	マガジン	revista	N	N;FEM;SG
生命	vida	生命	vida	N	N;FEM;SG
コミュニティ	comunitats	コミュニティ	comunitat	N	N;FEM;PL
コミュニティ	comunitat	コミュニティ	comunitat	N	N;FEM;SG
弁護士	advocats	弁護士	advocat	N	N;MASC;PL
弁護士	advocat	弁護士	advocat	N	N;MASC;SG
危険	perillós	危険	perillós	ADJ	ADJ;MASC;SG
危険	perillosos	危険	perillós	ADJ	ADJ;MASC;PL
健康	saludables	健康	saludable	ADJ	ADJ;PL
健康	sanes	健康	sane	ADJ	ADJ;FEM;PL
健康	saludable	健康	saludable	ADJ	ADJ;SG
わか	waka	わか	waka		
価格	preus	価格	preu	N	N;MASC;PL
価格	preu	価格	preu	N	N;MASC;SG
アニメーション	animació	アニメーション	animació	N	N;FEM;SG
アニメーション	animacions	アニメーション	animació	N	N;FEM;PL
工学	enginyeria	工学	enginyeria	N	N;FEM;SG
母親	mares	母親	mara	N	N;FEM;PL
母親	mare	母親	mare	N	N;FEM;SG
ドア	portes	ドア	porta	N	N;FEM;PL
数学	matemàtiques	数学	matemàtica	N	N;FEM;PL
数学	matemàtica	数学	matemàtic	N	N;FEM;SG
数学	matemàtica	数学	matemàtic	N	N;FEM;SG
信号	senyals	信号	senyal	N	N;MASC;PL
信号	senyal	信号	senyal	N	N;MASC;SG
あまり	lleugerament	あまり	lleugerament	ADV	ADV
ゴール	objectius	ゴール	objectiu	N	N;MASC;PL
ゴール	objectiu	ゴール	objectiu	N	N;MASC;SG
金融	finances	金融	finança	N	N;FEM;PL
ミス	senyoreta	ミス	senyoreta	N	N;FEM;SG
周囲	perímetre	周囲	perímetre	N	N;MASC;SG
動画	vídeo	動画	vídeo	N	N;MASC;SG
動画	video	動画	video	N	N;MASC;SG
動画	vídeos	動画	vídeo	N	N;MASC;PL
わら	palla	わら	palla		
広告	anuncis	広告	anunci	N	N;MASC;PL
広告	publicitat	広告	publicitat	N	N;FEM;SG
幕府	bakufu	幕府	bakufu	N	N;MASC;SG
実行	executa	実行	executar	V	V;IND;SG;3;PRS;FIN
始める	comença	始める	començar	V	V;IND;SG;3;PRS;FIN
チャンピオン	campió	チャンピオン	campió	N	N;MASC;SG
