kot	jako	kot	jako	CONJ	CONJ
predstavljajo	zastupovat	predstavljati	zastupovat	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;POS;NFIN
različice	varianty	različica	varianta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
različice	varianty	različica	varianta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
različice	variace	različica	variace	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
izvoljen	zvolen	izvoljen	zvolený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
izvoljen	zvolená	izvoljen	zvolený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
izvoljen	zvolený	izvoljen	zvolený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
bojevanje	válčení	bojevanje	válčení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
bojevanje	boj	bojevanje	boj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
nadzor	ovládání	nadzor	ovládání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
nadzor	kontrola	nadzor	kontrola	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nadzor	dohled	nadzor	dohled	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzor	dozor	nadzor	dozor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzor	sledování	nadzor	sledování	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
nadzor	dohled	nadzor	dohled	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzor	dozor	nadzor	dozor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nadzor	ovládání	nadzor	ovládání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
nadzor	kontroly	nadzor	kontrola	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
serije	řady	serija	řada	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pravo	právo	pravo	právo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
pravo	zákon	pravo	zákon	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
češka	česká	češka	český	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
češka	české	češka	český	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
češka	český	češka	český	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
češka	česko	češka	český	ADJ;NOM;FEM;SG	ADJ;POS
francosko	francouzské	francoski	francouzský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
francosko	francouzská	francoski	francouzský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
gibanja	trendy	gibanje	trend	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
gibanja	pohyby	gibanje	pohyb	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
gibanja	pohyby	gibanje	pohyb	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
španski	španělská	španski	španělský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
španski	španělské	španski	španělský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
hiše	rody	hiša	rod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
hiše	domy	hiša	dům	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
grško	řecký	grški	řecký	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
grško	řecká	grški	řecký	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
grško	řecké	grški	řecký	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
https	https	https	https	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
jezera	jezera	jezero	jezero	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
jezera	jezera	jezero	jezero	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
površina	oblast	površina	oblast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
površina	plocha	površina	plocha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
rezultat	skóre	rezultat	skóre	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
rezultat	výsledek	rezultat	výsledek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
stranke	zákazníci	stranka	zákazník	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
stranke	klienti	stranka	klient	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
stranke	večírky	stranka	večírka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stranke	strany	stranka	strana	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nekoč	jednou	nekoč	jednou	ADV	ADV
nekoč	kdysi	nekoč	kdysi	ADV	ADV
nekoč	jednou	nekoč	jednou	ADV	ADV
omenja	zmiňuje	omenjati	zmiňovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
sezono	sezónu	sezona	sezóna	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
možno	možné	možen	možný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
možno	možný	možen	možný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
odkrili	objevili	odkriti	objevit	V;PFV;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
odkrili	objevit	odkriti	objevit	V;PFV;MASC;PL;V.PTCP	V;PFV;POS;NFIN
učitelj	mistr	učitelj	mistr	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
učitelj	učitel	učitelj	učitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
učitelj	učitelka	učitelj	učitelka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
gore	hory	gora	hora	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ravni	úrovně	raven	úroveň	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pojav	jev	pojav	jev	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pojav	fenomén	pojav	fenomén	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pojav	vznik	pojav	vznik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pojav	výskyt	pojav	výskyt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
italijansko	italské	italijanski	italský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
italijansko	italská	italijanski	italský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
italijansko	italský	italijanski	italský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
mlajši	mladší	mlad	mladý	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
izredno	mimořádně	izredno	mimořádně	ADV	ADV;POS
izredno	nesmírně	izredno	smírně	ADV	ADV;NEG
izredno	nadmíru	izredno	nadmíru	ADV	ADV
izredno	extrémně	izredno	extrémně	ADV	ADV;POS
ameriške	americké	ameriški	americký	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
zlata	zlatý	zlat	zlatý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
zlata	zlatá	zlat	zlatý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
zlata	zlatá	zlat	zlatý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
zlata	zlatý	zlat	zlatý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
igralka	herečka	igralka	herečka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
cilj	cíl	cilj	cíl	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
cilj	účel	cilj	účel	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
cilj	cíl	cilj	cíl	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
cilj	gól	cilj	gól	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
club	klub	club	klub	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sodnik	soudce	sodnik	soudce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
sodnik	soudkyně	sodnik	soudkyně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
sodnik	rozhodčí	sodnik	rozhodčí	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
sodnik	rozhodčí	sodnik	rozhodčí	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
predloga	návrh	predlog	návrh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pisateljev	spisovatelů	pisatelj	spisovatel	N;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
stare	staré	star	starý	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
ceste	cesty	cesta	cesta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
rusko	ruské	ruski	ruský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
rusko	ruská	ruski	ruský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
rusko	ruský	ruski	ruský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
poljski	polský	poljski	polský	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
poljski	polská	poljski	polský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
okolje	prostředí	okolje	prostředí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
brigade	brigády	brigada	brigáda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
brigade	brigády	brigada	brigáda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
glas	hlas	glas	hlas	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
potrebe	potřeby	potreba	potřeba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
srednje	středně	srednje	středně	ADV	ADV;POS
knjigo	knihu	knjiga	kniha	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
nazadnje	naposledy	nazadnje	naposledy	ADV	ADV
nazadnje	naposled	nazadnje	naposled	ADV	ADV
uradni	oficiální	uraden	oficiální	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
uradni	úřední	uraden	úřední	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
smer	směr	smer	směr	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
smer	nadpis	smer	nadpis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
sliko	image	slika	image	N;ACC;FEM;SG	N;FEM;POS
evropska	evropská	evropski	evropský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
evropska	evropské	evropski	evropský	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
evropska	evropský	evropski	evropský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
frank	frank	franka	frank	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sovjetske	sovětské	sovjetski	sovětský	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
pogled	zobrazení	pogled	zobrazení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
pogled	výhled	pogled	výhled	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pogled	pohled	pogled	pohled	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
končno	konečně	končno	konečně	ADV	ADV;POS
končno	nakonec	končno	nakonec	ADV	ADV
podporo	podporu	podpora	podpora	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
povezana	připojen	povezan	připojený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
povezana	připojeno	povezan	připojený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
morje	moře	morje	moře	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
sestavljena	kompozitní	sestavljen	kompozitní	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;POS
polovici	poloviny	polovica	polovina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tomaž	tomaž	tomaž	tomaž	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
bog	bůh	bog	bůh	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zmagal	vyhrát	zmagati	vyhrát	V;PFV;MASC;SG;V.PTCP	V;POS;NFIN
zmagal	vyhrál	zmagati	vyhrát	V;PFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
zgrajen	postavená	zgrajen	postavený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
zgrajen	postaven	zgrajen	postavený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
zgrajen	postavené	zgrajen	postavený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
zgrajen	postaveno	zgrajen	postavený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
podoben	podobná	podoben	podobný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
podoben	podobný	podoben	podobný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
rastline	rostliny	rastlina	rostlina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kdaj	kdy	kdaj	kdy	ADV	ADV
osebnosti	osobnosti	osebnost	osobnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
osebnosti	osobnosti	osebnost	osobnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
razmerje	poměr	razmerje	poměr	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
razmerje	vztah	razmerje	vztah	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
trener	trenér	trener	trenér	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trener	kouč	trener	kouč	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trener	trenér	trener	trenér	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
html	html	htme	htmnout	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
tip	chlap	tip	chlap	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tip	borec	tip	borec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tip	druh	tip	druh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tip	typ	tip	typ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tip	type	tip	typ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
jasno	jasné	jasen	jasný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
jasno	jasný	jasen	jasný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
jasno	čistý	jasen	čistý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
moške	pánské	moški	pánský	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
predlog	návrh	predlog	návrh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
predlog	pohyb	predlog	pohyb	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
predlog	návrh	predlog	návrh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
predlog	návrh	predlog	návrh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
dolga	dlouhá	dolg	dlouhý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
dolga	dlouhý	dolg	dlouhý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
dolga	dlouhé	dolg	dlouhý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
direktor	režisér	direktor	režisér	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
direktor	režie	direktor	režie	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
direktor	ředitel	direktor	ředitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
direktor	ředitelka	direktor	ředitelka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
skupnost	společenství	skupnost	společenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
skupnost	komunita	skupnost	komunita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
skupnost	obec	skupnost	obec	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
rod	tyč	rod	tyč	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
rod	rod	rod	rod	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
rod	prut	rod	prut	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
uspeh	úspěšnost	uspeh	úspěšnost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
uspeh	úspěch	uspeh	úspěch	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
fakultete	fakulty	fakulteta	fakulta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
bela	bílá	bel	bílý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
bela	bílý	bel	bílý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
kanadski	kanadský	kanadski	kanadský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
kanadski	kanadská	kanadski	kanadský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
kanadski	kanadské	kanadski	kanadský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
pasu	pase	pas	pas	N;DAT;MASC;SG	N;DAT;FEM;SG;POS
stopnje	známky	stopnja	známka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stopnje	hladiny	stopnja	hladina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stopnje	sazby	stopnja	sazba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stopnje	etapy	stopnja	etapa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stopnje	stádia	stopnja	stádium	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
stopnje	stadia	stopnja	stadium	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
pogostost	frekvence	pogostost	frekvence	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogostost	četnost	pogostost	četnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogostost	frekvence	pogostost	frekvence	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pogostost	periodicita	pogostost	periodicita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dirke	dostihy	dirka	dostih	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
dirke	závody	dirka	závod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
dirke	rasy	dirka	rasa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
dirke	dostihy	dirka	dostih	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
dirke	závody	dirka	závod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
mesecev	měsíců	mesec	měsíc	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
mesecev	měsících	mesec	měsíc	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
opisuje	popisuje	opisovati	popisovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
narodov	národů	narod	národ	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
dvorana	hala	dvorana	hala	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dvorana	sál	dvorana	sál	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
stvari	věci	stvar	věc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
stvari	věci	stvar	věc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
levi	levá	lev	levý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
levi	levý	lev	levý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
njihovi	jejich	njihov	jeho	DET;NOM;MASC;PL;3	DET;3
njihovi	jejich	njihov	jeho	DET;NOM;MASC;PL;3	DET;3
nastanek	vznik	nastanek	vznik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nastanek	formace	nastanek	formace	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nastanek	tvorba	nastanek	tvorba	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nastanek	sestava	nastanek	sestava	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
listi	listy	list	list	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
listi	listy	list	list	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
listi	plechy	list	plech	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ljubezen	láska	ljubezen	láska	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zasluge	zásluhy	zasluga	zásluha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zasluge	úvěry	zasluga	úvěr	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
mir	peace	mir	peace	N;NOM;MASC;SG	N;MASC;SG;POS
mir	mír	mir	mír	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znane	známí	znan	známý	ADJ;NOM;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
moštva	týmy	moštvo	tým	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
končala	skončil	končati	skončit	V;PFV;FEM;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
prava	skutečný	pravi	skutečný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
prava	skutečná	pravi	skutečný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
prava	opravdový	pravi	opravdový	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
prava	reálné	pravi	reálný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
revija	zásobník	revija	zásobník	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
revija	časopis	revija	časopis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
revija	magazín	revija	magazín	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
točka	bod	točka	bod	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
zahteva	požádat	zahtevati	požádat	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
domov	doma	domov	doma	ADV	ADV
domov	domů	domov	domů	ADV	ADV
režiser	režisér	režiser	režisér	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
režiser	režie	režiser	režie	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
režiser	ředitel	režiser	ředitel	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
režiser	ředitelka	režiser	ředitelka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
minister	ministryně	minister	ministryně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
minister	ministr	minister	ministr	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
minister	sekretářka	minister	sekretářka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
minister	tajemník	minister	tajemník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
dejavnost	činnost	dejavnost	činnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dejavnost	aktivita	dejavnost	aktivita	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
arthur	artuš	arthur	artuš	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
osnovno	elementární	osnoven	elementární	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
osnovno	základní	osnoven	základní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
osnovno	základní	osnoven	základní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
odbor	výbor	odbor	výbor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
najvišji	nejvyšší	visok	vysoký	ADJ;NOM;DEF;RL;MASC;SG	ADJ;NOM;RL;MASC;SG;POS
orožje	zbraň	orožje	zbraň	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
politikov	politiků	politik	politik	N;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
otroci	děti	otrok	dítě	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
otroci	děcka	otrok	děcko	N;NOM;MASC;PL	N;NOM;NEUT;PL;POS
otroci	děti	otrok	dítě	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
mnogi	mnoho	mnog	mnoho	DET;NOM;MASC;PL	DET;NOM
zgodovinski	historický	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zgodovinski	historické	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
zgodovinski	historická	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
zgodovinski	historický	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zgodovinski	historické	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
zgodovinski	historická	zgodovinski	historický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
romana	román	roman	román	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
romana	romane	roman	romane	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
romana	říman	roman	říman	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
boj	boj	boj	boj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
boj	boj	boj	boj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zadeve	záležitosti	zadeva	záležitost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zadeve	záležitosti	zadeva	záležitost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kulturno	kulturní	kulturen	kulturní	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
pokrajina	provincie	pokrajina	provincie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pokrajina	krajiny	pokrajina	krajina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pokrajina	krajina	pokrajina	krajina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
simbol	symbol	simbol	symbol	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
don	done	don	don	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
don	don	don	don	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
drugače	jinak	drugače	jinak	ADV	ADV
prebivalstvo	obyvatelstvo	prebivalstvo	obyvatelstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
prebivalstvo	populace	prebivalstvo	populace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
meja	limit	meja	limit	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
meja	mez	meja	mez	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
meja	hranice	meja	hranice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
meja	hranice	meja	hranice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
