que	at	que	at	CONJ	CONJ
médico	doctor	médico	doctor	N;MASC;SG	N
metro	metro	metro	metro	N;MASC;SG	N;INDF;MASC;SG
marina	marina	marina	marina	N;FEM;SG	N;INDF;MASC;SG
marina	navy	marina	navy	N;FEM;SG	N;INDF;MASC;SG
marina	marine	marina	marin	N;FEM;SG	N;INDF;MASC;SG
marina	marinen	marina	marin	N;FEM;SG	N;DEF;MASC;SG
marina	marines	marina	marines	N;FEM;SG	N;INDF;MASC;SG
marina	marinesoldat	marina	marinesoldat	N;FEM;SG	N;INDF;MASC;SG
marina	marine	marina	marin	N;FEM;SG	N;INDF;MASC;SG
eventos	hendingar	evento	hending	N;MASC;PL	N;INDF;FEM;PL
exterior	ekstern	exterior	ekstern	ADJ;SG	ADJ;INDF;SG
exterior	eksternt	exterior	eksternt	ADJ;SG	ADJ;INDF;NEUT;SG
exterior	utvendig	exterior	utvendig	ADJ;SG	ADJ;INDF;NEUT;SG
británica	britisk	británico	britisk	ADJ;FEM;SG	ADJ;INDF;SG
visto	sett	visto	setje	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
visto	observert	visto	observere	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
visto	sett	visto	setje	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
visto	sett	visto	setje	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
estudió	studerte	estudiar	studere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
suiza	sveits	suiza	sveits	N;FEM;SG	N;INDF;MASC;SG
suiza	swiss	suiza	swiss	N;FEM;SG	N;INDF;MASC;SG
coronel	oberst	coronel	oberst	N;MASC;SG	N;INDF;MASC;SG
coronel	oberstløytnant	coronel	oberstløytnant	N;MASC;SG	N;INDF;MASC;SG
coronel	coronel	coronel	coronel	N;MASC;SG	N;INDF;MASC;SG
parroquia	kommune	parroquia	kommune	N;FEM;SG	N;INDF;MASC;SG
parroquia	prestegjeld	parroquia	prestegjeld	N;FEM;SG	N;INDF;NEUT;SG
física	fysikalsk	físico	fysikalsk	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
física	fysisk	físico	fysisk	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
práctica	øve	práctica	øve	N;FEM;SG	N;INDF;MASC;SG
práctica	praksis	práctica	praksis	N;FEM;SG	N;INDF;MASC;SG
zaragoza	zaragoza	zaragoza	zaragoza	N;MASC;SG	N;INDF;MASC;SG
exposición	utstillingen	exposición	utstilling	N;FEM;SG	N;DEF;MASC;SG
exposición	utstilling	exposición	utstilling	N;FEM;SG	N;INDF;FEM;SG
exposición	utstillingen	exposición	utstilling	N;FEM;SG	N;DEF;MASC;SG
exposición	utstilling	exposición	utstilling	N;FEM;SG	N;INDF;FEM;SG
exposición	eksponering	exposición	eksponering	N;FEM;SG	N;INDF;FEM;SG
asiáticos	asiatiske	asiático	asiatisk	ADJ;MASC;PL	ADJ;PL
cuadro	bord	cuadro	bord	N;MASC;SG	N;INDF;NEUT;SG
cuadro	tabell	cuadro	tabell	N;MASC;SG	N;INDF;NEUT;SG
cuadro	malerkunst	cuadro	malerkunst	N;MASC;SG	N;INDF;MASC;SG
cuadro	maleri	cuadro	maleri	N;MASC;SG	N;INDF;NEUT;SG
fundada	grunnlagt	fundado	grunnleggje	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
enfermedad	sykdom	enfermedad	sykdom	N;FEM;SG	N;INDF;MASC;SG
enfermedad	sykdom	enfermedad	sykdom	N;FEM;SG	N;INDF;MASC;SG
nba	nba	nba	nba	N;FEM;SG	N;INDF;MASC;SG
colonia	köln	colonia	köln	N;FEM;SG	N
colonia	parfyme	colonia	parfyme	N;FEM;SG	N;INDF;MASC;SG
colonia	colonia	colonia	coloni	N;FEM;SG	N
colonia	koloni	colonia	koloni	N;FEM;SG	N;INDF;MASC;SG
colonia	kolonien	colonia	koloni	N;FEM;SG	N;DEF;MASC;SG
pequeñas	små	pequeño	liten	ADJ;FEM;PL	ADJ;PL
nación	nasjon	nación	nasjon	N;FEM;SG	N;INDF;MASC;SG
nación	nation	nación	nation	N;FEM;SG	N;INDF;MASC;SG
show	vis	show	vis	N;MASC;SG	N;INDF;NEUT;SG
show	show	show	show	N;MASC;SG	N;INDF;NEUT;SG
national	nasjonal	national	nasjonal	ADJ;SG	ADJ;INDF;SG
national	nasjonalt	national	nasjonal	ADJ;SG	ADJ;INDF;NEUT;SG
anunció	kunngjorde	anunciar	kunngjere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
extensión	utvidelse	extensión	utvidelse	N;FEM;SG	N;INDF;MASC;SG
extensión	forlengelse	extensión	forlengelse	N;FEM;SG	N;INDF;MASC;SG
extensión	extension	extensión	extension	N;FEM;SG	N
régimen	regime	régimen	regime	N;MASC;SG	N;INDF;NEUT;SG
dinero	money	dinero	money	N;MASC;SG	N;INDF;NEUT;SG
dinero	penger	dinero	penge	N;MASC;SG	N;INDF;MASC;SG
dinero	cash	dinero	cash	N;MASC;SG	N;INDF;MASC;SG
dinero	kontanter	dinero	kontanter	N;MASC;SG	N;INDF;NEUT;SG
ahí	der	ahí	der	ADV	ADV
suelo	etasje	suelo	etasje	N;MASC;SG	N;INDF;MASC;SG
suelo	etg	suelo	etg	N;MASC;SG	N;INDF;NEUT;SG
suelo	gulv	suelo	gulv	N;MASC;SG	N;INDF;NEUT;SG
suelo	jord	suelo	jord	N;MASC;SG	N;INDF;FEM;SG
aparición	utseende	aparición	utseende	N;FEM;SG	N;INDF;NEUT;SG
operaciones	operasjoner	operación	operasjon	N;FEM;PL	N;INDF;MASC;PL
operaciones	transaksjonene	operación	transaksjon	N;FEM;PL	N;DEF;FEM;PL
concepto	konsept	concepto	konsept	N;MASC;SG	N;INDF;NEUT;SG
concepto	konseptet	concepto	konsept	N;MASC;SG	N;DEF;NEUT;SG
calles	gater	calle	gater	N;FEM;PL	N;INDF;FEM;PL
calles	gatene	calle	gate	N;FEM;PL	N;DEF;FEM;PL
hechos	fakta	hecho	faktum	N;MASC;PL	N;INDF;NEUT;PL
hechos	faktaene	hecho	fakta	N;MASC;PL	N;DEF;FEM;PL
ambiente	atmosfære	ambiente	atmosfære	N;MASC;SG	N;INDF;MASC;SG
ambiente	stemning	ambiente	stemning	N;MASC;SG	N;INDF;FEM;SG
ambiente	atmosfæren	ambiente	atmosfære	N;MASC;SG	N;DEF;MASC;SG
ambiente	stemning	ambiente	stemning	N;MASC;SG	N;INDF;FEM;SG
ambiente	miljø	ambiente	miljø	N;MASC;SG	N;INDF;NEUT;SG
gestión	administrering	gestión	administrering	N;FEM;SG	N;INDF;FEM;SG
gestión	management	gestión	management	N;FEM;SG	N;INDF;NEUT;SG
gestión	ledelse	gestión	ledelse	N;FEM;SG	N;INDF;MASC;SG
hall	hall	hall	hall	N;MASC;SG	N;INDF;MASC;SG
recibe	mottar	recibir	motte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
recibe	mottar	recibir	motte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
salida	exit	salida	Exit	N;FEM;SG	N;INDF;SG
salida	avslutt	salida	avslutt	N;FEM;SG	N;INDF;MASC;SG
salida	utgang	salida	utgang	N;FEM;SG	N;INDF;MASC;SG
salida	avreise	salida	avreise	N;FEM;SG	N;INDF;FEM;SG
salida	avgangen	salida	avgang	N;FEM;SG	N;DEF;MASC;SG
salida	avgang	salida	avgang	N;FEM;SG	N;INDF;MASC;SG
salida	utløp	salida	utløp	N;FEM;SG	N;INDF;NEUT;SG
salida	outlet	salida	outl	N;FEM;SG	N;INDF;NEUT;SG
capítulo	kapittel	capítulo	kapittel	N;MASC;SG	N;INDF;NEUT;SG
acciones	delinger	acción	delinger	N;FEM;PL	N;INDF;FEM;PL
acciones	andeler	acción	andel	N;FEM;PL	N;INDF;FEM;PL
acciones	deler	acción	del	N;FEM;PL	N;INDF;MASC;PL
acciones	handlingene	acción	handling	N;FEM;PL	N;DEF;FEM;PL
acciones	handlinger	acción	handling	N;FEM;PL	N;INDF;FEM;PL
acciones	stock	acción	stock	N;FEM;PL	N
cristo	kristus	cristo	kristus	N;MASC;SG	N;INDF;MASC;SG
cristo	christ	cristo	christ	N;MASC;SG	N
cristo	cristo	cristo	cristo	N;MASC;SG	N;INDF;MASC;SG
medicina	medisin	medicina	medisin	N;FEM;SG	N;INDF;MASC;SG
evolución	evolusjon	evolución	evolusjon	N;FEM;SG	N;INDF;MASC;SG
alcanzó	nådde	alcanzar	nå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
modelos	modeller	modelo	modeller	N;MASC;PL	N;INDF;MASC;PL
venta	sell	venta	sell	N;FEM;SG	N
venta	selg	venta	selg	N;FEM;SG	N;INDF;MASC;SG
venta	selge	venta	selge	N;FEM;SG	N;INDF;MASC;SG
venta	selger	venta	selger	N;FEM;SG	N;INDF;MASC;SG
venta	salgs	venta	salgs	N;FEM;SG	N;INDF;MASC;SG
venta	salg	venta	salg	N;FEM;SG	N;INDF;NEUT;SG
venta	salget	venta	salg	N;FEM;SG	N;DEF;NEUT;SG
venta	salg	venta	salg	N;FEM;SG	N;INDF;NEUT;SG
tomó	tok	tomar	ta	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
fundador	grunnlegger	fundador	grunnlegg	N;MASC;SG	N;INDF;MASC;SG
fundador	grunnleggeren	fundador	grunnlegger	N;MASC;SG	N;DEF;MASC;SG
piano	piano	piano	piano	N;MASC;SG	N;INDF;MASC;SG
procedencia	opprinnelse	procedencia	opprinnelse	N;FEM;SG	N;INDF;MASC;SG
procedencia	opphav	procedencia	opphav	N;FEM;SG	N;INDF;NEUT;SG
procedencia	kilde	procedencia	kild	N;FEM;SG	N;INDF;MASC;SG
procedencia	proveniens	procedencia	proveni	N;FEM;SG	N;GEN;DEF;MASC;SG
roberto	robert	roberto	robert	N;MASC;SG	N;INDF;MASC;SG
ganar	vinne	ganar	vinne	V;NFIN	V;NFIN
ganar	vinn	ganar	vinne	V;NFIN	V;IND;PRS;FIN
ganar	vinne	ganar	vinne	V;NFIN	V;NFIN
pintor	maler	pintor	male	N;MASC;SG	N;INDF;NEUT;SG
evento	hendelse	evento	hendelse	N;MASC;SG	N;INDF;MASC;SG
evento	arrangementet	evento	arrangement	N;MASC;SG	N;DEF;NEUT;SG
evento	hending	evento	hending	N;MASC;SG	N;INDF;FEM;SG
evento	arrangement	evento	arrangement	N;MASC;SG	N;INDF;NEUT;SG
rosario	rosenkrans	rosario	rosenkrans	N;MASC;SG	N;INDF;MASC;SG
rosario	rosario	rosario	rosario	N;MASC;SG	N;INDF;MASC;SG
menores	mindreårige	menor	mindreårig	ADJ;PL	ADJ;PL
menores	mindreårige	menor	mindreårig	ADJ;PL	ADJ;PL
menores	mindre	menor	liten	ADJ;PL	ADJ;CMPR
solamente	berre	solamente	berre	ADV	ADV
solamente	bare	solamente	bare	ADV	ADV
conocimiento	kunnskap	conocimiento	kunnskap	N;MASC;SG	N;INDF;MASC;SG
conocer	møtes	conocer	møta	V;NFIN	V;IND;PRS;FIN
conocer	møt	conocer	møte	V;NFIN	V;IMP;FIN
términos	vilkårene	término	vilkår	N;MASC;PL	N;DEF;FEM;PL
términos	betingelsene	término	betingelse	N;MASC;PL	N;DEF;MASC;PL
términos	vilkår	término	vilkår	N;MASC;PL	N;INDF;NEUT;PL
generación	generasjon	generación	generasjon	N;FEM;SG	N;INDF;MASC;SG
bronce	brass	bronce	brass	N;MASC;SG	N;INDF;MASC;SG
bronce	messing	bronce	messing	N;MASC;SG	N;INDF;FEM;SG
bronce	bronse	bronce	bronse	N;MASC;SG	N;INDF;MASC;SG
tabla	bord	tabla	bord	N;FEM;SG	N;INDF;NEUT;SG
tabla	tabell	tabla	tabell	N;FEM;SG	N;INDF;NEUT;SG
tabla	brettspill	tabla	brettspill	N;FEM;SG	N;INDF;MASC;SG
tabla	styret	tabla	styre	N;FEM;SG	N;DEF;NEUT;SG
tabla	board	tabla	board	N;FEM;SG	N;INDF;NEUT;SG
vio	såg	ver	sjå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
armada	armert	armado	armere	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
pareja	par	pareja	par	N;FEM;SG	N;INDF;NEUT;SG
pareja	paret	pareja	par	N;FEM;SG	N;DEF;NEUT;SG
pareja	couple	pareja	couple	N;FEM;SG	N
pareja	par	pareja	par	N;FEM;SG	N;INDF;NEUT;SG
pareja	pair	pareja	pair	N;FEM;SG	N;INDF;MASC;SG
pareja	par	pareja	par	N;FEM;SG	N;INDF;NEUT;SG
pareja	partner	pareja	partner	N;FEM;SG	N;INDF;MASC;SG
pareja	partneren	pareja	partner	N;FEM;SG	N;DEF;MASC;SG
pareja	kompanjong	pareja	kompanjong	N;FEM;SG	N;INDF;MASC;SG
producto	produkt	producto	produkt	N;MASC;SG	N;INDF;NEUT;SG
producto	produktet	producto	produkt	N;MASC;SG	N;DEF;NEUT;SG
producto	utbyttet	producto	utbytt	N;MASC;SG	N;DEF;NEUT;SG
territorios	territorier	territorio	territorie	N;MASC;PL	N;INDF;FEM;PL
gol	gol	gol	gol	N;MASC;SG	N;INDF;NEUT;SG
institución	institusjon	institución	institusjon	N;FEM;SG	N;INDF;MASC;SG
ingeniero	ingeniør	ingeniero	ingeniør	N;MASC;SG	N;INDF;MASC;SG
luna	luna	luna	lune	N;FEM;SG	N;INDF;MASC;SG
luna	lulla	luna	lulle	N;FEM;SG	N;INDF;NEUT;SG
luna	måne	luna	måne	N;FEM;SG	N;INDF;MASC;SG
luna	månen	luna	måne	N;FEM;SG	N;DEF;MASC;SG
luna	moon	luna	moon	N;FEM;SG	N;INDF;SG
reconocimiento	tilskrivelse	reconocimiento	tilskrivels	N;MASC;SG	N;INDF;MASC;SG
reconocimiento	recon	reconocimiento	recon	N;MASC;SG	N;INDF;MASC;SG
reconocimiento	rekognosering	reconocimiento	rekognosering	N;MASC;SG	N;INDF;FEM;SG
reconocimiento	oppklaring	reconocimiento	oppklaring	N;MASC;SG	N;INDF;FEM;SG
reconocimiento	anerkjennelse	reconocimiento	anerkjennelse	N;MASC;SG	N;INDF;MASC;SG
reconocimiento	erkjennelse	reconocimiento	erkjennels	N;MASC;SG	N;INDF;FEM;SG
península	halvøya	península	halvøye	N;FEM;SG	N;DEF;FEM;SG
península	halvøy	península	halvøy	N;FEM;SG	N;INDF;FEM;SG
llevar	bære	llevar	bære	V;NFIN	V;IMP;NFIN
bahía	bukt	bahía	bukt	N;FEM;SG	N;INDF;FEM;SG
bahía	bay	bahía	bay	N;FEM;SG	N;INDF;FEM;SG
adelante	fremover	adelante	fremover	ADV	ADV
asamblea	montering	asamblea	montering	N;FEM;SG	N;INDF;FEM;SG
asamblea	forsamling	asamblea	forsamling	N;FEM;SG	N;INDF;FEM;SG
cerro	cerro	cerro	cerro	N;MASC;SG	N;INDF;SG
cerro	ås	cerro	ås	N;MASC;SG	N;INDF;MASC;SG
enlace	link	enlace	link	N;MASC;SG	N;INDF;MASC;SG
enlace	kobling	enlace	kobling	N;MASC;SG	N;INDF;FEM;SG
enlace	lenke	enlace	lenke	N;MASC;SG	N;INDF;MASC;SG
traducción	oversettelse	traducción	oversettelse	N;FEM;SG	N;INDF;MASC;SG
traducción	oversettelsen	traducción	oversettelse	N;FEM;SG	N;DEF;MASC;SG
traducción	oversettelser	traducción	oversettelse	N;FEM;SG	N;INDF;FEM;SG
máxima	maksimalt	máximo	maksimal	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
máxima	maksimal	máximo	maksimal	ADJ;FEM;SG	ADJ;INDF;SG
fundado	grunnlagt	fundado	grunnleggje	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
paraguay	paraguay	paraguay	paraguay	N;MASC;SG	N;INDF;MASC;SG
paraguay	paraguays	paraguay	paraguays	N;MASC;SG	N;INDF;MASC;SG
ganador	vinner	ganador	vinne	N;MASC;SG	N;INDF;MASC;SG
estrellas	stjernene	estrella	stjerne	N;PL	N;DEF;FEM;PL
estrellas	stjerner	estrella	stjerne	N;PL	N;INDF;FEM;PL
sangre	blod	sangre	blod	N;FEM;SG	N;INDF;NEUT;SG
sangre	blood	sangre	blood	N;FEM;SG	N;INDF;SG
resistencia	utholdenhet	resistencia	utholdenhet	N;FEM;SG	N;INDF;MASC;SG
resistencia	endurance	resistencia	endurance	N;FEM;SG	N
resistencia	utholdenhet	resistencia	utholdenhet	N;FEM;SG	N;INDF;MASC;SG
resistencia	motstand	resistencia	motstand	N;FEM;SG	N;INDF;MASC;SG
resistencia	robusthet	resistencia	robusthe	N;FEM;SG	N;INDF;MASC;SG
continuación	fortsettelsen	continuación	fortsettels	N;FEM;SG	N;DEF;MASC;SG
continuación	fortsettelse	continuación	fortsettelse	N;FEM;SG	N;INDF;MASC;SG
continuación	fortsatte	continuación	fortsatt	N;FEM;SG	N;INDF;MASC;SG
conflicto	konflikt	conflicto	konflikt	N;MASC;SG	N;INDF;MASC;SG
software	programvare	software	programvare	N;MASC;SG	N;INDF;FEM;SG
volumen	volume	volumen	volum	N;MASC;SG	N;INDF;NEUT;SG
volumen	volum	volumen	volum	N;MASC;SG	N;INDF;NEUT;SG
xxi	xxi	xxi	xxi	N	N;INDF;SG
técnico	tekniker	técnico	teknike	N;MASC;SG	N;INDF;MASC;SG
técnico	tech	técnico	tech	N;MASC;SG	N
humano	menneskelig	humano	menneskelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
dirigido	regissert	dirigido	regissere	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
consecuencia	konsekvens	consecuencia	konsekvens	N;FEM;SG	N;INDF;MASC;SG
colaboración	samarbeid	colaboración	samarbeid	N;FEM;SG	N;INDF;NEUT;SG
colores	farger	color	farger	N;MASC;PL	N;INDF;MASC;PL
colores	farger	color	farger	N;MASC;PL	N;INDF;MASC;PL
per	per	per	per	ADP	ADP
carta	charter	carta	charter	N;FEM;SG	N;INDF;NEUT;SG
carta	brev	carta	brev	N;FEM;SG	N;INDF;NEUT;SG
carta	bokstav	carta	bokstav	N;FEM;SG	N;INDF;MASC;SG
centros	sentrene	centro	senter	N;MASC;PL	N;DEF;FEM;PL
categorías	kategoriene	categoría	kategorie	N;FEM;PL	N;DEF;FEM;PL
categorías	kategorier	categoría	kategorie	N;FEM;PL	N;INDF;FEM;PL
curso	kurs	curso	kurs	N;MASC;SG	N;INDF;MASC;SG
curso	løype	curso	løype	N;MASC;SG	N;INDF;FEM;SG
fiestas	festligheter	fiesta	festligheter	N;FEM;PL	N;INDF;FEM;PL
fiestas	fester	fiesta	fester	N;FEM;PL	N;INDF;FEM;PL
fiestas	høytider	fiesta	høytid	N;FEM;PL	N;INDF;FEM;PL
simplemente	berre	simplemente	berre	ADV	ADV
simplemente	akkurat	simplemente	akkurat	ADV	ADV
simplemente	bare	simplemente	bare	ADV	ADV
simplemente	nettopp	simplemente	nettopp	ADV	ADV
opinión	oppfatning	opinión	oppfatning	N;FEM;SG	N;INDF;FEM;SG
opinión	mening	opinión	mening	N;FEM;SG	N;INDF;FEM;SG
temperatura	temperatur	temperatura	temperatur	N;FEM;SG	N;INDF;MASC;SG
propuesta	frieri	propuesta	frieri	N;FEM;SG	N;INDF;MASC;SG
decreto	forskrift	decreto	forskrift	N;MASC;SG	N;INDF;FEM;SG
decisión	avgjørelse	decisión	avgjørels	N;FEM;SG	N;INDF;MASC;SG
decisión	avgjørelsen	decisión	avgjørels	N;FEM;SG	N;DEF;MASC;SG
decisión	beslutning	decisión	beslutning	N;FEM;SG	N;INDF;FEM;SG
decisión	vedtak	decisión	vedtak	N;FEM;SG	N;INDF;NEUT;SG
concepción	concepcion	concepción	concepcion	N;FEM;SG	N
concepción	design	concepción	design	N;FEM;SG	N;INDF;MASC;SG
concepción	concepción	concepción	concepción	N;FEM;SG	N
cara	cara	cara	cara	N;FEM;SG	N
cara	ansiktet	cara	ansikt	N;FEM;SG	N;DEF;NEUT;SG
cara	ansikt	cara	ansikt	N;FEM;SG	N;INDF;NEUT;SG
cara	face	cara	face	N;FEM;SG	N;INDF;NEUT;SG
carolina	caroline	carolina	carolin	N;FEM;SG	N;INDF;MASC;SG
carolina	carolina	carolina	carolin	N;FEM;SG	N;INDF;MASC;SG
botánica	botanikk	botánica	botanikk	N;FEM;SG	N;INDF;MASC;SG
botánica	botaniker	botánica	botaniker	N;FEM;SG	N;INDF;MASC;SG
editor	utgiver	editor	utgive	N;MASC;SG	N;INDF;FEM;SG
editor	forlegger	editor	forlegg	N;MASC;SG	N;INDF;MASC;SG
editor	redaktør	editor	redaktør	N;MASC;SG	N;INDF;MASC;SG
editor	editor	editor	editor	N;MASC;SG	N;INDF;MASC;SG
hogar	husholdning	hogar	husholdning	N;MASC;SG	N;INDF;FEM;SG
hogar	husstand	hogar	husstand	N;MASC;SG	N;INDF;MASC;SG
hogar	hjem	hogar	hjem	N;MASC;SG	N;INDF;NEUT;SG
hogar	hjemmet	hogar	hjem	N;MASC;SG	N;DEF;NEUT;SG
hogar	home	hogar	home	N;MASC;SG	N;INDF;NEUT;SG
experiencia	ekspertisen	experiencia	ekspertis	N;FEM;SG	N;DEF;MASC;SG
experiencia	ekspertise	experiencia	ekspertis	N;FEM;SG	N;INDF;MASC;SG
experiencia	opplevelse	experiencia	opplevelse	N;FEM;SG	N;INDF;MASC;SG
experiencia	erfaring	experiencia	erfaring	N;FEM;SG	N;INDF;FEM;SG
experiencia	opplev	experiencia	opplev	N;FEM;SG	N;INDF;MASC;SG
abierto	åpent	abierto	åpent	ADJ;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG
abierto	open	abierto	open	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
noroeste	northwestern	noroeste	northwestern	N;SG	N;INDF;MASC;SG
participantes	deltaker	participante	deltaker	N;PL	N;INDF;MASC;PL
monasterio	kloster	monasterio	kloster	N;MASC;SG	N;INDF;NEUT;SG
suecia	svensk	suecia	svensk	N;FEM;SG	N;INDF;MASC;SG
suecia	sweden	suecia	swede	N;FEM;SG	N;DEF;MASC;SG
suecia	sverige	suecia	sverige	N;FEM;SG	N;INDF;NEUT;SG
nota	notat	nota	notat	N;FEM;SG	N;INDF;NEUT;SG
nota	merknad	nota	merknad	N;FEM;SG	N;INDF;MASC;SG
nota	notatet	nota	notat	N;FEM;SG	N;DEF;NEUT;SG
nota	note	nota	note	N;FEM;SG	N;INDF;MASC;SG
concurso	konkurranse	concurso	konkurranse	N;MASC;SG	N;INDF;MASC;SG
concurso	contest	concurso	contast	N;MASC;SG	N;INDF;MASC;SG
concurso	konkurranse	concurso	konkurranse	N;MASC;SG	N;INDF;MASC;SG
seguir	følg	seguir	følgje	V;NFIN	V;IMP;FIN
seguir	følger	seguir	følge	V;NFIN	V;IND;PRS;FIN
marqués	marquis	marqués	marquis	N;MASC;SG	N;INDF;MASC;SG
altitud	høyden	altitud	høyd	N;FEM;SG	N;DEF;MASC;SG
altitud	høyde	altitud	høyde	N;FEM;SG	N;INDF;MASC;SG
dólares	dollar	dólar	dollar	N;MASC;PL	N;INDF;MASC;PL
actuación	opptreden	actuación	opptred	N;FEM;SG	N;DEF;MASC;SG
actuación	forestilling	actuación	forestilling	N;FEM;SG	N;INDF;FEM;SG
actuación	performance	actuación	performance	N;FEM;SG	N
actuación	ytelse	actuación	ytelse	N;FEM;SG	N;INDF;MASC;SG
actuación	fungerende	actuación	fungerende	N;FEM;SG	N;INDF;NEUT;SG
actuación	skuespill	actuación	skuespill	N;FEM;SG	N;INDF;NEUT;SG
peces	fiskene	pez	fiske	N;MASC;PL	N;DEF;FEM;PL
ascenso	promotering	ascenso	promotering	N;MASC;SG	N;INDF;FEM;SG
ascenso	kampanje	ascenso	kampanje	N;MASC;SG	N;INDF;MASC;SG
ascenso	opprykk	ascenso	opprykk	N;MASC;SG	N;INDF;MASC;SG
ascenso	forfremmelse	ascenso	forfremmelse	N;MASC;SG	N;INDF;MASC;SG
ascenso	oppstigning	ascenso	oppstigning	N;MASC;SG	N;INDF;FEM;SG
ascenso	klatre	ascenso	klatre	N;MASC;SG	N;INDF;FEM;SG
planeta	planet	planeta	plan	N;MASC;SG	N;DEF;NEUT;SG
monumento	minnesmerket	monumento	minnesmerk	N;MASC;SG	N;DEF;NEUT;SG
monumento	minnesmerke	monumento	minnesmerke	N;MASC;SG	N;INDF;NEUT;SG
monumento	memorial	monumento	memorial	N;MASC;SG	N;INDF;MASC;SG
monumento	monumentet	monumento	monument	N;MASC;SG	N;DEF;NEUT;SG
monumento	monument	monumento	monument	N;MASC;SG	N;INDF;NEUT;SG
israel	israel	israel	israel	N;SG	N;INDF;MASC;SG
marcha	marsjer	marcha	marsje	N;FEM;SG	N;INDF;MASC;SG
marcha	march	marcha	march	N;FEM;SG	N
marcha	marsj	marcha	marsj	N;FEM;SG	N;INDF;MASC;SG
marcha	mars	marcha	mars	N;FEM;SG	N;INDF;MASC;SG
representación	representasjon	representación	representasjon	N;FEM;SG	N;INDF;MASC;SG
turismo	turisme	turismo	turisme	N;MASC;SG	N;INDF;MASC;SG
turismo	turist	turismo	turist	N;MASC;SG	N;INDF;MASC;SG
turismo	sightseeing	turismo	sightseeing	N;MASC;SG	N;INDF;FEM;SG
publicaciones	innlegg	publicación	innlegg	N;FEM;PL	N;INDF;NEUT;PL
ingeniería	engineering	ingeniería	engineering	N;FEM;SG	N;INDF;FEM;SG
frecuencia	hyppighet	frecuencia	hyppighet	N;FEM;SG	N;INDF;FEM;SG
frecuencia	frekvens	frecuencia	frekvens	N;FEM;SG	N;INDF;MASC;SG
semanas	ukene	semana	ukene	N;FEM;PL	N;DEF;FEM;PL
semanas	weeks	semana	weeks	N;FEM;PL	N
basado	basert	basado	basere	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
saber	vet	saber	vet	V;NFIN	V;IND;PRS;FIN
saber	kjenner	saber	kjenne	V;NFIN	V;IND;PRS;FIN
utilizar	bruke	utilizar	bruke	V;NFIN	V;NFIN
piezas	delene	pieza	del	N;FEM;PL	N;DEF;FEM;PL
piezas	deler	pieza	del	N;FEM;PL	N;INDF;MASC;PL
participar	delta	participar	delta	V;NFIN	V;NFIN
poner	legger	poner	legg	V;NFIN	V;IND;PRS;FIN
poner	legg	poner	leggje	V;NFIN	V;IMP;FIN
corea	koreansk	corear	koreansk	N;SG	N;INDF;MASC;SG
corea	korea	corear	kore	N;SG	N;INDF;MASC;SG
carmen	carmen	carmen	carm	N;MASC;SG	N;DEF;MASC;SG
carmen	carmel	carmen	carmel	N;MASC;SG	N;INDF;MASC;SG
creada	skapt	creado	skape	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
creada	laga	creado	lage	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
religión	religion	religión	religion	N;FEM;SG	N;INDF;MASC;SG
religión	religionen	religión	religion	N;FEM;SG	N;DEF;MASC;SG
técnicas	teknikker	técnica	teknikker	N;FEM;PL	N;INDF;NEUT;PL
estaciones	årstider	estación	årstid	N;FEM;PL	N;INDF;FEM;PL
estaciones	årstidene	estación	årstid	N;FEM;PL	N;DEF;FEM;PL
estaciones	sesongene	estación	sesong	N;FEM;PL	N;DEF;MASC;PL
estaciones	stasjoner	estación	stasjon	N;FEM;PL	N;INDF;MASC;PL
estaciones	stasjonene	estación	stasjon	N;FEM;PL	N;DEF;FEM;PL
escuelas	skolene	escuela	skole	N;FEM;PL	N;DEF;FEM;PL
