על	despre	על	despre	ADP	ADP;ACC
ביטוי	expresie	ביטוי	expresie	N;MASC;SG	N;INDF;FEM;SG
פרופסור	profesor	פרופסור	profesor	N;MASC;SG	N;INDF;MASC;SG
פרופסור	profesorul	פרופסור	profesor	N;MASC;SG	N;DEF;MASC;SG
דעת	aviz	דעה	aviz	N;FEM;SG	N;INDF;MASC;SG
דעת	opinie	דעה	opinie	N;FEM;SG	N;INDF;FEM;SG
שחור	neagra	שחור	negru	ADJ;MASC;SG	ADJ;DEF;FEM;SG
שחור	negru	שחור	negru	ADJ;MASC;SG	ADJ;INDF;MASC;SG
שחור	neagra	שחור	negru	ADJ;MASC;SG	ADJ;DEF;FEM;SG
חודש	luna	חודש	lună	N;MASC;SG	N;DEF;FEM;SG
חודש	luna	חודש	lună	N;MASC;SG	N;DEF;FEM;SG
חוקי	juridice	חוקי	juridic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
חוקי	legale	חוקי	legal	ADJ;MASC;PL	ADJ;INDF;FEM;PL
יוצרים	creatorii	יוצר	creator	N;MASC;PL	N;DEF;MASC;PL
להביא	adu	הביא	adu	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
שינויים	schimbari	שינוי	schimbari	N;MASC;PL	N;INDF;FEM;PL
שינויים	schimbari	שינוי	schimbari	N;MASC;PL	N;INDF;FEM;PL
נתונים	date	נתון	dată	N;MASC;PL	N;INDF;FEM;PL
נתונים	datele	נתון	dată	N;MASC;PL	N;DEF;FEM;PL
מזון	mancare	מזון	mancare	N;MASC;SG	N;INDF;FEM;SG
מזון	mancare	מזון	mancare	N;MASC;SG	N;INDF;FEM;SG
מזון	alimentare	מזון	alimentare	N;MASC;SG	N;INDF;FEM;SG
מזון	hrana	מזון	hrană	N;MASC;SG	N;DEF;FEM;SG
בא	venind	בא	veni	V;MASC;SG;3;PST;ACT	V;V.MSDR
בניין	cladire	בניין	cladire	N;MASC;SG	N;INDF;FEM;SG
בניין	cladire	בניין	cladire	N;MASC;SG	N;INDF;FEM;SG
בניין	cladirea	בניין	cladire	N;MASC;SG	N;DEF;FEM;SG
עזרה	ajutor	עזרה	ajutor	N;FEM;SG	N;INDF;MASC;SG
פרקים	episoadele	פרק	episod	N;MASC;PL	N;DEF;FEM;PL
פרקים	episoade	פרק	episod	N;MASC;PL	N;INDF;FEM;PL
פרקים	capitolele	פרק	capitol	N;MASC;PL	N;DEF;FEM;PL
פרקים	capitole	פרק	capitol	N;MASC;PL	N;INDF;FEM;PL
מקובל	acceptabil	מקובל	acceptabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מקובל	acceptabila	מקובל	acceptabila	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מקובל	acceptat	מקובל	acceptat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מקובל	acceptata	מקובל	acceptată	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מקובל	acceptata	מקובל	acceptată	ADJ;MASC;SG	ADJ;DEF;FEM;SG
השמש	sun	השמש	sun		
גורם	cauzand	גורם	cauzand	N;MASC;SG	N;INDF;MASC;SG
גורם	factorul	גורם	factor	N;MASC;SG	N;DEF;MASC;SG
גורם	factor	גורם	factor	N;MASC;SG	N;INDF;MASC;SG
עדכון	actualizarea	עדכון	actualizare	N;MASC;SG	N;DEF;FEM;SG
עדכון	actualizare	עדכון	actualizare	N;MASC;SG	N;INDF;FEM;SG
מקומות	localuri	מקום	local	N;MASC;PL	N;INDF;FEM;PL
מקומות	locuri	מקום	loc	N;MASC;PL	N;INDF;FEM;PL
הגנה	protectie	הגנה	protectie	N;FEM;SG	N;INDF;FEM;SG
הגנה	protectia	הגנה	protectie	N;FEM;SG	N;DEF;FEM;SG
הגנה	protectie	הגנה	protectie	N;FEM;SG	N;INDF;FEM;SG
הגנה	apararea	הגנה	aparare	N;FEM;SG	N;DEF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
הגנה	apararea	הגנה	aparare	N;FEM;SG	N;DEF;FEM;SG
הגנה	apararea	הגנה	aparare	N;FEM;SG	N;DEF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
הגנה	aparare	הגנה	aparare	N;FEM;SG	N;INDF;FEM;SG
גובה	altitudinea	גובה	altitudine	N;MASC;SG	N;DEF;FEM;SG
גובה	altitudine	גובה	altitudine	N;MASC;SG	N;INDF;FEM;SG
גובה	elevatie	גובה	elevatie	N;MASC;SG	N;INDF;FEM;SG
גובה	inaltimea	גובה	inaltime	N;MASC;SG	N;DEF;FEM;SG
תקשורת	comunicare	תקשורת	comunicare	N;FEM;SG	N;INDF;FEM;SG
תקשורת	comunicarea	תקשורת	comunicare	N;FEM;SG	N;DEF;FEM;SG
תקשורת	presa	תקשורת	presă	N;FEM;SG	N;DEF;FEM;SG
תקשורת	media	תקשורת	medie	N;FEM;SG	N;DEF;FEM;SG
תקשורת	presa	תקשורת	presă	N;FEM;SG	N;DEF;FEM;SG
משקל	greutate	משקל	greutate	N;MASC;SG	N;INDF;FEM;SG
משקל	greutatea	משקל	greutate	N;MASC;SG	N;DEF;FEM;SG
לשמור	pastreaza	שמר	pastreză	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
השפעה	impact	השפעה	impact	N;FEM;SG	N;INDF;MASC;SG
השפעה	impactul	השפעה	impact	N;FEM;SG	N;DEF;MASC;SG
השפעה	influenta	השפעה	influenta	N;FEM;SG	N;DEF;FEM;SG
השפעה	influenta	השפעה	influenta	N;FEM;SG	N;DEF;FEM;SG
השפעה	influenta	השפעה	influenta	N;FEM;SG	N;DEF;FEM;SG
השפעה	influenta	השפעה	influenta	N;FEM;SG	N;DEF;FEM;SG
השפעה	efect	השפעה	efect	N;FEM;SG	N;INDF;MASC;SG
השפעה	efectul	השפעה	efect	N;FEM;SG	N;DEF;MASC;SG
יצירות	lucrari	יצירה	lucrar	N;FEM;PL	N;INDF;FEM;PL
יצירות	lucrari	יצירה	lucrar	N;FEM;PL	N;INDF;FEM;PL
יצירות	compozitii	יצירה	compozit	N;FEM;PL	N;INDF;FEM;PL
מכון	institut	מכון	institut	N;MASC;SG	N;INDF;MASC;SG
מכון	institutul	מכון	institut	N;MASC;SG	N;DEF;MASC;SG
כוכבים	planete	כוכב	planetă	N;MASC;PL	N;INDF;FEM;PL
כוכבים	planetelor	כוכב	planetă	N;MASC;PL	N;DEF;FEM;PL
כוכבים	planetele	כוכב	planetă	N;MASC;PL	N;DEF;FEM;PL
כוכבים	staruri	כוכב	star	N;MASC;PL	N;INDF;FEM;PL
כוכבים	stelele	כוכב	stea	N;MASC;PL	N;DEF;FEM;PL
כוכבים	stele	כוכב	stea	N;MASC;PL	N;INDF;FEM;PL
תוצאות	rezultate	תוצאה	rezultat	N;FEM;PL	N;INDF;FEM;PL
תוצאות	rezultatele	תוצאה	rezultat	N;FEM;PL	N;DEF;FEM;PL
תחרות	competitie	תחרות	competitie	N;FEM;SG	N;INDF;FEM;SG
תחרות	concurs	תחרות	concurs	N;FEM;SG	N;INDF;MASC;SG
תחרות	concurenta	תחרות	concurenta	N;FEM;SG	N;DEF;FEM;SG
תחרות	concurenta	תחרות	concurenta	N;FEM;SG	N;DEF;FEM;SG
תחרות	concurs	תחרות	concurs	N;FEM;SG	N;INDF;MASC;SG
כותב	scriind	כתב	scrie	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
שירה	shira	שירה	shira		
שירה	cantand	שירה	cantand		
שירה	cantand	שירה	cantand		
צפיפות	densitate	צפיפות	densitate	N;FEM;SG	N;INDF;FEM;SG
צפיפות	densitatea	צפיפות	densitate	N;FEM;SG	N;DEF;FEM;SG
נובל	noble	נובל	noble	N;MASC;SG	N;INDF;MASC;SG
נובל	nobel	נובל	nobel	N;MASC;SG	N;INDF;MASC;SG
רשמית	formal	רשמית	formal	ADV	ADV
בשביל	pentru	בשביל	pentru	ADP	ADP;ACC
רבנים	rabini	רב	rabină	N;MASC;PL	N;INDF;MASC;PL
ארוך	lung	ארוך	lung	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ארוך	lunga	ארוך	lung	ADJ;MASC;SG	ADJ;DEF;FEM;SG
עסק	business	עסק	business	N;MASC;SG	N;INDF;MASC;SG
עסק	afacere	עסק	afacere	N;MASC;SG	N;INDF;FEM;SG
עסק	afacerea	עסק	afacere	N;MASC;SG	N;DEF;FEM;SG
עונות	anotimpurile	עונה	anotimp	N;FEM;PL	N;DEF;FEM;PL
עונות	sezoane	עונה	sezon	N;FEM;PL	N;INDF;FEM;PL
עונות	anotimpuri	עונה	anotimp	N;FEM;PL	N;INDF;FEM;PL
באר	barr	באר	barr	N;FEM;SG	N;INDF;MASC;SG
באר	barul	באר	bar	N;FEM;SG	N;DEF;MASC;SG
באר	bar	באר	bar	N;FEM;SG	N;INDF;MASC;SG
חג	vacanta	חג	vacanta	N;MASC;SG	N;DEF;FEM;SG
חג	vacanta	חג	vacanta	N;MASC;SG	N;DEF;FEM;SG
לפעול	actioneaza	פעל	actiona	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
דת	religie	דת	religie	N;FEM;SG	N;INDF;FEM;SG
דת	religia	דת	religie	N;FEM;SG	N;DEF;FEM;SG
מראה	aspectul	מראה	aspect	N;MASC;SG	N;DEF;MASC;SG
מראה	aspect	מראה	aspect	N;MASC;SG	N;INDF;MASC;SG
מראה	oglinda	מראה	oglindă	N;MASC;SG	N;DEF;FEM;SG
מראה	oglinda	מראה	oglindă	N;MASC;SG	N;DEF;FEM;SG
ניצחון	victorie	ניצחון	victorie	N;MASC;SG	N;INDF;FEM;SG
ניצחון	triumful	ניצחון	triumf	N;MASC;SG	N;DEF;MASC;SG
ניצחון	triumf	ניצחון	triumf	N;MASC;SG	N;INDF;MASC;SG
עריכה	editare	עריכה	editare	N;FEM;SG	N;INDF;FEM;SG
עריכה	montajul	עריכה	montaj	N;FEM;SG	N;DEF;MASC;SG
עריכה	editare	עריכה	editare	N;FEM;SG	N;INDF;FEM;SG
עריכה	editarea	עריכה	editare	N;FEM;SG	N;DEF;FEM;SG
משמעותי	semnificativa	משמעותי	semnificativ	ADJ;MASC;SG	ADJ;DEF;FEM;SG
עין	ochiul	עין	ochi	N;FEM;SG	N;DEF;MASC;SG
עין	ochi	עין	ochi	N;FEM;SG	N;INDF;MASC
עין	ein	עין	ein	N;FEM;SG	N;INDF;MASC;SG
תחום	domeniu	תחום	domeniu	N;MASC;SG	N;INDF;MASC;SG
תחום	domeniul	תחום	domeniu	N;MASC;SG	N;DEF;MASC;SG
נוער	tineret	נוער	tineret	N;MASC;SG	N;INDF;MASC;SG
נוער	tineretul	נוער	tineret	N;MASC;SG	N;DEF;MASC;SG
נוער	teen	נוער	teen	N;MASC;SG	N;INDF;MASC;SG
נוער	adolescent	נוער	adolescent	N;MASC;SG	N;INDF;MASC;SG
סגן	locotenent	סגן	locotenent	N;MASC;SG	N;INDF;MASC;SG
רוח	spiritul	רוח	spirit	N;FEM;SG	N;DEF;MASC;SG
רוח	spirit	רוח	spirit	N;FEM;SG	N;INDF;MASC;SG
רוח	vantul	רוח	vant	N;FEM;SG	N;DEF;MASC;SG
רוח	vantul	רוח	vant	N;FEM;SG	N;DEF;MASC;SG
הצבעה	vot	הצבעה	vot	N;FEM;SG	N;INDF;MASC;SG
הצבעה	votare	הצבעה	votare	N;FEM;SG	N;INDF;FEM;SG
הצבעה	votul	הצבעה	vot	N;FEM;SG	N;DEF;MASC;SG
הצבעה	votarea	הצבעה	votare	N;FEM;SG	N;DEF;FEM;SG
גישה	access	גישה	access	N;FEM;SG	N;INDF;MASC;SG
גישה	acces	גישה	acces	N;FEM;SG	N;INDF;MASC;SG
גישה	accesul	גישה	acces	N;FEM;SG	N;DEF;MASC;SG
גישה	atitudinea	גישה	atitudine	N;FEM;SG	N;DEF;FEM;SG
גישה	atitudine	גישה	atitudine	N;FEM;SG	N;INDF;FEM;SG
גישה	accesarea	גישה	accesare	N;FEM;SG	N;DEF;FEM;SG
גישה	abordarea	גישה	abordare	N;FEM;SG	N;DEF;FEM;SG
גישה	abordare	גישה	abordare	N;FEM;SG	N;INDF;FEM;SG
מועדון	club	מועדון	club	N;MASC;SG	N;INDF;MASC;SG
מועדון	clubul	מועדון	club	N;MASC;SG	N;DEF;MASC;SG
חוזה	contractul	חוזה	contract	N;MASC;SG	N;DEF;MASC;SG
חוזה	contract	חוזה	contract	N;MASC;SG	N;INDF;MASC;SG
חוזה	contractului	חוזה	contract	N;MASC;SG	N;DEF;MASC;SG
פרויקט	project	פרויקט	project	N;MASC;SG	N;INDF;MASC;SG
פרויקט	proiectului	פרויקט	proiect	N;MASC;SG	N;DEF;MASC;SG
פרויקט	proiectul	פרויקט	proiect	N;MASC;SG	N;DEF;MASC;SG
פרויקט	proiect	פרויקט	proiect	N;MASC;SG	N;INDF;MASC;SG
מינים	specii	מין	specie	N;MASC;PL	N;INDF;FEM;PL
צבע	culoare	צבע	culoare	N;MASC;SG	N;INDF;FEM;SG
צבע	culoarea	צבע	culoare	N;MASC;SG	N;DEF;FEM;SG
צבע	vopsea	צבע	vopsi	N;MASC;SG	N;DEF;FEM;SG
צבע	culoare	צבע	culoare	N;MASC;SG	N;INDF;FEM;SG
צבע	culoarea	צבע	culoare	N;MASC;SG	N;DEF;FEM;SG
תוצאה	consecinta	תוצאה	consecinta	N;FEM;SG	N;DEF;FEM;SG
תוצאה	consecinta	תוצאה	consecinta	N;FEM;SG	N;DEF;FEM;SG
תוצאה	rezultatul	תוצאה	rezultat	N;FEM;SG	N;DEF;MASC;SG
תוצאה	rezultat	תוצאה	rezultat	N;FEM;SG	N;INDF;MASC;SG
נמוך	scazuta	נמוך	scazuta	ADJ;MASC;SG	ADJ;DEF;FEM;SG
נמוך	scazut	נמוך	scazut	ADJ;MASC;SG	ADJ;INDF;MASC;SG
סיטי	city	סיטי	city	N;FEM;SG	N;INDF;MASC;SG
סיטי	oras	סיטי	oras	N;FEM;SG	N;INDF;MASC;SG
סיטי	oras	סיטי	oras	N;FEM;SG	N;INDF;MASC;SG
סיטי	oras	סיטי	oras	N;FEM;SG	N;INDF;MASC;SG
סיטי	orasul	סיטי	oras	N;FEM;SG	N;DEF;MASC;SG
סיטי	orasul	סיטי	oras	N;FEM;SG	N;DEF;MASC;SG
תיאור	descriere	תיאור	descriere	N;MASC;SG	N;INDF;FEM;SG
תיאור	descrierea	תיאור	descriere	N;MASC;SG	N;DEF;FEM;SG
כתבה	articolul	כתבה	articol	N;FEM;SG	N;DEF;MASC;SG
כתבה	articol	כתבה	articol	N;FEM;SG	N;INDF;MASC;SG
עובדים	lucratori	עובד	lucrator	N;MASC;PL	N;INDF;MASC;PL
עובדים	muncitori	עובד	muncitor	N;MASC;PL	N;INDF;MASC;PL
עובדים	muncitorii	עובד	muncitor	N;MASC;PL	N;DEF;MASC;PL
עובדים	lucratorii	עובד	lucrator	N;MASC;PL	N;DEF;MASC;PL
עובדים	lucratorilor	עובד	lucrator	N;MASC;PL	N;DEF;MASC;PL
עובדים	angajatii	עובד	angajat	N;MASC;PL	N;DEF;MASC;PL
גמר	finala	גמר	finală	N;MASC;SG	N;DEF;FEM;SG
גמר	final	גמר	final	N;MASC;SG	N;INDF;MASC;SG
גמר	finala	גמר	finală	N;MASC;SG	N;DEF;FEM;SG
גמר	finala	גמר	finală	N;MASC;SG	N;DEF;FEM;SG
רצח	omucidere	רצח	omucidere	N;MASC;SG	N;INDF;FEM;SG
רצח	crima	רצח	crimă	N;MASC;SG	N;DEF;FEM;SG
רצח	crima	רצח	crimă	N;MASC;SG	N;DEF;FEM;SG
מטוס	avion	מטוס	avion	N;MASC;SG	N;INDF;MASC;SG
מטוס	avionul	מטוס	avion	N;MASC;SG	N;DEF;MASC;SG
מטוס	avion	מטוס	avion	N;MASC;SG	N;INDF;MASC;SG
מטוס	aeronava	מטוס	aeronava	N;MASC;SG	N;DEF;FEM;SG
מלחמות	razboaiele	מלחמה	razboi	N;FEM;PL	N;DEF;FEM;PL
לחץ	presiunea	לחץ	presiune	N;MASC;SG	N;DEF;FEM;SG
לחץ	presiune	לחץ	presiune	N;MASC;SG	N;INDF;FEM;SG
לחץ	stres	לחץ	stres	N;MASC;SG	N;INDF;MASC;SG
לחץ	stress	לחץ	stress	N;MASC;SG	N;INDF;MASC;SG
לחץ	stresul	לחץ	stres	N;MASC;SG	N;DEF;MASC;SG
לחץ	click	לחץ	click	N;MASC;SG	N;INDF;MASC;SG
אמו	amo	אמו	amo		
ניסה	incercat	ניסה	incerca	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
גרמני	germana	גרמני	germană	N;MASC;SG	N;DEF;FEM;SG
גרמני	germana	גרמני	germană	N;MASC;SG	N;DEF;FEM;SG
שלב	faza	שלב	fază	N;MASC;SG	N;DEF;FEM;SG
שלב	faza	שלב	fază	N;MASC;SG	N;DEF;FEM;SG
שלב	pas	שלב	pas	N;MASC;SG	N;INDF;MASC;SG
שלב	pasul	שלב	pas	N;MASC;SG	N;DEF;MASC;SG
שלב	etapa	שלב	etapă	N;MASC;SG	N;DEF;FEM;SG
שלב	etapa	שלב	etapă	N;MASC;SG	N;DEF;FEM;SG
שלב	stadiul	שלב	stadiu	N;MASC;SG	N;DEF;MASC;SG
הנהר	rau	הנהר	rau		
המונח	termenul	המונח	termen	N;MASC;SG	N;DEF;MASC;SG
המונח	termen	המונח	termen	N;MASC;SG	N;INDF;MASC;SG
המונח	mentiune	המונח	mentiune	N;MASC;SG	N;INDF;FEM;SG
לבנות	construieste	בנה	construi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לבנות	construi	בנה	construi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לבנות	construiesc	בנה	construi	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
רשות	autoritate	רשות	autoritate	N;FEM;SG	N;INDF;FEM;SG
רשות	autoritatea	רשות	autoritate	N;FEM;SG	N;DEF;FEM;SG
רשות	permisiune	רשות	permisiune	N;FEM;SG	N;INDF;FEM;SG
רשות	permisiunea	רשות	permisiune	N;FEM;SG	N;DEF;FEM;SG
שאלה	intrebare	שאלה	intrebare	N;FEM;SG	N;INDF;FEM;SG
שאלה	intrebarea	שאלה	intrebare	N;FEM;SG	N;DEF;FEM;SG
שאלה	intrebare	שאלה	intrebare	N;FEM;SG	N;INDF;FEM;SG
מטוסים	avioane	מטוס	avion	N;MASC;PL	N;INDF;FEM;PL
מטוסים	avioane	מטוס	avion	N;MASC;PL	N;INDF;FEM;PL
רכבת	train	רכבת	train	N;FEM;SG	N;INDF;MASC;SG
רכבת	trenul	רכבת	tren	N;FEM;SG	N;DEF;MASC;SG
רכבת	tren	רכבת	tren	N;FEM;SG	N;INDF;MASC;SG
ישנה	vechi	ישן	vechi	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ישנה	veche	ישן	vechi	ADJ;FEM;SG	ADJ;INDF;FEM;SG
ישנה	dormit	ישן	dormi	ADJ;FEM;SG	ADJ;INDF;MASC;SG
מפעל	fabrica	מפעל	fabrică	N;MASC;SG	N;DEF;FEM;SG
מפעל	fabrica	מפעל	fabrică	N;MASC;SG	N;DEF;FEM;SG
הרכב	masina	הרכב	masină	N;MASC;SG	N;DEF;FEM;SG
הרכב	masina	הרכב	masină	N;MASC;SG	N;DEF;FEM;SG
הרכב	masina	הרכב	masină	N;MASC;SG	N;DEF;FEM;SG
הרכב	masina	הרכב	masină	N;MASC;SG	N;DEF;FEM;SG
הרכב	masina	הרכב	masină	N;MASC;SG	N;DEF;FEM;SG
הרכב	vehiculul	הרכב	vehicul	N;MASC;SG	N;DEF;MASC;SG
הרכב	vehicul	הרכב	vehicul	N;MASC;SG	N;INDF;MASC;SG
הוציא	emise	הוציא	emite	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
רשימה	lista	רשימה	listă	N;FEM;SG	N;DEF;FEM;SG
רשימה	lista	רשימה	listă	N;FEM;SG	N;DEF;FEM;SG
ספינות	navele	ספינות	navă	N;FEM;PL	N;DEF;FEM;PL
ספינות	nave	ספינות	navă	N;FEM;PL	N;INDF;FEM;PL
ספינות	vapoare	ספינות	vapor	N;FEM;PL	N;INDF;FEM;PL
ספינות	corabii	ספינות	corabie	N;FEM;PL	N;INDF;FEM;PL
גשר	pod	גשר	pod	N;MASC;SG	N;INDF;MASC;SG
גשר	podul	גשר	pod	N;MASC;SG	N;DEF;MASC;SG
גשר	punte	גשר	punte	N;MASC;SG	N;INDF;FEM;SG
גשר	puntea	גשר	puntea	N;MASC;SG	N;DEF;FEM;SG
אחוז	procent	אחוז	procent	N;MASC;SG	N;INDF;MASC;SG
אחוז	procentajul	אחוז	procentaj	N;MASC;SG	N;DEF;MASC;SG
אחוז	procentul	אחוז	procent	N;MASC;SG	N;DEF;MASC;SG
אחוז	procentaj	אחוז	procentaj	N;MASC;SG	N;INDF;MASC;SG
אחוז	procent	אחוז	procent	N;MASC;SG	N;INDF;MASC;SG
עמוד	stand	עמוד	sta		
גרמנים	germanii	גרמני	german	N;MASC;PL	N;DEF;MASC;PL
גרמנים	germani	גרמני	german	N;MASC;PL	N;INDF;MASC;PL
מתאר	descriind	תיאר	descrie	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
לחלק	divide	חילק	divid	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פרטים	detaliile	פרט	detaliu	N;MASC;PL	N;DEF;FEM;PL
פרטים	detalii	פרט	detaliu	N;MASC;PL	N;INDF;FEM;PL
זיכרון	memorie	זיכרון	memorie	N;MASC;SG	N;INDF;FEM;SG
זיכרון	memoria	זיכרון	memorie	N;MASC;SG	N;DEF;FEM;SG
זיכרון	amintirea	זיכרון	amintire	N;MASC;SG	N;DEF;FEM;SG
זיכרון	amintire	זיכרון	amintire	N;MASC;SG	N;INDF;FEM;SG
מורשת	mostenire	מורשת	mostenire	N;FEM;SG	N;INDF;FEM;SG
מורשת	mostenire	מורשת	mostenire	N;FEM;SG	N;INDF;FEM;SG
מורשת	mostenirea	מורשת	mostenire	N;FEM;SG	N;DEF;FEM;SG
מורשת	patrimoniu	מורשת	patrimoniu	N;FEM;SG	N;INDF;MASC;SG
מורשת	patrimoniului	מורשת	patrimoniu	N;FEM;SG	N;DEF;MASC;SG
מורשת	patrimoniul	מורשת	patrimoniu	N;FEM;SG	N;DEF;MASC;SG
סופרים	scriitorii	סופר	scriitor	N;MASC;PL	N;DEF;MASC;PL
סופרים	scriitorilor	סופר	scriitor	N;MASC;PL	N;DEF;MASC;PL
סופרים	scriitori	סופר	scriitor	N;MASC;PL	N;INDF;MASC;PL
סופרים	autori	סופר	autor	N;MASC;PL	N;INDF;MASC;PL
סופרים	autorilor	סופר	autor	N;MASC;PL	N;DEF;MASC;PL
סופרים	autorii	סופר	autor	N;MASC;PL	N;DEF;MASC;PL
לציין	precizeaza	ציין	precizează	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לציין	precizati	ציין	preciza	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
לציין	specificati	ציין	specifica	V;NFIN;ACT	V;IND;PL;2;PRS;FIN
להבין	intelege	הבין	intelege	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להבין	intelege	הבין	intelege	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
אישה	femeie	איש	femeie	N;FEM;SG	N;INDF;FEM;SG
אישה	sotie	איש	sotie	N;FEM;SG	N;INDF;FEM;SG
אישה	sotia	איש	sotie	N;FEM;SG	N;DEF;FEM;SG
אישה	sotia	איש	sotie	N;FEM;SG	N;DEF;FEM;SG
אישה	sotie	איש	sotie	N;FEM;SG	N;INDF;FEM;SG
אישה	nevasta	איש	nevastă	N;FEM;SG	N;DEF;FEM;SG
מחשב	calculator	מחשב	calculator	N;MASC;SG	N;INDF;MASC;SG
מחשב	computer	מחשב	computer	N;MASC;SG	N;INDF;MASC;SG
מחשב	calculatorul	מחשב	calculator	N;MASC;SG	N;DEF;MASC;SG
מציע	oferind	הציע	oferi	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מסלול	pista	מסלול	pistă	N;MASC;SG	N;DEF;FEM;SG
מסלול	pista	מסלול	pistă	N;MASC;SG	N;DEF;FEM;SG
מסלול	cursul	מסלול	curs	N;MASC;SG	N;DEF;MASC;SG
מסלול	curs	מסלול	curs	N;MASC;SG	N;INDF;MASC;SG
מסלול	orbita	מסלול	orbită	N;MASC;SG	N;DEF;FEM;SG
מסלול	orbita	מסלול	orbită	N;MASC;SG	N;DEF;FEM;SG
שפות	limbi	שפה	limbă	N;FEM;PL	N;INDF;FEM;PL
שפות	limbile	שפה	limbă	N;FEM;PL	N;DEF;FEM;PL
שידור	transmisie	שידור	transmisie	N;MASC;SG	N;INDF;FEM;SG
שידור	transmisiune	שידור	transmisiune	N;MASC;SG	N;INDF;FEM;SG
שידור	difuzare	שידור	difuzare	N;MASC;SG	N;INDF;FEM;SG
שידור	transmitere	שידור	transmitere	N;MASC;SG	N;INDF;FEM;SG
שידור	transmisie	שידור	transmisie	N;MASC;SG	N;INDF;FEM;SG
שידור	transmiterea	שידור	transmitere	N;MASC;SG	N;DEF;FEM;SG
שידור	transmisiune	שידור	transmisiune	N;MASC;SG	N;INDF;FEM;SG
שידור	radiodifuziune	שידור	radiodifuziune	N;MASC;SG	N;INDF;FEM;SG
תקווה	speranta	תקווה	sperant	N;FEM;SG	N;DEF;FEM;SG
תקווה	speranta	תקווה	sperant	N;FEM;SG	N;DEF;FEM;SG
תקווה	speranta	תקווה	sperant	N;FEM;SG	N;DEF;FEM;SG
אב	tata	אב	tată	N;MASC;SG	N;DEF;MASC;SG
אב	tata	אב	tată	N;MASC;SG	N;DEF;MASC;SG
גורמים	factori	גורם	factor	N;MASC;PL	N;INDF;MASC;PL
גורמים	factorii	גורם	factor	N;MASC;PL	N;DEF;MASC;PL
סימן	semn	סימן	semn	N;MASC;SG	N;INDF;MASC;SG
סימן	semnul	סימן	semn	N;MASC;SG	N;DEF;MASC;SG
סגנון	stil	סגנון	stil	N;MASC;SG	N;INDF;MASC;SG
סגנון	stilul	סגנון	stil	N;MASC;SG	N;DEF;MASC;SG
סדרות	seturi	סדרה	setur	N;FEM;PL	N;INDF;FEM;PL
בנות	doamnelor	בת	doamnă	N;FEM;PL	N;DEF;FEM;PL
בנות	doamnele	בת	domn	N;FEM;PL	N;DEF;FEM;PL
בנות	fetele	בת	fată	N;FEM;PL	N;DEF;FEM;PL
בנות	fete	בת	fată	N;FEM;PL	N;INDF;FEM;PL
בנות	fetelor	בת	fată	N;FEM;PL	N;DEF;FEM;PL
מהירות	viteza	מהירות	viteză	N;FEM;SG	N;DEF;FEM;SG
מהירות	viteza	מהירות	viteză	N;FEM;SG	N;DEF;FEM;SG
מהירות	speed	מהירות	speed	N;FEM;SG	N;INDF;MASC;SG
מהירות	turatia	מהירות	turatie	N;FEM;SG	N;DEF;FEM;SG
לאפשר	permite	אפשר	permite	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאפשר	permit	אפשר	permite	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
להפוך	devin	הפך	deveni	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
מאמר	articolul	מאמר	articol	N;MASC;SG	N;DEF;MASC;SG
מאמר	articol	מאמר	articol	N;MASC;SG	N;INDF;MASC;SG
לימוד	predare	לימוד	predare	N;MASC;SG	N;INDF;FEM;SG
לימוד	studiul	לימוד	studiu	N;MASC;SG	N;DEF;MASC;SG
לימוד	studiu	לימוד	studiu	N;MASC;SG	N;INDF;MASC;SG
