من	od	مِن	od	ADP	ADP;GEN
الضغط	nátlak	ضَغط	nátlak	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
لغات	jazyky	لُغَة	jazyk	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
تحرير	úprava	تَحرِير	úprava	N;NOM;INDF;SG	N;NOM;FEM;SG
تغيير	zmena	تَغيِير	zmena	N;NOM;INDF;SG	N;NOM;FEM;SG
صوت	zvuk	صَوت	zvuk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
صوت	hlas	صَوت	hlas	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
صوت	zvuk	صَوت	zvuk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
صوت	audio	صَوت	audio	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سوق	trh	سُوق	trh	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سوق	market	سُوق	market	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
النظر	zváženie	نَظَر	zváženie	N;NOM;DEF;SG	N;NOM;NEUT;SG
النظر	úvaha	نَظَر	úvaha	N;NOM;DEF;SG	N;NOM;FEM;SG
المستوى	level	مُستَوَى	levieť	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المستوى	úroveň	مُستَوَى	úroveň	N;NOM;DEF;SG	N;NOM;FEM;SG
المستوى	hladina	مُستَوَى	hladina	N;NOM;DEF;SG	N;NOM;FEM;SG
نسخة	kópia	نُسخَة	kópia	N;NOM;INDF;SG	N;NOM;FEM;SG
رياضية	matematické	رِيَاضِيّ	matematický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
رياضية	matematický	رِيَاضِيّ	matematický	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
موضوع	téma	مَوضُوع	téma	N;NOM;INDF;SG	N;NOM;FEM;SG
موضوع	téma	مَوضُوع	téma	N;NOM;INDF;SG	N;NOM;FEM;SG
معدل	miera	مُعَدَّل	miera	N;NOM;INDF;SG	N;NOM;FEM;SG
معدل	rýchlosť	مُعَدَّل	rýchlosť	N;NOM;INDF;SG	N;NOM;FEM;SG
معدل	sadzba	مُعَدَّل	sadzba	N;NOM;INDF;SG	N;NOM;FEM;SG
الفرق	rozdiel	فِرقَة	rozdiel	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
اللون	farba	لَون	farba	N;NOM;DEF;SG	N;NOM;FEM;SG
اللون	farba	لَون	farba	N;NOM;DEF;SG	N;NOM;FEM;SG
الدراسة	štúdium	دِرَاسَة	štúdium	N;NOM;DEF;SG	N;NOM;NEUT;SG
الدراسة	štúdium	دِرَاسَة	štúdium	N;NOM;DEF;SG	N;NOM;NEUT;SG
سياسية	politická	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
سياسية	politické	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سياسية	politický	سِيَاسِيّ	politický	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
المنظمة	organizácia	مُنَظَّمَة	organizácia	N;NOM;DEF;SG	N;NOM;FEM;SG
المنظمة	organizácia	مُنَظَّمَة	organizácia	N;NOM;DEF;SG	N;NOM;FEM;SG
الشرطة	polícia	شُرطَة	polícia	N;NOM;DEF;SG	N;NOM;FEM;SG
قصيرة	krátka	قَصِير	krátka	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
قصيرة	krátky	قَصِير	krátky	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
قصيرة	krátke	قَصِير	krátky	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
هؤلاء	tieto	هٰذَا	tento	DET;NOM;MASC;PL	DET;NOM;MASC;PL
هؤلاء	títo	هٰذَا	tento	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
هؤلاء	tie	هٰذَا	ten	DET;NOM;MASC;PL	DET;INAN;NOM;MASC;PL
هؤلاء	tí	هٰذَا	ten	DET;NOM;MASC;PL	DET;ANIM;NOM;MASC;PL
السلة	košík	سَلَّة	košík	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
السلة	kôš	سَلَّة	kôš	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
دين	dekan	دِين	dekan	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
مجموع	celkový	مَجمُوع	celkový	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الساعة	hodina	سَاعَة	hodina	N;NOM;DEF;SG	N;NOM;FEM;SG
المثال	príklad	مِثَال	príklad	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الهندسة	geometria	هَندَسَة	geometria	N;NOM;DEF;SG	N;NOM;FEM;SG
الهندسة	inžinierstvo	هَندَسَة	inžinierstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصحة	zdraví	صِحَّة	zdravie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصحة	zdravie	صِحَّة	zdravie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصحة	zdravotníctvo	صِحَّة	zdravotníctvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطرق	cesty	طَرِيقَة	cesta	N;NOM;DEF;PL	N;NOM;FEM;PL
الشمالي	severný	شَمَالِيّ	severný	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
الشمالي	severné	شَمَالِيّ	severný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الشمالي	severná	شَمَالِيّ	severný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الشركات	spoločnosti	شَرِكَة	spoločnosť	N;NOM;DEF;PL	N;NOM;FEM;PL
الشركات	korporácie	شَرِكَة	korporácia	N;NOM;DEF;PL	N;NOM;FEM;PL
الشركات	firmy	شَرِكَة	firma	N;NOM;DEF;PL	N;NOM;FEM;PL
الشركات	spoločnosti	شَرِكَة	spoločnosť	N;NOM;DEF;PL	N;NOM;FEM;PL
بلدات	mestá	بَلدَة	mesto	N;NOM;INDF;PL	N;NOM;NEUT;PL
اللعب	hranie	لَعب	hranie	N;NOM;DEF;SG	N;NOM;NEUT;SG
اللعب	prehrávanie	لَعب	prehrávanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
مباريات	zápasy	مُبَارَاة	zápas	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مباريات	zhody	مُبَارَاة	zhod	N;NOM;INDF;PL	N;NOM;FEM;PL
مباريات	zápalky	مُبَارَاة	zápalka	N;NOM;INDF;PL	N;NOM;FEM;PL
مباريات	zápasy	مُبَارَاة	zápas	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
مباريات	hry	مُبَارَاة	hra	N;NOM;INDF;PL	N;NOM;FEM;PL
القارة	kontinente	قَارَّة	kontinent	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القارة	kontinent	قَارَّة	kontinent	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العمليات	operácie	عَمَلِيَّة	operácia	N;NOM;DEF;PL	N;NOM;FEM;PL
العمليات	prevádzky	عَمَلِيَّة	prevádzka	N;NOM;DEF;PL	N;NOM;FEM;PL
العمليات	operácie	عَمَلِيَّة	operácia	N;NOM;DEF;PL	N;NOM;FEM;PL
الحالات	situácie	حَالَة	situácia	N;NOM;DEF;PL	N;NOM;FEM;PL
الحالات	prípady	حَالَة	prípad	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الحالات	puzdrá	حَالَة	puzdrať	N;NOM;DEF;PL	N;NOM;FEM;PL
الحالات	stavy	حَالَة	stav	N;NOM;DEF;PL	N;NOM;FEM;PL
الروسية	ruské	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الروسية	ruská	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الروسية	ruský	رُوسِيّ	ruský	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
قيادة	vedenie	قِيَادَة	vedenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
قيادة	veliteľstvo	قِيَادَة	veliteľstvo	N;NOM;INDF;SG	N;NOM;NEUT;SG
قيادة	príkaz	قِيَادَة	príkaz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قيادة	velenie	قِيَادَة	velenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
قيادة	jazda	قِيَادَة	jazda	N;NOM;INDF;SG	N;NOM;FEM;SG
مخرج	riaditeľka	مَخرَج	riaditeľka	N;NOM;INDF;SG	N;NOM;FEM;SG
مخرج	réžia	مَخرَج	réžia	N;NOM;INDF;SG	N;NOM;FEM;SG
مخرج	riaditeľ	مَخرَج	riaditeľ	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
مخرج	výstup	مَخرَج	výstup	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مخرج	východ	مَخرَج	východ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ترجمة	preklad	تَرجَمَة	preklad	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الانتخابات	voľby	اِنتِخَاب	voľba	N;NOM;DEF;PL	N;NOM;FEM;PL
الانتخابات	voľby	اِنتِخَاب	voľba	N;NOM;DEF;PL	N;NOM;FEM;PL
متحف	múzeum	مَتحَف	múzeum	N;NOM;INDF;SG	N;NOM;NEUT;SG
دقيقة	minúta	دَقِيقَة	minúta	N;NOM;INDF;SG	N;NOM;FEM;SG
فرع	konár	فَرع	konár	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
فرع	pobočka	فَرع	pobočka	N;NOM;INDF;SG	N;NOM;FEM;SG
السنوات	roky	سَنَة	rok	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الاجتماعي	sociálne	اِجتِمَاعِيّ	sociálny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الاجتماعي	spoločenské	اِجتِمَاعِيّ	spoločenský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الاجتماعي	sociálny	اِجتِمَاعِيّ	sociálny	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
الاجتماعي	sociálna	اِجتِمَاعِيّ	sociálny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الاجتماعي	spoločenský	اِجتِمَاعِيّ	spoločenský	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
الهدف	cieľ	هَدَف	cieľ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الهدف	cieľ	هَدَف	cieľ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الهدف	target	هَدَف	target	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الهدف	cieľ	هَدَف	cieľ	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الهدف	gól	هَدَف	gól	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
تمت	urobil	تَمّ	urobiť	V;PFV;FEM;SG;3;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
البداية	začiatok	بِدَايَة	začiatok	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البداية	zaciatok	بِدَايَة	zaciatok	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البداية	štart	بِدَايَة	štart	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
البداية	začiatok	بِدَايَة	začiatok	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
طرق	cesty	طَرِيقَة	cesta	N;NOM;INDF;PL	N;NOM;FEM;PL
طرق	spôsoby	طَرِيقَة	spôsob	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
طرق	trasy	طَرِيقَة	tri	N;NOM;INDF;PL	N;NOM;FEM;PL
طرق	cesty	طَرِيقَة	cesta	N;NOM;INDF;PL	N;NOM;FEM;PL
الفن	umenie	فَنّ	umenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
حل	riesenie	حَلّ	riesenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
حل	riešenie	حَلّ	riešenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
حل	roztok	حَلّ	roztok	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
نائب	námestník	نَائِب	námestník	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
نائب	zástupca	نَائِب	zástupca	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
تصويت	hlasovanie	تَصوِيت	hlasovanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تصويت	hlasovanie	تَصوِيت	hlasovanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
سابقة	predpona	سَابِقَة	predpona	N;NOM;INDF;SG	N;NOM;FEM;SG
سابقة	precedens	سَابِقَة	precedens	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
سيارات	automobily	سَيَّارَة	automobiť	N;NOM;INDF;PL	N;NOM;FEM;PL
سيارات	autá	سَيَّارَة	auto	N;NOM;INDF;PL	N;NOM;NEUT;PL
ينتمي	patrí	اِنتَمَى	patriť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
الطيران	letectvo	طَيَرَان	letectvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطيران	lietanie	طَيَرَان	lietanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الطيران	let	طَيَرَان	let	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الطلاب	študenti	طَالِب	študent	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الطلاب	žiaci	طَالِب	žiak	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الطلاب	študentky	طَالِب	študentka	N;NOM;DEF;PL	N;NOM;FEM;PL
البيئة	prostredie	بِيئَة	prostredie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الاقتصاد	ekonomika	اِقتِصَاد	ekonomika	N;NOM;DEF;SG	N;NOM;FEM;SG
الاقتصاد	hospodárstvo	اِقتِصَاد	hospodárstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الاقتصاد	ekonomika	اِقتِصَاد	ekonomika	N;NOM;DEF;SG	N;NOM;FEM;SG
الاقتصاد	hospodárstvo	اِقتِصَاد	hospodárstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الاقتصاد	hospodárnosť	اِقتِصَاد	hospodárnosť	N;NOM;DEF;SG	N;NOM;FEM;SG
اللغات	jazyky	لُغَة	jazyk	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
الطبيعي	prirodzený	طَبِيعِيّ	prirodzený	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الطبيعي	prírodný	طَبِيعِيّ	prírodný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الطبيعي	prirodzené	طَبِيعِيّ	prirodzený	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الطبيعي	prírodné	طَبِيعِيّ	prírodný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الطبيعي	prírodná	طَبِيعِيّ	prírodný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
القمر	mesiaci	قَمَر	mesiac	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
القمر	mesiac	قَمَر	mesiac	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الموضوع	téma	مَوضُوع	téma	N;NOM;DEF;SG	N;NOM;FEM;SG
الموضوع	téma	مَوضُوع	téma	N;NOM;DEF;SG	N;NOM;FEM;SG
الموضوع	predmet	مَوضُوع	predmet	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الموضوع	subjekt	مَوضُوع	subjekt	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الصوت	zvuk	صَوت	zvuk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الصوت	hlas	صَوت	hlas	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الصوت	zvuk	صَوت	zvuk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الصوت	audio	صَوت	audio	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العين	oko	عَين	oko	N;NOM;DEF;SG	N;NOM;NEUT;SG
حيوانات	zvieratá	حيوانات	zviera	N;NOM;INDF;PL	N;NOM;NEUT;PL
حيوانات	živočíchy	حيوانات	živočíchy	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
موسيقى	music	مُوسِيقِيّ	musica	N;NOM;INDF;SG	N;NOM;MASC;SG
موسيقى	hudba	مُوسِيقِيّ	hudba	N;NOM;INDF;SG	N;NOM;FEM;SG
التجارة	obchod	تِجَارَة	obchod	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التجارة	obchodovanie	تِجَارَة	obchodovanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التجارة	obchod	تِجَارَة	obchod	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الخدمات	služby	خِدمَة	služba	N;NOM;DEF;PL	N;NOM;FEM;PL
الخدمات	služby	خِدمَة	služba	N;NOM;DEF;PL	N;NOM;FEM;PL
التدريب	výcvik	تَدرِيب	výcvik	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التدريب	tréning	تَدرِيب	tréning	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
التدريب	školenie	تَدرِيب	školenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التدريب	prax	تَدرِيب	prax	N;NOM;DEF;SG	N;NOM;FEM;SG
المباراة	zápas	مُبَارَاة	zápas	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المباراة	hra	مُبَارَاة	hra	N;NOM;DEF;SG	N;NOM;FEM;SG
المباراة	zápas	مُبَارَاة	zápas	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المباراة	zhoda	مُبَارَاة	zhoda	N;NOM;DEF;SG	N;NOM;FEM;SG
صغير	malá	صَغِير	malý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
صغير	malý	صَغِير	malý	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
صغير	malé	صَغِير	malý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
علاقات	vzťahy	عَلَاقَة	vzťah	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
علاقات	vzťahy	عَلَاقَة	vzťah	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
روايات	romány	رِوَايَة	román	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
التراث	dedičstvo	تُرَاث	dedičstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
التراث	dedičstvo	تُرَاث	dedičstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
النسخة	verzia	نُسخَة	verzia	N;NOM;DEF;SG	N;NOM;FEM;SG
هدف	cieľ	هَدَف	cieľ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
هدف	gól	هَدَف	gól	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
هدف	cieľ	هَدَف	cieľ	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
هدف	target	هَدَف	target	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
تطور	evolúcia	تَطَوُّر	evolúcia	N;NOM;INDF;SG	N;NOM;FEM;SG
تطور	vývoj	تَطَوُّر	vývoj	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
الشاعر	básnik	شَاعِر	básnik	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
عناصر	položky	عُنصُر	položka	N;NOM;INDF;PL	N;NOM;FEM;PL
عناصر	prvky	عُنصُر	prvok	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
عناصر	súčiastky	عُنصُر	súčiastka	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
عناصر	komponenty	عُنصُر	komponent	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
عناصر	súčasti	عُنصُر	súčasť	N;NOM;INDF;PL	N;NOM;FEM;PL
القدرة	schopnosť	قُدرَة	schopnosť	N;NOM;DEF;SG	N;NOM;FEM;SG
القدرة	kapacita	قُدرَة	kapacita	N;NOM;DEF;SG	N;NOM;FEM;SG
القدرة	schopnosť	قُدرَة	schopnosť	N;NOM;DEF;SG	N;NOM;FEM;SG
البلدة	mesto	بَلدَة	mesto	N;NOM;DEF;SG	N;NOM;NEUT;SG
البلدة	mesta	بَلدَة	mesto	N;NOM;DEF;SG	N;NOM;NEUT;SG
البلدة	mestečko	بَلدَة	mestečko	N;NOM;DEF;SG	N;NOM;NEUT;SG
السياسة	politika	سِيَاسَة	politika	N;NOM;DEF;SG	N;NOM;FEM;SG
السياسة	politika	سِيَاسَة	politika	N;NOM;DEF;SG	N;NOM;FEM;SG
مكتبة	knižnica	مَكتَبَة	knižnica	N;NOM;INDF;SG	N;NOM;FEM;SG
الكاتب	spisovateľ	كَاتِب	spisovateľ	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الكاتب	spisovateľka	كَاتِب	spisovateľka	N;NOM;DEF;SG	N;NOM;FEM;SG
الكاتب	autor	كَاتِب	autor	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الكاتب	autorka	كَاتِب	autorka	N;NOM;DEF;SG	N;NOM;FEM;SG
المؤتمر	konferencia	مُؤتَمَر	konferencia	N;NOM;DEF;SG	N;NOM;FEM;SG
المؤتمر	kongres	مُؤتَمَر	kongres	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الجبل	hora	جَبَل	hora	N;NOM;DEF;SG	N;NOM;FEM;SG
تاريخية	historický	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
تاريخية	historické	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
تاريخية	historická	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
تاريخية	historický	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
تاريخية	historické	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
تاريخية	historická	تَارِيخِيّ	historický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
الخط	riadok	خَطّ	riadok	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الخط	linka	خَطّ	linko	N;NOM;DEF;SG	N;NOM;FEM;SG
الخط	line	خَطّ	lina	N;NOM;DEF;SG	N;NOM;FEM;SG
الخط	čiara	خَطّ	čiara	N;NOM;DEF;SG	N;NOM;FEM;SG
الخط	písmo	خَطّ	písmo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الخط	font	خَطّ	font	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الرجل	chlap	رَجُل	chlap	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرجل	chalan	رَجُل	chalan	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرجل	chlapík	رَجُل	chlapík	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرجل	muž	رَجُل	muž	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الرجل	človek	رَجُل	človek	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
البلدان	štáty	بَلَد	štát	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL
البلدان	krajiny	بَلَد	krajina	N;NOM;DEF;PL	N;NOM;FEM;PL
فرقة	pásmo	فِرقَة	pásmo	N;NOM;INDF;SG	N;NOM;NEUT;SG
فرقة	kapela	فِرقَة	kapel	N;NOM;INDF;SG	N;NOM;FEM;SG
فرقة	oddiel	فِرقَة	oddlieť	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
فرقة	jednotka	فِرقَة	jednotka	N;NOM;INDF;SG	N;NOM;FEM;SG
فرقة	squad	فِرقَة	squad	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
فرقة	čata	فِرقَة	čata	N;NOM;INDF;SG	N;NOM;FEM;SG
فرقة	komando	فِرقَة	komando	N;NOM;INDF;SG	N;NOM;NEUT;SG
فرقة	družstvo	فِرقَة	družstvo	N;NOM;INDF;SG	N;NOM;NEUT;SG
بلد	štát	بَلَد	štát	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
بلد	krajina	بَلَد	krajina	N;NOM;INDF;SG	N;NOM;FEM;SG
جعل	vyrobiť	جَعَل	vyrobiť	V;PFV;MASC;SG;3;ACT	V;PFV;POS;NFIN
جعل	urobiť	جَعَل	urobiť	V;PFV;MASC;SG;3;ACT	V;PFV;POS;NFIN
الرجال	muži	رَجُل	muž	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
الرجال	pánske	رَجُل	pánsky	N;NOM;DEF;PL	N;NOM;FEM;PL
قبائل	kmene	قُبَائِلَ	kmeň	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
طاقة	energia	طَاقَة	energia	N;NOM;INDF;SG	N;NOM;FEM;SG
طاقة	energy	طَاقَة	energ	N;NOM;INDF;SG	N;NOM;FEM;SG
طاقة	energetika	طَاقَة	energetika	N;NOM;INDF;SG	N;NOM;FEM;SG
طاقة	moc	طَاقَة	moc	N;NOM;INDF;SG	N;NOM;FEM;SG
طاقة	napájanie	طَاقَة	napájanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
طاقة	výkon	طَاقَة	výkon	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
طاقة	power	طَاقَة	power	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ربما	možno	رُبَّمَا	možno	PART	PART
النار	oheň	نَار	oheň	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
النار	požiar	نَار	požiar	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
دليل	priečinok	دَلِيل	priečinka	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	adresár	دَلِيل	adresár	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	dôkaz	دَلِيل	dôkaz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	manuál	دَلِيل	manuál	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	príručka	دَلِيل	príručka	N;NOM;INDF;SG	N;NOM;FEM;SG
دليل	príručka	دَلِيل	príručka	N;NOM;INDF;SG	N;NOM;FEM;SG
دليل	sprievodca	دَلِيل	sprievodca	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	návod	دَلِيل	návod	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
دليل	dôkaz	دَلِيل	dôkaz	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
محاولة	pokus	مُحَاوَلَة	pokus	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
تتكون	pozostáva	تَكَوَّن	pozostávať	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
حماية	ochrana	حِمَايَة	ochrana	N;NOM;INDF;SG	N;NOM;FEM;SG
دعم	podpora	دَعم	podpora	N;NOM;INDF;SG	N;NOM;FEM;SG
دعم	záloha	دَعم	záloha	N;NOM;INDF;SG	N;NOM;FEM;SG
رمضان	ramadán	رَمَضَان	ramadán	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
خدمة	obsluha	خِدمَة	obsluha	N;NOM;INDF;SG	N;NOM;FEM;SG
خدمة	služba	خِدمَة	služba	N;NOM;INDF;SG	N;NOM;FEM;SG
