ve	og	ve	og	CONJ	CONJ
nedeni	årsagen	neden	årsag	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kararı	afgørelse	karar	afgørelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kararı	beslutning	karar	beslutning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kararı	afgørelsen	karar	afgørelse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kamu	offentlighed	kamu	offentlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kamu	offentligheden	kamu	offentlighed	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kişiler	personer	kişi	person	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kişiler	mennesker	kişi	menneske	N;NOM;PL;3	N;INDF;NEUT;PL
kişiler	personer	kişi	person	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kişiler	folk	kişi	folk	N;NOM;PL;3	N;INDF;NEUT;PL
kişiler	kontakter	kişi	kontakt	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kişiler	kontaktpersoner	kişi	kontaktperson	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kişiler	kontaktlinser	kişi	kontaktlins	N;NOM;PL;3	N;INDF;MASC+FEM;PL
uydu	satellit	uy	satellit	N;NOM;SG;3	N;INDF;MASC+FEM;SG
basit	simple	basit	simpel	ADJ	ADJ;PL
basit	simpel	basit	simpel	ADJ	ADJ;INDF;MASC+FEM;SG
basit	enkelt	basit	enkelt	ADJ	ADJ;INDF;SG
basit	enkel	basit	enkel	ADJ	ADJ;INDF;MASC+FEM;SG
basit	simpelt	basit	simpel	ADJ	ADJ
kaynaklar	kilder	kaynak	kilde	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kaynaklar	midler	kaynak	middel	N;NOM;PL;3	N;INDF;NEUT;PL
kaynaklar	ressourcer	kaynak	ressource	N;NOM;PL;3	N;INDF;MASC+FEM;PL
cumhurbaşkanı	præsidenten	cumhurbaşkanı	præsident	N;NOM;SG;3	N;DEF;MASC+FEM;SG
cumhurbaşkanı	formand	cumhurbaşkanı	formand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cumhurbaşkanı	præsident	cumhurbaşkanı	præsident	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tanımlamak	definere	tanımla	definere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
tanımlamak	definerer	tanımla	definere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
alındı	modtages	al	modtage	V;PFV;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
alındı	modtaget	al	modtage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
alındı	indtaget	al	indtage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
alındı	udtaget	al	udtage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
alındı	taget	al	tage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
boyu	højden	boy	højde	N;NOM;SG;3	N;DEF;MASC+FEM;SG
boyu	højde	boy	højde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
boyu	længde	boy	længde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
boyu	længden	boy	længde	N;NOM;SG;3	N;DEF;MASC+FEM;SG
boyu	størrelse	boy	størrelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
boyu	størrelsen	boy	størrelse	N;NOM;SG;3	N;DEF;MASC+FEM;SG
belki	måske	belki	måske	ADV	ADV
belki	måske	belki	måske	ADV	ADV
defans	forsvar	defans	forsvar	N;NOM;SG;3	N;INDF;NEUT;SG
defans	forsvaret	defans	forsvar	N;NOM;SG;3	N;DEF;NEUT;SG
defans	forsvar	defans	forsvar	N;NOM;SG;3	N;INDF;NEUT;SG
defans	forsvaret	defans	forsvar	N;NOM;SG;3	N;DEF;NEUT;SG
yardımcısı	medhjælper	yardımcı	medhjælpe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardımcısı	assistent	yardımcı	assistent	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardımcısı	stedfortræder	yardımcı	stedfortræder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardımcısı	næstformand	yardımcı	næstformand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yardımcısı	vice	yardımcı	vice	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adaları	øerne	ada	øerne	N;ACC;PL;3	N;DEF;NEUT;PL
adaları	øer	ada	øe	N;ACC;PL;3	N;INDF;NEUT;PL
yönetmeni	filmfotograf	yönetmen	filmfotograf	N;ACC;SG;3	N;INDF;MASC+FEM;SG
çözünürlük	opløsning	çözünürlük	opløsning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çözünürlük	resolution	çözünürlük	resolution	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çözünürlük	beslutning	çözünürlük	beslutning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ad	betegnelse	ad	betegnelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ad	navn	ad	navn	N;NOM;SG;3	N;INDF;NEUT;SG
birden	pludselig	birden	pludselig	ADV	ADV
birden	pludseligt	birden	pludseligt	ADV	ADV
american	amerikaner	american	amerikaner	N;NOM;SG;3	N;INDF;MASC+FEM;SG
american	american	american	american	N;NOM;SG;3	N;INDF;MASC+FEM;SG
direktör	direktør	direk	direktør	N;NOM;SG;3	N;INDF;MASC+FEM;SG
direktör	instruktør	direk	instruktør	N;NOM;SG;3	N;INDF;MASC+FEM;SG
direktör	direktøren	direk	direktør	N;NOM;SG;3	N;DEF;MASC+FEM;SG
direktör	bestyrelsesmedlem	direk	bestyrelsesmedlem	N;NOM;SG;3	N;INDF;NEUT;SG
katkıda	bidrag	katkı	bidrag	N;ESS;SG;3	N;INDF;NEUT;SG
anne	mumie	anne	mumie	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anne	moder	anne	moder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
değeri	værdien	değer	værdi	N;ACC;SG;3	N;DEF;MASC+FEM;SG
değeri	værdi	değer	værdi	N;ACC;SG;3	N;INDF;MASC+FEM;SG
akademisi	akademiet	akadem	akademium	N;NOM;SG;3	N;DEF;NEUT;SG
akademisi	akademi	akadem	akademi	N;NOM;SG;3	N;INDF;NEUT;SG
akademisi	academy	akadem	academy	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hataları	fejl	hata	fejl	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ince	tyndere	ince	tynder	ADJ	ADJ;CMPR
ince	diskrete	ince	diskret	ADJ	ADJ;PL
ince	diskret	ince	diskret	ADJ	ADJ;INDF;SG
ince	slank	ince	slank	ADJ	ADJ;INDF;MASC+FEM;SG
ince	slanke	ince	slank	ADJ	ADJ;PL
ince	tynd	ince	tynd	ADJ	ADJ;INDF;MASC+FEM;SG
ince	tyndt	ince	tyndt	ADJ	ADJ;INDF;NEUT;SG
ince	tynde	ince	tynd	ADJ	ADJ;PL
ince	slank	ince	slank	ADJ	ADJ;INDF;MASC+FEM;SG
ciddi	alvorlige	ciddi	alvorlig	ADJ	ADJ;PL
ciddi	seriøs	ciddi	seriøs	ADJ	ADJ;INDF;MASC+FEM;SG
ciddi	alvorlig	ciddi	alvorlig	ADJ	ADJ;INDF;MASC+FEM;SG
ciddi	seriøse	ciddi	seriøs	ADJ	ADJ;PL
ceza	straf	ceza	straf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	sanktion	ceza	sanktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	straf	ceza	straf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	afstraffelse	ceza	afstraffelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	eftersidning	ceza	eftersidning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	frihedsberøvelse	ceza	frihedsberøvelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	tilbageholdelse	ceza	tilbageholdelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	punktum	ceza	punktum	N;NOM;SG;3	N;INDF;NEUT;SG
ceza	sætning	ceza	sætning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ceza	straf	ceza	straf	N;NOM;SG;3	N;INDF;MASC+FEM;SG
özelliği	funktion	özellik	funktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
özelliği	funktionen	özellik	funktion	N;NOM;SG;3	N;DEF;MASC+FEM;SG
şampiyonlar	mestre	şampiyon	mester	N;NOM;PL;3	N;INDF;MASC+FEM;PL
şampiyonlar	vindere	şampiyon	vinder	N;NOM;PL;3	N;INDF;MASC+FEM;PL
başbakan	premier	başbakan	premie	N;NOM;SG;3	N;INDF;MASC+FEM;SG
terk	orlov	terk	orlov	N;NOM;SG;3	N;INDF;MASC+FEM;SG
terk	nedlæggelse	terk	nedlæggelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
terk	opgivelse	terk	opgivelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
terk	lossepladsen	terk	losseplads	N;NOM;SG;3	N;DEF;MASC+FEM;SG
terk	losseplads	terk	losseplads	N;NOM;SG;3	N;INDF;MASC+FEM;SG
getirildi	bragt	getir	bringe	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
topluluğu	ensemble	topluluk	ensemble	N;ACC;SG;3	N;INDF;NEUT;SG
piyade	infanteri	piya	infanteri	N;ESS;SG;3	N;INDF;NEUT;SG
ölçüde	udstrækning	ölçü	udstrækning	N;ESS;SG;3	N;INDF;MASC+FEM;SG
ölçüde	omfang	ölçü	omfang	N;ESS;SG;3	N;INDF;NEUT;SG
sekiz	otte	sekiz	otte	NUM	NUM
yemek	madpakke	yemek	madpakke	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	frokost	yemek	frokost	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	mad	yemek	mad	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	spisning	yemek	spisning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	aftensmad	yemek	aftensmad	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	middag	yemek	middag	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	dinner	yemek	dinne	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yemek	aftensmaden	yemek	aftensmad	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yemek	fad	yemek	fad	N;NOM;SG;3	N;INDF;NEUT;SG
yemek	måltid	yemek	måltid	N;NOM;SG;3	N;INDF;NEUT;SG
dans	dans	dans	dans	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dans	dans	dans	dans	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ulaşım	transporten	ulaşım	transport	N;NOM;SG;3	N;DEF;MASC+FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ulaşım	befordring	ulaşım	befordring	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ulaşım	transporten	ulaşım	transport	N;NOM;SG;3	N;DEF;MASC+FEM;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;INDF;MASC+FEM;SG
önem	vigtighed	önem	vigtighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
önem	betydning	önem	betydning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
vakfı	instituttet	vakıf	institut	N;ACC;SG;3	N;DEF;NEUT;SG
vakfı	foundation	vakıf	foundation	N;ACC;SG;3	N;INDF;MASC+FEM;SG
vakfı	institut	vakıf	institut	N;ACC;SG;3	N;INDF;MASC+FEM;SG
vakfı	fond	vakıf	fond	N;ACC;SG;3	N;INDF;MASC+FEM;SG
vakfı	stiftelse	vakıf	stiftelse	N;ACC;SG;3	N;INDF;MASC+FEM;SG
vakfı	fundament	vakıf	fundament	N;ACC;SG;3	N;INDF;NEUT;SG
yavaş	langsomme	yavaş	langsom	ADJ	ADJ;PL
yavaş	langsom	yavaş	langsom	ADJ	ADJ;INDF;MASC+FEM;SG
yavaş	nemt	yavaş	nemt	ADJ	ADJ;INDF;NEUT;SG
yavaş	nem	yavaş	nem	ADJ	ADJ;INDF;MASC+FEM;SG
yavaş	let	yavaş	let	ADJ	ADJ;INDF;SG
yavaş	rolig	yavaş	rolig	ADJ	ADJ;INDF;MASC+FEM;SG
ülkeler	nationer	ülke	nation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ülkeler	landene	ülke	land	N;NOM;PL;3	N;DEF;NEUT;PL
ülkeler	lande	ülke	land	N;NOM;PL;3	N;INDF;NEUT;PL
sonuçları	resultater	sonuç	resultat	N;ACC;PL;3	N;INDF;NEUT;PL
sonuçları	resultaterne	sonuç	resultat	N;ACC;PL;3	N;DEF;NEUT;PL
sonuçları	konsekvenserne	sonuç	konsekvens	N;ACC;PL;3	N;DEF;MASC+FEM;PL
sonuçları	konsekvenser	sonuç	konsekvens	N;ACC;PL;3	N;INDF;MASC+FEM;PL
sonuçları	følgerne	sonuç	folger	N;ACC;PL;3	N;DEF;MASC+FEM;PL
düzenleme	redigere	düzenle	redig	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
düzenleme	rediger	düzenle	redig	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
düzenleme	redigér	düzenle	redigér	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
düzenleme	redigerer	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
düzenleme	organiserer	düzenle	organisere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
ziyaret	besøg	ziyaret	besøg	N;NOM;SG;3	N;INDF;NEUT;SG
ziyaret	visit	ziyaret	visit	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ziyaret	besøg	ziyaret	besøg	N;NOM;SG;3	N;INDF;NEUT;SG
ayrıldı	adskilt	ayrıl	adskille	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ayrıldı	separeret	ayrıl	separere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
antlaşması	traktaten	antlaşma	traktat	N;NOM;SG;3	N;DEF;MASC+FEM;SG
antlaşması	traktat	antlaşma	traktat	N;NOM;SG;3	N;INDF;MASC+FEM;SG
olimpiyat	olympiade	olimpiyat	olympiad	N;NOM;SG;3	N;INDF;MASC+FEM;SG
olimpiyat	ol	olimpiyat	ol	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sen	du	sen	du	PRO;NOM;SG;2	PRO;NOM;MASC+FEM;SG;2
yazdı	skrev	yaz	skrive	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
silinmiş	udgået	sil	udgå	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
silinmiş	slettet	sil	slette	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
görülen	ses	gör	se	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN;PASS
önceden	tidligere	önceden	tidligere	ADV	ADV;CMPR
önceden	inden	önceden	inden	ADV	ADV
önceden	før	önceden	før	ADV	ADV
hafif	let	hafif	let	ADJ	ADJ;INDF;SG
hafif	mild	hafif	mild	ADJ	ADJ;INDF;MASC+FEM;SG
hafif	mildt	hafif	mild	ADJ	ADJ;INDF;NEUT;SG
hafif	milde	hafif	milde	ADJ	ADJ;PL
havalimanı	lufthavnen	havaliman	lufthavn	N;ACC;SG;3	N;DEF;MASC+FEM;SG
havalimanı	airport	havaliman	airport	N;ACC;SG;3	N;INDF;MASC+FEM;SG
havalimanı	lufthavn	havaliman	lufthavn	N;ACC;SG;3	N;INDF;MASC+FEM;SG
havalimanı	flyveplads	havaliman	flyveplads	N;ACC;SG;3	N;INDF;MASC+FEM;SG
havalimanı	flyvepladsen	havaliman	flyveplads	N;ACC;SG;3	N;DEF;MASC+FEM;SG
sarayı	slot	sara	slå	N;ACC;SG;3	N;INDF;NEUT;SG
sarayı	paladset	sara	palads	N;ACC;SG;3	N;DEF;NEUT;SG
sarayı	palads	sara	palads	N;ACC;SG;3	N;INDF;NEUT;SG
sarayı	palace	sara	palace	N;ACC;SG;3	N;INDF;MASC+FEM;SG
vermek	giver	ver	give	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
lideri	leader	lider	leade	N;NOM;SG;3	N;INDF;MASC+FEM;SG
lideri	leder	lider	leder	N;NOM;SG;3	N;INDF;MASC+FEM;SG
toplumsal	socialt	toplumsal	socialt	ADJ	ADJ;INDF;NEUT;SG
yazılmış	skrevet	yaz	skrive	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
şehirler	byer	şehir	by	N;NOM;PL;3	N;INDF;MASC+FEM;PL
şehirler	byerne	şehir	by	N;NOM;PL;3	N;DEF;MASC+FEM;PL
şehirler	storbyer	şehir	storby	N;NOM;PL;3	N;INDF;MASC+FEM;PL
şehirler	byer	şehir	by	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kalesi	slot	kale	slå	N;NOM;SG;3	N;INDF;NEUT;SG
kalesi	borg	kale	borg	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kalesi	castle	kale	castle	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kalesi	borgen	kale	borgen	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kalesi	slottet	kale	slotte	N;NOM;SG;3	N;DEF;NEUT;SG
uçak	fly	uçak	fly	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	luftfartøj	uçak	luftfartøj	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	fly	uçak	fly	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	fly	uçak	fly	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	flyvemaskine	uçak	flyvemaskine	N;NOM;SG;3	N;INDF;MASC+FEM;SG
uçak	flyvemaskinen	uçak	flyvemaskine	N;NOM;SG;3	N;DEF;MASC+FEM;SG
uçak	flyvemaskine	uçak	flyvemaskine	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gerçekten	faktisk	gerçekten	faktisk	ADV	ADV
gerçekten	virkelig	gerçekten	virkelig	ADV	ADV
gerçekten	virkelig	gerçekten	virkelig	ADV	ADV
savaşları	krigene	savaş	krig	N;NOM;PL;3	N;DEF;MASC+FEM;PL
savaşları	krige	savaş	krig	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kurucusu	grundlægger	kurucu	grundlægge	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yükseldi	steget	yüksel	stige	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
yükseldi	genopstået	yüksel	genopstå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
yükseldi	ophøjet	yüksel	ophøj	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
mühendisliği	ingeniør	mühendislik	ingeniør	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mühendisliği	engineering	mühendislik	engineering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dağları	bjergene	dağ	bjerg	N;NOM;PL;3	N;DEF;NEUT;PL
dağları	bjerge	dağ	bjerg	N;NOM;PL;3	N;INDF;NEUT;PL
albümleri	albummer	albüm	albumme	N;ACC;PL;3	N;INDF;NEUT;PL
ilişkiler	relationer	ilişki	relation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ilişkiler	relationer	ilişki	relation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ilişkiler	forbindelserne	ilişki	forbindelse	N;NOM;PL;3	N;DEF;MASC+FEM;PL
ilişkiler	forbindelser	ilişki	forbindelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
görüntü	image	görüntü	image	N;NOM;SG;3	N;INDF;NEUT;SG
görüntü	billede	görüntü	billede	N;NOM;SG;3	N;INDF;NEUT;SG
görüntü	billedet	görüntü	billede	N;NOM;SG;3	N;DEF;NEUT;SG
şablonu	skabelonen	şablo	skabelon	N;ACC;SG;3	N;DEF;MASC+FEM;SG
şablonu	skabelon	şablo	skabelon	N;ACC;SG;3	N;INDF;MASC+FEM;SG
başardı	lykkedes	baş	lykkes	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
açıkladı	forklarede	açıkla	forklare	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
açıkladı	forklaret	açıkla	forklare	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
açıkladı	afsløret	açıkla	afsløre	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
kaynakları	kilder	kaynak	kilde	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kaynakları	midler	kaynak	middel	N;ACC;PL;3	N;INDF;NEUT;PL
kaynakları	ressourcer	kaynak	ressource	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bilimler	videnskaber	bilim	videnskab	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hep	altid	hep	altid	ADV	ADV
konser	koncert	konser	koncert	N;NOM;SG;3	N;INDF;MASC+FEM;SG
konser	koncerten	konser	koncert	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yayımlandı	offentliggjort	yayımla	offentliggjort	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yayımlandı	udkommet	yayımla	udkomme	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yayımlandı	udgivet	yayımla	udgive	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yayımlandı	offentliggøres	yayımla	offentliggøre	V;PFV;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
işbirliği	kooperativ	işbirliği	kooperativ	N;NOM;SG;3	N;INDF;MASC+FEM;SG
işbirliği	andelsselskab	işbirliği	andelsselskab	N;NOM;SG;3	N;INDF;NEUT;SG
işbirliği	samarbejde	işbirliği	samarbejde	N;NOM;SG;3	N;INDF;NEUT;SG
işbirliği	samarbejdet	işbirliği	samarbejde	N;NOM;SG;3	N;DEF;NEUT;SG
istatistikleri	statistikker	ista	statistik	N;NOM;PL;3	N;INDF;MASC+FEM;PL
komedi	komedie	komedi	komedie	N;NOM;SG;3	N;INDF;MASC+FEM;SG
anlamı	betydning	anlam	betydning	N;ACC;SG;3	N;INDF;MASC+FEM;SG
oyuncular	aktører	oyuncu	aktøre	N;NOM;PL;3	N;INDF;MASC+FEM;PL
oyuncular	spillerne	oyuncu	spiller	N;NOM;PL;3	N;DEF;MASC+FEM;PL
oyuncular	spillere	oyuncu	spiller	N;NOM;PL;3	N;INDF;MASC+FEM;PL
oyuncular	aktører	oyuncu	aktøre	N;NOM;PL;3	N;INDF;MASC+FEM;PL
oyuncular	skuespillerne	oyuncu	skuespiller	N;NOM;PL;3	N;DEF;MASC+FEM;PL
oyuncular	skuespillere	oyuncu	skuespiller	N;NOM;PL;3	N;INDF;MASC+FEM;PL
oyuncular	aktørerne	oyuncu	aktør	N;NOM;PL;3	N;DEF;MASC+FEM;PL
oyuncular	spillere	oyuncu	spiller	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kullanıcılar	brugere	kullanıcı	bruger	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kullanıcılar	brugerne	kullanıcı	bruger	N;NOM;PL;3	N;DEF;MASC+FEM;PL
atina	athens	at	athense	N;DAT;SG;3	N;INDF;MASC+FEM;SG
olaylar	hændelser	olay	hændelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
olaylar	begivenheder	olay	begivenhed	N;NOM;PL;3	N;INDF;MASC+FEM;PL
olaylar	hændelser	olay	hændelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
olaylar	arrangementer	olay	arrangement	N;NOM;PL;3	N;INDF;NEUT;PL
olaylar	events	olay	events	N;NOM;PL;3	N;INDF;MASC+FEM;PL
olaylar	begivenhederne	olay	begivenhed	N;NOM;PL;3	N;DEF;MASC+FEM;PL
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
cevap	svaret	cevap	svar	N;NOM;SG;3	N;DEF;NEUT;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
cevap	besvarelse	cevap	besvarelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cevap	reaktion	cevap	reaktion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
cevap	respons	cevap	respons	N;NOM;SG;3	N;INDF;MASC+FEM;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
manyetik	magnetiske	manyetik	magnetisk	ADJ	ADJ;PL
manyetik	magnetisk	manyetik	magnetisk	ADJ	ADJ;INDF;SG
bölgesel	regionalt	bölgesel	regionalt	ADJ	ADJ;INDF;NEUT;SG
kayıp	fortabt	kayıp	fortabe	ADJ	ADJ;INDF;SG
görüş	tilbagemelding	görüş	tilbagemelding	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görüş	feedback	görüş	feedback	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görüş	synlighed	görüş	synlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görüş	sigtbarhed	görüş	sigtbarhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
görüş	udsyn	görüş	udsyn	N;NOM;SG;3	N;INDF;NEUT;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;INDF;MASC+FEM;SG
milletler	nationer	millet	nation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sağladı	forudsat	sağla	forudsætte	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
sağladı	sørget	sağla	sørge	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
sağladı	sikrede	sağla	sikre	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
evlilik	ægteskabet	evlilik	ægteskab	N;NOM;SG;3	N;DEF;NEUT;SG
evlilik	ægteskab	evlilik	ægteskab	N;NOM;SG;3	N;INDF;NEUT;SG
evlilik	bryllup	evlilik	bryllup	N;NOM;SG;3	N;INDF;NEUT;SG
imparatorluk	imperiet	imparatorluk	imperi	N;NOM;SG;3	N;DEF;NEUT;SG
imparatorluk	imperium	imparatorluk	imperium	N;NOM;SG;3	N;INDF;NEUT;SG
imparatorluk	imperial	imparatorluk	imperial	N;NOM;SG;3	N;INDF;MASC+FEM;SG
altyazı	undertitel	altyazı	undertitel	N;NOM;SG;3	N;INDF;MASC+FEM;SG
katıldığı	deltaget	kat	deltage	V;PFV;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
hanedanı	dynasti	hanedan	dynasti	N;INS;SG;3	N;INDF;NEUT;SG
gelişmiş	udviklede	geliş	udvikle	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PL;PST;V.PTCP
gelişmiş	udviklet	geliş	udvikle	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
