uma	ühe	um	üks	NUM	NUM;GEN;SG
rosa	roosa	rosa	roosama	N;FEM;SG	N;NOM;SG
rosa	rose	rosa	rose	N;FEM;SG	N;NOM;SG
rosa	roos	rosa	roos	N;FEM;SG	N;NOM;SG
rosa	roosi	rosa	roos	N;FEM;SG	N;NOM;SG
rosa	rosa	rosa	rosa	N;FEM;SG	N;NOM;SG
antonio	antonio	antonio	antonio	N;MASC;SG	N;NOM;SG
irmã	õde	irmã	õde	N;FEM;SG	N;NOM;SG
longa	pikka	longo	pikk	ADJ;FEM;SG	ADJ;PRT;SG
longa	pikk	longo	pikk	ADJ;FEM;SG	ADJ;NOM;SG
mudança	muudatus	mudança	muudatus	N;FEM;SG	N;NOM;SG
mudança	muutus	mudança	muutus	N;FEM;SG	N;NOM;SG
crescimento	kasv	crescimento	kasv	N;MASC;SG	N;NOM;SG
crescimento	majanduskasv	crescimento	majandus_kasv	N;MASC;SG	N;NOM;SG
criou	loodi	criar	looma	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
criou	loodud	criar	looma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
religião	religioon	religião	religioon	N;FEM;SG	N;NOM;SG
trabalhou	töötas	trabalhar	töötama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
trabalhou	töötanud	trabalhar	töötama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
paraná	paraná	paraná	paraná	N;MASC;SG	N;NOM;SG
cristo	kristus	cristo	kristus	N;MASC;SG	N;NOM;SG
cristo	cristo	cristo	cristo	N;MASC;SG	N;NOM;SG
jornalista	ajakirjanik	jornalista	aja_kirjanik	N;MASC;SG	N;NOM;SG
análise	analüüsi	análise	analüüs	N;FEM;SG	N;PRT;SG
análise	analüüs	análise	analüüs	N;FEM;SG	N;NOM;SG
editores	kirjastajad	editor	kirjastaja	N;MASC;PL	N;NOM;PL
mensagem	sõnum	mensagem	sõnum	N;FEM;SG	N;NOM;SG
mensagem	teade	mensagem	teade	N;FEM;SG	N;NOM;SG
festa	party	festa	party	N;FEM;SG	N;NOM;SG
festa	pidu	festa	pidu	N;FEM;SG	N;NOM;SG
festa	erakond	festa	erakond	N;FEM;SG	N;NOM;SG
festa	peole	festa	pidu	N;FEM;SG	N;AT+ALL;SG
cena	cena	cena	cena	N;FEM;SG	N;NOM;SG
cena	stseen	cena	stseen	N;FEM;SG	N;NOM;SG
cena	stseeni	cena	stseen	N;FEM;SG	N;PRT;SG
capela	kabel	capela	kabel	N;FEM;SG	N;NOM;SG
médico	arst	médico	arst	N;MASC;SG	N;NOM;SG
médico	arsti	médico	arst	N;MASC;SG	N;PRT;SG
médico	meedik	médico	meedik	N;MASC;SG	N;NOM;SG
médico	arst	médico	arst	N;MASC;SG	N;NOM;SG
médico	arsti	médico	arst	N;MASC;SG	N;PRT;SG
médico	doktor	médico	doktor	N;MASC;SG	N;NOM;SG
ligação	ühendus	ligação	ühendus	N;FEM;SG	N;NOM;SG
ligação	ühenduse	ligação	ühendus	N;FEM;SG	N;GEN;SG
ligação	lingi	ligação	ling	N;FEM;SG	N;GEN;SG
ligação	link	ligação	link	N;FEM;SG	N;NOM;SG
ligação	seos	ligação	seos	N;FEM;SG	N;NOM;SG
resposta	vastus	resposta	vastus	N;FEM;SG	N;NOM;SG
resposta	vasta	resposta	vastama	N;FEM;SG	N;NOM;SG
resposta	vastus	resposta	vastus	N;FEM;SG	N;NOM;SG
resposta	vastus	resposta	vastus	N;FEM;SG	N;NOM;SG
resposta	reageering	resposta	reageering	N;FEM;SG	N;NOM;SG
resposta	reageerimine	resposta	reageerimine	N;FEM;SG	N;NOM;SG
comandante	komandant	comandante	komandant	N;MASC;SG	N;NOM;SG
comandante	komandör	comandante	komandör	N;MASC;SG	N;NOM;SG
categorias	kategooriad	categoria	kategooria	N;FEM;PL	N;NOM;PL
edifício	hoone	edifício	hoone	N;MASC;SG	N;NOM;SG
edifício	ehitamine	edifício	ehitamine	N;MASC;SG	N;NOM;SG
edifício	ehitis	edifício	ehitis	N;MASC;SG	N;NOM;SG
pedra	kivi	pedra	kivi	N;FEM;SG	N;NOM;SG
pedra	kalju	pedra	kalju	N;FEM;SG	N;NOM;SG
pedra	rock	pedra	rock	N;FEM;SG	N;NOM;SG
pedra	kivi	pedra	kivi	N;FEM;SG	N;NOM;SG
planeta	planet	planeta	planet	N;MASC;SG	N;NOM;SG
planeta	planeet	planeta	planeet	N;MASC;SG	N;NOM;SG
comprimento	pikkus	comprimento	pikkus	N;MASC;SG	N;NOM;SG
índia	indiaanlane	índia	indiaanlane	N;FEM;SG	N;NOM;SG
jovens	noored	jovem	noor	N;MASC;PL	N;NOM;PL
jovens	noorte	jovem	noor	N;MASC;PL	N;GEN;PL
jovens	noored	jovem	noor	N;MASC;PL	N;NOM;PL
leão	lõvi	leão	lõvi	N;MASC;SG	N;NOM;SG
leão	leo	leão	leo	N;MASC;SG	N;NOM;SG
projetos	kavandid	projeto	kavand	N;MASC;PL	N;NOM;PL
projetos	projektid	projeto	projekt	N;MASC;PL	N;NOM;PL
disc	ketta	disc	ketas	N;MASC;SG	N;NOM;SG
disc	plaat	disc	plaat	N;MASC;SG	N;NOM;SG
disc	ketas	disc	ketas	N;MASC;SG	N;NOM;SG
disc	plaadi	disc	plaat	N;MASC;SG	N;GEN;SG
nordeste	kirde	nordeste	kirde	N;MASC;SG	N;NOM;SG
versões	versioonid	versão	versioon	N;FEM;PL	N;NOM;PL
independência	iseseisvus	independência	ise_seisvus	N;FEM;SG	N;NOM;SG
independência	sõltumatus	independência	sõltumatus	N;FEM;SG	N;NOM;SG
operação	toimimine	operação	toimimine	N;FEM;SG	N;NOM;SG
operação	toiming	operação	toiming	N;FEM;SG	N;NOM;SG
operação	operatsioon	operação	operatsioon	N;FEM;SG	N;NOM;SG
totalmente	täielikult	totalmente	täielikult	ADV	ADV
totalmente	täielikult	totalmente	täielikult	ADV	ADV
totalmente	täiesti	totalmente	täiesti	ADV	ADV
totalmente	täiesti	totalmente	täiesti	ADV	ADV
certo	õige	certo	õige	ADJ;MASC;SG	ADJ;NOM;SG
avenida	avenue	avenida	avenue	N;FEM;SG	N;NOM;SG
avenida	avenüü	avenida	avenüü	N;FEM;SG	N;NOM;SG
augusto	august	augusto	auk	N;MASC;SG	N;IN+ABL;SG
augusto	augustus	augusto	augustuma	N;MASC;SG	N;NOM;SG
formado	lõpetas	formar	lõpetama	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
formado	moodustati	formar	moodustama	V;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
russo	venelane	russo	venelane	N;MASC;SG	N;NOM;SG
russo	russo	russo	russo	N;MASC;SG	N;NOM;SG
liberdade	vabadus	liberdade	vabadus	N;FEM;SG	N;NOM;SG
liberdade	liberty	liberdade	liberty	N;FEM;SG	N;NOM;SG
liberdade	vabadus	liberdade	vabadus	N;FEM;SG	N;NOM;SG
conceito	mõiste	conceito	mõiste	N;MASC;SG	N;NOM;SG
conceito	kontseptsioon	conceito	kontseptsioon	N;MASC;SG	N;NOM;SG
anteriores	eelmised	anterior	eelmine	ADJ;MASC;PL	ADJ;NOM;PL
torre	torre	torre	torn	N;FEM;SG	N;NOM;SG
torre	tower	torre	tower	N;FEM;SG	N;NOM;SG
torre	torn	torre	torn	N;FEM;SG	N;NOM;SG
torre	vanker	torre	vanker	N;FEM;SG	N;NOM;SG
localização	asukoht	localização	asu_koht	N;FEM;SG	N;NOM;SG
pós	postitust	pós	postitus	N;MASC;SG	N;PRT;SG
pós	post	pós	post	N;MASC;SG	N;NOM;SG
pós	postitus	pós	postituma	N;MASC;SG	N;NOM;SG
asteroides	asteroidid	asteroide	asteroid	N;MASC;PL	N;NOM;PL
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	N;NOM;SG
alexandre	aleksandr	alexandre	aleksandr	N;MASC;SG	N;NOM;SG
alexandre	aleksander	alexandre	aleksander	N;MASC;SG	N;NOM;SG
alexandre	alexander	alexandre	alexander	N;MASC;SG	N;NOM;SG
musicais	muusikalid	musical	muusikal	N;MASC;PL	N;NOM;PL
feira	laat	feira	laat	N;FEM;SG	N;NOM;SG
rodada	voor	rodada	voor	N;FEM;SG	N;NOM;SG
chegar	saabuvad	chegar	saabuma	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
times	meeskonnad	time	meeskond	N;MASC;PL	N;NOM;PL
times	rühmad	time	rühm	N;MASC;PL	N;NOM;PL
times	ajad	time	aeg	N;MASC;PL	N;NOM;PL
marinha	mereväe	marinho	mere_vägi	N;FEM;SG	N;NOM;SG
marinha	merevägi	marinho	mere_vägi	N;FEM;SG	N;NOM;SG
marinha	mereväelane	marinho	mere_väelane	N;FEM;SG	N;NOM;SG
marinha	merejalaväelane	marinho	mere_jala_väelane	N;FEM;SG	N;NOM;SG
marinha	marine	marinho	marine	N;FEM;SG	N;NOM;SG
marinha	mere	marinho	meri	N;FEM;SG	N;NOM;SG
princesa	printsess	princesa	printsess	N;FEM;SG	N;NOM;SG
açores	assooride	açor	assoor	N;MASC;PL	N;GEN;PL
partidas	tikud	partida	tikk	N;FEM;PL	N;NOM;PL
ribeiro	oja	ribeiro	oja	N;MASC;SG	N;NOM;SG
hospital	haiglas	hospital	haigla	N;MASC;SG	N;IN+ESS;SG
hospital	haigla	hospital	haigla	N;MASC;SG	N;NOM;SG
hospital	haiglasse	hospital	haigla	N;MASC;SG	N;IN+ALL;SG
nações	rahvaste	nação	rahvas	N;FEM;PL	N;GEN;PL
nações	rahvad	nação	rahvas	N;FEM;PL	N;NOM;PL
histórias	lugusid	história	lugu	N;FEM;PL	N;PRT;PL
histórias	lood	história	lugu	N;FEM;PL	N;NOM;PL
histórias	jutud	história	jutt	N;FEM;PL	N;NOM;PL
mão	kätt	mão	käsi	N;FEM;SG	N;PRT;SG
mão	käe	mão	käsi	N;FEM;SG	N;GEN;SG
mão	käega	mão	käsi	N;FEM;SG	N;COM;SG
filosofia	filosoofia	filosofia	filosoofia	N;FEM;SG	N;NOM;SG
pertence	kuulub	pertencer	kuuluma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
efeito	efekt	efeito	efekt	N;MASC;SG	N;NOM;SG
efeito	mõju	efeito	mõju	N;MASC;SG	N;NOM;SG
efeito	toime	efeito	toime	N;MASC;SG	N;NOM;SG
www	www	www	www	N;MASC;SG	N;NOM;SG
antigos	iidsed	antigo	iidne	ADJ;MASC;PL	ADJ;NOM;PL
antigos	iidsete	antigo	iidne	ADJ;MASC;PL	ADJ;GEN;PL
viagem	reisimine	viagem	reisimine	N;FEM;SG	N;NOM;SG
viagem	reisi	viagem	reis	N;FEM;SG	N;PRT;SG
viagem	rännak	viagem	rännak	N;FEM;SG	N;NOM;SG
viagem	teekond	viagem	teekond	N;FEM;SG	N;NOM;SG
viagem	reis	viagem	reis	N;FEM;SG	N;NOM;SG
viagem	trip	viagem	trip	N;FEM;SG	N;NOM;SG
viagem	reis	viagem	reis	N;FEM;SG	N;NOM;SG
sousa	sousa	sousa	sous	N;FEM;SG	N;NOM;SG
construído	ehitatud	construir	ehitama	V;MASC;SG;V.PTCP	V;PST;V.PTCP;PASS
construído	konstrueeritud	construir	konstrueeri=tud	V;MASC;SG;V.PTCP	V;PST;V.PTCP;PASS
construído	ehitatud	construir	ehitama	V;MASC;SG;V.PTCP	V;PST;V.PTCP;PASS
esquerda	vasak	esquerda	vasak	N;FEM;SG	N;NOM;SG
martin	martin	martin	martin	N;MASC;SG	N;NOM;SG
peças	plaadid	peça	plaat	N;FEM;PL	N;NOM;PL
peças	osi	peça	osa	N;FEM;PL	N;PRT;PL
peças	osad	peça	osa	N;FEM;PL	N;NOM;PL
peças	tükid	peça	tükk	N;FEM;PL	N;NOM;PL
castro	castro	castro	castro	N;MASC;SG	N;NOM;SG
seção	lõik	seção	lõik	N;FEM;SG	N;NOM;SG
seção	sektsioon	seção	sektsioon	N;FEM;SG	N;NOM;SG
seção	jagu	seção	jagu	N;FEM;SG	N;PRT;SG
europeia	euroopa	europeu	euroopa	N;FEM;SG	N;NOM;SG
coração	südant	coração	süda	N;MASC;SG	N;PRT;SG
coração	südame	coração	süda	N;MASC;SG	N;GEN;SG
coração	süda	coração	süda	N;MASC;SG	N;NOM;SG
golos	eesmärgid	golo	ees_märk	N;MASC;PL	N;NOM;PL
ricardo	richard	ricardo	richard	N;MASC;SG	N;NOM;SG
ricardo	ricardo	ricardo	ricardo	N;MASC;SG	N;NOM;SG
tradicional	traditsiooniline	tradicional	traditsiooniline	ADJ;MASC;SG	ADJ;NOM;SG
american	ameeriklane	american	ameeriklane	N;MASC;SG	N;NOM;SG
american	american	american	american	N;MASC;SG	N;NOM;SG
colégio	kolleegium	colégio	kolleegium	N;MASC;SG	N;NOM;SG
colégio	kolledž	colégio	kolledž	N;MASC;SG	N;NOM;SG
guarda	valvur	guarda	valvur	N;FEM;SG	N;NOM;SG
guarda	guarda	guarda	guardama	N;FEM;SG	N;NOM;SG
motor	mootor	motor	mootor	N;MASC;SG	N;NOM;SG
motor	mootor	motor	mootor	N;MASC;SG	N;NOM;SG
belo	nice	belo	nice	N;MASC;SG	N;NOM;SG
desempenho	tulemuslikkus	desempenho	tulemuslikkus	N;MASC;SG	N;NOM;SG
desempenho	tulemuslikkuse	desempenho	tulemuslikkus	N;MASC;SG	N;GEN;SG
desempenho	jõudlus	desempenho	jõudlus	N;MASC;SG	N;NOM;SG
línguas	keeli	língua	keel	N;FEM;PL	N;PRT;PL
línguas	keeled	língua	keel	N;FEM;PL	N;NOM;PL
efeitos	mõjud	efeito	mõju	N;MASC;PL	N;NOM;PL
reis	kuningad	rei	kuningas	N;MASC;PL	N;NOM;PL
visão	nägemus	visão	nägemus	N;FEM;SG	N;NOM;SG
visão	visioon	visão	visioon	N;FEM;SG	N;NOM;SG
visão	nägemine	visão	nägemine	N;FEM;SG	N;NOM;SG
especiais	erilised	especial	eriline	ADJ;MASC;PL	ADJ;NOM;PL
cores	värvid	cor	värv	N;FEM;PL	N;NOM;PL
cores	värvid	cor	värv	N;FEM;PL	N;NOM;PL
guilherme	william	guilherme	william	N;MASC;SG	N;NOM;SG
guilherme	wilhelm	guilherme	wilhelm	N;MASC;SG	N;NOM;SG
ajudar	aidates	ajudar	aitama	V;NFIN	V;V.CVB
ajudar	aitan	ajudar	aitama	V;NFIN	V;IND;SG;1;PRS;FIN;ACT
ajudar	aidake	ajudar	aida=ke	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
humano	inimlik	humano	inimlik	ADJ;MASC;SG	ADJ;NOM;SG
sítio	koht	sítio	koht	N;MASC;SG	N;NOM;SG
sítio	saidi	sítio	saima	N;MASC;SG	N;GEN;SG
sítio	ala	sítio	ala	N;MASC;SG	N;NOM;SG
conflito	konflikt	conflito	konflikt	N;MASC;SG	N;NOM;SG
dinheiro	raha	dinheiro	raha	N;MASC;SG	N;NOM;SG
dinheiro	sularaha	dinheiro	sula_raha	N;MASC;SG	N;NOM;SG
dinheiro	cash	dinheiro	cash	N;MASC;SG	N;NOM;SG
imprensa	press	imprensa	press	N;FEM;SG	N;NOM;SG
imprensa	ajakirjandus	imprensa	aja_kirjandus	N;FEM;SG	N;NOM;SG
imprensa	pressi	imprensa	press	N;FEM;SG	N;NOM;SG
dvd	dvd	dvd	dvd	N;MASC;SG	N;NOM;SG
tour	tour	tour	tour	N;MASC;SG	N;NOM;SG
tour	tuur	tour	tuur	N;MASC;SG	N;NOM;SG
tour	ringkäik	tour	ring_käik	N;MASC;SG	N;NOM;SG
finais	lõpud	final	lõpp	N;MASC;PL	N;NOM;PL
inicial	algne	inicial	algne	ADJ;MASC;SG	ADJ;NOM;SG
inicial	esialgne	inicial	esi_algne	ADJ;MASC;SG	ADJ;NOM;SG
rapidamente	ruttu	rapidamente	ruttu	ADV	ADV
rapidamente	kiiresti	rapidamente	kiiresti	ADV	ADV
fundado	rajatud	fundar	raja=tud	V;MASC;SG;V.PTCP	V;PST;V.PTCP;PASS
porta	uks	porta	uks	N;FEM;SG	N;NOM;SG
porta	porta	porta	porta	N;FEM;SG	N;NOM;SG
lugares	kohad	lugar	koht	N;MASC;PL	N;NOM;PL
lugares	istmed	lugar	iste	N;MASC;PL	N;NOM;PL
relacionados	seotud	relacionar	siduma	V;MASC;PL;V.PTCP	V;PST;V.PTCP;PASS
marco	marco	marco	marco	N;MASC;SG	N;NOM;SG
leva	võtab	levar	võtma	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
oficialmente	ametlikult	oficialmente	ametlikult	ADV	ADV
superfície	pinnale	superfície	pind	N;FEM;SG	N;AT+ALL;SG
superfície	pind	superfície	pind	N;FEM;SG	N;NOM;SG
ações	aktsiad	ação	aktsia	N;FEM;PL	N;NOM;PL
ações	toimingud	ação	toiming	N;FEM;PL	N;NOM;PL
ações	meetmed	ação	meede	N;FEM;PL	N;NOM;PL
ações	tegevused	ação	tegevus	N;FEM;PL	N;NOM;PL
ações	teod	ação	tegu	N;FEM;PL	N;NOM;PL
comentário	kommentaari	comentário	kommentaar	N;MASC;SG	N;PRT;SG
comentário	kommentaar	comentário	kommentaar	N;MASC;SG	N;NOM;SG
medida	mõõt	medida	mõõt	N;FEM;SG	N;NOM;SG
medida	abinõu	medida	abi_nõu	N;FEM;SG	N;NOM;SG
medida	meede	medida	meede	N;FEM;SG	N;NOM;SG
branca	branca	branco	branca	N;FEM;SG	N;NOM;SG
jack	jack	jack	jack	N;MASC;SG	N;NOM;SG
oriental	idamaine	oriental	ida_maine	ADJ;MASC;SG	ADJ;NOM;SG
decidiu	otsustas	decidir	otsustama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
decidiu	otsustanud	decidir	otsustama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
decidiu	otsustatud	decidir	otsustama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;PASS
constituição	põhiseadus	constituição	põhi_seadus	N;FEM;SG	N;NOM;SG
auto	self	auto	self	N;MASC;SG	N;NOM;SG
memória	mälestus	memória	mälestus	N;FEM;SG	N;NOM;SG
memória	memory	memória	memory	N;FEM;SG	N;NOM;SG
memória	mälu	memória	mälu	N;FEM;SG	N;NOM;SG
memória	mälestus	memória	mälestus	N;FEM;SG	N;NOM;SG
biblioteca	raamatukogu	biblioteca	raamatu_kogu	N;FEM;SG	N;NOM;SG
biblioteca	teegi	biblioteca	tegema	N;FEM;SG	N;NOM;SG
medicina	meditsiin	medicina	meditsiin	N;FEM;SG	N;NOM;SG
precisa	vajab	precisar	vajama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
peça	tükk	peça	tükk	N;FEM;SG	N;NOM;SG
semanas	nädalad	semana	nädal	N;FEM;PL	N;NOM;PL
semanas	nädalaid	semana	nädal	N;FEM;PL	N;PRT;PL
propriedade	omanduses	propriedade	omandus	N;FEM;SG	N;IN+ESS;SG
propriedade	omadus	propriedade	omadus	N;FEM;SG	N;NOM;SG
propriedade	omand	propriedade	omand	N;FEM;SG	N;NOM;SG
propriedade	omandi	propriedade	omand	N;FEM;SG	N;PRT;SG
propriedade	omand	propriedade	omand	N;FEM;SG	N;NOM;SG
propriedade	omandiõigus	propriedade	omandi_õigus	N;FEM;SG	N;NOM;SG
fundador	asutaja	fundador	asutaja	N;MASC;SG	N;NOM;SG
regra	eeskiri	regra	ees_kiri	N;FEM;SG	N;NOM;SG
regra	reegel	regra	reegel	N;FEM;SG	N;NOM;SG
tratamento	töötlus	tratamento	töötlus	N;MASC;SG	N;NOM;SG
tratamento	ravi	tratamento	ravi	N;MASC;SG	N;NOM;SG
tratamento	töötlemine	tratamento	töötlemine	N;MASC;SG	N;NOM;SG
tratamento	ravile	tratamento	ravi	N;MASC;SG	N;AT+ALL;SG
europeu	euroopa	europeu	euroopa	N;MASC;SG	N;NOM;SG
google	google	google	goog	N;MASC;SG	N;NOM;SG
temas	teemad	tema	teema	N;MASC;PL	N;NOM;PL
temas	teemad	tema	teema	N;MASC;PL	N;NOM;PL
rodrigues	rodrigues	rodrigues	rodrigue	N;MASC;SG	N;NOM;SG
perdeu	eksinud	perder	eksima	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
perdeu	kaotas	perder	kaotama	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
aberto	ava	abrir	ava	V;MASC;SG;V.PTCP	V;IMP;SG;2;PRS;FIN;ACT
aberto	avada	abrir	avama	V;MASC;SG;V.PTCP	V;NFIN
aberto	avati	abrir	avama	V;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
aberto	avas	abrir	avama	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
passagem	läbipääsu	passagem	läbi_pääs	N;FEM;SG	N;NOM;SG
novela	romaan	novela	romaan	N;FEM;SG	N;NOM;SG
novela	romaani	novela	romaan	N;FEM;SG	N;PRT;SG
falar	räägi	falar	rääkima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
falar	räägi	falar	rääkima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
carta	kirja	carta	kiri	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
carta	kiri	carta	kiri	N;FEM;SG	N;NOM;SG
notas	pangatähed	nota	panga_täht	N;FEM;PL	N;NOM;PL
notas	pangatähtede	nota	panga_täht	N;FEM;PL	N;GEN;PL
notas	märkmed	nota	märkmed	N;FEM;PL	N;NOM;PL
notas	märkused	nota	märkus	N;FEM;PL	N;NOM;PL
proteção	kaitsmine	proteção	kaitsmine	N;FEM;SG	N;NOM;SG
proteção	kaitse	proteção	kaitse	N;FEM;SG	N;NOM;SG
alemã	sakslane	alemã	sakslane	N;FEM;SG	N;NOM;SG
sonora	sonora	sonoro	sonora	N;FEM;SG	N;NOM;SG
carro	auto	carro	auto	N;MASC;SG	N;NOM;SG
carro	car	carro	car	N;MASC;SG	N;NOM;SG
max	max	max	max	N;MASC;SG	N;NOM;SG
max	maks	max	maks	N;MASC;SG	N;NOM;SG
geração	põlvkonna	geração	põlvkond	N;FEM;SG	N;GEN;SG
geração	generatsioon	geração	generatsioon	N;FEM;SG	N;NOM;SG
geração	põlvkond	geração	põlvkond	N;FEM;SG	N;NOM;SG
frequentemente	sageli	frequentemente	sageli	ADV	ADV
frequentemente	tihti	frequentemente	tihti	ADV	ADV
frequentemente	sageli	frequentemente	sageli	ADV	ADV
frequentemente	tihtipeale	frequentemente	tihti_peale	ADV	ADV
frequentemente	tihti	frequentemente	tihti	ADV	ADV
necessidade	vajadus	necessidade	vajadus	N;FEM;SG	N;NOM;SG
necessidade	vajalikkus	necessidade	vajalikkus	N;FEM;SG	N;NOM;SG
necessidade	vajadus	necessidade	vajadus	N;FEM;SG	N;NOM;SG
fortaleza	fortaleza	fortaleza	fortaleza	N;FEM;SG	N;NOM;SG
fortaleza	kindlus	fortaleza	kindlus	N;FEM;SG	N;NOM;SG
fortaleza	kindlus	fortaleza	kindlus	N;FEM;SG	N;NOM;SG
fortaleza	fort	fortaleza	fort	N;FEM;SG	N;NOM;SG
solicitação	palve	solicitação	palve	N;FEM;SG	N;NOM;SG
solicitação	taotlus	solicitação	taotlus	N;FEM;SG	N;NOM;SG
solicitação	päring	solicitação	päring	N;FEM;SG	N;NOM;SG
taça	kausi	taça	kauss	N;FEM;SG	N;NOM;SG
taça	kauss	taça	kauss	N;FEM;SG	N;NOM;SG
taça	cup	taça	cup	N;FEM;SG	N;NOM;SG
taça	tops	taça	tops	N;FEM;SG	N;NOM;SG
taça	tass	taça	tass	N;FEM;SG	N;NOM;SG
taça	karikas	taça	karikas	N;FEM;SG	N;NOM;SG
internacionais	rahvusvahelised	internacional	rahvus_vaheline	ADJ;MASC;PL	ADJ;NOM;PL
bronze	pronks	bronze	pronks	N;MASC;SG	N;NOM;SG
romana	roman	romano	roman	N;FEM;SG	N;NOM;SG
romana	romana	romano	roman	N;FEM;SG	N;NOM;SG
descoberta	discovery	descoberta	discovery	N;FEM;SG	N;NOM;SG
descoberta	avastus	descoberta	avastus	N;FEM;SG	N;NOM;SG
descoberta	avastamine	descoberta	avastamine	N;FEM;SG	N;NOM;SG
satélite	satelliit	satélite	satelliit	N;MASC;SG	N;NOM;SG
svg	svg	svg	svg	N;MASC;SG	N;NOM;SG
participar	osalevad	participar	osalema	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
participar	ühinege	participar	ühinema	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
participar	osalema	participar	osalema	V;NFIN	V;IN+ALL;V.CVB;ACT
botânico	botaanik	botânico	botaanik	N;MASC;SG	N;NOM;SG
nacionais	kodanikud	nacional	kodanik	N;MASC;PL	N;NOM;PL
mata	tapa	matar	tapa	N;FEM;SG	N;NOM;SG
mata	mata	matar	mata	N;FEM;SG	N;NOM;SG
negro	musta	negro	must	ADJ;MASC;SG	ADJ;NOM;SG
negro	must	negro	must	ADJ;MASC;SG	ADJ;NOM;SG
gestão	haldus	gestão	haldus	N;FEM;SG	N;NOM;SG
gestão	juhtkond	gestão	juhtkond	N;FEM;SG	N;NOM;SG
gestão	juhtimine	gestão	juhtimine	N;FEM;SG	N;NOM;SG
gestão	haldamine	gestão	haldamine	N;FEM;SG	N;NOM;SG
trilha	pala	trilha	pala	N;FEM;SG	N;NOM;SG
trilha	raja	trilha	rada	N;FEM;SG	N;NOM;SG
trilha	rada	trilha	rada	N;FEM;SG	N;PRT;SG
trilha	rööbastee	trilha	rööbas_tee	N;FEM;SG	N;NOM;SG
trilha	jälg	trilha	jälg	N;FEM;SG	N;NOM;SG
trilha	rada	trilha	rada	N;FEM;SG	N;PRT;SG
marcos	märgid	marco	märk	N;MASC;PL	N;NOM;PL
luis	luis	lui	lumi	N;MASC;SG	N;NOM;SG
luis	louis	lui	luud	N;MASC;SG	N;NOM;SG
lago	iago	lago	iago	N;MASC;SG	N;NOM;SG
lago	järve	lago	järv	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
lago	järv	lago	järv	N;MASC;SG	N;NOM;SG
lago	lake	lago	lake	N;MASC;SG	N;NOM;SG
atuou	käitus	atuar	käituma	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
atuou	tegutses	atuar	tegutsema	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
dupla	kahene	dupla	kahene	N;FEM;SG	N;NOM;SG
arena	arena	arena	aren	N;FEM;SG	N;NOM;SG
comédia	komöödia	comédia	komöödia	N;FEM;SG	N;NOM;SG
relevante	asjakohane	relevante	asja_kohane	ADJ;MASC;SG	ADJ;NOM;SG
pequenas	väikesed	pequeno	väike	ADJ;FEM;PL	ADJ;NOM;PL
sala	tuppa	sala	tuba	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
sala	ruum	sala	ruum	N;FEM;SG	N;NOM;SG
sala	tuba	sala	tuba	N;FEM;SG	N;NOM;SG
extensão	ulatus	extensão	ulatus	N;FEM;SG	N;NOM;SG
extensão	laiendamine	extensão	laiendamine	N;FEM;SG	N;NOM;SG
extensão	pikendamine	extensão	pikendamine	N;FEM;SG	N;NOM;SG
extensão	laiendus	extensão	laiendus	N;FEM;SG	N;NOM;SG
extensão	pikendamise	extensão	pikendamine	N;FEM;SG	N;GEN;SG
smith	smithi	smith	smith	N;MASC;SG	N;PRT;SG
smith	smith	smith	smith	N;MASC;SG	N;NOM;SG
números	arvud	número	arv	N;MASC;PL	N;NOM;PL
números	numbrid	número	number	N;MASC;PL	N;NOM;PL
direita	õigus	direita	õigus	N;FEM;SG	N;NOM;SG
isabel	isabel	isabel	isabel	N;FEM;SG	N;NOM;SG
