wat	que	wat	que	PRO	PRO;MASC;SG
stryd	luta	stryd	luta	N;SG	N;FEM;SG
huwelik	casamento	huwelik	casamento	N;SG	N;MASC;SG
huwelik	matrimônio	huwelik	matrimônio	N;SG	N;MASC;SG
vrygestel	lançado	vrystel	lançar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vrygestel	libertado	vrystel	libertar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vrygestel	liberado	vrystel	liberar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vrygestel	liberada	vrystel	liberar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
vrygestel	divulgado	vrystel	divulgar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
vrygestel	solto	vrystel	solto	V;PST;V.PTCP	V;MASC;SG;V.PTCP
leef	vivendo	leef	viver	V;PRS	V;V.MSDR
leef	viver	leef	viver	V;PRS	V;NFIN
toegeken	atribuídos	toeken	atribuir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
toegeken	atribuído	toeken	atribuir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
toegeken	atribuída	toeken	atribuir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
toegeken	atribuídas	toeken	atribuir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
media	mídia	media	mídia	N;SG	N;FEM;SG
gelede	atrás	gelede	atrás	ADV	ADV
beïnvloed	influencia	beïnvloed	influencia	V;PRS	V;IND;SG;3;PRS;FIN
beïnvloed	influenciar	beïnvloed	influenciar	V;PRS	V;NFIN
beïnvloed	afetar	beïnvloed	afetar	V;PRS	V;NFIN
beïnvloed	afectar	beïnvloed	afectar	V;PRS	V;NFIN
beïnvloed	afetam	beïnvloed	afetar	V;PRS	V;IND;PL;3;PRS;FIN
bron	fonte	bron	fonte	N;SG	N;FEM;SG
bron	origem	bron	origem	N;SG	N;FEM;SG
projek	project	projek	project	N;SG	N;MASC;SG
projek	projeto	projek	projeto	N;SG	N;MASC;SG
projek	projecto	projek	projecto	N;SG	N;MASC;SG
alfabet	alfabeto	alfabet	alfabeto	N;SG	N;MASC;SG
kind	garoto	kind	garoto	N;SG	N;MASC;SG
kind	moleque	kind	moleque	N;SG	N;MASC;SG
kind	miúdo	kind	miúdo	N;SG	N;MASC;SG
kind	kid	kind	kid	N;SG	N;MASC;SG
kind	criança	kind	criança	N;SG	N;FEM;SG
voorbeelde	modelos	voorbeeld	modelo	N;PL	N;MASC;PL
voorbeelde	exemplos	voorbeeld	exemplo	N;PL	N;MASC;PL
voorbeelde	amostras	voorbeeld	amostra	N;PL	N;FEM;PL
strek	alongar	strek	alongar	V;PRS	V;NFIN
strek	esticar	strek	esticar	V;PRS	V;NFIN
strek	estica	strek	esticar	V;PRS	V;IND;SG;3;PRS;FIN
eenheid	unidade	eenheid	unidade	N;SG	N;FEM;SG
teks	texto	teks	texto	N;SG	N;MASC;SG
vloot	navy	vloot	navy	N;SG	N;MASC;SG
vloot	marinha	vloot	marinho	N;SG	N;FEM;SG
mate	mensuração	mate	mensuração	N;SG	N;FEM;SG
mate	medição	mate	medição	N;SG	N;FEM;SG
kommissie	comissão	kommissie	comissão	N;SG	N;FEM;SG
bevorder	impulsionada	bevorder	impulsionar	V;PRS	V;FEM;SG;V.PTCP
bevorder	impulsionadas	bevorder	impulsionar	V;PRS	V;FEM;PL;V.PTCP
bevorder	impulsionado	bevorder	impulsionado	V;PRS	V;MASC;SG;V.PTCP
bevorder	promovido	bevorder	promover	V;PRS	V;MASC;SG;V.PTCP
bevorder	promovidos	bevorder	promover	V;PRS	V;MASC;PL;V.PTCP
bevorder	promovidas	bevorder	promover	V;PRS	V;FEM;PL;V.PTCP
bevorder	promovida	bevorder	promover	V;PRS	V;FEM;SG;V.PTCP
bevorder	promover	bevorder	promover	V;PRS	V;NFIN
bevorder	promove	bevorder	promover	V;PRS	V;IND;SG;3;PRS;FIN
bevorder	promova	bevorder	promover	V;PRS	V;SBJV;SG;3;PRS;FIN
bevorder	impulsionar	bevorder	impulsionar	V;PRS	V;NFIN
studie	estudo	studie	estudo	N;SG	N;MASC;SG
burgemeester	prefeito	burgemeester	prefeito	N;SG	N;MASC;SG
burgemeester	mayor	burgemeester	mayor	N;SG	N;MASC;SG
gebaseer	baseado	baseer	basear	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gebaseer	baseados	baseer	basear	V;PST;V.PTCP	V;MASC;PL;V.PTCP
afstand	distância	afstand	distância	N;SG	N;FEM;SG
afstand	distancia	afstand	distanciar	N;SG	N;FEM;SG
sit	sentando	sit	sentar	V;PRS	V;V.MSDR
sit	sentado	sit	sentar	V;PRS	V;MASC;SG;V.PTCP
sit	sentada	sit	sentar	V;PRS	V;FEM;SG;V.PTCP
sit	sentados	sit	sentar	V;PRS	V;MASC;PL;V.PTCP
aangeneem	assumido	aanneem	assumir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangeneem	assumidos	aanneem	assumir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
aangeneem	assumidas	aanneem	assumir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
aangeneem	assumiu	aanneem	assumir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangeneem	assumida	aanneem	assumir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
aangeneem	adoptado	aanneem	adoptar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangeneem	adotou	aanneem	adotar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangeneem	adotado	aanneem	adotar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangeneem	aprovado	aanneem	aprovar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangeneem	adotada	aanneem	adotar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
navorsing	investigação	navorsing	investigação	N;SG	N;FEM;SG
navorsing	pesquisa	navorsing	pesquisa	N;SG	N;FEM;SG
bestuur	gerir	bestuur	gerir	V;PRS	V;NFIN
bestuur	gerenciar	bestuur	gerenciar	V;PRS	V;NFIN
bestuur	conduzir	bestuur	conduzir	V;PRS	V;NFIN
bestuur	dirigindo	bestuur	dirigir	V;PRS	V;V.MSDR
bestuur	conduzindo	bestuur	conduzir	V;PRS	V;V.MSDR
skotland	escócia	skotland	escócia	N;SG	N;FEM;SG
opgeneem	gravou	opneem	gravar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
opgeneem	gravado	opneem	gravar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opgeneem	registrado	opneem	registrar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opgeneem	gravados	opneem	gravado	V;PST;V.PTCP	V;MASC;PL;V.PTCP
hand	manual	hand	manual	N;SG	N;MASC;SG
hand	mão	hand	mão	N;SG	N;FEM;SG
hand	hand	hand	hand	N;SG	N;MASC;SG
praat	conversar	praat	conversar	V;PRS	V;NFIN
praat	fala	praat	falar	V;PRS	V;IND;SG;3;PRS;FIN
praat	falar	praat	falar	V;PRS	V;NFIN
praat	fale	praat	falar	V;PRS	V;SBJV;SG;3;PRS;FIN
praat	falem	praat	falar	V;PRS	V;SBJV;PL;3;PRS;FIN
praat	fala	praat	falar	V;PRS	V;IND;SG;3;PRS;FIN
praat	falar	praat	falar	V;PRS	V;NFIN
praat	fale	praat	falar	V;PRS	V;SBJV;SG;3;PRS;FIN
bedien	sirva	bedien	servir	V;PRS	V;SBJV;SG;3;PRS;FIN
bedien	servir	bedien	servir	V;PRS	V;NFIN
bedien	serve	bedien	servir	V;PRS	V;IND;SG;3;PRS;FIN
bedien	servi	bedien	servir	V;PRS	V;FIN
bedien	serve	bedien	servir	V;PRS	V;IND;SG;3;PRS;FIN
eienskappe	características	eienskap	característica	N;PL	N;FEM;PL
eienskappe	funcionalidades	eienskap	funcionalidade	N;PL	N;FEM;PL
aandag	atençao	aandag	atençao	N;SG	N;FEM;SG
aandag	atenção	aandag	atenção	N;SG	N;FEM;SG
voorsien	fornecer	voorsien	fornecer	V;PRS	V;NFIN
voorsien	forneça	voorsien	fornecer	V;PRS	V;SBJV;SG;3;PRS;FIN
voorsien	providenciar	voorsien	providenciar	V;PRS	V;NFIN
voorsien	proporcionar	voorsien	proporcionar	V;PRS	V;NFIN
geleentheid	acontecimento	geleentheid	acontecimento	N;SG	N;MASC;SG
geleentheid	evento	geleentheid	evento	N;SG	N;MASC;SG
leer	aprender	leer	aprender	V;PRS	V;NFIN
leer	aprendizado	leer	aprendizar	V;PRS	V;MASC;SG;V.PTCP
leer	aprendendo	leer	aprender	V;PRS	V;V.MSDR
leer	aprenda	leer	aprender	V;PRS	V;SBJV;SG;3;PRS;FIN
leer	aprender	leer	aprender	V;PRS	V;NFIN
leer	aprende	leer	aprender	V;PRS	V;IND;SG;3;PRS;FIN
kyk	assista	kyk	assistar	V;PRS	V;SBJV;SG;3;PRS;FIN
kyk	assistir	kyk	assistir	V;PRS	V;NFIN
kyk	assistam	kyk	assistir	V;PRS	V;SBJV;PL;3;PRS;FIN
kyk	olhe	kyk	olhar	V;PRS	V;SBJV;SG;3;PRS;FIN
kyk	olha	kyk	olhar	V;PRS	V;IND;SG;3;PRS;FIN
kyk	observando	kyk	observar	V;PRS	V;V.MSDR
kyk	assistindo	kyk	assistir	V;PRS	V;V.MSDR
kyk	vendo	kyk	ver	V;PRS	V;V.MSDR
rolprente	filmes	rolprent	filme	N;PL	N;MASC;PL
seuns	rapazes	seun	rapaz	N;PL	N;MASC;PL
seuns	meninos	seun	menino	N;PL	N;MASC;PL
seuns	garotos	seun	garoto	N;PL	N;MASC;PL
seuns	sons	seun	som	N;PL	N;MASC;PL
seuns	filhos	seun	filho	N;PL	N;MASC;PL
glo	acredita	glo	acreditar	V;PRS	V;IND;SG;3;PRS;FIN
glo	acreditar	glo	acreditar	V;PRS	V;NFIN
glo	creia	glo	crear	V;PRS	V;SBJV;SG;3;PRS;FIN
glo	acredite	glo	acreditar	V;PRS	V;SBJV;SG;3;PRS;FIN
gegaan	ido	gegaan	ir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gegaan	sumido	gegaan	sumido	V;PST;V.PTCP	V;MASC;SG;V.PTCP
kombinasie	combinação	kombinasie	combinação	N;SG	N;FEM;SG
bladsy	pivô	bladsy	pivô	N;SG	N;MASC;SG
bladsy	âncora	bladsy	âncora	N;SG	N;FEM;SG
bladsy	pagina	bladsy	pagina	N;SG	N;FEM;SG
bladsy	página	bladsy	página	N;SG	N;FEM;SG
bladsy	page	bladsy	pagar	N;SG	N;MASC;SG
roman	romance	roman	romance	N;SG	N;MASC;SG
roman	novela	roman	novela	N;SG	N;FEM;SG
geloof	fé	geloof	fé	N;SG	N;FEM;SG
geloof	faith	geloof	faith	N;SG	N;MASC;SG
graad	grau	graad	grau	N;SG	N;MASC;SG
graad	licenciatura	graad	licenciatura	N;SG	N;FEM;SG
graad	grau	graad	grau	N;SG	N;MASC;SG
ouers	pais	ouer	pai	N;PL	N;MASC;PL
skole	escolas	skool	escola	N;PL	N;FEM;PL
intussen	entretanto	intussen	entretanto	ADV	ADV
elemente	elementos	element	elemento	N;PL	N;MASC;PL
weet	conheça	weet	conhecer	V;PRS	V;SBJV;SG;3;PRS;FIN
weet	saiba	weet	saber	V;PRS	V;SBJV;SG;3;PRS;FIN
weet	sei	weet	saber	V;PRS	V;IND;SG;1;PRS;FIN
weet	sabe	weet	saber	V;PRS	V;IND;SG;3;PRS;FIN
plante	plantas	plant	planta	N;PL	N;FEM;PL
plante	usinas	plant	usina	N;PL	N;FEM;PL
verslaan	derrotado	verslaan	derrotar	V;PRS	V;MASC;SG;V.PTCP
verslaan	vencido	verslaan	vencer	V;PRS	V;MASC;SG;V.PTCP
verslaan	derrotada	verslaan	derrotar	V;PRS	V;FEM;SG;V.PTCP
verslaan	derrotados	verslaan	derrotar	V;PRS	V;MASC;PL;V.PTCP
toring	torre	toring	torre	N;SG	N;FEM;SG
toring	tower	toring	tower	N;SG	N;MASC;SG
toring	torre	toring	torre	N;SG	N;FEM;SG
rede	razão	rede	razão	N;SG	N;FEM;SG
rede	motivo	rede	motivo	N;SG	N;MASC;SG
krag	force	krag	forcer	N;SG	N;MASC;SG
krag	força	krag	força	N;SG	N;FEM;SG
krag	potência	krag	potência	N;SG	N;FEM;SG
krag	energia	krag	energia	N;SG	N;FEM;SG
krag	poder	krag	poder	N;SG	N;MASC;SG
krag	power	krag	power	N;SG	N;MASC;SG
versprei	distribui	versprei	distribuir	V;PRS	V;IND;SG;3;PRS;FIN
versprei	distribuir	versprei	distribuir	V;PRS	V;NFIN
betekenis	significado	betekenis	significado	N;SG	N;MASC;SG
betekenis	significância	betekenis	significância	N;SG	N;FEM;SG
betekenis	significado	betekenis	significado	N;SG	N;MASC;SG
geniet	aproveitando	geniet	aproveitar	V;PRS	V;V.MSDR
geniet	curtindo	geniet	curtir	V;PRS	V;V.MSDR
geniet	desfrutando	geniet	desfrutar	V;PRS	V;V.MSDR
federale	federal	federaal	federal	ADJ;NOM	ADJ;MASC;SG
gesin	família	gesin	família	N;SG	N;FEM;SG
gesin	familia	gesin	familia	N;SG	N;FEM;SG
donker	escura	donker	escuro	ADJ;NOM	ADJ;FEM;SG
donker	sombrio	donker	sombrio	ADJ;NOM	ADJ;MASC;SG
donker	escuro	donker	escuro	ADJ;NOM	ADJ;MASC;SG
versameling	recolha	versameling	recolha	N;SG	N;FEM;SG
versameling	colecção	versameling	colecção	N;SG	N;FEM;SG
versameling	coleção	versameling	coleção	N;SG	N;FEM;SG
nege	nove	neg	nove	NUM	NUM
richard	richard	richard	richard	N;SG	N;MASC;SG
richard	ricardo	richard	ricardo	N;SG	N;MASC;SG
uitgewers	editoras	uitwer	editora	N;PL	N;FEM;PL
uitgewers	editores	uitwer	editor	N;PL	N;MASC;PL
fort	fortaleza	fort	fortaleza	N;SG	N;FEM;SG
fort	fort	fort	fort	N;SG	N;MASC;SG
nedersettings	assentamentos	nedersetting	assentamento	N;PL	N;MASC;PL
gewerk	trabalhou	werk	trabalhar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewerk	funcionou	werk	funcionar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewerk	trabalhadas	werk	trabalhar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gewerk	trabalhados	werk	trabalhar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gewerk	trabalhado	werk	trabalhar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
beskerm	protegida	beskerm	protegido	V;PRS	V;FEM;SG;V.PTCP
beskerm	protegidas	beskerm	proteger	V;PRS	V;FEM;PL;V.PTCP
beskerm	protegidos	beskerm	proteger	V;PRS	V;MASC;PL;V.PTCP
beskerm	protegido	beskerm	proteger	V;PRS	V;MASC;SG;V.PTCP
probleme	problemas	probleem	problema	N;PL	N;MASC;PL
persoonlike	pessoais	persoonlik	pessoal	ADJ;NOM	ADJ;MASC;PL
burgers	cidadãos	burger	cidadão	N;PL	N;MASC;PL
vrede	paz	vrede	paz	N;SG	N;FEM;SG
reis	viagem	reis	viagem	N;SG	N;FEM;SG
burger	burger	burger	burger	N;SG	N;MASC;SG
burger	hambúrguer	burger	hambúrguer	N;SG	N;MASC;SG
burger	hamburguer	burger	hamburguer	N;SG	N;MASC;SG
burger	cidadã	burger	cidadã	N;SG	N;FEM;SG
burger	cidadão	burger	cidadão	N;SG	N;MASC;SG
voet	foot	voet	foot	N;SG	N;MASC;SG
voet	pé	voet	pé	N;SG	N;MASC;SG
ondersteun	suportando	ondersteun	suportar	V;PRS	V;V.MSDR
ondersteun	apoiar	ondersteun	apoiar	V;PRS	V;NFIN
ondersteun	apoiando	ondersteun	apoiar	V;PRS	V;V.MSDR
moeder	mãe	moeder	mãe	N;SG	N;FEM;SG
moeder	mamãe	moeder	mamãe	N;SG	N;FEM;SG
regeer	governado	regeer	governar	V;PRS	V;MASC;SG;V.PTCP
regeer	governados	regeer	governado	V;PRS	V;MASC;PL;V.PTCP
regeer	governada	regeer	governar	V;PRS	V;FEM;SG;V.PTCP
materiaal	material	materiaal	material	N;SG	N;MASC;SG
aktrise	atriz	aktrise	atriz	N;SG	N;FEM;SG
aktrise	actriz	aktrise	actriz	N;SG	N;FEM;SG
afdelings	secções	afdeling	secção	N;PL	N;FEM;PL
afdelings	seções	afdeling	seção	N;PL	N;FEM;PL
studeer	estuda	studeer	estudar	V;PRS	V;IND;SG;3;PRS;FIN
studeer	estude	studeer	estude	V;PRS	V;SBJV;SG;3;PRS;FIN
studeer	estudar	studeer	estudar	V;PRS	V;NFIN
goud	ouro	goud	ouro	N;SG	N;MASC;SG
goud	gold	goud	gold	N;SG	N;MASC;SG
bestaande	existente	bestaan	existente	ADJ;NOM	ADJ;MASC;SG
bestaande	existentes	bestaan	existente	ADJ;NOM	ADJ;MASC;PL
gevalle	casos	geval	caso	N;PL	N;MASC;PL
gevalle	processos	geval	processo	N;PL	N;MASC;PL
gevalle	instâncias	geval	instância	N;PL	N;FEM;PL
skip	nave	skip	nave	N;SG	N;FEM;SG
skip	embarcação	skip	embarcação	N;SG	N;FEM;SG
skip	navio	skip	navio	N;SG	N;MASC;SG
ver	longe	ver	longe	ADV	ADV
behou	realizada	behou	realizar	V;PRS	V;FEM;SG;V.PTCP
behou	realizado	behou	realizar	V;PRS	V;MASC;SG;V.PTCP
behou	mantenha	behou	manter	V;PRS	V;SBJV;SG;3;PRS;FIN
behou	continue	behou	continuar	V;PRS	V;SBJV;SG;3;PRS;FIN
behou	continuem	behou	continuar	V;PRS	V;SBJV;PL;3;PRS;FIN
behou	manter	behou	manter	V;PRS	V;NFIN
versoek	solicitada	versoek	solicitar	V;PRS	V;FEM;SG;V.PTCP
versoek	solicitado	versoek	solicitar	V;PRS	V;MASC;SG;V.PTCP
versoek	pedida	versoek	pedir	V;PRS	V;FEM;SG;V.PTCP
versoek	pedir	versoek	pedir	V;PRS	V;NFIN
versoek	solicitar	versoek	solicitar	V;PRS	V;NFIN
hulp	socorro	hulp	socorro	N;SG	N;MASC;SG
hulp	ajuda	hulp	ajuda	N;SG	N;FEM;SG
deelgeneem	participei	deelneneem	participar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
deelgeneem	participaram	deelneneem	participar	V;PST;V.PTCP	V;IND;PL;3;FIN
deelgeneem	participou	deelneneem	participar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
sukses	êxito	sukses	êxito	N;SG	N;MASC;SG
sukses	sucesso	sukses	sucesso	N;SG	N;MASC;SG
aangedui	indicou	aandui	indicar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangedui	indicaram	aandui	indicar	V;PST;V.PTCP	V;IND;PL;3;FIN
aangedui	indicado	aandui	indicar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangedui	indicada	aandui	indicar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
aangedui	indicados	aandui	indicar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
voorwerpe	objectos	voorwerpe	objecto	N;PL	N;MASC;PL
voorwerpe	objetos	voorwerpe	objeto	N;PL	N;MASC;PL
temperatuur	temperatura	temperatuur	temperatura	N;SG	N;FEM;SG
maan	lua	maan	lua	N;SG	N;FEM;SG
maan	moon	maan	moon	N;SG	N;MASC;SG
seisoen	temporada	seisoen	temporada	N;SG	N;FEM;SG
seisoen	época	seisoen	época	N;SG	N;FEM;SG
nasies	nações	nasie	nação	N;PL	N;FEM;PL
grondwet	constituição	grondwet	constituição	N;SG	N;FEM;SG
kollege	faculdade	kollege	faculdade	N;SG	N;FEM;SG
kollege	colégio	kollege	colégio	N;SG	N;MASC;SG
kollege	college	kollege	college	N;SG	N;MASC;SG
kollege	universidade	kollege	universidade	N;SG	N;FEM;SG
waargeneem	observados	waarneneem	observar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
waargeneem	observado	waarneneem	observar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
waargeneem	observada	waarneneem	observar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
waargeneem	observadas	waarneneem	observar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
waargeneem	observou	waarneneem	observar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
besig	ocupados	besig	ocupar	V;PRS	V;MASC;PL;V.PTCP
besig	ocupado	besig	ocupar	V;PRS	V;MASC;SG;V.PTCP
besig	ocupada	besig	ocupar	V;PRS	V;FEM;SG;V.PTCP
opleiding	educação	opleiding	educação	N;SG	N;FEM;SG
opleiding	ensino	opleiding	ensino	N;SG	N;MASC;SG
uitgevoer	executadas	uitvoer	executar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
uitgevoer	executado	uitvoer	executar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
uitgevoer	executados	uitvoer	executar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
uitgevoer	executada	uitvoer	executar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
uitgevoer	realizada	uitvoer	realizar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
uitgevoer	realizado	uitvoer	realizar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
soortgelyke	semelhante	soortgelyk	semelhante	ADJ;NOM	ADJ;MASC;SG
soortgelyke	similar	soortgelyk	similar	ADJ;NOM	ADJ;MASC;SG
soortgelyke	semelhantes	soortgelyk	semelhante	ADJ;NOM	ADJ;MASC;PL
skiereiland	península	skiereiland	península	N;SG	N;FEM;SG
wetenskap	ciência	wetenskap	ciência	N;SG	N;FEM;SG
tye	vezes	tye	vez	N;PL	N;MASC;PL
tye	tempos	tye	tempo	N;PL	N;MASC;PL
tye	times	tye	time	N;PL	N;MASC;PL
jaarlikse	anual	jaarliks	anual	ADJ;NOM	ADJ;MASC;SG
vermoor	assassinado	vermoor	assassinar	V;PRS	V;MASC;SG;V.PTCP
vermoor	assassinadas	vermoor	assassinar	V;PRS	V;FEM;PL;V.PTCP
vermoor	assassinada	vermoor	assassinar	V;PRS	V;FEM;SG;V.PTCP
vermoor	assassinados	vermoor	assassinar	V;PRS	V;MASC;PL;V.PTCP
vermoor	morto	vermoor	morrer	V;PRS	V;MASC;SG;V.PTCP
teorie	teoria	teorie	teoria	N;SG	N;FEM;SG
kasteel	castelo	kasteel	castelo	N;SG	N;MASC;SG
lyf	body	lyf	body	N;SG	N;MASC;SG
lyf	corpo	lyf	corpo	N;SG	N;MASC;SG
wedstryde	games	wedstryde	game	N;PL	N;MASC;PL
wedstryde	jogos	wedstryde	jogo	N;PL	N;MASC;PL
gelewer	fundidas	lewer	fundir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gelewer	prestado	lewer	prestar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gelewer	prestados	lewer	prestar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
hawe	porto	hawe	porto	N;SG	N;MASC;SG
plan	plano	plan	plano	N;SG	N;MASC;SG
plan	plan	plan	plan	N;SG	N;MASC;SG
beelde	imagens	beelde	imagem	N;PL	N;FEM;PL
gedigte	poemas	dig	poema	N;PL	N;MASC;PL
verbeter	aprimorar	verbeter	aprimorar	V;PRS	V;NFIN
verbeter	realçar	verbeter	realçar	V;PRS	V;NFIN
ring	ring	ring	ring	N;SG	N;MASC;SG
ring	ringue	ring	ringue	N;SG	N;MASC;SG
ring	anel	ring	anel	N;SG	N;MASC;SG
oorwinning	vitoria	oorwinning	vitoria	N;SG	N;FEM;SG
oorwinning	victory	oorwinning	victory	N;SG	N;MASC;SG
oorwinning	vitória	oorwinning	vitória	N;SG	N;FEM;SG
toegelaat	permitido	toelaat	permitir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
toegelaat	permitidos	toelaat	permitir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
toegelaat	permitidas	toelaat	permitir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
toegelaat	permitida	toelaat	permitir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
finansiële	hierárquica	finansieel	hierárquico	ADJ;NOM	ADJ;FEM;SG
finansiële	financeiro	finansieel	financeiro	ADJ;NOM	ADJ;MASC;SG
gevra	pediu	vra	pedir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gevra	perguntei	vra	perguntar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
gevra	perguntou	vra	perguntar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gevra	perguntado	vra	perguntar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
anna	anna	anna	anna	N;SG	N;FEM;SG
gebruikers	utilizadores	gebruiker	utilizador	N;PL	N;MASC;PL
gebruikers	usuários	gebruiker	usuário	N;PL	N;MASC;PL
vergelyking	equação	vergelyking	equação	N;SG	N;FEM;SG
vergelyking	elevação	vergelyking	elevação	N;SG	N;FEM;SG
aangesluit	aderiram	aansluit	aderir	V;PST;V.PTCP	V;IND;PL;3;FIN
aangesluit	entrou	aansluit	entrar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangesluit	aderiu	aansluit	aderir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangesluit	juntou	aansluit	juntar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lyn	line	lyn	line	N;SG	N;MASC;SG
lyn	linha	lyn	linha	N;SG	N;FEM;SG
soorte	tipos	soort	tipo	N;PL	N;MASC;PL
poging	esforço	poging	esforço	N;SG	N;MASC;SG
blare	folhas	blaar	folha	N;PL	N;FEM;PL
drama	drama	drama	drama	N;SG	N;MASC;SG
hospitaal	hospital	hospitaal	hospital	N;SG	N;MASC;SG
onlangse	recente	onlangs	recente	ADJ;NOM	ADJ;MASC;SG
weeg	pesa	weeg	pesa	V;PRS	V;IND;SG;3;PRS;FIN
departement	departamento	departement	departamento	N;SG	N;MASC;SG
uur	hora	uur	hora	N;SG	N;FEM;SG
toestand	state	toestand	state	N;SG	N;MASC;SG
toestand	estado	toestand	estado	N;SG	N;MASC;SG
koerant	jornal	koerant	jornal	N;SG	N;MASC;SG
riviere	rios	rivier	rio	N;PL	N;MASC;PL
letterkunde	literatura	letterkund	literatura	N;SG	N;FEM;SG
verhoog	aumente	verhoog	aumente	V;PRS	V;SBJV;SG;3;PRS;FIN
verhoog	aumentem	verhoog	aumentar	V;PRS	V;SBJV;PL;3;PRS;FIN
verhoog	aumentar	verhoog	aumentar	V;PRS	V;NFIN
verhoog	aumenta	verhoog	aumentar	V;PRS	V;IND;SG;3;PRS;FIN
professor	professor	professor	professor	N;SG	N;MASC;SG
professor	professora	professor	professora	N;SG	N;FEM;SG
wapen	arma	wapen	arma	N;SG	N;FEM;SG
spanne	equipas	span	equipa	N;PL	N;FEM;PL
spanne	equipes	span	equipe	N;PL	N;FEM;PL
spanne	times	span	time	N;PL	N;MASC;PL
koste	custo	koste	custo	N;SG	N;MASC;SG
koste	cost	koste	cost	N;SG	N;MASC;SG
gebeur	acontecem	gebeur	acontecer	V;PRS	V;IND;PL;3;PRS;FIN
gebeur	acontecer	gebeur	acontecer	V;PRS	V;NFIN
gebeur	acontecendo	gebeur	acontecer	V;PRS	V;V.MSDR
opstand	revolta	opstand	revolta	N;SG	N;FEM;SG
opstand	rebeldia	opstand	rebeldia	N;SG	N;FEM;SG
opstand	rebelião	opstand	rebelião	N;SG	N;FEM;SG
vestig	estabeleçam	vestig	estabelecer	V;PRS	V;SBJV;PL;3;PRS;FIN
vestig	estabelecer	vestig	estabelecer	V;PRS	V;NFIN
vestig	estabeleça	vestig	estabelecer	V;PRS	V;SBJV;SG;3;PRS;FIN
insluit	inclua	insluit	incluar	V;PRS	V;SBJV;SG;3;PRS;FIN
insluit	inclui	insluit	incluir	V;PRS	V;IND;SG;3;PRS;FIN
insluit	incluem	insluit	incluir	V;PRS	V;IND;PL;3;PRS;FIN
