die	το	die	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
provinsiale	επαρχιακή	provinsiaal	επαρχιακός	ADJ;NOM	ADJ;NOM;FEM;SG
koop	αγοράσω	koop	αγοράζω	V;PRS	V;IPFV;IND;SG;1;PRS;FIN;ACT
literêre	λογοτεχνικό	literêre	λογοτεχνικός	ADJ;NOM	ADJ;NOM;NEUT;SG
verhuis	συγκινημένος	verhuis	συγκινημένος	V;PRS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
saal	χωλ	saal	χωλ	N;SG	N;NOM;NEUT;SG
spel	παιχνίδι	spel	παιχνίδι	N;SG	N;NOM;NEUT;SG
sokker	ποδόσφαιρο	sokker	ποδόσφαιρος	N;SG	N;NOM;NEUT;SG
bydrae	εισφορά	bydrae	εισφορά	N;SG	N;NOM;FEM;SG
bydrae	συμβολή	bydrae	συμβολή	N;SG	N;ACC;FEM;SG
bydrae	συνεισφορά	bydrae	συνεισφορά	N;SG	N;ACC;FEM;SG
brug	γέφυρα	brug	γέφυρα	N;SG	N;NOM;FEM;SG
vlae	σημαίες	vlaag	σημαία	N;PL	N;NOM;FEM;PL
monument	μνημείο	monument	μνημείο	N;SG	N;NOM;NEUT;SG
voorwerp	αντικείμενο	voorwerp	αντικείμενο	N;SG	N;NOM;NEUT;SG
natuur	φύση	natuur	φύση	N;SG	N;NOM;FEM;SG
natuur	φυση	natuur	φυση	N;SG	N;NOM;FEM;SG
stille	ησυχία	stille	ησυχία	N;SG	N;ACC;FEM;SG
produkte	προϊόντα	produk	προϊόν	N;PL	N;NOM;NEUT;PL
vereniging	σύνδεσης	vereniging	σύνδεση	N;SG	N;GEN;FEM;SG
vereniging	ένωση	vereniging	ένωση	N;SG	N;NOM;FEM;SG
seker	σίγουρα	seker	σίγουρα	ADV	ADV
verstaan	καταλάβετε	verstaan	καταλαβατώ	V;PRS	V;PFV;IND;PL;2;FIN;ACT
komitee	επιτροπή	komitee	επιτροπή	N;SG	N;NOM;FEM;SG
komitee	επιτροπη	komitee	επιτροπος	N;SG	N;NOM;FEM;SG
belangstelling	συμφέρον	belangstelling	συμφέρον	N;SG	N;NOM;NEUT;SG
belangstelling	τόκος	belangstelling	τόκος	N;SG	N;NOM;MASC;SG
griekeland	άκρον	griekeland	άκρον	N;SG	N;NOM;NEUT;SG
griekeland	ελλαδα	griekeland	ελλαδα	N;SG	N;NOM;FEM;SG
vrugte	καρπός	vrug	καρπός	N;SG	N;NOM;MASC;SG
vrugte	φρούτο	vrug	φρούτος	N;SG	N;NOM;NEUT;SG
gas	αερίου	gas	αέριο	N;SG	N;GEN;NEUT;SG
gas	αέριο	gas	αέριο	N;SG	N;NOM;NEUT;SG
gas	βενζίνη	gas	βενζίνη	N;SG	N;NOM;FEM;SG
gas	επισκέπτης	gas	επισκέπτης	N;SG	N;NOM;MASC;SG
stam	ρίζα	stam	ρίζος	N;SG	N;NOM;FEM;SG
verlede	παρελθον	verlede	παρελθον	N;SG	N;NOM;NEUT;SG
verlede	παρελθόν	verlede	παρελθόν	N;SG	N;NOM;NEUT;SG
uiters	εξαιρετικά	uiters	εξαιρετικά	ADV	ADV
uiters	ακραία	uiters	ακραίος	ADV	ADV
akademie	ακαδημίας	akademie	ακαδημία	N;SG	N;GEN;FEM;SG
akademie	ακαδημία	akademie	ακαδημία	N;SG	N;NOM;FEM;SG
aangewys	καθορισμένη	aanwys	καθορίζω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
aangewys	καθορισμένο	aanwys	καθορίζω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
motor	κινητήρας	motor	κινητήρας	N;SG	N;NOM;MASC;SG
motor	κινητήρα	motor	κινητήρας	N;SG	N;ACC;MASC;SG
motor	μηχανή	motor	μηχανή	N;SG	N;NOM;FEM;SG
motor	αυτοκίνητο	motor	αυτοκίνητο	N;SG	N;NOM;NEUT;SG
motor	αμάξι	motor	αμάξι	N;SG	N;NOM;NEUT;SG
eenvoudige	απλός	eenvoudig	απλός	ADJ;NOM	ADJ;NOM;MASC;SG
eenvoudige	απλή	eenvoudig	απλός	ADJ;NOM	ADJ;NOM;FEM;SG
eenvoudige	απλό	eenvoudig	απλός	ADJ;NOM	ADJ;NOM;NEUT;SG
grense	σύνορα	grens	σύνορο	N;PL	N;NOM;NEUT;PL
grense	συνορα	grens	σύνορο	N;PL	N;NOM;NEUT;PL
gekoop	αγοράστηκαν	koop	αγοράζω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
gekoop	αγοράστηκε	koop	αγοράζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
portugese	πορτογαλική	portugees	πορτογαλικός	ADJ;NOM	ADJ;NOM;FEM;SG
portugese	πορτογαλικό	portugees	πορτογαλικό	ADJ;NOM	ADJ;NOM;NEUT;SG
tradisie	παράδοση	tradisie	παράδοση	N;SG	N;ACC;FEM;SG
bevind	βρίσκει	bevind	βρίσκω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
publiseer	δημοσιεύει	publiseer	δημοσιεύω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
uitgereik	εκδόθηκε	uitreik	εκδίδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
uitgereik	εξέδωσε	uitreik	εκδίδω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
ooreenkoms	συμφωνία	ooreenkoms	συμφωνία	N;SG	N;ACC;FEM;SG
akademiese	ακαδημαϊκή	akademies	ακαδημαϊκός	ADJ;NOM	ADJ;NOM;FEM;SG
gou	σύντομα	gou	σύντομα	ADV	ADV
gesterf	πέθανε	sterf	πεθαίνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gesterf	πεθανε	sterf	πεθαίνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
baan	τροχιά	baan	τροχιά	N;SG	N;NOM;FEM;SG
baan	πίστα	baan	πίστα	N;SG	N;ACC;FEM;SG
vryheid	ελευθερια	vryheid	ελευθερία	N;SG	N;NOM;FEM;SG
vryheid	ελευθερία	vryheid	ελευθερία	N;SG	N;NOM;FEM;SG
vryheid	ελευθερία	vryheid	ελευθερία	N;SG	N;NOM;FEM;SG
slawiese	σλαβικές	slawies	σλαβικός	ADJ;NOM	ADJ;NOM;FEM;PL
samewerking	συνεργασια	samewerking	συνεργασία	N;SG	N;ACC;FEM;SG
samewerking	συνεργασία	samewerking	συνεργασία	N;SG	N;ACC;FEM;SG
stedelike	αστικές	stedelik	αστικός	ADJ;NOM	ADJ;NOM;FEM;PL
stedelike	αστική	stedelik	αστικός	ADJ;NOM	ADJ;NOM;FEM;SG
stedelike	αστικός	stedelik	αστικός	ADJ;NOM	ADJ;NOM;MASC;SG
stedelike	αστικό	stedelik	αστικός	ADJ;NOM	ADJ;NOM;NEUT;SG
produksie	παραγωγή	produksie	παραγωγή	N;SG	N;NOM;FEM;SG
produksie	παραγωγής	produksie	παραγωγή	N;SG	N;GEN;FEM;SG
messier	μεσιέ	messier	μεσι	N;SG	N;NOM;MASC;SG
geheel	ολόκληρα	geheel	ολόκληρα	ADV	ADV
brief	επιστολή	brief	επιστολή	N;SG	N;ACC;FEM;SG
brief	γράμμα	brief	γράμμα	N;SG	N;NOM;NEUT;SG
brief	γραμμα	brief	γραμμα	N;SG	N;NOM;NEUT;SG
woordeboek	λεξικό	woordeboek	λεξικός	N;SG	N;NOM;NEUT;SG
geslaag	πέρασε	slaag	περνώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
samelewing	κοινωνία	samelewing	κοινωνία	N;SG	N;NOM;FEM;SG
samelewing	κοινωνια	samelewing	κοινωνια	N;SG	N;NOM;FEM;SG
samelewing	κοινοτητα	samelewing	κοινοτητα	N;SG	N;NOM;FEM;SG
samelewing	κοινότητα	samelewing	κοινότητα	N;SG	N;ACC;FEM;SG
samelewing	κοινότητας	samelewing	κοινότητα	N;SG	N;GEN;FEM;SG
huise	σπίτια	huis	σπίτι	N;PL	N;NOM;NEUT;PL
huise	κατοικίες	huis	κατοικία	N;PL	N;NOM;FEM;PL
huise	σπίτια	huis	σπίτι	N;PL	N;NOM;NEUT;PL
midde	μεση	midde	μεσος	N;SG	N;NOM;FEM;SG
midde	μέση	midde	μέσο	N;SG	N;NOM;FEM;SG
midde	μεσαίο	midde	μεσαίος	N;SG	N;NOM;NEUT;SG
aangekondig	δήλωσε	aankondig	δηλώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
aangekondig	δηλώθηκε	aankondig	δηλώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
aangekondig	ανακοινώθηκαν	aankondig	ανακοινώνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
aangekondig	ανακοίνωσαν	aankondig	ανακοινώνω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;ACT
aangekondig	ανακοίνωσε	aankondig	ανακοινώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
aangekondig	ανακοινώθηκε	aankondig	ανακοινώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
godsdiens	θρησκεία	godsdiens	θρησκεία	N;SG	N;NOM;FEM;SG
era	εποχή	era	εποχή	N;SG	N;ACC;FEM;SG
golf	κύμα	golf	κύμα	N;SG	N;NOM;NEUT;SG
omstandighede	συνθήκες	omstandigheid	συνθήκη	N;PL	N;NOM;FEM;PL
omstandighede	περιστάσεις	omstandigheid	περίσταση	N;PL	N;NOM;FEM;PL
geboorte	γέννησης	geboorte	γέννηση	N;SG	N;GEN;FEM;SG
geboorte	γέννηση	geboorte	γέννηση	N;SG	N;ACC;FEM;SG
geboorte	γέννα	geboorte	γέννα	N;SG	N;NOM;FEM;SG
oorleef	επιβιώνουν	oorleef	επιβιώνω	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;ACT
oorleef	επιβιώσει	oorleef	επιβιώνω	V;PRS	V;PFV;NFIN;ACT
redakteur	συντάκτης	redakteur	συντάκτης	N;SG	N;NOM;MASC;SG
redakteur	εκδότη	redakteur	εκδότης	N;SG	N;VOC;MASC;SG
redakteur	επεξεργαστής	redakteur	επεξεργαστής	N;SG	N;NOM;MASC;SG
redakteur	εκδότης	redakteur	εκδότης	N;SG	N;NOM;MASC;SG
ontdekking	ανακάλυψη	ontdekking	ανακάλυψη	N;SG	N;ACC;FEM;SG
geleidelik	σταδιακά	geleidelik	σταδιακά	ADV	ADV
geleidelik	προοδευτικά	geleidelik	προοδευτικά	ADV	ADV
kaptein	κυβερνήτη	kaptein	κυβερνήτης	N;SG	N;ACC;MASC;SG
verwysings	αναφορές	verwysing	αναφορά	N;PL	N;NOM;FEM;PL
verwysings	παραπομπές	verwysing	παραπομπή	N;PL	N;NOM;FEM;PL
voorstad	προάστιο	voorstad	προάστιο	N;SG	N;NOM;NEUT;SG
siekte	ασθένεια	siekte	ασθένεια	N;SG	N;NOM;FEM;SG
siekte	νόσος	siekte	νόσος	N;SG	N;NOM;MASC;SG
siekte	ασθένεια	siekte	ασθένεια	N;SG	N;NOM;FEM;SG
siekte	αρρώστια	siekte	αρρώστια	N;SG	N;NOM;FEM;SG
professionele	επαγγελματικό	professioneel	επαγγελματικός	ADJ;NOM	ADJ;NOM;NEUT;SG
professionele	επαγγελματική	professioneel	επαγγελματικός	ADJ;NOM	ADJ;NOM;FEM;SG
mediese	ιατρικό	medies	ιατρικός	ADJ;NOM	ADJ;NOM;NEUT;SG
mediese	ιατρική	medies	ιατρικός	ADJ;NOM	ADJ;NOM;FEM;SG
mediese	ιατρικές	medies	ιατρικός	ADJ;NOM	ADJ;NOM;FEM;PL
uitvoerende	εκτελεστική	uitvoer	εκτελεστικός	ADJ;NOM	ADJ;NOM;FEM;SG
uitvoerende	εκτελεστικό	uitvoer	εκτελεστικός	ADJ;NOM	ADJ;NOM;NEUT;SG
stuk	κομμάτι	stuk	κομμάτι	N;SG	N;NOM;NEUT;SG
stuk	τεμάχιο	stuk	τεμάχιο	N;SG	N;NOM;NEUT;SG
toegang	πρόσβαση	toegang	πρόσβαση	N;SG	N;ACC;FEM;SG
bank	τράπεζα	bank	τράπεζα	N;SG	N;NOM;FEM;SG
teken	επιστήσω	teken	εφιστώ	V;PRS	V;PFV;IND;SG;1;FIN;ACT
ooit	ποτέ	ooit	ποτέ	ADV	ADV
gesag	αρχη	gesag	αρχη	N;SG	N;ACC;FEM;SG
gesag	αρχή	gesag	αρχή	N;SG	N;NOM;FEM;SG
gesag	εξουσία	gesag	εξουσία	N;SG	N;NOM;FEM;SG
ensiklopedie	εγκυκλοπαίδεια	ensiklopedie	εγκυκλοπαίδεια	N;SG	N;NOM;FEM;SG
eens	κάποτε	eens	κάποτε	ADV	ADV
gebeure	γεγονότα	gebeure	γεγονός	N;PL	N;NOM;NEUT;PL
gebeure	γεγονοτα	gebeure	γεγονος	N;PL	N;NOM;NEUT;PL
gebeure	συμβάντα	gebeure	συμβάντα	N;PL	N;NOM;NEUT;PL
gebeure	εκδηλώσεις	gebeure	εκδήλωση	N;PL	N;NOM;FEM;PL
verby	πέραν	verby	πέραν	ADP	ADP
mitologie	μυθολογία	mitologie	μυθολογία	N;SG	N;NOM;FEM;SG
toekenning	βραβείο	toekenning	βραβείο	N;SG	N;NOM;NEUT;SG
afsonderlike	χωριστή	afsonderlik	χωριστής	ADJ;NOM	ADJ;NOM;FEM;SG
vliegtuig	αεροπλάνο	vliegtuig	αεροπλάνο	N;SG	N;NOM;NEUT;SG
vliegtuig	αεροπλάνο	vliegtuig	αεροπλάνο	N;SG	N;NOM;NEUT;SG
vliegtuig	αεροσκάφος	vliegtuig	αεροσκάφος	N;SG	N;NOM;NEUT;SG
gode	ολυμπιονίκες	gode	ολυμπιονίκα	N;PL	N;NOM;MASC;PL
manlike	αρσενικό	manlik	αρσενικός	ADJ;NOM	ADJ;NOM;NEUT;SG
manlike	αρσενικά	manlik	αρσενικά	ADJ;NOM	ADJ;NOM;NEUT;PL
toegeneem	αυξημένος	toeneem	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
toegeneem	αυξημένο	toeneem	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
toegeneem	αυξημένη	toeneem	αυξημένος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
hande	χέρια	hand	χέρι	N;PL	N;NOM;NEUT;PL
kompetisie	ανταγωνισμού	kompetisie	ανταγωνισμός	N;SG	N;GEN;MASC;SG
kompetisie	διαγωνισμός	kompetisie	διαγωνισμός	N;SG	N;NOM;MASC;SG
kompetisie	ανταγωνισμός	kompetisie	ανταγωνισμός	N;SG	N;NOM;MASC;SG
kompetisie	διαγωνισμός	kompetisie	διαγωνισμός	N;SG	N;NOM;MASC;SG
kompetisie	διαγωνισμό	kompetisie	διαγωνισμός	N;SG	N;ACC;MASC;SG
privaat	ιδιωτική	privaat	ιδιωτικός	ADJ;NOM	ADJ;NOM;FEM;SG
privaat	ιδιωτικό	privaat	ιδιωτικός	ADJ;NOM	ADJ;NOM;NEUT;SG
privaat	ιδιωτικός	privaat	ιδιωτικός	ADJ;NOM	ADJ;NOM;MASC;SG
dialekte	διαλέκτους	dialekte	διάλεκτος	N;PL	N;NOM;MASC;PL
aktief	ενεργά	aktief	ενεργά	ADV	ADV
partye	κόμματα	party	κόμμα	N;PL	N;NOM;NEUT;PL
partye	μέρη	party	μέρος	N;PL	N;NOM;NEUT;PL
dinge	πραγματα	ding	πράγμα	N;PL	N;NOM;NEUT;PL
dinge	πράγματα	ding	πράγμα	N;PL	N;NOM;NEUT;PL
tegniese	τεχνικό	tegnies	τεχνικός	ADJ;NOM	ADJ;NOM;NEUT;SG
tegniese	τεχνική	tegnies	τεχνικός	ADJ;NOM	ADJ;NOM;FEM;SG
karakters	χαρακτήρες	karakter	χαρακτήρας	N;PL	N;NOM;FEM;PL
bedek	καλύπτει	bedek	καλύπτω	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
via	μέσω	via	μέσω	ADP	ADP
metode	τροπος	metode	τροπος	N;SG	N;NOM;MASC;SG
metode	μέθοδος	metode	μέθοδος	N;SG	N;NOM;FEM;SG
frank	φρανκ	frank	φρανκ	N;SG	N
bespreek	συζητήστε	bespreek	συζητώ	V;PRS	V;PFV;IMP;PL;2;FIN;ACT
bespreek	συζητήσουμε	bespreek	συζητώ	V;PRS	V;PFV;IND;PL;1;FIN;ACT
redes	λόγους	rede	λόγος	N;PL	N;ACC;MASC;PL
redes	λόγοι	rede	λόγος	N;PL	N;NOM;MASC;PL
eenhede	μονάδες	eenhede	μονάδα	N;PL	N;NOM;FEM;PL
olie	πετρέλαιο	olie	πετρέλαιο	N;SG	N;NOM;NEUT;SG
olie	λάδι	olie	λάδι	N;SG	N;NOM;NEUT;SG
olie	έλαιο	olie	έλαιο	N;SG	N;NOM;NEUT;SG
olie	πετρελαίου	olie	πετρέλαιο	N;SG	N;GEN;NEUT;SG
spelers	παίκτες	speler	παίκτης	N;PL	N;NOM;MASC;PL
spelers	παίχτες	speler	παίχτης	N;PL	N;NOM;MASC;PL
twaalf	δώδεκα	twaalf	δώδεκα	NUM	NUM;NOM;MASC;PL
sekretaris	γραμματέας	sekretaris	γραμματέας	N;SG	N;NOM;MASC;SG
sekretaris	γραμματέα	sekretaris	γραμματέας	N;SG	N;ACC;MASC;SG
federasie	ομοσπονδίας	federasie	ομοσπονδία	N;SG	N;GEN;FEM;SG
federasie	ομοσπονδία	federasie	ομοσπονδία	N;SG	N;NOM;FEM;SG
stof	σκόνη	stof	σκόνη	N;SG	N;NOM;FEM;SG
kommersiële	εμπορική	kommersieel	εμπορικός	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	πρωτοβάθμια	primêr	πρωτοβάθμιος	ADJ;NOM	ADJ;NOM;FEM;SG
dam	φράγμα	dam	φράγμα	N;SG	N;NOM;NEUT;SG
toekoms	μέλλον	toekoms	μέλλον	N;SG	N;NOM;NEUT;SG
toekoms	μελλον	toekoms	μελλον	N;SG	N;NOM;NEUT;SG
polisie	αστυνομία	polisie	αστυνομία	N;SG	N;NOM;FEM;SG
geslag	φύλο	geslag	φύλο	N;SG	N;NOM;NEUT;SG
geslag	γένος	geslag	γένος	N;SG	N;NOM;NEUT;SG
geslag	φύλο	geslag	φύλο	N;SG	N;NOM;NEUT;SG
graf	τάφος	graf	τάφος	N;SG	N;NOM;MASC;SG
graf	τάφο	graf	τάφος	N;SG	N;ACC;MASC;SG
besoekers	επισκέπτες	besoeker	επισκέπτης	N;PL	N;NOM;MASC;PL
volwasse	ώριμα	volwasse	ώριμα	ADJ;NOM	ADJ;NOM;NEUT;PL
volwasse	ώριμοι	volwasse	ώριμος	ADJ;NOM	ADJ;NOM;MASC;PL
volwasse	ώριμο	volwasse	ώριμο	ADJ;NOM	ADJ;NOM;NEUT;SG
volwasse	ώριμος	volwasse	ώριμος	ADJ;NOM	ADJ;NOM;MASC;SG
volwasse	ώριμη	volwasse	ώριμος	ADJ;NOM	ADJ;NOM;FEM;SG
kies	επιλέξτε	kies	επιλέγω	V;PRS	V;PFV;IND;PL;2;FIN;ACT
basiese	βασικές	basies	βασικός	ADJ;NOM	ADJ;NOM;FEM;PL
basiese	βασικός	basies	βασικός	ADJ;NOM	ADJ;NOM;MASC;SG
basiese	βασική	basies	βασικός	ADJ;NOM	ADJ;NOM;FEM;SG
basiese	βασικό	basies	βασικός	ADJ;NOM	ADJ;NOM;NEUT;SG
benodig	απαιτούμενη	benodig	απαιτούμενος	V;PRS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
benodig	απαιτούμενα	benodig	απαιτούμενος	V;PRS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
benodig	απαιτούμενος	benodig	απαιτούμενος	V;PRS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
benodig	απαιτείται	benodig	απαιτώ	V;PRS	V;IPFV;IND;SG;3;PRS;FIN;PASS
benodig	απαιτούμενο	benodig	απαιτούμενος	V;PRS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
broers	αδέλφια	broers	αδέρφι	N;PL	N;NOM;NEUT;PL
broers	αδέρφια	broers	αδέρφι	N;PL	N;NOM;NEUT;PL
broers	αδελφοί	broers	αδελφός	N;PL	N;NOM;MASC;PL
komponis	συνθέτης	komponis	συνθέτης	N;SG	N;NOM;MASC;SG
kunstenaar	καλλιτέχνη	kunstenaar	καλλιτέχνος	N;SG	N;ACC;MASC;SG
kunstenaar	καλλιτέχνης	kunstenaar	καλλιτέχνος	N;SG	N;NOM;MASC;SG
vermoë	ικανότητα	vermoë	ικανότητα	N;SG	N;ACC;FEM;SG
mond	στόμα	mond	στόμα	N;SG	N;NOM;NEUT;SG
gesondheid	υγεία	gesondheid	υγεία	N;SG	N;NOM;FEM;SG
leerders	μαθητών	leerder	μαθητής	N;PL	N;GEN;MASC;PL
leerders	μαθητές	leerder	μαθητής	N;PL	N;NOM;MASC;PL
leerders	κόρες	leerder	κόρα	N;PL	N;NOM;FEM;PL
geskiedkundige	ιστορικές	geskiedkundig	ιστορικός	ADJ;NOM	ADJ;NOM;FEM;PL
geskiedkundige	ιστορική	geskiedkundig	ιστορικός	ADJ;NOM	ADJ;NOM;FEM;SG
geskiedkundige	ιστορικός	geskiedkundig	ιστορικός	ADJ;NOM	ADJ;NOM;MASC;SG
aktiwiteite	δραστηριότητες	aktiwiteit	δραστηριότητα	N;PL	N;NOM;FEM;PL
aktiwiteite	γεγονότα	aktiwiteit	γεγονός	N;PL	N;NOM;NEUT;PL
aktiwiteite	γεγονοτα	aktiwiteit	γεγονος	N;PL	N;NOM;NEUT;PL
aktiwiteite	συμβάντα	aktiwiteit	συμβάντα	N;PL	N;NOM;NEUT;PL
aktiwiteite	εκδηλώσεις	aktiwiteit	εκδήλωση	N;PL	N;NOM;FEM;PL
konflik	σύγκρουση	konflik	σύγκρουση	N;SG	N;NOM;FEM;SG
konflik	σύρραξη	konflik	σύρραξη	N;SG	N;ACC;FEM;SG
gemeenskaplike	κοινές	gemeenskaplik	κοινός	ADJ;NOM	ADJ;NOM;FEM;PL
gemeenskaplike	κοινή	gemeenskaplik	κοινός	ADJ;NOM	ADJ;NOM;FEM;SG
gemeenskaplike	κοινός	gemeenskaplik	κοινός	ADJ;NOM	ADJ;NOM;MASC;SG
inkomste	εισόδημα	inkomste	εισόδημα	N;SG	N;NOM;NEUT;SG
inkomste	εισοδήματος	inkomste	εισόδημα	N;SG	N;GEN;NEUT;SG
ligte	ελαφριά	lig	ελαφριά	ADJ;NOM	ADJ;NOM;FEM;SG
dirk	ντερκ	dirk	ντερκ	N;SG	N
erfenis	κληρονομιά	erfenis	κληρονομιά	N;SG	N;NOM;FEM;SG
bladsye	σελίδες	bladsy	σελίδα	N;PL	N;NOM;FEM;PL
heelal	σύμπαν	heelal	σύμπαν	N;SG	N;NOM;NEUT;SG
verdwyn	εξαφανίζονται	verdwyn	εξαφανίζω	V;PRS	V;IPFV;IND;PL;3;PRS;FIN;PASS
verdwyn	εξαφανιστεί	verdwyn	εξαφανίζω	V;PRS	V;PFV;NFIN;PASS
geskei	χωρισμένοι	skei	χωρισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
geskei	χωρισμένος	skei	χωρισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
geskei	χωρισμένος	skei	χωρισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
geskei	χωρισμένη	skei	χωρίζω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geskei	χωρισμένοι	skei	χωρισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
hoek	γωνία	hoek	γωνία	N;SG	N;NOM;FEM;SG
verwante	σχετική	verwant	σχετικός	ADJ;NOM	ADJ;NOM;FEM;SG
verwante	σχετικές	verwant	σχετικός	ADJ;NOM	ADJ;NOM;FEM;PL
verwante	σχετικό	verwant	σχετικός	ADJ;NOM	ADJ;NOM;NEUT;SG
sport	σπορ	sport	σπορ	N;SG	N
sport	αθλητισμός	sport	αθλητισμός	N;SG	N;NOM;MASC;SG
sport	άθλημα	sport	άθλημα	N;SG	N;NOM;NEUT;SG
sport	σπορ	sport	σπορ	N;SG	N
sport	αθλητισμός	sport	αθλητισμός	N;SG	N;NOM;MASC;SG
selfstandige	ανεξάρτητοι	selfstandig	ανεξάρτητος	ADJ;NOM	ADJ;NOM;MASC;PL
selfstandige	ανεξάρτητο	selfstandig	ανεξάρτητος	ADJ;NOM	ADJ;NOM;NEUT;SG
selfstandige	ανεξάρτητος	selfstandig	ανεξάρτητος	ADJ;NOM	ADJ;NOM;MASC;SG
selfstandige	ανεξάρτητη	selfstandig	ανεξάρτητος	ADJ;NOM	ADJ;NOM;FEM;SG
selfstandige	ανεξάρτητες	selfstandig	ανεξάρτητος	ADJ;NOM	ADJ;NOM;FEM;PL
onderneming	εντερπράιζ	onderneming	εντερπράιζ	N;SG	N
onderneming	επιχείρηση	onderneming	επιχείρηση	N;SG	N;ACC;FEM;SG
tempel	ναός	tempel	ναός	N;SG	N;NOM;MASC;SG
tempel	ναό	tempel	ναός	N;SG	N;ACC;MASC;SG
twintig	είκοσι	twintig	είκοσι	NUM	NUM;NOM;NEUT;PL
literatuur	φιλολογία	literatuur	φιλολογία	N;SG	N;NOM;FEM;SG
literatuur	λογοτεχνία	literatuur	λογοτεχνία	N;SG	N;NOM;FEM;SG
saamgesmelt	έλιωσε	saamsmelt	λιώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
tabel	πίνακας	tabel	πίνακα	N;SG	N;NOM;MASC;SG
tabel	πινακας	tabel	πινακα	N;SG	N;NOM;MASC;SG
tabel	τραπέζι	tabel	τραπέζι	N;SG	N;NOM;NEUT;SG
speler	παίκτης	speler	παίκτης	N;SG	N;NOM;MASC;SG
speler	παίκτη	speler	παίκτης	N;SG	N;ACC;MASC;SG
speler	παίχτης	speler	παίχτης	N;SG	N;NOM;MASC;SG
speler	παίχτη	speler	παίχτης	N;SG	N;ACC;MASC;SG
kommunistiese	κομμουνιστικό	kommunisties	κομμουνιστικός	ADJ;NOM	ADJ;NOM;NEUT;SG
kommunistiese	κομμουνιστική	kommunisties	κομμουνιστικός	ADJ;NOM	ADJ;NOM;FEM;SG
sokkerspeler	ποδοσφαιριστής	sokkerspeler	ποδοσφαιριστής	N;SG	N;NOM;MASC;SG
prent	φωτογραφια	prent	φωτογραφια	N;SG	N;NOM;FEM;SG
prent	φωτογραφία	prent	φωτογραφία	N;SG	N;ACC;FEM;SG
prent	εικόνα	prent	εικόνα	N;SG	N;NOM;FEM;SG
prent	εικόνα	prent	εικόνα	N;SG	N;NOM;FEM;SG
prent	εικονα	prent	εικονα	N;SG	N;NOM;FEM;SG
prent	φύση	prent	φύση	N;SG	N;NOM;FEM;SG
prent	φυση	prent	φυση	N;SG	N;NOM;FEM;SG
vraag	ερώτηση	vraag	ερώτηση	N;SG	N;ACC;FEM;SG
vraag	ερώτημα	vraag	ερώτημα	N;SG	N;NOM;NEUT;SG
sterrebeeld	αστερισμό	sterrebeeld	αστερισμός	N;SG	N;ACC;MASC;SG
optrede	συμπεριφορά	optrede	συμπεριφορά	N;SG	N;ACC;FEM;SG
optrede	συμπεριφορα	optrede	συμπεριφορα	N;SG	N;ACC;FEM;SG
