som	像	som	像	ADP	ADP
mening	含義	mening	含義	N;INDF;FEM;SG	N
verdi	價值	verdi	價值	N;INDF;MASC;SG	N
verdi	數值	verdi	數值	N;INDF;MASC;SG	N
verdi	值	verdi	值	N;INDF;MASC;SG	N
endre	改變	endre	改變	V;NFIN	V
endre	變更	endre	變更	V;NFIN	V
endre	變	endre	變	V;NFIN	V
ledd	關節	ledd	關節	N;INDF;NEUT;SG	N
tider	時代	tid	時代	N;INDF;FEM;PL	N
tider	時報	tid	時報	N;INDF;FEM;PL	N
beskriver	描述	beskrive	描述	V;IND;PRS;FIN	V
prest	祭司	prest	祭司	N;INDF;MASC;SG	N
enheter	單元	enhet	單元	N;INDF;FEM;PL	N
enheter	單位	enhet	單位	N;INDF;FEM;PL	N
enheter	實體	enhet	實體	N;INDF;FEM;PL	N
enheter	裝置	enhet	裝置	N;INDF;FEM;PL	N
akkurat	只	akkurat	只	ADV	ADV
post	郵件	post	郵件	N;INDF;MASC;SG	N
post	郵寄	post	郵寄	N;INDF;MASC;SG	N
post	信件	post	信件	N;INDF;MASC;SG	N
post	郵政	post	郵政	N;INDF;MASC;SG	N
modell	模範	modell	模範	N;INDF;MASC;SG	N
modell	模型	modell	模型	N;INDF;MASC;SG	N
modell	型號	modell	型號	N;INDF;MASC;SG	N
modell	模特	modell	模特	N;INDF;MASC;SG	N
regler	規則	regel	規則	N;INDF;FEM;PL	N
regler	細則	regel	細則	N;INDF;FEM;PL	N
kunnskap	知識	kunnskap	知識	N;INDF;MASC;SG	N
delene	部件	del	部件	N;DEF;FEM;PL	N
fange	俘虜	fange	俘虜	N;INDF;MASC;SG	N
fange	囚犯	fange	囚犯	N;INDF;MASC;SG	N
fange	犯人	fange	犯人	N;INDF;MASC;SG	N
fange	囚徒	fange	囚徒	N;INDF;MASC;SG	N
publikum	觀眾	publikum	觀眾	N;INDF;NEUT;SG	N
publikum	觀眾	publikum	觀眾	N;INDF;NEUT;SG	N
prins	王子	prins	王子	N;INDF;MASC;SG	N
prins	太子	prins	太子	N;INDF;MASC;SG	N
prins	親王	prins	親王	N;INDF;MASC;SG	N
utdanning	教育	utdanning	教育	N;INDF;FEM;SG	N
utdanning	學歷	utdanning	學歷	N;INDF;FEM;SG	N
likhet	平等	likhet	平等	N;INDF;NEUT;SG	N
filosof	哲學	filosof	哲學	N;INDF;MASC;SG	N
privat	私人	privat	私人	ADJ;INDF;NEUT;SG	ADJ
sak	案例	sak	案例	N;INDF;FEM;SG	N
sak	個案	sak	個案	N;INDF;FEM;SG	N
sak	案件	sak	案件	N;INDF;FEM;SG	N
sak	原因	sak	原因	N;INDF;FEM;SG	N
jobber	工作	jobbe	工作	N;INDF;FEM;PL	N
jobber	工作	jobbe	工作	N;INDF;FEM;PL	N
jobber	工作	jobbe	工作	N;INDF;FEM;PL	N
super	超級	super	超級	ADJ;INDF;SG	ADJ
søster	妹妹	søster	妹妹	N;INDF;FEM;SG	N
søster	姐姐	søster	姐姐	N;INDF;FEM;SG	N
søster	姐妹	søster	姐妹	N;INDF;FEM;SG	N
søster	姊妹	søster	姊妹	N;INDF;FEM;SG	N
søster	姊姊	søster	姊姊	N;INDF;FEM;SG	N
society	社會	society	社會	N;INDF;NEUT;SG	N
kirker	教會	kirker	教會	N;INDF;NEUT;SG	N
kirker	教堂	kirker	教堂	N;INDF;NEUT;SG	N
saker	案例	sak	案例	N;INDF;FEM;PL	N
saker	起因	sak	起因	N;INDF;FEM;PL	N
stadium	體育	stadium	體育	N;INDF;NEUT;SG	N
stadium	球場	stadium	球場	N;INDF;NEUT;SG	N
uke	星期	uke	星期	N;INDF;MASC;SG	N
uke	週	uke	週	N;INDF;MASC;SG	N
øvelser	演習	øvelse	演習	N;INDF;NEUT;SG	N
minne	記憶	minne	記憶	N;INDF;NEUT;SG	N
minne	記憶	minne	記憶	N;INDF;NEUT;SG	N
minne	記憶	minne	記憶	N;INDF;NEUT;SG	N
helse	健康	helse	健康	N;INDF;FEM;SG	N
foto	像片	foto	像片	N;INDF;NEUT;SG	N
foto	照片	foto	照片	N;INDF;NEUT;SG	N
kritikk	批判	kritikk	批判	N;INDF;MASC;SG	N
turn	體操	turn	體操	N;INDF;MASC;SG	N
filosofi	哲學	filosofi	哲學	N;INDF;MASC;SG	N
filosofi	理念	filosofi	理念	N;INDF;MASC;SG	N
mesterskap	錦標	mesterskap	錦標	N;INDF;NEUT;SG	N
mesterskap	錦標	mesterskap	錦標	N;INDF;NEUT;SG	N
politiet	警方	politi	警方	N;DEF;NEUT;SG	N
politiet	警務	politi	警務	N;DEF;NEUT;SG	N
politiet	警察	politi	警察	N;DEF;NEUT;SG	N
religion	宗教	religion	宗教	N;INDF;MASC;SG	N
religion	宗教	religion	宗教	N;INDF;MASC;SG	N
bred	廣義	bred	廣義	N;INDF;MASC;SG	N
utgaven	版	utgav	版	N;DEF;MASC;SG	N
formål	起因	formål	起因	N;INDF;NEUT;SG	N
finn	找到	finne	找到	V;IND;PRS;FIN	V
finn	尋找	finne	尋找	V;IND;PRS;FIN	V
breddegrad	緯度	breddegrad	緯度	N;INDF;MASC;SG	N
landene	國家	land	國家	N;DEF;FEM;PL	N
landene	各國	land	各國	N;DEF;FEM;PL	N
tegn	字元	tegn	字元	N;INDF;NEUT;SG	N
tegn	角色	tegn	角色	N;INDF;NEUT;SG	N
tegn	簽名	tegn	簽名	N;INDF;NEUT;SG	N
plan	計畫	plan	計畫	N;INDF;MASC;SG	N
skadet	傷	skad	傷	N;DEF;NEUT;SG	N
skadet	損壞	skad	損壞	N;DEF;NEUT;SG	N
skadet	傷害	skad	傷害	N;DEF;NEUT;SG	N
svømming	游泳	svømming	游泳	N;INDF;FEM;SG	N
svømming	游	svømming	游	N;INDF;FEM;SG	N
bruken	用法	bruk	用法	N;DEF;MASC;SG	N
bruken	用量	bruk	用量	N;DEF;MASC;SG	N
lege	內科	lege	內科	N;INDF;MASC;SG	N
lege	醫師	lege	醫師	N;INDF;MASC;SG	N
lege	醫生	lege	醫生	N;INDF;MASC;SG	N
lege	博士	lege	博士	N;INDF;MASC;SG	N
lese	讀	lese	讀	V;V.PTCP	V
lese	讀取	lese	讀取	V;V.PTCP	V
forgjenger	前身	forgjenge	前身	N;INDF;MASC;SG	N
målet	目標	mål	目標	N;DEF;NEUT;SG	N
alternativ	選項	alternativ	選項	N;INDF;NEUT;SG	N
ennå	然而	ennå	然而	ADV	ADV
kategorier	類別	kategorie	類別	N;INDF;FEM;PL	N
skiftet	輪班	skift	輪班	N;DEF;NEUT;SG	N
berømte	著名	berømt	著名	ADJ;PL	ADJ
motor	引擎	motor	引擎	N;INDF;MASC;SG	N
motor	馬達	motor	馬達	N;INDF;MASC;SG	N
motor	電機	motor	電機	N;INDF;MASC;SG	N
representanter	代表	representanter	代表	N;INDF;FEM;PL	N
landskapet	風景	landskap	風景	N;DEF;NEUT;SG	N
hevder	索賠	hevde	索賠	V;IND;PRS;FIN	V
hevder	認領	hevde	認領	V;IND;PRS;FIN	V
hevder	聲稱	hevde	聲稱	V;IND;PRS;FIN	V
hustru	妻子	hustru	妻子	N;INDF;MASC;SG	N
jobb	工作	jobb	工作	N;INDF;MASC;SG	N
jobb	工作	jobb	工作	N;INDF;MASC;SG	N
syn	視覺	syn	視覺	N;INDF;NEUT;SG	N
syn	願景	syn	願景	N;INDF;NEUT;SG	N
syn	展望	syn	展望	N;INDF;NEUT;SG	N
syn	視力	syn	視力	N;INDF;NEUT;SG	N
ekteskap	婚姻	ekteskap	婚姻	N;INDF;NEUT;SG	N
svar	答案	svar	答案	N;INDF;NEUT;SG	N
svar	答	svar	答	N;INDF;NEUT;SG	N
svar	答案	svar	答案	N;INDF;NEUT;SG	N
rad	划	rad	划	N;INDF;FEM;SG	N
rad	排	rad	排	N;INDF;FEM;SG	N
nettsider	網站	nettside	網站	N;INDF;FEM;PL	N
planter	植物	plante	植物	N;INDF;FEM;PL	N
planter	廠	plante	廠	N;INDF;FEM;PL	N
planter	植物	plante	植物	N;INDF;FEM;PL	N
planter	工廠	plante	工廠	N;INDF;FEM;PL	N
krever	需求	kreve	需求	V;IND;PRS;FIN	V
krever	要求	kreve	要求	V;IND;PRS;FIN	V
motstand	阻力	motstand	阻力	N;INDF;MASC;SG	N
motstand	電阻	motstand	電阻	N;INDF;MASC;SG	N
utvikle	演化	utvikle	演化	V;NFIN	V
utvikle	進化	utvikle	進化	V;NFIN	V
merke	品牌	merke	品牌	N;INDF;NEUT;SG	N
merke	徽章	merke	徽章	N;INDF;NEUT;SG	N
merke	警徽	merke	警徽	N;INDF;NEUT;SG	N
lengdegrad	經度	lengdegrad	經度	N;INDF;MASC;SG	N
enhet	裝置	enhet	裝置	N;INDF;NEUT;SG	N
enhet	團	enhet	團	N;INDF;NEUT;SG	N
enhet	股	enhet	股	N;INDF;NEUT;SG	N
enhet	單元	enhet	單元	N;INDF;NEUT;SG	N
enhet	單位	enhet	單位	N;INDF;NEUT;SG	N
enhet	實體	enhet	實體	N;INDF;NEUT;SG	N
kanalen	頻道	kanal	頻道	N;DEF;MASC;SG	N
kanalen	海峽	kanal	海峽	N;DEF;MASC;SG	N
kanalen	通道	kanal	通道	N;DEF;MASC;SG	N
forsvar	辯護	forsvar	辯護	N;INDF;NEUT;SG	N
forsvar	國防	forsvar	國防	N;INDF;NEUT;SG	N
forsvar	防禦	forsvar	防禦	N;INDF;NEUT;SG	N
forsvar	防守	forsvar	防守	N;INDF;NEUT;SG	N
tema	題目	tema	題目	N;INDF;NEUT;SG	N
tema	話題	tema	話題	N;INDF;NEUT;SG	N
tema	專題	tema	專題	N;INDF;NEUT;SG	N
tema	主題	tema	主題	N;INDF;NEUT;SG	N
tema	專題	tema	專題	N;INDF;NEUT;SG	N
tema	主題	tema	主題	N;INDF;NEUT;SG	N
demningen	壩	demning	壩	N;DEF;MASC;SG	N
demningen	水電	demning	水電	N;DEF;MASC;SG	N
demningen	水庫	demning	水庫	N;DEF;MASC;SG	N
demningen	大壩	demning	大壩	N;DEF;MASC;SG	N
demningen	水壩	demning	水壩	N;DEF;MASC;SG	N
opphav	原產	opphav	原產	N;INDF;NEUT;SG	N
opphav	起源	opphav	起源	N;INDF;NEUT;SG	N
forskere	研究	forskere	研究	V;NFIN	V
mannen	人	mann	人	N;DEF;MASC;SG	N
mannen	男人	mann	男人	N;DEF;MASC;SG	N
representant	代表	representant	代表	N;INDF;MASC;SG	N
foreldre	父母	forelder	父母	N;INDF;MASC;PL	N
foreldre	父母	forelder	父母	N;INDF;MASC;PL	N
foreldre	家長	forelder	家長	N;INDF;MASC;PL	N
foreldre	家長	forelder	家長	N;INDF;MASC;PL	N
foreldre	父母	forelder	父母	N;INDF;MASC;PL	N
olje	油	olje	油	N;INDF;FEM;SG	N
olje	石油	olje	石油	N;INDF;FEM;SG	N
olje	機油	olje	機油	N;INDF;FEM;SG	N
bad	洗澡	be	洗澡	V;IND;PST;FIN	V
offiser	官	offiser	官	N;INDF;MASC;SG	N
offiser	軍官	offiser	軍官	N;INDF;MASC;SG	N
flertall	複數	flertall	複數	N;INDF;NEUT;SG	N
opptatt	繁忙	opptatt	繁忙	ADJ;INDF;SG	ADJ
parlamentet	國會	parlament	國會	N;DEF;NEUT;SG	N
parlamentet	議會	parlament	議會	N;DEF;NEUT;SG	N
aktivitet	動態	aktivitet	動態	N;INDF;MASC;SG	N
aktivitet	活動	aktivitet	活動	N;INDF;MASC;SG	N
sykdom	病	sykdom	病	N;INDF;MASC;SG	N
sykdom	疾病	sykdom	疾病	N;INDF;MASC;SG	N
sykdom	病	sykdom	病	N;INDF;MASC;SG	N
sykdom	疾病	sykdom	疾病	N;INDF;MASC;SG	N
familier	家庭	familie	家庭	N;INDF;FEM;PL	N
handel	商務	handel	商務	N;INDF;MASC;SG	N
handel	商業	handel	商業	N;INDF;MASC;SG	N
handel	貿易	handel	貿易	N;INDF;MASC;SG	N
opera	歌劇	opera	歌劇	N;INDF;MASC;SG	N
ønske	願望	ønske	願望	N;INDF;NEUT;SG	N
konkurranse	競爭	konkurranse	競爭	N;INDF;MASC;SG	N
konkurranse	競賽	konkurranse	競賽	N;INDF;MASC;SG	N
konkurranse	比賽	konkurranse	比賽	N;INDF;MASC;SG	N
konkurranse	競賽	konkurranse	競賽	N;INDF;MASC;SG	N
nettopp	只	nettopp	只	ADV	ADV
rødt	紅	rødt	紅	N;INDF;MASC;SG	N
rødt	紅色	rødt	紅色	N;INDF;MASC;SG	N
elementer	項目	elementer	項目	N;INDF;NEUT;PL	N
elementer	物體	elementer	物體	N;INDF;NEUT;PL	N
elementer	天體	elementer	天體	N;INDF;NEUT;PL	N
elementer	物件	elementer	物件	N;INDF;NEUT;PL	N
elementer	元素	elementer	元素	N;INDF;NEUT;PL	N
elementer	要件	elementer	要件	N;INDF;NEUT;PL	N
power	電力	power	電力	N;INDF;NEUT;SG	N
power	電源	power	電源	N;INDF;NEUT;SG	N
power	動力	power	動力	N;INDF;NEUT;SG	N
power	權力	power	權力	N;INDF;NEUT;SG	N
velge	選擇	velge	選擇	V;IMP;FIN	V
velge	選取	velge	選取	V;IMP;FIN	V
velge	選擇	velge	選擇	V;IMP;FIN	V
bærer	攜	bære	攜	V;IND;PRS;FIN	V
bærer	承載	bære	承載	V;IND;PRS;FIN	V
prosjekt	項目	prosjekt	項目	N;INDF;NEUT;SG	N
formel	公式	formel	公式	N;INDF;MASC;SG	N
formel	方程	formel	方程	N;INDF;MASC;SG	N
formel	配方	formel	配方	N;INDF;MASC;SG	N
skoler	學校	skole	學校	N;INDF;FEM;PL	N
transport	運輸	transport	運輸	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
transport	運輸	transport	運輸	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
loven	法律	lov	法律	N;DEF;MASC;SG	N
avtale	協定	avtale	協定	N;INDF;MASC;SG	N
avtale	協議	avtale	協議	N;INDF;MASC;SG	N
rettigheter	權利	rettigheter	權利	N;INDF;FEM;PL	N
varianter	變體	varianter	變體	N;INDF;FEM;PL	N
varianter	品種	varianter	品種	N;INDF;FEM;PL	N
day	白天	day	白天	N;INDF;SG	N
skade	損傷	skade	損傷	N;INDF;MASC;SG	N
skade	損傷	skade	損傷	N;INDF;MASC;SG	N
skade	損壞	skade	損壞	N;INDF;MASC;SG	N
skade	損害	skade	損害	N;INDF;MASC;SG	N
skade	傷害	skade	傷害	N;INDF;MASC;SG	N
river	河	rive	河	N;INDF;FEM;SG	N
river	江河	rive	江河	N;INDF;FEM;SG	N
river	河流	rive	河流	N;INDF;FEM;SG	N
konserter	音樂	konserter	音樂	N;INDF;NEUT;SG	N
internett	網路	internett	網路	N;INDF;NEUT;SG	N
internett	網際	internett	網際	N;INDF;NEUT;SG	N
single	單曲	single	單曲	N;INDF;MASC;SG	N
single	單打	single	單打	N;INDF;MASC;SG	N
single	單人	single	單人	N;INDF;MASC;SG	N
single	單身	single	單身	N;INDF;MASC;SG	N
republikk	共和	republikk	共和	N;INDF;MASC;SG	N
republikk	共和	republikk	共和	N;INDF;MASC;SG	N
sykehus	醫院	sykehus	醫院	N;INDF;NEUT;SG	N
sykehus	醫院	sykehus	醫院	N;INDF;NEUT;SG	N
brown	棕	brown	棕	N;INDF;MASC;SG	N
brown	褐	brown	褐	N;INDF;MASC;SG	N
brown	棕色	brown	棕色	N;INDF;MASC;SG	N
utgangspunktet	基本	utgangspunkt	基本	N;DEF;NEUT;SG	N
prøver	嘗試	prøve	嘗試	V;IND;PRS;FIN	V
jazz	爵士	jazz	爵士	N;INDF;MASC;SG	N
jazz	爵士	jazz	爵士	N;INDF;MASC;SG	N
kunstner	藝術	kunstner	藝術	N;INDF;MASC;SG	N
kunstner	藝人	kunstner	藝人	N;INDF;MASC;SG	N
felt	欄位	felt	欄位	N;INDF;NEUT;SG	N
felt	田間	felt	田間	N;INDF;NEUT;SG	N
felt	田地	felt	田地	N;INDF;NEUT;SG	N
felt	欄位	felt	欄位	N;INDF;NEUT;SG	N
felt	田野	felt	田野	N;INDF;NEUT;SG	N
blue	藍	blu	藍	N;INDF;MASC;SG	N
blue	藍色	blu	藍色	N;INDF;MASC;SG	N
arkitektur	結構	arkitektur	結構	N;INDF;MASC;SG	N
arkitektur	架構	arkitektur	架構	N;INDF;MASC;SG	N
arkitektur	建築	arkitektur	建築	N;INDF;MASC;SG	N
net	網	net	網	N;INDF;MASC;SG	N
guvernør	省長	guvernør	省長	N;INDF;MASC;SG	N
guvernør	總督	guvernør	總督	N;INDF;MASC;SG	N
guvernør	州	guvernør	州	N;INDF;MASC;SG	N
last	負載	last	負載	N;INDF;MASC;SG	N
last	貨運	last	貨運	N;INDF;MASC;SG	N
last	貨物	last	貨物	N;INDF;MASC;SG	N
last	貨	last	貨	N;INDF;MASC;SG	N
myndigheter	當局	myndigheter	當局	N;INDF;FEM;PL	N
bay	灣	bay	灣	N;INDF;FEM;SG	N
bay	海灣	bay	海灣	N;INDF;FEM;SG	N
flytte	移動	flytte	移動	V;IND;FIN	V
flytte	感動	flytte	感動	V;IND;FIN	V
green	綠色	grenne	綠色	N;DEF;MASC;SG	N
green	綠	grenne	綠	N;DEF;MASC;SG	N
green	綠地	grenne	綠地	N;DEF;MASC;SG	N
lav	低低	lav	低低	N;INDF;NEUT;SG	N
topp	頂	topp	頂	N;INDF;MASC;SG	N
topp	頂端	topp	頂端	N;INDF;MASC;SG	N
topp	熱門	topp	熱門	N;INDF;MASC;SG	N
tronen	王座	tron	王座	N;DEF;MASC;SG	N
tronen	王位	tron	王位	N;DEF;MASC;SG	N
tronen	寶座	tron	寶座	N;DEF;MASC;SG	N
kontrakt	合同	kontrakt	合同	N;INDF;MASC;SG	N
kontrakt	合約	kontrakt	合約	N;INDF;MASC;SG	N
database	資料	database	資料	N;INDF;MASC;SG	N
operasjon	手術	operasjon	手術	N;INDF;MASC;SG	N
operasjon	行動	operasjon	行動	N;INDF;MASC;SG	N
løper	奔	løpe	奔	V;IND;PRS;FIN	V
løper	跑步	løpe	跑步	V;IND;PRS;FIN	V
løper	運行	løpe	運行	V;IND;PRS;FIN	V
innledende	初始	innledende	初始	N;INDF;MASC;SG	N
aviser	報章	avis	報章	N;INDF;FEM;PL	N
aviser	報刊	avis	報刊	N;INDF;FEM;PL	N
aviser	論文	avis	論文	N;INDF;FEM;PL	N
drama	電視	drama	電視	N;INDF;NEUT;SG	N
drama	劇情	drama	劇情	N;INDF;NEUT;SG	N
drama	戲劇	drama	戲劇	N;INDF;NEUT;SG	N
drama	劇	drama	劇	N;INDF;NEUT;SG	N
retten	法庭	rett	法庭	N;DEF;MASC;SG	N
retten	法院	rett	法院	N;DEF;MASC;SG	N
skog	森林	skog	森林	N;INDF;MASC;SG	N
fot	腳	fot	腳	N;INDF;MASC;SG	N
fot	英尺	fot	英尺	N;INDF;MASC;SG	N
fot	英尺	fot	英尺	N;INDF;MASC;SG	N
fot	腳	fot	腳	N;INDF;MASC;SG	N
halvparten	半數	halvpart	半數	N;DEF;MASC;SG	N
faller	墜落	falle	墜落	V;IND;PRS;FIN	V
stater	國家	stat	國家	N;INDF;MASC;PL	N
myndighetene	當局	myndighet	當局	N;DEF;FEM;PL	N
singel	單人	singel	單人	N;INDF;MASC;SG	N
singel	單身	singel	單身	N;INDF;MASC;SG	N
times	時代	time	時代	N;GEN;INDF;MASC;SG	N
times	時報	time	時報	N;GEN;INDF;MASC;SG	N
bill	法案	bill	法案	N;INDF;MASC;SG	N
tale	講話	tale	講話	N;INDF;FEM;SG	N
tale	演講	tale	演講	N;INDF;FEM;SG	N
tale	語音	tale	語音	N;INDF;FEM;SG	N
revet	撕裂	rev	撕裂	N;INDF;MASC;SG	N
revet	礁	rev	礁	N;INDF;MASC;SG	N
revet	暗礁	rev	暗礁	N;INDF;MASC;SG	N
revet	珊瑚	rev	珊瑚	N;INDF;MASC;SG	N
versjoner	版本	versjon	版本	N;INDF;MASC;SG	N
cupen	盃	cup	盃	N;DEF;MASC;SG	N
cupen	杯	cup	杯	N;DEF;MASC;SG	N
cupen	杯子	cup	杯子	N;DEF;MASC;SG	N
fokus	重點	fokus	重點	N;INDF;NEUT;SG	N
fokus	焦點	fokus	焦點	N;INDF;NEUT;SG	N
innendørs	室內	innendørs	室內	N;INDF;MASC;SG	N
innendørs	室內	innendørs	室內	N;INDF;MASC;SG	N
video	視訊	video	視訊	N;INDF;MASC;SG	N
video	影片	video	影片	N;INDF;MASC;SG	N
planet	行星	plan	行星	N;DEF;NEUT;SG	N
planet	星球	plan	星球	N;DEF;NEUT;SG	N
sidene	頁	side	頁	N;DEF;FEM;PL	N
vitenskapelig	科學	vitenskapelig	科學	N;INDF;MASC;SG	N
grunnleggende	基本	grunnleggende	基本	N;INDF;MASC;SG	N
tidsskrift	日誌	tidsskrift	日誌	N;INDF;FEM;SG	N
tidsskrift	日刊	tidsskrift	日刊	N;INDF;FEM;SG	N
tidsskrift	日記	tidsskrift	日記	N;INDF;FEM;SG	N
tidsskrift	期刊	tidsskrift	期刊	N;INDF;FEM;SG	N
slott	城堡	slott	城堡	N;INDF;NEUT;SG	N
slott	城	slott	城	N;INDF;NEUT;SG	N
eksemplarer	標本	eksemplare	標本	N;INDF;FEM;PL	N
eksemplarer	拷貝	eksemplare	拷貝	N;INDF;FEM;PL	N
hår	頭髮	hår	頭髮	N;INDF;NEUT;SG	N
hår	髮型	hår	髮型	N;INDF;NEUT;SG	N
hår	發	hår	發	N;INDF;NEUT;SG	N
reiser	旅行	reise	旅行	N;INDF;FEM;PL	N
reiser	旅費	reise	旅費	N;INDF;FEM;PL	N
reiser	旅遊	reise	旅遊	N;INDF;FEM;PL	N
reiser	旅行	reise	旅行	N;INDF;FEM;PL	N
reiser	旅行	reise	旅行	N;INDF;FEM;PL	N
reiser	旅遊	reise	旅遊	N;INDF;FEM;PL	N
fremme	推廣	fremme	推廣	V;NFIN	V
rekorder	紀錄	rekord	紀錄	N;INDF;NEUT;SG	N
manager	經理	manager	經理	N;INDF;MASC;SG	N
manager	經理	manager	經理	N;INDF;MASC;SG	N
base	基地	base	基地	N;INDF;MASC;SG	N
base	基礎	base	基礎	N;INDF;MASC;SG	N
base	基數	base	基數	N;INDF;MASC;SG	N
funksjon	功能	funksjon	功能	N;INDF;MASC;SG	N
funksjon	職能	funksjon	職能	N;INDF;MASC;SG	N
funksjon	函數	funksjon	函數	N;INDF;MASC;SG	N
mytologi	神話	mytologi	神話	N;INDF;MASC;SG	N
sprint	衝刺	sprint	衝刺	N;INDF;MASC;SG	N
airlines	航空	airlines	航空	N;INDF;NEUT;SG	N
airlines	航空	airlines	航空	N;INDF;NEUT;SG	N
løsning	溶液	løsning	溶液	N;INDF;FEM;SG	N
varme	熱火	varme	熱火	N;INDF;MASC;SG	N
varme	熱力	varme	熱力	N;INDF;MASC;SG	N
varme	熱量	varme	熱量	N;INDF;MASC;SG	N
jord	泥土	jord	泥土	N;INDF;FEM;SG	N
jord	土壤	jord	土壤	N;INDF;FEM;SG	N
jord	土	jord	土	N;INDF;FEM;SG	N
jord	泥土	jord	泥土	N;INDF;FEM;SG	N
jord	污垢	jord	污垢	N;INDF;FEM;SG	N
jord	土	jord	土	N;INDF;FEM;SG	N
jord	大地	jord	大地	N;INDF;FEM;SG	N
alvorlig	嚴重	alvorlig	嚴重	ADJ;INDF;NEUT;SG	ADJ
alvorlig	嚴肅	alvorlig	嚴肅	ADJ;INDF;NEUT;SG	ADJ
alvorlig	嚴重	alvorlig	嚴重	ADJ;INDF;NEUT;SG	ADJ
varer	項目	vare	項目	N;INDF;FEM;PL	N
varer	商品	vare	商品	N;INDF;FEM;PL	N
varer	貨物	vare	貨物	N;INDF;FEM;PL	N
varer	商品	vare	商品	N;INDF;FEM;PL	N
provins	省	provins	省	N;INDF;MASC;SG	N
provins	省省	provins	省省	N;INDF;MASC;SG	N
provins	省份	provins	省份	N;INDF;MASC;SG	N
forskjellig	不同	forskjellig	不同	ADJ;INDF;NEUT;SG	ADJ
road	公路	road	公路	N;INDF;MASC;SG	N
road	道路	road	道路	N;INDF;MASC;SG	N
road	路	road	路	N;INDF;MASC;SG	N
prøve	嘗試	prøve	嘗試	V;NFIN	V
prøve	試試	prøve	試試	V;NFIN	V
prøve	取樣	prøve	取樣	V;NFIN	V
tradisjon	傳統	tradisjon	傳統	N;INDF;MASC;SG	N
hånd	手	hånd	手	N;INDF;SG	N
association	協會	association	協會	N	N
avis	報紙	avis	報紙	N;INDF;FEM;SG	N
avis	報	avis	報	N;INDF;FEM;SG	N
avis	報章	avis	報章	N;INDF;FEM;SG	N
øke	增加	øken	增加	V;IMP;FIN	V
øke	提高	øken	提高	V;IMP;FIN	V
stoff	藥品	stoff	藥品	N;INDF;NEUT;SG	N
stoff	藥物	stoff	藥物	N;INDF;NEUT;SG	N
stoff	毒品	stoff	毒品	N;INDF;NEUT;SG	N
trekk	畫	trekk	畫	N;INDF;NEUT;SG	N
lover	法律	lov	法律	N;INDF;FEM;PL	N
avdøde	逝者	avdøde	逝者	N;INDF;MASC;SG	N
hamburg	漢堡	hamburg	漢堡	N;INDF;MASC;SG	N
mal	樣板	mal	樣板	N;INDF;MASC;SG	N
mal	模板	mal	模板	N;INDF;MASC;SG	N
joe	丈	joe	丈	N;INDF;MASC;SG	N
festival	節慶	festival	節慶	N;INDF;MASC;SG	N
festival	節日	festival	節日	N;INDF;MASC;SG	N
farger	顏色	farger	顏色	N;INDF;MASC;PL	N
farger	色彩	farger	色彩	N;INDF;MASC;PL	N
farger	顏色	farger	顏色	N;INDF;MASC;PL	N
farger	色彩	farger	色彩	N;INDF;MASC;PL	N
spørsmålet	問題	spørsmål	問題	N;DEF;NEUT;SG	N
strøm	電力	strøm	電力	N;INDF;MASC;SG	N
strøm	電源	strøm	電源	N;INDF;MASC;SG	N
strøm	動力	strøm	動力	N;INDF;MASC;SG	N
strøm	權力	strøm	權力	N;INDF;MASC;SG	N
strøm	流	strøm	流	N;INDF;MASC;SG	N
strøm	溪流	strøm	溪流	N;INDF;MASC;SG	N
enkel	簡單	enkel	簡單	ADJ;INDF;SG	ADJ
enkel	輕鬆	enkel	輕鬆	ADJ;INDF;SG	ADJ
enkel	簡單	enkel	簡單	ADJ;INDF;SG	ADJ
egenskaper	特徵	egenskap	特徵	N;INDF;NEUT;SG	N
egenskaper	特性	egenskap	特性	N;INDF;NEUT;SG	N
egenskaper	特點	egenskap	特點	N;INDF;NEUT;SG	N
egenskaper	屬性	egenskap	屬性	N;INDF;NEUT;SG	N
egenskaper	屬性	egenskap	屬性	N;INDF;NEUT;SG	N
syd	南	syd	南	N;INDF;MASC;SG	N
syd	南部	syd	南部	N;INDF;MASC;SG	N
rektor	校長	rektor	校長	N;INDF;MASC;SG	N
byggverk	結構	byggverk	結構	N;INDF;NEUT;SG	N
dør	門	dør	門	N;INDF;FEM;SG	N
bygda	村	bygd	村	N;DEF;FEM;SG	N
bygda	鄉村	bygd	鄉村	N;DEF;FEM;SG	N
bygda	村	bygd	村	N;DEF;FEM;SG	N
bygda	村落	bygd	村落	N;DEF;FEM;SG	N
bygda	村子	bygd	村子	N;DEF;FEM;SG	N
tak	屋頂	tak	屋頂	N;INDF;NEUT;SG	N
night	夜晚	night	夜晚	N;INDF;NEUT;SG	N
night	晚上	night	晚上	N;INDF;NEUT;SG	N
night	夜	night	夜	N;INDF;NEUT;SG	N
orkester	管弦	orkester	管弦	N;INDF;NEUT;SG	N
orkester	樂團	orkester	樂團	N;INDF;NEUT;SG	N
ovenfor	上方	ovenfor	上方	N;INDF;NEUT;SG	N
medisin	藥品	medisin	藥品	N;INDF;MASC;SG	N
medisin	藥物	medisin	藥物	N;INDF;MASC;SG	N
