dari	سے	dari	سے	ADP	ADP
angka	رقص	angka	رقص	N;SG	N;NOM;MASC;SG;3
apabila	حالانکہ	apabila	حالانکہ	CONJ	CONJ
apabila	حالانکہ	apabila	حالانکہ	CONJ	CONJ
lembab	مایوسی	lembab	مایوسی	ADJ;SG	ADJ
lembab	مایوسی	lembab	مایوسی	ADJ;SG	ADJ
terbang	پرواز	terbang	پرواز	N;SG;ACT	N;NOM;MASC;SG;3
terbang	گھڑی	terbang	گھڑی	N;SG;ACT	N;NOM;FEM;SG;3
terbang	پرواز	terbang	پرواز	N;SG;ACT	N;NOM;MASC;SG;3
terbang	گھڑی	terbang	گھڑی	N;SG;ACT	N;NOM;FEM;SG;3
terbang	معلق	terbang	معلق	N;SG;ACT	N;NOM;MASC;SG;3
pengurus	منتظم	penurus	منتظم	N;SG	N;NOM;MASC;SG;3
merasa	سوچنا	menrasa	سوچ	V;SG;ACT	V;MASC;SG;NFIN;ACT
area	رقبہ	area	رقبہ	N;SG	N;NOM;MASC;SG;3
tahu	سیکھا	tahu	سیکھ	V;SG	V;PFV;MASC;SG;V.PTCP;ACT
tahu	سیکھا	tahu	سیکھ	V;SG	V;PFV;MASC;SG;V.PTCP;ACT
tahu	جاننا	tahu	جان	V;SG	V;MASC;SG;NFIN;ACT
ukuran	حجم	ukuran	حجم	N;SG	N;NOM;MASC;SG;3
ukuran	پیمائش.	ukuran	پیمائش.	N;SG	N;NOM;MASC;SG;3
mirip	مثنٰی	mirip	مثنٰی	ADJ;SG	ADJ
kulit	کھال	kulit	کھال	N;SG	N;NOM;MASC;SG;3
kendaraan	خیال	kendaraan	خیال	N;SG	N;NOM;MASC;SG;3
kendaraan	مرکب	kendaraan	مرکب	N;SG	N;NOM;MASC;SG;3
kendaraan	گاڑی	kendaraan	گاڑی	N;SG	N;NOM;FEM;SG;3
kendaraan	خیال	kendaraan	خیال	N;SG	N;NOM;MASC;SG;3
kendaraan	سواری	kendaraan	سواری	N;SG	N;NOM;FEM;SG;3
kendaraan	مرکب	kendaraan	مرکب	N;SG	N;NOM;MASC;SG;3
pesan	مہم	pesan	مہم	N;SG	N;NOM;MASC;SG;3
pesan	پیغام	pesan	پیغام	N;SG	N;NOM;MASC;SG;3
pesan	ارشاد	pesan	ارشاد	N;SG	N;NOM;MASC;SG;3
pesan	مقصد	pesan	مقصد	N;SG	N;NOM;MASC;SG;3
pertengahan	اوسط	pertengahan	اوسط	N;SG	N;NOM;MASC;SG;3
pertengahan	اوسط	pertengahan	اوسط	N;SG	N;NOM;MASC;SG;3
tenaga	زور	tenaga	زور	N;SG	N;NOM;MASC;SG;3
tenaga	قوت	tenaga	قوت	N;SG	N;NOM;FEM;SG;3
tenaga	زور	tenaga	زور	N;SG	N;NOM;MASC;SG;3
tenaga	قوت	tenaga	قوت	N;SG	N;NOM;FEM;SG;3
tenaga	توانائی	tenaga	توانائی	N;SG	N;NOM;FEM;SG;3
tenaga	صلاحیت	tenaga	صلاحیت	N;SG	N;NOM;MASC;SG;3
tenaga	صلاحیت	tenaga	صلاحیت	N;SG	N;NOM;MASC;SG;3
tenaga	بل	tenaga	بل	N;SG	N;NOM;MASC;SG;3
pertahanan	حمایت	pertahanan	حمایت	N;SG	N;NOM;MASC;SG;3
pertahanan	مدافعت	pertahanan	مدافعت	N;SG	N;NOM;MASC;SG;3
pertahanan	تائید	pertahanan	تائید	N;SG	N;NOM;MASC;SG;3
mengalahkan	دھڑکنا	menkalahkan	دھڑک	V;SG;ACT	V;SG;NFIN;ACT
mengalahkan	ہلانا	menkalahkan	ہلا	V;SG;ACT	V;MASC;SG;NFIN;ACT
mengalahkan	پیٹنا	menkalahkan	پیٹنا	V;SG;ACT	V;MASC;SG;ACT
mengalahkan	کھڑکنا	menkalahkan	کھڑک	V;SG;ACT	V;SG;NFIN;ACT
pekerjaan	دھوکا	pekerjaan	دھوکا	N;SG	N;NOM;MASC;SG;3
pekerjaan	فریب	pekerjaan	فریب	N;SG	N;NOM;MASC;SG;3
pekerjaan	کیفیت	pekerjaan	کیفیت	N;SG	N;NOM;FEM;SG;3
pekerjaan	روزگار	pekerjaan	روزگار	N;SG	N;NOM;MASC;SG;3
pekerjaan	شغل	pekerjaan	شغل	N;SG	N;NOM;MASC;SG;3
pekerjaan	کام	pekerjaan	کام	N;SG	N;NOM;MASC;SG;3
pekerjaan	دھندا	pekerjaan	دھندا	N;SG	N;NOM;MASC;SG;3
pekerjaan	روزگار	pekerjaan	روزگار	N;SG	N;NOM;MASC;SG;3
rencana	قرارداد	rencana	قرارداد	N;SG	N;NOM;MASC;SG;3
rencana	خاکہ	rencana	خاکہ	N;SG	N;NOM;MASC;SG;3
rencana	تجویز	rencana	تجویز	N;SG	N;NOM;FEM;SG;3
rencana	قرارداد	rencana	قرارداد	N;SG	N;NOM;MASC;SG;3
menyerap	اپنانا	menserap	اپنانا	V;SG;ACT	V;MASC;SG;NFIN;ACT
menyerap	دھچکے	menserap	دھچکا	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyerap	غرق	menserap	غرق	V;SG;ACT	V;ACT
menyerap	محو	menserap	محو	V;SG;ACT	V;ACT
terlalu	نہایت	terlalu	نہایت	ADV	ADV
aliran	جوار	aliran	جوار	N;SG	N;NOM;MASC;SG;3
aliran	دلدل	aliran	دلدل	N;SG	N;NOM;MASC;SG;3
aliran	رقم	aliran	رقم	N;SG	N;NOM;MASC;SG;3
aliran	بہتات	aliran	بہتات	N;SG	N;NOM;MASC;SG;3
aliran	مائع	aliran	مائع	N;SG	N;NOM;MASC;SG;3
aliran	جوار	aliran	جوار	N;SG	N;NOM;MASC;SG;3
aliran	دلدل	aliran	دلدل	N;SG	N;NOM;MASC;SG;3
aliran	رقم	aliran	رقم	N;SG	N;NOM;MASC;SG;3
aliran	بہتات	aliran	بہتات	N;SG	N;NOM;MASC;SG;3
aliran	مائع	aliran	مائع	N;SG	N;NOM;MASC;SG;3
berjalan	چالو	berjalan	چالو	V;SG;ACT	V;ACT
teks	موضوع	teks	موضوع	N;SG	N;NOM;MASC;SG;3
tujuh	7	tujuh	7	NUM	NUM
minyak	پیٹرولیم.	minyak	پیٹرولیم.	N;SG	N;NOM;MASC;SG;3
minyak	چکنائی	minyak	چکنائی	N;SG	N;NOM;FEM;SG;3
minyak	پیٹرولیم.	minyak	پیٹرولیم.	N;SG	N;NOM;MASC;SG;3
minyak	تیل	minyak	تیل	N;SG	N;NOM;MASC;SG;3
minyak	چکنائی	minyak	چکنائی	N;SG	N;NOM;FEM;SG;3
upacara	تقریب	upacara	تقریب	N;SG	N;NOM;FEM;SG;3
manajemen	دھوکا	manajemen	دھوکا	N;SG	N;NOM;MASC;SG;3
manajemen	انتظام	manajemen	انتظام	N;SG	N;NOM;MASC;SG;3
gas	غاز	gas	غاز	N;SG	N;NOM;MASC;SG;3
gas	گیس	gas	گیس	N;SG	N;NOM;MASC;SG;3
gas	پٹرول	gas	پٹرول	N;SG	N;NOM;MASC;SG;3
makan	رگڑ	makan	رگڑ	N;SG;ACT	N;NOM;MASC;SG;3
generasi	نسل	generasi	نسل	N;SG	N;NOM;MASC;SG;3
saluran	راستہ	saluran	راستہ	N;SG	N;NOM;MASC;SG;3
saluran	سمت	saluran	سمت	N;SG	N;NOM;MASC;SG;3
khususnya	خصوصاً	khususnya	خصوصاً	ADV	ADV
pinjaman	دین	pinjaman	دین	N;SG	N;NOM;MASC;SG;3
pinjaman	قرضداری.	pinjaman	قرضداری.	N;SG	N;NOM;MASC;SG;3
pinjaman	قرض	pinjaman	قرض	N;SG	N;NOM;MASC;SG;3
pinjaman	دین	pinjaman	دین	N;SG	N;NOM;MASC;SG;3
pinjaman	قرضداری.	pinjaman	قرضداری.	N;SG	N;NOM;MASC;SG;3
metode	باقاعدگی	metode	باقاعدگی	N;SG	N;NOM;MASC;SG;3
predator	ظالم	predator	ظالم	N	N;NOM;MASC;SG;3
peraturan	ہدایت	peraturan	ہدایت	N;SG	N;NOM;FEM;SG;3
peraturan	وضع	peraturan	وضع	N;SG	N;NOM;MASC;SG;3
peraturan	حکومت	peraturan	حکومت	N;SG	N;NOM;FEM;SG;3
cahaya	روشنی	cahaya	روشنی	N;SG	N;NOM;MASC;SG;3
cahaya	پتلا	cahaya	پتلا	N;SG	N;NOM;MASC;SG;3
cahaya	چمک	cahaya	چمک	N;SG	N;NOM;MASC;SG;3
cahaya	کثافت	cahaya	کثافت	N;SG	N;NOM;MASC;SG;3
cahaya	روشنی	cahaya	روشنی	N;SG	N;NOM;MASC;SG;3
cahaya	پتلا	cahaya	پتلا	N;SG	N;NOM;MASC;SG;3
cahaya	جوت	cahaya	جوت	N;SG	N;NOM;FEM;SG;3
cahaya	چمک	cahaya	چمک	N;SG	N;NOM;MASC;SG;3
cahaya	چراغ	cahaya	چراغ	N;SG	N;NOM;MASC;SG;3
cahaya	کثافت	cahaya	کثافت	N;SG	N;NOM;MASC;SG;3
skor	نمبر	skor	نمبر	N;SG	N;NOM;MASC;SG;3
skor	لکیر	skor	لکیر	N;SG	N;NOM;MASC;SG;3
skor	سلسلہ	skor	سلسلہ	N;SG	N;NOM;MASC;SG;3
skor	سطر	skor	سطر	N;SG	N;NOM;MASC;SG;3
skor	برتر	skor	برتر	N;SG	N;NOM;MASC;SG;3
skor	نشان	skor	نشان	N;SG	N;NOM;MASC;SG;3
skor	معاملہ	skor	معاملہ	N;SG	N;NOM;MASC;SG;3
kanan	استحقاق	kanan	استحقاق	N;SG	N;NOM;MASC;SG;3
kanan	استحقاق	kanan	استحقاق	N;SG	N;NOM;MASC;SG;3
kompetisi	آزمائش	kompetisi	آزمائش	N;SG	N;NOM;MASC;SG;3
polisi	سپاہی	polisi	سپاہی	N;SG	N;NOM;MASC;SG;3
hijau	ہلکا	hijau	ہلکا	ADJ;SG	ADJ;NOM;MASC;SG
hijau	نیا	hijau	نیا	ADJ;SG	ADJ;NOM;MASC;SG
hijau	ہلکا	hijau	ہلکا	ADJ;SG	ADJ;NOM;MASC;SG
hijau	نیا	hijau	نیا	ADJ;SG	ADJ;NOM;MASC;SG
hijau	تازہ	hijau	تازہ	ADJ;SG	ADJ
kecepatan	رفتار	kecepatan	رفتار	N;SG	N;NOM;MASC;SG;3
kecepatan	کامیابی	kecepatan	کامیابی	N;SG	N;NOM;FEM;SG;3
tewas	بند	tewas	بند	ADJ;SG	ADJ
tewas	جامد	tewas	جامد	ADJ;SG	ADJ
tewas	قطعی	tewas	قطعی	ADJ;SG	ADJ
tewas	مردہ	tewas	مردہ	ADJ;SG	ADJ
tewas	متروک	tewas	متروک	ADJ;SG	ADJ
tewas	مکمل	tewas	مکمل	ADJ;SG	ADJ
tewas	سست	tewas	سست	ADJ;SG	ADJ
tewas	بند	tewas	بند	ADJ;SG	ADJ
tewas	جامد	tewas	جامد	ADJ;SG	ADJ
tewas	قطعی	tewas	قطعی	ADJ;SG	ADJ
tewas	مردہ	tewas	مردہ	ADJ;SG	ADJ
tewas	متروک	tewas	متروک	ADJ;SG	ADJ
tewas	مکمل	tewas	مکمل	ADJ;SG	ADJ
tewas	سست	tewas	سست	ADJ;SG	ADJ
pasangan	ساتھی	pasangan	ساتھی	N;SG	N;NOM;MASC;SG;3
pasangan	ساتھی	pasangan	ساتھی	N;SG	N;NOM;MASC;SG;3
menolak	ردکرنا	mentolak	ردکرنا	V;SG;ACT	V;NFIN;ACT
menolak	ماننے	mentolak	مان	V;SG;ACT	V;ACC;NFIN
mengubah	بدلنا	menubah	بدل	V;SG;ACT	V;MASC;SG;NFIN;ACT
korban	شکار	korban	شکار	N;SG	N;NOM;MASC;SG;3
korban	نشانہ	korban	نشانہ	N;SG	N;NOM;MASC;SG;3
pelabuhan	جہاز	penlabuhan	جہاز	N;SG	N;NOM;MASC;SG;3
pelabuhan	بھاپ	penlabuhan	بھاپ	N;SG	N;NOM;MASC;SG;3
agresif	مخالفانہ	agresif	مخالفانہ	ADJ;SG	ADJ
agresif	غاصب	agresif	غاصب	ADJ;SG	ADJ
agresif	معاندانہ	agresif	معاندانہ	ADJ;SG	ADJ
genre	طنز	genre	طنز	N	N;NOM;MASC;SG;3
yayasan	سطح	yayasan	سطح	N;SG	N;NOM;MASC;SG;3
keamanan	تحفظ	keamanan	تحفظ	N;SG	N;NOM;MASC;SG;3
keamanan	بچاؤ	keamanan	بچاؤ	N;SG	N;NOM;MASC;SG;3
keamanan	آلہ	keamanan	آلہ	N;SG	N;NOM;MASC;SG;3
gagal	برپا	gagal	برپا	V;SG	V;V.PTCP;ACT
gagal	بگاڑ	gagal	بگاڑ	V;SG	V;ACT
gagal	برپا	gagal	برپا	V;SG	V;V.PTCP;ACT
gagal	بگاڑ	gagal	بگاڑ	V;SG	V;ACT
perbedaan	خطاب	perbedaan	خطاب	N;SG	N;NOM;MASC;SG;3
perbedaan	عظمت	perbedaan	عظمت	N;SG	N;NOM;FEM;SG;3
perbedaan	برتری	perbedaan	برتری	N;SG	N;NOM;MASC;SG;3
perbedaan	نام	perbedaan	نام	N;SG	N;NOM;MASC;SG;3
perbedaan	خطاب	perbedaan	خطاب	N;SG	N;NOM;MASC;SG;3
perbedaan	عظمت	perbedaan	عظمت	N;SG	N;NOM;FEM;SG;3
perbedaan	برتری	perbedaan	برتری	N;SG	N;NOM;MASC;SG;3
perbedaan	نام	perbedaan	نام	N;SG	N;NOM;MASC;SG;3
perbedaan	فرق	perbedaan	فرق	N;SG	N;ACC;MASC;SG;3
perbedaan	جھگڑا	perbedaan	جھگڑا	N;SG	N;NOM;MASC;SG;3
perbedaan	تنازع	perbedaan	تنازع	N;SG	N;NOM;MASC;SG;3
perbedaan	تکرار	perbedaan	تکرار	N;SG	N;NOM;MASC;SG;3
perbedaan	اختلاف	perbedaan	اختلاف	N;SG	N;NOM;MASC;SG;3
perbedaan	فصل	perbedaan	فصل	N;SG	N;NOM;MASC;SG;3
perbedaan	جھگڑا	perbedaan	جھگڑا	N;SG	N;NOM;MASC;SG;3
perbedaan	تنازع	perbedaan	تنازع	N;SG	N;NOM;MASC;SG;3
perbedaan	تکرار	perbedaan	تکرار	N;SG	N;NOM;MASC;SG;3
perbedaan	اختلاف	perbedaan	اختلاف	N;SG	N;NOM;MASC;SG;3
perbedaan	فصل	perbedaan	فصل	N;SG	N;NOM;MASC;SG;3
perbedaan	فرق	perbedaan	فرق	N;SG	N;ACC;MASC;SG;3
perbedaan	فرق	perbedaan	فرق	N;SG	N;ACC;MASC;SG;3
perbedaan	اختلاف	perbedaan	اختلاف	N;SG	N;NOM;MASC;SG;3
pembuat	کائنات	penbuat	کائنات	N;SG	N;NOM;MASC;SG;3
pembuat	موجد	penbuat	موجد	N;SG	N;NOM;MASC;SG;3
pembuat	خالق	penbuat	خالق	N;SG	N;NOM;MASC;SG;3
tepat	صاف	tepat	صاف	ADJ;SG	ADJ
tumbuh	بڑھنا	tumbuh	بڑھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
teluk	گھاٹی	teluk	گھاٹی	N;SG	N;NOM;FEM;SG;3
teluk	خانہ	teluk	خانہ	N;SG	N;NOM;MASC;SG;3
teluk	ضلع	teluk	ضلع	N;SG	N;NOM;MASC;SG;3
teluk	خانہ	teluk	خانہ	N;SG	N;NOM;MASC;SG;3
teluk	ضلع	teluk	ضلع	N;SG	N;NOM;MASC;SG;3
jasa	بجلی	jasa	بجلی	N;SG	N;NOM;FEM;SG;3
jasa	دعا	jasa	دعا	N;SG	N;NOM;FEM;SG;3
jasa	گیس	jasa	گیس	N;SG	N;NOM;MASC;SG;3
jasa	خدمت	jasa	خدمت	N;SG	N;NOM;FEM;SG;3
dulu	مقدم	dulu	مقدم	N	N;NOM;MASC;SG;3
dulu	مرتبے	dulu	مرتبہ	N	N;NOM;MASC;SG;3
dulu	سبقت	dulu	سبقت	N	N;NOM;MASC;SG;3
dulu	ترجیحاً	dulu	ترجیحاً	N	N;SG;3
dulu	مقام	dulu	مقام	N	N;NOM;MASC;SG;3
bakar	داغ	bakar	داغ	N;SG;ACT	N;NOM;MASC;SG;3
pegunungan	تودہ	pegunungan	تودہ	N;SG	N;NOM;MASC;SG;3
pegunungan	پربت	pegunungan	پربت	N;SG	N;NOM;MASC;SG;3
pegunungan	تودہ	pegunungan	تودہ	N;SG	N;NOM;MASC;SG;3
pegunungan	پہاڑ	pegunungan	پہاڑ	N;SG	N;NOM;MASC;SG;3
kelahiran	پیدائش	kelahiran	پیدائش	N;SG	N;NOM;MASC;SG;3
kelahiran	ولادت	kelahiran	ولادت	N;SG	N;NOM;MASC;SG;3
bendera	پرچم	bendera	پرچم	N;SG	N;NOM;MASC;SG;3
pelayanan	بجلی	penlayanan	بجلی	N;SG	N;NOM;FEM;SG;3
pelayanan	دعا	penlayanan	دعا	N;SG	N;NOM;FEM;SG;3
pelayanan	گیس	penlayanan	گیس	N;SG	N;NOM;MASC;SG;3
pelayanan	خدمت	penlayanan	خدمت	N;SG	N;NOM;FEM;SG;3
aplikasi	توجہ	aplikasi	توجہ	N;SG	N;NOM;MASC;SG;3
aplikasi	محنت	aplikasi	محنت	N;SG	N;NOM;FEM;SG;3
aplikasi	توجہ	aplikasi	توجہ	N;SG	N;NOM;MASC;SG;3
aplikasi	درخواست	aplikasi	درخواست	N;SG	N;NOM;FEM;SG;3
aplikasi	محنت	aplikasi	محنت	N;SG	N;NOM;FEM;SG;3
tersedia	موجود	tersedia	موجود	ADJ;SG	ADJ
kemenangan	جیت	kemenangan	جیت	N;SG	N;NOM;MASC;SG;3
kemenangan	جیت	kemenangan	جیت	N;SG	N;NOM;MASC;SG;3
kemenangan	جیت	kemenangan	جیت	N;SG	N;NOM;MASC;SG;3
artinya	عمل	arti	عمل	N;SG	N;NOM;MASC;SG;3
artinya	معنویت	arti	معنویت	N;SG	N;NOM;MASC;SG;3
artinya	مفہوم	arti	مفہوم	N;SG	N;NOM;MASC;SG;3
artinya	معنی	arti	معنی	N;SG	N;NOM;MASC;SG;3
artinya	مطلب	arti	مطلب	N;SG	N;NOM;MASC;SG;3
artinya	عمل	arti	عمل	N;SG	N;NOM;MASC;SG;3
artinya	معنویت	arti	معنویت	N;SG	N;NOM;MASC;SG;3
artinya	مفہوم	arti	مفہوم	N;SG	N;NOM;MASC;SG;3
artinya	ذریعہ	arti	ذریعہ	N;SG	N;NOM;MASC;SG;3
satelit	ماتحت	satelit	ماتحت	N;SG	N;NOM;MASC;SG;3
satelit	تابع	satelit	تابع	N;SG	N;NOM;MASC;SG;3
sukses	کامیاب	sukses	کامیاب	ADJ;SG	ADJ
massa	ہجوم	massa	ہجوم	N	N;NOM;MASC;SG;3
massa	مجموعہ	massa	مجموعہ	N	N;NOM;MASC;SG;3
massa	تودہ	massa	تودہ	N	N;NOM;MASC;SG;3
petani	کسان	petani	کسان	N;SG	N;NOM;MASC;SG;3
petani	کاشتکار	petani	کاشتکار	N;SG	N;NOM;MASC;SG;3
petani	کاشتکار	petani	کاشتکار	N;SG	N;NOM;MASC;SG;3
membunuh	بجھانا	menbunuh	بجھا	V;SG;ACT	V;MASC;SG;NFIN;ACT
membunuh	تھکاؤ	menbunuh	تھکاؤ	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
nominasi	تسمیہ	nominasi	تسمیہ	N;SG	N;NOM;MASC;SG;3
desain	مشین	desain	مشین	N;SG	N;NOM;MASC;SG;3
desain	ترکیب	desain	ترکیب	N;SG	N;NOM;FEM;SG;3
desain	تصویر	desain	تصویر	N;SG	N;NOM;MASC;SG;3
desain	منصوبہ	desain	منصوبہ	N;SG	N;NOM;MASC;SG;3
desain	مشین	desain	مشین	N;SG	N;NOM;MASC;SG;3
desain	ترکیب	desain	ترکیب	N;SG	N;NOM;FEM;SG;3
desain	تصویر	desain	تصویر	N;SG	N;NOM;MASC;SG;3
desain	مقصد	desain	مقصد	N;SG	N;NOM;MASC;SG;3
terima	عہدے	terrima	عہدہ	N;SG;ACT	N;NOM;MASC;SG;3
terima	عہدے	terrima	عہدہ	N;SG;ACT	N;NOM;MASC;SG;3
puncak	چھت	puncak	چھت	N;SG	N;NOM;MASC;SG;3
puncak	قیمت	puncak	قیمت	N;SG	N;NOM;FEM;SG;3
puncak	شرح	puncak	شرح	N;SG	N;NOM;FEM;SG;3
puncak	خوبی	puncak	خوبی	N;SG	N;NOM;MASC;SG;3
puncak	قسم	puncak	قسم	N;SG	N;NOM;MASC;SG;3
system	تنظیم	system	تنظیم	N	N;NOM;FEM;SG;3
system	ترتیب	system	ترتیب	N	N;NOM;FEM;SG;3
pembagian	جنس	penbagian	جنس	N;SG	N;NOM;MASC;SG;3
pembagian	اختلاف	penbagian	اختلاف	N;SG	N;NOM;MASC;SG;3
tindakan	جنگ	tindakan	جنگ	N;SG	N;NOM;FEM;SG;3
tindakan	کارنامہ	tindakan	کارنامہ	N;SG	N;NOM;MASC;SG;3
tindakan	مقدمہ	tindakan	مقدمہ	N;SG	N;NOM;MASC;SG;3
tindakan	کہانی	tindakan	کہانی	N;SG	N;NOM;FEM;SG;3
tindakan	لڑائی	tindakan	لڑائی	N;SG	N;NOM;FEM;SG;3
tindakan	طریقہ	tindakan	طریقہ	N;SG	N;NOM;MASC;SG;3
tindakan	جنگ	tindakan	جنگ	N;SG	N;NOM;FEM;SG;3
tindakan	کارنامہ	tindakan	کارنامہ	N;SG	N;NOM;MASC;SG;3
tindakan	مقدمہ	tindakan	مقدمہ	N;SG	N;NOM;MASC;SG;3
tindakan	کارروائی	tindakan	کارروائی	N;SG	N;NOM;FEM;SG;3
tindakan	کہانی	tindakan	کہانی	N;SG	N;NOM;FEM;SG;3
tindakan	عمل	tindakan	عمل	N;SG	N;NOM;MASC;SG;3
tindakan	لڑائی	tindakan	لڑائی	N;SG	N;NOM;FEM;SG;3
tindakan	طریقہ	tindakan	طریقہ	N;SG	N;NOM;MASC;SG;3
sekretaris	معتمد	sekretaris	معتمد	N;SG	N;NOM;MASC;SG;3
biru	فحش	biru	فحش	N;SG	N;NOM;MASC;SG;3
gadis	لڑکی	gadis	لڑکی	N;SG	N;NOM;FEM;SG;3
entertainment	مدارات	entertainment	مدار	N	N;NOM;MASC;SG;3
entertainment	دلچسپی	entertainment	دلچسپی	N	N;NOM;MASC;SG;3
entertainment	خاطرداری	entertainment	خاطرداری	N	N;NOM;MASC;SG;3
entertainment	مدارات	entertainment	مدار	N	N;NOM;MASC;SG;3
entertainment	تفریح	entertainment	تفریح	N	N;NOM;MASC;SG;3
entertainment	دلچسپی	entertainment	دلچسپی	N	N;NOM;MASC;SG;3
entertainment	خاطرداری	entertainment	خاطرداری	N	N;NOM;MASC;SG;3
penampilan	ظہور	pentampilan	ظہور	N;SG	N;NOM;MASC;SG;3
efek	فلم	efek	فلم	N;SG	N;NOM;FEM;SG;3
calon	امیدوار	calon	امیدوار	N;SG	N;NOM;MASC;SG;3
upaya	کارروائی	upaya	کارروائی	N;SG	N;NOM;FEM;SG;3
upaya	کارروائی	upaya	کارروائی	N;SG	N;NOM;FEM;SG;3
upaya	سعی	upaya	سعی	N;SG	N;NOM;MASC;SG;3
upaya	کوشش	upaya	کوشش	N;SG	N;NOM;FEM;SG;3
upaya	کارنامہ	upaya	کارنامہ	N;SG	N;NOM;MASC;SG;3
upaya	کارنامہ	upaya	کارنامہ	N;SG	N;NOM;MASC;SG;3
upaya	کوشش	upaya	کوشش	N;SG	N;NOM;FEM;SG;3
pembuatan	ایجاد	penbuatan	ایجاد	N;SG	N;NOM;MASC;SG;3
pembuatan	ایجاد	penbuatan	ایجاد	N;SG	N;NOM;MASC;SG;3
pembuatan	تخلیق	penbuatan	تخلیق	N;SG	N;NOM;MASC;SG;3
kebutuhan	بحران	kebutuhan	بحران	N;SG	N;NOM;MASC;SG;3
kebutuhan	بحران	kebutuhan	بحران	N;SG	N;NOM;MASC;SG;3
kebutuhan	ضرورت	kebutuhan	ضرورت	N;SG	N;NOM;MASC;SG;3
kebutuhan	حاجت	kebutuhan	حاجت	N;SG	N;NOM;FEM;SG;3
kebutuhan	احتیاج	kebutuhan	احتیاج	N;SG	N;NOM;MASC;SG;3
kebutuhan	جبر	kebutuhan	جبر	N;SG	N;NOM;MASC;SG;3
kebutuhan	مقدر	kebutuhan	مقدر	N;SG	N;NOM;MASC;SG;3
kebutuhan	تقدیر	kebutuhan	تقدیر	N;SG	N;NOM;FEM;SG;3
biaya	معاوضہ	biaya	معاوضہ	N;SG	N;NOM;MASC;SG;3
biaya	محصول	biaya	محصول	N;SG	N;NOM;MASC;SG;3
biaya	قیمت	biaya	قیمت	N;SG	N;NOM;FEM;SG;3
biaya	بار	biaya	بار	N;SG	N;NOM;MASC;SG;3
biaya	فرض	biaya	فرض	N;SG	N;NOM;MASC;SG;3
biaya	حکم	biaya	حکم	N;SG	N;NOM;MASC;SG;3
biaya	ہدایت	biaya	ہدایت	N;SG	N;NOM;FEM;SG;3
biaya	قیمت	biaya	قیمت	N;SG	N;NOM;FEM;SG;3
biaya	نقصان	biaya	نقصان	N;SG	N;NOM;MASC;SG;3
biaya	قربانی	biaya	قربانی	N;SG	N;NOM;MASC;SG;3
biaya	قیمت	biaya	قیمت	N;SG	N;NOM;FEM;SG;3
biaya	نقصان	biaya	نقصان	N;SG	N;NOM;MASC;SG;3
biaya	قربانی	biaya	قربانی	N;SG	N;NOM;MASC;SG;3
artis	موسیقار	artis	موسیقار	N;SG	N;NOM;MASC;SG;3
game	تفریح	game	تفریح	N;SG	N;NOM;MASC;SG;3
game	تدبیر	game	تدبیر	N;SG	N;NOM;MASC;SG;3
game	توانا	game	توانا	N;SG	N;NOM;MASC;SG;3
game	کھیل	game	کھیل	N;SG	N;NOM;MASC;SG;3
game	ہدف	game	ہدف	N;SG	N;NOM;MASC;SG;3
game	اپاہج	game	اپاہج	N;SG	N;NOM;MASC;SG;3
game	تفریح	game	تفریح	N;SG	N;NOM;MASC;SG;3
game	تدبیر	game	تدبیر	N;SG	N;NOM;MASC;SG;3
game	توانا	game	توانا	N;SG	N;NOM;MASC;SG;3
game	کھیل	game	کھیل	N;SG	N;NOM;MASC;SG;3
game	ہدف	game	ہدف	N;SG	N;NOM;MASC;SG;3
game	اپاہج	game	اپاہج	N;SG	N;NOM;MASC;SG;3
game	بازی	game	بازی	N;SG	N;NOM;MASC;SG;3
administrasi	انتظام	administrasi	انتظام	N;SG	N;NOM;MASC;SG;3
administrasi	حکومت	administrasi	حکومت	N;SG	N;NOM;FEM;SG;3
administrasi	انتظام	administrasi	انتظام	N;SG	N;NOM;MASC;SG;3
administrasi	بندوبست	administrasi	بندوبست	N;SG	N;NOM;MASC;SG;3
administrasi	حکومت	administrasi	حکومت	N;SG	N;NOM;FEM;SG;3
indah	عمدہ	indah	عمدہ	ADJ;SG	ADJ
indah	اعلیٰ	indah	اعلیٰ	ADJ;SG	ADJ
indah	خوبصورت	indah	خوبصورت	ADJ;SG	ADJ
dibawah	زیر	dibawah	زیر	ADP;SG;PASS	ADP;NOM;MASC;SG
perwakilan	شبیہہ	perwakilan	شبیہہ	N;SG	N;NOM;MASC;SG;3
perwakilan	نمائندگی	perwakilan	نمائندگی	N;SG	N;NOM;MASC;SG;3
lengkap	پورا	lengkap	پورا	ADJ;SG	ADJ;NOM;MASC;SG
lengkap	ماہر	lengkap	ماہر	ADJ;SG	ADJ
lengkap	پورا	lengkap	پورا	ADJ;SG	ADJ;NOM;MASC;SG
lengkap	ماہر	lengkap	ماہر	ADJ;SG	ADJ
lengkap	تمام	lengkap	تمام	ADJ;SG	ADJ
meski	اگرچہ	meski	اگرچہ	CONJ	CONJ
sarana	ذریعہ	sarana	ذریعہ	N;SG	N;NOM;MASC;SG;3
volume	وسعت	volume	وسعت	N;SG	N;NOM;MASC;SG;3
