冥王	pluton	冥王	pluton	N	N;NOM;MASC;SG
慶典	slavlje	慶典	slavlje	N	N;NOM;NEUT;SG
色素	pigmenta	色素	pigment	N	N;GEN;MASC;SG
膝	koljeno	膝	koljeno	N	N;NOM;NEUT;SG
膝	koljena	膝	koljena	N	N;ACC;MASC;SG
湖畔	lakeside	湖畔	lakesida	N	N;NOM;MASC;SG
省長	prefekt	省長	prefekt	N	N;NOM;MASC;SG
省長	guverneru	省長	guverner	N	N;DAT;MASC;SG
省長	guverner	省長	guverner	N	N;NOM;MASC;SG
激情	strast	激情	strast	N	N;NOM;FEM;SG
激情	strasti	激情	strast	N	N;NOM;FEM;PL
擦音	frikativ	擦音	frikativ	N	N;NOM;MASC;SG
門票	ulaznice	門票	ulaznica	N	N;NOM;FEM;PL
門票	karte	門票	karta	N	N;NOM;FEM;PL
門票	ulaznica	門票	ulaznica	N	N;NOM;FEM;SG
門票	karta	門票	karta	N	N;NOM;FEM;SG
門票	kartu	門票	karta	N	N;ACC;FEM;SG
毒素	otrovi	毒素	otroviti	N	N;NOM;MASC;PL
毒素	toksina	毒素	toksin	N	N;GEN;MASC;SG
毒素	otrove	毒素	otroviti	N	N;ACC;MASC;PL
轎車	sedan	轎車	sedan	N	N;NOM;MASC;SG
轎車	limuzina	轎車	limuzina	N	N;NOM;FEM;SG
轎車	limuzinu	轎車	limuzina	N	N;ACC;FEM;SG
轎車	limuzina	轎車	limuzina	N	N;NOM;FEM;SG
轎車	limuzinu	轎車	limuzina	N	N;ACC;FEM;SG
經濟	ekonomist	經濟	ekonomist	N	N;NOM;MASC;SG
經濟	ekonomisti	經濟	ekonomist	N	N;NOM;MASC;PL
性	seksualnost	性	seksualnost	N	N;NOM;FEM;SG
性	seksualnosti	性	seksualnost	N	N;NOM;FEM;PL
性	seks	性	seks	N	N;NOM;MASC;SG
性	seksa	性	seks	N	N;GEN;MASC;SG
性	sex	性	sex	N	N;NOM;MASC;SG
地下	podrum	地下	podrum	N	N;NOM;MASC;SG
佛法	dharma	佛法	dharma	N	N;NOM;FEM;SG
詳情	detalj	詳情	detalj	N	N;NOM;MASC;SG
詳情	detalji	詳情	detalj	N	N;NOM;MASC;PL
詳情	pojedinosti	詳情	pojedinost	N	N;NOM;FEM;PL
生殖	razmnožavanje	生殖	razmnožavanje	N	N;NOM;NEUT;SG
生殖	reprodukcija	生殖	reprodukcija	N	N;NOM;FEM;SG
十	deset	十	deset	NUM	NUM
冰球	hokej	冰球	hokej	N	N;NOM;MASC;SG
冰球	hokeju	冰球	hokej	N	N;DAT;MASC;SG
酸性	kiseline	酸性	kiselina	N	N;NOM;FEM;PL
酸性	kiselina	酸性	kiselina	N	N;NOM;FEM;SG
酸性	kiselost	酸性	kiselost	N	N;NOM;FEM;SG
展望	vizija	展望	vizija	N	N;NOM;FEM;SG
展望	viziju	展望	vizija	N	N;ACC;FEM;SG
展望	vid	展望	vid	N	N;NOM;MASC;SG
週年	obljetnica	週年	obljetnica	N	N;NOM;FEM;SG
週年	godišnjica	週年	godišnjica	N	N;NOM;FEM;SG
世系	spuštanje	世系	spuštanje	N	N;NOM;NEUT;SG
猴子	majmune	猴子	majmun	N	N;ACC;MASC;PL
猴子	majmun	猴子	majmun	N	N;NOM;MASC;SG
揭示	otkriva	揭示	otkrivati	V	V;IND;SG;3;PRS;FIN
揭示	otkriva	揭示	otkrivati	V	V;IND;SG;3;PRS;FIN
前景	izgledi	前景	izgled	N	N;NOM;MASC;PL
妄想	obmana	妄想	obmana	N	N;NOM;FEM;SG
妄想	zabluda	妄想	zabluda	N	N;NOM;FEM;SG
妄想	paranoja	妄想	paranoja	N	N;NOM;FEM;SG
成年	odraslo	成年	odrasti	V	V;NEUT;SG;PST;V.PTCP;ACT
大炮	top	大炮	top	N	N;NOM;MASC;SG
大炮	artiljerija	大炮	artiljerija	N	N;NOM;FEM;SG
大炮	topništvo	大炮	topništvo	N	N;NOM;NEUT;SG
明智	mudri	明智	mudar	N	N;NOM;MASC;PL
抽籤	nacrtati	抽籤	nacrtati	V	V;NFIN
椅	stolice	椅	stolica	N	N;NOM;FEM;PL
椅	stolica	椅	stolica	N	N;NOM;FEM;SG
椅	stolac	椅	stolac	N	N;NOM;MASC;SG
椅	stolicu	椅	stolica	N	N;ACC;FEM;SG
聖人	sveci	聖人	svetac	N	N;NOM;MASC;PL
聖人	svetac	聖人	svetac	N	N;NOM;MASC;SG
捕獲	uhvatiti	捕獲	uhvatiti	V	V;NFIN
捕獲	hvata	捕獲	hvat	V	V;IND;SG;3;PRS;FIN
聽眾	slušatelj	聽眾	slušatelj	N	N;NOM;MASC;SG
聽眾	slušatelji	聽眾	slušatelj	N	N;NOM;MASC;PL
蒜	češnjak	蒜	češnjak	N	N;NOM;MASC;SG
居所	boravište	居所	boravište	N	N;NOM;NEUT;SG
居所	rezidencija	居所	rezidencija	N	N;NOM;FEM;SG
居所	prebivalište	居所	prebivalište	N	N;NOM;NEUT;SG
優點	prednosti	優點	prednost	N	N;NOM;FEM;PL
優點	prednost	優點	prednost	N	N;NOM;FEM;SG
思維	razmišljanje	思維	razmišljanje	N	N;NOM;NEUT;SG
計程	taxi	計程	tax	N	N;NOM;MASC;SG
計程	taksi	計程	taksi	N	N;NOM;MASC;SG
砷	arsen	砷	arsen	N	N;NOM;MASC;SG
天花	boginje	天花	boginja	N	N;NOM;FEM;PL
天花	kozice	天花	kozica	N	N;NOM;FEM;PL
昂貴	skup	昂貴	skup	N	N;NOM;MASC;SG
小丑	joker	小丑	joker	N	N;NOM;MASC;SG
小丑	klauna	小丑	klauna	N	N;ACC;MASC;SG
小丑	klaun	小丑	klaun	N	N;NOM;MASC;SG
關島	guam	關島	guam	N	N;NOM;MASC;SG
紛爭	razdor	紛爭	razdor	N	N;NOM;MASC;SG
語氣	tone	語氣	tona	N	N;NOM;FEM;SG
語氣	ton	語氣	ton	N	N;NOM;MASC;SG
隔離	izolacija	隔離	izolacija	N	N;NOM;FEM;SG
隔離	izolacije	隔離	izolacija	N	N;NOM;FEM;PL
隔離	karantena	隔離	karantena	N	N;NOM;FEM;SG
隔離	segregacija	隔離	segregacija	N	N;NOM;FEM;SG
中	razmeđi	中	razmeđ	N	N;INS;FEM;SG
摔	hrvanje	摔	hrvanje	N	N;NOM;NEUT;SG
高爾夫	golfa	高爾夫	golf	N	N;GEN;MASC;SG
高爾夫	golf	高爾夫	golf	N	N;NOM;MASC;SG
證書	potvrde	證書	potvrditi	N	N;NOM;FEM;PL
證書	certifikat	證書	certifikat	N	N;NOM;MASC;SG
證書	potvrde	證書	potvrditi	N	N;NOM;FEM;PL
證書	potvrda	證書	potvrda	N	N;NOM;FEM;SG
惡作	podvala	惡作	podvati	N	N;NOM;FEM;SG
日產	nissan	日產	nissan	N	N;NOM;MASC;SG
拳擊	boks	拳擊	boks	N	N;NOM;MASC;SG
青蛙	žabe	青蛙	žaba	N	N;NOM;FEM;PL
青蛙	žaba	青蛙	žaba	N	N;NOM;FEM;SG
青蛙	žabac	青蛙	žabac	N	N;NOM;MASC;SG
面板	ploča	面板	ploča	N	N;NOM;FEM;SG
面板	panel	面板	panel	N	N;NOM;MASC;SG
高	efikasan	高	efikasan	ADJ	ADJ;NOM;INDF;MASC;SG
拖延	odgoditi	拖延	odgoditi	V	V;NFIN
骨灰	pepeo	骨灰	pepeo	N	N;NOM;MASC;SG
商家	trgovac	商家	trgovac	N	N;NOM;MASC;SG
商家	trgovci	商家	trgovac	N	N;NOM;MASC;PL
執照	dozvole	執照	dozvola	N	N;NOM;FEM;PL
執照	licence	執照	licenca	N	N;NOM;FEM;PL
執照	dozvola	執照	dozvola	N	N;NOM;FEM;SG
執照	dozvolu	執照	dozvola	N	N;ACC;FEM;SG
執照	dozvola	執照	dozvola	N	N;NOM;FEM;SG
執照	dozvolu	執照	dozvola	N	N;ACC;FEM;SG
煩惱	nevolje	煩惱	nevolja	N	N;NOM;FEM;PL
粉紅	roze	粉紅	roziti	N	N;NOM;FEM;PL
粉紅	roza	粉紅	roza	N	N;NOM;FEM;SG
軍營	baraka	軍營	barak	N	N;NOM;FEM;SG
軍營	barake	軍營	baraka	N	N;NOM;FEM;PL
先例	presedana	先例	presedan	N	N;ACC;MASC;SG
先例	presedan	先例	presedan	N	N;NOM;MASC;SG
頸部	vrat	頸部	vrat	N	N;NOM;MASC;SG
脆	krhka	脆	krhka	N	N;NOM;FEM;SG
定制	prilagodi	定制	prilagod	V	V;IND;SG;3;PRS;FIN
火花	sparks	火花	sparks	N	N;NOM;MASC;SG
火花	iskre	火花	iskra	N	N;NOM;FEM;PL
火花	iskre	火花	iskra	N	N;NOM;FEM;PL
火花	iskra	火花	iskr	N	N;NOM;FEM;SG
火花	iskru	火花	iskr	N	N;ACC;FEM;SG
脈	impulse	脈	impuls	N	N;ACC;MASC;PL
脈	puls	脈	puls	N	N;NOM;MASC;SG
電器	aparati	電器	aparat	N	N;NOM;MASC;PL
客房	sobe	客房	soba	N	N;NOM;FEM;PL
客房	prostorije	客房	prostorija	N	N;NOM;FEM;PL
伸展	rastezanje	伸展	rastezanje	N	N;NOM;NEUT;SG
眼淚	suzu	眼淚	suz	N	N;ACC;FEM;SG
眼淚	suza	眼淚	suz	N	N;NOM;FEM;SG
眼淚	suze	眼淚	suza	N	N;NOM;FEM;PL
眼淚	suzama	眼淚	suzam	N	N;INS;FEM;PL
眼淚	suza	眼淚	suz	N	N;NOM;FEM;SG
特赦	amnestiju	特赦	amnestija	N	N;ACC;FEM;SG
電影	teatar	電影	teatar	N	N;NOM;MASC;SG
電影	kazalište	電影	kazalište	N	N;NOM;NEUT;SG
電影	kino	電影	kino	N	N;NOM;MASC;SG
休假	ostavi	休假	ostaviti	V	V;IND;SG;3;PRS;FIN
休假	napusti	休假	napustiti	V	V;IND;SG;3;PRS;FIN
口音	akcent	口音	akcent	N	N;NOM;MASC;SG
口音	naglasak	口音	naglasak	N	N;NOM;MASC;SG
肢	ud	肢	ud	N	N;NOM;MASC;SG
肢	udovi	肢	ud	N	N;NOM;MASC;PL
肢	udove	肢	ud	N	N;ACC;MASC;PL
王座	prijestolje	王座	prijestolje	N	N;NOM;NEUT;SG
王座	tron	王座	tron	N	N;NOM;MASC;SG
容忍	tolerirati	容忍	tolerirati	V	V;NFIN
核糖	riboza	核糖	riboz	N	N;NOM;MASC;SG
糖果	slatkiši	糖果	slatkiš	N	N;NOM;MASC;PL
糖果	slatkiš	糖果	slatkiš	N	N;NOM;MASC;SG
糖果	slatkiše	糖果	slatkoša	N	N;ACC;MASC;PL
糖果	slatkiši	糖果	slatkiš	N	N;NOM;MASC;PL
山寨	kolibi	山寨	kolibiti	N	N;DAT;FEM;SG
山寨	koliba	山寨	kolib	N	N;NOM;FEM;SG
山寨	kućica	山寨	kućica	N	N;NOM;FEM;SG
擾動	poremećaj	擾動	poremećaj	N	N;NOM;MASC;SG
範例	paradigma	範例	paradigm	N	N;NOM;FEM;SG
範例	primjeri	範例	primjer	N	N;NOM;MASC;PL
範例	primjera	範例	primjer	N	N;GEN;MASC;PL
範例	primjere	範例	primjer	N	N;ACC;MASC;PL
範例	primjer	範例	primjer	N	N;NOM;MASC;SG
切換	prebaci	切換	prebac	V	V;IND;SG;3;PRS;FIN
瘟疫	kuge	瘟疫	kuga	N	N;NOM;FEM;PL
瘟疫	kuga	瘟疫	kuga	N	N;NOM;FEM;SG
公關	publicist	公關	publicist	N	N;NOM;MASC;SG
捍衛	braniti	捍衛	braniti	V	V;NFIN
捍衛	brani	捍衛	braniti	V	V;IND;SG;3;PRS;FIN
捍衛	branim	捍衛	bran	V	V;IND;SG;1;PRS;FIN
括號	zagradama	括號	zagrada	N	N;INS;FEM;PL
震驚	šok	震驚	šok	N	N;NOM;MASC;SG
貨櫃	kontejner	貨櫃	kontejner	N	N;NOM;MASC;SG
貨櫃	spremnik	貨櫃	spremnik	N	N;NOM;MASC;SG
貨櫃	spremnici	貨櫃	spremnik	N	N;NOM;MASC;PL
貨櫃	kontejnera	貨櫃	kontejner	N	N;ACC;MASC;SG
貨櫃	kontejnere	貨櫃	kontejner	N	N;ACC;MASC;PL
協作	suradnja	協作	suradnja	N	N;NOM;FEM;SG
協作	suradnji	協作	suradnja	N	N;DAT;FEM;SG
郵件	mail	郵件	mail	N	N;NOM;MASC;SG
郵件	pošta	郵件	pošta	N	N;NOM;FEM;SG
無視	ignorirati	無視	ignorirati	V	V;NFIN
無視	zanemari	無視	zanemar	V	V;IMP;SG;2;PRS;FIN
無視	zanemari	無視	zanemar	V	V;IMP;SG;2;PRS;FIN
無視	zanemarite	無視	zanemariti	V	V;IMP;PL;2;FIN
材質	materijal	材質	materijal	N	N;NOM;MASC;SG
虧損	gubitak	虧損	gubitak	N	N;NOM;MASC;SG
虧損	gubitka	虧損	gubitak	N	N;ACC;MASC;SG
虧損	gubitke	虧損	gubitak	N	N;ACC;MASC;PL
虧損	gubitaka	虧損	gubitak	N	N;GEN;MASC;PL
虧損	gubici	虧損	gubica	N	N;NOM;MASC;PL
虧損	manjka	虧損	manjak	N	N;GEN;MASC;SG
虧損	manjak	虧損	manjak	N	N;NOM;MASC;SG
虧損	deficit	虧損	deficit	N	N;NOM;MASC;SG
口袋	džepu	口袋	džep	N	N;DAT;MASC;SG
口袋	džep	口袋	džep	N	N;NOM;MASC;SG
口袋	džepovi	口袋	džep	N	N;NOM;MASC;PL
口袋	džepove	口袋	džep	N	N;ACC;MASC;PL
蜜蜂	pčele	蜜蜂	pčeti	N	N;NOM;FEM;PL
蜜蜂	pčela	蜜蜂	pčela	N	N;NOM;FEM;SG
瑜伽	joga	瑜伽	joga	N	N;NOM;FEM;SG
瑜伽	jogu	瑜伽	jog	N	N;ACC;FEM;SG
瑜伽	joge	瑜伽	joge	N	N;NOM;MASC;SG
硫磺	sumpora	硫磺	sumpor	N	N;GEN;MASC;SG
硫磺	sumpor	硫磺	sumpor	N	N;NOM;MASC;SG
硫磺	sumpora	硫磺	sumpor	N	N;GEN;MASC;SG
硫磺	sumpor	硫磺	sumpor	N	N;NOM;MASC;SG
療	terapija	療	terapija	N	N;NOM;FEM;SG
療	terapije	療	terapija	N	N;NOM;FEM;PL
狐狸	lisac	狐狸	lisac	N	N;NOM;MASC;SG
狐狸	lisica	狐狸	lisica	N	N;NOM;FEM;SG
石灰	vapnenac	石灰	vapnenac	N	N;NOM;MASC;SG
閏	skok	閏	skok	N	N;NOM;MASC;SG
站立	stojimo	站立	stajati	V	V;IND;PL;1;PRS;FIN
站立	stoji	站立	stajati	V	V;IND;SG;3;PRS;FIN
站立	stojim	站立	stajati	V	V;IND;SG;1;PRS;FIN
鼓吹	zagovara	鼓吹	zagovarati	V	V;IND;SG;3;PRS;FIN
鼓吹	propovijedati	鼓吹	propovijedati	V	V;NFIN
風車	vjetrenjača	風車	vjetrenjač	N	N;NOM;MASC;SG
風車	vjetrenjače	風車	vjetrenjač	N	N;ACC;MASC;PL
同化	asimilirati	同化	asimilirati	V	V;NFIN
同化	asimilirali	同化	asimilirati	V	V;MASC;PL;PST;V.PTCP;ACT
鍋	lonac	鍋	lonac	N	N;NOM;MASC;SG
鍋	pot	鍋	pot	N	N;NOM;MASC;SG
鍋	posude	鍋	posuda	N	N;NOM;FEM;PL
鍋	lonce	鍋	lonce	N	N;ACC;MASC;PL
鍋	wok	鍋	wok	N	N;NOM;MASC;SG
職責	dužnost	職責	dužnost	N	N;NOM;FEM;SG
職責	dužnosti	職責	dužnost	N	N;NOM;FEM;PL
職責	obaveze	職責	obaveza	N	N;NOM;FEM;PL
孵化	izlegla	孵化	izleći	V	V;FEM;SG;PST;V.PTCP;ACT
文藝	renesanse	文藝	renesanse	N	N;NOM;FEM;PL
忠誠	odana	忠誠	odan	N	N;NOM;FEM;SG
忠誠	odanost	忠誠	odanost	N	N;NOM;FEM;SG
忠誠	lojalnost	忠誠	lojalnost	N	N;NOM;FEM;SG
忠誠	vjernost	忠誠	vjernost	N	N;NOM;FEM;SG
祖國	domovina	祖國	domovina	N	N;NOM;FEM;SG
祖國	domovine	祖國	domovina	N	N;NOM;FEM;PL
祖國	domovinu	祖國	domovina	N	N;ACC;FEM;SG
祖國	domovina	祖國	domovina	N	N;NOM;FEM;SG
祖國	domovinu	祖國	domovina	N	N;ACC;FEM;SG
高祖	gaozu	高祖	gaoz	N	N;NOM;MASC;SG
老化	starenja	老化	starenje	N	N;NOM;NEUT;PL
老化	starenje	老化	starenje	N	N;NOM;NEUT;SG
老化	starenja	老化	starenje	N	N;NOM;NEUT;PL
老化	starenje	老化	starenje	N	N;NOM;NEUT;SG
經紀	broker	經紀	broker	N	N;NOM;MASC;SG
仇恨	mržnja	仇恨	mržnja	N	N;NOM;FEM;SG
仇恨	mržnja	仇恨	mržnja	N	N;NOM;FEM;SG
矮人	patuljka	矮人	patuljka	N	N;ACC;MASC;SG
矮人	patuljak	矮人	patuljak	N	N;NOM;MASC;SG
不	nepravilno	不	nepravilan	ADV;NEG	ADV
混沌	kaos	混沌	kaos	N	N;NOM;MASC;SG
鑰匙	tipka	鑰匙	tipkati	N	N;NOM;FEM;SG
鑰匙	ključ	鑰匙	ključ	N	N;NOM;MASC;SG
哀悼	tuguje	哀悼	tugovati	V	V;IND;SG;3;PRS;FIN
摩托	motocikl	摩托	motocikl	N	N;NOM;MASC;SG
摩托	motocikl	摩托	motocikl	N	N;NOM;MASC;SG
摩托	motor	摩托	motor	N	N;NOM;MASC;SG
摩托	motore	摩托	motor	N	N;ACC;MASC;PL
地雷	mine	地雷	mina	N	N;NOM;FEM;PL
地雷	rudnici	地雷	rudnik	N	N;NOM;MASC;PL
空手	karate	空手	karata	N	N;NOM;FEM;SG
乾燥	suha	乾燥	suh	ADJ	ADJ;NOM;DEF;FEM;SG
乾燥	suhi	乾燥	suhi	ADJ	ADJ;NOM;DEF;MASC;SG
點數	krediti	點數	kredit	N	N;NOM;MASC;PL
點數	kredite	點數	kredit	N	N;ACC;MASC;PL
點數	bodova	點數	bod	N	N;GEN;MASC;PL
點數	točke	點數	točka	N	N;NOM;FEM;PL
點數	bodovi	點數	bod	N	N;NOM;MASC;PL
警示	upozorenja	警示	upozorenje	N	N;NOM;NEUT;PL
警示	uzbuna	警示	uzbuna	N	N;NOM;FEM;SG
潛力	potencijal	潛力	potencijal	N	N;NOM;MASC;SG
班級	predavanja	班級	predavanje	N	N;NOM;NEUT;PL
班級	nastava	班級	nastava	N	N;NOM;FEM;SG
班級	razred	班級	razred	N	N;NOM;MASC;SG
班級	klase	班級	klasa	N	N;NOM;FEM;PL
班級	klasa	班級	klasa	N	N;NOM;FEM;SG
低溫	hipotermija	低溫	hipotermija	N	N;NOM;FEM;SG
送出	pošaljite	送出	posaljiti	V	V;IMP;PL;2;FIN
送出	šalji	送出	slati	V	V;IMP;SG;2;FIN
送出	pošalji	送出	poslati	V	V;IMP;SG;2;FIN
全景	panorama	全景	panora	N	N;NOM;FEM;PL
後宮	harem	後宮	harem	N	N;NOM;MASC;SG
工地	site	工地	site	N	N;NOM;MASC;SG
工地	sajt	工地	sajt	N	N;NOM;MASC;SG
腎	bubrege	腎	bubreg	N	N;ACC;MASC;PL
腎	bubrezi	腎	bubreg	N	N;NOM;MASC;PL
腎	bubrezi	腎	bubreg	N	N;NOM;MASC;PL
腎	bubreg	腎	bubreg	N	N;NOM;MASC;SG
腎	bubrega	腎	bubreg	N	N;GEN;MASC;SG
鈎	kuka	鈎	kuka	N	N;NOM;MASC;SG
鈎	kuku	鈎	kuka	N	N;ACC;FEM;SG
鈎	kuke	鈎	kuka	N	N;NOM;FEM;PL
觸發	pokrenuo	觸發	pokrenuti	V	V;MASC;SG;PST;V.PTCP;ACT
香水	mirisima	香水	miris	N	N;INS;MASC;PL
香水	mirisi	香水	miris	N	N;NOM;MASC;PL
香水	miris	香水	miris	N	N;NOM;MASC;SG
香水	parfem	香水	Parfem	N	N;NOM;MASC;SG
香水	parfema	香水	parfem	N	N;GEN;MASC;SG
美式	amerikanac	美式	amerikanac	N	N;NOM;MASC;SG
診	klinike	診	klinika	N	N;NOM;FEM;PL
診	klinika	診	klinika	N	N;NOM;FEM;SG
胚胎	embrij	胚胎	embrij	N	N;NOM;MASC;SG
胚胎	embrija	胚胎	embrija	N	N;GEN;MASC;SG
感知	percepcije	感知	percepcija	N	N;NOM;FEM;PL
感知	percepcija	感知	percepcija	N	N;NOM;FEM;SG
感知	percepcije	感知	percepcija	N	N;NOM;FEM;PL
鈣	kalcij	鈣	kalcij	N	N;NOM;MASC;SG
鈣	kalcija	鈣	kalcij	N	N;GEN;MASC;SG
民主	demokratizacije	民主	demokratizacija	N	N;NOM;FEM;PL
關節	joint	關節	joint	N	N;NOM;MASC;SG
關節	zglobove	關節	zglob	N	N;ACC;MASC;PL
關節	zglobovi	關節	zglob	N	N;NOM;MASC;PL
關節	spojevi	關節	spoj	N	N;NOM;MASC;PL
煤礦	ugljen	煤礦	ugljen	N	N;NOM;MASC;SG
煤礦	ugljena	煤礦	ugljen	N	N;NOM;MASC;SG
宣揚	propovijedati	宣揚	propovijedati	V	V;NFIN
學期	semestra	學期	semestar	N	N;GEN;MASC;SG
學期	semestar	學期	semestar	N	N;NOM;MASC;SG
學期	termin	學期	termin	N	N;NOM;MASC;SG
學期	pojam	學期	pojam	N	N;NOM;MASC;SG
學期	izraz	學期	izraz	N	N;NOM;MASC;SG
官司	tužba	官司	tužba	N	N;NOM;FEM;SG
官司	parnica	官司	parnica	N	N;NOM;FEM;SG
後勤	logistiku	後勤	logistik	N	N;ACC;FEM;SG
寄宿	ukrcavanje	寄宿	ukrcavanje	N	N;NOM;NEUT;SG
寄宿	ukrcaj	寄宿	ukrcaj	N	N;NOM;MASC;SG
鼻子	nosa	鼻子	nos	N	N;GEN;MASC;SG
鼻子	nos	鼻子	nos	N	N;NOM;MASC;SG
芝麻	sezam	芝麻	sezam	N	N;NOM;MASC;SG
瓷器	porculan	瓷器	porculan	N	N;NOM;MASC;SG
諜	špijun	諜	špijun	N	N;NOM;MASC;SG
訂單	naruči	訂單	naručiti	V	V;IND;SG;3;PRS;FIN
特權	privilegije	特權	privilegija	N	N;NOM;FEM;PL
特權	privilegija	特權	privilegija	N	N;NOM;FEM;SG
特權	povlastica	特權	povlastica	N	N;NOM;FEM;SG
特權	privilegije	特權	privilegija	N	N;NOM;FEM;PL
特權	povlastice	特權	povlastica	N	N;NOM;FEM;PL
特權	privilegija	特權	privilegija	N	N;NOM;FEM;SG
漁民	ribari	漁民	ribar	N	N;NOM;MASC;PL
漁民	ribara	漁民	ribar	N	N;ACC;MASC;SG
漁民	ribar	漁民	ribar	N	N;NOM;MASC;SG
漁民	ribara	漁民	ribar	N	N;ACC;MASC;SG
水解	hidrolizom	水解	hidroliza	N	N;INS;MASC;SG
痕跡	tragovi	痕跡	trag	N	N;NOM;MASC;PL
猩猩	gorile	猩猩	goriti	N	N;NOM;FEM;PL
猩猩	gorila	猩猩	goriti	N	N;NOM;NEUT;SG
猩猩	orangutan	猩猩	orangutan	N	N;NOM;MASC;SG
猩猩	majmune	猩猩	majmun	N	N;ACC;MASC;PL
猩猩	majmun	猩猩	majmun	N	N;NOM;MASC;SG
證人	svjedoci	證人	svjedok	N	N;NOM;MASC;PL
證人	svjedok	證人	svjedok	N	N;NOM;MASC;SG
本體	ontologija	本體	ontologija	N	N;NOM;FEM;SG
女巫	vještica	女巫	vještica	N	N;NOM;FEM;SG
擁抱	zagrljaj	擁抱	zagrljaj	N	N;NOM;MASC;SG
擁抱	zagrljaja	擁抱	zagrljaj	N	N;ANIM;ACC;MASC;SG
西邊	zapad	西邊	zapad	N	N;NOM;MASC;SG
滑行	klize	滑行	kliza	N	N;NOM;FEM;PL
紡織	tekstila	紡織	tekstil	N	N;GEN;MASC;SG
紡織	tekstila	紡織	tekstil	N	N;GEN;MASC;SG
潛水	roniti	潛水	roniti	V	V;NFIN
哭	plakala	哭	plakati	V	V;FEM;SG;PST;V.PTCP;ACT
哭	plače	哭	plača	V	V;IND;SG;3;PRS;FIN
賭博	kockanje	賭博	kockanje	N	N;NOM;NEUT;SG
賭博	kocka	賭博	kock	N	N;NOM;FEM;SG
賭博	kockanje	賭博	kockanje	N	N;NOM;NEUT;SG
成型	formiranje	成型	formiranje	N	N;NOM;NEUT;SG
成型	oblikovanje	成型	oblikovanje	N	N;NOM;NEUT;SG
腫瘤	tumor	腫瘤	tumor	N	N;NOM;MASC;SG
腫瘤	tumora	腫瘤	tumor	N	N;GEN;MASC;SG
腫瘤	tumor	腫瘤	tumor	N	N;NOM;MASC;SG
紀律	disciplinu	紀律	disciplina	N	N;ACC;FEM;SG
紀律	disciplini	紀律	disciplina	N	N;DAT;FEM;SG
紀律	disciplina	紀律	disciplina	N	N;NOM;FEM;SG
酷刑	mučenja	酷刑	mučenje	N	N;NOM;NEUT;PL
酷刑	mučenje	酷刑	mučenje	N	N;NOM;NEUT;SG
嚴謹	strogi	嚴謹	strog	ADJ	ADJ;NOM;DEF;MASC;SG
嚴謹	stroga	嚴謹	strog	ADJ	ADJ;NOM;DEF;FEM;SG
展品	izlošci	展品	izložak	N	N;NOM;MASC;PL
史詩	ep	史詩	ep	N	N;NOM;MASC;SG
刪去	obriši	刪去	obrisiti	V	V;IMP;SG;2;PRS;FIN
礦物	minerala	礦物	mineral	N	N;GEN;MASC;SG
礦物	minerala	礦物	mineral	N	N;GEN;MASC;SG
麻醉	anestetik	麻醉	anestetik	N	N;NOM;MASC;SG
麻醉	anestezija	麻醉	anestezija	N	N;NOM;FEM;SG
麻醉	anestetik	麻醉	anestetik	N	N;NOM;MASC;SG
麻醉	anestezija	麻醉	anestezija	N	N;NOM;FEM;SG
加深	produbiti	加深	produbiti	V	V;NFIN
加深	produbila	加深	produbiti	V	V;FEM;SG;PST;V.PTCP;ACT
加深	produbljuje	加深	produbljivati	V	V;IND;SG;3;PRS;FIN
攝政	regent	攝政	regent	N	N;NOM;MASC;SG
芳香	miris	芳香	miris	N	N;NOM;MASC;SG
芳香	aroma	芳香	aroma	N	N;NOM;FEM;SG
民謠	balada	民謠	balada	N	N;NOM;FEM;SG
民謠	folk	民謠	folk	N	N;NOM;MASC;SG
氣球	balona	氣球	balon	N	N;GEN;MASC;SG
氣球	balonu	氣球	balon	N	N;DAT;MASC;SG
氣球	balon	氣球	balon	N	N;NOM;MASC;SG
氣球	baloni	氣球	balona	N	N;NOM;MASC;PL
氣球	balone	氣球	balona	N	N;ACC;MASC;PL
籃板	skokova	籃板	skok	N	N;GEN;MASC;PL
倫理	etike	倫理	etika	N	N;NOM;FEM;PL
倫理	etika	倫理	etika	N	N;NOM;FEM;SG
倫理	etiku	倫理	etika	N	N;ACC;FEM;SG
神學	sjemeništu	神學	sjemenište	N	N;DAT;NEUT;SG
類比	analogije	類比	analogija	N	N;NOM;FEM;PL
類比	analogni	類比	analogni	N	N;NOM;MASC;SG
類比	analogija	類比	analogija	N	N;NOM;FEM;SG
營利	profit	營利	profit	N	N;NOM;MASC;SG
營利	zarade	營利	zarada	N	N;NOM;FEM;PL
營利	zarada	營利	zarada	N	N;NOM;FEM;SG
良心	svijest	良心	svijest	N	N;NOM;FEM;SG
良心	savjesti	良心	savjest	N	N;DAT;FEM;SG
良心	savjest	良心	savjest	N	N;NOM;FEM;SG
雨傘	kišobran	雨傘	kišobran	N	N;NOM;MASC;SG
花生	kikiriki	花生	kikirika	N	N;NOM;MASC;SG
花生	kikiriki	花生	kikirika	N	N;NOM;MASC;SG
閃光	blic	閃光	blic	N	N;NOM;MASC;SG
閃光	bljesak	閃光	bljesak	N	N;NOM;MASC;SG
和弦	akord	和弦	akord	N	N;NOM;MASC;SG
和弦	akorda	和弦	akord	N	N;GEN;MASC;SG
