que	bahwa	que	bahwa	CONJ	CONJ
crítica	kritikus	crítica	kritikus	N;FEM;SG	N;SG
crítica	kritikus	crítica	kritikus	N;FEM;SG	N;SG
crítica	kritik	crítica	kritik	N;FEM;SG	N;SG
maestro	guru	maestro	guru	N;MASC;SG	N;SG
maestro	guru	maestro	guru	N;MASC;SG	N;SG
motor	engine	motor	engine	N;MASC;SG	N
motor	mesin	motor	mesin	N;MASC;SG	N;SG
motor	motor	motor	motor	N;MASC;SG	N;SG
efecto	efek	efecto	efek	N;MASC;SG	N;SG
completo	kenyang	completo	kenyang	ADJ;MASC;SG	ADJ;SG
completo	penuh	completo	penuh	ADJ;MASC;SG	ADJ;SG
completo	komplit	completo	komplit	ADJ;MASC;SG	ADJ;SG
completo	lengkap	completo	lengkap	ADJ;MASC;SG	ADJ;SG
crecimiento	pertumbuhan	crecimiento	pertumbuhan	N;MASC;SG	N;SG
crecimiento	perkembangan	crecimiento	perkembangan	N;MASC;SG	N;SG
crecimiento	pertumbuhannya	crecimiento	pertumbuhan	N;MASC;SG	N;SG
doctor	doktor	doctor	doktor	N;MASC;SG	N;SG
doctor	dokter	doctor	dokter	N;MASC;SG	N;SG
junta	papan	junta	papan	N;FEM;SG	N;SG
junta	dewan	junta	dewan	N;FEM;SG	N;SG
nuevamente	lagi	nuevamente	lagi	ADV	ADV
grado	gelar	grado	gelar	N;MASC;SG	N;SG;ACT
grado	ijazah	grado	ijazah	N;MASC;SG	N;SG
grado	derajat	grado	derajat	N;MASC;SG	N;SG
facultad	fakultas	facultad	fakultas	N;FEM;SG	N;SG
cataluña	catalunya	cataluña	catalu	N;FEM;SG	N
cataluña	catalunya	cataluña	catalu	N;FEM;SG	N
extremo	ekstrem	extremo	ekstrem	N;MASC;SG	N;SG
extremo	ekstrim	extremo	ekstrim	N;MASC;SG	N;SG
extremo	extreme	extremo	extreme	N;MASC;SG	N
tradicional	tradisional	tradicional	tradisional	ADJ;SG	ADJ;SG
derecha	kanan	derecha	kanan	N;FEM;SG	N;SG
niño	bocah	niño	bocah	N;MASC;SG	N
niño	balita	niño	balita	N;MASC;SG	N;SG
niño	anakan	niño	anakan	N;MASC;SG	N;SG
niño	anak	niño	anak	N;MASC;SG	N;SG
banco	bank	banco	bank	N;MASC;SG	N;SG
consiguió	punya	conseguir	punya	V;IND;SG;3;PST;FIN	V;SG;ACT
contrato	kontrak	contrato	kontrak	N;MASC;SG	N;SG
pintura	lukisan	pintura	lukisan	N;FEM;SG	N;SG
cuenca	cekungan	cuenca	cekungan	N;FEM;SG	N;SG
batería	genderang	batería	genderang	N;FEM;SG	N;SG
batería	drum	batería	drum	N;FEM;SG	N
batería	gendang	batería	gendang	N;FEM;SG	N
pasa	berlalu	pasar	berlalu	V;IND;SG;3;PRS;FIN	V;SG;ACT
pasa	lulus	pasar	lulus	V;IND;SG;3;PRS;FIN	V;SG
máximo	maksimal	máximo	maksimal	ADJ;MASC;SG	ADJ;SG
máximo	maksimum	máximo	maksimum	ADJ;MASC;SG	ADJ;SG
máximo	maksimal	máximo	maksimal	ADJ;MASC;SG	ADJ;SG
representa	mewakili	representar	menwakili	V;IND;SG;3;PRS;FIN	V;SG;ACT
representa	mewakili	representar	menwakili	V;IND;SG;3;PRS;FIN	V;SG;ACT
representa	wakili	representar	wakili	V;IND;SG;3;PRS;FIN	V;SG;ACT
misión	misi	misión	misi	N;FEM;SG	N;SG
compositor	komposer	compositor	komposer	N;MASC;SG	N;SG
compositor	penyusun	compositor	pensusun	N;MASC;SG	N;SG
futuro	berjangka	futuro	berjangka	N;MASC;SG	N;SG;ACT
terminó	berakhir	terminar	berakhir	V;IND;SG;3;PST;FIN	V;SG;ACT
tecnología	teknologi	tecnología	teknologi	N;FEM;SG	N;SG
tecnología	teknologi	tecnología	teknologi	N;FEM;SG	N;SG
tecnología	teknologi	tecnología	teknologi	N;FEM;SG	N;SG
trabajar	bekerja	trabajar	bekerja	V;NFIN	V;SG;ACT
trabajar	berfungsi	trabajar	berfungsi	V;NFIN	V;SG;ACT
trabajar	bekerja	trabajar	bekerja	V;NFIN	V;SG;ACT
fiesta	partai	fiesta	partai	N;FEM;SG	N;SG
fiesta	pesta	fiesta	pesta	N;FEM;SG	N;SG
fiesta	pihak	fiesta	pihak	N;FEM;SG	N;SG
jardín	taman	jardín	taman	N;MASC;SG	N;SG
jardín	kebun	jardín	kebun	N;MASC;SG	N;SG
jardín	kebun	jardín	kebun	N;MASC;SG	N;SG
madera	kayu	madera	kayu	N;FEM;SG	N;SG
madera	kayu	madera	kayu	N;FEM;SG	N;SG
madera	kayu	madera	kayu	N;FEM;SG	N;SG
incluyen	termasuk	incluir	termasuk	V;IND;PL;3;PRS;FIN	V
incluyen	sertakan	incluir	sertakan	V;IND;PL;3;PRS;FIN	V
incluyen	menyertakan	incluir	menyertakan	V;IND;PL;3;PRS;FIN	V
alcanzar	menjangkau	alcanzar	menjangkau	V;NFIN	V;SG;ACT
alcanzar	mencapai	alcanzar	mencapai	V;NFIN	V;SG;ACT
frontera	batas	frontera	batas	N;FEM;SG	N;SG
frontera	perbatasan	frontera	perbatasan	N;FEM;SG	N;SG
frontera	tepi	frontera	tepi	N;FEM;SG	N;SG
frontera	tepian	frontera	tepian	N;FEM;SG	N;SG
frontera	batas	frontera	batas	N;FEM;SG	N;SG
frontera	perbatasan	frontera	perbatasan	N;FEM;SG	N;SG
atención	perhatian	atención	perhatian	N;FEM;SG	N;SG
referirse	merujuk	referir	menrujuk	V;SBJV;SG;3;IPFV;FIN	V;SG;ACT
comandante	jurusan	comandante	jurusan	N;SG	N;SG
comandante	komandan	comandante	komandan	N;SG	N;SG
comandante	komandan	comandante	komandan	N;SG	N;SG
comandante	panglima	comandante	panglima	N;SG	N;SG
corazón	hati	corazón	hati	N;MASC;SG	N;SG
corazón	jantung	corazón	jantung	N;MASC;SG	N;SG
secretario	registrar	secretario	registrar	N;MASC;SG	N
secretario	sekretaris	secretario	sekretaris	N;MASC;SG	N;SG
secretario	menteri	secretario	menteri	N;MASC;SG	N;SG
secretario	sekertaris	secretario	sekertaris	N;MASC;SG	N
encuentro	rapat	encuentro	rapat	N;MASC;SG	N;SG
encuentro	pertemuan	encuentro	pertemuan	N;MASC;SG	N;SG
obtener	dapatkan	obtener	dapatkan	V;NFIN	V;SG;ACT
originalmente	awalnya	originalmente	awal	ADV	ADV;SG
naturaleza	alam	naturaleza	alam	N;FEM;SG	N;SG
existencia	keberadaan	existencia	keberadaan	N;FEM;SG	N;SG
existencia	keberadaannya	existencia	keberadaan	N;FEM;SG	N;SG
existencia	eksistensi	existencia	eksistensi	N;FEM;SG	N
man	pria	man	pria	N	N;SG
man	manusia	man	manusia	N	N;SG
juega	mainkan	jugar	mainkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
juega	bermain	jugar	bermain	V;IND;SG;3;PRS;FIN	V;SG;ACT
juega	memainkan	jugar	menmainkan	V;IND;SG;3;PRS;FIN	V;SG;ACT
juega	bermain	jugar	bermain	V;IND;SG;3;PRS;FIN	V;SG;ACT
rico	enak	rico	enak	ADJ;MASC;SG	ADJ;SG
rico	lezat	rico	lezat	ADJ;MASC;SG	ADJ;SG
rico	kaya	rico	kaya	ADJ;MASC;SG	ADJ;SG
usar	menggunakan	usar	mengunakan	V;NFIN	V;SG;ACT
usar	gunakan	usar	gunakan	V;NFIN	V;SG;ACT
usar	pakai	usar	pakai	V;NFIN	V;SG;ACT
firme	menandatangani	firmar	mentandatangani	V;SBJV;SG;3;PRS;FIN	V;SG;ACT
mesa	meja	mesa	meja	N;FEM;SG	N;SG
mesa	tabel	mesa	tabel	N;FEM;SG	N;SG
pasar	lulus	pasar	lulus	V;NFIN	V;SG
objeto	obyek	objeto	obyek	N;MASC;SG	N;SG
objeto	objek	objeto	objek	N;MASC;SG	N;SG
generales	jendral	general	jendral	N;MASC;PL	N
generales	jendral	general	jendral	N;MASC;PL	N
apertura	aperture	apertura	aperture	N;FEM;SG	N
apertura	bukaan	apertura	bukaan	N;FEM;SG	N;SG
apertura	keterbukaan	apertura	keterbukaan	N;FEM;SG	N;SG
apertura	pembukaan	apertura	penbukaan	N;FEM;SG	N;SG
geografía	geografi	geografía	geografi	N;FEM;SG	N;SG
análisis	analisa	análisis	analisa	N;MASC	N;SG
análisis	analitik	análisis	analitik	N;MASC	N
análisis	analisis	análisis	analisis	N;MASC	N;SG
análisis	analytics	análisis	analytics	N;MASC	N
análisis	analisa	análisis	analisa	N;MASC	N;SG
análisis	analisis	análisis	analisis	N;MASC	N;SG
protección	protektif	protección	protektif	N;FEM;SG	N
protección	perlindungan	protección	perlindungan	N;FEM;SG	N;SG
protección	proteksi	protección	proteksi	N;FEM;SG	N;SG
géneros	genre	género	genre	N;MASC;PL	N
ferrocarril	apian	ferrocarril	apian	N;MASC;SG	N;SG
ferrocarril	rel	ferrocarril	rel	N;MASC;SG	N
ferrocarril	rel	ferrocarril	rel	N;MASC;SG	N
corona	krona	corona	krona	N;FEM;SG	N
corona	mahkota	corona	mahkota	N;FEM;SG	N
apareció	muncul	aparecer	muncul	V;IND;SG;3;PST;FIN	V;SG;ACT
clima	iklim	clima	iklim	N;MASC;SG	N;SG
clima	cuaca	clima	cuaca	N;MASC;SG	N;SG
prensa	tekan	prensa	tekan	N;FEM;SG	N;SG;ACT
prensa	pers	prensa	pers	N;FEM;SG	N;SG
prensa	koran	prensa	koran	N;FEM;SG	N;SG
escena	adegan	escena	adegan	N;FEM;SG	N;SG
escena	scene	escena	scene	N;FEM;SG	N
puerta	gerbang	puerta	gerbang	N;FEM;SG	N;SG
puerta	pintu	puerta	pintu	N;FEM;SG	N;SG
habla	bicaralah	hablar	bicaralah	V;IND;SG;3;PRS;FIN	V;SG;ACT
habla	berbicara	hablar	berbicara	V;IND;SG;3;PRS;FIN	V;SG;ACT
habla	bicaralah	hablar	bicaralah	V;IND;SG;3;PRS;FIN	V;SG;ACT
cierto	benar	cierto	benar	ADJ;MASC;SG	ADJ;SG
crisis	krisis	crisis	krisis	N;FEM	N;SG
crisis	krisis	crisis	krisis	N;FEM	N;SG
memoria	kenangan	memoria	kenangan	N;FEM;SG	N;SG
memoria	ingatan	memoria	ingatan	N;FEM;SG	N;SG
memoria	memori	memoria	memori	N;FEM;SG	N;SG
orquesta	orkestra	orquesta	orkestra	N;FEM;SG	N;SG
orquesta	orkes	orquesta	orkes	N;FEM;SG	N
creó	tercipta	crear	tercipta	V;IND;SG;3;PST;FIN	V;SG;PASS
creó	dibuat	crear	dibuat	V;IND;SG;3;PST;FIN	V;SG;PASS
montaña	gunung	montaña	gunung	N;FEM;SG	N;SG
montaña	pegunungan	montaña	pegunungan	N;FEM;SG	N;SG
montaña	gunung	montaña	gunung	N;FEM;SG	N;SG
montaña	pegunungan	montaña	pegunungan	N;FEM;SG	N;SG
mantener	menjaga	mantener	menjaga	V;NFIN	V;SG;ACT
mantener	pertahankan	mantener	pertahankan	V;NFIN	V;SG;ACT
mantener	mempertahankan	mantener	menpertahankan	V;NFIN	V;SG;ACT
llegada	kedatangan	llegada	kedatangan	N;FEM;SG	N;SG
llama	panggil	llamar	panggil	V;IND;SG;3;PRS;FIN	V;SG;ACT
directamente	langsung	directamente	langsung	ADV	ADV
directamente	langsung	directamente	langsung	ADV	ADV
lanzamiento	rilis	lanzamiento	rilis	N;MASC;SG	N;SG;ACT
lanzamiento	peluncuran	lanzamiento	penluncuran	N;MASC;SG	N;SG
lanzamiento	peluncuran	lanzamiento	penluncuran	N;MASC;SG	N;SG
comité	komite	comité	komite	N;MASC;SG	N;SG
comité	panitia	comité	panitia	N;MASC;SG	N;SG
capilla	kapel	capilla	kapel	N;FEM;SG	N
probablemente	mungkin	probablemente	mungkin	ADV	ADV
larga	lama	largo	lama	ADJ;FEM;SG	ADJ;SG
larga	panjang	largo	panjang	ADJ;FEM;SG	ADJ;SG
poeta	penyair	poeta	penyair	N;MASC;SG	N
poeta	pujangga	poeta	pujangga	N;MASC;SG	N
tradición	tradisi	tradición	tradisi	N;FEM;SG	N;SG
produce	memproduksi	producir	menproduksi	V;IND;SG;3;PRS;FIN	V;SG;ACT
hojas	dedaunan	hoja	dedaunan	N;FEM;PL	N
hojas	blades	hoja	blades	N;FEM;PL	N
tomar	ambil	tomar	ambil	V;NFIN	V;SG;ACT
filosofía	filsafat	filosofía	filsafat	N;FEM;SG	N
filosofía	filosofi	filosofía	filosofi	N;FEM;SG	N;SG
periodista	jurnalis	periodista	jurnalis	N;SG	N;SG
periodista	wartawan	periodista	wartawan	N;SG	N;SG
periodista	wartawan	periodista	wartawan	N;SG	N;SG
periodista	reporter	periodista	reporter	N;SG	N;SG
jugar	mainkan	jugar	mainkan	V;NFIN	V;SG;ACT
jugar	bermain	jugar	bermain	V;NFIN	V;SG;ACT
jugar	memainkan	jugar	menmainkan	V;NFIN	V;SG;ACT
jugar	diputar	jugar	diputar	V;NFIN	V;SG;PASS
jugar	bermain	jugar	bermain	V;NFIN	V;SG;ACT
operación	operasi	operación	operasi	N;FEM;SG	N;SG
papa	ayah	papa	ayah	N;MASC;SG	N;SG
papa	kentang	papa	kentang	N;MASC;SG	N;SG
firma	penandatanganan	firma	pentandatanganan	N;FEM;SG	N;SG
firma	tandatangan	firma	tandatangan	N;FEM;SG	N;SG
firma	tanda	firma	tanda	N;FEM;SG	N;SG
firma	tandatangani	firma	tandatangani	N;FEM;SG	N;SG
nacionalidad	kewarganegaraan	nacionalidad	kewarganegaraan	N;FEM;SG	N;SG
nacionalidad	kebangsaan	nacionalidad	kebangsaan	N;FEM;SG	N;SG
nacionalidad	kewarganegaraan	nacionalidad	kewarganegaraan	N;FEM;SG	N;SG
patrimonio	perkebunan	patrimonio	perkebunan	N;MASC;SG	N;SG
patrimonio	perumahan	patrimonio	penrumahan	N;MASC;SG	N;SG
patrimonio	estate	patrimonio	estate	N;MASC;SG	N
patrimonio	warisan	patrimonio	warisan	N;MASC;SG	N;SG
regiones	region	región	region	N;FEM;PL	N
poesía	puisi	poesía	puisi	N;FEM;SG	N
hermana	adik	hermana	adik	N;FEM;SG	N;SG
hermana	suster	hermana	suster	N;FEM;SG	N
hermana	kakak	hermana	kakak	N;FEM;SG	N;SG
decide	memutuskan	decidir	menputuskan	V;IND;SG;3;PRS;FIN	V;SG;ACT
decide	memutuskan	decidir	menputuskan	V;IND;SG;3;PRS;FIN	V;SG;ACT
decide	tentukan	decidir	tentukan	V;IND;SG;3;PRS;FIN	V;SG;ACT
decide	putuskan	decidir	putuskan	V;IND;SG;3;PRS;FIN	V;SG;ACT
alianza	persekutuan	alianza	persekutuan	N;FEM;SG	N;SG
alianza	aliansi	alianza	aliansi	N;FEM;SG	N;SG
alianza	alianza	alianza	alianza	N;FEM;SG	N;SG
respuesta	jawab	respuesta	jawab	N;FEM;SG	N;SG;ACT
respuesta	jawaban	respuesta	jawaban	N;FEM;SG	N;SG
respuesta	balasan	respuesta	balasan	N;FEM;SG	N;SG;ACT
respuesta	respon	respuesta	respon	N;FEM;SG	N;SG
respuesta	tanggapan	respuesta	tanggapan	N;FEM;SG	N;SG
respuesta	respons	respuesta	respons	N;FEM;SG	N;SG
médico	dokter	médico	dokter	N;MASC;SG	N;SG
médico	tabib	médico	tabib	N;MASC;SG	N
médico	doktor	médico	doktor	N;MASC;SG	N;SG
médico	dokter	médico	dokter	N;MASC;SG	N;SG
médico	kedokteran	médico	kedokteran	N;MASC;SG	N;SG
médico	medis	médico	medis	N;MASC;SG	N;SG
metro	subway	metro	subway	N;MASC;SG	N
marina	marinir	marina	marinir	N;FEM;SG	N
marina	marinir	marina	marinir	N;FEM;SG	N
marina	laut	marina	laut	N;FEM;SG	N;SG
marina	kelautan	marina	kelautan	N;FEM;SG	N;SG
eventos	event	evento	event	N;MASC;PL	N
exterior	luar	exterior	luar	ADJ;SG	ADJ;SG
músicos	musisi	músico	musisi	N;MASC;PL	N
estudió	dipelajari	estudiar	dipelajari	V;IND;SG;3;PST;FIN	V;SG;PASS
estudió	belajar	estudiar	belajar	V;IND;SG;3;PST;FIN	V;SG
coronel	kolonel	coronel	kolonel	N;MASC;SG	N;SG
parroquia	paroki	parroquia	paroki	N;FEM;SG	N
presentó	diajukan	presentar	diajukan	V;IND;SG;3;PST;FIN	V;SG;PASS
anteriormente	sebelumnya	anteriormente	sebelumnya	ADV	ADV
práctica	praktek	práctica	praktek	N;FEM;SG	N;SG
práctica	latihan	práctica	latihan	N;FEM;SG	N;SG
práctica	praktik	práctica	praktik	N;FEM;SG	N;SG
exposición	pameran	exposición	pameran	N;FEM;SG	N;SG
exposición	pameran	exposición	pameran	N;FEM;SG	N;SG
exposición	pencahayaan	exposición	pencahayaan	N;FEM;SG	N;SG
exposición	bukaan	exposición	bukaan	N;FEM;SG	N;SG
exposición	eksposur	exposición	eksposur	N;FEM;SG	N;SG
exposición	pemaparan	exposición	penpaparan	N;FEM;SG	N;SG
cuadro	meja	cuadro	meja	N;MASC;SG	N;SG
cuadro	tabel	cuadro	tabel	N;MASC;SG	N;SG
cuadro	lukisan	cuadro	lukisan	N;MASC;SG	N;SG
enfermedad	penyakit	enfermedad	pensakit	N;FEM;SG	N;SG
enfermedad	penyakit	enfermedad	pensakit	N;FEM;SG	N;SG
enfermedad	penyakit	enfermedad	pensakit	N;FEM;SG	N;SG
colonia	koloni	colonia	koloni	N;FEM;SG	N;SG
nación	bangsa	nación	bangsa	N;FEM;SG	N;SG
show	pertunjukan	show	pertunjukan	N;MASC;SG	N;SG
national	nasional	national	nasional	ADJ;SG	ADJ;SG
anunció	mengumumkan	anunciar	menumumkan	V;IND;SG;3;PST;FIN	V;SG;ACT
anunció	diumumkan	anunciar	diumumkan	V;IND;SG;3;PST;FIN	V;SG;PASS
anunció	umumkan	anunciar	umumkan	V;IND;SG;3;PST;FIN	V;SG;ACT
extensión	ekstensi	extensión	ekstensi	N;FEM;SG	N
régimen	regimen	régimen	regimen	N;MASC;SG	N
régimen	skema	régimen	skema	N;MASC;SG	N;SG
régimen	rezim	régimen	rezim	N;MASC;SG	N;SG
dinero	uang	dinero	uang	N;MASC;SG	N;SG
dinero	kas	dinero	kas	N;MASC;SG	N;SG
dinero	tunai	dinero	tunai	N;MASC;SG	N;SG
suelo	lantai	suelo	lantai	N;MASC;SG	N;SG
suelo	lantainya	suelo	lantai	N;MASC;SG	N;SG
suelo	tanah	suelo	tanah	N;MASC;SG	N;SG
suelo	tanahnya	suelo	tanah	N;MASC;SG	N;SG
aparición	penampakan	aparición	pentampakan	N;FEM;SG	N;SG
aparición	munculnya	aparición	muncul	N;FEM;SG	N;SG;ACT
aparición	penampilan	aparición	pentampilan	N;FEM;SG	N;SG
aparición	tampilan	aparición	tampilan	N;FEM;SG	N;SG
operaciones	transaksi	operación	transaksi	N;FEM;PL	N
concepto	konsep	concepto	konsep	N;MASC;SG	N;SG
calles	street	calle	street	N;FEM;PL	N
ambiente	atmosfer	ambiente	atmosfer	N;MASC;SG	N;SG
ambiente	suasana	ambiente	suasana	N;MASC;SG	N;SG
ambiente	atmosfir	ambiente	atmosfir	N;MASC;SG	N;SG
ambiente	nuansa	ambiente	nuansa	N;MASC;SG	N;SG
ambiente	suasana	ambiente	suasana	N;MASC;SG	N;SG
ambiente	lingkungan	ambiente	lingkungan	N;MASC;SG	N;SG
ambiente	suasana	ambiente	suasana	N;MASC;SG	N;SG
pronto	segera	pronto	segera	ADV	ADV
gestión	manajemen	gestión	manajemen	N;FEM;SG	N;SG
gestión	pengelolaan	gestión	penkelolaan	N;FEM;SG	N;SG
hall	aula	hall	aula	N;MASC;SG	N;SG
recibe	menerima	recibir	menterima	V;IND;SG;3;PRS;FIN	V;SG;ACT
salida	output	salida	output	N;FEM;SG	N
salida	keluaran	salida	keluaran	N;FEM;SG	N;SG
salida	pemberangkatan	salida	penberangkatan	N;FEM;SG	N;SG
salida	keberangkatan	salida	keberangkatan	N;FEM;SG	N;SG
salida	outlet	salida	outlet	N;FEM;SG	N
capítulo	chapter	capítulo	chapter	N;MASC;SG	N
capítulo	pasal	capítulo	pasal	N;MASC;SG	N;SG
capítulo	bab	capítulo	bab	N;MASC;SG	N;SG
medicina	kedokteran	medicina	kedokteran	N;FEM;SG	N;SG
medicina	obat	medicina	obat	N;FEM;SG	N;SG
medicina	kedokteran	medicina	kedokteran	N;FEM;SG	N;SG
medicina	medis	medicina	medis	N;FEM;SG	N;SG
evolución	evolusi	evolución	evolusi	N;FEM;SG	N;SG
evolución	perkembangan	evolución	perkembangan	N;FEM;SG	N;SG
alcanzó	dijangkau	alcanzar	dijangkau	V;IND;SG;3;PST;FIN	V;SG;PASS
alcanzó	mencapai	alcanzar	mencapai	V;IND;SG;3;PST;FIN	V;SG;ACT
alcanzó	menjangkau	alcanzar	menjangkau	V;IND;SG;3;PST;FIN	V;SG;ACT
alcanzó	tercapai	alcanzar	tercapai	V;IND;SG;3;PST;FIN	V;SG;PASS
alcanzó	dicapai	alcanzar	dicapai	V;IND;SG;3;PST;FIN	V;SG;PASS
venta	jual	venta	jual	N;FEM;SG	N;SG;ACT
venta	jual	venta	jual	N;FEM;SG	N;SG;ACT
venta	penjualan	venta	penjualan	N;FEM;SG	N;SG
venta	jualan	venta	jualan	N;FEM;SG	N;SG;ACT
venta	obral	venta	obral	N;FEM;SG	N;SG
venta	penjualan	venta	penjualan	N;FEM;SG	N;SG
fundador	pendiri	fundador	pendiri	N;MASC;SG	N;SG
piano	piano	piano	piano	N;MASC;SG	N
procedencia	asal	procedencia	asal	N;FEM;SG	N;SG
procedencia	sumber	procedencia	sumber	N;FEM;SG	N;SG
procedencia	asalnya	procedencia	asal	N;FEM;SG	N;SG
ganar	menangkan	ganar	mentangkan	V;NFIN	V;SG;ACT
ganar	memenangkan	ganar	menmenangkan	V;NFIN	V;SG;ACT
pintor	pelukis	pintor	penlukis	N;MASC;SG	N;SG
evento	peristiwa	evento	peristiwa	N;MASC;SG	N;SG
evento	acara	evento	acara	N;MASC;SG	N;SG
campeonatos	championship	campeonato	championship	N;MASC;PL	N
solamente	saja	solamente	saja	ADV	ADV
solamente	hanya	solamente	hanya	ADV	ADV
hispanos	hispanik	hispano	hispanik	N;MASC;PL	N
hispanos	hispanik	hispano	hispanik	N;MASC;PL	N
conocimiento	pengetahuan	conocimiento	pengetahuan	N;MASC;SG	N;SG
conocer	bertemu	conocer	bertemu	V;NFIN	V;SG;ACT
conocer	temui	conocer	temui	V;NFIN	V;SG;ACT
generación	generasi	generación	generasi	N;FEM;SG	N;SG
generación	generasi	generación	generasi	N;FEM;SG	N;SG
bronce	kuningan	bronce	kuningan	N;MASC;SG	N;SG
bronce	perunggu	bronce	perunggu	N;MASC;SG	N;SG
tabla	meja	tabla	meja	N;FEM;SG	N;SG
tabla	tabel	tabla	tabel	N;FEM;SG	N;SG
tabla	papan	tabla	papan	N;FEM;SG	N;SG
tabla	dewan	tabla	dewan	N;FEM;SG	N;SG
pareja	pasangan	pareja	pasangan	N;FEM;SG	N;SG
pareja	pasangan	pareja	pasangan	N;FEM;SG	N;SG
pareja	mitra	pareja	mitra	N;FEM;SG	N;SG
pareja	pasangan	pareja	pasangan	N;FEM;SG	N;SG
pareja	rekan	pareja	rekan	N;FEM;SG	N;SG
producto	produk	producto	produk	N;MASC;SG	N;SG
gol	gol	gol	gol	N;MASC;SG	N;SG
gol	tujuan	gol	tujuan	N;MASC;SG	N;SG
gol	gawang	gol	gawang	N;MASC;SG	N;SG
gol	sasaran	gol	sasaran	N;MASC;SG	N;SG
gol	gol	gol	gol	N;MASC;SG	N;SG
institución	institusi	institución	institusi	N;FEM;SG	N;SG
institución	lembaga	institución	lembaga	N;FEM;SG	N;SG
ingeniero	teknisi	ingeniero	teknisi	N;MASC;SG	N;SG
ingeniero	insinyur	ingeniero	insinyur	N;MASC;SG	N;SG
luna	rembulan	luna	rembulan	N;FEM;SG	N;SG
luna	bulan	luna	bulan	N;FEM;SG	N;SG
reconocimiento	atribusi	reconocimiento	atribusi	N;MASC;SG	N
reconocimiento	pengakuan	reconocimiento	penakuan	N;MASC;SG	N;SG
reconocimiento	rekonstruksi	reconocimiento	rekonstruksi	N;MASC;SG	N;SG
reconocimiento	pengintaian	reconocimiento	penintaian	N;MASC;SG	N;SG
reconocimiento	intai	reconocimiento	intai	N;MASC;SG	N;SG
reconocimiento	pengintaian	reconocimiento	penintaian	N;MASC;SG	N;SG
reconocimiento	pengakuan	reconocimiento	penakuan	N;MASC;SG	N;SG
península	semenanjung	península	semenanjung	N;FEM;SG	N;SG
bahía	teluk	bahía	teluk	N;FEM;SG	N;SG
asamblea	assembly	asamblea	assembly	N;FEM;SG	N
asamblea	perakitan	asamblea	perakitan	N;FEM;SG	N;SG
asamblea	majelis	asamblea	majelis	N;FEM;SG	N;SG
enlace	pranala	enlace	pranala	N;MASC;SG	N;SG
enlace	link	enlace	link	N;MASC;SG	N
enlace	tautan	enlace	tautan	N;MASC;SG	N;SG
enlace	taut	enlace	taut	N;MASC;SG	N;SG
traducción	terjemahan	traducción	terjemahan	N;FEM;SG	N;SG
traducción	penerjemahan	traducción	penterjemahan	N;FEM;SG	N;SG
traducción	terjemahan	traducción	terjemahan	N;FEM;SG	N;SG
traducción	penerjemahan	traducción	penterjemahan	N;FEM;SG	N;SG
máxima	maksimum	máximo	maksimum	ADJ;FEM;SG	ADJ;SG
máxima	maksimal	máximo	maksimal	ADJ;FEM;SG	ADJ;SG
contaba	dihitung	contar	dihitung	V;IND;SG;3;IPFV;FIN	V;SG;PASS
paraguay	paraguay	paraguay	paraguay	N;MASC;SG	N
ganador	pemenang	ganador	penmenang	N;MASC;SG	N;SG
sangre	darah	sangre	darah	N;FEM;SG	N;SG
resistencia	stamina	resistencia	stamina	N;FEM;SG	N;SG
resistencia	keteguhan	resistencia	keteguhan	N;FEM;SG	N;SG
resistencia	ketahanan	resistencia	ketahanan	N;FEM;SG	N;SG
resistencia	perlawanan	resistencia	perlawanan	N;FEM;SG	N;SG
resistencia	pemberontak	resistencia	penberontak	N;FEM;SG	N;SG
resistencia	ketahanan	resistencia	ketahanan	N;FEM;SG	N;SG
resistencia	resistance	resistencia	resistance	N;FEM;SG	N
resistencia	ketahanan	resistencia	ketahanan	N;FEM;SG	N;SG
continuación	kelanjutan	continuación	kelanjutan	N;FEM;SG	N;SG
continuación	lanjutan	continuación	lanjutan	N;FEM;SG	N;SG
conflicto	konflik	conflicto	konflik	N;MASC;SG	N;SG
conflicto	konflik	conflicto	konflik	N;MASC;SG	N;SG
software	software	software	software	N;MASC;SG	N
volumen	volume	volumen	volume	N;MASC;SG	N;SG
volumen	borongan	volumen	borongan	N;MASC;SG	N
técnico	teknisi	técnico	teknisi	N;MASC;SG	N;SG
técnico	teknologi	técnico	teknologi	N;MASC;SG	N;SG
consecuencia	konsekuensi	consecuencia	konsekuensi	N;FEM;SG	N;SG
colaboración	kolaborasi	colaboración	kolaborasi	N;FEM;SG	N;SG
per	per	per	per	ADP	ADP
materiales	matre	material	matre	N;MASC;PL	N
carta	piagam	carta	piagam	N;FEM;SG	N;SG
carta	surat	carta	surat	N;FEM;SG	N;SG
carta	huruf	carta	huruf	N;FEM;SG	N;SG
curso	kursus	curso	kursus	N;MASC;SG	N;SG
fiestas	festival	fiesta	festival	N;FEM;PL	N
simplemente	hanya	simplemente	hanya	ADV	ADV
opinión	opini	opinión	opini	N;FEM;SG	N;SG
opinión	pendapat	opinión	pendapat	N;FEM;SG	N;SG
temperatura	temperatur	temperatura	temperatur	N;FEM;SG	N
temperatura	suhu	temperatura	suhu	N;FEM;SG	N;SG
propuesta	proposal	propuesta	proposal	N;FEM;SG	N;SG
propuesta	usul	propuesta	usul	N;FEM;SG	N;SG;ACT
