kanıtlar	beviser	kanıt	bevis	N;NOM;PL;3	N;INDF;NEUT;PL
ilaçlar	piller	ilaç	pille	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yahudilere	jøder	yahudi	jøde	N;DAT;PL;3	N;INDF;MASC+FEM;PL
yahudilere	jøderne	yahudi	jøde	N;DAT;PL;3	N;DEF;MASC+FEM;PL
gps	gps	gps	gyse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
teşhis	diagnose	teşhis	diagnose	N;NOM;SG;3	N;INDF;MASC+FEM;SG
teşhis	diagnosticering	teşhis	diagnosticering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
teşhis	diagnosen	teşhis	diagnos	N;NOM;SG;3	N;DEF;MASC+FEM;SG
teşhis	diagnostik	teşhis	diagnostik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
piknik	skovtur	piknik	skovtur	N;NOM;SG;3	N;INDF;MASC+FEM;SG
piknik	picnic	piknik	picnic	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yaklaşan	kommende	yaklaş	komme	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
yaklaşan	nærmer	yaklaş	nærme	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
başlatıldı	igangsat	başla	igangsætte	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
başlatıldı	påbegyndt	başla	påbegynde	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
başlatıldı	indledt	başla	indlede	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
iğne	injektion	iğne	injektion	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	indsprøjtning	iğne	indsprøjtning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	injektionsvæske	iğne	injektionsvæsk	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	nålen	iğne	nål	N;NOM;SG;3	N;DEF;MASC+FEM;SG
iğne	nål	iğne	nål	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	kanyle	iğne	kanyle	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	nål	iğne	nål	N;NOM;SG;3	N;INDF;MASC+FEM;SG
iğne	pinkode	iğne	pinkode	N;NOM;SG;3	N;INDF;MASC+FEM;SG
eşsiz	uerstattelig	eşsiz	uerstattelig	ADJ	ADJ;INDF;MASC+FEM;SG
eşsiz	unik	eşsiz	unik	ADJ	ADJ;INDF;MASC+FEM;SG
eşsiz	enestående	eşsiz	enestående	ADJ	ADJ
eşsiz	unikt	eşsiz	unikt	ADJ	ADJ;INDF;NEUT;SG
eşsiz	unikke	eşsiz	unik	ADJ	ADJ;PL
katılımcılar	deltagere	katılımcı	deltager	N;NOM;PL;3	N;INDF;MASC+FEM;PL
katılımcılar	deltagerne	katılımcı	deltager	N;NOM;PL;3	N;DEF;MASC+FEM;PL
katılımcılar	deltagere	katılımcı	deltager	N;NOM;PL;3	N;INDF;MASC+FEM;PL
katılımcılar	udstillere	katılımcı	udstiller	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ameliyat	operation	ameliyat	operation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ameliyat	kirurgi	ameliyat	kirurgi	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ameliyat	betjening	ameliyat	betjening	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ameliyat	operation	ameliyat	operation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ameliyat	drift	ameliyat	drift	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ameliyat	operationen	ameliyat	operation	N;NOM;SG;3	N;DEF;MASC+FEM;SG
kaplar	containere	kap	containere	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kaplar	beholdere	kap	beholder	N;NOM;PL;3	N;INDF;MASC+FEM;PL
harfler	bogstaver	harf	bogstave	N;NOM;PL;3	N;INDF;NEUT;PL
harfler	breve	harf	brev	N;NOM;PL;3	N;INDF;NEUT;PL
tarafsızlık	neutralitet	tarafsızlık	neutralitet	N;NOM;SG;3	N;INDF;MASC+FEM;SG
motorları	motorerne	motor	motor	N;ACC;PL;3	N;DEF;MASC+FEM;PL
motorları	motorer	motor	motor	N;ACC;PL;3	N;INDF;MASC+FEM;PL
discovery	opdagelse	discovery	opdagelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bahçeleri	haver	bahçe	have	N;ACC;PL;3	N;INDF;MASC+FEM;PL
başrolde	hovedrollen	başrol	hovedrol	N;ESS;SG;3	N;DEF;MASC+FEM;SG
sınav	eksamen	sınav	eksamen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	eksamens	sınav	eksamens	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	quiz	sınav	quiz	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	eksamen	sınav	eksamen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	undersøgelse	sınav	undersøgelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	test	sınav	test	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	afprøvning	sınav	afprøvning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sınav	prøvning	sınav	prøvning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
evcil	kæledyr	evcil	kæledyr	N;NOM;SG;3	N;INDF;NEUT;SG
evcil	tam	evcil	tam	N;NOM;SG;3	N;INDF;MASC+FEM;SG
vergisi	afgift	vergi	afgift	N;NOM;SG;3	N;INDF;MASC+FEM;SG
lahana	grønkål	lahana	grønkål	N;NOM;SG;3	N;INDF;NEUT;SG
çiçekler	blomster	çiçek	blomst	N;NOM;PL;3	N;INDF;NEUT;PL
dalları	grene	dal	grene	N;NOM;PL;3	N;DEF;NEUT;PL
dalları	filialer	dal	filiale	N;NOM;PL;3	N;INDF;MASC+FEM;PL
dalları	brancher	dal	branche	N;NOM;PL;3	N;INDF;MASC+FEM;PL
dalları	afdelinger	dal	afdeling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kızılötesi	infrarød	kızılöte	infrarød	N;NOM;SG;3	N;INDF;MASC+FEM;SG
momentum	momentum	momentum	momentum	N;NOM;SG;3	N;INDF;NEUT;SG
momentum	fremdrift	momentum	fremdrift	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mürettebat	besætningen	mürettebat	besætning	N;NOM;SG;3	N;DEF;MASC+FEM;SG
mürettebat	mandskab	mürettebat	mandskab	N;NOM;SG;3	N;INDF;NEUT;SG
mürettebat	besætning	mürettebat	besætning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
organları	organerne	organ	organ	N;NOM;PL;3	N;DEF;MASC+FEM;PL
organları	organer	organ	organ	N;NOM;PL;3	N;INDF;MASC+FEM;PL
doğumu	fødsel	doğum	fødsel	N;ACC;SG;3	N;INDF;MASC+FEM;SG
doğumu	fødslen	doğum	fødsel	N;ACC;SG;3	N;DEF;MASC+FEM;SG
galiçya	galicien	galiçya	galicie	N;NOM;SG;3	N;DEF;MASC+FEM;SG
izlenen	overvåges	izle	overvåge	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
notları	noter	not	note	N;ACC;PL;3	N;INDF;MASC+FEM;PL
notları	sedler	not	sedle	N;ACC;PL;3	N;INDF;MASC+FEM;PL
notları	karakterer	not	karakter	N;ACC;PL;3	N;INDF;MASC+FEM;PL
notları	kvaliteter	not	kvalitet	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kavramları	koncepter	kavram	koncept	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kavramları	begreberne	kavram	begreb	N;ACC;PL;3	N;DEF;NEUT;PL
kavramları	begreber	kavram	begreb	N;ACC;PL;3	N;INDF;NEUT;PL
çözmek	løse	çöz	løse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
çözmek	løse	çöz	løse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
çözmek	løser	çöz	løse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
eurobasket	eurobasket	eurobasket	eurobasket	N;NOM;SG;3	N;DEF;NEUT;SG
helikopter	helikopter	helikopter	helikopter	N;NOM;SG;3	N;INDF;MASC+FEM;SG
helikopter	helikopteren	helikopter	helikopter	N;NOM;SG;3	N;DEF;MASC+FEM;SG
helikopter	helikopter	helikopter	helikopter	N;NOM;SG;3	N;INDF;MASC+FEM;SG
helikopter	helikopteren	helikopter	helikopter	N;NOM;SG;3	N;DEF;MASC+FEM;SG
helikopter	helikopter	helikopter	helikopter	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kılavuzu	vejledningen	kılavuz	vejledning	N;ACC;SG;3	N;DEF;MASC+FEM;SG
kılavuzu	guide	kılavuz	guide	N;ACC;SG;3	N;INDF;MASC+FEM;SG
kılavuzu	vejledning	kılavuz	vejledning	N;ACC;SG;3	N;INDF;MASC+FEM;SG
yetenekleri	evner	yetenek	evne	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yetenekleri	talenter	yetenek	talent	N;NOM;PL;3	N;INDF;NEUT;PL
eğlenceli	sjov	eğlenceli	sjov	ADJ	ADJ;INDF;MASC+FEM;SG
eğlenceli	sjovt	eğlenceli	sjov	ADJ	ADJ;INDF;NEUT;SG
boyutları	dimensioner	boyut	dimension	N;ACC;PL;3	N;INDF;MASC+FEM;PL
boyutları	dimensionerne	boyut	dimension	N;ACC;PL;3	N;DEF;MASC+FEM;PL
deneyler	eksperimenterne	deney	eksperiment	N;NOM;PL;3	N;DEF;MASC+FEM;PL
deneyler	eksperimenter	deney	eksperiment	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kıyıları	kyster	kıyı	kyste	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kıyıları	kyster	kıyı	kyste	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kıyıları	kysterne	kıyı	kyste	N;ACC;PL;3	N;DEF;MASC+FEM;PL
kıyıları	kyster	kıyı	kyste	N;ACC;PL;3	N;INDF;MASC+FEM;PL
alüminyum	aluminium	alüm	aluminium	N;NOM;SG;3	N;INDF;NEUT;SG
alüminyum	aluminium	alüm	aluminium	N;NOM;SG;3	N;INDF;NEUT;SG
kodları	kodekser	kod	kodekse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kodları	koder	kod	kode	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kodları	koderne	kod	kode	N;ACC;PL;3	N;DEF;MASC+FEM;PL
lehçesi	dialekt	lehçe	dialekt	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hatalar	fejltagelser	hata	fejltagelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hatalar	fejl	hata	fejl	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hatalar	fejl	hata	fejl	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hatalar	insekter	hata	insekt	N;NOM;PL;3	N;INDF;NEUT;PL
atanmış	tildelt	atan	tildele	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atanmış	anvist	atan	anvise	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atanmış	udnævnt	atan	udnævne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atanmış	udpeget	atan	udpege	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
diamond	diamant	diamond	diamant	N;NOM;SG;3	N;INDF;MASC+FEM;SG
diamond	diamanten	diamond	diamant	N;NOM;SG;3	N;DEF;MASC+FEM;SG
tanımlanmış	fastlagt	tanımla	fastlægge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
tanımlanmış	afgrænset	tanımla	afgrænse	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
tanımlanmış	definerede	tanımla	definere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PST;V.PTCP
tanımlanmış	defineret	tanımla	definere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
tanımlanmış	identificeret	tanımla	identificere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
bankacılık	banking	bankacılık	banking	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bankacılık	bankvirksomhed	bankacılık	bankvirksomhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bankacılık	bankvæsen	bankacılık	bankvæsen	N;NOM;SG;3	N;INDF;NEUT;SG
kaçmak	flygte	kaç	flygte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
kaçmak	flygte	kaç	flygte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
kaçmak	undslippe	kaç	undslippe	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
öyküler	fortællinger	öykü	fortælling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
öyküler	fortællinger	öykü	fortælling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
öyküler	historier	öykü	historie	N;NOM;PL;3	N;INDF;MASC+FEM;PL
işadamı	forretningsmand	işadam	forretningsmand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
bitkileri	planter	bitki	planter	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kampanya	kampagne	kampanya	kampagne	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kampanya	kampagnen	kampanya	kampagne	N;NOM;SG;3	N;DEF;MASC+FEM;SG
metallica	metallica	metallica	metallica	N;NOM;SG;3	N;INDF;NEUT;SG
eylemleri	handlinger	eylem	handling	N;ACC;PL;3	N;INDF;MASC+FEM;PL
eylemleri	foranstaltninger	eylem	foranstaltning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
eylemleri	aktioner	eylem	aktion	N;ACC;PL;3	N;INDF;MASC+FEM;PL
tanrılar	guder	tanrı	gude	N;NOM;PL;3	N;INDF;MASC+FEM;PL
tanrılar	guderne	tanrı	gud	N;NOM;PL;3	N;DEF;MASC+FEM;PL
yansıtan	reflekterende	yansı	reflektere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;PRS;V.PTCP
satıldı	solgt	sat	sælge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
atölyesi	workshop	atölye	workshop	N;NOM;SG;3	N;INDF;MASC+FEM;SG
atölyesi	værkstedet	atölye	værksted	N;NOM;SG;3	N;DEF;NEUT;SG
atölyesi	værksted	atölye	værksted	N;NOM;SG;3	N;INDF;NEUT;SG
üstte	øverst	üst	øverst	ADJ;ESS;SG;3	ADJ;RL
üstte	øverste	üst	øvre	ADJ;ESS;SG;3	ADJ;DEF;RL
oynamak	leger	oyna	lege	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
oynamak	spiller	oyna	spille	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
oynamak	spille	oyna	spille	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
ekledi	tilføjet	ekle	tilføje	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ekledi	føjet	ekle	føje	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ekledi	tilføjede	ekle	tilføje	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
ekledi	tilsat	ekle	tilsat	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
rolleri	rollerne	rol	rolle	N;ACC;PL;3	N;DEF;MASC+FEM;PL
rolleri	roller	rol	rolle	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kaydedildi	indspillet	kaydet	indspille	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kaydedildi	optaget	kaydet	optage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kaydedildi	registreret	kaydet	registrere	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kaydedildi	sparet	kaydet	spar	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kaydedildi	reddet	kaydet	redde	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kaydedildi	gemt	kaydet	gemme	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kalanlar	rester	kalan	rest	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kromozom	kromosom	kromozom	kromosom	N;NOM;SG;3	N;INDF;NEUT;SG
sertifika	attest	sertifika	atten	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sertifika	certifikat	sertifika	certifikat	N;NOM;SG;3	N;INDF;NEUT;SG
sertifika	certificering	sertifika	certificering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dağıtımı	fordeling	dağıt	fordeling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dağıtımı	distribution	dağıt	distribution	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dağıtımı	uddeling	dağıt	uddeling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
dağıtımı	omdeling	dağıt	omdeling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
illeri	provinser	il	provins	N;ACC;PL;3	N;INDF;MASC+FEM;PL
illeri	provinserne	il	provins	N;ACC;PL;3	N;DEF;MASC+FEM;PL
halter	vægtløftning	halter	vægtløftning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sözcükler	ord	sözcük	ord	N;NOM;PL;3	N;INDF;NEUT;PL
hiçbiri	ingen	hiçbiri	ingen	PRO;NOM;SG;3	PRO;MASC+FEM;SG
wehrmacht	værnemagten	wehrmacht	værnemagt	N;NOM;SG;3	N;DEF;MASC+FEM;SG
önemsiz	uvæsentligt	önemsiz	uvæsentligt	ADJ	ADJ;INDF;NEUT;SG
önemsiz	uvæsentlige	önemsiz	uvæsentlig	ADJ	ADJ;PL
önemsiz	ubetydelige	önemsiz	ubetydelig	ADJ	ADJ;PL
önemsiz	ubetydelig	önemsiz	ubetydelig	ADJ	ADJ;INDF;MASC+FEM;SG
önemsiz	ubetydeligt	önemsiz	ubetydeligt	ADJ	ADJ;INDF;NEUT;SG
koy	put	koy	put	V;PFV;IMP;SG;2;POS;PRS	V;IMP
koy	sætte	koy	sætte	V;PFV;IMP;SG;2;POS;PRS	V;NFIN;ACT
saltanatı	regeringstid	saltanat	regeringstid	N;NOM;SG;3	N;INDF;MASC+FEM;SG
alışık	vant	alışık	vant	ADJ	ADJ;INDF;SG
alışık	uvant	alışık	uvant	ADJ	ADJ;INDF;MASC+FEM;SG
kapıları	porte	kapı	porte	N;ACC;PL;3	N;INDF;MASC+FEM;PL
kapıları	portene	kapı	port	N;ACC;PL;3	N;DEF;MASC+FEM;PL
kapıları	dørene	kapı	dør	N;ACC;PL;3	N;DEF;NEUT;PL
kapıları	døre	kapı	dør	N;ACC;PL;3	N;INDF;MASC+FEM;PL
diskografisi	diskografi	diskografi	diskografi	N;NOM;SG;3	N;INDF;NEUT;SG
keşfedildi	opdaget	keşfet	opdage	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
mağarası	hule	mağara	hule	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mağarası	grotte	mağara	grotte	N;NOM;SG;3	N;INDF;MASC+FEM;SG
mağarası	hulen	mağara	hulen	N;NOM;SG;3	N;DEF;MASC+FEM;SG
marina	marina	marina	marina	N;DAT;SG;3	N;INDF;MASC+FEM;SG
nesneler	genstande	nesne	genstand	N;NOM;PL;3	N;INDF;MASC+FEM;PL
nesneler	objekter	nesne	objekt	N;NOM;PL;3	N;INDF;NEUT;PL
rahatsızlık	forstyrrelse	rahatsızlık	forstyrrelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
rahatsızlık	ulempe	rahatsızlık	ulempe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
rahatsızlık	ulejlighed	rahatsızlık	ulejlighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
rahatsızlık	ubehag	rahatsızlık	ubehag	N;NOM;SG;3	N;INDF;MASC+FEM;SG
panorama	panorama	panor	panorama	N;NOM;SG;3	N;INDF;MASC+FEM;SG
adlar	navne	ad	navn	N;NOM;PL;3	N;INDF;NEUT;PL
adlar	betegnelser	ad	betegnelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bmw	bmw	bmw	bmw	N;NOM;SG;3	N;INDF;MASC+FEM;SG
basında	presse	bas	presse	N;ESS;SG;3	N;INDF;MASC+FEM;SG
basında	tryk	bas	tryk	N;ESS;SG;3	N;INDF;NEUT;SG
basında	medie	bas	medie	N;ESS;SG;3	N;INDF;NEUT;SG
ayağı	fod	ayak	fod	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ayağı	fods	ayak	fod	N;NOM;SG;3	N;INDF
ayağı	foden	ayak	foden	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sorumluluğu	ansvar	sorumluluk	ansvar	N;ACC;SG;3	N;INDF;NEUT;SG
sorumluluğu	ansvaret	sorumluluk	ansvar	N;ACC;SG;3	N;DEF;NEUT;SG
sorumluluğu	ansvarlighed	sorumluluk	ansvarlighed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
çaldı	stjal	çal	stjal	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
basılmış	slåede	basıl	slå	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PL;PST;V.PTCP
basılmış	printet	basıl	print	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
basılmış	trykte	basıl	trykte	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PL;PST;V.PTCP
basılmış	trykt	basıl	trykke	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
başlıyor	begynder	başla	begynde	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
başlıyor	begynder	başla	begynde	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
başlıyor	startende	başla	starte	V;PROG;IND;SG;3;POS;INFM;PRS	V;PRS;V.PTCP
başlıyor	starter	başla	starte	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
başlıyor	begynder	başla	begynde	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
başlıyor	starter	başla	starte	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
potasyum	kalium	potasyum	kalium	N;NOM;SG;3	N;INDF;NEUT;SG
restorasyon	restaurering	restorasyon	restaurering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
restorasyon	genopretning	restorasyon	genopretning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
restorasyon	genskabelse	restorasyon	genskabelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
restorasyon	genoprettelse	restorasyon	genoprettelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kentler	byerne	kent	by	N;NOM;PL;3	N;DEF;MASC+FEM;PL
kentler	storbyer	kent	storby	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kentler	byer	kent	by	N;NOM;PL;3	N;INDF;MASC+FEM;PL
varisi	arving	vari	arving	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sözcüsü	talsmand	sözcü	talsmand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sözcüsü	talsmand	sözcü	talsmand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
volkswagen	volkswagen	volkswagen	volkswag	N;NOM;SG;3	N;DEF;MASC+FEM;SG
maymun	aben	maymun	aben	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maymun	abe	maymun	abe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maymun	monkey	maymun	monkey	N;NOM;SG;3	N;INDF;NEUT;SG
maymun	abe	maymun	abe	N;NOM;SG;3	N;INDF;MASC+FEM;SG
toplandı	afhentet	topla	afhente	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
toplandı	afhentes	topla	afhente	V;PFV;IND;SG;3;POS;PST;PASS	V;NFIN;PASS
toplandı	indsamlet	topla	indsamle	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
toplandı	opkrævet	topla	opkræve	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
toplandı	indsamlet	topla	indsamle	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
toplandı	samlet	topla	samle	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
oyuncak	legetøj	oyuncak	legetøj	N;NOM;SG;3	N;INDF;NEUT;SG
oyuncak	legetøjet	oyuncak	legetøj	N;NOM;SG;3	N;DEF;NEUT;SG
oyuncak	legetøjs	oyuncak	legetøjs	N;NOM;SG;3	N;INDF;NEUT;SG
oyuncak	legetøj	oyuncak	legetøj	N;NOM;SG;3	N;INDF;NEUT;SG
problemler	problemer	problem	problem	N;NOM;PL;3	N;INDF;NEUT;PL
üstünlüğü	overherredømme	üstünlük	overherredøm	N;ACC;SG;3	N;INDF;MASC+FEM;SG
üstünlüğü	overlegenhed	üstünlük	overlegenhed	N;ACC;SG;3	N;INDF;MASC+FEM;SG
anlamları	betydninger	anlam	betydning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
açılışı	åbning	açılış	åbning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
hakimiyet	dominans	hakimiyet	dominans	N;DAT;SG;3	N;INDF;MASC+FEM;SG
hakimiyet	dominans	hakimiyet	dominans	N;DAT;SG;3	N;INDF;MASC+FEM;SG
hakimiyet	herredømmet	hakimiyet	herredøm	N;DAT;SG;3	N;DEF;NEUT;SG
hakimiyet	herredømme	hakimiyet	herredømme	N;DAT;SG;3	N;INDF;NEUT;SG
elçisi	udsending	elçi	udsending	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilhak	indlemmelse	ilhak	indlemmelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilhak	annektering	ilhak	annektering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
keşfetti	opdagede	keşfet	opdage	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
keşfetti	opdaget	keşfet	opdage	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
katsayısı	koefficient	katsayı	koefficient	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tanı	diagnose	tan	diagnose	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tanı	diagnosticering	tan	diagnosticering	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tanı	diagnosen	tan	diagnos	N;NOM;SG;3	N;DEF;MASC+FEM;SG
bangladeş	bangladesh	bangladeş	bangladesh	N;NOM;SG;3	N;INDF;NEUT;SG
arabası	vogn	araba	vogn	N;NOM;SG;3	N;INDF;MASC+FEM;SG
arabası	gokart	araba	gokart	N;NOM;SG;3	N;INDF;MASC+FEM;SG
büyüklük	størrelsesorden	büyüklük	størrelsesorden	N;NOM;SG;3	N;INDF;MASC+FEM;SG
büyüklük	storhed	büyüklük	storhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
büyüklük	storhed	büyüklük	storhed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
