din	od	din	od	ADP;ACC	ADP
cuvinte	słowa	cuvânt	słowo	N;INDF;FEM;PL	N;NOM;NEUT;PL
cuvinte	słów	cuvânt	słowo	N;INDF;FEM;PL	N;GEN;NEUT;PL
personal	osobiście	personal	osobiście	ADV	ADV
regizor	dyrektor	regizor	dyrektor	N;INDF;MASC;SG	N;NOM;MASC;SG
regizor	dyrektora	regizor	dyrektor	N;INDF;MASC;SG	N;ACC;MASC;SG
regizor	reżyser	regizor	reżyser	N;INDF;MASC;SG	N;NOM;MASC;SG
star	star	star	star		
star	gwiezdne	star	gwiezdny		
muzical	muzyczne	muzical	muzyczny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
muzical	muzyczny	muzical	muzyczny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
organizat	zorganizowana	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
organizat	organizowane	organiza	organizować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizat	zorganizowane	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizat	zorganizowany	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizat	zorganizowany	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizat	zorganizowanej	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
organizat	zorganizowane	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizat	zorganizowana	organiza	zorganizować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
literar	literackie	literar	literacki	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
antrenor	trener	antrenor	trener	N;INDF;MASC;SG	N;NOM;MASC;SG
antrenor	trenerem	antrenor	trener	N;INDF;MASC;SG	N;INS;MASC;SG
antrenor	trener	antrenor	trener	N;INDF;MASC;SG	N;NOM;MASC;SG
atac	atak	atac	atak	N;INDF;MASC;SG	N;NOM;MASC;SG
atac	atak	atac	atak	N;INDF;MASC;SG	N;NOM;MASC;SG
atac	napaść	atac	napaść	N;INDF;MASC;SG	N;ACC;FEM;SG
atac	napad	atac	napad	N;INDF;MASC;SG	N;NOM;MASC;SG
copil	dziecko	copil	dziecko	N;INDF;MASC;SG	N;NOM;NEUT;SG
copil	kochanie	copil	kochanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
copil	dziecko	copil	dziecko	N;INDF;MASC;SG	N;NOM;NEUT;SG
discuri	tarcze	disc	tarczyć	N;INDF;FEM;PL	N;NOM;FEM;PL
discuri	dyski	disc	dyski	N;INDF;FEM;PL	N;NOM;MASC;PL
discuri	rekordy	disc	rekorda	N;INDF;FEM;PL	N;NOM;MASC;PL
discuri	zapisy	disc	zapis	N;INDF;FEM;PL	N;NOM;MASC;PL
discuri	dyski	disc	dyski	N;INDF;FEM;PL	N;NOM;MASC;PL
port	portu	port	port	N;INDF;MASC;SG	N;GEN;MASC;SG
numere	numery	număr	numer	N;INDF;FEM;PL	N;NOM;MASC;PL
xvi	xvi	xvi	xvi		
greu	ciężko	greu	ciężko	ADV	ADV
crescut	uprawiane	crescut	uprawiać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
crescut	podniesione	crescut	podnieść	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
crescut	podniesiony	crescut	podnieść	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
crescut	wychowana	crescut	wychować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
crescut	wychowany	crescut	wychować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
compozitor	kompozytor	compozitor	kompozytor	N;INDF;MASC;SG	N;NOM;MASC;SG
compozitor	edytor	compozitor	edytor	N;INDF;MASC;SG	N;NOM;MASC;SG
motiv	motyw	motiv	motyw	N;INDF;MASC;SG	N;NOM;MASC;SG
motiv	przyczyna	motiv	przyczynać	N;INDF;MASC;SG	N;NOM;FEM;SG
motiv	powód	motiv	powód	N;INDF;MASC;SG	N;NOM;MASC;SG
popular	popularny	popular	popularny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
popular	popularne	popular	popularny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
popular	popularna	popular	popularny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
papa	papa	papă	papa		
papa	pope	papă	pope		
papa	pope	papă	pope		
altfel	inaczej	altfel	inaczej	ADV	ADV
studiat	zbadane	studiat	zbadać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
studiat	badane	studiat	badać	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
studiat	badany	studiat	badany	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
mutat	przeniesiony	muta	przenieść	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mutat	przeniesiona	muta	przenieść	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
mutat	przeniesione	muta	przenieść	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
noastre	nasi	meu	nasz	DET;FEM;PL;1	DET;NOM;MASC;PL;1
subiect	temat	subiect	temat	N;INDF;MASC;SG	N;ACC;MASC;SG
subiect	tematu	subiect	temat	N;INDF;MASC;SG	N;GEN;MASC;SG
subiect	zagadnienie	subiect	zagadnić	N;INDF;MASC;SG	N;NOM;NEUT;SG
subiect	temat	subiect	temat	N;INDF;MASC;SG	N;ACC;MASC;SG
subiect	przedmiot	subiect	przedmiot	N;INDF;MASC;SG	N;NOM;MASC;SG
subiect	obiekt	subiect	obiekt	N;INDF;MASC;SG	N;NOM;MASC;SG
subiect	podmiot	subiect	podmiot	N;INDF;MASC;SG	N;NOM;MASC;SG
comitate	okręgi	comitate	okręga	N;INDF;FEM;PL	N;NOM;MASC;PL
park	park	park	park	N;INDF;MASC;SG	N;NOM;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor		
pictor	malarz	pictor	malarz	N;INDF;MASC;SG	N;NOM;MASC;SG
pictor	malarza	pictor	malarz	N;INDF;MASC;SG	N;ACC;MASC;SG
posibil	prawdopodobnie	posibil	prawdopodobnie	ADV	ADV
ore	godziny	oră	godzina	N;INDF;FEM;PL	N;NOM;FEM;PL
ore	godzin	oră	godzina	N;INDF;FEM;PL	N;GEN;FEM;PL
forme	formularze	formă	formularz	N;INDF;FEM;PL	N;NOM;MASC;PL
forme	formy	formă	forma	N;INDF;FEM;PL	N;ACC;FEM;PL
forme	formularzy	formă	formularz	N;INDF;FEM;PL	N;GEN;MASC;PL
forme	figury	formă	figura	N;INDF;FEM;PL	N;ACC;FEM;PL
forme	kształty	formă	kształt	N;INDF;FEM;PL	N;NOM;MASC;PL
program	programu	program	program	N;INDF;MASC;SG	N;GEN;MASC;SG
program	program	program	program	N;INDF;MASC;SG	N;NOM;MASC;SG
program	programu	program	program	N;INDF;MASC;SG	N;GEN;MASC;SG
program	program	program	program	N;INDF;MASC;SG	N;NOM;MASC;SG
program	rozkład	program	rozkład	N;INDF;MASC;SG	N;NOM;MASC;SG
program	harmonogram	program	harmonogram	N;INDF;MASC;SG	N;NOM;MASC;SG
sustinut	wspierany	sustinut	wspierać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
sustinut	obsługiwany	sustinut	obsługiwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
sustinut	wspierane	sustinut	wspierać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sustinut	obsługiwane	sustinut	obsługiwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sustinut	wspierany	sustinut	wspierać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
sustinut	obsługiwany	sustinut	obsługiwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
sustinut	wspierane	sustinut	wspierać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sustinut	obsługiwane	sustinut	obsługiwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
urban	miejskie	urban	miejski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
urban	miejski	urban	miejski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
urban	miejska	urban	miejski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
drum	drodze	drum	droga	N;INDF;MASC;SG	N;DAT;FEM;SG
drum	droga	drum	droga	N;INDF;MASC;SG	N;NOM;FEM;SG
lung	długa	lung	długi	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
lung	długie	lung	długi	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
tipuri	typy	tip	typ	N;INDF;FEM;PL	N;NOM;MASC;PL
tipuri	rodzaje	tip	rodzawać	N;INDF;FEM;PL	N;NOM;MASC;PL
versuri	teksty	vers	tekst	N;INDF;FEM;PL	N;NOM;MASC;PL
jucator	gracz	jucator	gracz	N;INDF;MASC;SG	N;NOM;MASC;SG
jucator	zawodnik	jucator	zawodnik	N;INDF;MASC;SG	N;NOM;MASC;SG
jucator	gracza	jucator	gracza	N;INDF;MASC;SG	N;ACC;MASC;SG
jucator	odtwarzacz	jucator	odtwarzacz	N;INDF;MASC;SG	N;NOM;MASC;SG
jucator	gracz	jucator	gracz	N;INDF;MASC;SG	N;NOM;MASC;SG
jucator	zawodnik	jucator	zawodnik	N;INDF;MASC;SG	N;NOM;MASC;SG
jucator	gracza	jucator	gracza	N;INDF;MASC;SG	N;ACC;MASC;SG
jucator	odtwarzacz	jucator	odtwarzacz	N;INDF;MASC;SG	N;NOM;MASC;SG
familii	rodziny	familie	rodzina	N;INDF;FEM;PL	N;NOM;FEM;PL
termen	termin	termen	termin	N;INDF;MASC;SG	N;NOM;MASC;SG
termen	kadencja	termen	kadencja	N;INDF;MASC;SG	N;NOM;FEM;SG
termen	określenie	termen	określenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
religioase	religijnych	religios	religijny	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;PL
doctor	lekarz	doctor	lekarz	N;INDF;MASC;SG	N;NOM;MASC;SG
adaugat	dodany	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adaugat	dodana	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adaugat	dodane	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adaugat	dodany	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adaugat	dodana	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adaugat	dodane	adauga	dodać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
non	non	non	non		
proces	proces	proces	proces	N;INDF;MASC;SG	N;NOM;MASC;SG
proces	proces	proces	proces	N;INDF;MASC;SG	N;NOM;MASC;SG
proces	próba	proces	próba	N;INDF;MASC;SG	N;NOM;FEM;SG
proces	rozprawa	proces	rozprawa	N;INDF;MASC;SG	N;NOM;FEM;SG
domeniu	domena	domeniu	domen	N;INDF;MASC;SG	N;NOM;FEM;SG
domeniu	dziedzina	domeniu	dziedzina	N;INDF;MASC;SG	N;NOM;FEM;SG
cerut	wymagane	cere	wymagać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
xiv	xiv	xiv	xiv		
interior	wnętrze	interior	wnętrze	N;INDF;MASC;SG	N;NOM;NEUT;SG
interior	wnętrza	interior	wnętrze	N;INDF;MASC;SG	N;NOM;NEUT;SG
bani	pieniądze	ban	pieniądz	N;INDF;MASC;PL	N;NOM;MASC;PL
xvii	xvii	xvia	xvii		
secole	wieków	secol	wiek	N;INDF;FEM;PL	N;GEN;MASC;PL
secole	wieki	secol	wiek	N;INDF;FEM;PL	N;ACC;MASC;PL
ron	rona	ron	rona		
sah	szachy	sah	szachy		
sah	szach	sah	szach		
sah	szachy	sah	szachy		
sah	szachy	sah	szachy		
argint	srebrne	argint	srebrny	N;INDF;MASC;SG	N;NOM;MASC;SG
compus	złożona	compus	złożyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
compus	złożony	compus	złożyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
partid	przyjęcie	partid	przyjąć	N;INDF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
partid	partia	partid	partia	N;INDF;MASC;SG	N;NOM;FEM;SG
partid	partii	partid	partia	N;INDF;MASC;SG	N;GEN;FEM;SG
partid	impreza	partid	impreza	N;INDF;MASC;SG	N;NOM;FEM;SG
scop	celu	scop	cel	N;INDF;MASC;SG	N;GEN;MASC;SG
scop	cel	scop	cel	N;INDF;MASC;SG	N;NOM;MASC;SG
scop	przeznaczenie	scop	przeznaczenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
descrie	opisać	descrie	opisać	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
conditii	warunki	conditie	warunki	N;INDF;FEM;PL	N;NOM;NEUT;PL
conditii	warunki	conditie	warunki	N;INDF;FEM;PL	N;NOM;NEUT;PL
schimbat	zmienione	schimba	zmienić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
schimbat	zmieniony	schimba	zmienić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eveniment	wydarzenie	eveniment	wydarzenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
eveniment	zdarzenie	eveniment	zdarzenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
aer	powietrza	aer	powietrze	N;INDF;MASC;SG	N;GEN;NEUT;SG
aer	powietrze	aer	powietrze	N;INDF;MASC;SG	N;NOM;NEUT;SG
standard	standardowy	standard	standardowy	ADJ	ADJ;NOM;MASC;SG
standard	standardowa	standard	standardowy	ADJ	ADJ;NOM;FEM;SG
standard	standardowe	standard	standardowy	ADJ	ADJ;NOM;NEUT;SG
solid	solidne	solid	solidny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
solid	solidna	solid	solidny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
solid	solidny	solid	solidny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
sezon	sezonie	sezon	sezon	N;INDF;MASC;SG	N;INS;MASC;SG
sezon	sezon	sezon	sezon	N;INDF;MASC;SG	N;NOM;MASC;SG
anuntat	ogłoszone	anunta	ogłosić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
anuntat	ogłoszone	anunta	ogłosić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
cazuri	przypadkach	caz	przypadek	N;INDF;FEM;PL	N;GEN;MASC;PL
cazuri	sprawy	caz	sprawa	N;INDF;FEM;PL	N;NOM;FEM;PL
cazuri	przypadki	caz	przypadek	N;INDF;FEM;PL	N;NOM;MASC;PL
descopera	odkryć	descopera	odkryć	V;IND;SG;3;IPFV;FIN	V;PFV;NFIN;ACT
descopera	odkryć	descopera	odkryć	V;IND;SG;3;IPFV;FIN	V;PFV;NFIN;ACT
conducator	władcę	conducator	władca	N;INDF;MASC;SG	N;ACC;MASC;SG
conducator	władcą	conducator	władca	N;INDF;MASC;SG	N;INS;MASC;SG
conducator	władca	conducator	władca	N;INDF;MASC;SG	N;NOM;MASC;SG
conducator	dowódca	conducator	dowódca	N;INDF;MASC;SG	N;NOM;MASC;SG
conducator	lider	conducator	lider	N;INDF;MASC;SG	N;NOM;MASC;SG
conducator	przywódca	conducator	przywódca	N;INDF;MASC;SG	N;NOM;MASC;SG
spatiu	przestrzeni	spatiu	przestrzeń	N;INDF;MASC;SG	N;GEN;FEM;SG
spatiu	przestrzeń	spatiu	przestrzeń	N;INDF;MASC;SG	N;NOM;FEM;SG
spatiu	przestrzeni	spatiu	przestrzeń	N;INDF;MASC;SG	N;GEN;FEM;SG
spatiu	przestrzeń	spatiu	przestrzeń	N;INDF;MASC;SG	N;NOM;FEM;SG
spatiu	przestrzeni	spatiu	przestrzeń	N;INDF;MASC;SG	N;GEN;FEM;SG
spatiu	przestrzeń	spatiu	przestrzeń	N;INDF;MASC;SG	N;NOM;FEM;SG
reprezentat	reprezentowane	reprezenta	reprezentować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reprezentat	reprezentowany	reprezenta	reprezentować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
reprezentat	reprezentowana	reprezenta	reprezentować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
teren	dziedzina	teren	dziedzina	N;INDF;MASC;SG	N;NOM;FEM;SG
teren	pole	teren	pole	N;INDF;MASC;SG	N;NOM;NEUT;SG
teren	boisko	teren	boisko	N;INDF;MASC;SG	N;NOM;NEUT;SG
teren	kraina	teren	kraina	N;INDF;MASC;SG	N;NOM;FEM;SG
teren	ląd	teren	ląd	N;INDF;MASC;SG	N;NOM;MASC;SG
teren	ziemia	teren	ziemia	N;INDF;MASC;SG	N;NOM;FEM;SG
teren	teren	teren	teren	N;INDF;MASC;SG	N;NOM;MASC;SG
teren	terenu	teren	teren	N;INDF;MASC;SG	N;GEN;MASC;SG
marcat	oznaczone	marca	oznaczyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
marcat	zaznaczone	marca	zaznaczyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
marcat	oznaczony	marca	oznaczyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
utilizat	stosowane	utilizat	stosować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizat	wykorzystane	utilizat	wykorzystać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizat	użyte	utilizat	użyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
utilizat	używana	utilizat	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
utilizat	używany	utilizat	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
utilizat	używane	utilizat	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
produce	wytwarza	produce	wytwarzać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
produce	produkuje	produce	produkować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
france	francja	francă	francja	N;INDF;MASC;SG	N;NOM;FEM;SG
cult	kult	cult	kult	N;INDF;MASC;SG	N;NOM;MASC;SG
cult	sekta	cult	sekt	N;INDF;MASC;SG	N;NOM;FEM;SG
cult	kult	cult	kult	N;INDF;MASC;SG	N;NOM;MASC;SG
control	sterowanie	control	sterować	N;INDF;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
control	kontrola	control	kontrola	N;INDF;MASC;SG	N;NOM;FEM;SG
preot	ksiądz	preot	ksiądz	N;INDF;MASC;SG	N;NOM;MASC;SG
preot	księdza	preot	ksiądz	N;INDF;MASC;SG	N;ACC;MASC;SG
preot	kapłan	preot	kapłan	N;INDF;MASC;SG	N;NOM;MASC;SG
pyrénées	pyrénées	pyrénées	pyrénées		
prezentat	przedstawiona	prezenta	przedstawić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
prezentat	przedstawiony	prezenta	przedstawić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
prezentat	prezentowane	prezenta	prezentować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prezentat	przedstawione	prezenta	przedstawić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prezentat	przedstawiony	prezenta	przedstawić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
prezentat	składane	prezenta	składać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
prezentat	przekazane	prezenta	przekazać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
animale	zwierząt	animal	zwierzę	N;INDF;FEM;PL	N;GEN;NEUT;PL
animale	zwierzęta	animal	zwierzę	N;INDF;FEM;PL	N;NOM;NEUT;PL
producator	wytwórca	producator	wytwórcać	N;INDF;MASC;SG	N;NOM;MASC;SG
producator	wytwórca	producator	wytwórcać	N;INDF;MASC;SG	N;NOM;MASC;SG
producator	wytwórca	producator	wytwórcać	N;INDF;MASC;SG	N;NOM;MASC;SG
producator	wytwórca	producator	wytwórcać	N;INDF;MASC;SG	N;NOM;MASC;SG
relativ	stosunkowo	relativ	stosunkowo	ADV	ADV
relativ	względnie	relativ	względnie	ADV	ADV
material	surowiec	material	surowiec	N;INDF;MASC;SG	N;NOM;MASC;SG
material	tworzywo	material	tworzywo	N;INDF;MASC;SG	N;NOM;NEUT;SG
material	materiał	material	materiał	N;INDF;MASC;SG	N;NOM;MASC;SG
regiuni	regiony	regiune	regić	N;INDF;FEM;PL	N;NOM;MASC;PL
regiuni	rejony	regiune	rejon	N;INDF;FEM;PL	N;NOM;MASC;PL
regiuni	regionów	regiune	region	N;INDF;FEM;PL	N;GEN;MASC;PL
dolari	dolary	dolar	dolar	N;INDF;MASC;PL	N;NOM;MASC;PL
natural	naturalne	natural	naturalny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
natural	naturalny	natural	naturalny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
natural	naturalna	natural	naturalny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
plecat	odszedł	pleca	odejść	V;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
inregistrat	zarejestrowany	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inregistrat	rejestrowane	inregistra	rejestrować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zapisane	inregistra	zapisać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowane	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	nagrane	inregistra	nagrać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowany	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowana	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowane	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowany	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowana	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowane	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowany	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inregistrat	rejestrowane	inregistra	rejestrować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zapisane	inregistra	zapisać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	zarejestrowane	inregistra	zarejestrować	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inregistrat	nagrane	inregistra	nagrać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
preluat	odzyskane	prelua	odzyskać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
serial	serial	serial	serial	N;INDF;MASC;SG	N;NOM;MASC;SG
turci	turków	turc	turek	N;INDF;MASC;PL	N;ACC;MASC;PL
turci	turcy	turc	turca	N;INDF;MASC;PL	N;NOM;MASC;PL
actiuni	akcje	actiune	akcja	N;INDF;FEM;PL	N;NOM;FEM;PL
actiuni	udziały	actiune	udział	N;INDF;FEM;PL	N;NOM;MASC;PL
actiuni	akcje	actiune	akcja	N;INDF;FEM;PL	N;NOM;FEM;PL
actiuni	czyny	actiune	czyn	N;INDF;FEM;PL	N;NOM;MASC;PL
vine	przychodzi	veni	przychodzić	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vine	przybywa	veni	przybywać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
raspuns	odpowiedź	raspuns	odpowiedź	N;INDF;MASC;SG	N;NOM;FEM;SG
raspuns	odpowiedź	raspuns	odpowiedź	N;INDF;MASC;SG	N;NOM;FEM;SG
raspuns	odpowiedź	raspuns	odpowiedź	N;INDF;MASC;SG	N;NOM;FEM;SG
raspuns	reakcja	raspuns	reakcja	N;INDF;MASC;SG	N;NOM;FEM;SG
raspuns	reagowanie	raspuns	reagować	N;INDF;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
rezultate	rezultaty	rezultat	rezultat	N;INDF;FEM;PL	N;NOM;MASC;PL
rezultate	wyniki	rezultat	wynik	N;INDF;FEM;PL	N;NOM;MASC;PL
discutii	dyskusje	discut	dyskusja	N;INDF;FEM;PL	N;NOM;FEM;PL
