kapoor	kapoor	kapoor	kapoor	N	N;INDF;MASC;SG
kecewa	opprørt	kecewa	opprøre	ADJ;SG	ADJ;INDF;SG
kecewa	skuffa	kecewa	skuffe	ADJ;SG	ADJ;INDF;SG;V.PTCP
vandalisme	hærverk	vandalisme	hærverk	N;SG	N;INDF;NEUT;SG
tinju	never	tinju	never	N;SG	N;INDF;SG
tinju	boksing	tinju	boksing	N;SG	N;INDF;FEM;SG
tinju	knyttneve	tinju	knyttneve	N;SG	N;INDF;MASC;SG
tinju	knyttneven	tinju	knyttnev	N;SG	N;INDF;MASC;SG
diwakili	representerte	diwakili	representere	V;SG;PASS	V;IND;PST;FIN
pns	beskjedent	pns	beskjedent	N;SG	N;INDF;MASC;SG
pns	beskjeden	pns	beskjed	N;SG	N;DEF;MASC;SG
manufaktur	produsenter	manufaktur	produsenter	N	N;INDF;NEUT;SG
manufaktur	produksjon	manufaktur	produksjon	N	N;INDF;MASC;SG
manufaktur	produsent	manufaktur	produsent	N	N;INDF;MASC;SG
potret	portrett	potret	portrett	N;SG	N;INDF;NEUT;SG
potret	portretter	potret	portrette	N;SG	N;INDF;NEUT;SG
propaganda	propaganda	propaganda	propaganda	N;SG	N;INDF;MASC;SG
mempercepat	akselererer	menpercepat	akselerere	V;SG;ACT	V;IND;PRS;FIN
geng	geng	geng	geng	N;SG	N
geng	gjeng	geng	gjeng	N;SG	N;INDF;MASC;SG
geng	gjengen	geng	gjeng	N;SG	N;DEF;MASC;SG
geng	gjenger	geng	gjenge	N;SG	N;INDF;MASC;SG
suster	sister	suster	sister	N	N;INDF;MASC;SG
suster	søster	suster	søster	N	N;INDF;FEM;SG
suster	syster	suster	syster	N	N;INDF;FEM;SG
suster	søsteren	suster	søster	N	N;DEF;MASC;SG
suster	søstera	suster	søstere	N	N;DEF;FEM;SG
suster	sykepleier	suster	sykepleie	N	N;INDF;MASC;SG
suster	sykesøster	suster	sykesøster	N	N;INDF;NEUT;SG
memutar	roterer	menputar	rotere	V;SG;ACT	V;IND;PRS;FIN
fighter	fighter	fighter	fighter	N	N;INDF;NEUT;SG
geometri	geometri	geometri	geometri	N	N;INDF;NEUT;SG
kelainan	aberrasjon	kelainan	aberrasjon	N;SG	N;INDF;MASC;SG
kelainan	misdannelser	kelainan	misdannelser	N;SG	N;INDF;MASC;SG
gaji	lønn	gaji	lønn	N;SG	N;INDF;FEM;SG
gaji	lønning	gaji	lønning	N;SG	N;INDF;FEM;SG
lada	pepper	lada	peppe	N;SG	N
pengurangan	skrape	penkurangan	skrape	N;SG	N;INDF;FEM;SG
pengurangan	reduksjon	penkurangan	reduksjon	N;SG	N;INDF;MASC;SG
pengurangan	subtraksjon	penkurangan	subtraksjon	N;SG	N;INDF;MASC;SG
menyumbangkan	donerer	mensumbangkan	donere	V;SG;ACT	V;IND;PRS;FIN
menyumbangkan	bidrar	mensumbangkan	bidrar	V;SG;ACT	V;IND;PRS;FIN
menyumbangkan	bidra	mensumbangkan	bidra	V;SG;ACT	V;NFIN
anggun	elegant	anggun	elegant	ADJ;SG	ADJ;INDF;NEUT;SG
anggun	grasiøs	anggun	grasiøs	ADJ;SG	ADJ;INDF;NEUT;SG
inspektur	inspektør	inspektur	inspektør	N	N;INDF;MASC;SG
genetika	genetikk	genetika	genetikk	N;SG	N;INDF;MASC;SG
globalisasi	globalisering	globalisasi	globalisering	N	N;INDF;FEM;SG
sedan	sedan	sedan	sedan	N;SG	N;INDF;MASC;SG
sedan	saloon	sedan	saloon	N;SG	N;INDF;MASC;SG
identifikasi	identifisering	identifikasi	identifisering	N;SG	N;INDF;FEM;SG
identifikasi	identifikasjon	identifikasi	identifikasjon	N;SG	N;INDF;MASC;SG
kebahagiaan	salighet	kebahagiaan	salighet	N;SG	N;INDF;FEM;SG
kebahagiaan	bliss	kebahagiaan	bliss	N;SG	N;INDF;MASC;SG
kebahagiaan	lykken	kebahagiaan	lykk	N;SG	N;INDF;MASC;SG
kebahagiaan	lykke	kebahagiaan	lykke	N;SG	N;INDF;FEM;SG
kebahagiaan	happiness	kebahagiaan	happiness	N;SG	N;INDF;MASC;SG
pemberdayaan	empowerment	pemberdayaan	empowerment	N;SG	N;INDF;MASC;SG
script	manus	script	manus	N	N;INDF;NEUT;SG
komitmen	forpliktelse	komitmen	forpliktelse	N;SG	N;INDF;MASC;SG
komitmen	engasjement	komitmen	engasjement	N;SG	N;INDF;NEUT;SG
kentang	potet	kentang	potet	N;SG	N;INDF;MASC;SG
nutrisi	ernæring	nutrisi	ernæring	N;SG	N;INDF;FEM;SG
jual	sell	jual	sell	N;SG;ACT	N
jual	selg	jual	selg	N;SG;ACT	N;INDF;MASC;SG
jual	selge	jual	selge	N;SG;ACT	N;INDF;MASC;SG
jual	selger	jual	selger	N;SG;ACT	N;INDF;MASC;SG
canggih	advanced	canggih	advanced	N;SG	N
fantasi	fantasy	fantasi	fantasy	N	N;INDF;MASC;SG
fantasi	fantasi	fantasi	fantasi	N	N;INDF;MASC;SG
fantasi	fantasier	fantasi	fantasie	N	N;INDF;MASC;PL
kemunculan	forekomster	kemunculan	forekomster	N;SG	N;INDF;MASC;SG
haiti	haiti	haiti	haiti	N	N;INDF;NEUT;SG
haiti	haitisk	haiti	haitisk	N	N;INDF;MASC;SG
manuskrip	manuskripter	manuskrip	manuskripter	N	N;INDF;FEM;PL
manuskrip	manuskriptet	manuskrip	manuskript	N	N;DEF;NEUT;SG
manuskrip	manuskript	manuskrip	manuskript	N	N;INDF;NEUT;SG
negosiasi	forhandlinger	negosiasi	forhandlinger	N	N;INDF;FEM;PL
negosiasi	forhandling	negosiasi	forhandling	N	N;INDF;FEM;SG
negosiasi	forhandler	negosiasi	forhandle	N	N;INDF;FEM;PL
negosiasi	forhandlinger	negosiasi	forhandlinger	N	N;INDF;FEM;PL
negosiasi	forhandlinger	negosiasi	forhandlinger	N	N;INDF;FEM;PL
negosiasi	forhandlingene	negosiasi	forhandling	N	N;DEF;FEM;PL
sybra	sybra	sybra	sybre	N	N;INDF;NEUT;SG
dialihkan	omdirigerer	dialihkan	omdirigere	V;SG;PASS	V;IND;PRS;FIN
traktat	traktaten	traktat	traktat	N	N;DEF;MASC;SG
traktat	traktat	traktat	trakt	N	N;INDF;MASC;SG
ragu	tvilsomt	ragu	tvilsomt	ADJ;SG	ADJ;INDF;NEUT;SG
syukur	takknemlighet	syukur	takknemlighet	N;SG	N;INDF;NEUT;SG
syukur	høsttakkefest	syukur	høsttakkefest	N;SG	N;INDF;NEUT;SG
syukur	thanksgiving	syukur	thanksgiving	N;SG	N;INDF;FEM;SG
orkestra	orchestra	orkestra	orchestre	N;SG	N;INDF;NEUT;SG
orkestra	orkester	orkestra	orkester	N;SG	N;INDF;NEUT;SG
orkestra	orkester	orkestra	orkester	N;SG	N;INDF;NEUT;SG
suriname	surinam	suriname	surinam	N	N;INDF;MASC;SG
kapel	kapell	kapel	kapell	N	N;INDF;MASC;SG
hara	hara	hara	hare	N	N;INDF;MASC;SG
hias	pynte	hias	pynne	N;SG;ACT	N;INDF;NEUT;SG
penyuntingan	endringer	penyuntingan	endring	N	N;INDF;FEM;PL
penyuntingan	edits	penyuntingan	edits	N	N
penyuntingan	redigeringer	penyuntingan	redigeringer	N	N;INDF;FEM;PL
penyuntingan	redigering	penyuntingan	redigering	N	N;INDF;FEM;SG
kotor	ekkel	kotor	ekkel	ADJ;SG	ADJ;INDF;SG
kotor	møkkete	kotor	møkkete	ADJ;SG	ADJ;INDF;SG
kotor	skittent	kotor	skittent	ADJ;SG	ADJ;INDF;NEUT;SG
kotor	møkkete	kotor	møkkete	ADJ;SG	ADJ;INDF;SG
kotor	skittent	kotor	skittent	ADJ;SG	ADJ;INDF;NEUT;SG
ramayana	ramayana	ramayana	ramayana	N;SG	N;DEF;FEM;SG
komet	komet	komet	kome	N	N;DEF;NEUT;SG
komet	komet	komet	kome	N	N;DEF;NEUT;SG
komet	kometer	komet	kometer	N	N;INDF;MASC;SG
impian	drømmende	impian	drømmende	N;SG	N;INDF;MASC;SG
impian	drømmen	impian	drømme	N;SG	N;DEF;MASC;SG
impian	dream	impian	dreame	N;SG	N;INDF;MASC;SG
impian	drøm	impian	drøm	N;SG	N;INDF;MASC;SG
impian	dreams	impian	dreams	N;SG	N;INDF;SG
semester	semester	semester	semester	N	N;INDF;NEUT;SG
semester	semesteret	semester	semester	N	N;DEF;NEUT;SG
terorisme	terrorisme	terorisme	terrorisme	N;SG	N;INDF;MASC;SG
liputan	dekning	liputan	dekning	N;SG	N;INDF;FEM;SG
liputan	dekningen	liputan	dekning	N;SG	N;DEF;MASC;SG
filter	filter	filter	filter	N;SG	N;INDF;NEUT;SG
filter	filteret	filter	filter	N;SG	N;DEF;NEUT;SG
filter	filter	filter	filter	N;SG	N;INDF;NEUT;SG
filter	filtre	filter	filtre	N;SG	N;INDF;NEUT;SG
apel	eple	apel	eple	N;SG	N;INDF;NEUT;SG
apel	apple	apel	apple	N;SG	N;INDF;MASC;SG
apel	epler	apel	epler	N;SG	N;INDF;NEUT;SG
narkoba	stoff	narkoba	stoff	N;SG	N;INDF;NEUT;SG
narkoba	dop	narkoba	dop	N;SG	N;INDF;MASC;SG
narkoba	narkotika	narkoba	narkotika	N;SG	N;INDF;MASC;SG
narkoba	narko	narkoba	narko	N;SG	N;INDF;MASC;SG
narkoba	rusmiddel	narkoba	rusmiddel	N;SG	N;INDF;NEUT;SG
pencegahan	forebygging	pencegahan	forebygging	N;SG	N;INDF;FEM;SG
tumor	svulst	tumor	svulst	N;SG	N;INDF;MASC;SG
tumor	svulster	tumor	svulster	N;SG	N;INDF;MASC;SG
tumor	svulster	tumor	svulster	N;SG	N;INDF;MASC;SG
mie	nudler	mie	nudler	N	N;INDF;MASC;SG
mie	mie	mie	mie	N	N
mie	nudler	mie	nudler	N	N;INDF;MASC;SG
obyek	objektet	obyek	objekt	N;SG	N;DEF;NEUT;SG
obyek	objekt	obyek	objekt	N;SG	N;INDF;NEUT;SG
obyek	gjenstand	obyek	gjenstand	N;SG	N;INDF;MASC;SG
obyek	object	obyek	object	N;SG	N
opini	oppfatning	opini	oppfatning	N;SG	N;INDF;FEM;SG
opini	mening	opini	mening	N;SG	N;INDF;FEM;SG
karate	karate	karate	karat	N	N;INDF;MASC;SG
pegulat	bryter	pegulat	bryte	N;SG	N;INDF;NEUT;SG
pegulat	bryting	pegulat	bryting	N;SG	N;INDF;FEM;SG
pengucapan	uttale	penucapan	uttale	N;SG	N;INDF;FEM;SG
ranting	kvist	ranting	kvist	N;SG	N;INDF;NEUT;SG
ranting	grein	ranting	grein	N;SG	N;INDF;FEM;SG
ranting	gren	ranting	gren	N;SG	N;INDF;MASC;SG
ranting	grenen	ranting	gren	N;SG	N;DEF;MASC;SG
ranting	branch	ranting	branch	N;SG	N;INDF
istirahat	brekke	istirahat	brekke	N;SG	N;INDF;NEUT;SG
istirahat	pause	istirahat	pause	N;SG	N;INDF;MASC;SG
istirahat	brekk	istirahat	brekk	N;SG	N;INDF;MASC;SG
istirahat	avbrekk	istirahat	avbrekk	N;SG	N;INDF;NEUT;SG
istirahat	hvil	istirahat	hvil	N;SG	N;INDF;MASC;SG
istirahat	rest	istirahat	rest	N;SG	N;INDF;MASC;SG
istirahat	hvile	istirahat	hvile	N;SG	N;INDF;MASC;SG
melintas	krysser	menlintas	krysse	V;SG;ACT	V;IND;PRS;FIN
alternative	alternativ	alternative	alternativ	N;SG	N;INDF;NEUT;SG
alternative	alternativ	alternative	alternativ	N;SG	N;INDF;NEUT;SG
alternative	alternativer	alternative	alternativ	N;SG	N;INDF;NEUT;SG
bijaksana	klokt	bijaksana	klok	ADJ;SG	ADJ;INDF;NEUT;SG
dukun	sjaman	dukun	sjaman	N;SG	N;INDF;MASC;SG
ekonom	økonom	ekonom	økonom	N;SG	N;INDF;MASC;SG
browser	nettlesere	browser	nettlesere	N	N;INDF;FEM;SG
browser	nettleser	browser	nettlese	N	N;INDF;FEM;SG
browser	nettleseren	browser	nettleser	N	N;DEF;MASC;SG
parade	paraden	parade	parad	N	N;DEF;MASC;SG
parade	parade	parade	parad	N	N;INDF;MASC;SG
parade	opptog	parade	opptog	N	N;INDF;NEUT;SG
gembala	hyrde	gembala	hyrde	N;SG	N;INDF;MASC;SG
gembala	gjeter	gembala	gjete	N;SG	N;INDF;MASC;SG
gembala	gjetere	gembala	gjetere	N;SG	N;INDF;MASC;SG
jejaring	nettverksbygging	jejaring	nettverksbygging	N;SG	N;INDF;FEM;SG
dominika	dominika	dominika	dominika	N	N;INDF;MASC;SG
dominika	dominica	dominika	dominica	N	N;INDF;SG
dominika	dominikanere	dominika	dominikanere	N	N;INDF;MASC;SG
terlaris	bestselgende	terlaris	bestselgende	N	N;INDF;MASC;SG
terlaris	bestselger	terlaris	bestselge	N	N;INDF;FEM;PL
terlaris	bestselgeren	terlaris	bestselger	N	N;DEF;MASC;SG
demo	demo	demo	demo	N;SG	N;INDF;MASC;SG
panorama	panorama	panorama	panorama	N;SG	N;INDF;MASC;SG
menyutradarai	dirigere	mensutradarai	dirigere	V;SG;ACT	V;NFIN
menyutradarai	regisserer	mensutradarai	regissere	V;SG;ACT	V;IND;PRS;FIN
siluman	demon	siluman	demon	N;SG	N;INDF;MASC;SG
siluman	djevel	siluman	djevel	N;SG	N;INDF;MASC;SG
siluman	demoner	siluman	demoner	N;SG	N;INDF;MASC;SG
hormat	respekt	hormat	respekt	N;SG	N;INDF;MASC;SG
hormat	hilser	hormat	hilse	N;SG	N;INDF;MASC;SG
hormat	honnør	hormat	honnør	N;SG	N;INDF;MASC;SG
horizontal	vannrett	horizontal	vannrett	N	N;INDF;MASC;SG
horizontal	horisontal	horizontal	horisontal	N	N;INDF;MASC;SG
horizontal	vannrett	horizontal	vannrett	N	N;INDF;MASC;SG
fotografer	fotograf	fotografer	fotograf	N;SG	N;INDF;MASC;SG
skandal	skandalen	skandal	skandal	N;SG	N;DEF;MASC;SG
skandal	skandale	skandal	skandal	N;SG	N;INDF;MASC;SG
skandal	skandaløs	skandal	skandaløs	N;SG	N;INDF;MASC;SG
skandal	skandaler	skandal	skandale	N;SG	N;INDF;NEUT;SG
pengabdian	hengivenhet	penabdian	hengivenh	N;SG	N;DEF;MASC;SG
lebah	bie	lebah	bie	N;SG	N;INDF;MASC;SG
lebah	bee	lebah	be	N;SG	N;INDF;MASC;SG
menyesuaikan	tilpasse	mensesuaikan	tilpasse	V;SG;ACT	V;NFIN
menyesuaikan	tilpasse	mensesuaikan	tilpasse	V;SG;ACT	V;NFIN
menyesuaikan	justere	mensesuaikan	justere	V;SG;ACT	V;NFIN
menyesuaikan	justerer	mensesuaikan	justere	V;SG;ACT	V;IND;PRS;FIN
menyesuaikan	justere	mensesuaikan	justere	V;SG;ACT	V;NFIN
menyesuaikan	justerer	mensesuaikan	justere	V;SG;ACT	V;IND;PRS;FIN
buddhis	buddhist	buddhis	buddhist	N	N;INDF;MASC;SG
buddhis	buddhister	buddhis	buddhister	N	N;INDF;FEM;PL
pemandian	bading	penmandian	bading	N;SG	N;INDF;FEM;SG
pemandian	badehuset	penmandian	badehus	N;SG	N;DEF;NEUT;SG
penasehat	melding	pennasehat	melding	N;SG	N;INDF;FEM;SG
penasehat	rådgivere	pennasehat	rådgivere	N;SG	N;INDF;FEM;SG
penasehat	rådgiver	pennasehat	rådgive	N;SG	N;INDF;MASC;SG
penasehat	rådgiver	pennasehat	rådgive	N;SG	N;INDF;MASC;SG
bulanan	månedlige	bulanan	månedlig	N;SG	N;INDF;MASC;SG
bulanan	månedlig	bulanan	månedlig	N;SG	N;INDF;MASC;SG
ekosistem	økosystem	ekosistem	økosystem	N	N;INDF;NEUT;SG
anatomi	anatomi	anatomi	anatomi	N;SG	N;INDF;MASC;SG
lucu	morsomt	lucu	morsomt	ADJ;SG	ADJ;INDF;NEUT;SG
lucu	morsom	lucu	morsom	ADJ;SG	ADJ;INDF;SG
lucu	pussig	lucu	pussig	ADJ;SG	ADJ;INDF;NEUT;SG
lucu	artig	lucu	artig	ADJ;SG	ADJ;INDF;NEUT;SG
lucu	søt	lucu	søt	ADJ;SG	ADJ;INDF;SG
mendidik	utdanne	mendidik	utdanne	V;SG;ACT	V;NFIN
dibahas	diskuterte	dibahas	diskutere	V;SG;PASS	V;IND;PST;FIN
pendahulunya	forgjenger	pendahulunya	forgjenge	N;SG	N;INDF;MASC;SG
pendahulunya	forgjengere	pendahulunya	forgjengere	N;SG	N;INDF;FEM;SG
kultur	kulturen	kultur	kultur	N	N;DEF;MASC;SG
kultur	kultur	kultur	kultur	N	N;INDF;MASC;SG
kultur	kulturer	kultur	kulture	N	N;INDF;FEM;PL
reproduksi	reproduksjon	reproduksi	reproduksjon	N;SG	N;INDF;MASC;SG
reproduksi	formering	reproduksi	formering	N;SG	N;INDF;FEM;SG
didistribusikan	distribueres	didistribusikan	distribueres	V;SG;PASS	V;NFIN
reruntuhan	ruiner	reruntuhan	ruine	N	N;INDF;FEM;PL
unicode	unicode	unicode	unicode	N	N;INDF;NEUT;SG
kemakmuran	velstand	kemakmuran	velstand	N;SG	N;INDF;MASC;SG
nafsu	lyst	nafsu	lyst	N;SG	N;INDF;NEUT;SG
nafsu	begjær	nafsu	begjær	N;SG	N;INDF;MASC;SG
nafsu	appetitten	nafsu	appetitt	N;SG	N;DEF;MASC;SG
nafsu	appetitt	nafsu	appeti	N;SG	N;INDF;MASC;SG
nafsu	matlyst	nafsu	matlysje	N;SG	N;INDF;NEUT;SG
asuhan	oppdragelse	asuhan	oppdragelse	N;SG	N;INDF;MASC;SG
asuhan	oppvekst	asuhan	oppvekst	N;SG	N;INDF;MASC;SG
sentra	sentra	sentra	senter	N	N;DEF;NEUT;PL
etanol	etanol	etanol	etanol	N	N;INDF;MASC;SG
heading	overskrifter	heading	overskrift	N	N;INDF;FEM;PL
esai	essay	esai	essay	N;SG;ACT	N;INDF;NEUT;SG
esai	essay	esai	essay	N;SG;ACT	N;INDF;NEUT;SG
manik	perler	manik	perle	N	N;INDF;FEM;PL
manik	beady	manik	beady	N	N;INDF;MASC;SG
kapas	bomull	kapas	bomull	N;SG	N;INDF;MASC;SG
kapas	cotton	kapas	cotton	N;SG	N;INDF;NEUT;SG
paten	patent	paten	patent	N;SG	N;INDF;MASC;SG
paten	patenter	paten	patenter	N;SG	N;INDF;MASC;SG
suksesi	arvefølgen	suksesi	arvefølg	N;SG	N;DEF;MASC;SG
dorongan	trang	dorongan	trenge	N;SG	N;INDF;MASC;SG
dorongan	oppmuntring	dorongan	oppmuntring	N;SG	N;INDF;FEM;SG
dorongan	fremdrift	dorongan	fremdrift	N;SG	N;INDF;FEM;SG
penayangan	leveranse	pentayangan	leveranse	N;SG	N;INDF;MASC;SG
penayangan	levering	pentayangan	levering	N;SG	N;INDF;FEM;SG
perbudakan	slaveri	perbudakan	slaveri	N;SG	N;INDF;NEUT;SG
perbudakan	enslavement	perbudakan	enslavement	N;SG	N;INDF;NEUT;SG
mengabaikan	ignorerer	menabaikan	ignorere	V;SG;ACT	V;IND;PRS;FIN
mengabaikan	overser	menabaikan	oversjå	V;SG;ACT	V;IND;PRS;FIN
konversi	konvertering	konversi	konvertering	N;SG	N;INDF;FEM;SG
konversi	konverter	konversi	konverter	N;SG	N;INDF;NEUT;SG
sakramen	sakrament	sakramen	sakrament	N;SG	N;INDF;MASC;SG
botani	botanikk	botani	botanikk	N;SG	N;INDF;MASC;SG
pembicara	talere	penbicara	talere	N;SG	N;INDF;FEM;SG
pembicara	høyttalere	penbicara	høyttalere	N;SG	N;INDF;NEUT;SG
pembicara	høyttaler	penbicara	høyttale	N;SG	N;INDF;NEUT;SG
intervensi	intervensjon	intervensi	intervensjon	N;SG	N;INDF;MASC;SG
intervensi	inngripen	intervensi	inngrip	N;SG	N;DEF;MASC;SG
kemarau	tørke	kemarau	tørke	N;SG	N;INDF;NEUT;SG
kesaksian	vitneutsagn	kesaksian	vitneutsagn	N;SG	N;INDF;NEUT;SG
kesaksian	vitnesbyrd	kesaksian	vitnesbyrd	N;SG	N;INDF;NEUT;SG
kesaksian	vitnemål	kesaksian	vitnemål	N;SG	N;INDF;NEUT;SG
kuantum	quantum	kuantum	quantum	N;SG	N
mekanika	mekanikk	mekanika	mekanikk	N;SG	N;INDF;MASC;SG
penutupan	stenging	pentutupan	stenging	N;SG	N;INDF;FEM;SG
penutupan	lukking	pentutupan	lukking	N;SG	N;INDF;FEM;SG
penutupan	avsluttende	pentutupan	avsluttende	N;SG	N;INDF;FEM;SG
keanekaragaman	mangfold	keanekaragaman	mangfold	N;SG	N;INDF;NEUT;SG
rapi	ryddig	rapi	ryddig	ADJ;SG	ADJ;INDF;NEUT;SG
rapi	ryddig	rapi	ryddig	ADJ;SG	ADJ;INDF;NEUT;SG
kanji	kanji	kanji	kanji	N	N;INDF;NEUT;SG
renovasi	ombygging	renovasi	ombygging	N;SG	N;INDF;FEM;SG
renovasi	renovering	renovasi	renovering	N;SG	N;INDF;FEM;SG
renovasi	oppussing	renovasi	oppussing	N;SG	N;INDF;FEM;SG
investigasi	utredning	investigasi	utredning	N;SG	N;INDF;FEM;SG
investigasi	etterforskning	investigasi	etterforskning	N;SG	N;INDF;FEM;SG
deret	catena	deret	caten	N;SG	N;DEF;FEM;SG
deret	serie	deret	serie	N;SG	N;INDF;MASC;SG
deret	rekke	deret	rekke	N;SG	N;INDF;FEM;SG
takahashi	takahashi	takahashi	takahashi	N	N;INDF;MASC;SG
nopember	november	nopember	november	N	N;INDF;MASC;SG
percepatan	akselerasjon	percepatan	akselerasjon	N;SG	N;INDF;MASC;SG
nara	nara	nara	nare	N;SG	N;INDF;NEUT;SG
dicari	søkte	dicari	søkje	V;SG;PASS	V;IND;PST;FIN
dicari	søkte	dicari	søkje	V;SG;PASS	V;IND;PST;FIN
tekstil	tekstil	tekstil	tekstil	N;SG	N;INDF;FEM;SG
pemilih	velgere	penpilih	velgere	N;SG	N;INDF;MASC;SG
pemilih	velgerne	penpilih	velgern	N;SG	N;INDF;MASC;SG
pemilih	velgeren	penpilih	velger	N;SG	N;DEF;MASC;SG
bereaksi	reagerer	berreaksi	reagere	V;SG;ACT	V;IND;PRS;FIN
bereaksi	reagerte	berreaksi	reagere	V;SG;ACT	V;IND;PST;FIN
bereaksi	reagere	berreaksi	reagere	V;SG;ACT	V;NFIN
berkolaborasi	samarbeide	berkolaborasi	samarbeide	V;SG;ACT	V;NFIN
berkolaborasi	samarbeide	berkolaborasi	samarbeide	V;SG;ACT	V;NFIN
diidentifikasi	identifiserer	diidentifikasi	identifisere	V;SG;PASS	V;IND;PRS;FIN
pemulihan	gjenoppretting	penpulihan	gjenoppretting	N;SG	N;INDF;FEM;SG
pemulihan	restitusjon	penpulihan	restitusjon	N;SG	N;INDF;MASC;SG
pemulihan	bedring	penpulihan	bedring	N;SG	N;INDF;FEM;SG
pemulihan	helbredelse	penpulihan	helbredelse	N;SG	N;INDF;MASC;SG
pemulihan	helbredende	penpulihan	helbredende	N;SG	N;INDF;MASC;SG
pemulihan	healing	penpulihan	healing	N;SG	N;INDF;FEM;SG
katalog	katalogene	katalog	katalog	N	N;DEF;FEM;PL
katalog	katalogen	katalog	katalog	N	N;DEF;MASC;SG
katalog	kataloger	katalog	katalog	N	N;INDF;MASC;SG
katalog	katalogen	katalog	katalog	N	N;DEF;MASC;SG
katalog	katalog	katalog	katalog	N	N;INDF;MASC;SG
artistik	kunstnerisk	artistik	kunstnerisk	ADJ;SG	ADJ;INDF;NEUT;SG
pemusik	musiker	penmusik	musiker	N;SG	N;INDF;MASC;SG
kejam	hensynsløst	kejam	hensynsløst	ADJ;SG	ADJ;INDF;NEUT;SG
kejam	ondskapsfullt	kejam	ondskapsfull	ADJ;SG	ADJ;INDF;NEUT;SG
kejam	grusom	kejam	grusom	ADJ;SG	ADJ;INDF;SG
kejam	slemt	kejam	slemme	ADJ;SG	ADJ;INDF;NEUT;SG
kejam	ondskapsfull	kejam	ondskapsfull	ADJ;SG	ADJ;INDF;NEUT;SG
kejam	grusomt	kejam	grusomt	ADJ;SG	ADJ;INDF;NEUT;SG
menanyakan	spørre	mentanyakan	spørje	V;SG;ACT	V;NFIN
mantra	mantra	mantra	mantre	N	N;INDF;NEUT;SG
mantra	stave	mantra	stave	N	N;INDF;MASC;SG
logistik	logistikk	logistik	logistikk	N	N;INDF;MASC;SG
logistik	logistikken	logistik	logistikk	N	N;DEF;MASC;SG
kegelapan	dark	kegelapan	dark	N;SG	N;INDF;SG
kegelapan	darkness	kegelapan	darkness	N;SG	N;INDF;MASC;SG
kegelapan	mørket	kegelapan	mørke	N;SG	N;DEF;NEUT;SG
reporter	reportere	reporter	reportere	N;SG	N;INDF;FEM;SG
reporter	journalister	reporter	journalister	N;SG	N;INDF;MASC;SG
reporter	reporteren	reporter	reporter	N;SG	N;DEF;MASC;SG
reporter	reporter	reporter	reporter	N;SG	N;INDF;MASC;SG
pengunduran	avskjedssøknad	penunduran	avskjedssøknad	N;SG	N;INDF;MASC;SG
pengunduran	oppsigelse	penunduran	oppsigelse	N;SG	N;INDF;MASC;SG
parit	grøft	parit	grøft	N;SG	N;INDF;FEM;SG
parit	grøfta	parit	grøft	N;SG	N;DEF;FEM;SG
parit	trench	parit	trench	N;SG	N
parit	vollgrav	parit	vollgrav	N;SG	N;INDF;MASC;SG
registrasi	registrering	registrasi	registrering	N	N;INDF;FEM;SG
registrasi	påmelding	registrasi	påmelding	N	N;INDF;FEM;SG
registrasi	vognkort	registrasi	vognkort	N	N;INDF;NEUT;SG
debat	debatter	debat	debatter	N;SG	N;INDF;NEUT;SG
debat	debatt	debat	debatt	N;SG	N;INDF;MASC;SG
motogp	motogp	motogp	motogp	N;SG	N;INDF;MASC;SG
kemiripan	likhet	kemiripan	likhet	N;SG	N;INDF;NEUT;SG
kemiripan	likheten	kemiripan	likhet	N;SG	N;DEF;MASC;SG
kemiripan	likhet	kemiripan	likhet	N;SG	N;INDF;NEUT;SG
kemiripan	likhetstrekk	kemiripan	likhetstrekk	N;SG	N;INDF;NEUT;SG
kemiripan	tilhørighet	kemiripan	tilhørighet	N;SG	N;INDF;FEM;SG
pemancar	senderen	penpancar	sender	N;SG	N;DEF;MASC;SG
pemancar	sendere	penpancar	sendere	N;SG	N;INDF;MASC;SG
teolog	teolog	teolog	teolog	N;SG	N;INDF;MASC;SG
teolog	teologer	teolog	teolog	N;SG	N;INDF;MASC;SG
opsi	alternativer	opsi	alternativ	N;SG	N;INDF;NEUT;SG
opsi	opsjon	opsi	opsjon	N;SG	N;INDF;MASC;SG
opsi	alternativ	opsi	alternativ	N;SG	N;INDF;NEUT;SG
altar	alter	altar	alter	N;SG	N;INDF;NEUT;SG
isteri	kona	isteri	kone	N;SG	N;DEF;FEM;SG
isteri	wife	isteri	wife	N;SG	N
isteri	kone	isteri	kone	N;SG	N;INDF;FEM;SG
isteri	hustru	isteri	hustru	N;SG	N;INDF;MASC;SG
akustik	akustikk	akustik	akustikk	N;SG	N;INDF;MASC;SG
benediktus	benedict	benediktus	benedict	N	N;INDF;NEUT;SG
benediktus	benedikt	benediktus	benedikt	N	N;INDF;MASC;SG
inisiatif	initiativer	inisiatif	initiativ	N;SG	N;INDF;NEUT;SG
inisiatif	initiativ	inisiatif	initiativ	N;SG	N;INDF;NEUT;SG
inisiatif	initiativet	inisiatif	initiativ	N;SG	N;DEF;NEUT;SG
terusan	canal	terusan	canal	N;SG	N;INDF;MASC;SG
terusan	vannvei	terusan	vannvei	N;SG	N;INDF;MASC;SG
umpan	feed	umpan	feed	N;SG	N;INDF;MASC;SG
umpan	agn	umpan	agn	N;SG	N;INDF;MASC;SG
umpan	åte	umpan	åte	N;SG	N;INDF;NEUT;SG
