もの	saker	もの	sak	N	N;NOM;INDF;MASC+FEM;PL
医学	medicin	医学	medicin	N	N;NOM;INDF;MASC+FEM;SG
医学	läkemedel	医学	läkemedel	N	N;NOM;INDF;NEUT;PL
所有	ägde	所有	ägde	V	V;IND;PST;FIN;ACT
所有	ägs	所有	äga	V	V;IND;PRS;FIN;PASS
サー	herrn	サー	herr	N	N;NOM;INDF;MASC+FEM;SG
自己	self	自己	self	N	N;NOM;INDF;NEUT;SG
シーン	scen	シーン	scen	N	N;NOM;INDF;MASC+FEM;SG
シーン	scener	シーン	scen	N	N;NOM;INDF;MASC+FEM;PL
憲法	grundlagen	憲法	grundlag	N	N;NOM;DEF;MASC+FEM;SG
憲法	konstitutionen	憲法	konstitution	N	N;NOM;DEF;MASC+FEM;SG
憲法	författning	憲法	författning	N	N;NOM;INDF;MASC+FEM;SG
憲法	konstitution	憲法	konstitution	N	N;NOM;INDF;MASC+FEM;SG
憲法	grundlag	憲法	grundlag	N	N;NOM;INDF;MASC+FEM;SG
支店	gren	支店	gren	N	N;NOM;INDF;MASC+FEM;SG
支店	filial	支店	filial	N	N;NOM;INDF;MASC+FEM;SG
支店	branch	支店	branch	N	N;NOM;INDF;NEUT;SG
支店	grenen	支店	gren	N	N;NOM;DEF;MASC+FEM;SG
管理	administratör	管理	administratör	N	N;NOM;INDF;MASC+FEM;SG
管理	administratörer	管理	administratör	N	N;NOM;INDF;MASC+FEM;PL
管理	handläggare	管理	handläggare	N	N;NOM;INDF;MASC+FEM;PL
管理	förvaltaren	管理	förvaltare	N	N;NOM;DEF;MASC+FEM;SG
管理	administratör	管理	administratör	N	N;NOM;INDF;MASC+FEM;SG
管理	handläggare	管理	handläggare	N	N;NOM;INDF;MASC+FEM;PL
管理	administratörer	管理	administratör	N	N;NOM;INDF;MASC+FEM;PL
略称	förkortningar	略称	förkortning	N	N;NOM;INDF;MASC+FEM;PL
略称	förkortning	略称	förkortning	N	N;NOM;INDF;MASC+FEM;SG
オープニング	öppnande	オープニング	öppnande	N	N;NOM;INDF;NEUT;SG
オープニング	öppning	オープニング	öppning	N	N;NOM;INDF;MASC+FEM;SG
タウン	town	タウン	town	N	N;NOM;INDF;MASC+FEM;SG
タウン	stad	タウン	stad	N	N;NOM;INDF;MASC+FEM;SG
タウン	staden	タウン	stad	N	N;NOM;DEF;MASC+FEM;SG
カバー	omslag	カバー	omslag	N	N;NOM;INDF;NEUT;SG
コンピュータ	datorn	コンピュータ	dator	N	N;NOM;DEF;MASC+FEM;SG
コンピュータ	dator	コンピュータ	dator	N	N;NOM;INDF;MASC+FEM;SG
コンピュータ	datorer	コンピュータ	dator	N	N;NOM;INDF;MASC+FEM;PL
長い	långa	長い	lång	ADJ	ADJ;NOM;PL
長い	lång	長い	lång	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
統計	statistiken	統計	statistik	N	N;NOM;DEF;MASC+FEM;SG
統計	statistik	統計	statistik	N	N;NOM;INDF;MASC+FEM;SG
統計	statistik	統計	statistik	N	N;NOM;INDF;MASC+FEM;SG
強化	förstärka	強化	förstärka	V	V;IMP;NFIN;ACT
強化	stärka	強化	stärka	V	V;NFIN;ACT
強化	stärka	強化	stärka	V	V;NFIN;ACT
強化	förstärker	強化	förstärka	V	V;IND;PRS;FIN;ACT
強化	förstärka	強化	förstärka	V	V;IMP;NFIN;ACT
パン	pan	パン	pan	N	N;NOM;INDF;MASC+FEM;SG
パン	bröd	パン	bröd	N	N;NOM;INDF;NEUT;SG
インターネット	internet	インターネット	intern	N	N;NOM;DEF;NEUT;SG
パーク	parken	パーク	park	N	N;NOM;DEF;MASC+FEM;SG
パーク	park	パーク	park	N	N;NOM;INDF;MASC+FEM;SG
パーク	stadsparken	パーク	stadspark	N	N;NOM;DEF;MASC+FEM;SG
思想	tänkare	思想	tänkare	N	N;NOM;INDF;MASC+FEM;PL
先生	sensei	先生	sensei	N	N;NOM;INDF;MASC+FEM;SG
先生	lärare	先生	lärare	N	N;NOM;INDF;MASC+FEM;PL
先生	läkaren	先生	läkare	N	N;NOM;DEF;MASC+FEM;SG
先生	doctor	先生	doctor	N	N;NOM;INDF;MASC+FEM;SG
先生	läkare	先生	läkare	N	N;NOM;INDF;MASC+FEM;PL
先生	doktor	先生	doktor	N	N;NOM;INDF;MASC+FEM;SG
ハウス	house	ハウス	house	N	N;NOM;INDF;NEUT;SG
ハウス	huset	ハウス	hus	N	N;NOM;DEF;NEUT;SG
ハウス	hus	ハウス	hus	N	N;NOM;INDF;NEUT;SG
展示	uppvisar	展示	uppvisa	V	V;IND;PRS;FIN;ACT
展示	uppvisar	展示	uppvisa	V	V;IND;PRS;FIN;ACT
月刊	månad	月刊	månad	N	N;NOM;INDF;MASC+FEM;SG
月刊	månadsvis	月刊	månadsvis	N	N;NOM;INDF;MASC+FEM;SG
月刊	månaden	月刊	månad	N	N;NOM;DEF;MASC+FEM;SG
検索	sök	検索	sök	V	V;IMP;FIN;ACT
検索	söka	検索	söka	V	V;IMP;FIN;ACT
検索	söker	検索	söka	V	V;IND;PRS;FIN;ACT
検索	söka	検索	söka	V	V;IMP;FIN;ACT
会員	medlem	会員	medlem	N	N;NOM;INDF;MASC+FEM;SG
会員	medlemmen	会員	medlem	N	N;NOM;DEF;MASC+FEM;SG
会員	ledamot	会員	ledamot	N	N;NOM;INDF;MASC+FEM;SG
会員	medlemskapet	会員	medlemskap	N	N;NOM;DEF;NEUT;SG
会員	medlemskap	会員	medlemskap	N	N;NOM;INDF;NEUT;SG
トンネル	tunnel	トンネル	tunnel	N	N;NOM;INDF;MASC+FEM;SG
トンネル	tunneln	トンネル	tunnel	N	N;NOM;DEF;MASC+FEM;SG
トンネル	tunnlar	トンネル	tunnla	N	N;NOM;INDF;MASC+FEM;PL
トンネル	tunnlarna	トンネル	tunnlare	N	N;NOM;DEF;MASC+FEM;PL
チャート	diagram	チャート	diagram	N	N;NOM;INDF;NEUT;SG
チャート	sjökort	チャート	sjökort	N	N;NOM;INDF;MASC+FEM;PL
チャート	diagram	チャート	diagram	N	N;NOM;INDF;NEUT;SG
内部	interiör	内部	interiö	N	N;NOM;INDF;MASC+FEM;SG
内部	invärtes	内部	invärte	N	N;NOM;INDF;MASC+FEM;SG
内部	internt	内部	intern	N	N;NOM;INDF;NEUT;SG
グリーン	green	グリーン	gre	N	N;NOM;INDF;NEUT;SG
竣工	komplettering	竣工	komplettering	N	N;NOM;INDF;MASC+FEM;SG
カール	curl	カール	curl	N	N;NOM;INDF;NEUT;SG
戦車	stridsvagn	戦車	stridsvagn	N	N;NOM;INDF;NEUT;SG
戦車	tank	戦車	tank	N	N;NOM;INDF;MASC+FEM;SG
戦車	stridsvagnar	戦車	stridsvagen	N	N;NOM;INDF;MASC+FEM;PL
戦車	tanks	戦車	tank	N	N;NOM;INDF;MASC+FEM;SG
戦車	tankar	戦車	tanka	N	N;NOM;INDF;MASC+FEM;PL
スキー	skidor	スキー	skida	N	N;NOM;INDF;MASC+FEM;PL
スキー	ski	スキー	ski	N	N;NOM;INDF;NEUT;SG
スキー	skidor	スキー	skida	N	N;NOM;INDF;MASC+FEM;PL
スキー	skidåkning	スキー	skidåkning	N	N;NOM;INDF;MASC+FEM;SG
愛称	smeknamn	愛称	smeknamn	N	N;NOM;INDF;NEUT;SG
愛称	öknamn	愛称	öknamn	N	N;NOM;INDF;NEUT;SG
愛称	smeknamnet	愛称	smeknamn	N	N;NOM;DEF;NEUT;SG
愛称	smeknamn	愛称	smeknamn	N	N;NOM;INDF;NEUT;SG
消滅	utrotas	消滅	utrota	V	V;NFIN;PASS
再	återupptagande	再	återupptagande	N	N;NOM;INDF;NEUT;SG
ミニ	mini	ミニ	mini	N	N;NOM;INDF;MASC+FEM;SG
機器	anordning	機器	anordning	N	N;NOM;INDF;MASC+FEM;SG
機器	enhet	機器	enhet	N	N;NOM;INDF;MASC+FEM;SG
機器	enheten	機器	enhet	N	N;NOM;DEF;MASC+FEM;SG
機器	utrustning	機器	utrustning	N	N;NOM;INDF;MASC+FEM;SG
機器	enheter	機器	enhet	N	N;NOM;INDF;MASC+FEM;PL
機器	anordningar	機器	anordning	N	N;NOM;INDF;MASC+FEM;PL
プロダクション	produktionen	プロダクション	produktion	N	N;NOM;DEF;MASC+FEM;SG
プロダクション	produktion	プロダクション	produktion	N	N;NOM;INDF;MASC+FEM;SG
プロダクション	tillverkning	プロダクション	tillverkning	N	N;NOM;INDF;MASC+FEM;SG
スタッフ	personal	スタッフ	personal	N	N;NOM;INDF;MASC+FEM;SG
スタッフ	personalen	スタッフ	personal	N	N;NOM;DEF;MASC+FEM;SG
プログラム	program	プログラム	program	N	N;NOM;INDF;NEUT;SG
プログラム	programmet	プログラム	program	N	N;NOM;DEF;NEUT;SG
プログラム	program	プログラム	program	N	N;NOM;INDF;NEUT;SG
プログラム	programmet	プログラム	program	N	N;NOM;DEF;NEUT;SG
プログラム	program	プログラム	program	N	N;NOM;INDF;NEUT;SG
アカデミー	akademin	アカデミー	akademin	N	N;NOM;DEF;MASC+FEM;SG
アカデミー	academy	アカデミー	academy	N	N;NOM;INDF;MASC+FEM;SG
アカデミー	akademi	アカデミー	akademi	N	N;NOM;INDF;MASC+FEM;SG
アカデミー	akademier	アカデミー	akademium	N	N;NOM;INDF;MASC+FEM;PL
司会	moderator	司会	moderator	N	N;NOM;INDF;MASC+FEM;SG
司会	programledare	司会	programledare	N	N;NOM;INDF;MASC+FEM;SG
二	två	二	två	NUM	NUM;NOM
改善	förbättras	改善	förbättra	V	V;IND;PRS;FIN;PASS
改善	förbättra	改善	förbättra	V	V;IMP;FIN;ACT
改善	förbättra	改善	förbättra	V	V;IMP;FIN;ACT
文書	dokumentet	文書	dokument	N	N;NOM;DEF;NEUT;SG
文書	dokument	文書	dokument	N	N;NOM;INDF;NEUT;SG
文書	handling	文書	handling	N	N;NOM;INDF;MASC+FEM;SG
文書	handlingar	文書	handling	N	N;NOM;INDF;MASC+FEM;PL
文書	dokument	文書	dokument	N	N;NOM;INDF;NEUT;SG
世代	generation	世代	generation	N	N;NOM;INDF;MASC+FEM;SG
世代	generationen	世代	generation	N	N;NOM;DEF;MASC+FEM;SG
世代	generering	世代	generering	N	N;NOM;INDF;MASC+FEM;SG
世代	släkte	世代	släkte	N	N;NOM;INDF;NEUT;SG
世代	generationerna	世代	generation	N	N;NOM;DEF;MASC+FEM;PL
世代	generationers	世代	generation	N	N;GEN;INDF;MASC+FEM;PL
世代	generationer	世代	generation	N	N;NOM;INDF;MASC+FEM;PL
ネットワーク	network	ネットワーク	network	N	N;NOM;INDF;NEUT;SG
ネットワーク	nätverket	ネットワーク	nätverk	N	N;NOM;DEF;NEUT;SG
ネットワーク	järnvägsnät	ネットワーク	järnvägsnät	N	N;NOM;INDF;NEUT;SG
ネットワーク	nätverk	ネットワーク	nätverk	N	N;NOM;INDF;NEUT;SG
ネットワーク	nätverk	ネットワーク	nätverk	N	N;NOM;INDF;NEUT;SG
審査	översyn	審査	översyn	N	N;NOM;INDF;MASC+FEM;SG
審査	granskning	審査	granskning	N	N;NOM;INDF;MASC+FEM;SG
審査	omprövning	審査	omprövning	N	N;NOM;INDF;MASC+FEM;SG
審査	recension	審査	recension	N	N;NOM;INDF;MASC+FEM;SG
審査	prövning	審査	prövning	N	N;NOM;INDF;MASC+FEM;SG
審査	undersökning	審査	undersökning	N	N;NOM;INDF;MASC+FEM;SG
重量	tyngd	重量	tyngd	N	N;NOM;INDF;MASC+FEM;SG
重量	vikt	重量	vikt	N	N;NOM;INDF;MASC+FEM;SG
観測	observerar	観測	observera	V	V;IND;PRS;FIN;ACT
観測	observera	観測	observera	V	V;IMP;FIN;ACT
会場	mötesplats	会場	mötesplats	N	N;NOM;INDF;MASC+FEM;SG
会場	lokalen	会場	lokal	N	N;NOM;DEF;MASC+FEM;SG
プレイヤー	player	プレイヤー	play	N	N;NOM;INDF;MASC+FEM;PL
プレイヤー	spelaren	プレイヤー	spelare	N	N;NOM;DEF;MASC+FEM;SG
プレイヤー	spelare	プレイヤー	spel	N	N;NOM;INDF;MASC+FEM;PL
プレイヤー	spelare	プレイヤー	spel	N	N;NOM;INDF;MASC+FEM;PL
河川	river	河川	riva	N	N;NOM;INDF;NEUT;SG
河川	floden	河川	flyd	N	N;NOM;DEF;MASC+FEM;SG
河川	flod	河川	flod	N	N;NOM;INDF;MASC+FEM;SG
河川	floder	河川	flod	N	N;NOM;INDF;MASC+FEM;PL
河川	vattendrag	河川	vattendrag	N	N;NOM;INDF;NEUT;SG
河川	floderna	河川	flod	N	N;NOM;DEF;MASC+FEM;PL
クイズ	frågesport	クイズ	frågesport	N	N;NOM;INDF;MASC+FEM;SG
クイズ	quiz	クイズ	quiz	N	N;NOM;INDF;NEUT;SG
巨大	jättestor	巨大	jättestor	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
巨大	enorm	巨大	enorm	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
巨大	enorma	巨大	enorm	ADJ	ADJ;NOM;PL
伝統	traditioner	伝統	tradition	N	N;NOM;INDF;MASC+FEM;PL
伝統	tradition	伝統	tradition	N	N;NOM;INDF;MASC+FEM;SG
伝統	traditionen	伝統	tradition	N	N;NOM;DEF;MASC+FEM;SG
伝統	traditioner	伝統	tradition	N	N;NOM;INDF;MASC+FEM;PL
ナイト	riddare	ナイト	riddare	N	N;NOM;INDF;MASC+FEM;PL
ナイト	springare	ナイト	spring	N	N;NOM;INDF;MASC+FEM;PL
ナイト	natten	ナイト	natt	N	N;NOM;DEF;MASC+FEM;SG
ナイト	night	ナイト	night	N	N;NOM;INDF;MASC+FEM;SG
ナイト	kväll	ナイト	kväll	N	N;NOM;INDF;MASC+FEM;SG
ナイト	natt	ナイト	natt	N	N;NOM;INDF;MASC+FEM;SG
区分	kategori	区分	kategori	N	N;NOM;INDF;MASC+FEM;SG
区分	kategorin	区分	kategori	N	N;NOM;DEF;MASC+FEM;SG
旅行	reser	旅行	resa	V	V;IND;PRS;FIN;ACT
旅行	reser	旅行	resa	V	V;IND;PRS;FIN;ACT
ルー	lou	ルー	lou	N	N;NOM;INDF;MASC+FEM;PL
要求	kräver	要求	kräva	V	V;IND;PRS;FIN;ACT
後継	efterföljare	後継	efterföljare	N	N;NOM;INDF;MASC+FEM;PL
後継	efterträdare	後継	efterträdare	N	N;NOM;INDF;MASC+FEM;SG
月曜	måndagar	月曜	måndag	N	N;NOM;INDF;MASC+FEM;PL
少ない	färre	少ない	få	ADJ	ADJ;NOM;CMPR
少ない	färre	少ない	få	ADJ	ADJ;NOM;CMPR
比較	jämför	比較	jämföra	V	V;IMP;FIN;ACT
比較	jämföra	比較	jämföra	V	V;IMP;FIN;ACT
貴族	adelsmän	貴族	adelsman	N	N;NOM;INDF;MASC+FEM;PL
向上	förbättra	向上	förbättra	V	V;IMP;FIN;ACT
バトル	battle	バトル	battle	N	N;NOM;INDF;NEUT;SG
バトル	slaget	バトル	slag	N	N;NOM;DEF;NEUT;SG
バトル	kamp	バトル	kamp	N	N;NOM;INDF;MASC+FEM;SG
バトル	strid	バトル	strid	N	N;NOM;INDF;MASC+FEM;SG
日曜	söndagar	日曜	söndag	N	N;NOM;INDF;MASC+FEM;PL
日曜	söndagarna	日曜	söndagare	N	N;NOM;DEF;MASC+FEM;PL
ダンス	dance	ダンス	danc	N	N;NOM;INDF;NEUT;SG
ダンス	dans	ダンス	dans	N	N;NOM;INDF;MASC+FEM;SG
ダンス	dancing	ダンス	dancing	N	N;NOM;INDF;MASC+FEM;SG
ダンス	dans	ダンス	dans	N	N;NOM;INDF;MASC+FEM;SG
資格	kvalifikationer	資格	kvalifikation	N	N;NOM;INDF;MASC+FEM;PL
資格	kvalifikationer	資格	kvalifikation	N	N;NOM;INDF;MASC+FEM;PL
資格	kvalificering	資格	kvalificering	N	N;NOM;INDF;MASC+FEM;SG
実現	insåg	実現	inse	V	V;IMP;FIN;ACT
ミサイル	missiler	ミサイル	missil	N	N;NOM;INDF;MASC+FEM;PL
ミサイル	robotar	ミサイル	robota	N	N;NOM;INDF;MASC+FEM;PL
ミサイル	missil	ミサイル	missil	N	N;NOM;INDF;MASC+FEM;SG
ミサイル	robot	ミサイル	robot	N	N;NOM;INDF;MASC+FEM;SG
文章	domen	文章	dom	N	N;NOM;DEF;MASC+FEM;SG
文章	meningen	文章	mening	N	N;NOM;DEF;MASC+FEM;SG
文章	mening	文章	mening	N	N;NOM;INDF;MASC+FEM;SG
到着	ankommer	到着	ankomma	V	V;IND;PRS;FIN;ACT
到着	anländer	到着	anland	V	V;IMP;PRS;FIN;ACT
到着	anlända	到着	anlända	V	V;IMP;FIN;ACT
平和	fridfullt	平和	fridfull	ADJ	ADJ;NOM;INDF;NEUT;SG
平和	fredlig	平和	fredlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
平和	fredligt	平和	fredlig	ADJ	ADJ;NOM;INDF;NEUT;SG
平和	fridfull	平和	fridfull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
平和	fredliga	平和	fredlig	ADJ	ADJ;NOM;PL
集合	uppsättning	集合	uppsättning	N	N;NOM;INDF;MASC+FEM;SG
集合	set	集合	se	N	N;NOM;INDF;NEUT;SG
集合	uppsättningar	集合	uppsättning	N	N;NOM;INDF;MASC+FEM;PL
集合	set	集合	se	N	N;NOM;INDF;NEUT;SG
集合	satser	集合	sats	N	N;NOM;INDF;MASC+FEM;PL
コンサート	konsert	コンサート	konsert	N	N;NOM;INDF;MASC+FEM;SG
コンサート	konserter	コンサート	konsert	N	N;NOM;INDF;MASC+FEM;PL
回転	roterar	回転	rotera	V	V;IND;PRS;FIN;ACT
回転	rotera	回転	rotera	V	V;IMP;FIN;ACT
ロボット	robot	ロボット	robot	N	N;NOM;INDF;MASC+FEM;SG
ロボット	robotar	ロボット	robota	N	N;NOM;INDF;MASC+FEM;PL
歩兵	infanteriet	歩兵	infanteri	N	N;NOM;DEF;NEUT;SG
青年	ungdomar	青年	ungdom	N	N;NOM;INDF;MASC+FEM;PL
青年	ungdom	青年	ungdom	N	N;NOM;INDF;MASC+FEM;SG
青年	ungdomsfrågor	青年	ungdomsfråga	N	N;NOM;INDF;MASC+FEM;PL
小惑星	asteroider	小惑星	asteroid	N	N;NOM;INDF;MASC+FEM;PL
小惑星	asteroid	小惑星	asteroid	N	N;NOM;INDF;MASC+FEM;SG
用語	term	用語	term	N	N;NOM;INDF;MASC+FEM;SG
用語	termen	用語	term	N	N;NOM;DEF;MASC+FEM;SG
用語	termer	用語	term	N	N;NOM;INDF;MASC+FEM;PL
用語	begrepp	用語	begrepp	N	N;NOM;INDF;NEUT;PL
用語	villkor	用語	villkor	N	N;NOM;INDF;NEUT;PL
用語	terminologin	用語	terminologi	N	N;NOM;DEF;MASC+FEM;SG
用語	terminologi	用語	terminologi	N	N;NOM;INDF;MASC+FEM;SG
前身	föregångare	前身	föregångare	N	N;NOM;INDF;MASC+FEM;PL
前身	föregångare	前身	föregångare	N	N;NOM;INDF;MASC+FEM;PL
前身	föregångare	前身	föregångare	N	N;NOM;INDF;MASC+FEM;PL
姉妹	systrar	姉妹	syster	N	N;NOM;INDF;MASC+FEM;PL
姉妹	syster	姉妹	syster	N	N;NOM;INDF;MASC+FEM;SG
姉妹	sister	姉妹	sist	N	N;NOM;INDF;MASC+FEM;SG
小さな	små	小さな	liten	ADJ	ADJ;NOM;PL
小さな	liten	小さな	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
テン	mårten	テン	mårt	N	N;NOM;DEF;MASC+FEM;SG
テン	ten	テン	ten	N	N;NOM;INDF;NEUT;SG
一致	matchar	一致	matcha	V	V;IND;PRS;FIN;ACT
一致	matchar	一致	matcha	V	V;IND;PRS;FIN;ACT
一致	matcha	一致	matcha	V	V;IMP;FIN;ACT
適用	tillämpa	適用	tillämpa	V	V;IMP;FIN;ACT
適用	applicera	適用	applicera	V	V;IMP;FIN;ACT
イオン	joner	イオン	jon	N	N;NOM;INDF;MASC+FEM;PL
仲間	kamrat	仲間	kamrat	N	N;NOM;INDF;MASC+FEM;SG
ソロ	solo	ソロ	solo	N	N;NOM;INDF;MASC+FEM;SG
フィールド	field	フィールド	field	N	N;NOM;INDF;MASC+FEM;SG
フィールド	fält	フィールド	fält	N	N;NOM;INDF;NEUT;SG
フィールド	fältet	フィールド	fält	N	N;NOM;DEF;NEUT;SG
フィールド	fields	フィールド	field	N	N;NOM;INDF;MASC+FEM;SG
フィールド	fält	フィールド	fält	N	N;NOM;INDF;NEUT;SG
フィールド	fälten	フィールド	fält	N	N;NOM;DEF;MASC+FEM;SG
キロ	kilometer	キロ	kilomet	N	N;NOM;INDF;MASC+FEM;PL
キロ	kilo	キロ	kilo	N	N;NOM;INDF;NEUT;SG
論文	tes	論文	tes	N	N;NOM;INDF;MASC+FEM;SG
論文	avhandling	論文	avhandling	N	N;NOM;INDF;MASC+FEM;SG
休止	pausa	休止	pausa	V	V;IMP;FIN;ACT
福祉	socialbidrag	福祉	socialbidrag	N	N;NOM;INDF;NEUT;SG
福祉	välfärd	福祉	välfärd	N	N;NOM;INDF;MASC+FEM;SG
福祉	välfärden	福祉	välfärd	N	N;NOM;DEF;MASC+FEM;SG
レポート	anmäl	レポート	anmäl	N	N;NOM;INDF;NEUT;SG
レポート	rapport	レポート	rapport	N	N;NOM;INDF;MASC+FEM;SG
レポート	betänkande	レポート	betänka	N	N;NOM;INDF;NEUT;SG
レポート	anmälan	レポート	anmälan	N	N;NOM;INDF;MASC+FEM;SG
レポート	rapportering	レポート	rapportering	N	N;NOM;INDF;MASC+FEM;SG
レポート	rapporter	レポート	rapport	N	N;NOM;INDF;MASC+FEM;PL
レポート	betänkanden	レポート	betänkande	N	N;NOM;INDF;NEUT;PL
要素	grundämnen	要素	grundämn	N	N;NOM;DEF;MASC+FEM;SG
要素	inslag	要素	inslag	N	N;NOM;INDF;NEUT;SG
要素	element	要素	element	N	N;NOM;INDF;NEUT;SG
要素	elementet	要素	elemente	N	N;NOM;DEF;NEUT;SG
要素	element	要素	element	N	N;NOM;INDF;NEUT;SG
市町村	kommuner	市町村	kommun	N	N;NOM;INDF;MASC+FEM;PL
市町村	kommunerna	市町村	kommun	N	N;NOM;DEF;MASC+FEM;PL
市町村	kommunen	市町村	kommun	N	N;NOM;DEF;MASC+FEM;SG
市町村	kommun	市町村	kommun	N	N;NOM;INDF;MASC+FEM;SG
平日	vardag	平日	vardag	N	N;NOM;INDF;MASC+FEM;SG
平日	veckodag	平日	veckodag	N	N;NOM;INDF;MASC+FEM;SG
平日	vardagar	平日	vardag	N	N;NOM;INDF;MASC+FEM;PL
ブラ	bh	ブラ	bh	N	N;NOM;INDF;MASC+FEM;SG
地図	kartlägga	地図	kartlägga	V	V;IMP;NFIN;ACT
衛星	satellit	衛星	satellit	N	N;NOM;INDF;MASC+FEM;SG
衛星	satelliten	衛星	satelliten	N	N;NOM;DEF;MASC+FEM;SG
性能	föreställning	性能	föreställning	N	N;NOM;INDF;MASC+FEM;SG
性能	performance	性能	performance	N	N;NOM;INDF;MASC+FEM;SG
性能	resultat	性能	resultat	N	N;NOM;INDF;NEUT;SG
性能	prestanda	性能	prestanda	N	N;NOM;INDF;MASC+FEM;SG
カメラ	kamera	カメラ	kamera	N	N;NOM;INDF;MASC+FEM;SG
カメラ	kameran	カメラ	kamera	N	N;NOM;DEF;MASC+FEM;SG
カメラ	kameror	カメラ	kameror	N	N;NOM;INDF;MASC+FEM;PL
役割	rollen	役割	roll	N	N;NOM;DEF;MASC+FEM;SG
役割	roll	役割	roll	N	N;NOM;INDF;MASC+FEM;SG
役割	rollerna	役割	roll	N	N;NOM;DEF;MASC+FEM;PL
役割	roller	役割	roll	N	N;NOM;INDF;MASC+FEM;PL
ティー	tee	ティー	tee	N	N;NOM;INDF;MASC+FEM;SG
参議	sangi	参議	sangi	N	N;NOM;INDF;MASC+FEM;SG
ワイド	wide	ワイド	wide	N	N;NOM;INDF;NEUT;SG
講師	föreläsare	講師	föreläsare	N	N;NOM;INDF;MASC+FEM;PL
講師	instruktörer	講師	instruktör	N	N;NOM;INDF;MASC+FEM;PL
講師	instruktör	講師	instruktör	N	N;NOM;INDF;MASC+FEM;SG
サブ	sub	サブ	sub	N	N;NOM;INDF;MASC+FEM;SG
読み	läs	読む	läsa	V	V;IMP;FIN;ACT
読み	läser	読む	läsa	V	V;IND;PRS;FIN;ACT
読み	läsa	読む	läsa	V	V;IMP;FIN;ACT
読み	läste	読む	läsa	V	V;IMP;FIN;ACT
指名	nominerar	指名	nominera	V	V;IND;PRS;FIN;ACT
コレクション	samlingar	コレクション	samling	N	N;NOM;INDF;MASC+FEM;PL
コレクション	samling	コレクション	samling	N	N;NOM;INDF;MASC+FEM;SG
コレクション	samlingen	コレクション	samling	N	N;NOM;DEF;MASC+FEM;SG
コレクション	collection	コレクション	collection	N	N;NOM;INDF;MASC+FEM;SG
コレクション	insamling	コレクション	insamling	N	N;NOM;INDF;MASC+FEM;SG
犯罪	kriminalitet	犯罪	kriminalitet	N	N;NOM;INDF;MASC+FEM;SG
犯罪	brottslighet	犯罪	brottslighet	N	N;NOM;INDF;MASC+FEM;SG
犯罪	brott	犯罪	brott	N	N;NOM;INDF;NEUT;SG
犯罪	crime	犯罪	crime	N	N;NOM;INDF;MASC+FEM;SG
大陸	världsdel	大陸	världsdel	N	N;NOM;INDF;MASC+FEM;SG
大陸	kontinent	大陸	kontinent	N	N;NOM;INDF;MASC+FEM;SG
大陸	kontinenten	大陸	kontinent	N	N;NOM;DEF;MASC+FEM;SG
大陸	kontinenter	大陸	kontinent	N	N;NOM;INDF;MASC+FEM;PL
大陸	världsdelar	大陸	världsdel	N	N;NOM;INDF;MASC+FEM;PL
画面	bildskärm	画面	bildskärm	N	N;NOM;INDF;MASC+FEM;SG
画面	skärmen	画面	skärm	N	N;NOM;DEF;MASC+FEM;SG
画面	skärm	画面	skärm	N	N;NOM;INDF;MASC+FEM;SG
医師	läkare	医師	läkare	N	N;NOM;INDF;MASC+FEM;PL
医師	läkares	医師	läkares	N	N;NOM;INDF;MASC+FEM;SG
医師	doktorer	医師	doktor	N	N;NOM;INDF;MASC+FEM;PL
医師	läkare	医師	läkare	N	N;NOM;INDF;MASC+FEM;PL
医師	läkaren	医師	läkare	N	N;NOM;DEF;MASC+FEM;SG
医師	doctor	医師	doctor	N	N;NOM;INDF;MASC+FEM;SG
医師	läkare	医師	läkare	N	N;NOM;INDF;MASC+FEM;PL
医師	doktor	医師	doktor	N	N;NOM;INDF;MASC+FEM;SG
国会	parlamentet	国会	parlamente	N	N;NOM;DEF;NEUT;SG
国会	riksdagen	国会	riksdag	N	N;NOM;DEF;MASC+FEM;SG
国会	riksdag	国会	riksdag	N	N;NOM;INDF;MASC+FEM;SG
国会	parlament	国会	parlament	N	N;NOM;INDF;NEUT;SG
国会	dieten	国会	diet	N	N;NOM;DEF;MASC+FEM;SG
国会	kost	国会	kost	N	N;NOM;INDF;MASC+FEM;SG
国会	kosthållning	国会	kosthållning	N	N;NOM;INDF;MASC+FEM;SG
国会	diet	国会	du	N	N;NOM;INDF;MASC+FEM;SG
インタビュー	intervjun	インタビュー	intervjun	N	N;NOM;DEF;MASC+FEM;SG
インタビュー	intervju	インタビュー	intervju	N	N;NOM;INDF;MASC+FEM;SG
インタビュー	intervjuer	インタビュー	intervju	N	N;NOM;INDF;MASC+FEM;PL
インタビュー	intervjuerna	インタビュー	intervju	N	N;NOM;DEF;MASC+FEM;PL
マガジン	tidskrift	マガジン	tidskrift	N	N;NOM;INDF;MASC+FEM;SG
マガジン	tidskriften	マガジン	tidskrift	N	N;NOM;DEF;MASC+FEM;SG
マガジン	tidningen	マガジン	tidning	N	N;NOM;DEF;MASC+FEM;SG
