categoría	kategori	categoría	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
nacionales	nationale	nacional	national	ADJ;PL	ADJ;PL
nacionales	landsdækkende	nacional	landsdækkende	ADJ;PL	ADJ
cantón	guangzhou	cantón	guangzhou	N;MASC;SG	N;INDF;MASC+FEM;SG
cantón	canton	cantón	canton	N;MASC;SG	N;INDF;MASC+FEM;SG
nuevas	nye	nuevo	ny	ADJ;FEM;PL	ADJ;PL
sencillo	simpel	sencillo	simpel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sencillo	enkelt	sencillo	enkelt	ADJ;MASC;SG	ADJ;INDF;SG
sencillo	enkel	sencillo	enkel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sencillo	simpelt	sencillo	simpel	ADJ;MASC;SG	ADJ
sencillo	enkelt	sencillo	enkelt	ADJ;MASC;SG	ADJ;INDF;SG
sencillo	enlig	sencillo	enlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sencillo	nemt	sencillo	nemt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
sencillo	nem	sencillo	nem	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sencillo	let	sencillo	let	ADJ;MASC;SG	ADJ;INDF;SG
sencillo	rolig	sencillo	rolig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
participación	inddragelse	participación	inddragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
participación	involvering	participación	involvering	N;FEM;SG	N;INDF;MASC+FEM;SG
participación	engagement	participación	engagement	N;FEM;SG	N;INDF;NEUT;SG
participación	valgdeltagelse	participación	valgdeltagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
participación	fremmøde	participación	fremmøde	N;FEM;SG	N;INDF;NEUT;SG
participación	valgdeltagelsen	participación	valgdeltagelse	N;FEM;SG	N;DEF;MASC+FEM;SG
participación	deltagelse	participación	deltagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
participación	medindflydelse	participación	medindflydelse	N;FEM;SG	N;INDF;MASC+FEM;SG
participación	medbestemmelse	participación	medbestemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
fuerte	kraftig	fuerte	kraftig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
fuerte	stærk	fuerte	stærk	ADJ;SG	ADJ;INDF;MASC+FEM;SG
italiano	italiener	italiano	italiener	N;MASC;SG	N;INDF;MASC+FEM;SG
primeras	første	primero	første	ADJ;FEM;PL	ADJ
posee	besidder	poseer	besidde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
jugadores	aktører	jugador	aktøre	N;MASC;PL	N;INDF;MASC+FEM;PL
jugadores	spillerne	jugador	spiller	N;MASC;PL	N;DEF;MASC+FEM;PL
jugadores	spillere	jugador	spiller	N;MASC;PL	N;INDF;MASC+FEM;PL
jugadores	spillere	jugador	spiller	N;MASC;PL	N;INDF;MASC+FEM;PL
seguridad	tryghed	seguridad	tryghed	N;FEM;SG	N;INDF;MASC+FEM;SG
seguridad	sikkerhed	seguridad	sikkerhed	N;FEM;SG	N;INDF;MASC+FEM;SG
seguridad	sikkerheden	seguridad	sikkerhed	N;FEM;SG	N;DEF;MASC+FEM;SG
seguridad	sikkerhed	seguridad	sikkerhed	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	administrator	administración	administrator	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	management	administración	management	N;FEM;SG	N;INDF;NEUT;SG
administración	forvaltning	administración	forvaltning	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	ledelsen	administración	ledelse	N;FEM;SG	N;DEF;MASC+FEM;SG
administración	ledelse	administración	ledelse	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	indgivelse	administración	indgivelse	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	forvaltning	administración	forvaltning	N;FEM;SG	N;INDF;MASC+FEM;SG
administración	administration	administración	administration	N;FEM;SG	N;INDF;MASC+FEM;SG
empresas	virksomheder	empresa	virksomhed	N;FEM;PL	N;INDF;MASC+FEM;PL
empresas	selskaber	empresa	selskab	N;FEM;PL	N;INDF;NEUT;PL
empresas	virksomheder	empresa	virksomhed	N;FEM;PL	N;INDF;MASC+FEM;PL
empresas	firmaer	empresa	firma	N;FEM;PL	N;INDF;NEUT;PL
empresas	foretagender	empresa	foretagende	N;FEM;PL	N;INDF;NEUT;PL
empresas	virksomhederne	empresa	virksomhed	N;FEM;PL	N;DEF;MASC+FEM;PL
empresas	virksomheder	empresa	virksomhed	N;FEM;PL	N;INDF;MASC+FEM;PL
mercado	markedspladsen	mercado	markedsplads	N;MASC;SG	N;DEF;MASC+FEM;SG
mercado	markedsplads	mercado	markedsplads	N;MASC;SG	N;INDF;MASC+FEM;SG
mercado	markedet	mercado	marked	N;MASC;SG	N;DEF;NEUT;SG
mercado	marked	mercado	marked	N;MASC;SG	N;INDF;NEUT;SG
gonzález	gonzález	gonzález	gonzález	N;MASC;SG	N;INDF;MASC+FEM;SG
gonzález	gonzales	gonzález	gonzal	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
gonzález	gonzales	gonzález	gonzal	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
gonzález	gonzález	gonzález	gonzález	N;MASC;SG	N;INDF;MASC+FEM;SG
lucha	brydning	lucha	brydning	N;FEM;SG	N;INDF;MASC+FEM;SG
lucha	wrestling	lucha	wrestling	N;FEM;SG	N;INDF;MASC+FEM;SG
lucha	slåskamp	lucha	slåskamp	N;FEM;SG	N;INDF;MASC+FEM;SG
lucha	kamp	lucha	kamp	N;FEM;SG	N;INDF;MASC+FEM;SG
lucha	slåskamp	lucha	slåskamp	N;FEM;SG	N;INDF;MASC+FEM;SG
lucha	kamp	lucha	kamp	N;FEM;SG	N;INDF;MASC+FEM;SG
estructura	strukturen	estructura	struktur	N;FEM;SG	N;DEF;MASC+FEM;SG
estructura	struktur	estructura	struktur	N;FEM;SG	N;INDF;MASC+FEM;SG
estructura	opbygning	estructura	opbygning	N;FEM;SG	N;INDF;MASC+FEM;SG
jesús	jesus	jesú	jesus	N;MASC;SG	N;INDF;MASC+FEM;SG
ocupación	indflytning	ocupación	indflytning	N;FEM;SG	N;INDF;MASC+FEM;SG
ocupación	besættelse	ocupación	besættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
ocupación	erhverv	ocupación	erhverv	N;FEM;SG	N;INDF;NEUT;SG
ocupación	indflytning	ocupación	indflytning	N;FEM;SG	N;INDF;MASC+FEM;SG
literatura	litteratur	literatura	litteratur	N;FEM;SG	N;INDF;MASC+FEM;SG
literatura	litteraturen	literatura	litteratur	N;FEM;SG	N;DEF;MASC+FEM;SG
católica	katolsk	católico	katolsk	ADJ;FEM;SG	ADJ;INDF;SG
armas	armene	arma	arm	N;FEM;PL	N;DEF;MASC+FEM;PL
armas	arme	arma	arm	N;FEM;PL	N;INDF;MASC+FEM;PL
armas	våben	arma	våben	N;FEM;PL	N;INDF;NEUT;PL
armas	våben	arma	våben	N;FEM;PL	N;INDF;NEUT;PL
armas	skydevåben	arma	skydevåben	N;FEM;PL	N;INDF;NEUT;PL
armas	geværer	arma	gevære	N;FEM;PL	N;INDF;MASC+FEM;PL
armas	våben	arma	våben	N;FEM;PL	N;INDF;NEUT;PL
armas	pistoler	arma	pistol	N;FEM;PL	N;INDF;MASC+FEM;PL
armas	skydevåben	arma	skydevåben	N;FEM;PL	N;INDF;NEUT;PL
armas	kanoner	arma	kanon	N;FEM;PL	N;INDF;MASC+FEM;PL
energía	energi	energía	energi	N;FEM;SG	N;INDF;MASC+FEM;SG
idioma	sprog	idioma	sprog	N;MASC;SG	N;INDF;NEUT;SG
idioma	sproget	idioma	sprog	N;MASC;SG	N;DEF;NEUT;SG
cabeza	hovede	cabeza	hove	N;FEM;SG	N;INDF;NEUT;SG
cabeza	hovedet	cabeza	hoved	N;FEM;SG	N;DEF;NEUT;SG
cabeza	hoved	cabeza	hoved	N;FEM;SG	N;INDF;NEUT;SG
cabeza	krone	cabeza	krone	N;FEM;SG	N;INDF;MASC+FEM;SG
gobernador	guvernør	gobernador	guvernør	N;MASC;SG	N;INDF;MASC+FEM;SG
gobernador	guvernøren	gobernador	guvernør	N;MASC;SG	N;DEF;MASC+FEM;SG
mes	måneden	mes	måned	N;MASC;SG	N;DEF;MASC+FEM;SG
mes	måned	mes	måned	N;MASC;SG	N;INDF;MASC+FEM;SG
situado	beliggende	situado	beliggende	ADJ;MASC;SG;V.PTCP	ADJ
situado	beliggende	situado	beliggende	ADJ;MASC;SG;V.PTCP	ADJ
diferencia	varians	diferencia	varian	N;FEM;SG	N;INDF;MASC+FEM;SG
diferencia	forskel	diferencia	forskel	N;FEM;SG	N;INDF;MASC+FEM;SG
objetivo	målet	objetivo	mål	N;MASC;SG	N;DEF;NEUT;SG
objetivo	mål	objetivo	mål	N;MASC;SG	N;INDF;NEUT;SG
objetivo	mål	objetivo	mål	N;MASC;SG	N;INDF;NEUT;SG
objetivo	formål	objetivo	formål	N;MASC;SG	N;INDF;NEUT;SG
objetivo	objektiv	objetivo	objektiv	N;MASC;SG	N;INDF;MASC+FEM;SG
objetivo	målsætning	objetivo	målsætning	N;MASC;SG	N;INDF;MASC+FEM;SG
objetivo	mål	objetivo	mål	N;MASC;SG	N;INDF;NEUT;SG
ruta	route	ruta	route	N;FEM;SG	N;INDF;MASC+FEM;SG
ruta	ruten	ruta	ruten	N;FEM;SG	N;DEF;MASC+FEM;SG
ruta	rute	ruta	rute	N;FEM;SG	N;INDF;MASC+FEM;SG
economía	økonomi	economía	økonomi	N;FEM;SG	N;INDF;MASC+FEM;SG
economía	sparsommelighed	economía	sparsommelighed	N;FEM;SG	N;INDF;MASC+FEM;SG
economía	økonomi	economía	økonomi	N;FEM;SG	N;INDF;MASC+FEM;SG
economía	økonomien	economía	økonomi	N;FEM;SG	N;DEF;MASC+FEM;SG
histórico	historisk	histórico	historisk	ADJ;MASC;SG	ADJ;INDF;SG
histórico	historisk	histórico	historisk	ADJ;MASC;SG	ADJ;INDF;SG
india	indianer	india	indiane	N;FEM;SG	N;INDF;MASC+FEM;SG
india	indisk	india	indisk	N;FEM;SG	N;INDF;MASC+FEM;SG
india	indian	india	indian	N;FEM;SG	N;INDF;MASC+FEM;SG
flores	blomster	flor	blomst	N;FEM;PL	N;INDF;NEUT;PL
visita	besøg	visita	besøg	N;FEM;SG	N;INDF;NEUT;SG
visita	visit	visita	visit	N;FEM;SG	N;INDF;MASC+FEM;SG
conde	tælling	conde	tælling	N;MASC;SG	N;INDF;MASC+FEM;SG
conde	optælling	conde	optælling	N;MASC;SG	N;INDF;MASC+FEM;SG
conde	greve	conde	grev	N;MASC;SG	N;INDF;MASC+FEM;SG
conde	jarl	conde	jarl	N;MASC;SG	N;INDF;MASC+FEM;SG
fase	fasen	fase	fasen	N;FEM;SG	N;DEF;MASC+FEM;SG
fase	fase	fase	fase	N;FEM;SG	N;INDF;MASC+FEM;SG
resultados	resultater	resultado	resultat	N;MASC;PL	N;INDF;NEUT;PL
resultados	resultaterne	resultado	resultat	N;MASC;PL	N;DEF;NEUT;PL
niños	børn	niño	barn	N;MASC;PL	N;INDF;NEUT;PL
niños	unger	niño	unge	N;MASC;PL	N;INDF;MASC+FEM;PL
niños	børn	niño	barn	N;MASC;PL	N;INDF;NEUT;PL
niños	børns	niño	barn	N;MASC;PL	N;GEN;INDF;NEUT;PL
https	https	http	https	N	N;INDF;MASC+FEM;SG
pequeña	lille	pequeño	lille	ADJ;FEM;SG	ADJ;SG
pequeña	lille	pequeño	lille	ADJ;FEM;SG	ADJ;SG
presenta	præsenterer	presentar	præsentere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
campaña	kampagne	campaña	kampagne	N;FEM;SG	N;INDF;MASC+FEM;SG
campaña	kampagnen	campaña	kampagne	N;FEM;SG	N;DEF;MASC+FEM;SG
dar	giv	dar	give	V;NFIN	V;IMP
dar	giver	dar	give	V;NFIN	V;IND;PRS;FIN;ACT
dar	give	dar	give	V;NFIN	V;NFIN;ACT
colegio	skolen	colegio	skole	N;MASC;SG	N;DEF;MASC+FEM;SG
colegio	school	colegio	school	N;MASC;SG	N;INDF;MASC+FEM;SG
colegio	skole	colegio	skole	N;MASC;SG	N;INDF;MASC+FEM;SG
colegio	kollegium	colegio	kollegium	N;MASC;SG	N;INDF;NEUT;SG
colegio	college	colegio	college	N;MASC;SG	N;INDF;MASC+FEM;SG
occidental	vestlig	occidental	vestlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
occidental	vestligt	occidental	vestligt	ADJ;SG	ADJ;INDF;NEUT;SG
aproximadamente	groft	aproximadamente	groft	ADV	ADV
ocasiones	lejligheder	ocasión	lejlighed	N;FEM;PL	N;INDF;MASC+FEM;PL
tropas	tropperne	tropa	trop	N;FEM;PL	N;DEF;MASC+FEM;PL
tropas	tropper	tropa	troppe	N;FEM;PL	N;INDF;MASC+FEM;PL
sección	afdeling	sección	afdeling	N;FEM;SG	N;INDF;MASC+FEM;SG
sección	sektion	sección	sektion	N;FEM;SG	N;INDF;MASC+FEM;SG
sección	afsnittet	sección	afsnitte	N;FEM;SG	N;DEF;NEUT;SG
sección	afsnit	sección	afsnit	N;FEM;SG	N;INDF;NEUT;SG
presencia	forekomst	presencia	forekomst	N;FEM;SG	N;INDF;MASC+FEM;SG
presencia	nærvær	presencia	nærvær	N;FEM;SG	N;INDF;MASC+FEM;SG
presencia	tilstedeværelse	presencia	tilstedeværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
presencia	nærværelse	presencia	nærværelse	N;FEM;SG	N;INDF;MASC+FEM;SG
permite	muliggør	permitir	muliggøre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
permite	tillader	permitir	tillade	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ficha	fanebladet	ficha	faneblad	N;FEM;SG	N;DEF;NEUT;SG
ficha	faneblad	ficha	faneblad	N;FEM;SG	N;INDF;NEUT;SG
ficha	fanen	ficha	fane	N;FEM;SG	N;DEF;MASC+FEM;SG
ficha	fane	ficha	fane	N;FEM;SG	N;INDF;MASC+FEM;SG
ficha	tab	ficha	tab	N;FEM;SG	N;INDF;NEUT;SG
siete	syv	siete	syv	NUM;PL	NUM
ets	kønssygdomme	ets	kønssygdom	N;FEM;PL	N;INDF;MASC+FEM;PL
animales	dyrs	animal	dyr	N;MASC;PL	N;GEN;INDF;NEUT;PL
esposa	konen	esposa	kone	N;FEM;SG	N;DEF;MASC+FEM;SG
esposa	kone	esposa	kone	N;FEM;SG	N;INDF;MASC+FEM;SG
esposa	hustru	esposa	hustru	N;FEM;SG	N;INDF;MASC+FEM;SG
ríos	floder	río	flode	N;MASC;PL	N;INDF;MASC+FEM;PL
ríos	floderne	río	flod	N;MASC;PL	N;DEF;MASC+FEM;PL
ríos	rivers	río	rive	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
catalina	kathrine	catalina	kathrine	N;FEM;SG	N;INDF;MASC+FEM;SG
catalina	katherine	catalina	katherin	N;FEM;SG	N;INDF;MASC+FEM;SG
catalina	cathrine	catalina	cathrin	N;FEM;SG	N;INDF;MASC+FEM;SG
catalina	catherine	catalina	catherin	N;FEM;SG	N;INDF;MASC+FEM;SG
realizar	udfør	realizar	udfør	V;NFIN	V;IMP
realizar	udføre	realizar	udføre	V;NFIN	V;NFIN;ACT
realizar	optræder	realizar	optræde	V;NFIN	V;IND;PRS;FIN;ACT
realizar	udfører	realizar	udføre	V;NFIN	V;IND;PRS;FIN;ACT
realizar	optræde	realizar	optræde	V;NFIN	V;NFIN;ACT
bar	bar	bar	bar	N;MASC;SG	N;INDF;MASC+FEM;SG
medalla	medalje	medalla	medalje	N;FEM;SG	N;INDF;MASC+FEM;SG
medalla	medaljen	medalla	medalje	N;FEM;SG	N;DEF;MASC+FEM;SG
función	funktion	función	funktion	N;FEM;SG	N;INDF;MASC+FEM;SG
función	funktionen	función	funktion	N;FEM;SG	N;DEF;MASC+FEM;SG
usuarios	brugere	usuario	bruger	N;MASC;PL	N;INDF;MASC+FEM;PL
usuarios	brugerne	usuario	bruger	N;MASC;PL	N;DEF;MASC+FEM;PL
programas	programmer	programa	program	N;MASC;PL	N;INDF;NEUT;PL
programas	programmerne	programa	program	N;MASC;PL	N;DEF;NEUT;PL
programas	programmer	programa	program	N;MASC;PL	N;INDF;NEUT;PL
calidad	kvalitet	calidad	kvalitet	N;FEM;SG	N;INDF;MASC+FEM;SG
calidad	kvaliteten	calidad	kvalitet	N;FEM;SG	N;DEF;MASC+FEM;SG
artistas	artister	artista	artist	N;PL	N;INDF;MASC+FEM;PL
artistas	kunstnere	artista	kunstner	N;PL	N;INDF;MASC+FEM;PL
artistas	kunstnerne	artista	kunstner	N;PL	N;DEF;MASC+FEM;PL
similar	tilsvarende	similar	tilsvarende	ADJ;SG	ADJ
nuestra	vores	nuestro	vores	DET;FEM;SG;1	DET;1
nuestra	vor	nuestro	vores	DET;FEM;SG;1	DET;MASC+FEM;SG;1
nuestra	vores	nuestro	vores	DET;FEM;SG;1	DET;1
independencia	uafhængighed	independencia	uafhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
independencia	selvstændighed	independencia	selvstændighed	N;FEM;SG	N;INDF;MASC+FEM;SG
independencia	uafhængigheden	independencia	uafhængighed	N;FEM;SG	N;DEF;MASC+FEM;SG
buena	god	buen	god	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
sistemas	systemerne	sistema	system	N;MASC;PL	N;DEF;NEUT;PL
sistemas	systemer	sistema	system	N;MASC;PL	N;INDF;NEUT;PL
significa	betyder	significar	betyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
transporte	transporten	transporte	transport	N;MASC;SG	N;DEF;MASC+FEM;SG
transporte	transport	transporte	transport	N;MASC;SG	N;INDF;MASC+FEM;SG
transporte	befordring	transporte	befordring	N;MASC;SG	N;INDF;MASC+FEM;SG
transporte	transporten	transporte	transport	N;MASC;SG	N;DEF;MASC+FEM;SG
transporte	transport	transporte	transport	N;MASC;SG	N;INDF;MASC+FEM;SG
pueblos	byer	pueblo	by	N;MASC;PL	N;INDF;MASC+FEM;PL
pueblos	landsbyer	pueblo	landsby	N;MASC;PL	N;INDF;MASC+FEM;PL
pueblos	landsbyerne	pueblo	landsby	N;MASC;PL	N;DEF;MASC+FEM;PL
pueblos	folkeslag	pueblo	folkeslag	N;MASC;PL	N;INDF;NEUT;PL
pueblos	befolkninger	pueblo	befolkning	N;MASC;PL	N;INDF;MASC+FEM;PL
rodríguez	rodriguez	rodríguez	rodriguez	N;SG	N;INDF;MASC+FEM;SG
rodríguez	rodríguez	rodríguez	rodraguez	N;SG	N;INDF;MASC+FEM;SG
coordenadas	koordinaterne	coordenada	koordinat	N;FEM;PL	N;DEF;NEUT;PL
coordenadas	koordinater	coordenada	koordinat	N;FEM;PL	N;INDF;NEUT;PL
valor	mod	valor	mod	N;MASC;SG	N;INDF;NEUT;SG
valor	værdien	valor	værdi	N;MASC;SG	N;DEF;MASC+FEM;SG
valor	værdi	valor	værdi	N;MASC;SG	N;INDF;MASC+FEM;SG
valor	heltemod	valor	heltemod	N;MASC;SG	N;INDF;NEUT;SG
valor	tapperhed	valor	tapperhed	N;MASC;SG	N;INDF;MASC+FEM;SG
internacionales	internationale	internacional	international	ADJ;PL	ADJ;PL
unidad	sammenhold	unidad	sammenhold	N;FEM;SG	N;INDF;NEUT;SG
unidad	enhed	unidad	enhed	N;FEM;SG	N;INDF;MASC+FEM;SG
unidad	enhed	unidad	enhed	N;FEM;SG	N;INDF;MASC+FEM;SG
crear	opretter	crear	oprette	V;NFIN	V;IND;PRS;FIN;ACT
crear	oprette	crear	oprette	V;NFIN	V;NFIN;ACT
crear	opret	crear	opre	V;NFIN	V;IMP
crear	opretter	crear	oprette	V;NFIN	V;IND;PRS;FIN;ACT
crear	oprette	crear	oprette	V;NFIN	V;NFIN;ACT
crear	skabe	crear	skabe	V;NFIN	V;NFIN;ACT
imágenes	billeder	imagen	billede	N;FEM;PL	N;INDF;NEUT;PL
imágenes	billeder	imagen	billede	N;FEM;PL	N;INDF;NEUT;PL
inicio	startside	inicio	startside	N;MASC;SG	N;INDF;MASC+FEM;SG
inicio	start	inicio	start	N;MASC;SG	N;INDF;MASC+FEM;SG
salud	skål	salud	skål	N;FEM;SG	N;INDF;MASC+FEM;SG
salud	sundhed	salud	sundhed	N;FEM;SG	N;INDF;MASC+FEM;SG
salud	helbred	salud	helbred	N;FEM;SG	N;INDF;NEUT;SG
contiene	indholder	contener	indholde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
contiene	indeholder	contener	indeholde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
idea	ide	idea	ide	N;FEM;SG	N;INDF;MASC+FEM;SG
idea	idé	idea	idé	N;FEM;SG	N;INDF;MASC+FEM;SG
llevó	førte	llevar	føre	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
llevó	ført	llevar	føre	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
llevó	ledt	llevar	ledt	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
minutos	minutter	minuto	minut	N;MASC;PL	N;INDF;NEUT;PL
verano	sommer	verano	sommer	N;MASC;SG	N;INDF;MASC+FEM;SG
verano	sommerferie	verano	sommerferie	N;MASC;SG	N;INDF;MASC+FEM;SG
sol	sol	sol	sol	N;MASC;SG	N;INDF;MASC+FEM;SG
sol	solen	sol	sol	N;MASC;SG	N;DEF;MASC+FEM;SG
sol	solstråle	sol	solstrål	N;MASC;SG	N;INDF;MASC+FEM;SG
sol	solskin	sol	solskin	N;MASC;SG	N;INDF;NEUT;SG
sol	sol	sol	sol	N;MASC;SG	N;INDF;MASC+FEM;SG
teoría	teorien	teoría	teori	N;FEM;SG	N;DEF;MASC+FEM;SG
teoría	teori	teoría	teori	N;FEM;SG	N;INDF;MASC+FEM;SG
revolución	revolutionen	revolución	revolution	N;FEM;SG	N;DEF;MASC+FEM;SG
revolución	revolution	revolución	revolution	N;FEM;SG	N;INDF;MASC+FEM;SG
revolución	omvæltning	revolución	omvæltning	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	indtræden	entrada	indtræden	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	indgang	entrada	indgang	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	indrejse	entrada	indrejse	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	entré	entrada	entré	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	indgang	entrada	indgang	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	indgangen	entrada	indgang	N;FEM;SG	N;DEF;MASC+FEM;SG
entrada	entre	entrada	entre	N;FEM;SG	N;INDF;MASC+FEM;SG
entrada	input	entrada	input	N;FEM;SG	N;INDF;NEUT;SG
mejores	bedre	mejor	god	ADJ;PL	ADJ;CMPR
mejores	beste	mejor	beste	ADJ;PL	ADJ;PL
mejores	bedste	mejor	god	ADJ;PL	ADJ;DEF;RL
mejores	bedst	mejor	god	ADJ;PL	ADJ;RL
mando	kommandoen	mando	kommando	N;MASC;SG	N;DEF;MASC+FEM;SG
mando	kommando	mando	kommando	N;MASC;SG	N;INDF;MASC+FEM;SG
decidió	besluttet	decidir	beslutte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
decidió	besluttede	decidir	beslutte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
ciencia	naturvidenskab	ciencia	naturvidenskab	N;FEM;SG	N;INDF;MASC+FEM;SG
ciencia	videnskab	ciencia	videnskab	N;FEM;SG	N;INDF;MASC+FEM;SG
records	plader	records	plade	N;MASC	N;INDF;MASC+FEM;PL
records	records	records	records	N;MASC	N;INDF;NEUT;SG
records	registreringer	records	registrering	N;MASC	N;INDF;MASC+FEM;PL
records	fortegnelser	records	fortegnelse	N;MASC	N;INDF;MASC+FEM;PL
records	optegnelser	records	optegnelse	N;MASC	N;INDF;MASC+FEM;PL
aire	luften	aire	luft	N;MASC;SG	N;DEF;MASC+FEM;SG
aire	luft	aire	luft	N;MASC;SG	N;INDF;MASC+FEM;SG
sector	sektor	sector	sektor	N;MASC;SG	N;INDF;MASC+FEM;SG
sector	sektoren	sector	sektor	N;MASC;SG	N;DEF;MASC+FEM;SG
importancia	vigtighed	importancia	vigtighed	N;FEM;SG	N;INDF;MASC+FEM;SG
importancia	betydning	importancia	betydning	N;FEM;SG	N;INDF;MASC+FEM;SG
importancia	betydning	importancia	betydning	N;FEM;SG	N;INDF;MASC+FEM;SG
ataque	angrebet	ataque	angreb	N;MASC;SG	N;DEF;NEUT;SG
ataque	angriber	ataque	angriber	N;MASC;SG	N;INDF;MASC+FEM;SG
ataque	angreb	ataque	angreb	N;MASC;SG	N;INDF;NEUT;SG
flora	flora	flora	flora	N;FEM;SG	N;INDF;MASC+FEM;SG
comunicación	meddelelse	comunicación	meddelelse	N;FEM;SG	N;INDF;MASC+FEM;SG
comunicación	kommunikation	comunicación	kommunikation	N;FEM;SG	N;INDF;MASC+FEM;SG
comunicación	kommunikation	comunicación	kommunikation	N;FEM;SG	N;INDF;MASC+FEM;SG
puente	bro	puente	bro	N;MASC;SG	N;INDF;MASC+FEM;SG
puente	bridge	puente	bridge	N;MASC;SG	N;INDF;MASC+FEM;SG
puente	broen	puente	bro	N;MASC;SG	N;DEF;MASC+FEM;SG
matrimonio	ægteskabet	matrimonio	ægteskab	N;MASC;SG	N;DEF;NEUT;SG
matrimonio	ægteskab	matrimonio	ægteskab	N;MASC;SG	N;INDF;NEUT;SG
material	materiale	material	materiale	N;MASC;SG	N;INDF;NEUT;SG
material	materiel	material	materiel	N;MASC;SG	N;INDF;NEUT;SG
material	materiale	material	materiale	N;MASC;SG	N;INDF;NEUT;SG
humanos	mennesker	humanos	menneske	N	N;INDF;NEUT;PL
humanos	menneske	humanos	menneske	N	N;INDF;NEUT;SG
mitad	halvleg	mitad	halvleg	N;FEM;SG	N;INDF;MASC+FEM;SG
mitad	halvdelen	mitad	halvdel	N;FEM;SG	N;DEF;MASC+FEM;SG
realidad	virkeligheden	realidad	virkelighed	N;FEM;SG	N;DEF;MASC+FEM;SG
realidad	realitet	realidad	realitet	N;FEM;SG	N;INDF;MASC+FEM;SG
realidad	reality	realidad	reality	N;FEM;SG	N;INDF;MASC+FEM;SG
realidad	virkelighed	realidad	virkelighed	N;FEM;SG	N;INDF;MASC+FEM;SG
cámara	kammeret	cámara	kammer	N;FEM;SG	N;DEF;NEUT;SG
cámara	kammer	cámara	kamme	N;FEM;SG	N;INDF;MASC+FEM;SG
cámara	kameraet	cámara	kamera	N;FEM;SG	N;DEF;NEUT;SG
cámara	kamera	cámara	kamera	N;FEM;SG	N;INDF;NEUT;SG
escudo	skjold	escudo	skjold	N;MASC;SG	N;INDF;NEUT;SG
escudo	afskærmning	escudo	afskærmning	N;MASC;SG	N;INDF;MASC+FEM;SG
escudo	skjold	escudo	skjold	N;MASC;SG	N;INDF;NEUT;SG
aguas	farvande	agua	farvand	N;FEM;PL	N;INDF;NEUT;PL
aguas	vandområder	agua	vandområde	N;FEM;PL	N;INDF;NEUT;PL
acceso	adgang	acceso	adgang	N;MASC;SG	N;INDF;MASC+FEM;SG
clasificación	bedømmelse	clasificación	bedømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
clasificación	kreditvurdering	clasificación	kreditvurdering	N;FEM;SG	N;INDF;MASC+FEM;SG
clasificación	rating	clasificación	rating	N;FEM;SG	N;INDF;MASC+FEM;SG
clasificación	sortering	clasificación	sortering	N;FEM;SG	N;INDF;MASC+FEM;SG
