dan	och	dan	och	CONJ	CONJ
jembatan	bron	jembatan	bron	N;SG	N;NOM;DEF;MASC+FEM;SG
jembatan	brygga	jembatan	brygga	N;SG	N;NOM;INDF;MASC+FEM;SG
jembatan	bryggan	jembatan	brygga	N;SG	N;NOM;DEF;MASC+FEM;SG
yayasan	foundation	yayasan	foundation	N;SG	N;NOM;INDF;MASC+FEM;SG
yayasan	rf	yayasan	rf	N;SG	N;NOM;INDF;MASC+FEM;SG
yayasan	stiftelsen	yayasan	stiftelse	N;SG	N;NOM;DEF;MASC+FEM;SG
yayasan	stiftelse	yayasan	stiftelse	N;SG	N;NOM;INDF;MASC+FEM;SG
yayasan	fundament	yayasan	fundament	N;SG	N;NOM;INDF;NEUT;SG
keamanan	säkerhet	keamanan	säkerhet	N;SG	N;NOM;INDF;MASC+FEM;SG
keamanan	säkerheten	keamanan	säkerhet	N;SG	N;NOM;DEF;MASC+FEM;SG
keamanan	trygghet	keamanan	trygghet	N;SG	N;NOM;INDF;MASC+FEM;SG
keamanan	säkerhet	keamanan	säkerhet	N;SG	N;NOM;INDF;MASC+FEM;SG
keamanan	säkerheten	keamanan	säkerhet	N;SG	N;NOM;DEF;MASC+FEM;SG
keamanan	trygghet	keamanan	trygghet	N;SG	N;NOM;INDF;MASC+FEM;SG
pendiri	grundaren	pendiri	grundare	N;SG	N;NOM;DEF;MASC+FEM;SG
gagal	misslyckas	gagal	misslycka	V;SG	V;NFIN;PASS
gagal	misslyckades	gagal	misslyckad	V;SG	V;IND;PST;FIN;PASS
perbedaan	åtskillnad	perbedaan	åtskillnad	N;SG	N;NOM;INDF;MASC+FEM;SG
perbedaan	distinktion	perbedaan	distinktion	N;SG	N;NOM;INDF;MASC+FEM;SG
perbedaan	skillnad	perbedaan	skillnad	N;SG	N;NOM;INDF;MASC+FEM;SG
perbedaan	skillnaden	perbedaan	skillnad	N;SG	N;NOM;DEF;MASC+FEM;SG
pintu	dörr	pintu	dörr	N;SG	N;NOM;INDF;MASC+FEM;SG
pintu	dörren	pintu	dörr	N;SG	N;NOM;DEF;MASC+FEM;SG
pembuat	författaren	penbuat	författare	N;SG	N;NOM;DEF;MASC+FEM;SG
pembuat	upphovsman	penbuat	upphovsman	N;SG	N;NOM;INDF;MASC+FEM;SG
pembuat	skaparen	penbuat	skapare	N;SG	N;NOM;DEF;MASC+FEM;SG
kiri	left	kiri	lefa	N;SG	N;NOM;INDF;MASC+FEM;SG
kiri	vänstern	kiri	vänster	N;SG	N;NOM;DEF;MASC+FEM;SG
kiri	vänster	kiri	vänster	N;SG	N;NOM;INDF;MASC+FEM;SG
tumbuh	växer	tumbuh	växa	V;SG;ACT	V;IND;PRS;FIN;ACT
tumbuh	vuxit	tumbuh	växa	V;SG;ACT	V;V.CVB;ACT
tumbuh	odla	tumbuh	odla	V;SG;ACT	V;IMP;FIN;ACT
tumbuh	växa	tumbuh	växa	V;SG;ACT	V;IMP;FIN;ACT
tumbuh	växer	tumbuh	växa	V;SG;ACT	V;IND;PRS;FIN;ACT
tumbuh	växer	tumbuh	växa	V;SG;ACT	V;IND;PRS;FIN;ACT
menciptakan	skapa	menciptakan	skapa	V;SG;ACT	V;IMP;FIN;ACT
menciptakan	skapar	menciptakan	skapa	V;SG;ACT	V;IND;PRS;FIN;ACT
menciptakan	skapar	menciptakan	skapa	V;SG;ACT	V;IND;PRS;FIN;ACT
teluk	viken	teluk	viken	N;SG	N;NOM;INDF;MASC+FEM;SG
teluk	viken	teluk	viken	N;SG	N;NOM;INDF;MASC+FEM;SG
teluk	bay	teluk	bay	N;SG	N;NOM;INDF;NEUT;SG
difusi	spridning	difusi	spridning	N;SG	N;NOM;INDF;MASC+FEM;SG
vietnam	vietnam	vietnam	vietnam	N	N;NOM;INDF;NEUT;SG
jasa	gudstjänst	jasa	gudstjänst	N;SG	N;NOM;INDF;MASC+FEM;SG
jasa	tjänsten	jasa	tjänst	N;SG	N;NOM;DEF;MASC+FEM;SG
jasa	service	jasa	service	N;SG	N;NOM;INDF;MASC+FEM;SG
jasa	tjänst	jasa	tjänst	N;SG	N;NOM;INDF;MASC+FEM;SG
membuka	öppnar	menbuka	öppna	V;SG;ACT	V;IND;PRS;FIN;ACT
membuka	öppnar	menbuka	öppna	V;SG;ACT	V;IND;PRS;FIN;ACT
swasta	privat	swasta	privat	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
swasta	privat	swasta	privat	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
pegunungan	berg	pegunungan	berg	N;SG	N;NOM;INDF;NEUT;SG
pegunungan	fjällen	pegunungan	fjälle	N;SG	N;NOM;DEF;MASC+FEM;SG
pegunungan	åsarna	pegunungan	ås	N;SG	N;NOM;INDF;MASC+FEM;SG
pegunungan	mountain	pegunungan	mountai	N;SG	N;NOM;INDF;MASC+FEM;SG
pegunungan	berg	pegunungan	berg	N;SG	N;NOM;INDF;NEUT;SG
pegunungan	berget	pegunungan	berge	N;SG	N;NOM;DEF;NEUT;SG
kelahiran	födelse	kelahiran	födelse	N;SG	N;NOM;INDF;MASC+FEM;SG
kelahiran	födsel	kelahiran	födsel	N;SG	N;NOM;INDF;MASC+FEM;SG
kelahiran	födseln	kelahiran	födsel	N;SG	N;NOM;DEF;MASC+FEM;SG
bendera	flagga	bendera	flagga	N;SG	N;NOM;INDF;MASC+FEM;SG
bendera	flagg	bendera	flagg	N;SG	N;NOM;INDF;MASC+FEM;SG
bendera	flaggan	bendera	flagga	N;SG	N;NOM;DEF;MASC+FEM;SG
pelayanan	gudstjänst	penlayanan	gudstjänst	N;SG	N;NOM;INDF;MASC+FEM;SG
pelayanan	tjänsten	penlayanan	tjänst	N;SG	N;NOM;DEF;MASC+FEM;SG
pelayanan	service	penlayanan	service	N;SG	N;NOM;INDF;MASC+FEM;SG
pelayanan	tjänst	penlayanan	tjänst	N;SG	N;NOM;INDF;MASC+FEM;SG
pelayanan	ministeriet	penlayanan	ministeri	N;SG	N;NOM;DEF;NEUT;SG
pelayanan	ministerium	penlayanan	ministerium	N;SG	N;NOM;INDF;NEUT;SG
memimpin	leda	menpimpin	leda	V;SG;ACT	V;IMP;FIN;ACT
fitur	funktionen	fitur	funktion	N;SG	N;NOM;DEF;MASC+FEM;SG
aplikasi	applikation	aplikasi	applikation	N;SG	N;NOM;INDF;MASC+FEM;SG
aplikasi	ansökan	aplikasi	ansökan	N;SG	N;NOM;DEF;MASC+FEM;SG
aplikasi	tillämpning	aplikasi	tillämpning	N;SG	N;NOM;INDF;MASC+FEM;SG
aplikasi	applikation	aplikasi	applikation	N;SG	N;NOM;INDF;MASC+FEM;SG
aplikasi	app	aplikasi	app	N;SG	N;NOM;INDF;MASC+FEM;SG
aplikasi	applikationen	aplikasi	applikation	N;SG	N;NOM;DEF;MASC+FEM;SG
aplikasi	appen	aplikasi	appen	N;SG	N;NOM;DEF;MASC+FEM;SG
aplikasi	ansökan	aplikasi	ansökan	N;SG	N;NOM;DEF;MASC+FEM;SG
tersedia	tillgänglig	tersedia	tillgänglig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
tersedia	tillgängligt	tersedia	tillgänglig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
kemenangan	segern	kemenangan	seger	N;SG	N;NOM;DEF;MASC+FEM;SG
kemenangan	seger	kemenangan	sega	N;SG	N;NOM;INDF;MASC+FEM;SG
kemenangan	triumf	kemenangan	triumf	N;SG	N;NOM;INDF;MASC+FEM;SG
sipil	civil	sipil	civil	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
sipil	civilt	sipil	civil	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
sipil	civil	sipil	civil	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
sipil	civilt	sipil	civil	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
sipil	medborgerlig	sipil	medborgerlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
artinya	innebörd	arti	innebörd	N;SG	N;NOM;INDF;MASC+FEM;SG
artinya	betydelse	arti	betydelse	N;SG	N;NOM;INDF;MASC+FEM;SG
artinya	mening	arti	mening	N;SG	N;NOM;INDF;MASC+FEM;SG
misi	uppdrag	misi	uppdrag	N;SG	N;NOM;INDF;NEUT;SG
misi	mission	misi	mission	N;SG	N;NOM;INDF;MASC+FEM;SG
misi	uppdrag	misi	uppdrag	N;SG	N;NOM;INDF;NEUT;SG
satelit	satellit	satelit	satellit	N;SG	N;NOM;INDF;MASC+FEM;SG
satelit	satelliten	satelit	satelliten	N;SG	N;NOM;DEF;MASC+FEM;SG
kejadian	förekomst	kejadian	förekomst	N;SG	N;NOM;INDF;MASC+FEM;SG
kejadian	händelse	kejadian	händelse	N;SG	N;NOM;INDF;MASC+FEM;SG
kejadian	incident	kejadian	incident	N;SG	N;NOM;INDF;MASC+FEM;SG
kejadian	tillbud	kejadian	tillbud	N;SG	N;NOM;INDF;NEUT;SG
sukses	framgångsrik	sukses	framgångsrik	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
sukses	lyckad	sukses	lycka	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sukses	lyckat	sukses	lyckad	ADJ;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sukses	lyckat	sukses	lyckad	ADJ;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
massa	maffia	massa	maffia	N	N;NOM;INDF;MASC+FEM;SG
massa	mobben	massa	mobb	N	N;NOM;DEF;MASC+FEM;SG
massa	maffian	massa	maffia	N	N;NOM;DEF;MASC+FEM;SG
massa	massorna	massa	massa	N	N;NOM;DEF;MASC+FEM;PL
massa	vikter	massa	vikt	N	N;NOM;INDF;MASC+FEM;PL
massa	massa	massa	massa	N	N;NOM;INDF;MASC+FEM;SG
massa	massa	massa	massa	N	N;NOM;INDF;MASC+FEM;SG
massa	mässan	massa	mässa	N	N;NOM;DEF;MASC+FEM;SG
massa	mässa	massa	mässa	N	N;NOM;INDF;MASC+FEM;SG
massa	mass	massa	mass	N	N;NOM;INDF;NEUT;SG
melanjutkan	återupptar	menlanjutkan	återuppta	V;SG;ACT	V;IND;PRS;FIN;ACT
melanjutkan	fortsätter	menlanjutkan	fortsätta	V;SG;ACT	V;IND;PRS;FIN;ACT
jawab	svar	jawab	svar	N;SG;ACT	N;NOM;INDF;NEUT;SG
petani	bonde	petani	bonde	N;SG	N;NOM;INDF;MASC+FEM;SG
petani	bonde	petani	bonde	N;SG	N;NOM;INDF;MASC+FEM;SG
bar	stång	bar	stång	N	N;NOM;INDF;MASC+FEM;SG
bar	galler	bar	galler	N	N;NOM;INDF;NEUT;SG
bar	bars	bar	bars	N	N;NOM;INDF;NEUT;SG
bar	barer	bar	bar	N	N;NOM;INDF;MASC+FEM;PL
bar	bar	bar	ba	N	N;NOM;INDF;NEUT;SG
membunuh	dräpa	menbunuh	dräpa	V;SG;ACT	V;IMP;FIN;ACT
membunuh	slakta	menbunuh	slakta	V;SG;ACT	V;IMP;NFIN;ACT
berkata	säger	berkata	säga	V;SG;ACT	V;IND;PRS;FIN;ACT
berkata	sa	berkata	säga	V;SG;ACT	V;IMP;FIN;ACT
berkata	said	berkata	said	V;SG;ACT	V;IMP;FIN;ACT
berkata	sade	berkata	säga	V;SG;ACT	V;IND;PST;FIN;ACT
berkata	säger	berkata	säga	V;SG;ACT	V;IND;PRS;FIN;ACT
nominasi	nominering	nominasi	nominering	N;SG	N;NOM;INDF;MASC+FEM;SG
nominasi	utnämning	nominasi	utnämning	N;SG	N;NOM;INDF;MASC+FEM;SG
desain	mönster	desain	mönster	N;SG	N;NOM;INDF;NEUT;SG
desain	utformning	desain	utformning	N;SG	N;NOM;INDF;MASC+FEM;SG
desain	konstruktion	desain	konstruktion	N;SG	N;NOM;INDF;MASC+FEM;SG
desain	design	desain	desig	N;SG	N;NOM;INDF;MASC+FEM;SG
dibuka	öppnades	dibuka	öppna	V;SG;PASS	V;IND;PST;FIN;PASS
dibuka	öppnas	dibuka	öppna	V;SG;PASS	V;NFIN;PASS
puncak	toppen	puncak	topp	N;SG	N;NOM;DEF;MASC+FEM;SG
puncak	topp	puncak	topp	N;SG	N;NOM;INDF;MASC+FEM;SG
puncak	puncak	puncak	puncak	N;SG	N;NOM;INDF;NEUT;SG
puncak	peak	puncak	peak	N;SG	N;NOM;INDF;MASC+FEM;SG
puncak	topp	puncak	topp	N;SG	N;NOM;INDF;MASC+FEM;SG
insting	instinkt	insting	instinkt	N;SG	N;NOM;INDF;MASC+FEM;SG
insting	instinkt	insting	instinkt	N;SG	N;NOM;INDF;MASC+FEM;SG
profil	profil	profil	profil	N;SG	N;NOM;INDF;MASC+FEM;SG
profil	profilen	profil	profil	N;SG	N;NOM;DEF;MASC+FEM;SG
profil	profilering	profil	profilering	N;SG	N;NOM;INDF;MASC+FEM;SG
system	systemet	system	system	N	N;NOM;DEF;NEUT;SG
system	system	system	system	N	N;NOM;INDF;NEUT;SG
pembagian	division	penbagian	division	N;SG	N;NOM;INDF;MASC+FEM;SG
pembagian	delning	penbagian	delning	N;SG	N;NOM;INDF;MASC+FEM;SG
tindakan	aktion	tindakan	aktion	N;SG	N;NOM;INDF;MASC+FEM;SG
tindakan	åtgärd	tindakan	åtgärd	N;SG	N;NOM;INDF;MASC+FEM;SG
tindakan	handling	tindakan	handling	N;SG	N;NOM;INDF;MASC+FEM;SG
sekretaris	sekreteraren	sekretaris	sekreterare	N;SG	N;NOM;DEF;MASC+FEM;SG
biru	blue	biru	blue	N;SG	N;NOM;INDF;MASC+FEM;SG
biru	blått	biru	blå	N;SG	N;NOM;INDF;NEUT;SG
gadis	flicka	gadis	flicka	N;SG	N;NOM;INDF;MASC+FEM;SG
gadis	tjej	gadis	tjej	N;SG	N;NOM;INDF;MASC+FEM;SG
gadis	girls	gadis	girls	N;SG	N;NOM;INDF;MASC+FEM;SG
entertainment	underhållning	entertainment	underhållning	N	N;NOM;INDF;MASC+FEM;SG
entertainment	nöjen	entertainment	nöje	N	N;NOM;INDF;NEUT;PL
entertainment	entertainment	entertainment	entertainment	N	N;NOM;INDF;MASC+FEM;SG
olimpiade	olympic	olimpiade	olympic	N;SG	N;NOM;INDF;NEUT;SG
olimpiade	olympiaden	olimpiade	olympiad	N;SG	N;NOM;DEF;MASC+FEM;SG
penampilan	skenet	pentampilan	sken	N;SG	N;NOM;DEF;NEUT;SG
penampilan	utseende	pentampilan	utseende	N;SG	N;NOM;INDF;NEUT;SG
penampilan	utseendet	pentampilan	utseende	N;SG	N;NOM;DEF;NEUT;SG
satuan	unit	satuan	unit	N;SG	N;NOM;INDF;MASC+FEM;SG
satuan	enhet	satuan	enhet	N;SG	N;NOM;INDF;MASC+FEM;SG
satuan	enheten	satuan	enhet	N;SG	N;NOM;DEF;MASC+FEM;SG
efek	verkan	efek	verkan	N;SG	N;NOM;INDF;MASC+FEM;SG
efek	effekten	efek	effekt	N;SG	N;NOM;DEF;MASC+FEM;SG
efek	effekt	efek	effekt	N;SG	N;NOM;INDF;MASC+FEM;SG
calon	kandidat	calon	kandidat	N;SG	N;NOM;INDF;MASC+FEM;SG
merujuk	hänvisar	menrujuk	hänvisa	V;SG;ACT	V;IND;PRS;FIN;ACT
merujuk	referera	menrujuk	referera	V;SG;ACT	V;IMP;FIN;ACT
merujuk	referera	menrujuk	referera	V;SG;ACT	V;IMP;FIN;ACT
merujuk	hänvisa	menrujuk	hänvisa	V;SG;ACT	V;IMP;FIN;ACT
upaya	ansträngning	upaya	ansträngning	N;SG	N;NOM;INDF;MASC+FEM;SG
upaya	insats	upaya	insats	N;SG	N;NOM;INDF;MASC+FEM;SG
pembuatan	skapelsen	penbuatan	skapelse	N;SG	N;NOM;DEF;MASC+FEM;SG
pembuatan	skapelse	penbuatan	skapelse	N;SG	N;NOM;INDF;MASC+FEM;SG
pembuatan	skapandet	penbuatan	skapande	N;SG	N;NOM;DEF;NEUT;SG
ajaran	doktrin	ajaran	doktri	N;SG	N;NOM;INDF;MASC+FEM;SG
ajaran	doktrinen	ajaran	doktrin	N;SG	N;NOM;DEF;MASC+FEM;SG
uskup	biskop	uskup	biskop	N;SG	N;NOM;INDF;MASC+FEM;SG
harga	pris	harga	pris	N;SG	N;NOM;INDF;NEUT;SG
harga	priset	harga	pris	N;SG	N;NOM;DEF;NEUT;SG
harga	prissättning	harga	prissättning	N;SG	N;NOM;INDF;MASC+FEM;SG
harga	prissättningen	harga	prissättning	N;SG	N;NOM;DEF;MASC+FEM;SG
kebutuhan	behov	kebutuhan	behov	N;SG	N;NOM;INDF;NEUT;SG
kebutuhan	behov	kebutuhan	behov	N;SG	N;NOM;INDF;NEUT;SG
kebutuhan	nödvändighet	kebutuhan	nödvändighet	N;SG	N;NOM;INDF;MASC+FEM;SG
kebutuhan	nöden	kebutuhan	nöden	N;SG	N;NOM;DEF;MASC+FEM;SG
menyediakan	tillhandahålla	mensediakan	tillhandahålla	V;SG;ACT	V;IMP;FIN;ACT
menyediakan	tillhandahåller	mensediakan	tillhandahålla	V;SG;ACT	V;IND;PRS;FIN;ACT
menyediakan	tillhandahålla	mensediakan	tillhandahålla	V;SG;ACT	V;IMP;FIN;ACT
menyediakan	tillhandahåller	mensediakan	tillhandahålla	V;SG;ACT	V;IND;PRS;FIN;ACT
menyediakan	tillhandahåller	mensediakan	tillhandahålla	V;SG;ACT	V;IND;PRS;FIN;ACT
remaja	tonåring	remaja	tonåring	N;SG	N;NOM;INDF;MASC+FEM;SG
remaja	tonåring	remaja	tonåring	N;SG	N;NOM;INDF;MASC+FEM;SG
remaja	tonåren	remaja	tonår	N;SG	N;NOM;DEF;MASC+FEM;SG
terminal	terminal	terminal	terminal	N	N;NOM;INDF;MASC+FEM;SG
terminal	terminalen	terminal	terminal	N	N;NOM;DEF;MASC+FEM;SG
terminal	terminaler	terminal	terminal	N	N;NOM;INDF;MASC+FEM;PL
biaya	avgift	biaya	avgift	N;SG	N;NOM;INDF;MASC+FEM;SG
biaya	arvode	biaya	arvode	N;SG	N;NOM;INDF;NEUT;SG
biaya	laddning	biaya	laddning	N;SG	N;NOM;INDF;MASC+FEM;SG
biaya	kostnad	biaya	kostnad	N;SG	N;NOM;INDF;MASC+FEM;SG
biaya	arvode	biaya	arvode	N;SG	N;NOM;INDF;NEUT;SG
kuning	gult	kuning	gult	N;SG	N;NOM;INDF;NEUT;SG
artis	konstnär	artis	konstnär	N;SG	N;NOM;INDF;MASC+FEM;SG
artis	artist	artis	artist	N;SG	N;NOM;INDF;MASC+FEM;SG
memenuhi	uppfyller	menpenuhi	uppfylla	V;SG;ACT	V;IND;PRS;FIN;ACT
memenuhi	möter	menpenuhi	möta	V;SG;ACT	V;IND;PRS;FIN;ACT
memenuhi	uppfylla	menpenuhi	uppfylla	V;SG;ACT	V;IMP;FIN;ACT
rekaman	registrering	rekaman	registrering	N;SG	N;NOM;INDF;MASC+FEM;SG
rekaman	inspelning	rekaman	inspelning	N;SG	N;NOM;INDF;MASC+FEM;SG
rekaman	band	rekaman	band	N;SG	N;NOM;INDF;NEUT;SG
rekaman	tejp	rekaman	tejp	N;SG	N;NOM;INDF;MASC+FEM;SG
tahap	scen	tahap	scen	N;SG	N;NOM;INDF;MASC+FEM;SG
tahap	etapp	tahap	etapp	N;SG	N;NOM;INDF;MASC+FEM;SG
tahap	stadium	tahap	stadium	N;SG	N;NOM;INDF;NEUT;SG
tahap	skede	tahap	skede	N;SG	N;NOM;INDF;NEUT;SG
game	gaming	game	gaming	N;SG	N;NOM;INDF;MASC+FEM;SG
game	spelande	game	spelande	N;SG	N;NOM;INDF;NEUT;SG
game	spel	game	spel	N;SG	N;NOM;INDF;NEUT;SG
game	spelet	game	spel	N;SG	N;NOM;DEF;NEUT;SG
game	game	game	game	N;SG	N;NOM;INDF;NEUT;SG
game	match	game	match	N;SG	N;NOM;INDF;MASC+FEM;SG
game	vilt	game	vilja	N;SG	N;NOM;INDF;NEUT;SG
game	games	game	games	N;SG	N;NOM;INDF;NEUT;SG
game	spel	game	spel	N;SG	N;NOM;INDF;NEUT;SG
pertemuan	sammanträde	pertemuan	sammanträde	N;SG	N;NOM;INDF;NEUT;SG
pertemuan	möte	pertemuan	möte	N;SG	N;NOM;INDF;NEUT;SG
pertemuan	mötet	pertemuan	möte	N;SG	N;NOM;DEF;NEUT;SG
administrasi	förvaltning	administrasi	förvaltning	N;SG	N;NOM;INDF;MASC+FEM;SG
administrasi	administration	administrasi	administration	N;SG	N;NOM;INDF;MASC+FEM;SG
langit	himmel	langit	himmel	N;SG	N;NOM;INDF;MASC+FEM;SG
langit	sky	langit	sky	N;SG	N;NOM;INDF;MASC+FEM;SG
langit	himlen	langit	himle	N;SG	N;NOM;DEF;MASC+FEM;SG
langit	himmel	langit	himmel	N;SG	N;NOM;INDF;MASC+FEM;SG
indah	vacker	indah	vacker	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
indah	vackert	indah	vacker	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
indah	härligt	indah	härlig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
indah	ljuvlig	indah	ljuvlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
indah	underbart	indah	underbar	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
indah	härlig	indah	härlig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
indah	ljuvligt	indah	ljuvlig	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
indah	underbart	indah	underbar	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
indah	underbar	indah	underbar	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
mencakup	täcker	mencakup	täcka	V;SG;ACT	V;IND;PRS;FIN;ACT
mencakup	omfattar	mencakup	omfatta	V;SG;ACT	V;IND;PRS;FIN;ACT
mencakup	inkluderar	mencakup	inkludera	V;SG;ACT	V;IND;PRS;FIN;ACT
mencakup	innefattar	mencakup	innefatta	V;SG;ACT	V;IND;PRS;FIN;ACT
mencakup	ingår	mencakup	ingå	V;SG;ACT	V;IND;PRS;FIN;ACT
mencakup	inbegriper	mencakup	inbegripa	V;SG;ACT	V;IND;PRS;FIN;ACT
dibawah	under	dibawah	under	ADP;SG;PASS	ADP
debut	debut	debut	debut	N;SG	N;NOM;INDF;MASC+FEM;SG
perwakilan	representation	perwakilan	representation	N;SG	N;NOM;INDF;MASC+FEM;SG
perwakilan	representationen	perwakilan	representation	N;SG	N;NOM;DEF;MASC+FEM;SG
perwakilan	ombud	perwakilan	ombud	N;SG	N;NOM;INDF;NEUT;SG
perwakilan	representant	perwakilan	representant	N;SG	N;NOM;INDF;MASC+FEM;SG
pagi	godmorgon	pagi	godmorgon	N;SG	N;NOM;INDF;MASC+FEM;SG
pagi	morgon	pagi	morgon	N;SG	N;NOM;INDF;MASC+FEM;SG
pagi	morning	pagi	morning	N;SG	N;NOM;INDF;MASC+FEM;SG
percaya	tror	percaya	tro	V;SG;ACT	V;IND;PRS;FIN;ACT
percaya	tro	percaya	tro	V;SG;ACT	V;IMP;FIN;ACT
lengkap	komplett	lengkap	komplett	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
lengkap	fullständig	lengkap	fullständig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
volume	volym	volume	volym	N;SG	N;NOM;INDF;MASC+FEM;SG
tari	dance	tari	danc	N;SG	N;NOM;INDF;NEUT;SG
tari	dans	tari	dans	N;SG	N;NOM;INDF;MASC+FEM;SG
tari	tari	tari	tari	N;SG	N;NOM;INDF;MASC+FEM;SG
bukti	bevis	bukti	bevis	N;SG	N;NOM;INDF;NEUT;SG
bukti	belägg	bukti	belägg	N;SG	N;NOM;INDF;NEUT;SG
bukti	bevisning	bukti	bevisning	N;SG	N;NOM;INDF;MASC+FEM;SG
bukti	bevismaterial	bukti	bevismaterial	N;SG	N;NOM;INDF;NEUT;SG
bukti	bevis	bukti	bevis	N;SG	N;NOM;INDF;NEUT;SG
adipati	hertig	adipati	hertig	N	N;NOM;INDF;MASC+FEM;SG
kopi	fika	kopi	fika	N;SG	N;NOM;INDF;MASC+FEM;SG
kopi	kaffe	kopi	kaffe	N;SG	N;NOM;INDF;NEUT;SG
region	regioner	region	region	N	N;NOM;INDF;MASC+FEM;PL
region	regionerna	region	region	N	N;NOM;DEF;MASC+FEM;PL
region	områden	region	område	N	N;NOM;INDF;NEUT;PL
region	region	region	region	N	N;NOM;INDF;MASC+FEM;SG
region	regionen	region	region	N	N;NOM;DEF;MASC+FEM;SG
diterima	accepteras	diterima	acceptera	V;SG;PASS	V;IND;NFIN;PASS
ibrani	hebreiska	ibrani	hebreisk	N	N;NOM;INDF;MASC+FEM;SG
hujan	regn	hujan	regn	N;SG	N;NOM;INDF;NEUT;SG
hujan	rain	hujan	rain	N;SG	N;NOM;INDF;MASC+FEM;SG
makam	begravningsplats	makam	begravningsplats	N;SG	N;NOM;INDF;MASC+FEM;SG
makam	kyrkogård	makam	kyrkogård	N;SG	N;NOM;INDF;MASC+FEM;SG
makam	grav	makam	grav	N;SG	N;NOM;INDF;MASC+FEM;SG
makam	grav	makam	grav	N;SG	N;NOM;INDF;MASC+FEM;SG
makam	graven	makam	grav	N;SG	N;NOM;DEF;MASC+FEM;SG
makam	mausoleum	makam	mausoleum	N;SG	N;NOM;INDF;NEUT;SG
ketinggian	heights	ketinggian	heights	N;SG	N;NOM;INDF;NEUT;SG
ketinggian	förhöjning	ketinggian	förhöjning	N;SG	N;NOM;INDF;MASC+FEM;SG
kejuaraan	mästerskap	kejuaraan	mästerskap	N;SG	N;NOM;INDF;NEUT;SG
kejuaraan	championships	kejuaraan	championships	N;SG	N;NOM;INDF;MASC+FEM;SG
kejuaraan	mästerskap	kejuaraan	mästerskap	N;SG	N;NOM;INDF;NEUT;SG
kejuaraan	championship	kejuaraan	championship	N;SG	N;NOM;INDF;MASC+FEM;SG
kejuaraan	mästerskapet	kejuaraan	mästerskap	N;SG	N;NOM;DEF;NEUT;SG
profesional	professionellt	profesional	professionell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
pembentukan	inrättning	penbentukan	inrättning	N;SG	N;NOM;INDF;MASC+FEM;SG
pembentukan	anläggning	penbentukan	anläggning	N;SG	N;NOM;INDF;MASC+FEM;SG
pembentukan	etablering	penbentukan	etablering	N;SG	N;NOM;INDF;MASC+FEM;SG
pembentukan	inrättandet	penbentukan	inrättande	N;SG	N;NOM;DEF;NEUT;SG
pembentukan	formation	penbentukan	formation	N;SG	N;NOM;INDF;MASC+FEM;SG
pembentukan	bildning	penbentukan	bildning	N;SG	N;NOM;INDF;MASC+FEM;SG
mengumumkan	tillkännager	menumumkan	tillkännag	V;SG;ACT	V;IND;PRS;FIN;ACT
mengumumkan	tillkännage	menumumkan	tillkännag	V;SG;ACT	V;IMP;FIN;ACT
mengumumkan	meddela	menumumkan	meddela	V;SG;ACT	V;IMP;FIN;ACT
mengumumkan	tillkännage	menumumkan	tillkännag	V;SG;ACT	V;IMP;FIN;ACT
mengumumkan	tillkännagav	menumumkan	tillkännagav	V;SG;ACT	V;IMP;FIN;ACT
mengumumkan	meddelade	menumumkan	meddela	V;SG;ACT	V;IND;PST;V.PTCP;ACT
konser	konsert	konser	konsert	N;SG	N;NOM;INDF;MASC+FEM;SG
sayap	vingen	sayap	ving	N;SG	N;NOM;DEF;MASC+FEM;SG
sayap	flygeln	sayap	flygel	N;SG	N;NOM;DEF;MASC+FEM;SG
sayap	wing	sayap	bing	N;SG	N;NOM;INDF;NEUT;SG
sayap	vinge	sayap	vinga	N;SG	N;NOM;INDF;MASC+FEM;SG
sayap	flygel	sayap	flygel	N;SG	N;NOM;INDF;MASC+FEM;SG
