dan	そして	dan	そして	CONJ	CONJ
tambahan	加法	tambahan	加法	N;SG	N
judul	ヘッダー	judul	ヘッダー	N;SG	N
judul	肩書	judul	肩書	N;SG	N
judul	称号	judul	称号	N;SG	N
judul	タイトル	judul	タイトル	N;SG	N
bebas	自由	bebas	自由	ADJ;SG	ADJ
wisata	観光	wisata	観光	N;SG	N
wisata	ツアー	wisata	ツアー	N;SG	N
wisata	ツアー	wisata	ツアー	N;SG	N
bantuan	ヘルプ	bantuan	ヘルプ	N;SG	N
bandara	空港	bandara	空港	N;SG	N
bandara	空港	bandara	空港	N;SG	N
tampil	出演	tampil	出演	V;SG;ACT	V
tampil	出演	tampil	出演	V;SG;ACT	V
emas	ゴールデン	emas	ゴールデン	N;SG	N
emas	黄金	emas	黄金	N;SG	N
emas	ゴールド	emas	ゴールド	N;SG	N
olahraga	スポーツ	olahraga	スポーツ	N;SG	N
olahraga	スポーツ	olahraga	スポーツ	N;SG	N
bisnis	ビジネス	bisnis	ビジネス	N;SG	N
bisnis	営業	bisnis	営業	N;SG	N
bisnis	事業	bisnis	事業	N;SG	N
bisnis	ビジネス	bisnis	ビジネス	N;SG	N
titik	ポイント	titik	ポイント	N;SG	N
titik	ポイント	titik	ポイント	N;SG	N
unsur	要素	unsur	要素	N;SG	N
unsur	元素	unsur	元素	N;SG	N
unsur	エレメント	unsur	エレメント	N;SG	N
unsur	要素	unsur	要素	N;SG	N
unsur	元素	unsur	元素	N;SG	N
unsur	エレメント	unsur	エレメント	N;SG	N
pria	男性	pria	男性	N;SG	N
pria	メン	pria	メン	N;SG	N
pria	男性	pria	男性	N;SG	N
lapangan	フィールド	lapangan	フィールド	N;SG	N
lapangan	ピッチ	lapangan	ピッチ	N;SG	N
pengetahuan	知識	pengetahuan	知識	N;SG	N
kebijakan	ポリシー	kebijakan	ポリシー	N;SG	N
kebijakan	政策	kebijakan	政策	N;SG	N
kebijakan	方針	kebijakan	方針	N;SG	N
kebijakan	ポリシー	kebijakan	ポリシー	N;SG	N
kebijakan	方針	kebijakan	方針	N;SG	N
struktur	構造	struktur	構造	N;SG	N
struktur	構造	struktur	構造	N;SG	N
oksigen	酸素	oksigen	酸素	N;SG	N
terbuka	開館	terbuka	開館	V;SG	V
terbuka	開く	terbuka	開く	V;SG	V
terbuka	開く	terbuka	開く	V;SG	V
memutuskan	決める	menputuskan	決める	V;SG;ACT	V
memutuskan	決める	menputuskan	決める	V;SG;ACT	V
bertemu	会う	bertemu	会う	V;SG;ACT	V
sastra	文学	sastra	文学	N	N
sastra	文芸	sastra	文芸	N	N
ibukota	資本	ibukota	資本	N;SG	N
ibukota	首都	ibukota	首都	N;SG	N
edisi	エディション	edisi	エディション	N;SG	N
edisi	エディション	edisi	エディション	N;SG	N
laboratorium	研究室	laboratorium	研究室	N	N
laboratorium	ラボ	laboratorium	ラボ	N	N
laboratorium	研究室	laboratorium	研究室	N	N
cabang	支店	cabang	支店	N;SG	N
cabang	支社	cabang	支社	N;SG	N
cabang	ブランチ	cabang	ブランチ	N;SG	N
cabang	支部	cabang	支部	N;SG	N
hotel	ホテル	hotel	ホテル	N;SG	N
hotel	ホテル	hotel	ホテル	N;SG	N
segera	まも	segera	まも	ADV	ADV
segera	もう	segera	もう	ADV	ADV
novel	小説	novel	小説	N	N
novel	小説	novel	小説	N	N
sifat	形容詞	sifat	形容詞	N;SG	N
sifat	形質	sifat	形質	N;SG	N
sifat	プロパティ	sifat	プロパティ	N;SG	N
sifat	属性	sifat	属性	N;SG	N
tulisan	筆記	tulisan	筆記	N;SG	N
diadakan	開催	diadakan	開催	V;SG;PASS	V
listrik	電力	listrik	電力	N;SG	N
listrik	電気	listrik	電気	N;SG	N
listrik	エレクトリック	listrik	エレクトリック	N;SG	N
listrik	電気	listrik	電気	N;SG	N
studio	スタジオ	studio	スタジオ	N;SG	N
studio	スタジオ	studio	スタジオ	N;SG	N
perdagangan	商業	perdagangan	商業	N;SG	N
perdagangan	貿易	perdagangan	貿易	N;SG	N
tradisi	伝統	tradisi	伝統	N;SG	N
tradisi	伝統	tradisi	伝統	N;SG	N
diproduksi	製造	diproduksi	製造	V;SG;PASS	V
serangga	昆虫	serangga	昆虫	N;SG	N
serangga	昆虫	serangga	昆虫	N;SG	N
serangga	バグ	serangga	バグ	N;SG	N
serangga	不具合	serangga	不具合	N;SG	N
pos	pos	pos	pos	N;SG;ACT	N
energi	エネルギー	energi	エネルギー	N;SG	N
meningkatkan	増加	mentingkatkan	増加	V;SG;ACT	V
meningkatkan	増額	mentingkatkan	増額	V;SG;ACT	V
meningkatkan	増やす	mentingkatkan	増やす	V;SG;ACT	V
meningkatkan	改善	mentingkatkan	改善	V;SG;ACT	V
meningkatkan	増加	mentingkatkan	増加	V;SG;ACT	V
meningkatkan	向上	mentingkatkan	向上	V;SG;ACT	V
meningkatkan	改善	mentingkatkan	改善	V;SG;ACT	V
darah	血液	darah	血液	N;SG	N
pasal	チャプター	pasal	チャプター	N;SG	N
pasal	記事	pasal	記事	N;SG	N
pasal	冠詞	pasal	冠詞	N;SG	N
siswa	生徒	siswa	生徒	N;SG	N
siswa	学生	siswa	学生	N;SG	N
siswa	生徒	siswa	生徒	N;SG	N
siswa	学生	siswa	学生	N;SG	N
keuangan	財務	keuangan	財務	N;SG	N
keuangan	金融	keuangan	金融	N;SG	N
keuangan	財政	keuangan	財政	N;SG	N
keuangan	ファイナンス	keuangan	ファイナンス	N;SG	N
kemungkinan	確率	kemungkinan	確率	N;SG	N
kemungkinan	可能性	kemungkinan	可能性	N;SG	N
kemungkinan	可能性	kemungkinan	可能性	N;SG	N
kemungkinan	可能性	kemungkinan	可能性	N;SG	N
imam	司祭	imam	司祭	N;SG	N
imam	司祭	imam	司祭	N;SG	N
latin	ラテン語	latin	ラテン語	N	N
pimpinan	リーダーシップ	pimpinan	リーダーシップ	N;SG	N
kebudayaan	文化	kebudayaan	文化	N;SG	N
kebudayaan	カルチャー	kebudayaan	カルチャー	N;SG	N
publik	公衆	publik	公衆	N	N
publik	パブリック	publik	パブリック	N	N
sutradara	監督	sutradara	監督	N;SG	N
sutradara	取締役	sutradara	取締役	N;SG	N
sutradara	取締役	sutradara	取締役	N;SG	N
angka	フィギュア	angka	フィギュア	N;SG	N
angka	番号	angka	番号	N;SG	N
angka	数値	angka	数値	N;SG	N
angka	ナンバー	angka	ナンバー	N;SG	N
angka	数字	angka	数字	N;SG	N
angka	数値	angka	数値	N;SG	N
jurusan	専攻	jurusan	専攻	N;SG	N
jurusan	濃度	jurusan	濃度	N;SG	N
jurusan	少佐	jurusan	少佐	N;SG	N
jurusan	メジャー	jurusan	メジャー	N;SG	N
jurusan	専攻	jurusan	専攻	N;SG	N
menggantikan	差し替え	mengantikan	差し替える	V;SG;ACT	V
latar	背景	latar	背景	N;SG	N
latar	バックグラウンド	latar	バックグラウンド	N;SG	N
terbang	ハエ	terbang	ハエ	N;SG;ACT	N
terbang	フライ	terbang	フライ	N;SG;ACT	N
terbang	フライング	terbang	フライング	N;SG;ACT	N
konsep	概念	konsep	概念	N;SG	N
konsep	コンセプト	konsep	コンセプト	N;SG	N
konsep	ドラフト	konsep	ドラフト	N;SG	N
konsep	下書き	konsep	下書き	N;SG	N
konsep	下書き	konsep	下書き	N;SG	N
konsep	概念	konsep	概念	N;SG	N
konsep	コンセプト	konsep	コンセプト	N;SG	N
pengurus	管理	penurus	管理	N;SG	N
pengurus	管理人	penurus	管理人	N;SG	N
pengurus	管理	penurus	管理	N;SG	N
pengurus	管理人	penurus	管理人	N;SG	N
pengurus	管理	penurus	管理	N;SG	N
pengurus	管理人	penurus	管理人	N;SG	N
merasa	感じる	menrasa	感じる	V;SG;ACT	V
danau	湖畔	danau	湖畔	N;SG	N
danau	湖沼	danau	湖沼	N;SG	N
muslim	イスラム	muslim	イスラム	N;SG	N
muslim	ムスリム	muslim	ムスリム	N;SG	N
muslim	イスラム	muslim	イスラム	N;SG	N
muslim	ムスリム	muslim	ムスリム	N;SG	N
area	面積	area	面積	N;SG	N
area	領域	area	領域	N;SG	N
area	エリア	area	エリア	N;SG	N
bupati	摂政	bupati	摂政	N	N
bupati	摂政	bupati	摂政	N	N
ukuran	サイズ	ukuran	サイズ	N;SG	N
ukuran	サイズ	ukuran	サイズ	N;SG	N
pilihan	チョイス	pilihan	チョイス	N;SG	N
pilihan	オプション	pilihan	オプション	N;SG	N
pilihan	オプション	pilihan	オプション	N;SG	N
pilihan	選択	pilihan	選択	N;SG	N
kulit	レザー	kulit	レザー	N;SG	N
kulit	皮革	kulit	皮革	N;SG	N
kulit	スキン	kulit	スキン	N;SG	N
kulit	スキン	kulit	スキン	N;SG	N
kulit	皮膚	kulit	皮膚	N;SG	N
kendaraan	車両	kendaraan	車両	N;SG	N
kendaraan	乗り物	kendaraan	乗り物	N;SG	N
kendaraan	乗り物	kendaraan	乗り物	N;SG	N
kendaraan	車両	kendaraan	車両	N;SG	N
direktur	監督	direktur	監督	N;SG	N
direktur	取締役	direktur	取締役	N;SG	N
pesan	メッセージ	pesan	メッセージ	N;SG	N
pesan	伝言	pesan	伝言	N;SG	N
pesan	メッセージ	pesan	メッセージ	N;SG	N
pertengahan	真ん中	pertengahan	真ん中	N;SG	N
pertengahan	ミドル	pertengahan	ミドル	N;SG	N
tenaga	エネルギー	tenaga	エネルギー	N;SG	N
tenaga	権力	tenaga	権力	N;SG	N
tenaga	パワー	tenaga	パワー	N;SG	N
pertahanan	ディフェンス	pertahanan	ディフェンス	N;SG	N
pertahanan	防御	pertahanan	防御	N;SG	N
pertahanan	防衛	pertahanan	防衛	N;SG	N
pertahanan	ディフェンス	pertahanan	ディフェンス	N;SG	N
pertahanan	防御	pertahanan	防御	N;SG	N
mengalahkan	敗北	menkalahkan	敗北	V;SG;ACT	V
pekerjaan	職業	pekerjaan	職業	N;SG	N
pekerjaan	仕事	pekerjaan	仕事	N;SG	N
pekerjaan	ジョブ	pekerjaan	ジョブ	N;SG	N
pekerjaan	作業	pekerjaan	作業	N;SG	N
pekerjaan	仕事	pekerjaan	仕事	N;SG	N
pekerjaan	ワーク	pekerjaan	ワーク	N;SG	N
pekerjaan	ジョブ	pekerjaan	ジョブ	N;SG	N
pekerjaan	求人	pekerjaan	求人	N;SG	N
rencana	計画	rencana	計画	N;SG	N
rencana	プラン	rencana	プラン	N;SG	N
rencana	計画	rencana	計画	N;SG	N
rencana	プラン	rencana	プラン	N;SG	N
era	時代	era	時代	N	N
menyerap	吸収	menserap	吸収	V;SG;ACT	V
tipe	種類	tipe	種類	N;SG	N
tipe	タイプ	tipe	タイプ	N;SG	N
tipe	種類	tipe	種類	N;SG	N
menyerang	襲撃	menserang	襲撃	V;SG;ACT	V
menyerang	攻撃	menserang	攻撃	V;SG;ACT	V
menyerang	攻撃	menserang	攻撃	V;SG;ACT	V
global	グローバル	global	グローバル	ADJ	ADJ
aliran	ジャンル	aliran	ジャンル	N;SG	N
aliran	ストリーム	aliran	ストリーム	N;SG	N
aliran	渓流	aliran	渓流	N;SG	N
aliran	フロー	aliran	フロー	N;SG	N
aliran	ストリーム	aliran	ストリーム	N;SG	N
berjalan	歩く	berjalan	歩く	V;SG;ACT	V
berjalan	走る	berjalan	走る	V;SG;ACT	V
berjalan	歩き	berjalan	歩く	V;SG;ACT	V
berjalan	歩く	berjalan	歩く	V;SG;ACT	V
teks	テキスト	teks	テキスト	N;SG	N
penumpang	乗客	pentumpang	乗客	N;SG	N
penumpang	乗客	pentumpang	乗客	N;SG	N
penumpang	旅客	pentumpang	旅客	N;SG	N
minyak	石油	minyak	石油	N;SG	N
minyak	オイル	minyak	オイル	N;SG	N
upacara	儀式	upacara	儀式	N;SG	N
upacara	式典	upacara	式典	N;SG	N
manajemen	マネジメント	manajemen	マネジメント	N;SG	N
manajemen	マネージメント	manajemen	マネージメント	N;SG	N
terkait	関連	terkait	関連	V;SG;PASS	V
murid	弟子	murid	弟子	N;SG	N
murid	生徒	murid	生徒	N;SG	N
murid	学生	murid	学生	N;SG	N
murid	生徒	murid	生徒	N;SG	N
murid	学生	murid	学生	N;SG	N
murid	弟子	murid	弟子	N;SG	N
gas	気体	gas	気体	N;SG	N
gas	ガス	gas	ガス	N;SG	N
gas	気体	gas	気体	N;SG	N
tumbuhan	植物	tumbuhan	植物	N;SG	N
tumbuhan	プラント	tumbuhan	プラント	N;SG	N
tumbuhan	植物	tumbuhan	植物	N;SG	N
generasi	世代	generasi	世代	N;SG	N
generasi	世代	generasi	世代	N;SG	N
ternyata	どうやら	ternyata	どうやら	ADV;RL;SG	ADV
mengandung	含む	menkandung	含む	V;SG;ACT	V
saluran	チャネル	saluran	チャネル	N;SG	N
saluran	チャンネル	saluran	チャンネル	N;SG	N
saluran	チャネル	saluran	チャネル	N;SG	N
saluran	チャンネル	saluran	チャンネル	N;SG	N
saluran	海峡	saluran	海峡	N;SG	N
vokal	母音	vokal	母音	N;SG	N
vokal	ボーカル	vokal	ボーカル	N;SG	N
vokal	ボーカル	vokal	ボーカル	N;SG	N
vokal	母音	vokal	母音	N;SG	N
dimiliki	所有	dimiliki	所有	V;SG;PASS	V
akademi	アカデミー	akademi	アカデミー	N;SG	N
akademi	アカデミー	akademi	アカデミー	N;SG	N
khususnya	特に	khususnya	特に	ADV	ADV
pinjaman	ローン	pinjaman	ローン	N;SG	N
pinjaman	ローン	pinjaman	ローン	N;SG	N
metode	方法	metode	方法	N;SG	N
peraturan	規則	peraturan	規則	N;SG	N
peraturan	ルール	peraturan	ルール	N;SG	N
peraturan	ルール	peraturan	ルール	N;SG	N
pemenang	勝者	penmenang	勝者	N;SG	N
pemenang	勝者	penmenang	勝者	N;SG	N
cahaya	ライト	cahaya	ライト	N;SG	N
bergerak	移動	bergerak	移動	V;SG;ACT	V
bergerak	引越	bergerak	引越	V;SG;ACT	V
bergerak	移動	bergerak	移動	V;SG;ACT	V
tionghoa	中国語	tionghoa	中国語	N	N
tionghoa	中国人	tionghoa	中国人	N	N
skor	スコア	skor	スコア	N;SG	N
skor	得点	skor	得点	N;SG	N
skor	スコア	skor	スコア	N;SG	N
pengaruh	影響	pengaruh	影響	N;SG	N
kompetisi	競技	kompetisi	競技	N;SG	N
kompetisi	コンペ	kompetisi	コンペ	N;SG	N
kompetisi	競争	kompetisi	競争	N;SG	N
kompetisi	コンペティション	kompetisi	コンペティション	N;SG	N
kompetisi	コンテスト	kompetisi	コンテスト	N;SG	N
polisi	警察官	polisi	警察官	N;SG	N
polisi	警察	polisi	警察	N;SG	N
kecepatan	速度	kecepatan	速度	N;SG	N
kecepatan	速度	kecepatan	速度	N;SG	N
kecepatan	スピード	kecepatan	スピード	N;SG	N
kecepatan	スピード	kecepatan	スピード	N;SG	N
penguasa	定規	penkuasa	定規	N;SG	N
penguasa	定規	penkuasa	定規	N;SG	N
pasangan	カップル	pasangan	カップル	N;SG	N
pasangan	パートナー	pasangan	パートナー	N;SG	N
pasangan	ペア	pasangan	ペア	N;SG	N
menolak	拒否	mentolak	拒否	V;SG;ACT	V
menolak	辞退	mentolak	辞退	V;SG;ACT	V
menolak	拒否	mentolak	拒否	V;SG;ACT	V
mengubah	変換	menubah	変換	V;SG;ACT	V
mengubah	変形	menubah	変形	V;SG;ACT	V
mengubah	変更	menubah	変更	V;SG;ACT	V
mengubah	変更	menubah	変更	V;SG;ACT	V
mengubah	変化	menubah	変化	V;SG;ACT	V
pelabuhan	ポート	penlabuhan	ポート	N;SG	N
pelabuhan	港湾	penlabuhan	港湾	N;SG	N
pelabuhan	ポート	penlabuhan	ポート	N;SG	N
genre	ジャンル	genre	ジャンル	N	N
genre	ジャンル	genre	ジャンル	N	N
jembatan	ブリッジ	jembatan	ブリッジ	N;SG	N
yayasan	財団	yayasan	財団	N;SG	N
yayasan	ファンデーション	yayasan	ファンデーション	N;SG	N
yayasan	ファウンデーション	yayasan	ファウンデーション	N;SG	N
keamanan	セキュリティ	keamanan	セキュリティ	N;SG	N
keamanan	セキュリティー	keamanan	セキュリティー	N;SG	N
keamanan	セーフティ	keamanan	セーフティ	N;SG	N
pendiri	創始	pendiri	創始	N;SG	N
pendiri	開祖	pendiri	開祖	N;SG	N
gagal	失敗	gagal	失敗	V;SG	V
gagal	失敗	gagal	失敗	V;SG	V
gagal	故障	gagal	故障	V;SG	V
gagal	失敗	gagal	失敗	V;SG	V
perbedaan	差分	perbedaan	差分	N;SG	N
perbedaan	差分	perbedaan	差分	N;SG	N
pintu	ドア	pintu	ドア	N;SG	N
pintu	ドア	pintu	ドア	N;SG	N
pembuat	作家	penbuat	作家	N;SG	N
pembuat	著者	penbuat	著者	N;SG	N
pembuat	作者	penbuat	作者	N;SG	N
pembuat	クリエーター	penbuat	クリエーター	N;SG	N
pembuat	メーカー	penbuat	メーカー	N;SG	N
kiri	左側	kiri	左側	N;SG	N
tumbuh	栽培	tumbuh	栽培	V;SG;ACT	V
tumbuh	成長	tumbuh	成長	V;SG;ACT	V
tumbuh	育つ	tumbuh	育つ	V;SG;ACT	V
difusi	拡散	difusi	拡散	N;SG	N
jasa	サービス	jasa	サービス	N;SG	N
jasa	サービス	jasa	サービス	N;SG	N
membuka	開く	menbuka	開く	V;SG;ACT	V
membuka	開く	menbuka	開く	V;SG;ACT	V
dulu	ファースト	dulu	ファースト	N	N
dulu	最初	dulu	最初	N	N
pegunungan	山地	pegunungan	山地	N;SG	N
pegunungan	山脈	pegunungan	山脈	N;SG	N
pegunungan	高地	pegunungan	高地	N;SG	N
pegunungan	マウンテン	pegunungan	マウンテン	N;SG	N
bendera	国旗	bendera	国旗	N;SG	N
bendera	国旗	bendera	国旗	N;SG	N
pelayanan	サービス	penlayanan	サービス	N;SG	N
pelayanan	サービス	penlayanan	サービス	N;SG	N
fitur	機能	fitur	機能	N;SG	N
fitur	特徴	fitur	特徴	N;SG	N
fitur	機能	fitur	機能	N;SG	N
fitur	特徴	fitur	特徴	N;SG	N
aplikasi	アプリケーション	aplikasi	アプリケーション	N;SG	N
aplikasi	アプリ	aplikasi	アプリ	N;SG	N
aplikasi	アプリ	aplikasi	アプリ	N;SG	N
aplikasi	アプリケーション	aplikasi	アプリケーション	N;SG	N
artinya	手段	arti	手段	N;SG	N
misi	ミッション	misi	ミッション	N;SG	N
misi	ミッション	misi	ミッション	N;SG	N
satelit	衛星	satelit	衛星	N;SG	N
massa	暴徒	massa	暴徒	N	N
massa	ミサ	massa	ミサ	N	N
massa	質量	massa	質量	N	N
melanjutkan	継続	menlanjutkan	継続	V;SG;ACT	V
petani	農民	petani	農民	N;SG	N
petani	農民	petani	農民	N;SG	N
petani	農家	petani	農家	N;SG	N
petani	農家	petani	農家	N;SG	N
bar	バー	bar	バー	N	N
bar	バール	bar	バール	N	N
bar	バー	bar	バー	N	N
nominasi	ノミネート	nominasi	ノミネート	N;SG	N
desain	デザイン	desain	デザイン	N;SG	N
desain	デザイン	desain	デザイン	N;SG	N
desain	意匠	desain	意匠	N;SG	N
dibuka	開く	dibuka	開く	V;SG;PASS	V
puncak	上部	puncak	上部	N;SG	N
puncak	トップ	puncak	トップ	N;SG	N
puncak	山頂	puncak	山頂	N;SG	N
puncak	ピーク	puncak	ピーク	N;SG	N
insting	本能	insting	本能	N;SG	N
insting	本能	insting	本能	N;SG	N
profil	プロフィール	profil	プロフィール	N;SG	N
profil	プロファイル	profil	プロファイル	N;SG	N
profil	プロファイル	profil	プロファイル	N;SG	N
profil	プロフィール	profil	プロフィール	N;SG	N
profil	プロファイル	profil	プロファイル	N;SG	N
system	システム	system	システム	N	N
terlibat	交戦	terlibat	交戦	V;SG;PASS	V
pembagian	師団	penbagian	師団	N;SG	N
tindakan	アクション	tindakan	アクション	N;SG	N
tindakan	アクション	tindakan	アクション	N;SG	N
sekretaris	秘書	sekretaris	秘書	N;SG	N
sekretaris	秘書	sekretaris	秘書	N;SG	N
biru	ブルー	biru	ブルー	N;SG	N
biru	青色	biru	青色	N;SG	N
gadis	ガール	gadis	ガール	N;SG	N
gadis	少女	gadis	少女	N;SG	N
gadis	女	gadis	女	N;SG	N
entertainment	エンターテイメント	entertainment	エンターテイメント	N	N
entertainment	エンターテインメント	entertainment	エンターテインメント	N	N
olimpiade	オリンピック	olimpiade	オリンピック	N;SG	N
penampilan	外観	pentampilan	外観	N;SG	N
satuan	単位	satuan	単位	N;SG	N
satuan	ユニット	satuan	ユニット	N;SG	N
satuan	単位	satuan	単位	N;SG	N
satuan	ユニット	satuan	ユニット	N;SG	N
efek	エフェクト	efek	エフェクト	N;SG	N
efek	効果	efek	効果	N;SG	N
efek	エフェクト	efek	エフェクト	N;SG	N
efek	効果	efek	効果	N;SG	N
calon	候補	calon	候補	N;SG	N
calon	候補	calon	候補	N;SG	N
calon	候補	calon	候補	N;SG	N
merujuk	参照	menrujuk	参照	V;SG;ACT	V
ajaran	教義	ajaran	教義	N;SG	N
harga	価格	harga	価格	N;SG	N
harga	プライス	harga	プライス	N;SG	N
harga	対価	harga	対価	N;SG	N
harga	値段	harga	値段	N;SG	N
harga	価格	harga	価格	N;SG	N
harga	価格	harga	価格	N;SG	N
kebutuhan	ニーズ	kebutuhan	ニーズ	N;SG	N
kebutuhan	ニーズ	kebutuhan	ニーズ	N;SG	N
kebutuhan	必需品	kebutuhan	必需品	N;SG	N
kebutuhan	必要	kebutuhan	必要	N;SG	N
remaja	十代	remaja	十代	N;SG	N
remaja	ティーン	remaja	ティーン	N;SG	N
remaja	ティーン	remaja	ティーン	N;SG	N
remaja	青少年	remaja	青少年	N;SG	N
terminal	端末	terminal	端末	N	N
terminal	端末	terminal	端末	N	N
biaya	手数	biaya	手数	N;SG	N
biaya	料金	biaya	料金	N;SG	N
biaya	費用	biaya	費用	N;SG	N
biaya	コスト	biaya	コスト	N;SG	N
biaya	チャージ	biaya	チャージ	N;SG	N
biaya	充電	biaya	充電	N;SG	N
biaya	費用	biaya	費用	N;SG	N
biaya	原価	biaya	原価	N;SG	N
biaya	コスト	biaya	コスト	N;SG	N
biaya	手数	biaya	手数	N;SG	N
kuning	イエロー	kuning	イエロー	N;SG	N
kuning	黄色	kuning	黄色	N;SG	N
artis	芸術家	artis	芸術家	N;SG	N
artis	アーティスト	artis	アーティスト	N;SG	N
artis	芸術家	artis	芸術家	N;SG	N
artis	アーティスト	artis	アーティスト	N;SG	N
rekaman	レコーディング	rekaman	レコーディング	N;SG	N
rekaman	テープ	rekaman	テープ	N;SG	N
tahap	舞台	tahap	舞台	N;SG	N
tahap	ステージ	tahap	ステージ	N;SG	N
game	ゲーム	game	ゲーム	N;SG	N
game	ゲーム	game	ゲーム	N;SG	N
game	ゲーム	game	ゲーム	N;SG	N
pertemuan	ミーティング	pertemuan	ミーティング	N;SG	N
pertemuan	会議	pertemuan	会議	N;SG	N
pertemuan	ミーティング	pertemuan	ミーティング	N;SG	N
pertemuan	会議	pertemuan	会議	N;SG	N
langit	スカイ	langit	スカイ	N;SG	N
indah	美しい	indah	美しい	ADJ;SG	ADJ
indah	素敵	indah	素敵	ADJ;SG	ADJ
indah	素晴らしい	indah	素晴らしい	ADJ;SG	ADJ
indah	絶妙	indah	絶妙	ADJ;SG	ADJ
mencakup	含む	mencakup	含む	V;SG;ACT	V
debut	初	debut	初	N;SG	N
perwakilan	代理人	perwakilan	代理人	N;SG	N
pagi	モーニング	pagi	モーニング	N;SG	N
percaya	信じる	percaya	信じる	V;SG;ACT	V
percaya	信ずる	percaya	信ずる	V;SG;ACT	V
percaya	信頼	percaya	信頼	V;SG;ACT	V
percaya	信ずる	percaya	信ずる	V;SG;ACT	V
sarana	手段	sarana	手段	N;SG	N
volume	音量	volume	音量	N;SG	N
volume	ボリューム	volume	ボリューム	N;SG	N
volume	体積	volume	体積	N;SG	N
volume	ボリューム	volume	ボリューム	N;SG	N
volume	体積	volume	体積	N;SG	N
tari	ダンス	tari	ダンス	N;SG	N
bukti	証拠	bukti	証拠	N;SG	N
bukti	プルーフ	bukti	プルーフ	N;SG	N
bukti	証拠	bukti	証拠	N;SG	N
adipati	公爵	adipati	公爵	N	N
kopi	コーヒー	kopi	コーヒー	N;SG	N
region	リージョン	region	リージョン	N	N
region	地域	region	地域	N	N
region	リージョン	region	リージョン	N	N
region	地域	region	地域	N	N
diterima	受け取り	diterima	受け取る	V;SG;PASS	V
diterima	受信	diterima	受信	V;SG;PASS	V
kompleks	コンプレックス	kompleks	コンプレックス	N;SG	N
kompleks	錯体	kompleks	錯体	N;SG	N
makam	墓地	makam	墓地	N;SG	N
makam	墓所	makam	墓所	N;SG	N
makam	墓場	makam	墓場	N;SG	N
makam	墓所	makam	墓所	N;SG	N
makam	霊廟	makam	霊廟	N;SG	N
makam	陵墓	makam	陵墓	N;SG	N
ketinggian	高度	ketinggian	高度	N;SG	N
kejuaraan	選手権	kejuaraan	選手権	N;SG	N
kejuaraan	チャンピオンシップ	kejuaraan	チャンピオンシップ	N;SG	N
kejuaraan	選手権	kejuaraan	選手権	N;SG	N
pembentukan	フォーメーション	penbentukan	フォーメーション	N;SG	N
mengumumkan	アナウンス	menumumkan	アナウンス	V;SG;ACT	V
mengumumkan	アナウンス	menumumkan	アナウンス	V;SG;ACT	V
konser	コンサート	konser	コンサート	N;SG	N
konser	コンサート	konser	コンサート	N;SG	N
sayap	ウイング	sayap	ウイング	N;SG	N
channel	チャネル	channel	チャネル	N	N
channel	チャンネル	channel	チャンネル	N	N
channel	海峡	channel	海峡	N	N
parlemen	議会	parlemen	議会	N;SG	N
parlemen	国会	parlemen	国会	N;SG	N
penonton	ビューア	pentonton	ビューア	N;SG	N
penonton	観客	pentonton	観客	N;SG	N
penonton	オーディエンス	pentonton	オーディエンス	N;SG	N
pejabat	役員	pejabat	役員	N;SG	N
tema	テーマ	tema	テーマ	N;SG	N
tema	テーマ	tema	テーマ	N;SG	N
berhubungan	関連	berhubungan	関連	V;SG;ACT	V
setuju	同意	setuju	同意	V;SG;ACT	V
setuju	合意	setuju	合意	V;SG;ACT	V
komandan	司令官	komandan	司令官	N;SG	N
pemuda	青年	pemuda	青年	N;SG	N
pemuda	若者	pemuda	若者	N;SG	N
pemuda	ユース	pemuda	ユース	N;SG	N
pemuda	青春	pemuda	青春	N;SG	N
golongan	派閥	golongan	派閥	N;SG	N
motor	バイク	motor	バイク	N;SG	N
motor	オートバイ	motor	オートバイ	N;SG	N
motor	モーター	motor	モーター	N;SG	N
diikuti	フォロー	diikuti	フォロー	V;SG;PASS	V
lulus	卒業	lulus	卒業	V;SG	V
lulus	合格	lulus	合格	V;SG	V
pernikahan	ウェディング	pernikahan	ウェディング	N;SG	N
pernikahan	ウェディング	pernikahan	ウェディング	N;SG	N
pernikahan	結婚式	pernikahan	結婚式	N;SG	N
terbatas	限定	terbatas	限定	V;SG	V
terbatas	制限	terbatas	制限	V;SG	V
berkaitan	関連	berkaitan	関連	V;SG;ACT	V
pemeran	キャスト	penperan	キャスト	N;SG	N
pemeran	ギプス	penperan	ギプス	N;SG	N
turnamen	トーナメント	turnamen	トーナメント	N;SG	N
dokter	医師	dokter	医師	N;SG	N
dokter	医師	dokter	医師	N;SG	N
dokter	医者	dokter	医者	N;SG	N
dokter	医師	dokter	医師	N;SG	N
dokter	ドクター	dokter	ドクター	N;SG	N
dokter	先生	dokter	先生	N;SG	N
dokter	医者	dokter	医者	N;SG	N
menyelesaikan	仕上げ	menselesaikan	仕上げる	V;SG;ACT	V
kuil	神社	kuil	神社	N;SG	N
kuil	寺院	kuil	寺院	N;SG	N
kuil	神殿	kuil	神殿	N;SG	N
kuil	寺院	kuil	寺院	N;SG	N
lambang	エンブレム	lambang	エンブレム	N;SG	N
produser	プロデューサー	produser	プロデューサー	N;SG	N
produser	プロデューサー	produser	プロデューサー	N;SG	N
obat	医学	obat	医学	N;SG	N
