mai	もっと	mai	もっと	ADV	ADV
teren	土地	teren	土地	N;INDF;MASC;SG	N
teren	地形	teren	地形	N;INDF;MASC;SG	N
cult	カルト	cult	カルト	N;INDF;MASC;SG	N
preot	司祭	preot	司祭	N;INDF;MASC;SG	N
versiune	バージョン	versiune	バージョン	N;INDF;FEM;SG	N
pastreaza	キープ	pastreză	キープ	V;IND;SG;3;IPFV;FIN	V
conditiile	条件	conditie	条件	N;DEF;FEM;PL	N
conditiile	条件	conditie	条件	N;DEF;FEM;PL	N
pictura	絵画	pictură	絵画	N;DEF;FEM;SG	N
pictura	絵画	pictură	絵画	N;DEF;FEM;SG	N
zilele	日数	zi	日数	N;DEF;FEM;PL	N
sala	体育館	sală	体育館	N;DEF;FEM;SG	N
sala	ジム	sală	ジム	N;DEF;FEM;SG	N
sala	体育館	sală	体育館	N;DEF;FEM;SG	N
sala	ジム	sală	ジム	N;DEF;FEM;SG	N
animale	動物	animal	動物	N;INDF;FEM;PL	N
medicina	医学	medicină	医学	N;DEF;FEM;SG	N
medicina	医学	medicină	医学	N;DEF;FEM;SG	N
producator	プロデューサー	producator	プロデューサー	N;INDF;MASC;SG	N
producator	製造	producator	製造	N;INDF;MASC;SG	N
producator	メーカー	producator	メーカー	N;INDF;MASC;SG	N
producator	プロデューサー	producator	プロデューサー	N;INDF;MASC;SG	N
producator	製造	producator	製造	N;INDF;MASC;SG	N
producator	メーカー	producator	メーカー	N;INDF;MASC;SG	N
relativ	比較的	relativ	比較的	ADV	ADV
material	素材	material	素材	N;INDF;MASC;SG	N
material	材料	material	材料	N;INDF;MASC;SG	N
material	マテリアル	material	マテリアル	N;INDF;MASC;SG	N
regiuni	リージョン	regiune	リージョン	N;INDF;FEM;PL	N
regiuni	地域	regiune	地域	N;INDF;FEM;PL	N
dolari	ドル	dolar	ドル	N;INDF;MASC;PL	N
imaginea	画像	imagine	画像	N;DEF;FEM;SG	N
imaginea	イメージ	imagine	イメージ	N;DEF;FEM;SG	N
parlamentul	議会	parlament	議会	N;DEF;MASC;SG	N
parlamentul	国会	parlament	国会	N;DEF;MASC;SG	N
statutul	近況	statut	近況	N;DEF;MASC;SG	N
natural	自然	natural	自然	ADJ;INDF;MASC;SG	ADJ
planul	計画	plan	計画	N;DEF;MASC;SG	N
planul	プラン	plan	プラン	N;DEF;MASC;SG	N
textul	テキスト	text	テキスト	N;DEF;MASC;SG	N
medalia	メダル	medalie	メダル	N;DEF;FEM;SG	N
serial	シリアル	serial	シリアル	N;INDF;MASC;SG	N
sora	姉妹	soră	姉妹	N;DEF;FEM;SG	N
sora	姉妹	soră	姉妹	N;DEF;FEM;SG	N
actiuni	株式	actiune	株式	N;INDF;FEM;PL	N
actiuni	シェア	actiune	シェア	N;INDF;FEM;PL	N
actiuni	アクション	actiune	アクション	N;INDF;FEM;PL	N
autoritatile	当局	autoritate	当局	N;DEF;FEM;PL	N
autoritatile	当局	autoritate	当局	N;DEF;FEM;PL	N
raspuns	返信	raspuns	返信	N;INDF;MASC;SG	N
raspuns	レスポンス	raspuns	レスポンス	N;INDF;MASC;SG	N
rezultate	結果	rezultat	結果	N;INDF;FEM;PL	N
camera	部屋	cameră	部屋	N;DEF;FEM;SG	N
camera	ルーム	cameră	ルーム	N;DEF;FEM;SG	N
camera	部屋	cameră	部屋	N;DEF;FEM;SG	N
camera	ルーム	cameră	ルーム	N;DEF;FEM;SG	N
discutii	ディスカッション	discut	ディスカッション	N;INDF;FEM;PL	N
discutii	ディスカッション	discut	ディスカッション	N;INDF;FEM;PL	N
discutii	ディスカッション	discut	ディスカッション	N;INDF;FEM;PL	N
discutii	ディスカッション	discut	ディスカッション	N;INDF;FEM;PL	N
obiecte	オブジェクト	obiect	オブジェクト	N;INDF;FEM;PL	N
consilier	顧問	consilier	顧問	N;INDF;MASC;SG	N
consilier	カウンセラー	consilier	カウンセラー	N;INDF;MASC;SG	N
secolele	世紀	secol	世紀	N;DEF;FEM;PL	N
secretar	秘書	secretar	秘書	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
transport	交通	transport	交通	N;INDF;MASC;SG	N
coasta	海岸	coastă	海岸	N;DEF;FEM;SG	N
coasta	海岸	coastă	海岸	N;DEF;FEM;SG	N
lei	ライオン	leu	ライオン	N;INDF;MASC;PL	N
cronica	慢性	cronică	慢性	N;DEF;FEM;SG	N
cronica	持病	cronică	持病	N;DEF;FEM;SG	N
grupuri	グループ	grup	グループ	N;INDF;FEM;PL	N
sociala	ソーシャル	socială	ソーシャル	N;DEF;FEM;SG	N
sociala	ソーシャル	socială	ソーシャル	N;DEF;FEM;SG	N
fier	アイロン	fier	アイロン	N;INDF;MASC;SG	N
nota	メモ	notă	メモ	N;DEF;FEM;SG	N
nota	ノート	notă	ノート	N;DEF;FEM;SG	N
nota	メモ	notă	メモ	N;DEF;FEM;SG	N
nota	ノート	notă	ノート	N;DEF;FEM;SG	N
motive	理由	motiv	理由	N;INDF;FEM;PL	N
pian	ピアノ	pian	ピアノ	N;INDF;MASC;SG	N
directia	方向	directie	方向	N;DEF;FEM;SG	N
directia	方向	directie	方向	N;DEF;FEM;SG	N
soldati	兵士	soldat	兵士	N;INDF;MASC;PL	N
soldati	兵士	soldat	兵士	N;INDF;MASC;PL	N
soldati	兵士	soldat	兵士	N;INDF;MASC;PL	N
modelul	モデル	model	モデル	N;DEF;MASC;SG	N
comentariu	コメント	comentariu	コメント	N;INDF;MASC;SG	N
king	国王	king	国王	N;INDF;MASC;SG	N
king	キング	king	キング	N;INDF;MASC;SG	N
varful	チップ	varf	チップ	N;DEF;MASC;SG	N
varful	ヒント	varf	ヒント	N;DEF;MASC;SG	N
viitor	フューチャー	viitor	フューチャー	N;INDF;MASC;SG	N
viitor	未来	viitor	未来	N;INDF;MASC;SG	N
tanar	若い	tanar	若い	ADJ;INDF;MASC;SG	ADJ
subiectul	主体	subiect	主体	N;DEF;MASC;SG	N
subiectul	件名	subiect	件名	N;DEF;MASC;SG	N
bronz	タン	bronz	タン	N;INDF;MASC;SG	N
bronz	青	bronz	青	N;INDF;MASC;SG	N
bronz	ブロンズ	bronz	ブロンズ	N;INDF;MASC;SG	N
spatiul	スペース	spatiu	スペース	N;DEF;MASC;SG	N
spatiul	空間	spatiu	空間	N;DEF;MASC;SG	N
spatiul	スペース	spatiu	スペース	N;DEF;MASC;SG	N
spatiul	空間	spatiu	空間	N;DEF;MASC;SG	N
sediu	本社	sediu	本社	N;INDF;MASC;SG	N
sediu	司令部	sediu	司令部	N;INDF;MASC;SG	N
records	レコード	records	レコード	N;INDF;MASC;SG	N
miscare	モーション	miscare	モーション	N;INDF;FEM;SG	N
miscare	ムーブメント	miscare	ムーブメント	N;INDF;FEM;SG	N
miscare	楽章	miscare	楽章	N;INDF;FEM;SG	N
miscare	ムーブメント	miscare	ムーブメント	N;INDF;FEM;SG	N
miscare	楽章	miscare	楽章	N;INDF;FEM;SG	N
miscare	モーション	miscare	モーション	N;INDF;FEM;SG	N
miscare	ムーブメント	miscare	ムーブメント	N;INDF;FEM;SG	N
miscare	楽章	miscare	楽章	N;INDF;FEM;SG	N
industria	業界	industrie	業界	N;DEF;FEM;SG	N
industria	産業	industrie	産業	N;DEF;FEM;SG	N
femeie	女性	femeie	女性	N;INDF;FEM;SG	N
femeie	女性	femeie	女性	N;INDF;FEM;SG	N
medic	医師	medic	医師	N;INDF;MASC;SG	N
comandant	司令官	comandant	司令官	N;INDF;MASC;SG	N
tehnica	テクニック	tehnică	テクニック	N;DEF;FEM;SG	N
tehnica	技法	tehnică	技法	N;DEF;FEM;SG	N
tehnica	テクニック	tehnică	テクニック	N;DEF;FEM;SG	N
tehnica	技法	tehnică	技法	N;DEF;FEM;SG	N
documente	ドキュメント	document	ドキュメント	N;INDF;FEM;PL	N
documente	書類	document	書類	N;INDF;FEM;PL	N
documente	文書	document	文書	N;INDF;FEM;PL	N
volum	音量	volum	音量	N;INDF;MASC;SG	N
volum	ボリューム	volum	ボリューム	N;INDF;MASC;SG	N
volum	体積	volum	体積	N;INDF;MASC;SG	N
meciuri	マッチ	meci	マッチ	N;INDF;FEM;PL	N
baia	風呂	baie	風呂	N;DEF;FEM;SG	N
baia	浴室	baie	浴室	N;DEF;FEM;SG	N
baia	トイレ	baie	トイレ	N;DEF;FEM;SG	N
corp	本文	corp	本文	N;INDF;MASC;SG	N
corp	身体	corp	身体	N;INDF;MASC;SG	N
corp	本体	corp	本体	N;INDF;MASC;SG	N
corp	ボディ	corp	ボディ	N;INDF;MASC;SG	N
servicii	サービス	serviciu	サービス	N;INDF;FEM;PL	N
servicii	サービス	serviciu	サービス	N;INDF;FEM;PL	N
colectia	コレクション	colectie	コレクション	N;DEF;FEM;SG	N
colectia	コレクション	colectie	コレクション	N;DEF;FEM;SG	N
scriitorilor	作家	scriitor	作家	N;DEF;MASC;PL	N
house	ハウス	hou	ハウス	N;INDF;MASC;SG	N
caracter	文字	caracter	文字	N;INDF;MASC;SG	N
caracter	性格	caracter	性格	N;INDF;MASC;SG	N
caracter	キャラクター	caracter	キャラクター	N;INDF;MASC;SG	N
teritoriu	縄張り	teritoriu	縄張り	N;INDF;MASC;SG	N
marin	マリン	marin	マリン	N;INDF;MASC;SG	N
marin	マリン	marin	マリン	N;INDF;MASC;SG	N
albume	アルバム	album	アルバム	N;INDF;FEM;PL	N
productia	プロダクション	productie	プロダクション	N;DEF;FEM;SG	N
conflict	紛争	conflict	紛争	N;INDF;MASC;SG	N
conflict	コンフリクト	conflict	コンフリクト	N;INDF;MASC;SG	N
organizarea	組織	organizare	組織	N;DEF;FEM;SG	N
capul	ヘッド	cap	ヘッド	N;DEF;MASC;SG	N
capul	頭部	cap	頭部	N;DEF;MASC;SG	N
aparare	ディフェンス	aparare	ディフェンス	N;INDF;FEM;SG	N
aparare	防御	aparare	防御	N;INDF;FEM;SG	N
aparare	ディフェンス	aparare	ディフェンス	N;INDF;FEM;SG	N
aparare	防御	aparare	防御	N;INDF;FEM;SG	N
aparare	防衛	aparare	防衛	N;INDF;FEM;SG	N
aparare	ディフェンス	aparare	ディフェンス	N;INDF;FEM;SG	N
aparare	防御	aparare	防御	N;INDF;FEM;SG	N
aparare	ディフェンス	aparare	ディフェンス	N;INDF;FEM;SG	N
aparare	防御	aparare	防御	N;INDF;FEM;SG	N
aparare	防衛	aparare	防衛	N;INDF;FEM;SG	N
jocuri	ゲーム	joc	ゲーム	N;INDF;FEM;PL	N
revolutia	革命	revolutie	革命	N;DEF;FEM;SG	N
revolutia	レボリューション	revolutie	レボリューション	N;DEF;FEM;SG	N
revolutia	革命	revolutie	革命	N;DEF;FEM;SG	N
revolutia	レボリューション	revolutie	レボリューション	N;DEF;FEM;SG	N
categorii	カテゴリー	categorie	カテゴリー	N;INDF;FEM;PL	N
categorii	区分	categorie	区分	N;INDF;FEM;PL	N
categorii	カテゴリ	categorie	カテゴリ	N;INDF;FEM;PL	N
categorii	カテゴリー	categorie	カテゴリー	N;INDF;FEM;PL	N
categorii	カテゴリ	categorie	カテゴリ	N;INDF;FEM;PL	N
noapte	ナイト	noapte	ナイト	N;INDF;FEM;SG	N
matematica	数学	matematică	数学	N;DEF;FEM;SG	N
matematica	数学	matematică	数学	N;DEF;FEM;SG	N
matematica	数学	matematică	数学	N;DEF;FEM;SG	N
matematica	数学	matematică	数学	N;DEF;FEM;SG	N
primeste	受け取る	primi	受け取る	V;IND;SG;3;PRS;FIN	V
primeste	受信	primi	受信	V;IND;SG;3;PRS;FIN	V
centrale	中央	centrală	中央	N;INDF;FEM;PL	N
povestiri	記事	povestire	記事	N;INDF;FEM;PL	N
povestiri	ストーリー	povestire	ストーリー	N;INDF;FEM;PL	N
scor	スコア	scor	スコア	N;INDF;MASC;SG	N
scor	得点	scor	得点	N;INDF;MASC;SG	N
red	赤色	red	赤色	N;INDF;MASC;SG	N
red	レッド	red	レッド	N;INDF;MASC;SG	N
guvern	政府	guvern	政府	N;INDF;MASC;SG	N
posibilitatea	可能性	posibilitate	可能性	N;DEF;FEM;SG	N
copiii	子供	copil	子供	N;DEF;MASC;PL	N
copiii	子供	copil	子供	N;DEF;MASC;PL	N
cuvant	ワード	cuvant	ワード	N;INDF;MASC;SG	N
cuvant	言葉	cuvant	言葉	N;INDF;MASC;SG	N
cuvant	単語	cuvant	単語	N;INDF;MASC;SG	N
cuvant	ワード	cuvant	ワード	N;INDF;MASC;SG	N
cuvant	言葉	cuvant	言葉	N;INDF;MASC;SG	N
cuvant	単語	cuvant	単語	N;INDF;MASC;SG	N
dinamo	ダイナモ	dinamo	ダイナモ	N;INDF;MASC;SG	N
refuzat	不参加	refuza	不参加	ADJ;INDF;MASC;SG	ADJ
puternica	強い	puternic	強い	ADJ;DEF;FEM;SG	ADJ
puternica	濃い	puternic	濃い	ADJ;DEF;FEM;SG	ADJ
puternica	強い	puternic	強い	ADJ;DEF;FEM;SG	ADJ
puternica	濃い	puternic	濃い	ADJ;DEF;FEM;SG	ADJ
puternica	パワフル	puternic	パワフル	ADJ;DEF;FEM;SG	ADJ
scorul	スコア	scor	スコア	N;DEF;MASC;SG	N
scorul	得点	scor	得点	N;DEF;MASC;SG	N
relatii	リレーション	relatie	リレーション	N;INDF;FEM;PL	N
relatii	リレーション	relatie	リレーション	N;INDF;FEM;PL	N
relatii	関係	relatie	関係	N;INDF;FEM;PL	N
relatii	リレーション	relatie	リレーション	N;INDF;FEM;PL	N
relatii	リレーション	relatie	リレーション	N;INDF;FEM;PL	N
relatii	関係	relatie	関係	N;INDF;FEM;PL	N
ordine	オーダー	ordine	オーダー	N;INDF;FEM;SG	N
ordine	オーダー	ordine	オーダー	N;INDF;FEM;SG	N
democrat	民主主義	democrat	民主主義	N;INDF;MASC;SG	N
italiana	イタリアン	italiană	イタリアン	N;DEF;FEM;SG	N
italiana	イタリアン	italiană	イタリアン	N;DEF;FEM;SG	N
pro	プロ	prubi	プロ	N;INDF	N
forta	フォース	forta	フォース	N;DEF;FEM;SG	N
forta	フォース	forta	フォース	N;DEF;FEM;SG	N
forta	体力	forta	体力	N;DEF;FEM;SG	N
forta	強度	forta	強度	N;DEF;FEM;SG	N
forta	フォース	forta	フォース	N;DEF;FEM;SG	N
programul	プログラム	program	プログラム	N;DEF;MASC;SG	N
programul	プログラム	program	プログラム	N;DEF;MASC;SG	N
programul	スケジュール	program	スケジュール	N;DEF;MASC;SG	N
formatul	フォーマット	format	フォーマット	N;DEF;MASC;SG	N
formatul	書式	format	書式	N;DEF;MASC;SG	N
asociatia	社団	asociatie	社団	N;DEF;FEM;SG	N
asociatia	協会	asociatie	協会	N;DEF;FEM;SG	N
asociatia	アソシエーション	asociatie	アソシエーション	N;DEF;FEM;SG	N
asociatia	社団	asociatie	社団	N;DEF;FEM;SG	N
asociatia	協会	asociatie	協会	N;DEF;FEM;SG	N
asociatia	アソシエーション	asociatie	アソシエーション	N;DEF;FEM;SG	N
spectatori	観客	spectator	観客	N;INDF;MASC;PL	N
personaje	文字	personaj	文字	N;INDF;FEM;PL	N
personaje	キャラクター	personaj	キャラクター	N;INDF;FEM;PL	N
trupa	バンド	trupă	バンド	N;DEF;FEM;SG	N
trupa	バンド	trupă	バンド	N;DEF;FEM;SG	N
trupa	部隊	trupă	部隊	N;DEF;FEM;SG	N
inalta	高い	inalta	高い	ADJ;DEF;FEM;SG	ADJ
inalta	高い	inalta	高い	ADJ;DEF;FEM;SG	ADJ
inalta	高い	inalta	高い	ADJ;DEF;FEM;SG	ADJ
inalta	高い	inalta	高い	ADJ;DEF;FEM;SG	ADJ
formarea	フォーメーション	formare	フォーメーション	N;DEF;FEM;SG	N
disc	ディスク	disc	ディスク	N;INDF;MASC;SG	N
disc	円盤	disc	円盤	N;INDF;MASC;SG	N
disc	ディスク	disc	ディスク	N;INDF;MASC;SG	N
activitati	アクティビティ	activitati	アクティビティ	N;INDF;FEM;PL	N
activitati	アクティビティ	activitati	アクティビティ	N;INDF;FEM;PL	N
print	プリンス	print	プリンス	N;INDF;MASC;SG	N
print	プリンス	print	プリンス	N;INDF;MASC;SG	N
print	プリンス	print	プリンス	N;INDF;MASC;SG	N
champagne	シャンパン	champagn	シャンパン	N;INDF;MASC;SG	N
influenta	影響	influenta	影響	N;DEF;FEM;SG	N
influenta	影響	influenta	影響	N;DEF;FEM;SG	N
influenta	影響	influenta	影響	N;DEF;FEM;SG	N
air	空気	air	空気	N;INDF;MASC;SG	N
air	航空	air	航空	N;INDF;MASC;SG	N
educatie	教育	educatie	教育	N;INDF;FEM;SG	N
educatie	学歴	educatie	学歴	N;INDF;FEM;SG	N
educatie	教育	educatie	教育	N;INDF;FEM;SG	N
educatie	学歴	educatie	学歴	N;INDF;FEM;SG	N
asezare	決済	asezare	決済	N;INDF;FEM;SG	N
asezare	集落	asezare	集落	N;INDF;FEM;SG	N
dimensiuni	サイズ	dimensiune	サイズ	N;INDF;FEM;PL	N
dimensiuni	寸法	dimensiune	寸法	N;INDF;FEM;PL	N
dimensiuni	サイズ	dimensiune	サイズ	N;INDF;FEM;PL	N
grad	学年	grad	学年	N;INDF;MASC;SG	N
grad	グレード	grad	グレード	N;INDF;MASC;SG	N
grad	ランク	grad	ランク	N;INDF;MASC;SG	N
interviu	面接	interviu	面接	N;INDF;MASC;SG	N
interviu	インタビュー	interviu	インタビュー	N;INDF;MASC;SG	N
tratat	条約	tratat	条約	N;INDF;MASC;SG	N
maxima	最大	maxim	最大	N;DEF;FEM;SG	N
maxima	最大	maxim	最大	N;DEF;FEM;SG	N
sisteme	システム	sistem	システム	N;INDF;FEM;PL	N
sisteme	システムズ	sistem	システムズ	N;INDF;FEM;PL	N
arbitru	審判	arbitru	審判	N;INDF;MASC;SG	N
jocul	ゲーム	joc	ゲーム	N;DEF;MASC;SG	N
incredere	自信	incredere	自信	N;INDF;FEM;SG	N
incredere	自信	incredere	自信	N;INDF;FEM;SG	N
cantec	歌曲	cantec	歌曲	N;INDF;MASC;SG	N
cantec	ソング	cantec	ソング	N;INDF;MASC;SG	N
cantec	歌曲	cantec	歌曲	N;INDF;MASC;SG	N
cantec	ソング	cantec	ソング	N;INDF;MASC;SG	N
ajutor	ヘルプ	ajutor	ヘルプ	N;INDF;MASC;SG	N
titular	ホルダー	titular	ホルダー	N;INDF;MASC;SG	N
foc	火事	foc	火事	N;INDF;MASC;SG	N
foc	ファイア	foc	ファイア	N;INDF;MASC;SG	N
foc	火災	foc	火災	N;INDF;MASC;SG	N
lege	法律	lege	法律	N;INDF;FEM;SG	N
lege	法学	lege	法学	N;INDF;FEM;SG	N
curent	現在	curent	現在	N;INDF;MASC;SG	N
functii	関数	functie	関数	N;INDF;FEM;PL	N
exterior	外側	exterior	外側	N;INDF;MASC;SG	N
exterior	アウター	exterior	アウター	N;INDF;MASC;SG	N
exterior	外部	exterior	外部	N;INDF;MASC;SG	N
exterior	外側	exterior	外側	N;INDF;MASC;SG	N
starea	近況	stare	近況	N;DEF;FEM;SG	N
inchisoare	刑務所	inchisoare	刑務所	N;INDF;FEM;SG	N
inchisoare	監獄	inchisoare	監獄	N;INDF;FEM;SG	N
inchisoare	刑務所	inchisoare	刑務所	N;INDF;FEM;SG	N
inchisoare	監獄	inchisoare	監獄	N;INDF;FEM;SG	N
scriitori	作家	scriitor	作家	N;INDF;MASC;PL	N
scoli	学校	scoli	学校	N;INDF;FEM;PL	N
scoli	流派	scoli	流派	N;INDF;FEM;PL	N
scoli	学校	scoli	学校	N;INDF;FEM;PL	N
scoli	流派	scoli	流派	N;INDF;FEM;PL	N
sectiunea	セクション	sectiune	セクション	N;DEF;FEM;SG	N
sectiunea	セクション	sectiune	セクション	N;DEF;FEM;SG	N
sterge	削除	sterge	削除	V;IND;SG;3;PRS;FIN	V
sterge	削除	sterge	削除	V;IND;SG;3;PRS;FIN	V
premiera	初演	premiera	初演	N;DEF;FEM;SG	N
premiera	プレミア	premiera	プレミア	N;DEF;FEM;SG	N
premiera	初演	premiera	初演	N;DEF;FEM;SG	N
premiera	プレミア	premiera	プレミア	N;DEF;FEM;SG	N
istoricul	履歴	istoric	履歴	N;DEF;MASC;SG	N
istoricul	由緒	istoric	由緒	N;DEF;MASC;SG	N
istoricul	歴史	istoric	歴史	N;DEF;MASC;SG	N
istoricul	沿革	istoric	沿革	N;DEF;MASC;SG	N
personaj	文字	personaj	文字	N;INDF;MASC;SG	N
personaj	性格	personaj	性格	N;INDF;MASC;SG	N
personaj	キャラクター	personaj	キャラクター	N;INDF;MASC;SG	N
cere	尋ねる	cere	尋ねる	V;IND;SG;3;PRS;FIN	V
relatiile	リレーション	relatie	リレーション	N;DEF;FEM;PL	N
relatiile	リレーション	relatie	リレーション	N;DEF;FEM;PL	N
relatiile	関係	relatie	関係	N;DEF;FEM;PL	N
avioane	航空機	avion	航空機	N;INDF;FEM;PL	N
avioane	飛行機	avion	飛行機	N;INDF;FEM;PL	N
colegiul	カレッジ	colegiu	カレッジ	N;DEF;MASC;SG	N
colegiul	大学	colegiu	大学	N;DEF;MASC;SG	N
securitate	セキュリティ	securitate	セキュリティ	N;INDF;FEM;SG	N
securitate	セキュリティー	securitate	セキュリティー	N;INDF;FEM;SG	N
raionului	レーヨン	raion	レーヨン	N;DEF;MASC;SG	N
originea	原点	origine	原点	N;DEF;FEM;SG	N
originea	語源	origine	語源	N;DEF;FEM;SG	N
originea	由来	origine	由来	N;DEF;FEM;SG	N
originea	起源	origine	起源	N;DEF;FEM;SG	N
muntele	マウンテン	munte	マウンテン	N;DEF;MASC;SG	N
muntele	マウント	munte	マウント	N;DEF;MASC;SG	N
inginer	エンジニア	inginer	エンジニア	N;INDF;MASC;SG	N
datele	データ	dată	データ	N;DEF;FEM;PL	N
natura	ネイチャー	natură	ネイチャー	N;DEF;FEM;SG	N
natura	ネイチャー	natură	ネイチャー	N;DEF;FEM;SG	N
marginea	エッジ	margine	エッジ	N;DEF;FEM;SG	N
titluri	役職	titlu	役職	N;INDF;FEM;PL	N
titluri	称号	titlu	称号	N;INDF;FEM;PL	N
titluri	タイトル	titlu	タイトル	N;INDF;FEM;PL	N
galeria	ギャラリー	galerie	ギャラリー	N;DEF;FEM;SG	N
piesa	ピース	piesă	ピース	N;DEF;FEM;SG	N
filozofie	哲学	filozofie	哲学	N;INDF;FEM;SG	N
litere	手紙	literă	手紙	N;INDF;FEM;PL	N
locala	ローカル	locală	ローカル	ADJ;DEF;FEM;SG	ADJ
parintii	両親	parinte	両親	N;DEF;MASC;PL	N
parintii	保護者	parinte	保護者	N;DEF;MASC;PL	N
parintii	両親	parinte	両親	N;DEF;MASC;PL	N
parintii	保護者	parinte	保護者	N;DEF;MASC;PL	N
arhitectura	アーキテクチャ	arhitectură	アーキテクチャ	N;DEF;FEM;SG	N
arhitectura	建築	arhitectură	建築	N;DEF;FEM;SG	N
arhitectura	アーキテクチャ	arhitectură	アーキテクチャ	N;DEF;FEM;SG	N
arhitectura	建築	arhitectură	建築	N;DEF;FEM;SG	N
regiunile	リージョン	regiune	リージョン	N;DEF;FEM;PL	N
regiunile	地域	regiune	地域	N;DEF;FEM;PL	N
scena	現場	scenă	現場	N;DEF;FEM;SG	N
scena	シーン	scenă	シーン	N;DEF;FEM;SG	N
scena	場面	scenă	場面	N;DEF;FEM;SG	N
scena	現場	scenă	現場	N;DEF;FEM;SG	N
scena	シーン	scenă	シーン	N;DEF;FEM;SG	N
scena	場面	scenă	場面	N;DEF;FEM;SG	N
drepturi	権利	drept	権利	N;INDF;FEM;PL	N
cimitirul	墓地	cimitir	墓地	N;DEF;MASC;SG	N
cimitirul	墓地	cimitir	墓地	N;DEF;MASC;SG	N
cimitirul	墓所	cimitir	墓所	N;DEF;MASC;SG	N
cimitirul	墓場	cimitir	墓場	N;DEF;MASC;SG	N
practica	練習	practică	練習	N;DEF;FEM;SG	N
practica	練習	practică	練習	N;DEF;FEM;SG	N
magazine	店舗	magazine	店舗	N;INDF;FEM;PL	N
magazine	店舗	magazine	店舗	N;INDF;FEM;PL	N
magazine	ショップ	magazine	ショップ	N;INDF;FEM;PL	N
cladiri	建物	cladire	建物	N;INDF;FEM;PL	N
cladiri	建築物	cladire	建築物	N;INDF;FEM;PL	N
cladiri	建物	cladire	建物	N;INDF;FEM;PL	N
cladiri	建築物	cladire	建築物	N;INDF;FEM;PL	N
cota	シェア	cotă	シェア	N;DEF;FEM;SG	N
unitatea	統一	unitate	統一	N;DEF;FEM;SG	N
unitatea	単位	unitate	単位	N;DEF;FEM;SG	N
unitatea	ユニット	unitate	ユニット	N;DEF;FEM;SG	N
editor	パブリッシャー	editor	パブリッシャー	N;INDF;MASC;SG	N
editor	出版社	editor	出版社	N;INDF;MASC;SG	N
editor	エディタ	editor	エディタ	N;INDF;MASC;SG	N
exemple	用例	exemplu	用例	N;INDF;FEM;PL	N
exemple	実例	exemplu	実例	N;INDF;FEM;PL	N
alegeri	選択	alegere	選択	N;INDF;FEM;PL	N
alegeri	選挙	alegere	選挙	N;INDF;FEM;PL	N
alegeri	選挙	alegere	選挙	N;INDF;FEM;PL	N
serviciul	サービス	serviciu	サービス	N;DEF;MASC;SG	N
craciun	クリスマス	craciun	クリスマス	N;INDF;MASC;SG	N
craciun	クリスマス	craciun	クリスマス	N;INDF;MASC;SG	N
viitorul	フューチャー	viitor	フューチャー	N;DEF;MASC;SG	N
viitorul	未来	viitor	未来	N;DEF;MASC;SG	N
ofiter	役員	ofiter	役員	N;INDF;MASC;SG	N
ofiter	巡査	ofiter	巡査	N;INDF;MASC;SG	N
ofiter	役員	ofiter	役員	N;INDF;MASC;SG	N
ofiter	巡査	ofiter	巡査	N;INDF;MASC;SG	N
ofiter	役員	ofiter	役員	N;INDF;MASC;SG	N
ofiter	巡査	ofiter	巡査	N;INDF;MASC;SG	N
administrator	管理	administrator	管理	N;INDF;MASC;SG	N
administrator	管理人	administrator	管理人	N;INDF;MASC;SG	N
administrator	管理	administrator	管理	N;INDF;MASC;SG	N
administrator	管理人	administrator	管理人	N;INDF;MASC;SG	N
problemele	問題	problemă	問題	N;DEF;FEM;PL	N
cartierul	近所	cartier	近所	N;DEF;MASC;SG	N
cartierul	近隣	cartier	近隣	N;DEF;MASC;SG	N
presa	プレス	presă	プレス	N;DEF;FEM;SG	N
presa	メディア	presă	メディア	N;DEF;FEM;SG	N
presa	メディア	presă	メディア	N;DEF;FEM;SG	N
imperiu	帝国	imperiu	帝国	N;INDF;MASC;SG	N
imperiu	帝政	imperiu	帝政	N;INDF;MASC;SG	N
oficiale	公式	oficial	公式	ADJ;INDF;FEM;PL	ADJ
statia	ステーション	statie	ステーション	N;DEF;FEM;SG	N
element	アイテム	element	アイテム	N;INDF;MASC;SG	N
element	品物	element	品物	N;INDF;MASC;SG	N
element	要素	element	要素	N;INDF;MASC;SG	N
element	元素	element	元素	N;INDF;MASC;SG	N
element	エレメント	element	エレメント	N;INDF;MASC;SG	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
rosii	トマト	ros	トマト	N;INDF;FEM;PL	N
localizare	所在	localizare	所在	N;INDF;FEM;SG	N
localizare	ロケーション	localizare	ロケーション	N;INDF;FEM;SG	N
localizare	場所	localizare	場所	N;INDF;FEM;SG	N
contact	コンタクト	contact	コンタクト	N;INDF;MASC;SG	N
ordin	オーダー	ordin	オーダー	N;INDF;MASC;SG	N
capacitate	定員	capacitate	定員	N;INDF;FEM;SG	N
capacitate	容量	capacitate	容量	N;INDF;FEM;SG	N
capacitate	能力	capacitate	能力	N;INDF;FEM;SG	N
