קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
עדיף	meilleure	עדיף	meilleur	ADJ;MASC;SG	ADJ;FEM;SG
עדיף	meilleur	עדיף	meilleur	ADJ;MASC;SG	ADJ;MASC;SG
לקבוע	déterminer	קבע	déterminer	V;NFIN;ACT	V;NFIN
לקבוע	détermine	קבע	déterminer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
הכניסה	entrée	הכניס	entrer	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תרומות	contributions	תרומה	contribution	N;FEM;PL	N;FEM;PL
תרומות	cotisations	תרומה	cotisation	N;FEM;PL	N;FEM;PL
תרומות	dons	תרומה	don	N;FEM;PL	N;MASC;PL
תרומות	donations	תרומה	donation	N;FEM;PL	N;FEM;PL
ציבורית	publiquement	ציבורי	publiquement	ADV	ADV
קיום	existence	קיום	existence	N;MASC;SG	N;FEM;SG
מיוחדים	spéciaux	מיוחד	spécial	ADJ;MASC;PL	ADJ;MASC;PL
מיוחדים	spéciales	מיוחד	spécial	ADJ;MASC;PL	ADJ;FEM;PL
מיוחדים	spéciales	מיוחד	spécial	ADJ;MASC;PL	ADJ;FEM;PL
מיוחדים	spéciaux	מיוחד	spécial	ADJ;MASC;PL	ADJ;MASC;PL
פרסים	récompenses	פרס	récompense	N;MASC;PL	N;FEM;PL
פרסים	distinctions	פרס	distinction	N;MASC;PL	N;FEM;PL
פרסים	trophées	פרס	trophée	N;MASC;PL	N;MASC;PL
פרסים	récompenses	פרס	récompense	N;MASC;PL	N;FEM;PL
פרסים	perses	פרס	perse	N;MASC;PL	N;MASC;PL
מועמד	candidate	מועמד	candidat	N;MASC;SG	N;FEM;SG
מועמד	candidat	מועמד	candidat	N;MASC;SG	N;MASC;SG
נפש	ame	נפש	ame	N;FEM;SG	N;FEM;SG
נפש	soul	נפש	soul	N;FEM;SG	N;MASC;SG
נפש	âme	נפש	âme	N;FEM;SG	N;FEM;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;MASC;SG
פסטיבל	fête	פסטיבל	fête	N;MASC;SG	N;FEM;SG
ייצור	fabrication	ייצור	fabrication	N;MASC;SG	N;FEM;SG
ייצור	production	ייצור	production	N;MASC;SG	N;FEM;SG
ייצור	fabrication	ייצור	fabrication	N;MASC;SG	N;FEM;SG
לפנות	évacuer	None	évacuer	V;NFIN	V;NFIN
המורשת	héritage	המורשה	héritage	N;FEM;SG	N;MASC;SG
המורשת	legs	המורשה	legs	N;FEM;SG	N;MASC;SG
קורות	poutres	קורה	poutre	N;FEM;PL	N;FEM;PL
ארוכה	longue	ארוך	long	ADJ;FEM;SG	ADJ;FEM;SG
ארוכה	long	ארוך	long	ADJ;FEM;SG	ADJ;MASC;SG
תחרויות	compétitions	תחרות	compétition	N;FEM;PL	N;FEM;PL
תחרויות	compétitions	תחרות	compétition	N;FEM;PL	N;FEM;PL
הנאצים	nazis	הנאץ	nazi	N;MASC;PL	N;MASC;PL
מרחב	espace	מרחב	espace	N;MASC;SG	N;MASC;SG
תעופה	aviation	תעופה	aviation	N;FEM;SG	N;FEM;SG
שלח	soumettre	שלח	soumettre	V;MASC;SG;3;PST	V;NFIN
שלח	envoyer	שלח	envoyer	V;MASC;SG;3;PST	V;NFIN
איכות	qualité	איכות	qualité	N;FEM;SG	N;FEM;SG
סוגים	types	סוג	type	N;MASC;PL	N;MASC;PL
ההצעה	offre	ההצעה	offre	N;FEM;SG	N;FEM;SG
הסבר	explication	הסבר	explication	N;MASC;SG	N;FEM;SG
מחנה	camp	מחנה	camp	N;MASC;SG	N;MASC;SG
מחנה	campement	מחנה	campement	N;MASC;SG	N;MASC;SG
נותר	restant	נותר	rester	V;MASC;SG;V.PTCP;MID	V;PRS;V.PTCP
הצלחה	succes	הצלחה	succe	N;FEM;SG	N;MASC;SG
הצלחה	succès	הצלחה	succès	N;FEM;SG	N;MASC;SG
הצלחה	réussite	הצלחה	réussite	N;FEM;SG	N;FEM;SG
חיות	bêtes	חיה	bête	N;FEM;PL	N;FEM;PL
חיות	animaux	חיה	animal	N;FEM;PL	N;MASC;PL
בתים	maisons	בית	maison	N;MASC;PL	N;FEM;PL
מעלות	degrés	מעלה	degré	N;FEM;PL	N;MASC;PL
מעלות	diplômes	מעלה	diplôme	N;FEM;PL	N;MASC;PL
עריכות	modifications	עריכה	modification	N;FEM;PL	N;FEM;PL
דעות	opinions	דעה	opinion	N;FEM;PL	N;FEM;PL
הביאה	apporté	הביא	apporter	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הביאה	amené	הביא	amener	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חוקרים	explorateurs	חוקר	explorateur	N;MASC;PL	N;MASC;PL
חוקרים	chercheurs	חוקר	chercheur	N;MASC;PL	N;MASC;PL
חוקרים	enquêteurs	חוקר	enquêteur	N;MASC;PL	N;MASC;PL
רגיל	normale	רגיל	normal	ADJ;MASC;SG	ADJ;FEM;SG
רגיל	normal	רגיל	normal	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	ordinaire	רגיל	ordinaire	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	régulière	רגיל	régulier	ADJ;MASC;SG	ADJ;FEM;SG
רגיל	régulier	רגיל	régulier	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	ordinaire	רגיל	ordinaire	ADJ;MASC;SG	ADJ;MASC;SG
מודל	modele	מודל	modele	N;MASC;SG	N;MASC;SG
מודל	modèle	מודל	modèle	N;MASC;SG	N;MASC;SG
מודל	mannequin	מודל	mannequin	N;MASC;SG	N;MASC;SG
מודל	maquette	מודל	maquette	N;MASC;SG	N;FEM;SG
מזכיר	secrétaire	מזכיר	secrétaire	N;MASC;SG	N;MASC;SG
איסור	ban	איסור	ban	N;MASC;SG	N;MASC;SG
איסור	bannissement	איסור	bannissement	N;MASC;SG	N;MASC;SG
איסור	interdiction	איסור	interdiction	N;MASC;SG	N;FEM;SG
מספרים	numéros	מספר	numéro	N;MASC;PL	N;MASC;PL
מספרים	chiffres	מספר	chiffre	N;MASC;PL	N;MASC;PL
מספרים	nombres	מספר	nombre	N;MASC;PL	N;MASC;PL
ארגונים	organismes	ארגון	organisme	N;MASC;PL	N;MASC;PL
ארגונים	organisations	ארגון	organisation	N;MASC;PL	N;FEM;PL
ארגונים	organisations	ארגון	organisation	N;MASC;PL	N;FEM;PL
שושלת	dynastie	שושלת	dynastie	N;FEM;SG	N;FEM;SG
כדורגלנים	footballeurs	כדורגלן	footballeur	N;MASC;PL	N;MASC;PL
כלכלית	financièrement	כלכלי	financièrement	ADV	ADV
כלכלית	économiquement	כלכלי	économiquement	ADV	ADV
מגורים	logements	מגורים	logement	N;MASC;PL	N;MASC;PL
סיבוב	rotation	סיבוב	rotation	N;MASC;SG	N;FEM;SG
סיבוב	ronde	סיבוב	ronde	N;MASC;SG	N;FEM;SG
סיבוב	rond	סיבוב	rond	N;MASC;SG	N;MASC;SG
כלים	instruments	כלי	instrument	N;MASC;PL	N;MASC;PL
כלים	outils	כלי	outil	N;MASC;PL	N;MASC;PL
כלים	plats	כלי	plat	N;MASC;PL	N;MASC;PL
החלטה	décision	החלטה	décision	N;FEM;SG	N;FEM;SG
התחיל	commencé	התחיל	commencer	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
התחיל	démarré	התחיל	démarrer	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
התחיל	commencée	התחיל	commencer	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
אירוע	évènement	אירוע	évènement	N;MASC;SG	N;MASC;SG
אירוע	événement	אירוע	événement	N;MASC;SG	N;MASC;SG
אירוע	evénement	אירוע	evénement	N;MASC;SG	N;MASC;SG
הודיע	informée	הודיע	informer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הודיע	informé	הודיע	informer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודיע	annoncé	הודיע	annoncer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודיע	annoncée	הודיע	annoncer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
בנק	banque	בנק	banque	N;MASC;SG	N;FEM;SG
בנק	banque	בנק	banque	N;MASC;SG	N;FEM;SG
מועדונים	discothèques	מועדון	discothèque	N;MASC;PL	N;FEM;PL
מועדונים	clubs	מועדון	club	N;MASC;PL	N;MASC;PL
טוען	charger	טען	charger	V;MASC;SG;V.PTCP;ACT	V;NFIN
מאה	cent	מאה	cent	NUM;FEM;SG	NUM
חזק	puissant	חזק	puissant	ADJ;MASC;SG	ADJ;MASC;SG
חזק	puissante	חזק	puissant	ADJ;MASC;SG	ADJ;FEM;SG
חזק	étroit	חזק	étroit	ADJ;MASC;SG	ADJ;MASC;SG
חזק	forte	חזק	fort	ADJ;MASC;SG	ADJ;FEM;SG
אישור	autorisation	אישור	autorisation	N;MASC;SG	N;FEM;SG
אישור	permission	אישור	permission	N;MASC;SG	N;FEM;SG
אישור	confirmation	אישור	confirmation	N;MASC;SG	N;FEM;SG
אישור	confirmation	אישור	confirmation	N;MASC;SG	N;FEM;SG
מוות	décès	מוות	décès	N;MASC;SG	N;MASC;SG
מצא	trouvée	מצא	trouver	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
מצא	trouvé	מצא	trouver	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מצא	retrouvé	מצא	retrouver	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מצא	trouver	מצא	trouver	V;MASC;SG;3;PST;ACT	V;NFIN
מיקום	placement	מיקום	placement	N;MASC;SG	N;MASC;SG
מיקום	localisation	מיקום	localisation	N;MASC;SG	N;FEM;SG
מיקום	emplacement	מיקום	emplacement	N;MASC;SG	N;MASC;SG
מיקום	localité	מיקום	localité	N;MASC;SG	N;FEM;SG
מיקום	lieu	מיקום	lieu	N;MASC;SG	N;MASC;SG
ממשיך	continuer	המשיך	continuer	V;MASC;SG;V.PTCP;ACT	V;NFIN
מאמן	dresseur	מאמן	dresseur	N;MASC;SG	N;MASC;SG
מאמן	formateur	מאמן	formateur	N;MASC;SG	N;MASC;SG
מאמן	entraîneur	מאמן	entraîneur	N;MASC;SG	N;MASC;SG
מאמן	entraineur	מאמן	entraîneur	N;MASC;SG	N;MASC;SG
מאמן	accompagnement	מאמן	accompagnement	N;MASC;SG	N;MASC;SG
מאמן	coaching	מאמן	coaching	N;MASC;SG	N;MASC;SG
מאמן	coach	מאמן	coach	N;MASC;SG	N;MASC;SG
מאמן	entraineur	מאמן	entraîneur	N;MASC;SG	N;MASC;SG
מאמן	entraîneur	מאמן	entraîneur	N;MASC;SG	N;MASC;SG
פירוש	interprétation	פירוש	interprétation	N;MASC;SG	N;FEM;SG
נולדו	naître	נולד	naître	V;PL;3;PST;MID	V;NFIN
טקסט	texte	טקסט	texte	N;MASC;SG	N;MASC;SG
שבעה	sept	שבעה	sept	NUM;MASC;SG	NUM
קרבות	combats	קרב	combat	N;MASC;PL	N;MASC;PL
קרבות	batailles	קרב	bataille	N;MASC;PL	N;FEM;PL
פורטל	portail	פורטל	portail	N;MASC;SG	N;MASC;SG
ביקש	demandée	ביקש	demander	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
ביקש	demandé	ביקש	demander	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ביקש	sollicité	ביקש	solliciter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ביקש	demandé	ביקש	demander	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
קרא	lire	קרא	lire	V;MASC;SG;3;PST;ACT	V;NFIN
הסדר	seder	הסדר	seder	N;MASC;SG	N;MASC;SG
הסדר	ordre	הסדר	ordre	N;MASC;SG	N;MASC;SG
הסדר	commande	הסדר	commande	N;MASC;SG	N;FEM;SG
הסדר	arrangement	הסדר	arrangement	N;MASC;SG	N;MASC;SG
אוכל	nourriture	אוכל	nourriture	N;MASC;SG	N;FEM;SG
אוכל	alimentation	אוכל	alimentation	N;MASC;SG	N;FEM;SG
שמן	huile	שמן	huile	N;MASC;SG	N;FEM;SG
שמן	pétrole	שמן	pétrole	N;MASC;SG	N;MASC;SG
שמן	graisse	שמן	graisse	N;MASC;SG	N;FEM;SG
גילוי	détection	גילוי	détection	N;MASC;SG	N;FEM;SG
לדבר	parler	דיבר	parler	V;NFIN;ACT	V;NFIN
לדבר	parle	דיבר	parler	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לדבר	parlez	דיבר	parler	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
שאלות	questions	שאלה	question	N;FEM;PL	N;FEM;PL
הצעה	proposition	הצעה	proposition	N;FEM;SG	N;FEM;SG
הצעה	suggestion	הצעה	suggestion	N;FEM;SG	N;FEM;SG
הצעה	offre	הצעה	offre	N;FEM;SG	N;FEM;SG
זהות	identité	זהות	identité	N;FEM;SG	N;FEM;SG
ביטחון	confidence	ביטחון	confidence	N;MASC;SG	N;FEM;SG
ביטחון	confiance	ביטחון	confiance	N;MASC;SG	N;FEM;SG
ביטחון	securité	ביטחון	securité	N;MASC;SG	N;FEM;SG
ביטחון	sûreté	ביטחון	sûreté	N;MASC;SG	N;FEM;SG
ביטחון	sécurité	ביטחון	sécurité	N;MASC;SG	N;FEM;SG
שלם	entier	שלם	entier	ADJ;MASC;SG	ADJ;MASC;SG
שלם	complète	שלם	complet	ADJ;MASC;SG	ADJ;FEM;SG
שלם	complet	שלם	complet	ADJ;MASC;SG	ADJ;MASC;SG
ממשלה	gouvernement	ממשלה	gouvernement	N;FEM;SG	N;MASC;SG
חשובים	importantes	חשוב	important	ADJ;MASC;PL	ADJ;FEM;PL
חשובים	importants	חשוב	important	ADJ;MASC;PL	ADJ;MASC;PL
אמת	true	אמת	true	N;FEM;SG	N;MASC;SG
אמת	verite	אמת	verite	N;FEM;SG	N;FEM;SG
אמת	vérité	אמת	vérité	N;FEM;SG	N;FEM;SG
תוכנה	programme	תוכנה	programme	N;FEM;SG	N;MASC;SG
תוכנה	logiciel	תוכנה	logiciel	N;FEM;SG	N;MASC;SG
התזמורת	orchestre	התזמורת	orchestre	N	N;MASC;SG
זוגות	couples	זוג	couple	N;MASC;PL	N;MASC;PL
זוגות	paires	זוג	paire	N;MASC;PL	N;FEM;PL
משותף	fréquent	משותף	fréquent	ADJ;MASC;SG	ADJ;MASC;SG
משותף	commun	משותף	commun	ADJ;MASC;SG	ADJ;MASC;SG
חברתי	sociale	חברתי	social	ADJ;MASC;SG	ADJ;FEM;SG
חברתי	social	חברתי	social	ADJ;MASC;SG	ADJ;MASC;SG
הביאו	amenés	הביא	amener	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הביאו	amener	הביא	amener	V;PL;3;PST;ACT	V;NFIN
הביאו	apporter	הביא	apporter	V;PL;3;PST;ACT	V;NFIN
הוצאה	dépense	הוצאה	dépense	N;FEM;SG	N;FEM;SG
הוצאה	dépense	הוצאה	dépense	N;FEM;SG	N;FEM;SG
לפעמים	quelquefois	לפעמים	quelquefois	ADV	ADV
לפעמים	parfois	לפעמים	parfois	ADV	ADV
צלב	croix	צלב	croix	N;MASC;SG	N;FEM;SG
סיוע	aide	סיוע	aide	N;MASC;SG	N;FEM;SG
סיוע	assistance	סיוע	assistance	N;MASC;SG	N;FEM;SG
הגרסה	version	הגרסה	version	N;FEM;SG	N;FEM;SG
הופך	devenant	הפך	devenir	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
הופך	devenir	הפך	devenir	V;MASC;SG;V.PTCP;ACT	V;NFIN
כלכלי	économique	כלכלי	économique	ADJ;MASC;SG	ADJ;MASC;SG
כלכלי	economique	כלכלי	economique	ADJ;MASC;SG	ADJ;MASC;SG
ישיבה	yeshiva	ישיבה	yeshiva	N;FEM;SG	N;FEM;SG
ישיבה	rencontre	ישיבה	rencontre	N;FEM;SG	N;FEM;SG
ישיבה	réunion	ישיבה	réunion	N;FEM;SG	N;FEM;SG
יצירה	création	יצירה	création	N;FEM;SG	N;FEM;SG
תלמידים	étudiants	תלמיד	étudiant	N;MASC;PL	N;MASC;PL
תלמידים	etudiants	תלמיד	etudiant	N;MASC;PL	N;MASC;PL
תלמידים	élèves	תלמיד	élève	N;MASC;PL	N;MASC;PL
חלל	espace	חלל	espace	N;MASC;SG	N;MASC;SG
תכונות	fonctions	תכונה	fonction	N;FEM;PL	N;FEM;PL
תכונות	fonctionnalités	תכונה	fonctionnalité	N;FEM;PL	N;FEM;PL
תכונות	attributs	תכונה	attribut	N;FEM;PL	N;MASC;PL
תכונות	propriétés	תכונה	propriété	N;FEM;PL	N;FEM;PL
נרחב	extensive	נרחב	extensif	ADJ;MASC;SG	ADJ;FEM;SG
טווח	gamme	טווח	gamme	N;MASC;SG	N;FEM;SG
מציג	présentant	הציג	présenter	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מציג	présentant	הציג	présenter	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מציג	affichant	הציג	afficher	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
החליטה	décidée	החליט	décider	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
החליטה	décidé	החליט	décider	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מחלוקת	désaccord	מחלוקת	désaccord	N;FEM;SG	N;MASC;SG
מחלוקת	contestation	מחלוקת	contestation	N;FEM;SG	N;FEM;SG
מחלוקת	litige	מחלוקת	litige	N;FEM;SG	N;MASC;SG
מחלוקת	conflit	מחלוקת	conflit	N;FEM;SG	N;MASC;SG
מחלוקת	dispute	מחלוקת	dispute	N;FEM;SG	N;FEM;SG
מחלוקת	controverse	מחלוקת	controverse	N;FEM;SG	N;FEM;SG
עותקים	exemplaires	עותק	exemplaire	N;MASC;PL	N;MASC;PL
עותקים	copies	עותק	copie	N;MASC;PL	N;FEM;PL
חזקה	forte	חזק	fort	ADJ;FEM;SG	ADJ;FEM;SG
חזקה	puissant	חזק	puissant	ADJ;FEM;SG	ADJ;MASC;SG
חזקה	puissante	חזק	puissant	ADJ;FEM;SG	ADJ;FEM;SG
צדק	justice	צדק	justice	N;MASC;SG	N;FEM;SG
שיעור	leçon	שיעור	leçon	N;MASC;SG	N;FEM;SG
שיעור	taux	שיעור	taux	N;MASC;SG	N;MASC;SG
שיעור	tarif	שיעור	tarif	N;MASC;SG	N;MASC;SG
מבקש	demandant	ביקש	demander	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מבקש	demandant	ביקש	demander	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
טקס	cérémonie	טקס	cérémonie	N;MASC;SG	N;FEM;SG
טקס	tex	טקס	tex	N;MASC;SG	N;MASC;SG
טקס	rituel	טקס	rituel	N;MASC;SG	N;MASC;SG
התנהגות	comportement	התנהגות	comportement	N;FEM;SG	N;MASC;SG
התנהגות	comportement	התנהגות	comportement	N;FEM;SG	N;MASC;SG
אפשרי	possible	אפשרי	possible	ADJ;MASC;SG	ADJ;MASC;SG
לתקן	réparer	תיקן	réparer	V;NFIN;ACT	V;NFIN
תכנון	planification	תכנון	planification	N;MASC;SG	N;FEM;SG
לספק	fournir	סיפק	fournir	V;NFIN;ACT	V;NFIN
לספק	fournissent	סיפק	fournir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לספק	livrer	סיפק	livrer	V;NFIN;ACT	V;NFIN
הציע	suggérée	הציע	suggérer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הציע	suggéré	הציע	suggérer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הציע	proposé	הציע	proposer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מרד	révolte	מרד	révolte	N;MASC;SG	N;FEM;SG
מרד	insurrection	מרד	insurrection	N;MASC;SG	N;FEM;SG
מרד	soulèvement	מרד	soulèvement	N;MASC;SG	N;MASC;SG
מרד	révolte	מרד	révolte	N;MASC;SG	N;FEM;SG
מרד	mutinerie	מרד	mutinerie	N;MASC;SG	N;FEM;SG
מרד	révolte	מרד	révolte	N;MASC;SG	N;FEM;SG
מרד	rébellion	מרד	rébellion	N;MASC;SG	N;FEM;SG
עצמאי	indépendant	עצמאי	indépendant	ADJ;MASC;SG	ADJ;MASC;SG
עצמאי	indépendante	עצמאי	indépendant	ADJ;MASC;SG	ADJ;FEM;SG
נבחרה	sélectionnée	נבחר	sélectionner	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבחרה	sélectionné	נבחר	sélectionner	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
מטרות	objectifs	מטרה	objectif	N;FEM;PL	N;MASC;PL
מטרות	cibles	מטרה	cible	N;FEM;PL	N;FEM;PL
מטרות	buts	מטרה	but	N;FEM;PL	N;MASC;PL
מטרות	objectifs	מטרה	objectif	N;FEM;PL	N;MASC;PL
נקודה	période	נקודה	période	N;FEM;SG	N;FEM;SG
נקודה	dot	נקודה	dot	N;FEM;SG	N;FEM;SG
נקודה	point	נקודה	point	N;FEM;SG	N;MASC;SG
חיפוש	recherche	חיפוש	recherche	N;MASC;SG	N;FEM;SG
עושים	faisant	עשה	faire	V;MASC;PL;V.PTCP;ACT	V;PRS;V.PTCP
עושים	faire	עשה	faire	V;MASC;PL;V.PTCP;ACT	V;NFIN
לפתח	développez	פיתח	développer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לפתח	développer	פיתח	développer	V;NFIN;ACT	V;NFIN
ענק	géant	ענק	géant	N;MASC;SG	N;MASC;SG
נפרד	distinct	נפרד	distinct	ADJ;MASC;SG	ADJ;MASC;SG
ארגוני	organismes	ארגון	organisme	N;MASC;PL	N;MASC;PL
ארגוני	organisations	ארגון	organisation	N;MASC;PL	N;FEM;PL
נוסעים	voyageurs	נוסע	voyageur	N;MASC;PL	N;MASC;PL
נוסעים	passagers	נוסע	passager	N;MASC;PL	N;MASC;PL
נוסעים	voyageurs	נוסע	voyageur	N;MASC;PL	N;MASC;PL
בחירות	élections	בחירות	élection	N;FEM;PL	N;FEM;PL
בחירות	élections	בחירות	élection	N;FEM;PL	N;FEM;PL
בחירות	elections	בחירות	election	N;FEM;PL	N;FEM;PL
זרם	flux	זרם	flux	N;MASC;SG	N;MASC;SG
זרם	ruisseau	זרם	ruisseau	N;MASC;SG	N;MASC;SG
מלון	melon	מלון	melon	N;MASC;SG	N;MASC;SG
מלון	pastèque	מלון	pastèque	N;MASC;SG	N;FEM;SG
מלון	hôtel	מלון	hôtel	N;MASC;SG	N;MASC;SG
עיטור	médaille	עיטור	médaille	N;MASC;SG	N;FEM;SG
עיבוד	transformation	עיבוד	transformation	N;MASC;SG	N;FEM;SG
עיבוד	traitement	עיבוד	traitement	N;MASC;SG	N;MASC;SG
עמודים	piliers	עמוד	pilier	N;MASC;PL	N;MASC;PL
עמודים	pages	עמוד	page	N;MASC;PL	N;FEM;PL
עמודים	poteaux	עמוד	poteau	N;MASC;PL	N;MASC;PL
עמודים	colonnes	עמוד	colonne	N;MASC;PL	N;FEM;PL
מופיעים	apparaître	הופיע	apparaître	V;MASC;PL;V.PTCP;ACT	V;NFIN
מופיעים	apparaissant	הופיע	apparaître	V;MASC;PL;V.PTCP;ACT	V;PRS;V.PTCP
מופיעים	apparaître	הופיע	apparaître	V;MASC;PL;V.PTCP;ACT	V;NFIN
קרקע	terre	קרקע	terre	N;FEM;SG	N;FEM;SG
קרקע	sol	קרקע	sol	N;FEM;SG	N;MASC;SG
קרקע	terre	קרקע	terre	N;FEM;SG	N;FEM;SG
קרקע	terrain	קרקע	terrain	N;FEM;SG	N;MASC;SG
קרקע	moulu	קרקע	moulu	N;FEM;SG	N;MASC;SG
לכאורה	prétendument	לכאורה	prétendument	ADV	ADV
לכאורה	prétendument	לכאורה	prétendument	ADV	ADV
לכאורה	prétendument	לכאורה	prétendument	ADV	ADV
מעניין	intéressante	מעניין	intéressant	ADJ;MASC;SG	ADJ;FEM;SG
מעניין	intéressant	מעניין	intéressant	ADJ;MASC;SG	ADJ;MASC;SG
צורה	shape	צורה	shape	N;FEM;SG	N;MASC;SG
צורה	forme	צורה	forme	N;FEM;SG	N;FEM;SG
צורה	forme	צורה	forme	N;FEM;SG	N;FEM;SG
צורה	formulaire	צורה	formulaire	N;FEM;SG	N;MASC;SG
הצלב	croix	הצלב	croix	N;MASC;SG	N;FEM;SG
חשובה	importante	חשוב	important	ADJ;FEM;SG	ADJ;FEM;SG
חשובה	important	חשוב	important	ADJ;FEM;SG	ADJ;MASC;SG
הבקיע	marqué	הבקיע	marquer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ציוד	équipement	ציוד	équipement	N;MASC;SG	N;MASC;SG
ציוד	matériel	ציוד	matériel	N;MASC;SG	N;MASC;SG
ציוד	equipement	ציוד	equipement	N;MASC;SG	N;MASC;SG
ציוד	engrenage	ציוד	engrenage	N;MASC;SG	N;MASC;SG
עיתון	journal	עיתון	journal	N;MASC;SG	N;MASC;SG
עיתון	papier	עיתון	papier	N;MASC;SG	N;MASC;SG
אופי	caractère	אופי	caractère	N;MASC;SG	N;MASC;SG
אופי	personnage	אופי	personnage	N;MASC;SG	N;MASC;SG
להקות	bandes	הקה	bande	N;FEM;PL	N;FEM;PL
להקות	groupes	הקה	groupe	N;FEM;PL	N;MASC;PL
דגם	modele	דגם	modele	N;MASC;SG	N;MASC;SG
דגם	modèle	דגם	modèle	N;MASC;SG	N;MASC;SG
דגם	mannequin	דגם	mannequin	N;MASC;SG	N;MASC;SG
דגם	maquette	דגם	maquette	N;MASC;SG	N;FEM;SG
טעם	saveur	טעם	saveur	N;MASC;SG	N;FEM;SG
טעם	goût	טעם	goût	N;MASC;SG	N;MASC;SG
טעם	saveur	טעם	saveur	N;MASC;SG	N;FEM;SG
טעם	arôme	טעם	arôme	N;MASC;SG	N;MASC;SG
טעם	saveur	טעם	saveur	N;MASC;SG	N;FEM;SG
טעם	goût	טעם	goût	N;MASC;SG	N;MASC;SG
מפורטת	détaillée	פורט	détailler	V;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מפורטת	détaillé	פורט	détailler	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
שכר	salaire	שכר	salaire	N;MASC;SG	N;MASC;SG
שכר	salaire	שכר	salaire	N;MASC;SG	N;MASC;SG
שכר	salaire	שכר	salaire	N;MASC;SG	N;MASC;SG
חשבון	compte	חשבון	compte	N;MASC;SG	N;MASC;SG
מחיקה	effacement	מחיקה	effacement	N;FEM;SG	N;MASC;SG
מחיקה	suppression	מחיקה	suppression	N;FEM;SG	N;FEM;SG
מחיקה	effacement	מחיקה	effacement	N;FEM;SG	N;MASC;SG
מחיקה	suppression	מחיקה	suppression	N;FEM;SG	N;FEM;SG
מחיקה	effacement	מחיקה	effacement	N;FEM;SG	N;MASC;SG
קהילה	communaute	קהילה	communaute	N;FEM;SG	N;FEM;SG
קהילה	communauté	קהילה	communauté	N;FEM;SG	N;FEM;SG
קהילה	collectivité	קהילה	collectivité	N;FEM;SG	N;FEM;SG
תנועות	voyelles	תנועה	voyelle	N;FEM;PL	N;FEM;PL
תנועות	mouvements	תנועה	mouvement	N;FEM;PL	N;MASC;PL
טנקים	réservoirs	טנק	réservoir	N;MASC;PL	N;MASC;PL
טנקים	chars	טנק	char	N;MASC;PL	N;MASC;PL
טנקים	citernes	טנק	citerne	N;MASC;PL	N;FEM;PL
