oli	tuvo	olema	tener	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
jurist	abogado	jurist	abogado	N;NOM;SG	N;MASC;SG
jurist	procurador	jurist	procurador	N;NOM;SG	N;MASC;SG
madal	superficial	madal	superficial	ADJ;NOM;SG	ADJ;SG
air	aire	air	aire	N;NOM;SG	N;MASC;SG
air	air	air	air	N;NOM;SG	N
majandus	economía	majandus	economía	N;NOM;SG	N;FEM;SG
majandus	economia	majandus	economia	N;NOM;SG	N;FEM;SG
majandus	economía	majandus	economía	N;NOM;SG	N;FEM;SG
rekord	registro	rekord	registro	N;NOM;SG	N;MASC;SG
rekord	récord	rekord	récord	N;NOM;SG	N;MASC;SG
ühendus	mancomunidad	ühendus	mancomunidad	N;NOM;SG	N;FEM;SG
ühendus	conexion	ühendus	conexion	N;NOM;SG	N;FEM;SG
ühendus	conexión	ühendus	conexión	N;NOM;SG	N;FEM;SG
ühendus	comunidad	ühendus	comunidad	N;NOM;SG	N;FEM;SG
kestis	duró	kestma	durar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
karjääri	carrera	karjäär	carrera	N;PRT;SG	N;FEM;SG
iiri	irlandesa	iiri	irlandés	ADJ	ADJ;FEM;SG
tulemus	desenlace	tulemus	desenlace	N;NOM;SG	N;MASC;SG
tulemus	resultado	tulemus	resultado	N;NOM;SG	N;MASC;SG
tulemus	resultado	tulemus	resultado	N;NOM;SG	N;MASC;SG
ühenduse	conexion	ühendus	conexion	N;GEN;SG	N;FEM;SG
ühenduse	conexión	ühendus	conexión	N;GEN;SG	N;FEM;SG
vassili	basilio	vassili	basilio	N;NOM;SG	N;MASC;SG
vassili	vasili	vassili	vasili	N;NOM;SG	N;MASC;SG
vassili	vassili	vassili	vassili	N;NOM;SG	N;SG
haridus	educación	haridus	educación	N;NOM;SG	N;FEM;SG
haridus	educación	haridus	educación	N;NOM;SG	N;FEM;SG
haridus	enseñanza	haridus	enseñanza	N;NOM;SG	N;FEM;SG
haridus	educacion	haridus	educacion	N;NOM;SG	N;FEM;SG
korraldas	acogió	korraldama	acoger	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elanud	vivió	elama	vivir	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
elanud	viví	elama	vivir	V;PST;V.PTCP;ACT	V;IND;SG;1;PST;FIN
suhe	coeficiente	suhe	coeficiente	N;NOM;SG	N;MASC;SG
suhe	ratio	suhe	ratio	N;NOM;SG	N;MASC;SG
suhe	proporción	suhe	proporción	N;NOM;SG	N;FEM;SG
suhe	cociente	suhe	cociente	N;NOM;SG	N;MASC;SG
suhe	parentesco	suhe	parentesco	N;NOM;SG	N;MASC;SG
suhe	relación	suhe	relación	N;NOM;SG	N;FEM;SG
suhe	relacion	suhe	relacion	N;NOM;SG	N;FEM;SG
kasvavad	crecer	kasvama	crecer	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
kasvavad	creciendo	kasvama	crecer	V;IND;PL;3;PRS;FIN;ACT	V;V.MSDR
kasvavad	crecen	kasvama	crecer	V;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
kasvavad	crecer	kasvama	crecer	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
katariina	caterina	katariina	caterina	N;NOM;SG	N;FEM;SG
katariina	catalina	katariina	catalina	N;NOM;SG	N;FEM;SG
katariina	catherine	katariina	catherine	N;NOM;SG	N;FEM;SG
väikesed	pequeñas	väike	pequeño	ADJ;NOM;PL	ADJ;FEM;PL
väikesed	pequeños	väike	pequeño	ADJ;NOM;PL	ADJ;MASC;PL
kirjutada	escribe	kirjutama	escribir	V;NFIN	V;IND;SG;3;PRS;FIN
kirjutada	escribo	kirjutama	escribir	V;NFIN	V;IND;SG;1;PRS;FIN
kirjutada	escribir	kirjutama	escribir	V;NFIN	V;NFIN
kirjutada	escriba	kirjutama	escribir	V;NFIN	V;IMP;SG;3;FIN
pere	famila	pere	famila	N;NOM;SG	N;FEM;SG
pere	familia	pere	familia	N;NOM;SG	N;FEM;SG
kunst	arts	kunst	arts	N;NOM;SG	N
kunst	arte	kunst	arte	N;NOM;SG	N;SG
kunst	arte	kunst	arte	N;NOM;SG	N;SG
otseselt	directamente	otseselt	directamente	ADV	ADV
rahvas	folk	rahvas	folk	N;NOM;SG	N;SG
rahvas	muchedumbre	rahvas	muchedumbre	N;NOM;SG	N;FEM;SG
rahvas	multitud	rahvas	multitud	N;NOM;SG	N;FEM;SG
rahvas	pueblo	rahvas	pueblo	N;NOM;SG	N;MASC;SG
rahvas	gente	rahvas	gente	N;NOM;SG	N;FEM;SG
nato	nato	nato	nato	N	N;MASC;SG
nato	otan	nato	otar	N	N;FEM;SG
kood	code	kood	coder	N;NOM;SG	N
kood	codigo	kood	codigo	N;NOM;SG	N;MASC;SG
kood	código	kood	código	N;NOM;SG	N;MASC;SG
lisa	agregar	lisa	agregar	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
lisa	añadir	lisa	añadir	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
laps	niño	laps	niño	N;NOM;SG	N;MASC;SG
laps	niña	laps	niña	N;NOM;SG	N;FEM;SG
bernhard	bernardo	bernhard	bernardo	N;NOM;SG	N;MASC;SG
kommunistliku	comunista	kommunistlik	comunista	ADJ;GEN;SG	ADJ;SG
olukord	situacion	olu_kord	situacion	N;NOM;SG	N;FEM;SG
olukord	situación	olu_kord	situación	N;NOM;SG	N;FEM;SG
kindel	seguro	kindel	seguro	ADJ;NOM;SG	ADJ;MASC;SG
nõudis	insistió	nõudma	insistir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nõudis	exigió	nõudma	exigir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
preisi	prusia	preis	prusia	N;NOM;SG	N;FEM;SG
life	vida	life	vida	N;NOM;SG	N;FEM;SG
life	life	life	life	N;NOM;SG	N
windows	windows	windows	windows	N;NOM;SG	N;MASC
windows	ventana	windows	ventana	N;NOM;SG	N;FEM;SG
vangi	prisionera	vang	prisionera	N;IN+ALL;LGSPEC1;SG	N;FEM;SG
vangi	preso	vang	preso	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
vangi	prisionero	vang	prisionero	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
skulptor	escultor	skulptor	escultor	N;NOM;SG	N;MASC;SG
vorm	forma	vorm	forma	N;NOM;SG	N;FEM;SG
vorm	formulario	vorm	formulario	N;NOM;SG	N;MASC;SG
kõrgem	superior	kõrgem	superior	ADJ;NOM;CMPR;SG	ADJ;SG
haru	haru	haru	haru	N;NOM;SG	N;SG
haru	ramal	haru	ramal	N;NOM;SG	N;MASC;SG
haru	rama	haru	rama	N;NOM;SG	N;FEM;SG
haru	sucursal	haru	sucursal	N;NOM;SG	N;FEM;SG
naised	mujeres	naine	mujer	N;NOM;PL	N;FEM;PL
oblast	óblast	oblane	óblast	N;NOM;SG	N;MASC;SG
antonio	antonio	antonio	antonio	N;NOM;SG	N;MASC;SG
roman	roman	roman	romar	N;NOM;SG	N
roman	román	roman	román	N;NOM;SG	N;MASC;SG
ründaja	agresor	ründaja	agresor	N;NOM;SG	N;MASC;SG
ründaja	atacante	ründaja	atacante	N;NOM;SG	N;SG
ründaja	asaltante	ründaja	asaltante	N;NOM;SG	N;SG
ründaja	agresor	ründaja	agresor	N;NOM;SG	N;MASC;SG
peamised	principales	peamine	principal	ADJ;NOM;PL	ADJ;PL
päikese	solar	päike	solar	N;GEN;SG	N;MASC;SG
projekt	project	projekt	project	N;NOM;SG	N
projekt	proyecto	projekt	proyecto	N;NOM;SG	N;MASC;SG
ilves	bobcat	ilves	bobcat	N;NOM;SG	N;SG
ilves	lince	ilves	lince	N;NOM;SG	N;MASC;SG
ilves	lynx	ilves	lynx	N;NOM;SG	N;SG
teed	té	tee	té	N;PRT;SG	N;MASC;SG
lihtne	simple	lihtne	simple	ADJ;NOM;SG	ADJ;SG
lihtne	sencilla	lihtne	sencillo	ADJ;NOM;SG	ADJ;FEM;SG
lihtne	sencillo	lihtne	sencillo	ADJ;NOM;SG	ADJ;MASC;SG
lihtne	facil	lihtne	facil	ADJ;NOM;SG	ADJ;SG
lihtne	sencilla	lihtne	sencillo	ADJ;NOM;SG	ADJ;FEM;SG
lihtne	fácil	lihtne	fácil	ADJ;NOM;SG	ADJ;SG
lihtne	sencillo	lihtne	sencillo	ADJ;NOM;SG	ADJ;MASC;SG
pärnus	pärnu	pärnus	pärnu	N;IN+ESS;SG	N;MASC;SG
aitas	ayudó	aitama	ayudar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
põhjamaade	nórdicos	põhja_maa	nórdico	N;GEN;PL	N;MASC;PL
erinev	distinta	erinev	distinto	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;FEM;SG
erinev	diferente	erinev	diferente	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;SG
erinev	distinto	erinev	distinto	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;MASC;SG
juhitud	llevó	juhtima	llevar	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
ostis	compró	ostma	comprar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lai	amplio	lai	amplio	ADJ;NOM;SG	ADJ;MASC;SG
lai	amplia	lai	amplio	ADJ;NOM;SG	ADJ;FEM;SG
tihedus	densidad	tihedus	densidad	N;NOM;SG	N;FEM;SG
relvastatud	armada	relvasta=tud	armado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
relvastatud	armados	relvasta=tud	armado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
relvastatud	armadas	relvasta=tud	armado	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
relvastatud	armado	relvasta=tud	armado	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
pildi	foto	pilt	foto	N;GEN;SG	N;FEM;SG
pildi	imagen	pilt	imagen	N;GEN;SG	N;FEM;SG
pildi	imágen	pilt	imágen	N;GEN;SG	N;FEM;SG
avastas	descubierto	avastama	descubrir	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
avastas	descubrió	avastama	descubrir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kitarr	guitarra	kitarr	guitarra	N;NOM;SG	N;FEM;SG
smith	herrero	smith	herrero	N;NOM;SG	N;MASC;SG
theodor	theodor	theodor	theodor	N;NOM;SG	N;MASC;SG
tundub	parece	tunduma	parecer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tundub	siente	tunduma	sentir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bänd	band	bänd	band	N;NOM;SG	N;SG
bänd	banda	bänd	banda	N;NOM;SG	N;FEM;SG
ettevõtja	emprendedor	ette_võtja	emprendedor	N;NOM;SG	N;MASC;SG
ettevõtja	empresaria	ette_võtja	empresaria	N;NOM;SG	N;FEM;SG
ettevõtja	empresario	ette_võtja	empresario	N;NOM;SG	N;MASC;SG
ettevõtja	comerciante	ette_võtja	comerciante	N;NOM;SG	N;SG
arenenud	desarrollados	arenenud	desarrollado	ADJ;PST;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
arenenud	desarrollado	arenenud	desarrollado	ADJ;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
arenenud	desarrollada	arenenud	desarrollado	ADJ;PST;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
arenenud	desarrolladas	arenenud	desarrollado	ADJ;PST;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
arenenud	evolucionado	arenenud	evolucionar	ADJ;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
arenenud	avanzado	arenenud	avanzado	ADJ;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
arenenud	avanzadas	arenenud	avanzado	ADJ;PST;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
arenenud	avanzados	arenenud	avanzado	ADJ;PST;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
arenenud	adelantado	arenenud	adelantar	ADJ;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
arenenud	avanzada	arenenud	avanzado	ADJ;PST;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
valik	elección	valik	elección	N;NOM;SG	N;FEM;SG
valik	opción	valik	opción	N;NOM;SG	N;FEM;SG
valik	choice	valik	choice	N;NOM;SG	N
valik	selección	valik	selección	N;NOM;SG	N;FEM;SG
valik	opcion	valik	opcion	N;NOM;SG	N;FEM;SG
valik	opción	valik	opción	N;NOM;SG	N;FEM;SG
lõpp	end	lõpp	end	N;NOM;SG	N
lõpp	fin	lõpp	fin	N;NOM;SG	N;MASC;SG
lõpp	final	lõpp	final	N;NOM;SG	N;MASC;SG
lehed	hojas	leht	hoja	N;NOM;PL	N;FEM;PL
lehed	páginas	leht	página	N;NOM;PL	N;FEM;PL
lehed	paginas	leht	pagina	N;NOM;PL	N;FEM;PL
lehed	chapas	leht	chapa	N;NOM;PL	N;FEM;PL
lehed	sábanas	leht	sábana	N;NOM;PL	N;FEM;PL
lehed	hojas	leht	hoja	N;NOM;PL	N;FEM;PL
lehed	sabanas	leht	sabana	N;NOM;PL	N;FEM;PL
järgnes	siguió	järgnema	seguir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ain	ain	ain	ain	N;NOM;SG	N;MASC;SG
objekti	objeto	objekt	objeto	N;PRT;SG	N;MASC;SG
esindajad	representantes	esindaja	representante	N;NOM;PL	N;PL
viitab	refiere	viitama	referir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
viitab	remite	viitama	remitir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
don	don	don	don	N;NOM;SG	N;MASC;SG
keeled	idiomas	keel	idioma	N;NOM;PL	N;MASC;PL
keeled	lenguas	keel	lengua	N;NOM;PL	N;FEM;PL
eurovisiooni	eurovisión	euro_visioon	eurovisión	N;PRT;SG	N;FEM;SG
major	comandante	major	comandante	N;NOM;SG	N;SG
major	major	major	major	N;NOM;SG	N
top	cima	top	cima	N;NOM;SG	N;FEM;SG
aktiivne	activo	aktiivne	activo	ADJ;NOM;SG	ADJ;MASC;SG
aktiivne	activa	aktiivne	activo	ADJ;NOM;SG	ADJ;FEM;SG
aktiivne	actual	aktiivne	actual	ADJ;NOM;SG	ADJ;SG
org	valle	org	valle	N;NOM;SG	N;MASC;SG
ajaleht	periódico	aja_leht	periódico	N;NOM;SG	N;MASC;SG
ajaleht	periodico	aja_leht	periodico	N;NOM;SG	N;MASC;SG
õppinud	aprendí	õppima	aprender	V;PST;V.PTCP;ACT	V;IND;SG;1;PST;FIN
õppinud	aprendió	õppima	aprender	V;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
saavutada	lograr	saavutama	lograr	V;NFIN	V;NFIN
insener	maquinista	insener	maquinista	N;NOM;SG	N;SG
insener	ingeniero	insener	ingeniero	N;NOM;SG	N;MASC;SG
inimestel	humanos	inimene	humanos	N;AT+ESS
;PL	N
küsimus	cuestión	küsimus	cuestión	N;NOM;SG	N;FEM;SG
küsimus	interrogante	küsimus	interrogante	N;NOM;SG	N;SG
küsimus	pregunta	küsimus	pregunta	N;NOM;SG	N;FEM;SG
mänd	pinus	mänd	pinu	N;NOM;SG	N
mänd	pinus	mänd	pinu	N;NOM;SG	N
mänd	pino	mänd	pino	N;NOM;SG	N;MASC;SG
vett	agua	vesi	agua	N;PRT;SG	N;FEM;SG
saadik	embajadora	saadik	embajadora	N;NOM;SG	N;FEM;SG
saadik	embajador	saadik	embajador	N;NOM;SG	N;MASC;SG
toob	trae	tooma	traer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kanal	canal	kana	canal	N;AT+ESS
;SG	N;MASC;SG
kanal	channel	kana	channel	N;AT+ESS
;SG	N;SG
tea	saber	teadma	saber	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
islandi	islandia	island	islandia	ADJ	ADJ;FEM;SG
islandi	islandesa	island	islandés	ADJ	ADJ;FEM;SG
islandi	islandia	island	islandia	ADJ	ADJ;FEM;SG
taime	planta	taim	planta	N;PRT;SG	N;FEM;SG
binaarne	binaria	binaarne	binario	ADJ;NOM;SG	ADJ;FEM;SG
binaarne	binario	binaarne	binario	ADJ;NOM;SG	ADJ;MASC;SG
adam	adán	adam	adán	N;NOM;SG	N;MASC;SG
koosseis	composición	koos_seis	composición	N;NOM;SG	N;FEM;SG
täht	estrella	täht	estrella	N;NOM;SG	N;FEM;SG
täht	star	täht	star	N;NOM;SG	N
kodus	hogar	kodu	hogar	N;IN+ESS;SG	N;MASC;SG
kodus	casa	kodu	casa	N;IN+ESS;SG	N;FEM;SG
kodus	inicio	kodu	inicio	N;IN+ESS;SG	N;MASC;SG
tekivad	surgen	tekkima	surgir	V;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
tekivad	surgir	tekkima	surgir	V;IND;PL;3;PRS;FIN;ACT	V;NFIN
vältida	evitar	vältima	evitar	V;NFIN	V;NFIN
vältida	evita	vältima	evitar	V;NFIN	V;IND;SG;3;PRS;FIN
vältida	evitan	vältima	evitar	V;NFIN	V;IND;PL;3;PRS;FIN
vältida	evite	vältima	evitar	V;NFIN	V;IMP;SG;3;FIN
vältida	eviten	vältima	evitar	V;NFIN	V;IMP;PL;3;FIN
jaama	estacion	jaam	estacion	N;NOM;SG	N;FEM;SG
jaama	estación	jaam	estación	N;NOM;SG	N;FEM;SG
koostöö	colaboración	koos_töö	colaboración	N;NOM;SG	N;FEM;SG
koostöö	cooperación	koos_töö	cooperación	N;NOM;SG	N;FEM;SG
väärtus	value	väärtus	valar	N;NOM;SG	N
väärtus	valor	väärtus	valor	N;NOM;SG	N;MASC;SG
laine	laine	laine	laine	N;NOM;SG	N;SG
laine	oleada	laine	oleada	N;NOM;SG	N;FEM;SG
laine	ola	laine	ola	N;NOM;SG	N;FEM;SG
laine	onda	laine	onda	N;NOM;SG	N;FEM;SG
laine	wave	laine	wave	N;NOM;SG	N
fotod	fotografias	foto	fotografia	N;NOM;PL	N;FEM;PL
fotod	fotos	foto	foto	N;NOM;PL	N;FEM;PL
fotod	fotografías	foto	fotografía	N;NOM;PL	N;FEM;PL
fotod	fotos	foto	foto	N;NOM;PL	N;FEM;PL
fotod	fotografías	foto	fotografía	N;NOM;PL	N;FEM;PL
elus	viva	elu	viva	N;IN+ESS;SG	N;FEM;SG
elus	alive	elu	alive	N;IN+ESS;SG	N
poliitika	póliza	poliitika	póliza	N;NOM;SG	N;FEM;SG
poliitika	politica	poliitika	politica	N;NOM;SG	N;FEM;SG
poliitika	política	poliitika	política	N;NOM;SG	N;FEM;SG
poliitika	politica	poliitika	politica	N;NOM;SG	N;FEM;SG
poliitika	política	poliitika	política	N;NOM;SG	N;FEM;SG
pikka	largo	pikk	largo	ADJ;PRT;SG	ADJ;MASC;SG
pikka	larga	pikk	largo	ADJ;PRT;SG	ADJ;FEM;SG
algus	start	algus	start	N;NOM;SG	N
algus	inicio	algus	inicio	N;NOM;SG	N;MASC;SG
algus	comienzo	algus	comienzo	N;NOM;SG	N;MASC;SG
algus	comienzo	algus	comienzo	N;NOM;SG	N;MASC;SG
saksi	sajonia	saksi	sajonia	N;NOM;SG	N;FEM;SG
saksi	saxon	saksi	saxar	N;NOM;SG	N;MASC;SG
christoph	christoph	christoph	christoph	N;NOM;SG	N;MASC;SG
psühholoogia	psicologia	psühholoogia	psicologia	N;NOM;SG	N;FEM;SG
psühholoogia	psicología	psühholoogia	psicología	N;NOM;SG	N;FEM;SG
raba	páramo	raba	páramo	N;NOM;SG	N;MASC;SG
raba	moro	raba	moro	N;NOM;SG	N;MASC;SG
raba	ciénaga	raba	ciénaga	N;NOM;SG	N;FEM;SG
raba	pantano	raba	pantano	N;NOM;SG	N;MASC;SG
keeleteadlane	lingüista	keele_teadlane	lingüista	N;NOM;SG	N;SG
tekitab	genera	tekitama	generar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kindlasti	ciertamente	kindlasti	ciertamente	ADV	ADV
kindlasti	definitivamente	kindlasti	definitivamente	ADV	ADV
kindlasti	seguramente	kindlasti	seguramente	ADV	ADV
pakub	ofrece	pakkuma	ofrecer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
live	viva	live	viva	N;NOM;SG	N;FEM;SG
live	live	live	live	N;NOM;SG	N
eestlased	estonios	eestlane	estonios	N;NOM;PL	N;MASC;PL
sarnaselt	igualmente	sarnaselt	igualmente	ADV	ADV
sarnaselt	análogamente	sarnaselt	análogamente	ADV	ADV
õppejõud	conferenciante	õppe_jõud	conferenciante	N;NOM;SG	N;SG
õppejõud	claustro	õppe_jõud	claustro	N;NOM;SG	N;MASC;SG
õppejõud	facultad	õppe_jõud	facultad	N;NOM;SG	N;FEM;SG
kliima	clima	kliima	clima	N;NOM;SG	N;MASC;SG
territooriumi	territorio	territoorium	territorio	N;PRT;SG	N;MASC;SG
xiii	xiii	xiii	xiii	N;NOM;SG	N
metsa	bosque	mets	bosque	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
metsa	selva	mets	selva	N;IN+ALL;LGSPEC1;SG	N;FEM;SG
probleem	problemática	probleem	problemática	N;NOM;SG	N;FEM;SG
probleem	problema	probleem	problema	N;NOM;SG	N;MASC;SG
tonni	tonelada	tonn	tonelada	N;PRT;SG	N;FEM;SG
võitja	ganador	võitja	ganador	N;NOM;SG	N;MASC;SG
võitja	vencedor	võitja	vencedor	N;NOM;SG	N;MASC;SG
esmalt	primero	esmalt	primero	ADV	ADV
keemiline	químico	keemiline	químico	ADJ;NOM;SG	ADJ;MASC;SG
isik	persona	isik	persona	N;NOM;SG	N;FEM;SG
stockholmi	estocolmo	stockholm	estocolmo	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
doi	doi	doi	doi	N;NOM;SG	N;SG
ravi	cura	ravi	cura	N;NOM;SG	N;MASC;SG
ravi	terapia	ravi	terapia	N;NOM;SG	N;FEM;SG
ravi	tratamiento	ravi	tratamiento	N;NOM;SG	N;MASC;SG
lood	historias	lugu	historia	N;NOM;PL	N;FEM;PL
lood	relatos	lugu	relato	N;NOM;PL	N;MASC;PL
lood	cuentos	lugu	cuento	N;NOM;PL	N;MASC;PL
lood	historias	lugu	historia	N;NOM;PL	N;FEM;PL
lood	relatos	lugu	relato	N;NOM;PL	N;MASC;PL
lood	cuentos	lugu	cuento	N;NOM;PL	N;MASC;PL
venelased	rusos	venelane	ruso	N;NOM;PL	N;MASC;PL
asukoht	posicion	asu_koht	posicion	N;NOM;SG	N;FEM;SG
asukoht	posición	asu_koht	posición	N;NOM;SG	N;FEM;SG
asukoht	lugar	asu_koht	lugar	N;NOM;SG	N;MASC;SG
asukoht	ubicacion	asu_koht	ubicacion	N;NOM;SG	N;FEM;SG
asukoht	ubicación	asu_koht	ubicación	N;NOM;SG	N;FEM;SG
asukoht	emplazamiento	asu_koht	emplazamiento	N;NOM;SG	N;MASC;SG
asukoht	localización	asu_koht	localización	N;NOM;SG	N;FEM;SG
asukoht	sendero	asu_koht	sendero	N;NOM;SG	N;MASC;SG
asukoht	path	asu_koht	path	N;NOM;SG	N
asukoht	camino	asu_koht	camino	N;NOM;SG	N;MASC;SG
asukoht	surco	asu_koht	surco	N;NOM;SG	N;MASC;SG
majandusteadlane	economista	majandus_teadlane	economista	N;NOM;SG	N;SG
venna	hermano	vend	hermano	N;GEN;SG	N;MASC;SG
venna	brother	vend	brother	N;GEN;SG	N
ehitada	construya	ehitama	construir	V;NFIN	V;IMP;SG;3;FIN
ehitada	construir	ehitama	construir	V;NFIN	V;NFIN
ehitada	construye	ehitama	construir	V;NFIN	V;IND;SG;3;PRS;FIN
kagu	sureste	kagu	sureste	N;NOM;SG	N;MASC;SG
kagu	sudeste	kagu	sudeste	N;NOM;SG	N;MASC;SG
sari	sari	sari	sari	N;NOM;SG	N;MASC;SG
rna	raúl	rna	raúl	N;NOM;SG	N;MASC;SG
rna	arn	rna	arn	N;NOM;SG	N;MASC;SG
iraani	iraní	iraan	iraní	ADJ	ADJ;SG
edukalt	satisfactoriamente	edukalt	satisfactoriamente	ADV	ADV
sven	sven	sven	sven	N;NOM;SG	N;MASC;SG
lapse	niño	laps	niño	N;GEN;SG	N;MASC;SG
lapse	niña	laps	niña	N;GEN;SG	N;FEM;SG
pank	banca	pank	banca	N;NOM;SG	N;FEM;SG
pank	banco	pank	banco	N;NOM;SG	N;MASC;SG
pank	bank	pank	bank	N;NOM;SG	N
ekp	bce	ekp	bce	N	N;MASC;SG
maailm	mundo	maa_ilm	mundo	N;NOM;SG	N;MASC;SG
maailm	world	maa_ilm	world	N;NOM;SG	N
kohalik	local	kohalik	local	ADJ;NOM;SG	ADJ;SG
ühendab	fusiona	ühendama	fusionar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ühendab	conecta	ühendama	conectar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
territoorium	territorio	territoorium	territorio	N;NOM;SG	N;MASC;SG
avalik	publico	avalik	publico	ADJ;NOM;SG	ADJ;MASC;SG
boriss	boris	boriss	bori	N;NOM;SG	N;MASC;SG
boriss	borís	boriss	borís	N;NOM;SG	N;MASC;SG
kaitsta	proteja	kaitsma	proteger	V;NFIN	V;IMP;SG;3;FIN
kaitsta	proteger	kaitsma	proteger	V;NFIN	V;NFIN
kaitsta	protege	kaitsma	proteger	V;NFIN	V;IND;SG;3;PRS;FIN
avas	abrió	avama	abrir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
vara	early	vara	early	N;NOM;SG	N
keeldus	rechazó	keelduma	rechazar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
peapiiskop	arzobispo	pea_piiskop	arzobispo	N;NOM;SG	N;MASC;SG
tüüp	type	tüüp	type	N;NOM;SG	N
tüüp	tipo	tüüp	tipo	N;NOM;SG	N;MASC;SG
rebane	zorro	rebane	zorro	N;NOM;SG	N;MASC;SG
näide	ejemplo	näide	ejemplo	N;NOM;SG	N;MASC;SG
konrad	konrad	kond	konrad	N;NOM;SG	N;MASC;SG
konrad	conrado	kond	conrado	N;NOM;SG	N;MASC;SG
jagatud	compartidas	jaga=tud	compartido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
jagatud	compartida	jaga=tud	compartido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
jagatud	compartido	jaga=tud	compartido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
jagatud	compartidos	jaga=tud	compartido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
jagatud	divididas	jaga=tud	dividido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
jagatud	dividida	jaga=tud	dividido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
jagatud	dividido	jaga=tud	dividido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
jagatud	divididos	jaga=tud	dividido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
osalesid	participaron	osalema	participar	V;IND;PL;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
versiooni	version	versioon	version	N;PRT;SG	N;FEM;SG
versiooni	versión	versioon	versión	N;PRT;SG	N;FEM;SG
