اِبتدائی	initial	اِبتدائی	initial	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اوٹنا	dölj	اوٹنا	dölja	V;SG;NFIN;ACT	V;IMP;FIN;ACT
اوٹنا	dölja	اوٹنا	dölja	V;SG;NFIN;ACT	V;IMP;FIN;ACT
اوٹنا	gömma	اوٹنا	gömma	V;SG;NFIN;ACT	V;IMP;FIN;ACT
اوٹنا	göm	اوٹنا	göm	V;SG;NFIN;ACT	V;IMP;FIN;ACT
اوٹنا	täcka	اوٹنا	täcka	V;SG;NFIN;ACT	V;IMP;FIN;ACT
اوجھل	osynliga	اوجھل	osynlig	ADJ	ADJ;NOM;PL
اوجھل	osynlig	اوجھل	osynlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اوجھل	osynligt	اوجھل	osynlig	ADJ	ADJ;NOM;INDF;NEUT;SG
اوجھل	gömt	اوجھل	göma	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
اوجھل	dold	اوجھل	dölja	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
اوجھل	gömd	اوجھل	gömd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
اوجھل	dolda	اوجھل	dölja	ADJ	ADJ;NOM;PL;PST;V.PTCP
اوجھل	dolt	اوجھل	dolt	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
اوجھل	dold	اوجھل	dölja	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
اوجھل	dolt	اوجھل	dolt	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
اوڑھنا	täcker	اوڑھنا	täcka	V;MASC;SG;NFIN;ACT	V;IND;PRS;FIN;ACT
اوڑھنا	täcka	اوڑھنا	täcka	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اَوقات	omständigheterna	ووق	omständighet	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
اَوقات	omständigheter	ووق	omständighet	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	timmar	ووق	timme	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	öppettider	ووق	öppettid	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	resurser	ووق	resurs	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	gånger	ووق	gång	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	tider	ووق	tid	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
اَوقات	tiderna	ووق	tid	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
اہلیت	färdighet	اہلیت	färdighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	skicklighet	اہلیت	skicklighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	kvalificering	اہلیت	kvalificering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	förmåga	اہلیت	förmåga	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	kapacitet	اہلیت	kapacitet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	berättigande	اہلیت	berättigande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
اہلیت	lämplighet	اہلیت	lämplighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	träning	اہلیت	träning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	kondition	اہلیت	kondition	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیت	fitness	اہلیت	fitnas	N;NOM;MASC;SG;3	N;NOM;MASC+FEM;SG
اہلیہ	fru	اہلیہ	fru	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیہ	hustru	اہلیہ	hustru	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیہ	maka	اہلیہ	maka	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اہلیہ	frun	اہلیہ	fru	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
اہم	betydelsefull	اہم	betydelsefull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	viktiga	اہم	viktig	ADJ	ADJ;NOM;PL
اہم	viktig	اہم	viktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	viktigt	اہم	viktig	ADJ	ADJ;NOM;INDF;NEUT;SG
اہم	betydelsefull	اہم	betydelsefull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	viktiga	اہم	viktig	ADJ	ADJ;NOM;PL
اہم	viktig	اہم	viktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	viktigt	اہم	viktig	ADJ	ADJ;NOM;INDF;NEUT;SG
اہم	signifikanta	اہم	signifikant	ADJ	ADJ;NOM;PL
اہم	betydelsefull	اہم	betydelsefull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	avsevärd	اہم	avsevärd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اہم	betydande	اہم	betydande	ADJ	ADJ;NOM;PRS;V.PTCP
اِیجابی	positivt	اِیجابی	positiv	ADJ	ADJ;NOM;INDF;NEUT;SG
اِیجابی	positiv	اِیجابی	positiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
اِیجابی	positiva	اِیجابی	positiv	ADJ	ADJ;NOM;PL
اِیجابی	jakande	اِیجابی	jaka	ADJ	ADJ;NOM;PRS;V.PTCP
ایزدی	himmelska	ایزدی	himmelsk	ADJ	ADJ;NOM;PL
ایزدی	himmelsk	ایزدی	himmelsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ایزدی	gudomligt	ایزدی	gudomlig	ADJ	ADJ;NOM;INDF;NEUT;SG
ایزدی	gudomlig	ایزدی	gudomlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ایزدی	gudomliga	ایزدی	gudomlig	ADJ	ADJ;NOM;PL
ایشیائی	asiatisk	ایشیائی	asiatisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ایشیائی	asiatiska	ایشیائی	asiatisk	ADJ	ADJ;NOM;PL
ایک	en	ایک	en	NUM	NUM;NOM;INDF;MASC+FEM;SG
ایک	ett	ایک	en	NUM	NUM;NOM;INDF;NEUT;SG
ایک	en	ایک	en	NUM	NUM;NOM;INDF;MASC+FEM;SG
ایک	ett	ایک	en	NUM	NUM;NOM;INDF;NEUT;SG
ایکتا	union	ایک	union	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	fackförening	ایک	fackförening	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	unionen	ایک	union	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
ایکتا	ensamheten	ایک	ensamhet	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
ایکتا	ensamhet	ایک	ensamhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	enhetlighet	ایک	enhetlighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	enighet	ایک	enighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	harmoni	ایک	harmoni	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکتا	harmony	ایک	harmony	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایکڑ	tunnland	ایکڑ	tunnland	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ایلچی	ambassadören	ایلچی	ambassadör	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
ایلچی	ambassadör	ایلچی	ambassadör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایلچی	ombud	ایلچی	ombud	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ایلچی	representant	ایلچی	representant	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایلچی	ambassadören	ایلچی	ambassadör	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
ایلچی	ambassadör	ایلچی	ambassadör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ایلچی	sändebud	ایلچی	sändebud	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ایلچی	ombud	ایلچی	ombud	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ایلچی	representant	ایلچی	representant	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اِیمانداری	ärlighet	اِیمانداری	ärlighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
اینچنا	locka	اینچنا	locka	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	attrahera	اینچنا	attrahera	V;MASC;SG;NFIN;ACT	V;IMP;NFIN;ACT
اینچنا	dra	اینچنا	dra	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	släpa	اینچنا	släpa	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	skriva	اینچنا	skriva	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	skriv	اینچنا	skriv	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	dra	اینچنا	dra	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	dra	اینچنا	dra	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
اینچنا	rita	اینچنا	rita	V;MASC;SG;NFIN;ACT	V;IMP;FIN;ACT
آ	kommer	آ	komma	V;ACT	V;IND;PRS;FIN;ACT
آ	kom	آ	komma	V;ACT	V;IMP;FIN;ACT
آبننا	hända	آبننا	hända	V;SG;NFIN;ACT	V;IMP;FIN;ACT
آب	värdighet	آب	värdighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	polska	آب	polsk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	elegans	آب	elegans	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	ljusstyrka	آب	ljusstyrk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	saliv	آب	saliv	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	pani	آب	pani	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	svett	آب	svett	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	sheen	آب	she	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	rykte	آب	ryka	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	anseende	آب	anseende	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	prakt	آب	prakt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	vin	آب	vin	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	saft	آب	säfta	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	ära	آب	ära	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	heder	آب	heda	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	värdighet	آب	värdighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	polska	آب	polsk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	elegans	آب	elegans	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	ljusstyrka	آب	ljusstyrk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	vatten	آب	vatten	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	saliv	آب	saliv	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	pani	آب	pani	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	svett	آب	svett	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	sheen	آب	she	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	rykte	آب	ryka	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	anseende	آب	anseende	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	prakt	آب	prakt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	vin	آب	vin	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	saft	آب	säfta	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	ära	آب	ära	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آب	heder	آب	heda	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	uppgörelse	آبادی	uppgörelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	bosättning	آبادی	bosättning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	avveckling	آبادی	avveckling	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	populationen	آبادی	population	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
آبادی	befolkning	آبادی	befolkning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	befolkningen	آبادی	befolkning	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
آبادی	folkmängd	آبادی	folkmängd	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	population	آبادی	population	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	life	آبادی	life	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	livet	آبادی	liv	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
آبادی	livstid	آبادی	livstid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	liv	آبادی	liv	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
آبادی	verksamhet	آبادی	verksamhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادی	aktiviteten	آبادی	aktivitet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
آبادی	aktivitet	آبادی	aktivitet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
آبادیاتی	demografiska	آبادیاتی	demografisk	ADJ;NOM	ADJ;NOM;PL
آبادیاتی	demografisk	آبادیاتی	demografisk	ADJ;NOM	ADJ;NOM;INDF;MASC+FEM;SG
آبائی	ärftliga	آبائی	ärftlig	ADJ	ADJ;NOM;PL
آبائی	ärftligt	آبائی	ärftlig	ADJ	ADJ;NOM;INDF;NEUT;SG
آبائی	ärftlig	آبائی	ärftlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
آبائی	infödda	آبائی	infödd	ADJ	ADJ;NOM;PL;PST;V.PTCP
آبائی	inhemska	آبائی	inhemsk	ADJ	ADJ;NOM;PL
آبشار	kaskad	آبشار	kaska	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آبشار	vattenfallet	آبشار	vattenfallet	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آبشار	vattenfall	آبشار	vattenfall	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آبشار	kaskad	آبشار	kaska	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آبی	akvatiska	آبی	akvatisk	ADJ	ADJ;NOM;PL
آبی	fuktig	آبی	fuktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
آبی	fuktigt	آبی	fuktig	ADJ	ADJ;NOM;INDF;NEUT;SG
آبی	fuktiga	آبی	fuktig	ADJ	ADJ;NOM;PL
آبیاتی	hydrologiska	آبیاتی	hydrologisk	ADJ;NOM	ADJ;NOM;PL
آپ	dig	آپ	du	PRO;ACC	PRO;ACC;DEF;MASC+FEM;SG
آتا	komma	آ	komma	V;IPFV;MASC;SG;V.PTCP;ACT	V;IMP;FIN;ACT
آتا	kommer	آ	komma	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
آتش	vrede	آتش	vrede	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	ilska	آتش	ilska	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	kärlek	آتش	kärlek	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	love	آتش	love	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	flamma	آتش	flamma	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	flamman	آتش	flamma	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آتش	passion	آتش	passion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	fire	آتش	fire	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آتش	brand	آتش	brand	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	eld	آتش	eld	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	vrede	آتش	vrede	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتش	raseri	آتش	raseri	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آتش	ilska	آتش	ilska	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آتشزدگی	brinnande	آتشزدگی	brinnande	ADJ	ADJ;NOM;PRS;V.PTCP
آتشزدگی	brännande	آتشزدگی	brännande	ADJ	ADJ;NOM;PRS;V.PTCP
آتِشگیر	sprängämnen	آتِشگیر	sprängämne	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آتی	komma	آ	komma	V;IPFV;FEM;SG;V.PTCP;ACT	V;IMP;FIN;ACT
آتی	kommer	آ	komma	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
آتے	komma	آ	komma	V;IPFV;MASC;PL;V.PTCP;ACT	V;IMP;FIN;ACT
آتے	kommer	آ	komma	V;IPFV;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
آٹا	mjöl	آٹا	mjöl	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آٹا	måltid	آٹا	måltid	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آٹا	mjöl	آٹا	mjöl	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آٹھ	åtta	آٹھ	åtta	NUM	NUM;NOM
آٹھواں	åttonde	آٹھواں	åtta	ADJ	ADJ;NOM
آثار	basis	آثار	basis	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آثار	grund	آثار	grund	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آثار	grundval	آثار	grundval	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آثار	traces	آثار	trace	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آثار	tecken	آثار	tecken	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آج	nuförtiden	آج	nuförtid	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آج	nuförtiden	آج	nuförtid	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آخِری	senaste	آخِری	sen	ADJ	ADJ;NOM;DEF;RL
آخِری	sista	آخِری	sista	ADJ	ADJ;NOM;DEF;RL
آخِری	extrem	آخِری	extrem	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
آخِری	extrema	آخِری	extrem	ADJ	ADJ;NOM;PL
آداب	artighet	آداب	artighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آداب	uppförande	آداب	uppförande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آداب	protokollet	آداب	protokoll	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آداب	protokoll	آداب	protokoll	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آدمی	people	آدمی	people	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	betjänt	آدمی	betjänt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	runner	آدمی	runna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	mannen	آدمی	man	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	människan	آدمی	människa	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	maken	آدمی	make	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	make	آدمی	make	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	vuxen	آدمی	vuxen	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	people	آدمی	people	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	person	آدمی	person	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	personen	آدمی	person	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	betjänt	آدمی	betjänt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	runner	آدمی	runna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	mannen	آدمی	man	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	människan	آدمی	människa	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	maken	آدمی	make	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آدمی	make	آدمی	make	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	vuxen	آدمی	vuxen	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آدمی	individ	آدمی	individ	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آراستہ	prydd	آراستہ	prydd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
آراستہ	dekorerade	آراستہ	dekorera	ADJ	ADJ;NOM;PL;PST;V.PTCP
آراستہ	dekorerad	آراستہ	dekorerad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
آراستہ	berett	آراستہ	bereda	ADJ	ADJ;NOM;INDF;NEUT;SG
آراستہ	beredd	آراستہ	beredd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
آراستہ	förberedd	آراستہ	förberedd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
آراستہ	beredda	آراستہ	beredd	ADJ	ADJ;NOM;PL;PST;V.PTCP
آراستہ	förberett	آراستہ	förbere	ADJ	ADJ;NOM;INDF;NEUT;SG
آراستہ	smyckade	آراستہ	smycka	ADJ	ADJ;NOM;PL;PST;V.PTCP
آراستہ	ordnad	آراستہ	ordna	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
آراستہ	ordnat	آراستہ	ordna	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
آراستہ	arrangerat	آراستہ	arrangerad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
آراستہ	arrangerade	آراستہ	arrangera	ADJ	ADJ;NOM;PL;PST;V.PTCP
آرامی	lata	آرامی	lata	ADJ	ADJ;NOM;PL
آرائش	flowers	آرائش	flopa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	dressing	آرائش	dressing	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	prydnad	آرائش	prydna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	arrangemang	آرائش	arrangemang	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آرائش	arrangemanget	آرائش	arrangemang	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آرائش	flowers	آرائش	flopa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	dressing	آرائش	dressing	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	prydnad	آرائش	prydna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	dekoration	آرائش	dekoration	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرائش	arrangemang	آرائش	arrangemang	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آرائش	arrangemanget	آرائش	arrangemang	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آرائی	arrangemang	آرائی	arrangemang	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آرائی	arrangemanget	آرائی	arrangemang	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آرمیدگی	lätthet	آرمیدگی	lätthet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرمیدگی	bekvämlighet	آرمیدگی	bekvämlighet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرمیدگی	komfort	آرمیدگی	komfort	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرمیدگی	tröst	آرمیدگی	tröst	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آرمیدگی	comfort	آرمیدگی	comfort	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آرمیدہ	vilande	آرمیدہ	vilande	ADJ	ADJ;NOM;PRS;V.PTCP
آرِندہ	bärande	آرِندہ	bärande	ADJ	ADJ;NOM;PRS;V.PTCP
آرِندہ	bärande	آرِندہ	bärande	ADJ	ADJ;NOM;PRS;V.PTCP
آڑ	logg	آڑ	logg	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آڑ	väggen	آڑ	vägg	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
آڑ	vägg	آڑ	vägg	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آڑ	mur	آڑ	mur	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آڑ	staket	آڑ	stak	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آڑ	stängsel	آڑ	stängsel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آڑ	skam	آڑ	skam	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آڑ	krökning	آڑ	krökning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
آڑ	beskydd	آڑ	beskydd	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آڑ	skydd	آڑ	skydd	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آڑ	omslag	آڑ	omslag	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
آڑ	hindret	آڑ	hindret	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
آڑ	garanti	آڑ	garanti	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
