και	och	και	och	CONJ	CONJ
άνθρωπος	människa	άνθρωπος	människa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
άνθρωπος	mannen	άνθρωπος	man	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
άνθρωπος	människan	άνθρωπος	människa	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
έπαιξε	spelat	παίζω	spela	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.CVB;ACT
έπαιξε	spelade	παίζω	spela	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
εδάφη	territorier	εδάφη	territorium	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
εδάφη	jordar	εδάφη	jord	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σύνορα	gränser	σύνορο	gräns	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σύνορα	gränser	σύνορο	gräns	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
πλοίο	farkost	πλοίο	farkost	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
πλοίο	fartyg	πλοίο	fartyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πλοίο	kärl	πλοίο	kärl	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πλοίο	fartyg	πλοίο	fartyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πλοίο	skepp	πλοίο	skepp	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πλοίο	båt	πλοίο	båt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ομοσπονδία	federationen	ομοσπονδία	federation	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ομοσπονδία	federation	ομοσπονδία	federation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αρχίζει	börjar	αρχίζω	börja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
αρχίζει	startar	αρχίζω	starta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
αρχίζει	börjar	αρχίζω	börja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
διοικητική	administrativ	διοικητικός	administrativ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
διοικητική	administrativt	διοικητικός	administrativ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
γήπεδο	stadion	γήπεδο	stadion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
γήπεδο	stadium	γήπεδο	stadium	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
δεκέμβριο	december	δεκέμβριος	december	N	N;NOM;INDF;MASC+FEM;SG
απρίλιο	april	απρίλιο	april	N	N;NOM;INDF;MASC+FEM;SG
καλύτερο	bättre	καλά	bra	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
δημιούργησε	skapade	δημιουργώ	skapa	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
κοινοβούλιο	parlamentet	κοινοβούλιο	parlamente	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
κοινοβούλιο	riksdagen	κοινοβούλιο	riksdag	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
κοινοβούλιο	riksdag	κοινοβούλιο	riksdag	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κοινοβούλιο	parlament	κοινοβούλιο	parlament	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ζωγράφος	konstnär	ζωγράφος	konstnär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ζωγράφος	målare	ζωγράφος	mål	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διοικητής	kommendant	διοικητής	kommendant	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διοικητής	befälhavare	διοικητής	befälhavare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διοικητής	befälhavare	διοικητής	befälhavare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διοικητής	kommendör	διοικητής	kommendör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διοικητής	befälhavaren	διοικητής	befälhavare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
διοικητής	kommendörkapten	διοικητής	kommendörkapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
δημόσια	offentlig	δημόσιος	offentlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
αύξηση	ökning	αύξηση	ökning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αύξηση	höjning	αύξηση	höjning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αύξηση	höjning	αύξηση	höjning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
χρησιμοποιώντας	använda	χρησιμοποιώ	använda	V;IPFV;V.CVB;ACT	V;IMP;FIN;ACT
χρησιμοποιώντας	använder	χρησιμοποιώ	använda	V;IPFV;V.CVB;ACT	V;IND;PRS;FIN;ACT
κοινή	vanligt	κοινός	vanlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κοινή	gemensamt	κοινός	gemensam	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
κοινή	vanlig	κοινός	vanlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
αξίωμα	axiom	αξίωμα	axiom	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
νοέμβριο	november	νοέμβριος	november	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πολιτισμού	kulturens	πολιτισμός	kultur	N;GEN;MASC;SG	N;GEN;DEF;MASC+FEM;SG
γράφει	skriver	γράφω	skriva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
φαινόμενο	fenomenet	φαινόμενο	fenomen	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
φαινόμενο	fenomen	φαινόμενο	fenom	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
φαινόμενο	företeelsen	φαινόμενο	företeelse	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
φαινόμενο	företeelse	φαινόμενο	företeelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
κράτη	staterna	κράτος	stat	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
κράτη	stater	κράτος	stat	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
κράτη	delstater	κράτος	delstat	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
άγιο	fy	άγιος	fy	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
λιμάνι	hamn	λιμάνι	hamn	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
λιμάνι	hamnen	λιμάνι	hamn	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
λιμάνι	portvin	λιμάνι	portvin	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
λιμάνι	port	λιμάνι	port	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
λιμάνι	babord	λιμάνι	babord	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
λιμάνι	hamn	λιμάνι	hamn	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
λιμάνι	hamnen	λιμάνι	hamn	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
λιμάνι	harbour	λιμάνι	harbour	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
ποιητής	poet	ποιητής	poet	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ποιητής	poeten	ποιητής	poet	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
δείχνει	visar	δείχνω	visa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
χέρια	armarna	χέρι	arm	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
χέρια	armar	χέρι	arm	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
κανόνες	regler	κανόνας	regel	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
κανόνες	bestämmelser	κανόνας	bestämmelse	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αρχαίοι	uråldriga	αρχαίος	uråldrig	ADJ;NOM;MASC;PL	ADJ;NOM;PL
αρχαίοι	forntida	αρχαίος	forntida	ADJ;NOM;MASC;PL	ADJ;NOM
βουλή	parlamentet	βουλή	parlamente	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
βουλή	riksdagen	βουλή	riksdag	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
βουλή	riksdag	βουλή	riksdag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
βουλή	parlament	βουλή	parlament	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
παιδί	kid	παιδί	kid	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
παιδί	grabb	παιδί	grabb	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
παιδί	grabben	παιδί	grabb	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
παιδί	child	παιδί	child	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εικόνες	tavlor	εικόνα	tavla	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
εικόνες	bilder	εικόνα	bild	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
εικόνες	avbildningar	εικόνα	avbildning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
εικόνες	bilder	εικόνα	bild	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
τελευταίος	senaste	τελευταίος	sen	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
τελευταίος	sista	τελευταίος	sista	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
ενώσεις	föreningar	ένωση	förening	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ενώσεις	intresseorganisationer	ένωση	intresseorganisation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ενώσεις	sammanslutningar	ένωση	sammanslutning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ενώσεις	föreningar	ένωση	förening	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
θέλει	vill	θέλω	vilja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
εισαγωγή	introduktion	εισαγωγή	introduktion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εισαγωγή	inledning	εισαγωγή	inledning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εισαγωγή	införande	εισαγωγή	införande	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
εισαγωγή	införsel	εισαγωγή	införsel	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
εισαγωγή	import	εισαγωγή	import	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταφορά	transport	μεταφορά	transport	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταφορά	transfer	μεταφορά	transfer	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταφορά	överlåtelse	μεταφορά	överlåtelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταφορά	överföring	μεταφορά	överföring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
μεταφορά	transport	μεταφορά	transport	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εξωτερικό	utlandet	εξωτερικό	utland	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
άτομο	person	άτομο	person	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
άτομο	personen	άτομο	person	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
άτομο	atom	άτομο	atom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
εργασία	arbete	εργασία	arbete	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
εργασία	work	εργασία	work	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εργασία	arbetsmarknad	εργασία	arbetsmarknad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εργασία	arbetarpartiet	εργασία	arbetarparti	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
εργασία	arbetskraft	εργασία	arbetskraft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τάξη	klassrum	τάξη	klassrum	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
τάξη	klassrummet	τάξη	klassrum	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
τάξη	klass	τάξη	klass	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τάξη	klassen	τάξη	klass	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
τάξη	ordningsföljd	τάξη	ordningsföljd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τάξη	beställning	τάξη	beställning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
τάξη	ordning	τάξη	ordning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δουλειά	job	δουλειά	job	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
δουλειά	jobb	δουλειά	jobb	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
δουλειά	arbete	δουλειά	arbete	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
δουλειά	work	δουλειά	work	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
βόρειο	nordlig	βόρειο	nordlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
βόρειο	norra	βόρειο	norra	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;SG
απόψεις	åsikter	άποψη	åsikt	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
απόψεις	yttranden	άποψη	yttrande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
απόψεις	visningar	άποψη	visning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
απόψεις	vyer	άποψη	vyr	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
απόψεις	åsikter	άποψη	åsikt	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
άνθρακα	stenkol	άνθρακο	stenkol	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
άνθρακα	kol	άνθρακο	kol	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
άνθρακα	kol	άνθρακο	kol	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
κοινωνία	sällskapet	κοινωνία	sällskap	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
κοινωνία	samhälle	κοινωνία	samhälle	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
κοινωνία	samhället	κοινωνία	samhälle	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
οκτώ	åtta	οκτώ	åtta	NUM;NOM;MASC;PL	NUM;NOM
σύμβολο	symbol	σύμβολο	symbol	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
σύμβολο	symbolen	σύμβολο	symbol	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
προσθήκη	tillägg	προσθήκη	tillägg	N	N;NOM;INDF;NEUT;SG
προσθήκη	tillsats	προσθήκη	tillsats	N	N;NOM;INDF;MASC+FEM;SG
προσθήκη	add	προσθήκη	add	N	N;NOM;INDF;MASC+FEM;SG
παιχνίδια	lekar	παιχνίδιο	leka	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
παιχνίδια	matcher	παιχνίδιο	matcher	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
παιχνίδια	leksaker	παιχνίδιο	leksak	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
κομμάτια	bitar	κομμάτι	bit	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ηλιακό	sol	ηλιακός	sol	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ηλιακό	solenergi	ηλιακός	solenergi	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
δίσκος	album	δίσκος	album	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
δίσκος	musikalbum	δίσκος	musikalbum	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
δίσκος	albumet	δίσκος	album	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
δίσκος	skiva	δίσκος	skiva	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
δίσκος	disk	δίσκος	disk	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
δίσκος	skiva	δίσκος	skiva	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
δίσκος	fack	δίσκος	fack	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
δίσκος	bricka	δίσκος	bricka	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
δίσκος	brickan	δίσκος	bricka	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
πρωταθλήτρια	förkämpe	πρωταθλήτρια	förkämpe	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρωταθλήτρια	champion	πρωταθλήτρια	champion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
πρωταθλήτρια	mästare	πρωταθλήτρια	mäst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
αντικείμενα	poster	αντικείμενο	post	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ζώνη	zone	ζώνη	zone	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ζώνη	zonen	ζώνη	zon	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ζώνη	zon	ζώνη	zon	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ζώνη	skärp	ζώνη	skärp	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ζώνη	bältet	ζώνη	bält	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ζώνη	bälte	ζώνη	bälte	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
σχέδια	konstruktioner	σχέδιο	konstruktion	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σχέδια	planer	σχέδιο	plan	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σχέδια	ritningar	σχέδιο	ritning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
σχέδια	teckningar	σχέδιο	teckning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
δίκτυο	network	δίκτυο	network	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
δίκτυο	nätverket	δίκτυο	nätverk	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
δίκτυο	järnvägsnät	δίκτυο	järnvägsnät	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
δίκτυο	nätverk	δίκτυο	nätverk	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
φως	light	φως	ligga	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
φως	ljus	φως	ljus	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
πραγματικό	verklig	πραγματικός	verklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
πραγματικό	äkta	πραγματικός	äkta	ADJ;NOM;NEUT;SG	ADJ;NOM
πραγματικό	verkligt	πραγματικός	verklig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
πραγματικό	riktig	πραγματικός	riktig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
παραπομπές	hänvisningar	παραπομπή	hänvisning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
παραπομπές	referenser	παραπομπή	referens	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
μικρές	små	μικρός	liten	ADJ;NOM;FEM;PL	ADJ;NOM;PL
πίνακας	bordet	πίνακα	bord	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
πίνακας	bord	πίνακα	bord	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
πίνακας	tabell	πίνακα	tabell	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πίνακας	tavla	πίνακα	tavla	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πίνακας	målning	πίνακα	målning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
παρόμοια	likartat	παρόμοιος	likartad	ADV	ADV
νότιο	sydlig	νότιος	sydlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
νότιο	södra	νότιος	södra	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;SG
νότιο	södra	νότιος	södra	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;SG
πολιτικές	policyer	πολιτική	policy	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ανήκε	tillhörde	ανήκω	tillhöra	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
νόμος	juridik	νόμος	juridik	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
νόμος	lagen	νόμος	lag	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
νόμος	lag	νόμος	lag	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
νόμος	law	νόμος	law	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πράγματα	saker	πράγμα	sak	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
πράγματα	saker	πράγμα	sak	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
πράγματα	grejer	πράγμα	grej	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
απλώς	bara	απλά	bara	ADV	ADV
έζησε	levde	φήνω	leva	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
έζησε	bodde	φήνω	böa	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
έζησε	bott	φήνω	bott	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.CVB;ACT
έζησε	levt	φήνω	leva	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.CVB;ACT
σκηνοθέτης	regissör	σκηνόθετος	regissöra	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σκηνοθέτης	direktören	σκηνόθετος	direktör	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
σκηνοθέτης	direktör	σκηνόθετος	direktör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σειρές	serier	σειρός	serie	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
σειρές	raderna	σειρός	rad	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
σειρές	rader	σειρός	rad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
φον	fawn	φον	faln	N	N;NOM;INDF;MASC+FEM;SG
χαρακτηρίζεται	karakteriseras	χαρακτηρίζω	karakterisera	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;PASS
χαρακτηρίζεται	kännetecknas	χαρακτηρίζω	känneteckna	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;NFIN;PASS
δολάρια	dollar	δολάριο	dolla	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
λίγες	få	λίγος	få	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;PL
τρόπος	sätt	τρόπος	sätt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
τρόπος	way	τρόπος	way	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
κεντρικό	mellersta	κεντρικός	mellersta	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;RL
φύση	natur	φύση	natur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
φύση	naturen	φύση	natur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
φύση	nature	φύση	nature	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
όργανα	instrumenten	όργανο	instrument	N;NOM;NEUT;PL	N;NOM;DEF;NEUT;PL
όργανα	institutioner	όργανο	institution	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
όργανα	institutionerna	όργανο	institution	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
τιμές	priserna	τιμή	pris	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
τιμές	priser	τιμή	pris	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
τιμές	värdena	τιμή	värde	N;NOM;FEM;PL	N;NOM;DEF;NEUT;PL
τιμές	värden	τιμή	värde	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
τιμές	värderingar	τιμή	värdering	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
βασίλισσα	queen	βασίλισσα	queen	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
βασίλισσα	drottningen	βασίλισσα	drottning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
βασίλισσα	drottning	βασίλισσα	drottning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
κόμματα	kommatecken	κόμμα	kommateck	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
κόμματα	fester	κόμμα	fest	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
κόμματα	parter	κόμμα	part	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
κόμματα	partier	κόμμα	parti	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
κόμματα	parterna	κόμμα	part	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
χαρακτήρες	figurer	χαρακτήρας	figur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
χαρακτήρες	karaktärer	χαρακτήρας	karaktär	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
πολιτικό	politisk	πολιτικός	politisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
πολιτικό	politiskt	πολιτικός	politisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
φιλοσοφία	filosofin	φιλοσοφία	filosofi	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
φιλοσοφία	filosofi	φιλοσοφία	filosofi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συμμετέχει	deltar	συμμετέχω	delta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
χημική	kemisk	χημικός	kemisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
χημική	kemiskt	χημικός	kemisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
βίντεο	filmklipp	βίντεο	filmklipp	N;NEUT;SG	N;NOM;INDF;NEUT;SG
βίντεο	videon	βίντεο	vid	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
