まで	inntil	まで	inntil	ADP	ADP
履歴	history	履歴	history	N	N;INDF;NEUT;SG
履歴	historie	履歴	historie	N	N;INDF;FEM;SG
方向	retninger	方向	retning	N	N;INDF;FEM;PL
方向	retning	方向	retning	N	N;INDF;FEM;SG
方向	retningen	方向	retning	N	N;DEF;MASC;SG
方向	orientering	方向	orientering	N	N;INDF;FEM;SG
方向	legning	方向	legning	N	N;INDF;FEM;SG
法律	jus	法律	jus	N	N;INDF;FEM;SG
法律	loven	法律	lov	N	N;DEF;MASC;SG
法律	lov	法律	lov	N	N;INDF;FEM;SG
法律	lovgivning	法律	lovgivning	N	N;INDF;FEM;SG
法律	lover	法律	lov	N	N;INDF;FEM;PL
提案	foreslår	提案	foreslå	V	V;IND;PRS;FIN
効果	virkning	効果	virkning	N	N;INDF;FEM;SG
効果	effekt	効果	effekt	N	N;INDF;MASC;SG
効果	effekter	効果	effekt	N	N;INDF;NEUT;SG
ミュージック	music	ミュージック	music	N	N;INDF;MASC;SG
ミュージック	musikk	ミュージック	musikk	N	N;INDF;MASC;SG
ヶ月	måneder	ヶ月	måned	N	N;INDF;MASC;PL
ヶ月	månedsvis	ヶ月	månedsvis	N	N;INDF;MASC;SG
毎日	hverdags	毎日	hverdags	N	N;INDF;MASC;SG
毎日	everyday	毎日	everyday	N	N;INDF;MASC;SG
職業	jobben	職業	jobb	N	N;DEF;MASC;SG
職業	job	職業	job	N	N;INDF;SG
職業	jobb	職業	jobb	N	N;INDF;MASC;SG
職業	yrker	職業	yrke	N	N;INDF;FEM;PL
職業	yrke	職業	yrke	N	N;INDF;NEUT;SG
職業	profesjon	職業	profesjon	N	N;INDF;MASC;SG
職業	yrker	職業	yrke	N	N;INDF;FEM;PL
製品	produkt	製品	produkt	N	N;INDF;NEUT;SG
製品	produktet	製品	produkt	N	N;DEF;NEUT;SG
製品	produkter	製品	produkt	N	N;INDF;FEM;PL
製品	produktene	製品	produkt	N	N;DEF;FEM;PL
速度	hastighet	速度	hastighet	N	N;INDF;MASC;SG
速度	fart	速度	fart	N	N;INDF;MASC;SG
速度	hastighet	速度	hastighet	N	N;INDF;MASC;SG
速度	hurtighet	速度	hurtighet	N	N;INDF;MASC;SG
速度	speed	速度	speed	N	N;INDF;MASC;SG
電子	elektron	電子	elektron	N	N;INDF;NEUT;SG
電子	elektroner	電子	elektrone	N	N;INDF;FEM;PL
徒歩	gange	徒歩	gange	N	N;INDF;MASC;SG
徒歩	spasertur	徒歩	spasertur	N	N;INDF;MASC;SG
徒歩	walk	徒歩	walk	N	N;INDF;MASC;SG
アイドル	tomgang	アイドル	tomgang	N	N;INDF;MASC;SG
アイドル	dank	アイドル	dank	N	N;INDF;SG
アイドル	idol	アイドル	idol	N	N;INDF;MASC;SG
更新	oppdatere	更新	oppdatere	V	V;NFIN
更新	oppdatere	更新	oppdatere	V	V;NFIN
仕事	jobben	仕事	jobb	N	N;DEF;MASC;SG
仕事	job	仕事	job	N	N;INDF;SG
仕事	jobb	仕事	jobb	N	N;INDF;MASC;SG
仕事	arbeid	仕事	arbeid	N	N;INDF;NEUT;SG
仕事	jobb	仕事	jobb	N	N;INDF;MASC;SG
仕事	jobber	仕事	jobbe	N	N;INDF;FEM;PL
連盟	confederation	連盟	confederation	N	N;INDF;MASC;SG
政策	policy	政策	policy	N	N;INDF;NEUT;SG
政策	retningslinjene	政策	retningslinje	N	N;DEF;FEM;PL
政策	retningslinjer	政策	retningslinje	N	N;INDF;FEM;PL
政治家	politikere	政治家	politikere	N	N;INDF;FEM;SG
政治家	politikerne	政治家	politikern	N	N;INDF;FEM;SG
政治家	politiker	政治家	politiker	N	N;INDF;MASC;SG
メディア	media	メディア	medium	N	N;DEF;NEUT;PL
メディア	medier	メディア	medium	N	N;INDF;MASC;SG
メディア	mediefiler	メディア	mediefile	N	N;INDF;MASC;PL
メディア	medium	メディア	medium	N	N;INDF;NEUT;SG
メディア	middels	メディア	middels	N	N;INDF;MASC;SG
図書館	biblioteker	図書館	biblioteker	N	N;INDF;NEUT;SG
図書館	bibliotek	図書館	bibliotek	N	N;INDF;NEUT;SG
図書館	biblioteket	図書館	bibliotek	N	N;DEF;NEUT;SG
艦隊	fleet	艦隊	fle	N	N;DEF;NEUT;SG
艦隊	flåten	艦隊	flåte	N	N;DEF;MASC;SG
艦隊	flåte	艦隊	flåte	N	N;INDF;MASC;SG
艦隊	flåter	艦隊	flåte	N	N;INDF;FEM;PL
強い	sterk	強い	sterk	ADJ	ADJ;INDF;SG
強い	sterke	強い	sterk	ADJ	ADJ;PL
強い	sterkt	強い	sterk	ADJ	ADJ;INDF;NEUT;SG
バージョン	versjonen	バージョン	versjon	N	N;DEF;MASC;SG
バージョン	versjon	バージョン	versjon	N	N;INDF;MASC;SG
バージョン	versjoner	バージョン	versjon	N	N;INDF;MASC;SG
ポイント	poeng	ポイント	poeng	N	N;INDF;NEUT;SG
ポイント	punkter	ポイント	punkter	N	N;INDF;FEM;PL
ポイント	poeng	ポイント	poeng	N	N;INDF;NEUT;SG
ポイント	punkt	ポイント	punkt	N	N;INDF;NEUT;SG
ポイント	point	ポイント	poin	N	N;INDF;MASC;SG
旅客	passasjer	旅客	passasjer	N	N;INDF;MASC;SG
方針	policy	方針	policy	N	N;INDF;NEUT;SG
方針	retningslinjene	方針	retningslinje	N	N;DEF;FEM;PL
方針	retningslinjer	方針	retningslinje	N	N;INDF;FEM;PL
方針	retningslinjene	方針	retningslinje	N	N;DEF;FEM;PL
方針	politikk	方針	politikk	N	N;INDF;MASC;SG
方針	retningslinjer	方針	retningslinje	N	N;INDF;FEM;PL
執筆	skriver	執筆	skrive	V	V;IND;PRS;FIN
タイム	tid	タイム	tid	N	N;INDF;FEM;SG
タイム	klokkeslett	タイム	klokkeslett	N	N;INDF;FEM;SG
タイム	gang	タイム	gang	N	N;INDF;MASC;SG
年	circa	年	circa	N	N
基準	standarder	基準	standard	N	N;INDF;FEM;PL
基準	standarden	基準	standard	N	N;DEF;MASC;SG
基準	standard	基準	standard	N	N;INDF;MASC;SG
基準	kriterier	基準	kriterium	N	N;INDF;NEUT;PL
化学	kjemisk	化学	kjemisk	N	N;INDF;MASC;SG
化学	kjemi	化学	kjeme	N	N;INDF;MASC;SG
接続	koble	接続	koble	V	V;IMP;FIN
勝ち	vinne	勝つ	vinne	V	V;NFIN
勝ち	vinn	勝つ	vinne	V	V;IND;PRS;FIN
メーカー	maker	メーカー	maker	N	N;INDF;FEM;SG
メーカー	produsent	メーカー	produsent	N	N;INDF;MASC;SG
障害	funksjonshemning	障害	funksjonshemning	N	N;INDF;FEM;SG
ホテル	hotell	ホテル	hotell	N	N;INDF;NEUT;SG
ホテル	hotel	ホテル	hotel	N	N;INDF;NEUT;SG
ホテル	hoteller	ホテル	hotelle	N	N;INDF;FEM;PL
仕様	spesifikasjoner	仕様	spesifikasjon	N	N;INDF;MASC;SG
仕様	spesifikasjon	仕様	spesifikasjon	N	N;INDF;MASC;SG
仕様	spesifikasjoner	仕様	spesifikasjon	N	N;INDF;MASC;SG
仕様	specs	仕様	specs	N	N
将軍	general	将軍	general	N	N;INDF;MASC;SG
ビデオ	videoen	ビデオ	video	N	N;DEF;MASC;SG
ビデオ	video	ビデオ	video	N	N;INDF;MASC;SG
商業	handel	商業	handel	N	N;INDF;MASC;SG
商業	reklamefilm	商業	reklamefilm	N	N;INDF;MASC;SG
殺人	drap	殺人	drap	N	N;INDF;NEUT;SG
殺人	mord	殺人	mord	N	N;INDF;NEUT;SG
スタイル	styles	スタイル	styles	N	N
スタイル	stiler	スタイル	stile	N	N;INDF;MASC;PL
スタイル	stil	スタイル	stil	N	N;INDF;MASC;SG
リング	ring	リング	ring	N	N;INDF;MASC;SG
リング	ringene	リング	ringe	N	N;DEF;MASC;PL
報告	rapportere	報告	rapportere	V	V;NFIN
報告	rapporterer	報告	rapportere	V	V;IND;PRS;FIN
報告	rapportere	報告	rapportere	V	V;NFIN
報告	rapporterer	報告	rapportere	V	V;IND;PRS;FIN
報告	rapporterer	報告	rapportere	V	V;IND;PRS;FIN
マーク	marker	マーク	marker	N	N;INDF;MASC;SG
マーク	mark	マーク	mark	N	N;INDF;NEUT;SG
宣言	erklære	宣言	erklære	V	V;NFIN
宣言	erklærer	宣言	erklære	V	V;IND;PRS;FIN
キング	konge	キング	konge	N	N;INDF;MASC;SG
キング	dobbelseng	キング	dobbelseng	N	N;INDF;NEUT;SG
ハイ	high	ハイ	high	N	N
ハイ	rus	ハイ	rus	N	N;INDF;MASC;SG
ハイ	høy	ハイ	høy	N	N;INDF;MASC;SG
ハイ	høyt	ハイ	høyt	N	N;INDF;NEUT;SG
ベル	belle	ベル	belle	N	N;INDF;FEM;SG
ベル	bjelle	ベル	bjelle	N	N;INDF;MASC;SG
ベル	bell	ベル	bell	N	N;INDF;MASC;SG
提出	send	提出	sende	V	V;IMP;FIN
フォン	fong	フォン	fong	N	N;INDF;MASC;SG
フォン	fon	フォン	fon	N	N;INDF;MASC;SG
支持	støtter	支持	støtte	V	V;IND;PRS;FIN
地震	jordskjelv	地震	jordskjelv	N	N;INDF;NEUT;SG
地震	jordskjelv	地震	jordskjelv	N	N;INDF;NEUT;SG
博物館	museer	博物館	museum	N	N;INDF;FEM;PL
博物館	museum	博物館	museum	N	N;INDF;NEUT;SG
週間	uken	週間	uken	N	N;INDF;MASC;SG
週間	uke	週間	uke	N	N;INDF;MASC;SG
週間	uka	週間	uka	N	N;INDF;MASC;SG
週間	ukedager	週間	ukedag	N	N;INDF;MASC;SG
週間	ukene	週間	ukene	N	N;DEF;FEM;PL
週間	weeks	週間	weeks	N	N
週間	ukevis	週間	ukevis	N	N;INDF;MASC;SG
週間	uker	週間	uker	N	N;INDF;SG
機構	mekanisme	機構	mekanisme	N	N;INDF;MASC;SG
定義	definerer	定義	definere	V	V;IND;PRS;FIN
定義	definere	定義	definere	V	V;NFIN
定義	definere	定義	definere	V	V;NFIN
天皇	keiser	天皇	keise	N	N;INDF;MASC;SG
学部	fatning	学部	fatning	N	N;INDF;FEM;SG
学部	fakultet	学部	fakultet	N	N;INDF;NEUT;SG
投手	mugge	投手	mugge	N	N;INDF;FEM;SG
緯度	breddegrad	緯度	breddegrad	N	N;INDF;MASC;SG
性格	karakter	性格	karakter	N	N;INDF;MASC;SG
性格	rollefigur	性格	rollefigur	N	N;INDF;MASC;SG
性格	personlighet	性格	personlighet	N	N;INDF;FEM;SG
ユニット	enheter	ユニット	enhet	N	N;INDF;FEM;PL
ユニット	unit	ユニット	uni	N	N;INDF;MASC;SG
ユニット	enhet	ユニット	enhet	N	N;INDF;NEUT;SG
ユニット	automat	ユニット	automat	N	N;INDF;MASC;SG
ピアノ	piano	ピアノ	piano	N	N;INDF;MASC;SG
良い	flinke	良い	flink	ADJ	ADJ;PL
良い	flink	良い	flink	ADJ	ADJ;INDF;SG
良い	godt	良い	god	ADJ	ADJ;INDF;NEUT;SG
良い	dyktig	良い	dyktig	ADJ	ADJ;INDF;SG
良い	god	良い	god	ADJ	ADJ;INDF;SG
良い	bra	良い	bra	ADJ	ADJ;INDF;NEUT;SG
即時	øyeblikkelig	即時	øyeblikkelig	N	N;INDF;MASC;SG
レベル	nivåer	レベル	nivåe	N	N;INDF;FEM;PL
レベル	niva	レベル	niv	N	N;INDF;NEUT;SG
レベル	nivå	レベル	nivå	N	N;INDF;NEUT;SG
レベル	nivået	レベル	nivå	N	N;DEF;NEUT;SG
レベル	level	レベル	level	N	N;INDF;MASC;SG
政権	regime	政権	regime	N	N;INDF;NEUT;SG
見る	skjønner	見る	skjønne	V	V;IND;PRS;FIN
見る	sjå	見る	sjå	V	V;IMP;FIN
空間	rom	空間	rom	N	N;INDF;NEUT;SG
空間	space	空間	space	N	N
空間	verdensrommet	空間	verdensrom	N	N;DEF;NEUT;SG
空間	plass	空間	plass	N	N;INDF;MASC;SG
同	identiske	同	identisk	ADJ	ADJ;PL
同	identisk	同	identisk	ADJ	ADJ;INDF;NEUT;SG
ライト	lys	ライト	lys	N	N;INDF;NEUT;SG
ライト	wright	ライト	wright	N	N;INDF;NEUT;SG
ライト	lampene	ライト	lamp	N	N;DEF;FEM;PL
ライト	lights	ライト	lights	N	N;INDF;NEUT;SG
ヒット	slo	ヒット	slå	V	V;IND;PST;FIN
ブルー	blue	ブルー	blu	N	N;INDF;MASC;SG
流れ	flyt	流れる	flyte	V	V;IMP;PRS;FIN
ガス	bensin	ガス	bensin	N	N;INDF;MASC;SG
ガス	gass	ガス	gass	N	N;INDF;MASC;SG
作業	arbeid	作業	arbeid	N	N;INDF;NEUT;SG
作業	jobb	作業	jobb	N	N;INDF;MASC;SG
作業	jobber	作業	jobbe	N	N;INDF;FEM;PL
作業	jobber	作業	jobbe	N	N;INDF;FEM;PL
貨物	frakt	貨物	frakt	N	N;INDF;MASC;SG
貨物	last	貨物	last	N	N;INDF;MASC;SG
貨物	varer	貨物	vare	N	N;INDF;FEM;PL
貨物	frakt	貨物	frakt	N	N;INDF;MASC;SG
市場	markedet	市場	marked	N	N;DEF;NEUT;SG
市場	market	市場	mark	N	N;INDF;NEUT;SG
市場	marked	市場	marked	N	N;INDF;MASC;SG
経度	lengdegrad	経度	lengdegrad	N	N;INDF;MASC;SG
通算	levetid	通算	levetid	N	N;INDF;FEM;SG
通算	livstid	通算	livstid	N	N;INDF;FEM;SG
サイズ	størrelser	サイズ	størrelser	N	N;INDF;NEUT;SG
サイズ	dimensjoner	サイズ	dimensjon	N	N;INDF;MASC;SG
サイズ	dimensjonene	サイズ	dimensjon	N	N;DEF;FEM;PL
サイズ	størrelse	サイズ	størrelse	N	N;INDF;MASC;SG
サイズ	størrelsen	サイズ	størrelse	N	N;DEF;MASC;SG
コード	kode	コード	kode	N	N;INDF;MASC;SG
コード	koden	コード	kode	N	N;DEF;MASC;SG
安全	trygt	安全	trygg	ADJ	ADJ;INDF;NEUT;SG
安全	trygge	安全	trygg	ADJ	ADJ;PL
安全	trygg	安全	trygg	ADJ	ADJ;INDF;SG
番目	sekund	番目	sekund	N	N;INDF;NEUT;SG
番目	second	番目	second	N	N
番目	third	番目	third	N	N
被害	skade	被害	skade	N	N;INDF;MASC;SG
商品	varer	商品	vare	N	N;INDF;FEM;PL
商品	produkter	商品	produkt	N	N;INDF;FEM;PL
商品	produktene	商品	produkt	N	N;DEF;FEM;PL
商品	vare	商品	vare	N	N
商品	handelsvare	商品	handelsvare	N	N;INDF;MASC;SG
商品	varer	商品	vare	N	N;INDF;FEM;PL
商品	varene	商品	vare	N	N;DEF;FEM;PL
詳細	detaljer	詳細	detaljer	N	N;INDF;NEUT;SG
詳細	opplysninger	詳細	opplysninger	N	N;INDF;FEM;PL
詳細	details	詳細	details	N	N
備考	bemerkninger	備考	bemerkning	N	N;INDF;FEM;PL
備考	merknader	備考	merknad	N	N;INDF;MASC;PL
備考	notat	備考	notat	N	N;INDF;NEUT;SG
備考	notater	備考	notat	N	N;INDF;MASC;SG
単位	enheter	単位	enhet	N	N;INDF;FEM;PL
単位	unit	単位	uni	N	N;INDF;MASC;SG
単位	enhet	単位	enhet	N	N;INDF;NEUT;SG
単位	automat	単位	automat	N	N;INDF;MASC;SG
機械	maskin	機械	maskin	N	N;INDF;FEM;SG
機械	maskineri	機械	maskineri	N	N;INDF;FEM;SG
機械	automater	機械	automater	N	N;INDF;MASC;SG
機械	maskiner	機械	maskin	N	N;INDF;FEM;PL
マイ	mai	マイ	mai	N	N;INDF;MASC;SG
地元	local	地元	local	N	N
地元	lokalbefolkningen	地元	lokalbefolkning	N	N;DEF;MASC;SG
出版社	utgiver	出版社	utgive	N	N;INDF;FEM;SG
出版社	forlegger	出版社	forlegg	N	N;INDF;MASC;SG
これら	desse	これら	desse	PRO	PRO;PL;3
革命	revolusjon	革命	revolusjon	N	N;INDF;MASC;SG
増加	øke	増加	øken	V	V;IMP;FIN
軌道	bane	軌道	bane	N	N;INDF;FEM;SG
軌道	kretsløp	軌道	kretsløp	N	N;INDF;NEUT;SG
農業	landbruks	農業	landbruks	N	N;INDF;MASC;SG
農業	landbruk	農業	landbruk	N	N;INDF;MASC;SG
農業	landbruk	農業	landbruk	N	N;INDF;MASC;SG
農業	jordbruk	農業	jordbruk	N	N;INDF;MASC;SG
条約	traktater	条約	traktat	N	N;INDF;NEUT;SG
条約	traktaten	条約	traktat	N	N;DEF;MASC;SG
条約	traktat	条約	trakt	N	N;INDF;MASC;SG
土曜	lørdager	土曜	lørdag	N	N;INDF;MASC;SG
理論	teori	理論	teori	N	N;INDF;MASC;SG
理論	teorier	理論	teori	N	N;INDF;FEM;PL
成長	gror	成長	gror	V	V;IND;PRS;FIN
海外	utlandet	海外	utland	N	N;DEF;NEUT;SG
海外	utenlands	海外	utenlands	N	N;INDF;MASC;SG
海外	utlandet	海外	utland	N	N;DEF;NEUT;SG
海外	utenlands	海外	utenlands	N	N;INDF;MASC;SG
海外	utland	海外	utland	N	N;INDF;NEUT;SG
生物	organisme	生物	organisme	N	N;INDF;MASC;SG
感じ	kjennes	感じ	kjennas	N	N;INDF;MASC;SG
感じ	føles	感じ	føle	N	N;INDF;NEUT;SG
理解	forstå	理解	forstå	V	V;NFIN
戦士	kriger	戦士	kriger	N	N;INDF;FEM;PL
戦士	warriors	戦士	warriors	N	N;INDF;MASC;SG
戦士	krigerne	戦士	krigerne	N	N;INDF;MASC;SG
ジャンル	sjanger	ジャンル	sjanger	N	N;INDF;MASC;SG
ジャンル	sjangrer	ジャンル	sjangre	N	N;INDF;FEM;PL
実験	eksperiment	実験	eksperiment	N	N;INDF;NEUT;SG
実験	eksperimenter	実験	eksperimenter	N	N;INDF;FEM;PL
実験	eksperiment	実験	eksperiment	N	N;INDF;NEUT;SG
師団	divisjon	師団	divisjon	N	N;INDF;MASC;SG
主催	vert	主催	verte	V	V;IND;PRS;FIN
主催	vert	主催	verte	V	V;IND;PRS;FIN
統一	unity	統一	unity	N	N;INDF;SG
統一	enhet	統一	enhet	N	N;INDF;NEUT;SG
統一	samhold	統一	samhold	N	N;INDF;NEUT;SG
ブランド	merkevarer	ブランド	merkevare	N	N;INDF;FEM;PL
ブランド	merker	ブランド	merke	N	N;INDF;FEM;PL
ブランド	varemerker	ブランド	varemerke	N	N;INDF;FEM;PL
ブランド	merke	ブランド	merke	N	N;INDF;NEUT;SG
ブランド	brand	ブランド	brand	N	N;INDF;NEUT;SG
ブランド	merkevare	ブランド	merkevare	N	N;INDF;MASC;SG
首都	kapital	首都	kapital	N	N;INDF;MASC;SG
首都	capital	首都	capital	N	N;INDF;NEUT;SG
首都	hovedstad	首都	hovedstad	N	N;INDF;MASC;SG
破壊	ødelegge	破壊	ødelegge	V	V;IMP;FIN
スタジアム	stadion	スタジアム	stadion	N	N;INDF;NEUT;SG
スタジアム	stadium	スタジアム	stadium	N	N;INDF;NEUT;SG
土地	lander	土地	land	N	N;INDF;MASC;SG
土地	land	土地	land	N	N;INDF;NEUT;SG
捜査	utredning	捜査	utredning	N	N;INDF;FEM;SG
捜査	etterforskning	捜査	etterforskning	N	N;INDF;FEM;SG
兄弟	broder	兄弟	broder	N	N;INDF;MASC;SG
兄弟	broren	兄弟	bror	N	N;DEF;MASC;SG
兄弟	brother	兄弟	brother	N	N;INDF;MASC;SG
兄弟	bror	兄弟	bror	N	N;INDF;MASC;SG
兄弟	brødrene	兄弟	brødre	N	N;DEF;FEM;PL
兄弟	brødre	兄弟	bror	N	N;INDF;NEUT;SG
兄弟	brothers	兄弟	brothers	N	N;INDF;MASC;SG
戦隊	skvadron	戦隊	skvadron	N	N;INDF;MASC;SG
戦隊	skvadronen	戦隊	skvadron	N	N;DEF;MASC;SG
メジャー	majoren	メジャー	major	N	N;DEF;MASC;SG
メジャー	major	メジャー	major	N	N;INDF;MASC;SG
メジャー	dur	メジャー	dur	N	N;INDF;MASC;SG
メジャー	avdelingsleder	メジャー	avdelingslede	N	N;INDF;FEM;PL
イメージ	bilder	イメージ	bilder	N	N;INDF;FEM;PL
イメージ	bildet	イメージ	bilde	N	N;DEF;NEUT;SG
イメージ	bilde	イメージ	bilde	N	N;INDF;NEUT;SG
軍事	militæret	軍事	militær	N	N;DEF;NEUT;SG
カラー	farge	カラー	farge	N	N;INDF;MASC;SG
カラー	farger	カラー	farger	N	N;INDF;MASC;PL
カラー	farge	カラー	farge	N	N;INDF;MASC;SG
カラー	farger	カラー	farger	N	N;INDF;MASC;PL
チャンネル	kanaler	チャンネル	kanal	N	N;INDF;NEUT;SG
チャンネル	kanalene	チャンネル	kanale	N	N;DEF;FEM;PL
チャンネル	kanal	チャンネル	kanal	N	N;INDF;MASC;SG
チャンネル	channel	チャンネル	channel	N	N;INDF;MASC;SG
チャンネル	kanalen	チャンネル	kanal	N	N;DEF;MASC;SG
ドラフト	utkast	ドラフト	utkast	N	N;INDF;NEUT;SG
ドラフト	utkastet	ドラフト	utkast	N	N;DEF;NEUT;SG
ドラフト	draft	ドラフト	draft	N	N;INDF;FEM;SG
西部	west	西部	west	N	N;INDF;MASC;SG
西部	vesten	西部	vest	N	N;DEF;MASC;SG
セット	angitt	セット	angitt	N	N;INDF;MASC;SG
セット	setter	セット	setter	N	N;INDF;NEUT;SG
動物	animals	動物	animals	N	N;INDF;MASC;SG
動物	dyr	動物	dyr	N	N;INDF;NEUT;SG
動物	animal	動物	animal	N	N;INDF;MASC;SG
動物	dyr	動物	dyr	N	N;INDF;NEUT;SG
動物	dyret	動物	dyr	N	N;DEF;NEUT;SG
住民	beboer	住民	beboer	N	N;INDF;MASC;SG
住民	beboere	住民	beboere	N	N;INDF;MASC;SG
資本	kapital	資本	kapital	N	N;INDF;MASC;SG
資本	capital	資本	capital	N	N;INDF;NEUT;SG
資本	hovedstad	資本	hovedstad	N	N;INDF;MASC;SG
テンプレート	maler	テンプレート	male	N	N;INDF;NEUT;SG
テンプレート	mal	テンプレート	mal	N	N;INDF;MASC;SG
あなた	du	あなた	du	PRO	PRO;HUM;NOM;SG;2
あなた	deg	あなた	du	PRO	PRO;HUM;ACC;SG;2
選択	velge	選択	velge	V	V;IMP;FIN
選択	velger	選択	velge	V	V;IND;PRS;FIN
選択	velge	選択	velge	V	V;IMP;FIN
選択	velger	選択	velge	V	V;IND;PRS;FIN
選択	velge	選択	velge	V	V;IMP;FIN
選択	velger	選択	velge	V	V;IND;PRS;FIN
標準	standard	標準	standard	N	N;INDF;MASC;SG
購入	kjøpe	購入	kjøpe	V	V;IMP;NFIN
購入	kjøper	購入	kjøpe	V	V;IND;PRS;FIN
購入	kjøpe	購入	kjøpe	V	V;IMP;NFIN
ライ	rye	ライ	ry	N	N;INDF;MASC;SG
ライ	rai	ライ	rai	N	N;INDF;MASC;SG
終点	terminus	終点	terminus	N	N;INDF;MASC;SG
タレント	entertainer	タレント	entertain	N	N;INDF;FEM;PL
タレント	talenter	タレント	talenter	N	N;INDF;FEM;SG
タレント	talent	タレント	talent	N	N;INDF;NEUT;SG
リア	lear	リア	le	N	N;INDF;MASC;SG
リア	lia	リア	li	N	N;DEF;FEM;SG
階級	rekkene	階級	rekke	N	N;DEF;FEM;PL
階級	grader	階級	grad	N	N;INDF;FEM;PL
階級	gradene	階級	grad	N	N;DEF;FEM;PL
階級	klasse	階級	klasse	N	N;INDF;FEM;SG
階級	klassen	階級	klasse	N	N;DEF;MASC;SG
レッド	rødt	レッド	rødt	N	N;INDF;MASC;SG
レッド	rød	レッド	rød	N	N;INDF;NEUT;SG
レッド	red	レッド	red	N	N
市長	ordfører	市長	ordføre	N	N;INDF;MASC;SG
市長	borgermester	市長	borgermeste	N	N;INDF;FEM;PL
コーチ	trenere	コーチ	trenere	N	N;INDF;MASC;SG
コーチ	trenerne	コーチ	trenern	N	N;INDF;MASC;SG
コーチ	trener	コーチ	trene	N	N;INDF;MASC;PL
コーチ	coach	コーチ	coach	N	N
建物	bygningen	建物	bygning	N	N;DEF;MASC;SG
建物	building	建物	building	N	N;INDF;FEM;SG
建物	bygge	建物	bygge	N	N;INDF;NEUT;SG
建物	bygning	建物	bygning	N	N;INDF;MASC;SG
建物	bygninger	建物	bygninger	N	N;INDF;MASC;PL
ジュニア	junior	ジュニア	junior	N	N;INDF;MASC;SG
候補	kandidaten	候補	kandidat	N	N;DEF;MASC;SG
候補	kandidat	候補	kandidat	N	N;INDF;MASC;SG
朝鮮	korea	朝鮮	kore	N	N;INDF;MASC;SG
自動	auto	自動	auto	N	N;INDF;MASC;SG
自動	automatgir	自動	automatgir	N	N;INDF;MASC;SG
モード	modus	モード	modus	N	N;INDF;NEUT;SG
モード	mode	モード	mode	N	N;INDF;MASC;SG
劇団	truppen	劇団	trupp	N	N;DEF;MASC;SG
皇帝	keiser	皇帝	keise	N	N;INDF;MASC;SG
皇帝	keisere	皇帝	keisere	N	N;INDF;FEM;SG
挑戦	utfordre	挑戦	utfordre	V	V;IMP;FIN
集団	gruppe	集団	gruppe	N	N;INDF;FEM;SG
集団	gruppen	集団	grupp	N	N;DEF;MASC;SG
魔法	magi	魔法	magi	N	N;INDF;MASC;SG
魔法	magic	魔法	magic	N	N
魔法	trylling	魔法	trylling	N	N;INDF;FEM;SG
魔法	trolldom	魔法	trolldom	N	N;INDF;MASC;SG
継続	fortsetter	継続	fortsetter	V	V;IND;PRS;FIN
地下鉄	underground	地下鉄	underground	N	N;INDF;MASC;SG
地下鉄	undergrunnen	地下鉄	undergrunn	N	N;DEF;MASC;SG
地下鉄	metro	地下鉄	metro	N	N;INDF;MASC;SG
ブログ	blogg	ブログ	blogg	N	N;INDF;MASC;SG
ブログ	blogger	ブログ	blogge	N	N;INDF;FEM;PL
部屋	rommet	部屋	rom	N	N;DEF;NEUT;SG
部屋	værelse	部屋	værelse	N	N;INDF;MASC;SG
部屋	rom	部屋	rom	N	N;INDF;NEUT;SG
部屋	room	部屋	room	N	N
部屋	rom	部屋	rom	N	N;INDF;NEUT;SG
既に	allerede	既に	allerede	ADV	ADV
既に	allereie	既に	allereie	ADV	ADV
トラック	track	トラック	track	N	N;INDF;MASC;SG
トラック	spor	トラック	spor	N	N;INDF;NEUT;PL
トラック	spore	トラック	spore	N	N;INDF;MASC;SG
トラック	spor	トラック	spor	N	N;INDF;NEUT;PL
トラック	spora	トラック	spor	N	N;DEF;NEUT;PL
トラック	lastebil	トラック	lastebil	N	N;INDF;MASC;SG
トラック	lastebiler	トラック	lastebiler	N	N;INDF;FEM;PL
美術館	museer	美術館	museum	N	N;INDF;FEM;PL
美術館	museum	美術館	museum	N	N;INDF;NEUT;SG
合計	sum	合計	sum	N	N;INDF;MASC;SG
合計	summen	合計	sum	N	N;DEF;MASC;SG
合計	regnestykker	合計	regnestykke	N	N;INDF;NEUT;SG
古代	antikkens	古代	antikk	N	N;GEN;DEF;MASC;SG
古代	eldgammel	古代	eldgammel	N	N;INDF;MASC;SG
古代	oldtidens	古代	oldtid	N	N;GEN;DEF;MASC;SG
エンディング	avslutning	エンディング	avslutning	N	N;INDF;FEM;SG
エンディング	konklusjon	エンディング	konklusjon	N	N;INDF;MASC;SG
エンディング	konklusjonen	エンディング	konklusjon	N	N;DEF;MASC;SG
ユーザー	brukeren	ユーザー	bruker	N	N;DEF;MASC;SG
ユーザー	brukerne	ユーザー	brukerne	N	N;INDF;FEM;SG
父親	fedrene	父親	far	N	N;DEF;FEM;PL
父親	far	父親	far	N	N;INDF;MASC;SG
父親	fader	父親	fad	N	N;INDF;FEM;SG
父親	father	父親	father	N	N;INDF;MASC;SG
父親	pater	父親	pater	N	N;INDF;MASC;SG
バック	buck	バック	buck	N	N
バック	bukken	バック	bukke	N	N;DEF;MASC;SG
原因	sak	原因	sak	N	N;INDF;FEM;SG
原因	årsak	原因	årsak	N	N;INDF;FEM;SG
