bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
similares	asemanator	similar	asemanator	ADJ	ADJ;INDF;MASC;SG
similares	similar	similar	similar	ADJ	ADJ;INDF;MASC;SG
similares	asemanator	similar	asemanator	ADJ	ADJ;INDF;MASC;SG
similares	asemanatoare	similar	asemanator	ADJ	ADJ;INDF;FEM
similares	similara	similar	similar	ADJ	ADJ;DEF;FEM;SG
similares	similare	similar	similar	ADJ	ADJ;INDF;FEM;PL
desafío	provocare	desafío	provocare	N	N;INDF;FEM;SG
desafío	provocarea	desafío	provocare	N	N;DEF;FEM;SG
desafío	sfidare	desafío	sfidare	N	N;INDF;FEM;SG
desafío	sfidarea	desafío	sfidare	N	N;DEF;FEM;SG
desafío	defiance	desafío	defianc	N	N;INDF;MASC;SG
capturar	captureaza	capturar	capturează	V	V;IND;SG;3;IPFV;FIN
profundidade	adancimea	profundidade	adancime	N	N;DEF;FEM;SG
profundidade	profunzime	profundidade	profunzime	N	N;INDF;FEM;SG
capas	straturi	capa	strat	N	N;INDF;FEM;PL
capas	aur	capa	aur	N	N;INDF;MASC;SG
capas	aurul	capa	aur	N	N;DEF;MASC;SG
utiliza	utilizeaza	utilizar	utilizează	V	V;IND;SG;3;IPFV;FIN
utiliza	foloseste	utilizar	folosest	V	V;IND;SG;3;PRS;FIN
virán	vino	virán	vino	V	V;IND;SG;2;PRS;FIN
operar	opereaza	operar	operează	V	V;IND;SG;3;IPFV;FIN
adolescente	adolescent	adolescente	adolescent	N	N;INDF;MASC;SG
nalgures	undeva	nalgures	undeva	ADV	ADV
maquinaria	utilaje	maquinaria	utilaj	N	N;INDF;FEM;PL
maquinaria	masina	maquinaria	masină	N	N;DEF;FEM;SG
renda	chiria	renda	chirie	N	N;DEF;FEM;SG
renda	chirie	renda	chirie	N	N;INDF;FEM;SG
renda	venitul	renda	venit	N	N;DEF;MASC;SG
renda	venituri	renda	venit	N	N;INDF;FEM;PL
renda	veniturile	renda	venit	N	N;DEF;FEM;PL
sexamos	lasa	sexar	lăsa	V	V;IND;SG;3;IPFV;FIN
admitir	admite	admitir	admite	V	V;IND;SG;3;PRS;FIN
admitir	vrei	admitir	vrea	V	V;IND;SG;2;PRS;FIN
admitir	vreau	admitir	vrea	V	V;IND;SG;1;PRS;FIN
inxección	injectarea	inxección	injectare	N	N;DEF;FEM;SG
inxección	injectie	inxección	injectie	N	N;INDF;FEM;SG
inxección	injectare	inxección	injectare	N	N;INDF;FEM;SG
instrumento	instrument	instrumento	instrument	N	N;INDF;MASC;SG
instrumento	instrumentul	instrumento	instrument	N	N;DEF;MASC;SG
diaños	iadul	diaño	iad	N	N;DEF;MASC;SG
micrófono	microfonul	micrófono	microfonul	N	N;DEF;MASC;SG
micrófono	microfon	micrófono	microfon	N	N;INDF;MASC;SG
cheguen	obtine	chegar	obtin	V	V;IND;SG;3;PRS;FIN
cheguen	vino	chegar	vino	V	V;IND;SG;2;PRS;FIN
placas	placi	placa	plac	N	N;INDF;FEM;PL
placas	farfurii	placa	farfurie	N	N;INDF;FEM;PL
placas	placi	placa	plac	N	N;INDF;FEM;PL
habitacións	camerele	habitación	cameră	N	N;DEF;FEM;PL
habitacións	camere	habitación	cameră	N	N;INDF;FEM;PL
actuais	actual	actual	actual	ADJ	ADJ;INDF;MASC;SG
actuais	actuala	actual	actual	ADJ	ADJ;DEF;FEM;SG
contrasinal	parola	contrasinal	parola	N	N;DEF;FEM;SG
contrasinal	parola	contrasinal	parola	N	N;DEF;FEM;SG
dispositivos	aparate	dispositivo	apara	N	N;INDF;FEM;PL
dispositivos	dispozitive	dispositivo	dispozitiv	N	N;INDF;FEM;PL
entrevistas	interviurile	entrevista	interviu	N	N;DEF;FEM;PL
entrevistas	interviuri	entrevista	interviu	N	N;INDF;FEM;PL
lendo	citesc	lendo	citi	V	V;IND;PL;3;PRS;FIN
lendo	citind	lendo	citi	V	V;V.MSDR
queixa	plangerea	queixa	plangere	N	N;DEF;FEM;SG
queixa	plangere	queixa	plangere	N	N;INDF;FEM;SG
verdades	adevaruri	verdade	adevar	N	N;INDF;FEM;PL
manifestación	demonstratie	manifestación	demonstratie	N	N;INDF;FEM;SG
ética	etica	ética	etică	N	N;DEF;FEM;SG
ética	etica	ética	etică	N	N;DEF;FEM;SG
opresión	opresiune	opresión	opresiune	N	N;INDF;FEM;SG
argumento	argumentul	argumento	argument	N	N;DEF;MASC;SG
argumento	argument	argumento	argument	N	N;INDF;MASC;SG
asilo	casa	asilo	casă	N	N;DEF;FEM;SG
autor	autor	autor	autor	N	N;INDF;MASC;SG
autor	autorul	autor	autor	N	N;DEF;MASC;SG
amabilidade	bunatatea	amabilidade	bunatate	N	N;DEF;FEM;SG
propiedades	proprietate	propiedade	proprietate	N	N;INDF;FEM;SG
propiedades	proprietatea	propiedade	proprietate	N	N;DEF;FEM;SG
propiedades	proprietati	propiedade	proprietati	N	N;INDF;FEM;PL
propiedades	proprietati	propiedade	proprietati	N	N;INDF;FEM;PL
use	utilizeaza	use	utilizează	V	V;IND;SG;3;IPFV;FIN
use	foloseste	use	folosest	V	V;IND;SG;3;PRS;FIN
aparecer	arata	aparecer	arata	V	V;IND;SG;3;IPFV;FIN
aparecer	arata	aparecer	arata	V	V;IND;SG;3;IPFV;FIN
aparecer	afiseaza	aparecer	afisea	V	V;IND;SG;3;IPFV;FIN
buracos	gauri	buraco	gaură	N	N;INDF;FEM;PL
buracos	gropi	buraco	grop	N	N;INDF;FEM;PL
buracos	gauri	buraco	gaură	N	N;INDF;FEM;PL
ensaio	proces	ensaio	proces	N	N;INDF;MASC;SG
ensaio	procesul	ensaio	proces	N	N;DEF;MASC;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	market	mercado	market	N	N;INDF;MASC;SG
mercados	pietele	mercado	piată	N	N;DEF;FEM;PL
mercados	piete	mercado	piată	N	N;INDF;FEM;PL
dentista	dentist	dentista	dentist	N	N;INDF;MASC;SG
dentista	stomatolog	dentista	stomatolog	N	N;INDF;MASC;SG
comín	mancat	comín	mancat	V	V;MASC;SG;V.PTCP
comín	mancat	comín	mancat	V	V;MASC;SG;V.PTCP
xerais	generale	xeral	general	ADJ	ADJ;INDF;FEM;PL
xerais	general	xeral	general	ADJ	ADJ;INDF;MASC;SG
golpes	lovituri	golpe	lovitură	N	N;INDF;FEM;PL
meniño	iubire	meniño	iubire	N	N;INDF;FEM;SG
meniño	copil	meniño	copil	N	N;INDF;MASC;SG
meniño	iubito	meniño	iubito	N	N;INDF;MASC;SG
meniño	baiat	meniño	baiat	N	N;INDF;MASC;SG
meniño	baiat	meniño	baiat	N	N;INDF;MASC;SG
debiamos	avea	debiar	avea	V	V;IND;SG;3;IPFV;FIN
debiamos	avut	debiar	avea	V	V;MASC;SG;V.PTCP
nazis	nazisti	nazis	nazist	N	N;INDF;MASC;PL
nazis	nazist	nazis	nazist	N	N;INDF;MASC;SG
nazis	nazista	nazis	nazist	N	N;DEF;FEM;SG
cazadores	vanatori	cazador	vanator	N	N;INDF;MASC;PL
cazadores	vanatori	cazador	vanator	N	N;INDF;MASC;PL
cazadores	vanatorii	cazador	vanator	N	N;DEF;MASC;PL
cazadores	vanatoarea	cazador	vanatoare	N	N;DEF;FEM;SG
musulmáns	musulmanii	musulmáns	musulman	N	N;DEF;MASC;PL
musulmáns	musulmanilor	musulmáns	musulman	N	N;DEF;MASC;PL
barrios	cartierele	barrio	cartier	N	N;DEF;FEM;PL
barrios	cartiere	barrio	cartier	N	N;INDF;FEM;PL
barrios	arii	barrio	arie	N	N;INDF;FEM;PL
barrios	domenii	barrio	domeniu	N	N;INDF;FEM;PL
barrios	zonele	barrio	zonă	N	N;DEF;FEM;PL
barrios	zone	barrio	zonă	N	N;INDF;FEM;PL
entendía	intelege	entender	intelege	V	V;IND;SG;3;PRS;FIN
entendía	intelege	entender	intelege	V	V;IND;SG;3;PRS;FIN
bater	loveste	bater	lovest	V	V;IND;SG;3;PRS;FIN
manteñen	pastreaza	manter	pastreză	V	V;IND;SG;3;IPFV;FIN
existiu	existat	existir	exista	V	V;MASC;SG;V.PTCP
elemento	elementul	elemento	element	N	N;DEF;MASC;SG
elemento	element	elemento	element	N	N;INDF;MASC;SG
mecánico	mecanica	mecánico	mecanică	N	N;DEF;FEM;SG
desaparición	disparitia	desaparición	disparitie	N	N;DEF;FEM;SG
desaparición	disparitia	desaparición	disparitie	N	N;DEF;FEM;SG
desaparición	disparitie	desaparición	disparitie	N	N;INDF;FEM;SG
piden	cere	pedir	cere	V	V;IND;SG;3;PRS;FIN
esquezo	uita	esquezo	uita	V	V;IND;SG;3;IPFV;FIN
esquezo	uita	esquezo	uita	V	V;IND;SG;3;IPFV;FIN
espacial	hubble	espacial	hubblă	N	N;INDF;FEM;SG
espacial	spatiul	espacial	spatiu	N	N;DEF;MASC;SG
espacial	spatiu	espacial	spatiu	N	N;INDF;MASC;SG
espacial	spatiul	espacial	spatiu	N	N;DEF;MASC;SG
espacial	spatiu	espacial	spatiu	N	N;INDF;MASC;SG
espacial	spatiu	espacial	spatiu	N	N;INDF;MASC;SG
estacións	anotimpurile	estación	anotimp	N	N;DEF;FEM;PL
estacións	sezoane	estación	sezon	N	N;INDF;FEM;PL
estacións	anotimpuri	estación	anotimp	N	N;INDF;FEM;PL
estacións	statii	estación	stat	N	N;INDF;FEM;PL
estacións	statii	estación	stat	N	N;INDF;FEM;PL
barra	barul	barra	bar	N	N;DEF;MASC;SG
barra	bar	barra	bar	N	N;INDF;MASC;SG
barra	kilogram	barra	kilogram	N	N;INDF;MASC;SG
rabaño	stol	rabaño	stol	N	N;INDF;MASC;SG
rabaño	turma	rabaño	turmă	N	N;DEF;FEM;SG
rabaño	turma	rabaño	turmă	N	N;DEF;FEM;SG
national	national	national	national	ADJ	ADJ;INDF;MASC;SG
national	national	national	national	ADJ	ADJ;INDF;MASC;SG
national	national	national	national	ADJ	ADJ;INDF;MASC;SG
osos	ursi	oso	urs	N	N;INDF;MASC;PL
osos	ursilor	oso	urs	N	N;DEF;MASC;PL
sumidoiro	jgheab	sumidoiro	jgheab	N	N;INDF;MASC;SG
diálogo	dialogul	diálogo	dialog	N	N;DEF;MASC;SG
diálogo	dialog	diálogo	dialog	N	N;INDF;MASC;SG
diálogo	dialoguri	diálogo	dialog	N	N;INDF;FEM;PL
personalidade	personalitate	personalidade	personalitate	N	N;INDF;FEM;SG
personalidade	personalitatea	personalidade	personalitate	N	N;DEF;FEM;SG
hara	hara	haber	hară	N	N;DEF;FEM;SG
vivido	trait	vivido	trai	V	V;MASC;SG;V.PTCP
vivido	traia	vivido	trai	V	V;IND;SG;3;IPFV;FIN
vivido	trait	vivido	trai	V	V;MASC;SG;V.PTCP
lanzamento	picatura	lanzamento	picatură	N	N;DEF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
mobles	mobilier	moble	mobilier	N	N;INDF;MASC;SG
mobles	mobila	moble	mobilă	N	N;DEF;FEM;SG
mobles	mobila	moble	mobilă	N	N;DEF;FEM;SG
negociar	negocia	negociar	negocia	V	V;IND;SG;3;IPFV;FIN
negociar	negociaza	negociar	negociaza	V	V;IND;SG;3;IPFV;FIN
xestos	gesturi	xesto	gest	N	N;INDF;FEM;PL
xestos	gesturile	xesto	gest	N	N;DEF;FEM;PL
disturbios	revoltele	disturbio	revolt	N	N;DEF;FEM;PL
disturbios	revolte	disturbio	revolta	N	N;INDF;FEM;PL
intelectual	intelectuale	intelectual	intelectual	ADJ	ADJ;INDF;FEM;PL
intelectual	intelectual	intelectual	intelectual	ADJ	ADJ;INDF;MASC;SG
intelectual	intelectuala	intelectual	intelectual	ADJ	ADJ;DEF;FEM;SG
averiguar	gaseste	averiguar	gaseste	V	V;IND;SG;3;PRS;FIN
averiguar	gaseste	averiguar	gaseste	V	V;IND;SG;3;PRS;FIN
sospeita	suspiciune	sospeita	suspiciune	N	N;INDF;FEM;SG
sospeita	suspiciunea	sospeita	suspiciune	N	N;DEF;FEM;SG
sospeita	suspiciuni	sospeita	suspiciune	N	N;INDF;FEM;PL
sospeita	suspecti	sospeita	suspect	N	N;INDF;MASC;PL
mestura	amestec	mestura	amestec	N	N;INDF;MASC;SG
mestura	mix	mestura	mix	N	N;INDF;MASC;SG
mestura	amestecarea	mestura	amestecare	N	N;DEF;FEM;SG
mestura	amestecare	mestura	amestecare	N	N;INDF;FEM;SG
mañán	dimineata	mañán	dimineata	N	N;DEF;FEM;SG
mañán	dimineata	mañán	dimineata	N	N;DEF;FEM;SG
mañán	neatza	mañán	neatză	N	N;DEF;FEM;SG
asentos	scaune	asento	scaun	N	N;INDF;FEM;PL
asentos	locuri	asento	loc	N	N;INDF;FEM;PL
fondos	fonduri	fondo	fond	N	N;INDF;FEM;PL
fondos	fondurile	fondo	fond	N	N;DEF;FEM;PL
socialismo	socialismul	socialismo	socialism	N	N;DEF;MASC;SG
traio	adu	traio	adu	V	V;IND;SG;2;PRS;FIN
dareille	da	dareille	da	ADV	ADV
mantemento	intretinerea	mantemento	intretinere	N	N;DEF;FEM;SG
mantemento	intretinere	mantemento	intretinere	N	N;INDF;FEM;SG
mantemento	intretinere	mantemento	intretinere	N	N;INDF;FEM;SG
privilexios	privilegiile	privilexio	privilegiu	N	N;DEF;FEM;PL
privilexios	privilegii	privilexio	privilegiu	N	N;INDF;FEM;PL
sabíao	stia	sabíao	sti	V	V;IND;SG;3;IPFV;FIN
sabíao	stiam	sabíao	sti	V	V;IND;1;IPFV;FIN
pases	timp	pase	timp	N	N;INDF;MASC;SG
pases	ora	pase	oră	N	N;DEF;FEM;SG
pases	timpul	pase	timp	N	N;DEF;MASC;SG
botes	barci	bote	barcă	N	N;INDF;FEM;PL
botes	barci	bote	barcă	N	N;INDF;FEM;PL
tivésemos	avea	tevésemo	avea	V	V;IND;SG;3;IPFV;FIN
tivésemos	avut	tevésemo	avea	V	V;MASC;SG;V.PTCP
algodón	bumbac	algodón	bumbac	N	N;INDF;MASC;SG
algodón	bumbacul	algodón	bumbac	N	N;DEF;MASC;SG
tirado	minciuna	tirado	minciună	N	N;DEF;FEM;SG
pazo	palatul	pazo	palat	N	N;DEF;MASC;SG
pazo	palat	pazo	palat	N	N;INDF;MASC;SG
pazo	palace	pazo	palac	N	N;INDF;MASC;SG
pazo	vila	pazo	vilă	N	N;DEF;FEM;SG
pazo	vila	pazo	vilă	N	N;DEF;FEM;SG
pazo	villa	pazo	villa	N	N;DEF;FEM;SG
aturo	pot	aturo	putea	V	V;IND;PL;3;PRS;FIN
desexaría	doresc	desexar	dori	V	V;IND;PL;3;PRS;FIN
aparta	obtine	apartir	obtin	V	V;IND;SG;3;PRS;FIN
municións	munitie	munición	munitie	N	N;INDF;FEM;SG
municións	munitie	munición	munitie	N	N;INDF;FEM;SG
escocés	scotch	escocés	scotch	N	N;INDF;MASC;SG
pedido	comanda	peder	comandă	N	N;DEF;FEM;SG
pedido	ordinea	peder	ordine	N	N;DEF;FEM;SG
pedido	comanda	peder	comandă	N	N;DEF;FEM;SG
pedido	ordine	peder	ordine	N	N;INDF;FEM;SG
pedido	ordin	peder	ordin	N	N;INDF;MASC;SG
francesas	francezi	francesa	francez	ADJ	ADJ;INDF;MASC;PL
francesas	francez	francesa	francez	ADJ	ADJ;INDF;MASC;SG
perdes	pierzi	perde	pierde	V	V;IND;SG;2;PRS;FIN
perdes	pierd	perde	pierde	V	V;IND;PL;3;PRS;FIN
perdes	pierde	perde	pierde	V	V;IND;SG;3;PRS;FIN
digno	demn	digno	demn	ADJ	ADJ;INDF;MASC;SG
digno	vrednic	digno	vrednic	ADJ	ADJ;INDF;MASC;SG
fama	faima	facer	faimă	N	N;DEF;FEM;SG
fama	faima	facer	faimă	N	N;DEF;FEM;SG
fama	fame	facer	famă	N	N;INDF;MASC;SG
canibalismo	canibalism	canibalismo	canibalism	N	N;INDF;MASC;SG
aceno	gest	aceno	gest	N	N;INDF;MASC;SG
trucos	trucuri	truco	truc	N	N;INDF;FEM;PL
trucos	trucurile	truco	truc	N	N;DEF;FEM;PL
vera	vera	verar	vera	N	N;DEF;FEM;SG
tentativa	tentativa	tentativo	tentativa	N	N;DEF;FEM;SG
tentativa	tentativa	tentativo	tentativa	N	N;DEF;FEM;SG
bárbaros	barbarii	bárbaro	barbari	N	N;DEF;MASC;PL
bárbaros	barbari	bárbaro	barbar	N	N;INDF;MASC;PL
movédevos	mutare	movédevo	mutare	N	N;INDF;FEM;SG
marines	marini	marine	marină	N	N;INDF;MASC;PL
marines	marin	marine	marin	N	N;INDF;MASC;SG
marines	marina	marine	marină	N	N;DEF;FEM;SG
marines	marine	marine	marin	N	N;INDF;FEM;PL
lucinda	lucinda	lucindar	lucindă	N	N;DEF;FEM;SG
cóidate	ingrijire	cóidate	ingrijire	N	N;INDF;FEM;SG
cóidate	ingrijire	cóidate	ingrijire	N	N;INDF;FEM;SG
cóidate	grija	cóidate	grijă	N	N;DEF;FEM;SG
turista	turist	turista	turist	N	N;INDF;MASC;SG
alicia	alice	alicia	alica	N	N;INDF;MASC;SG
doutora	doctor	doutor	doctor	N	N;INDF;MASC;SG
envioume	trimise	envioume	trimite	V	V;IND;SG;3;PST;FIN
conquistar	cuceri	conquistar	cucere	V	V;IND;SG;3;PRS;FIN
conquistar	cuceresc	conquistar	cuceresc	V	V;IND;PL;3;PRS;FIN
equipos	echipele	equipo	echipă	N	N;DEF;FEM;PL
equipos	echipe	equipo	echipă	N	N;INDF;FEM;PL
procede	vine	proceder	veni	V	V;IND;SG;3;PRS;FIN
vise	fierastrau	visir	fierastra	V	V;IND;PL;3;IPFV;FIN
vise	vezi	visir	vedea	V	V;IND;SG;2;PRS;FIN
altar	altarul	altar	altar	N	N;DEF;MASC;SG
altar	altar	altar	altar	N	N;INDF;MASC;SG
debates	discutii	debate	discut	N	N;INDF;FEM;PL
debates	discutii	debate	discut	N	N;INDF;FEM;PL
debates	dezbateri	debate	dezbatere	N	N;INDF;FEM;PL
debates	dezbaterile	debate	dezbatere	N	N;DEF;FEM;PL
redes	plase	rede	plasă	N	N;INDF;FEM;PL
redes	retele	rede	rete	N	N;INDF;FEM;PL
redes	retele	rede	rete	N	N;INDF;FEM;PL
investigadores	cercetatorii	investigador	cercetatoriu	N	N;DEF;MASC;PL
investigadores	cercetatori	investigador	cercetator	N	N;INDF;MASC;PL
investigadores	cercetatorilor	investigador	cercetator	N	N;DEF;MASC;PL
investigadores	cercetatori	investigador	cercetator	N	N;INDF;MASC;PL
utilidade	utilizarea	utilidade	utilizare	N	N;DEF;FEM;SG
utilidade	utilizare	utilidade	utilizare	N	N;INDF;FEM;SG
utilidade	utilitate	utilidade	utilitate	N	N;INDF;FEM;SG
utilidade	utilitatea	utilidade	utilitate	N	N;DEF;FEM;SG
utilidade	utilitar	utilidade	utilitar	N	N;INDF;MASC;SG
entretemento	divertisment	entretemento	divertisment	N	N;INDF;MASC;SG
entretemento	entertainment	entretemento	entertainment	N	N;INDF;MASC;SG
trampas	capcane	trampa	capcan	N	N;INDF;FEM;PL
trampas	capcanele	trampa	capcană	N	N;DEF;FEM;PL
cometeu	comise	cometar	comite	V	V;IND;PL;3;PST;FIN
favoritos	favorita	favorito	favorita	N	N;DEF;FEM;SG
favoritos	preferatele	favorito	preferat	N	N;DEF;FEM;PL
favoritos	favoritele	favorito	favorit	N	N;DEF;FEM;PL
comparten	distribuie	compartir	distribui	V	V;IND;3;PRS;FIN
musical	muzical	musical	muzical	ADJ	ADJ;INDF;MASC;SG
detector	detector	detector	detector	N	N;INDF;MASC;SG
detector	detectorul	detector	detector	N	N;DEF;MASC;SG
fundamental	fundamentala	fundamental	fundamental	ADJ	ADJ;DEF;FEM;SG
fundamental	fundamentale	fundamental	fundamental	ADJ	ADJ;INDF;FEM;PL
fundamental	fundamental	fundamental	fundamental	ADJ	ADJ;INDF;MASC;SG
xuízos	hotararile	xuízo	hotarare	N	N;DEF;FEM;PL
xuízos	hotarari	xuízo	hotarar	N	N;INDF;FEM;PL
xuízos	incercari	xuízo	incercar	N	N;INDF;FEM;PL
xuízos	procese	xuízo	proces	N	N;INDF;FEM;PL
causas	cauzele	causa	cauză	N	N;DEF;FEM;PL
causas	cauze	causa	cauză	N	N;INDF;FEM;PL
bate	bate	bate	bate	V	V;IND;SG;3;PRS;FIN
substituír	inlocuieste	substituír	inlocui	V	V;IND;SG;3;PRS;FIN
substituír	inlocui	substituír	inlocui	V	V;IND;SG;3;IPFV;FIN
debuxo	desenul	debuxo	desen	N	N;DEF;MASC;SG
debuxo	desen	debuxo	desen	N	N;INDF;MASC;SG
rostros	chipuri	rostro	chip	N	N;INDF;FEM;PL
rostros	fete	rostro	fată	N	N;INDF;FEM;PL
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
aula	camera	aula	cameră	N	N;DEF;FEM;SG
aula	camera	aula	cameră	N	N;DEF;FEM;SG
aula	clasa	aula	clasă	N	N;DEF;FEM;SG
aula	clasa	aula	clasă	N	N;DEF;FEM;SG
manipulación	manipulare	manipulación	manipulare	N	N;INDF;FEM;SG
manipulación	manipularea	manipulación	manipulare	N	N;DEF;FEM;SG
campá	clopot	campá	clopot	N	N;INDF;MASC;SG
campá	clopotul	campá	clopot	N	N;DEF;MASC;SG
corrupción	coruptie	corrupción	coruptie	N	N;INDF;FEM;SG
preguntarnos	intreaba	preguntarno	intreba	N	N;DEF;FEM;SG
preguntarnos	intreaba	preguntarno	intreba	N	N;DEF;FEM;SG
preguntarnos	ask	preguntarno	ask	N	N;INDF;MASC;SG
corvos	ciorile	corvo	ciori	N	N;DEF;FEM;PL
corvos	ciori	corvo	ciori	N	N;INDF;FEM;PL
corvos	corbi	corvo	corbă	N	N;INDF;MASC;PL
corvos	corbii	corvo	corb	N	N;DEF;MASC;PL
corvos	corbi	corvo	corbă	N	N;INDF;MASC;PL
corvos	ravens	corvo	ravens	N	N;INDF;MASC;SG
corvos	corbii	corvo	corb	N	N;DEF;MASC;PL
prestar	plateste	prestar	platest	V	V;IND;SG;3;PRS;FIN
poñamos	lasa	poñar	lăsa	V	V;IND;SG;3;IPFV;FIN
persoais	personala	persoal	personal	ADJ	ADJ;DEF;FEM;SG
persoais	personala	persoal	personal	ADJ	ADJ;DEF;FEM;SG
persoais	personale	persoal	personal	ADJ	ADJ;INDF;FEM;PL
herdanza	patrimoniu	herdanza	patrimoniu	N	N;INDF;MASC;SG
herdanza	patrimoniului	herdanza	patrimoniu	N	N;DEF;MASC;SG
herdanza	patrimoniul	herdanza	patrimoniu	N	N;DEF;MASC;SG
herdanza	mostenire	herdanza	mostenire	N	N;INDF;FEM;SG
herdanza	mostenirea	herdanza	mostenire	N	N;DEF;FEM;SG
eléctrica	electrice	eléctrico	electric	ADJ	ADJ;INDF;FEM;PL
eléctrica	electric	eléctrico	electric	ADJ	ADJ;INDF;MASC;SG
prestado	imprumuta	prestar	imprumuta	V	V;IND;SG;3;IPFV;FIN
prestado	imprumuta	prestar	imprumuta	V	V;IND;SG;3;IPFV;FIN
interiores	interioara	interior	interior	ADJ	ADJ;DEF;FEM;SG
traxes	rochie	traxe	rochie	N	N;INDF;FEM;SG
traxes	costume	traxe	costum	N	N;INDF;FEM;PL
limitado	limitate	limitado	limitat	ADJ	ADJ;INDF;FEM;PL
limitado	limitat	limitado	limita	ADJ	ADJ;INDF;MASC;SG
limitado	limitata	limitado	limitat	ADJ	ADJ;DEF;FEM;SG
ancián	batran	ancián	batran	N	N;INDF;MASC;SG
ancián	old	ancián	old	N	N;INDF;MASC;SG
ancián	batrane	ancián	batran	N	N;INDF;FEM;PL
ancián	barbat	ancián	barbat	N	N;INDF;MASC;SG
ancián	om	ancián	om	N	N;INDF;MASC;SG
ancián	omul	ancián	om	N	N;DEF;MASC;SG
ancián	barbat	ancián	barbat	N	N;INDF;MASC;SG
infección	infectie	infección	infectie	N	N;INDF;FEM;SG
radicais	radicali	radical	radical	N	N;INDF;MASC;PL
recente	recente	recente	recent	ADJ	ADJ;INDF;FEM;PL
recente	recenta	recente	recent	ADJ	ADJ;DEF;FEM;SG
recente	recenta	recente	recent	ADJ	ADJ;DEF;FEM;SG
italianos	italian	italiano	italian	ADJ	ADJ;INDF;MASC;SG
italianos	italieni	italiano	italian	ADJ	ADJ;INDF;MASC;PL
xeracións	generatii	xeración	generat	N	N;DEF;MASC;PL
xeracións	generatii	xeración	generat	N	N;DEF;MASC;PL
barreira	bariera	barreira	barieră	N	N;DEF;FEM;SG
barreira	bariera	barreira	barieră	N	N;DEF;FEM;SG
ouviu	auzit	ouviu	auzi	V	V;MASC;SG;V.PTCP
ouviu	auzi	ouviu	auzi	V	V;IND;SG;3;PST;FIN
concertos	concertele	concerto	concert	N	N;DEF;FEM;PL
concertos	concerte	concerto	concert	N	N;INDF;FEM;PL
virus	virus	virus	virus	N	N;INDF;MASC;SG
virus	virusul	virus	virus	N	N;DEF;MASC;SG
pulmóns	plamanii	pulmón	plaman	N	N;DEF;MASC;PL
pulmóns	plamani	pulmón	plaman	N	N;INDF;MASC;PL
extremadamente	extrem	extremadamente	extrem	ADV	ADV;RL
fármacos	droguri	fármaco	drog	N	N;INDF;FEM;PL
fármacos	drogurile	fármaco	drog	N	N;DEF;FEM;PL
fármacos	medicamente	fármaco	medicament	N	N;INDF;FEM;PL
microbios	microbii	microbio	microbie	N	N;DEF;MASC;PL
microbios	microbi	microbio	microbi	N	N;INDF;MASC;PL
prácticas	practicile	práctica	practică	N	N;DEF;FEM;PL
prácticas	practicilor	práctica	practică	N	N;DEF;FEM;PL
prácticas	practici	práctica	practică	N	N;INDF;FEM;PL
prácticas	practica	práctica	practică	N	N;DEF;FEM;SG
estudios	studiouri	estudio	studio	N	N;INDF;FEM;PL
estudios	studiourile	estudio	studio	N	N;DEF;FEM;PL
estudios	studios	estudio	studios	N	N;INDF;MASC;SG
axuden	ajuta	axudar	ajuta	V	V;IND;SG;3;IPFV;FIN
arrecifes	coral	arrecife	coral	N	N;INDF;MASC;SG
arrecifes	corali	arrecife	coral	N	N;INDF;MASC;PL
arrecifes	recifurile	arrecife	recif	N	N;DEF;FEM;PL
ondas	valuri	onda	val	N	N;INDF;FEM;PL
ondas	valurile	onda	val	N	N;DEF;FEM;PL
egoísta	egoism	egoísta	egoism	N	N;INDF;MASC;SG
tratei	incercat	tratar	incerca	V	V;MASC;SG;V.PTCP
camiñas	mersul	camiña	mers	N	N;DEF;MASC;SG
camiñas	plimbare	camiña	plimbare	N	N;INDF;FEM;SG
camiñas	walk	camiña	walk	N	N;INDF;MASC;SG
rescate	salvare	rescate	salvare	N	N;INDF;FEM;SG
rescate	rascumparare	rescate	rascumparare	N	N;INDF;FEM;SG
xerar	genereaza	xerar	genereaz	V	V;IND;SG;3;IPFV;FIN
xerar	genera	xerar	genera	V	V;IND;SG;3;IPFV;FIN
racismo	rasismul	racismo	rasism	N	N;DEF;MASC;SG
racismo	rasismului	racismo	rasism	N	N;DEF;MASC;SG
racismo	rasism	racismo	rasism	N	N;INDF;MASC;SG
