категория	категория	категория	категория	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
убит	убит	убить	убия	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
соответствие	съответствие	соответствие	съответствие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
генри	хенри	генри	хенра	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
политик	политик	политик	политик	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
свойства	имоти	свойство	имот	N;INAN;NOM;NEUT;PL	N;INDF;MASC;PL
свойства	свойства	свойство	свойство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
доход	приход	доход	приход	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
доход	приход	доход	приход	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
доход	доход	доход	доход	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
проектов	проекти	проект	проект	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
корабли	корабите	корабль	кораб	N;INAN;NOM;MASC;PL	N;DEF;MASC;PL
корабли	кораби	корабль	кораб	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
царя	цар	царь	цар	N;ANIM;ACC;MASC;SG	N;INDF;MASC;SG
использует	използва	использовать	използвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
договор	договор	договор	договор	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
методы	методи	метод	метод	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
методы	техники	метод	техника	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
предложения	предложенията	предложение	предложение	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;PL
предложения	предложения	предложение	предложение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
предложения	оферти	предложение	оферта	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
предложения	предложения	предложение	предложение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
предложения	предложения	предложение	предложение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
гора	планина	гора	планина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
гора	планината	гора	планина	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
гора	връх	гора	връх	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
гора	хълм	гора	хълм	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
гора	планина	гора	планина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
гора	монтиране	гора	монтиране	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
гора	планината	гора	планина	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
связанные	свързани	связать	свържа	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
связанные	свързани	связать	свържа	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
моя	мой	мой	мой	DET;NOM;FEM;SG	DET;INDF;MASC;SG;1
моя	моята	мой	мой	DET;NOM;FEM;SG	DET;DEF;FEM;SG;1
моя	мое	мой	мой	DET;NOM;FEM;SG	DET;INDF;NEUT;SG;1
моя	моя	мой	мой	DET;NOM;FEM;SG	DET;INDF;FEM;SG;1
моя	моят	мой	мой	DET;NOM;FEM;SG	DET;DEF;MASC;SG;1
марки	печати	марка	печат	N;INAN;NOM;FEM;PL	N;INDF;MASC;PL
марки	марките	марка	марка	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
марки	марки	марка	марка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
многочисленные	многобройни	многочисленный	многоброен	ADJ;NOM;PL	ADJ;INDF;PL
округов	райони	округ	район	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
округов	области	округ	област	N;INAN;GEN;MASC;PL	N;INDF;FEM;PL
округов	квартали	округ	квартал	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
ворота	порти	ворота	порти	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
ворота	портите	ворота	порти	N;INAN;NOM;NEUT;PL	N;DEF;FEM;PL
британский	британска	британский	британски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
британский	британски	британский	британски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
япония	япония	япония	япония	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
певица	певецът	певица	певец	N;ANIM;NOM;FEM;SG	N;DEF;MASC;SG
певица	певица	певица	певица	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
певица	сингър	певица	сингър	N;ANIM;NOM;FEM;SG	N;INDF;MASC;SG
певица	певец	певица	певец	N;ANIM;NOM;FEM;SG	N;INDF;MASC;SG
собрание	сглобяване	собрание	сглобяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	събрание	собрание	събрание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	събиране	собрание	събиране	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	заседание	собрание	заседание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	среща	собрание	среща	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
собрание	съвещание	собрание	съвещание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	събрание	собрание	събрание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
собрание	срещата	собрание	среща	N;INAN;NOM;NEUT;SG	N;DEF;FEM;SG
защитник	защитник	защитник	защитник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
защитник	защитник	защитник	защитник	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
защитник	предпазител	защитник	предпазител	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
старый	стар	старый	стар	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
старый	стара	старый	стар	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
студентов	студенти	студент	студент	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
студентов	ученици	студент	ученик	N;ANIM;GEN;MASC;PL	N;INDF;MASC;PL
задачи	предизвикателствата	задача	предизвикателство	N;INAN;NOM;FEM;PL	N;DEF;NEUT;PL
задачи	предизвикателства	задача	предизвикателство	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
задачи	цели	задача	цел	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
задачи	задачи	задача	задача	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
веб	web	веб	web	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
веб	уеб	веб	уеб	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
болезни	заболявания	болезнь	заболяване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
болезни	болести	болезнь	болест	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
болезни	заболявания	болезнь	заболяване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
болезни	болести	болезнь	болест	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
болезни	заболявания	болезнь	заболяване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
болезни	болестите	болезнь	болест	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
болезни	болести	болезнь	болест	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
болезни	заболявания	болезнь	заболяване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
сторона	парти	сторона	парта	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
сторона	купон	сторона	купон	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
сторона	партия	сторона	партия	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
сторона	страна	сторона	страна	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
основатель	създател	основатель	създател	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
основатель	основателят	основатель	основател	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
основатель	основател	основатель	основател	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
тонн	тонове	тонна	тон	N;INAN;GEN;FEM;PL	N;INDF;MASC;PL
тонн	тонове	тонна	тон	N;INAN;GEN;FEM;PL	N;INDF;MASC;PL
компаний	дружества	компания	дружество	N;INAN;GEN;FEM;PL	N;INDF;NEUT;PL
компаний	фирми	компания	фирма	N;INAN;GEN;FEM;PL	N;INDF;FEM;PL
компаний	компании	компания	компания	N;INAN;GEN;FEM;PL	N;INDF;FEM;PL
комплекса	съединението	комплекс	съединение	N;INAN;GEN;MASC;SG	N;DEF;NEUT;SG
комплекса	съединение	комплекс	съединение	N;INAN;GEN;MASC;SG	N;INDF;NEUT;SG
подпись	заглавие	подпись	заглавие	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
подпись	надпис	подпись	надпис	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
подпись	подписване	подпись	подписване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
подпись	подпис	подпись	подпис	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
подпись	подписване	подпись	подписване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
подпись	подпис	подпись	подпис	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
новости	новини	новость	новина	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
новости	новините	новость	новина	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
портал	портал	портать	портал	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
исследование	учене	исследование	учене	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
исследование	проучване	исследование	проучване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
исследование	изучаване	исследование	изучаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
исследование	изследване	исследование	изследване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
исследование	проучване	исследование	проучване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
исследование	изследване	исследование	изследване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
света	света	свет	свят	N;INAN;GEN;MASC;SG	N;DEF;MASC;SG
света	светлина	свет	светлина	N;INAN;GEN;MASC;SG	N;INDF;FEM;SG
света	светлината	свет	светлина	N;INAN;GEN;MASC;SG	N;DEF;FEM;SG
памятники	паметници	памятник	паметник	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
нижняя	долна	нижний	долен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
нижняя	долен	нижний	долен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
зоны	зони	зона	зоня	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
зоны	зоните	зона	зона	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
сюжет	парцел	сюжет	парцел	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
сюжет	сюжет	сюжет	сюжет	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
сюжет	заговор	сюжет	заговор	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
хан	хан	хан	хан	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
хан	кхан	хан	кхан	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
хан	хан	хан	хан	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
хан	хан	хан	хан	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
пространство	пространство	пространство	пространство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
пространство	космос	пространство	космос	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
пространство	космоса	пространство	космос	N;INAN;NOM;NEUT;SG	N;DEF;MASC;SG
поражения	лезии	поражение	лезий	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
поп	поп	поп	поп	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
битвы	сражения	битва	сражение	N;INAN;NOM;FEM;PL	N;INDF;NEUT;PL
битвы	битки	битва	битка	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
битвы	битките	битва	битка	N;INAN;NOM;FEM;PL	N;DEF;FEM;PL
восстание	въстание	восстание	въстание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
восстание	въстание	восстание	въстание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
восстание	бунт	восстание	бунт	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
восстание	въстание	восстание	въстание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
восстание	бунт	восстание	бунт	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
восстание	въстание	восстание	въстание	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
наступление	офанзива	наступление	офанзива	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
западная	западна	западный	западна	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
западная	западна	западный	западна	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
экспедиции	експедиции	экспедиция	експедиция	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
успех	успех	успех	успех	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
открытие	откритие	открытие	откритие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
открытие	разкритие	открытие	разкритие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
открытие	дискавъри	открытие	дискавър	N;INAN;NOM;NEUT;SG	N;INDF;MASC;SG
открытие	откриване	открытие	откриване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
открытие	откриване	открытие	откриване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
открытие	отваряне	открытие	отваряне	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
физики	физиците	физика	физик	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
физики	физици	физика	физик	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
цель	цел	цель	цел	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
цель	предназначение	цель	предназначение	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
цель	цел	цель	цел	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
цель	цел	цель	цел	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
цель	гол	цель	гол	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
цель	цел	цель	цел	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
цель	целта	цель	цел	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
обучение	преподаването	обучение	преподаване	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
обучение	преподаване	обучение	преподаване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
обучение	обучение	обучение	обучение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
обучение	тренировка	обучение	тренировка	N;INAN;NOM;NEUT;SG	N;INDF;FEM;SG
обучение	учене	обучение	учене	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
альма	алма	альма	алма	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
личности	самоличности	личность	самоличност	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
личности	личности	личность	личност	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
персонажи	знаци	персонаж	знак	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
персонажи	герои	персонаж	герой	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
персонажи	символи	персонаж	символя	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
объём	обем	объем	обем	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
южный	южна	южный	южен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
южный	южна	южный	южен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
картина	рисуване	картина	рисуване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
картина	живопис	картина	живопис	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
картина	картина	картина	картина	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
картина	боядисване	картина	боядисване	N;INAN;NOM;FEM;SG	N;INDF;NEUT;SG
министерство	министерство	министерство	министерство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
министерство	министерството	министерство	министерство	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
километров	километри	километр	километър	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
километров	километри	километр	километър	N;INAN;GEN;MASC;PL	N;INDF;MASC;PL
семейство	семейство	семейство	семейство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
семейство	семейството	семейство	семейство	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;SG
польский	полски	польский	полски	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
польский	полска	польский	полски	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
положения	разпоредби	положение	разпоредба	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
положения	провизии	положение	провизия	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
круг	кръгче	круг	кръг	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
круг	кръгът	круг	кръг	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
круг	окръжност	круг	окръжност	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
круг	кръговрат	круг	кръговрат	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
круг	кръг	круг	кръг	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
круг	обиколка	круг	обиколка	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
круг	скута	круг	скут	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
умеренно	умерено	умеренно	умерено	ADV	ADV
окончательно	окончателно	окончательно	окончателно	ADV	ADV
предприятий	предприятия	предприятие	предприятие	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;PL
предприятий	предприятията	предприятие	предприятие	N;INAN;GEN;NEUT;PL	N;DEF;NEUT;PL
победа	победа	победа	победа	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
победа	победа	победа	победа	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
крепость	крепостта	крепость	крепост	N;INAN;NOM;FEM;SG	N;DEF;FEM;SG
крепость	крепост	крепость	крепост	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
крепость	форт	крепость	форт	N;INAN;NOM;FEM;SG	N;INDF;MASC;SG
жанр	жанр	жанр	жанр	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
ежегодно	годишно	ежегодно	годишно	ADV	ADV
хочет	иска	хотеть	искам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
самостоятельно	самостоятелно	самостоятельно	самостоятелно	ADV	ADV
драмы	драми	драма	драм-(се)	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
база	основа	база	основа	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
база	база	база	база	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
поддержки	подпомагане	поддержка	подпомагане	N;INAN;GEN;FEM;SG	N;INDF;NEUT;SG
поддержки	подкрепа	поддержка	подкрепа	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
поддержки	поддръжка	поддержка	поддръжка	N;INAN;GEN;FEM;SG	N;INDF;FEM;SG
леса	гори	лес	гора	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
леса	горите	лес	гора	N;INAN;NOM;MASC;PL	N;DEF;FEM;PL
композиции	състави	композиция	съставя	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
композиции	композиции	композиция	композиция	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
отставку	оставката	отставка	оставка	N;INAN;ACC;FEM;SG	N;DEF;FEM;SG
отставку	оставка	отставка	оставка	N;INAN;ACC;FEM;SG	N;INDF;FEM;SG
главная	основна	главный	основен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
главная	главна	главный	главен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
главная	главен	главный	главен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
местный	локална	местный	локален	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
местный	местна	местный	местен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
крайней	краен	крайний	краен	ADJ;INS;FEM;SG	ADJ;INDF;MASC;SG
принимает	приема	принимать	приемам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
этапе	фаза	этап	фаза	N;INAN;ESS;MASC;SG	N;INDF;FEM;SG
этапе	етап	этап	етап	N;INAN;ESS;MASC;SG	N;INDF;MASC;SG
этапе	стадий	этап	стадий	N;INAN;ESS;MASC;SG	N;INDF;MASC;SG
этапе	сцена	этап	сцена	N;INAN;ESS;MASC;SG	N;INDF;FEM;SG
этапе	етап	этап	етап	N;INAN;ESS;MASC;SG	N;INDF;MASC;SG
этапе	сцената	этап	сцена	N;INAN;ESS;MASC;SG	N;DEF;FEM;SG
тысячи	хиляди	тысяча	хиляда	N;INAN;NOM;FEM;PL	N;INDF;FEM;PL
арестован	арестувана	арестовывать	арестувам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
арестован	арестуван	арестовывать	арестувам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
мастера	господари	мастер	господар	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
мастера	майстори	мастер	майстор	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
мастера	магьосниците	мастер	магьосник	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
мастера	магьосници	мастер	магьосник	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
абсолютно	напълно	абсолютно	напълно	ADV	ADV
екатерина	катерина	екатерина	катерина	N;ANIM;NOM;FEM;SG	N;INDF;FEM;SG
объединение	обединяване	объединение	обединяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
объединение	сливане	объединение	сливане	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
объединение	обединяване	объединение	обединяване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
объединение	обединение	объединение	обединение	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;SG
комментарии	забележки	комментарий	забележка	N;INAN;NOM;MASC;PL	N;INDF;FEM;PL
комментарии	коментари	комментарий	коментар	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
комментарии	мнения	комментарий	мнение	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
глаза	очи	глаз	око	N;INAN;NOM;MASC;PL	N;INDF;NEUT;PL
глаза	очите	глаз	око	N;INAN;NOM;MASC;PL	N;DEF;NEUT;PL
поиск	търсене	поиск	търсене	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
последняя	последен	последний	последен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
последняя	последна	последний	последен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
санта	санта	сант	санта	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
отдел	участък	отдел	участък	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
отдел	разделение	отдел	разделение	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
отдел	дивизия	отдел	дивизия	N;INAN;NOM;MASC;SG	N;INDF;FEM;SG
отдел	деление	отдел	деление	N;INAN;NOM;MASC;SG	N;INDF;NEUT;SG
сержант	сержант	сержант	сержант	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
международные	международни	международный	международен	ADJ;NOM;PL	ADJ;INDF;PL
мои	моите	мой	мой	DET;NOM;PL	DET;DEF;PL;1
критерии	критерии	критерий	критерий	N;INAN;NOM;MASC;PL	N;INDF;MASC;PL
способ	метод	способ	метод	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
способ	начин	способ	начин	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
процесса	процес	процесс	процес	N;INAN;GEN;MASC;SG	N;INDF;MASC;SG
север	север	север	север	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
фестиваль	фестивала	фестиваль	фестивал	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
фестиваль	фестивал	фестиваль	фестивал	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
фестиваль	фестивалът	фестиваль	фестивал	N;INAN;NOM;MASC;SG	N;DEF;MASC;SG
преподавал	преподавал	преподавать	преподавам	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
короткая	къса	короткий	къс	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
короткая	кратка	короткий	кратък	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
короткая	кратък	короткий	кратък	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
географии	география	география	география	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
огонь	огън	огонь	огън	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
огонь	пожар	огонь	пожар	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
нижний	долна	нижний	долен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
нижний	долен	нижний	долен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
критики	критици	критика	критик	N;ANIM;NOM;MASC;PL	N;INDF;MASC;PL
критики	критиците	критика	критик	N;ANIM;NOM;MASC;PL	N;DEF;MASC;PL
жены	съпруги	жена	съпруг	N;ANIM;NOM;FEM;PL	N;INDF;MASC;PL
независимости	независимост	независимость	независимост	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
подробно	подробно	подробно	подробно	ADV	ADV
предмет	предмет	предмет	предмет	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
предмет	обект	предмет	обект	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
предмет	субект	предмет	субект	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
предмет	обект	предмет	обект	N;INAN;NOM;MASC;SG	N;INDF;MASC;SG
ричард	ричард	ричард	ричард	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
губернатор	управител	губернатор	управител	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
губернатор	губернатор	губернатор	губернатор	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
география	география	география	география	N;INAN;NOM;FEM;SG	N;INDF;FEM;SG
центральная	централен	центральный	централен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
центральная	централна	центральный	централен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
белые	бели	белый	бял	ADJ;NOM;PL	ADJ;INDF;PL
понятия	понятия	понятие	понят	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
понятия	концепции	понятие	концепция	N;INAN;NOM;NEUT;PL	N;INDF;FEM;PL
понятия	понятия	понятие	понят	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;PL
какая	какво	какой	какъв	DET;NOM;FEM;SG	DET;NEUT;SG
нападающий	нападател	нападающий	нападател	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
нападающий	нападателят	нападающий	нападател	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
нападающий	нападателя	нападающий	нападател	N;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
нападающий	нападател	нападающий	нападател	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
нападающий	страйкър	нападающий	страйкър	N;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
