اِبتدائیات	fonaments	اِبتدائیات	fonament	N;NOM;MASC;PL;3	N;MASC;PL
اشعار	versos	اشعار	vers	N;NOM;MASC;PL;3	N;MASC;PL
اُشن	calent	وشن	calent		
اشو	cavall	اشو	cavall		
اشہب	grey	اشہب	grey		
اشہب	cavall	اشہب	cavall		
اشیا	mercaderies	شےء	mercaderia	N;NOM;MASC;PL;3	N;FEM;PL
اشیا	béns	شےء	bé	N;NOM;MASC;PL;3	N;MASC;PL
اشیا	coses	شےء	cosa	N;NOM;MASC;PL;3	N;FEM;PL
اشیا	articles	شےء	article	N;NOM;MASC;PL;3	N;MASC;PL
اشیا	efectes	شےء	efecte	N;NOM;MASC;PL;3	N;MASC;PL
اصالتاً	bàsicament	اصالتاً	bàsicament	ADV	ADV
اصالتاً	definitivament	اصالتاً	definitivament	ADV	ADV
اِصطفاف	catalogació	اِصطفاف	catalogació	N;NOM;MASC;SG;3	N;FEM;SG
اِصطفاف	classificació	اِصطفاف	classificació	N;NOM;MASC;SG;3	N;FEM;SG
اِصطلاح	terminologia	اِصطلاح	terminologia	N;NOM;MASC;SG;3	N;FEM;SG
اصل	cert	اصل	cert	ADJ	ADJ;MASC;SG
اصل	purs	اصل	purs	ADJ	ADJ;MASC;PL
اصل	pura	اصل	pur	ADJ	ADJ;FEM;SG
اصل	pur	اصل	pur	ADJ	ADJ;MASC;SG
اصل	real	اصل	real	ADJ	ADJ;SG
اصل	legítim	اصل	legítim	ADJ	ADJ;MASC;SG
اصل	original	اصل	original	ADJ	ADJ;SG
اصل	cert	اصل	cert	ADJ	ADJ;MASC;SG
اصل	purs	اصل	purs	ADJ	ADJ;MASC;PL
اصل	pura	اصل	pur	ADJ	ADJ;FEM;SG
اصل	pur	اصل	pur	ADJ	ADJ;MASC;SG
اصل	real	اصل	real	ADJ	ADJ;SG
اصل	legítim	اصل	legítim	ADJ	ADJ;MASC;SG
اصل	original	اصل	original	ADJ	ADJ;SG
اِصلاح	correcció	اِصلاح	correcció	N;NOM;MASC;SG;3	N;FEM;SG
اِصلاح	rectificació	اِصلاح	rectificació	N;NOM;MASC;SG;3	N;FEM;SG
اِصلاح	revisió	اِصلاح	revisió	N;NOM;MASC;SG;3	N;FEM;SG
اِصلاح	recuperació	اِصلاح	recuperació	N;NOM;MASC;SG;3	N;FEM;SG
اِصلاح	reforma	اِصلاح	reforma	N;NOM;MASC;SG;3	N;FEM;SG
اِصلاحی	corregit	اِصلاحی	corregir	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اصلی	ancestral	اصلی	ancestral	ADJ	ADJ;SG
اصلی	intrínseca	اصلی	intrínseca	ADJ	ADJ;FEM;SG
اصلی	elemental	اصلی	elemental	ADJ	ADJ;SG
اصلی	purs	اصلی	purs	ADJ	ADJ;MASC;PL
اصلی	pura	اصلی	pur	ADJ	ADJ;FEM;SG
اصلی	pur	اصلی	pur	ADJ	ADJ;MASC;SG
اصلی	cert	اصلی	cert	ADJ	ADJ;MASC;SG
اصلی	innat	اصلی	innar	ADJ	ADJ;MASC;SG
اصلی	original	اصلی	original	ADJ	ADJ;SG
اصلی	inherents	اصلی	inherent	ADJ	ADJ;PL
اصلی	inherent	اصلی	inherent	ADJ	ADJ;SG
اصلی	genuí	اصلی	genuí	ADJ	ADJ;MASC;SG
اصلی	imprescindibles	اصلی	imprescindible	ADJ	ADJ;PL
اصلی	imprescindible	اصلی	imprescindible	ADJ	ADJ;SG
اصلی	essencial	اصلی	essencial	ADJ	ADJ;SG
اصلی	essencials	اصلی	essencial	ADJ	ADJ;PL
اصلی	ancestral	اصلی	ancestral	ADJ	ADJ;SG
اصلی	intrínseca	اصلی	intrínseca	ADJ	ADJ;FEM;SG
اصلی	elemental	اصلی	elemental	ADJ	ADJ;SG
اصلی	purs	اصلی	purs	ADJ	ADJ;MASC;PL
اصلی	pura	اصلی	pur	ADJ	ADJ;FEM;SG
اصلی	pur	اصلی	pur	ADJ	ADJ;MASC;SG
اصلی	cert	اصلی	cert	ADJ	ADJ;MASC;SG
اصلی	real	اصلی	real	ADJ	ADJ;SG
اصلی	innat	اصلی	innar	ADJ	ADJ;MASC;SG
اصلی	naturals	اصلی	natural	ADJ	ADJ;PL
اصلی	natural	اصلی	natural	ADJ	ADJ;SG
اصلی	original	اصلی	original	ADJ	ADJ;SG
اصلی	inherents	اصلی	inherent	ADJ	ADJ;PL
اصلی	inherent	اصلی	inherent	ADJ	ADJ;SG
اصلی	genuí	اصلی	genuí	ADJ	ADJ;MASC;SG
اصلی	imprescindibles	اصلی	imprescindible	ADJ	ADJ;PL
اصلی	imprescindible	اصلی	imprescindible	ADJ	ADJ;SG
اصلی	essencial	اصلی	essencial	ADJ	ADJ;SG
اصلی	essencials	اصلی	essencial	ADJ	ADJ;PL
اصناف	gèneres	اصناف	gènere	N;NOM;MASC;PL;3	N;MASC;PL
اصناف	espècies	اصناف	espècie	N;NOM;MASC;PL;3	N;FEM;PL
اصناف	varietats	اصناف	varietat	N;NOM;MASC;PL;3	N;FEM;PL
اصنام	icones	اصنام	icona		
اصوات	sons	اصوات	so	N;NOM;MASC;PL;3	N;MASC;PL
اصوات	sorolls	اصوات	soroll	N;NOM;MASC;PL;3	N;MASC;PL
اُصول	aire	اُصول	aire	N;NOM;MASC;SG;3	N;MASC;SG
اُصول	aigua	اُصول	aigua	N;NOM;MASC;SG;3	N;FEM;SG
اُصول	regla	اُصول	regla	N;NOM;MASC;SG;3	N;FEM;SG
اُصول	doctrina	اُصول	doctrina	N;NOM;MASC;SG;3	N;FEM;SG
اِضافہ	increment	اِضافہ	increment	N;NOM;MASC;SG;3	N;MASC;SG
اِضافہ	augment	اِضافہ	augment	N;NOM;MASC;SG;3	N;MASC;SG
اِضافہ	annexió	اِضافہ	annexió	N;NOM;MASC;SG;3	N;FEM;SG
اِضافی	relatiu	اِضافی	relatiu	ADJ	ADJ;MASC;SG
اِضطراب	irritació	اِضطراب	irritació	N;NOM;MASC;SG;3	N;FEM;SG
اِضطرار	indefensió	اِضطرار	indefensió	N;NOM;MASC;SG;3	N;FEM;SG
اِضطرار	irritació	اِضطرار	irritació	N;NOM;MASC;SG;3	N;FEM;SG
اضلاع	districtes	ضلع	districte	N;NOM;MASC;PL;3	N;MASC;PL
اضلاع	parts	ضلع	part	N;NOM;MASC;PL;3	N;FEM;PL
اُطاق	room	اُطاق	room		
اِطلاقی	aplicables	اِطلاقی	aplicable	ADJ;NOM	ADJ;PL
اِطلاقی	aplicable	اِطلاقی	aplicable	ADJ;NOM	ADJ;SG
اِطلاقی	aplicats	اِطلاقی	aplicat	ADJ;NOM	ADJ;MASC;PL;V.PTCP
اِطلاقی	aplicat	اِطلاقی	aplicat	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اِطلاقی	aplicada	اِطلاقی	aplicat	ADJ;NOM	ADJ;FEM;SG;V.PTCP
اِطمینان	confiança	اِطمینان	confiança	N;NOM;MASC;SG;3	N;FEM;SG
اِطمینان	satisfacció	اِطمینان	satisfacció	N;NOM;MASC;SG;3	N;FEM;SG
اطوار	conducta	اطوار	conducta	N;NOM;MASC;SG;3	N;FEM;SG
اِعتداد	inclusió	اِعتداد	inclusió	N;NOM;MASC;SG;3	N;FEM;SG
اِعتمادی	creïble	اِعتمادی	creïble	ADJ	ADJ;SG
اعجف	magra	اعجف	magra		
اعداد	nombres	عدد	nombre	N;NOM;MASC;PL;3	N;MASC;PL
اعداد	números	عدد	número	N;NOM;MASC;PL;3	N;MASC;PL
اعداد	dígits	عدد	dígit	N;NOM;MASC;PL;3	N;MASC;PL
اعدادیات	estadístiques	اعدادیات	estadística	N;NOM;MASC;PL;3	N;FEM;PL
اعضا	cervell	اعضا	cervell	N;NOM;MASC;SG;3	N;MASC;SG
اعضا	fetge	اعضا	fetge	N;NOM;MASC;SG;3	N;MASC;SG
اعلیٰ	elevades	اعلیٰ	elevat	ADJ	ADJ;FEM;PL;V.PTCP
اعلیٰ	elevat	اعلیٰ	elevat	ADJ	ADJ;MASC;SG;V.PTCP
اعمال	conducta	اعمال	conducta	N;NOM;MASC;SG;3	N;FEM;SG
اغراض	finalitats	غرض	finalitat	N;NOM;MASC;PL;3	N;FEM;PL
اغراض	finalitats	غرض	finalitat	N;NOM;MASC;PL;3	N;FEM;PL
اغراض	motius	غرض	motiu	N;NOM;MASC;PL;3	N;MASC;PL
اغراض	desitjos	غرض	desig	N;NOM;MASC;PL;3	N;MASC;PL
اغراض	necessitats	غرض	necessitat	N;NOM;MASC;PL;3	N;FEM;PL
اِغوا	engany	اِغوا	engany		
اِفادیت	benefici	اِفادیت	benefici	N;NOM;MASC;SG;3	N;MASC;SG
اِفادیت	utilitat	اِفادیت	utilitat	N;NOM;MASC;SG;3	N;FEM;SG
اُفتاں	caient	اُفتاں	caure		
اِفتتاحی	inaugural	اِفتتاحی	inaugural	ADJ	ADJ;SG
افراتفری	pànic	افراتفری	pànic	ADJ	ADJ;MASC;SG
افراتفری	pànic	افراتفری	pànic	ADJ	ADJ;MASC;SG
افراد	membres	فرد	membre	N;NOM;MASC;PL;3	N;MASC;PL
افراد	llistes	فرد	llista	N;NOM;MASC;PL;3	N;FEM;PL
افراد	espècies	فرد	espècie	N;NOM;MASC;PL;3	N;FEM;PL
افزائش	producció	افزائش	producció	N;NOM;MASC;SG;3	N;FEM;SG
افزائش	increment	افزائش	increment	N;NOM;MASC;SG;3	N;MASC;SG
افزائش	augment	افزائش	augment	N;NOM;MASC;SG;3	N;MASC;SG
افزائش	amplificació	افزائش	amplificació	N;NOM;MASC;SG;3	N;FEM;SG
افزائش	creixement	افزائش	creixement	N;NOM;MASC;SG;3	N;MASC;SG
افزائش	producció	افزائش	producció	N;NOM;MASC;SG;3	N;FEM;SG
افزائش	increment	افزائش	increment	N;NOM;MASC;SG;3	N;MASC;SG
افزائش	augment	افزائش	augment	N;NOM;MASC;SG;3	N;MASC;SG
افزائش	amplificació	افزائش	amplificació	N;NOM;MASC;SG;3	N;FEM;SG
افزائش	creixement	افزائش	creixement	N;NOM;MASC;SG;3	N;MASC;SG
افسانہ	faula	افسانہ	faula	N;NOM;MASC;SG;3	N;FEM;SG
افسانہ	mentida	افسانہ	mentida	N;NOM;MASC;SG;3	N;FEM;SG
افسانہ	fabricació	افسانہ	fabricació	N;NOM;MASC;SG;3	N;FEM;SG
افسانوی	llegendari	افسانوی	llegendari	ADJ	ADJ;MASC;SG
افسانوی	llegendàries	افسانوی	llegendari	ADJ	ADJ;FEM;PL
افسانوی	fals	افسانوی	fals	ADJ	ADJ;MASC;SG
افسانوی	falses	افسانوی	fals	ADJ	ADJ;FEM;PL
افسانوی	llegendari	افسانوی	llegendari	ADJ	ADJ;MASC;SG
افسانوی	llegendàries	افسانوی	llegendari	ADJ	ADJ;FEM;PL
افسانوی	fabulosa	افسانوی	fabulós	ADJ	ADJ;FEM;SG
افسانوی	fals	افسانوی	fals	ADJ	ADJ;MASC;SG
افسانوی	falses	افسانوی	fals	ADJ	ADJ;FEM;PL
افسر	regle	افسر	regle	N;NOM;MASC;SG;3	N;MASC;SG
افسر	regle	افسر	regle	N;NOM;MASC;SG;3	N;MASC;SG
افسردگی	depressió	افسردگی	depressió	N;NOM;FEM;SG;3	N;FEM;SG
افسردگی	tristesa	افسردگی	tristesa	N;NOM;FEM;SG;3	N;FEM;SG
افسردگی	depressió	افسردگی	depressió	N;NOM;FEM;SG;3	N;FEM;SG
افسردہ	trista	افسردہ	trist	ADJ	ADJ;FEM;SG
افسردہ	trist	افسردہ	trist	ADJ	ADJ;MASC;SG
افعال	actes	افعال	acte	N;NOM;MASC;PL;3	N;MASC;PL
افلاطُونیت	platonisme	افلاطُونیت	platonisme	N;NOM;MASC;SG;3	N;MASC;SG
افلاکی	celestial	افلاکی	celestial	ADJ	ADJ;SG
اِقبالی	confessionari	اِقبالی	confessionari	ADJ;NOM	ADJ;MASC;SG
اِقتدار	autoritat	اِقتدار	autoritat	N;NOM;MASC;SG;3	N;FEM;SG
اِقتدار	influència	اِقتدار	influència	N;NOM;MASC;SG;3	N;FEM;SG
اِقتدار	potència	اِقتدار	potència	N;NOM;MASC;SG;3	N;FEM;SG
اِقتدار	control	اِقتدار	control	N;NOM;MASC;SG;3	N;MASC;SG
اِقتصاد	moderació	اِقتصاد	moderació	N;NOM;MASC;SG;3	N;FEM;SG
اِقتصاد	economia	اِقتصاد	economia	N;NOM;MASC;SG;3	N;FEM;SG
اِقتصادی	econòmic	اِقتصادی	econòmic	ADJ	ADJ;MASC;SG
اِقتصادی	econòmica	اِقتصادی	econòmic	ADJ	ADJ;FEM;SG
اِقتصادی	econòmics	اِقتصادی	econòmic	ADJ	ADJ;MASC;PL
اِقتصادی	econòmiques	اِقتصادی	econòmic	ADJ	ADJ;FEM;PL
اِقتصار	reducció	اِقتصار	reducció	N;NOM;MASC;SG;3	N;FEM;SG
اِقتصار	deducció	اِقتصار	deducció	N;NOM;MASC;SG;3	N;FEM;SG
اِقتناع	satisfacció	اِقتناع	satisfacció	N;NOM;MASC;SG;3	N;FEM;SG
اقسام	categories	اقسام	categoria	N;NOM;MASC;PL;3	N;FEM;PL
اقسام	juraments	اقسام	jurament	N;NOM;MASC;PL;3	N;MASC;PL
اقل	lcm	اقل	lcm		
اقل	mean	اقل	mean		
اقل	lcm	اقل	lcm		
اقل	mean	اقل	mean		
اقوال	declaracions	اقوال	declaració	N;NOM;MASC;PL;3	N;FEM;PL
اِک	one	اِک	one		
اکابر	líders	اکابر	líder	N;NOM;MASC;PL;3	N;PL
اکابر	dirigents	اکابر	dirigent	N;NOM;MASC;PL;3	N;PL
اِکائی	unitat	اِکائی	unitat	N;NOM;MASC;SG;3	N;FEM;SG
اِکتسابی	adquirit	اِکتسابی	adquirit	ADJ	ADJ;MASC;SG;V.PTCP
اِکتسابی	adquirits	اِکتسابی	adquirit	ADJ	ADJ;MASC;PL;V.PTCP
اِکتناز	tresoreria	اِکتناز	tresoreria	N;NOM;MASC;SG;3	N;FEM;SG
اکٹ	unbreakable	اکٹ	unbreakable		
اُکٹنا	arrancar	اُکٹنا	arrancar	V;NFIN	V;NFIN
اکثر	freqüent	اکثر	freqüent	ADJ	ADJ;SG
اکثر	freqüents	اکثر	freqüent	ADJ	ADJ;PL
اکثر	freqüent	اکثر	freqüent	ADJ	ADJ;SG
اکثر	freqüents	اکثر	freqüent	ADJ	ADJ;PL
اِکراہ	fàstic	اِکراہ	fàstic		
اِکراہ	disgust	اِکراہ	disgust		
اِکراہ	odi	اِکراہ	odi		
اِکراہ	pretext	اِکراہ	pretext		
اکڑ	orgull	اکڑ	orgull		
اکڑ	orgull	اکڑ	orgull		
اکش	daus	اکش	dau		
اکَل	solitari	اکَل	solitari		
اُکیلنا	desfer	اُکیلنا	desfer	V;MASC;SG;NFIN;ACT	V;NFIN
اُکیلنا	desfés	اُکیلنا	desfés	V;MASC;SG;NFIN;ACT	V;SBJV;SG;3;IPFV;FIN
اُکھاڑ	arrancar	اُکھاڑ	arrancar	V;ACT	V;NFIN
اُکھاڑنا	destruir	اُکھاڑنا	destruir	V;NFIN;ACT	V;NFIN
اُکھاڑنا	extreu	اُکھاڑنا	extreure	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُکھاڑنا	enderroquen	اُکھاڑنا	enderrocar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
اُکھاڑنا	desestimar	اُکھاڑنا	desestimar	V;NFIN;ACT	V;NFIN
اُکھاڑنا	arrancar	اُکھاڑنا	arrancar	V;NFIN;ACT	V;NFIN
اُکھیڑنا	arrancar	اُکھیڑنا	arrancar	V;NFIN	V;NFIN
اگلا	main	اگلا	main		
اگلا	prime	اگلا	prime		
اگلا	oponent	اگلا	oponent		
اگلا	déu	اگلا	déu		
اگلا	main	اگلا	main		
اگلا	prime	اگلا	prime		
اگلا	oponent	اگلا	oponent		
اگلا	déu	اگلا	déu		
اگن	foc	اگن	foc		
اُگھاڑنا	destapar	اُگھاڑنا	destapar	V;NFIN;ACT	V;NFIN
اُگھاڑنا	divulgar	اُگھاڑنا	divulgar	V;NFIN;ACT	V;NFIN
اُگھاڑنا	revelar	اُگھاڑنا	revelar	V;NFIN;ACT	V;NFIN
اُگھاڑنا	revelen	اُگھاڑنا	revelar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
الاپ	cançó	الاپ	cançó	N;NOM;MASC;SG;3	N;FEM;SG
اُلاغ	mula	اُلاغ	mula		
اُلٹ	reverteix	اُلٹ	revertir	V;SG;ACT	V;IND;SG;3;PRS;FIN
اُلٹانا	retornar	اُلٹانا	retornar	V;MASC;SG;NFIN;ACT	V;NFIN
اُلٹانا	molesta	اُلٹانا	molestar	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُلٹانا	inverteix	اُلٹانا	invertir	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُلٹانا	reverteix	اُلٹانا	revertir	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُلٹنا	molesta	اُلٹ	molestar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُلٹنا	enderrocar	اُلٹ	enderrocar	V;NFIN;ACT	V;NFIN
اِلزام	càrrec	اِلزام	càrrec		
الس	mandra	الس	mandra		
اُلس	tribu	اُلس	tribu		
اُلس	clan	اُلس	clan		
اِلف	harmony	اِلف	harmony		
الفاظ	termes	لفظ	terme	N;NOM;MASC;PL;3	N;MASC;PL
الفاظ	condicions	لفظ	condició	N;NOM;MASC;PL;3	N;FEM;PL
الفاظ	paraules	لفظ	paraula	N;NOM;MASC;PL;3	N;FEM;PL
اُلفت	adjunt	اُلفت	adjunt		
اُلفت	afecte	اُلفت	afecte		
الگ	diferenciades	الگ	diferenciat	ADJ	ADJ;FEM;PL;V.PTCP
الگ	unifamiliar	الگ	unifamiliar	ADJ	ADJ;SG
الگ	aïllat	الگ	aïllat	ADJ	ADJ;MASC;SG;V.PTCP
الگ	aïllades	الگ	aïllat	ADJ	ADJ;FEM;PL;V.PTCP
الگ	aïllats	الگ	aïllat	ADJ	ADJ;MASC;PL;V.PTCP
الگ	aïllada	الگ	aïllat	ADJ	ADJ;FEM;SG;V.PTCP
الگ	desconnectat	الگ	desconnectat	ADJ	ADJ;MASC;SG;V.PTCP
الگ	discret	الگ	discret	ADJ	ADJ;MASC;SG
الگ	peculiar	الگ	peculiar	ADJ	ADJ;SG
الگ	peculiars	الگ	peculiar	ADJ	ADJ;PL
الگ	úniques	الگ	únic	ADJ	ADJ;FEM;PL
الگ	únic	الگ	únic	ADJ	ADJ;MASC;SG
الگ	soltes	الگ	soltes	ADJ	ADJ;FEM;PL
الگ	diferenciades	الگ	diferenciat	ADJ	ADJ;FEM;PL;V.PTCP
الگ	unifamiliar	الگ	unifamiliar	ADJ	ADJ;SG
الگ	aïllat	الگ	aïllat	ADJ	ADJ;MASC;SG;V.PTCP
الگ	aïllades	الگ	aïllat	ADJ	ADJ;FEM;PL;V.PTCP
الگ	aïllats	الگ	aïllat	ADJ	ADJ;MASC;PL;V.PTCP
الگ	aïllada	الگ	aïllat	ADJ	ADJ;FEM;SG;V.PTCP
الگ	desconnectat	الگ	desconnectat	ADJ	ADJ;MASC;SG;V.PTCP
الگ	discret	الگ	discret	ADJ	ADJ;MASC;SG
الگ	peculiar	الگ	peculiar	ADJ	ADJ;SG
الگ	peculiars	الگ	peculiar	ADJ	ADJ;PL
الگ	úniques	الگ	únic	ADJ	ADJ;FEM;PL
الگ	únic	الگ	únic	ADJ	ADJ;MASC;SG
الگ	soltes	الگ	soltes	ADJ	ADJ;FEM;PL
اﷲاﷲکرنا	resa	اﷲاﷲکرنا	resa	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
الم	dol	الم	dol		
الم	suport	الم	suport		
اماکن	casas	اماکن	casas		
امانت	honestedat	امانت	honestedat	N;NOM;FEM;SG;3	N;FEM;SG
امانت	salvaguarda	امانت	salvaguarda	N;NOM;FEM;SG;3	N;FEM;SG
امانت	dipòsit	امانت	dipòsit	N;NOM;FEM;SG;3	N;MASC;SG
امانت	sinceritat	امانت	sinceritat	N;NOM;FEM;SG;3	N;FEM;SG
امانت	protecció	امانت	protecció	N;NOM;FEM;SG;3	N;FEM;SG
امانت	fe	امانت	fe	N;NOM;FEM;SG;3	N;FEM;SG
امانت	seguretat	امانت	seguretat	N;NOM;FEM;SG;3	N;FEM;SG
اُمّت	gent	اُمّت	gent	N;NOM;MASC;SG;3	N;FEM;SG
اُمّت	religió	اُمّت	religió	N;NOM;MASC;SG;3	N;FEM;SG
اُمّت	casta	اُمّت	casta	N;NOM;MASC;SG;3	N;FEM;SG
اُمّت	nació	اُمّت	nació	N;NOM;MASC;SG;3	N;FEM;SG
اُمّت	cursa	اُمّت	cursa	N;NOM;MASC;SG;3	N;FEM;SG
اِمتناع	restricció	اِمتناع	restricció	N;NOM;MASC;SG;3	N;FEM;SG
اِمتناع	prohibició	اِمتناع	prohibició	N;NOM;MASC;SG;3	N;FEM;SG
اِمتناع	prevenció	اِمتناع	prevenció	N;NOM;MASC;SG;3	N;FEM;SG
اِمتناعی	restrictives	اِمتناعی	restrictiu	ADJ;NOM	ADJ;FEM;PL
اِمتناعی	restrictiva	اِمتناعی	restrictiu	ADJ;NOM	ADJ;FEM;SG
اِمتنان	agraïment	اِمتنان	agraïment	N;NOM;MASC;SG;3	N;MASC;SG
اِمتیازی	distintiu	اِمتیازی	distintiu	ADJ;NOM	ADJ;MASC;SG
اِمتیازی	distingit	اِمتیازی	distingir	ADJ;NOM	ADJ;MASC;SG;V.PTCP
امثال	cares	امثال	cara		
امراض	malalties	مرض	malaltia	N;NOM;MASC;PL;3	N;FEM;PL
امریکی	americà	امریکی	americà	ADJ	ADJ;MASC;SG
امن	seguretat	امن	seguretat	N;NOM;MASC;SG;3	N;FEM;SG
امن	pau	امن	pau	N;NOM;MASC;SG;3	N;FEM;SG
امن	seguretat	امن	seguretat	N;NOM;MASC;SG;3	N;FEM;SG
اموات	defuncions	موت	defunció	N;NOM;MASC;PL;3	N;FEM;PL
اموال	mercaderies	اموال	mercaderia	N;NOM;MASC;PL;3	N;FEM;PL
اموال	béns	اموال	bé	N;NOM;MASC;PL;3	N;MASC;PL
اموال	riqueses	اموال	riquesa	N;NOM;MASC;PL;3	N;FEM;PL
اموال	possessions	اموال	possessió	N;NOM;MASC;PL;3	N;FEM;PL
امیدوار	candidata	امیدوار	candidata	N;NOM;MASC;SG;3	N;FEM;SG
امیدوار	candidat	امیدوار	candidat	N;NOM;MASC;SG;3	N;MASC;SG
امیدواری	candidatura	امیدواری	candidatura	N;NOM;MASC;SG;3	N;FEM;SG
امیرانہ	senyorials	امیرانہ	senyorial	ADJ	ADJ;PL
امیرانہ	luxós	امیرانہ	luxós	ADJ	ADJ;MASC;SG
امیرانہ	senyorials	امیرانہ	senyorial	ADJ	ADJ;PL
امیرانہ	luxós	امیرانہ	luxós	ADJ	ADJ;MASC;SG
اُن	ell	وہ	ell	PRO;ACC;SG;3	PRO;MASC;SG;3
اناج	alimentació	اناج	alimentació	N;NOM;MASC;SG;3	N;FEM;SG
اناج	cereal	اناج	cereal	N;NOM;MASC;SG;3	N;MASC;SG
اناج	gra	اناج	gra	N;NOM;MASC;SG;3	N;MASC;SG
اناڑی	maldestre	اناڑی	maldestre	ADJ	ADJ;MASC;SG
انبار	pila	انبار	pila		
انبار	pila	انبار	pila		
انبار	pila	انبار	pila		
انبار	pila	انبار	pila		
انت	secret	انت	secret		
اِنتخابی	electoral	اِنتخابی	electoral	ADJ	ADJ;SG
اِنتصاباً	verticalment	اِنتصاباً	verticalment	ADV	ADV
اِنتصابی	vertical	اِنتصابی	vertical	ADJ	ADJ;SG
اِنتظاری	expectativa	اِنتظاری	expectativa	N;NOM;MASC;SG;3	N;FEM;SG
اِنتظام	sistema	اِنتظام	sistema	N;NOM;MASC;SG;3	N;MASC;SG
اِنتظام	organització	اِنتظام	organització	N;NOM;MASC;SG;3	N;FEM;SG
اِنتظام	mètode	اِنتظام	mètode	N;NOM;MASC;SG;3	N;MASC;SG
اِنتظام	gestió	اِنتظام	gestió	N;NOM;MASC;SG;3	N;FEM;SG
اِنتظام	procediment	اِنتظام	procediment	N;NOM;MASC;SG;3	N;MASC;SG
اِنتظام	regulació	اِنتظام	regulació	N;NOM;MASC;SG;3	N;FEM;SG
اِنتظام	reglament	اِنتظام	reglament	N;NOM;MASC;SG;3	N;MASC;SG
اِنتظام	reglamentació	اِنتظام	reglamentació	N;NOM;MASC;SG;3	N;FEM;SG
اِنتظام	administració	اِنتظام	administració	N;NOM;MASC;SG;3	N;FEM;SG
اِنتفا	negation	اِنتفا	negation		
انتہاپسندی	extremisme	انتہاپسندی	extremisme	N;NOM;MASC;SG;3	N;MASC;SG
انٹ	nus	انٹ	nus		
انٹا	marble	انٹا	marble		
انٹا	marbre	انٹا	marbre		
انٹوچنا	aprofitar	انٹوچنا	aprofitar	V;SG;NFIN;ACT	V;NFIN
انٹوچنا	agafa	انٹوچنا	agafar	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
انٹوچنا	captura	انٹوچنا	captura	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
انٹی	riquesa	انٹی	riquesa	N;NOM;MASC;SG;3	N;FEM;SG
انٹی	diner	انٹی	diner	N;NOM;MASC;SG;3	N;MASC;SG
انٹی	bobina	انٹی	bobí	N;NOM;MASC;SG;3	N;FEM;SG
انجام	resultat	انجام	resultat	N;NOM;MASC;SG;3	N;MASC;SG
انجام	rescissió	انجام	rescissió	N;NOM;MASC;SG;3	N;FEM;SG
انجام	terminació	انجام	terminació	N;NOM;MASC;SG;3	N;FEM;SG
انجام	concertació	انجام	concertació	N;NOM;MASC;SG;3	N;FEM;SG
انجام	conclusió	انجام	conclusió	N;NOM;MASC;SG;3	N;FEM;SG
انجام	finalització	انجام	finalització	N;NOM;MASC;SG;3	N;FEM;SG
انجام	compleció	انجام	compleció	N;NOM;MASC;SG;3	N;FEM;SG
انجھا	interval	انجھا	interval		
انجھا	gap	انجھا	gap		
اِنحصار	limitació	اِنحصار	limitació	N;NOM;MASC;SG;3	N;FEM;SG
اِنحصار	setge	اِنحصار	setge	N;NOM;MASC;SG;3	N;MASC;SG
اِنحصار	restricció	اِنحصار	restricció	N;NOM;MASC;SG;3	N;FEM;SG
انداز	condició	انداز	condició	N;NOM;MASC;SG;3	N;FEM;SG
انداز	actitud	انداز	actitud	N;NOM;MASC;SG;3	N;FEM;SG
انداز	intenció	انداز	intenció	N;NOM;MASC;SG;3	N;FEM;SG
انداز	condició	انداز	condició	N;NOM;MASC;SG;3	N;FEM;SG
انداز	actitud	انداز	actitud	N;NOM;MASC;SG;3	N;FEM;SG
انداز	intenció	انداز	intenció	N;NOM;MASC;SG;3	N;FEM;SG
انداز	estil	انداز	estil	N;NOM;MASC;SG;3	N;MASC;SG
اندازاً	aproximadament	اندازاً	aproximadament	ADV	ADV
اندازہ	mesura	اندازہ	mesura	N;NOM;MASC;SG;3	N;FEM;SG
اندازہ	mesurament	اندازہ	mesurament	N;NOM;MASC;SG;3	N;MASC;SG
اندازہ	valoració	اندازہ	valoració	N;NOM;MASC;SG;3	N;FEM;SG
اندازہ	avaluació	اندازہ	avaluació	N;NOM;MASC;SG;3	N;FEM;SG
اندازہ	estil	اندازہ	estil	N;NOM;MASC;SG;3	N;MASC;SG
اندازہ	càlcul	اندازہ	càlcul	N;NOM;MASC;SG;3	N;MASC;SG
اندازہ	mesura	اندازہ	mesura	N;NOM;MASC;SG;3	N;FEM;SG
اندازہ	mesurament	اندازہ	mesurament	N;NOM;MASC;SG;3	N;MASC;SG
