van	de	van	de	ADP	ADP
vertaling	tradução	vertaling	tradução	N;MASC+FEM;SG	N;FEM;SG
voorbeelden	exemplos	voorbeeld	exemplo	N;PL	N;MASC;PL
brabant	brabante	brabant	brabante	N;MASC+FEM;SG	N;MASC;SG
seizoenen	estações	seizoen	estação	N;PL	N;FEM;PL
seizoenen	temporadas	seizoen	temporada	N;PL	N;FEM;PL
genomineerd	nomeados	nomineren	nomear	V;V.PTCP	V;MASC;PL;V.PTCP
genomineerd	indicado	nomineren	indicar	V;V.PTCP	V;MASC;SG;V.PTCP
genomineerd	nomeado	nomineren	nomear	V;V.PTCP	V;MASC;SG;V.PTCP
genomineerd	nomeada	nomineren	nomear	V;V.PTCP	V;FEM;SG;V.PTCP
ouders	pais	ouder	pai	N;PL	N;MASC;PL
ogen	olhos	oog	olho	N;PL	N;MASC;PL
ster	estrela	ster	estrela	N;MASC+FEM;SG	N;FEM;SG
ster	star	ster	star	N;MASC+FEM;SG	N;MASC;SG
verhalen	contos	verhaal	conto	N;PL	N;MASC;PL
verhalen	histórias	verhaal	história	N;PL	N;FEM;PL
overheid	governo	overheid	governo	N;MASC+FEM;SG	N;MASC;SG
telde	contei	tellen	contar	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
telde	contado	tellen	contar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
svg	svg	svg	svg	N;MASC+FEM;SG	N;MASC;SG
iedere	cada	ieder	cada	DET	DET;FEM;SG
tegenstelling	contradição	tegenstelling	contradição	N;MASC+FEM;SG	N;FEM;SG
tegenstelling	contraste	tegenstelling	contraste	N;MASC+FEM;SG	N;MASC;SG
relatief	relativo	relatief	relativo	ADJ	ADJ;MASC;SG
plant	planta	plant	planta	N;MASC+FEM;SG	N;FEM;SG
plant	plant	plant	plant	N;MASC+FEM;SG	N;MASC;SG
plant	usina	plant	usina	N;MASC+FEM;SG	N;FEM;SG
resolutie	resolução	resolutie	resolução	N;MASC+FEM;SG	N;FEM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;MASC;SG
motor	mota	motor	mota	N;MASC+FEM;SG	N;MASC;SG
motor	motocicleta	motor	motocicleta	N;MASC+FEM;SG	N;FEM;SG
motor	moto	motor	moto	N;MASC+FEM;SG	N;FEM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;MASC;SG
motor	moto	motor	moto	N;MASC+FEM;SG	N;FEM;SG
denken	pensando	denken	pensar	V;NFIN	V;V.MSDR
denken	pensar	denken	pensar	V;NFIN	V;NFIN
denken	pense	denken	pensar	V;NFIN	V;SBJV;SG;3;PRS;FIN
denken	pensem	denken	pensar	V;NFIN	V;SBJV;PL;3;PRS;FIN
denken	pensa	denken	pensar	V;NFIN	V;IND;SG;3;PRS;FIN
denken	pensar	denken	pensar	V;NFIN	V;NFIN
kracht	dosagem	kracht	dosagem	N;MASC+FEM;SG	N;FEM;SG
kracht	força	kracht	força	N;MASC+FEM;SG	N;FEM;SG
kracht	force	kracht	forcer	N;MASC+FEM;SG	N;MASC;SG
kracht	força	kracht	força	N;MASC+FEM;SG	N;FEM;SG
kracht	potência	kracht	potência	N;MASC+FEM;SG	N;FEM;SG
kracht	energia	kracht	energia	N;MASC+FEM;SG	N;FEM;SG
kracht	poder	kracht	poder	N;MASC+FEM;SG	N;MASC;SG
kracht	power	kracht	power	N;MASC+FEM;SG	N;MASC;SG
gray	gray	gray	gray	N;MASC+FEM;SG	N;MASC;SG
gray	cinza	gray	cinza	N;MASC+FEM;SG	N;FEM;SG
canada	canadá	canada	canadá	N;NEUT;SG	N;MASC;SG
canada	canada	canada	canada	N;NEUT;SG	N;FEM;SG
verschil	diff	verschil	diff	N;NEUT;SG	N;MASC;SG
verschil	diferenca	verschil	diferenca	N;NEUT;SG	N;FEM;SG
verschil	diferença	verschil	diferença	N;NEUT;SG	N;FEM;SG
clubs	clubs	club	clubs	N;PL	N;MASC;PL
clubs	discotecas	club	discoteca	N;PL	N;FEM;PL
clubs	clubes	club	clube	N;PL	N;MASC;PL
volgen	siga	volgen	siga	V;NFIN	V;SBJV;SG;3;PRS;FIN
volgen	segue	volgen	seguir	V;NFIN	V;IND;SG;3;PRS;FIN
volgen	seguir	volgen	seguir	V;NFIN	V;NFIN
volgen	sigam	volgen	seguir	V;NFIN	V;SBJV;PL;3;PRS;FIN
merk	brand	merk	brand	N;NEUT;SG	N;MASC;SG
merk	marca	merk	marca	N;NEUT;SG	N;FEM;SG
zwart	negro	zwart	negro	ADJ	ADJ;MASC;SG
halen	buscar	halen	buscar	V;NFIN	V;NFIN
halen	busque	halen	busque	V;NFIN	V;SBJV;SG;3;PRS;FIN
bereiken	alcançando	bereiken	alcançar	V;NFIN	V;V.MSDR
bereiken	atingindo	bereiken	atingir	V;NFIN	V;V.MSDR
bereiken	alcançar	bereiken	alcançar	V;NFIN	V;NFIN
kaart	mapa	kaart	mapa	N;MASC+FEM;SG	N;MASC;SG
kaart	mapa	kaart	mapa	N;MASC+FEM;SG	N;MASC;SG
contact	contacto	contact	contacto	N;NEUT;SG	N;MASC;SG
contact	contato	contact	contato	N;NEUT;SG	N;MASC;SG
maand	mês	maand	mês	N;MASC+FEM;SG	N;MASC;SG
aanval	attack	aanval	attack	N;MASC+FEM;SG	N;MASC;SG
aanval	ataque	aanval	ataque	N;MASC+FEM;SG	N;MASC;SG
aanval	assalto	aanval	assalto	N;MASC+FEM;SG	N;MASC;SG
aanval	agressão	aanval	agressão	N;MASC+FEM;SG	N;FEM;SG
walker	walker	walk	walker	N;MASC+FEM;SG	N;MASC;SG
resultaat	desfecho	resultaat	desfecho	N;NEUT;SG	N;MASC;SG
resultaat	resultado	resultaat	resultado	N;NEUT;SG	N;MASC;SG
resultaat	resultado	resultaat	resultado	N;NEUT;SG	N;MASC;SG
resultaat	resultado	resultaat	resultado	N;NEUT;SG	N;MASC;SG
verspreiding	difusão	verspreiding	difusão	N;MASC+FEM;SG	N;FEM;SG
verspreiding	propagação	verspreiding	propagação	N;MASC+FEM;SG	N;FEM;SG
verspreiding	difusão	verspreiding	difusão	N;MASC+FEM;SG	N;FEM;SG
verspreiding	divulgação	verspreiding	divulgação	N;MASC+FEM;SG	N;FEM;SG
verspreiding	disseminação	verspreiding	disseminação	N;MASC+FEM;SG	N;FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC+FEM;SG	N;MASC;SG
teksten	textos	tekst	texto	N;PL	N;MASC;PL
teksten	letras	tekst	letra	N;PL	N;FEM;PL
instituut	instituto	instituut	instituto	N;NEUT;SG	N;MASC;SG
beetje	bit	beetje	bit	N;NEUT;SG	N;MASC;SG
king	king	kingen	king	N;MASC+FEM;SG	N;MASC;SG
king	rei	kingen	rei	N;MASC+FEM;SG	N;MASC;SG
gesproken	falados	spreken	falar	V;V.PTCP	V;MASC;PL;V.PTCP
gesproken	falou	spreken	falar	V;V.PTCP	V;IND;SG;3;PST;FIN
gesproken	falado	spreken	falar	V;V.PTCP	V;MASC;SG;V.PTCP
gesproken	falada	spreken	falar	V;V.PTCP	V;FEM;SG;V.PTCP
gesproken	faladas	spreken	falar	V;V.PTCP	V;FEM;PL;V.PTCP
arts	médico	arts	médico	N;MASC+FEM;SG	N;MASC;SG
arts	doutor	arts	doutor	N;MASC+FEM;SG	N;MASC;SG
arts	médica	arts	médico	N;MASC+FEM;SG	N;FEM;SG
arts	doutora	arts	doutora	N;MASC+FEM;SG	N;FEM;SG
arts	doctor	arts	doctor	N;MASC+FEM;SG	N;MASC;SG
arts	médico	arts	médico	N;MASC+FEM;SG	N;MASC;SG
commissie	comissão	commissie	comissão	N;MASC+FEM;SG	N;FEM;SG
commissie	comitê	commissie	comitê	N;MASC+FEM;SG	N;MASC;SG
commissie	comite	commissie	comite	N;MASC+FEM;SG	N;MASC;SG
commissie	comissão	commissie	comissão	N;MASC+FEM;SG	N;FEM;SG
commissie	comité	commissie	comité	N;MASC+FEM;SG	N;MASC;SG
kruis	cruz	kruis	cruz	N;NEUT;SG	N;FEM;SG
kruis	cross	kruis	cross	N;NEUT;SG	N;MASC;SG
moeilijk	duro	moeilijk	duro	ADJ	ADJ;MASC;SG
moeilijk	difícil	moeilijk	difícil	ADJ	ADJ;MASC;SG
moeilijk	dificil	moeilijk	dificil	ADJ	ADJ;MASC;SG
moeilijk	difíceis	moeilijk	difícil	ADJ	ADJ;MASC;PL
moeilijk	difícil	moeilijk	difícil	ADJ	ADJ;MASC;SG
prix	prix	prix	prix	N;MASC+FEM;SG	N;MASC;SG
zangeres	cantora	zangeres	cantora	N;MASC+FEM;SG	N;FEM;SG
zangeres	singer	zangeres	singer	N;MASC+FEM;SG	N;MASC;SG
zangeres	cantor	zangeres	cantor	N;MASC+FEM;SG	N;MASC;SG
euro	euro	euro	euro	N;MASC+FEM;SG	N;MASC;SG
bank	banco	bank	banco	N;MASC+FEM;SG	N;MASC;SG
bank	bank	bank	bank	N;MASC+FEM;SG	N;MASC;SG
bank	sofá	bank	sofá	N;MASC+FEM;SG	N;MASC;SG
bank	divã	bank	divão	N;MASC+FEM;SG	N;MASC;SG
uitgeverij	editor	uitgeverij	editor	N;MASC+FEM;SG	N;MASC;SG
uitgeverij	editora	uitgeverij	editora	N;MASC+FEM;SG	N;FEM;SG
uitgeverij	edição	uitgeverij	edição	N;MASC+FEM;SG	N;FEM;SG
uitgeverij	publicação	uitgeverij	publicação	N;MASC+FEM;SG	N;FEM;SG
winnen	ganhe	winnen	ganhar	V;NFIN	V;SBJV;SG;3;PRS;FIN
winnen	ganhar	winnen	ganhar	V;NFIN	V;NFIN
winnen	vencer	winnen	vencer	V;NFIN	V;NFIN
winnen	vencendo	winnen	vencer	V;NFIN	V;V.MSDR
winnen	ganhando	winnen	ganhar	V;NFIN	V;V.MSDR
winnen	ganhar	winnen	ganhar	V;NFIN	V;NFIN
naties	nações	naties	nação	N;PL	N;FEM;PL
sterke	forte	sterk	forte	ADJ	ADJ;MASC;SG
sterke	fortes	sterk	forte	ADJ	ADJ;MASC;PL
zwitserland	suíça	zwitserland	suíço	N;NEUT;SG	N;FEM;SG
zwitserland	suiça	zwitserland	suiçar	N;NEUT;SG	N;FEM;SG
optreden	realizando	optreden	realizar	V;NFIN	V;V.MSDR
eigenaar	dona	eigenaar	dona	N;MASC+FEM;SG	N;FEM;SG
eigenaar	proprietária	eigenaar	proprietária	N;MASC+FEM;SG	N;FEM;SG
eigenaar	dono	eigenaar	dono	N;MASC+FEM;SG	N;MASC;SG
eigenaar	proprietário	eigenaar	proprietário	N;MASC+FEM;SG	N;MASC;SG
royal	real	royal	real	N;MASC+FEM;SG	N;MASC;SG
royal	royal	royal	royal	N;MASC+FEM;SG	N;MASC;SG
geleden	atrás	geleden	atrás	ADV	ADV
volledige	cheia	volledig	cheio	ADJ	ADJ;FEM;SG
volledige	plena	volledig	pleno	ADJ	ADJ;FEM;SG
volledige	pleno	volledig	pleno	ADJ	ADJ;MASC;SG
volledige	cheio	volledig	cheio	ADJ	ADJ;MASC;SG
bos	floresta	bos	floresta	N;NEUT;SG	N;FEM;SG
bos	bosque	bos	bosque	N;NEUT;SG	N;MASC;SG
bos	bos	bos	bo	N;NEUT;SG	N;MASC;SG
bos	floresta	bos	floresta	N;NEUT;SG	N;FEM;SG
bos	bosque	bos	bosque	N;NEUT;SG	N;MASC;SG
bos	forest	bos	forest	N;NEUT;SG	N;MASC;SG
begraafplaats	cemitério	begraafplaats	cemitério	N;MASC+FEM;SG	N;MASC;SG
begraafplaats	cemitério	begraafplaats	cemitério	N;MASC+FEM;SG	N;MASC;SG
zoeken	procurar	zoeken	procurar	V;NFIN	V;NFIN
zoeken	pesquisar	zoeken	pesquisar	V;NFIN	V;NFIN
combinatie	combinação	combinatie	combinação	N;MASC+FEM;SG	N;FEM;SG
combinatie	combo	combinatie	combo	N;MASC+FEM;SG	N;MASC;SG
bedrijven	companhias	bedrijf	companhia	N;PL	N;FEM;PL
bedrijven	empresas	bedrijf	empresa	N;PL	N;FEM;PL
bedrijven	negócios	bedrijf	negócio	N;PL	N;MASC;PL
gemiddelde	médio	gemiddeld	médio	ADJ	ADJ;MASC;SG
verschenen	compareceu	verschijnen	comparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
verschenen	apareceu	verschijnen	aparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
verschenen	apareceram	verschijnen	aparecer	V;V.PTCP	V;IND;PL;3;FIN
verschenen	publicados	verschijnen	publicar	V;V.PTCP	V;MASC;PL;V.PTCP
verschenen	publicou	verschijnen	publicar	V;V.PTCP	V;IND;SG;3;PST;FIN
verschenen	publicadas	verschijnen	publicar	V;V.PTCP	V;FEM;PL;V.PTCP
verschenen	publicada	verschijnen	publicar	V;V.PTCP	V;FEM;SG;V.PTCP
verschenen	publicado	verschijnen	publicar	V;V.PTCP	V;MASC;SG;V.PTCP
beschikbaar	disponível	beschikbaar	disponível	ADJ	ADJ;MASC;SG
beschikbaar	disponivel	beschikbaar	disponivel	ADJ	ADJ;MASC;SG
lezen	lidos	lezen	ler	V;NFIN	V;MASC;PL;V.PTCP
lezen	ler	lezen	ler	V;NFIN	V;NFIN
lezen	leia	lezen	ler	V;NFIN	V;SBJV;SG;3;PRS;FIN
lezen	lê	lezen	ler	V;NFIN	V;IND;SG;3;PRS;FIN
lezen	ler	lezen	ler	V;NFIN	V;NFIN
lezen	lendo	lezen	ler	V;NFIN	V;V.MSDR
deelnemers	concorrentes	deelnemer	concorrente	N;PL	N;MASC;PL
deelnemers	competidores	deelnemer	competidor	N;PL	N;MASC;PL
deelnemers	participantes	deelnemer	participante	N;PL	N;MASC;PL
deelnemers	participantes	deelnemer	participante	N;PL	N;MASC;PL
haven	porto	haven	porto	N;MASC+FEM;SG	N;MASC;SG
haven	haven	haven	haven	N;MASC+FEM;SG	N;MASC;SG
ngc	ngc	ngc	ngc	N;MASC+FEM;SG	N;FEM;SG
behouden	preserve	behouden	preservar	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
behouden	preservar	behouden	preservar	V;V.PTCP	V;NFIN
behouden	conservado	behouden	conservar	V;V.PTCP	V;MASC;SG;V.PTCP
behouden	manteve	behouden	manter	V;V.PTCP	V;IND;SG;3;PST;FIN
behouden	retida	behouden	reter	V;V.PTCP	V;FEM;SG;V.PTCP
behouden	mantidos	behouden	manter	V;V.PTCP	V;MASC;PL;V.PTCP
behouden	mantido	behouden	manter	V;V.PTCP	V;MASC;SG;V.PTCP
behouden	retidos	behouden	reter	V;V.PTCP	V;MASC;PL;V.PTCP
jaarlijks	anual	jaarlijks	anual	ADJ	ADJ;MASC;SG
jaarlijks	anual	jaarlijks	anual	ADJ	ADJ;MASC;SG
rock	rochedo	rock	rochedo	N;MASC+FEM;SG	N;MASC;SG
rock	rocha	rock	rocha	N;MASC+FEM;SG	N;FEM;SG
rock	pedra	rock	pedra	N;MASC+FEM;SG	N;FEM;SG
rock	rock	rock	rock	N;MASC+FEM;SG	N;MASC;SG
verdeeld	divididas	verdelen	dividir	V;V.PTCP	V;FEM;PL;V.PTCP
verdeeld	dividida	verdelen	dividir	V;V.PTCP	V;FEM;SG;V.PTCP
verdeeld	dividido	verdelen	dividir	V;V.PTCP	V;MASC;SG;V.PTCP
verdeeld	divididos	verdelen	dividir	V;V.PTCP	V;MASC;PL;V.PTCP
verdeeld	divido	verdelen	divido	V;V.PTCP	V;MASC;SG;V.PTCP
verdeeld	distribuídas	verdelen	distribuir	V;V.PTCP	V;FEM;PL;V.PTCP
verdeeld	distribuída	verdelen	distribuir	V;V.PTCP	V;FEM;SG;V.PTCP
verdeeld	distribuiu	verdelen	distribuir	V;V.PTCP	V;IND;SG;3;PST;FIN
verdeeld	distribuído	verdelen	distribuir	V;V.PTCP	V;MASC;SG;V.PTCP
verdeeld	distribuídos	verdelen	distribuir	V;V.PTCP	V;MASC;PL;V.PTCP
theater	teatro	theater	teatro	N;NEUT;SG	N;MASC;SG
theater	teatro	theater	teatro	N;NEUT;SG	N;MASC;SG
tijdschrift	magazine	tijdschrift	magazine	N;NEUT;SG	N;MASC;SG
tijdschrift	revista	tijdschrift	revista	N;NEUT;SG	N;FEM;SG
tijdschrift	jornal	tijdschrift	jornal	N;NEUT;SG	N;MASC;SG
tijdschrift	diário	tijdschrift	diário	N;NEUT;SG	N;MASC;SG
tijdschrift	journal	tijdschrift	journal	N;NEUT;SG	N;MASC;SG
mond	boquinha	mond	boquinha	N;MASC+FEM;SG	N;FEM;SG
mond	mouth	mond	mouth	N;MASC+FEM;SG	N;MASC;SG
mond	boca	mond	boca	N;MASC+FEM;SG	N;FEM;SG
mond	foz	mond	foz	N;MASC+FEM;SG	N;FEM;SG
planten	plantas	plant	planta	N;PL	N;FEM;PL
planten	usinas	plant	usina	N;PL	N;FEM;PL
materiaal	equipamento	materiaal	equipamento	N;NEUT;SG	N;MASC;SG
materiaal	material	materiaal	material	N;NEUT;SG	N;MASC;SG
activiteiten	atividades	activiteit	atividade	N;PL	N;FEM;PL
activiteiten	actividades	activiteit	actividade	N;PL	N;FEM;PL
allen	tudo	al	tudo	PRO	PRO;MASC;SG
beginnen	comece	beginnen	começar	V;NFIN	V;SBJV;SG;3;PRS;FIN
beginnen	comecem	beginnen	começar	V;NFIN	V;SBJV;PL;3;PRS;FIN
beginnen	iniciar	beginnen	iniciar	V;NFIN	V;NFIN
beginnen	começa	beginnen	começar	V;NFIN	V;IND;SG;3;PRS;FIN
beginnen	começar	beginnen	começar	V;NFIN	V;NFIN
beginnen	começar	beginnen	começar	V;NFIN	V;NFIN
beginnen	comece	beginnen	começar	V;NFIN	V;SBJV;SG;3;PRS;FIN
beginnen	comecem	beginnen	começar	V;NFIN	V;SBJV;PL;3;PRS;FIN
hoogleraar	professor	hoogleraar	professor	N;MASC+FEM;SG	N;MASC;SG
hoogleraar	professora	hoogleraar	professora	N;MASC+FEM;SG	N;FEM;SG
henry	henrique	henry	henrique	N;MASC+FEM;SG	N;MASC;SG
steun	auxílio	steun	auxílio	N;MASC+FEM;SG	N;MASC;SG
steun	auxilio	steun	auxilio	N;MASC+FEM;SG	N;MASC;SG
steun	ajuda	steun	ajuda	N;MASC+FEM;SG	N;FEM;SG
steun	apoio	steun	apoio	N;MASC+FEM;SG	N;MASC;SG
steun	suporte	steun	suporte	N;MASC+FEM;SG	N;MASC;SG
google	google	goog	google	N;MASC+FEM;SG	N;MASC;SG
verlaten	deixe	verlaten	deixar	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
verlaten	sair	verlaten	sair	V;V.PTCP	V;NFIN
verlaten	deixar	verlaten	deixar	V;V.PTCP	V;NFIN
verlaten	abandonadas	verlaten	abandonar	V;V.PTCP	V;FEM;PL;V.PTCP
verlaten	abandonou	verlaten	abandonar	V;V.PTCP	V;IND;SG;3;PST;FIN
verlaten	abandonada	verlaten	abandonar	V;V.PTCP	V;FEM;SG;V.PTCP
verlaten	abandonado	verlaten	abandonar	V;V.PTCP	V;MASC;SG;V.PTCP
verlaten	abandonados	verlaten	abandonar	V;V.PTCP	V;MASC;PL;V.PTCP
negen	nove	negen	nove	NUM	NUM
orgel	orgel	orgel	orgel	N;NEUT;SG	N;MASC;SG
orgel	órgão	orgel	órgão	N;NEUT;SG	N;MASC;SG
bisdom	bispado	bisdom	bispar	N;NEUT;SG	N;MASC;SG
bisdom	diocese	bisdom	diocese	N;NEUT;SG	N;FEM;SG
groeide	cresceu	groeien	crescer	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
precies	exata	precies	exato	ADJ	ADJ;FEM;SG
bereikte	atingido	bereiken	atingir	V;SG;PST;FIN	V;MASC;SG;V.PTCP
bereikte	alcançada	bereiken	alcançar	V;SG;PST;FIN	V;FEM;SG;V.PTCP
bereikte	alcançado	bereiken	alcançar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
bereikte	alcançou	bereiken	alcançar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
bereikte	alcançada	bereiken	alcançar	V;SG;PST;FIN	V;FEM;SG;V.PTCP
bereikte	alcançado	bereiken	alcançar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
hogere	superior	hoog	alto	ADJ;CMPR	ADJ;MASC;SG
luik	liège	luik	liège	N;NEUT;SG	N;MASC;SG
luik	liège	luik	liège	N;NEUT;SG	N;MASC;SG
luik	escotilha	luik	escotilha	N;NEUT;SG	N;FEM;SG
luik	alçapão	luik	alçapão	N;NEUT;SG	N;MASC;SG
luik	hatch	luik	hatch	N;NEUT;SG	N;MASC;SG
hoort	pertence	horen	pertencer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
breuning	breuning	breuning	breuning	N;MASC+FEM;SG	N;MASC;SG
zang	vocal	zang	vocal	N;MASC+FEM;SG	N;MASC;SG
zang	canção	zang	canção	N;MASC+FEM;SG	N;FEM;SG
zang	song	zang	song	N;MASC+FEM;SG	N;MASC;SG
genre	género	genre	género	N;NEUT;SG	N;MASC;SG
genre	gênero	genre	gênero	N;NEUT;SG	N;MASC;SG
stelt	propõe	stellen	propor	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
verbinding	ligação	verbinding	ligação	N;MASC+FEM;SG	N;FEM;SG
verbinding	conexão	verbinding	conexão	N;MASC+FEM;SG	N;FEM;SG
jack	valete	jack	valete	N;MASC+FEM;SG	N;MASC;SG
jack	jack	jack	jack	N;MASC+FEM;SG	N;MASC;SG
dragen	vestindo	dragen	vestir	V;NFIN	V;V.MSDR
dragen	veste	dragen	veste	V;NFIN	V;IND;SG;3;PRS;FIN
dragen	vestir	dragen	vestir	V;NFIN	V;NFIN
getrouwd	casou	trouwen	casar	V;V.PTCP	V;IND;SG;3;PST;FIN
kritiek	crítica	kritiek	crítico	N;MASC+FEM;SG	N;FEM;SG
kritiek	crítica	kritiek	crítico	N;MASC+FEM;SG	N;FEM;SG
kritiek	crítico	kritiek	crítico	N;MASC+FEM;SG	N;MASC;SG
kritiek	crítica	kritiek	crítico	N;MASC+FEM;SG	N;FEM;SG
daniel	daniel	daniel	daniel	N;MASC+FEM;SG	N;MASC;SG
oorsprong	origem	oorsprong	origem	N;MASC+FEM;SG	N;FEM;SG
divisie	divisão	divisie	divisão	N;MASC+FEM;SG	N;FEM;SG
geproduceerd	produzidos	produceren	produzir	V;V.PTCP	V;MASC;PL;V.PTCP
geproduceerd	produziu	produceren	produzir	V;V.PTCP	V;IND;SG;3;PST;FIN
geproduceerd	produzida	produceren	produzir	V;V.PTCP	V;FEM;SG;V.PTCP
geproduceerd	produzidas	produceren	produzir	V;V.PTCP	V;FEM;PL;V.PTCP
geproduceerd	produzido	produceren	produzir	V;V.PTCP	V;MASC;SG;V.PTCP
geproduceerd	fabricados	produceren	fabricar	V;V.PTCP	V;MASC;PL;V.PTCP
geproduceerd	fabricado	produceren	fabricar	V;V.PTCP	V;MASC;SG;V.PTCP
geproduceerd	fabricada	produceren	fabricar	V;V.PTCP	V;FEM;SG;V.PTCP
geproduceerd	fabricadas	produceren	fabricar	V;V.PTCP	V;FEM;PL;V.PTCP
jacob	jacob	jacob	jacob	N;MASC+FEM;SG	N;MASC;SG
jacob	jacó	jacob	jacó	N;MASC+FEM;SG	N;MASC;SG
vrienden	amigos	vriend	amigo	N;PL	N;MASC;PL
vrienden	amigas	vriend	amiga	N;PL	N;FEM;PL
verkozen	eleito	verkiezen	eleger	V;V.PTCP	V;MASC;SG;V.PTCP
verkozen	eleita	verkiezen	eleger	V;V.PTCP	V;FEM;SG;V.PTCP
verkozen	eleitos	verkiezen	eleger	V;V.PTCP	V;MASC;PL;V.PTCP
spons	esponja	spons	esponja	N;MASC+FEM;SG	N;FEM;SG
kijken	olhando	kijken	olhar	V;NFIN	V;V.MSDR
kijken	procurando	kijken	procurar	V;NFIN	V;V.MSDR
kijken	assista	kijken	assistar	V;NFIN	V;SBJV;SG;3;PRS;FIN
kijken	assistir	kijken	assistir	V;NFIN	V;NFIN
kijken	assistam	kijken	assistir	V;NFIN	V;SBJV;PL;3;PRS;FIN
kijken	observando	kijken	observar	V;NFIN	V;V.MSDR
kijken	assistindo	kijken	assistir	V;NFIN	V;V.MSDR
kijken	vendo	kijken	ver	V;NFIN	V;V.MSDR
opera	ópera	opera	ópera	N;MASC+FEM;SG	N;FEM;SG
soldaten	soldados	soldaat	soldado	N;PL	N;MASC;PL
originele	original	origineel	original	ADJ	ADJ;MASC;SG
zat	sentei	zitten	sentar	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
zat	sentado	zitten	sentar	V;SG;PST;FIN	V;MASC;SG;V.PTCP
internet	internet	internet	internet	N;NEUT;SG	N;FEM;SG
debuteerde	estreou	debuteren	estrear	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
thema	temática	thema	temático	N;NEUT;SG	N;FEM;SG
thema	tema	thema	tema	N;NEUT;SG	N;MASC;SG
rechts	certo	rechts	certo	ADJ	ADJ;MASC;SG
politie	polícia	politie	polícia	N;MASC+FEM;SG	N;FEM;SG
politie	policia	politie	policia	N;MASC+FEM;SG	N;FEM;SG
show	espetáculo	show	espetáculo	N;MASC+FEM;SG	N;MASC;SG
show	show	show	show	N;MASC+FEM;SG	N;MASC;SG
begrip	entendimento	begrip	entendimento	N;NEUT;SG	N;MASC;SG
begrip	compreensão	begrip	compreensão	N;NEUT;SG	N;FEM;SG
dingen	coisas	dingen	coisa	N;PL	N;FEM;PL
kust	litoral	kust	litoral	N;MASC+FEM;SG	N;MASC;SG
kust	costa	kust	costa	N;MASC+FEM;SG	N;FEM;SG
dirigent	maestro	dirigent	maestro	N;MASC+FEM;SG	N;MASC;SG
dirigent	condutor	dirigent	condutor	N;MASC+FEM;SG	N;MASC;SG
last	ónus	last	ónus	N;MASC+FEM;SG	N;MASC;SG
last	fardo	last	fardo	N;MASC+FEM;SG	N;MASC;SG
voorkeur	preferência	voorkeur	preferência	N;MASC+FEM;SG	N;FEM;SG
voorkeur	preferência	voorkeur	preferência	N;MASC+FEM;SG	N;FEM;SG
santa	santa	santa	santo	N;SG	N;FEM;SG
historisch	histórico	historisch	histórico	ADJ	ADJ;MASC;SG
historisch	históricas	historisch	histórico	ADJ	ADJ;FEM;PL
historisch	histórica	historisch	histórico	ADJ	ADJ;FEM;SG
historisch	históricos	historisch	histórico	ADJ	ADJ;MASC;PL
historisch	históricas	historisch	histórico	ADJ	ADJ;FEM;PL
historisch	histórico	historisch	histórico	ADJ	ADJ;MASC;SG
historisch	histórica	historisch	histórico	ADJ	ADJ;FEM;SG
historisch	históricos	historisch	histórico	ADJ	ADJ;MASC;PL
lee	lee	lee	lee	N;MASC+FEM;SG	N;MASC;SG
head	head	head	head	N;MASC+FEM;SG	N;MASC;SG
head	cabeça	head	cabeça	N;MASC+FEM;SG	N;FEM;SG
plannen	planos	plan	plano	N;PL	N;MASC;PL
max	max	max	max	N;MASC+FEM;SG	N;MASC;SG
max	máx	max	máx	N;MASC+FEM;SG	N;MASC;SG
opgeheven	levantada	opheffen	levantar	V;V.PTCP	V;FEM;SG;V.PTCP
opgeheven	levantado	opheffen	levantar	V;V.PTCP	V;MASC;SG;V.PTCP
opgeheven	levantadas	opheffen	levantar	V;V.PTCP	V;FEM;PL;V.PTCP
slecht	ruim	slecht	ruim	ADJ	ADJ;MASC;SG
slecht	mau	slecht	mau	ADJ	ADJ;MASC;SG
slecht	má	slecht	má	ADJ	ADJ;FEM;SG
regisseur	director	regisseur	director	N;MASC+FEM;SG	N;MASC;SG
regisseur	directora	regisseur	directora	N;MASC+FEM;SG	N;FEM;SG
regisseur	diretora	regisseur	diretora	N;MASC+FEM;SG	N;FEM;SG
regisseur	diretor	regisseur	diretor	N;MASC+FEM;SG	N;MASC;SG
regisseur	realizador	regisseur	realizador	N;MASC+FEM;SG	N;MASC;SG
