talent	талант	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;SG
klopi	пейката	klop	пейка	N;NOM;FEM;SG	N;DEF;FEM;SG
klopi	пейка	klop	пейка	N;NOM;FEM;SG	N;INDF;FEM;SG
konvencija	конвенция	konvencija	конвенция	N;NOM;FEM;SG	N;INDF;FEM;SG
konvencija	конгрес	konvencija	конгрес	N;NOM;FEM;SG	N;INDF;MASC;SG
delitve	разделения	delitev	разделение	N;NOM;FEM;PL	N;INDF;NEUT;PL
delitve	участъци	delitev	участък	N;NOM;FEM;PL	N;INDF;MASC;PL
delitve	дивизии	delitev	дивизия	N;NOM;FEM;PL	N;INDF;FEM;PL
poraba	харчене	poraba	харчене	N;NOM;FEM;SG	N;INDF;NEUT;SG
poraba	потребление	poraba	потребление	N;NOM;FEM;SG	N;INDF;NEUT;SG
poraba	консумация	poraba	консумация	N;NOM;FEM;SG	N;INDF;FEM;SG
žleze	жлези	žleza	жлез	N;NOM;FEM;PL	N;INDF;FEM;PL
žleze	жлези	žleza	жлез	N;NOM;FEM;PL	N;INDF;FEM;PL
zadetkov	попадения	zadetek	попадение	N;GEN;MASC;PL	N;INDF;NEUT;PL
zadetkov	хитове	zadetek	хит	N;GEN;MASC;PL	N;INDF;MASC;PL
merila	критерии	meriti	критерий	N;NOM;NEUT;PL	N;INDF;MASC;PL
desetletju	десетилетие	desetletje	десетилетие	N;DAT;NEUT;SG	N;INDF;NEUT;SG
jajca	яйца	jajce	яйце	N;NOM;NEUT;PL	N;INDF;NEUT;PL
jajca	яйцата	jajce	яйце	N;NOM;NEUT;PL	N;DEF;NEUT;PL
jajca	топки	jajce	топка	N;NOM;NEUT;PL	N;INDF;FEM;PL
jajca	топките	jajce	топка	N;NOM;NEUT;PL	N;DEF;FEM;PL
jajca	топчета	jajce	топче	N;NOM;NEUT;PL	N;INDF;NEUT;PL
jajca	балове	jajce	бал	N;NOM;NEUT;PL	N;INDF;MASC;PL
pretirano	прекомерна	pretirano	прекомерен	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
zemljišča	земи	zemljišče	земя	N;NOM;NEUT;PL	N;INDF;FEM;PL
povezovanje	интегриране	povezovanje	интегриране	N;NOM;NEUT;SG	N;INDF;NEUT;SG
povezovanje	интеграция	povezovanje	интеграция	N;NOM;NEUT;SG	N;INDF;FEM;SG
povezovanje	свързване	povezovanje	свързване	N;NOM;NEUT;SG	N;INDF;NEUT;SG
prizori	сцените	prizor	сцена	N;NOM;MASC;PL	N;DEF;FEM;PL
prizori	сцени	prizor	сцена	N;NOM;MASC;PL	N;INDF;FEM;PL
globine	дълбини	globina	дълбина	N;NOM;FEM;PL	N;INDF;FEM;PL
globine	дълбините	globina	дълбина	N;NOM;FEM;PL	N;DEF;FEM;PL
nedvomno	несъмнено	nedvomno	несъмнено	ADV	ADV
botanik	ботаник	botanik	ботаник	N;NOM;MASC;SG	N;INDF;MASC;SG
col	col	col	col	N;NOM;MASC;SG	N;INDF;MASC;SG
flote	флоти	flot	флотя	N;NOM;FEM;PL	N;INDF;MASC;PL
kandidata	кандидатка	kandidat	кандидатка	N;NOM;MASC;SG	N;INDF;FEM;SG
kandidata	кандидатът	kandidat	кандидат	N;NOM;MASC;SG	N;DEF;MASC;SG
kandidata	кандидат	kandidat	кандидат	N;NOM;MASC;SG	N;INDF;MASC;SG
venec	венец	venec	венец	N;NOM;MASC;SG	N;INDF;MASC;SG
križišče	кръстовището	križišče	кръстовище	N;NOM;NEUT;SG	N;DEF;NEUT;SG
križišče	пресичане	križišče	пресичане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
križišče	кръстовище	križišče	кръстовище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
križišče	пресечка	križišče	пресечка	N;NOM;NEUT;SG	N;INDF;FEM;SG
križišče	възел	križišče	възел	N;NOM;NEUT;SG	N;INDF;MASC;SG
križišče	кръстовище	križišče	кръстовище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
križišče	кръстопът	križišče	кръстопът	N;NOM;NEUT;SG	N;INDF;MASC;SG
igralce	играчи	igralec	играч	N;ACC;MASC;PL	N;INDF;MASC;PL
palice	пръти	palica	прът	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	барове	palica	бар	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	решетки	palica	решетка	N;NOM;FEM;PL	N;INDF;FEM;PL
palice	решетките	palica	решетка	N;NOM;FEM;PL	N;DEF;FEM;PL
palice	пръчки	palica	пръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
palice	стикове	palica	стик	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	клубове	palica	клуб	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	клубовете	palica	клуб	N;NOM;FEM;PL	N;DEF;MASC;PL
palice	стикове	palica	стик	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	пръчки	palica	пръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
palice	пръчките	palica	пръчка	N;NOM;FEM;PL	N;DEF;FEM;PL
palice	пръчици	palica	пръчик	N;NOM;FEM;PL	N;INDF;MASC;PL
palice	пръчки	palica	пръчка	N;NOM;FEM;PL	N;INDF;FEM;PL
palice	пръти	palica	прът	N;NOM;FEM;PL	N;INDF;MASC;PL
puščava	пустиня	puščava	пустиня	N;NOM;FEM;SG	N;INDF;FEM;SG
puščava	пустинята	puščava	пустиня	N;NOM;FEM;SG	N;DEF;FEM;SG
zmožnost	способност	zmožnost	способност	N;NOM;FEM;SG	N;INDF;FEM;SG
zmožnost	способност	zmožnost	способност	N;NOM;FEM;SG	N;INDF;FEM;SG
podpis	подписване	podpis	подписване	N;NOM;MASC;SG	N;INDF;NEUT;SG
podpis	подписване	podpis	подписване	N;NOM;MASC;SG	N;INDF;NEUT;SG
podpis	подпис	podpis	подпис	N;NOM;MASC;SG	N;INDF;MASC;SG
melodije	мелодии	melodija	мелодия	N;NOM;FEM;PL	N;INDF;FEM;PL
melodije	мелодии	melodija	мелодия	N;NOM;FEM;PL	N;INDF;FEM;PL
obrambno	отбранителна	obramben	отбранителен	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
termin	срок	termin	срок	N;NOM;MASC;SG	N;INDF;MASC;SG
termin	термин	termin	термин	N;NOM;MASC;SG	N;INDF;MASC;SG
termin	мандат	termin	мандат	N;NOM;MASC;SG	N;INDF;MASC;SG
termin	назначаване	termin	назначаване	N;NOM;MASC;SG	N;INDF;NEUT;SG
robin	робин	robina	робин	N;NOM;MASC;SG	N;INDF;MASC;SG
lesena	дървен	lesen	дървен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
lesena	дървена	lesen	дървен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
lesena	дървен	lesen	дървен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
datotek	досиета	datoteka	досие	N;GEN;FEM;PL	N;INDF;NEUT;PL
datotek	файлове	datoteka	файл	N;GEN;FEM;PL	N;INDF;MASC;PL
samodejno	автоматично	samodejno	автоматично	ADV	ADV
samodejno	автоматично	samodejno	автоматично	ADV	ADV
samodejno	автоматично	samodejno	автоматично	ADV	ADV
kvartet	квартет	kvartet	квартет	N;NOM;MASC;SG	N;INDF;MASC;SG
kvartet	четворка	kvartet	четворка	N;NOM;MASC;SG	N;INDF;FEM;SG
wallace	уолас	wallace	уолас	N;NOM;MASC;SG	N;INDF;MASC;SG
posebnosti	особеностите	posebnost	особеност	N;NOM;FEM;PL	N;DEF;FEM;PL
pozitivni	позитивна	pozitiven	позитивен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
pozitivni	положителен	pozitiven	положителен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
pozitivni	положителна	pozitiven	положителен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
nedavno	напоследък	nedavno	напоследък	ADV	ADV
nedavno	наскоро	nedavno	наскоро	ADV	ADV
nedavno	неотдавна	nedavno	неотдавна	ADV	ADV
nedavno	скорошно	nedavno	скорошен	ADV	ADV
nedavno	отскоро	nedavno	отскоро	ADV	ADV
piramida	пирамида	piramid	пирамида	N;NOM;FEM;SG	N;INDF;FEM;SG
eur	евро	eura	евро	N;NOM;MASC;SG	N;INDF;NEUT;SG
žagar	пъзела	žagar	пъзелая	N;NOM;MASC;SG	N;DEF;MASC;SG
žagar	пъзел	žagar	пъзел	N;NOM;MASC;SG	N;INDF;MASC;SG
katedrale	катедрали	katedrala	катедрал	N;NOM;FEM;PL	N;INDF;MASC;PL
zvočni	звуков	zvočen	звуков	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
slava	славата	slava	слава	N;NOM;FEM;SG	N;DEF;FEM;SG
slava	слава	slava	слава	N;NOM;FEM;SG	N;INDF;FEM;SG
slava	слава	slava	слава	N;NOM;FEM;SG	N;INDF;FEM;SG
slava	глори	slava	глоря	N;NOM;FEM;SG	N;INDF;MASC;SG
madžari	унгарците	madžara	унгарец	N;NOM;MASC;PL	N;DEF;MASC;PL
sočasno	едновременно	sočasno	едновременно	ADV	ADV
sočasno	едновременно	sočasno	едновременно	ADV	ADV
moto	девиз	moto	девиз	N;NOM;MASC;SG	N;INDF;MASC;SG
moto	мотото	moto	мото	N;NOM;MASC;SG	N;DEF;NEUT;SG
moto	мото	moto	мото	N;NOM;MASC;SG	N;INDF;NEUT;SG
moto	мото	moto	мото	N;NOM;MASC;SG	N;INDF;NEUT;SG
duševno	психичното	duševno	психичен	ADJ;NOM;NEUT;SG	ADJ;DEF;NEUT;SG
duševno	психически	duševno	психически	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ekip	отбори	ekipa	отбор	N;GEN;FEM;PL	N;INDF;MASC;PL
ekip	екипи	ekipa	екип	N;GEN;FEM;PL	N;INDF;MASC;PL
lokacijo	местоположение	lokacija	местоположение	N;ACC;FEM;SG	N;INDF;NEUT;SG
lokacijo	място	lokacija	място	N;ACC;FEM;SG	N;INDF;NEUT;SG
lokacijo	местонахождение	lokacija	местонахождение	N;ACC;FEM;SG	N;INDF;NEUT;SG
lokacijo	локация	lokacija	локация	N;ACC;FEM;SG	N;INDF;FEM;SG
valovi	вълните	val	вълна	N;NOM;MASC;PL	N;DEF;FEM;PL
valovi	вълни	val	вълна	N;NOM;MASC;PL	N;INDF;FEM;PL
zvezno	федерален	zvezen	федерален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
zvezno	федерална	zvezen	федерален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
populacija	популация	populacija	популация	N;NOM;FEM;SG	N;INDF;FEM;SG
populacija	население	populacija	население	N;NOM;FEM;SG	N;INDF;NEUT;SG
zamenjava	суап	zamenjava	суап	N;NOM;FEM;SG	N;INDF;MASC;SG
zamenjava	замяна	zamenjava	замяна	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	размяна	zamenjava	размяна	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	замяна	zamenjava	замяна	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	заместване	zamenjava	заместване	N;NOM;FEM;SG	N;INDF;NEUT;SG
zamenjava	подмяна	zamenjava	подмяна	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	замяна	zamenjava	замяна	N;NOM;FEM;SG	N;INDF;FEM;SG
zamenjava	заместване	zamenjava	заместване	N;NOM;FEM;SG	N;INDF;NEUT;SG
kače	змиите	kača	змия	N;NOM;FEM;PL	N;DEF;FEM;PL
kače	змии	kača	змия-се	N;NOM;FEM;PL	N;INDF;FEM;PL
skoki	скокове	skok	скок	N;NOM;MASC;PL	N;INDF;MASC;PL
skoki	скокове	skok	скок	N;NOM;MASC;PL	N;INDF;MASC;PL
delavce	работниците	delavec	работник	N;ACC;MASC;PL	N;DEF;MASC;PL
delavce	работници	delavec	работник	N;ACC;MASC;PL	N;INDF;MASC;PL
odposlancev	пратеници	odposlanec	пратеник	N;GEN;MASC;PL	N;INDF;MASC;PL
napadalec	нападател	napadalec	нападател	N;NOM;MASC;SG	N;INDF;MASC;SG
napadalec	нападателят	napadalec	нападател	N;NOM;MASC;SG	N;DEF;MASC;SG
napadalec	нападателя	napadalec	нападател	N;NOM;MASC;SG	N;DEF;MASC;SG
napadalec	нападател	napadalec	нападател	N;NOM;MASC;SG	N;INDF;MASC;SG
čustveno	емоционално	čustven	емоционално	ADV	ADV
čustveno	емоционално	čustven	емоционално	ADV	ADV
encima	ензим	encim	ензим	N;NOM;MASC;SG	N;INDF;MASC;SG
encima	ензима	encim	ензим	N;NOM;MASC;SG	N;DEF;MASC;SG
verjame	вярва	verjeti	вярвам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dream	сън	dream	сън	N;NOM;MASC;SG	N;INDF;MASC;SG
dream	мечта	dream	мечта	N;NOM;MASC;SG	N;INDF;FEM;SG
nasledniki	наследници	naslednik	наследник	N;NOM;MASC;PL	N;INDF;MASC;PL
centralne	централни	centralen	централен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
monarhija	монархия	monarhija	монархия	N;NOM;FEM;SG	N;INDF;FEM;SG
monarhija	монархията	monarhija	монархия	N;NOM;FEM;SG	N;DEF;FEM;SG
vlaken	влакна	vlakno	влакно	N;GEN;NEUT;PL	N;INDF;NEUT;PL
preprečil	осуетен	preprečiti	осуетя-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mansell	мансел	mansela	мансел	N;NOM;MASC;SG	N;INDF;MASC;SG
propad	гибел	propad	гибел	N;NOM;MASC;SG	N;INDF;FEM;SG
propad	колапс	propad	колапс	N;NOM;MASC;SG	N;INDF;MASC;SG
propad	срутване	propad	срутване	N;NOM;MASC;SG	N;INDF;NEUT;SG
propad	срив	propad	срив	N;NOM;MASC;SG	N;INDF;MASC;SG
propad	разпадане	propad	разпадане	N;NOM;MASC;SG	N;INDF;NEUT;SG
propad	падение	propad	падение	N;NOM;MASC;SG	N;INDF;NEUT;SG
krona	краун	krona	краун	N;NOM;FEM;SG	N;INDF;MASC;SG
krona	корона	krona	корон	N;NOM;FEM;SG	N;INDF;FEM;SG
krona	короната	krona	корона	N;NOM;FEM;SG	N;DEF;FEM;SG
uran	уран	uran	уран	N;NOM;MASC;SG	N;INDF;MASC;SG
uran	уран	uran	уран	N;NOM;MASC;SG	N;INDF;MASC;SG
celično	клетъчен	celičen	клетъчен	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
resnica	истина	resnica	истина	N;NOM;FEM;SG	N;INDF;FEM;SG
resnica	истина	resnica	истина	N;NOM;FEM;SG	N;INDF;FEM;SG
resnica	истината	resnica	истина	N;NOM;FEM;SG	N;DEF;FEM;SG
bruhanje	повръщане	bruhanje	повръщане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
bruhanje	повръщане	bruhanje	повръщане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
arheologi	археолози	arheolog	археолог	N;NOM;MASC;PL	N;INDF;MASC;PL
arheologi	археолози	arheolog	археолог	N;NOM;MASC;PL	N;INDF;MASC;PL
menihi	монаси	menih	монах	N;NOM;MASC;PL	N;INDF;MASC;PL
menihi	монасите	menih	монах	N;NOM;MASC;PL	N;DEF;MASC;PL
funtov	лири	funt	лира	N;GEN;MASC;PL	N;INDF;FEM;PL
funtov	лири	funt	лира	N;GEN;MASC;PL	N;INDF;FEM;PL
sloj	пласт	sloj	пласт	N;NOM;MASC;SG	N;INDF;MASC;SG
sloj	слой	sloj	слой	N;NOM;MASC;SG	N;INDF;MASC;SG
padli	паднали	pasti	падна-(се)	V;PFV;MASC;PL;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
viktorija	виктория	viktorij	виктория	N;NOM;FEM;SG	N;INDF;FEM;SG
akcija	действие	akcija	действие	N;NOM;FEM;SG	N;INDF;NEUT;SG
akcija	екшън	akcija	екшън	N;NOM;FEM;SG	N;INDF;MASC;SG
tiska	преса	tisk	преса	N;GEN;MASC;SG	N;INDF;FEM;SG
tiska	пресата	tisk	преса	N;GEN;MASC;SG	N;DEF;FEM;SG
ščiti	защитава	ščititi	защитавам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
luknje	дупките	luknja	дупка	N;NOM;FEM;PL	N;DEF;FEM;PL
luknje	дупки	luknja	дупки	N;NOM;FEM;PL	N;INDF;FEM;PL
presega	надвишава	presegati	надвишавам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
game	гама	gama	гама	N;NOM;MASC;SG	N;INDF;FEM;SG
vladanje	царуването	vladanje	царуване	N;NOM;NEUT;SG	N;DEF;NEUT;SG
ban	забрана	ban	забрана	N;NOM;MASC;SG	N;INDF;FEM;SG
opredeljuje	определя	opredeljevati	определям-(се)	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
doktorat	докторат	doktorat	доктор	N;NOM;MASC;SG	N;INDF;FEM;SG
listina	харта	listina	харта	N;NOM;FEM;SG	N;INDF;FEM;SG
listina	хартата	listina	харта	N;NOM;FEM;SG	N;DEF;FEM;SG
pljuč	дроб	pljuč	дроб	N;NOM;MASC;SG	N;INDF;MASC;SG
pljuč	лунг	pljuč	лунг	N;NOM;MASC;SG	N;INDF;MASC;SG
nasprotnikov	противниците	nasprotnik	противник	N;GEN;MASC;PL	N;DEF;MASC;PL
nasprotnikov	противници	nasprotnik	противник	N;GEN;MASC;PL	N;INDF;MASC;PL
nasprotnikov	опоненти	nasprotnik	опонент	N;GEN;MASC;PL	N;INDF;MASC;PL
okoliščine	обстоятелства	okoliščina	обстоятелство	N;NOM;FEM;PL	N;INDF;NEUT;PL
okoliščine	обстоятелства	okoliščina	обстоятелство	N;NOM;FEM;PL	N;INDF;NEUT;PL
okoliščine	обстоятелствата	okoliščina	обстоятелство	N;NOM;FEM;PL	N;DEF;NEUT;PL
altlink	altlink	altlinka	altlink	N;NOM;MASC;SG	N;INDF;MASC;SG
krizo	кризата	kriza	криза	N;ACC;FEM;SG	N;DEF;FEM;SG
krizo	криза	kriza	криза	N;ACC;FEM;SG	N;INDF;FEM;SG
silver	сребърна	silver	сребърна-(се)	N;NOM;MASC;SG	N;INDF;FEM;SG
silver	силвър	silver	силвър	N;NOM;MASC;SG	N;INDF;MASC;SG
silver	сребро	silver	сребро	N;NOM;MASC;SG	N;INDF;NEUT;SG
silver	сребърен	silver	сребърен	N;NOM;MASC;SG	N;INDF;MASC;SG
planine	планините	planina	планини	N;NOM;FEM;PL	N;DEF;FEM;PL
planine	планини	planina	планина	N;NOM;FEM;PL	N;INDF;FEM;PL
navzven	външно	navzven	външен	ADV	ADV
agent	агент	agent	агент	N;NOM;MASC;SG	N;INDF;MASC;SG
vstaja	въстание	vstajati	въстание	N;NOM;FEM;SG	N;INDF;NEUT;SG
vstaja	въстание	vstajati	въстание	N;NOM;FEM;SG	N;INDF;NEUT;SG
vzpostavitev	учреждение	vzpostavitev	учреждение	N;NOM;FEM;SG	N;INDF;NEUT;SG
vzpostavitev	установяване	vzpostavitev	установяване	N;NOM;FEM;SG	N;INDF;NEUT;SG
kalibra	калибър	kaliber	калибър	N;NOM;MASC;SG	N;INDF;MASC;SG
guillaume	гийом	guillauma	гийом	N;NOM;MASC;SG	N;INDF;MASC;SG
skrajno	крайно	skrajno	крайно	ADV	ADV
skrajno	екстремно	skrajno	екстремно	ADV	ADV
instrument	инструмент	instrument	инструмент	N;NOM;MASC;SG	N;INDF;MASC;SG
delec	фрагмент	delec	фрагмент	N;NOM;MASC;SG	N;INDF;MASC;SG
delec	частица	delec	частица	N;NOM;MASC;SG	N;INDF;FEM;SG
negativna	отрицателен	negativen	отрицателен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
negativna	отрицателна	negativen	отрицателен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
konzulat	консулството	konzulat	консулство	N;NOM;MASC;SG	N;DEF;NEUT;SG
konzulat	консулство	konzulat	консулство	N;NOM;MASC;SG	N;INDF;NEUT;SG
učitelji	преподаватели	učitelj	преподавател	N;NOM;MASC;PL	N;INDF;MASC;PL
učitelji	учителите	učitelj	учител	N;NOM;MASC;PL	N;DEF;MASC;PL
učitelji	учители	učitelj	учител	N;NOM;MASC;PL	N;INDF;MASC;PL
izkoristek	ефективност	izkoristek	ефективност	N;NOM;MASC;SG	N;INDF;FEM;SG
izkoristek	ефикасност	izkoristek	ефикасност	N;NOM;MASC;SG	N;INDF;FEM;SG
izkoristek	ефикасността	izkoristek	ефикасност	N;NOM;MASC;SG	N;DEF;FEM;SG
izkoristek	кпд	izkoristek	кпд	N;NOM;MASC;SG	N;INDF;MASC;SG
izkoristek	ефективност	izkoristek	ефективност	N;NOM;MASC;SG	N;INDF;FEM;SG
izkoristek	ефикасност	izkoristek	ефикасност	N;NOM;MASC;SG	N;INDF;FEM;SG
zatočišče	подслон	zatočišče	подслон	N;NOM;NEUT;SG	N;INDF;MASC;SG
zatočišče	приют	zatočišče	приюм	N;NOM;NEUT;SG	N;INDF;MASC;SG
zatočišče	убежището	zatočišče	убежище	N;NOM;NEUT;SG	N;DEF;NEUT;SG
zatočišče	убежище	zatočišče	убежище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zatočišče	светилището	zatočišče	светилище	N;NOM;NEUT;SG	N;DEF;NEUT;SG
zatočišče	светилище	zatočišče	светилище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zatočišče	убежище	zatočišče	убежище	N;NOM;NEUT;SG	N;INDF;NEUT;SG
brod	брод	brod	брод	N;NOM;MASC;SG	N;INDF;MASC;SG
sivo	сива	siv	сив	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
sivo	сива	siv	сив	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
sod	буре	soda	буре	N;NOM;MASC;SG	N;INDF;NEUT;SG
sod	бъчва	soda	бъчвам	N;NOM;MASC;SG	N;INDF;FEM;SG
sod	цев	soda	цев	N;NOM;MASC;SG	N;INDF;MASC;SG
sod	варел	soda	варел	N;NOM;MASC;SG	N;INDF;MASC;SG
sod	буре	soda	буре	N;NOM;MASC;SG	N;INDF;NEUT;SG
sod	бъчва	soda	бъчвам	N;NOM;MASC;SG	N;INDF;FEM;SG
prizor	сцена	prizor	сцена	N;NOM;MASC;SG	N;INDF;FEM;SG
vlakna	влакна	vlakno	влакно	N;NOM;NEUT;PL	N;INDF;NEUT;PL
vlakna	влакна	vlakno	влакно	N;NOM;NEUT;PL	N;INDF;NEUT;PL
vlakna	влакна	vlakno	влакно	N;NOM;NEUT;PL	N;INDF;NEUT;PL
vlakna	влакна	vlakno	влакно	N;NOM;NEUT;PL	N;INDF;NEUT;PL
tarča	цел	tarča	цел	N;NOM;FEM;SG	N;INDF;FEM;SG
tarča	целта	tarča	цел	N;NOM;FEM;SG	N;DEF;FEM;SG
panis	панис	panis	панис	N;NOM;MASC;SG	N;INDF;MASC;SG
razpadla	разпадна	razpasti	разпадна	V;PFV;FEM;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zmogljivosti	капацитет	zmogljivost	капацитет	N;GEN;FEM;SG	N;INDF;MASC;SG
zmogljivosti	способност	zmogljivost	способност	N;GEN;FEM;SG	N;INDF;FEM;SG
zmogljivosti	вместимост	zmogljivost	вместимост	N;GEN;FEM;SG	N;INDF;FEM;SG
spektra	спектъра	spekter	спектър	N;NOM;MASC;SG	N;DEF;MASC;SG
spektra	спектър	spekter	спектър	N;NOM;MASC;SG	N;INDF;MASC;SG
dvoboj	дуел	dvoboj	дуел	N;NOM;MASC;SG	N;INDF;MASC;SG
objavlja	публикува	objavljati	публикувам	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
liverpool	ливърпул	liverpool	ливърпул	N;NOM;MASC;SG	N;INDF;MASC;SG
meč	сабя	meč	саб	N;NOM;MASC;SG	N;INDF;FEM;SG
meč	мечът	meč	меч	N;NOM;MASC;SG	N;DEF;MASC;SG
meč	меч	meč	меч	N;NOM;MASC;SG	N;INDF;MASC;SG
upanje	надеждата	upanje	надежда	N;NOM;NEUT;SG	N;DEF;FEM;SG
upanje	хоуп	upanje	хоуп	N;NOM;NEUT;SG	N;INDF;MASC;SG
upanje	надежда	upanje	надежда	N;NOM;NEUT;SG	N;INDF;FEM;SG
grumman	груман	grumman	груман	N;NOM;MASC;SG	N;INDF;MASC;SG
avtomobilska	автомобилния	avtomobilski	автомобилен	ADJ;NOM;FEM;SG	ADJ;DEF;MASC;SG
avtomobilska	автомобилна	avtomobilski	автомобилен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
avtomobilska	автомобилен	avtomobilski	автомобилен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
indeks	индекс	indeks	индекс	N;NOM;MASC;SG	N;INDF;MASC;SG
indeks	показател	indeks	показател	N;NOM;MASC;SG	N;INDF;MASC;SG
spoštovanje	зачитане	spoštovanje	зачитане	N;NOM;NEUT;SG	N;INDF;NEUT;SG
spoštovanje	респект	spoštovanje	респект	N;NOM;NEUT;SG	N;INDF;MASC;SG
spoštovanje	уважение	spoštovanje	уважение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
definira	определя	definira	определям-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
eksplozije	експлозии	eksplozija	експлозия	N;NOM;FEM;PL	N;INDF;FEM;PL
eksplozije	взривове	eksplozija	взрив	N;NOM;FEM;PL	N;INDF;MASC;PL
demokratična	демократичен	demokratičen	демократичен	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
demokratična	демократична	demokratičen	демократичен	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
preostale	оставащи	preostal	оставам	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
preostale	оставащите	preostal	оставам	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
razvite	развитите	razvit	развия-(се)	ADJ;NOM;FEM;PL	ADJ;PFV;DEF;PL;V.PTCP;PASS
moralno	морална	moralen	морален	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
moralno	морален	moralen	морален	ADJ;NOM;NEUT;SG	ADJ;INDF;MASC;SG
negativni	отрицателен	negativen	отрицателен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
negativni	отрицателна	negativen	отрицателен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
razni	различни	razen	различен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
razni	разнообразни	razen	разнообразен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
razni	разни	razen	разен	ADJ;NOM;MASC;PL	ADJ;INDF;PL
kalif	халифа	kalif	халифа	N;NOM;MASC;SG	N;DEF;MASC;SG
zadovoljstvo	задоволство	zadovoljstvo	задоволство	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zadovoljstvo	удовлетворение	zadovoljstvo	удовлетворение	N;NOM;NEUT;SG	N;INDF;NEUT;SG
zadovoljstvo	удоволствие	zadovoljstvo	удоволствие	N;NOM;NEUT;SG	N;INDF;NEUT;SG
predpisi	регламенти	predpis	регламент	N;NOM;MASC;PL	N;INDF;MASC;PL
predpisi	разпоредби	predpis	разпоредба	N;NOM;MASC;PL	N;INDF;FEM;PL
predpisi	наредби	predpis	наредба	N;NOM;MASC;PL	N;INDF;FEM;PL
predpisi	правила	predpis	правило	N;NOM;MASC;PL	N;INDF;NEUT;PL
