beachtung	pozor	beachtung	pozor		
vielfalt	raznovrstnost	vielfalt	raznovrstnost	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	raznolikost	vielfalt	raznolikost	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	sorta	vielfalt	sorta	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	raznolikost	vielfalt	raznolikost	N;NOM;FEM;SG	N;NOM;FEM;SG
wettbewerbe	tekmovanja	wettbewerb	tekmovanje	N;NOM;PL	N;NOM;NEUT;PL
wettbewerbe	tekmovanja	wettbewerb	tekmovanje	N;NOM;PL	N;NOM;NEUT;PL
stellungnahme	mnenje	stellungnahme	mnenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
hierher	tukaj	hierher	tukaj	ADV	ADV
ausgelöst	sprožilo	auslösen	sprožiti	V;V.PTCP	V;PFV;NEUT;SG;V.PTCP
ausgelöst	sprožil	auslösen	sprožiti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
grundlegende	osnovni	grundlegend	osnoven	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
professoren	profesorji	professor	profesor	N;NOM;PL	N;NOM;MASC;PL
berner	berner	bern	berner		
keramik	pottery	keramik	pottery		
gerechtfertigt	upravičena	gerechtfertigt	upravičen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
gerechtfertigt	upravičen	gerechtfertigt	upravičen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
gerechtfertigt	upravičeno	gerechtfertigt	upravičen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
beratung	svetovanje	beratung	svetovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	nasvet	beratung	nasvet	N;NOM;FEM;SG	N;NOM;MASC;SG
beratung	svetovanje	beratung	svetovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	svetovanje	beratung	svetovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	svetovanje	beratung	svetovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	svetovanje	beratung	svetovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beschäftigung	zaposlitev	Beschäftigung	zaposlitev	N;NOM;FEM;SG	N;NOM;FEM;SG
beschäftigung	zaposlovanje	Beschäftigung	zaposlovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
beschäftigung	zaposlenost	Beschäftigung	zaposlenost	N;NOM;FEM;SG	N;NOM;FEM;SG
orientierung	usmerjenost	orientierung	usmerjenost	N;NOM;FEM;SG	N;NOM;FEM;SG
orientierung	usmeritev	orientierung	usmeritev	N;NOM;FEM;SG	N;NOM;FEM;SG
elektronischen	elektronska	elektronisch	elektronski	ADJ	ADJ;NOM;FEM;SG
untergang	propad	untergehen	propad	N	N;NOM;MASC;SG
untergang	propad	untergehen	propad	N	N;NOM;MASC;SG
untergang	pogubo	untergehen	poguba	N	N;ACC;FEM;SG
untergang	doom	untergehen	doom	N	N;NOM;MASC;SG
untergang	poguba	untergehen	pogub	N	N;NOM;FEM;SG
rache	povračilo	rachen	povračilo	N;NOM;SG	N;NOM;NEUT;SG
rache	maščevanje	rachen	maščevanje	N;NOM;SG	N;NOM;NEUT;SG
rache	maščevanje	rachen	maščevanje	N;NOM;SG	N;NOM;NEUT;SG
rache	maščevanje	rachen	maščevanje	N;NOM;SG	N;NOM;NEUT;SG
finanziell	finančno	finanziell	finančen	ADJ	ADJ;NOM;NEUT;SG
finanziell	finančno	finanziell	finančen	ADJ	ADJ;NOM;NEUT;SG
finanziell	finančna	finanziell	finančen	ADJ	ADJ;NOM;FEM;SG
beamter	uradna	beamt	uraden	ADJ	ADJ;NOM;FEM;SG
beamter	uradni	beamt	uraden	ADJ	ADJ;NOM;DEF;MASC;SG
allgemeines	splošno	allgemein	splošen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
allgemeines	splošni	allgemein	splošen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
allgemeines	splošna	allgemein	splošen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
gerecht	pravično	rechen	pravičen	ADJ	ADJ;NOM;NEUT;SG
gerecht	pravična	rechen	pravičen	ADJ	ADJ;NOM;FEM;SG
zerstörte	uničena	zerstört	uničen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
zerstörte	uničen	zerstört	uničen	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zerstörte	uničeno	zerstört	uničen	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
vermitteln	posredujemo	vermitteln	posredovati	V;NFIN	V;IND;PL;1;PRS;FIN
argentinischer	argentinska	argentinisch	argentinski	ADJ	ADJ;NOM;FEM;SG
positiven	pozitiven	positiv	pozitiven	ADJ	ADJ;NOM;INDF;MASC;SG
positiven	pozitivni	positiv	pozitiven	ADJ	ADJ;NOM;MASC;SG
positiven	pozitivna	positiv	pozitiven	ADJ	ADJ;NOM;FEM;SG
positiven	pozitivne	positiv	pozitiven	ADJ	ADJ;NOM;FEM;PL
dunkle	temni	dunkel	temen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
floh	pobegnila	fliehen	pobegniti	V;IND;SG;3;FIN	V;PFV;FEM;SG;V.PTCP
floh	pobegnil	fliehen	pobegniti	V;IND;SG;3;FIN	V;PFV;MASC;SG;V.PTCP
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	N;NOM;FEM;SG
deutet	označuje	deuten	označevati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
deutet	nakazuje	deuten	nakazovati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
religionen	religije	religion	religija	N;NOM;PL	N;NOM;FEM;PL
religionen	vere	religion	vera	N;NOM;PL	N;NOM;FEM;PL
religionen	verovanja	religion	verovanje	N;NOM;PL	N;NOM;NEUT;PL
religionen	religije	religion	religija	N;NOM;PL	N;NOM;FEM;PL
religionen	vere	religion	vera	N;NOM;PL	N;NOM;FEM;PL
mitwirkung	vključenost	mitwirkung	vključenost	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	udeležba	mitwirkung	udeležba	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	sodelovanje	mitwirkung	sodelovanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
romanische	romanske	romanisch	romanski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
entscheidenden	odločilen	entscheidend	odločilen	ADJ	ADJ;NOM;INDF;MASC;SG
entscheidenden	odločilna	entscheidend	odločilen	ADJ	ADJ;NOM;FEM;SG
externen	zunanji	extern	zunanji	ADJ	ADJ;NOM;DEF;MASC;SG
externen	zunanja	extern	zunanji	ADJ	ADJ;NOM;FEM;SG
externen	zunanje	extern	zunanji	ADJ	ADJ;NOM;FEM;PL
auswertung	razlago	auswertung	razlaga	N;FEM;SG	N;ACC;FEM;SG
auswertung	tolmačenje	auswertung	tolmačenje	N;FEM;SG	N;NOM;NEUT;SG
auswertung	razlaga	auswertung	razlagati	N;FEM;SG	N;NOM;FEM;SG
auswertung	evalvacija	auswertung	evalvacija	N;FEM;SG	N;NOM;FEM;SG
auswertung	ovrednotenje	auswertung	ovrednotenje	N;FEM;SG	N;NOM;NEUT;SG
auswertung	vrednotenje	auswertung	vrednotenje	N;FEM;SG	N;NOM;NEUT;SG
auswertung	ocena	auswertung	ocena	N;FEM;SG	N;NOM;FEM;SG
auswertung	ocenjevanje	auswertung	ocenjevanje	N;FEM;SG	N;NOM;NEUT;SG
auswertung	analizo	auswertung	analiza	N;FEM;SG	N;ACC;FEM;SG
auswertung	analiza	auswertung	analiza	N;FEM;SG	N;NOM;FEM;SG
rumänischer	romunski	rumänisch	romunski	ADJ	ADJ;NOM;MASC;SG
messung	merjenje	messung	merjenje	N;SG	N;NOM;NEUT;SG
messung	merjenje	messung	merjenje	N;SG	N;NOM;NEUT;SG
messung	meritev	messung	meritev	N;SG	N;NOM;FEM;SG
schlagen	premagal	schlagen	premagati	V;NFIN	V;PFV;MASC;SG;V.PTCP
schlagen	bije	schlagen	biti	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
inszenierung	uprizoritev	inszenierung	uprizoritev	N;NOM;FEM;SG	N;NOM;FEM;SG
glaubens	vere	glaubens	vera	N;NOM;NEUT;PL	N;NOM;FEM;PL
erkrankungen	bolezni	erkrankung	bolezen	N;NOM;FEM;PL	N;NOM;FEM;PL
erkrankungen	bolezni	erkrankung	bolezen	N;NOM;FEM;PL	N;NOM;FEM;PL
blüte	cvet	blüt	cvet	N;NOM;FEM;SG	N;NOM;MASC;SG
blüte	cvetka	blüt	cvetka	N;NOM;FEM;SG	N;NOM;FEM;SG
blüte	cvet	blüt	cvet	N;NOM;FEM;SG	N;NOM;MASC;SG
blüte	cveta	blüt	cvet	N;NOM;FEM;SG	N;NOM;MASC;SG
blüte	roža	blüt	roža	N;NOM;FEM;SG	N;NOM;FEM;SG
blüte	rožica	blüt	rožica	N;NOM;FEM;SG	N;NOM;FEM;SG
ausländische	tuje	ausländisch	tuj	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
ausländische	tuji	ausländisch	tuj	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
enger	ožji	eng	ozek	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
überprüft	preveril	überprüfen	preveriti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
wahlperiode	zakonodajalec	wahlperiode	zakonodajalec	N;NOM;FEM;SG	N;NOM;MASC;SG
einladung	povabilo	einladung	povabilo	N;FEM;SG	N;NOM;NEUT;SG
einladung	vabilo	einladung	vabilo	N;FEM;SG	N;NOM;NEUT;SG
einladung	povabilo	einladung	povabilo	N;FEM;SG	N;NOM;NEUT;SG
einladung	vabilo	einladung	vabilo	N;FEM;SG	N;NOM;NEUT;SG
disziplinen	discipline	disziplin	disciplina	N;NOM;PL	N;NOM;FEM;PL
finnischer	finska	finnisch	finski	ADJ	ADJ;NOM;FEM;SG
finnischer	finsko	finnisch	finski	ADJ	ADJ;NOM;NEUT;SG
finnischer	finski	finnisch	finski	ADJ	ADJ;NOM;DEF;MASC;SG
ausländischen	tuje	ausländisch	tuj	ADJ	ADJ;NOM;FEM;PL
ausländischen	tuja	ausländisch	tuj	ADJ	ADJ;NOM;FEM;SG
ausländischen	tuji	ausländisch	tuj	ADJ	ADJ;NOM;MASC;PL
gesungen	pel	singen	peti	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
gesungen	poje	singen	peti	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
türken	turki	türken	turek	N;PL	N;NOM;MASC;PL
zeitweilig	začasni	zeitweilig	začasen	ADJ	ADJ;NOM;DEF;MASC;SG
zeitweilig	začasna	zeitweilig	začasen	ADJ	ADJ;NOM;FEM;SG
zeitweilig	začasen	zeitweilig	začasen	ADJ	ADJ;NOM;INDF;MASC;SG
jährlichen	letna	jährlich	leten	ADJ	ADJ;NOM;FEM;SG
jährlichen	letne	jährlich	leten	ADJ	ADJ;NOM;FEM;PL
jährlichen	letna	jährlich	leten	ADJ	ADJ;NOM;FEM;SG
jährlichen	letni	jährlich	leten	ADJ	ADJ;NOM;DEF;MASC;SG
akademische	akademske	akademisch	akademski	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
überleben	preživi	überleben	preživeti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
überleben	preživeti	überleben	preživeti	V;NFIN	V;PFV;NFIN
überleben	preživeti	überleben	preživeti	V;NFIN	V;PFV;NFIN
überleben	preživeli	überleben	preživeti	V;NFIN	V;PFV;MASC;PL;V.PTCP
stimmung	vibracije	stimmung	vibracija	N	N;NOM;FEM;PL
stimmung	razpoloženje	stimmung	razpoloženje	N	N;NOM;NEUT;SG
stimmung	volji	stimmung	volja	N	N;NOM;FEM;SG
stimmung	vzdušje	stimmung	vzdušje	N	N;NOM;NEUT;SG
stimmung	uravnavanja	stimmung	uravnavanje	N	N;GEN;NEUT;SG
anpassung	prilagoditev	anpassung	prilagoditev	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	prilagoditev	anpassung	prilagoditev	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	nastavitev	anpassung	nastavitev	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	prilagoditev	anpassung	prilagoditev	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	prilagajanje	anpassung	prilagajanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
schwedisch	švedska	schwedisch	švedska	ADJ	ADJ;NOM;FEM;SG
schwedisch	švedsko	schwedisch	švedski	ADJ	ADJ;NOM;NEUT;SG
schwedisch	švedski	schwedisch	švedski	ADJ	ADJ;NOM;DEF;MASC;SG
kostenlos	svoboden	kostenlos	svoboden	ADJ	ADJ;NOM;INDF;MASC;SG
kostenlos	svobodna	kostenlos	svoboden	ADJ	ADJ;NOM;FEM;SG
kostenlos	brezplačna	kostenlos	brezplačen	ADJ	ADJ;NOM;FEM;SG
under	pod	under	pod		
tausende	tisoči	tausende	tisoči	N;NOM;FEM;PL	N;NOM;MASC;PL
israelischen	izraelske	israelisch	izraelski	ADJ;PL	ADJ;NOM;FEM;PL
prototyp	prototip	prototyp	prototip	N	N;NOM;MASC;SG
effekte	učinki	effekt	učinek	N;NOM;PL	N;NOM;MASC;PL
effekte	vplivi	effekt	vpliv	N;NOM;PL	N;NOM;MASC;PL
versenkt	potopila	versenken	potopiti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
versenkt	potonila	versenken	potoniti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
versenkt	potopil	versenken	potopiti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
versenkt	potonil	versenken	potoniti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
versenkt	potopila	versenken	potopiti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
versenkt	potonil	versenken	potoniti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
versenkt	potonila	versenken	potoniti	V;V.PTCP	V;PFV;FEM;SG;V.PTCP
kontinuierlich	neprekinjen	kontinuierlich	neprekinjen	ADJ	ADJ;NOM;INDF;MASC;SG
gleise	ploščadi	gleis	ploščad	N	N;NOM;FEM;SG
gleise	platforme	gleis	platform	N	N;NOM;FEM;PL
gleise	skladbe	gleis	skladba	N	N;NOM;FEM;PL
gleise	tiri	gleis	tirje	N	N;NOM;MASC;PL
erobert	osvojil	erobern	osvojiti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
anfänge	začetki	anfangen	začetek	N;NOM	N;NOM;MASC;PL
malte	naslikal	malen	naslikati	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
lateinisch	latinsko	lateinisch	latinsko	ADJ	ADJ;NOM;NEUT;SG
geschlossene	zaprte	geschlossen	zaprt	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
geschlossene	zaprti	geschlossen	zaprt	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
betreuung	podporo	betreuung	podpora	N;SG	N;ACC;FEM;SG
betreuung	podpora	betreuung	podpora	N;SG	N;NOM;FEM;SG
betreuung	nadzorovanje	betreuung	nadzorovanje	N;SG	N;NOM;NEUT;SG
betreuung	nadzor	betreuung	nadzor	N;SG	N;NOM;MASC;SG
betreuung	oskrba	betreuung	oskrba	N;SG	N;NOM;FEM;SG
betreuung	nego	betreuung	nega	N;SG	N;NOM;NEUT;SG
betreuung	nega	betreuung	neg	N;SG	N;NOM;FEM;SG
betreuung	care	betreuung	cara	N;SG	N;NOM;MASC;SG
objektiv	objektivno	objektiv	objektivno	ADJ	ADJ;NOM;NEUT;SG
personenverkehr	potniški	personenverkehr	potniški	ADJ	ADJ;NOM;MASC;SG
studiert	študiral	studieren	študirati	V;V.PTCP	V;IPFV;MASC;SG;V.PTCP
illustrationen	ilustracije	illustrationen	ilustracija	N;NOM;FEM;PL	N;NOM;FEM;PL
schmalen	ozki	schmal	ozek	ADJ	ADJ;NOM;MASC;PL
schmalen	ozka	schmal	ozek	ADJ	ADJ;NOM;FEM;SG
schmalen	ozke	schmal	ozek	ADJ	ADJ;NOM;FEM;PL
schmalen	ozek	schmal	ozek	ADJ	ADJ;NOM;INDF;MASC;SG
schmalen	vitka	schmal	vitek	ADJ	ADJ;NOM;FEM;SG
stausee	jez	stausen	jez	N;SG	N;NOM;MASC;SG
stausee	jezero	stausen	jezero	N;SG	N;NOM;NEUT;SG
stausee	rezervoar	stausen	rezervoar	N;SG	N;NOM;MASC;SG
stausee	zbiralnik	stausen	zbiralnik	N;SG	N;NOM;MASC;SG
hochladen	naloži	hochladen	nalož	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
ansätze	pristopi	ansätzen	pristop	N;NOM;MASC;PL	N;NOM;MASC;PL
wirft	obtožuje	werfen	obtoževati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	sproža	werfen	sprožati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	meče	werfen	meči	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
wirft	vrže	werfen	vreči	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
ignoriert	ignorirati	ignorieren	ignorirati	V;V.PTCP	V;NFIN
ignoriert	ignoriral	ignorieren	ignorirati	V;V.PTCP	V;MASC;SG;V.PTCP
ignoriert	ignorira	ignorieren	ignorirati	V;V.PTCP	V;IND;SG;3;PRS;FIN
überwachung	spremljanje	überwachung	spremljanje	N;SG	N;NOM;NEUT;SG
überwachung	spremljanje	überwachung	spremljanje	N;SG	N;NOM;NEUT;SG
überwachung	monitor	überwachung	monitor	N;SG	N;NOM;MASC;SG
überwachung	nadzorovanje	überwachung	nadzorovanje	N;SG	N;NOM;NEUT;SG
überwachung	nadzor	überwachung	nadzor	N;SG	N;NOM;MASC;SG
überwachung	nadziranje	überwachung	nadziranje	N;SG	N;NOM;NEUT;SG
überwachung	nadzorovanje	überwachung	nadzorovanje	N;SG	N;NOM;NEUT;SG
überwachung	nadzor	überwachung	nadzor	N;SG	N;NOM;MASC;SG
achter	osmi	acht	osmi	ADJ	ADJ;NOM;MASC;PL
achter	osma	acht	osma	ADJ	ADJ;NOM;FEM;SG
achter	osmo	acht	osmi	ADJ	ADJ;ACC;NEUT;SG
chinesisch	kitajske	chinesisch	kitajski	ADJ	ADJ;NOM;FEM;PL
chinesisch	kitajski	chinesisch	kitajski	ADJ	ADJ;NOM;MASC;SG
chinesisch	kitajsko	chinesisch	kitajski	ADJ	ADJ;NOM;NEUT;SG
chinesisch	kitajska	chinesisch	kitajski	ADJ	ADJ;NOM;FEM;SG
schreibe	piši	schreibe	pišati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
angemessen	primerno	angemessen	primeren	ADJ	ADJ;NOM;NEUT;SG
angemessen	ustrezna	angemessen	ustrezen	ADJ	ADJ;NOM;FEM;SG
angemessen	primerna	angemessen	primeren	ADJ	ADJ;NOM;FEM;SG
angemessen	ustrezen	angemessen	ustrezen	ADJ	ADJ;NOM;INDF;MASC;SG
angemessen	ustrezna	angemessen	ustrezen	ADJ	ADJ;NOM;FEM;SG
angemessen	ustrezen	angemessen	ustrezen	ADJ	ADJ;NOM;INDF;MASC;SG
angemessen	razumen	angemessen	razumen	ADJ	ADJ;NOM;INDF;MASC;SG
drehen	zavrti	drehen	zavrt	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
drehen	obrni	drehen	obrniti	V;NFIN	V;PFV;IMP;SG;2;FIN
drehen	obrača	drehen	obračati	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
drehen	obrni	drehen	obrniti	V;NFIN	V;PFV;IMP;SG;2;FIN
angeben	navesti	angeben	navesti	V;V.PTCP	V;PFV;NFIN
angeben	določite	angeben	določiti	V;V.PTCP	V;PFV;IMP;PL;2;FIN
theoretische	teoretični	theoretisch	teoretičen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
industriellen	industrijske	industriell	industrijski	ADJ;PL	ADJ;NOM;FEM;PL
gerichtet	režiral	richten	režirati	V;V.PTCP	V;MASC;SG;V.PTCP
umwandlung	pretvorba	umwandlung	pretvorba	N;SG	N;NOM;FEM;SG
umwandlung	preusmeritev	umwandlung	preusmeritev	N;SG	N;NOM;FEM;SG
umwandlung	pretvarjanje	umwandlung	pretvarjanje	N;SG	N;NOM;NEUT;SG
umwandlung	preoblikovanje	umwandlung	preoblikovanje	N;SG	N;NOM;NEUT;SG
umwandlung	preobrazba	umwandlung	preobrazba	N;SG	N;NOM;FEM;SG
ansiedlung	poravnava	ansiedlung	poravnava	N;SG	N;NOM;FEM;SG
gestiftet	podarja	stiften	podarjati	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
gestiftet	podaril	stiften	podariti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
bezahlt	plačuje	bezahlen	plačevati	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
interne	notranje	intern	notranji	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
imo	imo	imo	imeti		
hinterlassen	zapusti	hinterlassen	zapustiti	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
dekan	dekan	dekan	dekan	N	N;NOM;MASC;SG
ausgeliefert	dostavil	ausliefern	dostaviti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
konzepte	pojmi	konzepn	pojem	N;NOM;PL	N;NOM;MASC;PL
konzepte	koncepti	konzepn	koncept	N;NOM;PL	N;NOM;MASC;PL
ganzes	cel	ganz	cel	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ganzes	cela	ganz	cel	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ganzes	celotno	ganz	celoten	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
heiliger	sveti	heilig	svet	ADJ	ADJ;NOM;DEF;MASC;SG
heiliger	sveto	heilig	svet	ADJ	ADJ;NOM;NEUT;SG
heiliger	sveti	heilig	svet	ADJ	ADJ;NOM;DEF;MASC;SG
heiliger	svete	heilig	svet	ADJ	ADJ;NOM;FEM;PL
heiliger	sveto	heilig	svet	ADJ	ADJ;NOM;NEUT;SG
beibehalten	obdrži	beibehalten	obdržiti	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
beibehalten	ohrani	beibehalten	ohran	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
beibehalten	ohrani	beibehalten	ohran	V;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
österreicher	avstrijski	österreicher	avstrijski	ADJ	ADJ;NOM;DEF;MASC;SG
österreicher	avstrijska	österreicher	avstrijski	ADJ	ADJ;NOM;FEM;SG
österreicher	avstrijsko	österreicher	avstrijski	ADJ	ADJ;NOM;NEUT;SG
stürzte	strmoglavilo	stürzen	strmoglaviti	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;V.PTCP
stürzte	strmoglavil	stürzen	strmoglaviti	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
stürzte	zgrudil	stürzen	zgruditi	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
stürzte	zrušil	stürzen	zrušiti	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP
urheberrecht	avtorske	urheberrecht	avtorski	ADJ	ADJ;NOM;FEM;PL
kannte	vedel	kennen	vedeti	V;IND;SG;3;PST;FIN	V;IPFV;MASC;SG;V.PTCP
kannte	vedela	kennen	vedeti	V;IND;SG;3;PST;FIN	V;IPFV;FEM;SG;V.PTCP
löst	sproži	lösen	sprožiti	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
soziales	socialno	sozial	socialen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	družabni	sozial	družaben	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
soziales	družabno	sozial	družabno	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
soziales	socialna	sozial	socialen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
soziales	družbena	sozial	družben	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
sklaven	sužnji	sklaven	sužnja	N;PL	N;NOM;MASC;PL
sklaven	sužnje	sklaven	sužnja	N;PL	N;NOM;FEM;PL
individuelle	prilagojene	individuell	prilagojen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
individuelle	posamezni	individuell	posamezen	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
fair	pravično	fair	pravičen	ADJ	ADJ;NOM;NEUT;SG
erwerben	pridobi	erwerben	pridobiti	V;NFIN	V;PFV;IND;SG;3;PRS;FIN
erwerben	pridobijo	erwerben	pridobiti	V;NFIN	V;PFV;IND;PL;3;PRS;FIN
reagieren	reagiral	reagieren	reagirati	V;NFIN	V;MASC;SG;V.PTCP
reagieren	odziva	reagieren	odziv	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
ausgewählte	izbrani	ausgewählt	izbran	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
ausgewählte	izbrane	ausgewählt	izbran	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
britisch	britanski	britisch	britanski	ADJ	ADJ;NOM;MASC;SG
britisch	britansko	britisch	britanski	ADJ	ADJ;NOM;NEUT;SG
entdecken	raziskati	entdecken	raziskati	V;NFIN	V;PFV;NFIN
entdecken	odkriti	entdecken	odkriti	V;NFIN	V;PFV;NFIN
entdecken	odkrili	entdecken	odkriti	V;NFIN	V;PFV;MASC;PL;V.PTCP
auffällig	vpadljiv	auffällig	vpadljiv	ADJ	ADJ;NOM;INDF;MASC;SG
auffällig	opazno	auffällig	opazen	ADJ	ADJ;NOM;NEUT;SG
auffällig	opazna	auffällig	opazen	ADJ	ADJ;NOM;FEM;SG
auffällig	opazen	auffällig	opazen	ADJ	ADJ;NOM;INDF;MASC;SG
seltene	redki	selten	redek	ADJ;NOM;PL	ADJ;NOM;MASC;PL
wortes	beseda	wort	beseda	N;NOM;NEUT;SG	N;NOM;FEM;SG
jederzeit	vsakič	jederzeit	vsakič	ADV	ADV
jederzeit	kadarkoli	jederzeit	kadarkoli	ADV	ADV
geeignete	primerni	geeignet	primeren	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
reichlich	obilno	reichlich	obilno	ADV	ADV
schien	posijalo	scheinen	posijati	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;SG;V.PTCP
modellen	modeli	modell	model	N;PL	N;NOM;MASC;PL
modellen	modelov	modell	model	N;PL	N;GEN;MASC;PL
gesendet	objavil	senden	objaviti	V;V.PTCP	V;PFV;MASC;SG;V.PTCP
anleitung	vodenje	anleitung	vodenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	navodilo	anleitung	navodilo	N;NOM;FEM;SG	N;NOM;NEUT;SG
anleitung	priročnik	anleitung	priročnik	N;NOM;FEM;SG	N;NOM;MASC;SG
anleitung	vodnik	anleitung	vodnik	N;NOM;FEM;SG	N;NOM;MASC;SG
anleitung	tutorial	anleitung	tutorial	N;NOM;FEM;SG	N;NOM;MASC;SG
zwang	prisilil	zwingen	prisiliti	V;SG;FIN	V;PFV;MASC;SG;V.PTCP
kürzer	krajša	kurz	krat	ADJ	ADJ;NOM;CMPR;FEM;SG
kürzer	krajšo	kurz	kratek	ADJ	ADJ;ACC;CMPR;FEM;SG
