категория	categoria	категория	categoria	N;INAN;NOM;FEM;SG	N;FEM;SG
авиации	aviação	авиация	aviação	N;INAN;NOM;FEM;SG	N;FEM;SG
северный	setentrional	северный	setentrional	ADJ;NOM;MASC;SG	ADJ;MASC;SG
идея	idéia	идея	idéia	N;INAN;NOM;FEM;SG	N;FEM;SG
идея	idea	идея	idea	N;INAN;NOM;FEM;SG	N;MASC;SG
идея	ideia	идея	ideia	N;INAN;NOM;FEM;SG	N;FEM;SG
сергеевич	sergeyevich	сергеевич	sergeyevich	N;ANIM;NOM;MASC;SG	N;MASC;SG
сооружения	instalações	сооружение	instalação	N;INAN;NOM;NEUT;PL	N;FEM;PL
играет	joga	играть	jogar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
играет	jogar	играть	jogar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
играет	tocando	играть	tocar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
играет	jogando	играть	jogar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
играет	brincando	играть	brincar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
ивана	ivana	иван	ivana	N;ANIM;ACC;MASC;SG	N;FEM;SG
писателей	roteiristas	писатель	roteirista	N;ANIM;ACC;MASC;PL	N;MASC;PL
писателей	escritores	писатель	escritor	N;ANIM;ACC;MASC;PL	N;MASC;PL
женщина	mulher	женщина	mulher	N;ANIM;NOM;FEM;SG	N;FEM;SG
женщина	mulher	женщина	mulher	N;ANIM;NOM;FEM;SG	N;FEM;SG
женщина	fêmea	женщина	fêmea	N;ANIM;NOM;FEM;SG	N;FEM;SG
голос	voice	голос	voice	N;INAN;NOM;MASC;SG	N;MASC;SG
голос	voz	голос	voz	N;INAN;NOM;MASC;SG	N;FEM;SG
преподаватели	professores	преподаватель	professor	N;ANIM;NOM;MASC;PL	N;MASC;PL
преподаватели	professoras	преподаватель	professora	N;ANIM;NOM;MASC;PL	N;FEM;PL
преподаватели	professores	преподаватель	professor	N;ANIM;NOM;MASC;PL	N;MASC;PL
леонид	leonid	леонид	leonid	N;ANIM;NOM;MASC;SG	N;MASC;SG
обучения	aprendizagem	обучение	aprendizagem	N;INAN;GEN;NEUT;SG	N;FEM;SG
опыт	experiência	опыт	experiência	N;INAN;NOM;MASC;SG	N;FEM;SG
опыт	experiencia	опыт	experienciar	N;INAN;NOM;MASC;SG	N;FEM;SG
опыт	vivência	опыт	vivência	N;INAN;NOM;MASC;SG	N;FEM;SG
свет	light	свет	light	N;INAN;NOM;MASC;SG	N;MASC;SG
свет	luz	свет	luz	N;INAN;NOM;MASC;SG	N;FEM;SG
свет	lights	свет	lights	N;INAN;NOM;MASC;SG	N;MASC;SG
неделю	semana	неделя	semana	N;INAN;ACC;FEM;SG	N;FEM;SG
нарушения	violações	нарушение	violação	N;INAN;NOM;NEUT;PL	N;FEM;PL
нарушения	irregularidades	нарушение	irregularidade	N;INAN;NOM;NEUT;PL	N;FEM;PL
получает	recebe	получать	receber	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
городах	vilas	город	vila	N;INAN;ESS;MASC;PL	N;FEM;PL
играть	jogar	играть	jogar	V;IPFV;NFIN;ACT	V;NFIN
играть	joga	играть	jogar	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
играть	jogue	играть	joguar	V;IPFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
играть	reproduzir	играть	reproduzir	V;IPFV;NFIN;ACT	V;NFIN
интерес	interesse	интерес	interesse	N;INAN;NOM;MASC;SG	N;MASC;SG
применение	aplicativo	применение	aplicativo	N;INAN;NOM;NEUT;SG	N;MASC;SG
применение	aplicação	применение	aplicação	N;INAN;NOM;NEUT;SG	N;FEM;SG
установлен	instalada	установить	instalar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
установлен	instalado	установить	instalar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
элементы	elementos	элемент	elemento	N;INAN;NOM;MASC;PL	N;MASC;PL
интересные	interessantes	интересный	interessante	ADJ;NOM;PL	ADJ;MASC;PL
исторические	históricas	исторический	histórico	ADJ;NOM;PL	ADJ;FEM;PL
исторические	históricos	исторический	histórico	ADJ;NOM;PL	ADJ;MASC;PL
исторические	históricas	исторический	histórico	ADJ;NOM;PL	ADJ;FEM;PL
исторические	históricos	исторический	histórico	ADJ;NOM;PL	ADJ;MASC;PL
раунд	redonda	раунд	redonda	N;INAN;NOM;MASC;SG	N;FEM;SG
раунд	redondo	раунд	redonder	N;INAN;NOM;MASC;SG	N;MASC;SG
раунд	ronda	раунд	ronda	N;INAN;NOM;MASC;SG	N;FEM;SG
раунд	round	раунд	round	N;INAN;NOM;MASC;SG	N;MASC;SG
раунд	rodada	раунд	rodada	N;INAN;NOM;MASC;SG	N;FEM;SG
транспорт	transporte	транспорт	transporte	N;INAN;NOM;MASC;SG	N;MASC;SG
транспорт	transporte	транспорт	transporte	N;INAN;NOM;MASC;SG	N;MASC;SG
специально	especialmente	специально	especialmente	ADV	ADV
премьера	estréia	премьер	estréia	N;ANIM;NOM;FEM;SG	N;FEM;SG
премьера	estreia	премьер	estreia	N;ANIM;NOM;FEM;SG	N;FEM;SG
премьера	premier	премьер	premier	N;ANIM;NOM;FEM;SG	N;MASC;SG
выставка	exibição	выставка	exibição	N;INAN;NOM;FEM;SG	N;FEM;SG
выставка	exibição	выставка	exibição	N;INAN;NOM;FEM;SG	N;FEM;SG
выставка	exposição	выставка	exposição	N;INAN;NOM;FEM;SG	N;FEM;SG
дни	dias	день	dia	N;INAN;NOM;MASC;PL	N;MASC;PL
контроль	controle	контроль	controle	N;INAN;NOM;MASC;SG	N;MASC;SG
контроль	control	контроль	control	N;INAN;NOM;MASC;SG	N;MASC;SG
контроль	controlo	контроль	controlo	N;INAN;NOM;MASC;SG	N;MASC;SG
контроль	acompanhamento	контроль	acompanhamento	N;INAN;NOM;MASC;SG	N;MASC;SG
контроль	monitorização	контроль	monitorização	N;INAN;NOM;MASC;SG	N;FEM;SG
контроль	monitoramento	контроль	monitoramento	N;INAN;NOM;MASC;SG	N;MASC;SG
мнения	opiniões	мнение	opinião	N;INAN;NOM;NEUT;PL	N;FEM;PL
мнения	pareceres	мнение	parecer	N;INAN;NOM;NEUT;PL	N;MASC;PL
мнения	visualizações	мнение	visualização	N;INAN;NOM;NEUT;PL	N;FEM;PL
требования	exigências	требование	exigência	N;INAN;NOM;NEUT;PL	N;FEM;PL
требования	requisitos	требование	requisito	N;INAN;NOM;NEUT;PL	N;MASC;PL
требования	prescrições	требование	prescrição	N;INAN;NOM;NEUT;PL	N;FEM;PL
требования	demandas	требование	demanda	N;INAN;NOM;NEUT;PL	N;FEM;PL
требования	exigências	требование	exigência	N;INAN;NOM;NEUT;PL	N;FEM;PL
попытки	tentativas	попытка	tentativa	N;INAN;NOM;FEM;PL	N;FEM;PL
семей	familias	семья	familia	N;INAN;GEN;FEM;PL	N;FEM;PL
семей	famílias	семья	família	N;INAN;GEN;FEM;PL	N;FEM;PL
портрет	retrato	портрет	retrato	N;INAN;NOM;MASC;SG	N;MASC;SG
министров	ministros	министр	ministro	N;ANIM;GEN;MASC;PL	N;MASC;PL
карла	carla	карла	carla	N;ANIM;ACC;MASC;SG	N;FEM;SG
карла	karla	карла	karla	N;ANIM;ACC;MASC;SG	N;FEM;SG
цели	objectivos	цель	objectivo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	objetivos	цель	objetivo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	objectivos	цель	objectivo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	objectivos	цель	objectivo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	gols	цель	gol	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	metas	цель	meta	N;INAN;NOM;FEM;PL	N;FEM;PL
цели	golos	цель	golo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	objetivos	цель	objetivo	N;INAN;NOM;FEM;PL	N;MASC;PL
цели	metas	цель	meta	N;INAN;NOM;FEM;PL	N;FEM;PL
цели	alvos	цель	alvo	N;INAN;NOM;FEM;PL	N;MASC;PL
письмо	letra	письмо	letra	N;INAN;NOM;NEUT;SG	N;FEM;SG
письмо	carta	письмо	carta	N;INAN;NOM;NEUT;SG	N;FEM;SG
анализ	analise	анализ	analisar	N;INAN;NOM;MASC;SG	N;FEM;SG
анализ	análise	анализ	análise	N;INAN;NOM;MASC;SG	N;FEM;SG
семь	sete	семь	sete	NUM;NOM	NUM
зал	ginásio	зал	ginásio	N;INAN;NOM;MASC;SG	N;MASC;SG
зал	academia	зал	academia	N;INAN;NOM;MASC;SG	N;FEM;SG
зал	ginástica	зал	ginástica	N;INAN;NOM;MASC;SG	N;FEM;SG
зал	hall	зал	hall	N;INAN;NOM;MASC;SG	N;MASC;SG
зал	salão	зал	salão	N;INAN;NOM;MASC;SG	N;MASC;SG
женат	casada	женатый	casado	N;ANIM;NOM;MASC;SG	N;FEM;SG
женат	casado	женатый	casado	N;ANIM;NOM;MASC;SG	N;MASC;SG
художественный	artístico	художественный	artístico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
тур	tour	тур	tour	N;INAN;NOM;MASC;SG	N;MASC;SG
состоял	consistiu	состоять	consistir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
распространение	difusão	распространение	difusão	N;INAN;NOM;NEUT;SG	N;FEM;SG
распространение	divulgação	распространение	divulgação	N;INAN;NOM;NEUT;SG	N;FEM;SG
распространение	disseminação	распространение	disseminação	N;INAN;NOM;NEUT;SG	N;FEM;SG
распространение	repartição	распространение	repartição	N;INAN;NOM;NEUT;SG	N;FEM;SG
распространение	distribuição	распространение	distribuição	N;INAN;NOM;NEUT;SG	N;FEM;SG
курс	curso	курс	curso	N;INAN;NOM;MASC;SG	N;MASC;SG
битва	battle	битва	battle	N;INAN;NOM;FEM;SG	N;MASC;SG
битва	batalha	битва	batalha	N;INAN;NOM;FEM;SG	N;FEM;SG
каталог	pasta	каталог	pasta	N;INAN;NOM;MASC;SG	N;FEM;SG
каталог	directório	каталог	directório	N;INAN;NOM;MASC;SG	N;MASC;SG
каталог	diretório	каталог	diretório	N;INAN;NOM;MASC;SG	N;MASC;SG
каталог	catálogo	каталог	catálogo	N;INAN;NOM;MASC;SG	N;MASC;SG
каталог	catálogo	каталог	catálogo	N;INAN;NOM;MASC;SG	N;MASC;SG
оценки	classificações	оценка	classificação	N;INAN;NOM;FEM;PL	N;FEM;PL
оценки	notações	оценка	notação	N;INAN;NOM;FEM;PL	N;FEM;PL
оценки	estimativas	оценка	estimativa	N;INAN;NOM;FEM;PL	N;FEM;PL
оценки	avaliações	оценка	avaliação	N;INAN;NOM;FEM;PL	N;FEM;PL
дэвид	davi	дэвид	daver	N;ANIM;NOM;MASC;SG	N;MASC;SG
спорт	desporto	спорт	desporto	N;INAN;NOM;MASC;SG	N;MASC;SG
спорт	esporte	спорт	esporte	N;INAN;NOM;MASC;SG	N;MASC;SG
спорт	desporto	спорт	desporto	N;INAN;NOM;MASC;SG	N;MASC;SG
турции	turquia	турция	turquia	N;INAN;NOM;FEM;SG	N;FEM;SG
турции	turco	турция	turco	N;INAN;NOM;FEM;SG	N;MASC;SG
турции	turca	турция	turco	N;INAN;NOM;FEM;SG	N;FEM;SG
томас	tomé	томас	tomé	N;ANIM;NOM;MASC;SG	N;MASC;SG
томас	tomás	томас	tomás	N;ANIM;NOM;MASC;SG	N;MASC;SG
условия	termos	условие	termos	N;INAN;NOM;NEUT;PL	N;MASC;PL
условия	condições	условие	condição	N;INAN;NOM;NEUT;PL	N;FEM;PL
назначения	compromissos	назначение	compromisso	N;INAN;NOM;NEUT;PL	N;MASC;PL
назначения	nomeações	назначение	nomeação	N;INAN;NOM;NEUT;PL	N;FEM;PL
назначения	destinos	назначение	destino	N;INAN;NOM;NEUT;PL	N;MASC;PL
построена	construída	строить	construir	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
построена	construído	строить	construir	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
невозможно	impossivel	невозможный	impossivel	ADJ;NEUT;SG	ADJ;MASC;SG
невозможно	impossível	невозможный	impossível	ADJ;NEUT;SG	ADJ;MASC;SG
невозможно	incapaz	невозможный	incapaz	ADJ;NEUT;SG	ADJ;MASC;SG
самолёт	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
самолёт	aeronave	самолет	aeronave	N;INAN;NOM;MASC;SG	N;FEM;SG
самолёт	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
самолёт	avião	самолет	avião	N;INAN;NOM;MASC;SG	N;MASC;SG
даёт	confere	давать	conferir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
даёт	dá	давать	dar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
привести	trazer	привести	trazer	V;PFV;NFIN;ACT	V;NFIN
привести	tragam	привести	trazer	V;PFV;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
привести	traga	привести	trazer	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
привести	traz	привести	trazer	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
осенью	fall	осень	fall	N;INAN;INS;FEM;SG	N;MASC;SG
осенью	outono	осень	outono	N;INAN;INS;FEM;SG	N;MASC;SG
осенью	queda	осень	queda	N;INAN;INS;FEM;SG	N;FEM;SG
понял	percebido	понять	perceber	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
понял	entendido	понять	entender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
понял	entendi	понять	entender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;1;PST;FIN
понял	entendeu	понять	entender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
понял	compreendido	понять	compreender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
понял	compreendeu	понять	compreender	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
счет	conta	счет	conta	N;INAN;NOM;MASC;SG	N;FEM;SG
счет	pontuação	счет	pontuação	N;INAN;NOM;MASC;SG	N;FEM;SG
счет	placar	счет	placar	N;INAN;NOM;MASC;SG	N;MASC;SG
счет	fatura	счет	fatura	N;INAN;NOM;MASC;SG	N;FEM;SG
счет	factura	счет	factura	N;INAN;NOM;MASC;SG	N;FEM;SG
восстания	rebeliões	восстание	rebelião	N;INAN;NOM;NEUT;PL	N;FEM;PL
восстания	revoltas	восстание	revolta	N;INAN;NOM;NEUT;PL	N;FEM;PL
восстания	levantes	восстание	levante	N;INAN;NOM;NEUT;PL	N;MASC;PL
восстания	revoltas	восстание	revolta	N;INAN;NOM;NEUT;PL	N;FEM;PL
финал	final	финал	final	N;INAN;NOM;MASC;SG	N;MASC;SG
паломар	palomar	паломар	palomar	N;INAN;NOM;MASC;SG	N;MASC;SG
фонд	foundation	фонд	foundation	N;INAN;NOM;MASC;SG	N;MASC;SG
фонд	fundação	фонд	fundação	N;INAN;NOM;MASC;SG	N;FEM;SG
фонд	alicerce	фонд	alicerce	N;INAN;NOM;MASC;SG	N;MASC;SG
фонд	fund	фонд	fund	N;INAN;NOM;MASC;SG	N;MASC;SG
фонд	fundo	фонд	fundo	N;INAN;NOM;MASC;SG	N;MASC;SG
применения	aplicativo	применение	aplicativo	N;INAN;NOM;NEUT;SG	N;MASC;SG
применения	aplicação	применение	aplicação	N;INAN;NOM;NEUT;SG	N;FEM;SG
установлены	instalados	установить	instalar	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP
ольга	olga	ольга	olga	N;ANIM;NOM;FEM;SG	N;FEM;SG
академия	academy	академия	academy	N;INAN;NOM;FEM;SG	N;MASC;SG
академия	academia	академия	academia	N;INAN;NOM;FEM;SG	N;FEM;SG
конфликт	conflito	конфликт	conflito	N;INAN;NOM;MASC;SG	N;MASC;SG
аргументы	argumentos	аргумент	argumento	N;INAN;NOM;MASC;PL	N;MASC;PL
аргументы	argumentos	аргумент	argumento	N;INAN;NOM;MASC;PL	N;MASC;PL
выступления	discursos	выступление	discurso	N;INAN;NOM;NEUT;PL	N;MASC;PL
выступления	atuações	выступление	atuação	N;INAN;NOM;NEUT;PL	N;FEM;PL
выступления	performances	выступление	performance	N;INAN;NOM;NEUT;PL	N;FEM;PL
выступления	desempenhos	выступление	desempenho	N;INAN;NOM;NEUT;PL	N;MASC;PL
выступления	actuações	выступление	actuação	N;INAN;NOM;NEUT;PL	N;FEM;PL
выступления	apresentações	выступление	apresentação	N;INAN;NOM;NEUT;PL	N;FEM;PL
протокол	protocolo	протокол	protocolo	N;INAN;NOM;MASC;SG	N;MASC;SG
крест	cruz	крест	cruz	N;INAN;NOM;MASC;SG	N;FEM;SG
крест	cross	крест	cross	N;INAN;NOM;MASC;SG	N;MASC;SG
воду	agua	вода	agua	N;INAN;ACC;FEM;SG	N;FEM;SG
воду	água	вода	água	N;INAN;ACC;FEM;SG	N;FEM;SG
ученики	alunos	ученик	aluno	N;ANIM;NOM;MASC;PL	N;MASC;PL
ученики	estudantes	ученик	estudante	N;ANIM;NOM;MASC;PL	N;MASC;PL
ученики	alunos	ученик	aluno	N;ANIM;NOM;MASC;PL	N;MASC;PL
ученики	pupilas	ученик	pupila	N;ANIM;NOM;MASC;PL	N;FEM;PL
ученики	discípulos	ученик	discípulo	N;ANIM;NOM;MASC;PL	N;MASC;PL
марка	selo	марка	selo	N;INAN;NOM;FEM;SG	N;MASC;SG
марка	carimbo	марка	carimbo	N;INAN;NOM;FEM;SG	N;MASC;SG
марка	mark	марка	mark	N;INAN;NOM;FEM;SG	N;MASC;SG
марка	marca	марка	marca	N;INAN;NOM;FEM;SG	N;FEM;SG
депутаты	adjuntos	депутат	adjunto	N;ANIM;NOM;MASC;PL	N;MASC;PL
депутаты	pms	депутат	pms	N;ANIM;NOM;MASC;PL	N;MASC;PL
депутаты	deputados	депутат	deputado	N;ANIM;NOM;MASC;PL	N;MASC;PL
евреев	judeus	еврей	judeu	N;ANIM;GEN;MASC;PL	N;MASC;PL
требует	exige	требовать	exigir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
требует	requer	требовать	requerer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
этап	fase	этап	fase	N;INAN;NOM;MASC;SG	N;FEM;SG
этап	palco	этап	palco	N;INAN;NOM;MASC;SG	N;MASC;SG
этап	etapa	этап	etapa	N;INAN;NOM;MASC;SG	N;FEM;SG
символ	símbolo	символ	símbolo	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	simbolo	символ	simbolo	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	carácter	символ	carácter	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	caractere	символ	caractere	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	personagem	символ	personagem	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	caracter	символ	caracter	N;INAN;NOM;MASC;SG	N;MASC;SG
символ	caráter	символ	caráter	N;INAN;NOM;MASC;SG	N;MASC;SG
ооо	ooo	о	ooo	N;INAN;NOM;NEUT;SG	N;MASC;SG
фамилии	sobrenomes	фамилия	sobrenome	N;INAN;NOM;FEM;PL	N;MASC;PL
фамилии	apelidos	фамилия	apelido	N;INAN;NOM;FEM;PL	N;MASC;PL
определение	determinação	определение	determinação	N;INAN;NOM;NEUT;SG	N;FEM;SG
определение	definição	определение	definição	N;INAN;NOM;NEUT;SG	N;FEM;SG
сад	jardim	сад	jardim	N;INAN;NOM;MASC;SG	N;MASC;SG
сад	horta	сад	horta	N;INAN;NOM;MASC;SG	N;FEM;SG
швейцарии	suíços	швейцария	suíço	N;INAN;NOM;FEM;PL	N;MASC;PL
соединения	conexões	соединение	conexão	N;INAN;NOM;NEUT;PL	N;FEM;PL
соединения	ligações	соединение	ligação	N;INAN;NOM;NEUT;PL	N;FEM;PL
приблизительно	aproximadamente	приблизительно	aproximadamente	ADV	ADV
батальона	batalhão	батальон	batalhão	N;INAN;GEN;MASC;SG	N;MASC;SG
остался	fiquei	остаться	ficar	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;SG;1;PST;FIN
остался	ficou	остаться	ficar	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
остался	permaneceu	остаться	permanecer	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
качества	qualidades	качество	qualidade	N;INAN;NOM;NEUT;PL	N;FEM;PL
свободы	liberdades	свобода	liberdade	N;INAN;NOM;FEM;PL	N;FEM;PL
свободы	liberdades	свобода	liberdade	N;INAN;NOM;FEM;PL	N;FEM;PL
гол	gol	гол	gol	N;INAN;NOM;MASC;SG	N;MASC;SG
гол	objetivo	гол	objetivo	N;INAN;NOM;MASC;SG	N;MASC;SG
гол	golo	гол	golo	N;INAN;NOM;MASC;SG	N;MASC;SG
гол	baliza	гол	baliza	N;INAN;NOM;MASC;SG	N;FEM;SG
гол	meta	гол	meta	N;INAN;NOM;MASC;SG	N;FEM;SG
грузии	georgiano	грузия	georgiano	N;INAN;NOM;FEM;SG	N;MASC;SG
грузии	georgia	грузия	georgia	N;INAN;NOM;FEM;SG	N;FEM;SG
грузии	geórgia	грузия	geórgia	N;INAN;NOM;FEM;SG	N;FEM;SG
рек	rios	река	rio	N;INAN;GEN;FEM;PL	N;MASC;PL
верхней	superior	верхний	alto	ADJ;INS;FEM;SG	ADJ;MASC;SG
направление	direção	направление	direção	N;INAN;NOM;NEUT;SG	N;FEM;SG
направление	direcção	направление	direcção	N;INAN;NOM;NEUT;SG	N;FEM;SG
флот	navy	флот	navy	N;INAN;NOM;MASC;SG	N;MASC;SG
флот	marinha	флот	marinho	N;INAN;NOM;MASC;SG	N;FEM;SG
флот	frota	флот	frota	N;INAN;NOM;MASC;SG	N;FEM;SG
матчи	partidas	матч	partida	N;INAN;NOM;MASC;PL	N;FEM;PL
матчи	correspondências	матч	correspondência	N;INAN;NOM;MASC;PL	N;FEM;PL
матчи	fósforos	матч	fósforo	N;INAN;NOM;MASC;PL	N;MASC;PL
лондоне	londres	лондон	londre	N;INAN;ESS;MASC;SG	N;FEM;SG
представитель	representante	представитель	representante	N;ANIM;NOM;MASC;SG	N;MASC;SG
подготовки	formação	подготовка	formação	N;INAN;GEN;FEM;SG	N;FEM;SG
подготовки	treinamento	подготовка	treinamento	N;INAN;GEN;FEM;SG	N;MASC;SG
подготовки	treino	подготовка	treino	N;INAN;GEN;FEM;SG	N;MASC;SG
педагог	educadora	педагог	educadora	N;ANIM;NOM;MASC;SG	N;FEM;SG
педагог	educador	педагог	educador	N;ANIM;NOM;MASC;SG	N;MASC;SG
отношений	relações	отношение	relação	N;INAN;GEN;NEUT;PL	N;FEM;PL
павлович	pavlovich	павлович	pavlovich	N;ANIM;NOM;MASC;SG	N;MASC;SG
проекты	projectos	проект	projecto	N;INAN;NOM;MASC;PL	N;MASC;PL
проекты	projetos	проект	projeto	N;INAN;NOM;MASC;PL	N;MASC;PL
показатель	indicador	показатель	indicador	N;INAN;NOM;MASC;SG	N;MASC;SG
пара	par	пара	par	N;INAN;NOM;FEM;SG	N;MASC;SG
пара	casal	пара	casal	N;INAN;NOM;FEM;SG	N;MASC;SG
требуется	exigido	требоваться	exigir	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;V.PTCP
требуется	requerido	требоваться	requerer	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;V.PTCP
поражение	derrota	поражение	derrota	N;INAN;NOM;NEUT;SG	N;FEM;SG
веков	séculos	век	século	N;INAN;GEN;MASC;PL	N;MASC;PL
крепости	fortalezas	крепость	fortaleza	N;INAN;NOM;FEM;PL	N;FEM;PL
джона	jonas	джон	jona	N;ANIM;ACC;MASC;SG	N;MASC;SG
джона	jonah	джон	jonah	N;ANIM;ACC;MASC;SG	N;MASC;SG
журналист	jornalista	журналист	jornalista	N;ANIM;NOM;MASC;SG	N;MASC;SG
молодой	jovem	молодой	jovem	ADJ;NOM;MASC;SG	ADJ;MASC;SG
андреевич	andreyevich	андреевич	andreyevich	N;ANIM;NOM;MASC;SG	N;MASC;SG
крупнейших	maiores	крупный	grande	ADJ;GEN;RL;PL	ADJ;MASC;PL
сценарист	argumento	сценарист	argumento	N;ANIM;NOM;MASC;SG	N;MASC;SG
сценарист	guião	сценарист	guião	N;ANIM;NOM;MASC;SG	N;MASC;SG
сценарист	roteiro	сценарист	roteiro	N;ANIM;NOM;MASC;SG	N;MASC;SG
сценарист	escritora	сценарист	escritor	N;ANIM;NOM;MASC;SG	N;FEM;SG
сценарист	escritor	сценарист	escritor	N;ANIM;NOM;MASC;SG	N;MASC;SG
сценарист	argumentista	сценарист	argumentista	N;ANIM;NOM;MASC;SG	N;MASC;SG
сценарист	roteirista	сценарист	roteirista	N;ANIM;NOM;MASC;SG	N;MASC;SG
принят	aceitado	принять	aceitar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
принят	aceito	принять	aceitar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
принят	adoptado	принять	adoptar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
принят	adotou	принять	adotar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
принят	adotado	принять	adotar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
принят	aprovado	принять	aprovar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP
принят	adotada	принять	adotar	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;V.PTCP
переехал	movida	переехать	mover	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
переехал	movido	переехать	mover	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
переехал	comovida	переехать	comover	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;V.PTCP
переехал	comovido	переехать	comover	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
август	augusto	август	augusto	N;INAN;NOM;MASC;SG	N;MASC;SG
август	august	август	august	N;INAN;NOM;MASC;SG	N;MASC;SG
август	agosto	август	agosto	N;INAN;NOM;MASC;SG	N;MASC;SG
август	augusto	август	augusto	N;INAN;NOM;MASC;SG	N;MASC;SG
август	augustus	август	augustus	N;INAN;NOM;MASC;SG	N;MASC;SG
звезда	estrela	звезда	estrela	N;ANIM;NOM;FEM;SG	N;FEM;SG
звезда	star	звезда	star	N;ANIM;NOM;FEM;SG	N;MASC;SG
причиной	causa	причина	causa	N;INAN;INS;FEM;SG	N;FEM;SG
растения	plantas	растение	planta	N;INAN;NOM;NEUT;PL	N;FEM;PL
растения	usinas	растение	usina	N;INAN;NOM;NEUT;PL	N;FEM;PL
понятно	compreensível	понятный	compreensível	ADJ;NEUT;SG	ADJ;MASC;SG
чемпионов	campeões	чемпион	campeão	N;ANIM;GEN;MASC;PL	N;MASC;PL
работала	trabalhou	работать	trabalhar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
