med	com	med	com	ADP	ADP
vanligen	geralmente	vanligen	geralmente	ADV	ADV
vanligen	normalmente	vanligen	normalmente	ADV	ADV
vanligen	habitualmente	vanligen	habitualmente	ADV	ADV
vanligen	usualmente	vanligen	usualmente	ADV	ADV
danska	dinamarquesa	dansk	dinamarquesa	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
danska	dinamarquês	dansk	dinamarquês	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
genre	género	genre	género	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
genre	gênero	genre	gênero	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kali	kali	kali	kali	N	N;FEM;SG
procent	porcentagem	procent	porcentagem	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
procent	percentagem	procent	percentagem	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
procent	porcentagem	procent	porcentagem	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
procent	percentual	procent	percentual	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
procent	percentagem	procent	percentagem	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
territorium	território	territorium	território	N;NOM;INDF;NEUT;SG	N;MASC;SG
live	viva	live	vivo	N;NOM;INDF;NEUT;SG	N;FEM;SG
live	live	live	live	N;NOM;INDF;NEUT;SG	N;MASC;SG
ludwig	ludwig	ludwig	ludwig	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ludwig	luís	ludwig	luís	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
vägen	rodoviário	väg	rodoviário	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
vägen	estrada	väg	estrada	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
gammal	velho	gammal	velho	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammal	antigo	gammal	antigo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
gammal	velha	gammal	velho	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
modern	moderna	mor	moderno	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
modern	modern	mor	modern	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
centrum	downtown	centrum	downtown	N;NOM;INDF;NEUT;SG	N;MASC;SG
centrum	centrum	centrum	centrum	N;NOM;INDF;NEUT;SG	N;MASC;SG
centrum	centro	centrum	centro	N;NOM;INDF;NEUT;SG	N;MASC;SG
centrum	center	centrum	center	N;NOM;INDF;NEUT;SG	N;MASC;SG
centrum	centro	centrum	centro	N;NOM;INDF;NEUT;SG	N;MASC;SG
centrum	centre	centrum	centre	N;NOM;INDF;NEUT;SG	N;MASC;SG
hemsida	website	hemsida	websitir	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hemsida	site	hemsida	site	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spelat	jogado	spela	jogar	V;V.CVB;ACT	V;MASC;SG;V.PTCP
spelat	jogou	spela	jogar	V;V.CVB;ACT	V;IND;SG;3;PST;FIN
spelat	tocou	spela	tocar	V;V.CVB;ACT	V;IND;SG;3;PST;FIN
spelat	joguei	spela	joguar	V;V.CVB;ACT	V;IND;SG;1;PST;FIN
spelat	jogaram	spela	jogar	V;V.CVB;ACT	V;IND;PL;3;FIN
studier	estudos	studie	estudo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
filmer	filmes	filma	filme	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
filmer	películas	filma	película	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
filmer	filmes	filma	filme	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
byn	vila	byn	vila	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
byn	aldeia	byn	aldeia	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
carolina	carolina	carolin	carolina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ben	ossos	ben	osso	N;NOM;INDF;NEUT;PL	N;MASC;PL
ben	espinhas	ben	espinha	N;NOM;INDF;NEUT;PL	N;FEM;PL
ben	pernas	ben	perna	N;NOM;INDF;NEUT;PL	N;FEM;PL
ben	ossos	ben	osso	N;NOM;INDF;NEUT;PL	N;MASC;PL
snart	logo	snart	logo	ADV	ADV
snart	brevemente	snart	brevemente	ADV	ADV
montana	montana	montan	montana	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
roller	cargos	roll	cargo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
roller	papeis	roll	papel	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
roller	funções	roll	função	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
roller	papéis	roll	papel	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
uppdrag	cessão	uppdrag	cessão	N;NOM;INDF;NEUT;SG	N;FEM;SG
uppdrag	atribuição	uppdrag	atribuição	N;NOM;INDF;NEUT;SG	N;FEM;SG
uppdrag	missão	uppdrag	missão	N;NOM;INDF;NEUT;SG	N;FEM;SG
uppdrag	missao	uppdrag	missao	N;NOM;INDF;NEUT;SG	N;FEM;SG
uppdrag	mission	uppdrag	mission	N;NOM;INDF;NEUT;SG	N;MASC;SG
rivière	rivière	rivière	rivière	N;NOM;INDF;NEUT;SG	N;MASC;SG
kanal	canal	kanal	canal	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kanal	canal	kanal	canal	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kanal	channel	kanal	channel	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ålder	idade	ålder	idade	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fjärde	quarta	fyra	quarto	ADJ;NOM	ADJ;FEM;SG
club	club	club	club	N;NOM;INDF;NEUT;SG	N;MASC;SG
club	clube	club	clube	N;NOM;INDF;NEUT;SG	N;MASC;SG
bestod	consistiu	bestå	consistir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
flertal	múltipla	flertal	múltiplo	N;NOM;INDF;NEUT;SG	N;FEM;SG
flertal	múltiplo	flertal	múltiplo	N;NOM;INDF;NEUT;SG	N;MASC;SG
tidigt	cedo	tidig	cedo	ADV	ADV
konstnär	pintora	konstnär	pintora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
konstnär	pintor	konstnär	pintor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
konstnär	artista	konstnär	artista	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
stil	style	stil	style	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
stil	estilo	stil	estilo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
troligen	provavelmente	troligen	provavelmente	ADV	ADV
troligen	provavelmente	troligen	provavelmente	ADV	ADV
senaste	recente	sen	recente	ADJ;NOM;DEF;RL	ADJ;MASC;SG
senaste	último	sen	último	ADJ;NOM;DEF;RL	ADJ;MASC;SG
senaste	últimas	sen	último	ADJ;NOM;DEF;RL	ADJ;FEM;PL
senaste	últimos	sen	último	ADJ;NOM;DEF;RL	ADJ;MASC;PL
senaste	última	sen	último	ADJ;NOM;DEF;RL	ADJ;FEM;SG
senaste	últimos	sen	último	ADJ;NOM;DEF;RL	ADJ;MASC;PL
senaste	últimas	sen	último	ADJ;NOM;DEF;RL	ADJ;FEM;PL
ändå	ainda	ändå	ainda	ADV	ADV
brazzaville	brazzaville	brazzaville	brazzaville	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
die	die	du	dieer	N;NOM;INDF;NEUT;SG	N;MASC;SG
tidningen	jornal	tidning	jornal	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
tidningen	magazine	tidning	magazine	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
tidningen	revista	tidning	revista	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
isla	isla	isla	isla	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
oued	oued	oued	oued	N	N;MASC;SG
gräs	panela	gräs	panela	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	pote	gräs	pote	N;NOM;INDF;NEUT;SG	N;MASC;SG
gräs	maconha	gräs	maconha	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	pot	gräs	pot	N;NOM;INDF;NEUT;SG	N;MASC;SG
gräs	erva	gräs	ervar	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	capim	gräs	capim	N;NOM;INDF;NEUT;SG	N;MASC;SG
gräs	grama	gräs	grama	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	erva	gräs	ervar	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	relva	gräs	relva	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	maconha	gräs	maconha	N;NOM;INDF;NEUT;SG	N;FEM;SG
gräs	erva	gräs	ervar	N;NOM;INDF;NEUT;SG	N;FEM;SG
port	porto	port	porto	N;NOM;INDF;NEUT;SG	N;MASC;SG
mine	mina	man	mina	N;NOM;INDF;NEUT;SG	N;FEM;SG
ledare	condutores	ledare	condutor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
ledare	lideres	ledare	lider	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
ledare	dirigentes	ledare	dirigente	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
ledare	líderes	ledare	líder	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
dalarna	vales	dal	vale	N;NOM;DEF;MASC+FEM;PL	N;MASC;PL
mst	mst	mst	mst	N;NOM;INDF;NEUT;SG	N;MASC;SG
material	material	material	material	N;NOM;INDF;NEUT;SG	N;MASC;SG
norska	norueguesa	norska	norueguês	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
norska	norueguês	norska	norueguês	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
folk	pessoas	folk	pessoa	N;NOM;INDF;NEUT;PL	N;FEM;PL
nästa	seguinte	nästa	seguinte	ADJ;NOM	ADJ;MASC;SG
nästa	próxima	nästa	próximo	ADJ;NOM	ADJ;FEM;SG
skogar	bosques	skoga	bosque	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skogar	florestas	skoga	floresta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
monte	monte	monte	monte	N;NOM;INDF;NEUT;SG	N;MASC;SG
cup	xícara	cup	xícara	N;NOM;INDF;NEUT;SG	N;FEM;SG
cup	copa	cup	copa	N;NOM;INDF;NEUT;SG	N;FEM;SG
cup	taça	cup	taça	N;NOM;INDF;NEUT;SG	N;FEM;SG
cup	chávena	cup	cháveno	N;NOM;INDF;NEUT;SG	N;FEM;SG
cup	copo	cup	copo	N;NOM;INDF;NEUT;SG	N;MASC;SG
norte	norte	norte	norte	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
historiska	históricas	historisk	histórico	ADJ;NOM;PL	ADJ;FEM;PL
historiska	históricos	historisk	histórico	ADJ;NOM;PL	ADJ;MASC;PL
historiska	históricas	historisk	histórico	ADJ;NOM;PL	ADJ;FEM;PL
historiska	históricos	historisk	histórico	ADJ;NOM;PL	ADJ;MASC;PL
längd	duração	längd	duração	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
längd	comprimento	längd	comprimento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
längd	altura	längd	altura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kungen	king	kung	king	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
kungen	rei	kung	rei	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
skillnad	diferenca	skillnad	diferenca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skillnad	diferença	skillnad	diferença	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
petit	petit	petit	petit	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
togs	tirada	ta	tirar	V;IND;PST;FIN;PASS	V;FEM;SG;V.PTCP
togs	tomado	ta	tomar	V;IND;PST;FIN;PASS	V;MASC;SG;V.PTCP
togs	levado	ta	levar	V;IND;PST;FIN;PASS	V;MASC;SG;V.PTCP
togs	tomadas	ta	tomar	V;IND;PST;FIN;PASS	V;FEM;PL;V.PTCP
togs	tiradas	ta	tirar	V;IND;PST;FIN;PASS	V;FEM;PL;V.PTCP
omfattande	abrangente	omfattande	abrangente	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG
omfattande	abrangentes	omfattande	abrangente	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;PL
omfattande	extensa	omfattande	extenso	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;SG
omfattande	extenso	omfattande	extenso	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG
omfattande	extensas	omfattande	extenso	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;PL
omfattande	extensiva	omfattande	extensivo	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;SG
karta	mapa	karta	mapa	N;NOM;INDF;NEUT;SG	N;MASC;SG
insekter	insetos	insekt	inseto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	insectos	insekt	insecto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	insectos	insekt	insecto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	insetos	insekt	inseto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	bugs	insekt	bug	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	bichos	insekt	bicho	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
insekter	erros	insekt	erro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
möjligt	possivel	möjlig	possivel	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
möjligt	possível	möjlig	possível	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
snabbt	rapidamente	snabb	rapidamente	ADV	ADV
armén	exército	arm	exército	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
armén	tropa	arm	tropa	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
armén	army	arm	army	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
program	programa	program	programa	N;NOM;INDF;NEUT;SG	N;MASC;SG
program	programa	program	programa	N;NOM;INDF;NEUT;SG	N;MASC;SG
programmet	programa	program	programa	N;NOM;DEF;NEUT;SG	N;MASC;SG
programmet	programa	program	programa	N;NOM;DEF;NEUT;SG	N;MASC;SG
visade	mostrei	visa	mostrar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
visade	mostrou	visa	mostrar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
visade	mostraram	visa	mostrar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
visade	exibida	visa	exibir	V;IND;PST;FIN;ACT	V;FEM;SG;V.PTCP
visade	exibidos	visa	exibir	V;IND;PST;FIN;ACT	V;MASC;PL;V.PTCP
visade	exibidas	visa	exibir	V;IND;PST;FIN;ACT	V;FEM;PL;V.PTCP
visade	mostrado	visa	mostrar	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
visade	exibido	visa	exibir	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
visade	indicados	visa	indicar	V;IND;PST;FIN;ACT	V;MASC;PL;V.PTCP
visade	caracterizado	visa	caracterizado	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
visade	visualizados	visa	visualizar	V;IND;PST;FIN;ACT	V;MASC;PL;V.PTCP
visade	visualizado	visa	visualizar	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
sommaren	summer	sommar	summer	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
svårt	duro	svår	duro	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
svårt	difícil	svår	difícil	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
svårt	dificil	svår	dificil	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
svårt	difícil	svår	difícil	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
mera	mais	mycket	mais	ADV;CMPR	ADV
sporsäcksvampar	ascomycota	sporsäcksvamp	ascomycota	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
star	estrela	star	estrela	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
star	star	star	star	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mor	mãe	mor	mãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mor	mamãe	mor	mamãe	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
green	green	gre	green	N;NOM;INDF;NEUT;SG	N;MASC;SG
klippa	cortar	klippa	cortar	V;IMP;FIN;ACT	V;NFIN
king	king	king	king	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
king	rei	king	rei	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
one	one	one	one	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
beach	praia	beach	praia	N;NOM;INDF;NEUT;SG	N;FEM;SG
max	max	max	max	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
max	máx	max	máx	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
list	lista	list	lista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
list	guile	list	guile	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
list	astúcia	list	astúcia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hösten	autumn	höst	autumn	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
hösten	outono	höst	outono	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
hösten	fall	höst	fall	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
hösten	outono	höst	outono	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
hösten	queda	höst	queda	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
lärare	professoras	lärare	professora	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
lärare	professores	lärare	professor	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
samhället	society	samhälle	society	N;NOM;DEF;NEUT;SG	N;MASC;SG
samhället	sociedade	samhälle	sociedade	N;NOM;DEF;NEUT;SG	N;FEM;SG
https	https	httpa	http	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
brons	bronze	brons	bronze	N;NOM;INDF;NEUT;SG	N;MASC;SG
säger	dizendo	säga	dizer	V;IND;PRS;FIN;ACT	V;V.MSDR
säger	diz	säga	dizer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
känt	conhecida	känd	conhecido	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;FEM;SG
känt	conhecido	känd	conhecido	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG
lagen	lei	lag	lei	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
lagen	direito	lag	direito	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
lagen	law	lag	law	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
svart	negro	svart	negro	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
vapen	arma	vapen	arma	N;NOM;INDF;NEUT;SG	N;FEM;SG
vapen	armamento	vapen	armamento	N;NOM;INDF;NEUT;SG	N;MASC;SG
vapen	arms	vapen	arms	N;NOM;INDF;NEUT;SG	N;MASC;SG
vapen	armamento	vapen	armamento	N;NOM;INDF;NEUT;SG	N;MASC;SG
vapen	guns	vapen	guns	N;NOM;INDF;NEUT;SG	N;MASC;SG
städer	vilas	stad	vila	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
städer	cidades	stad	cidade	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
val	seleção	val	seleção	N;NOM;INDF;NEUT;SG	N;FEM;SG
val	selecção	val	selecção	N;NOM;INDF;NEUT;SG	N;FEM;SG
val	val	val	val	N;NOM;INDF;NEUT;SG	N;MASC;SG
val	eleição	val	eleição	N;NOM;INDF;NEUT;SG	N;FEM;SG
val	escolha	val	escolha	N;NOM;INDF;NEUT;SG	N;FEM;SG
val	eleição	val	eleição	N;NOM;INDF;NEUT;SG	N;FEM;SG
val	baleia	val	baleia	N;NOM;INDF;NEUT;SG	N;FEM;SG
simon	simon	simon	simon	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
simon	simão	simon	simão	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
simon	simón	simon	simón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
inre	interno	inre	interno	ADJ;NOM;CMPR	ADJ;MASC;SG
inre	interna	inre	interno	ADJ;NOM;CMPR	ADJ;FEM;SG
harry	henrique	harry	henrique	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
harry	harry	harry	harry	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sten	stone	sten	stone	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sten	pedra	sten	pedra	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sten	sten	sten	sten	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sten	rochedo	sten	rochedo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sten	rocha	sten	rocha	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sten	pedra	sten	pedra	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sten	rock	sten	rock	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mängd	quantia	mängd	quantia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mängd	quantidade	mängd	quantidade	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mängd	montante	mängd	montante	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mängd	quantidade	mängd	quantidade	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
växte	cresceram	växa	crescer	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
växte	cresceu	växa	crescer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
månader	meses	månad	mês	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
tom	tom	tom	tom	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hålla	segure	hålla	segure	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
hålla	segurar	hålla	segurar	V;NFIN;ACT	V;NFIN
platsen	localização	plats	localização	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
skriver	escreve	skriva	escrever	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
skriver	escrevendo	skriva	escrever	V;IND;PRS;FIN;ACT	V;V.MSDR
skriver	escrever	skriva	escrever	V;IND;PRS;FIN;ACT	V;NFIN
finalen	final	final	final	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
vanligt	comum	vanlig	comum	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
vanligt	frequente	vanlig	frequente	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
vanligt	habitual	vanlig	habitual	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
vanligt	usual	vanlig	usual	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
vanliga	frequentes	vanlig	frequente	ADJ;NOM;PL	ADJ;MASC;PL
kronor	coroas	krona	coroa	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
viktig	importante	viktig	importante	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
match	game	match	game	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
match	jogo	match	jogo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
match	match	match	match	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
föreningen	associação	förening	associação	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
föreningen	association	förening	association	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
parc	parc	parc	parc	N;NOM;INDF;NEUT;SG	N;MASC;SG
kompositör	compositor	kompositör	compositor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kompositör	compositora	kompositör	compositora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
livet	vida	liv	vida	N;NOM;DEF;NEUT;SG	N;FEM;SG
livet	life	liv	life	N;NOM;DEF;NEUT;SG	N;MASC;SG
sar	sar	sa	sar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
regional	regional	regional	regional	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
datum	data	datum	data	N;NOM;INDF;NEUT;SG	N;FEM;SG
djup	profundidade	djup	profundidade	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
djup	deep	djup	deep	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
castle	castelo	castle	castelo	N;NOM;INDF;NEUT;SG	N;MASC;SG
medeltida	medieval	medeltida	medieval	ADJ;NOM	ADJ;MASC;SG
höga	altas	hög	alto	ADJ;NOM;PL	ADJ;FEM;PL
tills	até	tills	até	ADV	ADV
villa	villa	villa	villa	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lätt	facil	lätt	facil	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
lätt	fácil	lätt	fácil	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
titel	titulo	titel	titulo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
titel	título	titel	título	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flygplats	aeroporto	flygpla	aeroporto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flygplats	aeródromo	flygpla	aeródromo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
makedonska	macedónia	makedonsk	macedónia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
makedonska	macedônia	makedonsk	macedônia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
köping	köping	köping	köping	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
krig	guerra	krig	guerra	N;NOM;INDF;NEUT;SG	N;FEM;SG
krig	war	krig	war	N;NOM;INDF;NEUT;SG	N;MASC;SG
krig	wars	krig	war	N;NOM;INDF;NEUT;SG	N;MASC;SG
skog	floresta	skog	floresta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skog	bosque	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skog	floresta	skog	floresta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skog	bosque	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skog	forest	skog	forest	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
beroende	dependente	beroende	dependente	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG
bygga	construindo	bygga	construir	V;IMP;FIN;ACT	V;V.MSDR
bygga	construir	bygga	construir	V;IMP;FIN;ACT	V;NFIN
bayern	baviera	bay	baviera	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
bayern	bayern	bay	bayern	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
texten	texto	text	texto	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
utveckling	desenvolvimento	utveckling	desenvolvimento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utveckling	evolução	utveckling	evolução	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utveckling	evolution	utveckling	evolution	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utveckling	evolução	utveckling	evolução	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
spanska	castelhano	spanska	castelhano	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spanska	espanhola	spanska	espanhola	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
spanska	espanhol	spanska	espanhol	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
historik	historia	historik	historia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
