nie	не	nie	не	PART;NEG	PART;NEG
olimpijskie	олімпійський	olimpijski	олімпійський	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
termin	дата	termin	дата	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
termin	термін	termin	термін	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wydarzenia	події	wydarzenie	подія	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
wydarzenia	події	wydarzenie	подія	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
struktura	текстура	struktura	текстура	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
struktura	структура	struktura	структура	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
chce	мріє	chcieć	мріяти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
chce	хоче	chcieć	хотіти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
każda	кожен	każdy	кожний	DET;NOM;FEM;SG	DET;NOM;MASC;SG
każda	кожен	każdy	кожний	DET;NOM;FEM;SG	DET;NOM;MASC;SG
każda	кожна	każdy	кожний	DET;NOM;FEM;SG	DET;NOM;FEM;SG
międzynarodowy	міжнародний	międzynarodowy	міжнародний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
międzynarodowy	міжнародна	międzynarodowy	міжнародний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
międzynarodowy	міжнародне	międzynarodowy	міжнародний	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
pozwala	дозволяє	pozwalać	дозволяти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pozwala	дозволяє	pozwalać	дозволяти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pozwala	допускає	pozwalać	допускати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
problemy	проблеми	problem	проблема	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
problemy	проблеми	problem	проблема	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
daje	віддавати	dawać	віддавати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN
daje	даючи	dawać	давати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;PRS;V.CVB
daje	дає	dawać	давати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
muzyk	музикант	muzyk	музикант	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
samochód	машина	samochód	машина	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
samochód	авто	samochód	авто	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
samochód	автомобіль	samochód	автомобіль	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
samochód	автомобіль	samochód	автомобіль	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
samochód	автовиробник	samochód	автовиробник	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
największy	найбільший	duży	найбільший	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
nauczyciel	викладач	nauczyciel	викладач	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nauczyciel	вчитель	nauczyciel	вчитель	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nauczyciel	учитель	nauczyciel	учитель	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nauczyciel	вчителька	nauczyciel	вчителька	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
techniczne	технічна	techniczny	технічний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
techniczne	технічний	techniczny	технічний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
pracowników	співробітників	pracownik	співробітник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
pracowników	працівників	pracownik	працівник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
pracowników	службовців	pracownik	службовець	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
pracowników	робітників	pracownik	робітник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
pracowników	працівників	pracownik	працівник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
hiszpański	іспанська	hiszpański	іспанський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
najlepsza	кращий	dobry	кращий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
najlepsza	найкращий	dobry	найкращий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
konkurs	конкурс	konkurs	конкурс	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
konkurs	євробачення	konkurs	євробачення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
przeniesiony	зворушений	przenieść	зворушений	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
wybór	вибір	wybór	вибір	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wybór	вибір	wybór	вибір	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dowództwo	команда	dowództwo	команда	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
inżynier	інженер	inżynier	інженер	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
tradycyjna	традиційний	tradycyjny	традиційний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
tradycyjna	традиційна	tradycyjny	традиційний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
tradycyjna	традиційне	tradycyjny	традиційний	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
atak	наступ	atak	наступ	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
atak	напад	atak	напад	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
atak	атака	atak	атакий	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
atak	десант	atak	десант	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
atak	напад	atak	напад	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
dotyczy	стосується	dotyczyć	стосуватися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
założenia	успіння	założenie	успіння	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
prywatne	приватна	prywatny	приватний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
prywatne	особисте	prywatny	особистий	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
prywatne	приватний	prywatny	приватний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
woda	вода	woda	вода	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
zmiana	зміна	zmiana	зміна	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
zmiana	зміна	zmiana	зміна	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
najlepiej	найкраще	dobrze	найкраще	ADV;RL	ADV;RL
pozostał	залишилася	pozostać	залишитися	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
pozostał	зупинилась	pozostać	зупинитися	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
pozostał	залишився	pozostać	залишитися	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
francuska	французька	francuski	французький	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
francuska	французький	francuski	французький	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
faza	фаза	faza	фаза	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
faza	стадія	faza	стадія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
komitet	комітет	komitet	комітет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
biała	білий	biały	білий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
biała	біла	biały	білий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
biała	біле	biały	білий	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
biała	біла	biały	білий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kwiaty	квіти	kwiat	квіта	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
kwiaty	квітки	kwiat	квітка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
prezes	президент	prezes	президент	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prezes	голова	prezes	голова	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
odpowiednio	відповідно	odpowiednio	відповідно	ADV	ADV
wyposażenie	обладнання	wyposażenie	обладнання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wyposażenie	інвентар	wyposażenie	інвентар	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
najlepsze	кращий	dobry	кращий	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
najlepsze	найкращий	dobry	найкращий	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
straty	втрати	strata	втрата	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
straty	збитки	strata	збиток	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
straty	збитки	strata	збиток	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
akcja	дія	akcja	дія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
obiekty	предмети	obiekt	предмет	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
sąd	суд	sąd	суд	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
mieszkańcy	мешканці	mieszkaniec	мешканець	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
mieszkańcy	мешканці	mieszkaniec	мешканець	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
kapitan	капітан	kapitan	капітан	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
college	коледж	collega	коледж	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
college	коледжі	collega	коледжа	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
archiwum	архів	archiwum	архів	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
klasztor	монастир	klasztor	монастир	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
klasztor	монастир	klasztor	монастир	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
obie	обох	oba	обидва	NUM;ACC;FEM;PL	NUM;ACC
galaktyka	галактика	galaktyka	галактик	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
filmy	фільми	film	фільм	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
filmy	фільми	film	фільм	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
zespoły	гурти	zespół	гурти	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
zespoły	команди	zespół	команда	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
obecny	присутня	obecny	присутня	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
aktywności	діяльності	aktywność	діяльність	N;GEN;FEM;SG	N;INAN;GEN;FEM;SG
zwycięstwa	перемога	zwycięstwo	перемога	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
mikołaj	миколай	mikołaj	миколай	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mikołaj	миколая	mikołaj	микола	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mikołaj	миколай	mikołaj	миколай	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
obrońcy	захисник	obrońca	захисник	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
cechy	характеристики	cecha	характеристика	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
cechy	особливості	cecha	особливість	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
cechy	можливості	cecha	можливість	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
japoński	японська	japoński	японський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
japoński	японський	japoński	японський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
mąż	чоловік	mąż	чоловік	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
duża	велике	duży	великий	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
duża	велика	duży	великий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
duża	великий	duży	великий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wymaga	потребує	wymagać	потребувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
wymaga	вимагає	wymagać	вимагати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
widzów	спостерігачів	widz	спостерігач	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
widzów	глядачів	widz	глядач	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
republika	республіка	republik	республіка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
działanie	дія	działać	дія	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
działanie	дія	działać	дія	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
działanie	операція	działać	операція	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INAN;NOM;FEM;SG
własne	власний	własny	власний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
krótko	коротко	krótko	коротко	ADV	ADV
krótko	коротко	krótko	коротко	ADV	ADV
zagrożenia	небезпека	zagrożenie	небезпека	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
zagrożenia	загроза	zagrożenie	загроза	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
zagrożenia	погроза	zagrożenie	погроза	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
ważne	важлива	ważny	важливий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ważne	важливий	ważny	важливий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ważne	важливе	ważny	важливий	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ważne	дійсний	ważny	дійсний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ważne	чинний	ważny	чинний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
południowa	південна	południowy	південний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
południowa	південний	południowy	південний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kaplica	каплиця	kaplica	каплиця	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
świątynia	храм	świątynia	храм	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
większe	більший	duży	більший	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
większe	більший	duży	більший	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
przełęcz	перевал	przełęcz	переваль	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
cała	цілий	cały	цілий	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
cała	ціла	cały	цілий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
wyspa	острів	wyspa	острів	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
pani	леді	pani	леді	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
pani	пані	pani	пані	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
pani	пані	pani	пані	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
pani	мадам	pani	мада	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
podwójna	подвійна	podwójny	подвійний	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
podwójna	подвійний	podwójny	подвійний	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
podwójna	подвійне	podwójny	подвійний	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sytuacja	ситуація	sytuacja	ситуація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sytuacja	становище	sytuacja	становище	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
górna	верхній	górny	верхній	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
katedra	собор	katedra	собор	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
katedra	кафедра	katedra	кафедра	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
moment	момент	moment	момент	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zjednoczone	універсальний	zjednoczyć	універсальний	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
informacja	інформація	informacja	інформація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
informacja	інформація	informacja	інформація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
będąc	проводиться	być	проводитися	V;IPFV;PRS;V.CVB;ACT	V;IPFV;IND;SG;3;PRS;FIN
będąc	будучи	być	бути	V;IPFV;PRS;V.CVB;ACT	V;IPFV;PRS;V.CVB
prawnik	адвокат	prawnik	адвокат	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prawnik	адвокат	prawnik	адвокат	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prawnik	юрист	prawnik	юрист	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
wydawnictwa	видавництво	wydawnictwo	видавництво	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wydawnictwa	оприлюднення	wydawnictwo	оприлюднення	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wydawnictwa	публікація	wydawnictwo	публікація	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
wydawnictwa	публікування	wydawnictwo	публікування	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
pokoju	миру	pokój	мир	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
radziecki	радянський	radziecki	радянський	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
radziecki	радянська	radziecki	радянський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
nazwiska	назви	nazwisko	назва	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
nazwiska	імена	nazwisko	ім’я	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;PL
miłość	любов	miłość	любов	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
miłość	кохання	miłość	кохання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
walczył	бився	walczyć	битися	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
walczył	воював	walczyć	воювати	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
sprawa	регістр	sprawa	регістр	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sprawa	справа	sprawa	справа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sprawa	випадок	sprawa	випадок	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
określenie	термін	określenie	термін	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
określenie	визначення	określenie	визначення	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
wciąż	ще	wciąż	ще	ADV	ADV
wciąż	надалі	wciąż	надалі	ADV	ADV
wciąż	досі	wciąż	досі	ADV	ADV
brygada	бригада	brygada	бригада	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
zdanie	вирок	zdanie	вирка	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
zgromadzenia	згромадження	zgromadzić	згромадження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
zasięg	асортимент	zasięg	асортимент	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zasięg	діапазон	zasięg	діапазон	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zasięg	хребет	zasięg	хребет	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zasięg	охоплення	zasięg	охоплення	N;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
błędy	помилки	błąd	помилка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
błędy	помилки	błąd	помилка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
błędy	вади	błąd	вада	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
historyczne	історичний	historyczny	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
historyczne	історична	historyczny	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
historyczne	історичне	historyczny	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
uważa	вважає	uważać	вважати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
pytanie	запитання	pytanie	запитання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
pytanie	питання	pytanie	питання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
szwedzki	шведська	szwedzki	шведський	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
przedsiębiorstwo	компанія	przedsiębiorstwo	компанія	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
przedsiębiorstwo	підприємство	przedsiębiorstwo	підприємство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
katarzyna	катерина	katarzyno	катерина	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
katarzyna	катерина	katarzyno	катерина	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
katarzyna	катажина	katarzyno	катажина	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
żołnierze	вояки	żołnierz	вояк	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
żołnierze	солдати	żołnierz	солдат	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
korpus	корпус	korpus	корпус	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
korpus	тулуб	korpus	тулуб	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
korpus	корпус	korpus	корпус	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rzadko	рідко	rzadko	рідко	ADV	ADV
artystów	виконавців	artysta	виконавець	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
artystów	художників	artysta	художник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
klasie	класі	klasa	клас	N;DAT;FEM;SG	N;INAN;DAT;MASC;SG
klasie	класі	klasa	клас	N;DAT;FEM;SG	N;INAN;DAT;MASC;SG
samoloty	літаки	samolot	літаки	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
odkrył	виявив	odkryć	виявити	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
odkrył	відкрив	odkryć	відкрити	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
bank	банк	bank	банк	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rynek	крамниця	rynek	крамниця	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
rynek	ринок	rynek	ринок	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
zamieszkuje	згортається	zamieszkiwać	згортатися	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
teatrze	театрі	teatr	театр	N;DAT;MASC;SG	N;INAN;DAT;MASC;SG
właściwie	насправді	właściwie	насправді	ADV	ADV
właściwie	взагалі	właściwie	взагалі	ADV	ADV
niemieckim	німецькою	niemiecki	німецький	ADJ;INS;MASC;SG	ADJ;INS;FEM;SG
przestrzeń	пробіл	przestrzeń	пробіл	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
przestrzeń	простір	przestrzeń	простір	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
kierowca	драйвер	kierowca	драйвер	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
kierowca	водій	kierowca	водій	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mieszka	живе	mieszkać	жити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
kompania	компанія	kompania	компанія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
spotkanie	зустріч	spotkanie	зустріч	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spotkanie	засідання	spotkanie	засідання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
spotkanie	нарада	spotkanie	нарада	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spotkanie	зустріч	spotkanie	зустріч	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
spotkanie	знайомство	spotkanie	знайомство	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
związki	профспілки	związek	профспілка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
znaczenia	відповідність	znaczenie	відповідність	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
grafika	графіка	grafika	графіка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
grafika	графіка	grafika	графіка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sekcja	розділ	sekcja	розділ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sekcja	секція	sekcja	секція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
szablony	шаблони	szablony	шаблон	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
lotu	польоту	lot	політ	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
zmienił	змінився	zmienić	змінитися	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
zmienił	змінилася	zmienić	змінитися	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
zmienił	змінено	zmienić	змінити	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;FIN
wzrostu	росту	wzrost	ростий	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
woli	хоче	woleć	хотіти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
wieża	вежа	wieża	вежа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wieża	башта	wieża	башта	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wieża	тура	wieża	тур	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
średnia	носій	średnia	ніс	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
zbudowano	побудовано	zbudować	побудовати	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;0;FIN
zbudowano	побудували	zbudować	побудувати	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
zbudowano	зібрано	zbudować	зібрати	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;0;FIN
przedstawicieli	представників	przedstawiciel	представник	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
artysta	художниця	artysta	художниця	N;NOM;MASC;SG	N;ANIM;NOM;FEM;SG
artysta	митець	artysta	митець	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
artysta	виконавець	artysta	виконавець	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
artysta	художник	artysta	художник	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
twórca	розробник	twórca	розробник	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
twórca	творець	twórca	творець	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
twórca	автор	twórca	автор	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
