les	de	le	de	DET;DEF;PL	DET;DEF
meilleure	best	meilleur	best	ADJ;FEM;SG	ADJ;RL
meilleure	beste	meilleur	goed	ADJ;FEM;SG	ADJ;RL
tableau	tafel	tableau	tafel	N;MASC;SG	N;MASC+FEM;SG
tableau	tafeltje	tableau	tafel	N;MASC;SG	N;NEUT;SG
tableau	tabel	tableau	tabel	N;MASC;SG	N;MASC+FEM;SG
heures	openingstijden	heure	openingstijd	N;FEM;PL	N;PL
heures	uren	heure	ure	N;FEM;PL	N;PL
heures	heures	heure	heures	N;FEM;PL	N;PL
maître	master	maître	master	N;MASC;SG	N;MASC+FEM;SG
maître	meester	maître	meester	N;MASC;SG	N;MASC+FEM;SG
services	diensten	service	dienst	N;MASC;PL	N;PL
marque	brand	marque	brand	N;FEM;SG	N;MASC+FEM;SG
marque	merk	marque	merk	N;FEM;SG	N;NEUT;SG
marque	brandmerk	marque	brandmerk	N;FEM;SG	N;NEUT;SG
marque	handelsmerk	marque	handelsmerk	N;FEM;SG	N;NEUT;SG
marque	merkteken	marque	merkteken	N;FEM;SG	N;NEUT;SG
marque	markeer	marque	markeren	N;FEM;SG	N;MASC+FEM;SG
marque	mark	marque	mark	N;FEM;SG	N;MASC+FEM;SG
single	single	single	single	N;MASC;SG	N;MASC+FEM;SG
single	vrijgezel	single	vrijgezel	N;MASC;SG	N;MASC+FEM;SG
intérieur	binnenkant	intérieur	binnenkant	N;MASC;SG	N;MASC+FEM;SG
intérieur	indoor	intérieur	indoor	N;MASC;SG	N;NEUT;SG
intérieur	interieur	intérieur	interieur	N;MASC;SG	N;NEUT;SG
intérieur	binnenland	intérieur	binnenland	N;MASC;SG	N;NEUT;SG
toutefois	echter	toutefois	echter	ADV	ADV
appelé	belde	appeler	bellen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
appelé	genoemd	appeler	noemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
appelé	gebeld	appeler	bellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
locales	lokale	local	lokaal	ADJ;FEM;PL	ADJ
locales	plaatselijk	local	plaatselijk	ADJ;FEM;PL	ADJ
locales	lokaal	local	lokaal	ADJ;FEM;PL	ADJ
olympique	olympisch	olympique	Olympisch	ADJ;MASC;SG	ADJ
subdivision	onderverdeling	subdivision	onderverdeling	N;FEM;SG	N;MASC+FEM;SG
qualité	kwaliteit	qualité	kwaliteit	N;FEM;SG	N;MASC+FEM;SG
langues	talen	langue	taal	N;FEM;PL	N;PL
propre	eigen	propre	eigen	ADJ;MASC;SG	ADJ
propre	schoon	propre	schoon	ADJ;MASC;SG	ADJ
propre	proper	propre	proper	ADJ;MASC;SG	ADJ
propre	clean	propre	clean	ADJ;MASC;SG	ADJ
chine	chine	chine	chine	N;FEM;SG	N;MASC+FEM;SG
chine	porselein	chine	porselein	N;FEM;SG	N;NEUT;SG
lettres	letteren	lettre	letteren	N;FEM;PL	N;PL
lettres	letters	lettre	letter	N;FEM;PL	N;PL
lettres	brieven	lettre	brief	N;FEM;PL	N;PL
patrimoine	patrimonium	patrimoine	patrimonium	N;MASC;SG	N;NEUT;SG
patrimoine	erfenis	patrimoine	erfenis	N;MASC;SG	N;MASC+FEM;SG
patrimoine	patrimonium	patrimoine	patrimonium	N;MASC;SG	N;NEUT;SG
patrimoine	erfgoed	patrimoine	erfgoed	N;MASC;SG	N;NEUT;SG
évolution	ontwikkeling	évolution	ontwikkeling	N;FEM;SG	N;MASC+FEM;SG
évolution	evolutie	évolution	evolutie	N;FEM;SG	N;MASC+FEM;SG
tours	torens	tour	torens	N;MASC;PL	N;PL
tours	rondreizen	tour	rondreizen	N;MASC;PL	N;PL
tours	tours	tour	tours	N;MASC;PL	N;PL
obtient	krijgt	obtenir	krijgen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
obtient	verkrijgt	obtenir	verkrijgen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
compositeur	songwriter	compositeur	songwriter	N;MASC;SG	N;MASC+FEM;SG
compositeur	componist	compositeur	componist	N;MASC;SG	N;MASC+FEM;SG
joueurs	spelers	joueur	speler	N;MASC;PL	N;PL
joueurs	gamers	joueur	gamer	N;MASC;PL	N;PL
généralement	meestal	généralement	meestal	ADV	ADV
rock	rots	rock	rots	N;MASC;SG	N;MASC+FEM;SG
rock	steen	rock	steen	N;MASC;SG	N;MASC+FEM;SG
rock	rock	rock	rock	N;MASC;SG	N;MASC+FEM;SG
abbaye	abbaye	abbaye	abbaye	N;FEM;SG	N;MASC+FEM;SG
abbaye	abdij	abbaye	abdij	N;FEM;SG	N;MASC+FEM;SG
abbaye	abbey	abbaye	abbey	N;FEM;SG	N;NEUT;SG
nuit	nuit	nuit	nuit	N;FEM;SG	N;MASC+FEM;SG
nuit	avond	nuit	avond	N;FEM;SG	N;MASC+FEM;SG
nuit	nacht	nuit	nacht	N;FEM;SG	N;MASC+FEM;SG
nuit	avondje	nuit	avond	N;FEM;SG	N;NEUT;SG
principalement	meestal	principalement	meestal	ADV	ADV
principalement	vooral	principalement	vooral	ADV	ADV
prise	genomen	prendre	nemen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
prise	meegenomen	prendre	meenemen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
clubs	clubs	club	club	N;MASC;PL	N;PL
générale	algemene	général	algemeen	ADJ;FEM;SG	ADJ
générale	algemeen	général	algemeen	ADJ;FEM;SG	ADJ
voit	ziet	voir	zien	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
vitesse	snelheid	vitesse	snelheid	N;FEM;SG	N;MASC+FEM;SG
vitesse	speed	vitesse	spijden	N;FEM;SG	N;MASC+FEM;SG
vitesse	toerental	vitesse	toerental	N;FEM;SG	N;NEUT;SG
scénario	scenario	scénario	scenario	N;MASC;SG	N;NEUT;SG
scénario	scenario	scénario	scenario	N;MASC;SG	N;NEUT;SG
scénario	scenario	scénario	scenario	N;MASC;SG	N;NEUT;SG
scénario	script	scénario	script	N;MASC;SG	N;NEUT;SG
chemin	pad	chemin	pad	N;MASC;SG	N;NEUT;SG
réalisation	realisering	réalisation	realisering	N;FEM;SG	N;MASC+FEM;SG
réalisation	realisatie	réalisation	realisatie	N;FEM;SG	N;MASC+FEM;SG
réalisation	realisatie	réalisation	realisatie	N;FEM;SG	N;MASC+FEM;SG
statut	status	statut	status	N;MASC;SG	N;MASC+FEM;SG
statut	statuut	statut	statuut	N;MASC;SG	N;NEUT;SG
groupes	bands	groupe	bands	N;MASC;PL	N;PL
groupes	groepen	groupe	groep	N;MASC;PL	N;PL
avis	advies	avis	advies	N;MASC;SG	N;NEUT;SG
avis	mening	avis	mening	N;MASC;SG	N;MASC+FEM;SG
éléments	elementen	élément	element	N;MASC;PL	N;PL
salle	kamer	salle	kamer	N;FEM;SG	N;MASC+FEM;SG
carte	plattegrond	carte	plattegrond	N;FEM;SG	N;MASC+FEM;SG
carte	kaart	carte	kaart	N;FEM;SG	N;MASC+FEM;SG
sociale	sociale	social	sociaal	ADJ;FEM;SG	ADJ
sociale	sociaal	social	sociaal	ADJ;FEM;SG	ADJ
valeur	waarde	valeur	waarde	N;FEM;SG	N;MASC+FEM;SG
utilisation	gebruik	utilisation	gebruik	N;FEM;SG	N;NEUT;SG
utilisation	gebruik	utilisation	gebruik	N;FEM;SG	N;NEUT;SG
allemande	duits	allemand	duits	ADJ;FEM;SG	ADJ
allemande	duitse	allemand	duits	ADJ;FEM;SG	ADJ
palais	palais	palais	palais	N;MASC;SG	N;NEUT;SG
palais	paleis	palais	paleis	N;MASC;SG	N;NEUT;SG
émission	emissie	émission	emissie	N;FEM;SG	N;MASC+FEM;SG
émission	uitstoot	émission	uitstoot	N;FEM;SG	N;MASC+FEM;SG
composé	gecomponeerd	composer	componeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
composé	samengesteld	composer	samenstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
situation	situatie	situation	situatie	N;FEM;SG	N;MASC+FEM;SG
situation	toestand	situation	toestand	N;FEM;SG	N;MASC+FEM;SG
droits	rechten	droit	recht	N;MASC;PL	N;PL
court	kort	court	kort	ADJ;MASC;SG	ADJ
court	korte	court	kort	ADJ;MASC;SG	ADJ
vallée	vallei	vallée	vallei	N;FEM;SG	N;MASC+FEM;SG
vallée	vallée	vallée	vallée	N;FEM;SG	N;MASC+FEM;SG
comité	commissie	comité	commissie	N;MASC;SG	N;MASC+FEM;SG
comité	comité	comité	comité	N;MASC;SG	N;NEUT;SG
anciens	ouwe	ancien	oud	ADJ;MASC;PL	ADJ
anciens	oude	ancien	oud	ADJ;MASC;PL	ADJ
anciens	oud	ancien	oud	ADJ;MASC;PL	ADJ
rugby	rugby	rugby	rugby	N;MASC;SG	N;MASC+FEM;SG
cité	aangehaalde	citer	aanhalen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cité	aangehaald	citer	aanhalen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cité	geciteerde	citer	citeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cité	geciteerd	citer	citeren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
basse	laag	bas	laag	ADJ;FEM;SG	ADJ
basse	lage	bas	laag	ADJ;FEM;SG	ADJ
pro	pro	pro	pro	N;MASC;SG	N;MASC+FEM;SG
occasion	gelegenheid	occasion	gelegenheid	N;FEM;SG	N;MASC+FEM;SG
nationalité	nationaliteit	nationalité	nationaliteit	N;FEM;SG	N;MASC+FEM;SG
nationalité	burgerschap	nationalité	burgerschap	N;FEM;SG	N;NEUT;SG
nationalité	staatsburgerschap	nationalité	staatsburgerschap	N;FEM;SG	N;MASC+FEM;SG
chambre	kamer	chambre	kamer	N;FEM;SG	N;MASC+FEM;SG
chambre	slaapkamer	chambre	slaapkamer	N;FEM;SG	N;MASC+FEM;SG
nouveaux	nieuw	nouveau	nieuw	ADJ;MASC;PL	ADJ
nouveaux	nieuwe	nouveau	nieuw	ADJ;MASC;PL	ADJ
savoir	weten	savoir	weten	V;NFIN	V;NFIN
savoir	weet	savoir	weten	V;NFIN	V;SG;PRS;FIN
glace	ijs	glace	ijs	N;FEM;SG	N;NEUT;SG
glace	ice	glace	ice	N;FEM;SG	N;MASC+FEM;SG
originale	oorspronkelijke	original	oorspronkelijk	ADJ;FEM;SG	ADJ
originale	origineel	original	origineel	ADJ;FEM;SG	ADJ
originale	originele	original	origineel	ADJ;FEM;SG	ADJ
proche	dichtbij	proche	dichtbij	ADJ;MASC;SG	ADJ
proche	dichtbij	proche	dichtbij	ADJ;MASC;SG	ADJ
mot	woord	mot	woord	N;MASC;SG	N;NEUT;SG
main	main	main	main	N;FEM;SG	N;MASC+FEM;SG
main	hand	main	hand	N;FEM;SG	N;MASC+FEM;SG
huit	acht	huit	acht	NUM	NUM
assemblée	montage	assemblée	montage	N;FEM;SG	N;MASC+FEM;SG
assemblée	assemblee	assemblée	assemblee	N;FEM;SG	N;MASC+FEM;SG
assemblée	assemblage	assemblée	assemblage	N;FEM;SG	N;MASC+FEM;SG
populaire	populaire	populaire	populair	ADJ;MASC;SG	ADJ
populaire	populair	populaire	populair	ADJ;MASC;SG	ADJ
populaire	populair	populaire	populair	ADJ;MASC;SG	ADJ
critique	kritische	critique	kritisch	ADJ;MASC;SG	ADJ
critique	kritisch	critique	kritisch	ADJ;MASC;SG	ADJ
publication	bericht	publication	bericht	N;FEM;SG	N;NEUT;SG
publication	post	publication	post	N;FEM;SG	N;MASC+FEM;SG
publication	publicatie	publication	publicatie	N;FEM;SG	N;MASC+FEM;SG
publication	publikatie	publication	publikatie	N;FEM;SG	N;MASC+FEM;SG
publication	bekendmaking	publication	bekendmaking	N;FEM;SG	N;MASC+FEM;SG
publication	publicatie	publication	publicatie	N;FEM;SG	N;MASC+FEM;SG
publication	uitgeverij	publication	uitgeverij	N;FEM;SG	N;MASC+FEM;SG
japonais	japans	japonais	japans	ADJ;MASC;SG	ADJ
japonais	japanse	japonais	japans	ADJ;MASC;SG	ADJ
catholique	katholieke	catholique	katholiek	ADJ;MASC;SG	ADJ
catholique	katholiek	catholique	katholiek	ADJ;MASC;SG	ADJ
mission	missie	mission	missie	N;FEM;SG	N;MASC+FEM;SG
mission	mission	mission	mission	N;FEM;SG	N;MASC+FEM;SG
https	https	https	http	N;MASC;SG	N;MASC+FEM;SG
accord	overeenkomst	accord	overeenkomst	N;MASC;SG	N;MASC+FEM;SG
campagne	platteland	campagne	platteland	N;FEM;SG	N;NEUT;SG
campagne	campagne	campagne	campagne	N;FEM;SG	N;MASC+FEM;SG
campagne	veldtocht	campagne	veldtocht	N;FEM;SG	N;MASC+FEM;SG
traduction	vertaling	traduction	vertaling	N;FEM;SG	N;MASC+FEM;SG
anne	anne	anne	anne	N;FEM;SG	N;MASC+FEM;SG
anne	ann	anne	ann	N;FEM;SG	N;MASC+FEM;SG
étude	studie	étude	studie	N;FEM;SG	N;MASC+FEM;SG
montréal	toronto	montréal	toronto	N;MASC;SG	N;NEUT;SG
montréal	montreal	montréal	montreal	N;MASC;SG	N;NEUT;SG
programme	programma	programme	programma	N;MASC;SG	N;NEUT;SG
programme	programma	programme	programma	N;MASC;SG	N;NEUT;SG
importante	belangrijke	important	belangrijk	ADJ;FEM;SG	ADJ
importante	belangrijk	important	belangrijk	ADJ;FEM;SG	ADJ
choix	selectie	choix	selectie	N;MASC;SG	N;MASC+FEM;SG
choix	keuze	choix	keuze	N;MASC;SG	N;MASC+FEM;SG
choix	keus	choix	keus	N;MASC;SG	N;MASC+FEM;SG
coup	blow	coup	blow	N;MASC;SG	N;MASC+FEM;SG
coup	blaas	coup	blaas	N;MASC;SG	N;MASC+FEM;SG
coup	shot	coup	shot	N;MASC;SG	N;MASC+FEM;SG
coup	schot	coup	schot	N;MASC;SG	N;NEUT;SG
enfant	kind	enfant	kind	N;MASC;SG	N;NEUT;SG
enfant	kindje	enfant	kind	N;MASC;SG	N;NEUT;SG
information	informatie	information	informatie	N;FEM;SG	N;MASC+FEM;SG
maurice	mauritius	maurice	mauritius	N;MASC;SG	N;NEUT;SG
maurice	maurice	maurice	maurice	N;MASC;SG	N;MASC+FEM;SG
défense	verdediging	défense	verdediging	N;FEM;SG	N;MASC+FEM;SG
défense	verweerschrift	défense	verweerschrift	N;FEM;SG	N;NEUT;SG
défense	defensie	défense	defensie	N;FEM;SG	N;MASC+FEM;SG
défense	verweer	défense	verweer	N;FEM;SG	N;NEUT;SG
défense	verdediging	défense	verdediging	N;FEM;SG	N;MASC+FEM;SG
défense	defensie	défense	defensie	N;FEM;SG	N;MASC+FEM;SG
vice	ondeugd	vice	ondeugd	N;MASC;SG	N;MASC+FEM;SG
vice	vice	vice	vice	N;MASC;SG	N;MASC+FEM;SG
contrôle	controle	contrôle	controle	N;MASC;SG	N;MASC+FEM;SG
internet	internet	internet	internet	N;MASC;SG	N;NEUT;SG
label	etiket	label	etiket	N;MASC;SG	N;NEUT;SG
label	label	label	label	N;MASC;SG	N;NEUT;SG
hiver	winter	hiver	winter	N;MASC;SG	N;MASC+FEM;SG
fondation	stichting	fondation	stichting	N;FEM;SG	N;MASC+FEM;SG
fondation	fundering	fondation	fundering	N;FEM;SG	N;MASC+FEM;SG
européenne	europese	européen	Europees	ADJ;FEM;SG	ADJ
européenne	europees	européen	europees	ADJ;FEM;SG	ADJ
troupes	troepen	troupe	troep	N;FEM;PL	N;PL
file	wachtrij	file	wachtrij	N;FEM;SG	N;MASC+FEM;SG
antoine	anthony	antoine	anthony	N;MASC;SG	N;MASC+FEM;SG
antoine	antonius	antoine	antonius	N;MASC;SG	N;MASC+FEM;SG
antoine	antony	antoine	antony	N;MASC;SG	N;MASC+FEM;SG
antoine	antonius	antoine	antonius	N;MASC;SG	N;MASC+FEM;SG
antoine	antoine	antoine	antoin	N;MASC;SG	N;MASC+FEM;SG
cœur	hart	cœur	hart	N;MASC;SG	N;NEUT;SG
cœur	hartje	cœur	hartje	N;MASC;SG	N;NEUT;SG
cœur	kern	cœur	kern	N;MASC;SG	N;MASC+FEM;SG
cœur	core	cœur	core	N;MASC;SG	N;MASC+FEM;SG
îles	eilanden	île	eiland	N;FEM;PL	N;PL
pris	gevat	prendre	vatten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	gepakt	prendre	pakken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	gesnapt	prendre	snappen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	betrapt	prendre	betrappen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	gevangen	prendre	vangen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	nam	prendre	nemen	V;MASC;SG;PST;V.PTCP	V;SG;PST;FIN
pris	genomen	prendre	nemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	meegenomen	prendre	meenemen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marine	zeemacht	marine	zeemacht	N;FEM;SG	N;MASC+FEM;SG
marine	marine	marine	marine	N;FEM;SG	N;MASC+FEM;SG
marine	marinier	marine	marinier	N;FEM;SG	N;MASC+FEM;SG
fondé	gegrond	fonder	gronden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fondé	opgericht	fonder	oprichten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fondé	gesticht	fonder	stichten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
vient	komt	venir	komen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
seine	seine	seine	seine	N;FEM;SG	N;MASC+FEM;SG
amour	liefde	amour	liefde	N;MASC;SG	N;MASC+FEM;SG
mont	mount	mont	mounen	N;MASC;SG	N;MASC+FEM;SG
mont	mont	mont	mont	N;MASC;SG	N;MASC+FEM;SG
statistiques	statistieken	statistique	statistiek	N;FEM;PL	N;PL
statistiques	statistieken	statistique	statistiek	N;FEM;PL	N;PL
science	wetenschap	science	wetenschap	N;FEM;SG	N;MASC+FEM;SG
personnages	personages	personnage	personage	N;MASC;PL	N;PL
personnages	tekens	personnage	teken	N;MASC;PL	N;PL
personnages	karakters	personnage	karakter	N;MASC;PL	N;PL
marc	marc	marc	marc	N;MASC;SG	N;MASC+FEM;SG
altitude	hoogte	altitude	hoogte	N;FEM;SG	N;MASC+FEM;SG
altitude	hoogte	altitude	hoogte	N;FEM;SG	N;MASC+FEM;SG
économique	economische	économique	economisch	ADJ;MASC;SG	ADJ
économique	economisch	économique	economisch	ADJ;MASC;SG	ADJ
économique	zuinig	économique	zuinig	ADJ;MASC;SG	ADJ
unité	eenheid	unité	eenheid	N;FEM;SG	N;MASC+FEM;SG
unité	eenheid	unité	eenheid	N;FEM;SG	N;MASC+FEM;SG
unité	unit	unité	unit	N;FEM;SG	N;MASC+FEM;SG
particulièrement	vooral	particulièrement	vooral	ADV	ADV
lignes	rijen	ligne	rij	N;FEM;PL	N;PL
lignes	lijnen	ligne	lijn	N;FEM;PL	N;PL
montre	kijk	montrer	kijken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
montre	kijken	montrer	kijken	V;IND;SG;3;PRS;FIN	V;NFIN
montre	tonen	montrer	tonen	V;IND;SG;3;PRS;FIN	V;NFIN
idée	idee	idée	idee	N;FEM;SG	N;NEUT;SG
idée	ideetje	idée	ideetje	N;FEM;SG	N;NEUT;SG
éditeur	uitgeverij	éditeur	uitgeverij	N;MASC;SG	N;MASC+FEM;SG
éditeur	uitgever	éditeur	uitgever	N;MASC;SG	N;MASC+FEM;SG
éditeur	uitgever	éditeur	uitgever	N;MASC;SG	N;MASC+FEM;SG
éditeur	hoofdredacteur	éditeur	hoofdredacteur	N;MASC;SG	N;MASC+FEM;SG
éditeur	redacteur	éditeur	redacteur	N;MASC;SG	N;MASC+FEM;SG
éditeur	editor	éditeur	editor	N;MASC;SG	N;MASC+FEM;SG
éditeur	bewerker	éditeur	bewerker	N;MASC;SG	N;MASC+FEM;SG
littérature	literatuur	littérature	literatuur	N;FEM;SG	N;MASC+FEM;SG
attaque	slag	attaque	slag	N;FEM;SG	N;MASC+FEM;SG
attaque	beroerte	attaque	beroerte	N;FEM;SG	N;MASC+FEM;SG
attaque	aanval	attaque	aanval	N;FEM;SG	N;MASC+FEM;SG
records	records	record	record	N;MASC;PL	N;PL
principaux	belangrijkste	principal	belangrijk	ADJ;MASC;PL	ADJ;RL
principaux	voornaamste	principal	voornaam	ADJ;MASC;PL	ADJ;RL
sol	bodem	sol	bodem	N;MASC;SG	N;MASC+FEM;SG
sol	grond	sol	grond	N;MASC;SG	N;MASC+FEM;SG
sol	sol	sol	sol	N;MASC;SG	N;MASC+FEM;SG
sol	vloer	sol	vloer	N;MASC;SG	N;MASC+FEM;SG
sol	verdieping	sol	verdieping	N;MASC;SG	N;MASC+FEM;SG
sol	floor	sol	floor	N;MASC;SG	N;MASC+FEM;SG
chaîne	ketting	chaîne	ketting	N;FEM;SG	N;MASC+FEM;SG
chaîne	kanaal	chaîne	kanaal	N;FEM;SG	N;NEUT;SG
chaîne	tekenreeks	chaîne	tekenreeks	N;FEM;SG	N;MASC+FEM;SG
chaîne	string	chaîne	string	N;FEM;SG	N;MASC+FEM;SG
chaîne	touwtje	chaîne	touw	N;FEM;SG	N;NEUT;SG
ouvrage	ouvrage	ouvrage	ouvrage	N;MASC;SG	N;MASC+FEM;SG
fondée	gegrond	fonder	gronden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
fondée	opgericht	fonder	oprichten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
fondée	gesticht	fonder	stichten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
pourrait	kan	pouvoir	kunnen	V;COND;SG;3;PRS;FIN	V;SG;PRS;FIN
reçoit	ontvangt	recevoir	ontvangen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
fond	bodem	fond	bodem	N;MASC;SG	N;MASC+FEM;SG
fond	onderkant	fond	onderkant	N;MASC;SG	N;MASC+FEM;SG
fond	bottom	fond	bottom	N;MASC;SG	N;MASC+FEM;SG
fond	achtergrondinformatie	fond	achtergrondinformatie	N;MASC;SG	N;MASC+FEM;SG
fond	achtergrond	fond	achtergrond	N;MASC;SG	N;MASC+FEM;SG
format	indeling	format	indeling	N;MASC;SG	N;MASC+FEM;SG
format	opmaak	format	opmaak	N;MASC;SG	N;MASC+FEM;SG
format	format	format	format	N;MASC;SG	N;NEUT;SG
format	formaat	format	formaat	N;MASC;SG	N;NEUT;SG
mode	kleding	mode	kleding	N;FEM;SG	N;MASC+FEM;SG
mode	mode	mode	mode	N;FEM;SG	N;MASC+FEM;SG
mode	modus	mode	modus	N;FEM;SG	N;MASC+FEM;SG
mode	mode	mode	mode	N;FEM;SG	N;MASC+FEM;SG
original	oorspronkelijke	original	oorspronkelijk	ADJ;MASC;SG	ADJ
original	origineel	original	origineel	ADJ;MASC;SG	ADJ
original	originele	original	origineel	ADJ;MASC;SG	ADJ
espagnol	spaanse	espagnol	Spaans	ADJ;MASC;SG	ADJ
espagnol	spaans	espagnol	spaans	ADJ;MASC;SG	ADJ
producteur	producent	producteur	producent	N;MASC;SG	N;MASC+FEM;SG
producteur	producer	producteur	producer	N;MASC;SG	N;MASC+FEM;SG
artiste	kunstenares	artiste	kunstenares	N;MASC;SG	N;MASC+FEM;SG
artiste	artiest	artiste	artiest	N;MASC;SG	N;MASC+FEM;SG
artiste	kunstenaar	artiste	kunstenaar	N;MASC;SG	N;MASC+FEM;SG
artiste	artist	artiste	artist	N;MASC;SG	N;MASC+FEM;SG
créer	creëren	créer	creer	V;NFIN	V;NFIN
créer	aanmaken	créer	aanmaken	V;NFIN	V;NFIN
créer	creëer	créer	creëer	V;NFIN	V;SG;PRS;FIN
créer	maken	créer	maken	V;NFIN	V;NFIN
créer	creëren	créer	creer	V;NFIN	V;NFIN
composition	compositie	composition	compositie	N;FEM;SG	N;MASC+FEM;SG
composition	samenstelling	composition	samenstelling	N;FEM;SG	N;MASC+FEM;SG
décide	beslis	décider	beslis	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
décide	beslissen	décider	beslissen	V;IND;SG;3;PRS;FIN	V;NFIN
garde	garde	garde	gard	N;FEM;SG	N;MASC+FEM;SG
garde	garde	garde	gard	N;FEM;SG	N;MASC+FEM;SG
garde	bewaker	garde	bewaker	N;FEM;SG	N;MASC+FEM;SG
garde	voogdij	garde	voogdij	N;FEM;SG	N;MASC+FEM;SG
garde	hechtenis	garde	hechtenis	N;FEM;SG	N;MASC+FEM;SG
garde	bewaring	garde	bewaring	N;FEM;SG	N;MASC+FEM;SG
sécurité	veiligheid	sécurité	veiligheid	N;FEM;SG	N;MASC+FEM;SG
sécurité	beveiliging	sécurité	beveiliging	N;FEM;SG	N;MASC+FEM;SG
sécurité	veiligheid	sécurité	veiligheid	N;FEM;SG	N;MASC+FEM;SG
fédération	federatie	fédération	federatie	N;FEM;SG	N;MASC+FEM;SG
quatrième	vierde	quatrième	vier	ADJ;MASC;SG	ADJ
police	lettertype	police	lettertype	N;FEM;SG	N;NEUT;SG
police	politie	police	politie	N;FEM;SG	N;MASC+FEM;SG
comédie	comédie	comédie	comédie	N;FEM;SG	N;MASC+FEM;SG
comédie	comedy	comédie	comedy	N;FEM;SG	N;MASC+FEM;SG
comédie	komedie	comédie	komedie	N;FEM;SG	N;MASC+FEM;SG
albert	albert	albert	albert	N;MASC;SG	N;MASC+FEM;SG
empereur	keizer	empereur	keizer	N;MASC;SG	N;MASC+FEM;SG
xxe	twintigste	xxe	twintig	ADJ;MASC;SG	ADJ
infanterie	infanterie	infanterie	infanterie	N;FEM;SG	N;MASC+FEM;SG
ministère	ministerie	ministère	ministerie	N;MASC;SG	N;NEUT;SG
chevalier	ridder	chevalier	ridder	N;MASC;SG	N;MASC+FEM;SG
chevalier	chevalier	chevalier	chevalier	N;MASC;SG	N;MASC+FEM;SG
armes	wapens	arme	wapen	N;FEM;PL	N;PL
armes	armen	arme	arm	N;FEM;PL	N;PL
armes	wapens	arme	wapen	N;FEM;PL	N;PL
armes	vuurwapens	arme	vuurwapen	N;FEM;PL	N;PL
armes	geweren	arme	geweer	N;FEM;PL	N;PL
armes	kanonnen	arme	kanon	N;FEM;PL	N;PL
armes	wapens	arme	wapen	N;FEM;PL	N;PL
armes	pistolen	arme	pistool	N;FEM;PL	N;PL
livres	boeken	livre	boek	N;MASC;PL	N;PL
livres	livres	livre	livres	N;MASC;PL	N;PL
principales	belangrijkste	principal	belangrijk	ADJ;FEM;PL	ADJ;RL
principales	voornaamste	principal	voornaam	ADJ;FEM;PL	ADJ;RL
personnalités	persoonlijkheden	personnalité	persoonlijkheid	N;FEM;PL	N;PL
unique	alleenstaand	unique	alleenstaand	ADJ;MASC;SG	ADJ
unique	unieke	unique	uniek	ADJ;MASC;SG	ADJ
unique	uniek	unique	uniek	ADJ;MASC;SG	ADJ
capitaine	captain	capitaine	captain	N;MASC;SG	N;MASC+FEM;SG
capitaine	kapitein	capitaine	kapitein	N;MASC;SG	N;MASC+FEM;SG
capitaine	gezagvoerder	capitaine	gezagvoerder	N;MASC;SG	N;MASC+FEM;SG
large	wijd	large	wijden	ADJ;MASC;SG	ADJ
large	breed	large	breed	ADJ;MASC;SG	ADJ
large	breed	large	breed	ADJ;MASC;SG	ADJ
large	brede	large	breed	ADJ;MASC;SG	ADJ
tel	dergelijke	tel	dergelijke	ADJ;MASC;SG	ADJ
commission	commissie	commission	commissie	N;FEM;SG	N;MASC+FEM;SG
demandé	aangevraagd	demander	aanvragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	aangevraagde	demander	aanvragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	verzocht	demander	verzoeken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
