फौरन	فوراً	फौरन	فوراً	ADV	ADV
विशालता	فاصلہ	विशालता	فاصلہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
विशालता	چوڑائی	विशालता	چوڑائی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
विशालता	گنجائش	विशालता	گنجائش	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
विशालता	وسعت	विशालता	وسعت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
विशालता	فاصلہ	विशालता	فاصلہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
विशालता	عظمت	विशालता	عظمت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
उदासी	افسردگی	उदासी	افسردگی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
फीका	کمزور	फीका	کمزور	ADJ;NOM;MASC;SG	ADJ
फीका	نمائشی	फीका	نمائشی	ADJ;NOM;MASC;SG	ADJ
पेनल्टी	نقصان	पेनल्टी	نقصان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पेनल्टी	خسارہ	पेनल्टी	خسارہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पेनल्टी	تعزیر	पेनल्टी	تعزیر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पेनल्टी	نقصان	पेनल्टी	نقصان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पेनल्टी	خسارہ	पेनल्टी	خسارہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
देहाती	گھسیٹ	देहाती	گھسیٹ	V;IPFV;FEM;SG;V.PTCP;ACT	V;ACT
देहाती	گھسیٹ	देहाती	گھسیٹ	V;IPFV;FEM;SG;V.PTCP;ACT	V;ACT
चिंगारी	شرارہ	चिंगारी	شرارہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
चिंगारी	شرارہ	चिंगारी	شرارہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
हँसी	قہقہہ	हो	قہقہہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
एस्केप	بچاؤ	एस्केप	بچاؤ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बोलो	بتانا	बोलो	بتا	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
बोलो	بولنا	बोलो	بول	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
बोलो	بولنا	बोलो	بول	V;SBJV;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
पांचवा	پانچواں	पांचवा	پانچواں	ADJ;NOM;MASC;SG	ADJ
स्टेप	اندازِپا.	स्टेप	اندازِپا.	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सिस्टर	دوست	सिस्टर	دوست	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सिस्टर	دوست	सिस्टर	دوست	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सिस्टर	بہن	सिस्टर	بہن	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
जॉब	دھوکا	जॉब	دھوکا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जॉब	فریب	जॉब	فریب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जॉब	کیفیت	जॉब	کیفیت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
ग़ौर	on	ग़ौर	on		
सब्ज़ी	آلو	सब्ज़ी	آلو	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सिन	اثم	सिन	اثم		
सिन	اثم	सिन	اثم		
अमानवीय	وحشیانہ	अमानवीय	وحشیانہ	ADJ;NOM	ADJ
अमानवीय	ظالمانہ	अमानवीय	ظالمانہ	ADJ;NOM	ADJ
वैक्यूम	خلا	वैक्यूम	خلا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
व्यभिचार	زناکاری	व्यभिचार	زناکاری	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कार्यविधि	کام	कार्यविधि	کام	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कार्यविधि	عمل	कार्यविधि	عمل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कार्यविधि	فعل	कार्यविधि	فعل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
शॉक	(	शॉक	(		
नुक्कड़	زاویہ	नुक्कड़	زاویہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
खरोंच	off	खरोंच	off		
खरोंच	رقم.	खरोंच	رقم.		
खरोंच	off	खरोंच	off		
खरोंच	رقم.	खरोंच	رقم.		
मिलाना	ملانا	मिला	ملا	V;MASC;NFIN;ACT	V;MASC;SG;NFIN;ACT
विनम्रता	فروتنی.	विनम्रता	فروتنی.	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
विनम्रता	انکسار	विनम्रता	انکسار	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
किस्सा	قصہ	किस्सा	قصہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मीडियम	عامل.	मीडियम	عامل.		
मीडियम	عامل.	मीडियम	عامل.		
पैट	برجستہ	पैट	برجستہ		
मिनिट	پل	मिनिट	پل	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मिनिट	حقیر	मिनिट	حقیر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बंदोबस्त	ملکیت	बंदोबस्त	ملکیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
संदूषण	چھوت	संदूषण	چھوت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नोटबुक	سفری	नोटबुक	سفری	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
प्रधानाचार्य	سربراہ	प्रधानाचार्य	سربراہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रधानाचार्य	سرمایہ	प्रधानाचार्य	سرمایہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रधानाचार्य	سربراہ	प्रधानाचार्य	سربراہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रधानाचार्य	سرمایہ	प्रधानाचार्य	سرمایہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एकान्त	(	एकान्त	(		
एकान्त	(	एकान्त	(		
क्रेता	خریدار	क्रेता	خریدار	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
वसीय	چکنا.	वसीय	چکنا.		
ओवन	گلخن	ओवन	گلخن		
मंत्रिपरिषद	کونسل	मंत्रिपरिषद	کونسل	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
दूकान	دکان	दूकान	دکان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
आँगन	چوک	आँगन	چوک	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पीटा	ہرایا	पीटा	ہرایا	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
डिब्बा	صندوق	डिब्बा	صندوق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
हुनर	فطانت	हुनर	فطانت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
छायाचित्र	عکاسی.	छायाचित्र	عکاس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोमलता	نرمی	कोमलता	نرمی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कोमलता	نفاست	कोमलता	نفاست	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कोमलता	حسّاسیت	कोमलता	حسّاسیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
गुनाह	اثم	गुनाह	اثم		
गुनाह	اثم	गुनाह	اثم		
बफर	تھاپی	बफर	تھاپی		
बूँद	مقدار	बूँद	مقدار	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बूँद	سمت	बूँद	سمت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बूँद	ختم	बूँद	ختم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बूँद	حالت	बूँद	حالت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
वजूद	طور	वजूद	طور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
वजूद	وجود	वजूद	وجود	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
शुद्धिकरण	تزکیے	शुद्धिकरण	تزکیہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
संचयी	مقدار	संचयी	مقدار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फाइटर	لڑاکا	फाइटर	لڑاکا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
परावर्तक	غور	परावर्तक	غور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
परावर्तक	فکر	परावर्तक	فکر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
नश्वर	نفر	नश्वर	نفر		
नश्वर	نفر	नश्वर	نفر		
अधिवास	دیوار	अधिवास	دیوار	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
अधिवास	تصفیہ	अधिवास	تصفیہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अधिवास	اقامت	अधिवास	اقامت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
दुर्गंध	خوف	दुर्गंध	خوف	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
दुर्गंध	ہراس	दुर्गंध	ہراس	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
ट्विस्ट	(	ट्विस्ट	(		
ट्विस्ट	(	ट्विस्ट	(		
शीशा	آئینہ	शीशा	آئینہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
शर्मनाक	شرمناک	शर्मनाक	شرمناک	ADJ	ADJ
डिफॉल्ट	عہد	डिफॉल्ट	عہد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिफॉल्ट	اقرار	डिफॉल्ट	اقرار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
डिफॉल्ट	کوتاہی	डिफॉल्ट	کوتاہی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्पंज	on	स्पंज	on		
स्पंज	out	स्पंज	out		
विसंगति	نزاع	विसंगति	نزاع	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बिरादरी	مواخات	बिरादरी	مواخ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
बिरादरी	اخوت	बिरादरी	اخوت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
मेरिट	شرف	मेरिट	شرف	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
मेरिट	اچھائی	मेरिट	اچھائی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
मेरिट	خوبی	मेरिट	خوبی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
मेरिट	فضلیت	मेरिट	فضلیت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
राइड	میلے	राइड	میلے	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कटोरा	گیند	कटोरा	گیند	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
बारंबार	کثیر	बारंबार	کثیر		
भाईचारे	رفاقت.	भाईचारा	رفاقت.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
विन	free	विन	free		
विन	فتح.	विन	فتح.		
शुभंकर	شخص	शुभंकर	شخص	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
भग	فرج	भग	فرج	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रण	عہد	प्रण	عہد	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रण	قسم	प्रण	قسم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रोब	(	रोब	(		
क्रास	out	क्रास	out		
क्रास	برہم.	क्रास	برہم.		
रहमत	رحم	रहमत	رحم	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अविभाज्य	mis-	अविभाज्य	mis-		
अविभाज्य	un.	अविभाज्य	un.		
समावेशी	بشمول.	समावेशी	بشمول.	N;NOM;MASC;SG;3	N
प्रलोभन	فوائد.	प्रलोभन	فوائد.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रलोभन	رغبت	प्रलोभन	رغبت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
प्रलोभन	جانچ	प्रलोभन	جانچ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रलोभन	آزمائش	प्रलोभन	آزمائش	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रलोभन	جانچ	प्रलोभन	جانچ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
प्रलोभन	آزمائش	प्रलोभन	آزمائش	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
राशन	ایندھن	राशन	ایندھن	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कोना	کونا	कोना	کونا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मैत्रीपूर्ण	مصالحانہ	मैत्रीपूर्ण	مصالحانہ	ADJ;NOM	ADJ
फ्राई	تلن	फ्राई	تلن		
झूले	جھولنے	झूला	جھول	V;PFV;MASC;PL;V.PTCP;ACT	V;ACC;NFIN
झूले	لٹکنے	झूला	لٹک	V;PFV;MASC;PL;V.PTCP;ACT	V;ACC;NFIN
झूले	جھونک	झूला	جھونک	V;PFV;MASC;PL;V.PTCP;ACT	V;ACT
सनसनी	احساس	सनस	احساس	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनसनी	حس	सनस	حس	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनसनी	شعور	सनस	شعور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनसनी	احساس	सनस	احساس	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनसनी	حس	सनस	حس	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सनसनी	شعور	सनस	شعور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अवमानना	رسوائی.	अवमानना	رسوائی.	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
अवमानना	حقارت	अवमानना	حقارت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
इन्सान	سپاہی	इन्सान	سپاہی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इन्सान	پیشے	इन्सान	پیشا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इन्सान	شطرنج	इन्सान	شطرنج	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इन्सान	انسان	इन्सान	انسان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
इन्सान	جہاز	इन्सान	جہاز	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सलेटी	گمنام	सलेटी	گمنام	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सलेटी	گمنام	सलेटी	گمنام	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऐस	یکہ	ऐस	یکہ		
कुआँ	اقرار	कुआँ	اقرار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कुआँ	منبع	कुआँ	منبع	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एकबार	اچانک	एकबार	اچانک	ADV	ADV
षड्यन्त्र	سازش	षड्यन्त्र	سازش	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
पुनर्भरण	ردّعمل-	पुनर्भरण	ردّعمل-	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सविस्तार	دقت	सविस्तार	دقت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जंक	ٹکڑا.	जंक	ٹکڑا.		
जंक	ٹکڑا.	जंक	ٹکڑا.		
शार्प	عیار	शार्प	عیار		
शार्प	ڈھالو	शार्प	ڈھالو		
शार्प	عیار	शार्प	عیار		
शार्प	ڈھالو	शार्प	ڈھالو		
वाक्	خطاب.	वाक्	خطاب.		
वाक्	خطاب.	वाक्	خطاب.		
गैप	ریخ	गैप	ریخ		
गैप	ریخ	गैप	ریخ		
एडवांस	رقم	एडवांस	رقم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
तथ्यात्मक	واقعی	तथ्यात्मक	واقعی		
टखने	چلنا	टखने	چل	V;MASC;SG;FIN;ACT	V;MASC;SG;NFIN;ACT
पुश	گھسنا	पुश	گھسنا		
पुश	بحران.	पुश	بحران.		
पुश	گھسنا	पुश	گھسنا		
पुश	بحران.	पुश	بحران.		
आरोपण	محصول	आरोपण	محصول	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अन्धकार	ظلمت	अन्धकार	ظلمت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
अन्धकार	ظلمت	अन्धकार	ظلمت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
बैन	(	बैन	(		
बैन	(	बैन	(		
अग्रगामी	مقدم	अग्रगामी	مقدم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अग्रगामी	پیشرو	अग्रगामी	پیشرو	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
तमाशा	مذاق	तमाशा	مذاق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
करेंसी	دور	करेंसी	دور	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
करेंसी	عرصہ	करेंसी	عرصہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
करेंसी	رواج	करेंसी	رواج	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
शैतानी	شیطان	शैतानी	شیطان	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
स्टेटस	رسوخ	स्टेटस	رسوخ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टेटस	رسائی.	स्टेटस	رسائی.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टेटस	مرتبہ	स्टेटस	مرتبہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टेटस	رسوخ	स्टेटस	رسوخ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टेटस	رسائی.	स्टेटस	رسائی.	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
स्टेटस	درجہ	स्टेटस	درجہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सिफ़ारिश	درخواست.	सिफ़ारिश	درخواست.	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
सिफ़ारिश	سفارش	सिफ़ारिश	سفارش	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
नाराजगी	آزردگی	नाराजगी	آزردگی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
परिपत्र	دوری	परिपत्र	دوری	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
परिपत्र	دوری	परिपत्र	دوری	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
परिपत्र	گول	परिपत्र	گول	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जूस	خلاصہ	जूस	خلاصہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जूस	رس	जूस	رس	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जूस	خلاصہ	जूस	خلاصہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मरोड़	(	मरोड़	(		
मरोड़	(	मरोड़	(		
एक्सप्रेशन	اظہار	एक्सप्रेशन	اظہار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एक्सप्रेशन	بیان	एक्सप्रेशन	بیان	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
एक्सप्रेशन	تصریح	एक्सप्रेशन	تصریح	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
आलस्य	کاہلی	आलस्य	کاہلی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कुटिल	دانا.	कुटिल	دانا.		
फ्लॉप	ناکامی	फ्लॉप	ناکامی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फ्लॉप	فلم	फ्लॉप	فلم	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
झाँकी	فساد	झाँकी	فساد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
झाँकी	حلقہ	झाँकी	حلقہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
झाँकी	فساد	झाँकी	فساد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
झाँकी	نظارہ	झाँकी	نظارہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
झाँकी	منظر	झाँकी	منظر	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
झाँकी	حلقہ	झाँकी	حلقہ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रूकावट	رکاوٹ	रूकावट	رکاوٹ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रूकावट	مزاحمت	रूकावट	مزاحمت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रूकावट	رکاوٹ	रूकावट	رکاوٹ	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
रूकावट	مزاحمت	रूकावट	مزاحمت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
डायनेमो	توانا	डायनेमो	توانا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पतित	خراب.	पतित	خراب.		
प्रिज़्म	منشور	प्रिज़्म	منشور	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
पण	چہرہ.	पण	چہرہ.		
पण	پرات	पण	پرات		
स्थगन	التوا	स्थगन	التوا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मलिन	پھیکا	मलिन	پھیک		
कमोडिटी	شے	कमोडिटी	شے	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
मुर्गा	دوست	मुर्गा	دوست	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्गा	فضول	मुर्गा	فضول	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
मुर्गा	ذکر	मुर्गा	ذکر	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
हैंडल	قبضہ	हैंडल	قبضہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
हैंडल	دستہ	हैंडल	دستہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
धुआं	دھواں	धुआँ	دھواں	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
छाछ	مٹھا.	छाछ	مٹھا.		
छाछ	مٹھا.	छाछ	مٹھا.		
छाछ	چھاچھ	छाछ	چھاچھ		
ऑफसेट	جرمانہ	ऑफसेट	جرمانہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
ऑफसेट	تلافی	ऑफसेट	تلافی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
क्षुद्र	کمینہ	क्षुद्र	کمینہ		
क्षुद्र	کمینہ	क्षुद्र	کمینہ		
एकजुटता	اتحاد	एकजुटता	اتحاد	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
एकजुटता	شرکت	एकजुटता	شرکت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
एकजुटता	قربت	एकजुटता	قربت	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
एकजुटता	رفاقت	एकजुटता	رفاقت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
मोहब्बत	محبت	मोहब्बत	محبت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
मोहब्बत	محبت	मोहब्बत	محبت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
मोहब्बत	محبت	मोहब्बत	محبت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
रॉब	(	रॉब	(		
बीजक	بیجک	बीजक	بیجک		
बीजक	بھیجنا.	बीजक	بھیجنا.		
सन्निकटन	مشابہت	सन्निकटन	مشابہت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सन्निकटन	قربت	सन्निकटन	قربت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
अनुकृति	نقل	अनुकृति	نقل	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
चिपकने	چپکانے	चिपक	چپکا	V;NFIN;ACT	V;NFIN
चिपकने	جوڑنے	चिपक	جوڑ	V;NFIN;ACT	V;ACC;NFIN
चिकनाई	ہمواری	चिकनाई	مےں	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
चिकनाई	صفائی	चिकनाई	صفائی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
चिकनाई	ہمواری	चिकनाई	مےں	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
श्वान	کتا.	श्वान	کتا.		
ट्रिक	بیکار	ट्रिक	بیکار		
सहसंबंध	ارتباط	सहसंबंध	ارتباط	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सहसंबंध	رشتہ	सहसंबंध	رشتہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
लडकी	لڑکی	लडकी	لڑکی	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
ड्रिल	معمول	ड्रिल	معمول	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
झोपड़ी	جھونپڑی	झोपड़ी	جھونپڑی	N;NOM;FEM;SG;3	N;NOM;MASC;SG;3
कीड़ा	سُرسُری	कीड़ा	سُرسُری	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कीड़ा	لگن	कीड़ा	لگن	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कीड़ा	شوق	कीड़ा	شوق	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
जन्नत	جنت	जन्नत	جنت	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
सदमे	شورش	सदमा	شورش	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सदमे	تصادم	सदमा	تصادم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सदमे	دھماکا	सदमा	دھماکا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
यकीनन	آگاہ.	यकीनन	آگاہ.		
यकीनन	آگاہ.	यकीनन	آگاہ.		
रील	آدمی	रील	آدمی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रील	ٹینک	रील	ٹینک	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
रील	سوت	रील	سوت	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
स्टाफ़	عصا	स्टाफ़	عصا	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फ्लेयर	اہلیت	फ्लेयर	اہلیت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
फ्लेयर	ذہانت	फ्लेयर	ذہانت	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
भत्ता	کٹوتی	भत्ता	کٹوتی	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
भत्ता	وظیفہ	भत्ता	وظیفہ	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
कम्पोस्ट	مرکب	कम्पोस्ट	مرکب	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
तिल्ली	طحال.	तिल्ली	طحالؤ		
तिल्ली	طحال.	तिल्ली	طحالؤ		
प्रक्षेप्य	بم	प्रक्षेप्य	بم	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
परीक्षार्थी	امیدوار	परीक्षार्थी	امیدوار	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
सायंकाल	شام	सायंकाल	شام	N;NOM;MASC;SG;3	N;NOM;FEM;SG;3
बरबाद	ناکارہ	बरबाद	ناکارہ	ADJ	ADJ
बरबाद	فرسودگی	बरबाद	فرسودگی	ADJ	ADJ
खोना	ہارنا	खो	ہار	V;MASC;SG;NFIN;ACT	V;MASC;SG;NFIN;ACT
आउटलेट	ایجنسی	आउटलेट	ایجنسی	N;NOM;MASC;SG;3	N;NOM;MASC;SG;3
लिस्टिंग	فہرست	लिस्टिंग	فہرست	N;NOM;FEM;SG;3	N;NOM;FEM;SG;3
