dari	從	dari	從	ADP	ADP
pergerakan	運動	pergerakan	運動	N;SG	N
kain	布料	kain	布料	N;SG	N
kain	纖維	kain	纖維	N;SG	N
kain	織物	kain	織物	N;SG	N
kain	布料	kain	布料	N;SG	N
kain	織物	kain	織物	N;SG	N
naga	龍	naga	龍	N	N
naga	龍	naga	龍	N	N
naga	神龍	naga	神龍	N	N
tertulis	書寫	tertulis	書寫	V;SG;PASS	V
tertulis	撰寫	tertulis	撰寫	V;SG;PASS	V
suaminya	丈夫	suami	丈夫	N;SG	N
jet	噴氣	jet	噴氣	N;SG	N
keinginan	願望	keinginan	願望	N;SG	N
keinginan	慾望	keinginan	慾望	N;SG	N
keinginan	饞	keinginan	饞	N;SG	N
keinginan	慾望	keinginan	慾望	N;SG	N
topik	題目	topik	題目	N;SG	N
topik	話題	topik	話題	N;SG	N
topik	專題	topik	專題	N;SG	N
topik	主題	topik	主題	N;SG	N
topik	題目	topik	題目	N;SG	N
topik	議題	topik	議題	N;SG	N
topik	專題	topik	專題	N;SG	N
topik	主題	topik	主題	N;SG	N
kebenaran	真理	kebenaran	真理	N;SG	N
kebenaran	事實	kebenaran	事實	N;SG	N
kebenaran	真相	kebenaran	真相	N;SG	N
champions	冠軍	champions	冠軍	N	N
pemberian	禮物	penberian	禮物	N;SG	N
pemberian	禮品	penberian	禮品	N;SG	N
pemberian	天賦	penberian	天賦	N;SG	N
federasi	聯邦	federasi	聯邦	N;SG	N
pikiran	頭腦	pikiran	頭腦	N;SG	N
pikiran	心靈	pikiran	心靈	N;SG	N
pikiran	想法	pikiran	想法	N;SG	N
pikiran	思想	pikiran	思想	N;SG	N
arena	舞台	arena	舞台	N;SG	N
arena	體育	arena	體育	N;SG	N
teh	茶葉	teh	茶葉	N;SG	N
teh	茶	teh	茶	N;SG	N
krisis	危機	krisis	危機	N;SG	N
krisis	危機	krisis	危機	N;SG	N
pengunjung	遊客	penkunjung	遊客	N;SG	N
pengunjung	訪客	penkunjung	訪客	N;SG	N
pengunjung	訪客	penkunjung	訪客	N;SG	N
wajah	臉	wajah	臉	N;SG	N
wajah	面孔	wajah	面孔	N;SG	N
wajah	臉	wajah	臉	N;SG	N
wajah	臉部	wajah	臉部	N;SG	N
fakta	事實	fakta	事實	N;SG	N
penyebab	原因	pensebab	原因	N;SG	N
penyebab	起因	pensebab	起因	N;SG	N
menetap	定居	mentetap	定居	V;SG;ACT	V
frekuensi	頻率	frekuensi	頻率	N;SG	N
frekuensi	頻率	frekuensi	頻率	N;SG	N
nenek	祖母	nenek	祖母	N;SG	N
nenek	奶奶	nenek	奶奶	N;SG	N
rel	鐵路	rel	鐵路	N	N
rel	鐵路	rel	鐵路	N	N
rel	鐵道	rel	鐵道	N	N
rel	捲軸	rel	捲軸	N	N
rapat	會議	rapat	會議	N;SG	N
rapat	會議	rapat	會議	N;SG	N
menandatangani	簽約	mentandatangani	簽約	V;SG;ACT	V
menandatangani	簽署	mentandatangani	簽署	V;SG;ACT	V
menandatangani	署名	mentandatangani	署名	V;SG;ACT	V
menandatangani	簽署	mentandatangani	簽署	V;SG;ACT	V
menandatangani	簽字	mentandatangani	簽字	V;SG;ACT	V
menandatangani	簽	mentandatangani	簽	V;SG;ACT	V
lampu	光線	lampu	光線	N;SG	N
lampu	光	lampu	光	N;SG	N
lampu	燈光	lampu	燈光	N;SG	N
lampu	光明	lampu	光明	N;SG	N
lampu	燈	lampu	燈	N;SG	N
lampu	燈光	lampu	燈光	N;SG	N
lampu	燈	lampu	燈	N;SG	N
lampu	電燈	lampu	電燈	N;SG	N
lampu	燈具	lampu	燈具	N;SG	N
nada	音調	nada	音調	N;SG	N
nada	色調	nada	色調	N;SG	N
nada	音	nada	音	N;SG	N
nada	基調	nada	基調	N;SG	N
nada	語氣	nada	語氣	N;SG	N
kala	紀元	kala	紀元	N;SG	N
iklim	氣候	iklim	氣候	N;SG	N
fokus	重點	fokus	重點	N;SG	N
fokus	焦點	fokus	焦點	N;SG	N
harta	財富	harta	財富	N;SG	N
harta	珍寶	harta	珍寶	N;SG	N
harta	寶藏	harta	寶藏	N;SG	N
harta	寶物	harta	寶物	N;SG	N
harta	財寶	harta	財寶	N;SG	N
harta	寶藏	harta	寶藏	N;SG	N
audio	音訊	audio	音訊	N;SG	N
piano	鋼琴	piano	鋼琴	N	N
rambut	頭髮	rambut	頭髮	N;SG	N
rambut	髮型	rambut	髮型	N;SG	N
rambut	發	rambut	發	N;SG	N
persetujuan	協定	persetujuan	協定	N;SG	N
persetujuan	協議	persetujuan	協議	N;SG	N
persetujuan	核	persetujuan	核	N;SG	N
persegi	平方	persegi	平方	N;SG	N
persegi	方塊	persegi	方塊	N;SG	N
persegi	方形	persegi	方形	N;SG	N
persegi	廣場	persegi	廣場	N;SG	N
jadwal	附表	jadwal	附表	N;SG	N
jadwal	附表	jadwal	附表	N;SG	N
definisi	定義	definisi	定義	N;SG	N
definisi	定義	definisi	定義	N;SG	N
paruh	喙	paruh	喙	N;SG	N
gejala	症狀	gejala	症狀	N;SG	N
gejala	症狀	gejala	症狀	N;SG	N
karbon	碳	karbon	碳	N;SG	N
karbon	炭	karbon	炭	N;SG	N
tarian	舞蹈	tarian	舞蹈	N;SG	N
tarian	跳舞	tarian	跳舞	N;SG	N
tarian	舞	tarian	舞	N;SG	N
peperangan	戰	peperangan	戰	N	N
peperangan	戰役	peperangan	戰役	N	N
peperangan	戰鬥	peperangan	戰鬥	N	N
peperangan	戰	peperangan	戰	N	N
peperangan	戰爭	peperangan	戰爭	N	N
peperangan	戰爭	peperangan	戰爭	N	N
mengklaim	認領	menklaim	認領	V;SG;ACT	V
mengklaim	聲稱	menklaim	聲稱	V;SG;ACT	V
mengklaim	索賠	menklaim	索賠	V;SG;ACT	V
mengklaim	認領	menklaim	認領	V;SG;ACT	V
mengklaim	聲稱	menklaim	聲稱	V;SG;ACT	V
menyimpan	節省	mensimpan	節省	V;SG;ACT	V
kaca	玻璃	kaca	玻璃	N;SG	N
panggilan	電話	panggilan	電話	N;SG	N
panggilan	通話	panggilan	通話	N;SG	N
domain	網域	domain	網域	N	N
domain	域	domain	域	N	N
domain	網域	domain	網域	N	N
domain	域	domain	域	N	N
kue	蛋糕	kue	蛋糕	N	N
kue	餅	kue	餅	N	N
kue	蛋糕	kue	蛋糕	N	N
otak	腦子	otak	腦子	N;SG	N
otak	大腦	otak	大腦	N;SG	N
otak	腦	otak	腦	N;SG	N
otak	腦	otak	腦	N;SG	N
otak	腦子	otak	腦子	N;SG	N
otak	頭腦	otak	頭腦	N;SG	N
otak	腦	otak	腦	N;SG	N
otak	大腦	otak	大腦	N;SG	N
otak	腦	otak	腦	N;SG	N
kesulitan	困境	kesulitan	困境	N;SG	N
kesulitan	困難	kesulitan	困難	N;SG	N
kesulitan	難度	kesulitan	難度	N;SG	N
kesulitan	困難	kesulitan	困難	N;SG	N
kesulitan	麻煩	kesulitan	麻煩	N;SG	N
kesulitan	逆境	kesulitan	逆境	N;SG	N
terdaftar	註冊	terdaftar	註冊	V;SG;PASS	V
terdaftar	上市	terdaftar	上市	V;SG;PASS	V
modal	資本	modal	資本	N;SG	N
modal	首都	modal	首都	N;SG	N
komik	漫畫	komik	漫畫	N	N
komik	漫畫	komik	漫畫	N	N
mulia	高	mulia	高	ADJ;SG	ADJ
mengalir	流通	menalir	流通	V;SG;ACT	V
adegan	場景	adegan	場景	N;SG	N
adegan	現場	adegan	現場	N;SG	N
adegan	場景	adegan	場景	N;SG	N
biografi	傳記	biografi	傳記	N;SG	N
biografi	自傳	biografi	自傳	N;SG	N
villa	別墅	villa	別墅	N	N
kolam	池	kolam	池	N;SG	N
kolam	池塘	kolam	池塘	N;SG	N
kolam	撞球	kolam	撞球	N;SG	N
kolam	池	kolam	池	N;SG	N
kolam	游泳	kolam	游泳	N;SG	N
kolam	泳池	kolam	泳池	N;SG	N
sempurna	完美	sempurna	完美	ADJ;SG	ADJ
sempurna	完美	sempurna	完美	ADJ;SG	ADJ
wartawan	記者	wartawan	記者	N;SG	N
wartawan	記者	wartawan	記者	N;SG	N
wartawan	記者	wartawan	記者	N;SG	N
budak	奴隸	budak	奴隸	N;SG	N
mengisi	填充	menisi	填充	V;SG;ACT	V
mengisi	填補	menisi	填補	V;SG;ACT	V
mengisi	充電	menisi	充電	V;SG;ACT	V
mengisi	填寫	menisi	填寫	V;SG;ACT	V
mengisi	填滿	menisi	填滿	V;SG;ACT	V
mengisi	填充	menisi	填充	V;SG;ACT	V
mengisi	填補	menisi	填補	V;SG;ACT	V
kanker	癌症	kanker	癌症	N;SG	N
kanker	癌	kanker	癌	N;SG	N
otoritas	當局	otoritas	當局	N;SG	N
otoritas	權威	otoritas	權威	N;SG	N
variasi	變異	variasi	變異	N;SG	N
variasi	變異	variasi	變異	N;SG	N
biara	寺院	biara	寺院	N	N
biara	寺院	biara	寺院	N	N
menempatkan	放置	mentempatkan	放置	V;SG;ACT	V
garam	食鹽	garam	食鹽	N;SG	N
garam	鹽	garam	鹽	N;SG	N
roket	導彈	roket	導彈	N;SG	N
roket	火箭	roket	火箭	N;SG	N
roket	火箭	roket	火箭	N;SG	N
parameter	參數	parameter	參數	N;SG	N
partikel	顆	partikel	顆	N	N
partikel	粒子	partikel	粒子	N	N
partikel	微粒	partikel	微粒	N	N
partikel	顆	partikel	顆	N	N
partikel	粒子	partikel	粒子	N	N
partikel	微粒	partikel	微粒	N	N
petunjuk	指令	petunjuk	指令	N;SG	N
lanjutan	先進	lanjutan	先進	N;SG	N
dibantu	協助	dibantu	協助	V;SG;PASS	V
invasi	侵略	invasi	侵略	N;SG	N
rudal	導彈	rudal	導彈	N;SG	N
rudal	導彈	rudal	導彈	N;SG	N
personel	人員	personel	人員	N;SG	N
personel	人事	personel	人事	N;SG	N
batuan	岩	batuan	岩	N;SG	N
batuan	岩石	batuan	岩石	N;SG	N
batuan	岩	batuan	岩	N;SG	N
batuan	岩石	batuan	岩石	N;SG	N
batuan	石頭	batuan	石頭	N;SG	N
batuan	搖滾	batuan	搖滾	N;SG	N
disetujui	核定	disetujui	核定	V;SG;PASS	V
disetujui	核准	disetujui	核准	V;SG;PASS	V
disetujui	批准	disetujui	批准	V;SG;PASS	V
juri	法官	juri	法官	N;SG	N
rasi	星座	rasi	星座	N	N
mengakhiri	終止	menakhiri	終止	V;SG;ACT	V
anggaran	預算	anggaran	預算	N;SG	N
anggaran	預算	anggaran	預算	N;SG	N
perahu	船隻	perahu	船隻	N;SG	N
perahu	艇	perahu	艇	N;SG	N
perahu	船	perahu	船	N;SG	N
perahu	船隻	perahu	船隻	N;SG	N
perahu	艇	perahu	艇	N;SG	N
lokomotif	機車	lokomotif	機車	N	N
lokomotif	火車	lokomotif	火車	N	N
terkena	曝光	terkena	曝光	V;SG;PASS	V
mall	商場	mall	商場	N	N
nasi	大米	nasi	大米	N;SG	N
nasi	米	nasi	米	N;SG	N
nasi	米飯	nasi	米飯	N;SG	N
nasi	飯	nasi	飯	N;SG	N
mengajukan	提交	menajukan	提交	V;SG;ACT	V
mengajukan	備案	menajukan	備案	V;SG;ACT	V
championship	錦標	championship	錦標	N	N
landasan	跑道	landasan	跑道	N;SG	N
lemah	虛弱	lemah	虛弱	ADJ;SG	ADJ
lemah	軟弱	lemah	軟弱	ADJ;SG	ADJ
lemah	薄弱	lemah	薄弱	ADJ;SG	ADJ
monumen	古蹟	monumen	古蹟	N;SG	N
monumen	碑	monumen	碑	N;SG	N
menjawab	回答	menjawab	回答	V;SG;ACT	V
menangani	處理	mentangani	處理	V;SG;ACT	V
koran	報紙	koran	報紙	N;SG	N
koran	報	koran	報	N;SG	N
koran	報章	koran	報章	N;SG	N
koran	報章	koran	報章	N;SG	N
koran	報刊	koran	報刊	N;SG	N
koran	紙	koran	紙	N;SG	N
koran	紙張	koran	紙張	N;SG	N
koran	論文	koran	論文	N;SG	N
dimensi	尺寸	dimensi	尺寸	N;SG	N
monster	妖怪	monster	妖怪	N	N
monster	怪物	monster	怪物	N	N
tulis	寫作	tulis	寫作	N;SG;ACT	N
tulis	作曲	tulis	作曲	N;SG;ACT	N
domestik	家用	domestik	家用	N;SG	N
domestik	國內	domestik	國內	N;SG	N
identitas	身分	identitas	身分	N;SG	N
identitas	身份	identitas	身份	N;SG	N
atap	屋頂	atap	屋頂	N;SG	N
pengakuan	懺悔	penakuan	懺悔	N;SG	N
mahkamah	法庭	mahkamah	法庭	N;SG	N
mahkamah	法院	mahkamah	法院	N;SG	N
jantan	男性	jantan	男性	N;SG	N
jantan	男性	jantan	男性	N;SG	N
jantan	男	jantan	男	N;SG	N
karyawan	僱員	karyawan	僱員	N;MASC;SG	N
karyawan	員工	karyawan	員工	N;MASC;SG	N
karyawan	職工	karyawan	職工	N;MASC;SG	N
karyawan	僱員	karyawan	僱員	N;MASC;SG	N
karyawan	員工	karyawan	員工	N;MASC;SG	N
pedang	劍	pedang	劍	N;SG	N
pedang	刀	pedang	刀	N;SG	N
pedang	劍	pedang	劍	N;SG	N
pedang	寶劍	pedang	寶劍	N;SG	N
restoran	飯店	restoran	飯店	N;SG	N
restoran	餐廳	restoran	餐廳	N;SG	N
restoran	餐館	restoran	餐館	N;SG	N
restoran	飯店	restoran	飯店	N;SG	N
restoran	餐廳	restoran	餐廳	N;SG	N
restoran	餐館	restoran	餐館	N;SG	N
bersih	乾淨	bersih	乾淨	ADJ;SG	ADJ
peluru	子	peluru	子	N;SG	N
peluru	彈頭	peluru	彈頭	N;SG	N
geografis	地理	geografis	地理	N;SG	N
liar	狂	liar	狂	N;SG	N
liar	野性	liar	野性	N;SG	N
liar	野生	liar	野生	N;SG	N
varian	變體	varian	變體	N;SG	N
distribusi	分銷	distribusi	分銷	N;SG	N
cucu	外	cucu	外	N;SG	N
cucu	孫子	cucu	孫子	N;SG	N
cucu	孫子	cucu	孫子	N;SG	N
cucu	孫子	cucu	孫子	N;SG	N
cucu	外孫	cucu	外孫	N;SG	N
baja	鋼鐵	baja	鋼鐵	N	N
baja	鋼	baja	鋼	N	N
keterangan	標題	keterangan	標題	N;SG	N
pejuang	勇士	pejuang	勇士	N;SG	N
pejuang	鬥士	pejuang	鬥士	N;SG	N
pejuang	戰士	pejuang	戰士	N;SG	N
pejuang	勇士	pejuang	勇士	N;SG	N
bawang	大蒜	bawang	大蒜	N;SG	N
bawang	蒜	bawang	蒜	N;SG	N
bawang	洋蔥	bawang	洋蔥	N;SG	N
bawang	洋蔥	bawang	洋蔥	N;SG	N
murni	純潔	murni	純潔	ADJ;SG	ADJ
saksi	證人	saksi	證人	N;SG	N
saksi	證人	saksi	證人	N;SG	N
rumput	草地	rumput	草地	N;SG	N
rumput	草坪	rumput	草坪	N;SG	N
rumput	草	rumput	草	N;SG	N
rumput	草地	rumput	草地	N;SG	N
rumput	草叢	rumput	草叢	N;SG	N
tank	坦克	tank	坦克	N	N
tank	坦克	tank	坦克	N	N
sidang	審訊	sidang	審訊	N;SG	N
sidang	審判	sidang	審判	N;SG	N
sidang	法庭	sidang	法庭	N;SG	N
sidang	法院	sidang	法院	N;SG	N
memperkuat	加強	menperkuat	加強	V;SG;ACT	V
perlawanan	阻力	perlawanan	阻力	N;SG	N
perlawanan	電阻	perlawanan	電阻	N;SG	N
betina	女性	betina	女性	N;SG	N
betina	女	betina	女	N;SG	N
betina	女性	betina	女性	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
pameran	展品	pameran	展品	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
pameran	展品	pameran	展品	N;SG	N
pameran	博覽	pameran	博覽	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
pameran	展	pameran	展	N;SG	N
pameran	展覽	pameran	展覽	N;SG	N
mengungkapkan	揭示	menungkapkan	揭示	V;SG;ACT	V
mengungkapkan	揭示	menungkapkan	揭示	V;SG;ACT	V
mengungkapkan	揭露	menungkapkan	揭露	V;SG;ACT	V
mengungkapkan	揭示	menungkapkan	揭示	V;SG;ACT	V
mengungkapkan	明示	menungkapkan	明示	V;SG;ACT	V
memahami	理解	menpahami	理解	V;SG;ACT	V
memahami	諒解	menpahami	諒解	V;SG;ACT	V
peninggalan	遺跡	pentinggalan	遺跡	N;SG	N
peninggalan	遺物	pentinggalan	遺物	N;SG	N
mengenakan	穿	menkenakan	穿	V;SG;ACT	V
platform	站台	platform	站台	N	N
platform	平台	platform	平台	N	N
platform	平台	platform	平台	N	N
kamp	難民	kamp	難民	N;SG	N
kamp	營	kamp	營	N;SG	N
kamp	營地	kamp	營地	N;SG	N
kamp	營地	kamp	營地	N;SG	N
kekayaan	財富	kekayaan	財富	N;SG	N
kekayaan	財富	kekayaan	財富	N;SG	N
baris	線	baris	線	N;SG	N
baris	線路	baris	線路	N;SG	N
baris	線	baris	線	N;SG	N
baris	線	baris	線	N;SG	N
baris	划	baris	划	N;SG	N
baris	排	baris	排	N;SG	N
dilarang	禁止	dilarang	禁止	V;SG;PASS	V
dilarang	違禁	dilarang	違禁	V;SG;PASS	V
dilarang	禁止	dilarang	禁止	V;SG;PASS	V
akademik	學術	akademik	學術	N;SG	N
sayang	蜂蜜	sayang	蜂蜜	N;SG	N
sayang	嬰兒	sayang	嬰兒	N;SG	N
sayang	寶貝	sayang	寶貝	N;SG	N
sayang	寶寶	sayang	寶寶	N;SG	N
bunuh	殺	bunuh	殺	V;SG;ACT	V
bunuh	殺死	bunuh	殺死	V;SG;ACT	V
bunuh	殺	bunuh	殺	V;SG;ACT	V
mendarat	降落	mendarat	降落	V;SG;ACT	V
mendarat	登陸	mendarat	登陸	V;SG;ACT	V
penyair	詩人	penyair	詩人	N	N
pendudukan	職業	pendudukan	職業	N;SG	N
institusi	體制	institusi	體制	N;SG	N
institusi	機構	institusi	機構	N;SG	N
institusi	機構	institusi	機構	N;SG	N
konsentrasi	濃度	konsentrasi	濃度	N;SG	N
mineral	礦	mineral	礦	N	N
mineral	礦物	mineral	礦物	N	N
mineral	礦	mineral	礦	N	N
mineral	礦	mineral	礦	N	N
mineral	礦物	mineral	礦物	N	N
mineral	礦	mineral	礦	N	N
dinyanyikan	成	dinyanyikan	成	V;SG;PASS	V
dibaca	讀	dibaca	讀	V;SG;PASS	V
dibaca	讀取	dibaca	讀取	V;SG;PASS	V
ujian	測試	ujian	測試	N;SG	N
ujian	試驗	ujian	試驗	N;SG	N
ujian	測驗	ujian	測驗	N;SG	N
ujian	考試	ujian	考試	N;SG	N
ujian	考試	ujian	考試	N;SG	N
berguna	有	berguna	有	V;SG;ACT	V
pengertian	概念	pengertian	概念	N;SG	N
melaporkan	檢舉	menlaporkan	檢舉	V;SG;ACT	V
klasifikasi	分類	klasifikasi	分類	N;SG	N
klasifikasi	分類	klasifikasi	分類	N;SG	N
menuntut	需求	mentuntut	需求	V;SG;ACT	V
menuntut	要求	mentuntut	要求	V;SG;ACT	V
perumahan	住宅	penrumahan	住宅	N;SG	N
perumahan	寄宿	penrumahan	寄宿	N;SG	N
perumahan	住房	penrumahan	住房	N;SG	N
perumahan	產業	penrumahan	產業	N;SG	N
perumahan	邨	penrumahan	邨	N;SG	N
bergantung	依賴	bergantung	依賴	V;SG;ACT	V
rider	騎手	rider	騎手	N	N
akun	帳號	akun	帳號	N;SG	N
akun	帳戶	akun	帳戶	N;SG	N
akun	決算	akun	決算	N;SG	N
kau	你	kau	你	PRO;SG;2;INFM	PRO;2
hasilnya	成果	hasil	成果	N;SG	N
hasilnya	結果	hasil	結果	N;SG	N
ritual	儀式	ritual	儀式	N	N
keenam	第六	keenam	第六	NUM	NUM
kekalahan	敗	kekalahan	敗	N;SG	N
lingkaran	圈	lingkaran	圈	N;SG	N
lingkaran	圈子	lingkaran	圈子	N;SG	N
lingkaran	圓圈	lingkaran	圓圈	N;SG	N
lingkaran	圓形	lingkaran	圓形	N;SG	N
lingkaran	圓圈	lingkaran	圓圈	N;SG	N
lingkaran	迴圈	lingkaran	迴圈	N;SG	N
lingkaran	圈	lingkaran	圈	N;SG	N
rawa	沼澤	rawa	沼澤	N;SG	N
rawa	沼澤	rawa	沼澤	N;SG	N
rawa	濕地	rawa	濕地	N;SG	N
rawa	沼澤	rawa	沼澤	N;SG	N
pramuka	童軍	pramuka	童軍	N	N
pramuka	童子	pramuka	童子	N	N
pramuka	童軍	pramuka	童軍	N	N
paket	包裝	paket	包裝	N;SG	N
paket	叢	paket	叢	N;SG	N
derajat	學位	derajat	學位	N;SG	N
derajat	度	derajat	度	N;SG	N
derajat	度	derajat	度	N;SG	N
derajat	程度	derajat	程度	N;SG	N
derajat	學位	derajat	學位	N;SG	N
mengganti	替代	menganti	替代	V;SG;ACT	V
mengganti	取代	menganti	取代	V;SG;ACT	V
mengganti	替換	menganti	替換	V;SG;ACT	V
mengganti	更換	menganti	更換	V;SG;ACT	V
mengganti	代替	menganti	代替	V;SG;ACT	V
kritik	批判	kritik	批判	N;SG	N
jumat	星期	jumat	星期	N;SG	N
jumat	週	jumat	週	N;SG	N
jumat	週	jumat	週	N;SG	N
kandang	籠	kandang	籠	N;SG	N
kandang	籠子	kandang	籠子	N;SG	N
kandang	狗	kandang	狗	N;SG	N
kandang	籠子	kandang	籠子	N;SG	N
bakat	人	bakat	人	N;SG	N
bakat	人	bakat	人	N;SG	N
bakat	天才	bakat	天才	N;SG	N
bakat	天賦	bakat	天賦	N;SG	N
portal	門戶	portal	門戶	N	N
portal	門戶	portal	門戶	N	N
memperbaiki	修復	menperbaiki	修復	V;SG;ACT	V
memperbaiki	修	menperbaiki	修	V;SG;ACT	V
bait	魚餌	bait	魚餌	N;SG	N
bait	餌	bait	餌	N;SG	N
membayar	付費	menbayar	付費	V;SG;ACT	V
membayar	付款	menbayar	付款	V;SG;ACT	V
membayar	支付	menbayar	支付	V;SG;ACT	V
monarki	君主	monarki	君主	N;SG	N
monarki	君主	monarki	君主	N;SG	N
monarki	君主	monarki	君主	N;SG	N
monarki	君主	monarki	君主	N;SG	N
mitra	夥伴	mitra	夥伴	N;SG	N
mitra	伴侶	mitra	伴侶	N;SG	N
mitra	夥伴	mitra	夥伴	N;SG	N
mitra	搭檔	mitra	搭檔	N;SG	N
gerak	動議	gerak	動議	N;SG;ACT	N
gerak	運動	gerak	運動	N;SG;ACT	N
gerak	手勢	gerak	手勢	N;SG;ACT	N
gerak	姿態	gerak	姿態	N;SG;ACT	N
pengobatan	藥品	penobatan	藥品	N;SG	N
pengobatan	藥物	penobatan	藥物	N;SG	N
pengobatan	醫藥	penobatan	醫藥	N;SG	N
pengobatan	治療	penobatan	治療	N;SG	N
barisan	陣容	barisan	陣容	N;SG	N
cairan	液體	cairan	液體	N;SG	N
cairan	液	cairan	液	N;SG	N
cairan	流體	cairan	流體	N;SG	N
cairan	液體	cairan	液體	N;SG	N
cairan	液	cairan	液	N;SG	N
cairan	液態	cairan	液態	N;SG	N
cairan	流體	cairan	流體	N;SG	N
keadilan	正義	keadilan	正義	N;SG	N
keadilan	司法	keadilan	司法	N;SG	N
keadilan	公平	keadilan	公平	N;SG	N
keadilan	公正	keadilan	公正	N;SG	N
wawancara	面試	wawancara	面試	N;SG	N
wawancara	面試	wawancara	面試	N;SG	N
organisme	機體	organisme	機體	N;SG	N
organisme	生物	organisme	生物	N;SG	N
amat	極	amat	極		
soundtrack	配樂	soundtrack	配樂	N	N
kemajuan	進步	kemajuan	進步	N;SG	N
kemajuan	進度	kemajuan	進度	N;SG	N
karakteristik	特徵	karakteristik	特徵	N;SG	N
karakteristik	特性	karakteristik	特性	N;SG	N
karakteristik	特點	karakteristik	特點	N;SG	N
karakteristik	特性	karakteristik	特性	N;SG	N
karakteristik	特點	karakteristik	特點	N;SG	N
karakteristik	特徵	karakteristik	特徵	N;SG	N
tetangga	鄰	tetangga	鄰	N;SG	N
tetangga	鄰居	tetangga	鄰居	N;SG	N
tetangga	鄰國	tetangga	鄰國	N;SG	N
tetangga	鄰居	tetangga	鄰居	N;SG	N
tetangga	鄰居	tetangga	鄰居	N;SG	N
gen	基因	gen	基因	N;SG	N
gen	基因	gen	基因	N;SG	N
pemukiman	住宅	penmukiman	住宅	N;SG	N
pemukiman	寄宿	penmukiman	寄宿	N;SG	N
alumni	校友	alumni	校友	N;SG	N
perawatan	治療	penrawatan	治療	N;SG	N
perawatan	維護	penrawatan	維護	N;SG	N
perawatan	護理	penrawatan	護理	N;SG	N
perawatan	關心	penrawatan	關心	N;SG	N
berbagi	共用	berbagi	共用	V;SG;ACT	V
berbagi	共享	berbagi	共享	V;SG;ACT	V
berbagi	分享	berbagi	分享	V;SG;ACT	V
berbagi	共用	berbagi	共用	V;SG;ACT	V
berbagi	共享	berbagi	共享	V;SG;ACT	V
berbagi	分享	berbagi	分享	V;SG;ACT	V
berbagi	共用	berbagi	共用	V;SG;ACT	V
berbagi	共享	berbagi	共享	V;SG;ACT	V
berbagi	分享	berbagi	分享	V;SG;ACT	V
berbagi	共享	berbagi	共享	V;SG;ACT	V
berbagi	分享	berbagi	分享	V;SG;ACT	V
bambu	竹	bambu	竹	N	N
bambu	竹子	bambu	竹子	N	N
persamaan	平等	persamaan	平等	N;SG	N
persamaan	方程	persamaan	方程	N;SG	N
persamaan	方程	persamaan	方程	N;SG	N
persamaan	方程	persamaan	方程	N;SG	N
persamaan	方程	persamaan	方程	N;SG	N
kebiasaan	習慣	kebiasaan	習慣	N;SG	N
insiden	事變	insiden	事變	N;SG	N
insiden	事件	insiden	事件	N;SG	N
insiden	事件	insiden	事件	N;SG	N
fase	階段	fase	階段	N	N
codex	法典	codex	法典	N	N
berturut	連續	berturut	連續	ADV;SG;ACT	ADV
berturut	先後	berturut	先後	ADV;SG;ACT	ADV
fenomena	現象	fenomena	現象	N;SG	N
fenomena	現象	fenomena	現象	N;SG	N
semesta	宇宙	semesta	宇宙	N;SG	N
dimakamkan	埋葬	dimakamkan	埋葬	V;SG;PASS	V
pemandangan	風景	penpandangan	風景	N;SG	N
pemandangan	景點	penpandangan	景點	N;SG	N
kombinasi	組合	kombinasi	組合	N;SG	N
kombinasi	套	kombinasi	套	N;SG	N
player	球員	player	球員	N	N
player	玩家	player	玩家	N	N
percobaan	試驗	percobaan	試驗	N;SG	N
percobaan	實驗	percobaan	實驗	N;SG	N
percobaan	試驗	percobaan	試驗	N;SG	N
percobaan	實驗	percobaan	實驗	N;SG	N
percobaan	實驗	percobaan	實驗	N;SG	N
belakangan	最近	belakangan	最近	N;SG	N
penutup	封面	pentutup	封面	N;SG	N
penutup	掩護	pentutup	掩護	N;SG	N
investasi	投資	investasi	投資	N;SG	N
investasi	投資	investasi	投資	N;SG	N
investasi	投資	investasi	投資	N;SG	N
malaikat	天使	malaikat	天使	N;SG	N
malaikat	天使	malaikat	天使	N;SG	N
menyerah	投降	menyerah	投降	V;SG;ACT	V
menyerah	交出	menyerah	交出	V;SG;ACT	V
balap	賽車	balap	賽車	N;SG;ACT	N
pengawasan	監督	penkawasan	監督	N;SG	N
pengawasan	監督	penkawasan	監督	N;SG	N
perikanan	漁業	perikanan	漁業	N;SG	N
perikanan	漁業	perikanan	漁業	N;SG	N
perikanan	釣魚	perikanan	釣魚	N;SG	N
perikanan	漁業	perikanan	漁業	N;SG	N
pakar	專家	pakar	專家	N;SG	N
pakar	專家	pakar	專家	N;SG	N
medis	醫療	medis	醫療	N;SG	N
medis	醫務	medis	醫務	N;SG	N
medis	醫學	medis	醫學	N;SG	N
mendekati	接近	mendekati	接近	V;SG;ACT	V
meriam	大炮	meriam	大炮	N;SG	N
meriam	砲	meriam	砲	N;SG	N
meriam	炮	meriam	炮	N;SG	N
sabtu	週六	sabtu	週六	N;SG	N
sabtu	星期	sabtu	星期	N;SG	N
sabtu	週六	sabtu	週六	N;SG	N
