категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
идея	idea	идея	idea	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сооружения	instalacje	сооружение	instalacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
играет	gra	играть	grać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
женщина	kobieta	женщина	kobieta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
женщина	samica	женщина	samica	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
женщина	kobieta	женщина	kobieta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
женщина	suczka	женщина	suczka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
голос	głos	голос	głos	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
преподаватели	nauczyciele	преподаватель	nauczyciel	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
леонид	leonidas	леонид	leonidas	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
опыт	doświadczenia	опыт	doświadczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
опыт	przeżycia	опыт	przeżycie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
опыт	doświadczenia	опыт	doświadczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
опыт	doświadczenie	опыт	doświadczenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
свет	światło	свет	światło	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
свет	światła	свет	światło	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
свет	światła	свет	światło	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
получает	otrzymuje	получать	otrzymywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
получает	zdobywa	получать	zdobywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
получает	dostaje	получать	dostawać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
играть	graj	играть	graj	V;IPFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
интерес	zainteresowanie	интерес	zainteresowanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
применение	podanie	применение	podanie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
применение	zastosowanie	применение	zastosowanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
применение	aplikacja	применение	aplikacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
элементы	elementy	элемент	element	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
элементы	pierwiastki	элемент	pierwiastek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
политических	politycznych	политический	polityczny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
красная	czerwony	красный	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
красная	czerwona	красный	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
красная	czerwone	красный	czerwony	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
раунд	runda	раунд	runda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
транспорт	przewóz	транспорт	przewóz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
транспорт	dojazd	транспорт	dojazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
транспорт	transport	транспорт	transport	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
транспорт	przewóz	транспорт	przewóz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
транспорт	transport	транспорт	transport	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
специально	specjalnie	специально	specjalnie	ADV	ADV
выставка	wystawa	выставка	wystawa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
выставка	wystawa	выставка	wystawa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
контроль	sterowanie	контроль	sterować	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
контроль	kontrola	контроль	kontrola	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
контроль	monitoring	контроль	monitoring	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
контроль	monitorowanie	контроль	monitorowanie	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
контроль	sterowanie	контроль	sterować	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
мнения	opinie	мнение	opinia	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
мнения	poglądy	мнение	pogląd	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
мнения	widoki	мнение	widok	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
требования	żądania	требование	żądanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
цели	cele	цель	cel	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
цели	cele	цель	cel	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
цели	cele	цель	cel	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
письмо	list	письмо	list	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
письмо	pismo	письмо	pismo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
письмо	litera	письмо	liter	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
анализ	analiza	анализ	analiza	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
зал	siłownia	зал	siłownia	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
зал	sala	зал	sala	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
женат	zamężna	женатый	zamężny	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
художественный	artystyczna	художественный	artystyczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
художественный	artystyczne	художественный	artystyczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
художественный	artystyczny	художественный	artystyczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
тур	zwiedzanie	тур	zwiedzać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
тур	wycieczka	тур	wycieczka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
состоял	polegał	состоять	polegać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
распространение	rozpowszechnienie	распространение	rozpowszechnienie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
распространение	upowszechnianie	распространение	upowszechniać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
распространение	rozpowszechnianie	распространение	rozpowszechniać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
распространение	dystrybucja	распространение	dystrybucja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
распространение	rozkład	распространение	rozkład	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
курс	kurs	курс	kurs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
битва	walka	битва	walka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
каталог	spis	каталог	spis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
каталог	katalog	каталог	katalog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
каталог	katalog	каталог	katalog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
каталог	katalog	каталог	katalog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
оценки	szacunki	оценка	szacunek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
турции	turcja	турция	turcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
турции	indyk	турция	indyk	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
томас	tomek	томас	tomek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
условия	warunki	условие	warunki	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
условия	terminy	условие	termin	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
условия	warunki	условие	warunki	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
назначения	spotkania	назначение	spotkanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
невозможно	niemożliwa	невозможный	niemożliwy	ADJ;NEUT;SG	ADJ;NOM;FEM;SG
невозможно	niemożliwe	невозможный	niemożliwy	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
самолёт	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
самолёт	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
самолёт	płaszczyzna	самолет	płaszczyzna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
самолёт	samolot	самолет	samolot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
даёт	oddaje	давать	oddawać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
даёт	nadaje	давать	nadawać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
даёт	daje	давать	dawać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
привести	przynieść	привести	przynieść	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
счет	konto	счет	konto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
счет	wynik	счет	wynik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
счет	faktura	счет	faktura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
финал	finał	финал	finał	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
количества	ilości	количество	ilość	N;INAN;GEN;NEUT;SG	N;GEN;FEM;SG
фонд	podstawa	фонд	podstawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
фонд	fundacja	фонд	fundacja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
фонд	podkład	фонд	podkład	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
фонд	fundusz	фонд	fundusz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
применения	podanie	применение	podanie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
применения	zastosowanie	применение	zastosowanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
применения	aplikacja	применение	aplikacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
академия	akademia	академия	akademia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
конфликт	konflikt	конфликт	konflikt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
аргументы	argumenty	аргумент	argument	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
аргументы	argumenty	аргумент	argument	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
выступления	przemówienia	выступление	przemówienie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
выступления	występy	выступление	występ	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
выступления	prezentacje	выступление	prezentacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
протокол	protokół	протокол	protokól	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
крест	krzyżyk	крест	krzyżyk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ученики	uczniowie	ученик	uczeń	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ученики	studenci	ученик	student	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ученики	uczniowie	ученик	uczeń	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ученики	źrenice	ученик	źrenica	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
марка	pieczęć	марка	pieczęć	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
марка	znak	марка	znak	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
евреев	żydów	еврей	żyd	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
требует	zobowiązuje	требовать	zobowiązywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
требует	wymaga	требовать	wymagać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
этап	etap	этап	etap	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
этап	faza	этап	faza	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
этап	etap	этап	etap	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
этап	scena	этап	scena	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
этап	faza	этап	faza	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
символ	symbol	символ	symbol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
символ	postać	символ	postać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
символ	znak	символ	znak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
символ	charakter	символ	charakter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
определение	określenie	определение	określenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
определение	oznaczenie	определение	oznaczenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
определение	ustalenie	определение	ustalenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
определение	oznaczanie	определение	oznaczać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
определение	określanie	определение	określać	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
определение	definicja	определение	definicja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
определение	określenie	определение	określenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
определение	zdefiniowanie	определение	zdefiniować	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
определение	określanie	определение	określać	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
сад	ogród	сад	ogród	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
сад	ogródek	сад	ogródek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
соединения	połączenia	соединение	połączenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
соединения	związki	соединение	związek	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
батальона	batalionu	батальон	batalion	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
гол	bramka	гол	bramka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
гол	gol	гол	gol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
гол	cel	гол	cel	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
грузии	gruzja	грузия	gruzja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
отдельный	osobne	отдельный	osobny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
отдельный	odrębne	отдельный	odrębny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
отдельный	oddzielne	отдельный	oddzielny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
направление	kierunek	направление	kierunek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
флот	marynarka	флот	marynarka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
флот	flota	флот	flota	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
матчи	mecze	матч	mecz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
представитель	przedstawiciel	представитель	przedstawiciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
педагог	pedagog	педагог	pedagog	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
отношений	stosunków	отношение	stosunki	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;PL
проекты	projekty	проект	projekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
муниципальных	komunalnych	муниципальный	komunalny	ADJ;GEN;PL	ADJ;GEN;MASC;PL
показатель	wskaźnik	показатель	wskaźnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
итальянский	włoska	итальянский	włoski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
итальянский	włoskie	итальянский	włoski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
поражение	klęska	поражение	klęski	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
поражение	przegrana	поражение	przegrać	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
поражение	porażka	поражение	porażka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
веков	wieków	век	wiek	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
крепости	fortece	крепость	forteka	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
крепости	forty	крепость	forta	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
журналист	dziennikarstwo	журналист	dziennikarstwo	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
журналист	dziennikarz	журналист	dziennikarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
журналист	dziennikarka	журналист	dziennikarka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
политическая	polityczny	политический	polityczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
политическая	polityczne	политический	polityczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
политическая	polityczna	политический	polityczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
молодой	młoda	молодой	młody	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
молодой	młody	молодой	młody	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
молодой	młode	молодой	młody	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
сценарист	pisarz	сценарист	pisarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
сценарист	scenarzysta	сценарист	scenarzysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
переехал	przeniesiono	переехать	przenieść	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
август	august	август	august	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
август	augustus	август	augustus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
звезда	gwiazdka	звезда	gwiazdka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
звезда	gwiazda	звезда	gwiazda	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
работала	działał	работать	działać	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
работала	pracował	работать	pracować	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
работала	działało	работать	działać	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
работала	pracowała	работать	pracować	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
говорить	mówić	говорить	mówić	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
говорить	mów	говорить	mówić	V;IPFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
причина	przyczyna	причина	przyczynać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
причина	powód	причина	powód	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
причина	przyczyna	причина	przyczynać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
персонаж	postać	персонаж	postać	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
персонаж	znak	персонаж	znak	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
персонаж	charakter	персонаж	charakter	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
героев	bohaterów	герой	bohater	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
епархия	diecezja	епархия	diecezja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
политик	polityk	политик	polityk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
политик	polityka	политик	polityka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
доход	dochód	доход	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
доход	przychód	доход	przychód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
доход	dochód	доход	dochód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
доход	przychód	доход	przychód	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
проектов	projektów	проект	projekt	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
корабли	okręty	корабль	okręt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
корабли	statki	корабль	statek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
использует	wykorzystuje	использовать	wykorzystywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
использует	używa	использовать	używać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
договор	traktat	договор	traktat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
методы	sposoby	метод	sposób	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
предложения	propozycje	предложение	propozycja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
предложения	propozycje	предложение	propozycja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
моя	moja	мой	mój	DET;NOM;FEM;SG	DET;NOM;FEM;SG;1
моя	mój	мой	mój	DET;NOM;FEM;SG	DET;NOM;MASC;SG;1
моя	moje	мой	mój	DET;NOM;FEM;SG	DET;NOM;NEUT;SG;1
марки	znaczki	марка	znaczek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
определения	definicje	определение	definicja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
округов	okręgów	округ	okręg	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
британский	brytyjskie	британский	brytyjski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
британский	brytyjska	британский	brytyjski	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
британский	brytyjski	британский	brytyjski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
певица	piosenkarz	певица	piosenkarz	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
певица	wokalista	певица	wokalista	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
певица	piosenkarka	певица	piosenkarka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
собрание	zgromadzenie	собрание	zgromadzenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
собрание	zbieranie	собрание	zbierać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
собрание	zgromadzenie	собрание	zgromadzenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
собрание	zebranie	собрание	zebranie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	gromadzenie	собрание	gromadzenie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
собрание	posiedzenie	собрание	posiedzenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	zebranie	собрание	zebranie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
собрание	spotkanie	собрание	spotkanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
защитник	obrońca	защитник	obrońca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
защитник	obrońcy	защитник	obrońca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
защитник	obrońca	защитник	obrońca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
старый	stary	старый	stary	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
задачи	cele	задача	cel	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
веб	sieć	веб	sieć	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
сторона	przyjęcie	сторона	przyjąć	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
сторона	partia	сторона	partia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сторона	impreza	сторона	impreza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
основатель	założyciel	основатель	założyciel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
тонн	tonach	тонна	ton	N;INAN;GEN;FEM;PL	N;GEN;MASC;PL
подпись	podpisanie	подпись	podpisać	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
новости	wieści	новость	wieść	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
портал	portal	портать	portal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
исследование	nauka	исследование	nauka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
исследование	badanie	исследование	badanie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
сюжет	działka	сюжет	działko	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
сюжет	spisek	сюжет	spisek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
пространство	przestrzeń	пространство	przestrzeń	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
восстание	bunt	восстание	bunt	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
восстание	bunt	восстание	bunt	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
западная	zachodnie	западный	zachodnie	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
экспедиции	ekspedycje	экспедиция	ekspedycja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
успех	sukces	успех	sukces	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
успех	powodzenie	успех	powodzenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
открытие	odkrycia	открытие	odkrycie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
открытие	odkrywanie	открытие	odkrywać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
открытие	odkrycie	открытие	odkrycie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
открытие	otwieranie	открытие	otwierać	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
открытие	otwarcie	открытие	otworzyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
открытие	otwarcia	открытие	otworzyć	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
физики	fizycy	физика	fizyk	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
цель	cel	цель	cel	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
цель	cel	цель	cel	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
цель	przeznaczenie	цель	przeznaczenie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
цель	bramka	цель	bramka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
цель	gol	цель	gol	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
цель	cel	цель	cel	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
цель	cel	цель	cel	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
обучение	nauczanie	обучение	nauczanie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
