ve	そして	ve	そして	CONJ	CONJ
sonuçlar	結論	sonuç	結論	N;NOM;PL;3	N
gizli	秘密	gizli	秘密		
soğuk	冷たい	soğuk	冷たい	ADJ	ADJ
soğuk	寒い	soğuk	寒い	ADJ	ADJ
birisi	誰	biri	誰	PRO;NOM;SG;3	PRO
projesi	プロジェクト	proje	プロジェクト	N;NOM;SG;3	N
nedeni	動機	neden	動機	N;NOM;SG;3	N
nedeni	理由	neden	理由	N;NOM;SG;3	N
nedeni	理性	neden	理性	N;NOM;SG;3	N
nedeni	原因	neden	原因	N;NOM;SG;3	N
national	国民	national	国民	N;DAT;SG;3	N
kamu	公衆	kamu	公衆	N;NOM;SG;3	N
kamu	パブリック	kamu	パブリック	N;NOM;SG;3	N
kişiler	ピープル	kişi	ピープル	N;NOM;PL;3	N
uydu	衛星	uy	衛星	N;NOM;SG;3	N
basit	シンプル	basit	シンプル	ADJ	ADJ
basit	簡単	basit	簡単	ADJ	ADJ
basit	単純	basit	単純	ADJ	ADJ
kaynaklar	ソース	kaynak	ソース	N;NOM;PL;3	N
kaynaklar	出典	kaynak	出典	N;NOM;PL;3	N
kaynaklar	リソース	kaynak	リソース	N;NOM;PL;3	N
kaynaklar	資源	kaynak	資源	N;NOM;PL;3	N
cumhurbaşkanı	大統領	cumhurbaşkanı	大統領	N;NOM;SG;3	N
cumhurbaşkanı	社長	cumhurbaşkanı	社長	N;NOM;SG;3	N
tanımlamak	定義	tanımla	定義	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
alındı	受け取り	al	受け取る	V;PFV;IND;SG;3;POS;PST;PASS	V
alındı	受信	al	受信	V;PFV;IND;SG;3;POS;PST;PASS	V
boyu	身長	boy	身長	N;NOM;SG;3	N
boyu	サイズ	boy	サイズ	N;NOM;SG;3	N
defans	ディフェンダー	defans	ディフェンダー	N;NOM;SG;3	N
defans	ディフェンス	defans	ディフェンス	N;NOM;SG;3	N
defans	防御	defans	防御	N;NOM;SG;3	N
defans	防衛	defans	防衛	N;NOM;SG;3	N
defans	ディフェンス	defans	ディフェンス	N;NOM;SG;3	N
defans	防御	defans	防御	N;NOM;SG;3	N
yardımcısı	助手	yardımcı	助手	N;NOM;SG;3	N
yardımcısı	アシスタント	yardımcı	アシスタント	N;NOM;SG;3	N
yardımcısı	バイス	yardımcı	バイス	N;NOM;SG;3	N
olimpiyatları	オリンピック	ol	オリンピック	N;ACC;PL;3	N
çözünürlük	解像	çözünürlük	解像	N;NOM;SG;3	N
ad	名前	ad	名前	N;NOM;SG;3	N
ad	氏名	ad	氏名	N;NOM;SG;3	N
ad	名称	ad	名称	N;NOM;SG;3	N
birden	突然	birden	突然	ADV	ADV
american	アメリカン	american	アメリカン	N;NOM;SG;3	N
direktör	監督	direk	監督	N;NOM;SG;3	N
direktör	取締役	direk	取締役	N;NOM;SG;3	N
anne	ミイラ	anne	ミイラ	N;NOM;SG;3	N
anne	ママ	anne	ママ	N;NOM;SG;3	N
anne	母親	anne	母親	N;NOM;SG;3	N
katılan	出席	kat	出席	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
değeri	バリュー	değer	バリュー	N;ACC;SG;3	N
değeri	価額	değer	価額	N;ACC;SG;3	N
akademisi	アカデミー	akadem	アカデミー	N;NOM;SG;3	N
hataları	エラー	hata	エラー	N;ACC;PL;3	N
ince	微妙	ince	微妙	ADJ	ADJ
ince	薄い	ince	薄い	ADJ	ADJ
ince	細い	ince	細い	ADJ	ADJ
ciddi	深刻	ciddi	深刻	ADJ	ADJ
silah	凶器	silah	凶器		
ceza	ペナルティ	ceza	ペナルティ	N;NOM;SG;3	N
ceza	収容	ceza	収容	N;NOM;SG;3	N
ceza	センテンス	ceza	センテンス	N;NOM;SG;3	N
ceza	文章	ceza	文章	N;NOM;SG;3	N
özelliği	機能	özellik	機能	N;NOM;SG;3	N
özelliği	特徴	özellik	特徴	N;NOM;SG;3	N
şampiyonlar	チャンピオン	şampiyon	チャンピオン	N;NOM;PL;3	N
başbakan	プレミア	başbakan	プレミア	N;NOM;SG;3	N
terk	ダンプ	terk	ダンプ	N;NOM;SG;3	N
topluluğu	アンサンブル	topluluk	アンサンブル	N;ACC;SG;3	N
piyade	歩兵	piya	歩兵	N;ESS;SG;3	N
yan	やけど	yan	やけど		
yemek	昼食	yemek	昼食	N;NOM;SG;3	N
yemek	ランチ	yemek	ランチ	N;NOM;SG;3	N
yemek	食べ物	yemek	食べ物	N;NOM;SG;3	N
yemek	食品	yemek	食品	N;NOM;SG;3	N
yemek	ダイニング	yemek	ダイニング	N;NOM;SG;3	N
yemek	ディナー	yemek	ディナー	N;NOM;SG;3	N
yemek	夕食	yemek	夕食	N;NOM;SG;3	N
yemek	ディッシュ	yemek	ディッシュ	N;NOM;SG;3	N
yemek	食事	yemek	食事	N;NOM;SG;3	N
dans	ダンス	dans	ダンス	N;NOM;SG;3	N
dans	ダンス	dans	ダンス	N;NOM;SG;3	N
dans	ダンシング	dans	ダンシング	N;NOM;SG;3	N
international	インターナショナル	international	インターナショナル	N;NOM;SG;3	N
international	国際	international	国際	N;NOM;SG;3	N
ulaşım	交通	ulaşım	交通	N;NOM;SG;3	N
ulaşım	交通	ulaşım	交通	N;NOM;SG;3	N
vakfı	財団	vakıf	財団	N;ACC;SG;3	N
vakfı	ファンデーション	vakıf	ファンデーション	N;ACC;SG;3	N
vakfı	ファウンデーション	vakıf	ファウンデーション	N;ACC;SG;3	N
yavaş	遅い	yavaş	遅い	ADJ	ADJ
yavaş	易しい	yavaş	易しい	ADJ	ADJ
yavaş	やさしい	yavaş	やさしい	ADJ	ADJ
yavaş	簡単	yavaş	簡単	ADJ	ADJ
ülkeler	国々	ülke	国々	N;NOM;PL;3	N
sonuçları	結果	sonuç	結果	N;ACC;PL;3	N
düzenleme	編集	düzenle	編集	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
düzenleme	配置	düzenle	配置	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
düzenleme	編集	düzenle	編集	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
antlaşması	条約	antlaşma	条約	N;NOM;SG;3	N
olimpiyat	オリンピック	olimpiyat	オリンピック	N;NOM;SG;3	N
sen	あなた	sen	あなた	PRO;NOM;SG;2	PRO
silinmiş	削除	sil	削除	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
hafif	軽い	hafif	軽い	ADJ	ADJ
hafif	明るい	hafif	明るい	ADJ	ADJ
kapalı	オフ	kapalı	オフ		
off	オフ	off	オフ		
havalimanı	空港	havaliman	空港	N;ACC;SG;3	N
havalimanı	飛行場	havaliman	飛行場	N;ACC;SG;3	N
sarayı	宮殿	sara	宮殿	N;ACC;SG;3	N
lideri	リーダー	lider	リーダー	N;NOM;SG;3	N
ediniz	説明	et	説明	V;PFV;IMP;PL;2;POS;PRS	V
ediniz	解説	et	解説	V;PFV;IMP;PL;2;POS;PRS	V
şehirler	都市	şehir	都市	N;NOM;PL;3	N
kalesi	キャッスル	kale	キャッスル	N;NOM;SG;3	N
uçak	航空機	uçak	航空機	N;NOM;SG;3	N
uçak	飛行機	uçak	飛行機	N;NOM;SG;3	N
uçak	飛行機	uçak	飛行機	N;NOM;SG;3	N
uçak	飛行機	uçak	飛行機	N;NOM;SG;3	N
uçak	飛行機	uçak	飛行機	N;NOM;SG;3	N
gerçekten	本当に	gerçekten	本当に	ADV	ADV
savaşları	戦争	savaş	戦争	N;NOM;PL;3	N
kurucusu	創始	kurucu	創始	N;NOM;SG;3	N
kurucusu	開祖	kurucu	開祖	N;NOM;SG;3	N
üretilen	製造	üre	製造	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
mühendisliği	工学	mühendislik	工学	N;NOM;SG;3	N
mühendisliği	エンジニアリング	mühendislik	エンジニアリング	N;NOM;SG;3	N
ikisi	両方	iki	両方		
dağları	山地	dağ	山地	N;NOM;PL;3	N
dağları	山脈	dağ	山脈	N;NOM;PL;3	N
açılan	開く	aç	開く	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
albümleri	アルバム	albüm	アルバム	N;ACC;PL;3	N
ilişkiler	リレーション	ilişki	リレーション	N;NOM;PL;3	N
ilişkiler	リレーション	ilişki	リレーション	N;NOM;PL;3	N
ilişkiler	関係	ilişki	関係	N;NOM;PL;3	N
görüntü	画像	görüntü	画像	N;NOM;SG;3	N
görüntü	イメージ	görüntü	イメージ	N;NOM;SG;3	N
şablonu	テンプレート	şablo	テンプレート	N;ACC;SG;3	N
kaynakları	ソース	kaynak	ソース	N;ACC;PL;3	N
kaynakları	出典	kaynak	出典	N;ACC;PL;3	N
kaynakları	リソース	kaynak	リソース	N;ACC;PL;3	N
kaynakları	資源	kaynak	資源	N;ACC;PL;3	N
hep	常に	hep	常に	ADV	ADV
hep	いつも	hep	いつも	ADV	ADV
konser	コンサート	konser	コンサート	N;NOM;SG;3	N
konser	コンサート	konser	コンサート	N;NOM;SG;3	N
istatistikleri	統計	ista	統計	N;NOM;PL;3	N
istatistikleri	統計	ista	統計	N;NOM;PL;3	N
komedi	喜劇	komedi	喜劇	N;NOM;SG;3	N
komedi	コメディ	komedi	コメディ	N;NOM;SG;3	N
komedi	コメディー	komedi	コメディー	N;NOM;SG;3	N
anlamı	手段	anlam	手段	N;ACC;SG;3	N
oyuncular	選手	oyuncu	選手	N;NOM;PL;3	N
oyuncular	プレイヤー	oyuncu	プレイヤー	N;NOM;PL;3	N
oyuncular	俳優	oyuncu	俳優	N;NOM;PL;3	N
oyuncular	ゲーマー	oyuncu	ゲーマー	N;NOM;PL;3	N
oyuncular	演者	oyuncu	演者	N;NOM;PL;3	N
kullanıcılar	ユーザー	kullanıcı	ユーザー	N;NOM;PL;3	N
kullanıcılar	ユーザ	kullanıcı	ユーザ	N;NOM;PL;3	N
olaylar	イベント	olay	イベント	N;NOM;PL;3	N
olaylar	行事	olay	行事	N;NOM;PL;3	N
cevap	返信	cevap	返信	N;NOM;SG;3	N
cevap	レスポンス	cevap	レスポンス	N;NOM;SG;3	N
dilleri	言語	dil	言語	N;NOM;PL;3	N
görüş	フィードバック	görüş	フィードバック	N;NOM;SG;3	N
görüş	視界	görüş	視界	N;NOM;SG;3	N
olumsuz	マイナス	olumsuz	マイナス		
evlilik	ウェディング	evlilik	ウェディング	N;NOM;SG;3	N
evlilik	結婚式	evlilik	結婚式	N;NOM;SG;3	N
cins	品種	cins	品種		
imparatorluk	帝国	imparatorluk	帝国	N;NOM;SG;3	N
imparatorluk	帝政	imparatorluk	帝政	N;NOM;SG;3	N
altyazı	字幕	altyazı	字幕	N;NOM;SG;3	N
altyazı	サブタイトル	altyazı	サブタイトル	N;NOM;SG;3	N
hanedanı	王朝	hanedan	王朝	N;INS;SG;3	N
gelişmiş	改良	geliş	改良	V;PFV;NFH;IND;POS;PST;V.PTCP	V
gelişmiş	強化	geliş	強化	V;PFV;NFH;IND;POS;PST;V.PTCP	V
bunları	これら	bu	これら	PRO;ACC;PL;3	PRO
bunları	これら	bu	これら	PRO;ACC;PL;3	PRO
modeli	モデル	model	モデル	N;NOM;SG;3	N
official	職員	official	職員	N;NOM;SG;3	N
şarkılar	ソング	şarkı	ソング	N;NOM;PL;3	N
üyeler	メンバー	üye	メンバー	N;NOM;PL;3	N
aracı	ツール	araç	ツール	N;ACC;SG;3	N
aracı	工具	araç	工具	N;ACC;SG;3	N
aracı	道具	araç	道具	N;ACC;SG;3	N
billboard	看板	billboard	看板	N;NOM;SG;3	N
çoğunluğu	過半数	çoğunluk	過半数	N;ACC;SG;3	N
akademi	アカデミー	akadem	アカデミー	N;NOM;SG;3	N
tedavi	治療	tedavi	治療	N;NOM;SG;3	N
tedavi	セラピー	tedavi	セラピー	N;NOM;SG;3	N
tedavi	トリートメント	tedavi	トリートメント	N;NOM;SG;3	N
tedavi	待遇	tedavi	待遇	N;NOM;SG;3	N
tedavi	治療	tedavi	治療	N;NOM;SG;3	N
tedavi	トリートメント	tedavi	トリートメント	N;NOM;SG;3	N
karmaşık	複雑	karmaşık	複雑	ADJ	ADJ
karmaşık	複雑	karmaşık	複雑	ADJ	ADJ
yaşlı	古い	yaşlı	古い	ADJ	ADJ
alanları	フィールド	alan	フィールド	N;ACC;PL;3	N
oluşturulan	作成	oluş	作成	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
karakteri	文字	karakteri	文字	N;ESS;SG;3	N
karakteri	性格	karakteri	性格	N;ESS;SG;3	N
karakteri	キャラクター	karakteri	キャラクター	N;ESS;SG;3	N
süresi	期間	süre	期間	N;NOM;SG;3	N
tour	ツアー	tour	ツアー	N;NOM;SG;3	N
yerleri	場所	yer	場所	N;ACC;PL;3	N
yerleri	スポット	yer	スポット	N;ACC;PL;3	N
yerleri	所在	yer	所在	N;ACC;PL;3	N
sabah	モーニング	sabah	モーニング	N;NOM;SG;3	N
gruplar	バンド	grup	バンド	N;NOM;PL;3	N
gruplar	グループ	grup	グループ	N;NOM;PL;3	N
filmler	映画	film	映画	N;NOM;PL;3	N
bölümleri	チャプター	bölüm	チャプター	N;ACC;PL;3	N
bölümleri	エピソード	bölüm	エピソード	N;ACC;PL;3	N
bölümleri	セクション	bölüm	セクション	N;ACC;PL;3	N
sistemleri	システム	sistem	システム	N;ACC;PL;3	N
sistemleri	システムズ	sistem	システムズ	N;ACC;PL;3	N
hareketler	ムーブメント	hareket	ムーブメント	N;NOM;PL;3	N
hareketler	楽章	hareket	楽章	N;NOM;PL;3	N
hareketler	アクション	hareket	アクション	N;NOM;PL;3	N
hareketler	アクティビティ	hareket	アクティビティ	N;NOM;PL;3	N
hareketler	動き	hareket	動き	N;NOM;PL;3	N
gelecek	将来	gel	将来		
edebiyatı	文学	edebiyat	文学	N;ACC;SG;3	N
edebiyatı	文芸	edebiyat	文芸	N;ACC;SG;3	N
ödüller	懸賞	ödül	懸賞	N;NOM;PL;3	N
ödüller	賞品	ödül	賞品	N;NOM;PL;3	N
servisi	サービス	servi	サービス	N;NOM;SG;3	N
miktarda	金額	miktar	金額	N;ESS;SG;3	N
miktarda	数量	miktar	数量	N;ESS;SG;3	N
sıcaklık	気温	sıcaklık	気温	N;NOM;SG;3	N
sıcaklık	温度	sıcaklık	温度	N;NOM;SG;3	N
sıcaklık	ヒート	sıcaklık	ヒート	N;NOM;SG;3	N
ürünleri	プロダクト	ürün	プロダクト	N;ACC;PL;3	N
ürünleri	商品	ürün	商品	N;ACC;PL;3	N
ürünleri	製品	ürün	製品	N;ACC;PL;3	N
parlak	ピカピカ	parlak	ピカピカ		
toprakları	土地	toprak	土地	N;ACC;PL;3	N
yazılım	ソフトウエア	yazılım	ソフトウエア	N;NOM;SG;3	N
yazılım	ソフトウェア	yazılım	ソフトウェア	N;NOM;SG;3	N
sanatlar	芸術	sanat	芸術	N;NOM;PL;3	N
matematik	数学	matematik	数学	N;NOM;SG;3	N
matematik	数学	matematik	数学	N;NOM;SG;3	N
salonu	ホール	salon	ホール	N;ACC;SG;3	N
takımlar	スーツ	takım	スーツ	N;NOM;PL;3	N
takımlar	チーム	takım	チーム	N;NOM;PL;3	N
kuantum	量子	kuantum	量子	N;NOM;SG;3	N
ağrı	疼痛	ağrı	疼痛		
teorisi	セオリー	teori	セオリー	N;NOM;SG;3	N
teorisi	理論	teori	理論	N;NOM;SG;3	N
harita	マップ	harit	マップ	N;NOM;SG;3	N
harita	マップ	harit	マップ	N;NOM;SG;3	N
işler	ジョブ	iş	ジョブ	N;NOM;PL;3	N
işler	求人	iş	求人	N;NOM;PL;3	N
şeyler	モノ	şey	モノ	N;NOM;PL;3	N
şeyler	物事	şey	物事	N;NOM;PL;3	N
şeyler	もの	şey	もの	N;NOM;PL;3	N
otomobil	自動車	otomobil	自動車	N;NOM;SG;3	N
otomobil	自動車	otomobil	自動車	N;NOM;SG;3	N
otomobil	クルマ	otomobil	クルマ	N;NOM;SG;3	N
otomobil	自動	otomobil	自動	N;NOM;SG;3	N
kutusu	ボックス	kutu	ボックス	N;NOM;SG;3	N
dönüş	ローテーション	dönüş	ローテーション		
öncesinde	以前	önce	以前	N;ESS;SG;3	N
sayfada	ページ	sayfa	ページ	N;ESS;SG;3	N
öncelikle	ファースト	öncelik	ファースト	N;INS;SG;3	N
öncelikle	最初	öncelik	最初	N;INS;SG;3	N
blue	ブルー	blue	ブルー	N;NOM;SG;3	N
blue	青色	blue	青色	N;NOM;SG;3	N
ilişkileri	リレーション	ilişki	リレーション	N;ACC;PL;3	N
ilişkileri	リレーション	ilişki	リレーション	N;ACC;PL;3	N
ilişkileri	関係	ilişki	関係	N;ACC;PL;3	N
oylama	投票	oyla	投票	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oylama	投票	oyla	投票	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
sekreteri	秘書	sekreter	秘書	N;ACC;SG;3	N
yüksekliği	身長	yükseklik	身長	N;ACC;SG;3	N
ilişki	リレーション	ilişki	リレーション	N;NOM;SG;3	N
ilişki	リレーション	ilişki	リレーション	N;NOM;SG;3	N
ilişki	性交	ilişki	性交	N;NOM;SG;3	N
ilişki	関係	ilişki	関係	N;NOM;SG;3	N
isimleri	名前	isim	名前	N;ACC;PL;3	N
isimleri	名称	isim	名称	N;ACC;PL;3	N
cumhurbaşkanlığı	総裁	cumhurbaşkanlığı	総裁	N;NOM;SG;3	N
kitapları	書物	kitap	書物	N;ACC;PL;3	N
kitapları	帳簿	kitap	帳簿	N;ACC;PL;3	N
kitapları	書籍	kitap	書籍	N;ACC;PL;3	N
birini	誰	biri	誰	PRO;ACC;SG;3	PRO
köprüsü	ブリッジ	köprü	ブリッジ	N;NOM;SG;3	N
yılların	年数	yıl	年数	N;GEN;PL;3	N
başkanlık	総裁	başkanlık	総裁	N;NOM;SG;3	N
araştırmalar	研究	araştır	研究	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
araştırmalar	リサーチ	araştır	リサーチ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
finali	フィナーレ	finali	フィナーレ	N;NOM;SG;3	N
kütüphanesi	図書館	kütüphane	図書館	N;NOM;SG;3	N
kütüphanesi	ライブラリ	kütüphane	ライブラリ	N;NOM;SG;3	N
barajı	ダム	barajı	ダム	N;NOM;SG;3	N
air	空気	air	空気	N;NOM;SG;3	N
air	航空	air	航空	N;NOM;SG;3	N
sözleri	歌詞	söz	歌詞	N;NOM;PL;3	N
sözleri	作詞	söz	作詞	N;NOM;PL;3	N
sesi	サウンド	ses	サウンド	N;NOM;SG;3	N
sesi	音量	ses	音量	N;NOM;SG;3	N
sesi	ボリューム	ses	ボリューム	N;NOM;SG;3	N
sesi	体積	ses	体積	N;NOM;SG;3	N
sesi	ボイス	ses	ボイス	N;NOM;SG;3	N
sesi	音声	ses	音声	N;NOM;SG;3	N
yerler	場所	yer	場所	N;NOM;PL;3	N
yerler	スポット	yer	スポット	N;NOM;PL;3	N
yerler	所在	yer	所在	N;NOM;PL;3	N
sürümü	バージョン	sürü	バージョン	N;ACC;SG;3	N
hristiyan	キリスト	hristiyan	キリスト	N;NOM;SG;3	N
hristiyan	キリスト教徒	hristiyan	キリスト教徒	N;NOM;SG;3	N
hristiyan	キリスト教徒	hristiyan	キリスト教徒	N;NOM;SG;3	N
tehdit	威嚇	tehdit	威嚇		
tehdit	威嚇	tehdit	威嚇		
komisyonu	手数	komisyon	手数	N;ACC;SG;3	N
komisyonu	コミッション	komisyon	コミッション	N;ACC;SG;3	N
geliştirme	発達	geliş	発達	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	開発	geliş	開発	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	改善	geliş	改善	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
geliştirme	改善	geliş	改善	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
teklif	クーポン	teklif	クーポン	N;NOM;SG;3	N
teklif	オファー	teklif	オファー	N;NOM;SG;3	N
teklif	クーポン	teklif	クーポン	N;NOM;SG;3	N
ayak	フィート	ayak	フィート	N;NOM;SG;3	N
ayak	フィート	ayak	フィート	N;NOM;SG;3	N
ayak	両足	ayak	両足	N;NOM;SG;3	N
ayak	足音	ayak	足音	N;NOM;SG;3	N
vadisi	谷間	vadi	谷間		
siz	あなた	siz	あなた	PRO;NOM;PL;2	PRO
hayatta	アライブ	hayat	アライブ	N;ESS;SG;3	N
kulesi	タワー	kule	タワー	N;NOM;SG;3	N
entertainment	娯楽	entertainment	娯楽		
şampiyonluk	選手権	şampiyonluk	選手権	N;NOM;SG;3	N
şampiyonluk	チャンピオンシップ	şampiyonluk	チャンピオンシップ	N;NOM;SG;3	N
şampiyonluk	選手権	şampiyonluk	選手権	N;NOM;SG;3	N
istasyonu	ステーション	ista	ステーション	N;ACC;SG;3	N
dağlık	山地	dağlık	山地	N;NOM;SG;3	N
mühendislik	工学	mühendislik	工学	N;NOM;SG;3	N
mühendislik	エンジニアリング	mühendislik	エンジニアリング	N;NOM;SG;3	N
oyunlar	ゲーム	oyun	ゲーム	N;NOM;PL;3	N
performansı	パフォーマンス	performans	パフォーマンス	N;NOM;SG;3	N
performansı	性能	performans	性能	N;NOM;SG;3	N
çocuklar	男	çocuk	男	N;NOM;PL;3	N
çocuklar	子供	çocuk	子供	N;NOM;PL;3	N
çocuklar	子供	çocuk	子供	N;NOM;PL;3	N
erişim	リーチ	erişim	リーチ	N;NOM;SG;3	N
dönen	回転	dön	回転	V;PFV;IND;POS;PRS;V.PTCP	V
kelimesi	ワード	kelime	ワード	N;NOM;SG;3	N
kelimesi	言葉	kelime	言葉	N;NOM;SG;3	N
kelimesi	単語	kelime	単語	N;NOM;SG;3	N
vergi	租税	vergi	租税	N;NOM;SG;3	N
vergi	租税	vergi	租税	N;NOM;SG;3	N
vergi	税金	vergi	税金	N;NOM;SG;3	N
vergi	税金	vergi	税金	N;NOM;SG;3	N
asist	アシスト	asist	アシスト	N;NOM;SG;3	N
hastalık	病気	hastalık	病気	N;NOM;SG;3	N
hastalık	疾患	hastalık	疾患	N;NOM;SG;3	N
hastalık	病気	hastalık	病気	N;NOM;SG;3	N
hastalık	疾病	hastalık	疾病	N;NOM;SG;3	N
hastalık	病気	hastalık	病気	N;NOM;SG;3	N
galerisi	ギャラリー	galeri	ギャラリー	N;ACC;PL;3	N
şekli	図形	şekli	図形	N;ACC;SG;3	N
şekli	形状	şekli	形状	N;ACC;SG;3	N
şekli	シェイプ	şekli	シェイプ	N;ACC;SG;3	N
adları	名前	ad	名前	N;ACC;PL;3	N
adları	名称	ad	名称	N;ACC;PL;3	N
içeriği	コンテンツ	içerik	コンテンツ	N;NOM;SG;3	N
içeriği	内容	içerik	内容	N;NOM;SG;3	N
içeriği	内容	içerik	内容	N;NOM;SG;3	N
etkileri	エフェクト	etki	エフェクト	N;ACC;PL;3	N
etkileri	効果	etki	効果	N;ACC;PL;3	N
dolar	ドル	dolar	ドル	N;NOM;SG;3	N
dolar	ドル	dolar	ドル	N;NOM;SG;3	N
güvenilir	信頼	güven	信頼	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	V
dikkate	対価	dikkat	対価	N;DAT;SG;3	N
akşam	夕方	akşam	夕方	N;NOM;SG;3	N
bayrağı	国旗	bayrak	国旗	N;NOM;SG;3	N
yolları	パス	yol	パス	N;NOM;PL;3	N
yolları	路線	yol	路線	N;NOM;PL;3	N
köyleri	村落	köy	村落	N;ACC;PL;3	N
temsilcisi	代理人	temsilci	代理人	N;NOM;SG;3	N
verilmiş	与え	ver	与える	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
özellikler	機能	özellik	機能	N;NOM;PL;3	N
özellikler	特徴	özellik	特徴	N;NOM;PL;3	N
özellikler	仕様	özellik	仕様	N;NOM;PL;3	N
özellikler	特性	özellik	特性	N;NOM;PL;3	N
özellikler	特色	özellik	特色	N;NOM;PL;3	N
özellikler	特徴	özellik	特徴	N;NOM;PL;3	N
özellikler	属性	özellik	属性	N;NOM;PL;3	N
özellikler	プロパティ	özellik	プロパティ	N;NOM;PL;3	N
özellikler	属性	özellik	属性	N;NOM;PL;3	N
zorunlu	強制	zorunlu	強制		
konumu	所在	konum	所在	N;ACC;SG;3	N
konumu	ロケーション	konum	ロケーション	N;ACC;SG;3	N
konumu	場所	konum	場所	N;ACC;SG;3	N
başlangıçta	当初	başlangıç	当初	N;ESS;SG;3	N
başlığı	ヘッダー	başlık	ヘッダー	N;NOM;SG;3	N
başlığı	肩書	başlık	肩書	N;NOM;SG;3	N
başlığı	称号	başlık	称号	N;NOM;SG;3	N
başlığı	タイトル	başlık	タイトル	N;NOM;SG;3	N
kulüpler	クラブ	kulüp	クラブ	N;NOM;PL;3	N
gerekçesiyle	根拠	gerekçe	根拠	N;INS;SG;3	N
gerekçesiyle	事由	gerekçe	事由	N;INS;SG;3	N
dersleri	レッスン	ders	レッスン	N;NOM;PL;3	N
dersleri	授業	ders	授業	N;NOM;PL;3	N
dersleri	クラス	ders	クラス	N;NOM;PL;3	N
kolordu	軍団	kolor	軍団	N;NOM;SG;3	N
isimler	名前	isim	名前	N;NOM;PL;3	N
isimler	名称	isim	名称	N;NOM;PL;3	N
isimler	名詞	isim	名詞	N;NOM;PL;3	N
madalyası	メダル	madalya	メダル	N;NOM;SG;3	N
mutlu	幸せ	mutlu	幸せ	ADJ	ADJ
kişiye	人物	kişi	人物	N;DAT;SG;3	N
bölümler	エピソード	bölüm	エピソード	N;NOM;PL;3	N
bölümler	セクション	bölüm	セクション	N;NOM;PL;3	N
bölümler	チャプター	bölüm	チャプター	N;NOM;PL;3	N
bölümler	学科	bölüm	学科	N;NOM;PL;3	N
oda	部屋	oda	部屋	N;NOM;SG;3	N
oda	ルーム	oda	ルーム	N;NOM;SG;3	N
oda	部屋	oda	部屋	N;NOM;SG;3	N
oda	ルーム	oda	ルーム	N;NOM;SG;3	N
okuma	読み	oku	読む	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	読み込み	oku	読み込み	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	読み取り	oku	読み取る	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	読む	oku	読む	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	読書	oku	読書	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
grupları	グループ	grup	グループ	N;ACC;PL;3	N
yöntemi	方法	yöntem	方法	N;ACC;SG;3	N
seçimi	セレクション	seçim	セレクション	N;ACC;SG;3	N
çevresi	周辺	çevre	周辺	N;NOM;SG;3	N
museum	美術館	museum	美術館	N;NOM;SG;3	N
museum	博物館	museum	博物館	N;NOM;SG;3	N
karakterler	文字	karak	文字	N;NOM;PL;3	N
karakterler	キャラクター	karak	キャラクター	N;NOM;PL;3	N
alanlar	フィールド	alan	フィールド	N;NOM;PL;3	N
oyunculuk	演技	oyunculuk	演技	N;NOM;SG;3	N
sorunları	問題	sorun	問題	N;ACC;PL;3	N
gelişme	進捗	geliş	進捗		
eve	自宅	ev	自宅	N;DAT;SG;3	N
eve	ホーム	ev	ホーム	N;DAT;SG;3	N
hizmetleri	サービス	hizmet	サービス	N;NOM;PL;3	N
kapısı	ゲート	kapı	ゲート	N;NOM;SG;3	N
şikayet	レポート	şikayet	レポート	N;NOM;SG;3	N
şikayet	クレーム	şikayet	クレーム	N;NOM;SG;3	N
şikayet	苦情	şikayet	苦情	N;NOM;SG;3	N
şikayet	苦情	şikayet	苦情	N;NOM;SG;3	N
şikayet	クレーム	şikayet	クレーム	N;NOM;SG;3	N
şikayet	レポート	şikayet	レポート	N;NOM;SG;3	N
öğrenciler	生徒	öğrenci	生徒	N;NOM;PL;3	N
öğrenciler	学生	öğrenci	学生	N;NOM;PL;3	N
ruh	ムード	ruh	ムード		
