vir	for	vir	for	ADP	ADP
drama	drama	drama	drama	N;SG	N;INDF;NEUT;SG
drama	dramatik	drama	dramatik	N;SG	N;INDF;MASC+FEM;SG
hospitaal	hospital	hospitaal	hospital	N;SG	N;INDF;NEUT;SG
hospitaal	sygehus	hospitaal	sygehus	N;SG	N;INDF;NEUT;SG
hospitaal	sygehuset	hospitaal	sygehus	N;SG	N;DEF;NEUT;SG
hospitaal	hospitalet	hospitaal	hospital	N;SG	N;DEF;NEUT;SG
onlangse	nylige	onlangs	nylig	ADJ;NOM	ADJ;PL
weeg	vejer	weeg	veje	V;PRS	V;IND;PRS;FIN;ACT
departement	afdeling	departement	afdeling	N;SG	N;INDF;MASC+FEM;SG
departement	departement	departement	departement	N;SG	N;INDF;NEUT;SG
departement	afdelingen	departement	afdeling	N;SG	N;DEF;MASC+FEM;SG
uur	timen	uur	time	N;SG	N;DEF;MASC+FEM;SG
uur	time	uur	time	N;SG	N;INDF;MASC+FEM;SG
toestand	stat	toestand	stat	N;SG	N;INDF;MASC+FEM;SG
toestand	delstat	toestand	delstat	N;SG	N;INDF;MASC+FEM;SG
toestand	tilstand	toestand	tilstand	N;SG	N;INDF;MASC+FEM;SG
koerant	avispapir	koerant	avispapir	N;SG	N;INDF;NEUT;SG
koerant	avisen	koerant	avis	N;SG	N;DEF;MASC+FEM;SG
koerant	avis	koerant	avis	N;SG	N;INDF;MASC+FEM;SG
koerant	dagbladet	koerant	dagblad	N;SG	N;DEF;NEUT;SG
riviere	floder	rivier	flode	N;PL	N;INDF;MASC+FEM;PL
riviere	floderne	rivier	flod	N;PL	N;DEF;MASC+FEM;PL
riviere	rivers	rivier	rive	N;PL	N;GEN;INDF;MASC+FEM;PL
letterkunde	litteratur	letterkund	litteratur	N;SG	N;INDF;MASC+FEM;SG
letterkunde	litteraturen	letterkund	litteratur	N;SG	N;DEF;MASC+FEM;SG
verhoog	øge	verhoog	øge	V;PRS	V;NFIN;ACT
professor	professor	professor	professor	N;SG	N;INDF;MASC+FEM;SG
spanne	holdene	span	holde	N;PL	N;DEF;MASC+FEM;PL
spanne	teams	span	teams	N;PL	N;INDF;NEUT;PL
koste	pris	koste	pris	N;SG	N;INDF;MASC+FEM;SG
koste	udgift	koste	udgift	N;SG	N;INDF;MASC+FEM;SG
koste	omkostning	koste	omkostning	N;SG	N;INDF;MASC+FEM;SG
ortodokse	ortodokse	ortodokse	ortodokse	ADJ;NOM	ADJ;PL
nogtans	alligevel	nogtans	alligevel	ADV	ADV
gebeur	ske	gebeur	ske	V;PRS	V;NFIN;ACT
gebeur	sker	gebeur	ske	V;PRS	V;IND;PRS;FIN;ACT
opstand	oprør	opstand	oprør	N;SG	N;INDF;NEUT;SG
opstand	oprøret	opstand	oprør	N;SG	N;DEF;NEUT;SG
vestig	etablere	vestig	etablere	V;PRS	V;NFIN;ACT
insluit	omfatte	insluit	omfatte	V;PRS	V;NFIN;ACT
betaal	betaler	betaal	betale	V;PRS	V;IND;PRS;FIN;ACT
betaal	betale	betaal	betale	V;PRS	V;NFIN;ACT
simbool	symbol	simbool	symbol	N;SG	N;INDF;NEUT;SG
simbool	symbolet	simbool	symbol	N;SG	N;DEF;NEUT;SG
bewys	bevis	bewys	bevis	N;SG	N;INDF;NEUT;SG
bewys	beviset	bewys	bevis	N;SG	N;DEF;NEUT;SG
geskenk	doneret	geskenk	donere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskenk	donerede	geskenk	donere	V;PST;V.PTCP	V;IND;PST;FIN;ACT
feit	fakta	feit	fakta	N;SG	N;INDF;NEUT;SG
feit	faktum	feit	faktum	N;SG	N;INDF;NEUT;SG
datum	date	datum	date	N;SG	N;INDF;MASC+FEM;SG
datum	dato	datum	dato	N;SG	N;INDF;MASC+FEM;SG
vertel	fortæller	vertel	fortælle	V;PRS	V;IND;PRS;FIN;ACT
vertel	fortæl	vertel	fortæl	V;PRS	V;IMP
maand	måneden	maand	måned	N;SG	N;DEF;MASC+FEM;SG
maand	måned	maand	måned	N;SG	N;INDF;MASC+FEM;SG
beweer	hævde	beweer	hævde	V;PRS	V;NFIN;ACT
munisipale	borgerlig	munisipaal	borgerlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
munisipale	borgerlige	munisipaal	borgerlig	ADJ;NOM	ADJ;PL
oog	øje	oog	øje	N;SG	N;INDF;NEUT;SG
oog	blik	oog	blik	N;SG	N;INDF;NEUT;SG
oog	øjet	oog	øje	N;SG	N;DEF;NEUT;SG
verspreiding	fordeling	verspreiding	fordeling	N;SG	N;INDF;MASC+FEM;SG
verspreiding	distribution	verspreiding	distribution	N;SG	N;INDF;MASC+FEM;SG
verspreiding	uddeling	verspreiding	uddeling	N;SG	N;INDF;MASC+FEM;SG
verspreiding	omdeling	verspreiding	omdeling	N;SG	N;INDF;MASC+FEM;SG
kolonie	koloni	kolonie	koloni	N;SG	N;INDF;MASC+FEM;SG
kolonie	kolonien	kolonie	kolonie	N;SG	N;DEF;MASC+FEM;SG
ingevoer	indtastede	invoer	indtaste	V;PST;V.PTCP	V;PL;PST;V.PTCP
ingevoer	trådte	invoer	træde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
ingevoer	indtastet	invoer	indtaste	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingevoer	importerede	invoer	importere	V;PST;V.PTCP	V;PL;PST;V.PTCP
ingevoer	importeret	invoer	importere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
struktuur	genstart	struktuur	genstart	N;SG	N;INDF;MASC+FEM;SG
struktuur	strukturen	struktuur	struktur	N;SG	N;DEF;MASC+FEM;SG
struktuur	struktur	struktuur	struktur	N;SG	N;INDF;MASC+FEM;SG
struktuur	opbygning	struktuur	opbygning	N;SG	N;INDF;MASC+FEM;SG
kunstenaars	artister	kunstenaar	artist	N;PL	N;INDF;MASC+FEM;PL
kunstenaars	kunstnere	kunstenaar	kunstner	N;PL	N;INDF;MASC+FEM;PL
kunstenaars	kunstnerne	kunstenaar	kunstner	N;PL	N;DEF;MASC+FEM;PL
wedstryd	konkurrencen	wedstryd	konkurrence	N;SG	N;DEF;MASC+FEM;SG
wedstryd	konkurrence	wedstryd	konkurrence	N;SG	N;INDF;MASC+FEM;SG
liefde	kærlighed	liefde	kærlighed	N;SG	N;INDF;MASC+FEM;SG
liefde	love	liefde	love	N;SG	N;INDF;MASC+FEM;SG
gewees	blevet	wees	blive	V;PST;FIN	V;INDF;SG;PST;V.PTCP
standaard	standarden	standaard	standard	N;SG	N;DEF;MASC+FEM;SG
standaard	norm	standaard	norm	N;SG	N;INDF;MASC+FEM;SG
standaard	standard	standaard	standard	N;SG	N;INDF;MASC+FEM;SG
aanval	angrebet	aanval	angreb	N;SG	N;DEF;NEUT;SG
aanval	angriber	aanval	angriber	N;SG	N;INDF;MASC+FEM;SG
aanval	angreb	aanval	angreb	N;SG	N;INDF;NEUT;SG
skrywers	forfattere	skrywer	forfatter	N;PL	N;INDF;MASC+FEM;PL
skrywers	forfatterne	skrywer	forfatter	N;PL	N;DEF;MASC+FEM;PL
skrywers	ophavsmænd	skrywer	ophavsmand	N;PL	N;INDF;MASC+FEM;PL
skrywers	forfattere	skrywer	forfatter	N;PL	N;INDF;MASC+FEM;PL
kanadese	canadisk	kanades	canadisk	ADJ;NOM	ADJ;INDF;SG
kanadese	canadiske	kanades	canadisk	ADJ;NOM	ADJ;PL
onafhanklik	uafhængigt	onafhanklik	uafhængig	ADV	ADV
onafhanklik	uafhængigt	onafhanklik	uafhængig	ADV	ADV
langer	længere	lank	længe	ADV;CMPR	ADV;CMPR
katedraal	katedral	katedraal	katedral	N;SG	N;INDF;MASC+FEM;SG
katedraal	katedralen	katedraal	katedral	N;SG	N;DEF;MASC+FEM;SG
klimaat	klimaet	klimaat	klima	N;SG	N;DEF;NEUT;SG
klimaat	klima	klimaat	klima	N;SG	N;INDF;NEUT;SG
vernietig	ødelæg	vernietig	ødelæg	V;PRS	V;IMP
vernietig	ødelægge	vernietig	ødelægge	V;PRS	V;NFIN;ACT
vernietig	tilintetgør	vernietig	tilintetgør	V;PRS	V;IND;PRS;FIN;ACT
vernietig	ødelægger	vernietig	ødelægge	V;PRS	V;IND;PRS;FIN;ACT
sensus	optælling	sensus	optælling	N;SG	N;INDF;MASC+FEM;SG
sensus	folketælling	sensus	folketælling	N;SG	N;INDF;MASC+FEM;SG
onderskei	skelne	onderskei	skelne	V;PRS	V;NFIN;ACT
onderskei	sondre	onderskei	sond	V;PRS	V;NFIN;ACT
onderskei	skelner	onderskei	skelne	V;PRS	V;IND;PRS;FIN;ACT
skepe	skibe	skeep	skib	N;PL	N;INDF;NEUT;PL
weermag	hær	weermag	hær	N;SG	N;INDF;MASC+FEM;SG
weermag	hæren	weermag	hær	N;SG	N;DEF;MASC+FEM;SG
weermag	hærens	weermag	hær	N;SG	N;GEN;DEF;MASC+FEM;SG
weermag	army	weermag	army	N;SG	N;INDF;MASC+FEM;SG
getrek	trukket	trek	trække	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
getrek	tegnet	trek	tegne	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
getrek	draget	trek	drage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
kos	mad	kos	mad	N;SG	N;INDF;MASC+FEM;SG
smuts	smuts	smuts	smuts	N;SG	N;INDF;MASC+FEM;SG
verminder	reducerer	verminder	reducere	V;PRS	V;IND;PRS;FIN;ACT
verminder	reducere	verminder	reducere	V;PRS	V;NFIN;ACT
verminder	reducerer	verminder	reducere	V;PRS	V;IND;PRS;FIN;ACT
verminder	mindsker	verminder	mindske	V;PRS	V;IND;PRS;FIN;ACT
verminder	nedsætter	verminder	nedsætte	V;PRS	V;IND;PRS;FIN;ACT
saamgestel	organiseret	saamstel	organisere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
saamgestel	kurateret	saamstel	kurater	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terugkeer	retur	terugkeer	retur	N;SG	N;INDF;MASC+FEM;SG
terugkeer	afkast	terugkeer	afkast	N;SG	N;INDF;NEUT;SG
afdeling	afdeling	afdeling	afdeling	N;SG	N;INDF;MASC+FEM;SG
afdeling	sektion	afdeling	sektion	N;SG	N;INDF;MASC+FEM;SG
afdeling	afsnittet	afdeling	afsnitte	N;SG	N;DEF;NEUT;SG
afdeling	afsnit	afdeling	afsnit	N;SG	N;INDF;NEUT;SG
rewolusie	revolutionen	rewolusie	revolution	N;SG	N;DEF;MASC+FEM;SG
rewolusie	revolution	rewolusie	revolution	N;SG	N;INDF;MASC+FEM;SG
rewolusie	omvæltning	rewolusie	omvæltning	N;SG	N;INDF;MASC+FEM;SG
atmosfeer	atmosfære	atmosfeer	atmosfære	N;SG	N;INDF;MASC+FEM;SG
atmosfeer	stemning	atmosfeer	stemning	N;SG	N;INDF;MASC+FEM;SG
atmosfeer	atmosfæren	atmosfeer	atmosfær	N;SG	N;DEF;MASC+FEM;SG
plant	plant	plant	plant	N;SG	N;INDF;NEUT;SG
plant	plante	plant	plante	N;SG	N;INDF;MASC+FEM;SG
plant	anlæg	plant	anlæg	N;SG	N;INDF;NEUT;SG
ontmoet	mød	ontmoet	mød	V;PRS	V;IMP
ontmoet	mødes	ontmoet	mødes	V;PRS	V;NFIN;ACT
terrein	fagområde	terrein	fagområde	N;SG	N;INDF;NEUT;SG
terrein	felt	terrein	felt	N;SG	N;INDF;NEUT;SG
terrein	område	terrein	område	N;SG	N;INDF;NEUT;SG
terrein	marken	terrein	mark	N;SG	N;DEF;MASC+FEM;SG
noem	nævne	noem	nævne	V;PRS	V;NFIN;ACT
noem	nævner	noem	nævne	V;PRS	V;IND;PRS;FIN;ACT
behandel	behandler	behandel	behandle	V;PRS	V;IND;PRS;FIN;ACT
behandel	behandle	behandel	behandle	V;PRS	V;NFIN;ACT
stuur	sende	stuur	sende	V;PRS	V;NFIN;ACT
stuur	send	stuur	send	V;PRS	V;IMP
stuur	sender	stuur	sende	V;PRS	V;IND;PRS;FIN;ACT
verleen	yde	verleen	yde	V;PRS	V;NFIN;ACT
area	areal	area	areal	N;SG	N;INDF;NEUT;SG
area	område	area	område	N;SG	N;INDF;NEUT;SG
deense	danske	deens	dansk	ADJ;NOM	ADJ;PL
deense	dansk	deens	dansk	ADJ;NOM	ADJ;INDF;SG
aard	natur	aard	natur	N;SG	N;INDF;MASC+FEM;SG
aard	naturen	aard	natur	N;SG	N;DEF;MASC+FEM;SG
aard	art	aard	art	N;SG	N;INDF;MASC+FEM;SG
veld	fagområde	veld	fagområde	N;SG	N;INDF;NEUT;SG
veld	felt	veld	felt	N;SG	N;INDF;NEUT;SG
veld	område	veld	område	N;SG	N;INDF;NEUT;SG
veld	marken	veld	mark	N;SG	N;DEF;MASC+FEM;SG
pogings	bestræbelser	poging	bestræbelse	N;PL	N;INDF;MASC+FEM;PL
pogings	indsatser	poging	indsats	N;PL	N;INDF;MASC+FEM;PL
vra	spørg	vra	spørge	V;PRS	V;IMP
sweedse	svensker	sweeds	svensker	N;SG	N;INDF;MASC+FEM;SG
sweedse	svensk	sweeds	svensk	N;SG	N;INDF;NEUT;SG
hart	hjerte	hart	hjerte	N;SG	N;INDF;NEUT;SG
hart	hjertet	hart	hjerte	N;SG	N;DEF;NEUT;SG
ernstige	alvorlige	ernstig	alvorlig	ADJ;NOM	ADJ;PL
ernstige	seriøs	ernstig	seriøs	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
ernstige	alvorlig	ernstig	alvorlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
ernstige	seriøse	ernstig	seriøs	ADJ;NOM	ADJ;PL
stelsels	systemerne	stelsel	system	N;PL	N;DEF;NEUT;PL
stelsels	systemer	stelsel	system	N;PL	N;INDF;NEUT;PL
getalle	tal	getal	tal	N;PL	N;INDF;NEUT;PL
getalle	numre	getal	nummer	N;PL	N;INDF;NEUT;PL
getalle	tal	getal	tal	N;PL	N;INDF;NEUT;PL
politiek	politik	politiek	politik	N;SG	N;INDF;MASC+FEM;SG
bediening	lokalisering	bediening	lokalisering	N;SG	N;INDF;MASC+FEM;SG
agtergrond	baggrund	agtergrond	baggrund	N;SG	N;INDF;MASC+FEM;SG
agtergrond	baggrunden	agtergrond	baggrund	N;SG	N;DEF;MASC+FEM;SG
troon	troon	troon	troon	N;SG	N;INDF;NEUT;SG
idee	ide	idee	ide	N;SG	N;INDF;MASC+FEM;SG
idee	idé	idee	idé	N;SG	N;INDF;MASC+FEM;SG
provinsies	stater	provinsie	stat	N;PL	N;INDF;MASC+FEM;PL
provinsies	staterne	provinsie	stat	N;PL	N;DEF;MASC+FEM;PL
provinsies	amter	provinsie	amt	N;PL	N;INDF;NEUT;PL
provinsies	amterne	provinsie	amt	N;PL	N;DEF;NEUT;PL
wêreldwyd	globalt	wêreldwyd	global	ADV	ADV
australiese	australske	australies	australsk	ADJ;NOM	ADJ;PL
australiese	australsk	australies	australsk	ADJ;NOM	ADJ;INDF;SG
dekades	årtier	dekade	årti	N;PL	N;INDF;NEUT;PL
dekades	årtiers	dekade	årti	N;PL	N;GEN;INDF;NEUT;PL
streke	regionerne	streke	region	N;PL	N;DEF;MASC+FEM;PL
streke	regioner	streke	region	N;PL	N;INDF;MASC+FEM;PL
streke	områder	streke	område	N;PL	N;INDF;NEUT;PL
filosofie	filosofien	filosofie	filosofi	N;SG	N;DEF;MASC+FEM;SG
filosofie	filosofi	filosofie	filosofi	N;SG	N;INDF;MASC+FEM;SG
godsdienstige	religiøse	godsdienstig	religiøs	ADJ;NOM	ADJ;PL
godsdienstige	religiøs	godsdienstig	religiøs	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
tydskrif	bladet	tydskrif	blad	N;SG	N;DEF;NEUT;SG
tydskrif	tidsskrift	tydskrif	tidsskrift	N;SG	N;INDF;NEUT;SG
tydskrif	blad	tydskrif	blad	N;SG	N;INDF;NEUT;SG
tydskrif	magasin	tydskrif	magasin	N;SG	N;INDF;NEUT;SG
afgeneem	faldt	afneem	falde	V;PST;V.PTCP	V;IND;PST;FIN;ACT
afgeneem	sænket	afneem	sænke	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
afgeneem	mindsket	afneem	mindske	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
afgeneem	nedsat	afneem	nedsætte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
afgeneem	reduceret	afneem	reducere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
afgeneem	formindsket	afneem	formindske	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
koop	købe	koop	købe	V;PRS	V;NFIN;ACT
koop	købes	koop	købe	V;PRS	V;IND;PRS;NFIN;PASS
koop	køber	koop	købe	V;PRS	V;IND;PRS;FIN;ACT
voorkoms	fremmøde	voorkoms	fremmøde	N;SG	N;INDF;NEUT;SG
voorkoms	udseende	voorkoms	udseende	N;SG	N;INDF;NEUT;SG
voorkoms	udseendet	voorkoms	udseende	N;SG	N;DEF;NEUT;SG
voorkoms	forekomst	voorkoms	forekomst	N;SG	N;INDF;MASC+FEM;SG
literêre	litterære	literêre	litterære	ADJ;NOM	ADJ;PL
literêre	litterær	literêre	litterær	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
saal	hallen	saal	hal	N;SG	N;DEF;MASC+FEM;SG
saal	sal	saal	sal	N;SG	N;INDF;MASC+FEM;SG
spel	kamp	spel	kamp	N;SG	N;INDF;MASC+FEM;SG
spel	spil	spel	spil	N;SG	N;INDF;NEUT;SG
spel	leg	spel	leg	N;SG	N;INDF;MASC+FEM;SG
spel	gameplay	spel	gameplay	N;SG	N;INDF;NEUT;SG
sokker	fodbold	sokker	fodbold	N;SG	N;INDF;MASC+FEM;SG
bydrae	bidrag	bydrae	bidrag	N;SG	N;INDF;NEUT;SG
brug	bro	brug	bro	N;SG	N;INDF;MASC+FEM;SG
brug	bridge	brug	bridge	N;SG	N;INDF;MASC+FEM;SG
brug	broen	brug	bro	N;SG	N;DEF;MASC+FEM;SG
monument	monument	monument	monument	N;SG	N;INDF;NEUT;SG
behels	involverer	behels	involvere	V;PRS	V;IND;PRS;FIN;ACT
landbou	landbrug	landbou	landbrug	N;SG	N;INDF;NEUT;SG
voorwerp	genstand	voorwerp	genstand	N;SG	N;INDF;MASC+FEM;SG
voorwerp	objekt	voorwerp	objekt	N;SG	N;INDF;NEUT;SG
natuur	natur	natuur	natur	N;SG	N;INDF;MASC+FEM;SG
natuur	naturen	natuur	natur	N;SG	N;DEF;MASC+FEM;SG
natuur	art	natuur	art	N;SG	N;INDF;MASC+FEM;SG
produkte	varer	produk	vare	N;PL	N;INDF;MASC+FEM;PL
produkte	produkter	produk	produkt	N;PL	N;INDF;NEUT;PL
vereniging	forening	vereniging	forening	N;SG	N;INDF;MASC+FEM;SG
vereniging	foreningen	vereniging	forening	N;SG	N;DEF;MASC+FEM;SG
vereniging	association	vereniging	association	N;SG	N;INDF;MASC+FEM;SG
vereniging	sammenslutning	vereniging	sammenslutning	N;SG	N;INDF;MASC+FEM;SG
vereniging	associering	vereniging	associering	N;SG	N;INDF;MASC+FEM;SG
verstaan	forstår	verstaan	forstå	V;PRS	V;IND;PRS;FIN;ACT
verstaan	forstå	verstaan	forstå	V;PRS	V;NFIN;ACT
komitee	komiteen	komitee	komite	N;SG	N;DEF;MASC+FEM;SG
komitee	udvalg	komitee	udvalg	N;SG	N;INDF;NEUT;SG
komitee	udvalget	komitee	udvalg	N;SG	N;DEF;NEUT;SG
belangstelling	rente	belangstelling	rente	N;SG	N;INDF;MASC+FEM;SG
belangstelling	interesse	belangstelling	interesse	N;SG	N;INDF;MASC+FEM;SG
bedank	afslut	bedank	afslut	V;PRS	V;IMP
vrugte	frugt	vrug	frugt	N;SG	N;INDF;MASC+FEM;SG
gas	benzin	gas	benzin	N;SG	N;INDF;MASC+FEM;SG
gas	gas	gas	gas	N;SG	N;INDF;MASC+FEM;SG
gas	gæsten	gas	gæsten	N;SG	N;DEF;MASC+FEM;SG
gas	gæst	gas	gæst	N;SG	N;INDF;MASC+FEM;SG
stam	rod	stam	rod	N;SG	N;INDF;MASC+FEM;SG
stam	roden	stam	roden	N;SG	N;DEF;MASC+FEM;SG
verlede	fortid	verlede	fortid	N;SG	N;INDF;MASC+FEM;SG
verlede	fortiden	verlede	fortid	N;SG	N;DEF;MASC+FEM;SG
akademie	akademiet	akademie	akademium	N;SG	N;DEF;NEUT;SG
akademie	akademi	akademie	akademi	N;SG	N;INDF;NEUT;SG
akademie	academy	akademie	academy	N;SG	N;INDF;MASC+FEM;SG
aangewys	udpegede	aanwys	udpege	V;PST;V.PTCP	V;IND;PST;FIN;ACT
aangewys	udpeget	aanwys	udpege	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
motor	motoren	motor	motor	N;SG	N;DEF;MASC+FEM;SG
motor	motor	motor	motor	N;SG	N;INDF;MASC+FEM;SG
motor	bilen	motor	bil	N;SG	N;DEF;MASC+FEM;SG
motor	bil	motor	bil	N;SG	N;INDF;MASC+FEM;SG
gesluit	lukkede	sluit	lukke	V;PST;V.PTCP	V;PL;PST;V.PTCP
gesluit	lukket	sluit	lukke	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
eenvoudige	simple	eenvoudig	simpel	ADJ;NOM	ADJ;PL
eenvoudige	simpel	eenvoudig	simpel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
eenvoudige	enkelt	eenvoudig	enkelt	ADJ;NOM	ADJ;INDF;SG
eenvoudige	enkel	eenvoudig	enkel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
eenvoudige	simpelt	eenvoudig	simpel	ADJ;NOM	ADJ
grense	grænser	grens	grænse	N;PL	N;INDF;MASC+FEM;PL
grense	grænserne	grens	grænse	N;PL	N;DEF;MASC+FEM;PL
grense	kanter	grens	kant	N;PL	N;INDF;MASC+FEM;PL
gekoop	indkøbt	koop	indkøbe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gekoop	købt	koop	købe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gekoop	købte	koop	købe	V;PST;V.PTCP	V;IND;PST;FIN;ACT
portugese	portugisiske	portugees	portugisk	ADJ;NOM	ADJ;PL
portugese	portugisisk	portugees	portugisisk	ADJ;NOM	ADJ;INDF;SG
tradisie	tradition	tradisie	tradition	N;SG	N;INDF;MASC+FEM;SG
tradisie	traditionen	tradisie	tradition	N;SG	N;DEF;MASC+FEM;SG
kalifornië	californien	kalifornië	californi	N;SG	N;DEF;MASC+FEM;SG
kardinale	kardinaler	kardinaal	kardinale	N;PL	N;INDF;MASC+FEM;PL
volksraad	volksraad	volksraad	volksraad	N;SG	N;INDF;NEUT;SG
bevind	finder	bevind	finde	V;PRS	V;IND;PRS;FIN;ACT
publiseer	offentliggør	publiseer	offentliggøre	V;PRS	V;IND;PRS;FIN;ACT
publiseer	offentliggøre	publiseer	offentliggøre	V;PRS	V;NFIN;ACT
uitgereik	udstedte	uitreik	udstedt	V;PST;V.PTCP	V;IND;PST;FIN;ACT
uitgereik	udstedt	uitreik	udstedt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ooreenkoms	enighed	ooreenkoms	enighed	N;SG	N;INDF;MASC+FEM;SG
ooreenkoms	overenskomst	ooreenkoms	overenskomst	N;SG	N;INDF;MASC+FEM;SG
ooreenkoms	aftale	ooreenkoms	aftale	N;SG	N;INDF;MASC+FEM;SG
akademiese	akademiske	akademies	akademisk	ADJ;NOM	ADJ;PL
gou	snart	gou	snart	ADV	ADV
baan	spor	baan	spor	N;SG	N;INDF;NEUT;SG
baan	sporets	baan	spor	N;SG	N;GEN;DEF;NEUT;SG
baan	sporet	baan	spor	N;SG	N;DEF;NEUT;SG
vryheid	frihed	vryheid	frihed	N;SG	N;INDF;MASC+FEM;SG
vryheid	friheden	vryheid	frihed	N;SG	N;DEF;MASC+FEM;SG
vryheid	liberty	vryheid	liberty	N;SG	N;INDF;MASC+FEM;SG
vryheid	frihed	vryheid	frihed	N;SG	N;INDF;MASC+FEM;SG
slawiese	slavisk	slawies	slavisk	ADJ;NOM	ADJ;INDF;SG
samewerking	samarbejde	samewerking	samarbejde	N;SG	N;INDF;NEUT;SG
samewerking	samarbejdet	samewerking	samarbejde	N;SG	N;DEF;NEUT;SG
argentinië	argentinas	argentinië	argentinas	N;SG	N;INDF;MASC+FEM;SG
produksie	produktion	produksie	produktion	N;SG	N;INDF;MASC+FEM;SG
produksie	fremstilling	produksie	fremstilling	N;SG	N;INDF;MASC+FEM;SG
messier	messier	messier	messie	N;SG	N;INDF;NEUT;SG
brief	brev	brief	brev	N;SG	N;INDF;NEUT;SG
brief	skrivelse	brief	skrivelse	N;SG	N;INDF;MASC+FEM;SG
brief	bogstav	brief	bogstav	N;SG	N;INDF;NEUT;SG
woordeboek	ordbog	woordeboek	ordbog	N;SG	N;INDF;MASC+FEM;SG
ton	tons	ton	ton	N;SG	N;INDF;MASC+FEM;SG
geslaag	passeret	slaag	passere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geslaag	bestået	slaag	bestå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
samelewing	samfundet	samelewing	samfund	N;SG	N;DEF;NEUT;SG
samelewing	samfund	samelewing	samfund	N;SG	N;INDF;NEUT;SG
samelewing	fællesskabet	samelewing	fællesskab	N;SG	N;DEF;NEUT;SG
samelewing	fællesskab	samelewing	fællesskab	N;SG	N;INDF;NEUT;SG
huise	husene	huis	hus	N;PL	N;DEF;NEUT;PL
huise	huse	huis	hus	N;PL	N;INDF;NEUT;PL
midde	midten	midde	midte	N;SG	N;DEF;MASC+FEM;SG
aangekondig	erklæret	aankondig	erklære	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aangekondig	meddelt	aankondig	meddele	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aangekondig	annoncerede	aankondig	annoncere	V;PST;V.PTCP	V;IND;PST;FIN;ACT
aangekondig	annonceret	aankondig	annoncere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aangekondig	bekendtgjort	aankondig	bekendtgøre	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aangekondig	bebudet	aankondig	bebude	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aangekondig	meddelte	aankondig	meddele	V;PST;V.PTCP	V;IND;PST;FIN;ACT
publiek	offentlighed	publiek	offentlighed	N;SG	N;INDF;MASC+FEM;SG
publiek	offentligheden	publiek	offentlighed	N;SG	N;DEF;MASC+FEM;SG
godsdiens	religion	godsdiens	religion	N;SG	N;INDF;MASC+FEM;SG
godsdiens	religions	godsdiens	religions	N;SG	N;INDF;MASC+FEM;SG
era	æra	era	æra	N;SG	N;INDF;MASC+FEM;SG
era	epoke	era	epoke	N;SG	N;INDF;MASC+FEM;SG
golf	vink	golf	vink	N;SG	N;INDF;NEUT;SG
golf	bølgen	golf	bølg	N;SG	N;DEF;MASC+FEM;SG
golf	bølge	golf	bølge	N;SG	N;INDF;MASC+FEM;SG
omstandighede	omstændigheder	omstandigheid	omstændighed	N;PL	N;INDF;MASC+FEM;PL
omstandighede	omstændighederne	omstandigheid	omstændighed	N;PL	N;DEF;MASC+FEM;PL
omstandighede	omstændigheder	omstandigheid	omstændighed	N;PL	N;INDF;MASC+FEM;PL
geboorte	fødsel	geboorte	fødsel	N;SG	N;INDF;MASC+FEM;SG
geboorte	fødslen	geboorte	fødsel	N;SG	N;DEF;MASC+FEM;SG
oorleef	overleve	oorleef	overleve	V;PRS	V;NFIN;ACT
oorleef	overlever	oorleef	overleve	V;PRS	V;IND;PRS;FIN;ACT
