breekt	σπάει	breken	σπάω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gevormde	σχηματίστηκε	vormen	σχηματίζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gevormde	σχηματιστεί	vormen	σχηματίζω	V;V.PTCP	V;PFV;NFIN;PASS
beperkingen	περιορισμούς	beperking	περιορισμός	N;PL	N;ACC;MASC;PL
beperkingen	περιορισμοί	beperking	περιορισμός	N;PL	N;NOM;MASC;PL
beperkingen	περιορισμούς	beperking	περιορισμός	N;PL	N;ACC;MASC;PL
beperkingen	περιορισμοί	beperking	περιορισμός	N;PL	N;NOM;MASC;PL
beperkingen	περιορισμοί	beperking	περιορισμός	N;PL	N;NOM;MASC;PL
beslissingen	αποφάσεις	beslissing	απόφαση	N;PL	N;NOM;FEM;PL
havens	λιμένες	haven	λιμένος	N;PL	N;NOM;MASC;PL
havens	θύρες	haven	θύρα	N;PL	N;NOM;FEM;PL
havens	λιμάνια	haven	λιμάνια	N;PL	N;NOM;NEUT;PL
strepen	λωρίδες	strip	λωρίδα	N;PL	N;NOM;FEM;PL
strepen	γαλόνια	strip	γαλόνια	N;PL	N;NOM;NEUT;PL
strepen	ρίγες	strip	ρίγος	N;PL	N;NOM;FEM;PL
waarnemingen	παρατηρήσεις	waarneming	παρατήρηση	N;PL	N;NOM;FEM;PL
platteland	εξοχή	platteland	εξοχή	N;NEUT;SG	N;NOM;FEM;SG
platteland	ύπαιθρο	platteland	ύπαιθρο	N;NEUT;SG	N;ACC;FEM;SG
bevoegdheden	προνόμια	bevoegdheid	προνόμιο	N;PL	N;NOM;NEUT;PL
bevoegdheden	εξουσίες	bevoegdheid	εξουσία	N;PL	N;NOM;FEM;PL
bevoegdheden	πάουερς	bevoegdheid	πάουηρ	N;PL	N
bevoegdheden	δυνάμεις	bevoegdheid	δύναμη	N;PL	N;NOM;FEM;PL
bevoegdheden	δυναμεις	bevoegdheid	δύναμη	N;PL	N;NOM;FEM;PL
bevoegdheden	αρμοδιότητες	bevoegdheid	αρμοδιότητα	N;PL	N;NOM;FEM;PL
overleefde	επιβίωσε	overleven	επιβιώνω	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
overleefde	επέζησε	overleven	επιζώ	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
zeebodem	βυθό	zeebodem	βυθός	N;MASC+FEM;SG	N;NOM;NEUT;SG
ontvangst	απόδειξη	ontvangst	απόδειξη	N;MASC+FEM;SG	N;ACC;FEM;SG
ontvangst	παραλαβή	ontvangst	παραλαβή	N;MASC+FEM;SG	N;NOM;FEM;SG
ontvangst	δεξίωση	ontvangst	δεξίωση	N;MASC+FEM;SG	N;ACC;FEM;SG
ontvangst	υποδοχή	ontvangst	υποδοχή	N;MASC+FEM;SG	N;NOM;FEM;SG
aspect	πτυχή	aspect	πτυχή	N;NEUT;SG	N;NOM;FEM;SG
franken	φράγκα	frank	φράγκα	N;PL	N;NOM;NEUT;PL
kilogram	χιλιόγραμμα	kilogram	χιλιόγραμμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
kilogram	κιλά	kilogram	κιλώ	N;MASC+FEM;SG	N
kilogram	χιλιόγραμμο	kilogram	χιλιόγραμμος	N;MASC+FEM;SG	N;NOM;NEUT;SG
vertegenwoordigt	εκπροσωπεί	vertegenwoordigen	εκπροσωπώ	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vertegenwoordigt	αντιπροσωπεύει	vertegenwoordigen	αντιπροσωπεύω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vertegenwoordigt	αναπαριστά	vertegenwoordigen	αναπαριστώ	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
parlementaire	κοινοβουλευτική	parlementair	κοινοβουλευτικός	ADJ	ADJ;NOM;FEM;SG
parlementaire	κοινοβουλευτικές	parlementair	κοινοβουλευτικός	ADJ	ADJ;NOM;FEM;PL
uitgesloten	εξαιρείται	uitsluiten	εξαίρω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
uitgesloten	αποκλείονται	uitsluiten	αποκλείω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
uitgesloten	εξαιρούνται	uitsluiten	εξαιρώ	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
muzikaal	μουσικές	muzikaal	μουσικός	ADJ	ADJ;NOM;FEM;PL
gelijktijdig	ταυτόχρονη	gelijktijdig	ταυτόχρονος	ADJ	ADJ;NOM;FEM;SG
gelijktijdig	ταυτόχρονη	gelijktijdig	ταυτόχρονος	ADJ	ADJ;NOM;FEM;SG
verwachting	προσδοκία	verwachting	προσδοκία	N;MASC+FEM;SG	N;ACC;FEM;SG
hong	χόνγκ	hong	χόνγκ	N;MASC+FEM;SG	N
vingers	δάκτυλα	vinger	δάκτυλα	N;PL	N;NOM;NEUT;PL
vingers	δάχτυλα	vinger	δάχτυλα	N;PL	N;NOM;NEUT;PL
mensheid	ανθρωπιά	mensheid	ανθρωπιά	N;MASC+FEM;SG	N;ACC;FEM;SG
mensheid	ανθρωπότητας	mensheid	ανθρωπότητα	N;MASC+FEM;SG	N;GEN;FEM;SG
mensheid	ανθρωπότητα	mensheid	ανθρωπότητα	N;MASC+FEM;SG	N;ACC;FEM;SG
mensheid	ανθρωπότητα	mensheid	ανθρωπότητα	N;MASC+FEM;SG	N;ACC;FEM;SG
relatieve	σχετικός	relatief	σχετικός	ADJ	ADJ;NOM;MASC;SG
relatieve	σχετική	relatief	σχετικός	ADJ	ADJ;NOM;FEM;SG
relatieve	σχετικό	relatief	σχετικός	ADJ	ADJ;NOM;NEUT;SG
worstelen	αγωνίζεται	worstelen	αγωνίζομαι	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
worstelen	παλεύοντας	worstelen	παλεύω	V;NFIN	V;IPFV;V.CVB;ACT
worstelen	παλεύει	worstelen	παλεύω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
room	κρέμα	room	κρέμα	N;MASC+FEM;SG	N;NOM;FEM;SG
ede	όρκο	eed	όρκο	N;MASC+FEM;SG	N;ACC;MASC;SG
ede	όρκος	eed	όρκος	N;MASC+FEM;SG	N;NOM;MASC;SG
snavel	ράμφος	snavel	ράμφος	N;MASC+FEM;SG	N;NOM;NEUT;SG
binding	δέσιμο	binding	δέσιμο	N;MASC+FEM;SG	N;NOM;NEUT;SG
binding	δεσμός	binding	δεσμός	N;MASC+FEM;SG	N;NOM;MASC;SG
binding	συνδετικό	binding	συνδετικός	N;MASC+FEM;SG	N;NOM;NEUT;SG
binding	δεσμός	binding	δεσμός	N;MASC+FEM;SG	N;NOM;MASC;SG
mengsel	μίγμα	mengsel	μίγμα	N;NEUT;SG	N;NOM;NEUT;SG
mengsel	μείγμα	mengsel	μείγμα	N;NEUT;SG	N;NOM;NEUT;SG
mengsel	μείγμα	mengsel	μείγμα	N;NEUT;SG	N;NOM;NEUT;SG
religieus	θρησκευτική	religieus	θρησκευτικός	ADJ	ADJ;NOM;FEM;SG
religieus	θρησκευτικές	religieus	θρησκευτικός	ADJ	ADJ;NOM;FEM;PL
religieus	θρησκευτικό	religieus	θρησκευτικός	ADJ	ADJ;NOM;NEUT;SG
job	δουλειά	job	δουλειά	N;MASC+FEM;SG	N;NOM;FEM;SG
plaatselijk	τοπικός	plaatselijk	τοπικός	ADJ	ADJ;NOM;MASC;SG
plaatselijk	τοπική	plaatselijk	τοπικός	ADJ	ADJ;NOM;FEM;SG
plaatselijk	τοπικό	plaatselijk	τοπικός	ADJ	ADJ;NOM;NEUT;SG
plaatselijk	τοπικές	plaatselijk	τοπικός	ADJ	ADJ;NOM;FEM;PL
neo	νεο	neo	νεος	N;MASC+FEM;SG	N;NOM;NEUT;SG
willekeurig	τυχαίος	willekeurig	τυχαίος	ADJ	ADJ;NOM;MASC;SG
willekeurig	τυχαίο	willekeurig	τυχαίος	ADJ	ADJ;NOM;NEUT;SG
willekeurig	αυθαίρετη	willekeurig	αυθαίρετος	ADJ	ADJ;NOM;FEM;SG
plato	πλάτωνα	plato	πλάτωνας	N;MASC+FEM;SG	N;NOM;NEUT;SG
isotoop	ισότοπο	isotoop	ισότοπο	N;MASC+FEM;SG	N;NOM;NEUT;SG
betrokkenheid	εμπλοκή	betrokkenheid	εμπλοκή	N;MASC+FEM;SG	N;ACC;FEM;SG
betrokkenheid	αρραβώνας	betrokkenheid	αρραβώνας	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	αλληλεπίδραση	betrokkenheid	αλληλεπίδραση	N;MASC+FEM;SG	N;ACC;FEM;SG
betrokkenheid	συμμετοχή	betrokkenheid	συμμετοχή	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	συμμετοχη	betrokkenheid	συμμετοχή	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	εμπλοκή	betrokkenheid	εμπλοκή	N;MASC+FEM;SG	N;ACC;FEM;SG
betrokkenheid	προσήλωση	betrokkenheid	προσήλωση	N;MASC+FEM;SG	N;ACC;FEM;SG
betrokkenheid	δέσμευση	betrokkenheid	δέσμευση	N;MASC+FEM;SG	N;ACC;FEM;SG
eis	απαίτηση	eis	απαίτηση	N;MASC+FEM;SG	N;ACC;FEM;SG
eis	απαίτηση	eis	απαίτηση	N;MASC+FEM;SG	N;ACC;FEM;SG
eis	ζήτηση	eis	ζήτηση	N;MASC+FEM;SG	N;ACC;FEM;SG
community	κοινοτητα	community	κοινοτητα	N;MASC+FEM;SG	N;NOM;FEM;SG
community	κοινότητα	community	κοινότητα	N;MASC+FEM;SG	N;ACC;FEM;SG
community	κοινότητας	community	κοινότητα	N;MASC+FEM;SG	N;GEN;FEM;SG
bevordering	προαγωγή	bevordering	προαγωγή	N;MASC+FEM;SG	N;ACC;FEM;SG
bevordering	προώθηση	bevordering	προώθηση	N;MASC+FEM;SG	N;ACC;FEM;SG
marx	μαρξ	marx	μαρχ	N;MASC+FEM;SG	N;NOM;MASC;SG
fossiel	απολίθωμα	fossiel	απολίθωμα	N;NEUT;SG	N;NOM;NEUT;SG
bijgedragen	συνέβαλε	bijdragen	συμβάλλω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
bacteriën	βακτήρια	bacterie	βακτήριο	N;PL	N;NOM;NEUT;PL
bacteriën	μικρόβια	bacterie	μικρόβιος	N;PL	N;NOM;NEUT;PL
poorten	πύλες	poort	πύλη	N;PL	N;NOM;FEM;PL
poorten	λιμένες	poort	λιμένος	N;PL	N;NOM;MASC;PL
poorten	θύρες	poort	θύρα	N;PL	N;NOM;FEM;PL
poorten	λιμάνια	poort	λιμάνια	N;PL	N;NOM;NEUT;PL
sleutel	κλειδί	sleutel	κλειδί	N;MASC+FEM;SG	N;NOM;NEUT;SG
sleutel	πλήκτρο	sleutel	πλήκτρο	N;MASC+FEM;SG	N;NOM;NEUT;SG
sleutel	κλείδα	sleutel	κλείδα	N;MASC+FEM;SG	N;NOM;FEM;SG
hol	λημέρι	hol	λημέρι	N;NEUT;SG	N;NOM;NEUT;SG
hol	φωλιά	hol	φωλιός	N;NEUT;SG	N;NOM;FEM;SG
hol	άντρο	hol	άντρο	N;NEUT;SG	N;NOM;NEUT;SG
hol	κρησφύγετο	hol	κρησφύγετο	N;NEUT;SG	N;NOM;NEUT;SG
marcos	μάρκος	marcos	μάρκος	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	χωρισμός	breuk	χωρισμός	N;MASC+FEM;SG	N;NOM;MASC;SG
breuk	χωρισμό	breuk	χωρισμός	N;MASC+FEM;SG	N;ACC;MASC;SG
breuk	κάταγμα	breuk	κάταγμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
breuk	θραύση	breuk	θραύση	N;MASC+FEM;SG	N;NOM;FEM;SG
filmografie	φιλμογραφία	filmografie	φιλμογραφία	N;MASC+FEM;SG	N;NOM;FEM;SG
rassen	ιπποδρομίες	ras	ιπποδρομία	N;PL	N;NOM;FEM;PL
rassen	φυλές	ras	φυλή	N;PL	N;NOM;FEM;PL
rassen	κούρσες	ras	κούρση	N;PL	N;NOM;FEM;PL
rassen	ποικιλίες	ras	ποικιλία	N;PL	N;NOM;FEM;PL
rassen	φυλών	ras	φυλό	N;PL	N;GEN;FEM;PL
alias	ψευδώνυμο	alias	ψεύδωνυμος	N;MASC+FEM;SG	N;NOM;NEUT;SG
mathilde	ματίλντ	mathilde	ματίλντ	N;MASC+FEM;SG	N
mathilde	ματίλντα	mathilde	ματίλντα	N;MASC+FEM;SG	N;NOM;MASC;SG
seks	φύλο	seks	φύλο	N;MASC+FEM;SG	N;NOM;NEUT;SG
tempels	ναούς	tempel	ναός	N;PL	N;ACC;MASC;PL
integratie	ολοκλήρωση	integratie	ολοκλήρωση	N;MASC+FEM;SG	N;ACC;FEM;SG
integratie	ένταξη	integratie	ένταξη	N;MASC+FEM;SG	N;ACC;FEM;SG
integratie	ενσωμάτωση	integratie	ενσωμάτωση	N;MASC+FEM;SG	N;ACC;FEM;SG
integratie	ενοποίηση	integratie	ενοποίηση	N;MASC+FEM;SG	N;ACC;FEM;SG
wagens	άμαξες	wagen	άμαξα	N;PL	N;NOM;FEM;PL
wagens	βαγόνια	wagen	βαγόνι	N;PL	N;NOM;NEUT;PL
argentijns	αργεντινής	argentijns	αργεντινός	ADJ	ADJ;GEN;FEM;SG
argentijns	αργεντινής	argentijns	αργεντινός	ADJ	ADJ;GEN;FEM;SG
driehoek	τρίγωνο	driehoek	τρίγωνο	N;MASC+FEM;SG	N;NOM;NEUT;SG
beweerde	ισχυρίστηκε	beweren	ισχυρίζομαι	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
beweerde	υποτιθέμενη	beweren	υποτιθέμενος	V;SG;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
presentatrice	παρουσιαστής	presentatrice	παρουσιαστής	N;MASC+FEM;SG	N;NOM;MASC;SG
presentatrice	παρουσιάστρια	presentatrice	παρουσιάστρια	N;MASC+FEM;SG	N;NOM;FEM;SG
mineralen	ορυκτά	mineraal	ορυκτά	N;PL	N;NOM;NEUT;PL
vaardigheden	δεξιότητες	vaardigheid	δεξιότητα	N;PL	N;NOM;FEM;PL
vaardigheden	ικανότητες	vaardigheid	ικανότητα	N;PL	N;NOM;FEM;PL
vaardigheden	δεξιότητες	vaardigheid	δεξιότητα	N;PL	N;NOM;FEM;PL
genoteerd	καταγράφονται	noteren	καταγράφω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
genoteerd	καταγράφεται	noteren	καταγράφω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
genoteerd	καταγεγραμμένη	noteren	καταγεγράμμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
genoteerd	καταγράφηκε	noteren	καταγράφω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
genoteerd	σημειώθηκε	noteren	σημειώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
genoteerd	σημείωσε	noteren	σημειώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
variëren	ποικίλλουν	variër	ποικίλλω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
gelinkt	συνδεδεμένη	gelinken	συνδέδω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
hell	κόλαση	hell	κόλαση	N;MASC+FEM;SG	N;ACC;FEM;SG
filosofische	φιλοσοφική	filosofisch	φιλοσοφικός	ADJ	ADJ;NOM;FEM;SG
scheepvaart	ναυτιλία	scheepvaart	ναυτιλία	N;MASC+FEM;SG	N;NOM;FEM;SG
césar	σίζαρ	césar	σίζαρ	N;MASC+FEM;SG	N
enterprise	εντερπράιζ	enterprise	εντερπράιζ	N;MASC+FEM;SG	N
enterprise	επιχείρηση	enterprise	επιχείρηση	N;MASC+FEM;SG	N;ACC;FEM;SG
verzocht	ζήτησε	verzoeken	ζητώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
verzocht	ζητείται	verzoeken	ζητώ	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
verzocht	ζητήθηκε	verzoeken	ζητώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
verzocht	ζητούνται	verzoeken	ζητώ	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
duivel	διάβολος	duivel	διάβολος	N;MASC+FEM;SG	N;NOM;MASC;SG
duivel	δαίμονα	duivel	δαίμονας	N;MASC+FEM;SG	N;ACC;MASC;SG
duivel	δαίμονας	duivel	δαίμονας	N;MASC+FEM;SG	N;NOM;MASC;SG
blik	βλέμμα	blik	βλέμμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
kanon	κανόνι	kanon	κανόνι	N;NEUT;SG	N;NOM;NEUT;SG
groetjes	χαιρετίσματα	groet	χαιρέτισμα	N;PL	N;NOM;NEUT;PL
groetjes	χαιρετισμούς	groet	χαιρετισμός	N;PL	N;ACC;MASC;PL
lens	φακός	lens	φακός	N;MASC+FEM;SG	N;NOM;MASC;SG
lens	φακό	lens	φακός	N;MASC+FEM;SG	N;ACC;MASC;SG
manuscript	χειρόγραφο	manuscript	χειρόγραφο	N;NEUT;SG	N;NOM;NEUT;SG
zuiver	καθαρή	zuiver	καθερός	ADJ	ADJ;NOM;FEM;SG
onrust	αναταραχή	onrust	αναταραχή	N;MASC+FEM;SG	N;NOM;FEM;SG
onrust	αναταραχή	onrust	αναταραχή	N;MASC+FEM;SG	N;NOM;FEM;SG
trans	τρανς	trans	τρανς	N;MASC+FEM;SG	N
miljoenen	εκατομμύρια	miljoenen	εκατομμύριο	N;PL	N;NOM;NEUT;PL
voorlopige	προσωρινό	voorlopig	προσωρινός	ADJ	ADJ;NOM;NEUT;SG
voorlopige	προσωρινή	voorlopig	προσωρινός	ADJ	ADJ;NOM;FEM;SG
voorlopige	προσωρινός	voorlopig	προσωρινός	ADJ	ADJ;NOM;MASC;SG
voorlopige	προσωρινού	voorlopig	προσωρινός	ADJ	ADJ;GEN;NEUT;SG
voorlopige	προκαταρκτικές	voorlopig	προκαταρκτικός	ADJ	ADJ;NOM;FEM;PL
voorlopige	προκαταρκτική	voorlopig	προκαταρκτικός	ADJ	ADJ;NOM;FEM;SG
meeting	συνάντηση	meeting	συνάντηση	N;MASC+FEM;SG	N;ACC;FEM;SG
meeting	σύσκεψη	meeting	σύσκεψη	N;MASC+FEM;SG	N;ACC;FEM;SG
meeting	συνεδρίαση	meeting	συνεδρίαση	N;MASC+FEM;SG	N;NOM;FEM;SG
gerenoveerd	ανακαινισμένο	renoveren	ανακαινίζω	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
gerenoveerd	ανακαινισμένο	renoveren	ανακαινίζω	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
betaling	καταβολή	betaling	καταβολή	N;MASC+FEM;SG	N;NOM;FEM;SG
betaling	πληρωμής	betaling	πληρωμή	N;MASC+FEM;SG	N;GEN;FEM;SG
betaling	πληρωμή	betaling	πληρωμή	N;MASC+FEM;SG	N;NOM;FEM;SG
grondslag	βαση	grondslag	βαση	N;MASC+FEM;SG	N;NOM;FEM;SG
grondslag	βάση	grondslag	βάση	N;MASC+FEM;SG	N;ACC;FEM;SG
bloei	ανθοφορίας	bloei	ανθοφορία	N;MASC+FEM;SG	N;GEN;FEM;SG
interessante	ενδιαφέρουσα	interessant	ενδιαφέρων	ADJ	ADJ;NOM;FEM;SG
krachtig	ισχυρός	krachtig	ισχυρός	ADJ	ADJ;NOM;MASC;SG
krachtig	ισχυρό	krachtig	ισχυρός	ADJ	ADJ;NOM;NEUT;SG
krachtig	ισχυρή	krachtig	ισχυρός	ADJ	ADJ;NOM;FEM;SG
uitgevers	εκδότες	uitgever	εκδότης	N;PL	N;NOM;MASC;PL
uitgevers	εκδοτών	uitgever	εκδότης	N;PL	N;GEN;MASC;PL
sandra	σάντρα	sandra	σάντρα	N;MASC+FEM;SG	N;NOM;FEM;SG
commonwealth	κοινοπολιτείας	commonwealth	κοινοπολιτεία	N;MASC+FEM;SG	N;GEN;FEM;SG
commonwealth	κοινοπολιτεία	commonwealth	κοινοπολιτεία	N;MASC+FEM;SG	N;NOM;FEM;SG
bekken	λεκάνη	bekken	λεκάνη	N;NEUT;SG	N;NOM;FEM;SG
bekken	λεκάνη	bekken	λεκάνη	N;NEUT;SG	N;NOM;FEM;SG
papieren	εφημερίδες	papieren	εφημερίδα	N;PL	N;NOM;FEM;PL
natte	υγρή	nat	υγρή	ADJ	ADJ;NOM;FEM;SG
natte	υγρός	nat	υγρός	ADJ	ADJ;NOM;MASC;SG
bevrijd	απελευθερωμένη	bevrijden	απελευθερώνω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
herinneringen	μνήμες	herinnering	μνήμα	N;PL	N;NOM;FEM;PL
herinneringen	αναμνήσεις	herinnering	ανάμνηση	N;PL	N;NOM;FEM;PL
herinneringen	υπενθυμίσεις	herinnering	υπενθύμιση	N;PL	N;NOM;FEM;PL
herinneringen	μνήμες	herinnering	μνήμα	N;PL	N;NOM;FEM;PL
patricia	πατρίσια	patricia	πατρίσιο	N;MASC+FEM;SG	N;NOM;FEM;SG
sterkte	αντοχή	sterkte	αντοχή	N;MASC+FEM;SG	N;ACC;FEM;SG
sterkte	δυναμη	sterkte	δυναμη	N;MASC+FEM;SG	N;ACC;FEM;SG
sterkte	δύναμη	sterkte	δύναμη	N;MASC+FEM;SG	N;ACC;FEM;SG
sterkte	ισχύς	sterkte	ισχύς	N;MASC+FEM;SG	N;NOM;FEM;SG
essays	δοκίμια	essays	δοκίμιο	N;PL	N;NOM;NEUT;PL
opslag	αποθήκευση	opslag	αποθήκευση	N;MASC+FEM;SG	N;NOM;FEM;SG
opslag	αποθήκη	opslag	αποθήκη	N;MASC+FEM;SG	N;NOM;FEM;SG
opslag	αποθήκευσης	opslag	αποθήκευση	N;MASC+FEM;SG	N;GEN;FEM;SG
gedoopt	βαφτιστεί	dopen	βαφτίζω	V;V.PTCP	V;PFV;NFIN;PASS
gedoopt	βαπτίσθηκε	dopen	βαπτίζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
farao	φαραώ	farao	φαραάνω	N;MASC+FEM;SG	N;NOM;MASC;SG
stabiele	σταθερό	stabiel	σταθερός	ADJ	ADJ;NOM;NEUT;SG
stabiele	σταθερή	stabiel	σταθερός	ADJ	ADJ;NOM;FEM;SG
stabiele	σταθερός	stabiel	σταθερός	ADJ	ADJ;NOM;MASC;SG
turken	τερκ	turken	τερκ	N;PL	N
legendarische	θρυλικός	legendarisch	θρυλικός	ADJ	ADJ;NOM;MASC;SG
legendarische	μυθικό	legendarisch	μυθικός	ADJ	ADJ;NOM;NEUT;SG
legendarische	θρυλική	legendarisch	θρυλικός	ADJ	ADJ;NOM;FEM;SG
legendarische	θρυλικό	legendarisch	θρυλικός	ADJ	ADJ;NOM;NEUT;SG
fictie	μυθιστόρημα	fictie	μυθιστόρημα	N;MASC+FEM;SG	N;NOM;NEUT;SG
fictie	φαντασία	fictie	φαντασία	N;MASC+FEM;SG	N;NOM;FEM;SG
colombiaanse	κολομβιανή	colombiaans	κολομβιανός	ADJ	ADJ;NOM;FEM;SG
aangekocht	αγοράστηκαν	aankopen	αγοράζω	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
aangekocht	αγοράζονται	aankopen	αγοράζω	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
aangekocht	αγοράστηκε	aankopen	αγοράζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
eng	τρομακτικό	eng	τρομακτικός	ADJ	ADJ;NOM;NEUT;SG
eng	τρομακτική	eng	τρομακτικός	ADJ	ADJ;NOM;FEM;SG
eng	τρομακτικός	eng	τρομακτικός	ADJ	ADJ;NOM;MASC;SG
eng	τρομακτικό	eng	τρομακτικός	ADJ	ADJ;NOM;NEUT;SG
eng	ανατριχιαστικό	eng	ανατριχιαστικός	ADJ	ADJ;NOM;NEUT;SG
petra	πέτρα	petra	πέτρο	N;MASC+FEM;SG	N;NOM;FEM;SG
mer	επε	mer	επε	N;MASC+FEM;SG	N
taalkundige	γλωσσική	taalkundig	γλωσσικός	ADJ	ADJ;NOM;FEM;SG
taalkundige	γλωσσολόγος	taalkundig	γλωσσολόγος	ADJ	ADJ;NOM;MASC;SG
ontwikkelt	αναπτύσσει	ontwikkelen	αναπτύσσω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ontwikkelt	αναπτύσσεται	ontwikkelen	αναπτύσσω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
fortuna	φορτούνα	fortuna	φορτούνα	N;MASC+FEM;SG	N;NOM;NEUT;SG
voegt	εισάγει	voegen	εισάγω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
voegt	προσθέτει	voegen	προσθέτω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gelovigen	πιστοί	gelovigen	πιστός	ADJ	ADJ;NOM;MASC;PL
tradities	παραδόσεις	traditie	παράδοση	N;PL	N;NOM;FEM;PL
wisconsin	γουισκόνσιν	wisconsin	γουισκόνσιν	N;MASC+FEM;SG	N;NOM;NEUT;SG
volwassenen	ενήλικοι	volwassenen	ενήλικος	ADJ	ADJ;NOM;MASC;PL
volwassenen	ενήλικες	volwassenen	ενήλικος	ADJ	ADJ;NOM;FEM;PL
volwassenen	ενήλικο	volwassenen	ενήλικος	ADJ	ADJ;NOM;NEUT;SG
volwassenen	ενήλικας	volwassenen	ενήλικα	ADJ	ADJ;NOM;MASC;SG
volwassenen	ενήλικος	volwassenen	ενήλικος	ADJ	ADJ;NOM;MASC;SG
volwassenen	ενήλικες	volwassenen	ενήλικος	ADJ	ADJ;NOM;FEM;PL
verpleegster	νοσοκόμα	verpleegster	νοσοκόμα	N;MASC+FEM;SG	N;NOM;FEM;SG
verpleegster	νοσοκόμος	verpleegster	νοσοκόμος	N;MASC+FEM;SG	N;NOM;MASC;SG
herhaling	επανεμφάνιση	herhaling	επανεμφάνιση	N;MASC+FEM;SG	N;ACC;FEM;SG
herhaling	υποτροπή	herhaling	υποτροπή	N;MASC+FEM;SG	N;ACC;FEM;SG
herhaling	επανάληψης	herhaling	επανάληψη	N;MASC+FEM;SG	N;GEN;FEM;SG
herhaling	επανάληψη	herhaling	επανάληψη	N;MASC+FEM;SG	N;ACC;FEM;SG
adelaar	αετός	adelaar	αετός	N;MASC+FEM;SG	N;NOM;MASC;SG
miste	αστόχησε	missen	αστόχοσε	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
miste	ξέφυγε	missen	ξεφύγω	V;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
scenarioschrijver	σεναριογράφος	scenarioschrijver	σεναριογράφος	N;MASC+FEM;SG	N;NOM;MASC;SG
rechtstreekse	άμεσο	rechtstreeks	άμεσος	ADJ	ADJ;NOM;NEUT;SG
rechtstreekse	άμεση	rechtstreeks	άμεσος	ADJ	ADJ;NOM;FEM;SG
rechtstreekse	άμεσος	rechtstreeks	άμεσος	ADJ	ADJ;NOM;MASC;SG
versterkte	ενισχυθεί	versterken	ενισχύω	V;SG;PST;FIN	V;PFV;NFIN;PASS
versterkte	οχυρωμένο	versterken	οχυρώνω	V;SG;PST;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
