kväll	noc	kväll	noc	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
avslutad	dokončené	avsluta	dokončený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
avslutad	vyplnené	avsluta	vyplnený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
existens	existencia	exist	existencia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
low	nízky	low	nízky	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
low	nízka	low	nízko	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stund	okamih	stund	okamih	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stund	moment	stund	moment	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
stund	chvíľka	stund	chvíľka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stund	chvíľa	stund	chvíľa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
chefen	veliteľ	chef	veliteľ	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
chefen	náčelník	chef	náčelník	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
chefen	šéf	chef	šéf	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
chefen	šéfka	chef	šéfky	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
fara	ohrozenie	fara	ohrozenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fara	nebezpečie	fara	nebezpečie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fara	hazard	fara	hazard	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fara	nebezpečenstvo	fara	nebezpečenstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fara	nebezpečie	fara	nebezpečie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fara	nebezpečenstvo	fara	nebezpečenstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
romarna	rimania	rom	rimanie	N;NOM;DEF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
glabra	glabra	glabra	glaber	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
varning	výstraha	varning	výstraha	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
varning	varovanie	varning	varovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
varning	upozornenie	varning	upozornenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
varning	opatrnosť	varning	opatrnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
varning	opatrnosti	varning	opatrnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
varning	zápis	varning	zápis	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
varning	upozornenie	varning	upozornenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
passa	prispôsobiť	passa	prispôsobiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
flög	letel	flög	letieť	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
flög	letela	flög	letieť	V;IMP;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
flög	leteli	flög	letieť	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
flög	lietal	flög	lietať	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
förbindelse	konektor	förbindelse	konektor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ljusare	jasnejší	ljus	jasne	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
ljusare	ľahšia	ljus	ľahký	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
ljusare	ľahší	ljus	ľahký	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
vacker	krásna	vacker	krásny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
vacker	krásny	vacker	krásny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
bevarad	zachované	bevara	zachovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bevarad	konzervované	bevara	konzervovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
principer	zásady	princip	zásada	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
principer	princípy	princip	princíp	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
administration	podanie	administration	podanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
administration	podaní	administration	podanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
administration	administratíva	administration	administratív	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
administration	podávanie	administration	podávanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
administration	správa	administration	správa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
monster	príšera	monster	príšera	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
monster	monštrum	monster	monštrum	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
monster	netvor	monster	netvor	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
monster	obluda	monster	obluda	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
förutsättningar	predpoklady	förutsättning	predpoklad	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
förutsättningar	podmienky	förutsättning	podmienka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betong	betón	betong	betón	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
varar	vydrží	vara	vydržať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
varar	trvá	vara	trvať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fabrik	továreň	fabrik	továreň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flickr	flickr	flick	flickr	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
underlätta	uľahčiť	underlätta	uľahčiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
adrar	adrar	adra	adrar	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
key	kľúč	key	kľúč	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
test	test	test	test	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
test	skúška	test	skúška	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
test	testovanie	test	testovanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
test	skúška	test	skúška	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
test	skúšanie	test	skúšanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
blockerad	zablokovaný	blockera	zablokovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
blockerad	blokované	blockera	blokovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
blockerad	zablokované	blockera	zablokovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
curran	curran	curran	curran	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
meriter	prednosti	merit	prednosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
meriter	zásluhy	merit	zásluh	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
organist	organista	organist	organista	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
publicerat	publikované	publicerad	publikovaný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	uverejnené	publicerad	uverejnený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	zverejnené	publicerad	zverejnený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	publikované	publicerad	publikovaný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	zverejnená	publicerad	zverejnený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
publicerat	zverejnené	publicerad	zverejnený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicerat	uverejnené	publicerad	uverejnený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
närvaro	účasť	närvaro	účasť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
närvaro	prítomnosť	närvaro	prítomnosť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tillväxt	rast	tillväxt	rast	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tillväxt	nárast	tillväxt	nárast	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bildats	tvorili	bilda	tvoriť	V;V.CVB;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
kemisk	chemické	kemisk	chemický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kemisk	chemická	kemisk	chemický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kemisk	chemický	kemisk	chemický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
robot	robot	robot	robot	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
robot	robota	robot	robota	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
robot	strela	robot	strieť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
robot	raketa	robot	raket	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
museer	múzeá	museer	múzeum	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
museer	múzea	museer	múzeum	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
vingar	krídla	vinga	krídlo	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
successivt	postupne	successiv	postupne	ADV	ADV
landsväg	cesta	landsväg	cesta	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
landsväg	diaľnica	landsväg	diaľnica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skott	strela	skott	strieť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
skott	záber	skott	záber	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
skott	výstrel	skott	výstrel	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ändrar	mením	ändra	meniť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
ändrar	menia	ändra	meniť	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
cold	zima	cold	zima	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
cold	chlad	cold	chlad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
namnteckning	podpis	namnteckning	podpis	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ciudad	ciudad	ciuda	ciudad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
samlar	zhromažďuje	samla	zhromažďovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
samlar	zbiera	samla	zbiera	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
heaven	nebo	heav	nebo	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
parametrar	parametre	parametra	parametre	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
tillgångar	aktíva	tillgång	aktíva	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
tillgångar	aktíva	tillgång	aktíva	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
sedum	sedum	sedum	sedum	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
konstnärlig	umelecký	konstnärlig	umelecký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
konstnärlig	umelecké	konstnärlig	umelecký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
konstnärlig	umelecká	konstnärlig	umelecký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fastigheter	budovy	fastighet	budova	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fastigheter	nehnuteľnosti	fastighet	nehnuteľnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fastigheter	vlastnosti	fastighet	vlastnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fastigheter	nehnuteľnosti	fastighet	nehnuteľnosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
myndigheten	autorita	myndighet	autorita	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
myndigheten	právomoc	myndighet	právomoc	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
myndigheten	orgán	myndighet	orgán	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
myndigheten	úrad	myndighet	úrad	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
handeln	obchod	handel	obchod	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
handeln	obchodovanie	handel	obchodovanie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
handeln	obchod	handel	obchod	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
anda	duša	anda	duša	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anda	duch	anda	duch	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
hjärtat	srdce	hjärta	srdce	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
psalm	žalm	psalm	žalm	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
valdemar	valdemar	valdem	valdemar	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kongressen	kongres	kongress	kongres	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
esperanza	esperanza	esperan	esperanza	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bröllop	svadba	bröllop	svadba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
bröllop	sobáš	bröllop	sobáš	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
berätta	povedať	berätta	povedať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
berätta	povedzte	berätta	povedať	V;IMP;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
berätta	povedz	berätta	povedz	V;IMP;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
individ	jednotlivec	individ	jednotlivec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ansikte	tvár	ansikte	tvár	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
spinosa	spinosa	spinosa	spinos	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sous	sous	sous	sous	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
uppvisar	prejavuje	uppvisa	prejavovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
uppvisar	vykazuje	uppvisa	vykazovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fotografier	fotografie	fotografi	fotografia	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
sjönk	potopila	sjönk	potopiť	V;IMP;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
sjönk	potopil	sjönk	potopiť	V;IMP;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
acceptera	akceptovať	acceptera	akceptovať	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
acceptera	prijať	acceptera	prijať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
dragon	dračí	dragon	dračiť	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tretton	trinásť	tretton	trinásť	NUM;NOM	NUM;NOM;NEUT;SG
fläckar	škvrny	fläck	škvrna	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fläckar	náplasti	fläck	náplasť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fläckar	škvrny	fläck	škvrna	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
lucky	štastie	lucky	štastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
lucky	šťastie	lucky	šťastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
maranhão	maranhão	maranhão	maranhco	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
löst	vyriešené	lösa	vyriešený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
löst	vyriešený	lösa	vyriešený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
löst	rozhodnuté	lösa	rozhodnutý	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
löst	vyriešená	lösa	vyriešený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
löst	vyriešené	lösa	vyriešený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
löst	vyriešený	lösa	vyriešený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
löst	rozpustený	lösa	rozpustený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
löst	rozpustené	lösa	rozpustený	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
löst	voľné	lösa	voľný	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
möts	stretnúť	möta	stretnúť	V;IND;PRS;FIN;PASS	V;PFV;POS;NFIN
möts	spoznať	möta	spoznať	V;IND;PRS;FIN;PASS	V;PFV;POS;NFIN
kula	slimák	kula	slimák	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kula	strela	kula	strieť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kula	náboj	kula	náboj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kula	guľka	kula	guľka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vind	vietor	vinda	vietor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vind	vetra	vinda	vetra	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
domen	odsúdenie	dom	odsúdenie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
domen	rozsudok	dom	rozsudok	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
domen	úsudok	dom	úsudok	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
domen	rozsudok	dom	rozsudok	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
domen	veta	dom	veto	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
baltimore	baltimore	baltimore	baltimor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mimosa	mimosa	mimos	mimos	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
omsättning	obeh	omsättning	obeh	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
omsättning	obrat	omsättning	obrat	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kopia	kópia	kopia	kópia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kopia	replika	kopia	replika	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
koppar	meď	koppa	meď	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
koppar	medi	koppa	med	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rice	ryža	rice	ryža	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
prata	hovoriť	prata	hovoriť	V;IMP;FIN;ACT	V;IPFV;POS;NFIN
prata	porozprávať	prata	porozprávať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
ringa	volať	ringa	volať	V;FIN;ACT	V;IPFV;POS;NFIN
ringa	zavolať	ringa	zavolať	V;FIN;ACT	V;PFV;POS;NFIN
ringa	volajte	ringa	volať	V;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
morning	ráno	morning	ráno	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
nordöst	severovýchod	nordös	severovýchod	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
statligt	štátne	statlig	štátny	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
statligt	štátna	statlig	štátny	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
redigering	úprava	redigering	úprava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
villan	vila	villan	vila	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
villan	villa	villan	villa	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG
brittiskt	britská	brittisk	britský	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
brittiskt	britský	brittisk	britský	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
brittiskt	britské	brittisk	britský	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
missade	nestihol	missad	stihnúť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
missade	chýbal	missad	chýbať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
missade	zmeškal	missad	zmeškať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
folkräkning	sčítanie	folkräkning	sčítanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erkände	priznal	erkande	priznať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
erkände	priznala	erkande	priznať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
erkände	priznal	erkande	priznať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
individuellt	jednotlivo	individuell	jednotlivo	ADV	ADV
individuellt	individuálne	individuell	individuálne	ADV	ADV
individuellt	individuálne	individuell	individuálne	ADV	ADV
riktlinjer	usmernenia	riktlinje	usmernenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
riktlinjer	smernice	riktlinje	smernica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
tänder	zuby	tand	zub	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
önskar	prajem	önska	priať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
önskar	želám	önska	želať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
önskar	praje	önska	priať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
önskar	želá	önska	želať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
önskar	prajeme	önska	priať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;1;POS;PRS;FIN
gentiana	gentiana	gentian	gentian	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
unik	jedinečný	unik	jedinečný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
unik	unikátne	unik	unikátny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
unik	jedinečné	unik	jedinečný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
unik	jedinečná	unik	jedinečný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
unik	unikátny	unik	unikátny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
fakulteten	fakulta	fakultet	fakult	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
skaffa	získať	skaffa	získať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
skaffa	dostať	skaffa	dostať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
besättningen	parta	besättning	part	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
besättningen	partia	besättning	partia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
besättningen	posádka	besättning	posádka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
besättningen	štáb	besättning	štáb	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
beslutar	rozhoduje	besluta	rozhodovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fältet	pole	fält	pole	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
network	sieť	network	sieť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
lagstiftning	legislatíva	lagstiftning	legislatíva	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
smeknamn	nick	smeknamn	nick	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
smeknamn	prezývka	smeknamn	prezývka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
belgrad	belehrade	belgrad	belehrad	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
grandiflora	grandiflora	grandiflora	grandiflor	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tunnel	tunela	tunnel	tunieť	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tunnel	tunel	tunnel	tunel	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
orsaka	spôsobiť	orsak	spôsobiť	V;IMP;NFIN;ACT	V;PFV;POS;NFIN
collection	zhromažďovanie	collection	zhromažďovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
