een	egy	een	egy	DET;INDF	DET;INDF
model	modell	model	modell	N;NEUT;SG	N;NOM;SG
stem	szavazás	stem	szavazás	N;MASC+FEM;SG	N;NOM;SG
stem	hangja	stem	hang	N;MASC+FEM;SG	N;NOM;SG
stem	hang	stem	hang	N;MASC+FEM;SG	N;NOM;SG
markt	piac	markt	piac	N;MASC+FEM;SG	N;NOM;SG
markt	piaci	markt	piaci	N;MASC+FEM;SG	N;NOM;SG
markt	market	markt	mark	N;MASC+FEM;SG	N;NOM;SG
molen	szélmalom	molen	szélmalom	N;MASC+FEM;SG	N;NOM;SG
molen	malom	molen	malom	N;MASC+FEM;SG	N;NOM;SG
sociale	társadalmi	sociaal	társadalmi	ADJ	ADJ;NOM;SG
partijen	bulik	partij	bulik	N;PL	N;NOM;PL
partijen	pártok	partij	párt	N;PL	N;NOM;PL
partijen	felek	partij	fél	N;PL	N;NOM;PL
partijen	partik	partij	partik	N;PL	N;NOM;PL
geschat	becsült	schatten	becsül	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
afleveringen	epizódjainak	aflevering	epizód	N;PL	N;GEN;PL
afleveringen	epizódok	aflevering	epizód	N;PL	N;NOM;PL
genaamd	megnevezett	genaamd	megnevezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
koningin	királynő	koningin	királynő	N;MASC+FEM;SG	N;NOM;SG
koningin	királyné	koningin	király	N;MASC+FEM;SG	N;NOM;SG
mening	véleményt	mening	vélemény	N;MASC+FEM;SG	N;ACC;SG
kans	esélyt	kans	esély	N;MASC+FEM;SG	N;ACC;SG
kans	esély	kans	esély	N;MASC+FEM;SG	N;NOM;SG
kans	lehetőséget	kans	lehetőség	N;MASC+FEM;SG	N;ACC;SG
kans	lehetőség	kans	lehetőség	N;MASC+FEM;SG	N;NOM;SG
niveau	szint	niveau	szint	N;NEUT;SG	N;NOM;SG
bijzonder	speciális	bijzonder	speciális	ADJ	ADJ;NOM;SG
bisschop	püspök	bisschop	püspök	N;MASC+FEM;SG	N;NOM;SG
trok	húzta	trekken	húz	V;SG;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
trok	húzott	trekken	húz	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
hertog	herceg	hertog	herceg	N;MASC+FEM;SG	N;NOM;SG
ontwikkeld	fejlesztett	ontwikkelen	fejlesztett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ontwikkeld	kifejlesztett	ontwikkelen	kifejlesztett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
houdt	imád	houden	imád	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
houdt	szereti	houden	szeret	V;SG;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
houdt	szeret	houden	szeret	V;SG;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
rechten	jogai	recht	jogai	N;PL	N;NOM;PL
rechten	jogokkal	recht	jog	N;PL	N;INS;PL
rechten	jogok	recht	jog	N;PL	N;NOM;PL
verzoek	megkeresés	verzoek	megkeresés	N;NEUT;SG	N;NOM;SG
verzoek	kérésére	verzoek	kérés	N;NEUT;SG	N;ON+ALL;SG
verzoek	kérésre	verzoek	kérés	N;NEUT;SG	N;ON+ALL;SG
verzoek	kérés	verzoek	kérés	N;NEUT;SG	N;NOM;SG
golf	öböl	golf	öböl	N;MASC+FEM;SG	N;NOM;SG
golf	hullám	golf	hullám	N;MASC+FEM;SG	N;NOM;SG
zomer	nyáron	zomer	nyár	N;MASC+FEM;SG	N;ON+ESS;SG
teams	csapatok	team	csapat	N;PL	N;NOM;PL
groter	magasabb	groot	magas	ADJ;CMPR	ADJ;NOM;CMPR;SG
groter	nagyobb	groot	nagy	ADJ;CMPR	ADJ;NOM;CMPR;SG
groter	nagyobb	groot	nagy	ADJ;CMPR	ADJ;NOM;CMPR;SG
groter	nagyobb	groot	nagy	ADJ;CMPR	ADJ;NOM;CMPR;SG
college	kollégium	college	kollégium	N;NEUT;SG	N;NOM;SG
college	főiskola	college	főiskola	N;NEUT;SG	N;NOM;SG
college	egyetem	college	egyetem	N;NEUT;SG	N;NOM;SG
grotere	nagyobb	groot	nagy	ADJ;CMPR	ADJ;NOM;CMPR;SG
relatie	kapcsolat	relatie	kapcsolat	N;MASC+FEM;SG	N;NOM;SG
race	faj	race	faj	N;MASC+FEM;SG	N;NOM;SG
race	futam	race	futa	N;MASC+FEM;SG	N;NOM;SG
race	verseny	race	verseny	N;MASC+FEM;SG	N;NOM;SG
baan	állás	baan	állás	N;MASC+FEM;SG	N;NOM;SG
baan	meló	baan	meló	N;MASC+FEM;SG	N;NOM;SG
baan	munka	baan	munka	N;MASC+FEM;SG	N;NOM;SG
festival	fesztivál	festival	fesztivál	N;NEUT;SG	N;NOM;SG
reactie	megjegyzés	reactie	megjegyzés	N;MASC+FEM;SG	N;NOM;SG
reactie	reagálás	reactie	reagálás	N;MASC+FEM;SG	N;NOM;SG
reactie	reakció	reactie	reakció	N;MASC+FEM;SG	N;NOM;SG
reactie	reagálás	reactie	reagálás	N;MASC+FEM;SG	N;NOM;SG
reactie	reakció	reactie	reakció	N;MASC+FEM;SG	N;NOM;SG
reactie	válasz	reactie	válasz	N;MASC+FEM;SG	N;NOM;SG
opvolger	utódja	opvolger	utód	N;MASC+FEM;SG	N;NOM;SG
nominatie	jelölés	nominatie	jelölés	N;MASC+FEM;SG	N;NOM;SG
nominatie	jelölést	nominatie	jelölés	N;MASC+FEM;SG	N;ACC;SG
buurt	környéken	buurt	környék	N;MASC+FEM;SG	N;ON+ESS;SG
buurt	szomszédság	buurt	szomszédság	N;MASC+FEM;SG	N;NOM;SG
buurt	környék	buurt	környék	N;MASC+FEM;SG	N;NOM;SG
buurt	szomszédság	buurt	szomszédság	N;MASC+FEM;SG	N;NOM;SG
buurt	környék	buurt	környék	N;MASC+FEM;SG	N;NOM;SG
koor	kórus	koor	kórus	N;NEUT;SG	N;NOM;SG
koor	kórus	koor	kórus	N;NEUT;SG	N;NOM;SG
hulp	támogatás	hulp	támogatás	N;MASC+FEM;SG	N;NOM;SG
hulp	segély	hulp	segély	N;MASC+FEM;SG	N;NOM;SG
hulp	segítség	hulp	segítség	N;MASC+FEM;SG	N;NOM;SG
samenwerking	együttműködés	samenwerking	együttműködés	N;MASC+FEM;SG	N;NOM;SG
samenwerking	együttműködés	samenwerking	együttműködés	N;MASC+FEM;SG	N;NOM;SG
besluit	döntés	besluit	döntés	N;NEUT;SG	N;NOM;SG
besluit	határozat	besluit	határozat	N;NEUT;SG	N;NOM;SG
lied	dal	lied	dal	N;NEUT;SG	N;NOM;SG
lied	dalt	lied	dalt	N;NEUT;SG	N;ACC;SG
langer	magasabb	langer	magas	ADJ;CMPR	ADJ;NOM;CMPR;SG
langer	hosszabb	langer	hosszú	ADJ;CMPR	ADJ;NOM;CMPR;SG
opleiding	tréning	opleiding	tréning	N;MASC+FEM;SG	N;NOM;SG
opleiding	kiképzés	opleiding	kiképzés	N;MASC+FEM;SG	N;NOM;SG
opleiding	képzés	opleiding	képzés	N;MASC+FEM;SG	N;NOM;SG
opleiding	edzés	opleiding	edzés	N;MASC+FEM;SG	N;NOM;SG
studie	vizsgálat	studie	vizsgálat	N;MASC+FEM;SG	N;NOM;SG
studie	tanulás	studie	tanulás	N;MASC+FEM;SG	N;NOM;SG
studie	tanulmány	studie	tanulmány	N;MASC+FEM;SG	N;NOM;SG
trainer	edző	trainer	edző	N;MASC+FEM;SG	N;NOM;SG
trainer	edző	trainer	edző	N;MASC+FEM;SG	N;NOM;SG
anna	annának	anna	anna	N;MASC+FEM;SG	N;GEN;SG
groet	köszönés	groet	köszönés	N;MASC+FEM;SG	N;NOM;SG
groepen	csoportok	groep	csoport	N;PL	N;NOM;PL
groepen	csoportoknak	groep	csoport	N;PL	N;DAT;PL
georganiseerd	szervezett	organiseren	szervezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
georganiseerd	rendezett	organiseren	rendezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
georganiseerd	szervezett	organiseren	szervezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
zag	láttam	zien	lát	V;SG;PST;FIN	V;DEF;IND;SG;1;PST;FIN;ACT
zag	látta	zien	lát	V;SG;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
upload	feltöltés	upload	feltöltés	N;MASC+FEM;SG	N;NOM;SG
upload	feltöltése	upload	feltöltés	N;MASC+FEM;SG	N;NOM;SG
gitaar	gitár	gitaar	gitár	N;MASC+FEM;SG	N;NOM;SG
liep	sétált	lopen	sétál	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
situatie	szituáció	situatie	szituáció	N;MASC+FEM;SG	N;NOM;SG
situatie	helyzet	situatie	helyzet	N;MASC+FEM;SG	N;NOM;SG
verband	kötést	verband	kötés	N;NEUT;SG	N;ACC;SG
verband	kötés	verband	kötés	N;NEUT;SG	N;NOM;SG
verband	kötést	verband	kötés	N;NEUT;SG	N;ACC;SG
betekenis	jelentősége	betekenis	jelentőség	N;MASC+FEM;SG	N;NOM;SG
hoger	magasabb	hoog	magas	ADJ;CMPR	ADJ;NOM;CMPR;SG
hoger	nagyobb	hoog	nagy	ADJ;CMPR	ADJ;NOM;CMPR;SG
selectie	válogatás	selectie	válogatás	N;MASC+FEM;SG	N;NOM;SG
selectie	kiválasztás	selectie	kiválasztás	N;MASC+FEM;SG	N;NOM;SG
selectie	kijelölés	selectie	kijelölés	N;MASC+FEM;SG	N;NOM;SG
hield	szerette	houden	szeret	V;SG;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
hield	imádott	houden	imád	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
hield	szeretett	houden	szeret	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
speciale	speciális	speciaal	speciális	ADJ	ADJ;NOM;SG
jong	fiatalos	jong	fiatalos	ADJ	ADJ;NOM;SG
economische	gazdasági	economisch	gazdasági	ADJ	ADJ;NOM;SG
ontwerp	dizájn	ontwerp	dizájn	N;NEUT;SG	N;NOM;SG
ontwerp	tervezés	ontwerp	tervezés	N;NEUT;SG	N;NOM;SG
bouwen	építsünk	bouwen	épít	V;NFIN	V;INDF;IND;PL;1;PRS;FIN;ACT
bouwen	építeni	bouwen	épít	V;NFIN	V;NFIN;ACT
locatie	helyszín	locatie	helyszín	N;MASC+FEM;SG	N;NOM;SG
locatie	hely	locatie	hely	N;MASC+FEM;SG	N;NOM;SG
locatie	elhelyezkedés	locatie	elhelyezkedés	N;MASC+FEM;SG	N;NOM;SG
ontworpen	tervezett	ontwerpen	tervezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ontworpen	megtervezett	ontwerpen	megtervezett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hof	bíróság	hof	bíróság	N;NEUT;SG	N;NOM;SG
hof	udvar	hof	udvar	N;NEUT;SG	N;NOM;SG
hof	számvevőszék	hof	számvevőszék	N;NEUT;SG	N;NOM;SG
lopen	sétálni	lopen	sétál	V;NFIN	V;NFIN;ACT
lopen	sétál	lopen	sétál	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
lopen	járni	lopen	jár	V;NFIN	V;NFIN;ACT
zaak	ügy	zaak	ügy	N;MASC+FEM;SG	N;NOM;SG
zaak	eset	zaak	eset	N;MASC+FEM;SG	N;NOM;SG
gegevens	információk	gegeven	információ	N;PL	N;NOM;PL
gegevens	adatok	gegeven	adat	N;PL	N;NOM;PL
hoop	remény	hoop	remény	N;MASC+FEM;SG	N;NOM;SG
bijdragen	hozzájárulások	bijdrage	hozzájárulás	N;PL	N;NOM;PL
bijdragen	járulékok	bijdrage	járulék	N;PL	N;NOM;PL
aangepast	átalakított	aanpassen	átalakított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aangepast	módosult	aanpassen	módosul	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aangepast	átalakított	aanpassen	átalakított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aangepast	módosított	aanpassen	módosított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
stierf	meghalt	sterven	meg+hal	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
jeugd	fiatalság	jeugd	fiatalság	N;MASC+FEM;SG	N;NOM;SG
jeugd	ifjúság	jeugd	ifjúság	N;MASC+FEM;SG	N;NOM;SG
jeugd	gyerekkorom	jeugd	gyerekkorom	N;MASC+FEM;SG	N;NOM;SG
jeugd	gyermekkorom	jeugd	gyermekkorom	N;MASC+FEM;SG	N;NOM;SG
gebouwen	épületek	gebouw	épület	N;PL	N;NOM;PL
beweging	mozgás	beweging	mozgás	N;MASC+FEM;SG	N;NOM;SG
beweging	indítvány	beweging	indítvány	N;MASC+FEM;SG	N;NOM;SG
beweging	mozgás	beweging	mozgás	N;MASC+FEM;SG	N;NOM;SG
overwinning	győzelem	overwinning	győzelem	N;MASC+FEM;SG	N;NOM;SG
klooster	kolostorban	klooster	kolostor	N;NEUT;SG	N;IN+ESS;SG
klooster	kolostor	klooster	kolostor	N;NEUT;SG	N;NOM;SG
klooster	kolostor	klooster	kolostor	N;NEUT;SG	N;NOM;SG
klooster	zárda	klooster	zárda	N;NEUT;SG	N;NOM;SG
literatuur	irodalom	literatuur	irodalom	N;MASC+FEM;SG	N;NOM;SG
regels	szabályok	regel	szabály	N;PL	N;NOM;PL
fort	erőd	fort	erőd	N;NEUT;SG	N;NOM;SG
fort	erőd	fort	erőd	N;NEUT;SG	N;NOM;SG
cultuur	tenyésztés	cultuur	tenyésztés	N;MASC+FEM;SG	N;NOM;SG
cultuur	kultúra	cultuur	kultúra	N;MASC+FEM;SG	N;NOM;SG
formule	képlet	formule	képlet	N;MASC+FEM;SG	N;NOM;SG
gevormd	kialakult	vormen	kialakult	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gevormd	alakított	vormen	alakított	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gevormd	alakult	vormen	alakul	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vertaling	fordítás	vertaling	fordítás	N;MASC+FEM;SG	N;NOM;SG
voorbeelden	példák	voorbeeld	példa	N;PL	N;NOM;PL
voorbeelden	példákat	voorbeeld	példa	N;PL	N;ACC;PL
seizoenen	évszakok	seizoen	évszak	N;PL	N;NOM;PL
ouders	szülei	ouder	szül	N;PL	N;NOM;PL
ouders	szülők	ouder	szülő	N;PL	N;NOM;PL
ouders	szüleim	ouder	szül	N;PL	N;NOM;PL
ogen	szemek	oog	szem	N;PL	N;NOM;PL
ster	csillagos	ster	csillagos	N;MASC+FEM;SG	N;NOM;SG
ster	csillag	ster	csillag	N;MASC+FEM;SG	N;NOM;SG
ster	sztár	ster	sztár	N;MASC+FEM;SG	N;NOM;SG
verhalen	mesék	verhaal	mesék	N;PL	N;NOM;PL
verhalen	történetek	verhaal	történet	N;PL	N;NOM;PL
verhalen	történeteket	verhaal	történet	N;PL	N;ACC;PL
verhalen	mesék	verhaal	mesék	N;PL	N;NOM;PL
verhalen	bejegyzések	verhaal	bejegyzés	N;PL	N;NOM;PL
overheid	kormány	overheid	kormány	N;MASC+FEM;SG	N;NOM;SG
overheid	kormányzat	overheid	kormányzat	N;MASC+FEM;SG	N;NOM;SG
telde	számoltam	tellen	számol	V;SG;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
telde	számolt	tellen	számol	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
svg	svg	svg	svg	N;MASC+FEM;SG	N;NOM;SG
tegenstelling	ellentmondás	tegenstelling	ellentmondás	N;MASC+FEM;SG	N;NOM;SG
plant	üzem	plant	üz	N;MASC+FEM;SG	N;NOM;SG
plant	növény	plant	növény	N;MASC+FEM;SG	N;NOM;SG
resolutie	állásfoglalás	resolutie	állásfoglalás	N;MASC+FEM;SG	N;NOM;SG
resolutie	határozat	resolutie	határozat	N;MASC+FEM;SG	N;NOM;SG
resolutie	felbontás	resolutie	felbontás	N;MASC+FEM;SG	N;NOM;SG
motor	hajtómű	motor	hajtómű	N;MASC+FEM;SG	N;NOM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;NOM;SG
motor	motorkerékpár	motor	motorkerékpár	N;MASC+FEM;SG	N;NOM;SG
motor	motoros	motor	motoros	N;MASC+FEM;SG	N;NOM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;NOM;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;NOM;SG
motor	motorkerékpár	motor	motorkerékpár	N;MASC+FEM;SG	N;NOM;SG
denken	gondolkodik	denken	gondolkodik	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
denken	gondolkodom	denken	gondolkodik	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
kracht	erőt	kracht	erő	N;MASC+FEM;SG	N;ACC;SG
kracht	erő	kracht	erő	N;MASC+FEM;SG	N;NOM;SG
kracht	erő	kracht	erő	N;MASC+FEM;SG	N;NOM;SG
kracht	energia	kracht	energia	N;MASC+FEM;SG	N;NOM;SG
kracht	erő	kracht	erő	N;MASC+FEM;SG	N;NOM;SG
kracht	hatalom	kracht	hatalom	N;MASC+FEM;SG	N;NOM;SG
verschil	különbség	verschil	különbség	N;NEUT;SG	N;NOM;SG
clubs	klubok	club	klub	N;PL	N;NOM;PL
volgen	követni	volgen	követ	V;NFIN	V;NFIN;ACT
volgen	kövesd	volgen	kövesd	V;NFIN	V;DEF;IMP;PL;1;PRS;FIN;ACT
merk	márka	merk	márka	N;NEUT;SG	N;NOM;SG
halen	hozd	halen	hozd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
kaart	térképet	kaart	térkép	N;MASC+FEM;SG	N;ACC;SG
contact	kapcsolatfelvétel	contact	kapcsolatfelvétel	N;NEUT;SG	N;NOM;SG
contact	kapcsolattartó	contact	kapcsolattartó	N;NEUT;SG	N;NOM;SG
contact	érintkezés	contact	érintkezés	N;NEUT;SG	N;NOM;SG
contact	kapcsolat	contact	kapcsolat	N;NEUT;SG	N;NOM;SG
contact	kapcsolatba	contact	kapcsolat	N;NEUT;SG	N;IN+ALL;SG
maand	hónap	maand	hónap	N;MASC+FEM;SG	N;NOM;SG
maand	hónapja	maand	hónap	N;MASC+FEM;SG	N;NOM;SG
aanval	támadás	aanval	támadás	N;MASC+FEM;SG	N;NOM;SG
aanval	támadás	aanval	támadás	N;MASC+FEM;SG	N;NOM;SG
resultaat	végeredmény	resultaat	végeredmény	N;NEUT;SG	N;NOM;SG
resultaat	eredmény	resultaat	eredmény	N;NEUT;SG	N;NOM;SG
resultaat	eredmény	resultaat	eredmény	N;NEUT;SG	N;NOM;SG
verspreiding	diffúziós	verspreiding	diffúziós	N;MASC+FEM;SG	N;NOM;SG
verspreiding	terjesztése	verspreiding	terjesztés	N;MASC+FEM;SG	N;NOM;SG
verspreiding	terjesztés	verspreiding	terjesztés	N;MASC+FEM;SG	N;NOM;SG
teksten	szövegek	tekst	szöveg	N;PL	N;NOM;PL
teksten	szövegek	tekst	szöveg	N;PL	N;NOM;PL
instituut	intézet	instituut	intézet	N;NEUT;SG	N;NOM;SG
instituut	intézmény	instituut	intézmény	N;NEUT;SG	N;NOM;SG
gesproken	beszélt	spreken	beszél	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
arts	orvos	arts	orvos	N;MASC+FEM;SG	N;NOM;SG
arts	orvos	arts	orvos	N;MASC+FEM;SG	N;NOM;SG
commissie	bizottság	commissie	bizottság	N;MASC+FEM;SG	N;NOM;SG
commissie	jutalék	commissie	jutalék	N;MASC+FEM;SG	N;NOM;SG
commissie	jutalékot	commissie	jutalék	N;MASC+FEM;SG	N;ACC;SG
commissie	bizottság	commissie	bizottság	N;MASC+FEM;SG	N;NOM;SG
kruis	kereszt	kruis	kereszt	N;NEUT;SG	N;NOM;SG
verleden	múlt	verleden	múlt	N;NEUT;SG	N;NOM;SG
zangeres	énekes	zangeres	énekes	N;MASC+FEM;SG	N;NOM;SG
euro	euró	euro	euró	N;MASC+FEM;SG	N;NOM;SG
euro	euró	euro	euró	N;MASC+FEM;SG	N;NOM;SG
euro	euróban	euro	euró	N;MASC+FEM;SG	N;IN+ESS;SG
bank	bank	bank	bank	N;MASC+FEM;SG	N;NOM;SG
bank	kanapé	bank	kanapé	N;MASC+FEM;SG	N;NOM;SG
uitgeverij	kiadó	uitgeverij	kiadó	N;MASC+FEM;SG	N;NOM;SG
uitgeverij	kiadás	uitgeverij	kiadás	N;MASC+FEM;SG	N;NOM;SG
uitgeverij	kiadó	uitgeverij	kiadó	N;MASC+FEM;SG	N;NOM;SG
uitgeverij	közzététel	uitgeverij	közzététel	N;MASC+FEM;SG	N;NOM;SG
winnen	nyerni	winnen	nyer	V;NFIN	V;NFIN;ACT
winnen	nyerj	winnen	nyerj	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
naties	nemzetek	naties	nemzet	N;PL	N;NOM;PL
eigenaar	tulaj	eigenaar	tulaj	N;MASC+FEM;SG	N;NOM;SG
eigenaar	tulajdonos	eigenaar	tulajdonos	N;MASC+FEM;SG	N;NOM;SG
eigenaar	tulajdonosa	eigenaar	tulajdonos	N;MASC+FEM;SG	N;NOM;SG
oudere	idősebb	oud	idős	ADJ;CMPR	ADJ;NOM;CMPR;SG
oudere	öregebb	oud	öregebb	ADJ;CMPR	ADJ;NOM;CMPR;SG
oudere	idősebb	oud	idős	ADJ;CMPR	ADJ;NOM;CMPR;SG
oudere	régebbi	oud	régebbi	ADJ;CMPR	ADJ;NOM;CMPR;SG
bos	erdőben	bos	erdő	N;NEUT;SG	N;IN+ESS;SG
begraafplaats	temetőben	begraafplaats	temető	N;MASC+FEM;SG	N;IN+ESS;SG
begraafplaats	temető	begraafplaats	temető	N;MASC+FEM;SG	N;NOM;SG
begraafplaats	temetőben	begraafplaats	temető	N;MASC+FEM;SG	N;IN+ESS;SG
begraafplaats	temető	begraafplaats	temető	N;MASC+FEM;SG	N;NOM;SG
combinatie	kombináció	combinatie	kombináció	N;MASC+FEM;SG	N;NOM;SG
combinatie	kombó	combinatie	kombó	N;MASC+FEM;SG	N;NOM;SG
bedrijven	vállalatok	bedrijf	vállalat	N;PL	N;NOM;PL
bedrijven	társaságok	bedrijf	társaság	N;PL	N;NOM;PL
bedrijven	cégek	bedrijf	cég	N;PL	N;NOM;PL
bedrijven	vállalkozások	bedrijf	vállalkozás	N;PL	N;NOM;PL
bedrijven	üzletek	bedrijf	üzlet	N;PL	N;NOM;PL
bedrijven	vállalkozások	bedrijf	vállalkozás	N;PL	N;NOM;PL
gemiddelde	átlagos	gemiddeld	átlagos	ADJ	ADJ;NOM;SG
gemiddelde	átlagosan	gemiddeld	átlagos	ADJ	ADJ;FRML;SG
verschenen	megjelent	verschijnen	megjelent	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verschenen	közzétette	verschijnen	közzétet	V;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
verschenen	publikált	verschijnen	publikált	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verschenen	közzétett	verschijnen	közzétett	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
beschikbaar	elérhető	beschikbaar	elérhető	ADJ	ADJ;NOM;SG
beschikbaar	rendelhető	beschikbaar	rendelhető	ADJ	ADJ;NOM;SG
lezen	olvasott	lezen	olvasot	V;NFIN	V;INDF;IND;SG;3;PST;FIN;ACT
lezen	olvasok	lezen	olvas	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
lezen	olvasni	lezen	olvas	V;NFIN	V;NFIN;ACT
deelnemers	résztvevőknek	deelnemer	résztvevő	N;PL	N;DAT;PL
deelnemers	résztvevők	deelnemer	résztvevő	N;PL	N;NOM;PL
deelnemers	résztvevők	deelnemer	résztvevő	N;PL	N;NOM;PL
haven	kikötő	haven	kikötő	N;MASC+FEM;SG	N;NOM;SG
behouden	megőrizni	behouden	megőriz	V;V.PTCP	V;NFIN;ACT
behouden	megtartott	behouden	megtartott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
jaarlijks	éves	jaarlijks	éves	ADJ	ADJ;NOM;SG
jaarlijks	éves	jaarlijks	éves	ADJ	ADJ;NOM;SG
rock	szikla	rock	szikla	N;MASC+FEM;SG	N;NOM;SG
rock	kő	rock	kő	N;MASC+FEM;SG	N;NOM;SG
verdeeld	megosztott	verdelen	megosztott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verdeeld	elosztott	verdelen	elosztott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verdeeld	osztott	verdelen	osztott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
theater	színház	theater	színház	N;NEUT;SG	N;NOM;SG
theater	színházi	theater	színházi	N;NEUT;SG	N;NOM;SG
theater	színház	theater	színház	N;NEUT;SG	N;NOM;SG
tijdschrift	magazin	tijdschrift	magazin	N;NEUT;SG	N;NOM;SG
tijdschrift	tár	tijdschrift	tár	N;NEUT;SG	N;NOM;SG
tijdschrift	újság	tijdschrift	újság	N;NEUT;SG	N;NOM;SG
tijdschrift	journal	tijdschrift	journal	N;NEUT;SG	N;NOM;SG
tijdschrift	napló	tijdschrift	napló	N;NEUT;SG	N;NOM;SG
tijdschrift	lap	tijdschrift	lap	N;NEUT;SG	N;NOM;SG
tijdschrift	lapjában	tijdschrift	lap	N;NEUT;SG	N;IN+ESS;SG
mond	száj	mond	száj	N;MASC+FEM;SG	N;NOM;SG
planten	üzemek	plant	üz	N;PL	N;NOM;PL
planten	növények	plant	növény	N;PL	N;NOM;PL
materiaal	berendezés	materiaal	berendezés	N;NEUT;SG	N;NOM;SG
materiaal	felszerelés	materiaal	felszerelés	N;NEUT;SG	N;NOM;SG
materiaal	anyag	materiaal	anyag	N;NEUT;SG	N;NOM;SG
materiaal	anyaga	materiaal	anyag	N;NEUT;SG	N;NOM;SG
activiteiten	tevékenységei	activiteit	tevékenység	N;PL	N;NOM;PL
activiteiten	tevékenységek	activiteit	tevékenység	N;PL	N;NOM;PL
beginnen	kezdeni	beginnen	kezd	V;NFIN	V;NFIN;ACT
hoogleraar	professzor	hoogleraar	professzor	N;MASC+FEM;SG	N;NOM;SG
henry	henrik	henry	henrik	N;MASC+FEM;SG	N;NOM;SG
steun	támogatás	steun	támogatás	N;MASC+FEM;SG	N;NOM;SG
steun	segély	steun	segély	N;MASC+FEM;SG	N;NOM;SG
steun	támogatás	steun	támogatás	N;MASC+FEM;SG	N;NOM;SG
steun	támogatást	steun	támogatás	N;MASC+FEM;SG	N;ACC;SG
verlaten	kihalt	verlaten	ki+hal	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verlaten	elhagyatott	verlaten	elhagyatott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verlaten	elhagyott	verlaten	el+hagyott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verlaten	elhagyatott	verlaten	elhagyatott	V;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bisdom	püspökség	bisdom	püspökség	N;NEUT;SG	N;NOM;SG
bisdom	egyházmegye	bisdom	egyházmegy	N;NEUT;SG	N;NOM;SG
groeide	megnőtt	groeien	megnőtt	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
groeide	nőtt	groeien	nő	V;SG;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
