رده	класс	رده	класс	N;SG	N;INAN;NOM;MASC;SG
موفق	успешная	موفق	успешный	ADJ	ADJ;NOM;FEM;SG
موفق	успешный	موفق	успешный	ADJ	ADJ;NOM;MASC;SG
پایین	вниз	پایین	вниз	ADV;ESS	ADV
پایین	снизу	پایین	снизу	ADV;ESS	ADV
پدر	папа	پدر	папа	N;SG	N;ANIM;NOM;MASC;SG
پدر	отец	پدر	отец	N;SG	N;ANIM;NOM;MASC;SG
پدر	отец	پدر	отец	N;SG	N;ANIM;NOM;MASC;SG
حق	истина	حق	истина	N;SG	N;INAN;NOM;FEM;SG
حق	правду	حق	правда	N;SG	N;INAN;ACC;FEM;SG
گذشته	прошлое	گذشته	прошлое	N;SG	N;INAN;NOM;NEUT;SG
گذشته	прошлом	گذشته	прошлое	N;SG	N;INAN;ESS;NEUT;SG
کیفیت	качество	کیفیت	качество	N;SG	N;INAN;NOM;NEUT;SG
ازدواج	замужем	ازدواج	замужем	N;SG	N;ANIM;INS;MASC;SG
ازدواج	женат	ازدواج	женатый	N;SG	N;ANIM;NOM;MASC;SG
ازدواج	брак	ازدواج	брак	N;SG	N;INAN;NOM;MASC;SG
ازدواج	свадьбу	ازدواج	свадьба	N;SG	N;INAN;ACC;FEM;SG
ازدواج	свадьба	ازدواج	свадьба	N;SG	N;INAN;NOM;FEM;SG
خارجی	внешнее	خارجی	внешний	ADJ	ADJ;NOM;NEUT;SG
خارجی	внешние	خارجی	внешний	ADJ	ADJ;NOM;PL
خارجی	внешняя	خارجی	внешний	ADJ	ADJ;NOM;FEM;SG
خارجی	внешних	خارجی	внешний	ADJ	ADJ;GEN;PL
خارجی	внешний	خارجی	внешний	ADJ	ADJ;NOM;MASC;SG
خارجی	внешние	خارجی	внешний	ADJ	ADJ;NOM;PL
خارجی	внешняя	خارجی	внешний	ADJ	ADJ;NOM;FEM;SG
خارجی	иностранный	خارجی	иностранный	ADJ	ADJ;NOM;MASC;SG
خارجی	иностранное	خارجی	иностранный	ADJ	ADJ;NOM;NEUT;SG
خارجی	иностранных	خارجی	иностранный	ADJ	ADJ;GEN;PL
انتشارات	издателей	انتشار	издатель	N;PL	N;ANIM;GEN;MASC;PL
میزان	баланс	میزان	баланс	N;SG	N;INAN;NOM;MASC;SG
میزان	остаток	میزان	остаток	N;SG	N;INAN;NOM;MASC;SG
میزان	равновесие	میزان	равновесие	N;SG	N;INAN;NOM;NEUT;SG
بالاتر	выше	بالا	высокий	ADJ;CMPR	ADJ;CMPR
فعال	активная	فعال	активный	ADJ	ADJ;NOM;FEM;SG
فعال	активны	فعال	активный	ADJ	ADJ;PL
فعال	активный	فعال	активный	ADJ	ADJ;NOM;MASC;SG
فعال	активное	فعال	активный	ADJ	ADJ;NOM;NEUT;SG
فعال	активные	فعال	активный	ADJ	ADJ;NOM;PL
اینجا	здесь	اینجا	здесь	ADV;ESS	ADV
پادشاهی	царство	پادشاه	царство	N;SG	N;INAN;NOM;NEUT;SG
پادشاهی	королевство	پادشاه	королевство	N;SG	N;INAN;NOM;NEUT;SG
کمربند	ремень	کمربند	ремень	N;SG	N;INAN;NOM;MASC;SG
کمربند	пояс	کمربند	пояс	N;SG	N;INAN;NOM;MASC;SG
واحد	деление	واحد	деление	N;SG	N;INAN;NOM;NEUT;SG
واحد	дивизион	واحد	дивизион	N;SG	N;INAN;NOM;MASC;SG
واحد	подразделение	واحد	подразделение	N;SG	N;INAN;NOM;NEUT;SG
واحد	отдел	واحد	отдел	N;SG	N;INAN;NOM;MASC;SG
واحد	подразделение	واحد	подразделение	N;SG	N;INAN;NOM;NEUT;SG
واحد	единица	واحد	единица	N;SG	N;INAN;NOM;FEM;SG
چندین	множественные	چندین	множественный	ADJ	ADJ;NOM;PL
اندازه	размер	اندازه	размер	N;SG	N;INAN;NOM;MASC;SG
خیابان	улица	خیابان	улица	N;SG	N;INAN;NOM;FEM;SG
عالی	идеальная	عالی	идеальный	ADJ	ADJ;NOM;FEM;SG
عالی	идеальный	عالی	идеальный	ADJ	ADJ;NOM;MASC;SG
عالی	замечательно	عالی	замечательный	ADJ	ADJ;NEUT;SG
عالی	чудесные	عالی	чудесный	ADJ	ADJ;NOM;PL
عالی	чудесная	عالی	чудесный	ADJ	ADJ;NOM;FEM;SG
عالی	круто	عالی	крутой	ADJ	ADJ;NEUT;SG
عالی	классные	عالی	классный	ADJ	ADJ;NOM;PL
عالی	классная	عالی	классный	ADJ	ADJ;NOM;FEM;SG
نگاره	имидж	نگاره	имидж	N;SG	N;INAN;NOM;MASC;SG
نگاره	картинка	نگاره	картинка	N;SG	N;INAN;NOM;FEM;SG
نگاره	образ	نگاره	образ	N;SG	N;INAN;NOM;MASC;SG
نگاره	изображение	نگاره	изображение	N;SG	N;INAN;NOM;NEUT;SG
هدف	цель	هدف	цель	N;SG	N;INAN;NOM;FEM;SG
هدف	гол	هدف	гол	N;SG	N;INAN;NOM;MASC;SG
هدف	мишень	هدف	мишень	N;SG	N;INAN;NOM;FEM;SG
هدف	цель	هدف	цель	N;SG	N;INAN;NOM;FEM;SG
هنرپیشه	актёр	هنرپیشه	актёр	N;SG	N;ANIM;NOM;MASC;SG
هنرپیشه	актер	هنرپیشه	актер	N;SG	N;ANIM;NOM;MASC;SG
قهرمانی	чемпионат	قهرمانی	чемпионат	N;SG	N;INAN;NOM;MASC;SG
دستگاه	устройство	دستگاه	устройство	N;SG	N;INAN;NOM;NEUT;SG
دستگاه	машина	دستگاه	машина	N;SG	N;INAN;NOM;FEM;SG
دستگاه	аппарат	دستگاه	аппарат	N;SG	N;INAN;NOM;MASC;SG
طرح	скетч	طرح	скетч	N;SG	N;INAN;NOM;MASC;SG
طرح	набросок	طرح	набросок	N;SG	N;INAN;NOM;MASC;SG
طرح	конструкция	طرح	конструкция	N;SG	N;INAN;NOM;FEM;SG
طرح	проектирование	طرح	проектирование	N;SG	N;INAN;NOM;NEUT;SG
طرح	дизайн	طرح	дизайн	N;SG	N;INAN;NOM;MASC;SG
میرزا	мирза	میرزا	мирза	N;SG	N;ANIM;NOM;MASC;SG
پنج	пятеро	پنج	пятеро	NUM	NUM;NOM
پنج	пять	پنج	пять	NUM	NUM;NOM
برد	победить	برد#بر	победить	V;SG;3;PST	V;PFV;NFIN;ACT
برد	выиграть	برد#بر	выиграть	V;SG;3;PST	V;PFV;NFIN;ACT
پل	мостик	پل	мостик	N;SG	N;INAN;NOM;MASC;SG
پل	мост	پل	мост	N;SG	N;INAN;NOM;MASC;SG
پل	павел	پل	павел	N;SG	N;ANIM;NOM;MASC;SG
پل	пол	پل	пол	N;SG	N;INAN;NOM;MASC;SG
پل	пауль	پل	пауль	N;SG	N;ANIM;NOM;MASC;SG
پل	поль	پل	поль	N;SG	N;ANIM;NOM;MASC;SG
ترابری	транспорт	None	транспорт	N;SG	N;INAN;NOM;MASC;SG
ترابری	перевозка	None	перевозка	N;SG	N;INAN;NOM;FEM;SG
ارتباط	связь	ارتباط	связь	N;SG	N;INAN;NOM;FEM;SG
ارتباط	коммуникация	ارتباط	коммуникация	N;SG	N;INAN;NOM;FEM;SG
ارتباط	общение	ارتباط	общение	N;SG	N;INAN;NOM;NEUT;SG
ارتباط	связь	ارتباط	связь	N;SG	N;INAN;NOM;FEM;SG
ارتباط	подключение	ارتباط	подключение	N;SG	N;INAN;NOM;NEUT;SG
ارتباط	соединение	ارتباط	соединение	N;SG	N;INAN;NOM;NEUT;SG
ارتباط	контакт	ارتباط	контакт	N;SG	N;INAN;NOM;MASC;SG
پخش	трансляция	پخش	трансляция	N;SG	N;INAN;NOM;FEM;SG
پخش	вещание	پخش	вещание	N;SG	N;INAN;NOM;NEUT;SG
امام	имам	امام	имам	N;SG	N;ANIM;NOM;MASC;SG
اراضی	земли	ارض	земля	N;PL	N;INAN;NOM;FEM;PL
اراضی	земель	ارض	земля	N;PL	N;INAN;GEN;FEM;PL
مشکل	проблема	مشکل	проблема	N;SG	N;INAN;NOM;FEM;SG
مشکل	беда	مشکل	беда	N;SG	N;INAN;NOM;FEM;SG
نفت	нефти	نفت	нефть	N;SG	N;INAN;GEN;FEM;SG
نفت	нефть	نفت	нефть	N;SG	N;INAN;NOM;FEM;SG
نفت	масло	نفت	масло	N;SG	N;INAN;NOM;NEUT;SG
نفت	нефти	نفت	нефть	N;SG	N;INAN;GEN;FEM;SG
نفت	нефть	نفت	нефть	N;SG	N;INAN;NOM;FEM;SG
شرایط	термины	شرایط	термин	N;PL	N;INAN;NOM;MASC;PL
شرایط	условия	شرایط	условие	N;PL	N;INAN;NOM;NEUT;PL
شرایط	обстоятельства	شرایط	обстоятельство	N;PL	N;INAN;NOM;NEUT;PL
شرایط	условия	شرایط	условие	N;PL	N;INAN;NOM;NEUT;PL
شرایط	обстоятельства	شرایط	обстоятельство	N;PL	N;INAN;NOM;NEUT;PL
کارگردان	режиссер	کارگردان	режиссер	N;SG	N;ANIM;NOM;MASC;SG
کارگردان	режиссёр	کارگردان	режиссёр	N;SG	N;ANIM;NOM;MASC;SG
کارگردان	директор	کارگردان	директор	N;SG	N;ANIM;NOM;MASC;SG
دانشکده	коллегия	دانشکده	коллегия	N;SG	N;INAN;NOM;FEM;SG
دانشکده	колледж	دانشکده	колледж	N;SG	N;INAN;NOM;MASC;SG
دختر	девочка	دختر	девочка	N;SG	N;ANIM;NOM;FEM;SG
دختر	девчонка	دختر	девчонка	N;SG	N;ANIM;NOM;FEM;SG
دختر	девушка	دختر	девушка	N;SG	N;ANIM;NOM;FEM;SG
دختر	дочь	دختر	дочь	N;SG	N;ANIM;NOM;FEM;SG
دختر	дочка	دختر	дочка	N;SG	N;ANIM;NOM;FEM;SG
نور	свет	نور	свет	N;SG	N;INAN;NOM;MASC;SG
نور	света	نور	свет	N;SG	N;INAN;GEN;MASC;SG
اجرای	исполнение	اجرا	исполнение	N;SG	N;INAN;NOM;NEUT;SG
اجرای	казнь	اجرا	казнь	N;SG	N;INAN;NOM;FEM;SG
لازم	необходимо	لازم	необходимый	ADJ	ADJ;NEUT;SG
لازم	необходимая	لازم	необходимый	ADJ	ADJ;NOM;FEM;SG
لازم	необходимые	لازم	необходимый	ADJ	ADJ;NOM;PL
لازم	необходимое	لازم	необходимый	ADJ	ADJ;NOM;NEUT;SG
لازم	необходимый	لازم	необходимый	ADJ	ADJ;NOM;MASC;SG
سازی	эскалация	سازی	эскалация	N;SG	N;INAN;NOM;FEM;SG
سازی	эскалации	سازی	эскалация	N;SG	N;INAN;NOM;FEM;SG
شکست	провал	شکست	провал	N;SG	N;INAN;NOM;MASC;SG
شکست	неудача	شکست	неудача	N;SG	N;INAN;NOM;FEM;SG
شکست	провал	شکست	провал	N;SG	N;INAN;NOM;MASC;SG
شکست	поражение	شکست	поражение	N;SG	N;INAN;NOM;NEUT;SG
رشد	роста	رشد	рост	N;SG	N;INAN;GEN;MASC;SG
رشد	рост	رشد	рост	N;SG	N;INAN;NOM;MASC;SG
گزارش	отчёт	گزارش	отчёт	N;SG	N;INAN;NOM;MASC;SG
گزارش	доклад	گزارش	доклад	N;SG	N;INAN;NOM;MASC;SG
گزارش	отчет	گزارش	отчет	N;SG	N;INAN;NOM;MASC;SG
پرداخت	оплата	پرداخت	оплата	N;SG	N;INAN;NOM;FEM;SG
پرداخت	оплата	پرداخت	оплата	N;SG	N;INAN;NOM;FEM;SG
پرداخت	выплата	پرداخت	выплата	N;SG	N;INAN;NOM;FEM;SG
پرداخت	платеж	پرداخت	платеж	N;SG	N;INAN;NOM;MASC;SG
پرداخت	оплаты	پرداخت	оплата	N;SG	N;INAN;GEN;FEM;SG
هلند	холланд	هلند	холланд	N;SG	N;ANIM;NOM;MASC;SG
مالی	финансовых	مالی	финансовый	ADJ	ADJ;GEN;PL
مالی	финансовая	مالی	финансовый	ADJ	ADJ;NOM;FEM;SG
مالی	финансовые	مالی	финансовый	ADJ	ADJ;NOM;PL
زیاد	многое	زیاد	многое	N;SG	N;INAN;NOM;NEUT;SG
اضافه	дополнительные	اضافه	дополнительный	ADJ	ADJ;NOM;PL
اضافه	дополнительное	اضافه	дополнительный	ADJ	ADJ;NOM;NEUT;SG
اضافه	дополнительная	اضافه	дополнительный	ADJ	ADJ;NOM;FEM;SG
ورزشگاه	спортзал	ورزشگاه	спортзал	N;SG	N;INAN;NOM;MASC;SG
ورزشگاه	зал	ورزشگاه	зал	N;SG	N;INAN;NOM;MASC;SG
ورزشگاه	стадион	ورزشگاه	стадион	N;SG	N;INAN;NOM;MASC;SG
جنسی	секс	جنسی	секс	N;SG	N;INAN;NOM;MASC;SG
تأسیس	учреждение	تأسیس	учреждение	N;SG	N;INAN;NOM;NEUT;SG
مهدی	махди	مهدی	махди	N;SG	N;INAN;NOM;MASC;SG
مهدی	мехди	مهدی	мехди	N;SG	N;ANIM;NOM;MASC;SG
شعر	стих	شعر	стих	N;SG	N;INAN;NOM;MASC;SG
شعر	стихотворение	شعر	стихотворение	N;SG	N;INAN;NOM;NEUT;SG
شعر	поэзия	شعر	поэзия	N;SG	N;INAN;NOM;FEM;SG
شرح	объяснение	شرح	объяснение	N;SG	N;INAN;NOM;NEUT;SG
شرح	пояснение	شرح	пояснение	N;SG	N;INAN;NOM;NEUT;SG
شرح	разъяснение	شرح	разъяснение	N;SG	N;INAN;NOM;NEUT;SG
شرح	описание	شرح	описание	N;SG	N;INAN;NOM;NEUT;SG
فناوری	технология	فناوری	технология	N;SG	N;INAN;NOM;FEM;SG
فناوری	техника	فناوری	техника	N;SG	N;INAN;NOM;FEM;SG
ترتیب	орден	ترتیب	орден	N;SG	N;INAN;NOM;MASC;SG
ترتیب	заказ	ترتیب	заказ	N;SG	N;INAN;NOM;MASC;SG
ترتیب	приказ	ترتیب	приказ	N;SG	N;INAN;NOM;MASC;SG
ترتیب	порядок	ترتیب	порядок	N;SG	N;INAN;NOM;MASC;SG
مادر	мама	مادر	мама	N;SG	N;ANIM;NOM;FEM;SG
مادر	мать	مادر	мать	N;SG	N;ANIM;NOM;FEM;SG
مادر	мама	مادر	мама	N;SG	N;ANIM;NOM;FEM;SG
مادر	матерь	مادر	матерь	N;SG	N;ANIM;NOM;FEM;SG
مادر	матушка	مادر	матушка	N;SG	N;ANIM;NOM;FEM;SG
وضعیت	статус	وضعیت	статус	N;SG	N;INAN;NOM;MASC;SG
وضعیت	состояние	وضعیت	состояние	N;SG	N;INAN;NOM;NEUT;SG
وضعیت	ситуация	وضعیت	ситуация	N;SG	N;INAN;NOM;FEM;SG
وضعیت	положение	وضعیت	положение	N;SG	N;INAN;NOM;NEUT;SG
وضعیت	штат	وضعیت	штат	N;SG	N;INAN;NOM;MASC;SG
وضعیت	состояние	وضعیت	состояние	N;SG	N;INAN;NOM;NEUT;SG
وضعیت	государство	وضعیت	государство	N;SG	N;INAN;NOM;NEUT;SG
نمونه	образец	نمونه	образец	N;SG	N;INAN;NOM;MASC;SG
نمونه	выборка	نمونه	выборка	N;SG	N;INAN;NOM;FEM;SG
نمونه	образец	نمونه	образец	N;SG	N;INAN;NOM;MASC;SG
نمونه	пример	نمونه	пример	N;SG	N;INAN;NOM;MASC;SG
نامزد	жених	نامزد	жених	N;SG	N;ANIM;NOM;MASC;SG
نامزد	кандидат	نامزد	кандидат	N;SG	N;ANIM;NOM;MASC;SG
لیتر	литр	None	литр	N;SG	N;INAN;NOM;MASC;SG
لیتر	литр	None	литр	N;SG	N;INAN;NOM;MASC;SG
لاتین	латино	لاتین	латино	N;SG	N;INAN;NOM;MASC;SG
مثال	пример	مثال	пример	N;SG	N;INAN;NOM;MASC;SG
سوئد	швеции	سوئد	швеция	N;SG	N;INAN;NOM;FEM;SG
سوئد	швеция	سوئد	швеция	N;SG	N;INAN;NOM;FEM;SG
مدل	образец	مدل	образец	N;SG	N;INAN;NOM;MASC;SG
مدل	модель	مدل	модель	N;SG	N;INAN;NOM;FEM;SG
دوستان	друзей	دوست	друг	N;PL	N;ANIM;GEN;MASC;PL
دوستان	друзья	دوست	друг	N;PL	N;ANIM;NOM;MASC;PL
مسیر	путь	مسیر	путь	N;SG	N;INAN;NOM;MASC;SG
مسیر	маршрут	مسیر	маршрут	N;SG	N;INAN;NOM;MASC;SG
مسیر	трасса	مسیر	трасса	N;SG	N;INAN;NOM;FEM;SG
دسته	категория	دسته	категория	N;SG	N;INAN;NOM;FEM;SG
دسته	кучка	دسته	кучка	N;SG	N;INAN;NOM;FEM;SG
دسته	партия	دسته	партия	N;SG	N;INAN;NOM;FEM;SG
دانش	знание	دانش	знание	N;SG	N;INAN;NOM;NEUT;SG
ترانه	песня	ترانه	песня	N;SG	N;INAN;NOM;FEM;SG
ترانه	песнь	ترانه	песнь	N;SG	N;INAN;NOM;FEM;SG
کشته	убита	کشت#کش	убить	V;SG;3;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
کشته	убил	کشت#کش	убить	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
کشته	убит	کشت#کش	убить	V;SG;3;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
چرا	зачем	چرا	зачем	ADV	ADV
چرا	почему	چرا	почему	ADV	ADV
پایگاه	база	None	база	N;SG	N;INAN;NOM;FEM;SG
پایگاه	основание	None	основание	N;SG	N;INAN;NOM;NEUT;SG
مکان	место	مکان	место	N;SG	N;INAN;NOM;NEUT;SG
مکان	местоположение	مکان	местоположение	N;SG	N;INAN;NOM;NEUT;SG
مکان	расположение	مکان	расположение	N;SG	N;INAN;NOM;NEUT;SG
مکان	местонахождение	مکان	местонахождение	N;SG	N;INAN;NOM;NEUT;SG
مکان	место	مکان	место	N;SG	N;INAN;NOM;NEUT;SG
فکر	мышление	فکر	мышление	N;SG	N;INAN;NOM;NEUT;SG
اولیه	начального	اولیه	начальный	ADJ	ADJ;GEN;MASC;SG
اولیه	первичные	اولیه	первичный	ADJ	ADJ;NOM;PL
اولیه	начальное	اولیه	начальный	ADJ	ADJ;NOM;NEUT;SG
گسترش	расширения	گسترش	расширение	N;SG	N;INAN;NOM;NEUT;SG
گسترش	расширение	گسترش	расширение	N;SG	N;INAN;NOM;NEUT;SG
گسترش	расширение	گسترش	расширение	N;SG	N;INAN;NOM;NEUT;SG
گسترش	расширения	گسترش	расширение	N;SG	N;INAN;NOM;NEUT;SG
شناگران	пловцы	شناگر	пловц	N;PL	N;ANIM;NOM;MASC;PL
عدم	отсутствие	عدم	отсутствие	N;SG	N;INAN;NOM;NEUT;SG
عدم	недостаток	عدم	недостаток	N;SG	N;INAN;NOM;MASC;SG
عدد	число	عدد	число	N;SG	N;INAN;NOM;NEUT;SG
عدد	номер	عدد	номер	N;SG	N;INAN;NOM;MASC;SG
عدد	количество	عدد	количество	N;SG	N;INAN;NOM;NEUT;SG
عدد	числа	عدد	число	N;SG	N;INAN;GEN;NEUT;SG
تعریف	определение	تعریف	определение	N;SG	N;INAN;NOM;NEUT;SG
تعریف	комплимент	تعریف	комплимент	N;SG	N;INAN;NOM;MASC;SG
نو	новые	نو	новый	ADJ	ADJ;NOM;PL
نو	новая	نو	новый	ADJ	ADJ;NOM;FEM;SG
نو	новый	نو	новый	ADJ	ADJ;NOM;MASC;SG
نو	новых	نو	новый	ADJ	ADJ;GEN;PL
نو	новое	نو	новый	ADJ	ADJ;NOM;NEUT;SG
خدمات	услуг	خدمت	услуга	N;PL	N;INAN;GEN;FEM;PL
خدمات	услуги	خدمت	услуга	N;PL	N;INAN;NOM;FEM;PL
خدمات	службы	خدمت	служба	N;PL	N;INAN;NOM;FEM;PL
خدمات	службы	خدمت	служба	N;PL	N;INAN;NOM;FEM;PL
خدمات	услуги	خدمت	услуга	N;PL	N;INAN;NOM;FEM;PL
همسر	супруг	همسر	супруг	N;SG	N;ANIM;NOM;MASC;SG
همسر	супруга	همسر	супруга	N;SG	N;ANIM;NOM;FEM;SG
همسر	муж	همسر	муж	N;SG	N;ANIM;NOM;MASC;SG
همسر	жене	همسر	жена	N;SG	N;ANIM;DAT;FEM;SG
همسر	жена	همسر	жена	N;SG	N;ANIM;NOM;FEM;SG
فرزند	потомство	فرزند	потомство	N;SG	N;INAN;NOM;NEUT;SG
فرزند	дитя	فرزند	дитя	N;SG	N;INAN;NOM;NEUT;SG
فرزند	ребенок	فرزند	ребенок	N;SG	N;ANIM;NOM;MASC;SG
فرزند	ребёнок	فرزند	ребёнок	N;SG	N;ANIM;NOM;MASC;SG
فرزند	ребенка	فرزند	ребенок	N;SG	N;ANIM;ACC;MASC;SG
پهلوی	пехлеви	None	пехлевь	N;SG	N;INAN;NOM;MASC;SG
مصرف	потребления	مصرف	потребление	N;SG	N;INAN;GEN;NEUT;SG
مصرف	потребление	مصرف	потребление	N;SG	N;INAN;NOM;NEUT;SG
لهستان	польши	لهستان	польша	N;SG	N;INAN;NOM;FEM;SG
لهستان	польша	لهستان	польша	N;SG	N;INAN;NOM;FEM;SG
لهستان	польшу	لهستان	польша	N;SG	N;INAN;ACC;FEM;SG
تقسیم	деление	تقسیم	деление	N;SG	N;INAN;NOM;NEUT;SG
تقسیم	дивизион	تقسیم	дивизион	N;SG	N;INAN;NOM;MASC;SG
تقسیم	подразделение	تقسیم	подразделение	N;SG	N;INAN;NOM;NEUT;SG
تقسیم	отдел	تقسیم	отдел	N;SG	N;INAN;NOM;MASC;SG
روزنامه	газету	روزنامه	газета	N;SG	N;INAN;ACC;FEM;SG
روزنامه	газета	روزنامه	газета	N;SG	N;INAN;NOM;FEM;SG
تن	тунца	تن	тунец	N;SG	N;INAN;GEN;MASC;SG
تن	тонну	تن	тонна	N;SG	N;INAN;ACC;FEM;SG
تن	тон	تن	тон	N;SG	N;INAN;NOM;MASC;SG
اتحاد	союз	اتحاد	союз	N;SG	N;INAN;NOM;MASC;SG
اتحاد	профсоюз	اتحاد	профсоюз	N;SG	N;INAN;NOM;MASC;SG
اتحاد	юнион	اتحاد	юнион	N;SG	N;INAN;NOM;MASC;SG
اتحاد	союза	اتحاد	союз	N;SG	N;INAN;GEN;MASC;SG
اتحاد	единства	اتحاد	единство	N;SG	N;INAN;GEN;NEUT;SG
اتحاد	единство	اتحاد	единство	N;SG	N;INAN;NOM;NEUT;SG
اتحاد	альянс	اتحاد	альянс	N;SG	N;INAN;NOM;MASC;SG
اتحاد	солидарности	اتحاد	солидарность	N;SG	N;INAN;NOM;FEM;SG
اتحاد	солидарность	اتحاد	солидарность	N;SG	N;INAN;NOM;FEM;SG
نظریه	теория	نظریه	теория	N;SG	N;INAN;NOM;FEM;SG
خاک	пыль	خاک	пыль	N;SG	N;INAN;NOM;FEM;SG
خاک	пыли	خاک	пыль	N;SG	N;INAN;NOM;FEM;SG
خاک	почва	خاک	почва	N;SG	N;INAN;NOM;FEM;SG
خاک	грязь	خاک	грязь	N;SG	N;INAN;NOM;FEM;SG
مخالف	несогласие	مخالف	несогласие	N;SG	N;INAN;NOM;NEUT;SG
مخالف	оппозиции	مخالف	оппозиция	N;SG	N;INAN;NOM;FEM;SG
مخالف	оппозиция	مخالف	оппозиция	N;SG	N;INAN;NOM;FEM;SG
مخالف	противодействие	مخالف	противодействие	N;SG	N;INAN;NOM;NEUT;SG
مخالف	противостояние	مخالف	противостояние	N;SG	N;INAN;NOM;NEUT;SG
میله	бар	میله	бар	N;SG	N;INAN;NOM;MASC;SG
کلیسای	часовне	None	часовня	N;SG	N;INAN;DAT;FEM;SG
کلیسای	церковь	None	церковь	N;SG	N;INAN;NOM;FEM;SG
کلیسای	церкви	None	церковь	N;SG	N;INAN;NOM;FEM;SG
آباد	визит	آباد	визит	N;SG	N;INAN;NOM;MASC;SG
آباد	визита	آباد	визит	N;SG	N;INAN;GEN;MASC;SG
آباد	посещение	آباد	посещение	N;SG	N;INAN;NOM;NEUT;SG
آباد	абад	آباد	абад	N;SG	N;INAN;NOM;MASC;SG
دوباره	опять	دوباره	опять	ADV	ADV
دوباره	вновь	دوباره	вновь	ADV	ADV
دوباره	снова	دوباره	снова	ADV	ADV
مشهور	знаменитость	مشهور	знаменитость	N;SG	N;INAN;NOM;FEM;SG
مستقل	независимый	مستقل	независимый	ADJ	ADJ;NOM;MASC;SG
مستقل	независимая	مستقل	независимый	ADJ	ADJ;NOM;FEM;SG
مستقل	независимое	مستقل	независимый	ADJ	ADJ;NOM;NEUT;SG
مستقل	независимые	مستقل	независимый	ADJ	ADJ;NOM;PL
قدیمی	винтаж	قدیمی	винтаж	N;SG	N;INAN;NOM;MASC;SG
شب	ночь	شب	ночь	N;SG	N;INAN;NOM;FEM;SG
مالکان	землевладельцев	مالک	землевладелец	N;PL	N;ANIM;GEN;MASC;PL
ویدئویی	видео	ویدئویی	видео	N;SG	N;INAN;NOM;NEUT;SG
شیمی	химия	شیمی	химия	N;SG	N;INAN;NOM;FEM;SG
شیمی	химии	شیمی	химия	N;SG	N;INAN;NOM;FEM;SG
فروش	продажа	فروش	продажа	N;SG	N;INAN;NOM;FEM;SG
فروش	продажа	فروش	продажа	N;SG	N;INAN;NOM;FEM;SG
فروش	продажа	فروش	продажа	N;SG	N;INAN;NOM;FEM;SG
فروش	распродажа	فروش	распродажа	N;SG	N;INAN;NOM;FEM;SG
فروش	продажа	فروش	продажа	N;SG	N;INAN;NOM;FEM;SG
بیست	двадцать	بیست	двадцать	NUM	NUM;NOM
رتبه	ранг	None	ранг	N;SG	N;INAN;NOM;MASC;SG
رتبه	звание	None	звание	N;SG	N;INAN;NOM;NEUT;SG
رتبه	ранга	None	ранг	N;SG	N;INAN;NOM;MASC;SG
جانوران	звери	جانور	зверь	N;PL	N;ANIM;NOM;MASC;PL
جانوران	животные	جانور	животное	N;PL	N;ANIM;NOM;NEUT;PL
جانوران	животных	جانور	животное	N;PL	N;ANIM;GEN;NEUT;PL
جانوران	звери	جانور	зверь	N;PL	N;ANIM;NOM;MASC;PL
آیووا	айова	آیووا	айова	N;SG	N;INAN;NOM;MASC;SG
راک	скала	راک	скала	N;SG	N;INAN;NOM;FEM;SG
راک	камень	راک	камень	N;SG	N;INAN;NOM;MASC;SG
راک	рок	راک	рок	N;SG	N;INAN;NOM;MASC;SG
پارک	парк	None	парк	N;SG	N;INAN;NOM;MASC;SG
پارک	пак	None	пак	N;SG	N;INAN;NOM;MASC;SG
کاربرد	использование	کاربرد	использование	N;SG	N;INAN;NOM;NEUT;SG
کاربرد	употребление	کاربرد	употребление	N;SG	N;INAN;NOM;NEUT;SG
کاربرد	использования	کاربرد	использование	N;SG	N;INAN;GEN;NEUT;SG
کاربرد	применения	کاربرد	применение	N;SG	N;INAN;NOM;NEUT;SG
کاربرد	заявка	کاربرد	заявка	N;SG	N;INAN;NOM;FEM;SG
کاربرد	применение	کاربرد	применение	N;SG	N;INAN;NOM;NEUT;SG
مناسب	уместно	مناسب	уместный	ADJ	ADJ;NEUT;SG
نخست	прайм	نخست	прай	N;SG	N;INAN;NOM;MASC;SG
نخست	премьер	نخست	премьер	N;SG	N;ANIM;NOM;MASC;SG
آزادی	свободу	آزادی	свобода	N;SG	N;INAN;ACC;FEM;SG
آزادی	свобода	آزادی	свобода	N;SG	N;INAN;NOM;FEM;SG
رای	голосование	None	голосование	N;SG	N;INAN;NOM;NEUT;SG
رای	голосование	None	голосование	N;SG	N;INAN;NOM;NEUT;SG
رای	рай	None	рай	N;SG	N;INAN;NOM;MASC;SG
کمدی	комик	None	комик	N;SG	N;ANIM;NOM;MASC;SG
کمدی	комикс	None	комикс	N;SG	N;INAN;NOM;MASC;SG
کمدی	комедия	None	комедия	N;SG	N;INAN;NOM;FEM;SG
موتور	мотор	موتور	мотор	N;SG	N;INAN;NOM;MASC;SG
موتور	двигатель	موتور	двигатель	N;SG	N;INAN;NOM;MASC;SG
موتور	движок	موتور	движок	N;SG	N;INAN;NOM;MASC;SG
