גם	egyben	גם	egyben	ADV	ADV
הידוע	ismert	הידוע	ismert		
הצבעה	szavazás	הצבעה	szavazás	N;FEM;SG	N;NOM;SG
הצבעה	szavazás	הצבעה	szavazás	N;FEM;SG	N;NOM;SG
הצבעה	szavazati	הצבעה	szavazati	N;FEM;SG	N;NOM;SG
גישה	hozzáférést	גישה	hozzáférés	N;FEM;SG	N;ACC;SG
גישה	hozzáférés	גישה	hozzáférés	N;FEM;SG	N;NOM;SG
גישה	magatartás	גישה	magatartás	N;FEM;SG	N;NOM;SG
גישה	hozzáállás	גישה	hozzáállás	N;FEM;SG	N;NOM;SG
גישה	hozzáférés	גישה	hozzáférés	N;FEM;SG	N;NOM;SG
גישה	megközelítése	גישה	megközelítés	N;FEM;SG	N;NOM;SG
גישה	megközelítés	גישה	megközelítés	N;FEM;SG	N;NOM;SG
מועדון	klub	מועדון	klub	N;MASC;SG	N;NOM;SG
חוזה	szerződéssel	חוזה	szerződés	N;MASC;SG	N;INS;SG
מינים	fajok	מין	fajok	N;MASC;PL	N;NOM;PL
צבע	színes	צבע	színes	N;MASC;SG	N;NOM;SG
צבע	színe	צבע	színe	N;MASC;SG	N;NOM;SG
צבע	szín	צבע	szín	N;MASC;SG	N;NOM;SG
צבע	festés	צבע	festés	N;MASC;SG	N;NOM;SG
צבע	festék	צבע	festék	N;MASC;SG	N;NOM;SG
צבע	színes	צבע	színes	N;MASC;SG	N;NOM;SG
צבע	színe	צבע	színe	N;MASC;SG	N;NOM;SG
צבע	szín	צבע	szín	N;MASC;SG	N;NOM;SG
גדל	felnőtt	גדל	felnőtt		
גדל	fokozott	גדל	fokozik		
תוצאה	következmény	תוצאה	következmény	N;FEM;SG	N;NOM;SG
תוצאה	következménye	תוצאה	következmény	N;FEM;SG	N;NOM;SG
תוצאה	eredmény	תוצאה	eredmény	N;FEM;SG	N;NOM;SG
נמוך	alacsonyan	נמוך	alacsony	ADJ;MASC;SG	ADJ;FRML;SG
נמוך	alacsony	נמוך	alacsony	ADJ;MASC;SG	ADJ;NOM;SG
סיטי	város	סיטי	város	N;FEM;SG	N;NOM;SG
תיאור	megnevezés	תיאור	megnevezés	N;MASC;SG	N;NOM;SG
תיאור	leírása	תיאור	leírás	N;MASC;SG	N;NOM;SG
כתבה	árucikk	כתבה	árucikk	N;FEM;SG	N;NOM;SG
כתבה	cikk	כתבה	cikk	N;FEM;SG	N;NOM;SG
עובדים	dolgozók	עובד	dolgozó	N;MASC;PL	N;NOM;PL
עובדים	munkavállalók	עובד	munkavállaló	N;MASC;PL	N;NOM;PL
עובדים	munkások	עובד	munkás	N;MASC;PL	N;NOM;PL
עובדים	alkalmazottak	עובד	alkalmazott	N;MASC;PL	N;NOM;PL
עובדים	munkavállalók	עובד	munkavállaló	N;MASC;PL	N;NOM;PL
עובדים	munkatársak	עובד	munkatárs	N;MASC;PL	N;NOM;PL
בצורת	alakú	בצורת	alakú		
גמר	záró	גמר	záró	N;MASC;SG	N;NOM;SG
רצח	emberölés	רצח	emberölés	N;MASC;SG	N;NOM;SG
רצח	gyilkosság	רצח	gyilkosság	N;MASC;SG	N;NOM;SG
רצח	gyilkosság	רצח	gyilkosság	N;MASC;SG	N;NOM;SG
מטוס	repülőgép	מטוס	repülőgép	N;MASC;SG	N;NOM;SG
מטוס	repülővel	מטוס	repülő	N;MASC;SG	N;INS;SG
מטוס	repülőgép	מטוס	repülőgép	N;MASC;SG	N;NOM;SG
מטוס	légijármű	מטוס	légijármű	N;MASC;SG	N;NOM;SG
מטוס	repülőgép	מטוס	repülőgép	N;MASC;SG	N;NOM;SG
מטוס	repülőgép	מטוס	repülőgép	N;MASC;SG	N;NOM;SG
מלחמות	háborúk	מלחמה	háború	N;FEM;PL	N;NOM;PL
לחץ	nyomás	לחץ	nyomás	N;MASC;SG	N;NOM;SG
לחץ	stressz	לחץ	stressz	N;MASC;SG	N;NOM;SG
עיריית	község	עירייה	község	N;PSSD;FEM;SG	N;NOM;SG
עיריית	település	עירייה	település	N;PSSD;FEM;SG	N;NOM;SG
עיריית	önkormányzat	עירייה	önkormányzat	N;PSSD;FEM;SG	N;NOM;SG
אמו	amo	אמו	amo		
ניסה	próbálta	ניסה	próbál	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
שלב	szakasz	שלב	szakasz	N;MASC;SG	N;NOM;SG
שלב	fázis	שלב	fázis	N;MASC;SG	N;NOM;SG
שלב	lépés	שלב	lépés	N;MASC;SG	N;NOM;SG
שלב	lépcső	שלב	lépcső	N;MASC;SG	N;NOM;SG
שלב	színpad	שלב	színpad	N;MASC;SG	N;NOM;SG
שלב	színpadon	שלב	színpad	N;MASC;SG	N;ON+ESS;SG
הנהר	folyó	הנהר	folyó		
המונח	kifejezés	המונח	kifejezés	N;MASC;SG	N;NOM;SG
לבנות	építsünk	בנה	épít	V;NFIN;ACT	V;INDF;IND;PL;1;PRS;FIN;ACT
לבנות	építeni	בנה	épít	V;NFIN;ACT	V;NFIN;ACT
צד	oldalra	צד	oldal	N;MASC;SG	N;ON+ALL;SG
צד	oldalam	צד	oldal	N;MASC;SG	N;NOM;SG
הוביל	vezetett	הוביל	vezetett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
רשות	hatóság	רשות	hatóság	N;FEM;SG	N;NOM;SG
רשות	engedélyt	רשות	engedély	N;FEM;SG	N;ACC;SG
רשות	jogosultság	רשות	jogosultság	N;FEM;SG	N;NOM;SG
שאלה	kérdés	שאלה	kérdés	N;FEM;SG	N;NOM;SG
מטוסים	repülők	מטוס	repülő	N;MASC;PL	N;NOM;PL
מטוסים	repülőket	מטוס	repülő	N;MASC;PL	N;ACC;PL
מטוסים	repülők	מטוס	repülő	N;MASC;PL	N;NOM;PL
מטוסים	repülőgépek	מטוס	repülőgép	N;MASC;PL	N;NOM;PL
רכבת	vasútvonal	רכבת	vasútvonal	N;FEM;SG	N;NOM;SG
רכבת	vasút	רכבת	vasút	N;FEM;SG	N;NOM;SG
רכבת	vasúti	רכבת	vasúti	N;FEM;SG	N;NOM;SG
רכבת	szerelvény	רכבת	szerelvény	N;FEM;SG	N;NOM;SG
רכבת	vonattal	רכבת	vonat	N;FEM;SG	N;NOM;SG
רכבת	vonaton	רכבת	vonat	N;FEM;SG	N;ON+ESS;SG
רכבת	vonat	רכבת	vonat	N;FEM;SG	N;NOM;SG
רכבת	vasút	רכבת	vasút	N;FEM;SG	N;NOM;SG
רחב	tág	רחב	tág		
מפעל	gyár	מפעל	gyár	N;MASC;SG	N;NOM;SG
מפעל	üzem	מפעל	üz	N;MASC;SG	N;NOM;SG
מפעל	gyárban	מפעל	gyár	N;MASC;SG	N;IN+ESS;SG
הרכב	autóval	הרכב	autó	N;MASC;SG	N;INS;SG
הרכב	kocsi	הרכב	kocsi	N;MASC;SG	N;NOM;SG
הרכב	autó	הרכב	autó	N;MASC;SG	N;NOM;SG
הרכב	járművel	הרכב	jármű	N;MASC;SG	N;INS;SG
הרכב	jármű	הרכב	jármű	N;MASC;SG	N;NOM;SG
הרכב	gépjármű	הרכב	gépjármű	N;MASC;SG	N;NOM;SG
הוציא	kibocsátott	הוציא	kibocsátott	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
הוציא	kiadott	הוציא	kiadott	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
רשימה	jegyzék	רשימה	jegyzék	N;FEM;SG	N;NOM;SG
רשימה	lista	רשימה	lista	N;FEM;SG	N;NOM;SG
ספינות	hajók	ספינות	hajó	N;FEM;PL	N;NOM;PL
גשר	híd	גשר	híd	N;MASC;SG	N;NOM;SG
אחוז	százalék	אחוז	százalék	N;MASC;SG	N;NOM;SG
אחוז	százalékban	אחוז	százalék	N;MASC;SG	N;IN+ESS;SG
גרמנים	németek	גרמני	német	N;MASC;PL	N;NOM;PL
פרטים	részletek	פרט	részlet	N;MASC;PL	N;NOM;PL
פרטים	részleteket	פרט	részlet	N;MASC;PL	N;ACC;PL
זיכרון	memória	זיכרון	memória	N;MASC;SG	N;NOM;SG
זיכרון	emlék	זיכרון	emlék	N;MASC;SG	N;NOM;SG
זיכרון	emlékezet	זיכרון	emlékezet	N;MASC;SG	N;NOM;SG
מבלי	nélkül	מבלי	nélkül	ADP	ADP
מורשת	öröksége	מורשת	örökség	N;FEM;SG	N;NOM;SG
מורשת	örökség	מורשת	örökség	N;FEM;SG	N;NOM;SG
מורשת	örökség	מורשת	örökség	N;FEM;SG	N;NOM;SG
סופרים	írók	סופר	író	N;MASC;PL	N;NOM;PL
סופרים	írók	סופר	író	N;MASC;PL	N;NOM;PL
סופרים	szerzők	סופר	szerző	N;MASC;PL	N;NOM;PL
לציין	meghatározza	ציין	meghatároz	V;NFIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
להבין	értem	הבין	ér	V;NFIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
אישה	nő	איש	nő	N;FEM;SG	N;NOM;SG
אישה	asszony	איש	asszony	N;FEM;SG	N;NOM;SG
אישה	feleségem	איש	fel+eség	N;FEM;SG	N;NOM;SG
אישה	felesége	איש	fel+eség	N;FEM;SG	N;NOM;SG
אישה	feleség	איש	feleség	N;FEM;SG	N;NOM;SG
מחשב	számítógép	מחשב	számítógép	N;MASC;SG	N;NOM;SG
רדיו	rádiós	רדיו	rádiós		
רדיו	radio	רדיו	radio		
הדרום	dél	הדרום	dél		
הדרום	déli	הדרום	déli		
שרה	sarah	שרה	sarah		
מסלול	pálya	מסלול	pálya	N;MASC;SG	N;NOM;SG
מסלול	vágány	מסלול	vágány	N;MASC;SG	N;NOM;SG
מסלול	pályára	מסלול	pálya	N;MASC;SG	N;ON+ALL;SG
שפות	nyelveket	שפה	nyelv	N;FEM;PL	N;ACC;PL
שפות	nyelvek	שפה	nyelv	N;FEM;PL	N;NOM;PL
שפות	nyelveken	שפה	nyelv	N;FEM;PL	N;ON+ESS;PL
שידור	közvetítés	שידור	közvetítés	N;MASC;SG	N;NOM;SG
שידור	adás	שידור	adás	N;MASC;SG	N;NOM;SG
שידור	átvitel	שידור	átvitel	N;MASC;SG	N;NOM;SG
שידור	továbbítás	שידור	továbbítás	N;MASC;SG	N;NOM;SG
שידור	adás	שידור	adás	N;MASC;SG	N;NOM;SG
שידור	műsorszolgáltatás	שידור	műsorszolgáltatás	N;MASC;SG	N;NOM;SG
תקווה	remény	תקווה	remény	N;FEM;SG	N;NOM;SG
גורמים	tényezők	גורם	tényező	N;MASC;PL	N;NOM;PL
סגנון	stílus	סגנון	stílus	N;MASC;SG	N;NOM;SG
סדרות	készletek	סדרה	készlet	N;FEM;PL	N;NOM;PL
בנות	hölgyek	בת	hölyy	N;FEM;PL	N;NOM;PL
בנות	hölgyeim	בת	hölgyeim	N;FEM;PL	N;NOM;PL
בנות	csajok	בת	csajok	N;FEM;PL	N;NOM;PL
בנות	lányok	בת	lány	N;FEM;PL	N;NOM;PL
כתוב	írj	כתב	írj		
מהירות	sebesség	מהירות	sebesség	N;FEM;SG	N;NOM;SG
מהירות	sebesség	מהירות	sebesség	N;FEM;SG	N;NOM;SG
מהירות	fordulatszám	מהירות	fordulatszám	N;FEM;SG	N;NOM;SG
מהירות	gyorsaság	מהירות	gyorsaság	N;FEM;SG	N;NOM;SG
להפוך	váljon	הפך	váljon	V;NFIN;ACT	V;DEF;IMP;SG;3;PRS;FIN;ACT
מאמר	árucikk	מאמר	árucikk	N;MASC;SG	N;NOM;SG
מאמר	cikk	מאמר	cikk	N;MASC;SG	N;NOM;SG
שלנו	miénk	None	miénk		
לימוד	vizsgálat	לימוד	vizsgálat	N;MASC;SG	N;NOM;SG
לימוד	tanulás	לימוד	tanulás	N;MASC;SG	N;NOM;SG
לימוד	tanulmány	לימוד	tanulmány	N;MASC;SG	N;NOM;SG
לימוד	tanulás	לימוד	tanulás	N;MASC;SG	N;NOM;SG
מגלה	felfedezni	גילה	felfedez	V;MASC;SG;V.PTCP	V;NFIN;ACT
גידול	tumor	גידול	tumor	N;MASC;SG	N;NOM;SG
גידול	daganat	גידול	daganat	N;MASC;SG	N;NOM;SG
גידול	tumor	גידול	tumor	N;MASC;SG	N;NOM;SG
גידול	daganat	גידול	daganat	N;MASC;SG	N;NOM;SG
רכב	autóval	רכב	autó	N;MASC;SG	N;INS;SG
רכב	kocsi	רכב	kocsi	N;MASC;SG	N;NOM;SG
רכב	autó	רכב	autó	N;MASC;SG	N;NOM;SG
רכב	járművel	רכב	jármű	N;MASC;SG	N;INS;SG
רכב	jármű	רכב	jármű	N;MASC;SG	N;NOM;SG
רכב	gépjármű	רכב	gépjármű	N;MASC;SG	N;NOM;SG
קבלת	elfogadás	קבלה	elfogadás	N;FEM;SG	N;NOM;SG
ראוי	helyénvaló	ראוי	helyénvaló	ADJ;MASC;SG	ADJ;NOM;SG
ראוי	érdemes	ראוי	érdemes	ADJ;MASC;SG	ADJ;NOM;SG
התפתחות	fejlesztés	התפתחות	fejlesztés	N;FEM;SG	N;NOM;SG
התפתחות	fejlődés	התפתחות	fejlődés	N;FEM;SG	N;NOM;SG
ביצוע	előadás	ביצוע	előadás	N;MASC;SG	N;NOM;SG
ביצוע	teljesítmény	ביצוע	teljesítmény	N;MASC;SG	N;NOM;SG
ביצוע	kivégzés	ביצוע	kivégzés	N;MASC;SG	N;NOM;SG
ביצוע	végrehajtás	ביצוע	végrehajtás	N;MASC;SG	N;NOM;SG
ביצוע	kivitelezés	ביצוע	kivitelezés	N;MASC;SG	N;NOM;SG
ביצוע	készítés	ביצוע	készítés	N;MASC;SG	N;NOM;SG
גנרל	tábornok	גנרל	tábornok	N;MASC;SG	N;NOM;SG
הביא	hozott	הביא	hoz	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
הביא	hozta	הביא	hoz	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
ניצח	nyert	ניצח	nyert	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
משפחות	családok	משפחה	családok	N;FEM;PL	N;NOM;PL
סיבה	oka	סיבה	ok	N;FEM;SG	N;NOM;SG
נחל	creek	נחל	cr		
גודל	mérete	גודל	méret	N;MASC;SG	N;NOM;SG
גודל	méret	גודל	méret	N;MASC;SG	N;NOM;SG
ספק	kétely	ספק	kétely	N;MASC;SG	N;NOM;SG
נושאים	témák	נושא	téma	N;MASC;PL	N;NOM;PL
נושאים	témák	נושא	téma	N;MASC;PL	N;NOM;PL
נושאים	alanyok	נושא	alanyok	N;MASC;PL	N;NOM;PL
נושאים	témák	נושא	téma	N;MASC;PL	N;NOM;PL
נושאים	problémák	נושא	probléma	N;MASC;PL	N;NOM;PL
נושאים	kérdések	נושא	kérdés	N;MASC;PL	N;NOM;PL
תמיכה	támogatás	תמיכה	támogatás	N;FEM;SG	N;NOM;SG
תמיכה	támogatást	תמיכה	támogatás	N;FEM;SG	N;ACC;SG
זהה	egyforma	זהה	egyforma		
זהה	megegyező	זהה	megegyező		
זהה	azonos	זהה	azonos		
בצד	félre	בצד	félre		
חום	brown	חום	brown		
חום	barna	חום	bar		
חום	lázas	חום	lázas		
חום	melegség	חום	melegség		
לעמוד	állj	עמד	állj	V;NFIN;ACT	V;INDF;IMP;SG;1;PRS;FIN;ACT
יסוד	elemet	יסוד	elem	N;MASC;SG	N;ACC;SG
יסוד	elem	יסוד	elem	N;MASC;SG	N;NOM;SG
צעירים	fiatalok	צעיר	fiatal	N;MASC;PL	N;NOM;PL
שיתוף	részesedése	שיתוף	részesedés	N;MASC;SG	N;NOM;SG
שיתוף	részesedés	שיתוף	részesedés	N;MASC;SG	N;NOM;SG
הצליחה	sikerült	הצליח	sikerül	V;FEM;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
כיבוש	hódítás	כיבוש	hódítás	N;MASC;SG	N;NOM;SG
כיבוש	foglalkozása	כיבוש	foglalkozás	N;MASC;SG	N;NOM;SG
כיבוש	megszállás	כיבוש	megszállás	N;MASC;SG	N;NOM;SG
כיבוש	foglalkozás	כיבוש	foglalkozás	N;MASC;SG	N;NOM;SG
תוכן	tartalma	תוכן	tartalom	N;MASC;SG	N;NOM;SG
תוכן	tartalom	תוכן	tartalom	N;MASC;SG	N;NOM;SG
תוכן	tartalma	תוכן	tartalom	N;MASC;SG	N;NOM;SG
תוכן	tartalmát	תוכן	tartalom	N;MASC;SG	N;ACC;SG
תוכן	tartalom	תוכן	tartalom	N;MASC;SG	N;NOM;SG
אורח	vendég	אורח	vendég	N;MASC;SG	N;NOM;SG
שבועות	hetekig	שבוע	het	N;MASC;PL	N;PL
בריטים	britek	בריטי	brit	N;MASC;PL	N;NOM;PL
מקבל	elfogadni	קיבל	el+fogad	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
התבנית	sablon	התבנית	sablon	N;FEM;SG	N;NOM;SG
דרכים	utakon	דרך	út	N;FEM;PL	N;ON+ESS;PL
דרכים	utak	דרך	út	N;FEM;PL	N;NOM;PL
דרכים	módok	דרך	mód	N;FEM;PL	N;NOM;PL
פרסום	kiadvány	פרסום	kiadvány	N;MASC;SG	N;NOM;SG
פרסום	közzététel	פרסום	közzététel	N;MASC;SG	N;NOM;SG
פרסום	poszt	פרסום	poszt	N;MASC;SG	N;NOM;SG
פרסום	bejegyzést	פרסום	bejegyzés	N;MASC;SG	N;ACC;SG
פרסום	bejegyzésre	פרסום	bejegyzés	N;MASC;SG	N;ON+ALL;SG
פרסום	bejegyzés	פרסום	bejegyzés	N;MASC;SG	N;NOM;SG
פרסום	reklám	פרסום	reklám	N;MASC;SG	N;NOM;SG
פרסום	közzététel	פרסום	közzététel	N;MASC;SG	N;NOM;SG
פרסום	kiadás	פרסום	kiadás	N;MASC;SG	N;NOM;SG
פרסום	kiadó	פרסום	kiadó	N;MASC;SG	N;NOM;SG
פרסום	közzététel	פרסום	közzététel	N;MASC;SG	N;NOM;SG
פעל	cselekedett	פעל	cselekedik	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
אהבה	szeretettel	אהבה	szeretet	N;FEM;SG	N;INS;SG
אהבה	szeretet	אהבה	szeretet	N;FEM;SG	N;NOM;SG
אהבה	szerelem	אהבה	szerelem	N;FEM;SG	N;NOM;SG
עסקים	üzletek	עסק	üzlet	N;MASC;PL	N;NOM;PL
עסקים	vállalkozások	עסק	vállalkozás	N;MASC;PL	N;NOM;PL
מדליית	érem	מדליה	ér	N;PSSD;FEM;SG	N;NOM;SG
מדליית	medál	מדליה	medál	N;PSSD;FEM;SG	N;NOM;SG
מדליית	kitüntetés	מדליה	kitüntetés	N;PSSD;FEM;SG	N;NOM;SG
שבוע	héten	שבוע	hét	N;MASC;SG	N;ON+ESS;SG
שבוע	hét	שבוע	hét	N;MASC;SG	N;NOM;SG
פועלים	dolgozók	פועל	dolgozó	N;MASC;PL	N;NOM;PL
פועלים	munkavállalók	פועל	munkavállaló	N;MASC;PL	N;NOM;PL
פועלים	munkások	פועל	munkás	N;MASC;PL	N;NOM;PL
כעת	most	כעת	most	ADV	ADV
מדוע	miért	מדוע	miért	ADV	ADV
שותף	társ	שותף	társ	N;MASC;SG	N;NOM;SG
שותף	partner	שותף	partner	N;MASC;SG	N;NOM;SG
שותף	társa	שותף	társ	N;MASC;SG	N;NOM;SG
שותף	társam	שותף	társ	N;MASC;SG	N;NOM;SG
שותף	munkatárs	שותף	munkatárs	N;MASC;SG	N;NOM;SG
רעיון	ötletem	רעיון	ötlet	N;MASC;SG	N;NOM;SG
רעיון	ötlet	רעיון	ötlet	N;MASC;SG	N;NOM;SG
השחור	fekete	השחור	feket		
השחור	black	השחור	black		
אנרגיה	energia	אנרגיה	energia	N;FEM;SG	N;NOM;SG
פיקוד	parancsnokság	פיקוד	parancsnokság	N;MASC;SG	N;NOM;SG
פיקוד	parancs	פיקוד	parancs	N;MASC;SG	N;NOM;SG
מדבר	sivatag	מדבר	sivatag	N;MASC;SG	N;NOM;SG
יין	yin	יין	yin		
אחראי	felelősségteljes	אחראי	felelősségteljes	ADJ;MASC	ADJ;NOM;SG
מגוון	fajta	מגוון	fajta		
מחקרים	vizsgálatok	מחקר	vizsgálat	N;MASC;PL	N;NOM;PL
מחקרים	tanulmányok	מחקר	tanulmány	N;MASC;PL	N;NOM;PL
יחס	magatartás	יחס	magatartás	N;MASC;SG	N;NOM;SG
יחס	hozzáállás	יחס	hozzáállás	N;MASC;SG	N;NOM;SG
יחס	arány	יחס	arány	N;MASC;SG	N;NOM;SG
ניהול	menedzsment	ניהול	menedzsment	N;MASC;SG	N;NOM;SG
ניהול	irányítás	ניהול	irányítás	N;MASC;SG	N;NOM;SG
ניהול	vezetőség	ניהול	vezetőség	N;MASC;SG	N;NOM;SG
ניהול	gazdálkodás	ניהול	gazdálkodás	N;MASC;SG	N;NOM;SG
ניהול	kezelése	ניהול	kezelés	N;MASC;SG	N;NOM;SG
עיצוב	dizájn	עיצוב	dizájn	N;MASC;SG	N;NOM;SG
עיצוב	tervezés	עיצוב	tervezés	N;MASC;SG	N;NOM;SG
קיבוץ	csoportosulás	קיבוץ	csoportosulás	N;MASC;SG	N;NOM;SG
יצר	létrehozott	יצר	létrehozott	N;MASC;SG	N;ACC;SG
יצר	létrehozva	יצר	létrehozva	N;MASC;SG	N;NOM;SG
נשוי	házas	נשוי	házas		
איזה	melyik	איזה	melyik		
איזה	mely	איזה	mely		
ציור	festés	ציור	festés	N;MASC;SG	N;NOM;SG
ציור	festmény	ציור	festmény	N;MASC;SG	N;NOM;SG
ציור	rajza	ציור	rajza	N;MASC;SG	N;NOM;SG
ציור	rajz	ציור	rajz	N;MASC;SG	N;NOM;SG
צריכה	szükséges	צריך	szükséges	ADJ;FEM;SG	ADJ;NOM;SG
נמוכה	alacsonyan	נמוך	alacsony	ADJ;FEM;SG	ADJ;FRML;SG
נמוכה	alacsony	נמוך	alacsony	ADJ;FEM;SG	ADJ;NOM;SG
מוסדות	intézmények	מוסד	intézmény	N;MASC;PL	N;NOM;PL
מיוחדת	speciális	מיוחד	speciális	ADJ;FEM;SG	ADJ;NOM;SG
סיפורים	mesék	סיפור	mesék	N;MASC;PL	N;NOM;PL
סיפורים	történetek	סיפור	történet	N;MASC;PL	N;NOM;PL
סיפורים	történeteket	סיפור	történet	N;MASC;PL	N;ACC;PL
סיפורים	mesék	סיפור	mesék	N;MASC;PL	N;NOM;PL
סיפורים	bejegyzések	סיפור	bejegyzés	N;MASC;PL	N;NOM;PL
להגן	megvédeni	הגן	megvéd	V;NFIN;ACT	V;NFIN;ACT
להגן	megvédeni	הגן	megvéd	V;NFIN;ACT	V;NFIN;ACT
גבול	határ	גבול	határ	N;MASC;SG	N;NOM;SG
גבול	határérték	גבול	határérték	N;MASC;SG	N;NOM;SG
גבול	korlát	גבול	korlát	N;MASC;SG	N;NOM;SG
גבול	határ	גבול	határ	N;MASC;SG	N;NOM;SG
גבול	határon	גבול	határ	N;MASC;SG	N;ON+ESS;SG
התנגדות	rezisztencia	התנגדות	rezisztencia	N;FEM;SG	N;NOM;SG
התנגדות	ellenállás	התנגדות	ellenállás	N;FEM;SG	N;NOM;SG
התנגדות	ellenzék	התנגדות	ellenzék	N;FEM;SG	N;NOM;SG
מקרים	ügyek	מקרה	ügy	N;MASC;PL	N;NOM;PL
מקרים	esetekben	מקרה	eset	N;MASC;PL	N;IN+ESS;PL
מקרים	esetek	מקרה	eset	N;MASC;PL	N;NOM;PL
אתרים	helyszínek	אתר	helyszín	N;MASC;PL	N;NOM;PL
אתרים	oldalak	אתר	oldal	N;MASC;PL	N;NOM;PL
אתרים	weboldalak	אתר	peboldal	N;MASC;PL	N;NOM;PL
לילה	éjszaka	לילה	éjszaka	N;MASC;SG	N;NOM;SG
לחימה	harc	לחימה	harc	N;FEM;SG	N;NOM;SG
לחימה	küzdelem	לחימה	küzdelem	N;FEM;SG	N;NOM;SG
לחימה	verekedés	לחימה	verekedés	N;FEM;SG	N;NOM;SG
יחסים	kapcsolatok	יחסים	kapcsolat	N;MASC;PL	N;NOM;PL
יחסים	kapcsolatok	יחסים	kapcsolat	N;MASC;PL	N;NOM;PL
אדמה	talajban	אדמה	talaj	N;FEM;SG	N;IN+ESS;SG
אדמה	talaj	אדמה	talaj	N;FEM;SG	N;NOM;SG
אדמה	föld	אדמה	föld	N;FEM;SG	N;NOM;SG
אדמה	földterület	אדמה	földterület	N;FEM;SG	N;NOM;SG
אדמה	szárazföld	אדמה	szárazföld	N;FEM;SG	N;NOM;SG
אדמה	telek	אדמה	tél	N;FEM;SG	N;NOM;SG
אדמה	föld	אדמה	föld	N;FEM;SG	N;NOM;SG
כבד	heavy	כבד	heavy		
כבד	súlyos	כבד	súlyos		
כבד	nehéz	כבד	nehéz		
מורה	tanárnő	מורה	tanárnő	N;MASC;SG	N;NOM;SG
מורה	tanár	מורה	tanár	N;MASC;SG	N;NOM;SG
דוגמאות	példák	דוגמה	példa	N;FEM;PL	N;NOM;PL
דוגמאות	példákat	דוגמה	példa	N;FEM;PL	N;ACC;PL
למחוק	töröld	מחק	töröld	V;NFIN;ACT	V;DEF;IMP;SG;2;PRS;FIN;ACT
מפתח	kulcs	מפתח	kulcs	N;MASC;SG	N;NOM;SG
עמדה	állás	עמדה	állás	N;FEM;SG	N;NOM;SG
עמדה	pozíció	עמדה	pozíció	N;FEM;SG	N;NOM;SG
עמדה	álláspont	עמדה	álláspont	N;FEM;SG	N;NOM;SG
השלום	béke	השלום	béke		
אמנים	előadók	אמן	előadó	N;MASC;PL	N;NOM;PL
אמנים	művészek	אמן	művész	N;MASC;PL	N;NOM;PL
מילה	szó	מילה	szó	N;FEM;SG	N;NOM;SG
מילה	szava	מילה	szó	N;FEM;SG	N;NOM;SG
ישו	krisztus	ישו	krisztus		
עבודות	állások	עבודה	állás	N;FEM;PL	N;NOM;PL
עבודות	munkahelyek	עבודה	munkahely	N;FEM;PL	N;NOM;PL
לקחת	vedd	None	vedd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
ילד	fiú	ילד	fiú	N;MASC;SG	N;NOM;SG
ילד	gyerek	ילד	gyerek	N;MASC;SG	N;NOM;SG
ילד	gyermek	ילד	gyermek	N;MASC;SG	N;NOM;SG
ילד	gyermeke	ילד	gyermeke	N;MASC;SG	N;NOM;SG
ילד	gyermekem	ילד	gyermekem	N;MASC;SG	N;NOM;SG
ילד	gyerek	ילד	gyerek	N;MASC;SG	N;NOM;SG
ענף	ág	ענף	ág	N;MASC;SG	N;NOM;SG
כדורגלן	labdarúgó	כדורגלן	labdarúgó	N;MASC;SG	N;NOM;SG
כדורגלן	focista	כדורגלן	focista	N;MASC;SG	N;NOM;SG
מוסד	intézet	מוסד	intézet	N;MASC;SG	N;NOM;SG
מוסד	intézmény	מוסד	intézmény	N;MASC;SG	N;NOM;SG
מוסד	telephely	מוסד	telephely	N;MASC;SG	N;NOM;SG
מוסד	létesítmény	מוסד	létesítmény	N;MASC;SG	N;NOM;SG
מוסד	létrehozása	מוסד	létrehozás	N;MASC;SG	N;NOM;SG
מוסד	letelepedés	מוסד	letelepedés	N;MASC;SG	N;NOM;SG
מוסד	intézmény	מוסד	intézmény	N;MASC;SG	N;NOM;SG
גילה	felfedezte	גילה	felfedez	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
גילה	felfedezett	גילה	felfedezett	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מאחורי	mögött	מאחורי	mögött	ADP	ADP
לים	lim	לים	lim		
טבעי	természetes	טבעי	természetes	ADJ;MASC;SG	ADJ;NOM;SG
