dit	這	dit	這	PRO;NOM;SG;3	PRO
kind	兒童	kind	兒童	N;SG	N
kind	孩子	kind	孩子	N;SG	N
voorbeelde	樣板	voorbeeld	樣板	N;PL	N
voorbeelde	模板	voorbeeld	模板	N;PL	N
voorbeelde	例子	voorbeeld	例子	N;PL	N
voorbeelde	範例	voorbeeld	範例	N;PL	N
voorbeelde	樣品	voorbeeld	樣品	N;PL	N
voorbeelde	樣本	voorbeeld	樣本	N;PL	N
voorbeelde	範例	voorbeeld	範例	N;PL	N
strek	延伸	strek	延伸	V;PRS	V
eenheid	股	eenheid	股	N;SG	N
eenheid	單元	eenheid	單元	N;SG	N
eenheid	單位	eenheid	單位	N;SG	N
teks	文字	teks	文字	N;SG	N
teks	案文	teks	案文	N;SG	N
vloot	海軍	vloot	海軍	N;SG	N
mate	計量	mate	計量	N;SG	N
mate	度量	mate	度量	N;SG	N
kommissie	委員	kommissie	委員	N;SG	N
bevorder	推廣	bevorder	推廣	V;PRS	V
burgemeester	市長	burgemeester	市長	N;SG	N
burgemeester	鎮長	burgemeester	鎮長	N;SG	N
gebaseer	基	baseer	基	V;PST;V.PTCP	V
aangeneem	假定	aanneem	假定	V;PST;V.PTCP	V
bestuur	管理	bestuur	管理	V;PRS	V
bestuur	管理	bestuur	管理	V;PRS	V
bestuur	駕駛	bestuur	駕駛	V;PRS	V
hand	手冊	hand	手冊	N;SG	N
hand	手	hand	手	N;SG	N
praat	聊	praat	聊	V;PRS	V
bedien	服務	bedien	服務	V;PRS	V
bedien	發球	bedien	發球	V;PRS	V
bedien	服務	bedien	服務	V;PRS	V
eienskappe	功能	eienskap	功能	N;PL	N
eienskappe	特色	eienskap	特色	N;PL	N
eienskappe	特徵	eienskap	特徵	N;PL	N
eienskappe	特點	eienskap	特點	N;PL	N
aandag	正宗	aandag	正宗	N;SG	N
voorsien	提供	voorsien	提供	V;PRS	V
geleentheid	事件	geleentheid	事件	N;SG	N
geleentheid	活動	geleentheid	活動	N;SG	N
steun	支援	steun	支援	V;PRS	V
leer	學習	leer	學習	V;PRS	V
leer	學習	leer	學習	V;PRS	V
vloei	流通	vloei	流通	V;PRS	V
kyk	觀看	kyk	觀看	V;PRS	V
kyk	觀看	kyk	觀看	V;PRS	V
rolprente	電影	rolprent	電影	N;PL	N
seuns	男生	seun	男生	N;PL	N
seuns	男孩	seun	男孩	N;PL	N
kombinasie	組合	kombinasie	組合	N;SG	N
bladsy	錨	bladsy	錨	N;SG	N
bladsy	頁	bladsy	頁	N;SG	N
roman	小說	roman	小說	N;SG	N
geloof	信仰	geloof	信仰	N;SG	N
geloof	信心	geloof	信心	N;SG	N
geloof	信念	geloof	信念	N;SG	N
graad	等級	graad	等級	N;SG	N
graad	年級	graad	年級	N;SG	N
graad	度	graad	度	N;SG	N
graad	程度	graad	程度	N;SG	N
graad	學位	graad	學位	N;SG	N
soldate	戰士	soldate	戰士	N;PL	N
soldate	兵	soldate	兵	N;PL	N
soldate	士兵	soldate	士兵	N;PL	N
soldate	軍人	soldate	軍人	N;PL	N
ouers	父母	ouer	父母	N;PL	N
ouers	父母	ouer	父母	N;PL	N
ouers	家長	ouer	家長	N;PL	N
skole	學校	skool	學校	N;PL	N
elemente	元素	element	元素	N;PL	N
elemente	要件	element	要件	N;PL	N
plante	植物	plant	植物	N;PL	N
toring	塔	toring	塔	N;SG	N
toring	塔台	toring	塔台	N;SG	N
rede	理由	rede	理由	N;SG	N
rede	理性	rede	理性	N;SG	N
rede	原因	rede	原因	N;SG	N
krag	武力	krag	武力	N;SG	N
krag	電力	krag	電力	N;SG	N
krag	電源	krag	電源	N;SG	N
krag	動力	krag	動力	N;SG	N
krag	權力	krag	權力	N;SG	N
opvolger	追隨	opvolger	追隨	V;PRS	V
betekenis	含義	betekenis	含義	N;SG	N
geniet	享受	geniet	享受	V;PRS	V
gesin	家人	gesin	家人	N;SG	N
gesin	家屬	gesin	家屬	N;SG	N
gesin	家庭	gesin	家庭	N;SG	N
versameling	收藏	versameling	收藏	N;SG	N
nege	九	neg	九	NUM	NUM
fort	堡	fort	堡	N;SG	N
beskerm	保護	beskerm	保護	V;PRS	V
burgers	市民	burger	市民	N;PL	N
burgers	公民	burger	公民	N;PL	N
vrede	和平	vrede	和平	N;SG	N
reis	旅行	reis	旅行	N;SG	N
reis	旅費	reis	旅費	N;SG	N
reis	旅遊	reis	旅遊	N;SG	N
reis	旅行	reis	旅行	N;SG	N
reis	旅遊	reis	旅遊	N;SG	N
burger	漢堡	burger	漢堡	N;SG	N
burger	市民	burger	市民	N;SG	N
burger	公民	burger	公民	N;SG	N
voet	腳	voet	腳	N;SG	N
voet	英尺	voet	英尺	N;SG	N
ondersteun	支援	ondersteun	支援	V;PRS	V
moeder	母后	moeder	母后	N;SG	N
moeder	母親	moeder	母親	N;SG	N
materiaal	物料	materiaal	物料	N;SG	N
materiaal	材質	materiaal	材質	N;SG	N
materiaal	材料	materiaal	材料	N;SG	N
materiaal	物料	materiaal	物料	N;SG	N
materiaal	材料	materiaal	材料	N;SG	N
aktrise	女	aktrise	女	N;SG	N
aktrise	女	aktrise	女	N;SG	N
aktrise	演員	aktrise	演員	N;SG	N
studeer	研究	studeer	研究	V;PRS	V
studeer	學習	studeer	學習	V;PRS	V
studeer	研究	studeer	研究	V;PRS	V
goud	黃金	goud	黃金	N;SG	N
goud	金色	goud	金色	N;SG	N
groepeer	群組	groepeer	群組	N;PL	N
groepeer	群	groepeer	群	N;PL	N
gevalle	度	geval	度	N;PL	N
gevalle	案例	geval	案例	N;PL	N
skip	船	skip	船	N;SG	N
skip	船隻	skip	船隻	N;SG	N
skip	艦	skip	艦	N;SG	N
skip	船舶	skip	船舶	N;SG	N
versoek	請求	versoek	請求	V;PRS	V
versoek	要求	versoek	要求	V;PRS	V
hoop	希望	hoop	希望	V;PRS	V
sukses	成功	sukses	成功	N;SG	N
eeue	世紀	eeue	世紀	N;PL	N
voorwerpe	物體	voorwerpe	物體	N;PL	N
voorwerpe	天體	voorwerpe	天體	N;PL	N
voorwerpe	物件	voorwerpe	物件	N;PL	N
temperatuur	氣溫	temperatuur	氣溫	N;SG	N
temperatuur	溫度	temperatuur	溫度	N;SG	N
temperatuur	體溫	temperatuur	體溫	N;SG	N
maan	月球	maan	月球	N;SG	N
maan	月亮	maan	月亮	N;SG	N
maan	月	maan	月	N;SG	N
wissel	浮	wissel	浮		
wissel	飄	wissel	飄		
seisoen	季	seisoen	季	N;SG	N
seisoen	季節	seisoen	季節	N;SG	N
grondwet	憲法	grondwet	憲法	N;SG	N
www	www	www	www		
kollege	學院	kollege	學院	N;SG	N
kollege	書院	kollege	書院	N;SG	N
kollege	大學	kollege	大學	N;SG	N
besig	忙	besig	忙	V;PRS	V
besig	忙	besig	忙	V;PRS	V
opleiding	教育	opleiding	教育	N;SG	N
opleiding	學歷	opleiding	學歷	N;SG	N
skiereiland	半島	skiereiland	半島	N;SG	N
wetenskap	科學	wetenskap	科學	N;SG	N
tye	時代	tye	時代	N;PL	N
tye	時報	tye	時報	N;PL	N
hoeksteen	基石	hoeksteen	基石	N;SG	N
vermoor	被	vermoor	被	V;PRS	V;PASS
teorie	理論	teorie	理論	N;SG	N
teorie	論	teorie	論	N;SG	N
kasteel	城堡	kasteel	城堡	N;SG	N
kasteel	城	kasteel	城	N;SG	N
lyf	屍體	lyf	屍體	N;SG	N
lyf	體	lyf	體	N;SG	N
lyf	身體	lyf	身體	N;SG	N
wedstryde	遊戲	wedstryde	遊戲	N;PL	N
hawe	海港	hawe	海港	N;SG	N
hawe	埠	hawe	埠	N;SG	N
hawe	港口	hawe	港口	N;SG	N
plan	計畫	plan	計畫	N;SG	N
beelde	影像	beelde	影像	N;PL	N
beelde	圖片	beelde	圖片	N;PL	N
beelde	影象	beelde	影象	N;PL	N
beelde	影像	beelde	影像	N;PL	N
beelde	圖片	beelde	圖片	N;PL	N
gedigte	詩	dig	詩	N;PL	N
gedigte	詩歌	dig	詩歌	N;PL	N
ring	環	ring	環	N;SG	N
ring	戒指	ring	戒指	N;SG	N
oorwinning	勝利	oorwinning	勝利	N;SG	N
toegelaat	允許	toelaat	允許	V;PST;V.PTCP	V
vergelyking	方程	vergelyking	方程	N;SG	N
vergelyking	方程	vergelyking	方程	N;SG	N
vergelyking	海拔	vergelyking	海拔	N;SG	N
aangesluit	加入	aansluit	加入	V;PST;V.PTCP	V
lyn	線	lyn	線	N;SG	N
lyn	線路	lyn	線路	N;SG	N
soorte	類型	soort	類型	N;PL	N
blare	樹葉	blaar	樹葉	N;PL	N
blare	葉子	blaar	葉子	N;PL	N
drama	電視	drama	電視	N;SG	N
drama	劇情	drama	劇情	N;SG	N
drama	戲劇	drama	戲劇	N;SG	N
drama	劇	drama	劇	N;SG	N
hospitaal	醫院	hospitaal	醫院	N;SG	N
departement	部門	departement	部門	N;SG	N
uur	時辰	uur	時辰	N;SG	N
uur	小時	uur	小時	N;SG	N
toestand	國家	toestand	國家	N;SG	N
toestand	州	toestand	州	N;SG	N
koerant	報紙	koerant	報紙	N;SG	N
koerant	報	koerant	報	N;SG	N
koerant	報章	koerant	報章	N;SG	N
riviere	河流	rivier	河流	N;PL	N
letterkunde	文獻	letterkund	文獻	N;SG	N
letterkunde	文學	letterkund	文學	N;SG	N
verhoog	增加	verhoog	增加	V;PRS	V
verhoog	提高	verhoog	提高	V;PRS	V
professor	教授	professor	教授	N;SG	N
vlug	飛行	vlug	飛行	V;PRS	V
wapen	武器	wapen	武器	N;SG	N
wapen	兵器	wapen	兵器	N;SG	N
spanne	團隊	span	團隊	N;PL	N
spanne	球隊	span	球隊	N;PL	N
spanne	隊伍	span	隊伍	N;PL	N
sin	判刑	sin	判刑	V;PRS	V
koste	費用	koste	費用	N;SG	N
koste	成本	koste	成本	N;SG	N
opstand	叛亂	opstand	叛亂	N;SG	N
opstand	叛逆	opstand	叛逆	N;SG	N
swak	窮	swak	窮		
insluit	包括	insluit	包括	V;PRS	V
betaal	付費	betaal	付費	V;PRS	V
betaal	付款	betaal	付款	V;PRS	V
betaal	支付	betaal	支付	V;PRS	V
betaal	付費	betaal	付費	V;PRS	V
simbool	符號	simbool	符號	N;SG	N
bewys	證據	bewys	證據	N;SG	N
datum	日期	datum	日期	N;SG	N
datum	約會	datum	約會	N;SG	N
maand	月	maand	月	N;SG	N
maand	個	maand	個	N;SG	N
maand	月份	maand	月份	N;SG	N
beweer	斷言	beweer	斷言	V;PRS	V
oog	眼	oog	眼	N;SG	N
oog	眼睛	oog	眼睛	N;SG	N
verspreiding	分銷	verspreiding	分銷	N;SG	N
struktuur	結構	struktuur	結構	N;SG	N
kunstenaars	藝術	kunstenaar	藝術	N;PL	N
kunstenaars	藝人	kunstenaar	藝人	N;PL	N
wedstryd	比賽	wedstryd	比賽	N;SG	N
wedstryd	競賽	wedstryd	競賽	N;SG	N
liefde	戀愛	liefde	戀愛	N;SG	N
liefde	愛情	liefde	愛情	N;SG	N
standaard	標準	standaard	標準	N;SG	N
aanval	襲擊	aanval	襲擊	N;SG	N
skrywers	作家	skrywer	作家	N;PL	N
skrywers	作者	skrywer	作者	N;PL	N
skrywers	作者	skrywer	作者	N;PL	N
voorstel	建議	voorstel	建議	V;PRS	V
klimaat	氣候	klimaat	氣候	N;SG	N
vernietig	消滅	vernietig	消滅	V;PRS	V
vernietig	摧毀	vernietig	摧毀	V;PRS	V
vernietig	爆炸	vernietig	爆炸	V;PRS	V
vernietig	爆	vernietig	爆	V;PRS	V
sensus	人口	sensus	人口	N;SG	N
sensus	普查	sensus	普查	N;SG	N
skepe	船隻	skeep	船隻	N;PL	N
skepe	船舶	skeep	船舶	N;PL	N
weermag	集團	weermag	集團	N;SG	N
weermag	軍隊	weermag	軍隊	N;SG	N
weermag	軍	weermag	軍	N;SG	N
weermag	陸軍	weermag	陸軍	N;SG	N
kos	糧食	kos	糧食	N;SG	N
kos	食品	kos	食品	N;SG	N
kos	食物	kos	食物	N;SG	N
kos	費用	kos	費用	N;SG	N
kos	成本	kos	成本	N;SG	N
verminder	減少	verminder	減少	V;PRS	V
verminder	減少	verminder	減少	V;PRS	V
verminder	降低	verminder	降低	V;PRS	V
rewolusie	革命	rewolusie	革命	N;SG	N
atmosfeer	氣氛	atmosfeer	氣氛	N;SG	N
atmosfeer	大氣	atmosfeer	大氣	N;SG	N
atmosfeer	大氣	atmosfeer	大氣	N;SG	N
atmosfeer	氛圍	atmosfeer	氛圍	N;SG	N
begrawe	埋葬	begrawe	埋葬	V;PRS	V
plant	廠	plant	廠	N;SG	N
plant	植物	plant	植物	N;SG	N
plant	工廠	plant	工廠	N;SG	N
terrein	欄位	terrein	欄位	N;SG	N
noem	提及	noem	提及	V;PRS	V
behandel	對待	behandel	對待	V;PRS	V
stuur	送出	stuur	送出	V;PRS	V
area	面積	area	面積	N;SG	N
area	地區	area	地區	N;SG	N
area	區域	area	區域	N;SG	N
area	區	area	區	N;SG	N
aard	自然	aard	自然	N;SG	N
aard	性質	aard	性質	N;SG	N
veld	欄位	veld	欄位	N;SG	N
pogings	努力	poging	努力	N;PL	N
hart	心	hart	心	N;SG	N
hart	心臟	hart	心臟	N;SG	N
ernstige	嚴重	ernstig	嚴重	ADJ;NOM	ADJ
ernstige	嚴肅	ernstig	嚴肅	ADJ;NOM	ADJ
stelsels	系統	stelsel	系統	N;PL	N
getalle	數字	getal	數字	N;PL	N
getalle	數字	getal	數字	N;PL	N
getalle	數	getal	數	N;PL	N
getalle	號碼	getal	號碼	N;PL	N
getalle	編號	getal	編號	N;PL	N
politiek	政治	politiek	政治	N;SG	N
politiek	政治	politiek	政治	N;SG	N
provinsies	國家	provinsie	國家	N;PL	N
provinsies	各州	provinsie	各州	N;PL	N
provinsies	各縣	provinsie	各縣	N;PL	N
tipiese	典型	tipies	典型	N;SG	N
streke	區域	streke	區域	N;PL	N
filosofie	哲學	filosofie	哲學	N;SG	N
filosofie	理念	filosofie	理念	N;SG	N
pers	紫色	pers	紫色	N;PL	N
pers	紫	pers	紫	N;PL	N
pers	紫	pers	紫	N;PL	N
tydskrif	雜誌	tydskrif	雜誌	N;SG	N
koop	購買	koop	購買	V;PRS	V
koop	買	koop	買	V;PRS	V
voorkoms	外觀	voorkoms	外觀	N;SG	N
voorkoms	外表	voorkoms	外表	N;SG	N
voorkoms	外貌	voorkoms	外貌	N;SG	N
verhuis	感動	verhuis	感動	V;PRS	V
saal	廳	saal	廳	N;SG	N
saal	大廳	saal	大廳	N;SG	N
spel	比賽	spel	比賽	N;SG	N
spel	遊戲	spel	遊戲	N;SG	N
sokker	足球	sokker	足球	N;SG	N
brug	橋	brug	橋	N;SG	N
brug	艦橋	brug	艦橋	N;SG	N
brug	大橋	brug	大橋	N;SG	N
vlae	旗幟	vlaag	旗幟	N;PL	N
vlae	旗	vlaag	旗	N;PL	N
vlae	旗子	vlaag	旗子	N;PL	N
monument	碑	monument	碑	N;SG	N
landbou	農業	landbou	農業	N;SG	N
voorwerp	天體	voorwerp	天體	N;SG	N
voorwerp	物件	voorwerp	物件	N;SG	N
natuur	自然	natuur	自然	N;SG	N
natuur	性質	natuur	性質	N;SG	N
produkte	商品	produk	商品	N;PL	N
produkte	產品	produk	產品	N;PL	N
vereniging	協會	vereniging	協會	N;SG	N
belangstelling	興趣	belangstelling	興趣	N;SG	N
belangstelling	利息	belangstelling	利息	N;SG	N
ware	實際	waar	實際	N;SG	N
bedank	退出	bedank	退出	V;PRS	V
vrugte	果實	vrug	果實	N;SG	N
vrugte	水果	vrug	水果	N;SG	N
vrugte	果	vrug	果	N;SG	N
gas	氣	gas	氣	N;SG	N
gas	汽油	gas	汽油	N;SG	N
gas	氣體	gas	氣體	N;SG	N
gas	賓	gas	賓	N;SG	N
gas	來賓	gas	來賓	N;SG	N
gas	客人	gas	客人	N;SG	N
verlede	過往	verlede	過往	N;SG	N
verlede	過去	verlede	過去	N;SG	N
akademie	學院	akademie	學院	N;SG	N
aangewys	指定	aanwys	指定	V;PST;V.PTCP	V
motor	引擎	motor	引擎	N;SG	N
motor	車	motor	車	N;SG	N
motor	汽車	motor	汽車	N;SG	N
eenvoudige	簡單	eenvoudig	簡單	ADJ;NOM	ADJ
grense	邊界	grens	邊界	N;PL	N
grense	邊框	grens	邊框	N;PL	N
grense	邊境	grens	邊境	N;PL	N
gekoop	購買	koop	購買	V;PST;V.PTCP	V
tradisie	傳統	tradisie	傳統	N;SG	N
publiseer	刊登	publiseer	刊登	V;PRS	V
publiseer	發表	publiseer	發表	V;PRS	V
ooreenkoms	協定	ooreenkoms	協定	N;SG	N
ooreenkoms	協議	ooreenkoms	協議	N;SG	N
gou	很快	gou	很快	ADV	ADV
baan	曲目	baan	曲目	N;SG	N
baan	軌道	baan	軌道	N;SG	N
baan	軌跡	baan	軌跡	N;SG	N
vryheid	自由	vryheid	自由	N;SG	N
vryheid	自由	vryheid	自由	N;SG	N
samewerking	協作	samewerking	協作	N;SG	N
produksie	產量	produksie	產量	N;SG	N
brief	信	brief	信	N;SG	N
brief	字母	brief	字母	N;SG	N
brief	信函	brief	信函	N;SG	N
brief	信件	brief	信件	N;SG	N
woordeboek	詞典	woordeboek	詞典	N;SG	N
woordeboek	字典	woordeboek	字典	N;SG	N
ton	噸	ton	噸	N;SG	N
ton	公噸	ton	公噸	N;SG	N
ton	噸	ton	噸	N;SG	N
ton	公噸	ton	公噸	N;SG	N
samelewing	社會	samelewing	社會	N;SG	N
huise	住家	huis	住家	N;PL	N
huise	住宅	huis	住宅	N;PL	N
huise	官邸	huis	官邸	N;PL	N
huise	房屋	huis	房屋	N;PL	N
huise	房子	huis	房子	N;PL	N
midde	中間	midde	中間	N;SG	N
publiek	公眾	publiek	公眾	N;SG	N
godsdiens	宗教	godsdiens	宗教	N;SG	N
godsdiens	宗教	godsdiens	宗教	N;SG	N
golf	浪潮	golf	浪潮	N;SG	N
golf	波	golf	波	N;SG	N
golf	波浪	golf	波浪	N;SG	N
predikante	神職	predikant	神職	N;PL	N
redakteur	編輯	redakteur	編輯	N;SG	N
kaptein	機長	kaptein	機長	N;SG	N
kaptein	隊長	kaptein	隊長	N;SG	N
voorstad	郊區	voorstad	郊區	N;SG	N
siekte	病	siekte	病	N;SG	N
siekte	疾病	siekte	疾病	N;SG	N
siekte	病	siekte	病	N;SG	N
siekte	疾病	siekte	疾病	N;SG	N
kolonies	殖民	kolonies	殖民	N;PL	N
hof	法庭	hof	法庭	N;SG	N
hof	法院	hof	法院	N;SG	N
hof	法院	hof	法院	N;SG	N
bank	銀行	bank	銀行	N;SG	N
teken	繪製	teken	繪製	V;PRS	V
teken	抽籤	teken	抽籤	V;PRS	V
teken	簽字	teken	簽字	V;PRS	V
teken	簽	teken	簽	V;PRS	V
gesag	權威	gesag	權威	N;SG	N
ensiklopedie	百科	ensiklopedie	百科	N;SG	N
myl	英里	myl	英里	N;SG	N
gebeure	事件	gebeure	事件	N;PL	N
gebeure	活動	gebeure	活動	N;PL	N
mitologie	神話	mitologie	神話	N;SG	N
toekenning	獎	toekenning	獎	N;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;SG	N
vliegtuig	平面	vliegtuig	平面	N;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;SG	N
toegeneem	增加	toeneem	增加	V;PST;V.PTCP	V
hande	手	hand	手	N;PL	N
kompetisie	競爭	kompetisie	競爭	N;SG	N
kompetisie	競賽	kompetisie	競賽	N;SG	N
kompetisie	比賽	kompetisie	比賽	N;SG	N
kompetisie	競賽	kompetisie	競賽	N;SG	N
privaat	私人	privaat	私人	ADJ;NOM	ADJ
dialekte	方言	dialekte	方言	N;PL	N
dinge	事情	ding	事情	N;PL	N
karakters	字元	karakter	字元	N;PL	N
karakters	角色	karakter	角色	N;PL	N
argitektuur	結構	argitektuur	結構	N;SG	N
argitektuur	架構	argitektuur	架構	N;SG	N
argitektuur	建築	argitektuur	建築	N;SG	N
via	通過	via	通過	ADP	ADP
via	經	via	經	ADP	ADP
metode	方法	metode	方法	N;SG	N
metode	辦法	metode	辦法	N;SG	N
metode	方式	metode	方式	N;SG	N
bespreek	討論	bespreek	討論	V;PRS	V
bespreek	準備	bespreek	準備	V;PRS	V
ben	本	ben	本		
redes	理由	rede	理由	N;PL	N
redes	原因	rede	原因	N;PL	N
eenhede	單元	eenhede	單元	N;PL	N
eenhede	單位	eenhede	單位	N;PL	N
bestudeer	研究	bestudeer	研究	V;PRS	V
bestudeer	學習	bestudeer	學習	V;PRS	V
olie	油	olie	油	N;SG	N
olie	石油	olie	石油	N;SG	N
olie	機油	olie	機油	N;SG	N
spelers	球員	speler	球員	N;PL	N
spelers	玩家	speler	玩家	N;PL	N
twaalf	十二	twaalf	十二	NUM	NUM
sekretaris	秘書	sekretaris	秘書	N;SG	N
federasie	聯邦	federasie	聯邦	N;SG	N
stof	塵土	stof	塵土	N;SG	N
stof	塵	stof	塵	N;SG	N
stof	塵埃	stof	塵埃	N;SG	N
stof	灰塵	stof	灰塵	N;SG	N
dam	壩	dam	壩	N;SG	N
dam	水電	dam	水電	N;SG	N
dam	水庫	dam	水庫	N;SG	N
dam	大壩	dam	大壩	N;SG	N
dam	水壩	dam	水壩	N;SG	N
toekoms	今後	toekoms	今後	N;SG	N
toekoms	將來	toekoms	將來	N;SG	N
toekoms	未來	toekoms	未來	N;SG	N
polisie	警方	polisie	警方	N;SG	N
polisie	警務	polisie	警務	N;SG	N
polisie	警察	polisie	警察	N;SG	N
geslag	性別	geslag	性別	N;SG	N
geslag	性別	geslag	性別	N;SG	N
geslag	性	geslag	性	N;SG	N
geslag	性	geslag	性	N;SG	N
geslag	性	geslag	性	N;SG	N
graf	墳	graf	墳	N;SG	N
graf	墓	graf	墓	N;SG	N
graf	墳	graf	墳	N;SG	N
besoekers	遊客	besoeker	遊客	N;PL	N
besoekers	訪客	besoeker	訪客	N;PL	N
kies	選取	kies	選取	V;PRS	V
kies	選擇	kies	選擇	V;PRS	V
benodig	需要	benodig	需要	V;PRS	V
kunstenaar	藝術	kunstenaar	藝術	N;SG	N
kunstenaar	藝人	kunstenaar	藝人	N;SG	N
vermoë	能力	vermoë	能力	N;SG	N
mond	嘴	mond	嘴	N;SG	N
mond	口	mond	口	N;SG	N
mond	嘴	mond	嘴	N;SG	N
mond	口腔	mond	口腔	N;SG	N
gesondheid	健康	gesondheid	健康	N;SG	N
aktiwiteite	活動	aktiwiteit	活動	N;PL	N
aktiwiteite	事件	aktiwiteit	事件	N;PL	N
aktiwiteite	活動	aktiwiteit	活動	N;PL	N
aktiwiteite	事件	aktiwiteit	事件	N;PL	N
aktiwiteite	活動	aktiwiteit	活動	N;PL	N
konflik	衝突	konflik	衝突	N;SG	N
inkomste	收入	inkomste	收入	N;SG	N
inkomste	收益	inkomste	收益	N;SG	N
inkomste	稅	inkomste	稅	N;SG	N
inkomste	收入	inkomste	收入	N;SG	N
ligte	輕微	lig	輕微	ADJ;NOM	ADJ
erfenis	遺產	erfenis	遺產	N;SG	N
bladsye	頁	bladsy	頁	N;PL	N
heelal	宇宙	heelal	宇宙	N;SG	N
verdwyn	消失	verdwyn	消失	V;PRS	V
geskei	分居	skei	分居	V;PST;V.PTCP	V
geskei	離異	skei	離異	V;PST;V.PTCP	V
geskei	離婚	skei	離婚	V;PST;V.PTCP	V
hoek	角度	hoek	角度	N;SG	N
hoek	角	hoek	角	N;SG	N
blomme	花	blomm	花	N;SG	N
blomme	鮮花	blomm	鮮花	N;SG	N
blomme	花卉	blomm	花卉	N;SG	N
blomme	花兒	blomm	花兒	N;SG	N
blomme	花朵	blomm	花朵	N;SG	N
sport	體育	sport	體育	N;SG	N
sport	運動	sport	運動	N;SG	N
sport	體育	sport	體育	N;SG	N
sport	運動	sport	運動	N;SG	N
onderneming	企業	onderneming	企業	N;SG	N
tempel	神廟	tempel	神廟	N;SG	N
tempel	寺	tempel	寺	N;SG	N
tempel	寺廟	tempel	寺廟	N;SG	N
tempel	廟	tempel	廟	N;SG	N
tempel	聖殿	tempel	聖殿	N;SG	N
twintig	二十	twintig	二十	NUM	NUM
literatuur	文獻	literatuur	文獻	N;SG	N
literatuur	文學	literatuur	文學	N;SG	N
saamgesmelt	融化	saamsmelt	融化	V;PST;V.PTCP	V
speler	球員	speler	球員	N;SG	N
speler	玩家	speler	玩家	N;SG	N
prent	照片	prent	照片	N;SG	N
prent	圖片	prent	圖片	N;SG	N
prent	影象	prent	影象	N;SG	N
prent	影像	prent	影像	N;SG	N
prent	圖片	prent	圖片	N;SG	N
prent	自然	prent	自然	N;SG	N
prent	性質	prent	性質	N;SG	N
vraag	問題	vraag	問題	N;SG	N
sterrebeeld	星座	sterrebeeld	星座	N;SG	N
optrede	行為	optrede	行為	N;SG	N
optrede	行為	optrede	行為	N;SG	N
optrede	行為	optrede	行為	N;SG	N
letters	信	letters	信	N;PL	N
letters	字母	letters	字母	N;PL	N
letters	信件	letters	信件	N;PL	N
reaksie	反應	reaksie	反應	N;SG	N
vliegtuie	飛機	vliegtuig	飛機	N;PL	N
fokus	聚焦	fokus	聚焦	V;PRS	V
fokus	專注	fokus	專注	V;PRS	V
reëls	規則	reël	規則	N;PL	N
reëls	細則	reël	細則	N;PL	N
reëls	線	reël	線	N;PL	N
reëls	線	reël	線	N;PL	N
verduidelik	解釋	verduidelik	解釋	V;PRS	V
teater	電影	teater	電影	N;SG	N
teater	劇場	teater	劇場	N;SG	N
teater	戲劇	teater	戲劇	N;SG	N
teater	劇院	teater	劇院	N;SG	N
teater	戲院	teater	戲院	N;SG	N
teater	劇場	teater	劇場	N;SG	N
teater	戰區	teater	戰區	N;SG	N
teater	戲劇	teater	戲劇	N;SG	N
teater	劇院	teater	劇院	N;SG	N
teater	戲院	teater	戲院	N;SG	N
produk	商品	produk	商品	N;SG	N
produk	產品	produk	產品	N;SG	N
produk	產物	produk	產物	N;SG	N
gewig	重量	gewig	重量	N;SG	N
gewig	體重	gewig	體重	N;SG	N
gewig	份量	gewig	份量	N;SG	N
vallei	河谷	vallei	河谷	N;SG	N
vallei	谷	vallei	谷	N;SG	N
vallei	山谷	vallei	山谷	N;SG	N
vallei	谷地	vallei	谷地	N;SG	N
hede	現任	hede	現任	N;PL	N
enjin	引擎	enjin	引擎	N;SG	N
oom	舅舅	oom	舅舅	N;SG	N
oom	伯父	oom	伯父	N;SG	N
oom	叔叔	oom	叔叔	N;SG	N
klank	聲音	klank	聲音	N;SG	N
klank	音效	klank	音效	N;SG	N
taak	任務	taak	任務	N;SG	N
mere	湖泊	baie	湖泊	N;PL	N
minute	分鐘	minute	分鐘	N;PL	N
oprigting	施工	oprigting	施工	N;SG	N
oprigting	建築	oprigting	建築	N;SG	N
toegepas	套用	toepas	套用	V;PST;V.PTCP	V
versterk	加強	versterk	加強	V;PRS	V
eet	食	eet	食	N;SG	N
straat	街頭	straat	街頭	N;SG	N
straat	街道	straat	街道	N;SG	N
straat	街	straat	街	N;SG	N
motors	車	motors	車	N;PL	N
motors	汽車	motors	汽車	N;PL	N
suiwer	純	suiwer	純		
temperature	氣溫	temperature	氣溫	N;SG	N
temperature	溫度	temperature	溫度	N;SG	N
kat	貓咪	kat	貓咪	N;SG	N
kat	貓	kat	貓	N;SG	N
hout	木	hout	木	N;SG	N
hout	木材	hout	木材	N;SG	N
hout	木頭	hout	木頭	N;SG	N
stroom	動態	stroom	動態	N;SG	N
stroom	飼料	stroom	飼料	N;SG	N
stroom	流	stroom	流	N;SG	N
stroom	溪流	stroom	溪流	N;SG	N
dier	動物	dier	動物	N;SG	N
vervaardiger	廠	vervaardiger	廠	N;SG	N
betrekking	關係	betrekking	關係	N;SG	N
wette	法律	wet	法律	N;PL	N
kritiek	批判	kritiek	批判	N;SG	N
