kategória	catégorie	kategória	catégorie	N;NOM;FEM;SG	N;FEM;SG
stretnutia	rencontres	stretnutie	rencontre	N;NOM;NEUT;PL	N;FEM;PL
stretnutia	rencontres	stretnutie	rencontre	N;NOM;NEUT;PL	N;FEM;PL
stretnutia	réunions	stretnutie	réunion	N;NOM;NEUT;PL	N;FEM;PL
stretnutia	nominations	stretnutie	nomination	N;NOM;NEUT;PL	N;FEM;PL
aktivity	activités	aktivita	activité	N;NOM;FEM;PL	N;FEM;PL
grécko	grèce	grécko	grèce	N;NOM;NEUT;SG	N;FEM;SG
ostrovov	îles	ostrov	île	N;INAN;GEN;MASC;PL	N;FEM;PL
ostrovov	iles	ostrov	ile	N;INAN;GEN;MASC;PL	N;FEM;PL
zámky	écluses	zámok	écluse	N;INAN;NOM;MASC;PL	N;FEM;PL
zámky	serrures	zámok	serrure	N;INAN;NOM;MASC;PL	N;FEM;PL
provincii	province	provincia	province	N;DAT;FEM;SG	N;FEM;SG
meurthe	meurthe	meurthe	meurthe	N;NOM;FEM;SG	N;FEM;SG
výraz	expression	výraz	expression	N;INAN;NOM;MASC;SG	N;FEM;SG
španielsky	espagnol	španielsky	espagnol	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
španielsky	espagnole	španielsky	espagnol	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
červená	roux	červený	roux	ADJ;NOM;FEM;SG	ADJ;MASC;SG
červená	rouge	červený	rouge	ADJ;NOM;FEM;SG	ADJ;MASC;SG
čierna	noire	čierny	noir	ADJ;NOM;FEM;SG	ADJ;FEM;SG
čierna	black	čierny	black	ADJ;NOM;FEM;SG	ADJ;MASC;SG
vidieť	consultez	vidieť	consulter	V;IPFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
vidieť	voyez	vidieť	voir	V;IPFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
vidieť	voir	vidieť	voir	V;IPFV;POS;NFIN	V;NFIN
vidieť	vois	vidieť	vois	V;IPFV;POS;NFIN	V;IND;SG;2;PRS;FIN
značne	considérablement	značne	considérablement	ADV	ADV
hnutie	movement	hnutie	movement	N;NOM;NEUT;SG	N;MASC;SG
hnutie	mouvement	hnutie	mouvement	N;NOM;NEUT;SG	N;MASC;SG
doslova	littéralement	doslova	littéralement	ADV	ADV
bunky	cellules	bunka	cellule	N;NOM;FEM;PL	N;FEM;PL
bunky	cellules	bunka	cellule	N;NOM;FEM;PL	N;FEM;PL
administratívne	administratif	administratívne	administratif	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
športové	sportif	športový	sportif	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
športové	sportive	športový	sportif	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
čoskoro	bientôt	čoskoro	bientôt	ADV	ADV
čoskoro	prochainement	čoskoro	prochainement	ADV	ADV
skratka	abréviation	skratka	abréviation	N;NOM;FEM;SG	N;FEM;SG
skratka	acronyme	skratka	acronyme	N;NOM;FEM;SG	N;MASC;SG
skratka	sigle	skratka	sigle	N;NOM;FEM;SG	N;MASC;SG
skratka	raccourci	skratka	raccourci	N;NOM;FEM;SG	N;MASC;SG
prahy	seuils	prah	seuil	N;NOM;FEM;PL	N;MASC;PL
hrať	jouer	hrať	jouer	V;IPFV;POS;NFIN	V;NFIN
hrať	jouez	hrať	jouer	V;IPFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
hrať	jouer	hrať	jouer	V;IPFV;POS;NFIN	V;NFIN
hrať	jouant	hrať	jouer	V;IPFV;POS;NFIN	V;PRS;V.PTCP
sezóna	saison	sezón	saison	N;NOM;FEM;SG	N;FEM;SG
bitky	combats	bitka	combat	N;NOM;FEM;PL	N;MASC;PL
bitky	batailles	bitka	bataille	N;NOM;FEM;PL	N;FEM;PL
slovan	slovan	slovan	slovan	N;NOM;NEUT;SG	N;MASC;SG
motora	moteur	motor	moteur	N;INAN;GEN;MASC;SG	N;MASC;SG
tatry	tatras	tatra	tatras	N;INAN;NOM;MASC;PL	N;FEM;PL
boj	lutte	boj	lutte	N;INAN;NOM;MASC;SG	N;FEM;SG
boj	combat	boj	combat	N;INAN;NOM;MASC;SG	N;MASC;SG
boj	lutte	boj	lutte	N;INAN;NOM;MASC;SG	N;FEM;SG
boj	combat	boj	combat	N;INAN;NOM;MASC;SG	N;MASC;SG
boj	bagarre	boj	bagarre	N;INAN;NOM;MASC;SG	N;FEM;SG
porazil	vaincu	poraziť	vaincre	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
porazil	battu	poraziť	battre	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
porazil	vaincue	poraziť	vaincre	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
vecí	choses	vec	chose	N;GEN;FEM;PL	N;FEM;PL
júni	juin	jún	juin	N;INAN;NOM;MASC;SG	N;MASC;SG
pásmo	groupe	pásmo	groupe	N;NOM;NEUT;SG	N;MASC;SG
pásmo	orchestre	pásmo	orchestre	N;NOM;NEUT;SG	N;MASC;SG
pásmo	bande	pásmo	bande	N;NOM;NEUT;SG	N;FEM;SG
dĺžku	longueur	dĺžka	longueur	N;ACC;FEM;SG	N;FEM;SG
divákov	spectateurs	divák	spectateur	N;ANIM;ACC;MASC;PL	N;MASC;PL
divákov	téléspectateurs	divák	téléspectateur	N;ANIM;ACC;MASC;PL	N;MASC;PL
divákov	spectateurs	divák	spectateur	N;ANIM;ACC;MASC;PL	N;MASC;PL
vzťahu	relation	vzťah	relation	N;INAN;DAT;MASC;SG	N;FEM;SG
panna	puceau	panna	puceau	N;NOM;FEM;SG	N;MASC;SG
tvorili	formés	tvoriť	former	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tvorili	formées	tvoriť	former	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
dna	adn	dno	adn	N;NOM;NEUT;SG	N;MASC;SG
pilot	pilote	pilot	pilote	N;ANIM;NOM;MASC;SG	N;MASC;SG
provincia	province	provincie	province	N;NOM;FEM;SG	N;FEM;SG
žena	femme	žena	femme	N;NOM;FEM;SG	N;FEM;SG
žena	femme	žena	femme	N;NOM;FEM;SG	N;FEM;SG
žena	épouse	žena	épouse	N;NOM;FEM;SG	N;FEM;SG
žena	epouse	žena	epouse	N;NOM;FEM;SG	N;FEM;SG
žena	femme	žena	femme	N;NOM;FEM;SG	N;FEM;SG
situácia	situation	situácia	situation	N;NOM;FEM;SG	N;FEM;SG
predpokladá	présuppose	predpokladať	présupposer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	assume	predpokladať	assumer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	présume	predpokladať	présumer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
predpokladá	suppose	predpokladať	supposer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
sila	résistance	sila	résistance	N;NOM;FEM;SG	N;FEM;SG
sila	solidité	sila	solidité	N;NOM;FEM;SG	N;FEM;SG
sila	force	sila	force	N;NOM;FEM;SG	N;FEM;SG
sila	force	sila	force	N;NOM;FEM;SG	N;FEM;SG
dieťa	bébé	dieťa	bébé	N;NOM;NEUT;SG	N;MASC;SG
dieťa	baby	dieťa	baby	N;NOM;NEUT;SG	N;MASC;SG
dieťa	gamin	dieťa	gamin	N;NOM;NEUT;SG	N;MASC;SG
dieťa	enfant	dieťa	enfant	N;NOM;NEUT;SG	N;MASC;SG
ústav	institute	ústav	instituter	N;INAN;NOM;MASC;SG	N;MASC;SG
ústav	institut	ústav	institut	N;INAN;NOM;MASC;SG	N;MASC;SG
mierne	moyennement	mierne	moyennement	ADV	ADV
mierne	modérément	mierne	modérément	ADV	ADV
mierne	légèrement	mierne	légèrement	ADV	ADV
vedenie	management	vedenie	management	N;NOM;NEUT;SG	N;MASC;SG
vedenie	gestion	vedenie	gestion	N;NOM;NEUT;SG	N;FEM;SG
vedenie	leadership	vedenie	leadership	N;NOM;NEUT;SG	N;MASC;SG
vedenie	plomb	vedenie	plomb	N;NOM;NEUT;SG	N;MASC;SG
arena	aréna	arena	aréna	N;NOM;FEM;SG	N;MASC;SG
arena	arène	arena	arène	N;NOM;FEM;SG	N;FEM;SG
stredná	moyen	stredný	moyen	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stredná	central	stredný	central	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stredná	centrale	stredný	central	ADJ;NOM;FEM;SG	ADJ;FEM;SG
stredná	modéré	stredný	modéré	ADJ;NOM;FEM;SG	ADJ;MASC;SG
stredná	modérée	stredný	modéré	ADJ;NOM;FEM;SG	ADJ;FEM;SG
skončila	périmé	skončiť	périmer	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
skončila	expiré	skončiť	expirer	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
referencie	références	referencia	référence	N;NOM;FEM;PL	N;FEM;PL
plochy	surfaces	plocha	surface	N;NOM;FEM;PL	N;FEM;PL
plochy	domaines	plocha	domaine	N;NOM;FEM;PL	N;MASC;PL
plochy	zones	plocha	zone	N;NOM;FEM;PL	N;FEM;PL
schopnosť	capacité	schopnosť	capacité	N;NOM;FEM;SG	N;FEM;SG
schopnosť	capacité	schopnosť	capacité	N;NOM;FEM;SG	N;FEM;SG
schopnosť	aptitude	schopnosť	aptitude	N;NOM;FEM;SG	N;FEM;SG
svetlo	lumiere	svetlo	lumiere	N;NOM;NEUT;SG	N;FEM;SG
svetlo	lumière	svetlo	lumière	N;NOM;NEUT;SG	N;FEM;SG
doba	période	doba	période	N;NOM;FEM;SG	N;FEM;SG
doba	temps	doba	temps	N;NOM;FEM;SG	N;MASC;SG
doba	heure	doba	heure	N;NOM;FEM;SG	N;FEM;SG
medzinárodný	international	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ;MASC;SG
medzinárodný	internationale	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	ADJ;FEM;SG
budov	bâtiments	budova	bâtiment	N;GEN;FEM;PL	N;MASC;PL
budov	immeubles	budova	immeuble	N;GEN;FEM;PL	N;MASC;PL
budov	édifices	budova	édifice	N;GEN;FEM;PL	N;MASC;PL
vnútri	intérieur	vnútro	intérieur	N;NOM;NEUT;SG	N;MASC;SG
príklad	exemple	príklad	exemple	N;INAN;NOM;MASC;SG	N;MASC;SG
futbal	football	futbať	football	N;INAN;NOM;MASC;SG	N;MASC;SG
futbal	foot	futbať	foot	N;INAN;NOM;MASC;SG	N;MASC;SG
futbal	soccer	futbať	soccer	N;INAN;NOM;MASC;SG	N;MASC;SG
futbal	football	futbať	football	N;INAN;NOM;MASC;SG	N;MASC;SG
galéria	galerie	galéria	galerie	N;NOM;FEM;SG	N;FEM;SG
galéria	gallerie	galéria	gallerie	N;NOM;FEM;SG	N;FEM;SG
potreby	besoins	potreba	besoin	N;NOM;FEM;PL	N;MASC;PL
osoba	personne	osoba	personne	N;NOM;FEM;SG	N;FEM;SG
kanade	canada	kanada	canada	N;NOM;FEM;SG	N;MASC;SG
astronómia	astronomie	astronómia	astronomie	N;NOM;FEM;SG	N;FEM;SG
hrala	jouée	hrať	jouer	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
hrala	joué	hrať	jouer	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vlastný	propre	vlastný	propre	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
názor	opinion	názor	opinion	N;INAN;NOM;MASC;SG	N;FEM;SG
názor	avis	názor	avis	N;INAN;NOM;MASC;SG	N;MASC;SG
postava	caractère	postava	caractère	N;NOM;FEM;SG	N;MASC;SG
postava	personnage	postava	personnage	N;NOM;FEM;SG	N;MASC;SG
vytvorili	crées	vytvoriť	créer	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vytvorili	créés	vytvoriť	créer	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
škoda	pitié	škoda	pitié	N;NOM;FEM;SG	N;FEM;SG
škoda	honte	škoda	honte	N;NOM;FEM;SG	N;FEM;SG
autora	auteure	autor	auteure	N;ANIM;ACC;MASC;SG	N;FEM;SG
autora	auteur	autor	auteur	N;ANIM;ACC;MASC;SG	N;MASC;SG
pohára	gobelet	pohár	gobelet	N;INAN;GEN;MASC;SG	N;MASC;SG
pohára	tasse	pohár	tasse	N;INAN;GEN;MASC;SG	N;FEM;SG
pohára	coupe	pohár	coupe	N;INAN;GEN;MASC;SG	N;FEM;SG
gólov	buts	gól	but	N;INAN;GEN;MASC;PL	N;MASC;PL
gólov	objectifs	gól	objectif	N;INAN;GEN;MASC;PL	N;MASC;PL
fakulty	facultés	fakulta	faculté	N;NOM;FEM;PL	N;FEM;PL
fakulty	professeurs	fakulta	professeur	N;NOM;FEM;PL	N;MASC;PL
trate	lignes	triata	ligne	N;NOM;FEM;PL	N;FEM;PL
trate	morceaux	triata	morceau	N;NOM;FEM;PL	N;MASC;PL
trate	chenilles	triata	chenille	N;NOM;FEM;PL	N;FEM;PL
trate	pistes	triata	piste	N;NOM;FEM;PL	N;FEM;PL
znaky	personnages	znak	personnage	N;INAN;NOM;MASC;PL	N;MASC;PL
znaky	caractères	znak	caractère	N;INAN;NOM;MASC;PL	N;MASC;PL
znaky	signes	znak	signe	N;INAN;NOM;MASC;PL	N;MASC;PL
znaky	panneaux	znak	panneau	N;INAN;NOM;MASC;PL	N;MASC;PL
čierny	noire	čierny	noir	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
čierny	black	čierny	black	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
post	poste	post	poste	N;INAN;NOM;MASC;SG	N;MASC;SG
post	publication	post	publication	N;INAN;NOM;MASC;SG	N;FEM;SG
objavila	découvert	objaviť	découvrir	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
objavila	apparu	objaviť	apparaître	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
objavila	apparut	objaviť	apparaître	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
objavila	paru	objaviť	paraître	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
objavila	parut	objaviť	paraître	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pracuje	travaillant	pracovať	travailler	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PRS;V.PTCP
pracuje	travailler	pracovať	travailler	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
maďarský	hongroise	maďarský	hongrois	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
maďarský	hongrois	maďarský	hongrois	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
plocha	région	plocha	région	N;NOM;FEM;SG	N;FEM;SG
plocha	zone	plocha	zone	N;NOM;FEM;SG	N;FEM;SG
plocha	domaine	plocha	domaine	N;NOM;FEM;SG	N;MASC;SG
plocha	bureau	plocha	bureau	N;NOM;FEM;SG	N;MASC;SG
zbierka	collecte	zbierka	collecte	N;NOM;FEM;SG	N;FEM;SG
zbierka	ramassage	zbierka	ramassage	N;NOM;FEM;SG	N;MASC;SG
zbierka	recouvrement	zbierka	recouvrement	N;NOM;FEM;SG	N;MASC;SG
zbierka	recueil	zbierka	recueil	N;NOM;FEM;SG	N;MASC;SG
zbierka	collection	zbierka	collection	N;NOM;FEM;SG	N;FEM;SG
zbierka	collecte	zbierka	collecte	N;NOM;FEM;SG	N;FEM;SG
biely	blanche	biely	blanc	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
povstania	soulèvements	povstanie	soulèvement	N;NOM;NEUT;PL	N;MASC;PL
povstania	révoltes	povstanie	révolte	N;NOM;NEUT;PL	N;FEM;PL
hodiny	horaires	hodina	horaire	N;NOM;FEM;PL	N;MASC;PL
hodiny	heures	hodina	heure	N;NOM;FEM;PL	N;FEM;PL
hodiny	pendules	hodina	pendule	N;NOM;FEM;PL	N;MASC;PL
hodiny	montres	hodina	montre	N;NOM;FEM;PL	N;FEM;PL
hodiny	horloges	hodina	horloge	N;NOM;FEM;PL	N;FEM;PL
hodiny	horloges	hodina	horloge	N;NOM;FEM;PL	N;FEM;PL
roussillon	roussillon	roussillon	roussillon	N;NOM;NEUT;SG	N;MASC;SG
francúzske	francais	francúzsky	francais	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
francúzske	française	francúzsky	français	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
francúzske	français	francúzsky	français	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
múzea	musées	múzeum	musée	N;NOM;NEUT;PL	N;MASC;PL
múzea	musées	múzeum	musée	N;NOM;NEUT;PL	N;MASC;PL
pôvodné	originale	pôvodný	original	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
pôvodné	original	pôvodný	original	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
languedoc	languedoc	languedoc	languedoc	N;INAN;NOM;MASC;SG	N;MASC;SG
hrali	joués	hrať	jouer	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hrali	jouées	hrať	joué	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ruská	russe	ruský	russe	ADJ;NOM;FEM;SG	ADJ;MASC;SG
chrámu	temple	chrám	temple	N;INAN;GEN;MASC;SG	N;MASC;SG
chrámu	tempe	chrám	tempe	N;INAN;GEN;MASC;SG	N;FEM;SG
novín	journaux	noviny	journal	N;GEN;FEM;PL	N;MASC;PL
rieke	fleuve	rieka	fleuve	N;DAT;FEM;SG	N;MASC;SG
rieke	rivière	rieka	rivière	N;DAT;FEM;SG	N;FEM;SG
parlamentu	parlement	parlament	parlement	N;INAN;GEN;MASC;SG	N;MASC;SG
hranicu	frontière	hranica	frontière	N;ACC;FEM;SG	N;FEM;SG
hranicu	border	hranica	border	N;ACC;FEM;SG	N;MASC;SG
hranicu	bordure	hranica	bordure	N;ACC;FEM;SG	N;FEM;SG
podujatia	évènements	podujatie	évènement	N;NOM;NEUT;PL	N;MASC;PL
podujatia	evénements	podujatie	evénement	N;NOM;NEUT;PL	N;MASC;PL
podujatia	evenements	podujatie	evenement	N;NOM;NEUT;PL	N;MASC;PL
podujatia	événements	podujatie	événement	N;NOM;NEUT;PL	N;MASC;PL
ústavu	constitution	ústav	constitution	N;INAN;GEN;MASC;SG	N;FEM;SG
kardinál	cardinal	kardinál	cardinal	N;ANIM;NOM;MASC;SG	N;MASC;SG
majstrov	masters	majster	master	N;INAN;NOM;MASC;PL	N;MASC;PL
majstrov	capitaines	majster	capitaine	N;INAN;NOM;MASC;PL	N;MASC;PL
majstrov	maîtres	majster	maître	N;INAN;NOM;MASC;PL	N;MASC;PL
majstrov	champions	majster	champion	N;INAN;NOM;MASC;PL	N;MASC;PL
mesiace	lunes	mesiac	lune	N;INAN;NOM;MASC;PL	N;FEM;PL
dramatik	dramaturge	dramatik	dramaturge	N;ANIM;NOM;MASC;SG	N;MASC;SG
výšky	hauteurs	výška	hauteur	N;NOM;FEM;PL	N;FEM;PL
zmena	modification	zmena	modification	N;NOM;FEM;SG	N;FEM;SG
zmena	changement	zmena	changement	N;NOM;FEM;SG	N;MASC;SG
úroveň	niveau	úroveň	niveau	N;NOM;FEM;SG	N;MASC;SG
chce	veut	chcieť	vouloir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
county	comté	count	comté	N;NOM;MASC;SG	N;MASC;SG
britská	britannique	britský	britannique	ADJ;NOM;FEM;SG	ADJ;MASC;SG
súd	essai	súd	essai	N;INAN;NOM;MASC;SG	N;MASC;SG
súd	procès	súd	procès	N;INAN;NOM;MASC;SG	N;MASC;SG
súd	tribunal	súd	tribunal	N;INAN;NOM;MASC;SG	N;MASC;SG
súd	cour	súd	cour	N;INAN;NOM;MASC;SG	N;FEM;SG
súd	tribunal	súd	tribunal	N;INAN;NOM;MASC;SG	N;MASC;SG
ročník	vintage	ročník	vintage	N;INAN;NOM;MASC;SG	N;MASC;SG
ročník	millésime	ročník	millésime	N;INAN;NOM;MASC;SG	N;MASC;SG
prostredie	environnement	prostredie	environnement	N;NOM;NEUT;SG	N;MASC;SG
rýchlosti	vitesses	rýchlosť	vitesse	N;NOM;FEM;PL	N;FEM;PL
rýchlosti	vitesses	rýchlosť	vitesse	N;NOM;FEM;PL	N;FEM;PL
biela	blanche	biely	blanc	ADJ;NOM;FEM;SG	ADJ;FEM;SG
dedina	village	dedina	village	N;NOM;FEM;SG	N;MASC;SG
jar	printemps	jar	printemps	N;NOM;FEM;SG	N;MASC;SG
jar	ressort	jar	ressort	N;NOM;FEM;SG	N;MASC;SG
dvaja	deux	dva	deux	NUM;ANIM;NOM;MASC;PL	NUM
dáta	données	dát	donnée	N;INAN;NOM;MASC;PL	N;FEM;PL
podstate	essence	podstata	essence	N;DAT;FEM;SG	N;FEM;SG
značka	marque	značka	marque	N;NOM;FEM;SG	N;FEM;SG
značka	marque	značka	marque	N;NOM;FEM;SG	N;FEM;SG
značka	étiquette	značka	étiquette	N;NOM;FEM;SG	N;FEM;SG
značka	tag	značka	tag	N;NOM;FEM;SG	N;MASC;SG
značka	balise	značka	balise	N;NOM;FEM;SG	N;FEM;SG
ľahko	facilement	ľahko	facilement	ADV	ADV
ľahko	aisément	ľahko	aisément	ADV	ADV
zbrane	armements	zbraň	armement	N;NOM;FEM;PL	N;MASC;PL
zbrane	armes	zbraň	arme	N;NOM;FEM;PL	N;FEM;PL
zbrane	fusils	zbraň	fusil	N;NOM;FEM;PL	N;MASC;PL
zbrane	armes	zbraň	arme	N;NOM;FEM;PL	N;FEM;PL
zbrane	pistolets	zbraň	pistolet	N;NOM;FEM;PL	N;MASC;PL
zbrane	canons	zbraň	canon	N;NOM;FEM;PL	N;MASC;PL
zbrane	armes	zbraň	arme	N;NOM;FEM;PL	N;FEM;PL
toky	ruisseaux	tok	ruisseau	N;INAN;NOM;MASC;PL	N;MASC;PL
pravidelne	régulièrement	pravidelne	régulièrement	ADV	ADV
pravidelne	périodiquement	pravidelne	périodiquement	ADV	ADV
motorov	moteurs	motor	moteur	N;INAN;GEN;MASC;PL	N;MASC;PL
kráľovná	reine	kráľovná	reine	N;NOM;FEM;SG	N;FEM;SG
kráľovná	queen	kráľovná	queen	N;NOM;FEM;SG	N;MASC;SG
dát	données	dát	donnée	N;GEN;FEM;PL	N;FEM;PL
hlavy	têtes	hlava	tête	N;NOM;FEM;PL	N;FEM;PL
autori	scénaristes	autori	scénariste	N;ANIM;NOM;MASC;PL	N;MASC;PL
autori	auteurs	autori	auteur	N;ANIM;NOM;MASC;PL	N;MASC;PL
autori	écrivains	autori	écrivain	N;ANIM;NOM;MASC;PL	N;MASC;PL
autori	auteurs	autori	auteur	N;ANIM;NOM;MASC;PL	N;MASC;PL
pravidlá	règles	pravidlo	règle	N;NOM;NEUT;PL	N;FEM;PL
pravidlá	regles	pravidlo	regle	N;NOM;NEUT;PL	N;FEM;PL
vzdelanie	enseignement	vzdelanie	enseignement	N;NOM;NEUT;SG	N;MASC;SG
vzdelanie	éducation	vzdelanie	éducation	N;NOM;NEUT;SG	N;FEM;SG
kozmonaut	cosmonaute	kozmonaut	cosmonaute	N;ANIM;NOM;MASC;SG	N;MASC;SG
kozmonaut	spaceman	kozmonaut	spaceman	N;ANIM;NOM;MASC;SG	N;MASC;SG
fotografie	photographies	fotografia	photographie	N;NOM;FEM;PL	N;FEM;PL
fotografie	photos	fotografia	photo	N;NOM;FEM;PL	N;FEM;PL
fotografie	photographies	fotografia	photographie	N;NOM;FEM;PL	N;FEM;PL
vojsko	armée	vojsko	armée	N;NOM;NEUT;SG	N;FEM;SG
vojsko	armée	vojsko	armée	N;NOM;NEUT;SG	N;FEM;SG
navrhol	suggérée	navrhnúť	suggérer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
navrhol	suggéré	navrhnúť	suggérer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
navrhol	proposé	navrhnúť	proposer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
mier	paix	mier	paix	N;INAN;NOM;MASC;SG	N;FEM;SG
opis	description	opis	description	N;INAN;NOM;MASC;SG	N;FEM;SG
patrila	appartenu	patriť	appartenir	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
preteky	courses	preteky	course	N;INAN;NOM;MASC;PL	N;FEM;PL
preteky	courses	preteky	course	N;INAN;NOM;MASC;PL	N;FEM;PL
tlak	pression	tlak	pression	N;INAN;NOM;MASC;SG	N;FEM;SG
vysoký	haut	vysoký	haut	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
vysoký	haute	vysoký	haut	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
vysoký	élevé	vysoký	élevé	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
stroj	machine	stroj	machine	N;INAN;NOM;MASC;SG	N;FEM;SG
konal	agi	konať	agir	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
filozofi	philosophes	filozofi	philosophe	N;ANIM;NOM;MASC;PL	N;MASC;PL
štít	bouclier	štít	bouclier	N;INAN;NOM;MASC;SG	N;MASC;SG
štít	bouclier	štít	bouclier	N;INAN;NOM;MASC;SG	N;MASC;SG
stroje	machines	stroj	machine	N;INAN;NOM;MASC;PL	N;FEM;PL
stroje	machines	stroj	machine	N;INAN;NOM;MASC;PL	N;FEM;PL
chemik	chimiste	chemik	chimiste	N;ANIM;NOM;MASC;SG	N;MASC;SG
chemik	pharmacien	chemik	pharmacien	N;ANIM;NOM;MASC;SG	N;MASC;SG
budúcnosti	avenir	budúcnosť	avenir	N;DAT;FEM;SG	N;MASC;SG
štruktúra	texture	štruktúra	texture	N;NOM;FEM;SG	N;FEM;SG
štruktúra	structure	štruktúra	structure	N;NOM;FEM;SG	N;FEM;SG
priebeh	progrès	priebeh	progrès	N;INAN;NOM;MASC;SG	N;MASC;SG
priebeh	progression	priebeh	progression	N;INAN;NOM;MASC;SG	N;FEM;SG
priebeh	avancement	priebeh	avancement	N;INAN;NOM;MASC;SG	N;MASC;SG
publicista	publiciste	publicista	publiciste	N;ANIM;NOM;MASC;SG	N;MASC;SG
princíp	principe	princíp	principe	N;INAN;NOM;MASC;SG	N;MASC;SG
profesionálny	professionnelle	profesionálny	professionnel	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
profesionálny	professionnel	profesionálny	professionnel	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
evanjelický	luthérienne	evanjelický	luthérien	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
používali	utilisées	používať	utiliser	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
používali	utilisés	používať	utiliser	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
operácie	opérations	operácia	opération	N;NOM;FEM;PL	N;FEM;PL
