dan	그리고	dan	그리고	CONJ	CONJ
menggantikan	바꾸기	mengantikan	바꾸+기	V;SG;ACT	V
latar	배경색	latar	배경색	N;SG	N
latar	배경	latar	배경	N;SG	N
terbang	비행	terbang	비행	N;SG;ACT	N
konsep	개념	konsep	개념	N;SG	N
konsep	초안	konsep	초안	N;SG	N
konsep	드래프트	konsep	드래프트	N;SG	N
konsep	개념	konsep	개념	N;SG	N
pengurus	관리자	penurus	관리자	N;SG	N
pengurus	관리자	penurus	관리자	N;SG	N
pengurus	관리자	penurus	관리자	N;SG	N
danau	호수	danau	호수	N;SG	N
danau	호수	danau	호수	N;SG	N
muslim	무슬림	muslim	무슬림	N;SG	N
muslim	이슬람교	muslim	이슬람교	N;SG	N
muslim	무슬림	muslim	무슬림	N;SG	N
area	영역	area	영역	N;SG	N
area	구역	area	구역	N;SG	N
area	영역	area	영역	N;SG	N
area	지역	area	지역	N;SG	N
pilihan	선택	pilihan	선택	N;SG	N
kulit	피부	kulit	피부	N;SG	N
kendaraan	차량	kendaraan	차량	N;SG	N
kendaraan	차량	kendaraan	차량	N;SG	N
direktur	감독	direktur	감독	N;SG	N
pesan	메시징	pesan	메시징	N;SG	N
pertengahan	중간	pertengahan	중간	N;SG	N
pertengahan	가운데	pertengahan	가운데	N;SG	N
tata	타타	tata	타타	N;SG;ACT	N
tenaga	에너지	tenaga	에너지	N;SG	N
tenaga	전력	tenaga	전력	N;SG	N
tenaga	권력	tenaga	권력	N;SG	N
pertahanan	방위	pertahanan	방위	N;SG	N
pertahanan	국방	pertahanan	국방	N;SG	N
pertahanan	디펜스	pertahanan	디펜스	N;SG	N
pertahanan	방위	pertahanan	방위	N;SG	N
pertahanan	국방	pertahanan	국방	N;SG	N
pertahanan	디펜스	pertahanan	디펜스	N;SG	N
mengalahkan	뛰고	menkalahkan	뛰+고	V;SG;ACT	V
pekerjaan	직업	pekerjaan	직업	N;SG	N
pekerjaan	직장	pekerjaan	직장	N;SG	N
pekerjaan	작업	pekerjaan	작업	N;SG	N
pekerjaan	작업	pekerjaan	작업	N;SG	N
pekerjaan	일자리	pekerjaan	일자리	N;SG	N
pekerjaan	직업	pekerjaan	직업	N;SG	N
rencana	계획	rencana	계획	N;SG	N
rencana	계획	rencana	계획	N;SG	N
era	시대	era	시대	N	N
menyerap	흡수해	menserap	흡수+하+어	V;SG;ACT	V
menyerap	흡수하기	menserap	흡수+하+기	V;SG;ACT	V
tipe	종류	tipe	종류	N;SG	N
tipe	유형	tipe	유형	N;SG	N
tipe	유형	tipe	유형	N;SG	N
aliran	장르	aliran	장르	N;SG	N
aliran	스트림	aliran	스트림	N;SG	N
aliran	스트림	aliran	스트림	N;SG	N
berjalan	걷고	berjalan	걷+고	V;SG;ACT	V
berjalan	걷는다	berjalan	걷+는다	V;SG;ACT	V
berjalan	걷기	berjalan	걷+기	V;SG;ACT	V
berjalan	걷기	berjalan	걷+기	V;SG;ACT	V
berjalan	걷기	berjalan	걷+기	V;SG;ACT	V
teks	텍스트	teks	텍스트	N;SG	N
teks	문자	teks	문자	N;SG	N
teks	문구	teks	문구	N;SG	N
penumpang	승객	pentumpang	승객	N;SG	N
penumpang	여객	pentumpang	여객	N;SG	N
penumpang	승객	pentumpang	승객	N;SG	N
minyak	석유	minyak	석유	N;SG	N
upacara	의식	upacara	의식	N;SG	N
manajemen	경영	manajemen	경영	N;SG	N
manajemen	관리	manajemen	관리	N;SG	N
terkait	연결됨	terkait	연결+되+ㄴ	V;SG;PASS	V
murid	학생	murid	학생	N;SG	N
murid	학생들	murid	학생+들	N;SG	N
murid	유학생	murid	유학생	N;SG	N
murid	학생	murid	학생	N;SG	N
gas	가스	gas	가스	N;SG	N
gas	가스	gas	가스	N;SG	N
tumbuhan	식물	tumbuhan	식물	N;SG	N
tumbuhan	식물학	tumbuhan	식물학	N;SG	N
tumbuhan	식물	tumbuhan	식물	N;SG	N
tumbuhan	식물학	tumbuhan	식물학	N;SG	N
mengandung	포함함	menkandung	포함+하+ㅁ	V;SG;ACT	V
mengandung	포함됨	menkandung	포함+되+ㄴ	V;SG;ACT	V
saluran	채널	saluran	채널	N;SG	N
saluran	채널	saluran	채널	N;SG	N
vokal	모음	vokal	모음	N;SG	N
vokal	보컬	vokal	보+니+ㄴ	N;SG	N
vokal	보컬	vokal	보+니+ㄴ	N;SG	N
vokal	모음	vokal	모음	N;SG	N
vokal	보컬	vokal	보+니+ㄴ	N;SG	N
keempat	넷째	keempat	넷째	NUM	NUM
khususnya	특별히	khususnya	특별+히	ADV	ADV
khususnya	구체적으로	khususnya	구체+적+으로	ADV	ADV
khususnya	특히	khususnya	특히	ADV	ADV
pinjaman	융자	pinjaman	융자	N;SG	N
pinjaman	대출	pinjaman	대출	N;SG	N
pinjaman	대출	pinjaman	대출	N;SG	N
metode	수단	metode	수단	N;SG	N
metode	메서드	metode	메서드	N;SG	N
metode	방법	metode	방법	N;SG	N
metode	메소드	metode	메소드	N;SG	N
metode	수단	metode	수단	N;SG	N
metode	메서드	metode	메서드	N;SG	N
metode	방법	metode	방법	N;SG	N
peraturan	규칙	peraturan	규칙	N;SG	N
peraturan	규정	peraturan	규정	N;SG	N
peraturan	규제	peraturan	규제	N;SG	N
peraturan	규정	peraturan	규정	N;SG	N
peraturan	법칙	peraturan	법칙	N;SG	N
peraturan	규칙	peraturan	규칙	N;SG	N
pemenang	우승자	penmenang	우승자	N;SG	N
pemenang	승자	penmenang	승자	N;SG	N
pemenang	우승자	penmenang	우승자	N;SG	N
pemenang	수상자	penmenang	수상자	N;SG	N
pemenang	승자	penmenang	승자	N;SG	N
skor	득점	skor	득점	N;SG	N
skor	점수	skor	점수	N;SG	N
skor	득점	skor	득점	N;SG	N
skor	점수	skor	점수	N;SG	N
skor	득점	skor	득점	N;SG	N
pengaruh	영향	pengaruh	영향	N;SG	N
kanan	오른쪽	kanan	오른쪽	N;SG	N
airlines	항공	airlines	항공	N	N
airlines	항공사	airlines	항공사	N	N
kompetisi	대회	kompetisi	대회	N;SG	N
kompetisi	경쟁	kompetisi	경쟁	N;SG	N
polisi	경찰	polisi	경찰	N;SG	N
polisi	경찰	polisi	경찰	N;SG	N
polisi	경찰관	polisi	경찰관	N;SG	N
kecepatan	속력	kecepatan	속력	N;SG	N
kecepatan	스피드	kecepatan	스피드	N;SG	N
penguasa	통치자	penkuasa	통치자	N;SG	N
pasangan	커플	pasangan	커플	N;SG	N
pasangan	부부	pasangan	부부	N;SG	N
mengubah	바뀌기	menubah	바뀌+기	V;SG;ACT	V
mengubah	바뀌기	menubah	바뀌+기	V;SG;ACT	V
mengubah	바꾸기	menubah	바꾸+기	V;SG;ACT	V
korban	희생자	korban	희생자	N;SG	N
korban	희생자	korban	희생자	N;SG	N
korban	사상자	korban	사상자	N;SG	N
pelabuhan	항구	penlabuhan	항구	N;SG	N
pelabuhan	항구	penlabuhan	항구	N;SG	N
pelabuhan	항구	penlabuhan	항구	N;SG	N
pelabuhan	항구	penlabuhan	항구	N;SG	N
genre	장르	genre	장르	N	N
genre	장르	genre	장르	N	N
yayasan	파운데이션	yayasan	파운데이션	N;SG	N
keamanan	안보	keamanan	안보	N;SG	N
keamanan	보안	keamanan	보안	N;SG	N
keamanan	안전	keamanan	안전	N;SG	N
keamanan	안전성	keamanan	안전성	N;SG	N
pendiri	설립자	pendiri	설립자	N;SG	N
adat	관습	adat	관습	N;SG	N
perbedaan	구별	perbedaan	구별	N;SG	N
perbedaan	차이	perbedaan	차이	N;SG	N
perbedaan	차이	perbedaan	차이	N;SG	N
pembuat	작가	penbuat	작가	N;SG	N
pembuat	저자	penbuat	저자	N;SG	N
pembuat	제작자	penbuat	제작자	N;SG	N
pembuat	작성자	penbuat	작성자	N;SG	N
pembuat	제작자	penbuat	제작자	N;SG	N
pembuat	작성자	penbuat	작성자	N;SG	N
pembuat	작성자	penbuat	작성자	N;SG	N
pembuat	제작자	penbuat	제작자	N;SG	N
kiri	좌파	kiri	좌파	N;SG	N
menciptakan	만들기	menciptakan	만들+기	V;SG;ACT	V
difusi	확산	difusi	확산	N;SG	N
jasa	서비스	jasa	서비스	N;SG	N
jasa	서비스	jasa	서비스	N;SG	N
dulu	처음	dulu	처음	N	N
pegunungan	산악	pegunungan	산악	N;SG	N
kelahiran	출산	kelahiran	출산	N;SG	N
kelahiran	출생	kelahiran	출생	N;SG	N
kelahiran	출생	kelahiran	출생	N;SG	N
kelahiran	탄생	kelahiran	탄생	N;SG	N
kelahiran	출산	kelahiran	출산	N;SG	N
bendera	깃발	bendera	깃발	N;SG	N
bendera	국기	bendera	국기	N;SG	N
bendera	플래그	bendera	플래그	N;SG	N
bendera	플래그	bendera	플래그	N;SG	N
bendera	깃발	bendera	깃발	N;SG	N
pelayanan	서비스	penlayanan	서비스	N;SG	N
pelayanan	서비스	penlayanan	서비스	N;SG	N
fitur	특징	fitur	특징	N;SG	N
fitur	기능	fitur	기능	N;SG	N
fitur	기능	fitur	기능	N;SG	N
aplikasi	프로그램	aplikasi	프로그램	N;SG	N
kemenangan	승리	kemenangan	승리	N;SG	N
artinya	의미	arti	의미	N;SG	N
misi	선교	misi	선교	N;SG	N
satelit	인공위성	satelit	인공위성	N;SG	N
satelit	위성	satelit	위성	N;SG	N
satelit	인공위성	satelit	인공위성	N;SG	N
satelit	위성	satelit	위성	N;SG	N
kejadian	발생	kejadian	발생	N;SG	N
massa	질량	massa	질량	N	N
massa	미사	massa	미사	N	N
massa	질량	massa	질량	N	N
jawab	응답	jawab	응답	N;SG;ACT	N
jawab	정답	jawab	정답	N;SG;ACT	N
jawab	대답	jawab	대답	N;SG;ACT	N
jawab	답변	jawab	답변	N;SG;ACT	N
petani	농민	petani	농민	N;SG	N
petani	농부	petani	농부	N;SG	N
petani	농부	petani	농부	N;SG	N
berkata	말했다	berkata	말하+었+다	V;SG;ACT	V
nominasi	후보	nominasi	후보	N;SG	N
desain	설계	desain	설계	N;SG	N
desain	설계	desain	설계	N;SG	N
dibuka	해제한	dibuka	해제+하+ㄴ	V;SG;PASS	V
puncak	봉우리	puncak	봉우리	N;SG	N
puncak	인기	puncak	인기	N;SG	N
insting	본능이	insting	본능+이	N;SG	N
insting	본능적	insting	본능+적	N;SG	N
insting	본능	insting	본능	N;SG	N
insting	본능	insting	본능	N;SG	N
profil	프로필	profil	프로필	N;SG	N
profil	프로필	profil	프로필	N;SG	N
system	체계	system	체계	N	N
system	시스템	system	시스템	N	N
pembagian	사단	penbagian	사단	N;SG	N
pembagian	디비전	penbagian	디비전	N;SG	N
pembagian	분열	penbagian	분열	N;SG	N
tindakan	행동	tindakan	행동	N;SG	N
tindakan	활동	tindakan	활동	N;SG	N
tindakan	작업	tindakan	작업	N;SG	N
tindakan	동작	tindakan	동작	N;SG	N
tindakan	액션	tindakan	액션	N;SG	N
tindakan	행동	tindakan	행동	N;SG	N
tindakan	활동	tindakan	활동	N;SG	N
tindakan	동작	tindakan	동작	N;SG	N
tindakan	액션	tindakan	액션	N;SG	N
sekretaris	비서	sekretaris	비서	N;SG	N
sekretaris	비서	sekretaris	비서	N;SG	N
biru	청색	biru	청색	N;SG	N
gadis	소녀	gadis	소녀	N;SG	N
gadis	소녀	gadis	소녀	N;SG	N
gadis	소녀들	gadis	소녀+들	N;SG	N
gadis	걸스	gadis	걸스	N;SG	N
entertainment	오락	entertainment	오락	N	N
olimpiade	올림픽	olimpiade	올림픽	N;SG	N
penampilan	외모	pentampilan	외모	N;SG	N
penampilan	출연	pentampilan	출연	N;SG	N
penampilan	외모	pentampilan	외모	N;SG	N
penampilan	모양	pentampilan	모양	N;SG	N
penampilan	출연	pentampilan	출연	N;SG	N
penampilan	공연	pentampilan	공연	N;SG	N
satuan	단위계	satuan	단위계	N;SG	N
efek	영향	efek	영향	N;SG	N
efek	효과	efek	효과	N;SG	N
efek	영향	efek	영향	N;SG	N
efek	효과	efek	효과	N;SG	N
calon	후보	calon	후보	N;SG	N
calon	후보자	calon	후보자	N;SG	N
calon	후보	calon	후보	N;SG	N
calon	후보자	calon	후보자	N;SG	N
upaya	노력	upaya	노력	N;SG	N
upaya	노력	upaya	노력	N;SG	N
pembuatan	생성	penbuatan	생성	N;SG	N
pembuatan	창조	penbuatan	창조	N;SG	N
ajaran	교리	ajaran	교리	N;SG	N
uskup	주교	uskup	주교	N;SG	N
uskup	주교	uskup	주교	N;SG	N
harga	가격	harga	가격	N;SG	N
harga	가격	harga	가격	N;SG	N
harga	가격결정	harga	가격결정	N;SG	N
harga	가격	harga	가격	N;SG	N
remaja	십대	remaja	십대	N;SG	N
remaja	십대	remaja	십대	N;SG	N
remaja	십대	remaja	십대	N;SG	N
remaja	청소년	remaja	청소년	N;SG	N
remaja	십대	remaja	십대	N;SG	N
remaja	청소년	remaja	청소년	N;SG	N
biaya	요금	biaya	요금	N;SG	N
biaya	수수료	biaya	수수료	N;SG	N
biaya	청구	biaya	청구	N;SG	N
biaya	청구	biaya	청구	N;SG	N
biaya	충전	biaya	충전	N;SG	N
biaya	수수료	biaya	수수료	N;SG	N
kuning	황색	kuning	황색	N;SG	N
kuning	노랑색	kuning	노랑색	N;SG	N
artis	음악가	artis	음악가	N;SG	N
artis	예술가	artis	예술가	N;SG	N
artis	아티스트	artis	아티스트	N;SG	N
artis	아티스트가	artis	아티스트+가	N;SG	N
artis	음악가	artis	음악가	N;SG	N
artis	예술가	artis	예술가	N;SG	N
artis	아티스트	artis	아티스트	N;SG	N
artis	아티스트가	artis	아티스트+가	N;SG	N
rekaman	녹음	rekaman	녹음	N;SG	N
rekaman	녹화	rekaman	녹화	N;SG	N
tahap	무대	tahap	무대	N;SG	N
game	게임	game	게임	N;SG	N
game	게임	game	게임	N;SG	N
game	경기	game	경기	N;SG	N
game	게임	game	게임	N;SG	N
pertemuan	미팅	pertemuan	미팅	N;SG	N
pertemuan	모임	pertemuan	모임	N;SG	N
pertemuan	만남	pertemuan	만남	N;SG	N
pertemuan	미팅	pertemuan	미팅	N;SG	N
administrasi	행정학	administrasi	행정학	N;SG	N
langit	하늘	langit	하늘	N;SG	N
langit	하늘	langit	하늘	N;SG	N
indah	아름다운	indah	아름답+ㄴ	ADJ;SG	ADJ
indah	아름답다	indah	아름답+다	ADJ;SG	ADJ
indah	멋진	indah	멋지+ㄴ	ADJ;SG	ADJ
mencakup	포함됨	mencakup	포함+되+ㄴ	V;SG;ACT	V
debut	데뷔	debut	데뷔	N;SG	N
debut	데뷔	debut	데뷔	N;SG	N
perwakilan	표현	perwakilan	표현	N;SG	N
perwakilan	대표자	perwakilan	대표자	N;SG	N
pagi	아침	pagi	아침	N;SG	N
volume	볼륨	volume	볼륨	N;SG	N
volume	볼륨	volume	볼륨	N;SG	N
tari	무용	tari	무용	N;SG	N
bukti	증거	bukti	증거	N;SG	N
bukti	증명	bukti	증명	N;SG	N
bukti	증거	bukti	증거	N;SG	N
adipati	공작	adipati	공작	N	N
region	지역	region	지역	N	N
region	지방	region	지방	N	N
region	지역	region	지역	N	N
diterima	받았습니다	diterima	받+았+습니다	V;SG;PASS	V
diterima	받은	diterima	받+ㄴ	V;SG;PASS	V
kompleks	복합체	kompleks	복합체	N;SG	N
makam	묘지	makam	묘지	N;SG	N
makam	무덤	makam	무덤	N;SG	N
makam	무덤	makam	무덤	N;SG	N
pembentukan	설립	penbentukan	설립	N;SG	N
pembentukan	형성	penbentukan	형성	N;SG	N
konser	연주회	konser	연주회	N;SG	N
konser	콘서트	konser	콘서트	N;SG	N
konser	연주회	konser	연주회	N;SG	N
konser	콘서트	konser	콘서트	N;SG	N
sayap	날개	sayap	날개	N;SG	N
sayap	날개	sayap	날개	N;SG	N
channel	채널	channel	채널	N	N
parlemen	국회	parlemen	국회	N;SG	N
parlemen	국민의회	parlemen	국민의회	N;SG	N
parlemen	의회	parlemen	의회	N;SG	N
putaran	회전	putaran	회전	N;SG	N
penonton	시청자	pentonton	시청자	N;SG	N
penonton	타겟	pentonton	타산	N;SG	N
penonton	관객	pentonton	관객	N;SG	N
penonton	시청자	pentonton	시청자	N;SG	N
administratif	행정	administratif	행정	N;SG	N
pejabat	장교	pejabat	장교	N;SG	N
tema	주제	tema	주제	N;SG	N
fisika	물리학	fisika	물리학	N;SG	N
fisika	물리	fisika	물리	N;SG	N
komandan	지휘관	komandan	지휘관	N;SG	N
komandan	사령관	komandan	사령관	N;SG	N
pemuda	청소년	pemuda	청소년	N;SG	N
motor	오토바이	motor	오토바이	N;SG	N
motor	모터	motor	모터	N;SG	N
motor	전동기	motor	전동기	N;SG	N
pernikahan	결혼식	pernikahan	결혼식	N;SG	N
pernikahan	혼인	pernikahan	혼인	N;SG	N
pernikahan	결혼	pernikahan	결혼	N;SG	N
pernikahan	결혼식	pernikahan	결혼식	N;SG	N
pernikahan	웨딩	pernikahan	웨딩	N;SG	N
terbatas	제한된	terbatas	제한+되+ㄴ	V;SG	V
pemeran	캐스팅	penperan	캐스팅	N;SG	N
turnamen	토너먼트	turnamen	토너먼트	N;SG	N
turnamen	대회	turnamen	대회	N;SG	N
turnamen	토너먼트	turnamen	토너먼트	N;SG	N
kuil	신사	kuil	신사	N;SG	N
kuil	신전	kuil	신전	N;SG	N
kuil	사원	kuil	사원	N;SG	N
kuil	신전	kuil	신전	N;SG	N
kuil	사원	kuil	사원	N;SG	N
produser	제작자	produser	제작자	N;SG	N
obat	의학	obat	의학	N;SG	N
obat	약물	obat	약물	N;SG	N
obat	의약품	obat	의약품	N;SG	N
obat	약품	obat	약품	N;SG	N
obat	마약	obat	마약	N;SG	N
obat	마약	obat	마약	N;SG	N
obat	약물	obat	약물	N;SG	N
obat	의약품	obat	의약품	N;SG	N
dukungan	지원	dukungan	지원	N;SG	N
dukungan	후원	dukungan	후원	N;SG	N
teater	연극	teater	연극	N	N
teater	극장	teater	극장	N	N
teater	영화관	teater	영화관	N	N
teater	연극	teater	연극	N	N
teater	극장	teater	극장	N	N
teater	극장	teater	극장	N	N
teater	영화관	teater	영화관	N	N
teater	영화관	teater	영화관	N	N
teater	극장	teater	극장	N	N
menjelaskan	설명해	menjelaskan	설명+하+어	V;SG;ACT	V
menjelaskan	설명하기	menjelaskan	설명+하+기	V;SG;ACT	V
lebar	넓은	lebar	넓+ㄴ	ADJ;SG	ADJ
alias	별칭	alias	별칭	N;SG	N
alias	별칭	alias	별칭	N;SG	N
kabar	피드	kabar	피드	N;SG	N
kabar	피드	kabar	피드	N;SG	N
daging	고기	daging	고기	N;SG	N
daging	육체	daging	육체	N;SG	N
pengadilan	법정	penadilan	법정	N;SG	N
pengadilan	재판소	penadilan	재판소	N;SG	N
pengadilan	사법	penadilan	사법	N;SG	N
transportasi	교통수단	transportasi	교통+수단	N;SG	N
transportasi	운송	transportasi	운송	N;SG	N
transportasi	교통	transportasi	교통	N;SG	N
transportasi	교통수단	transportasi	교통+수단	N;SG	N
transportasi	운송	transportasi	운송	N;SG	N
transportasi	수송	transportasi	수송	N;SG	N
transportasi	교통	transportasi	교통	N;SG	N
sinetron	시트콤	sinetron	시트콤	N	N
faktor	요인	faktor	요인	N;SG	N
faktor	인자	faktor	인자	N;SG	N
faktor	요인	faktor	요인	N;SG	N
reaksi	공감	reaksi	공감	N;SG	N
reaksi	반응	reaksi	반응	N;SG	N
reaksi	공감	reaksi	공감	N;SG	N
reaksi	공감	reaksi	공감	N;SG	N
kesempatan	행사	kesempatan	행사	N;SG	N
sebutan	언급	sebutan	언급	N;SG	N
gitar	기타	gitar	기타	N;SG	N
ganda	복식	ganda	복식	N;SG	N
fisik	물리적	fisik	물리+적	N;SG	N
fisik	물리	fisik	물리	N;SG	N
injil	복음	injil	복음	N;SG	N
injil	복음주의	injil	복음주의	N;SG	N
ditetapkan	할당된	ditetapkan	할당+되+ㄴ	V;SG;PASS	V
kehilangan	상실	kehilangan	상실	N;SG	N
kehilangan	손실	kehilangan	손실	N;SG	N
kehilangan	분실	kehilangan	분실	N;SG	N
staf	직원	staf	직원	N;SG	N
staf	직원들	staf	직원+들	N;SG	N
gelandang	미드필더	gelandang	미드필더	N;SG	N
telepon	전화	telepon	전화	N;SG	N
telepon	전화기	telepon	전화기	N;SG	N
telepon	전화	telepon	전화	N;SG	N
telepon	전화기	telepon	전화기	N;SG	N
telepon	전화번호	telepon	전화번호	N;SG	N
telepon	휴대폰	telepon	휴대폰	N;SG	N
telepon	통화	telepon	통화	N;SG	N
telepon	전화	telepon	전화	N;SG	N
telepon	호출	telepon	호출	N;SG	N
telepon	전화	telepon	전화	N;SG	N
telepon	전화기	telepon	전화기	N;SG	N
sulit	어려운	sulit	어렵+ㄴ	ADJ;SG	ADJ
menentukan	지정하기	mententukan	지정+하+기	V;SG;ACT	V
menentukan	지정합니다	mententukan	지정+하+ㅂ니다	V;SG;ACT	V
perintah	명령	perintah	명령	N;SG	N
perintah	명령어	perintah	명령+어	N;SG	N
perintah	명령	perintah	명령	N;SG	N
perintah	명령어	perintah	명령+어	N;SG	N
perintah	사령부	perintah	사령부	N;SG	N
perintah	주문	perintah	주문	N;SG	N
aksi	행동	aksi	행동	N;SG	N
aksi	활동	aksi	활동	N;SG	N
aksi	작업	aksi	작업	N;SG	N
aksi	동작	aksi	동작	N;SG	N
aksi	액션	aksi	액션	N;SG	N
aksi	행동	aksi	행동	N;SG	N
aksi	활동	aksi	활동	N;SG	N
aksi	동작	aksi	동작	N;SG	N
aksi	액션	aksi	액션	N;SG	N
pendukung	지지자들	pendukung	지지자+들	N;SG	N
pendukung	후원자	pendukung	후원자	N;SG	N
dana	기금	dana	기금	N;SG	N
dana	자금	dana	자금	N;SG	N
dana	펀드	dana	펀드	N;SG	N
dana	자금	dana	자금	N;SG	N
dana	기금	dana	기금	N;SG	N
dana	펀드	dana	펀드	N;SG	N
dll	etc	dll	etc		
dll	등등	dll	등+등		
dll	dll	dll	dll		
musuh	적들	musuh	적+들	N;SG	N
perbatasan	국경	perbatasan	국경	N;SG	N
perbatasan	국경	perbatasan	국경	N;SG	N
perbatasan	경계	perbatasan	경계	N;SG	N
pemberontakan	반란	penberontakan	반란	N;SG	N
pemberontakan	폭동	penberontakan	폭동	N;SG	N
pemberontakan	봉기	penberontakan	봉기	N;SG	N
pemberontakan	반란	penberontakan	반란	N;SG	N
pemberontakan	반란	penberontakan	반란	N;SG	N
pemberontakan	반란	penberontakan	반란	N;SG	N
revolusi	혁명	revolusi	혁명	N;SG	N
revolusi	혁명	revolusi	혁명	N;SG	N
toko	상점	toko	상점	N;SG	N
toko	쇼핑	toko	쇼핑	N;SG	N
toko	매장	toko	매장	N;SG	N
toko	상점	toko	상점	N;SG	N
toko	상점	toko	상점	N;SG	N
toko	매장	toko	매장	N;SG	N
toko	상점	toko	상점	N;SG	N
arti	의미	arti	의미	N;SG	N
pelatih	코치	penlatih	코치	N;SG	N
pelatih	코치	penlatih	코치	N;SG	N
kursi	의자	kursi	의자	N;SG	N
kursi	좌석	kursi	좌석	N;SG	N
kursi	좌석	kursi	좌석	N;SG	N
komisi	위원회	komisi	위원회	N;SG	N
terjun	폭포	terjun	폭포	N;SG;ACT	N
rute	노선	rute	노선	N;SG	N
rute	노선	rute	노선	N;SG	N
pertunjukan	공연	pertunjukan	공연	N;SG	N
pertunjukan	공연	pertunjukan	공연	N;SG	N
pertumbuhan	성장	pertumbuhan	성장	N;SG	N
pertumbuhan	증가	pertumbuhan	증가	N;SG	N
atom	원자	atom	원자	N;SG	N
atom	원자	atom	원자	N;SG	N
layar	화면	layar	화면	N;SG	N
layar	화면	layar	화면	N;SG	N
konflik	갈등	konflik	갈등	N;SG	N
konflik	분쟁	konflik	분쟁	N;SG	N
konflik	갈등	konflik	갈등	N;SG	N
konflik	갈등이	konflik	갈등+이	N;SG	N
konflik	충돌	konflik	충돌	N;SG	N
konflik	분쟁	konflik	분쟁	N;SG	N
sarjana	학자	sarjana	학자	N	N
sarjana	학사	sarjana	학사	N	N
institut	연구소	institut	연구소	N	N
peningkatan	향상	pentingkatan	향상	N;SG	N
peningkatan	개선	pentingkatan	개선	N;SG	N
peningkatan	증가	pentingkatan	증가	N;SG	N
peningkatan	향상	pentingkatan	향상	N;SG	N
peningkatan	증가	pentingkatan	증가	N;SG	N
penjualan	매출	penjualan	매출	N;SG	N
penjualan	영업	penjualan	영업	N;SG	N
penjualan	판매	penjualan	판매	N;SG	N
penjualan	판매	penjualan	판매	N;SG	N
urutan	순서	urutan	순서	N;SG	N
urutan	주문	urutan	주문	N;SG	N
urutan	순서	urutan	순서	N;SG	N
urutan	시퀀스	urutan	시퀀스	N;SG	N
berhenti	멈추기	berhenti	멈추+기	V;SG;ACT	V
hadiah	선물	hadiah	선물	N;SG	N
hadiah	보상	hadiah	보상	N;SG	N
hadiah	선물	hadiah	선물	N;SG	N
tekanan	압력	tekanan	압력	N;SG	N
tekanan	압박	tekanan	압박	N;SG	N
tekanan	압력	tekanan	압력	N;SG	N
tekanan	압박	tekanan	압박	N;SG	N
prinsip	원칙	prinsip	원칙	N;SG	N
prinsip	원리	prinsip	원리	N;SG	N
prinsip	원칙	prinsip	원칙	N;SG	N
prinsip	원리	prinsip	원리	N;SG	N
bulu	깃털	bulu	깃털	N;SG	N
bulu	깃털	bulu	깃털	N;SG	N
terjemahan	문구	terjemahan	문구	N;SG	N
terjemahan	번역기	terjemahan	번역기	N;SG	N
sisa	나머지	sisa	나머지	N;SG	N
kamu	당신은	kamu	당신+은	PRO;SG;2;INFM	PRO
kamu	당신	kamu	당신	PRO;SG;2;INFM	PRO
angkasa	하늘	angkasa	하늘	N;SG	N
angkasa	공간	angkasa	공간	N;SG	N
angkasa	우주	angkasa	우주	N;SG	N
diluncurkan	시작됨	diluncurkan	시작+되+ㄴ	V;SG;PASS	V
pemilik	소유자	penmilik	소유자	N;SG	N
pemilik	소유자	penmilik	소유자	N;SG	N
pelajaran	강습	pelajaran	강습	N;SG	N
pelajaran	레슨	pelajaran	레슨	N;SG	N
pelajaran	수업	pelajaran	수업	N;SG	N
pelajaran	레슨	pelajaran	레슨	N;SG	N
pelajaran	교훈	pelajaran	교훈	N;SG	N
pelajaran	수업	pelajaran	수업	N;SG	N
lintas	십자가	lintas	십자가	N;SG;ACT	N
bacaan	독서	bacaan	독서	N;SG	N
poin	점수	poin	점수	N;SG	N
kuda	말들	kuda	말+들	N;SG	N
armada	함대	armada	함대	N;SG	N
aksara	문자	aksara	문자	N;SG	N
aksara	등장인물	aksara	등장+인물	N;SG	N
harapan	희망	harapan	희망	N;SG	N
perhatian	관심	perhatian	관심	N;SG	N
plat	접시	plat	접시	N	N
kartu	카드	kartu	카드	N;SG	N
kartu	카드	kartu	카드	N;SG	N
majelis	협의회	majelis	협의회	N;SG	N
majelis	평의회	majelis	평의회	N;SG	N
kualitas	화질	kualitas	화질	N;SG	N
kualitas	화질이	kualitas	화질+이	N;SG	N
wasit	심판	wasit	심판	N;SG	N
suhu	온도	suhu	온도	N;SG	N
suhu	온도	suhu	온도	N;SG	N
ulama	성직자	ulama	성직자	N;SG	N
marga	성씨	marga	성씨	N;SG	N
bagus	좋다	bagus	좋+다	ADJ;SG	ADJ
harian	일상	harian	일상	N;SG	N
komponen	컴포넌트	komponen	컴포넌트	N;SG	N
komponen	구성요소	komponen	구성+요소	N;SG	N
komponen	구성요소	komponen	구성+요소	N;SG	N
komponen	부품	komponen	부품	N;SG	N
komponen	성분	komponen	성분	N;SG	N
puisi	문학	puisi	문학	N	N
simbol	기호	simbol	기호	N;SG	N
simbol	상징	simbol	상징	N;SG	N
simbol	기호	simbol	기호	N;SG	N
simbol	상징	simbol	상징	N;SG	N
diperlukan	필요함	diperlukan	필요함	V;SG;PASS	V
diperlukan	필요함	diperlukan	필요함	V;SG;PASS	V
kepercayaan	신탁	kepercayaan	신탁	N;SG	N
