van	від	van	від	ADP	ADP;GEN
gemiddelde	середнє	gemiddeld	середній	ADJ	ADJ;NOM;NEUT;SG
zweedse	шведська	zweeds	шведський	ADJ	ADJ;NOM;FEM;SG
verschenen	оприлюднено	verschijnen	оприлюднити	V;V.PTCP	V;PFV;IND;0;FIN
verschenen	опубліковано	verschijnen	опубліковано	V;V.PTCP	V;PFV;IND;0;FIN
beschikbaar	доступні	beschikbaar	доступний	ADJ	ADJ;NOM;PL
beschikbaar	доступний	beschikbaar	доступний	ADJ	ADJ;NOM;MASC;SG
beschikbaar	наявні	beschikbaar	наявний	ADJ	ADJ;NOM;PL
beschikbaar	наявний	beschikbaar	наявний	ADJ	ADJ;NOM;MASC;SG
lezen	прочитайте	lezen	прочитати	V;NFIN	V;PFV;IMP;PL;2;FIN
lezen	читати	lezen	читати	V;NFIN	V;IPFV;NFIN
lezen	читайте	lezen	читати	V;NFIN	V;IPFV;IMP;PL;2;FIN
lezen	прочитати	lezen	прочитати	V;NFIN	V;PFV;NFIN
spaans	іспанською	spaans	іспанський	ADJ	ADJ;INS;FEM;SG
spaans	іспанської	spaans	іспанський	ADJ	ADJ;GEN;FEM;SG
spaans	іспанська	spaans	іспанський	ADJ	ADJ;NOM;FEM;SG
deelnemers	учасники	deelnemer	учасник	N;PL	N;ANIM;NOM;MASC;PL
deelnemers	учасників	deelnemer	учасник	N;PL	N;ANIM;ACC;MASC;PL
deelnemers	учасники	deelnemer	учасник	N;PL	N;ANIM;NOM;MASC;PL
deelnemers	учасникам	deelnemer	учасник	N;PL	N;ANIM;DAT;MASC;PL
deelnemers	учасників	deelnemer	учасник	N;PL	N;ANIM;ACC;MASC;PL
deelnemers	учасники	deelnemer	учасник	N;PL	N;ANIM;NOM;MASC;PL
haven	порт	haven	порт	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
haven	гавань	haven	гавання	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
behouden	зберігати	behouden	зберігати	V;V.PTCP	V;IPFV;NFIN
behouden	збереглося	behouden	зберегтися	V;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
jaarlijks	річну	jaarlijks	річний	ADJ	ADJ;ACC;FEM;SG
jaarlijks	річна	jaarlijks	річний	ADJ	ADJ;NOM;FEM;SG
jaarlijks	річні	jaarlijks	річний	ADJ	ADJ;NOM;PL
jaarlijks	річний	jaarlijks	річний	ADJ	ADJ;NOM;MASC;SG
rock	скеля	rock	скеля	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rock	рок	rock	рок	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verdeeld	розділив	verdelen	розділити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
verdeeld	поширюється	verdelen	поширюватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
vroege	рання	vroeg	ранній	ADJ	ADJ;NOM;FEM;SG
vroege	раннє	vroeg	ранній	ADJ	ADJ;NOM;NEUT;SG
vroege	ранній	vroeg	ранній	ADJ	ADJ;NOM;MASC;SG
theater	театрі	theater	театр	N;NEUT;SG	N;INAN;DAT;MASC;SG
theater	театр	theater	театр	N;NEUT;SG	N;INAN;NOM;MASC;SG
theater	театр	theater	театр	N;NEUT;SG	N;INAN;NOM;MASC;SG
klassieke	класична	klassiek	класичний	ADJ	ADJ;NOM;FEM;SG
klassieke	класична	klassiek	класичний	ADJ	ADJ;NOM;FEM;SG
klassieke	класичні	klassiek	класичний	ADJ	ADJ;NOM;PL
klassieke	класичний	klassiek	класичний	ADJ	ADJ;NOM;MASC;SG
klassieke	класичне	klassiek	класичний	ADJ	ADJ;NOM;NEUT;SG
tijdschrift	журнал	tijdschrift	журнал	N;NEUT;SG	N;INAN;NOM;MASC;SG
tijdschrift	часопис	tijdschrift	часопис	N;NEUT;SG	N;INAN;NOM;MASC;SG
tijdschrift	журнал	tijdschrift	журнал	N;NEUT;SG	N;INAN;NOM;MASC;SG
tijdschrift	щоденник	tijdschrift	щоденник	N;NEUT;SG	N;INAN;NOM;MASC;SG
mond	рот	mond	рот	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mond	рота	mond	рот	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
planten	рослини	plant	рослина	N;PL	N;INAN;NOM;FEM;PL
planten	заводи	plant	завод	N;PL	N;INAN;NOM;MASC;PL
materiaal	обладнання	materiaal	обладнання	N;NEUT;SG	N;INAN;NOM;NEUT;SG
materiaal	інвентар	materiaal	інвентар	N;NEUT;SG	N;INAN;NOM;MASC;SG
materiaal	матеріал	materiaal	матеріал	N;NEUT;SG	N;INAN;NOM;MASC;SG
standaard	типові	standaard	тип	ADJ	ADJ;NOM;PL
standaard	типова	standaard	типовий	ADJ	ADJ;NOM;FEM;SG
standaard	типовий	standaard	типовий	ADJ	ADJ;NOM;MASC;SG
standaard	стандартний	standaard	стандартний	ADJ	ADJ;NOM;MASC;SG
standaard	стандартна	standaard	стандартний	ADJ	ADJ;NOM;FEM;SG
standaard	стандартне	standaard	стандартний	ADJ	ADJ;NOM;NEUT;SG
joodse	єврейський	joods	єврейський	ADJ	ADJ;NOM;MASC;SG
joodse	єврейська	joods	єврейський	ADJ	ADJ;NOM;FEM;SG
activiteiten	заняття	activiteit	заняття	N;PL	N;INAN;NOM;NEUT;PL
deense	данська	deens	данський	ADJ	ADJ;NOM;FEM;SG
beginnen	запустити	beginnen	запустити	V;NFIN	V;PFV;NFIN
beginnen	розпочати	beginnen	розпочати	V;NFIN	V;PFV;NFIN
beginnen	запускати	beginnen	запускати	V;NFIN	V;IPFV;NFIN
beginnen	почати	beginnen	почати	V;NFIN	V;PFV;NFIN
beginnen	починаємо	beginnen	починати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
hoogleraar	професор	hoogleraar	професор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
steun	допомоги	steun	допомога	N;MASC+FEM;SG	N;INAN;GEN;FEM;SG
steun	підтримка	steun	підтримка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
verlaten	залиште	verlaten	залиштий	V;V.PTCP	V;PFV;IND;PL;2;FUT;FIN
verlaten	залишити	verlaten	залишити	V;V.PTCP	V;PFV;NFIN
verlaten	відмовилися	verlaten	відмовитися	V;V.PTCP	V;PFV;IND;PL;PST;FIN
orgel	орган	orgel	орган	N;NEUT;SG	N;INAN;NOM;MASC;SG
groeide	виросла	groeien	вирости	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
precies	точне	precies	точний	ADJ	ADJ;NOM;NEUT;SG
precies	точні	precies	точний	ADJ	ADJ;NOM;PL
precies	точна	precies	точний	ADJ	ADJ;NOM;FEM;SG
precies	точний	precies	точний	ADJ	ADJ;NOM;MASC;SG
bereikte	досягнуто	bereiken	досягнути	V;SG;PST;FIN	V;PFV;IND;0;FIN
bereikte	досягнув	bereiken	досягнути	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
bereikte	досягла	bereiken	досягти	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
bereikte	досягнуто	bereiken	досягнути	V;SG;PST;FIN	V;PFV;IND;0;FIN
bereikte	досяг	bereiken	досяг	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
hogere	вищий	hoog	вищий	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
hoort	належить	horen	належати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
christelijke	християнський	christelijk	християнський	ADJ	ADJ;NOM;MASC;SG
christelijke	християнська	christelijk	християнський	ADJ	ADJ;NOM;FEM;SG
zang	спів	zang	спіти	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
zang	конкурс	zang	конкурс	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
zang	пісня	zang	пісня	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
genre	жанр	genre	жанр	N;NEUT;SG	N;INAN;NOM;MASC;SG
dragen	носять	dragen	носити	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
dragen	ношу	dragen	ніш	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
dragen	носити	dragen	носити	V;NFIN	V;IPFV;NFIN
kritiek	критика	kritiek	критика	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
oorsprong	джерело	oorsprong	джерело	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
oorsprong	походження	oorsprong	походження	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
divisie	ділення	divisie	ділення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
divisie	дивізіон	divisie	дивізіон	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
divisie	поділ	divisie	поділ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
geproduceerd	виготовлено	produceren	виготовити	V;V.PTCP	V;PFV;IND;0;FIN
zwaar	важкий	zwaar	важкий	ADJ	ADJ;NOM;MASC;SG
zwaar	сильний	zwaar	сильний	ADJ	ADJ;NOM;MASC;SG
vrienden	друзями	vriend	друг	N;PL	N;ANIM;INS;MASC;PL
vrienden	друзів	vriend	друг	N;PL	N;ANIM;ACC;MASC;PL
vrienden	друзі	vriend	друг	N;PL	N;ANIM;NOM;MASC;PL
spons	губка	spons	губка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
lage	низький	laag	низький	ADJ	ADJ;NOM;MASC;SG
lage	низька	laag	низький	ADJ	ADJ;NOM;FEM;SG
kijken	шукаємо	kijken	шукати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
kijken	дивиться	kijken	дивитися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
kijken	дивлюся	kijken	дивитися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
kijken	дивитися	kijken	дивитися	V;NFIN	V;IPFV;NFIN
kijken	подивитися	kijken	подивитися	V;NFIN	V;PFV;NFIN
kijken	дивіться	kijken	дивитися	V;NFIN	V;IPFV;IMP;PL;2;FIN
kijken	дивися	kijken	дитися	V;NFIN	V;IPFV;IMP;SG;2;FIN
kijken	спостерігати	kijken	спостерігати	V;NFIN	V;IPFV;NFIN
kijken	дивиться	kijken	дивитися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
kijken	дивитися	kijken	дивитися	V;NFIN	V;IPFV;NFIN
kijken	дивлюсь	kijken	дивитися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
opera	опера	opera	опера	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
soldaten	вояки	soldaat	вояк	N;PL	N;ANIM;NOM;MASC;PL
soldaten	солдати	soldaat	солдат	N;PL	N;ANIM;NOM;MASC;PL
soldaten	солдатам	soldaat	солдат	N;PL	N;ANIM;DAT;MASC;PL
originele	оригінальна	origineel	оригінальний	ADJ	ADJ;NOM;FEM;SG
originele	оригінальне	origineel	оригінальний	ADJ	ADJ;NOM;NEUT;SG
originele	початкове	origineel	початковий	ADJ	ADJ;NOM;NEUT;SG
originele	оригінальний	origineel	оригінальний	ADJ	ADJ;NOM;MASC;SG
zat	сидів	zitten	сидіти	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
internet	інтернет	internet	інтернет	N;NEUT;SG	N;INAN;NOM;MASC;SG
debuteerde	дебютував	debuteren	дебютувати	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
thema	тему	thema	тема	N;NEUT;SG	N;INAN;ACC;FEM;SG
thema	тема	thema	тема	N;NEUT;SG	N;INAN;NOM;FEM;SG
rechts	правий	rechts	правий	ADJ	ADJ;NOM;MASC;SG
politie	поліція	politie	поліція	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
provinciale	провінційний	provinciaal	провінційний	ADJ	ADJ;NOM;MASC;SG
show	шоу	show	шоу	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
encyclopedisch	енциклопедичний	encyclopedisch	енциклопедичний	ADJ	ADJ;NOM;MASC;SG
begrip	взаєморозуміння	begrip	взаєморозуміння	N;NEUT;SG	N;INAN;NOM;NEUT;SG
begrip	розуміння	begrip	розуміння	N;NEUT;SG	N;INAN;NOM;NEUT;SG
dingen	речі	dingen	річ	N;PL	N;INAN;NOM;FEM;PL
dingen	речей	dingen	річ	N;PL	N;INAN;GEN;FEM;PL
thuis	додому	thuis	додому	ADV	ADV
kust	узбережжя	kust	узбережжя	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kust	берег	kust	берег	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
dirigent	диригент	dirigent	диригент	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
dirigent	провідник	dirigent	провідник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
last	тягар	last	тягар	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
historisch	історичний	historisch	історичний	ADJ	ADJ;NOM;MASC;SG
historisch	історичної	historisch	історичний	ADJ	ADJ;GEN;FEM;SG
historisch	історичні	historisch	історичний	ADJ	ADJ;NOM;PL
historisch	історична	historisch	історичний	ADJ	ADJ;NOM;FEM;SG
historisch	історичне	historisch	історичний	ADJ	ADJ;NOM;NEUT;SG
historisch	історичні	historisch	історичний	ADJ	ADJ;NOM;PL
head	голова	head	голова	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
head	голівка	head	голівка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
plannen	плани	plan	план	N;PL	N;INAN;NOM;MASC;PL
opgeheven	підняла	opheffen	підняти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
rood	червона	rood	червоний	ADJ	ADJ;NOM;FEM;SG
rood	червоний	rood	червоний	ADJ	ADJ;NOM;MASC;SG
rood	червоне	rood	червоний	ADJ	ADJ;NOM;NEUT;SG
rood	червоні	rood	червоний	ADJ	ADJ;NOM;PL
slecht	погана	slecht	поганий	ADJ	ADJ;NOM;FEM;SG
slecht	погане	slecht	поганий	ADJ	ADJ;NOM;NEUT;SG
regisseur	режисер	regisseur	режисер	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
regisseur	директор	regisseur	директор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
maatschappij	суспільство	maatschappij	суспільство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
maatschappij	товариства	maatschappij	товариство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
maatschappij	товариство	maatschappij	товариство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
begraven	поховати	begraven	поховати	V;V.PTCP	V;PFV;NFIN
begraven	закопати	begraven	закопати	V;V.PTCP	V;PFV;NFIN
begraven	поховали	begraven	поховати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
afhankelijk	залежні	afhankelijk	залежний	ADJ	ADJ;NOM;PL
afhankelijk	залежних	afhankelijk	залежний	ADJ	ADJ;GEN;PL
onbekend	невідомий	onbekend	невідомий	ADJ	ADJ;NOM;MASC;SG
onbekend	невідома	onbekend	невідомий	ADJ	ADJ;NOM;FEM;SG
onbekend	невідомі	onbekend	невідомий	ADJ	ADJ;NOM;PL
onbekend	невідоме	onbekend	невідомий	ADJ	ADJ;NOM;NEUT;SG
oplossing	розчин	oplossing	розчин	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
oplossing	вирішення	oplossing	вирішення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
gewicht	вагу	gewicht	вага	N;NEUT;SG	N;INAN;ACC;FEM;SG
gewicht	вагу	gewicht	вага	N;NEUT;SG	N;INAN;ACC;FEM;SG
gewicht	вага	gewicht	вага	N;NEUT;SG	N;INAN;NOM;FEM;SG
collega	співробітник	collega	співробітник	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
collega	колезі	collega	колега	N;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
collega	колега	collega	колега	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
bereikt	досягнуто	bereiken	досягнути	V;V.PTCP	V;PFV;IND;0;FIN
bereikt	досягли	bereiken	досягти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
bereikt	досягнув	bereiken	досягнути	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
bereikt	досягла	bereiken	досягти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
bereikt	досягнуто	bereiken	досягнути	V;V.PTCP	V;PFV;IND;0;FIN
bereikt	досяг	bereiken	досяг	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
moderator	модератор	moderator	модератор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
helpen	допомагати	helpen	допомагати	V;NFIN	V;IPFV;NFIN
helpen	допомагають	helpen	допомагати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
helpen	допоможіть	helpen	допомогти	V;NFIN	V;PFV;IMP;PL;2;FIN
helpen	допомогти	helpen	допомогти	V;NFIN	V;PFV;NFIN
rijden	їхали	rijden	їхати	V;NFIN	V;IPFV;IND;PL;PST;FIN
star	зоря	star	зоря	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
star	зірка	star	зірка	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
beschrijving	опис	beschrijving	опис	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
info	інформація	info	інформація	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
actie	дія	actie	дія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
deels	часткова	deels	часткова	ADJ	ADJ;NOM;FEM;SG
deels	мінлива	deels	мінливий	ADJ	ADJ;NOM;FEM;SG
veranderd	змінився	veranderen	змінитися	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
veranderd	змінилася	veranderen	змінитися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
veranderd	змінено	veranderen	змінити	V;V.PTCP	V;PFV;IND;0;FIN
trekken	возили	trekken	возити	V;NFIN	V;IPFV;IND;PL;PST;FIN
trekken	намалювати	trekken	намалювати	V;NFIN	V;PFV;NFIN
trekken	малювати	trekken	малювати	V;NFIN	V;IPFV;NFIN
trekken	роздати	trekken	роздати	V;NFIN	V;PFV;NFIN
trekken	знайдуться	trekken	знайтися	V;NFIN	V;PFV;IND;PL;3;FUT;FIN
trekken	зацікавити	trekken	зацікавити	V;NFIN	V;PFV;NFIN
wielrenner	велогонщик	wielrenner	велогонщик	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vriend	другові	vriend	друг	N;MASC+FEM;SG	N;ANIM;DAT;FEM;SG
vriend	другом	vriend	друг	N;MASC+FEM;SG	N;ANIM;INS;MASC;SG
vriend	друг	vriend	друг	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vriend	подруга	vriend	подруга	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
vriend	друга	vriend	друг	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
gehad	мали	hebben	мати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gehad	мав	hebben	мати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
professor	професор	professor	професор	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
technische	технічні	technisch	технічний	ADJ	ADJ;NOM;PL
technische	технічна	technisch	технічний	ADJ	ADJ;NOM;FEM;SG
technische	технічний	technisch	технічний	ADJ	ADJ;NOM;MASC;SG
bewaard	зберегла	bewaren	зберегти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
bewaard	зберігав	bewaren	зберігати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
bewaard	збережено	bewaren	збережити	V;V.PTCP	V;PFV;IND;0;FIN
vogel	птаха	vogel	птах	N;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
vogel	пташка	vogel	пташка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
vogel	птах	vogel	птах	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mogelijkheid	можливість	mogelijkheid	можливість	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
route	маршрут	route	маршрут	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
lucht	небом	lucht	небо	N;MASC+FEM;SG	N;INAN;INS;NEUT;SG
lucht	небо	lucht	небо	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
lucht	повітря	lucht	повітря	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afbeeldingen	зображень	afbeelding	зображення	N;PL	N;INAN;GEN;NEUT;PL
laag	низький	laag	низький	ADJ	ADJ;NOM;MASC;SG
laag	низька	laag	низький	ADJ	ADJ;NOM;FEM;SG
vrouwelijke	жіночого	vrouwelijk	жіночий	ADJ	ADJ;GEN;MASC;SG
vrouwelijke	жіноча	vrouwelijk	жіночий	ADJ	ADJ;NOM;FEM;SG
vrouwelijke	жіночий	vrouwelijk	жіночий	ADJ	ADJ;NOM;MASC;SG
afdeling	департамент	afdeling	департамент	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	відділ	afdeling	відділ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	ділення	afdeling	ділення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afdeling	дивізіон	afdeling	дивізіон	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	поділ	afdeling	поділ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	розділ	afdeling	розділ	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afdeling	секція	afdeling	секція	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
cijfers	класи	cijfer	клас	N;PL	N;INAN;NOM;MASC;PL
cijfers	фігури	cijfer	фігура	N;PL	N;INAN;NOM;FEM;PL
cijfers	фігурки	cijfer	фігурка	N;PL	N;INAN;NOM;FEM;PL
cijfers	показники	cijfer	показник	N;PL	N;INAN;NOM;MASC;PL
studio	студія	studio	студія	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
studio	студію	studio	студія	N;MASC+FEM;SG	N;INAN;ACC;FEM;SG
proces	процес	proces	процес	N;NEUT;SG	N;INAN;NOM;MASC;SG
proces	процесу	proces	процес	N;NEUT;SG	N;INAN;GEN;MASC;SG
behoren	належать	behoren	належати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
hart	серце	hart	серце	N;NEUT;SG	N;INAN;NOM;NEUT;SG
studenten	студенти	student	студент	N;PL	N;ANIM;NOM;MASC;PL
studenten	учням	student	учень	N;PL	N;ANIM;DAT;MASC;PL
studenten	студентів	student	студент	N;PL	N;ANIM;ACC;MASC;PL
studenten	студентам	student	студент	N;PL	N;ANIM;DAT;MASC;PL
studenten	учні	student	учень	N;PL	N;ANIM;NOM;MASC;PL
relevant	актуальна	relevant	актуальний	ADJ	ADJ;NOM;FEM;SG
televisie	телебачення	televisie	телебачення	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
elementen	елементи	element	елемент	N;PL	N;INAN;NOM;MASC;PL
lijnen	лінії	lijn	лінія	N;PL	N;INAN;NOM;FEM;PL
lijnen	рядками	lijn	рядок	N;PL	N;INAN;INS;MASC;PL
lijnen	рядків	lijn	рядок	N;PL	N;INAN;GEN;MASC;PL
lijnen	лініями	lijn	лінія	N;PL	N;INAN;INS;FEM;PL
lijnen	рядки	lijn	рядок	N;PL	N;INAN;NOM;MASC;PL
onderscheiden	бувають	onderscheiden	бувати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
beker	трофей	beker	трофія	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
beker	чашка	beker	чашка	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
beker	чаша	beker	чаш	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
beker	кубок	beker	кубок	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vertaald	перекладено	vertalen	перекласти	V;V.PTCP	V;PFV;IND;0;FIN
baron	барон	baron	барон	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
braziliaanse	бразильська	braziliaans	бразильський	ADJ	ADJ;NOM;FEM;SG
landschap	ландшафт	landschap	ландшафт	N;NEUT;SG	N;INAN;NOM;MASC;SG
landschap	краєвид	landschap	краєвид	N;NEUT;SG	N;INAN;NOM;MASC;SG
landschap	пейзаж	landschap	пейзазати	N;NEUT;SG	N;INAN;NOM;MASC;SG
voorkomt	оберігає	voorkomen	оберігати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
voorkomt	запобігає	voorkomen	запобігати	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
voorkomt	забороняє	voorkomen	забороняти	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
zesde	шоста	zes	шоста	ADJ	ADJ;NOM;FEM;SG
zesde	шостий	zes	шостий	ADJ	ADJ;NOM;MASC;SG
zesde	шосте	zes	шостий	ADJ	ADJ;NOM;NEUT;SG
afrikaanse	африканська	afrikaans	африканський	ADJ	ADJ;NOM;FEM;SG
afrikaanse	африканський	afrikaans	африканський	ADJ	ADJ;NOM;MASC;SG
afrikaanse	африканські	afrikaans	африканський	ADJ	ADJ;NOM;PL
afrikaanse	африканських	afrikaans	африканський	ADJ	ADJ;ANIM;ACC;PL
aangeduid	вказали	aanduiden	вказати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
adel	знать	adel	знати	N;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
toegepast	застосовано	toepassen	застосовано	V;V.PTCP	V;PFV;IND;0;FIN
toegepast	звернулася	toepassen	звернутися	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
groene	зелене	groen	зелений	ADJ	ADJ;NOM;NEUT;SG
groene	зелені	groen	зелений	ADJ	ADJ;NOM;PL
groene	зелений	groen	зелений	ADJ	ADJ;NOM;MASC;SG
brand	вогнем	brand	вогонь	N;MASC+FEM;SG	N;INAN;INS;MASC;SG
brand	вогонь	brand	вогонь	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
brand	пожежа	brand	пожежа	N;MASC+FEM;SG	N;INAN;NOM;FEM;SG
brand	бренду	brand	бренда	N;MASC+FEM;SG	N;INAN;GEN;MASC;SG
brand	бренд	brand	бренд	N;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vandaag	сьогодні	vandaag	сьогодні	ADV	ADV
ondertussen	тимчасом	ondertussen	тимчасом	ADV	ADV
oprichting	заснування	oprichting	заснування	N;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
scoorde	набрав	scoren	набрати	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
scoorde	набрала	scoren	набрати	V;SG;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
principe	принцип	principe	принцип	N;NEUT;SG	N;INAN;NOM;MASC;SG
verantwoordelijk	відповідальний	verantwoordelijk	відповідальний	ADJ	ADJ;NOM;MASC;SG
verantwoordelijk	відповідальна	verantwoordelijk	відповідальний	ADJ	ADJ;NOM;FEM;SG
rechter	суддя	rechter	суддя	N;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rechter	суддю	rechter	суддя	N;MASC+FEM;SG	N;ANIM;ACC;FEM;SG
uilen	сови	uilen	сів	N;PL	N;ANIM;NOM;FEM;PL
kleuren	кольорах	kleur	колір	N;PL	N;INAN;ESS;MASC;PL
kleuren	кольори	kleur	колір	N;PL	N;INAN;NOM;MASC;PL
kleuren	барви	kleur	барва	N;PL	N;INAN;NOM;FEM;PL
kleuren	кольори	kleur	колір	N;PL	N;INAN;NOM;MASC;PL
kleuren	кольорів	kleur	колір	N;PL	N;INAN;GEN;MASC;PL
exemplaren	копії	exemplaar	копія	N;PL	N;INAN;NOM;FEM;PL
exemplaren	копій	exemplaar	копія	N;PL	N;INAN;GEN;FEM;PL
