une	eine	un	ein	DET;INDF;FEM;SG	DET;NOM;INDF;FEM;SG
court	kurz	court	kurz	ADJ;MASC;SG	ADJ
court	kurzen	court	kurz	ADJ;MASC;SG	ADJ;ACC;MASC;SG
vallée	tal	vallée	tal	N;FEM;SG	N;NOM;NEUT;SG
comité	ausschuss	comité	ausschassen	N;MASC;SG	N
comité	ausschuß	comité	ausscheßen	N;MASC;SG	N;SG
anciens	alte	ancien	alt	ADJ;MASC;PL	ADJ;NOM;FEM;PL
anciens	alten	ancien	alt	ADJ;MASC;PL	ADJ;NOM;MASC;PL
anciens	antiken	ancien	antik	ADJ;MASC;PL	ADJ;NOM
anciens	alten	ancien	alt	ADJ;MASC;PL	ADJ;NOM;MASC;PL
anciens	alte	ancien	alt	ADJ;MASC;PL	ADJ;NOM;FEM;PL
anciens	altstadt	ancien	altstadt	ADJ;MASC;PL	ADJ
anciens	alter	ancien	alt	ADJ;MASC;PL	ADJ
anciens	alt	ancien	alt	ADJ;MASC;PL	ADJ
anciens	ehemaliger	ancien	ehemalig	ADJ;MASC;PL	ADJ
anciens	ehemalige	ancien	ehemalig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
cité	zitierte	citer	zitieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
cité	notiert	citer	notieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
cité	zitiert	citer	zitieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
basse	niedrig	bas	niedrig	ADJ;FEM;SG	ADJ
basse	niedrigen	bas	niedrig	ADJ;FEM;SG	ADJ
chambre	zimmer	chambre	zimmer	N;FEM;SG	N
chambre	zimmer	chambre	zimmer	N;FEM;SG	N
nouveaux	neuer	nouveau	neu	ADJ;MASC;PL	ADJ
nouveaux	neue	nouveau	neu	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nouveaux	neu	nouveau	neu	ADJ;MASC;PL	ADJ
savoir	wissen	savoir	wissen	V;NFIN	V;NFIN
savoir	weiß	savoir	wissen	V;NFIN	V;IND;SG;3;PRS;FIN
savoir	kenn	savoir	kenn	V;NFIN	V;IND;SG;3;FIN
savoir	wissen	savoir	wissen	V;NFIN	V;NFIN
savoir	kennen	savoir	kennen	V;NFIN	V;NFIN
glace	eis	glace	eis	N;FEM;SG	N;NOM;NEUT;SG
originale	ursprünglich	original	ursprünglich	ADJ;FEM;SG	ADJ
originale	ursprünglichen	original	ursprünglich	ADJ;FEM;SG	ADJ;ACC;SG
originale	original	original	original	ADJ;FEM;SG	ADJ
originale	originell	original	originell	ADJ;FEM;SG	ADJ
originale	originellen	original	originell	ADJ;FEM;SG	ADJ
proche	nah	proche	nah	ADJ;MASC;SG	ADJ
proche	nah	proche	nah	ADJ;MASC;SG	ADJ
mot	wortes	mot	wort	N;MASC;SG	N;NOM;NEUT;SG
mot	wort	mot	wort	N;MASC;SG	N;NOM;NEUT;SG
main	hand	main	hand	N;FEM;SG	N;NOM;FEM;SG
huit	acht	huit	acht	NUM	NUM
assemblée	montage	assemblée	montag	N;FEM;SG	N;NOM;SG
assemblée	versammlung	assemblée	versammlung	N;FEM;SG	N;NOM;FEM;SG
populaire	beliebtes	populaire	beliebt	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
populaire	beliebt	populaire	belieben	ADJ;MASC;SG	ADJ
populaire	beliebter	populaire	beliebter	ADJ;MASC;SG	ADJ
populaire	angesagt	populaire	ansagen	ADJ;MASC;SG	ADJ
critique	kritiker	critique	kritik	ADJ;MASC;SG	ADJ
critique	kritischen	critique	kritisch	ADJ;MASC;SG	ADJ
critique	kritisch	critique	kritisch	ADJ;MASC;SG	ADJ
critique	kritischer	critique	kritisch	ADJ;MASC;SG	ADJ
critique	kritisches	critique	kritisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
publication	beitrag	publication	beitregen	N;FEM;SG	N;SG
publication	publikation	publication	publikation	N;FEM;SG	N;NOM;FEM;SG
dieu	gottes	dieu	gott	N;MASC;SG	N;NOM;NEUT;SG
dieu	gott	dieu	gott	N;MASC;SG	N;NOM;MASC;SG
japonais	japanisch	japonais	japanisch	ADJ;MASC;SG	ADJ
japonais	japaner	japonais	japaner	ADJ;MASC;SG	ADJ
japonais	japanischer	japonais	japanisch	ADJ;MASC;SG	ADJ
hôtel	hotel	hôtel	Hotel	N;MASC;SG	N;NOM;NEUT;SG
catholique	katholischer	catholique	katholisch	ADJ;MASC;SG	ADJ
catholique	katholisch	catholique	katholisch	ADJ;MASC;SG	ADJ
catholique	katholischen	catholique	katholisch	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mission	aufgabe	mission	aufgaben	N;FEM;SG	N;NOM;FEM;SG
mission	auftrag	mission	auftragen	N;FEM;SG	N;MASC;SG
accord	übereinkunft	accord	übereinkunft	N;MASC;SG	N;SG
campagne	kampagne	campagne	kampagne	N;FEM;SG	N;NOM;FEM;SG
départ	abgang	départ	abgehen	N;MASC;SG	N;SG
étude	studium	étude	studium	N;FEM;SG	N;NOM;NEUT;SG
étude	studie	étude	studie	N;FEM;SG	N;NOM;FEM;SG
importante	wichtig	important	wichtig	ADJ;FEM;SG	ADJ
importante	wichtiges	important	wichtig	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
importante	wichtiger	important	wichtig	ADJ;FEM;SG	ADJ
importante	wichtigen	important	wichtig	ADJ;FEM;SG	ADJ
choix	auswahl	choix	auswahl	N;MASC;SG	N;NOM;SG
choix	auswahl	choix	auswahl	N;MASC;SG	N;NOM;SG
enfant	kind	enfant	kind	N;MASC;SG	N;NOM;NEUT;SG
défense	verteidigung	défense	verteidigung	N;FEM;SG	N;NOM;FEM;SG
défense	abwehr	défense	abwehr	N;FEM;SG	N;SG
défense	verteidigung	défense	verteidigung	N;FEM;SG	N;NOM;FEM;SG
défense	abwehr	défense	abwehr	N;FEM;SG	N;SG
défense	selbstverteidigung	défense	selbstverteidigung	N;FEM;SG	N;NOM;FEM;SG
noms	bezeichnungen	nom	bezeichnungen	N;MASC;PL	N;NOM;FEM;PL
produits	produkten	produire	produkt	V;MASC;PL;PST;V.PTCP	V;IND;PL;3;FIN
label	kennzeichnung	label	kennzeichnung	N;MASC;SG	N;NOM;FEM;SG
hiver	winter	hiver	winter	N;MASC;SG	N
fondation	stiftung	fondation	stiftung	N;FEM;SG	N;NOM;FEM;SG
européenne	europäisch	européen	europäisch	ADJ;FEM;SG	ADJ
européenne	europäischen	européen	europäisch	ADJ;FEM;SG	ADJ;NOM;SG
européenne	europäisches	européen	europäisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
européenne	europäischer	européen	europäisch	ADJ;FEM;SG	ADJ
troupes	soldaten	troupe	soldat	N;FEM;PL	N;PL
îles	inseln	île	inseln	N;FEM;PL	N;NOM;FEM;PL
pris	ertappt	prendre	ertappen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	geschnappt	prendre	schnappen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	gefangen	prendre	fangen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	gefasst	prendre	fassen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	erwischt	prendre	erwischen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	nahm	prendre	nehmen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
pris	getroffen	prendre	treffen|triefen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	genommen	prendre	nehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	mitgenommen	prendre	mitnehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
pris	aufgenommen	prendre	aufnehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
marine	marine	marine	marin	N;FEM;SG	N;NOM;FEM;SG
marine	marine	marine	marin	N;FEM;SG	N;NOM;FEM;SG
juste	gerade	juste	gerade	ADV	ADV
juste	eben	juste	eben	ADV	ADV
juste	nur	juste	nur	ADV	ADV
juste	einfach	juste	einfach	ADV	ADV
fondé	gegründet	fonder	gründen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fondé	gründete	fonder	gründen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
vient	kommt	venir	kommen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
faisant	tun	faire	tun	V;PRS;V.PTCP	V;NFIN
altitude	erhöhung	altitude	erhöhung	N;FEM;SG	N;NOM;FEM;SG
économique	wirtschaftlich	économique	wirtschaftlich	ADJ;MASC;SG	ADJ
économique	preiswert	économique	preiswert	ADJ;MASC;SG	ADJ
économique	ökonomisch	économique	ökonomisch	ADJ;MASC;SG	ADJ
économique	wirtschaftlich	économique	wirtschaftlich	ADJ;MASC;SG	ADJ
économique	sparsam	économique	sparsam	ADJ;MASC;SG	ADJ
unité	einheit	unité	einheit	N;FEM;SG	N;NOM;FEM;SG
unité	einheit	unité	einheit	N;FEM;SG	N;NOM;FEM;SG
particulièrement	besonders	particulièrement	besonders	ADV	ADV
particulièrement	insbesondere	particulièrement	insbesondere	ADV	ADV
particulièrement	besonders	particulièrement	besonders	ADV	ADV
particulièrement	vorallem	particulièrement	vorallem	ADV	ADV
particulièrement	insbesondere	particulièrement	insbesondere	ADV	ADV
lignes	datensätze	ligne	datensatz	N;FEM;PL	N;NOM;FEM;PL
lignes	zeilen	ligne	zeilen	N;FEM;PL	N;PL
lignes	zeilen	ligne	zeilen	N;FEM;PL	N;PL
lignes	leitungen	ligne	leitung	N;FEM;PL	N;NOM;FEM;PL
traité	vertrag	traiter	vertragen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
montre	beobachten	montrer	beobachten	V;IND;SG;3;PRS;FIN	V;NFIN
montre	ansehen	montrer	ansehen	V;IND;SG;3;PRS;FIN	V;NFIN
montre	anschauen	montrer	anschauen	V;IND;SG;3;PRS;FIN	V;NFIN
montre	zeigen	montrer	zeigen	V;IND;SG;3;PRS;FIN	V;NFIN
montre	zeigt	montrer	zeigen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
montre	zeige	montrer	zeigen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
montre	anzeigen	montrer	anzeigen	V;IND;SG;3;PRS;FIN	V;NFIN
idée	idee	idée	idee	N;FEM;SG	N;NOM;FEM;SG
éditeur	verlag	éditeur	verliegen	N;MASC;SG	N;NOM;MASC;SG
éditeur	redaktion	éditeur	redaktion	N;MASC;SG	N;SG
attaque	angriff	attaque	angreifen	N;FEM;SG	N
attaque	anschlag	attaque	anschlagen	N;FEM;SG	N;SG
records	datensätze	record	datensatz	N;MASC;PL	N;NOM;FEM;PL
principaux	wichtigsten	principal	wichtig	ADJ;MASC;PL	ADJ;PL
sol	etage	sol	etag	N;MASC;SG	N;NOM;SG
chaîne	kette	chaîne	kett	N;FEM;SG	N;NOM;FEM;SG
fondée	gegründet	fonder	gründen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
fondée	gründete	fonder	gründen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
actuellement	derzeit	actuellement	derzeit	ADV	ADV
actuellement	zurzeit	actuellement	zurzeit	ADV	ADV
reçoit	empfängt	recevoir	empfangen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reçoit	erhält	recevoir	erhalten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
format	dateiformat	format	dateiformat	N;MASC;SG	N;NOM;NEUT;SG
format	format	format	format	N;MASC;SG	N;NOM;NEUT;SG
original	ursprünglich	original	ursprünglich	ADJ;MASC;SG	ADJ
original	ursprünglichen	original	ursprünglich	ADJ;MASC;SG	ADJ;ACC;SG
original	original	original	original	ADJ;MASC;SG	ADJ
original	originell	original	originell	ADJ;MASC;SG	ADJ
original	originellen	original	originell	ADJ;MASC;SG	ADJ
espagnol	spanisch	espagnol	spanisch	ADJ;MASC;SG	ADJ
espagnol	spanischer	espagnol	spanisch	ADJ;MASC;SG	ADJ
créer	erstellen	créer	erstellen	V;NFIN	V;NFIN
créer	schaffen	créer	schaffen	V;NFIN	V;NFIN
créer	erzeugen	créer	erzeugen	V;NFIN	V;NFIN
créer	erstelle	créer	erstelle	V;NFIN	V;SG;FIN
créer	anlegen	créer	anlegen	V;NFIN	V;NFIN
créer	erstellen	créer	erstellen	V;NFIN	V;NFIN
créer	erschaffen	créer	erschaffen	V;NFIN	V;V.PTCP
créer	schaffen	créer	schaffen	V;NFIN	V;NFIN
créer	erzeugen	créer	erzeugen	V;NFIN	V;NFIN
décide	entscheidet	décider	entscheiden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
décide	beschließt	décider	beschließen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
décide	beschließen	décider	beschließen	V;IND;SG;3;PRS;FIN	V;NFIN
décide	entscheiden	décider	entscheiden	V;IND;SG;3;PRS;FIN	V;NFIN
décide	entscheide	décider	entscheiden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
décide	beschließt	décider	beschließen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
garde	verwahrung	garde	verwahrung	N;FEM;SG	N;NOM;FEM;SG
votre	ihre	son	ihr	DET;MASC;SG	DET;NOM;FEM;SG
votre	ihrer	son	ihr	DET;MASC;SG	DET;NOM;MASC;SG
sécurité	sicherheit	sécurité	sicherheit	N;FEM;SG	N;NOM;SG
sécurité	sicherheit	sécurité	sicherheit	N;FEM;SG	N;NOM;SG
fédération	vereinigung	fédération	vereinigung	N;FEM;SG	N;NOM;FEM;SG
quatrième	vierter	quatrième	viert	ADJ;MASC;SG	ADJ
quatrième	vierte	quatrième	viert	ADJ;MASC;SG	ADJ;NOM;FEM;SG
quatrième	viertes	quatrième	viert	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
comédie	komödie	comédie	komödie	N;FEM;SG	N;NOM;SG
rejoint	trat	rejoindre	treten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
rejoint	beigetreten	rejoindre	beitreten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
armes	feuerwaffen	arme	feuerwaffen	N;FEM;PL	N;NOM;FEM;PL
armes	pistolen	arme	pistol	N;FEM;PL	N;NOM;PL
armes	gewehre	arme	gewehr	N;FEM;PL	N;NOM;PL
armes	kanonen	arme	kanon	N;FEM;PL	N;NOM;FEM;PL
livres	bücher	livre	büchern	N;MASC;PL	N;NOM;NEUT;PL
principales	wichtigsten	principal	wichtig	ADJ;FEM;PL	ADJ;PL
personnalités	persönlichkeiten	personnalité	persönlichkeit	N;FEM;PL	N;NOM;FEM;PL
unique	einzelzimmer	unique	einzelzimmer	ADJ;MASC;SG	ADJ
unique	einmalig	unique	einmalig	ADJ;MASC;SG	ADJ
unique	einzigartig	unique	einzigartig	ADJ;MASC;SG	ADJ
unique	einzigartigen	unique	einzigartig	ADJ;MASC;SG	ADJ
large	breiten	large	breit	ADJ;MASC;SG	ADJ;SG
large	breiter	large	breit	ADJ;MASC;SG	ADJ
large	breite	large	breit	ADJ;MASC;SG	ADJ;NOM;FEM;SG
large	breit	large	breit	ADJ;MASC;SG	ADJ
large	breiten	large	breit	ADJ;MASC;SG	ADJ;SG
large	breiter	large	breit	ADJ;MASC;SG	ADJ
large	breit	large	breit	ADJ;MASC;SG	ADJ
demandé	beantragt	demander	beantragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	angefordert	demander	anfordern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	beantragte	demander	beantragen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
demandé	gewünscht	demander	wünschen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	verlangt	demander	verlangen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	gebeten	demander	bitten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
demandé	fragte	demander	fragen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
demandé	gefragt	demander	fragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
divers	verschieden	divers	verschieden	ADJ;MASC;PL	ADJ
divers	verschiedenen	divers	verschieden	ADJ;MASC;PL	ADJ;NOM;PL
divers	verschiedene	divers	verschieden	ADJ;MASC;PL	ADJ;NOM;FEM;PL
divers	sonstige	divers	sonstig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
divers	verschiedene	divers	verschieden	ADJ;MASC;PL	ADJ;NOM;FEM;PL
décision	beschluss	décision	beschließen	N;FEM;SG	N
décision	entscheidung	décision	entscheidung	N;FEM;SG	N;NOM;FEM;SG
actuelle	aktuell	actuel	aktuell	ADJ;FEM;SG	ADJ
actuelle	aktuellen	actuel	aktuell	ADJ;FEM;SG	ADJ
actuelle	aktueller	actuel	aktuell	ADJ;FEM;SG	ADJ
actuelle	aktuelles	actuel	aktuell	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
classique	klassisch	classique	klassisch	ADJ;MASC;SG	ADJ
classique	klassiker	classique	klassik	ADJ;MASC;SG	ADJ
classique	klassisch	classique	klassisch	ADJ;MASC;SG	ADJ
classique	klassiker	classique	klassik	ADJ;MASC;SG	ADJ
présent	anwesend	présent	anwesend	ADJ;MASC;SG	ADJ
présent	vorhanden	présent	vorhanden	ADJ;MASC;SG	ADJ
présent	geschenk	présent	geschenk	ADJ;MASC;SG	ADJ
fit	passe	faire	passen	V;IND;SG;3;PST;FIN	V;IND;SG;3;FIN
fit	passen	faire	passen	V;IND;SG;3;PST;FIN	V;NFIN
mandat	beschluss	mandat	beschließen	N;MASC;SG	N
mandat	mandat	mandat	mandat	N;MASC;SG	N;NOM;SG
mandat	auftrag	mandat	auftragen	N;MASC;SG	N;MASC;SG
taux	zinssatz	taux	zinssatz	N;MASC;SG	N;SG
surface	fläche	surface	fläche	N;FEM;SG	N;NOM;FEM;SG
inscrit	eingetragene	inscrire	eingetragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inscrit	registriert	inscrire	registrieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inscrit	eingetragen	inscrire	eintragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inscrit	einschreiben	inscrire	einschreiben	V;MASC;SG;PST;V.PTCP	V;NFIN
inscrit	eingeschrieben	inscrire	einschreiben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
astéroïde	asteroid	astéroïde	asteroid	N;MASC;SG	N;NOM;SG
transport	transport	transport	transporen	N;MASC;SG	N
annonce	mitteilung	annonce	mitteilung	N;FEM;SG	N;FEM;SG
annonce	werbespot	annonce	werbespon	N;FEM;SG	N;NOM;SG
annonce	werbung	annonce	werbung	N;FEM;SG	N;NOM;FEM;SG
pratique	komfortabel	pratique	komfortabel	ADJ;FEM;SG	ADJ
pratique	bequem	pratique	bequem	ADJ;FEM;SG	ADJ
pratique	praktisch	pratique	praktisch	ADJ;FEM;SG	ADJ
pratique	praktisches	pratique	praktisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
pratique	praktischer	pratique	praktisch	ADJ;FEM;SG	ADJ
pratique	praktisch	pratique	praktisch	ADJ;FEM;SG	ADJ
terrain	gelände	terrain	gelände	N;MASC;SG	N;NOM;NEUT;SG
usage	verwendung	usage	verwendung	N;MASC;SG	N;SG
usage	nutzung	usage	nutzung	N;MASC;SG	N;NOM;FEM;SG
usage	einsatz	usage	einsatz	N;MASC;SG	N
usage	benutzung	usage	Benutzung	N;MASC;SG	N;FEM;SG
comprend	verstehe	comprendre	verstehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comprend	versteht	comprendre	verstehen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comprend	eingeschlossen	comprendre	einschließen	V;IND;SG;3;PRS;FIN	V;V.PTCP
comprend	umfasst	comprendre	umfassen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comprend	enthält	comprendre	enthalten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
comprend	beinhaltet	comprendre	beinhalten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
secrétaire	sekretär	secrétaire	sekretär	N;MASC;SG	N
donner	spendet	donner	spenden	V;NFIN	V;IND;SG;3;PRS;FIN
donner	stiften	donner	stefen	V;NFIN	V;NFIN
donner	spenden	donner	spenden	V;NFIN	V;NFIN
donner	geben	donner	geben	V;NFIN	V;NFIN
donner	gebe	donner	geben	V;NFIN	V;SBJV;SG;3;PRS;FIN
donner	gib	donner	gib	V;NFIN	V;IND;SG;2;PRS;FIN
donner	schenken	donner	schenken	V;NFIN	V;NFIN
fonctions	zölle	fonction	zöllen	N;FEM;PL	N;NOM
accès	zugang	accès	zugang	N;MASC;SG	N
accès	zugriff	accès	zugreifen	N;MASC;SG	N
charge	ladung	charge	ladung	N;FEM;SG	N;SG
sites	standorte	site	standort	N;MASC;PL	N;NOM
utiliser	benutzen	utiliser	benutzen	V;NFIN	V;NFIN
utiliser	verwenden	utiliser	verwenden	V;NFIN	V;NFIN
utiliser	benutzen	utiliser	benutzen	V;NFIN	V;NFIN
utiliser	verwenden	utiliser	verwenden	V;NFIN	V;NFIN
économie	ökonomie	économie	ökonomie	N;FEM;SG	N;NOM;FEM;SG
économie	wirtschaftlichkeit	économie	wirtschaftlichkeit	N;FEM;SG	N;NOM;FEM;SG
pense	denken	penser	denken	V;IND;SG;3;PRS;FIN	V;NFIN
vingt	zwanzig	vingt	zwanzig	NUM	NUM
vingt	fünfundzwanzig	vingt	fünfundzwanzig	NUM	NUM
arrivée	anreisen	arriver	anreisen	V;FEM;SG;PST;V.PTCP	V;NFIN
conditions	geschäftsbedingungen	condition	geschäftsbedingung	N;FEM;PL	N;NOM;FEM;PL
protection	schutz	protection	schutz	N;FEM;SG	N
bibliothèque	bibliotheken	bibliothèque	bibliothek	N;FEM;SG	N
bibliothèque	bibliothek	bibliothèque	bibliothek	N;FEM;SG	N;NOM;FEM;SG
influence	beeinflussung	influence	beeinflussung	N;FEM;SG	N;NOM;FEM;SG
influence	einfluß	influence	einfluß	N;FEM;SG	N
énergie	energieversorgung	énergie	energieversorgung	N;FEM;SG	N;NOM;FEM;SG
publique	öffentlicher	public	öffentlich	ADJ;FEM;SG	ADJ
publique	öffentlichkeit	public	öffentlichkeit	ADJ;FEM;SG	ADJ
publique	öffentlich	public	öffentlich	ADJ;FEM;SG	ADJ
petits	kleiner	petit	klein	ADJ;MASC;PL	ADJ
petits	kleine	petit	klein	ADJ;MASC;PL	ADJ;NOM;FEM;PL
petits	kleinen	petit	klein	ADJ;MASC;PL	ADJ;PL
petits	klein	petit	klein	ADJ;MASC;PL	ADJ
parties	vertragsparteien	partie	vertragspartei	N;FEM;PL	N;NOM;FEM;PL
parties	parteien	partie	partei	N;FEM;PL	N;NOM;FEM;PL
fiction	erfindung	fiction	erfindung	N;FEM;SG	N;FEM;SG
intérêt	zinssatz	intérêt	zinssatz	N;MASC;SG	N;SG
structure	gliederung	structure	gliederung	N;FEM;SG	N;NOM;FEM;SG
kilomètres	km	kilomètre	km	N;MASC;PL	N;NOM;MASC;PL
kilomètres	km	kilomètre	km	N;MASC;PL	N;NOM;MASC;PL
majorité	mehrheit	majorité	mehrheit	N;FEM;SG	N;NOM;SG
passer	ableben	passer	ableben	V;NFIN	V;NFIN
passer	vorbeigehen	passer	vorbeigehen	V;NFIN	V;NFIN
passer	bestanden	passer	bestehen	V;NFIN	V;V.PTCP
passer	weitergeben	passer	weitergeben	V;NFIN	V;NFIN
passer	übergeben	passer	übergeben	V;NFIN	V;V.PTCP
passer	vergehen	passer	vergehen	V;NFIN	V;V.PTCP
enseignement	lehre	enseignement	lehr	N;MASC;SG	N;NOM;FEM;SG
enseignement	ausbildung	enseignement	ausbildung	N;MASC;SG	N;FEM;SG
enseignement	erziehung	enseignement	erziehung	N;MASC;SG	N;NOM;FEM;SG
seigneur	gott	seigneur	gott	N;MASC;SG	N;NOM;MASC;SG
seigneur	herr	seigneur	herr	N;MASC;SG	N;NOM;MASC;SG
seigneur	herrn	seigneur	herrn	N;MASC;SG	N;NOM;MASC;SG
exposition	ausstellung	exposition	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
exposition	ausstellung	exposition	ausstellingen	N;FEM;SG	N;NOM;FEM;SG
exposition	messegelände	exposition	messegelände	N;FEM;SG	N;NOM;FEM;SG
exposition	belichtung	exposition	belichtung	N;FEM;SG	N;SG
poids	gewicht	poids	wechen	N;MASC;SG	N;NOM;NEUT;SG
poids	gewicht	poids	wechen	N;MASC;SG	N;NOM;NEUT;SG
santé	jubel	santé	jubel	N;FEM;SG	N
italienne	italienischer	italien	italienisch	ADJ;FEM;SG	ADJ
italienne	italienisch	italien	italienisch	ADJ;FEM;SG	ADJ
atteint	erreicht	atteindre	erreichen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
atteint	erreichte	atteindre	erreichen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
atteint	erzielt	atteindre	erzielen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
atteint	erreicht	atteindre	erreichen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
atteint	erreichte	atteindre	erreichen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
profession	beruf	profession	beruf	N;FEM;SG	N;SG
profession	besetzung	profession	Besetzung	N;FEM;SG	N;FEM;SG
profession	beruf	profession	beruf	N;FEM;SG	N;SG
trouver	finden	trouver	finden	V;NFIN	V;NFIN
trouver	findet	trouver	finden	V;NFIN	V;IND;SG;3;PRS;FIN
trouver	finden	trouver	finden	V;NFIN	V;NFIN
trouver	finde	trouver	finden	V;NFIN	V;IND;SG;2;PRS;FIN
trouver	suchen	trouver	suchen	V;NFIN	V;NFIN
voyage	ausflug	voyage	ausflagen	N;MASC;SG	N;SG
supérieur	oberer	supérieur	ober	ADJ;MASC;SG	ADJ
supérieur	vorgesetzter	supérieur	vorgesetzter	ADJ;MASC;SG	ADJ
supérieur	höheren	supérieur	hoch	ADJ;MASC;SG	ADJ
supérieur	höher	supérieur	hoch	ADJ;MASC;SG	ADJ
gestion	geschäftsführung	gestion	geschäftsführung	N;FEM;SG	N;NOM;FEM;SG
gestion	unternehmensführung	gestion	unternehmensführung	N;FEM;SG	N;NOM;FEM;SG
derniers	letzten	dernier	letzt	ADJ;MASC;PL	ADJ;PL
derniers	aktuellste	dernier	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
derniers	neuesten	dernier	neu	ADJ;MASC;PL	ADJ
derniers	neueste	dernier	neu	ADJ;MASC;PL	ADJ;NOM;FEM;PL
derniers	aktuelle	dernier	aktuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
localité	ort	localité	ort	N;FEM;SG	N;NOM;MASC;SG
localité	standorte	localité	standort	N;FEM;SG	N;NOM
régime	nahrung	régime	nahrung	N;MASC;SG	N;NOM;FEM;SG
régime	ernährung	régime	Ernährung	N;MASC;SG	N;NOM;FEM;SG
black	schwarzer	black	schwarz	ADJ;MASC;SG	ADJ
black	schwarz	black	schwarz	ADJ;MASC;SG	ADJ
black	schwarzen	black	schwarz	ADJ;MASC;SG	ADJ
comment	inwiefern	comment	inwiefern	ADV	ADV
comment	woher	comment	woher	ADV	ADV
nations	nationen	nation	nation	N;FEM;PL	N;NOM;FEM;PL
central	zentral	central	zentral	ADJ;MASC;SG	ADJ
apparaît	erscheint	apparaître	erscheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
apparaît	scheint	apparaître	scheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
