γενιές	generácie	γενιά	generácia	N;NOM;FEM;PL	N;NOM;FEM;PL
ουίλιαμς	williams	ουίλιαμς	williams	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
χιόνι	snehulienka	χιόνι	snehulienka	N;NOM;NEUT;SG	N;NOM;FEM;SG
χιόνι	sneh	χιόνι	sneh	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
χιόνι	sneženie	χιόνι	sneženie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
μοναχούς	mníchov	μοναχός	mních	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
δαπάνες	výdavky	δαπάνη	výdavka	N;NOM;FEM;PL	N;NOM;FEM;PL
γένη	rody	γένος	rod	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
δίδασκε	naučil	διδίνκω	naučiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
έτοιμος	pripravený	έτοιμος	pripravený	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
έτοιμος	pripravená	έτοιμος	pripravený	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
έτοιμος	pripravené	έτοιμος	pripravený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
συνεχόμενα	plynule	συνεχόμενο	plynule	ADV	ADV
συνεχόμενα	nepretržite	συνεχόμενο	nepretržite	ADV	ADV
συνεχόμενα	priebežne	συνεχόμενο	priebežne	ADV	ADV
εξασφαλίζει	zabezpečuje	εξασφαλίζω	zabezpečovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
επικίνδυνο	nebezpečná	επικίνδυνος	nebezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
επικίνδυνο	nebezpečný	επικίνδυνος	bezpečný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
επικίνδυνο	nebezpečné	επικίνδυνος	nebezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
επικίνδυνο	nebezpečný	επικίνδυνος	bezpečný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
επικίνδυνο	nebezpečné	επικίνδυνος	nebezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
επικίνδυνο	nebezpečná	επικίνδυνος	nebezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
υπέφερε	utrpelo	υποφέρω	utrpieť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
υπέφερε	utrpel	υποφέρω	utrpieť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
επιπλοκές	komplikácie	επιπλοκή	komplikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
επιπλοκές	komplikácie	επιπλοκή	komplikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
δρομολόγια	trasy	δρομολόγιο	tri	N;NOM;NEUT;PL	N;NOM;FEM;PL
δρομολόγια	cesty	δρομολόγιο	cesta	N;NOM;NEUT;PL	N;NOM;FEM;PL
όρκο	prísahu	όρκο	prísah	N;ACC;MASC;SG	N;ACC;FEM;SG
νοημοσύνη	inteligencia	νοημοσύνη	inteligencia	N;NOM;FEM;SG	N;NOM;FEM;SG
νοημοσύνη	spravodajstvo	νοημοσύνη	spravodajstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
νοημοσύνη	intelekt	νοημοσύνη	intelekt	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ανησυχία	nepokoj	ανησυχία	nepokoj	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ανησυχία	znepokojenie	ανησυχία	znepokojenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
επιλέγει	vyberá	επιλέγω	vybrať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
πάχος	hrúbka	πάχος	hrúbka	N;NOM;NEUT;SG	N;NOM;FEM;SG
θάρρος	odvaha	θάρρος	odvaha	N;NOM;NEUT;SG	N;NOM;FEM;SG
ενεργός	aktívny	ενεργός	aktívny	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ενεργός	aktívna	ενεργός	aktívny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
αδύνατη	nemožné	αδύνατος	nemožný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
αδύνατη	nemožný	αδύνατος	nemožný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
αερολιμένας	letiskové	αερολιμένος	letiskový	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
δεσμός	románik	δεσμός	románik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
δεσμός	zbližovanie	δεσμός	zbližovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
δεσμός	spájanie	δεσμός	spájanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
δεσμός	väzba	δεσμός	väzba	N;NOM;MASC;SG	N;NOM;FEM;SG
δεσμός	spojenie	δεσμός	spojenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
δεσμός	súvislosť	δεσμός	súvislosť	N;NOM;MASC;SG	N;NOM;FEM;SG
δεσμός	odkaz	δεσμός	odkaz	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
δεσμός	link	δεσμός	link	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
δεσμός	väzba	δεσμός	väzba	N;NOM;MASC;SG	N;NOM;FEM;SG
δεσμός	puto	δεσμός	puto	N;NOM;MASC;SG	N;NOM;NEUT;SG
περιοδείες	výlety	περιοδείο	výlet	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
εχθρός	nepriateľ	εχθρός	nepriateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
εχθρός	nepriateľ	εχθρός	nepriateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
πρόοδος	pokrok	πρόοδος	pokrok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
πρόοδος	napredovanie	πρόοδος	napredovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρόοδος	priebeh	πρόοδος	priebeh	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
λογοκρισία	cenzúra	λογοκρισία	cenzúra	N;NOM;FEM;SG	N;NOM;FEM;SG
μικτή	zmiešaný	μικτός	zmiešaný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
μικτή	zmiešaná	μικτός	zmiešaný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
μικτή	zmiešané	μικτός	zmiešaný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
οφέλη	prínosy	όφελος	prínos	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
οφέλη	výhody	όφελος	výhod	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
οφέλη	dávky	όφελος	dávka	N;NOM;NEUT;PL	N;NOM;FEM;PL
εξετάζει	skúma	εξετάζω	skúm	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
κέντρων	stredísk	κέντρο	stredisko	N;GEN;NEUT;PL	N;GEN;NEUT;PL
κέντρων	centier	κέντρο	centrum	N;GEN;NEUT;PL	N;GEN;NEUT;PL
ομιλίες	vystúpenia	ομιλία	vystúpenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
ομιλίες	prejavy	ομιλία	prejav	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
συνεργάτη	partner	συνεργάτης	partner	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
συνεργάτη	partnerka	συνεργάτης	partnerka	N;NOM;NEUT;SG	N;NOM;FEM;SG
συνεργάτη	spoločník	συνεργάτης	spoločník	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
αμυντική	obranný	αμυντικός	obranný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
αμυντική	obranná	αμυντικός	obranný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
αμυντική	obranné	αμυντικός	obranný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
κίνητρο	motiváciu	κίνητρο	motivácia	N;ACC;NEUT;SG	N;ACC;FEM;SG
αλάτι	soľ	αλάτι	soľ	N;NOM;NEUT;SG	N;NOM;FEM;SG
σιτάρι	pšenica	σιτάρι	pšenica	N;NOM;NEUT;SG	N;NOM;FEM;SG
διάσωση	záchranu	διάσωση	záchrana	N;ACC;FEM;SG	N;ACC;FEM;SG
πινακίδες	dosky	πινακίδα	doska	N;NOM;FEM;PL	N;NOM;FEM;PL
πινακίδες	taniere	πινακίδα	tanier	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
πινακίδες	platne	πινακίδα	platňa	N;NOM;FEM;PL	N;NOM;FEM;PL
πινακίδες	znaky	πινακίδα	znak	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
πινακίδες	znamenia	πινακίδα	znamenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
πινακίδες	príznaky	πινακίδα	príznak	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
πινακίδες	značky	πινακίδα	značka	N;NOM;FEM;PL	N;NOM;FEM;PL
μονάρχης	monarcha	μονάρχης	monarch	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
δούλευε	fungovalo	δούλεύω	fungovať	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
δούλευε	pracoval	δούλεύω	pracovať	V;IPFV;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
δούλευε	pracovala	δούλεύω	pracovať	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
μελωδία	melódia	μελωδία	melódia	N;NOM;FEM;SG	N;NOM;FEM;SG
μελωδία	melódia	μελωδία	melódia	N;NOM;FEM;SG	N;NOM;FEM;SG
μυστήριο	tajomstvo	μυστήριο	tajomstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
μυστήριο	záhada	μυστήριο	záhada	N;NOM;NEUT;SG	N;NOM;FEM;SG
μειώσει	znížiť	μειώνω	znížiť	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
μόλυνση	znečisťovanie	μόλυνση	znečisťovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
μόλυνση	znečistenie	μόλυνση	znečistenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
μόλυνση	infekcia	μόλυνση	infekcia	N;NOM;FEM;SG	N;NOM;FEM;SG
μόλυνση	kontaminácia	μόλυνση	kontaminácia	N;NOM;FEM;SG	N;NOM;FEM;SG
μόλυνση	znečistenie	μόλυνση	znečistenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
δημοσιότητα	publicitu	δημοσιότητα	publicať	N;ACC;FEM;SG	N;ACC;FEM;SG
ιατρικό	lekárska	ιατρικός	lekársky	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ιατρικό	lekársky	ιατρικός	lekársky	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
ιατρικό	zdravotnícke	ιατρικός	zdravotnícky	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ιατρικό	lekárske	ιατρικός	lekársky	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ιατρικό	zdravotné	ιατρικός	zdravotný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
προθέσεις	zámery	πρόθεση	zámer	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
προθέσεις	úmysly	πρόθεση	úmysel	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
ταυτόχρονη	súčasné	ταυτόχρονος	súčasný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ταυτόχρονη	súčasná	ταυτόχρονος	súčasný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ταυτόχρονη	súbežná	ταυτόχρονος	súbežný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ταυτόχρονη	súbežné	ταυτόχρονος	súbežný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ταυτόχρονη	súčasné	ταυτόχρονος	súčasný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
τυχαίο	náhodný	τυχαίος	náhodný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
τυχαίο	náhodné	τυχαίος	náhodný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
τυχαίο	náhodná	τυχαίος	náhodný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
επιθετική	agresívny	επιθετικός	agresívny	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
επιθετική	agresívna	επιθετικός	agresívny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
σιδηροδρόμων	železníc	σιδηρόδρομα	železnica	N;GEN;MASC;PL	N;GEN;FEM;PL
αφρικανική	africký	αφρικάνικος	africký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
αφρικανική	africké	αφρικάνικος	africký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
αφρικανική	africká	αφρικάνικος	africký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
παρατηρητές	pozorovatelia	παρατηρητής	pozorovateľ	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
κέλυφος	shell	κέλυφος	shell	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πορτρέτα	portréty	πορτρέτα	portrét	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
κάρτες	kartičky	κάρτες	kartička	N;NOM;FEM;PL	N;NOM;FEM;PL
κάρτες	karty	κάρτες	karta	N;NOM;FEM;PL	N;NOM;FEM;PL
κάρτες	vizitky	κάρτες	vizitok	N;NOM;FEM;PL	N;NOM;FEM;PL
πληρώσει	zaplatiť	πληρώνω	zaplatiť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
ελίτ	elita	ελίτ	elita	N;NOM;FEM;SG	N;NOM;FEM;SG
μύτη	nose	μύτος	nos	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
μύτη	nos	μύτος	nos	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ναυτικός	námorné	ναυτικός	námorný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ιερή	posvätný	ιερός	posvätný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
ιερή	posvätné	ιερός	posvätný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
απολιθώματα	fosílie	απολίθωμα	fosílie	N;NOM;NEUT;PL	N;NOM;FEM;PL
βασιλεύς	kráľ	βασιλής	kráľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
βασιλεύς	král	βασιλής	král	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ιός	vírus	ιός	vírus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ενώνει	spája	ενώνω	spáj	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
όντα	bytosti	όντα	bytosť	N;NOM;NEUT;PL	N;NOM;FEM;PL
γιατρό	doktor	γιατρός	doktor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γιατρό	lekár	γιατρός	lekár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γιατρό	lekárka	γιατρός	lekárka	N;NOM;MASC;SG	N;NOM;FEM;SG
τοπικός	lokálny	τοπικός	lokálny	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
τοπικός	miestna	τοπικός	miestny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
τοπικός	lokálna	τοπικός	lokálny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
τοπικός	miestny	τοπικός	miestny	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
τοπικός	lokálne	τοπικός	lokálny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
προκλήθηκε	spôsobila	προκαλώ	spôsobiť	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
προκλήθηκε	spôsobil	προκαλώ	spôsobiť	V;PFV;IND;SG;3;PST;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
βίαια	násilne	βίαιο	násilne	ADV	ADV
βίαια	násilne	βίαιο	násilne	ADV	ADV
ξενοδοχεία	hotely	ξενοδοχείο	hotel	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
πρώιμο	predčasný	πρώιμο	predčasný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
πρώιμο	predčasné	πρώιμο	predčasný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
αποθήκη	skladisko	αποθήκη	skladisko	N;NOM;FEM;SG	N;NOM;NEUT;SG
αποθήκη	sklad	αποθήκη	sklad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
αποθήκη	sklade	αποθήκη	sklad	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
αποθήκη	uskladnenie	αποθήκη	uskladnenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
αποθήκη	ukladanie	αποθήκη	ukladanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
αποθήκη	uchovávanie	αποθήκη	uchovávanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
αποθήκη	skladovanie	αποθήκη	skladovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
ζωές	životy	ζωή	život	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
σημάδι	znak	σημάδι	znak	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
σημάδι	znamenie	σημάδι	znamenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
σημάδι	znamienko	σημάδι	znamienko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
μοριακό	molekulová	μοριακός	molekulový	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ψήφισμα	rozlíšenie	ψήφισμα	rozlíšenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ψήφισμα	rezolúcia	ψήφισμα	rezolúcia	N;NOM;NEUT;SG	N;NOM;FEM;SG
ψήφισμα	uznesenie	ψήφισμα	uznesenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
υπουργών	ministrov	υπουργός	minister	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
αποφευχθεί	zabrániť	αποφεύγω	zabrániť	V;PFV;NFIN;PASS	V;PFV;POS;NFIN
αποφευχθεί	predišlo	αποφεύγω	predísť	V;PFV;NFIN;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
αποφευχθεί	vyhnúť	αποφεύγω	vyhnúť	V;PFV;NFIN;PASS	V;PFV;POS;NFIN
αποφευχθεί	zabránilo	αποφεύγω	zabrániť	V;PFV;NFIN;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
αποφευχθεί	vyhol	αποφεύγω	vyhnúť	V;PFV;NFIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
βρύση	kohútik	βρύση	kohútik	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ενδιαφέρεται	zaujíma	ενδιαφέρω	zaujímať	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
βικτώρια	viktória	βικτώριο	viktória	N;NOM;FEM;SG	N;NOM;FEM;SG
βικτώρια	viktoria	βικτώριο	viktoriť	N;NOM;FEM;SG	N;NOM;FEM;SG
βικτώρια	victoria	βικτώριο	victoriť	N;NOM;FEM;SG	N;NOM;FEM;SG
πλέγμα	sieť	πλέγμα	sieť	N;NOM;NEUT;SG	N;NOM;FEM;SG
κατοικεί	zdržiava	κατοικώ	zdržiavať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
πρώτον	najprv	πρώτον	najprv	ADV	ADV
δημοσιογραφία	žurnalistika	δημοσιογραφία	žurnalistika	N;NOM;FEM;SG	N;NOM;FEM;SG
ρυθμίσεις	nastavenia	ρύθμιση	nastavenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
δένδρα	stromy	δένδρος	strom	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
δεκτός	akceptované	δεκτός	akceptovaný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
δεκτός	prijatý	δεκτός	prijatý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
δεκτός	prijaté	δεκτός	prijatý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
δεκτός	prijatá	δεκτός	prijatý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
συντρόφους	spoločníkov	σύντροφος	spoločník	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
υπερβαίνει	presahuje	υπερβαίνω	presahovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
υπερβαίνει	prevyšuje	υπερβαίνω	prevyšovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
υπερβαίνει	prekračuje	υπερβαίνω	prekračovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
καλοκαίρια	letá	καλοκαίριο	leto	N;NOM;NEUT;PL	N;NOM;NEUT;PL
δουλεία	otroctvo	δουλείο	otroctvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
δουλεία	otroctva	δουλείο	otroctvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
δουλεία	otroctvo	δουλείο	otroctvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
δουλεία	otroctva	δουλείο	otroctvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
αναλύσεις	analýzy	ανάλυση	analýza	N;NOM;FEM;PL	N;NOM;FEM;PL
νηπιαγωγείο	škôlka	νηπιαγωγείο	škôlka	N;NOM;NEUT;SG	N;NOM;FEM;SG
νηπιαγωγείο	škôlka	νηπιαγωγείο	škôlka	N;NOM;NEUT;SG	N;NOM;FEM;SG
χρέος	dlh	χρέος	dlh	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
χρέος	pohľadávka	χρέος	pohľadávka	N;NOM;NEUT;SG	N;NOM;FEM;SG
νεκρή	mŕtve	νεκρός	mŕtvy	N;NOM;FEM;SG	N;NOM;NEUT;SG
άσυλο	azyl	άσυλο	azyl	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κέρδος	profit	κέρδος	profit	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κέρδος	zisk	κέρδος	zisk	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κέρδος	zisk	κέρδος	zisk	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πολωνός	poľská	πολωνός	poľský	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
πολωνός	poľské	πολωνός	poľský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
πολωνός	poľský	πολωνός	poľský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
θησαυρός	poklad	θησαυρός	poklad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
χάος	chaos	χάος	chaos	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κλαδιά	vetvičky	κλαδιό	vetvička	N;NOM;NEUT;PL	N;NOM;FEM;PL
κλαδιά	pobočky	κλαδιό	pobočka	N;NOM;NEUT;PL	N;NOM;FEM;PL
κλαδιά	vetvy	κλαδιό	vetvy	N;NOM;NEUT;PL	N;NOM;FEM;PL
λεπτή	štíhly	λεπτό	štíhly	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
λεπτή	tenké	λεπτό	tenký	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
λεπτή	tenká	λεπτό	tenký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
λεπτή	štíhly	λεπτό	štíhly	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
λεπτή	tenký	λεπτό	tenký	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
λεπτή	jemná	λεπτό	jemný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
λεπτή	jemné	λεπτό	jemný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
σουηδός	švédske	σουηδός	švédsky	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
σουηδός	švédsky	σουηδός	švédsky	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
υιοθέτηση	adopciu	υιοθέτηση	adopcia	N;ACC;FEM;SG	N;ACC;FEM;SG
αυτιά	uši	αυτιό	ucho	N;NOM;NEUT;PL	N;NOM;NEUT;PL
ηγεμονία	hegemóniu	ηγεμονία	hegemónium	N;ACC;FEM;SG	N;ACC;FEM;SG
ευρεσιτεχνίας	patentu	ευρεσιτεχνία	patent	N;GEN;FEM;SG	N;INAN;GEN;MASC;SG
μηχανήματα	stroje	μηχάνημα	stroj	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
μηχανήματα	stroje	μηχάνημα	stroj	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
ερμηνεύει	vykladá	ερμηνεύω	vykladať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ερμηνεύει	interpretuje	ερμηνεύω	interpretovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ποντίκι	myš	ποντίκι	myš	N;NOM;NEUT;SG	N;NOM;FEM;SG
ποντίκι	myška	ποντίκι	myška	N;NOM;NEUT;SG	N;NOM;FEM;SG
πυκνό	koncentrát	πυκνός	koncentrát	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
πυκνό	sústredenie	πυκνός	sústredenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
συμβουλή	poradenstvo	συμβουλής	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
συμβουλή	rada	συμβουλής	rád	N;NOM;FEM;SG	N;NOM;FEM;SG
συμβουλή	tip	συμβουλής	tip	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
σφάλματα	chyby	σφάλμα	chyba	N;NOM;NEUT;PL	N;NOM;FEM;PL
σφάλματα	chyby	σφάλμα	chyba	N;NOM;NEUT;PL	N;NOM;FEM;PL
σφάλματα	chyby	σφάλμα	chyba	N;NOM;NEUT;PL	N;NOM;FEM;PL
σφάλματα	chrobáky	σφάλμα	chrobák	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
προσευχή	modlitba	προσευχής	modlitba	N;NOM;FEM;SG	N;NOM;FEM;SG
ήξερε	poznala	θέρω	poznať	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
